ID,POLONAIS,HINDI,INTERVAL
6176,syrop,सिरप,68
2570,ognisko,होलिका,87
5695,cyklamen,सिक्लेमेन,72
14375,umiejętność,क्षमता,21
12988,lista kontrolna,जांच सूची,18
10299,składnia,वाक्य - विन्यास,40
4256,horst.,होर्स्ट,81
11413,walcowanie,रोलिंग,17
14235,pozwala,अनुमति देता है,9
9364,nocny,रातों रात,47
3529,hydroponika,हीड्रोपोनिक्स,82
8148,błagać,निवेदन करना,45
2278,kukułka,कोयल,89
181,nalokson.,नालोक्सोन,100
3829,chorwat,क्रोएट,83
5924,najgorętszy,गर्मागर्म,70
10223,giles.,जाइल्स,40
5692,klasa średniorolnych chłopów,क्षेत्रपाल लोग,72
11747,dwudziesty,ट्वेंटिएथ,29
4221,adiutant,एजीटांट,79
4684,palisada,बाड़ा,73
11572,lanca,बरछा,30
8349,langley.,लैंग्ले,55
5555,samsara.,संसार,73
10859,kolegialny,विज्ञान-संबंधी,36
1115,joia.,जोई,96
4236,wędrowny,भटक,32
10590,antilles.,एंटिल्स,38
12217,watson.,वाटसन,25
6510,kenyan.,केन्याई,50
8954,ronde.,रोंडी,50
641,bitmapa,बिटमैप,99
13208,promień,रे,15
6663,ergonomia,श्रमदक्षता शास्त्र,65
2380,kryptografia,क्रिप्टोग्राफी,90
8579,dem.,डेम,53
4836,mikropenis.,लघुशिश्नता,77
430,dayan.,दयान,100
11007,birma.,बर्मा,36
6824,nie był,एकदम चमक,64
9425,siedemnaście,सत्रह,47
8145,zapalny,भड़काऊ,56
9796,malezyjski,मलेशियाई,43
4061,balony,गुब्बारे,39
10313,pieszy,घूमना,13
3519,claudius.,क्लोडिअस,85
9779,devonshire.,डेवोनशायर,44
12483,wdzięk,सुंदर,22
5243,piwnica,तहख़ाना,72
8088,zastawiony,गिरवी,41
9834,przyjaźń,मित्रता,43
2529,drgnąć,बज,88
13935,numer,संख्या,7
768,kadm,कैडमियम,98
13827,zrobiłbym,चाहेंगे,5
6365,mirt,हिना,68
5159,oszukańczy,धोखाधड़ी,72
9664,malthusian.,माल्थुसियन,45
9749,trulli.,ट्रुली,44
6923,unix.,यूनिक्स,64
2304,noll.,नॉल,90
5923,ama.,ए एम ए,69
5987,znak wodny,वाटर-मार्क,62
8753,cp.,सीपी,51
14144,rynki,बाजार,12
575,nadmorski,समुंदर के किनारे का,99
3452,nieposłuszeństwo,आज्ञा का उल्लंघन,82
5027,proroctwo,भविष्यवाणी,67
687,fizycy,भौतिकविदों,55
14069,prawo,कानून,8
4163,logarytm,लोगारित्म,74
8224,hs.,एच एस,55
6819,padok,मंडूक,64
8473,przejrzystość,स्पष्टता,54
7108,niezrozumiany,गलत समझा,62
8717,spust,उत्प्रेरक,36
7714,pole bramkowe,खेत मेँ,15
5934,wiarygodny,प्रशंसनीय,66
4406,marginia.,पुस्तक के पत्र के किनारे पर लिखै हुई टीका-टिप्पणी,80
9417,reat,रुकना,47
7364,biskupi,बिशप का,61
6413,lopes.,लोपेज,62
8229,autorytatywny,आधिकारिक,53
4622,kanibalizm,नरमांस-भक्षण,62
2696,cortina.,कोत्तिना,89
1819,skidoo.,स्की डू,92
2301,wątpliwy,शक,18
5153,groźba,खतरा,67
11558,muszla,सीप,24
797,filharmonia,गाने-बजाने का अत्यंत प्रेम करनेवाले मनुष्य का,98
12722,mama,मां,20
4502,statek kosmiczny,स्टारशिप,79
9733,księżycowy,चांद्र,44
12697,zadanie,टास्क,14
2031,zoroastrianizm.,पारसी धर्म,87
6839,jameson.,जेमिसन,64
12363,prawidłowo,सही ढंग से,24
7608,ekosystem.,पारिस्थितिकी तंत्र,59
3245,agonista,एगोनिस्ट,78
8436,umiejętności,क्षमताओं,21
7789,przymiotnik,विशेषण,53
7989,paolo.,पाओलो,57
11783,reprezentuje,प्रतिनिधित्व करता है,6
7606,komar,मच्छर,56
12371,aaron.,हारून,24
2828,niechlujny,असुरक्षित,49
3901,tok.,टॉक,83
4810,louie.,लुई,77
9306,policjantów.,पुलिसकर्मियों,48
2035,żłobek,नर्सरी,92
10743,językoznawca,भाषाविद्,30
330,dawe.,डावे,84
413,politeizm,बहुदेववाद,100
11723,wieloryb,व्हेल,25
12119,krążenie,प्रसार,22
6019,panować,प्रचलित होना,39
8878,bono.,नि:,51
1778,sheng.,शेंग,93
13953,z powrotem,पीछे,7
12143,ptak,चिड़िया,23
10324,boeing.,बोइंग,38
7575,ich.,आईसीएच,60
8371,strzecharz,थैचर,54
7315,biznesmen,व्यवसायी,62
5644,walc,वाल्ट्ज,66
12416,chile,चिली,23
14241,lista,सूची,6
205,rondel,पैन,100
14492,futures,फ्यूचर्स,7
9793,iskra,स्पार्क,30
10753,chan.,चान,37
6943,sinatra.,सिनात्रा,63
422,podłużnica,स्टाफ़ के अतिरिक्त नामानिगार,97
8392,cumberland.,कंबरलैंड,54
3381,miniatury.,लघुचित्र,59
8321,torbielowaty,सिस्टिक,55
1189,teel.,टेल,96
157,zszywacz,ऊन बेचनेवाला,100
1347,ccm.,सीसीएम,95
11590,poezja,शायरी,31
5516,orzeszki ziemne,मूंगफली,38
6190,oy.,ओए,69
1229,kwoka,घर में रहनेवाला,94
13333,rozsądnie,यथोचित,6
3032,pikolo,छोटा पियानो,88
13108,lider,नेता,12
3493,migotanie,टिमटिमाहट,85
6032,oznaczony,अभिव्यंजना,42
11355,edgar.,एडगर,33
1111,mol.,मोल,95
8182,pokojowe,शांति स्थापना,46
9342,buntownicy.,दंगाइयों,47
1815,biomedyczny,जैव चिकित्सा,93
3713,sturt.,स्टर्ट,84
5624,baht.,बाट,72
4323,absynt,चिरायता,80
60,płatność,पेलोड,97
12644,kłopoty,मुसीबत,19
10171,nigdzie,कहीं भी नहीं,41
11990,marnować,बेकार,21
1871,biegły,धाराप्रवाह,92
8662,bizantyna,बीजान्टिन,52
11417,okland,ऑकलैंड,32
8278,mara.,मारा,54
796,fro.,इधर-उधर,98
7764,objazd,उपमार्ग,49
9700,parodia,हास्यानुकृति,38
14278,rachunek,बिल,10
9751,akt oskarżenia,अभियोग,38
4734,podzbiorów,सबसेट,57
6656,beneficjant,निर्भर,57
6899,neptuniczny,आबी,64
6678,wapień,चूना पत्थर,66
1056,serine.,सेरीन,91
1206,świerzb,खुजली,96
13272,dr,डॉ,15
4150,odnowiony,पुनर्निर्मित,56
2159,łącznik,हैफ़ेन,62
7368,osi.,ओएसआई,61
4839,hee.,ही,77
2706,agnostyk,अज्ञेयवाद का,88
13833,niż,बजाय,6
3351,kropelka,ब्लॉब,83
4378,saski,सक्सोंस,51
12716,techniczny,तकनीकी,15
9913,kambodża,कंबोडिया,43
6545,antwerpia,एंटवर्प,66
3984,akropol,एथेन्स् का दुर्ग,82
10673,nawias,ब्रैकेट,24
8690,hicks.,हिक्स,48
5734,rancho.,रैंचो,72
1834,muckraker.,मकरकर,89
10661,najstarszy,सबसे पुराने,38
4091,radon,रैडन,82
14102,urzędnik,अधिकारी,9
6957,podstęp,चुपके,63
4334,wyrzutnia,लांचर,62
3357,strażak,फायरमैन,86
1952,asyria,अश्शूर,92
11292,osiągnąć,प्राप्त करना,16
14237,znany,ज्ञात,9
3989,yokohama.,योकोहामा,82
9047,szybowiec,ग्लाइडर,44
11765,ralph.,राल्फ,29
2988,wątpliwości,संदेह करने वालों को,83
8134,kanclerz,कुलाधिपति,55
2355,woohoo.,वू हू,90
13669,szybko,जल्दी जल्दी,12
8701,rozpruwacz,आरा,52
2900,gniewnie,गुस्से से,88
13592,kuru.,कुरु,12
2343,dwustronny,द्विपक्षीय,89
4314,malajalam.,मलयालम,80
10410,crea.,बनाने की प्रक्रिया,39
9144,talerze,प्लेटें,19
9105,miś,टेडी,49
14383,wniosek,प्रस्ताव,9
2184,rad.,रेड,89
3673,bergman.,बर्गमैन,84
1240,tg.,टीजी,95
6538,arogancki,अभिमानी,58
2925,goldwater.,गोल्डवाटर,88
12811,nasa.,नासा,20
3700,rozlew krwi,रक्तपात,84
3294,kok,बन,53
14413,pracuje,काम करता है,5
7477,parkway.,फ़ुटपाथ,61
14400,starania,प्रयास,6
3445,reper,तल चिह्न,78
8629,kret,तिल,51
8087,kołnierz,कॉलर,47
1294,niemowlęta,शिशुओं,51
4297,sanskryt,संस्कृत,80
82,peabody.,पीबॉडी,100
6034,bod,बीओडी,70
4310,upośledzenie,अपंगता,63
1969,epistemologia,ज्ञान-मीमांसा,86
6278,horry.,होरी,68
5819,konserwowanie,संरक्षण,27
10676,opiekun,अभिभावक,36
6908,majestat,महिमा,62
688,wszechobecny,देशव्यापी,98
10000,om.,ओम,42
12331,pete.,पीट,24
781,wieprz,सुअर,98
10088,ognista pułapka,फ़ायर ट्रैप,42
14303,fakt,तथ्य,6
40,kłopoty.,बाधाओं,74
13567,scott.,स्कॉट,12
13776,wycieczka,यात्रा,10
12102,protokół,मसविदा बनाना,25
2561,stockman.,पशुपालक,89
3717,napalm,नापलम,84
11021,harold.,हेरोल्ड,35
573,azotowy,नाइट्रिक,99
7829,szaleniec,पागल आदमी,58
3558,za pośrednictwem,मध्यस्थता,25
8155,spawalniczy,वेल्डिंग,51
11968,disney.,डिज्नी,27
2058,emocjonować,दम,92
10084,hipoteza,परिकल्पना,42
24,próba,रिहर्सल,73
4505,mody,मॉड,45
13109,natura,प्रकृति,12
2146,niepludnia,undrafted,92
7578,amelia.,अमेलिया,60
4412,tantal,टैंटलम,80
631,nie oszlifowany,काटा हुआ नहीं,99
9187,clarence.,क्लेरेंस,48
2404,subkontynent,उपमहाद्वीप,90
4798,ścinany,कतरना,26
9219,gangster,बदमाश,47
10511,płyn,तरल,35
6472,hermes.,हेमीज़,63
11913,gospodarstwo rolne,खेत,23
6783,markizy.,मार्क्वेस,57
4969,gonzo.,गोंजो,76
8110,półksiężyc,वर्धमान,56
12971,planeta,ग्रह,16
6667,tam.,ताम,63
12555,religijny,धार्मिक,22
9153,odmowa,इनकार,48
1093,węgorze,ईल,62
1075,brzdąc,मुन्ना,77
608,pedicure,पेडीक्योर,99
14233,wymagany,आवश्यक,6
8188,cichy,नम्र,56
1958,wspomnienie,अनुस्मरण,80
11808,żmija,एएसपी,29
6921,pies,हाउंड,59
1197,dolley.,डोली,96
12908,blizna,चोट का निसान,19
1723,pochwalić,सराहना,53
1146,aikido.,एकिडो,96
8652,muczeć,राँभना,52
402,mana.,मन,97
14159,pracujący,कार्यरत,5
8890,maximus.,मैक्सिमस,51
7630,pozaziemski,अलौकिक,58
1108,tilly.,टिली,96
4565,kwarty,क्यूरल,78
37,gwałt,बलात्कार,32
5232,spontaniczny,तत्क्षण,67
3171,okaleczony,पंगु,72
522,cottonwood.,कॉटनवुड,99
4952,słowiańska,स्लाव,76
10700,przycięty,फसली,25
12733,gwałtowny,भागने,12
10121,wałek,बेलन,40
2584,uścisk,झप्पी,60
6371,cisza nocna,निषेधाज्ञा,63
2234,autostopowicz,हिचकिकर,83
10232,mydło,साबुन,40
4667,jordańczyk,जार्डन,70
13994,dni,दिन,6
12872,stracić,खोना,12
13942,ustawić,तय करना,9
5862,politburo.,पोलितबुरो,71
12412,connecticut.,कनेक्टिकट,24
3847,dotknij wstecz,दोबारा छूना,83
9501,gangs.,गैंग्स,21
14288,uniwersytet,विश्वविद्यालय,7
3814,transatlantycki,ट्रान्साटलांटिक,83
12753,windows.,खिड़कियाँ,11
5276,uważaj,बाहर देखो,74
13793,do,को,5
6674,rodman.,रोडमैन,66
14499,david,डेविड,9
1434,obudzony,जाग,92
6870,pty,प्राइवेट,64
8009,odsłonić,नंगा,33
10658,porządek obrad,कार्यसूची,36
8210,graf.,ग्रेफ,56
2517,southland.,दक्षिण देश,89
10470,ak.,एके,39
5259,nieustępliwy,दयाहीन,74
8553,krążeniowy,फिरनेवाला,53
11807,stuart.,स्टुअर्ट,29
5132,bundy.,बंडी,75
12161,ryzyko,जोखिम,24
7573,zachwycać się,बड़बड़ाना,50
7182,wdowa,विधवा,57
9230,cegła,ईंट,44
3758,perseus.,एक प्रकार का,83
11421,okoliczności,परिस्थितियां,30
9850,hercules.,पहलवान,43
12924,sójka,नीलकंठ,16
9165,kolec,कील,44
6387,świecki,धर्मनिरपेक्ष,59
5580,kamizelka,बनियान,55
9652,oczekiwany,प्रत्याशित,37
3642,bandicoot.,एक प्रकार का चूहा,84
2473,spoiwo,गोंद,72
5510,śpiączka,प्रगाढ़ बेहोशी,63
10691,anglo.,आंग्ल,38
7758,sith.,सिथ,59
6541,nazarety,नासरत,66
10186,wąglik,बिसहरिया,41
12415,świt,भोर,23
13304,fani,प्रशंसक,11
5661,łucznictwo,तीरंदाजी,72
2853,fourier.,फूरियर,88
2679,rosalind.,रॉसलिंड,89
10329,przeglądaj,ब्राउज़,35
7773,kabina pilota,कॉकपिट,57
14459,konto,खाता,5
2520,bankomat,एटीएम,89
10034,łzy,आंसू,33
1535,imitować,भांड,91
6972,gurney.,गर्ने,63
13465,ręka,हाथ,11
1502,besemerowski,बेसेमेर,94
7849,feudalizm,सामंतवाद,51
11148,pobieranie,डाउनलोड,25
4107,slugger.,स्लगर,77
11009,obrót,रोटेशन,25
12399,jazz,जाज,24
4971,bulimia,बुलीमिया,76
8902,autonomiczny,स्वायत्तशासी,49
11396,pomijać,छोड़ें,27
13530,krzak,बुश,13
6394,rozmaryn,रोजमैरी,67
4745,av.,ए वी,78
2220,plagi,विपत्तियों,36
14129,nigdy,कभी नहीं,10
4956,konie mechaniczne,घोड़े की शक्ति,76
13437,te.,ते,13
9408,offshore.,अपतटीय,47
3404,wysypka,जल्दबाज,83
11486,sheffield.,शेफील्ड,31
2958,sorority,औरतों का संग्रह,62
559,catskill.,कैटस्किल,99
4764,ostrzyżenie,बाल काटना,75
673,cementowany,पुख्ता,58
7441,aux.,ऑक्स,61
5305,modernista,आधुनिकतावादी,73
4241,kraft.,क्राफ्ट,81
12764,najgorszy,सबसे खराब,20
8486,owinięty,लपेटा हुआ,37
1995,tężec,धनुस्तंभ,92
2345,jakieś miejsce,कहीं न कहीं,90
3512,fermentacja,किण्वन,79
12990,taniec,नृत्य,15
2607,randle.,रैंडल,89
14251,raz,एक बार,9
8638,shelley.,शेली,52
14322,rozmowy,बाते,5
8318,podszycie lasu,अंडरवुड,55
8191,tłuczek,लोढ़ा,54
496,univ.,यूनिवर्सिटी,99
0,intencje,उद्देश्य,7
13293,niezbędny,ज़रूरी,15
14421,rzecz,चीज़,8
5578,cyganeria,बोहेमिया,72
5322,blond,गोरा,60
8537,whalers.,व्हेलर्स,53
788,pogo.,पोगो,98
2885,mopper.,मॉपर,88
6978,darcy,डार्सी,63
14217,ponownie,दोबारा,5
6583,przepustowość łącza,बैंडविड्थ,65
13187,tenis ziemny,टेनिस,16
4486,grimm.,ग्रिम,79
1474,bilby.,बिली,94
8955,clint.,क्लिंट,50
2344,maharaj.,महाराज,90
1015,andean.,रेडियन,97
3227,samolubny,स्वार्थी,82
5144,hatcher.,डिंबौषक,75
9311,bonnie.,बोनी,45
10618,tybetański,तिब्बती,35
7693,staw,तालाब,57
589,skeet.,स्कीट,96
711,niedźwiedzia przysługa,अपकार,98
10263,nokaut,नॉक आउट,40
6098,mariana.,मारियाना,69
13242,sa.,एसए,16
4181,joński,ईओण का,81
3060,kątowy,कोणीय,87
11329,siedemnasty,सत्रहवाँ,33
10306,kt.,के.टी.,40
8249,podatki,करों,23
1706,przerwa,विराम,94
3199,celeste.,सेलेस्टे,87
9255,pitagoras.,पाइथागोरस,48
6662,smyth.,स्मिथ,66
3122,gorset,चोली,71
5174,pochwowy,योनि,72
12681,kb.,केबी,21
9365,niebezpieczeństwo,ख़तरा,47
5486,izajasza,यशायाह,73
11282,mniej więcej,मोटे तौर पर,33
10713,tunel,सुरंग,34
3534,youngstown.,यंगटाउन,85
1346,chochlik,गहन,94
14338,widziany,देखा,11
6970,odtworzony,पुनर्गठन,58
712,niepisany,लिखा नहीं,98
2518,eufemizm,उदारता,86
8,geeks.,गीक,27
4054,rampa,बढ़ाना,73
2753,orc.,ओआरसी,79
3843,oliva.,ओलिवा,83
3634,colleen.,कोलीन,84
957,płytka krwi,प्लेटलेट,91
7607,galilei.,गैलीली,60
4708,ppl.,पीपीएल,78
9036,batsman.,बल्लेबाज,50
6853,tudor.,टुडोर,64
4890,lub.,एलयूबी,77
8821,salon,बड़ा दालान,49
7016,reeves.,रीव्स,54
13362,zdefiniowany,परिभाषित,13
10438,um,उम,39
6367,syfilis,उपदंश,68
5941,osadowy,गाद का,70
13987,sprawa,मामला,6
7826,christine.,क्रिस्टीन,58
3610,strumień,फ्लक्स,84
11121,estonia,एस्तोनिया,35
13051,melbourne,मेलबोर्न,17
14256,połączenia,कॉल,8
1333,nigdy więcej,कदापि नहीं,95
8688,papryka,काली मिर्च,30
3100,koszerny,कोषेर,87
10992,nosił się,पहनी थी,36
4320,podgórski,piedmont,80
13773,domena,कार्यक्षेत्र,11
6285,inhibitor,अवरोधकर्ता,62
3715,zmywarka,बर्तन साफ़ करने वाला,80
7734,skórzany,चमड़ा,59
13818,nie,नहीं,5
7281,napięcie,वोल्टेज,60
7987,dosłownie,प्रतिशब्द,57
13297,złoty,स्वर्ण,15
12166,fałszywe,गलत ढंग से प्रस्तुत,22
11168,wymówka,क्षमा,32
9071,chorwacki,क्रोएशियाई,50
4804,niezauważony,किसी का ध्यान नहीं,71
6614,w każdej chwili,किसी भी समय,66
10161,ordynans,बैटमैन,41
7042,orzecznictwo,प्रमाणीकरण,39
12285,msg.,एमएसजी,25
11763,łukasz,ल्यूक,29
9995,karmazynowy,गहरा लाल,42
7206,ćwierćfinał,क्वार्टर फाइनल,62
7451,koledzy,सहयोगी,51
12683,klawiatury,कीबोर्ड,19
12470,barka płaskodenna,बाज़ी,20
4600,drogomierz,ओडोमीटर,78
12148,wiedział,जानता था,26
2399,zsynchronizowany,सिंक्रनाइज़,66
9216,sf.,एस एफ,48
1788,sora.,सोरा,93
11961,uruchomić,बीओओटी,24
1356,glenwood.,ग्लेनवुड,95
8635,ropucha,मेंढक,52
7214,kosmiczny,ब्रह्मांडीय,62
8899,nauczony,सिखाया हुआ,50
4806,nadziewany,भरवां,66
3683,ślepo,आंखों पर पट्टी से,84
9177,truskawka,स्ट्रॉबेरी,47
12113,dama,महिला,20
5231,nieostrożny,लापरवाह,74
4438,tuba,टुबा,78
9717,lohan.,लोहान,45
2692,nadnerkowy,अधिवृक्क,89
4563,kosiarka,घास काटने की मशीन,73
7656,chico.,चिको,59
8196,sfinansowany,वित्त पोषित,21
14343,obecnie,वर्तमान में,7
10873,dziedzictwo,विरासत,36
14262,zbiorowy,निगमित,15
12782,inline.,पंक्ति में,20
6438,szachownica,चेकर,48
13002,franczyzowa,मताधिकार,17
8334,hershey.,हर्षे,55
3782,kantor,कैंटर,83
3082,seplenienie,तुतलाना,87
1537,gotowość,तत्परता,94
12429,osierocony,अनाथ,22
12761,długie włosy,लंबे बाल,20
12984,austria,ऑस्ट्रिया,18
13173,wtórny,माध्यमिक,16
13238,stanley.,स्टेनली,16
5353,bataan.,बेटान,74
6699,granger.,गोशाला का अधिकार,65
7964,alarm,अलार्म,46
832,cantus.,कैंटस,98
4422,niezdolny,असमर्थ,78
9915,dover.,डोवर,43
9693,gepard,चीता,43
11248,nieskończoność,अनंतता,33
6998,lizak,चूसने की मिठाई,62
3028,zapatero.,जापाटेरो,88
5142,jeremiasza,यिर्मयाह,75
6825,dwudziestych,बिसाल,13
10738,zatrudniony,काम पर रखा,27
11103,rzut,छोड़ने,12
13668,weszła,घुसा,10
13285,siódmy,सातवीं,15
8483,blok,गुट,53
3949,pozew,रिट,78
5056,ligand.,लिगैंड,62
418,sher.,शेर,100
1826,grinch.,ग्रिंच,93
4516,misfits.,मिसफिट्स,78
11225,rodzic,माता-पिता,24
1616,klepsydra,hourglass,94
6845,koc,कंबल,56
841,powozik,छोटी गाड़ी,97
9468,ba.,बी 0 ए 0,43
10564,lipny,गूंथा हुआ आटा,38
5666,dziwi,वीरदार,72
10825,bezcelowy,व्यर्थ,37
8630,criss.,आड़ी,52
11460,czterdzieści,चालीस,30
12942,philip,फिलिप,19
1376,trina.,ट्रीना,95
14312,pozycja,पद,6
778,ustępować,थम,76
1357,alkaliczny,क्षारीय,93
2215,kodek,कोडेक,84
6435,afrykanie.,अफ्रीकियों,13
9692,piętnasty,पं हवीं,45
10548,baran,टक्कर मारना,21
7112,umm.,उम्म,62
5345,śnieżny,हिमाच्छन्न,74
6353,kamienie milowe,मील का पत्थर,47
7901,marsan,मंगल ग्रह का निवासी,56
3385,lucyfer,लूसिफ़ेर,84
11087,ocenzurowany,सेंसर,25
11237,gen.,जनरल,33
13574,olimpijski,ओलिंपिक,10
4485,padaczka,मिरगी,79
12374,elektryczny,बिजली,16
11826,pa,अलविदा,27
13559,tymczasowy,अस्थायी,12
8503,obywatelstwo,सिटिज़नशिप,53
6314,strom,स्ट्रॉम,68
3890,sena.,शिवसेना,83
5803,casus.,कैसस,71
1783,wesz,जूं,93
12600,ips.,आईपीएस,22
10202,święto dziękczynienia,धन्यवाद,41
8803,pong.,पांग,51
777,oszalały,व्याकुल,98
2327,górnik,खान में काम करनेवाला,35
888,nifty.,गंधा,97
13845,s,एस,5
12100,ds.,डी एस,26
9074,rozsiany,छितरा हुआ,43
5425,duży róg,बड़े सींग,74
216,domowej roboty,घर का बना,100
3406,przemożnie,घने,86
7765,krzyczeć,चिल्लाहट,38
13118,un.,संयुक्त राष्ट्र,17
6099,kulturystyka,शरीर सौष्ठव,63
1715,cora.,कोरा,94
3046,fila.,फिला,88
9082,smażony,तला हुआ,36
3784,regresja,वापसी,79
11736,wino z gruszek,नाशपाती की मदिरा,29
12759,religia,धर्म,19
7920,widz,दर्शक,33
14381,papiery wartościowe,प्रतिभूति,11
14215,efekt,प्रभाव,10
574,zanurzenie,विसर्जन,87
10758,kasztany,बकआईज़,34
9433,arka,संदूक,47
9130,nieskończenie mały,बहुत छोता,43
10820,kc.,केसी,37
13516,istotnych,से मिलता जुलता,12
1465,kolejno,क्रमिक रूप से,64
1745,liang.,लिआंग,93
3964,redystrybuowany,पुनः वितरित,69
4203,złom,रद्दी माल,50
3230,odzież,गारमेंट्स,60
11377,przyznał,स्वीकार किया,22
6728,koryntian,कुरिन्थियों,61
5821,przygotować się,प्रस्तुत करने का,68
12093,ukraina,यूक्रेन,26
13712,sprawdzalny,निरीक्षण,8
8704,eleanor.,एलेनोर,52
6691,obdarzony,कोताही,60
2837,apostolski,देवदूत-संबंधी,88
5391,kamea,कैमिया,72
1581,rekwizyty,रंगमंच की सामग्री,60
11678,bermuda.,बरमूडा,30
4304,łąka,घास का मैदान,55
6983,soda,सोडा,63
5191,tajga,टैगा,75
7497,dobrowolny,स्वैच्छिक,61
6898,duchy,भूत,29
10055,pontiac.,पोन्टिएक,42
3422,zbrojownia,शस्रशाला,82
5384,bd.,बीडी,72
6163,rehabilitacja,पुनर्वास,61
7138,prestiż,प्रतिष्ठा,62
8367,toby.,टोबी,54
8657,alba,अल्बा,52
2,precel,एक प्रकार की रोटी,92
4366,parton.,पार्टन,80
2090,frankfort.,फ़्रैंकफ़र्ट,92
12720,koń,घोड़ा,18
9860,louise.,लुईस,43
6647,kognitywny,संज्ञानात्मक,60
6441,podwodny,पानी के नीचे,67
3043,dalt.,टालना,88
5576,niespodziewanie,अप्रत्याशित रूप से,72
9222,strauss.,स्ट्रॉस,48
5959,glam.,ग्लैमर,70
9506,powaga,गुरुत्वाकर्षण,46
13351,jezioro,झील,13
6056,obstrzał,तोप का गोला चलाना,70
10443,upośledzać,आई,36
6196,rzucony,फेंक दिया,33
967,latynosi,हिस्पैनिक्स,56
14055,przychodzić,आना,7
11150,ukryć,छिपाना,25
6578,asperger,एस्पर्गर,66
13761,ziemia,धरती,11
9079,dziewczyna,प्रेमिका,48
2605,mika,अभ्रक,89
5151,sportowiec,खिलाड़ी,75
4776,chlapa,फूहड़,71
10325,postawa,रवैया,37
8914,hierarchia,पदानुक्रम,49
651,efedryna,इफेड्रिन,98
8981,ludwig.,लुडविग,50
1519,skrzypek,सारंगी बजानेवाला,94
9053,mgła,धुंध,47
5203,w której,जिसमें,75
4217,totalitarny,साम्राज्यवादी,66
9827,znajomości,सम्बन्ध,11
10469,kanały,चैनलों,14
3733,sidelines.,किनारे,47
1670,tater.,टेटर,94
2879,wskrzeszony,पुनस्र्त्थानशील,70
14178,europejski,यूरोपीय,10
12124,okazje,अवसरों,22
9747,rozgrywający,क्वार्टरबैक,13
3507,pyongyang.,फियोंगयांग,85
9969,przesunięty,स्थानांतरित कर दिया,16
2888,sabine.,सबीन,85
7474,netball.,नेटबॉल,61
2568,iva.,इवा,89
3260,podobieństwo,आत्मीयता,78
5313,transvaal.,ट्रांसवाल,74
11836,popiół,एश,23
11934,jamajka,जमैका,27
248,kalwaria,काल्वरी,100
7299,montevideo,मोंटेवीडियो,62
5774,ukuty,गढ़ा,15
5596,spitfires.,स्पिटफायर,60
10703,trans.,ट्रांस,38
13334,ho.,हो,15
8152,cierpliwość,धैर्य,56
13927,tydzień,सप्ताह,8
10016,śmiertelny,नश्वर,33
6857,alzheimer.,अल्जाइमर,64
14468,chce,चाहता हे,5
101,hindustan.,हिंदुस्तान,100
2007,fosforowy,फॉस्फोरिक,86
7148,gestapo.,गेस्टापो,62
12286,najnowszy,नवीनतम,25
8327,orientacja,अभिविन्यास,30
346,haji.,हाजी,100
7278,odbiorca,प्राप्तकर्ता,46
4949,anarchizm,अराजकतावाद,73
7367,marksista,मार्क्सवादी,57
2806,lśniący,मंद,88
327,kimono,कीमोनो,98
3621,woda gruntowa,भूजल,84
7308,mięso wieprzowe,सुअर का मांस,62
1547,orgia,नंगा नाच,92
12922,dowód,प्रमाण,17
9119,wzmocniony.,प्रबलित,31
523,gabless.,गैबल्स,73
5069,internode.,के बीच का नाजुक,76
8772,luterański,लूटेराण,48
12066,przychylność,एहसान,20
5016,antychryst,ईसा मसीह का शत्रु,75
13444,początek,शुरुआत,11
2077,seksualnie podniecony,सींग का बना हुआ,92
12245,księżniczka,राजकुमारी,25
7338,tay.,तय,62
3537,greta.,ग्रेटा,85
6499,attila.,अट्टिला,67
2854,rozeznać,पहचानना,74
13337,bóg,भगवान,14
13252,deszcz,वर्षा,13
6474,wstrząsy wtórne,झटकों,53
2966,sindhi.,सिंधी,88
13180,columbia.,कोलंबिया,16
6380,widmowy,स्पेक्ट्रल,67
11852,ssać,चूसना,21
12951,kelly.,केली,18
2164,rethink.,पुनर्विचार,87
6209,peryferie,सरहद,68
12160,ekspedycyjny,अभियान का,26
11896,ratunek,संसाधन,17
6303,jonah.,जोनाह,68
5418,rozszczepienie,विखंडन,73
11474,drink,पीना,24
606,metylen.,मेथिलीन,99
14155,brytyjski,ब्रीटैन का,9
14074,daleko,दूर,8
13590,brakuje,कमी,10
7951,przedostatni,अंत से पहले,57
6960,droga wolna,फ़्रीवे,59
2599,ochroniarz,अंगरक्षक,79
6507,szpiegostwo,जासूसी,67
12497,biegacz,हरकारा,18
7552,membrana,झिल्ली,59
10984,niebo,स्वर्ग,34
5086,szerzący się,अनियंत्रित,75
131,jednolicie,समान रूप से,100
8807,postrzeganie,अनुभूति,45
13030,dołączył,में शामिल हो गए,10
13900,praca,काम,5
1665,goa.,गोवा,94
9224,stoper,पूर्ण सहयोग,42
11676,djakarta,जकार्ता,30
5706,westchnienie,विलाप,68
4198,fosfataza.,फॉस्फेट,81
9035,prussia.,प्रशंसा,50
1185,niacyna,नियासिन,96
4286,pogaństwo,मूर्तिवाद,63
13106,bramki,विकेट,13
8386,facet,एफ ए सी,54
8414,niewiarygodnie,अविश्वसनीय रूप से,38
3649,spektakl,तमाशा,78
14486,funkcja,विशेषता,9
6418,węglany,कारबोनकेयस,67
