ID,ENGLISH,RUSSIAN,INTERVAL
12074,script,скрипт,25
3437,degas,дегово,86
10163,communicate,общаться,8
14179,earnings,заработок,14
4825,mirage,мираж,78
12810,switzerland,швейцария,20
3701,thirdly,в-третьих,85
3056,bartholomew,варфоломей,88
10011,manny,манни,43
10842,evacuation,эвакуация,23
3634,colleen,коллин,85
8382,tragic,трагический,50
9941,blew,взорвали,44
2217,asymmetric,асимметричный,86
10378,witch,ведьма,38
8350,ideology,идеология,42
5938,veronicas,вероника,57
13907,those,те,6
10329,browse,просматривать,37
12696,pattern,шаблон,20
14048,files,файлы,6
905,cultivated,культивируется,64
1317,corsair,корсар,94
5394,illogical,нечто,73
5981,anarchist,анархист,62
3860,offspring,потомство,84
3699,slack,расслабиться,83
9348,dante,данте,49
13947,take,брать,5
1189,teel,колебание,96
10294,married,женат замужем,37
10788,bangkok,бангкок,38
2062,wooster,воостер,92
2316,axioms,аксиомы,73
6263,canary,канарейка,68
13542,strike,наносить удар,12
3427,tressel,трески,86
14203,processing,обработка,10
3387,inscriptions,надписи,67
14166,got,получил,9
12052,becomes,становится,8
797,philharmonic,филармония,98
3358,urinary,мочеиспускание,87
9678,stability,устойчивость,32
11574,percent,процентов,31
13949,american,американец,8
284,lei,лей,100
1420,brumbies,парец,83
2277,justinian,дустиниан,91
5717,jargon,жаргон,73
4578,peggy,пегги,80
6450,charger,зарядное устройство,30
5620,condor,кондорация,71
9483,wolves,волки,48
5473,inequality,неравенство,68
1203,sprain,растяжение,70
11300,mental,ментальный,30
7730,interceptor,перехватчик,55
5957,unstable,нестабильный,70
8988,performers,исполнители,10
4257,dilemma,дилемма,79
7818,uncertainty,неопределенность,57
13154,students,студенты,13
5242,monolith,монолит,68
9091,rejoined,радоваться,41
7908,zionism,сионизм,59
826,landlord,арендодатель,91
10654,rap,рэп,33
8857,bald,лысый,47
5484,supermarkets,супермаркеты,59
13686,issues,вопросы,8
13194,oh,ой,16
734,unsatisfactory,неудовлетворительный,98
1605,lina,лина,94
8243,forgive,простить,49
4363,honoured,почитаемый,14
7274,malaria,малярия,62
12201,lieutenant,лейтенант,25
13137,oregon,орегон,17
13974,united,объединенная,6
12770,joyous,радостный,21
8741,remix,ремикс,41
1341,philemon,филимон,96
4122,bootleg,бутлег,68
2950,pyrroline,пирролин,88
5046,hyper,гипер,77
12186,mercury,меркурий,26
1410,cicero,цицерон,95
5492,hookah,кальян,73
3792,turing,тьюринг,84
10111,atlas,атлас,42
11722,hudson,гудсон,30
6336,seminary,семинария,66
1950,bingo,бинго,93
10862,goaltender,вратарь,29
9589,ph,штемпель,47
10538,twilight,сумерки,39
7123,yuan,юань,63
5411,lauderdale,лаудердейл,74
10118,huh,хм,42
4159,iguana,игуана,82
14060,six,шесть,10
13111,q,q.,17
10549,eating,принимать пищу,15
13002,franchise,франшиза,17
4311,blacksmith,кузнец,80
7906,ratiocinate,ратиоцитация,59
13742,boy,мальчик,10
2496,katana,катана,90
12526,responded,ответил,11
1184,roer,ревер,96
12125,castle,замок,26
2688,bakery,пекарня,83
13116,lewis,льюис,17
6183,cartel,картель,65
3626,leno,лено,85
2077,horny,роговой,92
8927,sailor,моряк,38
4300,canoe,каноэ,71
2484,siam,сиам,90
5303,wiking,викинг,75
11087,censored,цензура,25
12877,upper,верх,20
3706,ade,ада,85
5970,outlaw,преступность,51
13193,manual,руководство,16
2665,whirlpool,водоворот,89
211,walloon,валлонский,100
14424,especially,особенно,11
13718,river,река,11
13113,beach,пляж,16
6316,haydn,хэйдн,69
5582,someday,когда-нибудь,73
13459,strong,сильный,14
8474,aiming,прицел,21
7551,cruelty,жестокость,61
14471,businesses,предприятия,13
3760,exams,экзамены,64
3998,misty,туманный,83
2674,thyroid,щитовидная железа,88
198,voyageurs,воисты,97
10313,walking,гулять пешком,13
13277,cross,пересекать,12
13754,upload,загрузить,8
12610,del,дель,22
10762,lineup,расстановка,37
7254,layers,слои,36
13308,colorado,колорадо,15
14451,losses,убытки,10
192,ako,ако,100
3463,ovation,овация,83
3151,expenditure,расходов,74
5086,rampant,безудержный,76
5304,sikhism,сикхизм,75
6813,hungry,голодный,65
12621,native,родной,21
11816,counterfeiting,подделка,27
916,gallows,виселица,96
8548,villains,злодеяния,46
867,disingenuous,непристойный,96
9603,nutrition,питание,44
1110,regrouped,перегруппирован,79
7655,zen,дзен,61
1388,argentino,аргентино,96
12916,struck,ударил,19
10427,stable,стабильный,38
8336,lesson,урок,46
8540,badger,барсучий,42
3995,cassino,кассино,83
8819,dig,копать,43
10908,grove,роща,36
799,snipes,соперничать,80
912,diagnostic,диагностический,93
14479,team,команда,7
2152,wayland,василь,92
779,unscathed,невредимый,98
1776,bonk,бонкт,92
8288,epicenter,эпицентр,56
9805,garage,гараж,43
11903,em,эм,27
10213,mighty,могущественный,42
11428,polo,поло,33
6956,sandman,дрема,65
9936,wider,шире,44
3794,autor,автоответчик,84
11811,grenadier,гренадер,28
10845,tucker,укрытие,38
6643,disappear,пропадать,34
665,owes,обязан,48
2581,spectra,спектры,89
11686,ny,нью-йорк,31
6877,breton,бретон,65
3653,orderly,упорядоченный,85
12196,est,стандартное восточное время,26
1091,shabbat,шабат,96
9358,untrue,не соответствует действительности,48
7764,bypass,обход,50
8503,citizenship,гражданство,55
2073,disinformation,дезинформация,92
14074,far,далеко,8
10121,roller,ролик,41
12059,marks,метки,7
13966,need,нуждаться,6
1327,illiterate,неграмотный,93
12484,statistics,статистика,20
10996,polar,полярность,33
207,roo,row.,100
5389,cynical,циничный,57
5941,sedimentary,осадочный,71
8283,fibrosis,фиброз,56
10589,frost,мороз,38
13599,returned,вернулся,9
5605,popularly,популярно,73
4989,erika,эрика,77
12463,taiwan,тайвань,24
9595,salle,соль,47
643,jirga,джирга,99
1657,gala,гала,93
5102,fer,чепуха,76
8598,nil,ноль,51
1304,woodworking,деревообрабатывание,86
3600,anxious,тревожный,85
11597,glasgow,глазго,31
784,claymore,клеймор,97
13294,mount,устанавливать,13
11922,pieces,шт,17
14338,seen,видимый,11
13783,confusion,путаница,9
324,joss,джосс,100
13003,kept,сдержанный,18
10208,quiet,тихий,41
11254,parachute,парашют,33
11204,appeal,обращаться,25
9581,evade,уклоняться от,39
7135,resembles,напоминает,38
6279,belorussian,белорусский,69
3385,lucifer,люцифер,85
2346,contour,контур,87
13147,pretty,симпатичный,17
10282,derbyshire,дербишир,41
13675,light,свет,11
1779,sheraton,шератон,93
8928,kimchi,кимчи,51
1009,impractical,непрактично,96
1084,stipulated,предусматривается,78
2092,dessert,десерт,91
10710,dozen,дюжина,27
10811,leonard,леонард,38
6093,mayfly,майфлы,70
6832,demolition,снос,63
5712,fouled,выпуклый,35
7663,radioactive,радиоактивность,59
803,curveball,кривоебол,98
10119,superman,супермен,42
10516,unsuspecting,ничего не подозревающее,39
8420,magnum,магнум,55
12812,touch,трогать,17
13578,past,мимо,12
608,pedicure,педикюр,99
3268,antagonist,антагонист,65
13668,entered,вошел,10
7461,vacation,отпуск,46
5978,wisp,зрелище,71
7203,rosario,розарио,63
9103,potassium,калий,50
264,hom,хом,100
7799,elf,эльф,59
14241,list,список,6
11052,slave,раб,30
6265,costumes,костюмы,39
11958,se,свидетельствовать,28
10091,gotten,утомительный,43
11287,tape,лента,27
6804,laurel,лорел,65
7228,peruvian,перуанский,62
12665,drawn,нарисованный,22
9075,inactive,неактивный,47
6481,buffy,башни,68
7448,diane,дианец,54
12679,biased,пристрастный,21
8620,ink,чернила,49
6271,vulnerable,уязвимый,62
2686,igloo,иглу,89
6031,cottage,коттедж,67
3980,adjoining,примыкающий,82
100,humpback,горбана,100
9016,orchestra,оркестр,50
2023,propoganda,пропоганда,92
13797,for,для,5
4378,saxons,саксос,52
4844,carlin,карлин,78
7949,rand,ранд,58
8691,daytime,дневное время,53
8182,peacekeeping,миротворчество,47
4612,bananas,бананы,38
2627,resin,смола,79
2106,guardsmen,гвардейцы,92
6555,concussion,сотрясение,65
1505,basset,бассет,95
6890,seville,севилья,65
10968,delaware,делавэр,37
10374,continent,континент,34
12360,snow,снег,24
11270,progressive,прогрессивный,16
6374,slump,спад,56
12082,disorder,расстройство,26
3888,nylon,нейлон,83
4664,milo,мило,73
10514,purchased,купленный,25
7643,oasis,оазис,61
9491,belgrade,белград,48
11901,inch,дюйм,20
5817,hydroxylase,гидроксилаза,72
8329,offended,обиженный,24
12056,pseudomonas,псевдомонас,27
6934,baku,баку,65
5853,grail,грааль,72
11547,altered,изменено,8
13222,houston,хьюстон,16
560,hymen,гимны,99
3216,nepalese,непальский,87
1475,macedon,македон,95
6646,viable,жизнеспособный,67
8289,marker,маркер,50
13295,catholic,католический,15
8593,olivia,оливия,54
11582,tyler,тайлер,32
2744,lst,лишний,89
13561,jones,джонс,13
12130,traffic,трафик,27
4809,smokey,дым,78
14197,plant,растение,15
10609,northeastern,северо-восточный,39
12666,mythology,мифология,21
11553,harder,сильнее,32
1495,antidisestablishmentarianism,антидизестабизм,95
8770,plug,затыкать,47
2624,ensign,прапорщик,88
13532,previously,ранее,13
9799,prague,прага,45
12853,samoa,самоа,20
2118,despair,отчаяние,88
5598,forcibly,принудительно,67
9293,cy,цитан,49
7876,plankton,планктон,59
8102,neighbouring,соседний,35
2429,anc,анк,91
30,greaves,наши,100
10527,promptly,незамедлительно,39
7561,arrondissement,преруда,59
6760,peripheral,периферический,59
2740,obedience,послушание,85
7936,gravel,гравий,58
14210,offers,предложения,14
4555,flav,флава,80
8579,dem,дем,54
9506,gravity,сила тяжести,47
6079,disallowed,запрещено,64
7460,shooter,стрелок,53
1211,cheaply,дешево,96
5297,beecher,укоренение,75
11882,stanford,стэнфорд,29
4437,dyer,деформация,78
12570,lakers,лейкерс,22
11212,anatomy,анатомия,35
11309,penguin,пингвинь,23
14100,us,нас,7
14321,language,язык,10
3021,barracuda,барракуда,86
6807,orphic,орфический,65
447,uninjured,неповрежденный,100
2572,gamelan,гамелан,90
11434,methyl,метил,32
9236,shame,стыд,45
2574,payroll,начисление заработной платы,88
4560,knut,крючок,80
12928,blood,кровь,19
13854,out,вне,6
14450,hit,ударять,8
5346,chromium,хромизм,75
12361,newly,вновь,25
7880,dpt,девочка,59
9682,fs,фшс,46
14093,future,будущее,8
4526,surnames,фамилия,38
12941,distance,расстояние,17
7452,milky,молочный,62
8152,patience,терпение,57
8695,mahal,махал,53
12175,wife,жена,26
1435,placebo,плацбор,95
8956,sacramento,сакраменто,51
702,tidbit,тидбит,88
11082,bullets,пули,23
2075,brant,казарка,92
13156,presidential,президентский,17
2698,limonene,лимонин,89
10524,cube,кубик,37
731,practitioners,практикующие,77
9680,quiddity,каминда,46
2931,farthest,самый дальний,88
11328,purple,пурпурный,34
8446,pk,писать,54
11114,oyster,устрица,35
12023,raceway,гоночная дорога,27
13449,seriously,серьезно,14
2185,submerged,погруженный,88
7892,ally,союзник,18
1654,scrotum,мошонка,93
4404,rhb,рб,81
1850,alliteration,аллитерация,93
1442,trident,трезубец,91
193,ploy,уловка,100
5287,veganism,веганство,49
2790,pigman,пигман,89
2693,intertropical,межстропический,89
2351,elm,эльма,84
4179,reels,катушки,50
6815,lute,люте,65
7630,extraterrestrial,внеземной,59
11142,lib,либ,35
9097,iodide,йодид,50
8259,fossilised,окаменелый,56
1741,patronage,патронаж,93
2889,mora,мора,88
8775,vagina,влагалище,52
8232,serena,серена,57
4605,necklace,ожерелье,77
9193,advantages,преимущества,18
2656,midtown,мидтаун,89
12946,selecting,выбор,11
5779,overtake,обгонять,52
14137,further,дальше,6
13425,easily,без труда,14
2684,ultramarine,ультрамарин,89
5325,torpedo,торпед,69
3959,chestnut,каштан,81
5169,recognizable,узнаваемый,74
8553,circulatory,циркуляторный,54
14503,distribution,распределение,19
4587,backbone,марионетка,78
10084,hypothesis,гипотеза,43
1473,harness,обуздать,87
3421,covalent,ковалентный,86
12737,miller,миллер,21
4066,polygamy,полигамия,83
4017,solstice,солнцестояние,80
2783,roadster,родстер,84
10529,pub,паб,38
4730,pleaded,умолять,56
9927,wanna,хочу,44
1311,dachshund,такса,96
14145,call,вызов,8
4435,nurses,медсестры,38
8917,doo,доу,52
14319,display,отображать,13
10149,budapest,будапешт,42
10537,secondly,во-вторых,39
5247,intranet,интранет,76
2612,subtitle,субтитры,71
9992,scholarship,стипендия,42
8326,toxic,токсично,45
7848,maize,кукурузник,59
4463,textual,текстовый,78
3567,disclosure,раскрытие,84
12120,trail,тащить,18
994,slavs,славяне,89
6986,imprisoned,заключенный в тюрьму,45
12295,roster,реестр,23
2258,cassiopeia,кассиопея,91
5198,coenzyme,коэнзим,75
8181,rodham,родхэм,57
4930,goggles,очки защитные,74
3798,mahdi,махди,84
1988,samarra,самарра,93
10263,knockout,нокаут,41
1600,dynamos,динамонс,53
11591,veterans,ветераны,22
2981,torrent,торрент,85
1603,hangar,ангар,89
4932,dk,дк.,77
9439,andorra,андорра,48
9901,pregnancy,беременность,44
8228,vacuum,вакуум,56
798,porcelain,фарфор,98
11210,pac,пак,35
1527,pygmy,пигмы,89
9921,refresh,освежать,40
8551,plasma,плазма,54
1258,foreshadowing,предвещать,85
1448,ting,тинг,84
5807,upheld,встал,72
9861,humus,хомус,44
2882,risky,рискованный,88
2063,nautilus,наутилус,92
5358,stalker,сталкер,70
99,logie,логика,96
12760,brad,преступник,21
12529,hawaii,гавайцы,23
949,geologists,геологи,76
9362,cemetery,кладбище,48
3736,snack,закуска,74
11522,riley,райли,32
11139,unacceptable,неприемлемый,35
10920,adult,взрослый,33
3098,rodeo,родео,88
5220,simulation,симуляция,38
11189,politician,политик,27
9609,lineman,путевой обходчик,47
13567,scott,соревнование,13
6025,unilateral,односторонний,53
14223,create,создавать,5
4826,wildly,дико,78
7003,gigabit,гигабит,64
5438,tonkin,тонкин,74
9531,deceased,покойный,47
4604,skipper,пробирка,75
11113,algeria,алжир,36
677,bona,бона,98
155,wheelbarrow,тачка,100
13309,managed,удалось,9
2536,kilo,килограмм,87
3913,doomsday,конец света,84
13072,wave,волна,15
7442,racecourse,ипподром,62
3806,ferrer,феррес,84
10766,concrete,конкретный,38
7599,liner,вкладыша,57
10129,realized,осуществленный,23
11988,speculation,спекуляция,21
3573,cheek,щек,73
2773,trickle,прокалывать,84
3126,salomon,саломон,88
1767,pensions,пенсии,62
5316,rickey,рикки,75
13081,magazine,журнал,17
5261,mccarthyism,маккартизм,75
3000,markedly,заметно,88
4110,atheist,атеист,64
12337,setting,параметр,9
5552,sistine,систина,74
7659,oblivion,забвение,61
14323,quality,качество,8
10737,pain,боль,30
13670,terms,термины,8
10533,interface,интерфейс,38
7178,dl,дл,63
1531,bourgeoisie,буржуазия,95
7131,mescaline,мескалин,63
7961,cathy,катистота,58
13679,india,индия,12
548,melodrama,мелодрама,98
6638,monastery,монастырь,61
5260,flaws,недостатки,46
7180,tempo,темп,62
8487,glacier,ледник,50
7459,ahoy,ахоа,62
11526,affair,роман,21
8354,unicorn,единорог,54
4944,zionists,сионисты,41
4671,uncomfortable,неудобный,78
12287,bruins,брюины,25
5841,cigar,сигар,70
6552,chihuahua,чихуахуа,67
12313,supreme,верховный,25
12234,slow,медленный,22
9347,exile,изгнание,41
5456,dobson,добсон,74
2052,fractal,фрактал,87
4955,axel,осесть,77
4764,haircut,стрижка волос,76
12091,bass,бас,27
6023,towel,полотенце,66
3937,descend,сходить,38
12367,insanity,безумие,19
5543,halfback,полузащитник,70
2224,kaif,кайф.,91
6652,chalk,мелочи,65
10772,aztec,ацтец,37
2227,parser,анализатор,89
5191,taiga,тайга,76
12500,biggest,самый большой,23
7631,cove,бухта,61
7856,nanking,нанкин,59
14169,record,записывать,7
6014,repechage,опыта,71
10779,axis,ось,38
13278,pat,патент,14
11096,memphis,мемфис,36
5185,inertia,инерция,76
13834,up,вверх,6
8899,taught,учил,52
1693,nausea,тошнота,94
6695,preamble,преамбулы,66
6803,pollard,поллард,65
9145,openly,открыто,50
14141,due,должный,6
3584,seraphim,серафим,85
1214,lager,лагер,95
7591,crowded,переполненный,17
896,nimrod,нимрод,96
11281,perspective,перспектива,32
9620,tang,танг,46
13889,through,через,8
11055,portrait,портрет,34
13352,committee,комитет,14
3488,calypso,калипсо,86
10134,papua,папуа,42
13219,douglas,дуглас,16
11819,relegated,отнесенный,24
4270,neolithic,неолитич,82
2101,lagrangian,лагранжиана,92
8877,sewage,сточные воды,52
12227,birth,рождение,13
5083,cheesecake,чизкейк,76
11603,virtual,виртуальный,24
6679,abbreviations,аббревиатура,40
3113,swimmer,пловец,73
6104,unauthorized,несанкционированный,70
12135,af,аф.,27
12429,orphaned,осиротел,23
837,overweight,избыточный вес,98
13461,shorter,короче,14
1809,sprawl,поправляться,86
4105,sakai,сакай,83
11133,sixteen,шестнадцать,36
1056,serine,серина,91
6380,spectral,спектральный,68
13150,anyway,в любом случае,16
1289,orthodoxy,православие,95
7770,regret,сожалеть,21
2416,congenital,врожденный,89
4396,ware,посуда,68
13990,pc,пк,35
7532,lynx,рысь,62
9674,xx,хх,46
1931,hailstorm,хейлсторм,88
13186,foreign,иностранный,16
11661,forgot,забыли,31
8117,anorexia,анорексия,57
6139,slick,сразу,64
405,tipper,самосвал,100
12875,scent,запах,20
501,gnarls,гнарлс,99
2482,lavender,лаванда,90
1788,sora,сора,93
13189,chemical,химический,16
8121,delegate,делегирование,25
3367,puff,пышность,71
12318,walter,уолтер,25
1187,refraction,рефракция,83
13638,specifies,указывает,7
12459,walker,ходок,24
12888,festival,фестиваль,18
11488,ea,советник,32
13626,human,человек,12
8637,genghis,чингис,54
7432,wynne,уинн,53
13847,company,компания,9
9396,fence,изгородь,38
13020,agreement,соглашение,17
11289,luther,люверный,34
9808,debt,долг,41
14266,comment,комментарий,6
13753,ohio,огайо,12
2620,stereoscopic,стереоскопический,89
5653,gibbons,гиббонс,62
4168,vinegar,уксус,82
12519,hadal,хандал,23
11237,gen,генерал,34
3275,cavendish,кавендиш,87
12587,guru,гуру,22
3661,parkinson,паркинсон,85
1150,phenol,фенол,91
5755,hydra,гидра,72
6510,kenyan,кенян,51
6181,bess,бесс,70
12794,ted,тед,20
9444,sulfur,сера,45
8867,chilean,чилийский,51
14028,long,длинный,8
2539,mesozoic,мезозой,90
6272,grasshopper,кузнечик,67
8590,bubonic,пузырька,54
7436,sheriff,шериф,61
9280,xiv,сми,49
13819,were,были,6
13678,established,учредил,10
241,upbeat,подниматься,100
4155,viper,гадюка,66
13331,usually,как правило,13
13657,notability,умышленность,8
13594,present,настоящее время,10
7277,dice,игральная кость,61
7621,sumo,сумо,61
12168,chase,гнаться,22
5341,paranormal,паранормальное явление,75
4166,jousting,жопинг,82
10483,intel,интуиция,40
14113,find,находить,7
3750,petticoat,петтикул,77
7067,irregular,нерегулярный,43
11084,mining,добыча,16
10369,algebra,алгебра,38
7351,shining,сияющий,49
856,udal,удаль,98
10058,deduction,вычет,35
3101,hexadecimal,шестнадцатеричный,88
13751,indicate,указывать,9
3976,elegant,элегантный,71
1468,abdomen,брюшная полость,95
13120,actual,действительный,10
10467,nad,настраивать,40
1027,placid,предложительный,97
13017,northwest,северо-запад,18
8941,gabon,габон,51
14172,code,код,12
12535,assault,атаковать,21
13650,legal,юридический,8
174,enamel,эмаль,97
8330,sunrise,восход,56
10417,susan,сьюзен,40
11854,ongoing,непрерывный,29
7953,condom,презерватив,56
13334,ho,добывать,15
6447,borneo,борнео,68
1358,theseus,steus.,96
2319,sway,качаться,80
9869,owl,сова,37
111,subsistence,проживание,90
1968,faddle,фанд,93
13338,mm,мм,15
12921,broken,сломанный,19
1019,airstrip,воздушная полоса,92
12793,greater,больше,20
5253,hera,гера,75
6902,crashing,сбой,16
10604,shopping,поход по магазинам,23
10887,frederick,фредерик,37
12971,planet,планета,17
7614,interestingly,интересно,61
8642,stafford,стаффорд,53
4632,pancake,блин,73
10245,astrology,астрология,39
1707,fireball,огненный шар,91
3261,helper,хелпер,81
561,asparagus,спаржа,99
1616,hourglass,песочные часы,94
2068,martyr,мученик,61
8915,ping,пинг,51
2111,lymphoma,лимфома,91
1160,capuchin,капуцин,96
1975,gonal,гона,93
3945,goto,идти к,83
6180,vacancies,свободные места,63
3885,acne,акне,84
37,raping,изнасилование,33
12349,historic,исторический,13
280,bogie,тележка,91
278,fairgrounds,ярмарочные площади,98
12586,malaysia,малайзия,23
11341,champ,шамп,31
3564,reluctantly,неохотно,85
6352,lambda,лямбда,69
1082,henceforth,впредь,96
12700,panzer,панбер,21
2819,wrongdoing,правонарушение,88
13695,former,бывший,12
669,swell,опухать,67
10180,albanian,албанский,34
7915,merry,веселый,59
11240,mills,мельницы,25
14305,air,воздух,8
10234,explicitly,явно,41
14478,analyst,аналитик,46
4411,rani,рани,80
13866,could,мог,7
10863,root,корень,28
8850,inclined,наклонный,40
8258,tai,тай,56
11353,belgian,бельгийский,33
12294,nato,нато,25
12352,brisbane,брисбен,25
14118,given,данный,10
10730,guam,гуам,38
14072,order,заказ,9
1591,elapsed,истекший,92
3011,elisha,элиша,88
8377,sentiment,настроение,44
1974,maulana,маулана,93
5967,argon,аргон,71
9909,eng,англ,44
12955,jewish,еврейский,19
11056,tea,чай,36
5187,kremlin,кремль,76
6522,pius,пий,66
5610,mennonite,меннонит,73
2011,disappoint,разочаровывать,30
13991,trading,торговля,12
7991,transistor,транзистор,56
4864,navajo,навася,77
5317,matra,матра,75
12344,fastest,быстрое,25
13595,assistance,содействие,10
14189,key,ключ,11
1380,chucky,чарки,91
7478,commandos,коммандос,33
2856,astonishing,удивительный,71
6054,peck,клевать,69
9883,fortress,крепость,42
7242,melamine,меламин,63
4022,registers,реестры,6
152,tunic,туника,78
544,dioxin,диоксин,99
3027,topaz,топаз,88
8049,muster,собираться,24
12230,hip,бедро,25
1787,apostrophes,апострофы,67
13064,hell,ад,18
11021,harold,гарольд,37
9876,batteries,батареи,20
12578,lebanese,ливанец,23
9085,esp,эспа,51
46,redoubt,редут,94
10403,filth,грязь,40
10303,leaf,лист,22
7624,decree,указ,52
5107,abruptly,внезапно,76
8528,cadillac,кадиллак,53
7606,mosquito,москит,58
14446,let,позволять,9
5393,neighbor,сосед,42
9465,ultra,ультра,45
6700,slurs,шланги,56
4400,freeport,свободный порт,81
13622,course,курс,12
887,deficits,дефицит,31
12239,genuine,подлинный,23
4431,dorado,дорадо,80
7860,glance,взглянуть мельком,54
13465,hand,рука,11
257,cohesive,сплоченный,56
10522,parliamentary,парламент,39
7075,legitimacy,легитимность,64
6488,warped,деформироваться,57
7495,balboa,бальбоа,62
13437,te,театр,14
9354,umpire,судья,30
5196,particles,частицы,47
7383,steak,стейк,61
10673,bracket,скобка,25
7704,raccoon,енот,60
12420,somebody,кто-нибудь,24
1815,biomedical,биомедицинский,93
4942,gladly,с радостью,77
12454,jonathan,джонатан,24
4069,totem,тотем,82
10380,hilary,хилари,37
9886,greco,греко,44
10034,tears,слезы,34
11430,trinity,троица,33
3725,hg,хг,85
10954,outlined,изложено,30
7395,surfing,серфинг,45
4346,mayday,первое мая,81
4184,springer,спрингер,82
5030,tra,трасса,77
7334,lc,лек,62
6991,stampede,паничка,62
8522,judging,судить,19
1929,bile,желчь,93
3861,misconception,неправильное представление,63
11984,sugar,сахар,28
11593,christianity,христианство,12
9606,seth,сет,47
3157,manchuria,маньчжурия,88
2964,mem,мемлес,87
7328,satisfaction,удовлетворение,62
1516,racetrack,ипподрома,93
5314,dickey,дики,75
12080,iranian,иранский,25
3987,googol,гуоголь,83
12267,hate,ненавидеть,23
3910,roadside,придорожный,84
12105,rory,rore.,27
5311,hovercraft,на воздушной подушке,75
14498,industrial,промышленное,14
7036,cu,подушка,63
2969,mallet,маллет,87
14071,right,верно,7
14080,features,функции,9
8545,sync,синхронизировать,53
7372,symptoms,симптомы,58
13634,unregistered,незаметно,12
667,audible,слышно,94
12257,suspect,подозревать,16
12301,scan,сканирование,18
11662,zimbabwe,зимбабве,31
11168,excuse,извинение,33
13553,bold,жирный,13
2595,enlighten,просветить,46
7917,worcester,вустер,59
5273,theological,теологический,52
11106,hardly,едва,36
4313,hawker,хоукер,81
1116,sundial,солнечные часы,92
12982,initially,изначально,12
4088,acadia,акадея,83
7008,legit,законный,64
14511,leave,оставлять,7
11688,pa,парин,27
10074,mohammed,мохаммед,43
12129,adopted,усыновленный,20
11944,alison,алисон,28
7992,consumption,потребление,58
1854,capybara,водосвинка,91
2301,doubted,сомневался,18
12050,buck,бак,25
9519,sharon,шарон,47
9413,mango,манго,48
5436,andromeda,андромеда,74
8383,melissa,мелисса,55
790,disraeli,неразрешеный,98
13699,daniel,даниэль,12
14290,north,север,8
11363,finalists,финалисты,29
3572,twister,твистер,81
9571,bunker,бункер,43
8300,zebra,зебра,52
10342,danish,датский,41
10768,seeds,семена,13
12504,cd,компакт диск,23
8868,unbiased,беспристрастный,52
9958,scots,шотландки,30
8544,weller,великолепный,54
10098,anal,анальный,43
11299,guilty,виновный,34
11625,apollo,аполлон,31
13091,rd,находка,18
11678,bermuda,бермудские острова,31
8678,binding,связывание,46
7988,scenario,сценарий,47
12418,classified,классифицировать,22
7920,viewer,просмотрщик,34
2493,albatross,альбатрос,90
11075,idaho,айдахо,36
13989,programs,программы,11
13750,opportunity,возможность,11
6722,cheng,чэн,66
13105,accurate,точный,15
6841,fisk,фишка,65
5156,undercover,под прикрытием,76
3851,thwarted,сорван,70
13688,million,миллион,11
13257,carefully,осторожно,7
5274,evangelion,евангелион,75
8516,intensification,интенсификация,55
9675,slim,стройный,45
6657,malay,малайский,59
3282,polymerase,полимераза,87
4333,untied,развязанный,81
13059,twice,дважды,18
44,flashbacks,воспоминания,83
5321,mono,мононуклеоз,75
10615,estate,имущество,35
9648,lunch,обед,46
1810,longstanding,давний,93
7293,infrangible,неразрешимый,62
5662,sensation,ощущение,57
6453,haiku,хайку,68
9518,charleston,чарльстон,47
13654,sam,сэм,12
5909,berg,борз,72
10381,cartridge,картридж,36
1979,dari,дари,93
8530,titanium,титан,54
5426,seton,установлен на,74
5599,amplitude,амплитуда,73
1215,brecht,замкнул,96
3745,gases,газы,85
11271,quarters,кварталы,9
6487,garnered,набрасываться,46
1133,ism,изм,88
2584,hug,обнимать,61
4374,weakest,слабые,81
10829,humanitarian,гуманитарный,38
12789,casualties,жертвы,18
12482,democracy,демократия,23
3507,pyongyang,пхеньян,86
6613,sable,собел,66
4704,septa,септа,79
7638,aeromedical,аэромерие,61
6995,corridor,коридор,61
4087,tenants,арендаторы,60
969,receipt,квитанция,73
14091,n,не,8
10215,hale,хейл,41
4384,snapper,навязчивый,65
1117,slag,шлак,92
8271,dali,дали,56
2067,cay,кай.,91
13102,dakota,дакота,17
394,latham,литам,100
116,kapa,капа,100
2633,booster,бустер,76
8834,grizzly,гризли,45
8147,fork,вилка,40
7284,tanker,танкер,53
10551,momentum,импульс,39
8945,trolls,тролли,27
4194,khartoum,хартум,82
8636,wolverine,росомаха,32
5081,notwithstanding,несмотря на то  что,76
4969,gonzo,гонзо,77
14302,function,функция,20
10109,unidentified,неопознанный,42
579,guanaco,гуанако,99
10648,optical,оптически,34
7578,amelia,амелия,61
5884,wedge,клин,67
8039,sunny,солнечно,40
7213,daughters,дочери,32
6149,risen,поднял,70
7112,umm,ммм,63
11735,ta,та,30
441,proxenus,прорезин,100
4637,dystrophy,дистрофия,79
9917,aleph,алеф,44
13313,gal,гал,15
2397,unsportsmanlike,неспортивно,91
8740,trio,трио,52
8732,yoga,йога,53
3352,perm,перми,86
5489,pounce,внезапно атаковать,65
14340,declined,отклоненный,13
5936,uncopyrighted,беспрепятственно,71
4562,lupus,лап,80
1433,egregious,воскресный,95
12669,activity,деятельность,10
12929,triple,тройной,18
8462,plato,платон,55
12260,panda,панда,25
8526,abroad,за рубежом,54
1783,louse,вошь,93
