ID,ENGLISH,DEUTSCH,INTERVAL
10992,wore,trug,41
3078,darn,verflixt,87
6038,mullet,meeräsche,71
13855,last,zuletzt,6
11157,income,einkommen,37
3177,cough,husten,83
2522,wig,perücke,84
10756,warrior,krieger,28
2645,autocracy,autokratie,92
9562,salary,gehalt,48
12913,row,reihe,22
13081,magazine,zeitschrift,21
14075,access,zugang,10
7958,profoundly,zutiefst,63
6179,cpu,zentralprozessor,71
10373,swat,klatsche,46
7025,depletion,erschöpfung,54
7642,prelude,auftakt,63
7157,curtain,vorhang,64
1294,infants,säuglinge,58
12316,hunter,jäger,28
2605,mica,glimmer,92
12575,halo,heiligenschein,27
2353,displeasure,unmut,93
669,swell,anschwellen,71
10544,loop,schleife,38
2880,encamped,lagerlich,77
13337,god,gott,18
10738,hired,gemietet,34
12662,blacklist,schwarze liste,16
6614,anytime,jederzeit,71
13618,chat,plaudern,15
12446,conducted,durchgeführt,20
9646,fireworks,feuerwerk,50
14219,east,ost,12
5337,needle,nadel,73
2838,hopeless,hoffnungslos,89
2825,splendid,prächtig,91
9752,sung,gesungen,51
9318,circa,zirka,54
5590,spoiled,verwöhnt,56
12121,enigma,rätsel,32
2009,nicer,netter,94
13582,story,geschichte,14
13841,other,andere,5
10183,unsure,unsicher,47
2447,accidently,versehentlich,25
11188,empty,leer,38
6206,overshadowed,überschütten,69
9490,narrowly,eng,53
7665,beware,in acht nehmen,65
11956,hole,loch,28
12553,meanwhile,inzwischen,28
14398,date,datum,7
10227,bunny,hase,46
2472,sideways,seitwärts,92
3972,quarterly,vierteljährlich,86
10980,upgrading,upgrade durchführen,25
14399,white,weiß,12
4111,shortening,verkürzung,40
12327,weapon,waffe,18
3639,stainless,rostfrei,88
11009,rotation,drehung,31
1965,anteater,ameisenbär,93
11077,explorer,forscher,28
13015,highly,höchst,23
9768,tensions,spannungen,39
14227,return,zurückkehren,12
14023,different,anders,10
2310,disrespectful,respektlos,76
2372,mailbox,briefkasten,91
6709,midfield,mittelfeld,58
6213,alloy,legierung,67
11303,competitors,wettbewerber,34
11942,mall,einkaufszentrum,33
4023,categorisation,kategorisierung,31
5512,pulls,zieh,22
5125,regency,regentschaft,80
11526,affair,affäre,25
2016,staffed,besetzt,87
12415,dawn,dämmerung,29
12075,reality,wirklichkeit,32
4294,scissors,schere,73
2408,steamer,dampfer,89
1263,questionnaire,fragebogen,94
4360,snapping,schnappend,38
2314,rejoice,jubeln,88
8453,poisoning,vergiftung,41
6269,carbohydrate,kohlenhydrat,73
3133,renegade,abtrünnig,62
5096,dishonest,unehrlich,80
8414,incredibly,unglaublich,43
8050,jelly,gelee,62
7904,dent,delle,62
5388,endeavor,bemühen,71
1171,trot,trab,91
13126,italian,italienisch,20
343,thermite,therma.,100
9844,goalkeeper,torwart,48
9684,parentheses,klammern.,51
7324,arise,entstehen,52
4282,bland,fade,84
10885,coal,kohle,42
10003,outright,völlig,49
148,revamp,umgewandt,75
9525,homeless,obdachlos,46
1844,trotter,traber,94
11129,faster,schneller,40
3026,bleachers,tribünen,88
6658,carver,schnitzer,71
13932,still,trotzdem,9
8251,skyline,horizont,61
637,beadle,perspel,99
14443,created,erstellt,6
4632,pancake,pfannkuchen,77
3883,conscience,gewissen,86
13013,fashion,mode,21
9723,beaver,biber,44
7724,reconciliation,versöhnung,64
6833,verge,verspüren,66
7211,travels,reisen,21
6891,yap,kläffen,69
7788,ive,ich habe,64
10119,superman,übermensch,48
10762,lineup,ausrichten,41
13469,allow,ermöglichen,11
11965,bunch,bündel,33
9186,soup,suppe,55
12022,denied,bestritten,26
1331,jibbs,jammig,97
3293,tribesmen,stammesmen,89
7532,lynx,luchs,66
8935,jellyfish,qualle,57
2504,foursome,vierer,78
9322,outdoor,draussen,49
8710,courage,mut,55
6724,maverick,einzelgänger,53
5238,catchpole,fangspole,79
11835,tan,bräunen,33
11695,shadow,schatten,33
3756,ox,ochse,87
12928,blood,blut,23
11345,refueling,betankung,37
600,nightshirt,nachthemd,99
5276,lookout,achtung,79
5296,litter,wurf,68
11029,defunct,entfalten,41
13207,majority,mehrheitlich,10
6328,congressman,kongressabgeordnete,73
14217,again,wieder,6
5443,impartial,unparteiisch,71
53,hath,in der höhe,100
9246,orbits,umlaufbahnen,18
13141,break,brechen,16
11960,imperial,kaiserliche,29
1462,tremendously,stimmungsvoll,58
3937,descend,absteigen,42
531,wren,zaunkönig,97
8404,dominion,herrschaft,58
1084,stipulated,festgelegte,81
12874,wrestling,ringen,24
3783,cantonese,kantonesisch,87
4979,bovine,rinder-,81
5278,unc,unheil,79
1812,cornerstone,grundstein,91
1392,imposition,verhängung,97
8443,fog,nebel,60
6247,nome,nicht ich,73
12434,airlift,luftbrücke,28
9794,tense,zeitform,49
12133,thursday,donnerstag,32
11204,appeal,appellieren,31
11445,forever,für immer,37
6450,charger,ladegerät,35
7566,recommends,empfiehlt,15
8500,nasty,böse,59
10390,greetings,schöne grüße,38
5589,brewing,brühe,46
8492,outscored,übertrafen,54
8218,exceptional,außergewöhnlich,17
11276,snake,schlange,36
13895,down,runter,11
4666,ignited,gezündet,60
9210,legacy,vermächtnis,55
14451,losses,verluste,12
3085,disclose,offenlegen,64
2011,disappoint,enttäuschen,36
8148,beg,bitten,52
11430,trinity,dreieinigkeit,38
13225,fell,ist hingefallen,20
7198,recoil,rückstoß,67
1419,accreditation,akkreditierung,68
8396,prestigious,prestigeträchtig,61
11182,steeplechase,hindernislauf,39
9268,encounter,begegnen,33
9885,vocals,gesang,39
9017,nail,nagel,34
13181,belongs,gehört,14
473,gimmick,spielerei,97
14409,member,mitglied,11
3604,caterpillar,raupe,85
3478,companions,begleiter,58
12974,balls,bälle,12
4978,tungsten,wolfram,81
13107,drama,theater,21
3351,blob,klecks,87
9124,recalled,zurückgerufen,34
13393,meets,trifft,12
2617,succeeds,gelingt es,92
6385,asap,schnellstmöglich,73
2738,schoolboy,schüler,88
9873,arguably,wohl,48
6087,willingness,bereitschaft,75
6732,colon,doppelpunkt,47
9782,pending,steht aus,50
1725,viewable,beobachten,95
3674,glitch,panne,80
1827,bulletproof,kugelsichere,95
13972,file,datei,6
1628,pinhole,pinloch,96
10213,mighty,mächtig,47
3371,haggard,höhnisch,88
10812,reef,riff,42
5423,commodity,ware,65
9392,aerospace,luft- und raumfahrt,53
2200,grocery,lebensmittelgeschäft,90
10725,loud,laut,43
12682,sold,verkauft,27
13266,greek,griechisch,18
12037,silly,albern,29
12701,glad,froh,26
9521,subordinate,untergeordnet,45
1686,standby,bereithalten,95
12254,internal,innen,11
10731,sad,traurig,35
1279,punctured,punktiert,69
12702,rewrite,umschreiben,21
2175,undefined,nicht definiert,93
10264,stores,shops,27
4087,tenants,mieter,65
14508,documents,unterlagen,15
11014,suppose,annehmen,23
3719,deciduous,laub,87
5538,celestial,himmlisch,78
11729,delivered,geliefert,29
4686,hearst,hört,82
6939,aeon,äon,67
3008,stylized,stilisiert,89
4835,capricorn,steinbock,82
11049,justify,rechtfertigen,29
9836,deadly,tötlich,50
10199,spoke,gesprochen,47
4721,midseason,mittelsaison.,82
14187,continue,weitermachen,6
5013,subscription,abonnement,68
11196,thirteen,dreizehn,39
5528,beans,bohnen,38
4586,walkover,besuchen,82
2145,northwesterly,nordwestlich.,94
12431,serves,dabei,14
623,starry,sternenklar,99
13824,more,mehr,5
12379,weight,gewicht,28
525,electrification,elektrifizierung,99
13204,9th,9.,20
12455,engineer,techniker,9
13012,undone,auftanken,23
9817,wizard,magier,37
5572,homage,huldigung,77
7518,crossover,überkreuzung,62
2988,doubters,zweifel,87
3174,yup,jawohl,89
6820,semimonthly,halb-monatlich,70
11925,charged,berechnet,18
13319,typhoon,taifun,19
216,homemade,hausgemacht,100
2282,staggering,staffelung,80
14278,bill,rechnung,12
6445,heron,reiher,73
10379,drought,trockenheit,45
8377,sentiment,gefühl,50
12990,dance,tanzen,19
6021,unwilling,unwillkürlich,75
8234,leaning,gelehnt,49
6093,mayfly,eintagsfliege,75
7925,longitude,längengrad,62
3267,unproven,unbewiesen,89
11011,turtle,schildkröte,37
1919,mural,wandgemälde,89
5578,bohemia,böhmen,77
11709,proximity,räumliche nähe,35
13541,soviet,sowjetisch,16
8994,goose,gans,57
2674,thyroid,schilddrüse,91
12409,entitled,berechtigt,29
739,orthogonal,senkrecht,95
1465,sequentially,der reihe nach,69
5458,stronghold,hochburg,69
11348,strip,streifen,32
14306,released,freigegeben,10
8110,crescent,halbmond,62
12066,favor,favorisieren,25
2004,fonts,schriftarten,39
6428,treating,verarbeitung,25
14119,took,nahm,10
3275,cavendish,kavendel,89
14442,decided,entschieden,8
3535,dugout,einbaum,87
4677,canuck,kanus,82
13665,lap,schoß,12
10955,deactivated,deaktiviert,38
12220,settled,niedergeschlagen,26
8485,stonewall,steinwand,59
3863,clearwater,klares wasser,86
13685,claim,beanspruchen,11
3705,maniacs,wahnsinnige,52
269,erect,aufrecht,52
1655,pimple,pickel,96
12807,coupled,gekoppelt,16
14434,requires,erfordert,7
7213,daughters,töchter,37
266,lenient,nachsichtig,97
722,maggot,made,96
10154,monthly,monatlich,48
1460,unequal,ungleich,95
14130,provides,bietet,6
10873,heritage,erbe,42
13345,practice,üben,15
12026,rescue,rettung,30
3153,bombardier,bombenschütze,88
10469,channels,kanäle,19
6998,lollipop,lutscher,68
14305,air,luft,10
13898,companies,firmen,11
12199,door,tür,27
12227,birth,geburt,16
10387,airmen,flugzeuge,46
13454,joke,scherzen,15
9114,unused,ungebraucht,52
1612,cot,kinderbett,90
13377,banned,verboten,12
10131,bend,kurve,44
12108,yeah,ja,32
12052,becomes,wird,9
816,sunray,sonnenstrahl,99
1695,slowest,langsamste,96
3767,cruising,kreuzfahrt,39
12355,aviation,luftfahrt,29
13252,rain,regen,17
6850,mold,schimmel,61
6016,sticks,stöcke,27
4954,appendix,blinddarm,81
9871,insurgents,aufständische,38
9938,cant,kippen,49
11109,swimming,baden,37
1339,unheard,unerhört,97
10681,dirty,dreckig,44
13475,persian,persisch,17
3507,pyongyang,pjöngjang,88
9379,inconclusive,nicht schlüssig.,53
13660,aircraft,flugzeug,15
11139,unacceptable,inakzeptabel,39
10790,outdated,veraltet,43
5767,beacon,leuchtfeuer,74
13892,before,vor,7
9250,skull,schädel,53
12090,leadership,führung,32
1523,lowland,flachland,79
12023,raceway,rennwagen,33
12663,potter,töpfer,27
6564,dense,dicht,63
9020,lens,linse,57
2818,scarcity,knappheit,90
2863,badass,knallhart,90
10784,reportedly,berichten zufolge,43
7183,daisy,gänseblümchen,67
3864,grandpa,opa,86
9353,seadog,see hund,54
12267,hate,hassen,28
4711,insomnia,schlaflosigkeit,82
12690,impact,einschlag,25
13182,roman,römisch,20
5819,preserving,konservieren.,33
10079,agricultural,landwirtschaftlich,34
13463,z,z.,17
9737,cam,nocken,44
10215,hale,gesund,47
8009,bare,nackt?,38
4435,nurses,krankenschwestern,43
2631,bottlenose,flaschen nase,92
8254,violin,geige,61
11287,tape,band,32
2107,crossfire,kreuzfeuer,94
14041,already,bereits,10
12532,clarify,klären,26
14383,proposal,vorschlag,12
2012,commonplace,alltäglich,94
7443,tract,traktieren,64
13565,fill,füllen,14
3598,superscript,hochgestellte,85
613,scrutinized,geprüft,96
9745,sleeve,ärmel,40
3334,supplementary,ergänzungen,89
7439,trout,forelle,66
1112,instructors,ausbilder,69
2331,gander,gänserich,93
1528,bladder,blase,96
13686,issues,themen,9
13754,upload,hochladen,9
12878,types,arten,8
14230,yet,noch,10
14485,kind,art,17
4141,ultrasound,ultraschall,85
7924,shotgun,schrotflinte,61
4142,darker,dunkler,85
9932,heath,heide,49
11030,preliminary,vorläufige,41
5696,groundout,grundstück,77
12799,clock,uhr,24
13220,developed,entwickelt,12
5312,confectionery,süßwaren,79
1097,warden,aufseher,94
5392,smells,gerüche,56
1351,bigotry,fanatismus,97
10861,cox,kegelung,42
765,loaf,laib,97
6134,sie,auftürrisch,74
11284,mayor,bürgermeister,37
10229,feces,kot,47
13161,certainly,bestimmt,21
7416,dismiss,zurückweisen,32
9206,riverside,flussufer,55
2205,reread,wiedereinsetzen,90
13407,passed,bestanden,10
13285,seventh,siebte,20
7895,thrust,schub,59
7892,ally,verbündete,22
1741,patronage,schirmherrschaft,95
3964,redistributed,umverteilt,74
10465,stronger,stärker,45
2321,drunkenness,trunkenheit,76
7671,ecology,ökologie,56
9637,sweeping,kräftig,33
6601,tunes,melodien,42
12607,ward,station,27
4807,spawn,laichen,48
9937,gentlemen,herren,49
7280,dev,anwenden,67
11519,flash,blitz,34
10401,toy,spielzeug,40
12720,horse,pferd,23
7922,necessity,notwendigkeit,62
2285,sneakers,turnschuhe,91
3083,ulcer,geschwür,88
9808,debt,schuld,47
8550,refuge,zuflucht,59
7466,inheritance,nachlass,47
12366,examples,beispiele,12
4715,hamstring,lähmen,82
2764,doldrums,flaute,91
7944,dusty,staubig,63
11240,mills,mühlen,30
604,chordate,kordieren,99
10378,witch,hexe,43
11339,brevity,kürze,38
8243,forgive,verzeihen,55
3182,blur,verwischen,78
2167,rearrangement,umlagerung,62
10156,ming,mischung,46
6351,bail,kaution,64
4346,mayday,maifeiertag,84
1933,marauder,rumtreiber,83
2453,saviour,retter,91
9381,comedian,komiker,51
14108,investment,investition,33
13432,boilerplate,kesselkesselplate,18
12051,floor,boden,29
9310,headquartered,hauptsitz,20
8513,bulb,birne,58
13767,died,ist gestorben,12
14244,means,bedeutet,10
6224,cockroach,kakerlake,74
850,caledonian,kaledonisch,99
14047,members,mitglieder,11
9505,sally,ausfall,52
11131,dept,abtau,40
12826,carl,gauner,25
11909,bubba,kumpel,34
11418,mirror,spiegel,35
3302,bereavement,trauerfall,87
426,steeple,kirchturm,100
1204,sugarcane,zuckerrohr,98
2739,daft,bekloppt,91
9323,fatal,tödlich,30
9340,pee,pinkeln,53
11347,nickname,spitzname,31
1930,bondage,knechtschaft,94
3114,spleen,milz,89
2549,oversaw,überwachten,92
1795,hereditary,erblich,95
1521,recourse,zurückgreifen,96
12936,port,hafen,22
12223,closer,näher,31
6523,infectious,ansteckend,72
11580,victor,sieger,35
5773,taxation,besteuerung,76
9096,drag,ziehen,46
4732,sensitivity,empfindlichkeit,44
7051,prone,anfällig,68
9584,lengthy,langwierig,52
2149,goalless,tobellos,94
10504,celebration,feier,23
10815,partial,teilweise,34
6072,conquered,erobert,48
3709,outlying,ausgereift,87
13853,when,wann,6
3434,sensory,sensorisch.,88
5282,vocabulary,wortschatz,79
5603,cruiser,kreuzer,73
5714,cv,lebenslauf,77
11168,excuse,ausrede,38
10384,withdraw,zurückziehen,31
8556,judiciary,justiz,60
10460,romance,romantik,45
552,unlinked,nicht aufgeteilt,96
676,rebirth,wiedergeburt,99
13350,speed,geschwindigkeit,18
6863,ideally,im idealfall,39
14131,times,mal,6
6843,passport,reisepass,64
8104,pics,bilde,39
12993,staff,mitarbeiter,23
8920,influenza,grippe,57
6835,passover,passah,70
824,recluse,einsiedler,98
7315,businessman,geschäftsmann,67
9980,reconstruction,wiederaufbau,43
12151,domestic,inländisch,31
8887,coli,koli.,57
13982,development,entwicklung,12
11857,device,gerät,28
2961,ancestor,vorfahr,72
9802,surprising,überraschend,25
1321,disp,diskutieren,97
863,saturation,sättigung,65
6175,wheely,welk,72
11908,unusual,ungewöhnlich,31
10855,smooth,glatt,41
2707,queue,warteschlange,84
3050,thistle,distel,84
7638,aeromedical,aeromedizinisch,65
4388,foam,schaum,80
1420,brumbies,brumbum,85
6220,mitt,fausthandschuh,72
11145,mermaid,meerjungfrau,40
14202,war,krieg,8
10511,liquid,flüssigkeit,41
13310,council,rat,19
3701,thirdly,drittens,87
6444,caretaker,hausmeister,71
9728,worker,arbeiter,25
155,wheelbarrow,schubkarre,100
4159,iguana,leguan,84
6988,meow,miau,69
13832,had,hatte,8
4089,sticky,klebrig,85
3587,bilingual,zweisprachig,87
8798,testimony,zeugnis,53
8942,devastating,zerstörerisch,43
11750,egyptian,ägyptisch,33
14502,expects,erwartet,13
12676,trial,gerichtsverhandlung,24
5006,momma,mama.,80
9285,frankly,geradeheraus,55
9756,mankind,menschheit,50
1619,attic,dachboden,95
3342,passant,patchantisch,89
9265,judicial,gerichtlich.,53
6942,rooster,hahn,57
12375,primarily,in erster linie,30
14195,rather,eher,7
6209,outskirts,stadtrand,74
9335,halfway,auf halber strecke,54
555,freehold,freier halt,99
3678,notoriety,bekanntheit,87
2351,elm,ulme,86
14413,works,arbeiten,6
13680,bit,bisschen,14
6776,morrow,morge,70
12493,planned,geplant,13
2013,tack,heftzwecke,73
9344,lawn,rasen,53
2276,thigh,schenkel,90
11967,ie,dh,33
2118,despair,verzweifeln,90
2048,subheading,unterüberschrift,73
2485,humid,feucht,73
1438,pentecost,pfingsten,71
13404,together,zusammen,18
7913,strings,saiten,34
2859,ventilation,belüftung,86
8464,wheelchair,rollstuhl,59
14309,personal,persönlich,6
6079,disallowed,nicht zugelassen,69
14081,news,nachricht,13
12200,relatively,verhältnismäßig,23
11219,br,bred,39
6955,thief,dieb,69
142,landowners,landbesitzer,95
8943,albeit,obgleich,57
11739,scope,umfang,34
12395,dust,staub,29
6867,disdain,verachtung,68
12578,lebanese,libanesisch,28
2583,kindness,freundlichkeit,17
9881,merger,zusammenschluss,48
2761,hateless,haslose,91
3878,englishman,engländer,86
1340,counterattacks,gegenangriff,62
7781,bloom,blühen,62
9705,stalled,still,42
14059,unit,einheit,8
11694,carrier,träger,33
782,stallion,hengst,93
1633,remand,erremlig,78
9510,pipe,rohr,43
5860,roach,plötze,75
10300,fed,gefüttert,46
2072,goblet,kelch,93
4752,audacity,unverfrorenheit,82
8639,sting,stachel,58
8291,knife,messer,61
13473,academy,akademie,17
7874,billionaires,milliardäre,62
3498,proficiency,kenntnisse,77
13872,because,weil,8
8868,unbiased,unparteilich,57
12625,mon,anzunehmen,27
8743,tender,zart,52
10579,colt,fohlen,25
9442,contentious,umstritten,53
3575,heavenly,paradiesisch,88
13471,upon,auf,17
9787,cf,vgl,50
12933,haven,oase,24
14365,men,männer,11
11421,circumstances,umstände,37
13848,into,hinein,8
1758,thrilled,begeistert,56
8306,paired,gepaart,25
8039,sunny,sonnig,46
9906,didnt,hat nicht,49
3836,antitrust,köstrufe,87
1547,orgy,orgie,95
10458,objection,einspruch,14
3822,embroidered,bestickt,84
4124,indulgence,genuss,71
1763,intertidal,untertrieben,95
2756,oppression,unterdrückung,71
10422,lying,lügnerisch,25
9880,guidance,orientierungshilfe,50
14300,operation,betrieb,7
1992,gusty,böig,94
3150,shutdown,herunterfahren,88
4367,redevelopment,sanierung,66
11931,ages,älter,15
11043,translate,übersetzen,21
1033,defiant,trotzig,98
4039,immaculate,unbefleckt,85
12901,spot,stelle,19
6383,purge,säubern,63
391,afterlife,jenseits,100
3172,distracting,ablenkend,56
14427,response,antwort,13
5525,retreating,rückzug,37
4968,nightingale,nachtigall,80
1898,ey,ei.,95
13505,arbitration,schiedsverfahren,17
2350,brushing,bürsten,52
8486,wrapped,verpackt,43
9542,suspicious,verdächtig,51
5151,sportsman,sportler,80
690,hindsight,nachsicht,99
14094,best,am besten,9
2850,congestion,überlastung,85
3155,precautions,vorsichtsmaßnahmen,75
11853,vikings,wikinger,28
6332,stm,sterisch,73
1310,deprive,berauben,70
8682,terrific,umwerfend,59
9499,poop,kacke,50
11383,plenty,eine menge,38
2053,sneeze,niesen,87
686,signatories,unterzeichner,90
12671,fellow,geselle,26
12544,letter,buchstabe,22
969,receipt,kassenbon,77
9923,ruby,rubin,49
8221,havoc,verwüstung,61
4804,unnoticed,unbemerkt,76
13899,much,viel,10
5882,compressed,komprimiert,49
418,sher,sitze,100
6832,demolition,abriss,68
8770,plug,stecker,53
5822,wed,heiraten,43
2953,sliced,geschnitten,60
5961,striver,streißig,75
10189,legislation,gesetzgebung,29
978,highschool,weiterführende schule,98
12812,touch,berühren,21
12814,estimated,geschätzt,20
10748,wireless,kabellos,43
5366,outgoing,aufgeschlossen,79
1693,nausea,brechreiz,96
12855,medical,medizinisch,24
13745,board,planke,13
10775,affiliation,zugehörigkeit,11
14049,recent,jüngste,5
3636,irrigation,bewässerung,86
5840,gibberish,kauderwelsch,76
3185,coward,feigling,81
7260,testicle,hoden,65
13691,huge,enorm,14
6027,bags,taschen,40
2985,charitable,wohltätig,89
2348,shouldnt,sollte nicht,93
4497,guatemalan,guatemaltekisch,81
13235,usage,verwendungszweck,20
14274,went,ging,12
12745,photograph,foto,14
3846,licensor,lizenzgeber,87
7569,donation,spende,37
920,watercolor,aquarell,98
7593,basement,keller,64
3612,onomatopoeia,lautmalerei,88
2736,quack,quacksalber,90
1026,beet,rüben,95
10021,components,bauteile,33
12819,assume,davon ausgehen,17
8249,taxes,steuern,29
13966,need,brauchen,6
9962,wc,toilette,49
13800,on,an,5
3320,shipments,sendungen,69
13036,threw,geworfen,22
7278,recipient,empfänger,53
9724,flint,feuerstein,51
9952,thankyou,danke,49
1724,closures,schließungen,52
9282,assured,versicherte,32
2811,sidecar,beiwagen,90
7975,overcame,überzahnen,63
2334,namesake,namensvetter,91
8398,coincidence,zufall,44
10874,deputy,stellvertreter,38
14097,meeting,treffen,12
11028,quake,beben,39
9372,firstly,zuerst,54
8161,acquisition,erwerb,56
3428,popsicle,eis am stiel,88
8987,typo,tippfehler,36
14377,street,straße,12
5925,rainy,regnerisch,76
8172,depicting,darstellen,28
11265,arctic,arktis,39
65,setbacks,rückschläge,77
10831,complaints,beschwerden,31
14397,fire,feuer,12
2295,outplayed,übergespielt,92
13763,strongly,stark,14
6946,unveiled,enthüllt,63
8302,utter,aussagen,56
13167,gogo,los los,21
6995,corridor,gang,65
12715,feet,fuß,26
1766,cookbook,kochbuch,90
9694,mascot,maskottchen,47
12317,medals,medaillen,18
375,silica,siliciumdioxid,100
3368,replication,reproduzieren,66
14018,current,aktuell,8
852,inclement,inkl,99
4566,stride,schreiten,78
8297,builder,erbauer,55
2538,lieu,anlieb,92
9827,connections,verbindungen,13
6770,shortage,mangel,58
13954,good,gut,7
12877,upper,oberer  höher,25
6681,fools,narren,40
13416,popular,beliebt,17
5024,eater,esser,70
4055,pretext,vorwand,83
4893,easiest,einfachste,81
13372,myself,ich selbst,18
14084,move,bewegen,10
7042,certification,zertifizierung,45
2144,inaccessible,nicht zugänglich,94
6107,earthworm,regenwurm,74
2313,eaten,gegessen,93
11221,founder,gründer,37
13712,verifiable,überprüfbar,10
9685,struggling,schwierigkeiten,26
9091,rejoined,wiederholt,46
6106,hose,schlauch,72
6862,airplay,luftspiel,70
13703,speedily,schnell,14
13379,gun,pistole,15
14212,charges,gebühren,18
13028,circuit,schaltkreis,21
11089,uncle,onkel,40
930,abyss,abgrund,88
6037,concourse,konzour,74
8155,welding,schweißen,58
7103,extinct,ausgestorben,48
4791,unearned,nicht ertragen,82
6291,suppress,unterdrücken,44
520,unaccounted,unberücksichtigt,96
8395,caf,kundenträger,61
11253,si,siehe,38
1616,hourglass,sanduhr,96
9357,clarification,klärung,52
13947,take,nehmen,5
11013,piquet,pikett,41
11922,pieces,stücke,21
10385,magician,zauberer,45
5311,hovercraft,luftkissenfahrzeug,79
9916,provisions,bestimmungen,42
9427,grown,gewachsen,53
4304,meadow,wiese,62
9064,seeker,sucher,54
1062,environmentalism,umweltschutz,38
5665,mum,mama,46
9241,nomen,keine männer,55
11786,inferior,minderwertig,35
12867,turkey,truthahn,25
13842,year,jahr,7
13352,committee,ausschuss,18
7434,accent,akzent,59
11167,photography,fotografie,39
4279,spotlight,scheinwerfer,83
5344,wildcat,wilde katze,38
9362,cemetery,friedhof,53
9939,lawyer,anwalt,40
6330,clutter,unordnung,56
4951,mosques,moscheen,41
12722,mother,mutter,25
11314,whoever,wer auch immer,38
1506,aegis,ägide,96
3760,exams,prüfungen,68
12197,bat,schläger,12
11720,discovery,entdeckung,31
4051,firth,förde,85
13751,indicate,angeben,12
6670,bridgehead,brückenkopf,69
6569,neglected,vernachlässigt,60
3867,freshmen,neulinge,86
7997,incandescent,glühend,62
4206,slides,rutsche,46
14347,effort,bemühung,8
9501,gangs,bande,27
5710,abducted,entführt,55
3207,troublesome,lästig,89
6902,crashing,absturz,20
10972,strengthening,stärkung,22
12755,southwest,südwesten,26
2729,junctions,kreuzungen,47
299,bundled,gebündelt,79
10786,butler,diener,43
13139,morning,morgen,21
7236,bibliography,literaturverzeichnis,66
5759,hurry,eile,71
2716,blackmail,bestechung,86
3194,tissues,gewebe,54
4561,concur,stimmte,73
10854,tough,zäh,41
1160,capuchin,kapuziner,98
1093,eels,aale,67
6128,venom,gift,72
8429,basket,korb,58
8473,clarity,klarheit,60
10396,earliest,früheste,46
6464,auction,versteigerung,63
10990,sunshine,sonnenschein,41
825,condominiums,eigentumswohnungen,87
14514,written,geschrieben,11
3218,supersonic,überschall-,61
14071,right,rechts,9
4481,handsome,gut aussehend,82
7839,liar,lügner,60
13792,of,von,5
2390,sportscaster,sportlerin.,88
7293,infrangible,verletzbar,67
13823,can,dürfen,5
1449,reused,wiederverwendet,63
1394,standout,auffallen,95
3450,footer,fusszeile,86
12597,hospital,krankenhaus,25
3860,offspring,nachwuchs,86
2219,unpredictable,unberechenbar,90
7305,nudity,nacktheit,67
13626,human,mensch,14
14493,seems,scheint,11
1206,scabies,krätze,98
12125,castle,schloss,32
11877,contemporary,zeitgenössisch,33
11816,counterfeiting,fälschung,32
10638,younger,jünger,44
2741,simplistic,vereinfacht,89
9969,shifted,verschoben,21
13062,girls,mädchen,16
9338,chef,koch,53
9563,lg,lzern,52
4193,strikeout,anstriche,44
5652,igneous,entzündet,77
11600,regulations,vorschriften,28
5906,cyclops,zyklop,76
14348,taking,einnahme,5
12661,bull,stier,21
9037,demanding,anspruchsvoll,24
7705,settlers,siedler,61
6369,courthouse,gerichtsgebäude,73
13003,kept,gehalten,23
4494,toughest,härteste,83
5683,checkpoint,kontrollpunkt,66
6391,boyfriend,freund,71
13435,ahead,voaus,18
4735,rag,lappen,69
6242,bucket,eimer,70
11886,bavarian,bayerisch,34
7668,inception,beginn,65
5299,misconduct,fehlverhalten,79
3289,quran,koran,89
4572,populace,bevölkerung,83
6536,pun,wortspiel,68
5821,prep,vorbereiten,74
9993,everywhere,überall  überallhin  allerorts,49
13539,quite,ziemlich,15
4168,vinegar,essig,85
4687,curb,randstein,72
1482,northernmost,nördlichste,96
3171,crippled,verkrüppelt,77
13215,episode,folge,15
12866,ca,zapfen,25
3579,culprit,schuldiger,76
2962,siblings,geschwister,75
11831,basically,grundsätzlich gilt,19
8897,arbitrary,willkürlich,57
7554,vegetable,gemüse,54
8466,suffrage,wahlrecht,60
10546,bed,bett,42
4028,abundance,fülle,69
4605,necklace,halskette,80
11261,cal,kalkisch,39
180,untold,untalte,100
586,uncensored,unzensiert,99
11203,proud,stolz,39
4000,superpower,supermacht,77
2894,atrocious,scheußlich,90
9214,blade,klinge,47
8196,funded,finanziert,26
13581,indian,indisch,14
14452,leading,führend,9
7333,tricky,knifflig,67
12758,giant,riese,16
10689,mainland,festland,43
9295,eliminate,beseitigen,19
13067,brother,bruder,16
10152,pocket,tasche,43
11606,oxygen,sauerstoff,36
12239,genuine,echt,28
10445,neck,nacken,43
11849,cornell,gaffell,34
9502,colombian,kolumbianisch,52
12618,cable,kabel,26
1730,redone,wiederholen,95
6745,gown,kleid,60
7335,elderly,alten,67
9784,vanity,nichtigkeit,50
8351,onside,auf der seite.,61
7192,decency,anstand,68
12640,counter,schalter,26
6922,wee,sperre,69
709,trounce,halsohle,88
6125,mindless,geistlos,74
13130,eighth,achte,21
7692,weed,unkraut,61
14186,taken,genommen,9
12007,col,spalte,33
11312,hidden,versteckt,38
6825,twenties,zwanziger jahre,17
2056,prudential,aufsichtsrechtlich,94
11530,retrieved,abgerufen,32
