ID,ENGLISH,POLONAIS,INTERVAL
1224,captaincy,dowództwo,97
9236,shame,wstyd,50
10991,hart,jeleń,40
12593,packaging,opakowanie,23
12651,ken,rozpoznać,26
11170,elephant,słoń,38
5925,rainy,deszczowy,75
8302,utter,zupełny,55
14001,few,kilka,7
14133,life,życie,12
1589,vowel,samogłoska,78
7216,furry,futrzany,67
12124,occasions,okazje,27
6805,broadly,rozłożysto,69
14409,member,członek,10
8214,seizure,napad,58
11312,hidden,ukryty,38
8785,migration,migracja,48
7664,praised,chwalony,44
13038,job,stanowisko,19
13060,cold,przeziębienie,21
5189,flair,talent,80
12064,warfare,działania wojenne,32
12139,spirit,duch,29
6922,wee,maleńki,68
3986,werewolf,wilkołak,86
2576,bribery,łapówkarstwo,92
4591,attachment,przywiązanie,19
9758,organizational,organizacyjny,50
13622,course,kurs,15
13228,tied,zawiązany,12
12966,unexplained,niewyjaśniony,22
5726,unreal,nierealny,75
1294,infants,niemowlęta,57
10314,unfair,niesprawiedliwy,45
13806,as,jak,5
2591,documentaries,filmy dokumentalne,37
824,recluse,pustelnik,97
4286,paganism,pogaństwo,68
7532,lynx,ryś,65
11653,ownership,własność,35
6454,athenian,ateński,65
1653,mercilessly,niemiłosiernie,96
11871,malicious,złośliwy,28
2471,interlanguage,interlugowy,92
13686,issues,zagadnienia,9
3664,pupils,uczniowie,76
6062,repetition,powtórzenie,57
10853,decathlon,dziesięciobój,42
3844,crises,kryzysy,87
2298,hydrochloride,chlorowodorek,93
3363,dictators,dyktatorzy,46
7453,angles,kąty,38
13031,foundation,fundacja,21
6157,carnage,rzeź,74
13016,disease,choroba,21
2007,phosphoric,fosforowy,88
10379,drought,susza,44
7966,sparrow,wróbel,61
3769,arris,kant,84
6027,bags,torebki,39
5256,empress,cesarzowa,78
2203,consort,małżonek,90
11623,arabs,arabowie.,15
10569,munich,monachium,44
2234,hitchhiker,autostopowicz,87
10783,seeking,poszukiwanie,28
7527,repository,magazyn,64
11232,violent,brutalny,37
11126,sneaky,podstępny,39
827,inlet,wlot,97
479,drank,pił,99
13867,if,jeśli,5
13397,cat,kot,16
4251,saxifrage,skalnica,84
10446,battlefield,pole walki,44
9195,vessels,statki,43
4835,capricorn,koziorożec,81
11247,spears,włóczniki,35
13421,deliberately,celowo,8
12658,fun,zabawa,26
2014,tempting,kuszący,68
3716,retention,zatrzymanie,83
13918,share,udział,6
5329,undertook,podejmowany,79
12910,criterion,kryterium,23
5628,nit,gnida,75
4138,almighty,wszechmocny,85
5712,fouled,zanieczyszczony,39
1065,encompassed,objęty,41
13128,introducing,wprowadzenie,12
9557,hung,zawieszony,52
7214,cosmic,kosmiczny,67
9368,ourselves,my sami,53
1841,inmates,więźniowie.,91
8947,scholar,uczony,39
12870,rookie,rekrut,21
5976,boredom,nuda,74
5761,sensor,czujnik,64
13384,cut,ciąć,16
12113,lady,dama,24
14004,going,pójście,8
2862,flavors,smaki,52
1655,pimple,pryszcz,96
11604,solely,wyłącznie,28
13640,failed,przegrany,12
8834,grizzly,siwy,50
11816,counterfeiting,fałszerstwo,31
8863,woody,drzewiasty,56
10952,announcement,zapowiedź,14
6748,genie,dżin,70
6835,passover,pascha,69
9823,petroleum,ropa naftowa,50
9588,likewise,podobnie,52
11081,haunted,nawiedzany,38
9510,pipe,rura,43
3078,darn,cerować,87
4084,fastball,szybka piłka,84
12429,orphaned,osierocony,27
3439,frivolous,frywolny,85
3481,brighter,jaśniejszy,88
5131,folic,foliowy,80
4819,piston,tłok,39
2935,zouave,żuav,85
13126,italian,włoski,20
3653,orderly,uporządkowany,87
4031,cookies,ciasteczka,27
5086,rampant,szerzący się,80
10311,unsalvageably,niesoagażowo,46
3577,prey,ofiara,85
12083,strict,ścisły,32
3847,touchback,dotknij wstecz,87
14258,believe,uważać,5
5073,constraints,ograniczenia,75
12048,wolf,wilk,32
14049,recent,ostatni,5
11693,fourteenth,czternasty,35
10913,frog,żaba,37
13776,tour,wycieczka,12
9930,ferry,prom,40
4519,overrun,najechać,75
1506,aegis,egida,96
8736,transmitted,przekazywane,47
6487,garnered,zręczony,51
1868,colliding,zderzenie,48
11358,everybody,wszyscy,38
8064,faculty,wydział,61
637,beadle,pedel,99
9362,cemetery,cmentarz,53
13065,overtime,z biegiem czasu,21
11188,empty,pusty,38
6147,reparations,remont,69
12159,rocket,rakieta,24
11104,gradually,stopniowo,38
8500,nasty,paskudny,59
8769,readily,łatwo,57
6599,breed,rasa,49
4014,nationhood,ogólnospołeczność,86
11518,newsletter,biuletyn,36
3954,satirical,satyryczny,58
673,cemented,cementowany,63
8969,compatible,zgodny,52
3120,shutter,migawka,80
3636,irrigation,nawadnianie,86
10729,narrative,narracja,42
9378,purgatory,czyściec,53
10109,unidentified,niezidentyfikowany,47
11284,mayor,burmistrz,36
706,afloat,na morzu,99
340,grandparents,dziadkowie,82
12546,pay,płacić,24
10894,timothy,tymotka,41
1962,richer,bogatszy,95
13362,defined,zdefiniowany,16
187,tributary,dopływ,92
10571,increasingly,coraz bardziej,44
7840,monoxide,tlenek,63
10163,communicate,komunikować się,9
1473,harness,uprząż,89
7471,firmly,mocno,65
7632,outlook,perspektywy,62
7624,decree,dekret,56
10201,forecast,prognoza,34
13343,properly,odpowiednio,18
12480,negative,negatywny,26
3768,exotic,egzotyczny,84
13275,associated,powiązany,12
10627,reveal,ujawnić,25
5594,silhouette,sylwetka,74
2086,zippy,pełen werwy,94
7407,warehouse,hala magazynowa,61
12694,jews,żydzi,23
1053,solubility,rozpuszczalność,72
1004,swordfish,miecznik,98
2581,spectra,widma.,92
6947,allegiance,wierność,67
11848,approval,aprobata,22
13643,village,wioska,13
1221,compensatory,wyrównawczy,97
3007,knob,pokrętło,83
12510,item,przedmiot,21
5277,whichever,którykolwiek,79
4233,err,błądzić,84
12683,keyboards,klawiatury,24
13052,faith,wiara,21
9018,commissioned,upoważniony,22
7908,zionism,syjonizm,62
7666,mistakenly,błędnie,64
3278,kuan,küan.,88
495,tickle,łaskotać,88
11315,superior,znakomity,34
13407,passed,przeszedł,10
8167,entrants,uczestnicy.,55
6681,fools,głupcy,39
14235,allows,pozwala,11
7524,unlimited,bez limitu,65
6600,fraternity,braterstwo,55
3852,branched,rozgałęziony,29
6606,fancy,wymyślny,64
11347,nickname,przezwisko,30
2890,fruition,urzeczywistnienie,90
11149,dangerous,niebezpieczny,23
14489,numbers,liczby,8
4142,darker,ciemniejszy,85
8027,isabel,brunatnożółty,62
12807,coupled,sprzężony,15
12904,spinster,stara panna,23
10670,bench,ławka,40
8900,honey,kochanie,56
13092,penalty,kara,18
12474,treaty,traktat,22
155,wheelbarrow,taczka,100
8548,villains,złoczyńcy,51
614,cheque,sprawdzać,95
12395,dust,pył,29
1995,tetanus,tężec,95
1644,extraordinarily,niezwykle,96
12004,levels,poziomy,12
11204,appeal,odwołanie,30
11491,input,wejście,36
9835,inquiry,zapytanie,46
13465,hand,ręka,13
8883,governmental,rządowy,57
11106,hardly,prawie wcale,40
12528,wood,drewno,22
5965,thrash,prać,62
4477,yearbook,rocznik,82
13773,domain,domena,12
1792,campuses,kampusy.,95
8396,prestigious,prestiżowy,60
9068,handball,gra w piłkę ręczną,54
1167,lobe,płat,90
11174,facilitate,ułatwiać,36
5869,basil,bazylia,75
11504,nineteenth,dziewiętnasty,37
2107,crossfire,ogień krzyżowy,94
1414,cater,zaopatrywać,72
7041,gump,guz,68
6630,watermelon,arbuz,69
2875,cider,cydr,90
753,apostasy,odstępstwo,99
8867,chilean,chilijski,56
7734,leather,skórzany,63
12949,suitable,odpowiedni,16
9817,wizard,czarodziej,36
9330,maker,producent,45
3405,crept,obrad,88
13585,born,urodzić się,15
7913,strings,smyczki,34
13011,poor,słaby,22
4013,camouflage,kamuflaż,80
12729,rider,jeździec,19
11399,growth,wzrost,38
10014,seemingly,pozornie,48
7982,complaining,skarżący,33
4035,retailers,detaliści.,43
319,bey,bej,98
9880,guidance,przewodnictwo,49
5817,hydroxylase,hydroksylaza.,76
6609,ancestry,pochodzenie,70
13811,has,ma,5
2638,archers,łucznicy.,61
3422,armory,zbrojownia,85
4065,peroxide,nadtlenek,84
3933,prematurely,przedwcześnie,56
2442,wily,przebiegły,92
37,raping,gwałt,37
13423,earlier,wcześniej,17
14485,kind,uprzejmy,16
7667,chung,chunch.,64
3373,repeal,uchylać,76
4974,motherboard,płyta główna,81
5053,basque,baskijski,78
12095,coalition,koalicja,31
10145,pharaoh,faraon,45
13149,chief,szef,16
14169,record,nagrywać,8
5642,ammonium,amon,77
4146,papal,papieski,85
13512,crown,korona,15
4287,timetable,rozkład jazdy,79
13721,contributors,składnicy.,12
14309,personal,osobisty,6
2336,southwards,na południe,61
996,zak,zag,98
6358,airspace,kubatura,73
5414,buoyancy,pławność,78
4566,stride,krok,78
4816,grief,żałość,81
4993,chariot,rydwan,73
5162,subscriber,abonent,57
6669,scramble,wdrapywać się,54
1445,majestic,majestatyczny,95
837,overweight,nadwaga,99
12592,acts,dzieje,11
4866,horsemen,jeździectwo,81
4144,widest,najszerszy,85
10784,reportedly,podobno,42
12960,gulf,zatoka,23
553,inexpensive,niedrogi,98
12827,korean,koreański,23
14447,begin,zaczynać,13
13252,rain,deszcz,17
13556,royal,królewski,14
14037,area,obszar,11
5347,erotic,erotyczny,78
6813,hungry,głodny,69
942,rapture,zachwyt,94
10536,sheep,owce,44
8274,undead,nieumarły,61
7883,commercially,komercyjnie,10
4959,unmanned,bezzałogowy,80
13628,pole,polak,14
4461,chopper,siekacz,80
7579,bent,zgięty,64
13394,revolution,rewolucja,17
12090,leadership,przywództwo,31
1635,embryo,zarodek,91
515,pavement,chodnik,93
13364,apologize,przepraszać,6
6016,sticks,kije,26
10937,sandy,piaszczysty,41
11949,canal,kanał,32
4600,odometer,drogomierz,82
7402,introductory,wprowadzający,66
13734,gold,złoto,13
12925,bobby,konstabl,23
6073,birch,brzozowy,74
14094,best,to  co najlepsze,9
2372,mailbox,skrzynka pocztowa,90
13398,dead,martwy,17
819,hitherto,dotychczas,99
11537,derivative,pochodna,23
12752,latter,końcowy,25
8108,contextual,kontekstowy,60
10280,filipino,filipiński,44
10154,monthly,miesięczny,47
5038,steer,sterować,49
13430,rose,róża,16
12153,satisfy,usatysfakcjonować,18
12770,joyous,radosny,25
1529,rectum,odbytnica,96
5654,gypsy,cygański,71
2920,anglian,angliński,88
4012,strafing,strapienie,76
1690,glaucoma,jaskra,96
13172,nov,lis,20
3586,abnormal,nieprawidłowy,73
12357,institutions,instytucje,7
6333,quotient,iloraz,72
12586,malaysia,malezja,27
4350,backgrounds,tła,20
10512,locked,zablokowany,30
8269,rent,wynajem,51
2161,dope,narkotyk,58
14401,specific,konkretny,9
13841,other,inny,5
12199,door,drzwi,27
5170,provoke,sprowokować,54
3791,shaken,przygotowany w shakerze,87
14186,taken,zajęty,9
231,chaldean,chaldejczyk,100
2688,bakery,piekarnia,86
10859,collegiate,kolegialny,41
8497,rusty,zardzewiały,59
6476,sharply,ostro,72
148,revamp,rewir,74
7286,conviction,przekonanie,36
5722,gopher,suseł,41
12082,disorder,nieład,30
6725,vein,żyła,63
11910,riot,zamieszki,19
14478,analyst,analityk,50
6641,akin,pokrewny,71
10271,weasel,łasica,45
4551,thence,stamtąd,83
2200,grocery,sklep spożywczy,89
11371,enlisted,zaciągnięty,33
4288,mastermind,mistrz umysłu,74
1762,intermittent,przerywany,85
14116,june,czerwiec,6
11642,pace,tempo,33
8153,regain,wracać,38
11265,arctic,arktyczny,38
4903,reindeer,renifer,81
9976,orthodox,prawosławny,48
10728,predicted,przewidywany,27
10239,lung,płuco,43
10227,bunny,królik,45
12572,rome,rzym,27
8254,violin,skrzypce,60
8877,sewage,ścieki,57
5225,missy,panienka,79
1044,unhealthy,niezdrowy,97
8272,creed,kredo,60
1783,louse,wesz,95
6645,oversight,przeoczenie,69
13316,saint,święty,15
12022,denied,odmówiono,25
11512,hardy,wytrzymały,35
12696,pattern,wzór,24
4703,adversaries,przeciwnik.,71
10989,laden,obciążony,41
12347,rail,szyna,27
12424,midnight,środek nocy,28
12043,subway,metro,31
1610,variance,zmienność,95
9434,puppy,szczeniak,50
10419,footnote,notatka,35
10926,monument,pomnik,38
3179,purity,czystość,89
6994,chevy,pogoń,68
428,tunisian,tunezyjski,98
6860,resides,mieszka,21
4776,slut,chlapa,76
631,uncut,nie oszlifowany,99
9633,breast,pierś,46
4044,calcutta,kalkuta,85
5457,belive,wierzyć,78
5696,groundout,opasnik,77
6851,yogi,jog,69
12520,dot,kropka,26
11342,unwarranted,bezpodstawny,38
4771,mongoose,mangusta,82
6291,suppress,stłumić,43
7790,doll,lalka,46
11009,rotation,obrót,30
12242,concept,pojęcie,27
14417,limited,ograniczony,10
11523,tunisia,tunezja,37
10390,greetings,pozdrowienia,38
11568,anymore,nie więcej,36
7232,concurrently,jednocześnie.,56
7525,breaker,przerywacz,54
9987,trademark,znak towarowy,46
11135,sale,wyprzedaż,25
12922,proof,dowód,21
7793,proposition,propozycja,60
1236,specs,okular,66
10047,invest,inwestować,32
9306,policemen,policjantów.,54
12517,fired,zwolniony z pracy,12
12422,funny,śmieszne,28
13658,seem,wydać się,10
7165,customary,zwyczajowy,67
10088,firetrap,ognista pułapka,48
6115,drastically,drastycznie,57
5035,ritual,rytuał,68
3513,assimilation,asymilacja,78
1594,evolving,ewoluujący,40
4389,irrevocably,bezpowrotnie,82
8255,welfare,zasiłek,61
5327,distress,rozpacz,67
958,coeliac,celiakiczny,98
3815,warships,okrętowe.,69
713,sprung,resorowany,99
3697,sect,sekta,82
770,precautionary,zapobiegawczy,99
2505,hairy,włochaty,92
87,bleaching,wybielanie,43
530,sturgeon,jesiotr,99
13538,compliance,zgodność,16
13768,itself,samo,13
6265,costumes,kostiumy,44
5425,bighorn,duży róg,78
14125,half,połowa,12
2730,grinding,szlifowanie,70
11445,forever,na zawsze,37
7137,takeover,przejąć,67
4259,cowman,pastuch,84
9417,reaves,reat,53
6807,orphic,orficki,69
12742,armed,uzbrojony,15
13927,week,tydzień,10
4338,iceman,lodziarz,84
4427,recount,opowiadać,65
3230,garments,odzież,65
12066,favor,przychylność,24
5360,scurvy,szkorbut,79
8516,intensification,intensyfikacja,59
5182,evolutionary,ewolucyjny,80
9651,execution,wykonanie,21
6963,aphrodite,afrodyt.,68
5837,capsule,kapsuła,64
1810,longstanding,długotrwały,95
5117,woodland,lesisty teren,67
4865,peninsular,półwyspliwy,81
2335,conducive,sprzyjający,93
2089,uninvolved,niepozłowujący,94
10357,armenian,ormiański,42
5607,requiem,msza żałobna,77
9712,circus,cyrk,51
730,carpal,nadgarstkowy,99
3708,fuselage,kadłub samolotu,87
1916,manifolds,kolektory,68
14305,air,powietrze,9
11217,mainstream,główny nurt,39
11037,redundant,zbędny,38
11112,griffin,gryf,39
7699,goldfish,złota rybka,64
6825,twenties,dwudziestych,16
10939,hank,motek,37
1084,stipulated,określony,81
12021,palmer,pielgrzym z ziemi świętej,32
13769,understanding,zrozumienie,11
1601,lathe,tokarka,96
10711,laid,położony,43
4943,mischief,psota,80
9935,mutual,wzajemne,44
842,ferrous,żelazawy,99
11745,cotton,bawełna,35
8295,saxophone,saksofon,60
13186,foreign,zagraniczny,19
6165,overpopulation,przeludnienie,72
3881,conceptual,konceptualistyczny,78
13943,off,wyłączony,10
9245,underneath,pod spodem,54
1547,orgy,orgia,95
11014,suppose,przypuszczać,23
12799,clock,zegar,23
9905,aggressive,agresywny,38
11095,overseas,za granicą,40
10735,profanity,bluźnierstwo,32
1191,inhalation,inhalacja,76
3414,cardiovascular,sercowo-naczyniowy,88
5881,oddly,dziwnie,75
4191,spinners,błonicy,58
10969,tradition,tradycja,20
13165,tower,wieża,18
183,embankment,wał przeciwpowodziowy,96
8041,bogus,podrobiony,62
13142,dark,ciemny,19
8976,kitty,koteczek,54
2386,counterculture,kontrkultura,93
12979,sort,sortować,18
14227,return,powrót,11
9170,bulk,cielsko,55
14375,ability,umiejętność,26
2342,noodles,makaron,67
1302,sunburn,oparzenie słoneczne,95
2523,spanking,lanie,84
11476,ah,ach.,36
3573,cheek,policzek,77
1314,malnutrition,niedożywienie,97
10032,default,domyślna,45
12073,spy,szpieg,30
2756,oppression,ucisk,70
13026,inaccuracies,nieścisłości,21
13820,which,który,6
12746,arrived,przybył,17
9586,noel,kolęda,52
5504,bullfighting,walka byków,77
11601,boat,łódź,30
2167,rearrangement,przełączanie,61
13449,seriously,na serio,17
12227,birth,narodziny,15
86,plough,pług,89
11019,assess,oceniać,23
9037,demanding,wymagające,23
8906,hector,zabijaka,56
5237,aircrew,załoga powietrzna,56
8216,asshole,dupek,58
12244,affix,afiks,30
5386,muddy,zmącić,76
4279,spotlight,reflektor,82
12932,gnu,gnu antylopa,23
1659,smoker,palący,83
13443,nice,ładny,16
8776,mummy,mumia,57
3503,spaceflight,lot w kosmos,65
11304,lastly,w końcu,38
13627,proper,właściwy,15
12117,graphics,grafika,18
4045,discontent,niezadowolenie,82
9304,salmon,łosoś,54
6716,pear,gruszka,69
9592,militant,wojowniczy,34
1967,nanny,niania,95
11595,ussr,zsrr.,36
14157,full,pełny,10
2761,hateless,niepobórny,91
2345,someplace,jakieś miejsce,93
817,molasses,melasa,99
9090,shocked,wstrząśnięty,28
9615,summarize,podsumować,41
10303,leaf,liść,26
8521,dispatched,wysyłane,50
7997,incandescent,rozżarzony,62
5824,linden,lipa,76
2168,conspicuous,rzucający się w oczy,88
11837,chicken,kurczak,33
14040,among,wśród,12
3567,disclosure,ujawnienie,87
10122,occurs,występuje,13
11254,parachute,spadochron,38
9788,breakfast,śniadanie,49
935,hardwood,drewno liściasty,97
7393,portray,przedstawiać,39
6903,heavier,cięższy,69
13868,people,ludzie,7
13551,meant,oznaczał,16
11866,occupation,zawód,30
3783,cantonese,kantończyk,87
2563,boar,dzik,92
2041,mainframe,główna rama,93
14184,away,z dala,12
1337,righteousness,prawość,95
11317,knocked,zapukany,27
12427,chosen,wybrany,28
11861,depth,głębokość,33
13666,kingdom,królestwo,14
12953,override,nadpisanie,22
6091,slug,ślimak,57
14023,different,różny,10
10392,flame,płomień,23
3095,torque,moment obrotowy,89
10213,mighty,potężny,47
13277,cross,krzyż,13
4303,irreplaceable,niezastąpiony,82
11935,physics,fizyka,7
9671,fulfilled,spełniony,40
6323,burr,bełkotać,73
8996,whisper,szept,36
10003,outright,wprost,48
13389,waggers,zakładki,18
1074,appended,załączony,73
7903,checkout,wymeldować się,62
5941,sedimentary,osadowy,75
2332,trillion,kwintylion,91
540,certiorari,certyfikat.,99
4852,unemployed,bezrobotni,55
13843,all,wszystko,7
1874,viruses,wirusy,95
7720,til,aż,64
7914,goodbye,do widzenia,62
5539,hague,haga.,78
8434,eternal,wieczny,53
6105,retake,odzyskać,68
254,permutations,permutacje,86
12908,scar,blizna,23
13979,found,znaleziony,6
11083,consideration,namysł,24
5052,pejorative,pejoratywny,78
9898,cargo,ładunek,49
4641,economists,ekonomiści.,59
4535,smarter,mądrzejszy,83
8109,locker,szafka,61
10382,destiny,przeznaczenie,45
10992,wore,nosił się,41
9497,broadband,szerokopasmowy,52
9430,exciting,ekscytujący,38
14170,received,otrzymane,6
12778,violating,naruszenie,7
3767,cruising,rejs,39
13861,he,on,7
8103,integral,całka,27
12323,chuck,gdakanie,29
13210,elections,wybory,11
1291,counterproductive,montażowy,95
11540,foster,pielęgnować,36
6635,zonal,strefowy,71
1824,hangover,kac,94
14210,offers,oferuje,17
6666,retook,resią,71
2818,scarcity,niedostatek,90
13053,build,zbudować,12
4017,solstice,przesilenie dnia z nocą,83
9771,fiber,włókno,49
10341,telecommunications,telekomunikacja,34
8795,kidney,nerka,56
2533,heroism,bohaterstwo,92
3323,pinto,łaciaty,88
10523,chassis,podwozie,44
11766,lucky,mający szczęście,35
14323,quality,jakość,10
5685,tycoon,potentat,76
8308,nazis,naziści.,28
7804,mammal,ssak,57
8355,unproductive,nieproduktywny,60
5207,stalking,myślistwo,49
8356,strain,napięcie,50
5730,stairway,klatka schodowa,73
10174,lifeguard,ratownik,46
9706,moses,mojżesz.,51
8480,implications,implikacje,45
2048,subheading,podtytuł,73
5910,spud,rydel,75
8838,brave,odważny,26
13358,winter,zima,18
6928,kaiser,kajzer,69
7728,flushing,spłukiwanie,55
4737,farina,mąka,81
8680,fascist,faszystowski,51
8026,hydroelectricity,hydroelektryczność,58
8938,hatch,właz,54
6714,shutting,zamykający,29
10918,aftermath,następstwa,41
14451,losses,straty,12
2276,thigh,udo,90
10384,withdraw,wycofać,30
10045,spokesman,rzecznik,48
13388,nick,nacięcie,17
1442,trident,trójząb,93
7246,newest,najnowsza,67
12741,joint,połączenie,25
521,strung,naciągnięty,99
6505,cyclic,cykliczny,70
9218,gasoline,benzyna,54
829,mastery,mistrzostwo,99
6726,summoned,wezwany,57
7560,godfather,ojciec chrzestny,64
4408,vertex,wierzchołek,84
5213,cheaper,taniej,79
9609,lineman,dróżnik,52
12446,conducted,prowadzone,20
4963,annexation,aneksja,57
12913,row,wiersz,22
12498,luck,szczęście,28
12940,whom,kogo,23
5804,birthplace,miejsce urodzenia,76
9062,bottle,butelka,44
1848,absentee,bumelant,88
9310,headquartered,z siedzibą,20
9307,debuted,zadebiutowany,22
7256,countdown,odliczanie,66
8359,mansion,rezydencja,58
2675,lousy,parszywy,92
3175,yelling,wrzeszczał,51
14288,university,uniwersytet,8
6720,awkward,niezręczny,69
5795,woo,zabiegać,73
8470,breakaway,breningowy,60
3883,conscience,sumienie,86
10864,output,wyjście,41
724,overt,jawny,99
4379,accelerate,przyśpieszyć,38
14092,operations,operacje,7
4330,grimes,grymaty,81
5234,vodka,wódka,79
7403,violet,fioletowy,64
7898,interchange,wymieniać,55
12734,commonwealth,wspólnota,25
2020,seagulls,mewy,87
14083,important,ważny,9
6364,dissolve,rozpuścić,43
11651,benefit,korzyść,8
10705,fever,gorączka,43
5999,grunt,chrząknięcie,73
7503,lily,lilia,64
1847,askew,krzywo,95
1032,valiantly,dzielnie,98
3294,bun,kok,58
14480,play,grać,8
13427,dispute,spierać się,11
3903,smoothly,płynnie,86
8564,unavoidable,nieunikniony,59
5694,swung,obustronny,77
4676,oriole,wilga,35
8873,demo,próbny,49
8454,desired,pożądany,31
5433,collie,kollia,75
3463,ovation,owacja,86
2799,stentor,stentysta,91
8616,frontal,czołowy,58
3064,chimney,komin,81
2982,gid,kołowacizna,90
13078,airport,lotnisko,20
9529,bath,kąpiel,45
7046,wonderland,kraina czarów,68
8971,solitude,samotność,56
12007,col,przełęcz,32
13318,lower,niżej,18
11156,versus,przeciw,39
8668,minded,umysłowy,12
10883,racial,rasowy,29
3407,redwood,sekwoja,86
7181,sulfate,siarczan,67
3351,blob,kropelka,87
32,tenets,zasada,89
9871,insurgents,powstańcy,37
665,owes,zawdzięczni.,53
13612,net,internet,14
4592,hurts,boli,38
1424,chants,śpiewy,54
13540,particularly,w szczególności,16
7300,thesis,praca dyplomowa,66
3741,inscribed,wpisany,86
525,electrification,elektryfikacja,99
6507,espionage,szpiegostwo,72
3270,entrusted,powierzony,86
8427,volcanic,wulkaniczny,59
5657,satisfactory,zadowalający,77
14269,stocks,dyby,29
1534,epiphany,olśnienie,96
7889,behave,zachowywać się,45
13981,see,widzieć,6
14070,world,świat,7
13862,years,lata,7
7661,ling,molwa,64
7942,pertinent,trafny,62
11824,chairman,przewodniczący,34
9901,pregnancy,ciąża,49
10748,wireless,bezprzewodowy,42
10845,tucker,wielkie żarcie,42
10605,allegedly,rzekomo,44
9373,bug,błąd,39
6344,apprentice,uczeń,71
14038,mr,pan,12
5250,carboxylate,karboksylanowy,63
12771,animal,zwierzę,15
13367,6th,6.,18
6665,incursion,najazd,62
721,revisionism,rewizjonizm,99
7765,shout,krzyczeć,43
14510,effective,skuteczny,12
1250,louder,głośniejszy,97
12186,mercury,rtęć,30
14065,hard,twardy,9
4595,boosted,wzmocniony,50
13680,bit,fragment,13
11956,hole,otwór,27
14302,function,funkcjonować,24
247,lysine,lizyna,100
13857,after,po,6
10886,detachment,oderwanie,33
6329,windward,nawietrzny,67
957,platelet,płytka krwi,93
3029,pronoun,zaimek,80
5004,splits,podział,21
4443,aquatic,wodny,51
303,scion,potomek,97
3144,hoe,motyka,88
13703,speedily,prędko,14
259,jokingly,żartobliwie,100
3214,feldspar,skaleń,89
8022,dye,barwnik,58
1419,accreditation,akredytacja,67
4023,categorisation,kategoryzacja,31
9340,pee,robić siku,52
2867,overboard,za burtę,90
12601,equivalent,równowartość,25
14307,german,niemiecki,12
2379,goon,trwać,86
3681,vertigo,zawrót głowy,87
2266,compatriot,rodak,88
14197,plant,zakład,18
8134,chancellor,kanclerz,61
11482,revolutionary,rewolucyjny,36
1704,gladden,ucieszyć,96
7803,firefighters,strażacy,49
5130,amazingly,niezwykle.,80
11314,whoever,ktokolwiek,38
14261,release,uwolnienie,10
11543,rainbow,tęcza,36
13469,allow,dopuszczać,11
5556,crisp,chrupiący,73
2440,pharmacological,farmakologiczny,81
7839,liar,kłamca,60
3796,goblin,chochlik,84
4417,redistricting,redystryktowany,83
9295,eliminate,wyeliminować,18
6757,slander,oszczerstwo,57
9730,bulge,wybrzuszenie,50
5084,thieves,złodzieje,79
11352,decimal,dziesiętny,35
10917,delivery,dostawa,38
1572,craters,kraterowanie,50
7332,verdict,werdykt,64
11356,trueman,prawdziwy mężczyzna,38
8931,childhood,dzieciństwo,56
13546,coast,wybrzeże,15
6698,dyke,tama,66
5318,examining,bada,33
7861,antique,antyczny,54
12733,rushing,gwałtowny,15
6087,willingness,chęci,74
7769,oath,przysięga,61
3188,handler,treser,84
14043,issue,wydanie,9
13687,bad,zły,14
13719,aka,znany jako,14
12717,send,wysłać,19
151,warmth,ciepło,100
13337,god,bóg,17
4815,wardrobe,szafa na ubrania,80
11320,steps,kroki,19
14278,bill,rachunek,12
3858,rot,gnić,81
11498,newspapers,gazety.,18
8425,barn,stodoła,59
6254,maid,pokojówka,70
12172,millennium,tysiąclecie,31
1931,hailstorm,gradobicie,90
6970,reconstituted,odtworzony,63
3789,marquee,duży namiot,87
1124,manure,nawóz,97
9731,donor,dawca,45
4426,bureaucracy,biurokracja,82
9200,pleasure,przyjemność,53
237,dodgy,sprytny,99
13804,was,był,5
2529,budge,drgnąć,91
4673,harmless,niegroźny,82
6540,secretly,potajemnie,71
10372,hardware,sprzęt komputerowy,45
12415,dawn,świt,28
9549,buses,autobusy,51
2452,gifted,utalentowany,46
12314,daily,codziennie,29
12137,unified,ujednolicony,31
12764,worst,najgorszy,25
4611,disqualification,dyskwalifikacja,79
3682,firestone,ognisty kamień,87
11196,thirteen,trzynaście,39
12732,pool,basen,24
5061,ousted,obalony,68
3104,youngsters,małe dzieci,81
2718,moonlight,światło księżyca,88
11328,purple,purpurowy,38
5249,hander,wręcznik,79
7175,genus,rodzaj,67
9708,descent,zejście,51
3225,crunk,kremowy,89
1721,characterised,scharakteryzowany,82
9816,thriller,kryminał,49
7590,icelandic,islandzki,33
182,flap,klapka,90
492,constipation,zaparcie,97
3038,thyme,tymianek,90
1454,climber,wspinacz,71
5332,axles,osie,51
9458,grave,grób,41
13305,paragraph,ustęp,17
8975,butterfly,motyl,54
7925,longitude,długość geograficzna,62
9251,tin,cyna,53
11800,lightning,błyskawica,34
555,freehold,grunt posiadany na własność,99
2096,exclamation,okrzyk,92
11326,burning,palenie,23
4139,northwards,na północ,37
2188,folder,teczka,89
13770,enough,dość,13
4758,paperback,książka w broszurowej oprawie,76
10516,unsuspecting,niczego nie podejrzewający,44
3232,risker,ryzykowny,89
10342,danish,duński,46
6107,earthworm,dżdżownica,74
4334,launcher,wyrzutnia,66
14142,period,okres,10
9173,exposure,narażenie,53
1360,pele,pelektor,97
