ID,ENGLISH,KOREAN,INTERVAL
12512,watching,보고있다,12
12836,alan,알란,20
12276,whilst,...하는 동안,25
11272,herbert,허버트,34
1329,gargoyle,석상,92
2243,quoth,부스,91
9617,fu,부,46
2541,loudspeaker,확성기,81
7112,umm,음악,63
1806,depeche,데스케크,93
13750,opportunity,기회,11
13280,context,문맥,15
12191,comedy,코메디,26
8139,skid,활재,53
1131,occult,신비한,71
2267,eroded,침식,81
4297,sanskrit,산스크리트,81
8326,toxic,독성,45
11067,strongest,가장 강하다,36
7634,trombone,트롬본,59
13319,typhoon,태풍,15
7811,rove,헤매다,58
11936,brain,뇌,26
1137,polaris,파라리스,97
10977,rough,거친,34
6695,preamble,전문,66
202,pewter,땜납,100
3428,popsicle,팝 틀레의,86
1549,mulder,멀더,95
13595,assistance,보조,10
8485,stonewall,돌담,53
4246,shakers,셰이커,72
8565,ginger,생강,54
6297,tabloid,정제,63
7943,tongue,혀,55
137,porous,다공성,100
2132,whereabouts,소재,92
7800,tenure,보유,58
4481,handsome,멋있는,79
11963,opponents,상대방,22
13506,mail,우편,13
2325,baritone,바리톤,91
7466,inheritance,계승,41
6377,tryptamine,트립 민,68
3468,shropshire,슈퍼 셔,86
10944,birthday,생일,34
10445,neck,목,38
6026,krishna,크리슈나,70
5206,paddy,아일랜드 사람,73
768,cadmium,카드뮴,98
14206,asked,물었다,5
7916,eddy,소용돌이,58
10274,chapel,예배당,41
6066,buffaloes,물소,17
9568,arcade,아케이드,46
5262,routinely,일상적으로,46
11373,holocaust,홀로 코스트,33
1531,bourgeoisie,자본가 계급,95
6880,homecoming,귀가,64
12178,brett,브렛,26
14257,networks,네트워크,8
6281,diarrhea,설사,69
2144,inaccessible,접근 할 수없는 것,92
4756,haute,오트,72
3440,grandmaster,그랜드 마스터,86
3766,ludicrous,쑥스러운,83
9679,armour,갑옷,21
12225,subsequently,그후,18
10789,tools,도구,19
1109,rosicrucian,로사 루시아,97
13339,kong,콩,15
11886,bavarian,바이에른 사람,28
753,apostasy,배교,98
13680,bit,조금,12
12160,expeditionary,원정대,26
8771,deeds,증서,47
396,selenium,셀렌,100
4341,aesop,이솝,81
1907,communique,공모자,92
7665,beware,조심하다,60
12701,glad,기쁜,21
8892,concord,일치,50
1212,gosh,고쉬,97
13535,throughout,전역,13
2518,euphemism,완곡 어법,87
10670,bench,벤치,36
10460,romance,로맨스,39
2418,downstream,하류,91
5092,whopper,와퍼,76
6774,colombo,콜롬보,65
8698,tenebrae,텐 브라스,53
4795,mw,엠,78
5843,emery,금강사,72
1515,chemise,슈미즈,89
7830,achilles,아킬레스,59
333,hiccup,딸꾹질,97
11847,rival,경쟁자,22
8731,felis,펠리스,53
6346,bison,바이슨,62
3982,cloudy,흐림,71
3159,businessmen,기업인,88
11249,dublin,더블린,34
4577,napa,나파,79
14389,doing,행위,5
10972,strengthening,강하게 하는 것,18
12363,correctly,바르게,24
4300,canoe,카누,70
6037,concourse,집합,70
802,matador,마태도르,96
462,contrasted,대조적 인 것,32
4823,mead,벌꿀 술,72
9227,mesa,메사,49
2899,disarmed,무장 해제하다,56
6230,acquitted,무죄 판결을 받음,68
6888,leukemia,백혈병,65
11707,parallel,평행 한,27
2055,baguio,바보 오,92
12236,halftime,하프 타임,26
10426,berry,말린 씨앗,38
5085,brandy,브랜디,76
3370,adenosine,아데노신,86
7002,hogg,호그,64
10718,pennant,페넌트,37
691,bandwagon,대차 대역,97
11770,fiji,피지,29
14062,example,예,10
13905,just,단지,7
3463,ovation,대인기,83
1782,ganga,강나,93
6220,mitt,미트,67
12760,brad,브래드,21
6760,peripheral,주변 장치,59
4485,epilepsy,간질,80
7399,exhausted,탈진 한,40
9392,aerospace,항공 우주,48
4937,tempest,대소동,75
13531,hill,언덕,12
5440,aliquot,분취 량,74
1757,wether,거세한 숫양,93
4355,logically,논리적으로,24
5961,striver,스트라이퍼,70
100,humpback,곱사등,100
2489,hermaphrodite,남녀 추니,89
9839,engaging,참여하다,14
9495,astronomer,천문학 자,29
13390,food,음식,14
8909,babylon,바빌론,51
12173,eleven,열하나,26
11473,drake,드레이크,32
3875,anomaly,변칙,70
11990,waste,쓰레기,21
1783,louse,이,93
1173,nitroglycerin,니트로 글리세린,79
13508,jeff,제프스,13
2645,autocracy,자자도,89
14181,third,제삼,8
9746,desperate,자포자기 한,37
4190,bde,제 bde.,82
9096,drag,견인,40
11714,anaheim,애너하임,30
1385,trichloroethane,트리클로로 에탄,96
260,smiler,스마일러,97
13602,fifth,다섯 번째,12
12507,brunswick,브런 즈윅,23
5137,illuminati,일루미네이션,76
13771,almost,거의,11
9599,boom,팔,43
12327,weapon,무기,14
12227,birth,출생,12
3339,hostel,호스텔,82
2148,rabat,라바트,92
4611,disqualification,자격 박탈,75
12946,selecting,선택,11
3286,nerves,신경,50
293,aha,아하,100
11458,minimal,최소한의,27
10596,racehorse,경주마,28
8226,mecca,메카,56
1518,malleus,추골,95
12625,mon,몬맥,22
6713,unhappy,불행한,64
10747,attorney,변호사,35
7096,viola,비올라,63
10441,gabriel,가브리엘,39
660,attends,참석하다,14
716,inbound,인바운드,84
14414,cannot,할 수 없습니다,10
14183,party,파티,9
10838,terminal,단말기,24
12165,madrid,마드리드,26
10776,imagine,상상하다,30
10687,uprising,반란,36
4225,influx,유입,81
5642,ammonium,암모늄,73
5219,tucky,쑤셔,75
6001,dunkirk,젠추어,71
12177,push,푸시,17
9549,buses,버스를,46
2147,beldam,노파,92
12068,flow,흐름,24
10295,rebel,반역자,27
13681,sent,전송 된,12
11685,collins,콜린스,30
10705,fever,발열,38
7278,recipient,받는 사람,47
6535,futile,효과 없는,58
3063,sapphire,사파이어,88
6146,sta,스테이,70
9520,quest,탐구,45
13086,market,시장,12
12489,wednesday,수요일,23
1315,uppercase,대문자,96
7066,bethlehem,베들레헴,63
5525,retreating,후퇴,32
359,loader,짐을 싣는 사람,95
808,putsch,푸시 슈,98
4595,boosted,부스트 됨,45
201,chaplain,예배당 목사,92
10813,vienna,비엔나,37
9386,bulgarian,불가리아 사람,45
8293,enthusiasm,열광,56
5088,runes,룬,38
4277,ambient,앰비언트,81
7169,rebounded,반등했다,26
11520,darwin,다윈,30
3479,reissued,재발행,66
10164,omaha,오마하,42
5945,modena,모데나,71
1905,goldsmith,골드 스미스의,86
9995,crimson,진홍,43
3228,negligence,과실,66
4278,grue,붕괴,81
13030,joined,가입했다,11
11742,emperor,황제,28
3144,hoe,괭이,86
7134,huemul,하프,63
11637,truly,진심으로,31
8522,judging,판단,19
4762,fellowship,친교,77
11996,seal,밀봉하다,20
4449,litres,리터,47
10844,fusion,퓨전,37
13979,found,설립하다,6
11450,beta,베타,32
14190,either,어느 하나,8
4713,chipper,치퍼,79
11017,raven,갈가마귀,26
10904,storage,저장,37
1605,lina,리나,94
2545,lorry,사륜 짐마차,86
792,electrolyte,전해질,95
1207,leninist,렌나스트,96
13809,from,~에서,5
14431,models,모델,12
8783,sheet,시트,41
11791,czechoslovakia,체코 슬로바키아,29
12101,abc,알파벳,27
325,harrycane,해리 칸,100
8211,copernicus,코페 그닉스,56
5744,inexperienced,경험이없는,72
6435,africans,아프리카 인,13
9973,nile,나일 강,43
7734,leather,가죽,59
421,storyboard,스토리 보드,100
332,marguerite,마거리트,100
8374,problematic,문제가되는 것,55
1486,marrow,골수,95
13916,product,제품,8
12745,photograph,사진,12
68,boldly,대담하게,100
8393,stationary,변화 없는,55
2857,unsolved,unicated.,88
11221,founder,설립자,31
13814,will,~ 할 것이다,5
154,nexus,연결점,100
1216,bizet,바이조트,97
8888,diabetes,당뇨병,49
3124,habsburg,하츠 부르크,88
6865,reluctant,주저하는,59
2709,flared,플레어,55
1831,hakeem,하킹,93
12929,triple,삼루타,18
10019,cabot,캐벗,43
6060,crackdown,단속,69
10437,peaceful,평화로운,14
6133,esther,에스더,70
6129,squeak,쥐 우는 소리,67
6107,earthworm,지렁이,69
603,protozoa,원생 동물문,99
2324,schwarz,슈와 츠,91
4576,smuggling,밀수,72
12842,roger,알았다,15
14282,series,시리즈,7
2229,smog,스모그,91
3344,hairstyle,헤어 스타일,73
6383,purge,숙청,59
6708,frankenstein,프랑켄슈타인,66
4652,bogey,보기,66
12885,health,건강,20
9508,rage,격노,39
6303,jonah,요나,69
10321,shoemaker,화공,40
121,starch,녹말,96
7801,patricia,패트리샤,59
5362,countryside,한 지방,75
14514,written,쓴,9
12499,terrorism,테러,18
6479,coding,코딩,12
6533,advocacy,옹호,67
2610,jen,젠,89
12216,toyota,도요타,25
11239,prose,산문,34
12041,fresh,신선한,27
3464,woes,비애,82
1277,polska,폴 즈카,96
11627,waiting,대기 중,14
2354,melba,멜바,91
1178,marchers,마칭,92
4621,fucker,빌어 먹을,79
8525,cheshire,체셔들,54
10404,noise,소음,39
13218,ocean,대양,15
12732,pool,수영장,20
5974,burner,연소기,70
13184,lightly,가볍게,16
7077,scandals,스캔들,25
5027,prophecy,예언,68
13802,with,~와 함께,5
10922,newfoundland,뉴 펀들 랜드,37
8245,breakthrough,돌파구,53
10684,christie,크리스티,35
1584,ablaze,불타는,94
7089,brewer,양조자,37
9020,lens,렌즈,51
1246,uncanny,섬뜩한,96
9542,suspicious,의심스러운,45
12123,sr,...에 sr.,27
5311,hovercraft,호버크라프트,75
9111,utility,공익 사업,30
10216,credibility,믿을 수 있음,24
6261,famously,뛰어나게,69
8487,glacier,빙하,50
4805,condemn,비난하다,33
11357,till,까지,33
6920,grange,곡창,64
7465,dock,독,46
9093,graduate,졸업하다,34
13069,grammatical,문법적 인,17
11302,amongst,그 중에,34
11926,bible,성경,28
9674,xx,더블 엑스,46
9555,receptor,수용체,40
4615,unimportant,중요하지 않은 것,79
9296,flip,튀기다,40
3325,bebop,벳집,87
2894,atrocious,극악한,88
12129,adopted,채택 된,20
8949,alfa,알파,50
5236,dodd,도드다,75
13352,committee,위원회,14
8942,devastating,지독한,38
3170,tyranny,포학,81
11624,mf,매프,31
218,nitrophenol,니트로 페놀,100
2952,imprint,날인,67
1763,intertidal,조경,93
14511,leave,떠나다,7
2878,bogan,보글,88
3362,stems,줄기,38
13923,network,회로망,8
3416,scooter,스쿠터,82
12651,ken,시야,22
420,cuneiform,설형 문자,100
11378,warcraft,워크래프트,33
7280,dev,개구,62
3572,twister,꼬는 사람,80
11902,montgomery,몽고메리,28
4453,spaniel,스파니엘,79
7445,manifesto,선언서,61
10744,nose,코,35
11597,glasgow,글래스고,31
6167,brig,영창,69
4455,barbarian,야만인,57
1934,ashraf,애쉬라프,93
12314,daily,일일,25
8225,rumble,하인 좌석,53
11856,glen,글렌,29
13600,peter,베드로,12
1996,baun,바운,93
8055,coulter,콜스터,57
7087,sherlock,셜록,63
3103,shawnee,쇼니,88
12630,facility,시설,18
3834,sentinel,보초,80
10134,papua,파푸아,42
7802,cyclonic,격렬한,11
11130,extent,정도,35
4925,wombat,웜뱃,74
6440,babble,떠드는 소리,66
6619,conscription,징병,58
2651,hemoglobin,헤모글로빈,89
7939,mixing,혼입,19
1257,thicker,더 두꺼운,96
11363,finalists,결선 진출 자,29
2456,cooked,요리,23
345,belton,벨튼,100
8465,chronic,만성병 환자,54
10075,indonesian,인도네시아 인,41
13440,whatever,무엇이든,14
6571,messiah,구세주,66
12954,silver,은,18
11986,danny,대니,28
5038,steer,조종하다,44
10082,dolphin,돌고래,25
11200,chaos,혼돈,32
10350,designer,디자이너,9
6610,mentor,멘토르,65
2848,piccadilly,피카딜리,88
8013,utterly,완전히,58
3613,fetal,유쾌한,85
10252,elder,장로,38
8900,honey,꿀,51
11234,brigadier,준장,34
12286,latest,최신,25
12249,cape,...곶,25
883,subtly,미묘하게,97
13405,rugby,럭비,14
4283,scorpions,전갈,44
12611,tokyo,도쿄도,22
11798,growing,성장,22
4459,piranha,피라 냐,77
11538,systematic,체계적인,27
9339,uganda,우간다,48
10502,mos,모스,21
13366,identification,신분증,15
10996,polar,극선,32
12231,novels,짧은 이야기,13
5589,brewing,양조,40
8105,conscious,의식하는,57
7516,baroque,바로크,61
5846,fiscal,회계사,71
14367,image,영상,6
12307,merely,그저,8
11212,anatomy,해부,34
6287,relying,의지,30
12684,communist,공산주의자,20
11389,login,로그인,33
17,fanatics,광신자,63
10537,secondly,둘째로,39
13739,super,감독자,12
1197,dolley,돌리,97
5606,tallahassee,탈라 해시,73
6824,wasnt,뭐야,65
2906,mercantilism,멀티리스즘,69
2259,fiberglass,유리 섬유,91
11345,refueling,재급수,31
13067,brother,형제,12
13908,her,그녀의,9
5610,mennonite,멘 노타이트,73
1302,sunburn,햇볕에 쬐 인,93
6362,beagle,비글,68
9616,freestyle,프리 스타일,46
7064,melting,녹는,50
6596,proto,프로토,66
11219,br,흑인,34
149,urgency,긴급,100
12209,honda,혼다,26
8345,sala,살라,55
13768,itself,그 자체,11
9510,pipe,파이프,38
10829,humanitarian,인도주의 자의,37
4804,unnoticed,주목받지 못한다,72
3956,uptown,주택 지구의,83
3507,pyongyang,평양,86
12352,brisbane,브리즈번,24
8156,ore,광석,56
13441,map,지도,12
3104,youngsters,젊은이들,78
90,emphysema,기종,100
12490,larger,더 큰,23
11977,incomplete,불완전한,27
8629,mole,몰,52
4836,micropenis,마이크로 페니스,78
10593,radical,근본적인,33
14244,means,수단,8
7966,sparrow,참새,56
12298,upset,속상한,23
9525,homeless,노숙자,40
228,dene,모래톱,100
2920,anglian,앵글리언,86
6411,ditto,같게,68
2172,rabbits,토끼들,34
13027,christopher,크리스토퍼,18
13627,proper,적절한,12
7209,biosynthesis,생합성,62
8342,magna,마그나,55
4217,totalitarian,전체주의 자의,66
8303,tate,테이트,55
8285,seminoles,정액,47
8319,sage,세이지,55
11190,piracy,불법 복제,34
5572,homage,경의,72
10433,sodium,나트륨,39
12394,whereas,반면,24
4299,fairbanks,페어 뱅크스,81
9052,atheism,무신론,50
9713,gothic,고딕,45
9799,prague,프라하,45
2313,eaten,먹었어,91
9355,wong,웡,48
8562,hamlet,작은 촌락,52
14180,july,칠월,6
6445,heron,헤론,68
88,kiln,가마,88
7827,disneyland,디즈니 랜드,59
5616,lew,틀린,73
11792,worn,착용 한 것,29
693,shiraz,시라즈,98
12012,broncos,브론 코스,27
1543,abstain,삼가다,79
13533,juan,후안산,13
11432,elite,엘리트,31
10349,plymouth,플리머스,40
8599,multimedia,멀티미디어,53
9955,facto,사실상,43
6611,schubert,슈베르트,66
3908,firepower,화력,83
1982,jackpot,공동 자금,92
12425,ariel,아리엘,24
4515,volt,볼트,72
7728,flushing,홍조,50
11415,macedonia,마케도니아의,33
13268,7th,7 일,16
8880,oslo,오슬로,51
3208,energetic,정력적이다,82
10158,restaurant,식당,36
12538,spent,보냈다,23
13615,tagalog,타갈로그어,12
1430,gratuitous,그럴 필요 없는,44
7648,dundee,던디의,60
11422,chess,체스,32
1984,mang,망한 사람,91
7062,hazen,쇠약해진다,63
11991,tarnishing,변색,24
8636,wolverine,울버린,31
14280,saying,속담,8
1330,frist,프리스트,96
4372,coil,코일,77
9444,sulfur,황,44
7907,gregor,그레즌,58
13763,strongly,강하게,11
8250,expelled,추방당한 것,50
8603,nordic,북유럽 인,53
2761,hateless,무선 무선으로,89
12485,reduced,줄인,16
3175,yelling,고함 짓는 것,45
3205,hap,우연,86
5567,fragile,부서지기 쉬운,72
5358,stalker,스토커,70
3707,sunglasses,색안경,84
9348,dante,단테,48
13900,work,일하다,5
3765,durian,듀리안,84
6740,pineapple,파인애플,65
6822,taurus,토러스,65
321,cochlear,와우각,100
4191,spinners,스피너,53
13400,career,직업,14
8980,eighty,여든,48
5133,zulu,줄루 족,75
2278,cuckoo,뻐꾸기,90
558,sangh,산가,99
1145,microbiology,미생물학,93
7756,deathly,죽은 듯이,60
3168,recursive,재귀,80
11772,brazilian,브라질의,29
9891,holidays,휴가,26
6506,whereby,이에 의해,67
14258,believe,믿다,5
6138,postage,우편 요금,70
7530,beneficial,유익한,60
5487,metamorphic,변성,72
11447,capable,유능한,23
11002,blow,불다,29
10174,lifeguard,근위대,41
8758,magnet,자석,34
11050,chapter,장,30
16,manic,매니어스,99
9033,lieut,기대다,51
2619,takers,수취인,61
180,untold,헤아릴 수 없는,100
6957,stealth,몰래 하기,64
10159,trainer,훈련자,36
10880,wh,와트시,37
3730,traits,특성,71
7995,jumper,점퍼,54
6205,dole,실업 수당,67
2015,unseen,보이지 않는 것,92
1908,glowing,빛나는 것,71
3718,felony,중죄,80
12583,pit,피트,17
4957,spruce,가문비,76
14424,especially,특히,11
1155,gangrene,회저,97
6821,screened,상영,18
4761,helix,나선,78
12081,bombardment,충격,26
3916,acorn,도토리,81
3050,thistle,엉겅퀴 훈장,81
10105,substance,물질,37
11152,volleyball,배구,35
12564,theatre,극장,22
2432,suitcase,가방,87
12220,settled,안정된,21
9917,aleph,알레프의,44
13762,night,밤,11
1412,dashes,대시,45
13718,river,강,11
5840,gibberish,헛소리,72
5214,ample,앰플,75
2379,goon,계속해,83
2983,kensington,켄싱턴,88
4328,patsy,팻시,80
7326,reset,초기화,59
3584,seraphim,전선,85
2135,rosary,묵주,92
7959,apiece,한 조각,58
8107,pistols,권총,39
456,harmine,하모리,100
6432,fluorescent,형광등,63
13896,under,아래에,7
5748,cubism,입체파,72
9203,jamboree,흥겨운 소동,49
11916,occupied,가득차 있는,24
13564,basketball,농구,12
8829,thor,토르,52
6402,babel,바벨,67
13921,say,말하다,8
1118,oceanography,해양학,97
13552,applies,적용,10
7642,prelude,전주곡,58
341,martel,마르텔,100
12757,jerry,실내 변기,21
5886,distinguishes,구별,27
13503,towards,...쪽으로,12
3846,licensor,라이센스업자,84
5864,investors,투자자,62
5502,lucan,루칸,74
4962,auxiliary,보조자,76
13484,ab,아브,13
4688,puma,퓨마,73
8476,forge,단조 공장,44
13728,citation,소환,10
6439,pow,파워,53
5425,bighorn,큰 뿔,74
2960,concession,양보,64
2986,onus,무거운 짐,88
6545,antwerp,앤트워프의,67
11894,vincent,빈센트,28
12938,closed,닫은,10
5118,conner,마누,75
12324,columbus,콜럼버스,25
4921,warmest,가장 따뜻한,77
10955,deactivated,비활성화되었습니다,33
274,mikado,미카도,97
13157,gif,기한,17
3666,romulus,로마 루스,84
14099,give,주다,8
9255,pythagoras,피타고라스,49
11060,nat,냅씨,36
4382,kin,혈연,80
9801,toi,토이,45
10459,epic,서사시,39
5904,levitation,부양,69
6064,pallas,팔라스,70
5403,wildfire,들불,62
6965,ejaculation,사정,61
1589,vowel,모음,74
11290,jacksonville,잭슨빌,34
6840,heavyweight,헤비급 선수,63
7052,pisa,피사,63
11335,courtesy,예의,33
7693,pond,연못,58
6128,venom,독액,67
8467,tien,티엔,54
5853,grail,큰 쟁반,72
5491,jud,기원전,74
3363,dictators,독재자,40
6375,disorganized,혼란 스럽다,67
1849,presidium,상임 간부회,93
11484,swept,휩쓸립니다,32
9088,vinyl,비닐,50
1998,propagation,번식,67
1,piperidine,피 페리 딘,100
13023,border,국경,16
8997,stoke,불을 떼다,43
3219,fleur,이레의,87
13256,victoria,빅토리아,15
10087,gale,강풍,39
119,camara,카마라,100
566,barkeep,바덴스,99
6023,towel,수건,66
7968,microwave,마이크로파,58
10745,congressional,의회의,38
2767,cerberus,케르베로스,89
3913,doomsday,최후의 일,83
10191,nervous,불안한,41
5867,transcontinental,트랜스 곤타 사이드,72
3040,caprice,변덕,83
12831,afghanistan,아프가니스탄,20
13265,sense,감각,15
2482,lavender,라벤더,90
5956,quartet,사중주,69
10936,latvia,라트비아,37
13719,aka,일명,12
8370,cellular,셀룰러,55
6803,pollard,오색자,65
12420,somebody,어떤 사람,24
12346,mess,엉망,19
14212,charges,요금,14
13825,his,그의,6
13318,lower,낮추다,15
12876,greatest,가장 위대한,20
10466,stretch,뻗기,29
6722,cheng,쳉,66
8563,nielsen,니솔린,54
7615,smiles,미소 짓는 것,28
6114,token,토큰,64
12687,iron,철,19
2059,eastbound,동쪽 해드,92
11880,berger,버거,29
1186,sharpie,샤리,97
9768,tensions,긴장감,34
8389,fra,프라,55
8119,gladiators,검투사,44
1462,tremendously,엄청나게,52
226,interleague,인터레서 게,100
11044,rendered,렌더링,18
12316,hunter,사냥꾼,23
6540,secretly,남몰래,67
13951,must,~ 해야 하다,7
7626,manifestation,표명,39
2946,goats,염소,44
7838,habit,습관,45
2008,adverb,부사,90
11383,plenty,풍부한,32
10723,demonstration,데모,18
3498,proficiency,진보,73
7799,elf,꼬마 요정,59
13121,wind,바람,12
3195,nach,나치,87
7823,claire,클레어,46
2914,causeway,둑길,88
7692,weed,잡초,56
4800,exposing,노출,34
4622,cannibalism,식인 풍습,62
14363,robert,로버트,11
13439,soldiers,군인,12
3863,clearwater,깨끗한 물,83
3808,uncalled,부르지 않은,83
12978,gone,다 쓴,19
13787,death,죽음,9
2853,fourier,푸리에,88
14261,release,풀어 주다,8
1597,bruised,멍이 들었다,71
5190,throttle,조절판,70
9561,curry,카레,42
11090,qatar,카타르,35
8331,lad,젊은이,52
5476,ike,이케,74
5538,celestial,천체의,74
7955,deux,덕에,58
543,harman,하만,99
12801,deep,깊은,20
12678,buchanan,뷰캐넌,22
8115,anthropology,인류학,56
2627,resin,수지,79
2417,chink,갈라진 틈,88
10102,romantic,낭만적 인,41
10575,swear,욕을하다,37
1943,lull,달래다,89
4042,calmly,고요히,82
442,emptive,비어있는 것,100
14219,east,동쪽,9
3121,jujube,대추,88
13736,republic,공화국,12
3308,downer,하향,77
10246,halloween,할로윈,41
14335,great,엄청난,8
3836,antitrust,독점자,84
138,furtive,몰래 하는,97
290,schematic,개략도,96
6041,tuna,참치,69
11756,climate,기후,28
3275,cavendish,씹는 담배,87
3348,loom,직조기,64
13270,social,사회의,14
13094,da,다,16
10480,characteristics,형질,34
230,subgroup,하급 집단,91
6986,imprisoned,투옥되었습니다,45
11078,dramatic,극적인,29
6006,neanderthal,네안데르탈,70
9501,gangs,갱단,22
3822,embroidered,수 놓은,81
13364,apologize,사과하다,6
11998,poorly,신통치 않게,27
9790,worcestershire,우스터 셔,45
8990,clue,단서,41
4786,tryptophan,트립토판,78
11334,allan,앨런,33
8979,socrates,소크라테스,50
2106,guardsmen,경비원들,92
9887,marx,마르크스,44
5565,overture,서장,69
5665,mum,침묵,40
1342,nanometer,나노 미터,96
12931,room,방,18
11233,duel,결투,33
7901,martian,화성인,57
13890,per,당,11
14175,keep,유지하다,8
3131,yawn,하품,84
8180,undue,과도한,57
7683,patel,쪽으로,60
3781,deepest,가장 깊은 곳에서,84
11589,unwelcome,반갑지 않은,31
13348,nd,...에 nd.,15
3815,warships,군함,64
12913,row,열,18
13779,william,윌리엄스,9
5279,pendulum,흔들리는 추,74
7707,petersen,피터센,60
3600,anxious,불안해하는,85
11006,idol,우상,35
11507,mg,마약,32
8595,genius,천재,53
9021,laguna,라구나,51
518,swallowed,삼켰다,60
9610,interpreted,해석,18
425,supermarine,슈퍼 마린,100
3280,glycol,글리콜라,83
12744,disaster,재해,17
8651,laptop,랩탑,53
10950,gregory,그레고리,36
10267,airways,기도,39
3652,atelier,아틀리에,84
6503,piss,소변,46
312,gympie,체육관,100
3813,ment,멘토,84
5705,narrator,내레이터,52
2297,daud,대결,91
7287,contamination,오염,45
3868,unresolved,해결되지 않은,83
527,precambrian,프리 아스 브리아,99
3778,electromagnetism,전자 기호,45
3242,snuff,코담배,87
13337,god,하느님,14
13305,paragraph,절,14
4139,northwards,북쪽으로,32
12840,auburn,어번,20
529,koda,코다,99
1014,onyx,오닉스,97
5128,duchy,공국,73
4389,irrevocably,취소 가능하게,79
1267,accumulate,축적하다,43
1250,louder,더 큰 소리로,96
7409,bohemian,보헤미아 사람,58
4694,vandalistic,파손 주의자,79
10953,covering,피복,8
7048,trunk,트렁크,56
593,chromatin,크로마 틴,99
14143,open,열려 있는,8
11782,marc,마크,29
4384,snapper,도미,64
8338,raster,래스터,55
11603,virtual,가상,24
227,cosmetology,미용술,100
5751,bucky,버리,72
5717,jargon,특수 용어,72
1108,tilly,틸리의,97
272,baller,발라,90
6007,longshore,롱 쇼어,71
6102,clam,대합,69
13823,can,~할 수 있다,5
6626,sushi,회,66
4279,spotlight,스포트라이트,79
8132,uni,유니,56
6835,passover,유월절,65
1921,mucus,점액,93
5374,hula,훌라,75
8010,embedded,내장,55
241,upbeat,상승 기조,100
10715,pursue,추구하다,31
7510,dove,비둘기,58
4846,pharmaceutical,제약,66
2467,pilgrimage,순례 여행,89
10226,exclusive,독점적 인,22
1884,lupe,루피,93
7716,exempt,면제하다,50
2343,bilateral,양측,89
13523,summer,여름,13
7953,condom,콘돔,55
1393,penney,펜 티,96
9345,homework,숙제,48
9647,zambia,잠비아,46
234,grin,이를 드러내고 웃다,91
7304,parsons,파슨스,61
377,vang,범,100
1602,anglicanism,성공회,40
2096,exclamation,감탄,90
1324,peeps,엿보기,80
9857,highland,고지,31
13714,champions,챔피언,9
5620,condor,콘도르,71
5801,carolyn,캐롤린,72
9912,residential,주거,44
313,charismatic,카리스마,100
4311,blacksmith,대장장이,80
11978,benjamin,베냐민,28
7795,ethyl,에틸,59
11834,inadequate,부적당 한,28
9262,wrestler,레슬링 선수,42
5175,lacey,레이스의,76
4774,citrus,감귤류,78
9579,tango,탱고,46
9965,fortunately,다행스럽게도,29
6103,truss,지붕틀,70
8532,rubens,루벤스,54
9218,gasoline,가솔린,49
6946,unveiled,공개했다,58
5261,mccarthyism,맥카르시즘,75
957,platelet,혈소판,91
1937,pompey,폼 페이즈,93
3949,writ,영장,78
3755,algorithms,알고리즘,43
6212,microorganism,미생물,68
7703,recycling,재활용,52
14156,international,국제적인,9
8964,enormous,막대한,48
5218,travail,산고,74
6108,draper,포목상,70
11682,fir,전나무,30
12411,creek,작은 만,24
12113,lady,숙녀,20
5230,vortex,와동,75
9895,howe,웨이,44
3926,quarantine,격리,77
8824,merchant,상인,46
1088,feminine,여자 같은,94
4473,snider,스니우더,80
7922,necessity,필요성,57
1626,carolus,캐롤러스,94
11358,everybody,여러분,33
10898,licence,특허,32
6638,monastery,수도원,61
13929,way,방법,7
2506,cherub,케루빔,89
3682,firestone,피사체,84
187,tributary,지류,89
14309,personal,개인의,6
7228,peruvian,페루의,62
5361,impeachment,고소,62
924,recurve,뒤로 휘다,52
884,godspeed,고대,97
12776,coverage,적용 범위,21
8695,mahal,마초,53
6555,concussion,진동,64
8099,whiskey,위스키,57
7377,methamphetamine,메스 암페타민,62
6879,mauritania,모리타니,65
7472,wilderness,황야,47
12848,syndrome,증후군,20
12058,trivia,하찮은 일,27
10683,hedgehog,고슴도치,38
12481,glass,유리,22
4442,envy,부러움,79
4976,guiana,기아나나,77
9260,lafayette,라파예트,49
6985,pika,피카,64
9655,bowie,보위,46
9765,lynch,사형,41
5857,purse,지갑,62
1603,hangar,격납고,89
5083,cheesecake,치즈 케잌,76
7,carbonite,탄산염,100
9767,plants,식물,15
1012,burnout,탈진,96
6773,chromatography,색층 분석기,65
10000,om,옴,42
3026,bleachers,표백하는 사람,85
12048,wolf,늑대,27
8214,seizure,발작,53
4913,sophocles,소포함,77
7666,mistakenly,실수로,60
1805,carrefour,까르푸,93
9920,hoary,하얗게 된,44
9188,alto,알토,46
11043,translate,번역하다,17
8031,cutler,칼 장수,58
12136,bangladesh,방글라데시,26
12844,maryland,메릴랜드,20
11557,shakespeare,셰익스피어,31
10818,meta,메타,37
13132,everything,모든 것,17
6431,essays,에세이,35
8663,wagon,왜건,47
5216,brutus,브루투스,75
5523,stint,정량,70
3338,royalist,왕당파,79
9764,shoreman,쇼먼,45
9871,insurgents,저항 세제,32
3483,baronet,바론셋,78
12926,rich,부자,19
13748,baseball,야구,12
10250,unity,단일성,41
3972,quarterly,계간지,83
1519,fiddler,바이올리니스트,94
6848,pino,피노,65
289,intrigued,흥미로운 것,45
