ID,KOREAN,SPAIN,INTERVAL
842,철분,ferroso,98
10064,알렉산드리아,alexandria,43
10808,성장했다,creció,38
5435,regt.,regimiento,75
12162,몬타나,montana,27
7752,큰소리로,ruidosamente,60
910,토루,torú,93
11963,상대방,oponentes,22
12392,못쓰게 만들다,mierda,20
4031,쿠키,galletas,23
11456,바그다드,bagdad,33
12489,수요일,miércoles,24
12033,해적,pirata,18
1322,회중,congregación,76
9676,브리타니카,britannica,47
13621,등,etc.,12
12290,같지 않은,a diferencia de,19
13715,스미스,herrero,12
13271,계전기,relé,15
13432,보일 러 플레이트,cálculo,14
13840,나,i,5
11899,미터,metros,25
1865,얇게 써는 기계,rebanador,93
10189,법률 제정,legislación,24
2450,수축,retraído,64
13564,농구,baloncesto,13
8800,방송사,locutor,13
1970,하드 커버,de tapa dura,93
3016,코로나도,coronado,88
9496,알파벳순,alfabético,27
4230,폐보,pulmonar,82
3817,동등,paridad,84
1094,부탄올,butanol,96
7735,전구 물질,precursor,58
10749,지주,orilla,36
3364,현란한,deslumbrador,76
11273,연속물,de serie,32
4908,예약되지 않은,no programado,78
7250,...을 가야 해,tengo que,63
12082,무질서,trastorno,26
8064,학부,facultad,57
14282,시리즈,serie,7
2230,곤충학,entomología,91
5711,entre.,entrometido,72
8424,호레이스,horace,56
2726,비옥 한,fértil,54
9610,해석,interpretado,18
12440,브루스,bruce,24
7234,정중화 된 것,subdoloinoso,63
1580,유목민,nómada,78
13807,~이다,son,5
8976,고양이 새끼,gatito,50
2820,지평선,horizontes,53
10301,사육제,carnaval,41
6757,중상,calumnia,53
14504,실행,carreras,7
3249,파리채,joven a la moda,87
12118,다저스,dodgers,24
11208,할리우드,hollywood,35
6195,푸들,caniche,68
11986,대니,danny,28
1746,바카,baka,93
14053,서쪽,oeste,9
10299,통사론,sintaxis,41
11984,설탕,azúcar,28
3100,적법한,comestible según la ley judía,88
989,카멜롯,camelot,97
5541,슬레이트,pizarra,54
7084,색스니 털실,sajonia,64
8865,버크셔,berkshire,53
4562,낭창,lupus,80
9800,비타민,vitamina,44
6973,타히티,tahiti,65
484,부모님,paternidad,99
10786,집사,mayordomo,38
4779,반 방법,antimateria,79
3520,쉐브론,cheurón,85
12302,치자,chi,26
6500,히살고,hidalgo,68
13386,브라이언스,brian,15
10143,아리스토텔레스,aristóteles,43
252,의회,parlamento,17
13007,반응,reacción,17
12822,빠른,rápido,20
7157,커튼,cortina,61
7679,염색체,cromosoma,56
4384,도미,pargo,65
3589,오토바이,motocicletas,26
4419,동위 원소,isótopo,69
14259,관리,administración,6
1791,무효,anulación,93
5151,운동가,deportista,76
2965,그레이하운드,galgo,69
11718,마야,maya,31
7677,온화한,clemente,51
9082,볶은 것,frito,38
8505,롬니,romney,55
10419,각주,nota,30
9060,할퀴다,rasguño,38
11997,지지자,resaca,28
11138,유진,eugene,34
11929,인용 부호,citas,14
2946,염소,cabras,45
11692,지진,terremotos,12
8941,가봉,gabón,52
5988,썩은,podrido,71
7934,깎는 사람,esquilador,56
4241,크래프트,kraft,82
4042,고요히,tranquilamente,83
8089,라들,lars,46
7151,var.,vást,63
12122,자동적 인,automático,5
9975,기구,mecanismo,20
1216,바이조트,bizet,96
13102,다코타,dakota,18
2838,절망적 인,sin esperanza,87
10888,뾰족한,puntiagudo,15
12455,엔지니어,ingeniero,7
8829,토르,thor,53
3984,성채,acrópolis,83
3122,코르셋,corsé,72
8359,맨션,mansión,54
13354,고대의,antiguo,15
6637,플루오르,flúor,66
6561,나이로비,nairobi,68
862,요부,circe,96
12672,열 두번째,doce,22
10305,이동,éxodo,41
5370,휘발성 물질,volátil,67
14262,기업,corporativo,16
1023,침묵하다,sade,97
5613,정당,sedición,74
7913,문자열,instrumentos de cuerda,30
5471,자유주의 자리,libertario,62
9243,노래하다,cantó,50
7047,라틴계,latino,61
9600,rant.,despotricar,39
11204,항소,apelación,26
1007,햄 라인,hami,97
1900,혹,joroba,87
12341,메모리,memoria,13
613,조사하다,escudriñado,94
6929,다양하게,de diversamente,65
6621,부시 파이어,fogata,54
9857,고지,tierras altas,32
14253,텍사스,texas,10
6824,뭐야,no estaba,66
8574,거룻배,encendedor,53
3437,데가,degas,86
13514,마일,millas,12
8522,판단,juzgar,19
11958,제자,marchito,28
6532,비비,babuino,66
12191,코메디,comedia,27
7763,결핵,tuberculosis,55
6246,붕소,boro,70
12164,승강기,elevar,16
6432,형광등,fluorescente,64
12974,불알,pelotas,10
9023,최신의,más nuevo,51
6840,헤비급 선수,de peso pesado,64
12245,공주님,princesa,26
9611,복제,reproducido,38
7620,만장일치,unánime,46
13743,뒤에,detrás,12
7707,피터센,petersen,61
550,수마트린,sumatran,99
2359,가장 재미있는,más divertido,91
414,소나,sonar,100
8807,지각,percepción,47
3088,믹서기,licuadora,87
10061,힌두교,hinduismo,43
11593,기독교,cristiandad,12
7134,하프,huemul,64
13190,인구,población,15
8149,착수했다,embarcado,47
13988,관심,interés,8
8504,탈봇,talbot,55
4092,투투,tutú,83
9037,까다로운,exigente,20
11053,정오,mediodía,37
14064,파운드,libras,32
2137,전동,motorizado,92
12213,스틸러스,steelers,26
11967,즉,es decir,28
7287,오염,contaminación,46
882,테라,tera,96
14469,문서,documento,12
9669,디아블로,diablo,47
6222,플루토늄,plutonio,70
13146,위스콘신,wisconsin,17
3870,폐가 되는 행위,molestia,84
7225,쎄타,theta,63
8820,아미노,aminado,53
10725,시끄러운,ruidoso,38
10073,온스,onz,43
6974,니코틴,nicotina,63
3189,코나,kona,87
385,앨버리,alberich,100
2276,대퇴골,hermético,88
7627,인쇄기,impresora,55
4619,예멘 아랍 공화국,yr,72
12289,궁전,palacio,25
2225,브라만,brahmán,78
82,그 peabody.,guisante,100
2892,휘핑,azotado,55
8995,사거,saga,51
11247,스피어스,lanzas,31
11932,천하게,comúnmente,29
3335,사무국,secretaría,87
176,클로스 트리 디움,clostridium,100
2025,제자들,discípulos,80
5304,시교,sikhism,76
9422,요하네스 버그,johannesburgo,48
11655,떨어지는,descendente,12
13833,~보다,que,6
2967,마스킹,enmascarado,38
11169,지방 자치체,municipio,25
10416,프린스턴,princeton,41
10333,대표자,darse,41
5895,기소하다,procesado,41
4850,도넛,rosquilla,74
530,철갑 상어,esturión,98
1381,림프계,linfático,96
5606,탈라 해시,tallahassee,74
12590,이슬람교,islam,16
7125,망나네,jeanne,64
12528,목재,madera,19
9165,스파이크,pico,46
14022,경찰,policía,10
7464,레닌 그라드,leningrado,62
12879,사람,iraquí,19
8630,고름,criss,54
7328,만족감,satisfacción,62
13367,6 일,6º,15
2285,운동화,zapatillas deportivas,88
7421,베스타 여신,vesta,62
9115,오해,malentendido,43
10675,브렌트스,brent,38
10103,실,hilo,38
7564,도둑질,becket,62
2095,리소좀,lisoso,92
1307,폴로늄,polonio,96
3564,마지 못해,de mala gana,85
2387,우열,quebrada,88
8115,인류학,antropología,57
12733,러시,apresurarse,12
11731,케냐,kenia,31
8674,수도사,monje,39
1195,펜타닐,fentanilo,96
1710,사모안,samoano,91
8939,소형 책상,escritorio pequeño,52
9337,재규어,jaguar,34
1553,크리어,colega,94
12283,페루,perú,26
5915,하류 밭,campo de campo,72
10922,뉴 펀들 랜드,terranova,37
1468,복부,abdomen,95
13891,만들다,hacer,5
10454,린스,lynn,40
9068,핸드볼,balonmano,49
13437,테,te,14
13011,가난한,pobre,19
5727,코코스,coco,52
13314,침입,invasión,15
6954,정밀한 조사,escrutinio,65
1535,모방하다,imitar,91
8183,태즈 메이 니아 사람,tasmaniano,58
14323,품질,calidad,9
13651,경비원,guardia,11
3110,최하점,nadir,87
13169,명예 훼손,difamatorio,17
12473,시몬,simón,24
4480,균등화,ecualizado,73
11936,뇌,cerebro,27
7683,쪽으로,patel,61
13639,안타깝게도,desafortunadamente,12
11618,요크셔,yorkshire,32
12027,증기,vapor,28
12704,상원 의원,senadores,14
6269,탄수화물,carbohidrato,68
4632,팬케이크,tortita,73
2334,이름을 딴 것,homónimo,89
8700,메리 락크,merrimack,54
6103,지붕틀,braguero,71
1606,당황,consternación,84
13053,짓다,construir,10
11585,온도,temperatura,24
9041,펑키 재즈,canguelo,51
14215,효과,efecto,10
13476,똑바로,derecho,14
14118,주어진,dado,10
895,부정 이득,injerto,89
3758,페르세우스,perseus,84
13093,아르헨티나,argentina,18
6266,히스 파니 폴라,hispaniola,70
3698,하향의,hacia abajo,45
7886,초과,excedido,38
14317,관련된,involucrado,9
2485,습한,húmedo,68
13459,강한,fuerte,14
12608,사막,desierto,21
4809,스모키,ahumado,78
2200,식료품 점,tienda de comestibles,88
1481,바이러스 백신,antivirus,95
907,야금,metalurgia,97
9965,다행스럽게도,afortunadamente,30
3480,개입,intervenir,46
12641,가볍게 하다,aligerar,22
5769,일관성,coherente,63
3228,과실,negligencia,66
2129,블루 라인,línea azul,92
9242,휴전,armisticio,49
289,흥미로운 것,intrigado,46
5894,오데사,odessa,72
854,솔레,soler,98
2983,켄싱턴,kensington,88
8324,도관,conducto,56
487,과장,exageración,60
4339,카운언,cowan,81
1100,윙윙 거리다,tararear,93
1589,모음,vocal,74
3608,가자미,platija,82
11130,정도,grado,36
2694,찻 주전자,tetera,90
13955,높은,alto,7
10265,관측,observaciones,12
14309,개인의,personal,6
7054,설득했다,persuadido,49
10108,고독한,solitario,37
9019,제나,jenna,52
1773,핑키,rosado,88
5815,뎅기열,dengue,72
7172,분출,reventar,62
9724,부싯돌,pedernal,46
13774,늦은,tarde,11
14278,청구서,factura,10
4035,소매 업체,minoristas,38
1389,interdictory.,prohibitivo,96
240,냄새 나는 것,escupir,26
12094,퀘스트,what,27
1246,섬뜩한,misterioso,96
9616,프리 스타일,estilo libre,47
6355,추축 같은,esencial,61
830,가축 우리,corral,95
11911,구름,nube,26
2034,음극,cátodo,90
13628,폴,polo,12
8394,분석가들,analistas,46
5800,개발자,de desarrollo,72
4684,방책,estacada,74
12423,그,der,25
8201,식물학,botánica,57
5356,시바의,shiva,75
2574,급여,nómina de sueldos,88
7557,잘 자,buenas noches,62
3711,삼손,sansón,85
7654,젖퉁이,excavado,61
10768,씨앗,semillas,13
2642,동종 요법,homeopatía,90
6890,세비야,sevilla,65
8171,박테리아,bacteria,58
14307,독일 사람,alemán,10
5166,리버르,libre,76
6440,떠드는 소리,balbucear,67
14444,계속되는,continuado,5
11170,코끼리,elefante,33
7667,융,chung,61
7760,벽돌 공장,fábrica de ladrillos,60
644,돌 도끼,celta,86
9983,인질,rehén,35
4177,루 닐,lucille,82
13874,거기,allá,5
8540,오소리,tejón,43
12701,기쁜,contento,22
1685,phallus.,falo,94
9270,당근,zanahoria,48
9864,시그널,siguño,45
1341,필레 에몬,filón,96
9454,냉각기,enfriador,48
10687,반란,levantamiento,37
7797,그것의,del mismo,60
6265,의상,trajes,40
13358,겨울,invierno,15
12014,순응하다,ajustarse,14
5293,데미,demi,75
4071,멜라토닌,melatonina,83
3011,엘리사,elíseo,88
13170,가이드,guía,15
129,카를렐로,capella,100
10517,문호,literario,40
9979,하이드 록시,hidroxi,44
1169,하위 유형,subtipo,93
14239,베이스,base,9
4147,육교,viaducto,78
323,일신교,monoteísmo,100
1988,사마 라마,samarra,93
7431,이르게하다,dee,60
11087,검열,censurado,26
3939,생물권,biosfera,83
2429,anc.,congreso nacional africano,91
2648,미토콘드 션,mitocondrio,90
4963,부가,anexión,53
1045,수짜,choctava,97
2620,입체의,estereoscópico,89
14087,총,total,7
11795,이해,intereses,8
11994,퍼지는,expandido,16
8863,우디,leñoso,51
6516,수력 발전,hidroeléctrico,68
8274,언데드,no muerto,57
6447,보르네오의,borgo,68
12720,말,caballo,19
7255,은밀한,encubierto,63
4016,연한 덩어리,magma,83
8767,매일,cada día,53
7727,나폴리,nápoles,61
13154,재학생,estudiantes,13
6836,지폐,billetes,35
10615,사유지,inmuebles,36
8851,뻔뻔스럽게,ramamente,53
1108,틸리의,tilly,96
4010,오브러스,oblasto,82
9684,괄호,paréntesis,46
3723,흑자,paruino,85
10044,연지,colorete,38
2473,점착제,adhesivo,74
13597,발사,disparo,12
5610,멘 노타이트,menonita,73
1504,카약,kayac,92
812,시킴,sikkim,98
12740,불사조,fénix,22
10471,추구,búsqueda,39
8773,만세,viva,53
4955,축삭,axil,77
5910,감자,patata,72
8822,삼부작,trilogía,52
3542,신발류,calzado,86
4150,개조되었습니다,renovado,58
11791,체코 슬로바키아,checoslovaquia,30
12441,프랭클린,franklin,24
14164,만듭니다,marcas,5
11047,리비아,libia,37
3695,잠자는,latente,85
9854,카이로,el cairo,45
6133,에스더,esther,70
12939,진실,verdad,19
8837,사나운,intenso,49
5903,조류,aviar,72
264,홈,hom,100
12770,즐거운,jubiloso,21
5188,상록수,hojas perennes,76
12624,폭풍,tornado,20
10535,가지고 다닐 수 있는,portátil,39
11090,카타르,katar,36
9415,상상의,imaginario,48
12348,전단지,folletos,24
6688,굴곡,guelph,67
1000,오드 폰,audubon,97
7988,대본,guión,47
1613,실론,ceilán,94
2719,서두르는,superficial,89
6358,공적,espacio aéreo,69
5831,아프리,auf,72
9313,복서,boxer,47
2829,계산,estimación,63
14325,연락,comunicación,8
5282,어휘,vocabulario,76
12769,햄프셔,hampshire,21
5844,윤활유의,piet,72
3893,eukaryote.,eucariota,84
4173,연방 주의자,federalista,80
3617,루지,lúpulo,85
7723,할 수 없음,incapacidad,60
3087,불 같은,ardiente,87
1881,묵시록,apocalíptico,81
10101,옷을 입고,vestido,26
1032,용감하게,valientemente,97
1831,하킹,hakeem,93
7195,아테나,atenea,63
3159,기업인,empresarios,88
5406,요람,digerir,52
2177,암탉,gallina,79
2280,사격,cañonazo,86
10962,공전,estático,37
4101,와인 하우스,casa de vino,83
13959,끝,fin,7
9840,복수형,plural,41
2460,오두막집,choza,88
4309,플레인 필드,campo de pena,81
11035,오십,cincuenta,34
11691,정해진,fijado,25
3570,질투하는,celoso,85
1742,편집되지 않은,no modificado,93
12847,확인하다,confirmar,13
6102,대합,almeja,70
12227,출생,nacimiento,13
11668,버논,vernón,31
7823,클레어,claire,47
13298,게리,gary,16
5590,망설임,consentido,50
14302,기능,función,21
2368,쪽빛,añil,91
12878,유형,tipos,7
6287,의지,confiar,31
10761,애완 동물,mascota,35
5475,번호 매김,renumerado,59
14147,최근에,recientemente,5
7066,베들레헴,bethlehem,64
9439,안도라,andorra,48
8405,풀 스터,ulster,56
3592,베개,almohada,79
1054,홍콩,teng,96
7378,라이제스,lyases,43
5845,mv.,mechón,72
627,지진계,sismómetro,94
7849,봉건 제도,feudalismo,52
13441,지도,mapa,12
12722,어머니,madre,21
3219,이레의,fleur,87
3934,뚱뚱한 여자,berta,83
10573,인구 통계,demografía,36
11132,섰다,permaneció,36
12734,연방,mancomunidad,22
11365,열대 우림,selva,34
13467,허가,permiso,14
3325,벳집,be-bop,87
563,룰렛,ruleta,98
10041,천문학,astronomía,43
12639,최고,máximo,23
667,들리는,audible,94
1289,정설,ortodoxia,95
9142,이로써,por la presente,50
11975,게이츠,puertas,21
12588,알버트,albert,23
6130,조카,sobrino,67
7642,전주곡,preludio,59
8412,중력,gravitación,47
9361,야크,yak,49
11301,...에 대하여,fo,34
2120,치틀,chitrafiar,92
3625,샐비어,salvia,85
3280,글리콜라,glicol,84
13781,승리,victoria,11
7817,약탈,saqueo,49
13230,비행,vuelo,15
13583,이탈리아,italia,13
4443,물의,acuático,47
7488,제출,presentaciones,44
2039,은행가,banquero,83
1164,자극제,estímulo,96
7811,헤매다,recorrer,59
14025,나의,mi,5
11351,펼친,extendido,34
8318,나무 밑에,underwood,57
14408,인물,cifras,12
3770,새만,birdman,84
7218,주먹,puño,53
3671,대각선,diagonal,77
10837,스펙트럼,espectro,38
7920,뷰어,espectador,35
10445,목,cuello,38
5276,임무,estar atento,75
9650,하찮은,trivial,45
8414,믿을 수 없을 정도로,increíblemente,38
6419,클라이맥스,clímax,66
3548,아메바,ameba,86
14155,영국,británico,9
1046,몸통 부분,corpiño,86
6586,인력,mano de obra,67
9937,신사,caballeros,44
2426,로우만,hombre bajo,91
6008,만다린 오렌지,mandarín,71
6293,스카 보로,espantajo,69
3700,유혈,matanza,85
9148,정지,detener,37
10028,투표권,votación,36
12763,폰,von,21
14116,6월,junio,6
6138,우편 요금,gastos de envío,70
2902,그레이프 프루트,pomelo,88
11707,평행 한,paralela,28
11279,초등학교,elemental,35
13137,오레곤,oregón,17
11064,쇼트,shawn,36
12260,팬더,panda,26
9482,힘 있는,influyente,48
14226,무료,gratis,5
14206,물었다,preguntó,5
10754,휴고,hugo,38
11216,아름다운,hermosa,27
10857,붕괴 된 것,colapsado,24
7212,달다,pesar,45
4536,가상의,hipotético,77
6264,최적의,óptimo,70
628,다락방,desván,99
10114,랜드 웨헤,landwehr,43
12790,패배시키다,fracaso,10
14108,투자,inversión,28
3789,큰 천막,marquesina,84
13109,자연,naturaleza,12
7097,미니 시리즈,mini series,64
12529,하와이,hawai,24
5054,신교,protestantismo,77
8012,작곡가,compositor de canciones,48
10773,도노반,donovan,38
2934,보복,tomar represalias,45
7645,부활,resurrección,52
12297,바이오,bio,25
12266,그 후,por eso,26
5202,용감,galantería,76
14502,기대합니다,esperanza,11
321,와우각,coclear,100
14076,설계,diseño,10
11895,발생,brote,28
7284,탱커,petrolero,54
8207,에덴 동산,edén,57
5245,쥐덫,ratonera,76
313,카리스마,carismático,100
11596,렉스,rex,32
12553,한편,mientras tanto,23
868,옴부즈만,ombudsman,97
1416,의사,píldoras,57
6720,어색하다,incómodo,65
4702,책임지지 않는,irresponsable,76
8116,불쌍한,patético,57
1110,재편성,reagrupado,79
10582,나폴레옹,napoleón,36
5534,올림포스 산,olimpo,74
7772,질산염,nitrato,57
4965,중앙값,mediana,78
8789,도라,dora,53
13679,인도,india,12
3561,페넬로페,penélope,85
8086,쥬라기의,jurásico,58
7757,낭만 주의자,romanticismo,60
7087,셜록,sherlock,64
6918,제삼기,terciario,65
3503,우주 비행,vuelo espacial,62
12261,리치몬드,richmond,26
12414,자유로이,libremente,25
9101,측면,flanco,44
6377,트립 민,triptamina,69
1933,약탈자,merodeador,80
10364,모욕,insulto,22
275,iberian.,ibérico,99
5132,번디,bundy,77
7566,권장 사항,recomienda,12
5902,고초,ged,72
12384,보결,sub,24
5726,언리얼,irreal,72
11239,산문,prosa,35
12969,지연,demora,7
2324,슈와 츠,schwarz,91
11377,인정했다,aceptado,24
7072,재 장전,recargar,53
11979,불화,dólares,20
6948,신탁,oráculo,65
14084,이동하다,mover,8
4220,법의학,forense,45
11770,피지,fiji,30
3516,유칼립투스,eucalipto,86
11285,정권,régimen,33
497,리비에라,riviera,99
1977,분리 주의자들,separatistas,65
11912,윌리,willie,25
7430,풀맨,pullman,62
2399,동기화 된,sincronizado,67
10282,더비 셔,derbyshire,42
4974,마더 보드,tarjeta madre,78
3953,베레모,boina,72
8461,슈나이더,schneider,55
41,말씨,verbosidad,100
7394,랍스터,langosta,62
3215,알레르기,alergia,86
5592,돌레스,dolores,69
11094,부활절,pascua de resurrección,36
1700,추방 된 것,alejado,77
14275,란,lan,59
5053,바스크 사람,vasco,74
7874,억만 장자,multimillonarios,57
3871,무섭게,terriblemente,49
10085,바튼,bartón,43
9963,하와이안,hawaiano,43
12060,만화,cómic,15
11373,홀로 코스트,holocausto,34
10175,득점자,goleador,32
8010,내장,incorporado,56
2506,케루빔,querubín,90
3259,지나치게,excesivamente,33
7020,암만,amman,64
1077,분석하는,analizando,40
9986,광대,bufón,42
3277,헤드,hed,87
9090,충격을 받았다,conmocionado,24
7628,호손,espino,42
9251,주석,estaño,49
4901,슈퍼 컴퓨터,supercomputadora,77
3734,시가 전차,tranvía,78
10541,캐롤,carroll,40
8628,슬로건,eslogan,44
12142,탈출하다,escapar,22
693,시라즈,shiraz,98
9431,셜리,shirley,48
7591,붐비는,atestado,18
9421,악어,cocodrilo,46
10513,소문,rumores,35
13755,르,le,11
2548,코데인,codeína,90
7643,오아시스,oasis,61
11765,랄프,ralph,30
10529,선술집,pub,38
12655,나는,yo soy,22
13219,더글러스,douglas,16
13133,토론,debate,14
1156,카빈,carabina,86
2363,큰 영양,elando,91
4046,부당,injusticia,78
6278,호리,horry,70
3736,간식,bocadillo,74
4992,크세논 가스 원소,xenón,78
7067,불규칙한,irregular,44
13496,선장,capitán,13
13506,우편,correo,13
12709,아닌,aren,22
1869,니스트,nit,93
2805,어려운 것,lo más duro,89
7771,등대,faro,59
5495,파로스,faros,74
631,자르지 않은,sin cortar,99
6860,거주하다,reside,18
6552,치와와,chihuahua,68
1984,망한 사람,mang,91
11460,사십,cuarenta,32
4243,티크,tal,82
13929,방법,forma,7
12433,터키어,turco,25
5691,테스토스테론,testosterona,73
5849,중 이층,entresuelo,70
2647,신학자,teólogo,86
11751,용량,volumen,27
10790,시대에 뒤쳐진,anticuado,38
6863,이상적으로,idealmente,35
13095,자유,libertad,18
3010,무차별로,indiscriminadamente,45
1109,로사 루시아,rosacruciano,96
1095,수갑,bock,96
12008,베어링,llevando,12
2661,지원 활동,superar a,90
3741,쓰는,inscrito,84
5148,하드 톱,hardtop,77
10926,기념물,monumento,34
11959,아르마딜로,armadillo,28
11151,콩고,congo,36
12595,단단한,sólido,23
5742,cid.,cítrico,73
5126,pvt.,pbt,77
8063,장원,señorío,58
255,보장,paladio,100
10524,입방체,cubo,38
12393,재정적 인,financiero,24
13541,옛 소련,soviético,12
3158,낮은 것,inquieto,88
9944,롤랑,roland,44
6451,아리아 사람,ario,65
6444,돌보는 사람,vigilante,67
13250,갯벌,tiddly,16
11176,저자,autores,9
9996,꾸준히,continuamente,44
8031,칼 장수,cuchillero,59
11758,따뜻하게 함,calentamiento,23
9277,창세기,génesis,49
391,내세,vida futura,100
12934,프레드,fred,20
3317,약국,farmacia,84
11832,몽고,mongo,30
14031,일찍,temprano,10
10160,펠릭스,felix,43
2442,꾀가 많은,astuto,90
7778,포구,bozal,60
12577,다,di,22
12674,호텔,hotel,21
1316,맘보,mambo,96
6713,불행한,infeliz,64
4910,adolph.,adolfo,78
2730,연마,molienda,66
949,지질 학자들,geólogos,76
11349,손님,huésped,29
9146,마감 시간,fecha límite,50
9973,나일 강,nilo,44
9868,군림,reinado,35
9099,놓기,colocación,49
12404,로스,ross,25
10661,가장 오래된,más antiguo,39
10006,당나귀,burro,43
5697,메탄,metano,73
742,페베,phoebe,98
7526,잠수,bucear,38
8596,호민관,tribuna,44
10735,욕설,blasfemia,28
2725,상류 사회,alta burguesía,89
13719,일명,aka,12
13257,조심스럽게,con cuidado,7
13107,드라마,drama,17
2384,리스 츠,liszt,91
13753,오하이오,ohio,12
969,영수증,recibo,74
1441,아람 말,arameo,95
10018,부에노스의,buenos,41
4996,듀잇,dewitt,78
2098,블랙 워터,agua negra,92
12976,앤더슨,anderson,19
4886,셈문,semitismo,50
10816,반구,hemisferio,38
8763,뷰 파인더,visor,53
6421,에로스,eros,69
3775,전문 용어,vernáculo,84
8466,선거권,sufragio,55
6221,웨슬리안,wesleyano,70
3890,세나,sena,84
2035,양식장,guardería,92
4993,이륜 전차,carruaje,69
3773,변하기 쉬운,versátil,76
528,헤이네,heno,99
9274,로테르담,rotterdam,49
5985,노스 바운드,dirección norte,71
1291,비생산적,contraproducente,93
8113,난투,pelea confusa,57
5119,예망,jábega,77
8717,방아쇠,desencadenar,38
5499,비욘세,beaumont,74
12874,레슬링,lucha,20
3438,난초,orquídea,86
3999,아르카디아 사람,árcade,73
8222,파괴자,huno,51
14209,오래된,viejo,10
13192,윌슨,wilson,17
7587,우우,abucheo,50
11235,셧아웃,cierre patronal,22
5992,해마,caballo de mar,71
13113,해변,playa,17
6647,인지,cognitivo,62
10080,낭떠러지,acantilado,40
96,폴리네시아 인,polinesio,99
47,스피츠,perro de pomerania,100
5317,마쓰라,matra,76
13097,카테고리,categorías,6
9570,농부들,agricultores,38
14403,곧,pronto,9
7377,메스 암페타민,metanfetamina,62
10870,벵골,bengala,26
11074,동의,consentimiento,35
13106,장갑,wills,14
919,버프,buffs,72
11045,주장했다,argumentó,20
14510,효과적인,eficaz,10
75,캄,kam,100
12735,전적으로,enteramente,8
1780,격렬하게,vigorosamente,66
6534,침상,sofá,64
3673,베르 맨,bergman,85
3045,해질녘,anochecer,88
809,비길 데 없는,sin par,98
9817,마법사,mago,32
6006,네안데르탈,neanderthal,71
13436,참조,referenciado,13
12207,프링글,pringle,27
1059,enforcer.,ejecutar,28
6412,각서,memorándum,67
11378,워크래프트,warcraft,34
2243,부스,dicho de una cosa,91
14232,남성,hombre,9
6793,민족 주의자,nacionalistas,38
10347,정수,enteros,33
2210,잤다,durmió,91
6364,디졸브,disolver,39
128,끽끽 우는 소리,charla,97
12829,베이컨,tocino,21
8448,숨은,críptico,55
6442,연금술,alquimia,68
4184,뛰는 사람,saltador,82
10555,프러시아 사람,prusiano,39
3567,폭로,divulgar,84
2187,차이,chai,91
1308,스와미,swami,93
6168,매크로,macro,69
6966,불리한 것,desfavorable,64
8068,부족의,tribal,58
7065,인조,sintético,63
12573,쉽게,más fácil,23
4594,다산의,prolífico,79
2394,필름,filmografía,88
12502,도시의,urbano,23
2853,푸리에,de fourier,88
3715,식기 세척기,lavavajillas,81
1114,수령,magistrado,81
9994,얇은,delgado,43
7046,이상한 나라,mundo maravilloso,64
7743,스케치,bosquejo,53
10056,말리,mali,43
11604,혼자서,solamente,24
2390,스포츠 너스,comentarista deportivo,86
13742,소년,chico,10
11014,가정하다,suponer,19
11598,파스칼,pascal,32
2964,밈,mem,87
9625,기하학,geometría,47
12834,주로,principalmente,21
2702,이항식,binomio,89
6680,퍼지,dulce de azúcar,67
3657,재개,reanudación,84
3423,팔린 모틱,palíndromo,73
804,둥유,queroseno,98
2261,광점,radiante,91
7525,파쇄기,interruptor automático,49
991,베네,benn,91
13976,없이,sin,5
3006,양귀비,amapola,87
13098,에드워드,eduardo,14
5919,신,deidad,62
7979,근일점,perihelio,59
13992,기반을 둔,basado,9
2541,확성기,altoparlante,82
4692,토스터에,tostadora,76
3524,스타우트,cerveza negra,86
11263,캡,gorra,23
10326,가장 가깝다,más cercano,41
1709,타닌산,tanino,94
2347,포획,palos,55
12997,해밀턴,hamilton,19
4296,히아신스,jacinto,81
6673,수비학,numerología,65
11982,어설프게 다루다,buscar a tientas,22
11921,네바다,nevada,29
4758,종이 표지판,libro de bolsillo,72
888,맵시 있는,hábil,97
2232,조여졌다,apretado,75
14124,보고서,informes,5
5775,짜리,divisorios,67
2779,다이너스,dyn,89
1582,도착지,docklands,93
4879,용병,mercenario,60
3077,타이포그래피,tipografía,88
12170,에야디야,yo,27
7215,티라노 사우루스,tiranosaurio,63
13208,레이,rayo,16
13111,큐,q,18
8364,핵,núcleo,56
6794,무사한,musa,66
9876,배터리,baterías,20
3014,팻레사스,patrice,88
6177,큰 발,pie grande,70
10657,눈이 먼,ciego,32
8155,용접,soldadura,53
12124,용무,ocasiones,23
7841,헐리,hurley,60
10593,근본적인,radical,33
4687,연석,bordillo,67
963,미혹,engaño,86
9554,생물학적,biológico,25
3858,썩음,putrefacción,78
4193,삼진,tachar,39
11837,닭,pollo,29
3977,다시 작성하십시오,reescribir,83
30,기름 찌끼,rodilleras,100
7038,하늘,cielo,27
13143,싸웠다,luchado,17
11991,변색,desfloración,24
6315,교구,diócesis,69
11920,맨해튼,manhattan,29
6758,의심 할 여지없이,indudablemente,66
2777,부머,boomer,87
3083,궤양,úlcera,85
813,태비,atigrado,98
6243,명명법,nomenclatura,69
1230,jobe.,jobo,96
9010,재시작,reiniciar,41
12422,재미있는,gracioso,25
9547,리히텐슈타인,liechtenstein,48
3176,차츰 오르는,escalado,39
11541,싱,singh,32
11859,라스베가스의,vegas,28
7736,공명,resonancia,56
10477,이라,ira,40
5507,만자 닐로,manzanillo,74
