ID,KOREAN,ARABE,INTERVAL
1570,과도 현상,عابر,92
4928,뿔로,قرون,77
4639,가시,وخز,79
5176,스파링,spalding.,76
5205,그러 모은,ميدلي,72
10055,폰티악,بونتياك,43
4204,표면에서,ظاهريا,77
13281,일 순위,خبرات,15
12023,경마장,سباق الجري,27
11558,껍데기,قيفة,25
4529,굴 러웃,بوروس,80
8992,추진 된 것,مدفوع,38
13748,야구,البيسبول,12
428,튀니지 사람,التونسي,97
11450,베타,بيتا,32
8578,농원,هاسيندا,54
12789,사상자,اصابات,18
9126,다이너마이트,ديناميت,50
14203,처리,يعالج,10
3539,장티푸스,typhoid.,86
10769,승객,راكب,27
3220,떨리는,تموجي,86
8064,학부,الأساتذه,56
12091,베이스,صوت عميق,27
4576,밀수,تهريب,72
7680,수음,الاستمناء,56
1306,comte.,كومت,96
11803,전,السابق,29
9139,켈빈,kelvin.,49
3630,크래퍼,كرابر,85
13241,좋아요,نعم,16
14435,이겼다,فاز,8
4024,쪼개다,اندلاع,74
10737,통증,الم,30
13100,과테말라,غواتيمالا,17
3396,크로스바,crossbar.,85
10201,예측,تنبؤ بالمناخ,29
12162,몬타나,مونتانا,27
11819,relegated.,هبط,24
3839,무색의,عديم اللون,84
13774,늦은,متأخر,11
12055,제퍼슨,جيفرسون,27
1849,상임 간부회,presidium,93
13588,존슨,جونسون,12
9881,합병,الاندماج,42
1932,미디,ميدي,92
5433,콜리,كولي,71
9906,그럴 수 없어,لم.,44
7368,osi.,ووس,62
4139,북쪽으로,شمالا,32
4316,어설픈,الخرقاء,79
7045,산수,علم الحساب,63
6677,필모,fillmore.,66
1143,분재,بونساي,96
13005,의약품,المخدرات,16
12373,업데이트,تحديث,7
13760,prix.,بريكس,11
7128,발렌타니아의,valentinian.,63
7440,비용이 많이 든다,مكلفة,62
2202,린디,ليندي,91
5903,조류,متعلقه بالطيور,71
4591,부착,حاجز,15
6302,달팽이,حلزون,63
7267,오행 희시,ليميريك,62
5914,여분,فائض,71
13711,제도,الجزر,9
10223,자일,جايلز,42
10401,장난감,عروسه لعبه,35
8444,mellitus.,ويليتوس,55
8062,매개 변수,المعلمات,43
11437,인종 차별 주의자,عنصري,32
10685,포르노,إباحية,38
4115,절대적인 힘,الطاغية,81
13045,디스코,ديسكو,18
12489,수요일,الأربعاء,23
3230,의복,الملابس,61
5931,사이의,ساي,71
12784,집단,عناصر,16
11515,gr.,جراد,32
4932,dk.,دقة,77
12510,안건,غرض,18
6617,액자,الترسبات,62
7846,격퇴,كل سنتين,59
5636,위엄,كرامة,72
1055,발견 자,مكتشفون,71
11098,enzymology.,علم الإنزيم,36
13134,시골뜨기,مهرج,17
12498,운,حظ,23
9887,마르크스,ماركس,44
10112,왈시,walsh.,43
13385,러시아인,الروسية,14
10386,자유민,رجل حر,40
11306,arjun.,أرجون,34
11752,브리스톨,بريستول,30
6981,ew.,عو,64
14219,동쪽,شرق,9
2889,모라,مورا,88
11034,동업 조합,نقابة,36
8022,물든 색,صبغ,53
13934,그 다음에,ثم,5
12021,성지 순례자,بالمر,27
6438,체커,فاحص,50
2114,아드리아의,adriatic.,92
5741,유다,يهوذا,72
3909,크로스 타운,كروسستاون,83
11760,내부,الداخلية,30
12819,추정하다,افترض,14
1360,펠넷,بيليه,96
4956,마력,قوة حصان,77
3451,토끼풀,شامروك,65
3863,깨끗한 물,ماء نقي,83
4660,다진,ديد,79
13690,돈,مال,12
13584,크기,بحجم,12
13969,제어,يتحكم,11
812,시킴,سيكيم,98
1902,모스크,المسلمين,83
10641,재 시계,مباراة العودة,38
3378,파산 한,مفلس,84
6195,푸들,بودل,68
5147,세르반테스,سرفانتس,76
8113,난투,المشاجرة,56
10414,브로드 웨이,برودواي,40
305,ley.,لى,95
6670,교두보,الجسر,64
12905,arkansas.,أركنساس,20
1830,티실라핀,thylacine.,93
11411,느리다,أبطأ,33
12257,의심하다,مشتبه فيه,16
5200,주방,قطه صغيرة,70
12212,콜린,كولين,26
6801,씹는 것,مضغ,39
12296,정점,يقذف,15
10675,브렌트스,برنت,38
8619,부엌,مطبخ,41
3014,팻레사스,باتريس,88
14145,부르다,يتصل,8
7652,플랑드르 사람,فلمنيش,61
1203,삠,إلتواء,69
8440,독감,أنفلونزا,55
4795,엠,ميث,78
12781,세션,جلسة,18
5840,헛소리,رطانة,72
9306,경찰관,رجال الشرطة,49
6338,rpm.,دورة في الدقيقة,68
3460,큰 술통,تون,86
9761,캔터베리,كانتربيري,45
2960,양보,تنازل,64
4426,관료,البيروقراطية,79
8800,방송사,المذيع,13
4438,튜바,آلة توبا,79
9814,송곳니,فانغ,44
9064,구하거리의,باحث,49
13068,온두라스,هندوراس,18
9123,드래곤즈,dragoons.,40
13514,마일,اميال,12
870,지혜 없는,غير حكيم,94
11408,자문,استشاري,26
7862,싫어함,لم يعجبنى,52
13247,그리스,اليونان,16
1311,닥스 훈트,dachshund.,96
11272,허버트,هربرت,34
3496,소급,بأثر رجعي,75
8100,카트,كارت,56
10181,굶주림,جوع,42
8597,도적,محتال,53
6146,스테이,sta.,70
12092,비활성화 된 것,تعطيل,26
11915,교정,الحرم الجامعي,28
8195,변종,المتغيرات,40
4449,리터,لتر,48
6882,수두,جدري,65
10310,신비,أحجية,33
252,의회,البرلمانات,17
209,석성,lithosphere.,100
12676,재판,التجربة,19
12881,솔라,شمسي,20
10126,잡아 당김,استولى على,33
12834,주로,خاصة,20
7469,엑스포,اكسب,42
8056,마우스,الفئران,58
12144,세르비아,صربيا,27
6416,싸움,الفارحة,68
2586,제록스 복사기,زيروكس,89
10938,ge.,قه,37
13410,괴롭히다,هاري,12
8157,발군,فال,57
7075,합법성,شرعية,64
7874,억만 장자,المليارديرات,57
613,조사하다,يتم تدقيقه,94
6601,곡,الألحان,37
5713,dihydrogen.,ديهيدروجين,72
7315,실업가,رجل اعمال,62
6648,경계선,خط الحدود,66
6726,소환 한 것,استدعى,52
5536,깨진,متصدع,33
2584,껴안다,حضن,61
5695,시클라멘,cyclamen.,73
9387,크루어,كروار,48
11067,가장 강하다,أقوى,36
11345,재급수,التزود بالوقود,31
4251,saxifrage.,كاسر الحجر,81
5684,여자 은자,زاهدة,73
13238,스탠리,ستانلي,16
7129,시안의,ازرق سماوي,63
4995,솔 촨성,بدل,77
13321,이스라엘 인,إسرائيلي,14
3494,과학적 학문,معرفة,77
13084,싱가포르,سنغافورة,18
10175,득점자,هداف,31
7033,팬 핸들,بانهند,64
8220,알마,ألما,55
8723,살해자,القاتل,53
7813,산초,سانشو,60
9047,글라이더,طائرة شراعية,45
8581,난파선,حطام سفينة,44
2983,켄싱턴,كينسينغتون,88
3850,교차점,رادير,81
402,마나,مانا,97
6405,크롬웰,كرومويل,68
7868,보츠와나,بوتسوانا,59
10506,오늘 밤,هذه الليلة,39
11336,빼는,سحبت,34
11506,지름,قطر الدائرة,32
8724,소량,ربت,53
8854,정위,فصاعدا,46
13601,부서,الانقسامات,7
5644,왈츠,الفالتز,67
7988,대본,سيناريو,47
10345,종피,testa.,41
9980,재건,إعادة الإعمار,38
12319,피처,جرة,20
13456,불필요한,غير مرغوب فيه,14
2050,탄두,رأس حربي,75
6691,수여된다,منحت,62
8539,청원,التماس,40
6674,로드 맨,رادمان,66
9138,우선 순위,أفضلية,46
5021,그 밖의,موعظ,62
12888,제전,مهرجان,18
81,채석장,مقلع,95
2571,지멘스,سيمنز,90
8905,에미,إيمي,52
9951,나이키,نايك,44
1594,진화하는 것,تتطور,36
8531,술탄,سلطان,52
3982,흐림,غائم,71
13970,했다,فعل,5
8839,습관,متعود,52
65,좌절,النكسات,72
5944,시체,جثة,60
335,타잔,طرزان,100
14275,란,lan,59
6007,롱 쇼어,longshore.,71
6221,웨슬리안,wesleyan.,69
13290,앤서니,أنتوني,15
7709,유압식,هيدروليكي,54
13949,미국 사람,أمريكي,8
7858,ml.,مل,59
12723,월요일,الإثنين,21
14505,주소,عنوان,5
6937,교과서,الكتب المدرسية,51
14213,노동 조합,اتحاد,9
1232,진부한 생각,البروميد,95
9959,가필드,غارفيلد,44
7481,수위,مغني,57
8541,서클,الدوائر,26
12155,돌리는 사람,تيرنر,27
12885,건강,الصحة,20
2885,모핑퍼,mopper.,88
12502,도시의,الحضاري,23
7961,캐시,كاثي,58
13775,아일랜드,أيرلندا,11
8784,spacecraft.,مركبة فضائية,53
2055,바보 오,باجيو,92
7447,데리,دخر,62
10993,세례 요한,المعمدان,36
12062,알았어,حسنا,27
10150,스케이트 보딩,التزلج,29
10033,고릴라,غوريلا,43
201,예배당 목사,قسيس,92
12809,약간 뒤틀리게 하다,ريك,20
1505,바셋,الباسط,95
12493,계획된 것,المخطط لها,11
9938,캔트,غير قادر,44
6372,아마겟돈,الكارثة,68
7438,기구미,giuseppe.,62
8933,팀원들,زملائه في الفريق,29
286,gillies.,جيليس,88
13592,쿠루,كورو,12
2078,아질산염,النيتروز,92
4930,고글,نظارات واقية,74
5626,놈,بوم.,73
1586,팹,فاب,94
13130,여덟 번째,ثامن,17
2812,언쟁,مشادة,86
2048,소제목,العنوان الفرعي,69
5013,신청,الاشتراك,63
8882,변속 장치,ناقل الحركة,51
4210,기적,المعجزات,44
13482,주니어,جري,13
13603,일본어,اليابانية,12
4879,용병,المرتزقة,59
4835,염소 자리,الجدي,78
649,준결제의,semifinalist.,99
13209,후진,نجارة,16
6326,도가니,بوتقة,69
13034,네덜란드,هولندا,18
7422,생소한,غير مألوف,62
1834,뮤 로커,muckraker.,90
12825,가치,قيمة,20
2970,웨스팅 하우스,westinghouse.,88
6456,벵골 사람,البنغالية,68
13875,그들을,هم,6
13543,주저하다,أعطى,13
11024,연안의,الساحلية,36
5988,썩은,الفاسد,71
6625,코요테,ذئب امريكى - كايوتى,51
10926,기념물,نصب,33
6798,폐렴,التهاب رئوي,65
10246,할로윈,عيد الرعب,42
9944,롤랑,رولاند,44
1026,사탕무,الشمندر,93
4544,제방하다,deface.,52
8489,아로요,أرويو,54
6820,월 이회 간행물,نصف شهري,65
10076,아르테미스,أرتميس,43
10539,교의,عقيدة,38
13655,일반적으로,عموما,7
4050,경,ستررا,80
13593,데이브,ديف,12
5786,맨리,رجولي,72
5932,광장,ساحة,71
6124,암모니아,الأمونيا,70
5344,살쾡이,wildcat.,32
9348,단테,دانتي,49
8821,큰 홀,صالون,50
4637,영양 실조,ضمور,79
12914,리더,قارئ,9
5184,섬형,فابيشي,76
2354,멜바,ميلبا,91
512,일체,إيل,99
3229,하이에나,الضبع,87
5412,앙카라,أنقرة,74
5059,vinny.,فيني.,77
9674,더블 엑스,xx.,46
7473,스코어 보드,لوحة الدرجات,61
10184,네온,نيون,42
8282,포세이돈,بوسيدون,56
13254,아시아 사람,الآسيوية,16
8330,해돋이,شروق الشمس,56
3177,기침,سعال,80
11166,제출 된,مقدم,22
8497,녹슨,صدئ,55
2854,분별하다,تميز - تدرك,75
7854,리버 프론트,riverfront.,59
10215,건장한,هيل,42
12704,상원 의원,مجلس الشيوخ,13
10633,미니애폴리스,مينيابوليس,38
3148,퓨젯,بوتشيت,88
1762,간헐적 인,على فترات متقطعة,82
2702,이항식,binomial,89
6256,음,يين,69
6346,바이슨,الثور,62
7205,위생,الصرف الصحي,60
5837,캡슐,كبسولة,60
2369,폴리에틸렌,بولي ايثيلين,91
11226,고정,اصلاح,9
14192,동의했다,متفق,11
2664,라이즈세즈,laissez.,89
12720,말,حصان,19
14333,판매,يبيع,21
3885,좌창,حب الشباب,83
4849,디아스포라,الشتات,77
13575,단발,بوب.,12
3592,베개,وسادة,79
8292,투기,المغامر,48
13898,회사,شركات,9
11430,삼위 일체,الثالوث,33
131,균일하게,بشكل موحد,100
5610,멘 노타이트,mennonite.,73
9824,마로,maroons.,39
4322,모자이크 세공,tessellation.,77
9796,말레이시아 사람,ماليزية,44
6368,프롱 포그,شمول,68
6073,자작 나무,البتولا,70
629,나르시시즘의,النرجسية,99
7419,교양,الإنجازات,30
13111,큐,س:,17
5873,적당히,معتدلة,25
12358,의사,طبيب,19
5543,중위,لاعب خط الوسط,69
11078,극적인,دراماتيكي,29
9236,창피,عار,45
8248,마크 업,وضع علامة على,56
10158,식당,مطعم,37
10664,씨족,عشيرة - قبيلة,35
9910,바하,باجا,44
6776,이튿날,الغد,66
9503,예멘,اليمن,48
6236,루어,روشير,63
628,다락방,غبار,99
4159,이구아나,iguana.,81
11700,마이크키,سخرية,30
7675,찡그린 것,عبوس,55
7678,해치백,هاتشباك,55
4794,하더 델,هيرشيل,78
8037,재치,خفة,23
11482,혁명가,ثوري,31
673,시멘트,الأسمنت,60
12056,슈도모나스,pseudomonas.,27
5551,페소,بيزو,58
4076,거하귀 다,dowd.,82
8807,지각,المعرفة,46
14092,운영,عمليات,6
3467,쉴라,شيلا,86
10046,발러다 찬,البلديراش,43
6550,메행,ميج,67
12148,알았다,عرف,27
6797,칭하스,شينغ,65
7827,디즈니 랜드,ديزني لاند,59
9090,충격을 받았다,صدمت,24
1379,나히 족,ناهواتل,96
4778,아나 폴리스,أنابوليس,78
10548,램,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,22
244,먹을 수 있는,صالح للأكل,97
2479,폭,سعة,90
7363,외야,outfield.,15
12984,오스트리아,النمسا,19
98,사가랴,zachariah.,100
13508,제프스,جيف,13
10456,잔디,عشب,40
10320,제한,حدود,8
7853,대학,اسكواش,59
8049,소집,حشد,24
9274,로테르담,روتردام.,49
8106,첫날,premiere.,18
9364,밤새,بين عشية وضحاها,49
6584,검은 색,blackcap.,67
6738,프리미엄,الممتازة,63
7968,마이크로파,الميكروويف,58
7260,고환,الخصية,60
10670,벤치,مقاعد البدلاء,36
13145,아리조나,أريزونا,17
6697,당신 자신들,أنفسكم,66
7219,차선 차선,الممرات,26
2482,라벤더,لافندر,90
10484,그녀는,شيا,40
5745,재개되었습니다,أعيد فتحه,61
10495,대기,الغلاف الجوي,31
6663,인간 공학,بيئة العمل,66
3941,몰래 엿보다,نظرة خاطفة,80
6225,boilermakers.,نحل,68
10095,절감,اختزال,41
50,찬사,accolades.,88
9527,분리,انفصال,13
5781,순종하다,الانصياع,62
3925,구이,قواد,83
9057,지루한,ممل,32
11048,배드민턴,تنس الريشة,36
4377,간소화되었습니다,streamlined.,70
6840,헤비급 선수,وزن ثقيل,64
1633,반송,الاحتياطي,74
1263,설문지,استبيان,91
12656,헝가리,هنغاريا,22
13422,요셉,جوزيف,14
7729,깡패들,السفاحين,52
4224,헬레니즘,hellenistic,81
344,히드 록실,هيدروكسيل,83
11616,민족적 우월감,عنصرية,31
13664,현지의,محلي,12
12281,천천히,ببطء,25
5541,슬레이트,نور,54
13293,필요한,من الضروري,15
185,릴리엄,lilium.,100
5475,번호 매김,إعادة ترقيمها,59
4522,물을 빼다,بالوعة,62
1146,아키도,ايكيدو,96
2649,부르고뉴,بورجوندي,89
13689,미시간,ميشيغان,12
8987,오식,مطبعي,31
4674,콘체르토,كونشرتو,77
783,탐지기,بادر,97
5736,살사,الصلصا,72
8927,선원,بحار,38
4146,교황,بابلي,82
11107,시저,قيصر,36
604,헌법,chordate.,99
13434,가져왔다,جلبت,14
5806,종말,دات,72
6886,석면,الأسبستوس,65
6053,deborah.,ديبورا,70
3848,관할 구역,السلطات القضائية,50
12421,오스틴,أوستين,24
1178,마칭,مسيرات,92
7138,명성,هيبة,63
9404,지우다,ورقة رابحة,46
1475,마케도먼,ماسيدون,95
1639,생리의,الحيض,94
3087,불 같은,ناري,87
11387,leeds.,ليدز,33
12797,조종사,طيار,16
1231,torchbearers.,الشعلة,83
1319,하피,harpy.,96
1302,햇볕에 쬐 인,ضربة شمس,93
14278,청구서,فاتورة,10
8886,아 졸라,acharya.,52
11049,신이 옳다고 하다,يبرر,24
537,페즈,فاس,99
11422,체스,شطرنج,33
11314,누구나,كل من,34
3214,장석,الفلسبار,87
1070,스카이,سكاي,96
1423,티로신,تيروزين,95
1908,빛나는 것,متوهجة,71
982,재조정,إعادة تأسيسها,82
3212,벽지,ورق الجدران,83
2109,넓히다,وسع,59
14295,수행원,التالي,5
2073,그릇된 정보,تضليل,92
9575,동시에,الوقت ذاته,41
7688,zo.,زو,60
4017,지점,الانقلاب,80
1109,로사 루시아,rosicrucian.,96
4564,갈비 살,ضلوع,62
2830,유혹,الإغراءات,63
12291,극심한,أقصى الحدود,16
9819,히로시마,هيروشيما,45
11219,흑인,برا,35
10802,피자,بيتزا,38
3995,카시노,كاسينو,83
8685,생기게하다,نشأ,53
9570,농부들,المزارعين,38
2857,unicated.,غير متحكم,88
2454,차분해진,هدوء,78
13026,부정확성,عدم الدقة,18
6446,의지자,اعتمد,68
2604,부울,منطقية,88
8596,호민관,منبر,43
2720,방화범,حارقة,86
953,꽃잎,بتلات,89
8853,연극,مسرحية,50
12364,머레이,موراي,25
12506,학장,عميد,23
60,유효 탑재량,الحمولة,97
6440,떠드는 소리,حلم,67
7757,낭만 주의자,الرومانسية,60
5917,방사,انبعاث,56
2103,갤럽,غالوب,92
11555,격언,حكمة - قول مأثور,30
14384,선두,يقود,7
2309,칭찬,تحيات,56
1869,니스트,نيسم,93
1420,뇌물들,brumbies,82
6021,마음 내키지 않는,غير راغبة,70
1729,사회학,الاجتماعية,41
11522,라일리,رايلي,32
11255,화학,كيمياء,34
3363,독재자,الديكتاتوريين,41
2787,전보,برقية,84
11057,수염,لحية,33
12851,볼티모어,بالتيمور.,20
9369,열의,الحرارية,48
13498,전투기,مقاتل,12
4353,메이지,ميجي,80
12315,멕시코 인,المكسيكي,25
9402,우편 엽서,بريدي,48
3520,쉐브론,شيفرون,84
10741,수집했다,جمعت,24
8624,수포진,الهربس,53
5510,혼수,غيبوبة,64
13079,나무,شجرة,16
6722,쳉,تشنغ,66
8796,매복,كمين,45
11404,소비자,آنسة,33
11597,글래스고,غلاسجو,31
12336,이민,الهجرة,21
2442,꾀가 많은,wily.,90
10929,침대,الرصيف,34
386,삼중의,الترياسي,100
9721,후지산,فوجي,46
130,정전기,كهرباء,89
12765,포르투갈,البرتغال,21
9693,치타,الفهد,44
2110,patten.,باتن,88
12298,속상한,منزعج,23
14391,구월,سبتمبر,6
5553,부룬디,بوروندي,74
12897,조립식 쇠지레,جيمي,20
12596,iv.,رابعا,23
11685,콜린스,كولينز,30
1831,하킹,حكيم,93
14107,일반적인,عام,7
5791,열광한,سلكي,30
9604,모이,موي,47
4971,대대생,الشره المرضي,77
1854,카프 바라,capybara.,91
277,세단,سيارات السيدان,48
8168,가열,تسخين,19
7890,외치는 소리,رواية,59
10384,철회하다,ينسحب,26
7495,발보아,بلبوا,62
6125,무심한,الطائش,69
8237,비둘기 같은,كولومبين,56
9762,녹스,نوكس,45
14171,4월,أبريل,5
12954,은,فضة,19
6453,하이쿠,هايكو,68
10611,디젤,ديزل,38
3913,최후의 일,يوم القيامة,83
5712,파울 렌즈,عطل,35
3973,소나타,سوناتا,81
13666,왕국,مملكة,12
14280,속담,القول,8
7131,메스 칼린,mescaline.,63
1053,용해도,ذوبان,68
7320,퇴화하다,مخيف,30
13818,~ 아니다,لا,5
10721,의자,كرسي,33
3213,필러,حشو,81
7985,부과하다,فرض,33
2451,웃었다,ضحك,38
8698,텐 브라스,tenebrae.,53
11008,대사관,السفارة,34
12827,한국어,الكورية,19
1933,약탈자,المارودر,80
9175,스카,مكن,50
5665,침묵,ماما,40
10121,롤러,أسطوانة,41
13856,오직,فقط,6
10661,가장 오래된,أقدم,38
12817,베를린,برلين,20
7104,정렬,محاذاة,31
11674,두려워하는,خائف,31
11208,할리우드,هوليوود,35
6662,smyth,سميث,66
11652,잘못된,مخطئ,31
9464,전시,زمن الحرب,48
570,농토,الأرض الزراعية,96
928,창연,البسمات,97
7198,움찔하다,نكص,62
10997,웨들,weren.,37
2669,tlingit.,اختلاع,89
11258,돼지,شخص شره,29
666,재현부,reprise.,64
3349,폐지되었습니다,إلغاثة,86
11834,부적당 한,غير كاف,28
7154,임박한,شيك,62
11464,도심,وسط البلد,32
769,고센서,غشين,98
13590,부족한 것,تفتقر إلى,10
12454,홍옥,جوناثان,24
5493,슬로안,سلونة,74
11715,통로,العبور,28
13516,관련있는,ذو صلة,12
8058,그레나다,غرينادا,58
1427,송시,قصيدة,90
10365,고귀한,النبيل,38
13607,브라우저,متصفح,12
6656,쑥 내민,مايجب في الوضع الراهن,58
7115,로비,ردهة,49
2580,유약,aphelion.,89
9353,물개,seadog.,49
6214,파란 사람,كوران,69
4963,부가,الضم,52
10955,비활성화되었습니다,إلغاء تنشيطه,34
11693,제 십사,الرابع عشر,30
14407,예상하다,يتوقع,11
9716,눈보라,عاصفة ثلجية,45
14495,프랑스 국민,فرنسي,11
4745,av.,أه,78
5336,고마이,لوما,75
5863,구조 조정,إعادة الهيكلة,60
6081,법률,ليكس,70
13466,전반적인,شاملة,13
11056,차,شاي,36
12706,예수,يسوع,22
10259,건축,تكتونية,39
11263,캡,قبعة,23
14440,책,كتاب,9
7265,파산,إفلاس,62
13007,반응,تفاعل,17
94,디오메이즈,diomedes.,100
6329,바람이 불어 넣어,مهب الريح,62
117,흡충,حظ lucky strike,98
5137,일루미네이션,المتنورين,76
1867,정수압,هيدروستاتيكي,93
2873,더러움,دور,88
8786,회비,مصاريف,45
2492,배신자,خائن,75
3511,사교 댄스,قاعة رقص,84
6426,씨발,غير معروف,68
3589,오토바이,دراجات نارية,25
6843,여권,جواز سفر,60
12019,옥스퍼드,أوكسفورد,28
10584,유럽 ​​연합,الاتحاد الأوروبي,39
808,푸시 슈,putsch.,98
6508,마가목,روان,68
14035,기름,زيت,16
13031,기초,المؤسسة,17
5838,위로 향하여,صعودا,61
9062,병,زجاجة,39
4265,kapp.,كاب,81
5011,재능,المواهب,31
11942,쇼핑 센터,مجمع تجاري,28
2152,웨일랜드,wayland.,92
13564,농구,كرة سلة,12
11164,대량 학살,الإبادة الجماعية,33
5454,십대,مراهقة,32
181,닐 록존,نالوكسون,100
10356,생존자들,الناجين,32
4442,부러움,حسد,79
13506,우편,بريد,13
3754,장식 꼬리,كيرن,83
13063,폴란드,بولندا,18
11763,루크,لوقا,30
6968,zorro.,زورو,64
7178,dl.,دلف,63
9611,복제,مستنسخة,38
10123,뿔,بوق,34
7491,방화벽,جدار الحماية,62
106,바륨,الباريوم,100
3334,보충제,تكميلي,87
7030,안식일,سبت,64
2173,탈수 효소,dehydratase.,91
6632,마르세이유,مرسيليا,59
899,흑인 남자,رجل اسود,97
741,단단,دانتون,98
10305,이동,exodus,41
5090,언어 적,لفظي,65
3758,페르세우스,بئر,84
4104,요원,enac,82
14308,제이,ي,8
8736,전송,أحال,43
3200,혹사하다,إلحاق,52
9557,매달려있다,التعلق,47
13051,멜버른,ملبورن,18
3591,사마귀,السرعوف,85
5669,나병,جذام,73
801,가느 다란다,weiner.,97
8411,포르토,بورتو,55
5656,서점,هورون,73
8737,비웃음,مهينة,53
2850,충혈,ازدحام، اكتظاظ، احتقان,82
14458,생각,معتقد,11
10632,리리터,ريختر,38
2154,에피네프린,epinephrine.,91
6985,피카,بيكا,64
9933,국민 투표,استفتاء,38
13946,물가,الأسعار,18
9271,헬멧,خوذة,42
5234,보드카,فودكا,75
9035,프러시아,بروسيا,51
14025,나의,لي,5
2151,최고점,أوج,92
2376,명백히 하다,تأكد,79
11471,팔다,باع,21
13272,닥터,الدكتور,16
7554,야채,الخضروات,48
1758,흥분을 흘리며,بسعادة غامرة,51
12580,연설,خطاب,22
3537,그레타의,غريتا,86
11687,스코어 카드,سجل النتائج,30
14198,~을 따라,على امتداد,10
4646,추천,إحالة,75
13880,많은,كثير,6
13468,장관,وزيرة,13
10538,어스름,الشفق,39
9875,병아리,فتاة جميلة,39
2370,아마르,عمار,91
2955,캐럿,قيراط,87
3374,프레임,مؤطر,23
13821,이것,هذا,5
2978,시에 나,سيينا,88
10260,웨슬리,wesley.,41
9784,화장대,الغرور,45
1044,건강에 해로운,غير صحي,96
373,백선 증,سعفة,100
12048,늑대,ذئب,27
3637,힐맨,هيلمان,85
4931,행복하게,بسعادة,77
4276,하계,underworld.,81
4355,논리적으로,منطقيا,25
13246,애틀랜타,أتلانتا,16
10373,구타,قوات التدخل السريع,40
13630,참가하다,مشاركة,9
746,마오이스트,الماوي,93
2007,인의,فوسفوري,87
3491,아카데미아의,أكاديميا,85
689,처방 된 것,المنصوص عليها,89
314,풍력계,مقياس شدة الريح,100
972,gynecomastia.,التثيين,97
293,아하,آها,100
4887,디럭스,ديلوكس,77
7358,벨벳,المخمل,62
12470,펀트,بونت,21
1843,마라 테라,ماراثا,93
1791,무효,إبطال,93
6374,슬럼프,الركود,56
10992,착색하고,ارتدى,37
9037,까다로운,طالب,20
7359,게으른,عاطل,60
12496,xd.,وجه ضاحك,23
12138,그리스도,السيد المسيح,27
10057,핸들,هاكني,43
5436,andromeda.,أندروميدا,74
6497,열도,أرخبيل,67
5332,차축,المحاور,46
3529,수경법,الزراعة المائية,83
1384,가연성,llammable.,91
2942,민들레,الهندباء,87
5720,모드,أساليب,34
7873,가해자,الجناة,44
3646,고패,بكرة,84
12916,쳤다,أصابت,19
4853,전립선,البروستات,76
2420,계획자,المخططون,81
250,프로그래머,مبرمجون,29
7535,치명적이다,قاتلة,59
11468,막대,عصا,31
2281,이노시톨,inositol.,91
4307,외로운,المنعزل,81
12293,사우디,سعودي,25
8521,파견,أرسل,45
14143,열려 있는,يفتح,8
6768,크립톤,كيربتون,66
14461,테이크,يأخذ,5
11838,마,تشي,29
22,립스틱,أحمر الشفاه,100
13693,사랑,الحب,11
6423,재목,الأخشاب,65
6148,제노바,جنوة.,70
13523,여름,الصيف,13
6676,노새,بغل,59
2973,금색 눈,العين الذهبية,88
1957,aspartame.,الأسبارتام,93
8960,미켈란젤로,michelangelo.,51
2278,뻐꾸기,الوقواق,90
10294,기혼,متزوج \ متزوجة,36
12005,이상한,غريب,24
11018,켈트 말,سلتيك,37
12713,동일한,مساو,14
2101,라그랑 강,lagrangian.,92
13077,이닝,الشوط,12
653,청지기,مضيف,63
3800,굽는 사람,بونسن,84
903,두 배로,مضاعفة,97
5711,entre.,إترب,71
8413,평상복,عارض,51
3117,괴짜 벨,goebbels.,88
9471,지역,تضاريس,47
9419,요정,جنية,47
5661,양궁,الرماية,73
1701,블랑카,بلانكا,94
10432,군주국,الملكية,39
11319,앨리스,أليس,34
10758,uckeyes.,بوكس,35
9556,누,نوم,42
91,rhodesian.,روديسيا,100
5699,보증 된,مبرر,31
10872,좁은,ضيق,32
7411,라트비아 사람,اللاتفية,61
3223,파룬,فالون,87
5924,가장 섹시한,سخونة,71
8551,혈장,بلازما,54
4007,황폐화,مخرف,76
4741,스니커,snicket.,78
13862,연령,سنين,6
5759,서두르다,عجل,66
9195,혈관,أوعية,38
1078,캘륨,كالوم,96
149,긴급,الاستعجال,100
7828,삼각대,حامل ثلاثي القوائم,58
2146,탈출하지 못한 것,undraft.,92
13346,홀로,وحده,15
6301,어지러운,دائخ,64
12304,브루클린,بروكلين,25
13374,아이오와,ايوا,14
10088,소방향,فخ النار,43
5588,단계적으로,مراحل,24
11842,살아있는,على قيد الحياة,29
9140,크라이슬러,كرايسلر,50
9038,맨틀,عباءة,50
1447,화장실,مراحيض,41
3908,화력,firepower.,83
419,폭죽,الالعاب النارية,93
2719,서두르는,العقيق,89
5803,카스 스,كاسوس,72
10044,연지,روج,38
13688,백만,مليون,11
11483,지속,المدة الزمنية,32
12516,사복,المدنيين,17
4675,도형,ويب,79
12961,노란색,الأصفر,19
5078,축하 해요,تهاني,76
9826,보이죄,بويز,45
9294,모니터링,يراقب,16
6120,매력적인,مبهر,59
6785,아세틸,أسيتيل,64
14293,캘리포니아,كاليفورنيا,9
5886,구별,يميز,27
1481,바이러스 백신,مضاد للفيروسات,95
6526,군단,سرب,62
