ID,SPAIN,DEUTSCH,INTERVAL
9429,mayonesa,mayo.,51
8159,lleno de cañas,reeder,61
6093,efímera,eintagsfliege,73
2060,álamo temblón,espe,93
9359,conversos,konvertiert,19
1164,estímulo,stimulus,97
13813,tener,haben,5
13772,verde,grün,13
13915,su,dein,5
2638,arqueros,bogenschützen,60
6977,saltó,geknallt,22
8304,sudoeste,sw.,60
9111,utilidad,nützlichkeit,34
9381,cómico,komiker,49
11723,ballena,wal,30
14513,notas,anmerkungen,6
6505,cíclico,zyklisch,69
5288,macarrones,makkaroni,77
1683,impostor,schein,79
9326,lituano,litauisch,51
1547,orgía,orgie,94
5321,mononucleosis infecciosa,mono,77
10452,salida,abfahrt,42
6383,purga,säubern,62
5249,mandar,hander,78
3552,espacioso,geräumig,87
6066,búfalos,büffelbüffel,20
1180,pistolas,handfeuerwaffen,67
5571,estadios,stadien,76
11616,racismo,rassismus,35
9177,fresa,erdbeere,52
495,cosquillas,kitzeln,87
10813,viena,wien,41
10680,decisión,urteil,8
2440,farmacológico,pharmakologisch.,80
10700,recortado,zugeschnitten,29
13012,deshecho,auftanken,21
3744,compradores,käufer,79
10521,pobreza,armut,43
12054,títeres,puppen,26
1178,marchas,marschieren,93
10622,aparejo,burton,42
4046,injusticia,ungerechtigkeit,79
2174,clavija,anbindung,72
1447,baños,toiletten,45
9285,francamente,geradeheraus,52
3632,desproporcionado,überproportional.,80
9184,cosa análoga,analog,42
12215,luego,anon,30
4747,estrujar,quetschen,66
9839,atractivo,einneigend,17
3234,despertar,wecken,79
1554,gose,goss.,96
1588,predominante,vorherrschend,77
14245,adicional,zusätzlich,7
4363,honrado,geehrt,17
13178,longitud,länge,18
6678,caliza,kalkstein,70
6170,fábrica con explotación exagerada,sweatshop,72
13666,reino,königreich,14
1461,pegamento,kleber,96
10686,loto,lotus,42
9095,djibouti,dschibuti.,54
3280,glicol,glykol,85
12051,piso,boden,27
5122,vidente,fey.,79
4586,triunfo fácil,besuchen,80
7830,aquiles,achilles,62
13937,muy,sehr,9
1061,cualquier cosa,whatnot,97
3801,mascar,munch,80
12820,mérito,verdienst,22
3993,diez centavos,dime,79
9986,bufón,narr,46
6464,subasta,versteigerung,62
11209,esquí,ski,30
12402,tiroteo,schießen,22
3781,más profundo,tiefen,86
9382,batería,schlagzeug,32
4536,hipotético,hypothetisch,79
4564,costillas,rippen,64
5719,ficticio,dummy.,72
7658,remitente,seiler,63
9707,armonía,harmonie,47
13743,detrás,hinter,13
12878,tipos,arten,8
6763,salvación,erlösung,68
13261,enciclopédico,enzyklopädie,19
5950,danubio,donau,74
7210,literal,wörtlich,38
6156,simpático,sympathisch,71
13622,curso,kurs,14
4835,capricornio,steinbock,80
14093,futuro,zukunft,9
203,juego de piernas,fußarbeit,100
14017,operando,betriebs,7
7561,arrondulamiento,arrondissement,62
8415,perjudicar,vorurteil,56
5640,hetero,het,75
9153,negación,verweigerung,52
2499,hipotermia,unterkühlung,92
13474,finalmente,endlich,8
12652,secretario,sekretär,25
5757,atornillado,verschraubung,40
11435,deberes,aufgaben,21
12700,blindado,panzer,25
3492,cebada,gerade noch,87
13225,cayó,ist hingefallen,19
12553,mientras tanto,inzwischen,27
9991,como consecuencia,folglich,26
5134,salsa de tomate,ketchup,79
4408,vértice,scheitel,82
9493,molécula,molekül,46
2821,ceder,dang,88
11652,equivocado,verwechselt,34
3837,cag,klappern,86
5448,espurio,stechend,76
12852,bosque,wald,22
5366,extrovertido,aufgeschlossen,77
1900,joroba,buckel,88
1749,falange,phalanx,94
11047,libia,libyen,39
8610,uvas,weintrauben,46
12750,polla,dick,24
3315,tulipán,tulpe,87
10512,bloqueado,gesperrt,30
14023,diferente,anders,10
8991,titular,überschrift,42
6247,nome,nicht ich,71
14209,viejo,alt,12
1107,guardabarros,hüter,45
13880,muchos,viele,6
3733,banquillo,reitlinien,51
14256,llamadas,anrufe,9
6365,mirto,myrte,71
4668,nobleza,adel,81
9152,alá,allah,53
10539,doctrina,lehre,41
7839,mentiroso,lügner,59
5712,sucio,verschmutzte,38
6452,zorrillo,skunk,71
8273,aborigen,ureinwohner,48
11348,banda,streifen,30
7153,divorcio,scheiden lassen,61
13570,pesado,schwer,15
6506,por lo cual,wodurch,71
12771,animal,tier,14
1058,celo,eifer,97
9292,pct,qualifiziert,52
13700,londres,london,14
11908,raro,ungewöhnlich,29
845,exceso,glut,97
154,nexo,nexus,100
4639,picazón,prickeln,81
491,renovación,erneuerung,36
12351,araña,spinne,28
7881,calificaciones,qualifikationen,25
10975,tonterías,mist,39
5157,labios,lippen,60
14483,razón,grund,6
11730,etiopía,äthiopien,34
7212,pesar,wiegen,48
528,heno,hayne,99
2120,chitrafiar,kittchen,93
10446,campo de batalla,schlachtfeld,43
7599,transatlántico,liner,61
14482,por qué,warum,8
6727,gitano,basteln,66
11642,ritmo,tempo,32
6741,escalera,treppe,65
2501,sobremarcha,overdrive,92
4594,prolífico,produktiv,81
11104,gradualmente,schrittweise,36
6296,estilo de vida,lebensstil,66
12350,de pie,stehen,13
8803,apestar,pong.,56
13980,reportado,gemeldet,5
7507,cobardemente,feige,64
541,cingalés,sinhalesisch,99
14206,preguntó,fragte,6
2796,hena,hayward,88
12940,quién,dem,22
893,militarmente,militärisch,98
10862,portero,taltender,32
4915,de la posguerra,postkrieg,80
8817,og,übertrieben,56
6198,buque insignia,flaggschiff,72
11943,permanente,dauerhaft,25
8975,mariposa,schmetterling,53
2940,aplazar,verschieben,63
2721,litigio,rechtsstreitigkeit,87
11630,col,kohl,33
12530,secreto,geheimnis,25
12246,cabello,haar,29
11049,justificar,rechtfertigen,27
4856,refinería,raffinerie,64
6585,cerdo hormiguero,erdferkel,70
3942,explotado,ausgenutzt,44
6018,encarnación,menschwerdung,51
8798,testimonio,zeugnis,51
10629,sorber,sup,42
506,telediario,nachrichtensendung,86
4913,sófocles,sophokles,80
1616,reloj de arena,sanduhr,95
14313,anterior,vorherige,12
9353,foca,see hund,52
694,traicionero,tückisch,97
7072,recargar,neu laden,56
2139,situación,notlage,93
4837,refrigerador,kühlschrank,66
11052,esclavo,sklave,33
2418,río abajo,nachgeschaltet,92
9664,maltuoso,malthusian,49
6454,ateniense,athener,64
12475,misil,rakete,23
11312,oculto,versteckt,37
5205,popurrí,medley.,75
11698,cancelado,abgebrochen,26
1758,fascinado,begeistert,54
3007,mando,knopf,82
14053,oeste,west,10
10232,jabón,seife,44
10678,promesa,versprechen,27
5953,hurón,ferrit,73
7974,punta de flecha,pfeilspitze,62
8568,cazador de aves,fowler,58
14227,devolver,zurückkehren,11
11674,temeroso,besorgt,34
8737,despectivo,abweichen,56
4961,avispón,hornisse,57
935,madera dura,hartholz,97
9210,legado,vermächtnis,53
8448,críptico,kryptisch,58
3479,reedidado,neu veröffentlicht,70
2729,cruces,kreuzungen,45
6326,crisol,tiegel,72
2761,sin heos,haslose,90
14444,continuado,fortsetzung,5
3355,auspicios,auspizien,88
1931,granizada,hagel,90
13526,servicios,dienstleistungen,8
14060,seis,sechs,11
13555,doble,doppelt,13
7446,babura,babbage,64
10154,mensual,monatlich,46
13337,dios,gott,17
2301,dudado,bezweifelt,21
10828,coca,koka,41
11300,mental,psychisch,33
9125,de madera,hölzern,54
10970,misericordioso,verschiedenes,39
6238,recreativo,erholsam,34
13377,prohibido,verboten,11
7589,vertedero,entsorgen,46
6572,antemano,vorweg,70
13208,rayo,strahl,18
7946,venta al por mayor,großhandel,62
13756,rock,felsen,12
7267,quintilla cómica,limerick,65
4142,más oscuro,dunkler,84
5629,chiíta,shiite.,76
716,entrante,eingehende,86
10920,adulto,erwachsene,36
2659,a mano,handlich,91
4906,gere,german.,80
2149,saludo,tobellos,93
14038,señor,herr,12
9047,planeador,segelflugzeug,48
1548,onda corta,kurzwelle,96
5469,redimensionado,gegründet,68
12800,actor,schauspieler,20
7211,viajes,reisen,19
9335,medio camino,auf halber strecke,52
1430,gratuito,unentgeltlich,48
887,déficit,defizite,35
14095,promedio,durchschnitt,12
13011,pobre,arm,21
4446,re añadir,neu hinzufügen,82
419,petardo,kracher,95
5505,cuota,quote,70
2563,jabali,eber,91
5397,alharaca,ado.,77
2367,prosperar,gedeihen,57
10919,beso,kuss,37
14240,grupos,gruppen,8
5223,hablador,gabby,78
12535,asalto,angriff,24
13887,entre,zwischen,9
6184,angoleño,angolan,70
4317,casa club,clubhaus,82
7661,abadejo,ling,63
6124,amoníaco,ammoniak,73
13599,devuelto,ist zurückgekommen,11
13025,coronel,oberst,21
13493,en línea,online,16
9306,policías,polizisten,52
10990,brillo solar,sonnenschein,39
5877,descrédito,diskreditieren,58
7183,margarita,gänseblümchen,65
12221,no podría,könnte nicht,30
10911,perros,hunde,9
8940,confrontación,showdown,55
486,altísimo,steigend,72
13893,debería,sollen,5
400,hondureño,honduranisch,99
8097,viridiano,virsianisch,61
11925,cargado,berechnet,17
709,derrotar a,halsohle,87
10174,salvavidas,rettungsschwimmer,45
12244,afijo,affix,29
14001,pocos,wenige,7
5972,hundir,waschbecken,54
12540,gobernador,gouverneur,24
7265,bancarrota,konkurs,64
3177,tos,husten,82
12258,masculino,männlich,28
11014,suponer,annehmen,22
1283,monótono,ertreiben,96
14505,dirección,adresse,5
1392,imposición,verhängung,97
7721,apocalipsis,apokalypse,63
1438,pentecostés,pfingsten,69
2107,fuego cruzado,kreuzfeuer,93
13742,chico,junge,12
12607,pabellón,station,26
7360,reproches,flok,65
14506,carros,autos,11
8511,remedio,abhilfe,52
11256,truco,trick,32
9454,enfriador,kühler,51
14170,recibió,erhalten,6
5482,incendio provocado,brandstiftung,75
10188,notificación,benachrichtigung,45
4637,distrofia,dystrophie,81
8243,perdonar,verzeihen,53
3011,elíseo,elisha.,89
13287,imperio,reich,18
4082,sí,ay,84
9646,fuegos artificiales,feuerwerk,48
9612,complicado,kompliziert,42
8758,imán,magnet,38
6824,no estaba,warnt nicht,68
13324,discrepar,nicht zustimmen,17
6913,mástil,mast,65
11454,prima,bonus,36
3859,sobrevive,überlebt,26
13942,colocar,satz,10
6710,embarazada,schwanger,69
234,sonrisa,grinsen,92
2210,durmió,habe geschlafen,93
5193,alucinógeno,halluzinogen.,71
14328,condujo,led,12
4805,condenar,verurteilen,37
12375,ante todo,in erster linie,28
2165,electroforesis,elektrophorese.,93
11252,atribuido,zugeschrieben,16
12604,nordeste,ne.,26
4139,hacia el norte,nordwärts,36
924,recorvar,wieder aufgenommen,56
11736,sidra de pera,perry,34
4979,bovino,rinder-,79
12114,menta,minze,29
9774,verificación,überprüfung,48
2163,poco realista,unrealistisch,92
11155,aventuras,abenteuer,30
10384,retirar,zurückziehen,29
7036,cúbito,cu.,66
2805,lo más duro,härter,90
10122,ocurre,tritt ein,13
9320,alegría,freude,50
12679,tendencioso,voreingenommen,24
11492,típico,typisch,27
7560,padrino,pate,63
4368,honestidad,ehrlichkeit,82
10211,cangrejo,krabbe,45
11527,peaje,maut,35
3660,normalización,normalisierung,17
2393,espoleta,wishbone,90
7248,elegibilidad,berechtigung,35
5869,albahaca,basilikum,74
5705,narrador,erzähler,56
7293,infrangible,verletzbar,65
5680,capita,im kopf,75
5731,zarigüeya,opossum,74
9994,delgado,dünn,46
11371,alistado,angemeldet,32
14123,resultado,ergebnis,7
3458,chalado,batty,88
11535,tailandés,thailändisch,35
11664,ciro,zyrus,34
11786,inferior,minderwertig,33
3269,apilado,aufgestapelt,51
479,bebió,getrunken,99
4148,carretera de circunvalación,roadrunner,76
6159,grieta,riss,71
6451,ario,arisch,67
1650,vibrante,beschwingt,95
11869,panadero,bäcker,32
5824,tilo,linde,74
11940,discografía,diskographie,32
2235,escuadro,pethamisch,93
12868,noruega,norwegen,23
6043,taoísmo,taoismus,73
407,engañado,irregeführt,100
3868,irresoluto,ungelöst,85
11579,sonic,schall-,34
1064,venerado,verehrt,55
7688,zozo,zo.,63
3344,peinado,frisur,75
11797,bajo tierra,unter tage,33
1231,corcha,torchbearierer.,85
2050,cabeza armada,sprengkopf,78
13112,capital,hauptstadt,14
9736,facilitar,leichtigkeit,43
10443,deterioro,beeinträchtigung,40
2675,malísimo,lausig,91
7392,carnicero,metzger,61
8004,anclaje,anchorage,62
1827,a prueba de balas,kugelsichere,95
9729,diecinueve,neunzehn,49
6147,indemnización,reparationen,68
14271,en realidad,wirklich,11
14310,algo,etwas,9
1834,escarbador de vidas ajenas,schmierfink,92
6485,hacia atrás,rückwärts,52
4179,bobinas,rollen,54
4764,corte de pelo,haarschnitt,78
10641,revancha,wieder aufnehmen,42
4576,contrabando,schmuggel,74
5660,ataúd,sarg,72
1868,chocho,kollidierend,46
14401,específico,spezifisch,8
1356,glenwood,glenholz,97
9092,amante,liebhaber,46
12578,libanés,libanesisch,26
6341,esposas,ehefrauen,71
1477,director de escuela,schulleiter,94
1584,ardiendo,in flammen,95
8333,coleccionista,kollektor,53
13396,cuerpo,karosserie,16
6160,tracción,traktion,72
9208,centavos,cent,29
10215,sano,gesund,45
2132,paradero,aufenthaltsort,93
1750,rectángulo,rechteck,92
2524,tirano,tyrann,86
8572,blk,blasig,58
5153,amenaza,bedrohung,71
11990,desperdicio,abfall,25
4919,pericles,perikzer,80
7636,pateadores,kicker,22
888,hábil,raffiniert,98
14504,carreras,läuft,8
9946,sión,zion,47
7419,logros,errungenschaften,34
7168,apagar,sich herausstellen,65
1810,de larga data,langjährig,95
1242,mancha,fleck,65
1530,seguro médico del estado,medicare,96
13387,caballería,kavallerie,17
5693,agua dulce,süßwasser,75
2175,indefinido,nicht definiert,92
12948,chatarra,müll,22
10044,colorete,rouge,41
4509,flojo,lax,77
2162,malinterpretado,fehlinterpretiert,74
21,rompecabezas,herzensbrecher,77
3273,descomposición,zersetzung,88
2880,acampado,lagerlich,75
9841,del suroeste,südwesten.,48
9193,ventajas,vorteile,21
8921,hundirse,versank,55
12736,prensado,drücken,14
8154,estante,gestell,45
988,standman,stillman,98
4055,pretexto,vorwand,82
11123,banda sonora,soundtrack,37
10006,burro,esel,46
5695,ciclamen,zyklamen,75
778,disminuido,nachgelassen,79
1998,propagación,vermehrung,70
157,engrapadora,hefter,100
12040,sugerencia,anregung,11
4253,ocaso,ockig,83
17,fanáticos,fanatik,66
13802,con,mit,5
3217,connagua,connaught.,88
10506,esta noche,heute abend,43
7659,olvido,vergessenheit,63
5930,sarga,serge,73
11414,redada,überfallen,28
7943,lengua,zunge,59
14010,ir,gehen,8
12618,cable,kabel,25
3418,silvicultura,forstwirtschaft,88
10371,demandar,verklagen,44
10951,rodilla,knie,38
14176,mirar,sehen,5
5895,procesado,verfolgt,44
12541,fin de semana,wochenende,25
12737,molinero,müller,24
11169,municipio,gemeinde,28
13715,herrero,schmied,13
5870,silverback,silberrücken,74
12925,poli,bobby,22
11345,repostaje,betankung,35
11904,duodécimo,zwölftel,32
6786,señores,lords,17
8155,soldadura,schweißen,56
902,bacalazo,bac.,98
13881,usado,gebraucht,5
2850,congestión,überlastung,84
10247,medido,gemessen,21
3589,motocicletas,motorräder,29
12355,aviación,luftfahrt,28
11402,sin anhelo,torlos,37
14179,ganancias,verdienste,16
3473,bobsleigh,bobfahre,88
7797,del mismo,davon,62
9158,ecuador,äquator,32
10129,dio cuenta,erkannte,27
8730,cpl,ppl.,57
1383,inorgánico,anorganisch,97
8013,absolutamente,vollkommen,62
6375,desestructurado,unorganisiert,70
1419,acreditación,akkreditierung,66
11799,intermedio,dazwischenliegend,33
7966,gorrión,spatz,60
14329,cargar,aufladung,17
966,psiquiatra,psychiater,95
1780,vigorosamente,kraftvoll,68
6994,caza,chevy,67
3701,en tercer lugar,drittens,86
1082,de ahora en adelante,fortan,97
11163,civilización,zivilisation,12
11177,lanzadera,pendeln,38
5744,inexperto,unerfahren,75
8436,habilidades,fähigkeiten,25
5477,mímica,mime,75
12166,tergiversación,falsch verpelte,26
6921,sabueso,hetzen,62
3881,conceptual,konzeptionell,76
7485,más adentro,tiefer,64
6841,fisco,fisk,68
4390,escuela politécnica,poly,80
3122,corsé,korsett,74
4752,audacia,unverfrorenheit,80
14284,a pesar de,obwohl,6
7997,incandescente,glühend,61
854,soler,einlöcher,99
13718,río,fluss,12
10058,deducción,abzug,38
6594,hollín,ruß,70
2714,eventos,gigs,65
13329,zonas,bereiche,11
12079,jardín,garten,25
7184,vengadores,avengers.,44
7154,inminente,unmittelbar bevorstehend,65
7611,soltado,entfesselt,61
9265,judicial,gerichtlich.,51
1147,intransigente,stirb langsam,97
14461,acepta,nimmt,5
13,contravención,zuwiderhandlung,100
9563,lg,lzern,50
8507,en peligro de extinción,gefährdet,55
11122,bucanero,freibeuter,38
8845,pintor,maler,53
230,subgrupo,untergruppe,92
10669,editorial,redaktionell,38
8399,puesta de sol,sonnenuntergang,58
8743,tierno,zart,50
12249,capa,kap,29
10142,revuelta,revolte,43
2096,exclamación,ausruf,92
3780,deteriorado,verschlechtert,64
5451,teóricamente,theoretisch,57
10749,orilla,ufer,38
12281,lentamente,langsam,29
69,clérigos,kleriker,71
12309,variedad,vielfalt,26
10929,atracar,liegeplatz,37
9114,no usado,ungebraucht,50
6016,palo,stöcke,25
8987,error de tipografía,tippfehler,35
6368,pronger,prise,71
12969,demora,verzögern,8
380,alcano,alkane,97
14304,caer,fallen,13
3153,bombardero,bombenschütze,88
10561,piano,klavier,42
10390,saludos,schöne grüße,37
9365,peligro,gefahr,52
3037,pez solar,sonnenfische,89
3633,sagitario,schütze,87
9901,el embarazo,schwangerschaft,47
13039,aproximadamente,etwa,20
13740,común,gemeinsam,12
12785,licitación,gebot,21
3735,bucéfalo,bucephalus,86
12900,economía,wirtschaft,22
2987,convincentemente,überzeugend,89
0,intento,inzwale,8
11140,carga,belastung,25
1842,nocturno,nächtlich,95
1408,durmiente,schläfer,92
7628,espino,hawthorn,45
13764,verdadero,real,13
5114,ábaco,abakus,79
9342,roters,randschaft,51
9319,endosar,studieren,34
6680,dulce de azúcar,fudge,69
13889,a través de,durch,10
1546,capellán,pater,46
7837,agitar,shake,51
13591,oficina,büro,11
8661,transporte,fracht,57
12938,cerrado,geschlossen,12
11320,pasos,schritte,19
9534,neumático,reifen,37
9684,paréntesis,klammern.,49
744,septentrional,state.,99
10889,recuento,zählt,12
5189,instinto,flair,78
4007,devasionado,verwüstet,79
8316,congelado,gefroren,60
3775,vernáculo,ehrenkörper,86
7936,grava,kies,62
9904,contactado,kontaktiert,6
673,cementado,zementiert,62
11460,cuarenta,vierzig,35
4951,mezquos,moscheen,39
4017,solsticio,sonnenwende,82
14396,reclamos,ansprüche,10
13004,responsable,verantwortlich,12
13116,luis,lewis,20
3685,cautivos,gefangene,56
3069,fundamentos,grundlagen,36
4296,jacinto,hyazinthe,82
9562,salario,gehalt,46
13694,defensa,verteidigung,11
8651,ordenador portátil,laptop,57
2168,conspicuo,auffällig,88
11263,gorra,deckel,26
11110,respaldo,backup,38
9530,ginebra,genf,50
7703,reciclaje,recycling,56
2830,tentaciones,versuchungen,66
9288,firme,stetig,51
3584,serafines,seraphim.,87
2990,incentivo,anreiz,75
9433,arca,arche,51
8464,silla de ruedas,rollstuhl,58
6523,infeccioso,ansteckend,71
12292,moscú,moskau,29
7284,petrolero,tanker,57
12647,amenazas,bedrohungen,16
11715,paso,passage,31
12766,tarjetas,karten,15
4454,evaporación,verdunstung,66
14442,decidido,entschieden,8
10294,casado,verheiratet,39
12082,trastorno,störung,29
5110,obstáculo,hindernis,64
13512,corona,krone,15
5630,notablemente,bemerkenswert,28
1986,no explotado,nicht explodiert,94
13602,quinto,fünfte,14
4978,tungsteno,wolfram,79
1648,perdurar,perdue.,92
11671,evaluación,auswertung,30
3131,bostezo,gähnen,86
299,agrupado,gebündelt,77
14014,el menos,am wenigsten,6
14098,izquierda,links,9
6205,limosna,dole.,71
5595,asilo,asyl,74
8966,devoto,hingebungsvoll,45
2141,gatería,gatling,93
460,adictivo,süchtig machend,26
7418,geminis,zwillinge,64
7630,extraterrestre,außerirdisch,62
10931,material bélico,materiel,40
8047,facciones,fraktionen,47
10643,hilado,spinnen,42
5778,travieso,frech,75
5128,ducado,herzogtum,76
10744,nariz,nase,38
6696,no compatible,nicht unterstützt,67
1197,dolea,dolley.,97
4084,bola rápida,fastball,83
1832,cadino,kady,95
13847,compañía,unternehmen,10
13391,fuerte,fort,17
13485,votar,abstimmung,12
3750,enaguas,petticoat,79
4945,irrestricto,uneingeschränkt,79
4266,hornillo de camping,primus,83
14307,alemán,deutsch,12
1186,sharpie,spitzig,97
10426,baya,beere,43
12849,organizar,wrem,23
1528,vejiga,blase,96
7924,escopeta,schrotflinte,59
2234,autostopista,tramper,86
7591,atestado,überfüllt,20
8188,manso,sanftmütig,60
814,llamativo,jazzy.,99
625,legisladores,gesetzgeber,95
692,infiebles,unglück,80
152,sayo,tunika,80
9076,extraño,bizarr,53
12415,amanecer,dämmerung,27
7851,penalizado,bestraft,52
6843,pasaporte,reisepass,62
3980,contiguo,angrenzend.,83
816,rayo de sol,sonnenstrahl,99
10677,ciervo,hirsch,42
14147,recientemente,kürzlich,5
10131,doblar,kurve,42
1669,cerdeña,sardinien,95
11303,competidores,wettbewerber,33
13899,mucho,viel,10
5159,fraudulento,betrügerisch,76
5361,el proceso de destitución,amtsenthebungsverfahren,65
5357,arcadia,arkadien,77
4000,superpotencia,supermacht,75
13947,llevar,nehmen,5
8190,hipopótamo,nilpferd,61
10163,comunicar,kommunizieren,9
10810,sacrificio,opfern,39
12670,píxeles,pixel,24
6024,piruvado,pyruvat,73
3854,matiz,farbton,83
14491,compra,kaufen,29
208,goma de goma,shrove,100
12954,plata,silber-,22
6742,cinematografía,kinematographie,69
4362,confesar,beichten,46
13662,pérdida,verlust,11
3384,incompatible,unvereinbar,82
877,elusivo,schwer fassbar,97
1116,reloj de sol,sonnenuhr,93
5678,patio de recreo,spielplatz,75
12015,trepador,wanderung,31
2462,retórico,rhetorisch,62
10918,secuelas,nachwirkungen,40
281,barcos,kanister.,86
13918,compartir,aktie,6
3159,empresarios,geschäftsleute,88
222,proyectores,flutlichter,98
6091,babosa,slug,55
1539,magnontal,mit einem magnon,96
11812,comparación,vergleich,31
4246,agitadores,schüttler,74
2863,impresionante,knallhart,89
2056,prudencial,aufsichtsrechtlich,93
971,tintineo,klimpern,91
2967,enmascarado,maskiert,40
13713,mar,meer,13
3040,capricho,laune,85
8358,desaparecido en combate,mia.,59
2960,concesión,konzession,67
6419,clímax,höhepunkt,68
12495,embarcacion,schiff,19
2463,paliza,bashing,54
13083,dibujar,zeichnen,17
4324,debutante,verflechtung,71
6254,criada,dienstmädchen,69
5440,alícuota,aliquot,77
8685,surgir,entstanden,57
7356,degenerado,degeneriert,57
3183,ardid,list,88
13856,solo,nur,6
283,de cerca,nahansicht,99
11762,capucha,kapuze,32
13761,tierra,erde,13
991,benn,bend.,92
3636,riego,bewässerung,85
13920,dónde,wo,8
3570,celoso,neidisch,87
6099,culturismo,bodybuilding.,67
12764,peor,am schlimmsten,24
12314,a diario,täglich,28
13419,previo,frühere,17
649,semifinalista,halbfinalist,99
6104,no autorizado,nicht autorisiert,73
10350,diseñador,designer,11
3055,manos libres,weiterleiten,88
4251,saxífraga,steinbrech,83
7557,buenas noches,gute nacht,64
12369,manzana,apfel,27
6955,ladrón,dieb,67
1187,refracción,brechung,85
13268,7,7.,19
5449,idiota,idiotisch,31
5914,superávit,überschuss,74
2218,después de lo cual,worauf,93
6709,centro del campo,mittelfeld,56
11311,deshacer,rückgängig machen,25
9119,reforzado,verstärkt,36
11369,dedicado,engagiert,34
10358,poemas,gedichte,37
10949,agitación,unruhe,39
12133,jueves,donnerstag,30
8048,decoración,deko,61
1551,engle,meckern,92
7631,ensenada,bucht,63
729,cussing,kuscheln,95
8918,obligatorio,verpflichtend,55
4457,huella dactilar,fingerabdruck,65
4760,pava,wasserkocher,79
10320,límites,grenzwert,10
13876,gobierno,regierung,10
8988,intérprete,künstler,12
8410,cera,wachs,55
13617,mesa,tisch,13
1572,cráteres,krater,49
12028,dto,rabatt,29
3526,malvavisco,mäusespeck,87
13745,tablero,planke,12
3711,sansón,samson,86
6835,pascua,passah,68
9305,más mortal,tödlichste,52
3777,escaso,spärlich,70
661,llamador,anrufer,66
6011,granja pequeña,bodensatz,73
10171,en ningún lugar,nirgends,46
7723,incapacidad,unfähigkeit,62
2167,reordenamiento,umlagerung,60
14035,aceite,öl,19
5924,más caliente,am heißesten,74
3497,línea principal,hauptlinie,85
13401,décimo,10.,17
8770,enchufar,stecker,50
1273,piedra preciosa,edelstein,90
4519,invadir,überlauf,74
8321,cístico,zystiker,60
9835,consulta,anfrage,45
12435,corriente continua,dc,28
9827,conexiones,verbindungen,12
10181,hambre,hunger,46
3762,picar,hacken,64
12497,corredor,läufer,21
11113,argelia,algerien,38
8796,emboscada,hinterhalt,49
7213,hijastro,töchter,35
10481,páginas,pp,43
5088,runas,runen,43
6137,auteur,adeur.,73
11849,cornell,gaffell,33
10029,desollador,skinner,46
11258,cerdo,schwein,32
11526,amorío,affäre,24
8386,fachada,fac,59
14127,puntos,punkte,7
11084,minería,bergbau,19
2129,línea azul,blaue linie,93
7441,auxiliar,aux.,64
9116,ups,hoppla,54
2183,injusto,ungerecht,93
3294,bollo,brötchen,57
9930,transportar,fähre,39
12485,reducido,reduziert,19
5375,sacrificado,geopfert,71
7821,cábala,kabale,61
9713,gótico,gotisch,49
7874,multimillonarios,milliardäre,60
4715,tendón de la corva,lähmen,81
13139,mañana,morgen,19
10097,escolta,begleiten,38
330,dava,in dawe.,87
14081,noticias,nachricht,12
2510,farsante,humbug,92
11742,emperador,kaiser,32
4012,ametrallamiento,straffung,75
10642,muestra,probe,32
9430,excitante,aufregend,37
11687,tanteador,scorecard,34
8208,escarabajo,käfer,58
10842,evacuación,evakuierung,27
10343,perdedor,verlierer,36
12326,clasificación,rangfolge,8
10571,cada vez más,zunehmend,42
11280,estudiante de primer año,student im ersten jahr,38
12708,emitir,gießen,22
3836,antimonopolista,köstrufe,86
3054,fundamental,keynote,88
1137,estrella polar,polaris,97
10987,arrancadores,starter,27
8485,pared de piedra,steinwand,57
7469,expo,messe,46
1011,cortar,abgeschnitten,97
10213,poderoso,mächtig,45
13840,i,ich,5
2007,fosfórico,phosphorisch,88
9408,costa afuera,off-shore,51
10644,cereza,kirsche,42
13368,trofeo,trophäe,17
9026,postura,haltung,53
3063,zafiro,saphir,88
10196,esquinero,eckback.,46
11410,culpa,fehler,33
13423,más temprano,früher,17
7269,cafeína,koffein,65
899,hombre negro,schwarzer mann,98
9010,reiniciar,neu starten,44
13790,televisión,fernsehen,12
14039,sin embargo,jedoch,6
13701,datos,daten,14
6306,exterminio,vernichtung,63
6317,fotosíntesis,photosynthese,72
3773,versátil,vielseitig,78
1708,codiciado,begehrt,92
3578,teórico,theoretiker,60
10981,concentración,konzentration,28
13350,velocidad,geschwindigkeit,17
12908,cicatriz,narbe,22
7416,descartar,zurückweisen,30
5490,avestruz,strauß,75
3371,demacrado,höhnisch,88
10127,awm,achtzeitig,46
10866,disminución,ablehnen,16
11498,periódicos,zeitungen,17
2080,ajo,knoblauch,93
3845,sala de prensa,presseraum,86
2667,oligarquía,oligarchie,90
12595,sólido,solide,26
2786,cushing,kush,88
4876,casualmente,zufällig,71
3002,caja de herramientas,werkzeugkasten,89
474,predominio,häufigkeit,67
10432,monarquía,monarchie,43
12687,planchar,eisen,22
5784,mareas,gezeiten,36
5617,girasol,sonnenblume,76
9385,maíz,mais,49
3010,indiscriminadamente,wahllos,48
13884,tres,drei,8
7221,libertad condicional,probezeit,64
1077,analizando,analysieren,43
5259,implacable.despiadado,unerbittlich,77
12662,lista negra,schwarze liste,15
5152,sufrido,erbrochen,78
10089,incumplimiento,bruch,15
7748,tumbar,tum,62
1887,parada,still stehen,94
