ID,SPAIN,PORTUGAIS,INTERVAL
564,secuenciar,sequitur,99
7343,animadoras,cheerleading,58
12008,llevando,consequência,12
4095,redención,redenção,81
14434,requerimiento,requer,7
9338,cocinero,chefe de cozinha,48
7988,guión,cenário,48
1834,escarbador de vidas ajenas,muckraker.,90
2794,parilla,churrasco,88
1418,rarezas,raridades,79
5460,pila,pam.,75
458,sharecropropping,meação,100
6163,rehabilitación,reabilitação,62
5169,reconocible,reconhecível,75
11491,aporte,entrada,32
6572,antemano,antecipadamente,68
8168,calentado,aquecido,20
2379,seguir,prossiga,83
3737,mejillón,mexilhão,81
11402,sin anhelo,sem gols,34
12028,dto,disco,28
6170,fábrica con explotación exagerada,sweatshop.,70
6633,reordenación,realinhamento,55
7981,triunfar,ter sucesso,34
7818,incertidumbre,incerteza,57
13400,carrera profesional,carreira,15
10761,mascota,bicho de estimação,36
13067,hermano,irmão,13
8358,desaparecido en combate,mia.,56
7998,marimacho,butch.,59
4064,gamberrismo,hooliganismo,62
1003,señuelos de la guerra,warlords.,82
12531,macho,malo.,25
7716,eximir,isentar,50
2907,escarbar,scrabble,88
4457,huella dactilar,impressão digital,62
11528,fi,phi.,33
7748,tumbar,tum.,60
12472,ana,ann.,20
1777,celos,ciúmes,90
2775,payasadas,antics.,87
13865,nosotros,nós,6
11687,tanteador,tabela de desempenho,32
3683,a ciegas,cegamente,85
14380,vista,visualizar,7
7854,river,riverfront,59
13715,herrero,smith.,12
3526,malvavisco,marshmallow.,86
12231,novelas,romances.,14
6076,meditación,meditação,62
4535,más inteligente,mais esperto,80
10346,invernadero,estufa,41
5731,zarigüeya,gambá,72
13807,son,são,5
9520,búsqueda,busca,46
12804,ojo,olho,17
1491,sinceridad,vitidez,95
4843,resentimiento,rancor,74
11258,cerdo,porco,31
3870,molestia,incômodo.,83
2333,varita mágica,varinha,90
3732,adelantado,ultrapassado,85
8661,transporte,frete.,53
9656,yo asi,iso.,47
2807,app,aplicativo,89
208,goma de goma,levante,100
8701,destripador,ripper,54
8205,inducción,indução,45
11350,camaradería,parceria,33
7753,criatura,wight.,60
9214,espada,lâmina,42
7587,abucheo,vaia,50
10801,hueco,hayes.,32
6827,tirón,puxão,51
4489,arándano,huckleberry.,80
12390,estrella nueva,nova,27
6206,eclipsado,ofuscado,65
10597,jardinero,fielder.,39
3659,panacea,nostrum.,85
4111,acortamiento,encurtando,37
5346,cromo,chromium.,75
2121,profanación,profanação,87
7391,rotura,rasgar,44
13003,conservó,manteve,20
6960,autopista,auto-estrada,60
11344,culo,bunda,34
280,carretón,bogie,91
8452,endefermo,yarter.,55
6080,tía,tia,69
8978,corcho,cortiça,50
1939,mudar,slough,93
902,bacalazo,bac.,97
10300,alimentados,fed.,41
3545,bae,querido,86
2863,impresionante,fodão,88
2064,copto,cóptico,92
7060,tubería,pipeline.,61
9534,neumático,pneu,35
12725,voló,voou,23
3727,agua sin gas,ainda água,85
5904,levitación,levitação,70
13029,único,exclusivo,19
13124,pinchar,prod.,19
7946,venta al por mayor,atacado,59
1967,niñera,babá,93
14305,aire,ar,9
13484,ab,abl.,14
11911,nube,nuvem,27
10430,franjas,franz.,41
2942,diente de león,dandelion,87
8122,accedido,acessado,9
9979,hidroxi,hydroxy.,45
1905,orfebre,ourives,86
13506,correo,correspondência,14
9821,salar,saltine,46
770,de precaución,precaução,98
14214,necesidades,precisa,6
195,valle arbolado,dingle.,100
5791,por cable,com fio,32
6493,vientre,barriga,49
7046,mundo maravilloso,país das maravilhas,64
7396,estruendo,din,62
2737,de la unesco,unesco.,89
14490,transformado,virado,10
2466,dichos,sayers.,82
3144,azada,enxada,86
10319,linda,linn.,42
11093,cañón,canhão,34
13589,estar de acuerdo,concordar,12
14073,posible,possível,7
11965,racimo,monte,29
10036,sin etiqueta,desmarcado,44
11358,todos,todo o mundo,35
4387,jazmín,jasmim,79
602,estridente,raucoso,99
22,lápiz labial,batom,100
10757,indicador,medidor,38
3836,antimonopolista,antitruste.,84
79,chotacabras,nighthawk.,94
8101,desempate,tiebreaker.,58
11172,equitación,cavalgando,24
7016,reeva,reeves.,55
13394,revolución,revolução,16
2329,matrícula,taxa escolar,91
4442,envidia,inveja,79
6232,estupendo,hon,70
5023,agujas del reloj,sentido horário,77
7486,bendecir,abençoar,45
14420,llamado,nomeado,7
10445,cuello,pescoço,38
4081,trinquete,lingueta,82
13909,bueno,bem,8
6279,bielusiano,bielorrusso,70
2149,saludo,goalless.,92
6179,upc,cpu,67
2900,furiosamente,com raiva,88
14474,capacitación,treinamento,11
11328,púrpura,roxa,35
7584,aerobús,airbus.,61
14403,pronto,breve,10
14505,dirección,endereço,6
14163,investigación,pesquisar,10
14201,pantalla,tela,20
2830,tentaciones,tentações.,63
5486,isaiah,isaías,75
4931,felizmente,alegremente,78
2053,estornudar,espirrar,85
10342,danés,dinamarquês,41
5372,extinguirse,exaltar,75
13954,bien,bom,7
7419,logros,conquistas,32
215,féretro,mortalha,100
12996,inútil,sem utilidade,20
9163,pretendiente,presley.,50
10997,sentimiento,weren.,38
10333,darse,dar.,41
5162,abonado,assinante,53
8508,de marea,maré,55
8558,sin sentido,sem significado,54
7895,empuje,impulso,54
160,asqueroso,imundo,100
6181,besar,bess,70
3125,sin acontecimientos notables,sem precedentes,82
13284,8,8º,17
2652,estornino,starling.,90
13737,josé,joe.,12
10779,eje,eixo,38
9918,satán,satanás,38
4548,enredado,emaranhado,72
12133,jueves,quinta-feira,29
12459,caminante,andador,26
8627,giro,torção,40
6832,demolición,demolição,63
2905,bizancio,bizantium.,88
6473,campesino blanco,redneck,66
1850,aliteración,aliteração,94
13324,discrepar,discordo,16
10453,zaqueta,zack.,41
14449,más extenso,mais longo,11
8634,basura,bobagem,54
6147,indemnización,reparações,65
1844,trotón,trotter.,91
8439,oler,elmer.,55
13952,parte,papel,8
6301,mareado,tonto,65
7151,vást,var.,63
3055,manos libres,não interferir,88
12707,roca,pedra,20
11523,túnez,tunísia,33
10140,dúo,duo,43
11157,ingreso,renda,33
13591,oficina,escritório,11
4259,gaucho,cowman,81
3604,oruga,lagarta,82
11081,obsesionado,assombrada,35
2297,dar por,daud,91
4777,unionista,sindicalista,69
12641,aligerar,clarear,24
2280,cañonazo,tiro,86
11042,aguja,marlin.,31
6515,consolador,dildo.,66
2225,brahmán,brâmane,78
14209,viejo,velho,11
12724,lesión,ferida,18
3457,águila pescadora,osprey.,78
14203,procesando,em processamento,11
4500,carón,charão,80
7349,asignación,alocação,29
1549,martilla,mulder.,95
2729,cruces,junções,42
6881,zarzo,wattle.,64
6084,picadillo,cerquilha,64
13016,enfermedad,doença,19
14011,proporcionar,fornecer,6
7392,carnicero,açougueiro,57
9916,provisiones,disposições,38
5883,distrito electoral,constituinte,50
8534,plombagina,plumbago,55
6868,vainilla,baunilha,65
14189,llave,chave,12
8182,mantenimiento de la paz,paz,48
5919,deidad,divindade,61
6191,jero,heh.,70
7023,alfombra,tapete,62
1046,corpiño,corpete,86
1414,abastecer,cater.,69
2423,de interés periodístico,newsworthy.,90
1137,estrella polar,polaris.,96
8755,continuación,sequela,49
1354,hept,home,96
12980,recalada,landfall.,20
12188,cresta,cume,28
10190,en total,completamente,43
4774,agrios,citrino,79
4663,inconcluso,inacabado,79
6758,indudablemente,sem dúvida,66
3197,cuidado de la salud,assistência médica,87
5845,mechón,mv.,72
12849,organizar,wr.,22
7403,violeta,tolet,60
9815,colgante,pendurado,33
11956,agujero,orifício,25
6804,laurel,louro,65
4356,dafne,daphne.,81
11763,lucero,lucas,32
10039,nitrógeno,azoto,43
13525,visible,visível,14
12665,dibujado,retirou,24
1044,insalubre,pouco saudável,96
11515,gramo,gr.,33
1311,perro tejonero,dachshund.,96
3910,borde del camino,na estrada,83
2992,melé,scrum.,87
8161,adquisición,aquisição,51
12962,ubicación,localização,10
14153,prueba,teste,5
1060,cucharas,colheres,51
14396,reclamos,reivindicações,10
1412,huella,traços.,46
240,escupir,cuspindo,28
7625,pepitas,nuggets.,54
3205,tener suerte,hap,86
272,bailar,baller.,90
12319,lanzador,jarro,22
13543,dio,deu,14
8012,compositor de canciones,compositor,48
6977,saltó,apareceu,21
2208,valoración,titulação,90
1482,situado más al norte,mais setentrional,95
784,casa antigua,claymore.,97
12551,navidad,natal,25
13072,ola,aceno,17
2982,gig,gid.,88
3012,alrededores,recintos,68
12060,cómic,quadrinho,16
3225,estropearse,crunk,87
13877,puede,poderia,5
5266,barajar,shuffle,62
13377,prohibido,banido,11
14430,vínculo,ligação,22
9946,sión,sião,45
10505,chip,lasca,31
12415,amanecer,alvorecer,26
7120,trebuchet,catapulta,64
3736,bocadillo,lanche,75
5344,gato montés,gato selvagem,34
12830,rueda,roda,18
11343,volver a publicar,reabastecer,35
7856,nacer,nanking.,59
14176,mirar,olhar,5
5427,patinador,skatista,36
13323,bretaña,grã-bretanha,17
4507,andante,errante,80
8106,estreno,pré estreia,20
3373,revocar,revogação,73
11758,calentamiento,aquecimento,25
5539,la haya,haia,74
6937,libro de texto,livro didático,52
11063,reajuste salarial,cola,37
9344,césped,grama,48
12949,apropiado,adequado,14
12867,pavo,peru,22
578,metedura de pata,tesão,96
2770,subvención,subvenção,76
13953,atrás,voltar,8
13211,yanquis,yankees.,15
3871,terriblemente,horrivelmente,49
1258,presagio,prenunciando,85
6099,culturismo,bodybuilding,64
457,pedacito,qtr.,100
10915,soldado americano,gi.,37
7912,leveña,leander.,59
14077,punto,apontar,7
7213,hijastro,filhas,33
13938,comparte,ações,7
1570,transitorio,transiente,92
12051,piso,chão,26
8766,cruzados,crusaders.,29
13740,común,comum,11
7004,estadio de béisbol,estádio,55
3485,tortazo,smack.,62
278,recinto ferial,fairgrounds.,98
417,bachillerato,bacharelado,100
10972,fortalecimiento,reforço,19
7740,kárate,karatê,58
2959,aficiones,hobbies,57
6810,jabalí,javali,65
12446,realizado,conduzido,18
12838,acercarse,aproximação,17
3528,palta,abacate,83
2923,triplicar,agudos,88
5856,pasto,lea,71
12185,brincar,saltar,27
8548,villanos,vilões,47
13542,huelga,greve,12
12936,puerto,porta,20
14043,asunto,emitir,8
5662,sensación,sensação,58
3171,lisiado,aleijado,73
11168,excusa,com licença,34
13111,q,q.,19
1377,paisaje modelado,parkland,89
7000,nudillos,knuckles.,61
7301,bombardeo aéreo,blitz.,58
6786,señores,lords.,16
8718,sombreros,chapéus,28
1585,mover el esqueleto,boogie.,94
10911,perros,cães,9
11991,desfloración,manchando,26
5022,adjunto,anexo,71
13681,enviado,enviei,13
6444,vigilante,zelador,67
10042,afrontar,lidar,43
7561,arrondulamiento,arrondissement,60
14066,agregado,adicionado,6
12301,escanear,varredura,19
5426,establecer en,seton.,75
150,la w,o w,98
10748,inalámbrica,sem fio,39
8362,rayas,listras,43
14152,paquete,pacote,22
13325,asegurar,garantir,15
4402,gorro alto de piel negra,busby.,81
1813,mirada lasciva,leer.,93
13071,elegir,escolha,13
6922,pequeñito,wee.,64
5343,patio,quad.,73
9273,deforestación,desmatamento,49
7141,empanada,patty.,62
7636,pateadores,jogadores,21
3750,enaguas,anágua,77
45,sagrada escritura,escritura,80
13573,con frecuencia,muitas vezes,14
12799,reloj,relógio,21
6877,bretón,bretão,65
2060,álamo temblón,aspen,92
3375,rebote,saltando,43
11403,experto,especialista,26
10589,escarcha,geada,38
3651,los reyes magos,magi.,85
3121,pastilla,jujuba,88
12271,disuelto,dissolver,26
7481,ujier,usher.,57
1323,anales,anuais,96
3374,enmarcado,emoldurado,25
11910,disturbio,tumulto,17
3127,velo,véu,71
1362,jurada,jure,94
8949,esparto,alfa.,51
5589,fabricación de cerveza,fermentação,42
10298,científicos,cientistas,33
4072,veintiuna,blackjack.,82
7485,más adentro,deeper,62
2757,salmón ahumado,salmão defumado,89
5241,disipación,dissipação,19
104,sin cesar,não reconhecido,100
5869,albahaca,manjericão,72
5173,ocio,lazer,74
9395,aniversario,anders.,49
9961,casi nunca,raramente,28
4247,agravio,delito,79
2881,juba,júba.,88
718,gesto de desaprobación,tut.,95
2861,caña,bastões,56
13271,relé,retransmissão,17
3979,torcedilla,torchwood,83
11368,grueso,estojo,35
7511,fiscal,promotor,50
7080,céntrico,centrado,64
11416,desfile,parada,33
3684,medicina,med.,85
9325,goma,chiclete,47
5361,el proceso de destitución,impeachment.,62
1075,nene,tot.,78
664,iffe,iffy.,98
14041,ya,já,9
7739,un rato,um tempo,60
4315,savia,seiva,78
8172,que representa,retratando,25
8276,lucio,pique,51
1116,reloj de sol,sundial,92
1499,rogue,rogan.,95
892,abasí,abbasid.,97
14404,revisar,análise,8
1659,fumador,fumante,80
10377,compañero,parceiro,33
11375,entrada,enfrentar,26
13357,oner,ont.,16
6577,hermanos de religion,irmãos,68
646,monasterio,chartreuse.,99
12579,ficción,ficção,19
10871,terrible,terrível,34
11051,vacas,gado,37
2110,zueco,patten,88
516,guerna,guernsey.,99
3130,cenagal,atoleiro,86
4559,coger,caker.,80
555,propiedad vitalicia,freehold,99
4360,enchufe,estalando,35
3837,cag,cagrão,84
10172,loro,papagaio,42
13706,previsto,esperado,12
3026,graderío,bleachers.,85
3831,estiércol,estrume,83
4378,sajones,saxões.,53
11227,p.ej,por exemplo,36
6385,lo antes posible,assim que possível,69
6642,pedregoso,stony.,67
4329,tenaz,persistente,78
13585,nacido,nascermos,13
13106,wills,wickets.,15
1246,misterioso,uncanny.,96
2471,intervilización,interlanguage,90
4959,sin personal,não tripulado,77
3756,buey,boi,84
14159,laboral,trabalhando,5
13854,afuera,fora,6
12927,recepción,recebendo,7
3249,joven a la moda,flapper,87
11483,duración,duração,33
1324,pío,peeps.,81
5786,varonil,viril,72
10950,gregory,gregório,38
1231,corcha,torchbearers.,83
6073,abedul,bétula,71
14496,inflación,inflação,44
8425,granero,celeiro,54
6850,molde,mofo,55
13433,mate,matt.,15
1931,granizada,chuva de granizo,88
988,standman,stillman,97
6355,esencial,pivotal,60
6770,escasez,falta,53
2156,fugas,vazando,40
12631,gris,cinza,24
391,vida futura,vida após a morte,100
8066,se produjo,seguiu-se,31
808,golpe de estado,putsch,98
5311,aerodeslizador,hovercraft.,76
2890,fruición,fruição,88
11347,apodo,apelido,28
12119,circulación,circulação,25
5814,dependencia,confiança.,73
8056,ratones,camundongos,58
7874,multimillonarios,bilionários,57
365,macaco,macaque,99
6994,caza,chevy.,64
7116,busto,fracasso,50
3063,zafiro,safira,88
474,predominio,prevalência,64
5079,aprender,lear.,77
12213,steelers,ladrões,28
5765,bik,bk.,73
2,galleta salada,pretzel,93
14381,valores,valores mobiliários,12
8656,desglose,demolir,52
12859,josmos,josh.,22
6692,gusanos,worms.,46
1148,nudibrán,nudibrânquio.,96
11303,competidores,concorrentes,31
265,cordura,sanidade,100
1580,nómada,nômade,78
10251,nuevo méjico,nm.,42
3980,contiguo,adjacente,81
6267,campesino,camponês,52
4029,lecha,milt.,82
2125,banshee,alma penada,86
783,ser un problema,prob,97
725,textiles,têxteis.,62
841,calesa,buggy.,97
34,empleados,funcionários.,87
2209,plano,blueprint,86
2665,torbellino,hidromassagem,89
7664,alabado,elogiado,40
11089,tío,tio,37
9073,rebautizar,renomear,23
11812,comparación,comparação,29
2322,pímetro,pix.,91
4483,melena,juba,76
4137,salón de clases,sala de aula,75
12230,cadera,quadril,27
8227,rvdo,rev.,56
7800,tenencia,posse,58
12299,jardines,terrenos,12
1851,abigarrado,horrley.,93
4236,errante,vagando,35
9716,tormenta de nieve,nevasca,46
3557,layo,layup.,86
3131,bostezo,bocejar,84
13399,caliente,quente,16
5967,argón,argônio,72
10987,arrancadores,iniciantes,25
9359,conversos,converte.,18
13191,oración,frase,13
8009,desnudo,nua,35
5276,estar atento,olhe,75
191,ostentación,ostentação,100
14336,estándares,padrões,12
6947,lealtad,fidelidade,63
932,cartera,satchel.,97
12293,saudí,saudita,27
2117,catalítico,catalisador,91
2077,córneo,com tesão,92
9098,cupé,cupê.,20
11666,hurto,roubo,32
12974,pelotas,bolas.,11
7593,sótano,porão,60
10387,pilotos,aviadores,41
12070,solución,solução,25
8617,muftí,à paisana,54
11829,ion,íon,31
2347,palos,parceiros,55
4310,desventaja,handicap.,64
8540,tejón,texugo,43
5810,helecho,samambaia,72
3998,brumoso,misty.,83
822,insuperable,intransponível,98
10340,pulgar,dedão,40
6254,criada,empregada,67
8154,estante,prateleira,43
1203,esguince,entorse,70
8192,serpentinas,flâmulas,49
10206,diptura,imprudente,42
12420,alguien,alguém,26
9324,transmisión exterior,objecto,48
13232,vejestorio,dodo,18
4144,más ancho,mais ampla,82
6621,fogata,queimada,54
1456,indefenso,desamparado,91
11309,pingüino,pinguim,26
11002,soplar,golpe,31
11468,vara,haste,33
574,inmersión,imersão,88
10186,ántrax,antraz,43
8920,influenza,gripe,52
6965,eyaculación,ejaculação,62
4394,mongoles,mongóis,54
3236,perdiguero,dearborn.,87
13034,países bajos,holanda,20
226,entrelazar,interleague.,100
4557,parar,desviar-se,77
10468,suposición,suposição,36
13762,noche,noite,12
9017,clavo,unha,31
1163,bombero,fireboy.,96
1092,pluma,quill.,94
6213,aleación,liga,63
4708,plaro,ppl.,79
620,avelandas,warplanes.,99
5890,nuez dura,hickory,72
8368,santas,realização.,55
5966,percusión,percussão,69
4134,no libre,unfree.,82
9600,despotricar,rant,40
5516,miseria,amendoim,40
7424,sabiduría,sabedoria,62
14398,fecha,data,7
1006,hachís,haxixe,97
14143,abierto,abrir,8
6159,grieta,renda.,69
4717,ópalo,opala,79
8659,de paso,incidentalmente,51
6157,carnicería,carnificina,70
7468,pos,posador,43
13811,tiene,tem,5
3364,deslumbrador,gritante,77
4756,altar,haute.,73
10664,clan,clã,36
13008,clave,senha,20
13210,elecciones,eleições,10
1230,jobo,jobe.,96
405,volquete,basculante,100
10861,timonel,cox.,38
6445,garza,heron.,69
3806,ferrer,furador,84
5987,filigrana,marca d água,64
5970,proscrito,bandido,52
7162,virar,veer.,58
14466,buscado,desejado,6
12043,subterraneo,metrô,29
924,recorvar,recurvo,53
8768,menú,cardápio,52
2586,fotocopia,xerox,90
13528,adán,adão,12
13640,ha fallado,fracassado,12
1351,fanatismo,intolerância,96
9726,doblar,dob.,46
3898,asno,assam.,83
9966,reanudar,retomar,30
11674,temeroso,com medo,32
5419,mitosis,meiose,75
5768,subsecciones,subseções,46
13428,vado,ford.,15
2660,más rico,richest.,90
9099,colocación,colocação,50
12346,lío,bagunça,21
13265,sentido,senso,17
12159,cohete,foguete,22
11305,volcán,vulcão,34
10607,rin,reno.,40
10304,insignia,distintivo,38
9919,barcoso,bart,45
8717,desencadenar,acionar,38
5500,interdicción,interdição,70
8417,indiferencia,desprezo,48
8706,motivación,motivação,30
5525,retirada,recuando,33
3463,ovación,ovação,83
3350,muy delgado,magrelo,87
11263,gorra,boné,25
12760,puntilla,brad.,23
11128,repartido,distribuído,21
11033,guarnición,guarnição,34
0,intento,intita,7
8055,cuchilla,relha,58
4917,ascenso,subida,78
12613,afd,aff.,24
3700,matanza,derramamento de sangue,85
5329,emprendimiento,comprometeu-se,75
8523,breta,bon.,54
6604,rocío,orvalho,67
12946,selección,selecionando,12
11728,milán,milão,32
29,melancolía,melancólico,100
6674,roduce,rodman,67
7881,calificaciones,qualificações.,23
12870,novato,rookie.,20
8356,tensión,tensão,46
7812,herrería,smithers.,59
8291,cuchillo,faca,56
13291,nación,nação,8
13832,tenía,tive,7
8807,percepción,percepção,47
13487,iglesia,igreja,14
7658,remitente,mailer.,60
12739,escuchar,ouvir,19
9990,cuántico,quantum.,44
13838,nuevo,novo,7
3398,patio interior,quintal,86
9930,transportar,balsa,37
3977,reescribir,reescreva,83
9737,leva,campainha,40
316,envase,enlatamento,100
12687,planchar,ferro,21
1702,asentir,assentimento,89
14170,recibió,recebido,7
7793,proposición,proposição,56
13326,hora,hr.,14
552,desvinculado,desinlinvente.,94
1147,intransigente,duro de matar,96
1900,joroba,corcunda,87
530,esturión,esturjão,98
803,curva,bola curva,98
11094,pascua de resurrección,páscoa,37
10888,puntiagudo,atingiu o pico,16
3573,mejilla,bochecha,74
9943,rodador,wheeler.,44
2688,panadería,padaria,83
3611,fusión de un reactor,meltdown.,83
2085,paracaidista,pára-quedista,50
6160,tracción,tração,70
8129,fíat,fiat.,58
14236,delicado,morto,11
2234,autostopista,mochileiro,84
10161,hombre murciélago,homem morcego,43
8488,deslizamiento de tierra,landslide,42
12705,nadie,ninguém,23
13976,sin,sem,6
12691,amistoso,amigáveis,23
7924,escopeta,espingarda,56
5915,campo de campo,downfield,72
8910,infrarrojo,infravermelho,52
14254,sistema operativo,os,29
4968,ruiseñor,rouxinol,77
10237,teclas,chaves,12
14091,norte,n,9
2589,bicho raro,esquisito,88
5778,travieso,danadinho,73
8155,soldadura,soldagem,53
5628,liendre,nit.,72
3785,australineros,midratário,84
11850,sucede,acontece,12
12726,listo,pronto,22
2451,se rió,sorriu,38
10090,abstenerse,desistir,43
8944,agobiante,muito pesado,37
4228,chirridos,chilre,78
11068,huevo,ovo,34
6127,revisión,revisão,60
10598,camerún,camarões,40
661,llamador,chamadores,64
6856,línea de datos,dataline.,66
12708,emitir,fundida,21
4193,tachar,strikeout.,40
4276,inframundo,submundo,81
11271,cuarteles,trimestres,10
2372,buzón,caixa de correio,88
14332,alcanzó,alcançado,10
1026,remolacha,beterraba,94
5424,emorio,emory.,75
5839,se acabó el tiempo,tempo esgotado,59
5640,hetero,het.,73
8492,superválido,outscored.,49
6907,cosa muy pegajosa,gosma,65
3501,muesca,entalhe,55
350,somorgujo,loon.,98
10795,notario,comissário,37
12176,sobresaliente,fora do comum,29
5742,cítrico,cid,73
13116,luis,lewis.,19
11866,ocupación,ocupação,28
13742,chico,garoto,12
2827,asfixia,sufocando,68
9251,estaño,lata,49
2714,eventos,gigs.,62
3530,ternero,bezerro,86
6560,rasgarse,rasgou,68
13729,infracción,violação,12
7934,esquilador,shearer.,56
8348,sin fundamento,insubstanciado,56
11278,relaciones públicas,príncipe,35
10665,dibujos animados,desenho animado,32
13501,estándar,padrão,12
2022,marcador de posición,placeholder.,92
3298,hurra,yay,87
3071,en los estados unidos,estadista,88
1530,seguro médico del estado,medicare.,95
60,carga útil,payload.,97
1741,mecenazgo,patrocínio,94
4813,trasladarse,realocar,34
12150,desleal,sem fé,29
10267,vías aéreas,airways.,40
6474,réplicas,tremores secundários,55
13057,c ª,inc.,20
12326,clasificación,classificação,8
13835,oms,quem,7
6124,amoníaco,amônia,71
9304,salmón,salmão,49
13300,elevado,criado,14
13248,pro,pró,15
7974,punta de flecha,arrowhead,59
52,latido del corazón,batimento cardiaco,99
11230,presupuesto,orçamento,34
3791,agitado,abalado,84
13463,z,z.,15
2443,asigna,atribui,13
14186,tomado,levado,8
13226,hacia adelante,frente,10
12701,contento,alegre,23
10232,jabón,sabão,41
10605,presuntamente,alegadamente,40
11274,pescador,fisher.,35
3475,reaccionar,reagindo,45
14074,lejos,distante,9
7488,presentaciones,submissões,45
4447,arrastrarse,rastejar,67
3416,scooter,lambreta,82
10904,almacenamiento,armazenar,38
554,neblinoso,enevoado,99
10402,huido,fugir,41
4152,avanzada,posto avançado,68
10228,cómodo,confortável,31
11505,solicitud,inscrição,22
5649,bocinazo,honk.,72
9997,disparate,piffle.,44
5103,ruda,rue.,77
2133,geisha,gueixa,91
1371,chiflado,wacky.,95
10925,monte,mt.,37
10957,anillos,argolas,19
6107,lombriz,minhoca,70
6461,no constructivo,não condutor,69
7099,traición,traição,62
10784,según se informa,supostamente,38
50,consolados,acoladas.,88
1636,snelir,snell.,94
5560,fuera de juego,impedimento,74
9984,reelección,reeleição,42
12979,clasificar,ordenar,17
9633,pecho,seio,42
4272,inanición,inanição,81
12722,madre,mãe,23
1628,agujerito,pinhole,94
7039,contrapartes,homólogos,50
14360,enero,janeiro,6
13728,citación,citação,11
12114,menta,hortelã,27
1313,chamán,xamã,82
13943,apagado,desligado,9
1083,riñones,rédeas,73
7939,mezcla,mistura,21
2730,molienda,esmerilhamento,66
1546,capellán,padre.,43
6309,arquímete,archimedean,69
5544,escarchado,gelado,74
12504,discos compactos,cd,25
7189,puerto pequeño,marina,63
13874,allá,lá,6
13183,desplegado,implantado,14
2594,de conformidad con,nos termos,90
5990,café exprés,espresso,72
9691,germán,herman,46
10719,visión,visão,32
11806,león,leão,18
12912,corporación,corporação,17
12347,carril,trilho,25
9079,novia,namorada,50
6537,cool,coolidge.,68
9814,colmillo,fang.,45
1826,brutín,grinch,94
4464,eurasiático,eurasian,80
13569,acampar,acampamento,13
11061,munición,munição,37
9227,colina baja,mesa.,50
4191,hilanderos,spinners.,54
10942,fiambres,delicatessen,38
8972,trampa,armadilha,34
10892,aplastar,quebra,30
12262,asaltantes,raiders.,27
8148,mendigar,implorar,47
5065,canalla,cafajeste,77
6139,resbaloso,liso,64
1273,piedra preciosa,gemstone,88
14411,trabajos,empregos,18
14140,probable,provável,5
13619,disponible,acessível,13
3453,cuajar,gelatina,86
10575,jurar,xingar,38
863,saturación,saturação,61
7852,cuna,berço,59
7013,pudín,pudim,60
450,preguntador,oitador,100
4292,puñalada,facada,60
9361,yak,iaque,49
8123,hacha,machado,51
6749,mosa,meuse.,66
7169,rebotó,recuperado,28
7977,nudo,nó,30
3655,rerunes,execuções,77
5710,secuestrado,abduzido,50
3330,serpiente de cascabel,cascavel,86
10503,radiación,radiação,38
11406,halcón,falcão,20
13632,foro,fórum,13
9097,yoduro,iodeto,51
13827,haría,seria,5
5425,cuerno grande,bighorn.,75
3182,difuminar,borrão,75
127,surtido,sortimento,81
8087,collar,colarinho,48
5901,involuntario,não intencional,63
8311,aparato,aparelho,56
9864,siguño,sig.,45
707,slone,soldado,98
9788,desayuno,café da manhã,45
259,grupa,brincando,100
1416,píldoras,comprimidos.,57
11835,broncearse,bronzeado,30
6430,cañutillo,gimp.,68
3873,peatonal,pedestre,77
1149,chaquete,gamão,96
11503,tíbet,tibete.,34
12392,mierda,porra,22
6077,att,atrecer,71
9640,thames,tamisa.,47
813,atigrado,malhado,98
6554,bután,butão,68
9697,ovni,ufo.,45
9302,deshinchar,desfigurar,50
12711,autobús,ônibus,22
3495,hadiz,hadith.,86
7718,contradicción,contradição,35
13721,contribuyentes,colaboradores,12
14406,hacia,na direção,13
9288,firme,estável,48
10147,conservar,reter,27
214,yikes,caramba,100
2393,espoleta,fúrcula,89
13079,árbol,árvore,18
1370,urbar,urb.,96
5340,folleto,panfleto,64
631,sin cortar,sem cortes,99
11975,puertas,portões,22
13329,zonas,áreas,10
14024,cuarto,trimestre,10
10844,fusión,fusão,38
9824,marino,maroons.,39
6186,campista,campeche,70
8622,orejas,ouvidos,37
1812,piedra angular,pilar,89
14141,pendiente,devido,7
13089,robot,robô,18
1913,antorchado,tocha,33
7144,en t,int,63
13639,desafortunadamente,infelizmente,13
12040,sugerencia,sugestão,10
13006,dibujó,atraiu,20
13659,resolución,resolução,12
9193,ventajas,vantagens,20
6424,tonelero,hooper,69
4042,tranquilamente,calmamente,82
9048,el más joven,mais novo,51
9185,diosa,deusa,49
12196,est,husa,28
6576,emú,emu.,65
8776,momia,mamãe,52
6818,teledifusión,telecast,58
6746,mueble,mobiliário,66
151,calor,cordialidade,100
11639,slalom,ziguezague,31
13875,a ellos,eles,6
6593,barrio bajo,favela,65
4933,parrilla,grade,61
6303,jonah,joná.,69
3723,paruino,paranômia,85
449,juez de línea,linesman.,100
3039,albañilería,alvenaria,88
7390,buen hombre,bom homem,62
13350,velocidad,rapidez,15
3820,costuras,couture.,84
8179,llevar una vida de soltero,bach,56
7328,satisfacción,satisfação,62
6248,camarilla,clique,66
10048,pan,pão,44
5962,reintegrar,restabelecer,42
11284,alcalde,prefeito,33
13594,regalo,presente,11
13141,descanso,pausa,14
328,chaqueta de sport,blazer.,49
