ID,SPAIN,POLONAIS,INTERVAL
7004,estadio de béisbol,przybliżony zakres,58
10866,disminución,spadek,16
750,disfunción,dysfunkcja,89
1580,nómada,koczownik,80
7076,ladrar,szczekać,61
13027,christopher,krzysztof,21
5114,ábaco,liczydło,79
7045,aritmética,arytmetyka,66
12789,damnificados,ofiary wypadku,21
2666,bugle,dąbrówka,89
5149,silesia,śląsk,79
7771,faro,latarnia morska,62
8307,paraguas,parasol,59
1374,burgués,burżuazyjny,97
822,insuperable,nie do pokonania,99
2244,tarso,stęp,93
12987,vaquero,drelich,21
14311,escuela,szkoła,7
8306,emparejado,sparowany,23
6068,insistir,nalega,30
11694,transportador,nośnik,31
5255,módulo,moduł,50
3497,línea principal,główna linia,85
9368,nosotros mismos,my sami,52
14069,ley,prawo,9
8212,leet,leaf.,60
10627,revelar,ujawnić,24
10937,arenoso,piaszczysty,40
3307,cordón,kordon,78
12264,carbón,węgiel,28
60,carga útil,płatność,98
3999,árcade,arcadian,76
11018,céltico,celtycki,39
4702,irresponsable,nieodpowiedzialny,79
3598,sobrescrito,napisany u góry,85
2704,alerta,alarmowanie,31
1155,gangrena,zgorzel,97
947,cúmulo,cumulus,98
251,tambaleante,koziołkujący,73
1358,estos,tezeusz,97
3060,angular,kątowy,89
8063,señorío,dwór,61
8471,jugador,punwer,49
5333,gladstone,goguś,78
11512,resistente,wytrzymały,34
10293,motivo,wzgląd,44
9679,armadura,zbroja,24
11199,esquivar,unik,37
3330,serpiente de cascabel,grzechotnik,88
8125,maduro,dojrzały,49
9581,evadir,uchylać się,43
9410,por inadvertencia,nieumyślnie,50
7632,panorama,perspektywy,62
13378,donación,dający,9
2783,coche de turismo,terenówka,86
10313,caminando,pieszy,16
2525,ligamento,wiązadło,81
6179,upc,procesor,69
9896,lema,motto,45
10272,llevar a la fuerza,szanghaj,45
7949,rand,skraj,62
9822,urano,uranus.,49
9206,orilla,nadrzecze,54
12595,sólido,solidny,26
3372,deficiencias,niedociągnięcia,86
8712,hámster,chomik,57
12717,enviar,wysłać,18
13305,párrafo,ustęp,16
2203,consorte,małżonek,90
10521,pobreza,ubóstwo,43
11215,basazador,baseman.,38
7149,misionero,misjonarz,59
9859,olvidado,zapomniany,48
4367,reurbanización,przebudowy,65
12137,unificado,ujednolicony,30
1965,oso hormiguero,mrówkojad,92
13811,tiene,ma,5
895,injerto,zaszczepić,91
12587,gurú,guru.,26
9307,debutado,zadebiutowany,21
10108,solitario,samotny,40
14374,diciembre,grudzień,6
4509,flojo,niedbały,78
9009,sofía,sophia.,55
7788,he,ive.,62
4077,barro,bering,82
11412,abandonado,opuszczony,32
4576,contrabando,przemycanie,75
14257,redes,sieci,9
9477,clinch,nit,26
6821,examinado,ekranowany,22
14192,acordado,zgoda,12
10228,cómodo,wygodna,33
795,sabroso,smaczny,97
3283,cláusulas,klauzule.,47
12201,teniente,porucznik,29
11501,chipre,cypr,36
10939,madeja,motek,36
861,redactado,redagowany,94
3306,maleficio,klątwa,87
9640,thames,tamiza,50
2000,dilatación,rozszerzanie się,87
7253,infiel,oszukiwanie,50
5875,probabilidad,prawdopodobieństwo,75
12395,polvo,pył,28
5188,hojas perennes,zimozielony,79
6681,tontos,głupcy,38
9496,alfabético,alfabetyczny,30
14177,diseñado,zaprojektowany,11
8602,centenario,stulecie,55
711,deservicio,niedźwiedzia przysługa,99
2301,dudado,wątpliwy,21
8005,golpes,slams.,34
6986,encarcelado,uwięziony,49
13428,vado,bród,16
7820,recordatorio,przypomnienie,19
7797,del mismo,tego,62
12166,tergiversación,fałszywe,26
712,no escrito,niepisany,99
5342,perenne,bylina,76
13893,debería,powinien,5
9459,arroyo,potok,32
4096,anemia,niedokrwistość,85
11237,generoso,gen.,38
14420,llamado,o imieniu,7
10874,diputado,zastępca,36
7885,curvo,zakrzywiony,39
14197,planta,zakład,17
10537,en segundo lugar,po drugie,43
12544,letra,list,20
1055,descubridores,odkrycia,74
8403,sij,sikh.,51
5625,cojear,utykać,62
7293,infrangible,niełamliwy,66
12274,señal,sygnał,23
2869,acuífero,warstwa wodonośna,88
1213,no provocado,niesprowokowany,97
3530,ternero,łydka,88
375,sílice,krzemionka,100
3008,estilizado,stylizowany,88
14264,necesario,potrzebne,6
7753,criatura,strzyga,62
13907,aquellos,te,7
1381,linfático,limfatyczny,97
3501,muesca,karb,58
8597,pícaro,łobuz,57
10544,lazo,pętla,37
11480,cabezas,heads.,11
2414,cepillo de dientes,szczoteczka do zębów,92
5857,bolso,portmonetka,66
5731,zarigüeya,possum.,75
2587,perspectivas,spostrzeżenia,50
1162,batemental,bateman.,97
770,de precaución,zapobiegawczy,99
2329,matrícula,czesne,92
3857,aderezo,zanurzać,63
5869,albahaca,bazylia,75
5513,intuitivo,intuicyjny,62
3474,sin dolor,bezboleśnie,88
10220,pecado,grzech,38
1640,reimprimir,przedruk,67
14298,vendedores,dostawcy,69
10136,seda,jedwab,45
5463,duna,wydma,68
1016,asentir,ukłon,91
11022,ausencia,brak,39
1478,agua salada,słona woda,96
6921,sabueso,pies,62
5693,agua dulce,słodka woda,76
8090,del interior,midland.,46
5679,mostaza,musztarda,75
5796,amas de casa,gospodyni domowe,75
10645,atravesar,przebić,37
7192,decencia,przyzwoitość,66
417,bachillerato,bakalaureat,100
2761,sin heos,niepobórny,91
11377,aceptado,przyznał,27
12949,apropiado,odpowiedni,15
1190,tiziano,tycjanowski,97
5962,reintegrar,przywracać na stanowisko,45
11373,holocausto,całopalenie,37
10226,exclusivo,ekskluzywny,26
6150,trineo,sanki,72
734,insatisfactorio,niedostateczny,99
13410,harry,złupić,15
10918,secuelas,następstwa,40
6967,terrestre,ziemski,67
9040,formación,szyk,53
10738,contratado,zatrudniony,32
5699,garantizado,gwarantowany,35
3428,paleta de hielo,lód na patyku,88
5352,pilluelo,urwis,78
4756,altar,haute.,75
4814,invasores,invaders.,34
6461,no constructivo,niekonstrukcyjny,71
4118,cisnes,łabędzie,45
13739,súper,wspaniały,13
1641,bichos,whammies.,91
10951,rodilla,kolano,38
9954,puesto,budka,46
1252,sketch satírico,skecz,88
8938,escotilla,właz,53
14380,vista,pogląd,7
3813,cita,ment.,86
3889,acrílico,akryl,84
12271,disuelto,rozpala się,28
13614,chino,chiński,14
7717,sustantivo,rzeczownik,56
10476,cambiado,przełączony,26
10869,guarida,legowisko,40
7155,logístico,logistyczny,39
11860,madriguera,królikarnia,32
12375,ante todo,głównie,28
8607,persona especial,zmiażdżyć,39
1784,alcantarilla,kanał ściekowy,86
4374,más débil,najsłabszy,83
1893,sermón,kazanie,88
8344,en todo el estado,statewide.,60
4230,pulmonar,płucny,84
820,carcinógeno,czynnik rakotwórczy,88
14325,comunicación,komunikacja,9
2588,familiarizado,obeznany,69
12350,de pie,na stojąco,13
7752,ruidosamente,głośno,63
11935,física,fizyka,7
4208,chiflados,looney.,84
2989,no informado,niedoinformowany,82
12859,josmos,josh.,23
7191,puta,prostytutka,65
9748,jaula,klatka szybowa,47
4684,estacada,palisada,77
1682,entrevistados,rozmówcy.,88
10031,incorrectamente,nieprawidłowo,47
12401,valioso,cenny,28
3037,pez solar,słoneczna ryba,89
8214,embargo,napad,57
4470,albinismo,bielactwo,80
8844,coño,cunts.,36
9036,bateador,batsman.,55
8299,pabellón,pawilon,57
13706,previsto,spodziewany,12
11127,voltereta,somerset.,38
1659,fumador,palący,82
12585,robar,obrabować,25
9597,robo,kradnie,34
7913,instrumentos de cuerda,smyczki,33
8883,gubernamental,rządowy,56
10498,reescrito,przepisany,43
5887,trauma,uraz,75
988,standman,stillman.,98
4211,agarra,grabs.,43
3371,demacrado,mizerny,88
10463,reasignado,realokowany,43
10690,horror,przerażenie,40
6533,abogacía,rzecznictwo,71
10058,deducción,odliczenie,38
8192,serpentinas,streamery,52
1673,familiarizar,oswajać,91
6055,carretilla,kurhan,73
956,extinguir,gasić,63
8570,sábalo,aloza,58
13285,séptimo,siódmy,18
8569,deriva,dryf,38
4134,no libre,underfree.,84
12746,llegado,przybył,17
7080,céntrico,centryczny,67
7567,activo,zaleta,41
9539,náutico,nautyczny,51
12087,aparente,pozorny,19
5131,fólico,foliowy,79
1846,erario,skarb państwa,95
5299,mala conducta,złe prowadzenie się,78
365,macaco,makak,99
8622,orejas,uszy,38
7765,gritar,krzyczeć,42
2426,hombre bajo,niski człowiek,92
1415,heroína,bohaterka,49
12930,permanecer,pozostać,11
7714,infield,pole bramkowe,18
6261,famosamente,znakomicie,72
6267,campesino,chłop,56
4979,bovino,wołowy,80
2465,acicalar,pan młody,79
4897,confucio,konfucjusza,80
11397,inferido,wywnioskować,34
3496,retroactivamente,z mocą wsteczną,78
12008,llevando,łożysko,13
8339,persecucion,prześladowanie,54
3858,putrefacción,gnić,80
3735,bucéfalo,bucephalus.,87
8160,pitagórico,pitagorejski,61
899,hombre negro,czarnoskóry,98
4061,globos,balony,44
9556,nú,nu.,46
13834,arriba,w górę,7
8540,tejón,borsuk,46
10251,nuevo méjico,nm,45
1171,trote,kłus,90
10453,zaqueta,zack.,44
6904,aprendiz,leary,68
1913,antorchado,płakowany,36
12750,polla,kutas,24
2302,psique,psyche,87
9834,amistad,przyjaźń,48
761,siríaco,syriac.,99
11558,cascarón,muszla,29
1449,reutilizado,ponownie użyty,62
2688,panadería,piekarnia,85
12643,invitado,zaproszony,6
11613,musgo,mech,35
9039,reembolso,remontowanie,51
7981,triunfar,odnieść sukces,36
1236,especificaciones,okular,65
2660,más rico,najbogatszy,91
13796,en,w,5
1693,náusea,mdłości,95
13170,guía,przewodnik,17
12405,arce,klon,28
4946,reiterado,powtórzony,60
6232,estupendo,hon,73
3863,agua clara,czysta woda,86
6642,pedregoso,kamienny,70
13178,longitud,długość,18
271,ruta aérea,skyway.,99
6192,borracho,kasowanie,33
9242,armisticio,zawieszenie broni,53
13116,luis,chwytak,20
7041,gump,guz,67
11993,inválido,nieważny,31
6739,manatí,krowa morska,69
9884,dieciocho,osiemnaście,48
12555,religioso,religijny,26
7254,capas,warstwy,39
5062,vesubio,vesuvius.,80
10021,componentes,składniki,31
5177,caín,kain,79
13584,talla,rozmiar,14
2844,frailecillo,maskonur,90
13715,herrero,kowal,13
4042,tranquilamente,spokojnie,85
13599,devuelto,zwrócony,11
7351,brillante,świecący,53
8537,balles,whalers.,58
9825,mp,poseł,49
4692,tostadora,opiekacz,79
12095,coalición,koalicja,30
3941,ojeada,zerkać,83
7686,bowden,bulden.,63
1849,presidio,prezydium,95
986,liga,podwiązka,95
7143,foo,bla,66
10814,maldita sea,cholerny,38
12522,engañoso,zwodniczy,26
11197,táctica,taktyka,21
11420,tarta,ciasto,35
3064,chimenea,komin,80
3304,analítico,analityczny,69
5488,sudor,pocić się,70
7817,saqueo,plądrujący,52
9653,estropeado,nadęty,50
11359,tabaco,tytoń,37
13015,muy,wysoko,21
6888,leucemia,białaczka,68
11526,amorío,afera,24
1738,esotérico,ezoteryczny,95
11660,unir,łączyć,21
6252,cura,lekarstwo,63
5876,sospechas,podejrzenia,50
13358,invierno,zima,17
3012,alrededores,okolice miasta,71
11687,tanteador,karta z punktami,34
7109,encantador,uroczy,47
9671,cumplido,spełniony,39
4365,jagger,radełko,83
1203,esguince,zwichnięcie,73
9079,novia,dziewczyna,53
6532,babuino,pawian,69
13870,mayoría,bardzo,8
1973,cohunt,ahunt.,94
8653,adaptación,dostosowanie,35
10629,sorber,łyk,42
6191,jero,heh.,73
2546,nucleolo,nukleolus.,92
8610,uvas,winogrona,46
2752,floral,kwiatowy,91
6741,escalera,schody,65
11432,élite,elita,35
11547,alterado,zmieniony,9
11457,báltico,bałtycki,36
4092,tutú,tutu.,85
8860,abadía,opactwo,56
10513,rumores,plotki,38
10798,jugador de bolos,melonik,32
12952,momento,za chwilę,19
12066,favor,przychylność,23
10202,acción de gracias,święto dziękczynienia,46
13540,particularmente,w szczególności,15
1992,borrascoso,porywisty,94
13191,oración,wyrok,14
2526,hasidic,chasydzki,89
12904,solterona,stara panna,23
12619,kan,chan,26
12245,princesa,księżniczka,29
7889,comportarse,zachowywać się,44
12143,pájaro,ptak,27
5319,abejas,pszczoły,38
919,buffs,bufron,75
8208,escarabajo,chrząszcz,58
3748,resbaladizo,śliski,86
14030,versión,wersja,10
6563,procurador,cenzor,71
3607,sostén,biustonosz,80
4139,hacia el norte,na północ,36
2800,libio,libijski,89
447,ileso,nie uninja,100
8713,taiwanés,tajwańczyk,57
12238,más largo,najdłuższy,29
11037,redundante,zbędny,37
10046,disparates,brednie,47
50,consolados,accolades,90
10362,aumentos,wzrasta,14
13066,herido,ranny,20
11655,descendente,spadający,13
10986,híbrido,hybrydowy,39
7015,adoración,cześć,62
9962,baño,toaleta,47
9768,tensiones,napięcia,38
7677,clemente,łaskawy,54
3276,abrazado,objęcie,64
11829,ion,jon,33
13570,pesado,ciężki,15
10586,cuando sea,zawsze  gdy,43
10262,provisional,okres przejściowy,45
1280,sangrar,krwawić,50
8577,invisible,niewidzialny,55
10274,capilla,kaplica,45
9091,reincorporado,dołączyć,45
14078,político,polityczny,12
6265,trajes,kostiumy,43
10975,tonterías,bzdury,39
8585,sen,sennik,58
9074,dispersado,rozsiany,48
11000,boca,usta,38
2432,maleta,walizka,88
6027,pantalón,torebki,38
8388,papel prensa,papier gazetowy,59
3959,castaña,kasztan,84
4035,minoristas,detaliści.,42
10771,mojado,mokry,40
4632,tortita,naleśnik,76
11338,impulsado,napędzany,38
2331,vistazo,gąsior,92
10087,vendaval,wichura,44
3781,más profundo,najgłębest,86
10080,acantilado,klif,44
9416,sesgado,przechylony,49
8188,manso,cichy,61
7547,yate,jacht,55
11260,arcilla,glina,38
1115,joie,joia.,97
3901,tocho,tok.,86
5245,ratonera,pułapka na myszy,78
5930,sarga,serge.,74
4735,trapo,szmata,68
12955,judío,żydowski,22
10301,carnaval,karnawał,44
9854,el cairo,kair,48
13543,dio,dał,15
7524,ilimitado,bez limitu,64
14146,nombre,nazwa,7
2589,bicho raro,dziwak,90
3205,tener suerte,hap.,88
9557,colgado,zawieszony,51
5909,iceberg,berg.,75
2901,pañal,pielucha,87
11423,argentino,srebrzyk,36
6393,reservas,rezerwacje,14
11087,censurado,ocenzurowany,29
5234,vodka,wódka,78
11864,jerga,gwara,33
14451,pérdidas,straty,11
3264,péptido,peptyd,87
7705,colonos,osadnicy,60
6103,braguero,kratownica,74
12390,estrella nueva,nova.,28
5414,flotabilidad,pławność,78
5023,agujas del reloj,zgodnie ze wskazówkami zegara,80
7282,insecto,owad,61
11019,evaluar,oceniać,22
6725,vena,żyła,62
4698,asignar,zmierzyć,76
7850,atrocidades,okrucieństwa,58
1503,de cornualles,kornwalijski,96
7453,anglos,kąty,37
10718,banderín,proporzec,41
9529,bañera,kąpiel,44
1844,trotón,kłusak,93
3278,kuan,küan.,88
14088,aquí,tutaj,5
4434,escoria,szumowiny,82
3027,topacio,topaz,89
6375,desestructurado,zdezorganizowany,71
4384,pargo,snapper.,68
5291,de liverpool,sceuhe.,78
13254,asiático,azjatycki,18
1941,shakesperiano,szekspir,94
14232,hombre,człowiek,10
14285,tipo,typ,8
6165,superpoblación,przeludnienie,72
7258,espinilla,piszczel,64
1554,gose,goss.,96
7374,centeno,żyto,65
9382,batería,bębny,32
14009,actuación,wydajność,12
1341,filón,fabułka,97
11737,pie,ft.,34
837,exceso de peso,nadwaga,99
2643,viscosidad,lepkość,90
13206,determinar,określić,11
11630,col,kapusta,33
993,ecléctico,eklektyczny,98
6129,chirrido,pisk,71
9111,utilidad,pożytek,35
13884,tres,trzy,8
6125,imbécil,bezmyślny,73
6105,volver a tomar,odzyskać,68
10876,distinto,odrębny,26
2719,superficial,pobieżny,91
7779,flatulencia,bębnica,62
4931,felizmente,szczęśliwie,80
8762,caimán,aligator,56
2994,marea,blume.,89
6333,cociente,iloraz,71
392,shriver,krypacz,100
13105,preciso,dokładny,18
13637,corte,sąd,13
6915,dote,dow.,68
1061,cualquier cosa,etażerka,97
3589,motocicletas,motocykle.,29
1259,montaje,złożenie,22
426,campanario,wieża kościelna,100
5138,levantamiento de pesas,podnoszenie ciężarów,78
3235,meningitis,zapalenie opon mózgowych,88
3636,riego,nawadnianie,85
9142,por la presente,niniejszym,54
13415,mateo,mateusz,17
3289,quran,koran.,88
13979,encontró,znaleziony,6
9567,gimme,dawaj,51
1953,kohl,proszek antymonowy,94
7332,veredicto,werdykt,63
3257,paperas,świnka,88
8801,níquel,nikiel,55
6116,bofetada,policzkować,57
3249,joven a la moda,podlotek,88
1147,intransigente,diehard.,97
13824,más,więcej,5
13632,foro,forum,14
10842,evacuación,ewakuacja,27
6387,secular,świecki,63
8536,estelar,gwiezdny,58
11837,pollo,kurczak,32
8025,duquesa,księżna,62
3466,editor,emitent,87
8031,cuchillero,nożownik,62
12878,tipos,typy,8
11728,milán,mediolan,34
9532,reconstruido,odbudowany,51
2060,álamo temblón,osika,94
13832,tenía,miał,7
302,gundoso,gundy.,100
4236,errante,wędrowny,37
10326,más cercano,najbliższy,45
12700,blindado,pancerny,25
10180,albanés,albański,38
5279,péndulo,wahadło,77
11435,deberes,obowiązki,21
303,vástago,potomek,97
4955,axil,axel.,80
11605,género,gatunek muzyczny,30
2734,narcóticos,narkotyki.,77
1537,preparación,gotowość,96
12031,alianza,sojusz,30
2164,repensar,rethink.,88
5024,comensal,zjadacz,69
13310,consejo,rada,18
12758,gigante,ogromny,15
3416,scooter,skuter,85
13044,significado,znaczenie,12
2925,agua de oro,goldwater.,90
3738,pescadores,rybaków,87
14417,limitado,ograniczony,10
12079,jardín,ogród,25
7038,cielo,nieba,30
10200,pintada,graffiti.,46
9369,térmico,termiczny,52
11891,redskins,czerwonoskórzy,32
13085,controversia,spór,9
3139,íntimo,intymny,78
13831,ellos,oni,7
6694,esmerejón,merlin.,69
7126,huyendo,uciec,48
6673,numerología,symbolika liczb,68
7060,tubería,rurociąg,64
7247,rugido,ryk,53
6764,aleta,płetwa,63
422,larguero,podłużnica,98
11452,simple,równina,29
12546,pagar,płacić,23
11709,proximidad,bliskość,34
5446,discrepancia,rozbieżność,62
6093,efímera,jętka,74
7325,espadas,miecze,37
2306,escoba,miotła,91
8850,inclinado,skłonny,44
3584,serafines,seraphim,87
2487,corporal,cieleśnie,92
952,chubasco,szkwał,91
2838,sin esperanza,beznadziejny,88
2303,desviación,ugięcie,63
6638,monasterio,klasztor,64
13019,declarado,zdeklarowany,16
8366,maniobra,manewr,45
1333,nunca más,nigdy więcej,97
13652,oriental,wschodni,14
6813,hambriento,głodny,69
11766,afortunado,mający szczęście,34
13702,ganador,zwycięzca,12
12852,bosque,las,22
7894,fricción,tarcie,62
6930,gachas,papka,66
4147,viaducto,wiadukt,80
4598,reemplazado,zastąpiony,75
6061,prolongado,przedłużony,66
10013,malhumorado,kapryśny,47
4334,lanzacohetes,wyrzutnia,65
9302,deshinchar,undentyfikować,53
11476,ah,ach.,35
1204,caña de azúcar,trzcina cukrowa,97
3950,reforzar,wzmocnić,68
8763,visor,wizjer,57
9127,tomate,pomidor,50
7206,cuartos de final,ćwierćfinał,66
1416,píldoras,pigułki,60
7186,grabado,rytownictwo,47
381,virrey,wicekról,98
618,lucrativo,lukratywny,99
6255,estremecerse,potrząśnięty,72
6238,recreativo,rekreacyjny,34
9716,tormenta de nieve,burza śnieżna,49
12964,omisiones,pominięcia,22
3160,hacia el sudeste,południowo-wschodniej,88
147,empobrecido,zubożały,99
7760,fábrica de ladrillos,cegły,63
5280,alza,do góry nogami,78
9499,caca,kupa,49
12960,golfo,zatoka,22
11797,bajo tierra,pod ziemią,33
1434,despierto,obudzony,94
3492,cebada,jęczmień,87
10997,sentimiento,weren.,40
4361,criticar,krytykować,49
13946,precios,ceny,21
7375,ineficaz,nieskuteczny,62
8104,fotos,fotki,38
4276,inframundo,męt,84
9492,ambiguo,dwuznaczny,43
12879,iraquí,iracki,22
12073,espiar,szpieg,29
7497,voluntario,dobrowolny,64
2123,antitanque,przeciwpancerny,94
10945,mono,małpa,38
9991,como consecuencia,w konsekwencji,26
4433,aclamado,okrzyknięty,18
9537,cena,kolacja,50
8401,kurdo,kurdyjski,59
8161,adquisición,nabytek,54
4799,cuadrático,kwadratowy,80
3741,inscrito,wpisany,86
8362,rayas,paski,46
11957,bronce,brązowy,31
13456,no deseado,niepożądany,16
8805,sinfonía,symfonia,55
10381,cartucho,nabój,39
6875,caldera,bojler,64
14501,autoridades,władze,10
9296,dar la vuelta,trzepnięcie,44
10980,actualización,uaktualnienie,24
67,más perezoso,lazier.,100
10737,dolor,ból,34
6826,perdón,pardon,64
10830,fabricantes,producenci,23
13667,nada,nic,14
10280,filipino,filipiński,43
12847,confirmar,potwierdzać,15
13380,claramente,wyraźnie,17
3882,marco de tierra,świstak,86
259,grupa,żartobliwie,100
7218,puño,pięść,57
7481,ujier,bileter,60
3274,astilla,drzazga,82
8358,desaparecido en combate,mia,59
5359,pasta dental,pasta do zębów,78
2068,mártir,męczennik,64
4252,sanguijuela,pijawka,84
9966,reanudar,wznawianie,32
4065,peróxido,nadtlenek,83
1585,mover el esqueleto,boogie.,95
13414,luchando,walczący,7
5309,velocista,sprinter,62
3173,sin gusto,bezradny,88
11682,abeto,jodła,34
2064,copto,koptyjski,94
5043,maltés,maltański,80
3435,cabeza rapada,skinhead.,82
12090,liderazgo,przywództwo,31
9329,habitante,mieszkaniec,51
8170,inyección,zastrzyk,32
12524,julian,juliański,27
12316,cazador,myśliwy,27
7090,vacuna,szczepionka,57
11158,gravemente,źle,38
9592,militante,wojowniczy,33
13465,mano,ręka,12
9250,cráneo,czaszka,51
4908,no programado,nieplanowany,80
12941,distancia,dystans,20
14330,negro,czarny,12
3071,en los estados unidos,stanowsek,89
14512,periódico,gazeta,17
7761,esquelético,szkieletowy,62
6269,carbohidrato,węglowodan,71
3585,frente,czoło,87
11110,respaldo,utworzyć kopię zapasową,38
1684,mancha solar,sunspot.,92
9100,judo,dżudo,54
2556,diatome,okrzemka,88
9291,estanbul,stambuł,53
9284,fracasado,nieudany,47
12505,robin,rudzik,26
10153,pino,sosna,43
11422,ajedrez,szachy,37
1826,brutín,grinch.,95
6046,zar,car,74
3510,remolcar,holowniczy,56
9501,pandillas,gangs.,25
10446,campo de batalla,pole walki,43
9227,colina baja,mesa.,53
8243,perdonar,przebaczyć,53
1764,bloqueador,bloker.,86
10533,interfaz,berło,41
10603,ir a,zamierzać,43
11280,estudiante de primer año,student pierwszego roku,38
5445,galáctico,galaktyczny,77
5473,desigualdad,nierówność,71
420,cuneiforme,klinowy,100
14377,calle,ulica,12
5800,de desarrollo,rozwojowy,75
12638,intensidad,intensywność,20
6181,besar,bess.,73
13933,mismo,to samo,9
3845,sala de prensa,pokój prasowy,86
3786,rectangular,prostokątny,86
5979,ambicioso,ambitny,73
5266,barajar,człapać,65
12319,lanzador,dzban,23
6227,levadura,drożdże,73
4570,suavemente,łagodnie,82
12268,musulmán,muzułmański,23
6182,espinacas,szpinak,73
2985,caritativo,charytatywny,88
9926,alpino,alpejski,48
11072,robado,skradziony,39
9078,destino,miejsce docelowe,41
10101,vestido,ubierający,29
12894,provincia,województwo,20
9540,campaña corta,shortstop.,50
6612,tractor,ciągnik,66
6392,conjuntamente,wspólnie,72
2194,códice,kodeks,93
7965,marchitar,więdnąć,61
11070,probado,udowodniony,38
8647,crustáceo,skorupiak,57
1529,recto,odbytnica,96
14383,propuesta,wniosek,11
2215,códec,kodek,87
8926,ranura,lenistwo,55
13366,identificación,identyfikacja,17
313,carismático,charyzmatyczny,100
2865,angélica,dzięgiel,90
4460,cuáqueros,kwakry,67
12126,billón,miliard,30
9297,caridad,dobroczynność,49
12669,actividad,czynność,12
19,infernal,piekielny,100
3878,inglés,anglik,86
6127,revisión,wyremontować,63
11656,exitosamente,z powodzeniem,12
1177,suboficial,podoficer,97
4229,interceptar,przechwycić,18
13075,crítico,krytyczny,12
7159,fatiga,zmęczenie,63
4791,no ganado,niezasłużony,81
2433,turba,torf,92
1447,baños,wc,45
3437,degas,odgazować,88
1650,vibrante,wibrujący,95
5718,whig,godzina,65
13059,dos veces,dwa razy,21
11568,ya no,nie więcej,35
8027,isabel,brunatnożółty,62
13065,tiempo extraordinario,z biegiem czasu,20
3827,himno,hymn,79
2506,querubín,cherub,91
13407,aprobado,przeszedł,10
10998,vasto,rozległy,39
14218,computadora,komputer,7
6114,simbólico,znak,67
3002,caja de herramientas,przybornik,89
10496,atentamente,z poważaniem,38
2205,releer,ponieść,89
10090,abstenerse,odstąpić,46
2016,personal asignado,obsadzony,87
3581,días laborables,w dni powszednie,67
1895,numero,num,94
14166,consiguió,dostał,11
1010,sobrio,trzeźwy,88
7074,los mormones,mormoni,35
10406,maceta,garnek,42
13607,navegador,przeglądarka,14
3623,bura,buknąć,87
8967,estado animico,nastrój,55
12214,correcciones,poprawki,10
8745,bíblico,biblijny,57
7184,vengadores,mściciele,44
13467,permiso,pozwolenie,16
2227,analizador,parser.,91
13880,muchos,wiele,6
4724,lamer,lizać,69
13764,verdadero,prawdziwy,13
14453,agosto,sierpień,6
7077,escándalos,skandale,29
12374,eléctrico,elektryczny,20
8448,críptico,tajny,59
2898,entre varios colegios,międzyuczelniany,90
127,surtido,asortyment,84
1127,excreción,wydalanie,95
9256,brusco,lakoniczny,53
14154,clientes,klienci,28
6630,sandía,arbuz,68
14403,pronto,wkrótce,10
14407,esperar,oczekiwać,12
866,indefinido,indef.,98
4975,diagnóstico,diagnoza,80
8594,marqués,markiz,58
4915,de la posguerra,powojenny,80
12215,luego,zaraz,30
1362,jurada,jure.,95
14436,múltiple,wiele ,7
6766,peregrinos,pielgrzymi,62
9464,tiempo de guerra,czas wojny,51
10961,dragones,smoki,20
11254,paracaídas,spadochron,37
3326,sindicación,syndyczność,57
10618,tibetano,tybetański,39
13790,televisión,telewizja,12
14268,demanda,popyt,23
3737,mejillón,omułek,84
14217,de nuevo,ponownie,6
6674,roduce,rodman.,70
12809,almiar,stóg,24
10402,huido,uciekaj,44
11538,sistemático,systematyczny,31
1413,inscripción,zapisy,69
9646,fuegos artificiales,fajerwerki,48
9523,volver a entrar en,renter.,50
10860,virgen,dziewica,38
7266,rojizo,roanoke.,66
9149,montado,jeździć,54
6872,fallecimiento,zgon,68
6193,no poder,havent.,73
3917,cupido,amorek,86
355,renacido,odrodzony,100
10391,saltando,skoki,9
9059,elección,wybór,8
7617,graso,tłuszczowy,63
6293,espantajo,scarborough.,72
3879,temerario,śmiałek,82
11950,aniversario,rocznica,31
6850,molde,pleśń,59
6957,sigilo,podstęp,68
850,caledoniano,kaledoński,99
14279,líneas,linie,10
13,contravención,naruszenie przepisów,100
7509,brujería,czary,64
5532,ciprés,cyprys,77
12502,urbano,miejski,26
13627,adecuado,właściwy,14
4162,punitivo,karny,84
3600,ansioso,niespokojny,87
8260,todoterreno,jeep,57
14014,el menos,najmniej,6
10835,megabyte,mb.,41
13522,talón,końcówka,15
8442,inmaduro,niedojrzały,56
9620,espiga,posmak,50
3773,versátil,wszechstronny,79
9300,libra esterlina,szterling,53
14483,razón,powód,6
11348,banda,rozebrać się,30
13953,atrás,z powrotem,8
10992,vistió,nosił się,40
11795,intereses,zainteresowania,9
12725,voló,latał,25
4949,anarquismo,anarchizm,77
14476,impulsos,drives,12
6428,tratando,traktowanie,23
1167,lóbulo,płat,90
1689,renuencia,niechęć,95
10982,admitido,potwierdzony,31
7029,leña,woodward.,67
8808,macedónio,macedoński,50
9651,ejecución,wykonanie,21
9115,malentendido,nieporozumienie,47
3696,prog,wałówka,85
9633,pecho,pierś,45
5175,lácteo,lacey.,79
14139,comparado,porównywany,12
13671,del norte,północny,14
5231,imprudente,nieostrożny,78
9104,explosión,wybuchy,30
2657,vacilado,zachęcony,79
12426,leche,mleko,27
