ID,SPAIN,HINDI,INTERVAL
11989,katrina,कैटरिना,27
12713,igual,बराबरी का,14
6774,colombo,कोलंबो,65
5374,hula,हुला,74
12942,philip,फिलिप,19
5531,bai,बाई,73
9529,bañera,स्नान,40
2856,asombroso,आश्चर्यजनक,70
1756,compañeros de clase,सहपाठियों,83
14171,abril,अप्रैल,5
9117,sexy,कामुक,49
1093,anguilas,ईल,62
9621,concejal,सभासद,44
11443,nicholas,निकोलस,32
10990,brillo solar,सनशाइन,36
11109,natación,तैराकी,31
10,estrella de sol,सूर्य तारा,100
1376,trina,ट्रीना,95
13324,discrepar,असहमत,14
851,wicketkeero,विकेट कीपर,98
10164,omaha,ओमाहा,41
13487,iglesia,चर्च,13
6545,antwerp,एंटवर्प,67
4361,criticar,आलोचना,44
14055,venir,आना,7
14376,gerentes,प्रबंधकों,9
1098,sirenas,आवाज,70
12454,jonathan,जोनाथन,23
7365,pompeya,पॉम्पी,62
11145,sirena,मत्स्यांगना,35
10100,oral,मौखिक,39
40,molestias,बाधाओं,75
5135,cesura,यति,76
3176,escalado,बढ़ते,38
1009,poco práctico,अव्यवहारिक,95
1548,onda corta,शॉर्टवेव,95
8768,menú,मेन्यू,50
4169,bigote,मूंछ,78
1108,tilly,टिली,96
10421,matriz,आव्यूह,39
2008,adverbio,क्रिया विशेषण,90
5755,hidra,हीड्रा,71
1547,orgía,नंगा नाच,92
5179,trigonometría,त्रिकोणमिति,75
8704,eleanor,एलेनोर,52
14264,necesario,आवश्यकता है,6
10513,rumores,अफवाहें,34
11616,racismo,जातिवाद,31
8947,erudito,पंडित,35
11141,se sentó,बैठ गया,35
6965,eyaculación,फटना,61
6889,romero,रोमेरो,64
99,logie,लोज,95
6838,bong,बोंग,65
14453,agosto,अगस्त,6
6119,electra,इलेक्ट्रा,69
8871,centavo,पैसे,51
10932,triángulo,त्रिकोण,35
196,whitworth,विटवर्थ,100
6888,leucemia,लेकिमिया,64
4376,bitte,बिट,80
8101,desempate,टाई ब्रेकर,57
757,gawain,ग्वैन,98
6784,deslizarse,गिरावट,65
586,sin censura,बिना सेंसर,99
11033,guarnición,गढ़ में सेना,32
3736,bocadillo,नाश्ता,74
11468,vara,छड़ी,31
12034,película sonora,टॉकी,27
8685,surgir,पैदा हुई,52
10967,matemáticas,गणित,34
5706,suspiro,विलाप,69
10393,enamorado,प्रेमी,39
13640,ha fallado,अनुत्तीर्ण होना,10
8559,tis,टीआईएस,41
6625,coyote,कोयोट,50
8522,juzgar,पहचानने,19
12414,libremente,आज़ादी से,24
9829,sephiroth,या भूगोल,44
1254,desvergonzado,बेशर्म,95
8985,elaborar,विस्तार से कहना,43
8271,dali,डैली,55
356,almirantazgo,नौवाहनविभाग,99
12390,estrella nueva,नया तारा,24
10243,belfast,बेलफास्ट,41
7062,hazed,हज़ेन,63
2842,risita,कुड़ाकुड़ाना,65
4587,columna vertebral,रीड की हड्डी,77
13459,fuerte,बलवान,14
12820,mérito,योग्यता,19
4095,redención,मोचन,80
9109,espectacular,दर्शनीय,49
4673,inofensivo,हानिरहित,78
2091,presumir,डींग,92
6589,vencer,पीछे छोड़ दिया,66
8802,reconsiderar,पुनर्विचार करना,49
2989,no informado,बेख़बर,79
3278,kuan,कुआन,86
11784,conducta,व्यवहार,29
1948,khu,खु,92
9221,carmen,कारमेन,49
12693,ratón,चूहा,21
9346,proclamación,घोषणा,47
4955,axil,एक्सेल,76
2935,zouave,ज़ौव,82
8038,fósforo,फास्फोरस,57
12811,nasa,नासा,20
12659,industria,उद्योग,14
5588,fasado,चरणबद्ध,24
4,thule,थुले,100
6185,astrodométrico,एस्ट्रोडोम,69
5459,anima,एनिमा,71
13746,proceso,प्रक्रिया,10
6298,csi,सीएसआई,68
10670,mesa de trabajo,बेंच,36
3542,calzado,जूते,85
1055,descubridores,खोजकर्ताओं,71
8499,medina,मेडिना,54
10561,piano,पियानो,38
10630,peyton,पेटन,38
12924,arrendajo,नीलकंठ,16
8249,impuestos,करों,23
2399,sincronizado,सिंक्रनाइज़,66
269,erguido,खड़ा करना,46
12028,dto,डिस्क,25
8227,rvdo,फिरना,55
2507,emulsión,पायसन,89
4249,dragaminas,सुरंग हटानेवाला ट्रालर-जहाज़,76
13753,ohio,ओहियो,12
13673,jersey,जर्सी,12
10784,según se informa,कथित तौर पर,38
13381,misión,मिशन,12
11845,significativo,सार्थक,29
3372,deficiencias,कमियों,83
2418,río abajo,डाउनस्ट्रीम,90
1924,agregador,एग्रीगेटर,25
6706,partenón,पार्थेनन,66
10890,einstein,आइंस्टाइन,37
7378,lyases,लाइसेस,42
10611,diesel,डीज़ल,38
7232,concurrentemente,समवर्ती,50
998,obsidiana,ओब्सीडियन,97
10861,timonel,कॉक्स,37
8568,cazador de aves,बहेलिया,53
9285,francamente,सच कहूं,48
12245,princesa,राजकुमारी,25
4184,saltador,कोंपल,82
10474,lig,निम्न आय वर्ग,39
3339,albergue,छात्रावास,82
6337,patatas,आलू,38
4649,regeneración,पुनर्जनन,62
13449,seriamente,गंभीरता से,14
4926,angustia,वेदना,76
11523,túnez,ट्यूनीशिया,32
4073,telterina,लेटरमैन,82
6429,alojado,रखे,10
11146,indígena,स्वदेशी,35
3896,costura,बुनाई,74
7834,sylvia,सिल्विया,59
7066,bethlehem,बेतलेहेम,63
10785,sentido común,व्यावहारिक बुद्धि,38
14081,noticias,समाचार,11
3628,veritas,वेरिटस,85
5918,intitulado,शीर्षकहीन,71
7936,grava,कंकड़,58
13113,playa,सागरतट,16
2970,westinghouse,वेस्टिंगहाउस,88
6323,rebaba,बुर,68
11586,rio,रियो,31
8700,merrimack,मेरिमैक,52
12229,injustificado,अन्यायपूर्ण,25
3221,zee,ज़ी,87
4517,nitro,नाइट्रो,79
13374,iowa,आयोवा,14
13057,c ª,इंक,18
2752,floral,फूलों,88
9326,lituano,लिथुआनियाई,47
13884,tres,तीन,7
13106,wills,विकेट,13
13004,responsable,उत्तरदायी,11
645,torrens,टोर्रेंस,99
7237,saunders,सॉंडर्स,62
6306,exterminio,तबाही,60
12598,leyenda,दंतकथा,20
12618,cable,केबल,21
14349,proporcionó,प्रदान किया,6
4581,barómetro,बैरोमीटर,79
9122,hiedra,आइवी लता,48
10834,turismo,पर्यटन,37
12851,baltimore,बाल्टीमोर,20
9683,mussolini,मुसोलिनी,45
9824,marino,असहाय कर,38
110,dravidiano,द्रविड़,100
9276,chapoteo,छप छप,48
4304,prado,घास का मैदान,56
841,calesa,छोटी गाड़ी,97
3370,adenosina,एडेनोसाइन,86
6096,proyectil,प्रक्षेप्य,56
14279,líneas,पंक्तियां,8
10893,armenia,आर्मीनिया,37
432,amani,अमानी,100
8087,collar,कॉलर,47
11519,destello,chamak,29
10405,rc,आर सी,40
3040,capricho,मौज,82
9929,honestamente,ईमानदारी से,43
2601,graduar,ग्रैड,85
392,shriver,श्राइवर,100
2671,eurasia,यूरेशिया,89
9582,martha,मरथा,46
8579,dem,डेम,53
304,zona,जोना,100
13752,radio,रेडियो,11
7338,tay,तय,62
10580,viii,आठवीं,38
9071,croata,क्रोएशियाई,50
2490,biliar,बिल्डर,90
11782,bagazo,न घुलनेवाली तलछट,29
5905,cárter,कार्टमैन,71
1570,transitorio,क्षणिक,92
11451,mellizo,जुड़वां,21
12592,hechos,अधिनियमों,9
11967,es decir,अर्थात,27
10059,tocones,स्टंप,36
3236,perdiguero,डियरबोर्न,87
1688,cangrejo de río,क्रेफ़िश,94
1125,chola,चोल,96
4176,laniero,लैनियर,82
9540,campaña corta,शॉर्टस्टॉप,46
6944,abolido,समाप्त किया,57
7126,huyendo,भागते हुए,43
12137,unificado,एकीकृत,26
2462,retórico,शब्दाडंबरपूर्ण,58
14299,ii,द्वितीय,6
344,hidroxilo,हाइड्रॉकसिल,83
12421,austin,ऑस्टिन,24
14367,imagen,छवि,6
2018,paquete o empaquetar,पार्सल,85
5356,shiva,शिव,74
2642,homeopatía,होम्योपैथी,89
2463,paliza,कोसने,50
14164,marcas,बनाता है,5
644,celta,सेल्ट,85
9771,fibra,रेशा,43
9273,deforestación,वनों की कटाई,48
3134,indeseable,अवांछनीय,69
10935,roble,बलूत,32
12217,watson,वाटसन,26
4617,draco,ड्रेको,79
11902,montgomery,मॉन्टगोमेरी,28
4930,gafas de protección,चश्मे,73
9016,orquesta,ऑर्केस्ट्रा,49
9687,pregonero,रिवाल्वर,45
6925,hongo,कुकुरमुत्ता,64
4547,melton,मेल्टन,79
6857,alzheimer,अल्जाइमर,64
10808,creció,बढ़ी,38
3939,biosfera,बीओस्फिअ,82
14118,dado,दिया गया,10
1318,piquetes,चौकियां,53
14312,posición,पद,6
10117,repentino,अचानक,42
14397,fuego,आग,10
8858,gong,घंटा,51
1896,sexismo,लिंगभेद,92
8993,nudo corredizo,स्लिपनॉट,50
12768,holandés,डच,21
1062,medio ambienteismo,पर्यावरणवाद,32
13371,montaña,पहाड़,12
5485,pueril,बचकाना,73
4199,minúsculas,लोअरकेस,81
8187,malawi,मलावी,56
10568,repetición,फिर से खेलना,32
11282,aproximadamente,मोटे तौर पर,34
1382,menguante,घट,80
4625,espora,बीजाणु,69
4591,adjunto archivo,अनुरक्ति,15
12426,leche,दूध,24
7215,tiranosaurio,टायरनोसॉरस,62
6604,rocío,ओस,66
10708,cetro,राजदण्ड,38
250,programadores,प्रोग्रामर,28
1816,yogur,दही,93
10320,límites,सीमाएं,8
11277,harper,बीन बजानेवाला,32
789,haggis,हैगिस,98
9180,harriet,हेरिएट,49
2031,zoroastrismo,पारसी धर्म,87
5562,del mediooeste,मध्य-पश्चिमी,73
228,cura principal,बालू के टीले,100
6212,microorganismo,सूक्ष्मजीव,67
5642,amonio,अमोनियम,72
6071,moterey,मोंटेरी,70
11947,ópera,ओपेरा,22
5737,glover,दस्ताने करनेवाला,72
12483,gracia,सुंदर,23
12665,dibujado,अनिर्णित,22
260,smiler,स्माइलर,97
11454,prima,बक्शीश,32
129,capella,कैपेला,100
2847,collage,महाविद्यालय,88
1636,snelir,स्नेल,94
12487,justicia,न्याय,22
5010,chun,चुन,76
2489,hermafrodita,द्विलिंग,89
7591,atestado,भीड़,17
13204,noveno,9,16
8106,estreno,premiere,18
634,wert,मिटा देना,99
1200,spiegel,स्पिगेल,96
8541,círculos,हलकों,26
4041,gauss,गॉस,82
8554,acosar,वाटरगेट,53
10464,afección,एग्जियां,36
8387,flandes,फ्लैंडर्स,55
4760,pava,केटल,76
6892,fiyian,फिजी,64
8174,la habana,हवाना,56
14047,miembros,सदस्यों,9
5314,pechera,लुंगी,75
3172,distraído,ध्यान भंग,50
1235,bm,बी.एम.,95
5806,dat,डैट,72
3973,sonata,सोनाटा,81
1855,dorio,डोरियन,93
5261,mccarthyism,मैककार्थीवाद,75
179,repatriación,देश-प्रत्यावर्तन,82
3149,sacristán,क़ब्र खोदनेवाला,87
2099,corrie,कोरी,92
12895,roi,रॉय,19
10944,cumpleaños,जन्मदिन,34
13144,alejandro,सिकंदर,17
10061,hinduismo,हिन्दू धर्म,42
13405,rugby,रग्बी,14
857,metadona,मेथाडोन,97
1943,calma,शांति काल,89
14156,internacional,अंतरराष्ट्रीय,9
8793,dayton,डेटन,52
13855,último,अंतिम,6
957,plaqueta,प्लेटलेट,91
8939,escritorio pequeño,डैवेन्तपोर्ट,51
106,bario,बेरियम,100
10082,delfín,डॉल्फिन,25
11396,saltar,छोड़ें,28
9650,trivial,मामूली,44
11012,hacia el noroeste,उत्तर-पच्छिम,36
4693,dibujante,कार्टूनिस्ट,66
8308,nazis,नाजियों,23
13481,frio,ठंडा,13
8443,niebla,कोहरा,53
13562,mes,महीना,10
13812,un,एक,5
12917,no referenciado,अपरिवर्तित,19
760,panóptico,पैनोपटिकल,98
9708,descendencia,चढ़ाई,45
12417,bar,छड़,20
1504,kayac,कश्ती,92
9767,plantas,पौधों,15
6911,minino,बिल्ली का बच्चा,63
14180,julio,जुलाई,6
1854,capibara,कैबिबारा,91
840,marjorie,मार्जोरी,98
4433,aclamado,स्वागत,15
12450,pato,बत्तख,19
6191,jero,हेह,69
13433,mate,मैट,14
13177,encuesta,मतदान,13
2625,coronación,राज तिलक करना,60
4054,rampa,बढ़ाना,73
2492,traidor,गद्दार,75
14519,traer,लाना,6
1335,bilbo,बेड़ी,95
9094,marcar,डायल,43
10245,astrología,ज्योतिष,38
872,pilato,पीलातुस,97
15,ocelote,औसीलट,100
13924,contra,ख़िलाफ़,7
11911,nube,बादल,25
8630,criss,आड़ी,53
11238,arrestar,गिरफ़्तार करना,17
9277,génesis,उत्पत्ति,48
13827,haría,चाहेंगे,5
9064,buscador,साधक,48
10225,fósil,जीवाश्म,27
5219,tucky,टकी,75
884,buena suerte,गॉडस्पीडः,97
12455,ingeniero,इंजीनियर,7
1181,bayonetas,संगीन,75
9145,abiertamente,खुले तौर पर,49
10341,telecomunicaciones,दूरसंचार,29
3266,dar un toque,झांकना,70
11841,concierto,कंसर्ट,26
13910,desde,तब से,7
10134,papuasia,पापुआ,42
4665,lemonia,पीला सा,78
11740,constante,स्थिर,29
13690,dinero,धन,12
13932,aún,फिर भी,7
7884,isabela,इसाबेल्ला,58
6328,congresista,कांग्रेसी,68
4861,sudanés,सूडानी,77
13659,resolución,संकल्प,12
1175,puente de varolio,पोंस,85
12650,tampa,टैम्पा,22
7574,carmel,कार्मेल,60
6822,tauro,वृषभ,65
2084,dhoni,धोनी,92
7076,ladrar,कुत्ते की भौंक,56
12869,florida,फ्लोरिडा,20
2439,impulso,आवेग,79
4060,awacs,अवाक्स,82
11201,agentes,एजेंटों,20
10350,diseñador,डिजाइनर,10
1104,resistido,पर खरे उतरे,96
11635,poco claro,अस्पष्ट,30
11388,truman,ट्रूमैन,33
8338,ráster,रास्टर,55
5304,sikhism,सिख धर्म,75
7254,capas,परतों,35
2734,narcóticos,नशीले पदार्थों,73
11177,lanzadera,शटल,34
10931,material bélico,साज सामान,37
13111,q,क्यू,17
8515,obutor,तोपों,31
203,juego de piernas,फुटवर्क,100
11094,pascua de resurrección,ईस्टर,35
7986,aturdido,दंग रह,41
11491,aporte,इनपुट,31
5346,cromo,क्रोमियम,74
9839,atractivo,मनोहन,14
12907,arturo,आर्थर,19
8334,hershey,हर्षे,55
13178,longitud,लंबाई,15
10713,túnel,सुरंग,34
13966,necesidad,ज़रूरत,6
8619,cocina,रसोईघर,40
10883,racial,जातीय,24
3928,istmo,स्थलडमरूमध्य,83
2697,apátrida,राज्यविहीन,82
7090,vacuna,टीका,52
11460,cuarenta,चालीस,31
3759,tung,तुंग,84
13854,afuera,बाहर,6
12349,histórico,ऐतिहासिक,13
12155,tornero,टर्नर,26
6592,cobarde,डरपोक,66
3949,escritura,रिट,78
1185,niacina,नियासिन,96
14481,prensa,प्रेस,12
4476,pinyin,पिनयिन,80
7803,bomberos,अग्निशमन,43
14059,unidad,इकाई,6
2279,criollo,क्रियोल,90
13071,elegir,चुनना,12
11416,desfile,परेड,31
10720,gilbert,गिल्बर्ट,38
10196,esquinero,कोनेबैक,41
10228,cómodo,आरामदायक,28
13462,lincoln,लिंकन,13
1844,trotón,ट्रोटर,91
8148,mendigar,निवेदन करना,45
8683,vip,वीआईपी,52
8122,accedido,अभिगम,8
13000,mojador,केर्न्स,18
4207,compensar,कमी पूर्ति,41
13871,usar,उपयोग,5
1149,chaquete,बैकगैमौन,96
1628,agujerito,पिनहोल,94
7700,dp,डी पी,59
3642,bandicoot,एक प्रकार का चूहा,85
7789,adjetivo,विशेषण,53
10114,landwehr,लैंडवेर,42
8731,felis,फेलिस,52
9176,sin precedentes,अभूतपूर्व,49
7665,tener cuidado,खबरदार,60
2622,buque de guerra,युद्धपोतों,56
4385,ef,एफई,79
8035,distante,दूरस्थ,57
5784,mareas,ज्वार,32
8673,estonio,एस्तोनियावासी,50
8381,toda la vida,जीवनभर,54
9296,dar la vuelta,फ्लिप,40
14414,no puedo,नही सकता,10
8519,explotación,एक्सप्लोडिंग,32
2497,pinchazo,चुभन,86
9665,recuperar,की वसूली,20
11213,astral,एस्ट्रल,34
7903,verificar,चेक आउट,57
1050,torii,तोरि,97
4123,desvanecerse,मुरझाना,49
3567,divulgar,प्रकटीकरण,84
7039,contrapartes,समकक्षों,48
11048,bádminton,बैडमिंटन,36
4638,vitro,इन विट्रो,79
12588,albert,अल्बर्ट,22
11490,vi,छठी,30
982,restablecido,पुनः स्थापित,82
4424,centauro,सेंटो,74
7376,asesores,मूल्यांकनकर्ताओं,61
14129,nunca,कभी नहीं,10
6556,hundido,डूब,67
10403,inmundicia,गंदगी,40
13991,comercio,व्यापार,12
8551,plasma,प्लाज्मा,53
10761,mascota,पालतू पशु,34
13133,debate,बहस,14
13598,destacados,विशेष रुप से प्रदर्शित,9
7357,frenos,ब्रेक,36
13326,hora,मानव संसाधन,13
8762,caimán,मगर,52
13760,prix,प्रिक्स,11
11363,finalistas,फाइनल,28
11106,difícilmente,मुश्किल से,35
10169,húsares,हुसार,41
5617,girasol,सूरजमुखी,73
14472,jaime,जेम्स,9
13339,kong,कांग,15
3214,feldespato,स्फतीय,87
11237,generoso,जनरल,34
11066,al azar,बेतरतीब,36
13699,daniel,डैनियल,12
10849,dependiente,निर्भर करता है,22
4302,aislamiento,इन्सुलेशन,64
10657,ciego,अंधा,31
13337,dios,भगवान,14
2425,eme,इमे,90
5943,punjabi,पंजाबी,71
11680,salem,सलेम,30
10105,sustancia,पदार्थ,37
3096,punta,पुंटा,87
3259,excesivamente,अधिकता से,32
8657,alba,अल्बा,53
12919,conjunto,संयुक्त,14
9307,debutado,शुरू हुआ,18
2416,congénito,जन्मजात,89
12897,palanqueta,सर्व-कुंची,19
4063,killeen,किलीन,82
13166,entrenar,रेल गाडी,10
6385,lo antes posible,यथाशीघ्र,68
9275,tr,टीआर,44
314,anemómetro,एनीमोमीटर,100
13306,sox,सॉक्स,15
719,más delgada,पतली,98
3741,inscrito,अंकित किया,83
5267,coreografía,नृत्यकला,75
6848,pino,पिनो,65
10908,arboleda,कुंज,35
9091,reincorporado,फिर से शामिल हो,40
2580,afelio,नक्षत्र,89
7135,se asemeja,जैसा दिखता है,38
296,letear,लीटी,100
9093,graduado,स्नातक,34
2165,electroforesis,वैद्युतकणसंचलन,91
12755,sur oeste,दक्षिण पश्चिम,21
5444,cuasi,अर्ध,74
10324,boeing,बोइंग,39
9571,búnker,बंकर,43
11701,barón,बरोन,29
1965,oso hormiguero,एंटीटर,90
11714,anaheim,एनाहिम्स,30
9192,durazno,आड़ू,46
849,irlandés,आयलैंडवासी,98
11940,discografía,डिस्कोग्राफी,28
12263,templo,मंदिर,24
2627,resina,राल,78
2464,lanza libre,फ्रीलांस,83
4238,galán,बांका,81
3664,alumnos,विद्यार्थियों,72
11871,malicioso,दुर्भावनापूर्ण,23
11211,vermont,वरमोंट,34
3197,cuidado de la salud,स्वास्थ्य सेवा,87
4810,louie,लुई,77
12847,confirmar,पुष्टि करना,12
2885,mopper,मॉपर,88
13482,jr,जे आर,13
555,propiedad vitalicia,मुक्त दर्जा,99
10765,neo,नियो,38
3554,omni,ओमनी,85
10857,colapsado,ढह,23
7867,salarios,वेतन,29
6859,emplea,रोजगार,21
1843,maratha,मराठा,93
11129,más rápido,और तेज,35
5107,abruptamente,एकाएक,76
2814,descarboxilasa,डीकार्बाक्सिलेज,88
14142,período,अवधि,8
5907,encefalón,मस्तिष्क,71
13389,waggers,वागर्स,14
3010,indiscriminadamente,अंधाधुंध,43
10192,gama,गामा,41
13679,india,इंडिया,12
1115,joie,जोई,96
5869,albahaca,तुलसी,71
13252,lluvia,वर्षा,13
3426,towson,टॉसन,86
2390,comentarista deportivo,स्पोर्ट्सकस्टर,86
4412,tantalio,टैंटलम,80
7442,hipódromo,दौड़ का मैदान,62
6196,tirado,फेंक दिया,34
681,presagiar,भविष्यव्दाणी,90
2388,reintroducido,पुनः शुरू,77
12262,asaltantes,रेडर्स,24
4779,antimateria,प्रतिकण,78
8535,amnistía,आम माफ़ी,53
3603,sopranos,सोपरानोस,63
6463,tripoli,त्रिपोली,66
14247,fuerza,बल,7
2576,soborno,रिश्वत,90
8670,no es,नहीं है,52
11794,travis,ट्रैविस,29
14512,periódico,अखबार,14
9106,lv,एलवी,50
178,bethesda,बेथेस्डा,100
7152,ondas,वायु तरंगों,62
5676,termodinámica,ऊष्मप्रवैगिकी,68
2656,centro de la ciudad,मिडटाउन,89
607,guionista,पटकथा लेखक,99
5687,brandywine,ब्रैंडीवाइन,72
7458,cerveza inglesa,यवसुरा,57
5886,distingue,अलग है,27
1114,magistrado,मजिस्ट्रेट,80
13155,célula,कक्ष,15
8116,patético,दयनीय,56
8540,tejón,बिज्जू,42
4118,cisnes,हंसों,40
3382,saxófono,पत्थर में छेद करने का औजार,72
13963,propio,अपना,7
6973,tahiti,ताहिती,64
6459,oxido,जंग,63
9478,fascismo,फ़ैसिस्टवाद,47
14336,estándares,मानकों,11
1479,cagayan,कैगयान,95
11972,sendero,पथ,26
10692,en público,सार्वजनिक रूप,38
12158,demonio,शैतान,18
1496,hf,एचएफ,95
447,ileso,रिहाई,100
8317,exxon,एक्सान,55
12615,vicio,उपाध्यक्ष,22
12076,cáncer,कैंसर,27
7018,hackear,हैकिंग,36
13099,más grande,विशालतम,17
93,microprocesadores,माइक्रोप्रोसेसरों,74
907,metalurgia,धातुकर्म,97
5321,mononucleosis infecciosa,मोनो,74
9599,auge,बूम,43
5919,deidad,देवता,61
7865,metáfora,रूपक,53
4719,fei,फी,78
10376,pt,पीटी,15
11944,alison,एलिसन,28
10066,gancho,अंकुड़ा,29
10872,estrecho,संकीर्ण,31
2324,schwarz,श्वार्ज,90
12916,golpeado,मारना,19
2200,tienda de comestibles,किराना,87
8913,acortar,क्लिप,37
3306,maleficio,हेक्स,84
11684,piernas,पैर,18
4578,peggy,पैगी,79
11351,extendido,बड़े पैमाने पर,33
2251,radiocarbono,रेडियोकार्बन,91
8525,cheshire,चेशायर,54
2902,pomelo,चकोतरा,88
4225,afluencia,तांता,81
2431,tacos,हीलर्स,90
10798,jugador de bolos,गेंदबाज,28
8355,improductivo,अनुर्वर,55
11566,bombarderos,हमलावरों,23
13607,navegador,ब्राउज़र,12
5890,nuez dura,हिकॉरी,71
3059,con vehemencia,जोरदार,83
13322,oye,अरे,15
4720,amtrak,एमट्रैक,78
4244,lugar de trabajo,कार्यस्थल,81
11239,prosa,गद्य,34
7621,sumo,सुमो,60
6764,aleta,पंख,59
5756,vicepresidente,वीपी,72
4171,parma,पर्मा,82
5436,andrómeda,एंड्रोमेडा,74
4972,dislexia,डिस्लेक्सिया,77
10838,terminal,टर्मिनल,24
4485,epilepsia,मिरगी,80
7034,solvente,विलायक,57
12582,du,ड्यू,22
13789,salud,चियर्स,11
4000,superpotencia,महाशक्ति,72
14242,mac,मैक,28
12872,perder,खोना,12
1214,lager,बीर,95
3984,acrópolis,एथेन्स् का दुर्ग,82
5923,ama,ए एम ए,69
1553,colega,क्री,94
7286,convicción,दोषसिद्धि,31
10802,pizza,पिज़्ज़ा,37
2220,plagas,विपत्तियों,36
1285,inducir,प्रेरित करना,50
4967,terrapinas,टेरापिन,73
4155,víbora,नाग,66
13779,william,विलियम,9
13767,fallecido,मर गई,10
13135,moderno,आधुनिक,16
1095,bock,बोक,95
11837,pollo,मुर्गा,28
2645,autocracia,एकतंत्र,89
1366,crispin,क्रिस्पिन,95
7509,brujería,जादू टोने,61
3563,eras,युगों,15
11785,espartano,परहेज़गार,23
2784,temporizador,टाइमर,64
10289,amir,अमीर,40
1995,tétanos,धनुस्तंभ,92
6588,khrushchev,ख्रुश्चेव,66
5204,millonario,करोड़पति,58
6906,glucosa,शर्करा,64
6321,archiduque,आर्कड्यूक,66
5060,berna,बर्न,76
7307,inventor,आविष्कारक,51
7516,barroco,बरोक,61
2951,hidrolasa,हाइड्रोलाज,88
2735,myron,मायॉन,88
6912,qu,क्वा,64
6990,morteros,मोर्टारों,38
10828,coca,कोका,37
689,prescrito,निर्धारित,88
8825,diario,डायरी,46
11371,alistado,अधीनस्थ सैन्य,28
38,equino,घोड़े का,98
324,joss,चीनी बुत,100
3700,matanza,रक्तपात,84
5149,silesia,सिलेसिया,75
12253,noé,नूह,25
5160,afligido,त्रस्त,75
1529,recto,मलाशय,95
12545,satélite,उपग्रह,21
11742,emperador,सम्राट,28
9143,waf,वफ़,49
4298,más frío,सबसे ठंडा,81
3423,palíndromo,मुरजबंध संबंधी,72
14411,trabajos,नौकरियां,16
2854,discernir,पहचानना,74
13820,cual,कौन,6
12009,entrevista,साक्षात्कार,21
9724,pedernal,चकमक,45
5412,ankara,अंकारा,74
4348,saliente,बेसन,81
7156,nicky,निकी,62
8798,testimonio,गवाही,47
3073,transaminasa,ट्रांज़ैमिनेज़,87
4347,pte,पीटीई,81
4890,lub,एलयूबी,77
7532,lince,बनबिलाव,61
6703,nemo,निमो,66
11997,resaca,अंडरटो,27
13246,atlanta,अटलांटा,16
13406,valle,घाटी,14
12513,emergencia,आपातकालीन,16
10399,alce,मूस,40
8984,recluta,रंगरूट,22
6996,antártico,अंटार्कटिक,64
10132,instante,तुरंत,41
14102,oficial,अधिकारी,9
12187,cumbre,शिखर सम्मेलन,26
8414,increíblemente,अविश्वसनीय रूप से,38
11097,rocoso,चट्टान का,28
6657,malayo,मलय,58
11110,respaldo,बैकअप,34
8042,curtidor,टैनर,57
5734,rancho,रैंचो,72
5711,entrometido,एंट्रे,71
13715,herrero,लोहार,12
3229,hiena,लकड़बग्धा,87
3858,putrefacción,सड़ांध,77
10235,kilómetros,किलोमीटर की दूरी पर,38
8435,asesinos,हत्यारों,33
5151,deportista,खिलाड़ी,75
7176,conveniente,सुविधाजनक,42
5431,falda escocesa,लहंगा,72
1809,extensión,लोटना,85
9292,pct,पीसीटी,48
12634,ilegal,अवैध,21
5241,disipación,अपव्यय,17
9030,precioso,कीमती,50
1324,pío,पीप्स,80
12412,connecticut,कनेक्टिकट,24
3538,desmontado,विघटित,77
12711,autobús,बस,19
3932,pronunciar,का उच्चारण करें,38
6601,melodía,धुनों,37
14191,proyecto,परियोजना,7
7123,yuan,युआन,63
4694,vandalístico,व्यंग्यात्मक,78
7712,corbeta,कौर्वेट,58
5809,medallista,पदक विजेता,55
13333,razonablemente,यथोचित,6
10338,emerson,एमर्सन,40
1761,ginny,जिनी,93
3328,antiguo alumno,भूतपूर्व छात्र,86
7027,milty,मल्टी,63
11661,olvidó,भूला,30
2745,cambriano,कैंब्रियन,88
8819,cavar,गड्ढा करना,43
4354,mach,मच,80
11425,canberra,कैनबरा,32
5566,tímido,विनीत,73
5229,caspio,कैस्पियन,75
227,cosmetología,सौंदर्य प्रसाधन,100
2289,cdr,कमांडर,91
7301,bombardeo aéreo,बम बरसाना,57
5209,evanescencia,लोप,75
1408,durmiente,स्लीपर,90
4108,pia,पिया,82
6485,hacia atrás,पिछड़ा,48
153,anestesia,बेहोशी,100
8089,lars,लार्स,45
13870,mayoría,अधिकांश,7
5945,modena,मोडीना,71
12109,comprometido,प्रतिबद्ध,19
11472,jerusalén,यरूशलेम,32
13129,alabama,अलाबामा,17
10614,confederación,कंफेडेरशन,22
3169,transferase,ट्रांसफेरेज़,87
5970,proscrito,डाकू,50
10533,interfaz,इंटरफेस,38
6055,carretilla,ठेला,69
10205,gm,जीएम,41
1458,alo,आलो,82
14398,fecha,तारीख,6
8694,fletcher,फ्लेचर,52
8092,montó,रोडे,57
12565,probar,साबित करना,14
9265,judicial,अदालती,47
2129,línea azul,नीली रेखा,92
12702,volver a escribir,पुनर्लेखन,17
9299,abd,अब्द,48
2437,aterronado,लम्पी,90
12858,deberá,करेगा,20
12489,miércoles,बुधवार,23
976,patriarcas,वयोवृद्ध,81
12116,ch,चौधरी,26
