ID,SPAIN,FRENCH,INTERVAL
14511,dejar,partir,8
7852,cuna,berceau,61
14256,llamadas,appels,9
2803,meatero,places,88
1908,brillante,embrasé,73
7871,limo,limiter,61
1037,escape,s adapter,96
8860,abadía,une abbaye,54
2285,zapatillas deportivas,baskets,89
13358,invierno,hiver,17
12174,cachorros,petits,29
5490,avestruz,autruche,74
8214,embargo,saisie,56
5824,tilo,tilleul,74
9522,dal,daller,49
10665,dibujos animados,dessin animé,33
6735,bagre,poisson-chat,68
9310,con sede,au siège,19
13022,teléfono,téléphoner,19
10461,soum,souillé,43
12538,gastado,dépensé,26
3435,cabeza rapada,skinhead,81
13637,corte,rechercher,13
5534,olimpo,olympe,76
12702,volver a escribir,récrire,20
12741,articulación,découper,24
11745,algodón,coton,33
5985,dirección norte,en direction du nord,73
14038,señor,m,12
2297,dar por,daud,92
6284,restringido,avancé,64
13946,precios,des prix,20
11467,de este modo,ainsi,35
13070,alcanzar,atteindre,11
1005,sinóptico,synoptique,98
6962,nuez,noyer,65
8157,val,valourdine,59
2892,azotado,fouetté,56
8325,toneladas,tonnes,54
11852,chupar,sucer,25
14237,conocido,connu,11
13776,excursión,visiter,12
1351,fanatismo,bigoterie,96
13943,apagado,désactivé,10
12069,martillo,marteau,29
2159,guión,trait d union,64
3815,buques de guerra,navires de guerre,67
12889,corazón,cœur,18
7856,nacer,nanking,61
475,omite,omettre,47
5625,cojear,boiter,61
9112,cono,cône,51
8358,desaparecido en combate,mia,57
439,metamorfosis,métamorphose,100
2718,luz de la luna,clair de lune,88
10967,matemáticas,math,38
6238,recreativo,récréatif,33
3204,reformado,remis à neuf,78
5062,vesubio,vésuvius,79
757,gawain,grognon,98
9000,apagón,coupure électrique,51
13713,mar,mer,13
5397,alharaca,ado,76
8554,acosar,watergate,56
13522,talón,bout,15
1844,trotón,trotteur,92
4542,guerra relámpago,guerre éclair,81
323,monoteísmo,monothéisme,100
14302,función,fonction,23
2350,cepillado,brossage,48
8337,suburbano,de banlieue,57
14130,brindar,proposer,6
9504,erupción,éruption,38
13264,maría,marie,16
14181,tercero,troisième,9
879,vigas,poutres,56
12015,trepador,randonnée,30
5845,mechón,mv,74
2773,chorrito,ruisseler,84
6754,lo más corto,le plus court,67
12630,instalaciones,établissement,21
7523,g dif,gd,62
7266,rojizo,roanoke,64
8084,masonería,franc-maçonnerie,60
4646,remisión,référence,77
2934,tomar represalias,user de représailles,47
14457,desarrollar,développer,12
5774,acuñado,inventé,18
10792,amado,bien-aimé,40
2027,socava,sape,52
13379,pistola,arme à feu,14
6431,ensayos,essais,38
3407,secoya,séquoia,84
14179,ganancias,gains,16
1039,improvisado,de fortune,98
8931,infancia,enfance,53
5076,pedazo,tronçon,55
6417,derecho de retención,privilège,69
12680,estafa,con,20
11817,accidente,accessoire,33
4612,plátanos,bananes,40
8693,quemado,brûlé,55
12058,trivialidades,trivia,31
9541,no tiene,ne fait pas,49
1857,vestir,vêtements,94
2817,euforia,euphorie,89
6880,regreso a casa,retour à la maison,66
2994,marea,blume,88
5787,piedra clave,clé de voûte,73
2675,malísimo,pouilleux,90
13295,católico,catholique,18
7831,ornitorrinco,ornithorynque,61
12642,entretenimiento,divertissement,22
6825,veinte,vingtaine,15
10741,reunido,réunis,27
5993,mejoramiento,optimisation,53
12573,más fácil,plus facile,26
7349,asignación,allocation,30
1760,barranco,ravin,92
4745,av,un v,80
10272,llevar a la fuerza,shanghai,44
760,panóptico,panoptique,98
11247,lanzas,lance,33
2633,aumentador de presión,booster,78
11226,fijación,fixation,11
3743,piscis,poissons,86
7928,nebulosa,nébuleuse,59
8005,golpes,slams,34
2520,cajero automático,au m,91
11035,cincuenta,cinquante,37
5005,esferas,sphères,36
11063,reajuste salarial,cola,38
4992,xenón,xénon,79
6371,toque de queda,couvre-feu,66
1574,emisión,sonorisation,22
12764,peor,pire,24
11547,alterado,altéré,9
4610,aprendió,appris,81
12541,fin de semana,weekend,25
6937,libro de texto,cahier de texte,53
5988,podrido,pourri,73
7144,en t,int,65
12273,martes,mardi,28
9241,no hombre,pas d hommes,51
8957,polinizador,pollinisateur,47
10322,burra,burke,40
1164,estímulo,stimulus,97
4333,desatado,détaché,82
1199,guiso,ragoût,88
13880,muchos,beaucoup,6
9826,boise,barre,47
8759,huelguista,le buteur,43
4193,tachar,chronométrage,42
9104,explosión,coups,29
1894,posterior,de derrière,79
9546,hambruna,famine,48
13913,ambos,les deux,10
4281,testificar,témoigner,60
12697,tarea,tâche,17
829,maestría,la maîtrise,98
8808,macedónio,macédonien,48
6324,helénico,hellénique,41
2824,lanoso,laineux,89
7812,herrería,smithers,61
290,esquemático,schématique,96
3454,verbigracia,vif,87
14466,buscado,recherché,6
10873,herencia,patrimoine,40
10281,condado,comté,44
12724,lesión,blessure,18
9434,cachorro,chiot,47
13426,corrió,faire courir,16
6181,besar,bess,72
9377,cedro,cèdre,48
5679,mostaza,moutarde,74
10174,salvavidas,maître nageur,44
10945,mono,singe,38
14091,norte,n,9
4469,joyas,bijoux,82
12987,vaquero,jean,21
1447,baños,toilettes,44
12489,miércoles,mercredi,26
3647,jing,jalouse,86
13678,establecido,établi,12
4598,reemplazado,remplacé,73
13527,tecnología,la technologie,14
7685,vizconde,vicomte,62
8864,suburbio,banlieue,38
5937,garganta,gorge,55
13977,desear,vouloir,6
4355,lógicamente,logiquement,28
2197,luz del sol,lumière du soleil,92
14295,siguiente,suivant,6
5860,cucaracha,gardon,72
6177,pie grande,bigfoot,72
6078,hoja de cálculo,tableur,70
13225,cayó,est tombée,19
13456,no deseado,indésirable,16
7918,yegua,jument,61
5109,no especificado,non spécifié,78
552,desvinculado,dissimulé,95
14025,mi,mon,6
11192,corredor de luna,chanteur de lune,38
1082,de ahora en adelante,désormais,97
8965,sensato,sensible,49
9930,transportar,traversier,38
3781,más profundo,le plus profond,85
6466,horno,four,64
3249,joven a la moda,rabat,88
4009,panteón,panthéon,84
2589,bicho raro,cinglé,89
13371,montaña,montagne,13
13598,destacados,en vedette,11
1682,entrevistados,personnes interrogées,87
14334,america,amérique,5
12742,armado,armé,15
5839,se acabó el tiempo,temps libre,60
11551,patada inicial,démarrer,34
9536,pelearse,bagarre,49
2363,elando,élandir,92
9161,dormir,kip,52
3690,desalentador,décourageant,85
3229,hiena,hyène,88
8638,shelley,bousculade,56
13309,administrado,géré,11
9441,desacuerdos,désaccord,38
3805,domar,apprivoiser,71
6661,hemofilia,hémophilie,68
14050,estados,états,7
9857,tierras altas,montagnes,35
5930,sarga,serge,72
2067,isla pequeña,banc de sable,92
14470,abajo,ci-dessous,10
3986,hombre-lobo,loup-garou,84
9999,monzón,mousson,45
2627,resina,résine,81
3075,mítico,mythique,88
11221,fundador,fondateur,35
1914,no cualificado,sans réserve,93
2395,gramófono,gramophone,92
11382,deshacerse,débarrasser,36
2734,narcóticos,stupéfiants,76
12089,compromiso,faire des compromis,21
9192,durazno,pêche,49
12755,sur oeste,sud-ouest,24
10601,convencido,convaincu,31
1846,erario,échiquier,94
12001,pagado,payé,31
14310,algo,quelque chose,9
8249,impuestos,taxe,27
358,enfurecido,infurgé,92
12122,automático,automatique,6
14096,impuesto,impôt,27
2861,caña,cannes,58
5753,eximido,renoncer à,69
6695,preámbulo,préambule,68
10779,eje,axe,40
2864,estrógeno,œstrogène,88
13966,necesidad,besoin,6
2311,molestar,déranger,23
8116,patético,pathétique,59
12484,estadísticas,statistiques,23
4121,pavimentado,pavé,62
8805,sinfonía,symphonie,53
3598,sobrescrito,superscript,84
9730,bulto,renflement,48
5162,abonado,abonné,54
4548,enredado,omis,73
11480,cabezas,têtes,11
11360,de alguna manera,en quelque sorte,36
22,lápiz labial,rouge à lèvres,100
2649,borgoña,bourgogne,90
11537,derivado,dérivé,22
6364,disolver,dissoudre,41
8714,asombrosamente,étonnamment,55
11971,camión,un camion,28
3961,idiotas,morons,50
1077,analizando,en cours d analyse,42
2840,implacable,impitoyable,86
12666,mitología,mythologie,24
6875,caldera,chaudière,62
6948,oráculo,oracle,66
13934,entonces,alors,6
7886,excedido,dépassé,40
10001,resumen,abstrait,43
5658,higo,figure,72
3926,cuarentena,quarantaine,79
13636,etiquetado,tagué,8
13828,acerca de,à propos,5
9992,beca,bourse,44
9689,hd,haute définition,48
10219,choque,choc,33
2541,altoparlante,haut-parleur,83
1055,descubridores,découvreurs,73
11081,obsesionado,hanté,36
5004,franqueo,se diviser,20
7076,ladrar,aboyer,59
6073,abedul,bouleau,72
13644,salón,salle,14
7525,interruptor automático,briseur,51
3552,espacioso,spacieux,87
10199,habló,parlait,44
13554,apreciado,apprécié,11
1621,poliestireno,polystyrène,95
14300,operación,opération,7
1062,medio ambienteismo,environnementalisme,35
12584,padre,père,24
4755,amalgamación,fusion,46
1810,de larga data,de longue date,94
6386,arpa,harpe,67
613,escudriñado,scruté,95
9359,conversos,convertit,19
6488,deformado,voilé,60
9961,casi nunca,rarement,29
3636,riego,irrigation,84
14180,julio,juillet,7
7593,sótano,sous-sol,62
12522,engañoso,trompeur,25
493,migraña,migraine,96
8038,fósforo,phosphore,60
11050,capítulo,chapitre,33
1203,esguince,entorse,72
10166,patrocinado,sponsorisé,32
21,rompecabezas,heartbreaker,76
457,pedacito,qtr,100
6475,empresario,entrepreneur,64
12744,desastre,catastrophe,20
8511,remedio,remède,51
14075,acceso,accéder,10
56,íncubo,incube,100
3297,descartado,mis au rebut,71
13804,era,était,5
11895,brote,épidémie,31
4889,autorizado,autorisé,67
13676,sequía,brouillon,12
4198,fosfatasa,phosphatase,83
3071,en los estados unidos,état d état,88
7712,corbeta,corvette,61
13904,apoyo,soutien,10
13702,ganador,gagnant,12
8422,inesperado,inattendu,57
2017,garabatear,griffonnage,91
3045,anochecer,tombée de la nuit,88
8825,diario,journal de bord,49
10308,vale,chit,44
3713,sturt,vêtu,86
13216,wasn,n était pas,19
3396,travesaño,barre transversale,86
720,objetante,heckler,96
5096,deshonesto,malhonnête,78
3493,centelleo,scintillement,87
14121,haciendo,fabrication,5
6856,línea de datos,quart de détails,67
7709,hidráulico,hydraulique,56
4639,picazón,picoter,81
389,galio,gallium,100
13789,salud,à votre santé,12
5669,lepra,lèpre,75
9122,hiedra,lierre,51
11457,báltico,baltique,36
428,tunecino,tunisien,98
5558,detino,couché,76
8122,accedido,accédé,10
7619,mágico,magique,25
11413,laminación,roulant,20
4294,tijeras,les ciseaux,70
9237,alquitrán,le goudron,51
14158,ordenadores,des ordinateurs,8
9304,salmón,saumon,51
9124,recordado,rappelé,31
2667,oligarquía,oligarchie,90
2455,estética,esthétique,50
11485,haití,haïti,35
6560,rasgarse,déchirer,69
7111,botín,butin,63
4007,devasionado,ravagé,78
9163,pretendiente,presley,52
4737,harina,farine,79
14402,requerir,exiger,7
9809,dedo,doigt,35
4317,casa club,club-house,82
6474,réplicas,annonces,57
8842,rabón,rire,54
6505,cíclico,cyclique,68
8696,chisme,potins,55
718,gesto de desaprobación,tut,95
6817,bendición,aubaine,67
12378,honor,honneur,21
350,somorgujo,plongeon,98
8326,tóxico,toxique,47
8176,coma,virgule,50
12376,caballero,chevalier,23
12760,puntilla,brad,24
14473,mostrado,indiqué,10
13590,carente,manquant,12
4072,veintiuna,blackjack,83
1014,ónix,onyx,98
1268,así como,ainsi que,96
7090,vacuna,vaccin,55
6526,enjambre,essaim,64
817,melaza,mélasse,98
7608,ecosistema,écosystème,62
8007,australiano,aussie,53
12969,demora,retard,8
7939,mezcla,mélange,21
11696,guau,wow,34
582,no dañoso,sain et sauf,99
6341,esposas,épouses,70
8435,asesinos,tueurs,36
12706,jesús,jésus,24
12109,comprometido,engagé,22
7099,traición,trahison,63
10184,neón,néon,45
13350,velocidad,vitesse,16
14513,notas,remarques,7
2089,no involucrado,non info,93
1897,surgido,aris,93
1754,mnemotécnico,mnémonique,90
1776,bonk,bonnelle,93
6519,esclerosis,sclérose,70
13341,poeta,poète,17
10918,secuelas,conséquences,39
804,queroseno,kérosène,98
13251,campana,cloche,18
1610,diferencia,variance,94
11834,inadecuado,inadéquat,31
12936,puerto,port,21
10604,compras,achats,27
1585,mover el esqueleto,boogie,95
10935,roble,chêne,35
2711,buitre,vautour,87
6015,del este,à l est,70
5135,cesura,césure,78
7449,rees,des renes,59
11411,más lento,ralentissez,36
9429,mayonesa,mayo,50
3279,en esto,la bride,88
1739,luz de las estrellas,lumière des étoiles,92
2740,obediencia,obéissance,86
11963,oponentes,adversaires,25
7005,acústico,acoustique,61
10140,dúo,duo,45
11604,solamente,uniquement,27
11755,extraño,étrange,32
630,aburrir,loquet,99
8762,caimán,alligator,54
12390,estrella nueva,nova,28
3648,ortigas,ortie,81
9044,profeta,prophète,48
13393,satisface,se rencontre,11
9784,vanidad,vanité,47
9252,métrico,métrique,49
13930,durante,pendant,9
7769,juramento,serment,58
2432,maleta,valise,88
7214,cósmico,cosmique,65
13440,lo que,peu importe,16
8636,glotón,carcajou,35
12398,equitativamente,équitablement,28
2663,platónico,platonique,89
1467,estratosfera,stratosphère,93
13992,basado,basé,10
7278,recipiente,destinataire,49
13607,navegador,navigateur,14
2418,río abajo,en aval,92
8978,corcho,liège,52
13059,dos veces,deux fois,20
9177,fresa,fraise,50
9983,rehén,otage,38
2307,filo,hutte,82
722,gusano,asticot,95
623,estrellado,étoilé,99
11008,embajada,ambassade,37
5083,tarta de queso,cheesecake,78
3256,zarza,ronce,86
10169,húsares,hussards,44
1955,lexico,lexé,88
390,vertebrado,vertébré,92
6375,desestructurado,désorganisé,69
14161,estudiar,étude,19
5320,sombrero de copa,bouffon,65
2336,hacia el sur,au sud,59
13415,mateo,matthieu,16
9010,reiniciar,redémarrage,43
7348,sujetar,saisir,58
6113,catastrófico,catastrophique,57
14213,unión,syndicat,11
6577,hermanos de religion,frères,69
1961,postari,askari,93
11113,argelia,algérie,38
11942,centro comercial,galerie marchande,31
1907,comunicado,communiqué,93
12807,acoplado,accouplé,14
9064,buscador,chercheur,51
12323,arrojar,mandrin,28
1965,oso hormiguero,fourmilier,92
2972,aviador,aviateur,88
969,recibo,le reçu,75
1653,sin piedad,sans pitié,95
11182,carrera de obstáculos,steeple-chase,38
9867,señalizar,poteau indicateur,47
5455,portador,porteur,63
10723,demostración,manifestation,21
711,deservicio,mauvais service,98
152,sayo,tunique,80
7844,gaitero,cornemuseur,58
12039,delincuente,criminel,28
3373,revocar,abrogation,74
8388,papel prensa,papier journal,58
5128,ducado,duché,75
13335,sexto,sixième,18
3623,bura,brave,86
10207,chaquetas,vestes,37
8025,duquesa,duchesse,60
8548,villanos,méchant,49
7840,monóxido,monoxyde,61
13230,vuelo,vol,17
9600,despotricar,rant,42
8699,prorrateo,répartition,55
3114,bazo,rate,88
2780,cebador,apprêt,86
10648,óptico,optique,37
4384,pargo,snaper,66
5925,lluvioso,pluvieux,73
3476,difosfato,diphosphate,87
12052,se convierte en,devient,9
1851,abigarrado,hétéroclite,93
14114,a mí,moi,6
2467,peregrinaje,pèlerinage,90
7878,cimitarra,cimeterre,61
8991,titular,gros titre,41
4324,debutante,deb,70
12199,puerta,porte,25
1104,resistido,résisté,97
11433,invicto,invaincu,36
447,ileso,non élu,100
8975,mariposa,papillon,51
9309,frotar,insister sur,51
2443,asigna,attributions,14
2584,abrazo,câlin,62
5613,sedición,sédition,75
3127,velo,voile,72
13862,años,années,7
1594,evolucionando,évoluer,38
13494,consultas,interrogation,14
8569,deriva,dérive,37
2174,clavija,cheville,71
11533,curioso,curieuse,35
7155,logístico,logistique,38
3167,ariana,arie,88
1913,antorchado,tordu,35
12746,llegado,arrivée,17
6112,cl,clocher,72
7360,reproches,flocon,64
5267,coreografía,chorégraphie,77
12968,obvio,évident,22
3791,agitado,secoué,85
13359,citado,cité,8
1434,despierto,éveillé,93
3133,renegado,renégat,59
2060,álamo temblón,tremble,93
7984,hídeo,hydre,60
5423,mercancía,marchandise,62
1456,indefenso,sans espoir,92
8066,se produjo,s ensuivir,33
2400,ejecutor,exécuteur,88
8351,en el lado,sur le côté,58
11911,nube,nuage,29
4942,con alegría,volontier,79
6697,ustedes mismos,vous-mêmes,68
5256,emperatriz,impératrice,76
7039,contrapartes,homologue,51
13643,pueblo,village,13
5504,toreo,cornichon,75
4993,carruaje,char,71
4357,cita,rendez-vous,77
7788,he,ive,62
8395,coste y flete,cafard,58
7510,paloma,colombe,61
13711,islas,îles,10
5976,aburrimiento,ennui,72
5588,fasado,en phase,28
12266,por eso,par conséquent,29
7845,euler,éoller,61
6836,billetes,billets de banque,38
1302,bronceado,coup de soleil,94
3310,sumamente,sommairement,88
12708,emitir,jeter,22
4368,honestidad,honnêteté,82
7559,wormer,indolent,62
2961,antepasado,ancêtre,69
11528,fi,phi,35
6679,abreviaturas,abréviations,43
2518,eufemismo,euphémisme,88
13367,6º,6ème,17
10067,periodistas,journalistes,31
13605,agua,l eau,13
12762,águila,aigle,16
2202,lindia,lindée,92
14210,oferta,des offres,17
5849,entresuelo,mezzanine,72
5652,ígneo,igné,75
8488,deslizamiento de tierra,glissement de terrain,44
3789,marquesina,chapiteau,85
8003,cal,ball,60
13417,mencionado,mentionné,12
1100,tararear,hum,93
5528,frijoles,des haricots,37
11419,comprar,acheter,32
12613,afd,arrière,25
1906,bromas,farce,62
4571,mandato,injonction,77
8039,soleado,ensoleillé,43
8313,falda,faïence,58
5232,espontáneo,spontané,70
6150,trineo,traîneau,70
1835,topografía,topographie,94
606,metileno,méthylène,99
3487,camaleón,caméléon,87
1584,ardiendo,en feu,95
7646,sobredosis,od,62
10388,interestatal,entre états,43
11406,halcón,faucon,21
2259,fibra de vidrio,fibre de verre,92
12128,mel,mine,30
6169,no sé,dunno,72
8635,sapo,crapaud,55
743,caro,chèrement,98
33,mulato,mulâtre,100
6355,esencial,pivot,62
13302,avg,aversion,18
397,raqueta de nieve,raquette,98
14042,anunciado,annoncé,13
10294,casado,marié,39
3977,reescribir,réécrire,84
11515,gramo,gras,35
8603,nórdico,nordique,56
10879,recuperación,récupération,39
4785,sped,écervelé,80
12420,alguien,quelqu un,27
930,abismo,abîme,86
5229,caspio,caspienne,77
1073,brazo pantanoso,bayou,97
208,goma de goma,fusionné,100
13602,quinto,cinquième,14
3399,desmantelado,démantelé,71
7719,subyacente,sous-jacent,59
14229,horas,heures,10
2706,agnóstico,agnostique,88
8418,escribiendo,griffonner,54
2583,amabilidad,gentillesse,15
3394,acrónimos,acronymes,61
14201,pantalla,écran,21
11287,cinta,ruban,30
11730,etiopía,ethiopie,33
13638,especifica,spécifie,8
9879,crimea,de crimée,47
6024,piruvado,pyruvate,72
7399,exhausto,épuisé,43
12427,elegido,choisi,27
4774,agrios,agrumes,80
1580,nómada,nomade,79
5751,bucky,boucan,74
11678,islas bermudas,bermudes,34
8771,andanzas,des actes,50
1808,sobrecargarse,envahir,94
5092,embuste,gros mensonge,78
7458,cerveza inglesa,ale,60
4447,arrastrarse,ramper,69
12208,cuerda de tripa,catgut,29
5707,psicópata,psycho,74
13255,escritorio,pupitre,18
9949,rodeado,entouré,27
11512,resistente,robuste,34
13072,ola,vague,18
10496,atentamente,cordialement,38
9234,trigo,blé,51
4915,de la posguerra,après la guerre,79
5074,proveedor,le fournisseur,62
4142,más oscuro,plus foncé,83
549,milagroso,miraculeux,84
522,álamo de virginia,coton-bois,99
8660,pelo,fourrure,53
3775,vernáculo,vernaculaire,85
11983,los ciudadanos,citoyens,27
6894,término análogo,analogue,62
6248,camarilla,clique,67
1426,boya,bouée,84
570,tierras de cultivo,les terres agricoles,96
5954,ebbets,ébouriffer,73
6309,arquímete,archimédien,71
4262,ingle,aine,82
10257,palma,paume,41
9991,como consecuencia,en conséquence,25
4733,más fresco,cool,80
14449,más extenso,plus long,12
7885,curvo,incurvé,38
4417,redistribución de distritos,redécoupage électoral,81
3650,giro de vuelta,tourner autour,83
11967,es decir,c est à dire,31
2233,golfistas,golfeurs,72
5915,campo de campo,cliché,73
1813,mirada lasciva,lorgner,93
269,erguido,ériger,49
13006,dibujó,a dessiné,21
7786,motín,mutinerie,58
2599,guardaespaldas,garde du corps,82
14152,paquete,emballer,22
12948,chatarra,camelote,22
13147,bonito,jolie,19
8185,cenicienta,cendrillon,59
8938,escotilla,la trappe,51
10952,anuncio,annonce,13
12476,acreditado,honorable,22
3260,afinidad,affinité,81
14271,en realidad,vraiment,11
4994,central eléctrica,centrale,72
4786,triptófano,tryptophane,80
1110,reagrupado,regroupé,81
13385,ruso,russe,16
2092,postre,le dessert,92
1531,burguesía,bourgeoisie,95
13768,sí mismo,lui-même,13
14413,obras,travaux,6
14160,trabajadores,ouvriers,23
8962,remolque,bande annonce,48
11737,pie,ft,33
11830,noble,titré,10
713,de muelles,à ressort,98
2828,desprotegido,non-rétablir,52
1009,poco práctico,pas pratique,96
13892,antes,avant,7
11792,desgastado,porté,33
8165,cereal,céréale,57
9483,lobos,loups,50
10886,desapego,détachement,32
10326,más cercano,le plus proche,43
13918,compartir,partager,7
13898,compañías,entreprises,10
8686,segador,moissonneuse,54
9616,estilo libre,freestyle,48
12437,esquema,schème,26
4181,iónico,ionique,83
5422,bulboso,bulbeux,76
2050,cabeza armada,ogive,77
9331,consumado,consommé,32
11952,tiburón,requin,25
7116,busto,bousiller,52
9987,marca comercial,marque déposée,43
11093,cañón,canon,36
12930,permanecer,rester,11
11198,funeral,funéraire,37
12838,acercarse,approcher,17
7594,abuelo,grand-père,62
11104,gradualmente,progressivement,36
10357,armenio,arménien,40
14117,rango,gamme,12
6903,más pesado,plus lourd,67
13345,práctica,entraine toi,14
14294,auto,voiture,11
3008,estilizado,stylisé,88
10744,nariz,nez,38
7258,espinilla,tibia,62
8470,separarse,se détacher,57
11186,suizo,suisse,38
10228,cómodo,à l aise,32
2598,obra maestra,chef-d œuvre,83
8174,la habana,havana,59
8118,asma,asthme,60
10546,cama,lit,40
3083,úlcera,ulcère,86
12973,irán,l iran,22
10237,teclas,clés,12
10313,caminando,en marchant,15
10916,cobre,le cuivre,39
10780,teorema,théorème,39
11033,guarnición,garnison,36
3861,idea equivocada,idée fausse,65
4913,sófocles,sophocle,79
3748,resbaladizo,glissant,84
4292,puñalada,poignarder,62
9746,desesperado,désespéré,39
13207,mayoria,majorité,9
9186,sopa,soupe,52
275,ibérico,ibérique,99
9963,hawaiano,hawaïen,45
12528,madera,bois,21
7547,yate,yacht,53
3393,esloveno,slovène,87
12172,milenio,millénaire,30
13576,mando,commander,12
3095,esfuerzo de torsión,couple,88
10452,salida,départ,41
9365,peligro,péril,51
1033,desafiante,de défi,98
4081,trinquete,cliquet,84
8237,aguileña,ancolie,58
13599,devuelto,revenu,11
9712,circo,cirque,48
298,sumador,additionneur,100
1116,reloj de sol,cadran solaire,93
1865,rebanador,trancheur,94
6032,firmificado,signifié,46
16,maníaco,maniaque,99
6052,púnico,punique,72
10766,hormigón,béton,40
11338,impulsado,conduit,37
13767,fallecido,décédés,12
2729,cruces,jonctions,44
7250,tengo que,gotta,64
9141,reservador,bovinateur,52
4804,inadvertido,inaperçu,74
3576,loseta,tuile,64
11874,aconsejar,conseiller,22
3383,gatear,crawl,67
14163,investigación,recherche,11
9189,batán,complété,52
355,renacido,renaître,100
10951,rodilla,le genou,37
3010,indiscriminadamente,indistinctement,47
3147,paloma silvestre,culot,88
12325,extratropical,extratrictique,28
9396,valla,clôture,41
10639,actas,transactions,38
1968,faddle,fadrer,93
12206,en g,ing,29
752,letargo,léthargie,98
4633,manía,la manie,81
6095,corteza,croûte,72
12166,tergiversación,représentatif,25
2440,farmacológico,pharmacologique,79
11519,destello,éclat,32
6752,llevar fuera,décharge,68
10991,ciervo,cerf,39
3714,fonógrafo,phonographe,83
9869,búho,hibou,39
13901,usuarios,utilisateurs,5
12029,prohibir,interdit,18
6135,cóctel,cocktail,66
12121,enigma,énigme,30
4673,inofensivo,sans danger,81
9262,luchador,lutteur,45
913,residencia universitaria,dortoir,86
1060,cucharas,cuillères,52
11365,selva,forêt tropicale,36
2775,payasadas,bouffonneries,88
14335,excelente,super,10
4014,carácter de nación,nationalité,84
4418,gacela,springbok,68
10904,almacenamiento,espace de rangement,39
10283,mosaico,mosaïque,43
4188,irlandés,hibernien,83
3747,comancha,comander,82
8719,demanda judicial,procès,50
7924,escopeta,fusil à pompe,58
10866,disminución,déclin,15
13538,cumplimiento,conformité,15
11652,equivocado,erroné,34
6267,campesino,paysan,54
10814,maldita sea,zut,37
12766,tarjetas,cartes,15
13449,seriamente,sérieusement,16
3266,dar un toque,poussée,72
9300,libra esterlina,sterling,51
6670,cabeza de puente,tête de pont,66
8824,comerciante,marchande,49
576,excursiones,vitesses,98
9702,zapato,chaussure,36
5421,cisma,schisme,76
13791,el,le,5
7986,aturdido,étourdi,45
2464,lanza libre,free-lance,84
13824,más,plus,5
11042,aguja,marlin,32
14044,tarifa,les taux,8
2742,atta,attacher,90
11821,secuencia,séquence,29
3082,ceceo,zézayer,88
5554,giratorio,rotatif,74
3475,reaccionar,réagissant,47
12188,cresta,crête,29
2043,con antaño,éreinter,93
12221,no podría,ne pouvait que,29
1571,indocumentado,sans papiers,95
6601,melodía,tunes,40
12495,embarcacion,bateau,19
10247,medido,mesuré,20
6587,en silencio,tranquillement,69
8106,estreno,première,20
3088,licuadora,mixeur,88
12513,emergencia,urgence,19
8453,envenenamiento,empoisonnement,38
4928,cacharro,en faille,79
9168,trono,trône,51
900,deus,dref,98
14079,convertirse,devenir,9
614,controlar,chèque,93
4799,cuadrático,quadratique,79
13788,análisis,analyse,12
10162,dificultades,des difficultés,34
9825,mp,député,47
10686,loto,lotus,41
2557,hechizo,hecht,91
13373,escocia,écosse,17
8368,santas,reliques,56
8758,imán,aimant,38
2372,buzón,boites aux lettres,89
558,sangch,sang-froid,99
12967,wayne,cheminée,22
11218,junto a,aux côtés de,38
5970,proscrito,hors la loi,53
14170,recibió,reçu,6
6496,glorioso,glorieux,70
1271,avaro,cupide,95
13632,foro,forum,13
6473,campesino blanco,redneck,67
13268,7,7ème,18
67,más perezoso,lazier,100
3685,cautivos,prisonniers,54
1006,hachís,haschisch,98
11080,fantasma,fantôme,35
5099,superado en número,en nombre,73
5151,deportista,sportif,78
1211,a bajo precio,à bon marché,97
13247,grecia,grèce,19
2454,sometido,tamisé,80
13034,países bajos,pays-bas,21
10721,silla,chaise,36
6864,esforzarse,aspirer,56
14320,fuente,source,7
10678,promesa,promettre,27
5945,modena,modène,73
647,dalles,daltonie,98
2279,criollo,le créole,92
2490,biliar,bilder,91
8924,hueva,chevreuil,52
13444,comenzando,début,12
11129,más rápido,plus rapide,38
12839,primavera,le printemps,20
7760,fábrica de ladrillos,brickyard,62
9094,marcar,cadran,47
11002,soplar,souffler,32
13639,desafortunadamente,malheureusement,13
8485,pared de piedra,mur de pierre,56
3705,maníacos,maniaques,48
11665,masón,le maçon,32
6675,bosch,bosque,68
9692,decimoquinto,quinzième,48
4362,confesar,avouer,45
2942,diente de león,pissenlit,88
7678,hatchback,hayonnerie,58
3510,remolcar,remorquer,54
464,empuñadura,brandissement,85
10957,anillos,anneaux,20
9458,tumba,la tombe,40
7196,arzobispo,archevêque,62
3450,pie de página,bas de page,84
1325,clorofila,chlorophylle,96
978,escuela secundaria,lycée,98
1046,corpiño,corsage,87
14036,hogar,maison,9
10950,gregory,grégoire,39
8251,horizonte,skyline,58
9035,prusia,prusse,53
8137,hurgonar,embranchement,59
3768,exótico,exotique,82
13805,por,par,5
8922,jehová,jéhovah,54
6936,inconsecuencia,incohérence,41
10393,enamorado,valentin,43
3428,paleta de hielo,popsicle,87
13982,desarrollo,développement,12
5049,mechones,touffes,76
4110,ateo,athée,66
159,cenozoico,cénozoïque,100
13436,referenciado,référencé,15
7675,frunció el ceño,fronçant,57
7356,degenerado,dégénéré,55
1669,cerdeña,sardaigne,95
