ID,DEUTSCH,KOREAN,INTERVAL
14402,erfordern,필요하다,6
9380,solitips,독창적 인,48
486,steigend,활상,69
4257,dilemma,양도 논법,79
2508,vierzehn tage,이주일,88
9815,hängend,교수형,31
11372,versea.,도,33
14430,bindung,노예,20
13031,stiftung,기초,18
8900,honig,꿀,52
6129,quietschen,쥐 우는 소리,67
10822,marilyn.,마릴린,38
6017,miriam,미리 암,71
12467,minimum,최저한의,24
9723,biber,비버,38
7261,genom,게놈,61
132,ghanaisch,가나안,99
386,trias,삼중의,100
6501,jericho.,여리고,68
2058,gänzlich,핸드롤로,92
1475,mazedon,마케도먼,95
6553,dak.,다크,67
14094,am besten,최상의,8
5514,argh,아진,74
3511,ballsaal,사교 댄스,85
4099,korinth,고린도,83
623,sternenklar,별이 빛나는 것,99
13099,größten,가장 큰,17
769,goshen,고센서,98
3598,hochgestellte,위에 쓴,83
5603,kreuzer,순양함,69
4926,stich,격통,77
13112,hauptstadt,수도,12
729,kuscheln,저작자,94
603,protozoen,원생 동물문,99
10579,fohlen,망아지,20
6353,meilensteine,이정표,48
4371,nachteil,불리,65
5987,wasserzeichen,양수표,64
6054,picken,펙,69
2779,dyn,다이너스,89
13214,irisch,아일랜드의,16
8306,gepaart,쌍을 이루는 것,20
943,mandala,만다라,97
1629,duplex,양면 인쇄,92
527,precambrian.,프리 아스 브리아,99
13810,es,그것,5
4846,pharmazeutisch,제약,67
2626,buschranger,부시 러,89
9991,folglich,따라서,22
2311,stören,방해하다,21
3039,mauerwerk,석공 직,88
2364,vervierfachen,네 배로,86
2214,bratz,브릿지,91
2165,elektrophorese.,전기 영동,91
5551,peso,페소,58
6674,rodman,로드 맨,67
13585,geboren,태어난,12
422,stringer,세로보,97
3227,egoistisch,이기적인,83
5475,neu nummeriert,번호 매김,59
11273,seriell.,연속물,32
12809,rick.,약간 뒤틀리게 하다,20
2221,smegma,스미르마,91
9141,bucher,오커,50
2303,ablenkung,편향,60
14358,ausgaben,지출,27
374,wütet,wray.,100
10158,restaurant,식당,37
1251,arginin,아르기닌,96
13250,in tiddly.,갯벌,16
13210,wahlen,선거,9
9134,janet,자넷,50
28,beugung,회절,100
3865,melodisch,멜로디의,83
6249,nachteilig,불리한,60
5036,virginianer,버지니아 사람의,69
9814,fang,송곳니,44
167,tigon,티곤,100
3807,brennen,번디조,84
9306,polizisten,경찰관,49
3271,skifahrer,스키 타는 사람,76
9835,anfrage,문의,41
5471,libertarisch,자유주의 자리,62
11339,kürze,짧음,34
8070,endlos,끝없는,58
3660,normalisierung,표준화,14
1786,dalmatiner,달마 시안,73
9568,arkade,아케이드,46
14035,öl,기름,16
11244,kardinal,추기경,15
7827,disneyland,디즈니 랜드,60
9042,sandra.,산드라,51
2884,hippokrates,히포크라테스의,88
8431,schaufel.,scudder.,55
1440,peng,펭스,95
5517,unsterblich,불멸,58
8168,erhitzt,가열,19
229,dispersion,분산,45
1487,zähnung,구멍 뚫기,72
186,mogul,무굴 사람,95
5527,brest,브레스트,74
4721,mittelsaison.,중미,79
4518,paradigma,어형 변화표,79
9837,waterloo,워털루,45
11590,poesie,시,31
371,trapezförmig,사다리꼴,97
3144,hacke,괭이,86
14164,macht,만듭니다,5
6081,lex.,법률,70
2786,kush,쿠싱,87
12302,chi,치자,25
12609,mir,밀,22
10645,pierce,내뚫다,33
13890,pro,당,11
5978,wispe,도깨비불,71
5276,achtung,임무,75
13393,trifft,만나다,9
12117,grafik,제도법,15
7511,staatsanwalt,수행자,50
4232,diddy.,디디얼,82
5314,dickey.,턱받이,75
10046,mumpitz,발러다 찬,43
2402,psychiatrie,정신 의학,91
2316,axiome,공리,73
7088,faraday.,패러데이,64
9734,benny.,베니,45
9640,thames.,템스들,46
8411,porto,포르토,55
4853,prostata,전립선,76
10868,newport,뉴 포트,37
10685,porno,포르노,38
2633,booster,부스터,76
6314,einstrom,스트롬인,69
1073,bayou.,베요,97
12670,pixel,픽셀,21
13062,mädchen,여자애들,12
698,jahweh,야훼,98
2522,perücke,가발,81
12992,diagramme,다이어그램,17
8181,rodham,로드엄,57
10148,schimpanse,침팬지,41
8497,rostig,녹슨,55
4857,skiff,편주,74
10347,ganzzahlen,정수,32
873,bv.,비밀의,97
3381,miniaturen,미니어처,61
4298,kälteste,추운 것,81
3113,schwimmer,수영 선수,73
12680,kessel,범죄자,18
8592,venezolanisch,베네수엘라 사람,54
9492,zweideutig,모호한,39
11067,am stärksten,가장 강하다,36
5681,bipolar,바이폴라,73
3072,mandel,아몬드,86
10364,beleidigung,모욕,22
8274,untos,언데드,56
1138,habe,하 v,97
11965,bündel,다발,28
6633,neuausrichtung,재배치,55
10913,frosch,개구리,33
7998,butch,못 쓰게 하다,58
11431,louisville,루이빌,33
10207,jacken,자켓,34
6508,eberesche,마가목,68
3203,kosmos,코스모스,75
9062,flasche,병,39
13403,unternehmen,사업,13
9275,tr.,기르기,44
13139,morgen,아침,17
7678,hatchback,해치백,56
5287,veganismus,채식주의 자의,49
11053,mittag,정오,36
11260,lehm,점토,34
6969,paisley,페이즐리,64
11656,erfolgreich,성공적으로,11
16,manisch,매니어스,99
6156,sympathisch,교감 신경,69
8119,gladiatoren,검투사,45
9555,rezeptor,수용체,40
14007,zunahme,증가하다,12
12410,wright,라이트,24
2571,siemens,지멘스,90
8159,reeder,갈대 같은,57
5990,espresso,에스프레소,71
9088,vinyl,비닐,50
9574,wally,월리,45
13441,karte,지도,12
14186,genommen,촬영,8
7177,herrlich,웅장한,62
731,praktiker,실무자,77
8992,angetrieben,추진 된 것,38
254,permutationen,순열,83
12149,galerie,갤러리,25
1445,majestätisch,위엄 있는,93
2079,hämorrhoiden,치질,91
12282,verrückt,미친,25
7254,schichten,레이어,36
9464,kriegszeit,전시,48
12762,adler,독수리,14
521,aufgereiht,끈으로 묶이다,99
11266,intervention,간섭,33
4143,tora,토라스,81
9700,parodie,풍자적 개작 시문,38
8978,kork,코르크,50
7710,ablauf,만료,60
13283,sydney.,시드니,16
10571,zunehmend,더욱 더,39
11529,walt,월트,32
3612,lautmalerei,의성,85
11241,wütend,화난,34
597,kolonisten,식민지의,90
4722,archaisch,낡은,78
9024,dioxid,이산화물,51
3907,überaus,대단히,83
12395,staub,먼지,24
636,lich,리치,99
104,unstet,unssessessed.,100
11935,physik,물리학,7
512,ile,일체,99
3768,exotisch,이국적인,81
6424,hooper,후퍼,68
8743,zart,부드러운,47
5405,replik,레플리카,66
11353,belgier,벨기에 사람,33
4249,minensuchboot,미네소퍼,76
4681,bankett,연회,76
4765,rum,럼 주,79
3701,drittens,셋째로,85
11830,betitelt,제목의 것,8
8091,paso,파소에서,58
7526,tauchen,잠수,38
12882,alpha,알파의,20
11852,saugen,빨다,22
13688,million,백만,11
543,harman,하만,99
6218,klitoris,음핵,69
12777,ersetzen,부위,21
13336,oklahoma,오클라호마,15
11208,hollywood,할리우드,35
12137,einheitlich,통일 된,26
12098,konservativ,보수적 인,21
11591,veteraner.,참전 용사,23
1404,dankbarkeit,고마움,95
6356,kerze,양초,62
3126,salomon,살로몬,88
6989,spinal,척추,64
10768,saat,씨앗,13
6022,auszug,발췌문,57
4954,blinddarm,부록,77
12889,herz,마음,15
10033,gorilla,고릴라,43
10796,buddhismus,불교,38
14287,finale,결정적인,7
5687,brandywine,브랜디 와인,73
4166,jousting,마스테 핑,82
12858,soll,~ 일 것이다,20
4609,verkleidet,클래스,76
10960,manila,마닐라,37
8132,uni.,유니,57
8324,leitung,도관,55
6466,ofen,오븐,62
7614,interessant,재미있게,61
13188,kinder,어린이들,16
2359,am lustigsten,가장 재미있는,91
9664,malthusian,맬터,46
3618,shiv.,시부모,85
1520,unethisch,비 윤리적이다,94
1802,torte,타르트,71
2507,emulsion,유제,89
14218,computer,컴퓨터,6
14305,luft,공기,8
2465,bräutigam,신랑,76
9925,leicester,레스터,44
4673,harmlos,해가없는,79
11408,beratend,자문,26
556,abprallen,바운스 백,99
6335,dokumentation,문서화,12
1435,placebo,위약,95
3335,sekretariat,사무국,87
3539,typhus-,장티푸스,86
12432,th,태도,24
8055,griff,콜스터,58
7850,grausamkeiten,취사,55
14116,juni,6월,6
11753,troy,트로이,30
10270,tonne,톤,30
10949,unruhe,불안,37
14387,kurz,짧은,9
2647,theologe,신학자,86
7934,scherer,깎는 사람,55
13920,wo,어디,7
9742,therapie,요법,45
9539,nautisch,해상,47
8424,horace,호레이스,55
12630,einrichtung,시설,18
2561,stockmann,주식 박사의,90
13190,population,인구,15
783,probieren,탐지기,97
7557,gute nacht,잘 자,61
2952,impressum,날인,67
8099,whiskey,위스키,58
13495,sich ausruhen,쉬다,13
758,burbank,버 뱅크,98
5369,gegenoffensive,반격,65
9956,wen,웬,44
6519,sklerose,경화,68
11905,jupiter,목성,29
13816,es ist,그것은,5
12105,rorie,로리,27
4905,kondensator,콘덴서,75
6026,krishna,크리슈나,71
3053,merv,자세한 사람,88
6419,höhepunkt,클라이맥스,65
355,wiedergeboren,다시 태어났다,100
9874,realisieren,깨닫다,35
10691,anglo,앵글로스,38
6206,überschütten,overshadowed.,65
13514,meilen,마일,12
4110,atheist,무신론자,64
10137,gerald,제랄드,42
6570,urheberschaft,원작자,67
9295,beseitigen,제거하다,15
13545,aussage,성명,10
2010,missspelling,틀린 틀린,60
11636,vergleichen,비교하다,11
12035,unmöglich,불가능한,27
11293,kolossum,콜롯세움,34
2792,turbolader,터보 차저,88
17,fanatik,광신자,63
9453,intraut,틀,48
1333,nimmermehr,절반,96
13618,plaudern,채팅,12
12610,del,델,22
4227,clamschells.,조개 껍질,81
8393,stationär,변화 없는,56
10849,abhängig,의존하다,23
10079,landwirtschaftlich,농업,28
12248,irgendwo,어딘가에,26
4303,unersetzlich,바꾸어 놓을 수 없는,79
11251,zwerg,난쟁이,32
11740,konstante,일정한,30
2529,budge,조금 움직이게 하다,89
10141,aktivisten,활동가들,35
12936,hafen,포트,18
4408,scheitel,꼭지점,81
8504,talbot,탈봇,55
3041,quadrant,사분면,77
10333,därne,대표자,41
13469,ermöglichen,허용하다,9
2296,tilden,끽 질다,91
11731,kenia,케냐,30
3993,dime,단돈 한 닢,76
2073,desinformation,그릇된 정보,92
5343,quadrat,쿼드,73
8243,verzeihen,용서하다,49
2628,gespalten,갈라진,88
11428,polo,폴로,33
11696,beeindruckend,와,30
2126,umbruch,대변동,88
11525,komm zurück,돌아와,31
6675,bosch,보쉬,67
13838,neu,새로운,6
2044,antennen,안테나,59
5202,galanterie,용감,76
13624,außen,밖의,12
6547,pasta,파스타,67
7217,reese,리즈,63
10764,verde.,베르데,38
10701,glänzend,빛나는,38
8315,hindi,힌디 어,56
525,elektrifizierung,대전,99
5671,syed.,시드,73
1267,akkumulieren,축적하다,44
4345,gunman,총기 경비원,81
5736,salsa,살사,73
1547,orgie,진탕 마시고 떠드는 술잔치,93
11162,kokain,코카인,35
2291,strontium,스트론튬,91
5261,mccarthyismus,맥카르시즘,75
435,francium,프랑크리,100
10063,qualifikation,한정자,8
201,kaplan,예배당 목사,92
7240,mayflower,메이 플라워,63
10006,esel,당나귀,43
4419,isotop,동위 원소,68
7779,blähung,공허,60
9653,geblasen,부푼,46
1843,maratha.,마라 테라,93
1774,parallaxe,시차,92
3569,personifikation,의인,85
13617,tisch,테이블,12
14384,führen,선두,7
14214,bedürfnisse,필요합니다,6
2710,ausverkaufen,팔아 버리다,86
13284,8.,8 일,16
696,wackel,흔적,98
11546,donner,우뢰,31
13375,enzym,효소,14
9720,skelett,해골,44
10014,scheinbar,겉으로는,43
425,supermarine,슈퍼 마린,100
1063,ultima.,마지막 음절,97
428,tunesische,튀니지 사람,97
8410,wachs,밀랍,51
13451,film,영화,12
13015,höchst,고도로,18
9297,wohltätigkeit,자선 단체,45
1058,eifer,열성,97
4067,schnurlos,무선,83
14519,bringen,가져오다,6
7541,zaire,자이르,62
2334,namensvetter,이름을 딴 것,89
9937,herren,신사,44
8565,ingwer,생강,54
11468,stange,막대,31
14044,preise,요율,7
11809,kerry,케리,29
3379,verringern,줄다,49
12569,jets,제트기,19
6375,unorganisiert,혼란 스럽다,67
9187,klaren,클라렌스의,50
10953,abdeckung,피복,8
5361,amtsenthebungsverfahren,고소,62
12780,kuba,쿠바,21
12522,irreführend,오도 ​​된,22
2464,freiberuflich,프리랜서,83
6603,äther,에테르,62
8285,seminole,정액,47
5476,ike,이케,74
8100,kart,카트,56
6538,arrogant,오만한,59
11692,erdbeben,지진,12
3148,puget,퓨젯,88
6890,sevilla,세비야,65
9679,rüstung,갑옷,21
10504,feier,축하,19
5810,farn,양치류,71
10783,suchend,찾는 것,24
6082,wertlos,가치 없는,69
344,hydroxyl,히드 록실,83
10918,nachwirkungen,여파,37
1426,boje,부표,83
7634,posaune,트롬본,60
869,artefakt,인공물,59
4399,namenlos,무명,81
2416,angeboren,타고난,89
6512,salmonellen,살모넬라,68
8071,baxter,굴삭기,58
13236,davis,데이비스,15
11016,vista,추억,36
12455,techniker,엔지니어,7
6172,dolce.,돌체,70
544,dioxin,다이옥신,99
11375,angehen,태클,24
791,dermatologie,피부과학,98
8570,schatter,청어 무리,54
7272,weinen,울음 소리,32
2445,scrollen,스크롤링,40
10257,palme,손바닥,38
6133,esther,에스더,70
3841,boomerang,부메랑,83
5359,zahnpasta,치약,75
7491,firewall,방화벽,62
6901,minn,...에 mn.,65
4774,zitruszitrus,감귤류,79
14323,qualität,품질,8
11987,autobahn,고속도로,24
10212,milton,밀턴,42
11502,trinidad,트리니다드,32
3325,bebop,벳집,87
12972,feind,적,17
13408,letztlich,결국,13
2700,kerle,녀석들,24
9906,hat nicht,그럴 수 없어,44
8632,beethoven,베토벤,54
1580,nomade,유목민,78
11823,homo,호모,29
11389,anmeldung,로그인,33
396,selen,셀렌,100
1889,kaskadierung,계단식,62
5435,reut,regt.,75
13282,grammatik,문법,16
4197,isomer,이성질체,68
2931,am weitesten,가장 먼,88
9353,see hund,물개,49
7042,zertifizierung,인증,40
7522,sirius,천랑성,62
9941,blies,보낸다,44
7131,meskalin,메스 칼린,63
2766,leibeigenschaft,serfdom.,89
1142,watchdog,지키는 개,95
9767,pflanzen,식물,15
5373,indochina,인도 차이나,75
2195,myriade,무수한,89
8045,wonne,다시 없는 기쁨,57
9900,jihad,성전,44
538,steuerpflichtig,과세 대상,99
8476,schmiede,단조 공장,44
10713,tunnel,터널,35
7984,hyde,하이드,58
2658,volksabstimmung,plebiscite.,89
13381,mission,사명,12
63,trickerei,속임수,100
9953,byron,바이런스,43
789,haggis,해거,98
1512,penang,페낭,95
13958,monate,달,10
5651,osmose,삼투,73
13481,kühl,시원한,13
12324,kolumbus,콜럼버스,25
8387,flandern,플란더스,56
2546,nukleolus,핵소,90
1739,sternenlicht,별빛,91
12011,newcastle.,뉴캐슬,28
9436,kopenhagen,코펜하겐,48
11367,schokolade,초콜릿,33
8421,persien,페르시아,55
1787,apostrophen.,아포스트로피,67
5234,wodka,보드카,75
387,renoir,르노이르,100
13155,zelle,셀,16
2237,tez.,테스,91
13558,entmutigt,낙담했다,12
5273,theological.,신학,53
10026,weber,웨버,43
10878,albany.,알바니아의,37
13432,kesselkesselplate,보일 러 플레이트,14
7008,legitim,합법적 인 것,64
3959,kastanie,밤나무,81
11034,gilde,동업 조합,36
6631,mastodon,마스토몬,67
9626,prostitution,매춘,42
14356,quellen,출처,6
935,hartholz,견목,97
6853,tudor,튜더 왕가,65
7899,lindern,완화,27
4200,parc,파크,82
11594,reise,여행,28
753,apostasie,배교,98
8139,schleudern,활재,54
3337,westfalen,웨스트 팔렌,87
6877,bretonisch,브레튼,65
7159,ermüdung,피로,61
968,magdalene.,막달레 렌,89
8988,künstler,수행자들,10
11520,darwin.,다윈,30
6695,präambel,전문,66
3816,geflügel,가금류,84
4777,unionist,노동 조합원,68
5267,choreographie,안무,75
83,besudeln,설리의,99
12283,peru,페루,25
4481,gut aussehend,멋있는,79
5008,elend,불행,76
12356,ref.,조항,23
6253,methionin,메티오닌,69
8167,teilnehmer,참가자,51
3145,drucken,드루즈,88
5533,sputnik,인공위성,74
8806,spoiler,스포일러,41
13566,heute,오늘,12
10963,briefmarke,우표,30
6714,schließung,폐쇄,25
9713,gotisch,고딕,46
10646,eingang,입구,37
1687,unvorbereitet,준비되지 않은,94
12186,quecksilber,수은,26
3374,gerahmt,프레임,23
3220,wellig,떨리는,86
3510,abschleppen,끌리는 배,52
11837,hähnchen,닭,28
8014,fitnessstudio,헬스장,58
1342,nanometer,나노 미터,96
5871,wägh,와우 그리다,72
11434,methyl,메틸,32
10289,amir.,아미르,41
11093,kanone,대포,33
1083,zügel,고삐,73
14070,welt,세계,7
10930,sparta,스파르타,37
3880,amal,아말산,83
10617,bolivien,볼리비아,38
6878,biotechnologie,생명 공학,64
12602,marathon-,마라톤,22
13862,jahre,연령,6
12570,lakers,레이커스,22
13040,senior,상위,17
2922,beryllium,베릴륨,88
9545,fantastisch,환상적인 것,46
7071,ernst,진지한,63
6337,kartoffeln,감자들,38
9731,spender,기증자,40
5915,downfield.,하류 밭,72
2498,paloma,팔로마,90
12123,sr.,...에 sr.,27
2491,jekyll.,제류도,90
8283,fibrose.,섬유증,56
5023,im uhrzeigersinn,시계 방향으로,77
3466,aussteller,발행자,85
13924,gegen,~에 맞서,7
8245,durchbruch,돌파구,54
9150,valencia,발렌시아,50
1896,sexismus,섹스시즘,93
7746,aussprache,발음,58
3750,petticoat,페티코트,77
6148,genua,제노바,70
14451,verluste,사상자 수,10
8329,beleidigt,기분을 상하게했다,24
7099,verrat,반역,62
4041,gauß,가우스,83
857,methadon,메타돈,97
881,sternenstaub,...의 스타 더스트,97
1913,klappern.,횃불,32
11964,cannabis,대마초,28
9251,zinn,주석,48
11603,virtuell,가상,24
2220,plagen.,재앙,37
1935,antioxidans,항산화 제,91
3702,stumpf,단조롭고 지루한,83
10468,annahme,추정,34
1705,che,ut.,94
5646,fundamentalist,근본 주의자,66
6744,lansing,랜싱,66
4073,letterman,레터맨,83
9352,thorpe.,망원,48
13345,üben,관행,12
14415,r,아르 자형,9
3827,hymne,찬송가,76
6987,beth,베스,64
9422,johannesburg,요하네스 버그,48
10368,tako,타코,40
8020,lu.,루,58
13891,machen,만들다,5
10327,kg,킬로그램,41
9702,schuh,구두,33
8269,mieten,임차료,46
12908,narbe,흉터,19
12843,pfanne,팬,20
13673,jersey,저지,12
11045,argumentiert,주장했다,20
1962,richer,더 풍부한,93
14267,gebäude,건물,10
12155,turner,돌리는 사람,26
5855,maori,마오리족,67
999,auf dem weg,옥상,88
4517,nitro,니트로,80
5905,kartbo,카트 만,72
4646,verweisung,추천,75
12337,einstellung,환경,9
7087,sherlock,셜록,64
9610,interpretiert,해석,18
13517,gedruckt,인쇄물,11
1139,hoon.,교훈,97
10549,essen,식사,15
7169,erholt,반등했다,26
366,tetrahydrocannabinol.,테트라 히드로 카나 비놀,100
1189,tenel,틸리,97
11450,beta,베타,32
1316,mambo,맘보,96
5554,rotary,로타리,73
7657,monmouth.,몬머스,61
2518,euphemismus,완곡 어법,87
9729,neunzehn,십구,46
5696,grundstück,그건,73
13317,indiana,인디애나,15
2282,staffelung,비틀 거리는 것,76
5337,nadel,바늘,69
13422,joseph,요셉,14
11718,maya,마야,30
5728,amphitheater,원형 극장,73
10992,trug,착색하고,37
2585,seitenleiste,사이드 바,89
10086,känguru,캥거루,40
3223,falun,파룬,87
10986,hybride,잡종,36
10441,gabriel.,가브리엘,40
11039,kolonie,식민지,21
11415,mazedonien,마케도니아의,33
13138,trete,발 차기,12
1481,antivirus,바이러스 백신,95
11248,unendlichkeit,무한대,34
10775,zugehörigkeit,입회,9
8260,jeep,지프,53
7665,in acht nehmen,조심하다,61
5417,bambus,대나무,73
13836,eins,하나,5
1097,aufseher,파수꾼,92
9430,aufregend,신나는,33
11064,shawn,쇼트,36
7257,hajj.,하지,62
10001,abstrakt,요약,40
1178,marschieren,마칭,92
11451,zwilling,쌍,21
11151,kongo,콩고,35
12240,geteilt,각기 다른,21
13518,unterseite,맨 아래,13
11942,einkaufszentrum,쇼핑 센터,28
4078,bellevue.,벨뷰,83
1379,nahuatl.,나히 족,96
7606,moskito,모기,58
1398,phenyl,페닐,95
8859,osaka,오사카,52
11652,verwechselt,잘못된,31
1263,fragebogen,설문지,91
739,senkrecht,직교,93
3189,kona,코나,87
13399,heiß,더운,14
72,prahlerei,자랑하다,55
830,corral.,가축 우리,95
5136,norma,노마,76
10093,rita,리타,43
3021,barrakuda,바라쿠다,86
9899,rover,임시 과녁,32
2330,lithographie,석판화,83
13713,meer,바다,12
2050,sprengkopf,탄두,76
4356,seidelbast,다프네,81
334,unehrlichkeit,부정직,99
9273,entwaldung,삼림 벌채,48
3858,verrotten,썩음,77
10268,tamilisch,타밀 사람,41
1110,umgruppiert,재편성,79
3211,rainier,비거진,87
8522,urteilen.,판단,19
6956,sandmann,샌드맨,64
1183,margarine,마가린,97
10772,aztekisch,아즈텍,36
2173,dehydratase,탈수 효소,91
2013,heftzwecke,압정,69
4841,pyro,파이 로스,78
7525,becher,파쇄기,49
10242,ländlich,시골의,41
14442,entschieden,결정했다,7
5965,prügeln,뒹굴다,57
1915,donuts,도너츠,86
3607,bh,브래지어,77
690,nachsicht,가늠자,98
2725,gentry,상류 사회,89
9603,ernährung,영양물 섭취,44
1545,obelisk,오벨리스크,95
3849,camilla.,카밀라,83
10993,baptist,세례 요한,35
7190,gamer,게이머,63
3338,royalist,왕당파,80
5899,antilope,영양,71
381,vizekönig,총독,97
3639,rostfrei,스테인리스,85
7631,bucht,후미,61
9834,freundschaft,우정,44
1276,goths,고스,54
13311,möglicherweise,혹시,7
11498,zeitungen,신문,15
7260,hoden,고환,61
10865,hansa.,한자,37
9579,tango,탱고,47
5525,rückzug,후퇴,32
2452,begabtes,영재,41
9463,kocher,coe.,48
861,repariert,redacted.,93
2634,pfote,발,85
7740,karate,카라테,58
7955,deux.,덕에,59
4915,postkrieg,전후,78
1302,sonnenbrand,햇볕에 쬐 인,93
4635,verrenken,근육 경련,79
1233,diol,디올,93
13494,anfragen,쿼리,12
6061,verlängert,장기간,63
7549,hochsommer-,한여름,61
555,freier halt,자유약,99
1795,erblich,유전,93
3605,armaturenbrett,계기반,83
6227,hefe,누룩,69
466,treten,흘레,91
11624,mf.,매프,31
9000,blackout,정전,49
4138,allmächtig,전능자,82
9798,ranger,레인저,17
5347,erotisch,에로틱 한 것,75
9316,ausschließlich,...을 제외한,33
14309,persönlich,개인의,6
5654,zigeuner,집시,67
1952,assyrien,앗시리아,93
1919,wandgemälde,벽화,87
9412,vatikan,바티칸 궁전,48
6084,hash,해시시,64
11508,familien,가족들,11
9364,über nacht,밤새,48
12573,einfacher,쉽게,23
14109,john,남자,8
12757,jerry,실내 변기,21
1331,jammig,jibbs.,96
13779,wilhelm,윌리엄스,9
12411,bach,작은 만,24
2727,astor,아스토르,88
3387,inschriften,비문,67
11215,baseman,지저귐,35
9136,paradox,역설,46
4444,vermietung.,렌트카,74
11047,libyen,리비아,36
14425,immer,항상,11
9001,darlehen,대출,41
14093,zukunft,미래,8
7412,fitch,화필,62
1869,nist,니스트,93
1826,grinch,그린치,93
13606,richard,리처드,12
8009,nackt?,없는,34
11540,fördern,기르다,31
9340,pinkeln,오줌,47
14149,einzel,하나의,9
12468,morris,모리스,24
1762,wechselnd,간헐적 인,83
2390,sportlerin.,스포츠 너스,86
2229,smog,스모그,91
14157,voll,가득한,9
8827,peugeot,푸조,52
14292,fälle,케이스,6
7045,arithmetik,산수,63
8472,tifinagh.,티 핀지,55
13534,meinung,의견,10
1991,midast,중동,93
1373,pethidin,페 티딘,96
6153,referenzen,신임장,67
9023,neuer,최신의,51
5012,zyklo,시클로,77
3293,stammesmen,tribesmen.,87
5120,ansaxial,봉제의,76
8235,säbel,무력,29
939,truppe,극단,93
12247,costa,코스타,26
12226,evolution,진화,26
9358,unwahr,올바르지 않은,48
12740,phönix,불사조,21
4026,flugbahn,궤도,73
13330,pilz,버섯,15
8719,klage,소송,48
13244,handeln,거래,12
1084,festgelegte,규정 된 것,78
5095,zugute,양보하다,38
8107,pistole,권총,39
2433,torf,이탄,91
12442,fangen,잡다,18
12169,ma.,엄마,25
11122,freibeuter,구덩이,34
14212,gebühren,요금,14
9183,serotonin,세로토닌,50
14364,reagan,레이건,34
1107,hüter,키퍼,41
6561,nairobi.,나이로비,67
7072,neu laden,재 장전,53
1590,kondensieren,응축하다,50
9242,waffenstillstand,휴전,49
8538,vetter,사촌,45
8885,hitter,타자,33
4163,logarithmus,로그,75
3651,weisen,마비,85
14104,gehaltenen,유지된,8
5813,gambia,감비아,72
13687,schlecht,나쁜,12
7529,goethe,괴테,62
5214,reichlich,앰플,76
11449,gareth,가레스,33
3361,methylphenidat.,메틸페리드,86
10384,zurückziehen,철회하다,26
7723,unfähigkeit,할 수 없음,60
14027,pläne,계획,11
14213,union,노동 조합,9
9997,piffle,실없는 말,43
12703,favorit,가장 좋아하는,20
10637,nicaragua,니카라과,38
3600,ängstlich,불안해하는,85
12027,dampf,증기,27
9548,mei,메우스,47
12136,bangladesch,방글라데시,27
3604,raupe,무한 궤도,83
13877,mai,5월,5
13757,süd-,남부 지방 사투리,11
780,grassroots,기본적인,98
6029,opus,작,71
6759,fruchtfleisch,펄프,65
3065,kabbala,밀교,88
11172,reiten,승마,22
7451,kollegen,동료,53
6403,matilda,마틸다,68
14253,texas,텍사스,9
6444,hausmeister,돌보는 사람,67
11610,litauen,리투아니아,31
9952,danke,감사합니다,44
2897,cholesterin,콜레스테롤,88
779,unversehrt,상처 없는,98
12453,arbeit,노동,23
12271,aufgelöst,해산,24
9772,bullpen,불펜,45
876,keime,세균,77
2629,tula,툴라,89
984,bolo.,볼로,97
3222,sizilianisch,시칠리아의,83
10737,schmerzen,통증,30
9572,lucy.,루시,47
1463,tadellos,견책,79
4379,beschleunigen,가속하다,34
4173,föderalist,연방 주의자,80
13983,helfen,돕다,6
11579,schall-,소닉,30
6456,bengali,벵골 사람,68
13512,krone,왕관,12
1840,zurückgehalten,rescled.,87
1726,unmittelbar,동시에 일어나는,79
314,windmesser,풍력계,100
14349,bereitgestellt,제공,6
934,kreuzigung,큰 시련,97
1564,speerman,창병,95
2847,collage,콜라주,88
13502,bühne,단계,12
1515,chemise,슈미즈,89
8961,hemingway,헤밍웨이,51
9809,finger,손가락,32
12868,norwegen,노르웨이,20
11630,kohl,서양 평지,29
11617,cm,센티미터,31
1932,midi-,미디,92
2474,tori,토리의,57
10252,ältere,장로,38
9427,gewachsen,자란,48
9167,prärie,대초원,48
9680,wesen,본질,46
2191,kälter,더 추워서,91
9426,sachverstand,전문적 지식,48
8222,hunne,파괴자,51
4116,dui,듀피,82
6749,masuse,메이즈,66
13679,indien,인도,12
12274,signal,신호,20
3839,farblos,무색의,84
4203,schrott,한조각,52
5686,lowry.,로우리,72
13845,s,에스,5
14065,hart,딱딱한,8
281,kanister.,캐니스터,84
11021,harold,해롤드,36
12536,puerto,푸에르토,23
1059,vollsprecher,enforcer.,27
10366,lesben,레즈비언,39
12711,bus,버스,20
497,riviera,리비에라,99
10625,nr,...에 nr.,38
2593,unausstehlich,불쾌한 것,88
12895,roi.,로이,20
5806,dat,종말,72
8380,verkündet,선포했다,45
5944,leiche,시체,60
2363,eland,큰 영양,91
6828,tänzer,댄서들,53
9838,norfolk,노퍽,45
8775,vagina,질,52
9127,tomate,토마토,46
11851,verbrechen,범죄,15
1575,amüsiert,즐기는,15
2657,schwankend,비틀 거리다,76
5595,asyl,보호 시설,71
13972,datei,파일,6
8093,die röcke,스커트,46
7515,ballade,민요,55
5119,seine,예망,76
421,storyboard,스토리 보드,100
1335,bilbo,검,96
8550,zuflucht,피난,53
10996,polar-,극선,33
3281,benzoat,벤조 에이트,87
