ID,DEUTSCH,RUSSIAN,INTERVAL
13040,senior,старший,17
979,excalibur.,экскалибур,97
10427,stabil,стабильный,39
8258,tai,тай,57
11675,nordwesten.,северо-западный,31
4728,zehen,пальцы на ногах,49
6145,wagga,вагга,70
3683,blindlings,слепо,85
1038,fischartig,рыбный,97
9984,wiederwahl,переизбрание,42
7088,faraday.,фарадей,64
364,adlige,дворян,100
13724,thomas,томас,12
3455,liza,лиза,86
12954,silber-,серебряный,19
13178,länge,длина,16
5976,langeweile,скука,70
12046,gegenwart,присутствие,28
6655,sutter,саттер,67
1152,goldie,голди,95
11219,bred,бр,35
3882,murmeltier,сухопутный,84
8249,steuern,налоги,24
6797,ching,цепляние,66
7643,oase,оазис,61
12734,commonwealth,содружество,21
3711,samson,самсон,85
2433,torf,торфяна,91
3976,elegant,элегантный,71
3381,miniaturen,миниатюры,61
12620,doc.,док,22
5555,samsara,самсара,74
9010,neu starten,начать сначала,41
11115,barcelona,барселона,36
10622,burton,бертон,39
11648,urs,ур,31
7805,primitive,примитивный,57
6243,nomenklatur,номенклатура,69
3331,unsicher,небезопасный,86
652,ambrosia,амброзия,98
10604,einkaufen,поход по магазинам,24
12687,eisen,железо,19
9816,thriller,триллер,45
1009,unpraktisch,непрактично,96
11805,kubaner,кубинец,29
12232,panama,панама,26
6376,evert,вечно,69
4715,lähmen,сухожилия,79
10984,himmel,небеса,36
5317,matra,матра,75
11670,dreizehnte,тринадцатый,31
4373,methodik,методология,72
11037,überflüssig,избыточный,34
2718,mondlicht,свет луны,87
13389,wagger,вагурки,14
8770,stecker,затыкать,48
4897,konfuzius,конфуций,78
12809,rick.,рик,20
14418,gezeigt,показано,7
4328,sündenbock,патенси,80
884,godspeed.,божем,97
6410,diskurs,дискурс,68
9317,zerse,ceres.,49
6514,zitadelle,цитадель,67
11687,scorecard,система показателей,31
9206,flussufer,реки,50
12756,handy  mobiltelefon,мобильный,15
10815,teilweise,частичный,29
11108,erkunden,разведчик,23
7882,potent,мощный,59
11436,schilf,тростник,33
135,vanillepudding.,заварной крем,100
11890,emblem,герб,27
5652,entzündet,восхитительный,73
14295,folgen,следующий,5
2609,lis,лис,32
13531,hügel,холм,12
5655,stephane,стеган,73
6660,assisi,ассиз,67
13594,gegenwärtig,настоящее время,10
11186,schweizerisch,швейцарский,35
13577,jung,молодой,13
294,fruchtlos,бесплодный,100
4591,anhang,вложение,15
1650,beschwingt,вибрантность,94
10095,die ermäßigung,снижение,41
4758,taschenbuch,мягкая обложка,72
11611,gegenteil,наоборот,31
13893,sollen,должен,5
1555,amyotrophisch,амиотрофический,95
5778,frech,непослушный,72
13840,ich,я,5
12727,fc,отказ,21
13086,markt,рынок,12
3039,mauerwerk,кирпичная кладка,88
13897,gemacht,сделал,5
11623,araber,арабы,12
10388,amtieren,межгосударственный,40
13076,die gesellschaft,общество,17
8074,abbott,абботт,58
13973,angerufen,называется,8
12081,bombardierung,бомбардировка,27
6437,handwerker,ремесленник,68
13077,inning,институт,12
8580,superintendent,суперинтендант,52
12131,kandidat,кандидат,19
6367,syphilis,сифилис,69
1330,frist,фри,96
7769,eid,клятва,57
11303,wettbewerber,конкуренты,29
2255,migranten,мигранты,69
8313,falk,фальшивый,56
2898,intercrolgate.,межведом,88
3762,hacken,нарезать,62
12630,einrichtung,средство,18
7209,biosynthese,биосинтез,63
14375,fähigkeit,способность,22
3100,koscher,кошерство,88
8872,superstar,супер звезда,52
11765,ralph,ральф,30
397,schneeschuh,снародный,98
10044,rouge,румяна,38
11952,hai,акула,22
9252,metrisch,метрика,48
4891,slade,сладкий,78
10620,bailey,бейли,39
1807,dunne.,унылый,94
1276,goths,готы,55
4394,mongolen,монгольс,54
10725,laut,громко,38
11686,ny.,нью-йорк,31
1066,soho,сошнуть,96
11356,echter mann,настоящий мужчина,34
10462,monte,монте,36
13100,guatemala,гватемала,18
5813,gambia,гамбия,72
5992,seepferdchen,морское море,71
11903,em,эм,27
14074,weit,далеко,8
5873,in maßen,умеренно,26
1189,tenel,колебание,96
6360,wichser,ванкер,69
5407,jat,джай,75
9704,kapitol,капитолий,46
6114,zeichen,токен,64
10700,zugeschnitten,обрезанный,26
168,schmitz,шмиц,100
5306,quito.,кито,75
5125,regentschaft,регентство,76
10797,fbi,фбр,38
1978,perfe.,жемчуг,93
8400,sternen schiff,стар крафт,56
13688,million,миллион,11
11705,isaac.,исаак,31
5461,gestanzt,пробитый,38
6059,pascual.,паскуал,71
11070,bewährt,доказано,36
7536,prozessor,процессор,54
2715,arent,арендный,89
10157,elvis,элвис,43
1001,meth.,мет,96
10397,ave.,пр,40
11515,gr,гер,32
1776,bonk,бонкт,92
7313,banzai,банзай,62
1658,nada,нада,94
13711,inseln,острова,9
14130,bietet,обеспечивает,6
10200,graffiti,граффити,42
8914,hierarchie,иерархия,51
11660,verschmelzen,слияние,18
7274,malaria,малярия,62
3853,dihydroxy.,дигидрокси,84
3363,diktatoren.,диктаторы,41
5757,verschraubung,прикручивать,38
9817,magier,волшебник,31
11421,umstände,обстоятельства,31
5987,wasserzeichen,водяной знак,64
9061,hemden,рубашки,36
11847,rivale,соперник,22
10613,maxwell,максвелла,39
9531,verstorben,покойный,48
10074,mohammed,мохаммед,43
12893,schwierig,трудный,20
6561,nairobi.,найроби,68
1520,unethisch,неэтично,94
10928,verhandlungen,переговоры,25
14133,leben,жизнь,10
11949,kanal,канал,28
14082,san,сан -,10
9197,hummel,шмель,50
6160,traktion,тяга,70
11785,spartanisch,спартан,24
6,stolpern,спотыкаться,57
9299,abd.,абд,49
12698,erraten,догадка,20
12736,drücken,прессование,12
992,glanz,глянец,86
10380,hilame,хилари,37
6482,offline,не в сети,68
6740,ananas,ананас,66
7732,diem.,диэм,60
10424,bedrohlich,угрожая,23
1613,ceylon,цейлон,94
3478,begleiter,спутник,53
12972,feind,враг,17
3896,weberei,ткачество,74
556,abprallen,отскочить назад,99
4885,destillation,дистилляция,67
11328,violett,пурпурный,34
5231,leichtsinnig,безрассудный,75
14402,erfordern,требовать,6
8867,chilenisch,чилийский,52
2810,kandidatur,кандидатура,88
3730,züge,черты,71
13229,sohn,сын,15
2029,sichern,охрана,86
9456,instrumental,инструментальный,26
8962,anhänger,трейлер,46
14076,design,дизайн,10
7134,huemul.,мимолет,64
5754,lähmung,паралич,72
3123,anion,анион,87
12468,morris,моррис,24
11143,laser-,лазер,35
7599,liner,вкладыша,58
13479,wende,перемена,9
4438,tuba,туба,79
181,naloxon.,налокон,100
7672,pg,сосредоточение,61
14056,ob,ли,11
8960,michelangelo.,мишеланджело,52
11465,darstellung,представление,30
9117,sexy,сексуальный,51
2159,bindestrich,дефис,62
573,salpric.,азотный,99
10063,qualifikation,квалификатор,8
5635,blindenschrift,брайлл,73
1456,hilflos,беспомощный,91
8040,isis.,исис,58
14393,gesicht,лицо,12
12290,nicht wie,в отличие от,19
10714,gail,гейл,38
3104,jugendliche,молодые люди,78
10111,atlas,атлас,43
4968,nachtigall,соловей,77
1160,kapuziner,капуцин,96
405,kipper,самосвал,100
3922,pais,паис,84
4041,gauß,гаусс,83
12051,boden,пол,24
11079,südosten,юго-восточный,36
8886,acharya.,ахарья,52
8463,opium,опиум,55
8524,chronologie,хронология,39
166,umgehungsstraße,beltway.,100
3224,entmilitarisiert,демилитаризован,84
14210,bietet an,предложения,14
11058,hugh.,хью,37
8648,vertrauenswürdige,доверие,24
1410,cicero.,цицерон,95
12534,angesehen,считается,6
9131,archimedes.,архимед,51
2513,googolplex.,гуголплекс,90
5427,skater,конькобежец,35
7598,cg.,счетный,61
4854,galiläa,галилеи,78
825,eigentumswohnungen,кондоминиумы,84
883,subtil.,тонко,97
12970,et.,эт,19
1399,potenz,потенция,95
6795,modular,модульный,63
11299,schuldig,виновный,34
14108,investition,инвестиции,27
8015,rabbi,раввин,57
12333,widerstand,сопротивление,21
3194,gewebe,ткани,49
1093,aale,угрей,63
7453,winkel,углы,34
13873,beliebig,любой,5
6444,hausmeister,варетакер,67
14178,europäisch,европейский,11
14013,ergebnisse,результаты,7
9332,polly.,полли,49
6421,eros,эрос,69
4723,sphärisch,сферический,78
6589,überholt,чрезмерный,67
2697,staatenlos,бездействие,83
2254,prequel,предельный,91
9167,prärie,прерий,48
12857,definition,определение,14
8421,persien,персилия,56
5484,supermärkte,супермаркеты,60
1223,peltasts,пеласты,93
9785,begraben,похороненный,37
4168,essig,уксус,82
3085,offenlegen,раскрывать,60
4447,schleichen,слизняк,67
9261,degradierung,деградация,43
9187,klaren,класка,50
12702,umschreiben,переписать,17
7986,betäubt,ошеломленный,42
9350,sahara,сахара,49
400,honduranisch,гондуран,98
8831,joyce.,джойс,53
7615,einlächeln,улыбается,28
1594,sich entwickeln,развиваться,36
12508,dennis,дннис,23
8707,variation,вариация,39
2435,acidurie,кислотность,91
13950,verwendung,с использованием,5
5074,anbieter,поставщик,62
1388,argentino,аргентино,96
6863,im idealfall,в идеале,35
898,unempfindlich,нечувствителен,90
7795,ethyl,этил,60
885,lexikon,словарный запас,97
12872,verlieren,терять,12
7410,ultimatum,ультиматум,62
3958,subliminal,сублиминал,83
11439,holland,голландия,33
10859,kollegium,соотечность,38
11988,spekulation,спекуляция,21
4918,domini.,домини,77
5168,rg,рентабельность,76
8229,maßgebend,авторитетный,55
10019,kabot,кабота,44
2052,fraktal,фрактал,87
5945,modena,модена,71
8396,prestigeträchtig,престижность,56
11889,venezuela,венесуэла,29
11520,darwin.,дарвин,31
4587,rückgrat,марионетка,78
14149,einzel,одинокий,9
3218,überschall-,сверхзвуковой,57
1707,feuerball,огненный шар,91
761,syriac.,сириак,98
11967,dh,т.е.,28
12818,nordost-,к северо-востоку,20
9023,neuer,новее,52
13801,sagte,сказал,8
12912,konzern,корпорация,16
14480,spielen,играть,7
13914,sein,существование,5
9521,untergeordnet,подчиненный,40
10407,hardcore.,хардкор,41
3245,agonist,агонист,79
7039,gegenstücke,коллеги,49
6564,dicht,плотный,60
5791,verdrahtet,проводной,31
5311,luftkissenfahrzeug,на воздушной подушке,75
8576,dankbar,благодарный,49
764,manx,манс,98
6868,vanille,ваниль,65
13253,bedenken,обеспокоенность,9
11440,ecuador,эквадор,33
12548,tötung,убийство,10
7567,anlagegut,актив,38
9091,wiederholt,радоваться,41
9077,neger,негр,46
4229,abfangen,перехватывать,15
13932,trotzdem,все еще,7
14318,stets,всегда,9
8257,tierwelt,дикая природа,57
2526,hassisch,hasidic.,88
9721,fuji,фудзи.,46
6568,remake.,ремик,63
7636,kicker,кикеры,19
13393,trifft,встречаться,10
8198,überwiegend,преимущественно,57
5715,konstrukteur,конструктор,42
10228,gemütlich,комфортный,29
10526,im wesentlichen,по существу,19
6838,bong,бонг,65
12296,tonhöhe,подача,15
9442,umstritten,богослужение,48
9643,beurteilung,суждение,44
12001,bezahlt,оплаченный,28
5662,sensation,ощущение,58
9098,coupe,купе,18
6553,dak.,дак,67
5837,kapsel,капсула,61
12435,dc,округ колумбия,24
5345,schneebedeckt,снежный,75
10432,monarchie,монархия,40
12226,evolution,эволюция,26
910,toru,тору,93
7365,pompeji,помпеи,62
10316,zwischenspeicher,кэш,37
6259,geschworen,присягой,70
1945,feliver,ферми,93
6233,birmanisch,бирманский,70
2414,zahnbürste,зубная щетка,91
13396,karosserie,тело,13
13242,sa,са,16
12432,th,готовность,24
9114,ungebraucht,неиспользованный,47
3032,piccolo.,пикколо,88
2589,verrückter,чудак,88
11377,zugelassen,допущенный,23
4794,herschel,гершель,78
2245,verpfänden,пешка,76
12255,kontinental,континентальный,26
5463,düne,одумывать,65
4795,mw.,мт,78
3760,prüfungen,экзамены,64
11017,rabe,ворона,26
13785,seeland,зеландия,11
13855,zuletzt,последний,6
12632,oberfläche,поверхность,21
2058,gänzlich,в порядке,92
6573,dresden,дрезден,67
1501,aktuar,актуальный,88
10448,helsinki,хельсинки,40
798,porzellan,фарфор,98
10781,linemen,айремин,38
1843,maratha.,маратха,94
13986,co,сопутствующий,13
9652,vorausgesehen,ожидается,38
7040,publikum,аудитория,29
14341,zentral,центральный,10
13837,du,ты,5
1717,pyridon,пиридон,94
2109,erweitern,расширяться,59
3756,ochse,ос,84
3819,taverne,таверна,81
14022,polizei,полиция,10
8779,scharlachrot,алый,52
13238,stanley.,стэнли,16
2275,aquila,аквила,91
13314,invasion,вторжение,15
7303,flexibel,гибкий,54
3656,tukan,тукан,85
10931,materiel,материал,37
94,diomedes.,диомид,100
5586,naiv,наивный,70
9765,lynchen,ленч,42
8660,pelz,мех,51
12707,stein,камень,19
10512,gesperrt,заблокирован,26
2461,zu einem,тонар,90
11238,festnahme,арест,17
8429,korb,корзина,53
12376,ritter,рыцарь,20
5471,libertarisch,либертариан,62
12450,ente,утка,19
13972,datei,файл,6
1648,perdue.,пердеть,91
9743,leopard,леопард,46
1885,schwede,швед,80
6477,pastete,паштет,68
7842,kodak,кодак,60
3583,eau.,воображение,85
11397,gefolgert,вывод,30
5633,pomona,помона,73
7512,bromo,брома,62
7280,anwenden,дев,62
14005,planen,план,11
11685,collins,коллинз,30
14329,aufladung,заряжать,14
2306,besen,метла,89
4880,zum scheitern verurteilt,обреченный,43
2426,lowman,низкий человек,91
1816,joghurt,йогурт,94
3198,verben,глаголы,51
105,amrita,амрита,100
10389,flagstaff.,флагштафт,41
10999,aspekte,аспекты,26
11478,alfred,альфред,33
13534,meinung,мнение,11
514,wespen,осы,58
9076,bizarr,причудливый,50
2906,merkantilismus,меркантилизм,70
7359,leerlauf,праздный,61
12786,vancouver,ванкувер,21
8552,typografisch,типографский,54
7839,lügner,лжец,55
9625,geometrie,геометрия,47
8409,abolitionistin,аболиционный,53
11462,kuppel,купол,32
1779,sheraton,шератон,94
12354,ar.,арфакт,24
9295,beseitigen,ликвидировать,15
1614,motel,мотель,88
5513,intuitiv,интуитивно понятный,59
3292,moniker,моникер,85
10895,miliz,милиция,35
8588,fahrenheit,по фаренгейту.,55
14179,verdienste,заработок,14
12955,jüdisch,еврейский,19
6872,ableben,кончина,65
6175,welk,самостоятельно,68
1013,dominant,властный,97
9720,skelett,скелет,45
10042,bewältigen,справиться,42
10880,wh.,смягчать,38
7163,alchimist,алхимик,62
11320,schritte,шаги,16
11544,sitz,сиденье,20
12458,pedro,педру,24
4481,gut aussehend,красивый,79
7789,adjektiv,имя прилагательное,55
13654,sam,сэм,12
7923,yom.,йом,59
615,mota,мота,99
1618,basalt,базальт,92
10682,alias,псевдоним,34
10415,juliet.,джульетта,41
3178,dekorativ,декоративный,37
5043,maltesisch,мальтий,77
13767,ist gestorben,умерла,10
5309,sprinter,спринтер,59
544,dioxin,диоксин,99
5287,veganismus,веганство,50
11721,rivalität,соперничество,29
10927,plastik,пластик,36
5191,taiga,тайга,76
511,allegro,аллегро,99
1504,kajak,каяк,92
14316,macintosh,макинтош,41
9912,wohn,жилой,44
9846,fahrrad,велосипед,38
4580,strandkopf,пляжхед,79
6014,repechnos,опыта,71
8907,trenton,трентон,52
8572,blasig,заблуждение,55
3081,subtrahieren,вычесть,61
11237,gene,генерал,34
9063,reduktase,редуктазировать,51
10498,umgeschrieben,переписан,40
7058,yen,йен,64
11329,siebzehnten,семнадцатый,34
10281,grafschaft,шестерня,41
5859,allegheny,аллегей,72
9842,nähe,окрестности,45
9516,madeline.,мэдлин,48
12814,geschätzt,оцененный,16
4228,chirps,чистота,78
2927,pyrenäen,пиренеи,88
11279,elementar,элементарный,35
12319,krug,кувшин,20
11089,onkel,дядя,36
12764,am schlimmsten,худший,21
11536,provokativ,провокационный,30
6095,kruste,корка,70
6940,fax,факс,63
139,assamese,ассамский,100
12344,am schnellsten,быстрое,25
10401,spielzeug,игрушка,36
6663,ergonomie,эргономика,66
5379,pippen,пиппен,75
12422,komisch,веселая,24
755,kike.,кайк,98
4009,pantheon,пантеон,83
2446,remus,ремесла,90
12311,schottisch,шотландский,25
1412,einstrichen,тире,46
6813,hungrig,голодный,66
9642,yang.,янг,47
9230,backstein,кирпич,45
11012,nordwesten,на северо-западе,37
6006,neandertaler,неандерталь,71
6374,slump,спад,57
10261,partisan,партизан,37
3490,aminotransferase.,аминотрансферазы,86
1058,eifer,рвение,96
8995,saga,сага,51
12144,serbien,сербия,27
891,hinterlegt,депонированный,54
13658,erscheinen,казаться,9
5433,collie,колли,71
10711,gelegentlich,проложенный,38
14456,x,икс,8
3889,acryl-,акрил,82
1143,bonsai,бонсай,96
2269,klettverschluss,липучка,91
9836,tötlich,смертельный,45
14051,später,позже,8
4864,navajo,навася,77
13391,fort,форт,14
8563,nielsen,нильсен,55
11979,dämmert,доллары,20
9339,uganda,уганда,49
10442,terrier,терьер,39
2496,katana,катана,90
9585,feature,подвиг,45
3777,spärlich,редкий,68
5465,celsius,цельсия,74
6678,kalkstein,известняк,67
8102,benachbart,соседний,36
14059,einheit,единица,6
7510,taube,головки,59
11210,pac.,пак,35
4443,wasser-,водный,47
11917,jane.,джейн,28
12199,tür,дверь,22
4273,bikini,бикини,80
889,ternär,тройное положение,97
4407,embryonal,эмбрион,80
8030,blanc,блан,58
12436,erleichterung,облегчение,24
1619,dachboden,чердак,93
5896,waterfront,набережная,72
14301,sorge,беспокойство,9
3700,blutvergießen,кровопролитие,85
9283,überwinden,превосходить,45
8178,export,экспорт,38
321,cochlear.,кохлеар,100
9008,erweiterung,продление,18
12245,prinzessin,принцесса,26
548,melodrama,мелодрама,98
13468,minister,министр,13
1235,bzw.,bm.,96
6534,couch,диван,64
7723,unfähigkeit,неспособность,60
3880,amal,амаль,84
10091,got,утомительный,43
9270,karotte,морковь,48
906,papyrus,папирус,97
7210,wörtlich,литерал,36
6089,diffusion,диффузия,59
12383,wartung,обслуживание,25
5423,ware,товар,62
12804,auge,глаз,15
12940,dem,кого,19
2085,fallschirmjäger,десант,49
1686,bereithalten,стоять рядом с,94
1252,sketch,скит,86
12256,thompson,томпсон,26
3391,amit,амит,86
969,kassenbon,квитанция,73
11182,hindernislauf,steeplechase.,35
5046,hyper,гипер,77
9154,taktstock,батон,47
1797,amnesie,амнезия,94
50,auszeichnungen,вспомогательные,88
7493,dusche,душ,47
13555,doppelt,двойной,12
5069,internode.,междоусловие,77
12250,belaubt,листья,26
11188,leer,пустой,34
8204,zecil.,сесил,57
9328,linda,линда,49
2582,adp,акт,89
4690,enzephalopathie.,энцефалопатия,79
6506,wodurch,согласно которому,68
10238,kammerherr,чемберлен,42
1206,krätze,чесотка,96
967,hispanics.,латиноамериканцы,58
807,lancelot,ланселот,98
3343,mitose.,митоз,87
14374,dezember,декабрь,6
4312,mehl,мука,81
2696,cortina,кортина,89
3923,ortho.,орто,84
8859,osaka,осака,53
8403,sikh,сикх,47
11510,ernest,эрнест,32
1170,blazing,пылающий,49
5033,alphabetisierung,грамотность,77
5246,picard,пикард,76
11817,angemessen,сочность,30
38,pferde-,уравновешиваться,98
14080,merkmale,функции,9
201,kaplan,капеллан,92
3516,eukalyptus,эвкалипт,86
2257,plaid,плед,91
9229,imperativ,императив,49
9356,mythos,миф,43
5887,trauma,травма,72
10870,bengalen,бенгальский,26
5060,bern,берн,77
11968,disney.,дисней,28
9638,bronx,бронкс,47
2864,östrogen,эстроген,87
10321,schuster,shoemaker.,41
14241,liste,список,6
10413,scharf,острый,40
5828,zwingend,неотразимый,53
14106,ebene,уровень,11
7553,biomasse,биомасса,62
9215,pooh,пух,49
2544,uneben,неровный,90
8266,ee.,э,57
792,elektrolyt,электролит,95
13938,anteile,акции,6
6496,glorreich,славный,68
10980,upgrade durchführen,модернизация,21
11234,brigadegeneral,бригадир,35
13084,singapur,сингапур,18
10224,cobb,колючий,41
14483,grund,причина,6
13921,sagen,сказать,8
13793,zu,к,5
12219,audio-,аудио,26
11179,banyan,банян,35
6934,baku,баку,65
2365,horologium,хоролог,91
1630,desertifikation,опустынивание,94
8620,tinte,чернила,49
10802,pizza,пицца,38
1493,fixierung,фиксация,92
2877,witzig,остроумный,88
2932,nach außen,наружу,84
10601,überzeugt,убежденный,28
10192,gamma,гамма,42
7580,abel,авель,61
14442,entschieden,решенный,7
6289,helligkeit,яркость,35
13281,primär,начальный,15
11459,amos,амос,33
5548,lysergisch,лизергический,74
1044,ungesund,нездоровый,96
5709,irrtum,захоронение,62
6453,haiku.,хайку,68
3136,roper,репер,87
10383,inoffiziell,неофициальный,38
2556,diatom,диатома,87
6057,kreta,крит,71
3932,aussprechen,произносить,38
13375,enzym,фермент,14
2616,glücklicher,счастливее,89
14100,uns,нас,7
215,leichentuch,палл,100
8487,gletscher,ледник,51
12396,charts,диаграммы,13
8465,chronisch,хронический,55
8004,anchorage,якорь,59
6375,unorganisiert,дезорганизовано,68
8927,seemann,моряк,38
13656,atlantisch,атлантик,12
4636,stockente,кряква,78
30,greetten,наши,100
7003,gigabit,гигабит,65
4378,sächse,саксос,53
13620,afrikaans,африкаанс,12
3138,klerus,духовенство,88
11201,agenten,агенты,21
4350,hintergründe,фоны,17
13189,chemisch,химический,16
498,beweglichkeit,ловкость,82
7549,hochsommer-,середина лета,62
12643,eingeladen,приглашенный,6
779,unversehrt,невредимый,98
11787,aufräumen,очистка,30
8300,zebra,зебра,52
3984,akropolis,акрополь,83
13747,blau,синий,11
10264,shops,магазины,23
8152,geduld,терпение,58
8734,übertragung,передача,12
11720,entdeckung,открытие,26
10813,wien,вена,38
13748,baseball,бейсбол,12
1977,separatisten,сепаратисты,65
2851,geschnitzt,резной,71
14205,inbegriffen,включен,6
7143,foo.,фюра,63
10509,singen,пение,28
12827,koreanisch,корейский язык,19
4863,jocke,джок,76
6516,wasserkraft,гидроэнергетика,68
2688,bäckerei,пекарня,83
8590,bubonic.,пузырька,55
6529,übernehmen,сочтено,35
0,inzwale,напряженность,7
3335,sekretariat,секретариат,87
10531,beirut,бейрут,40
299,gebündelt,в комплекте,75
7734,leder,натуральная кожа,60
11525,komm zurück,вернись,31
8619,küche,кухня,41
6122,kavalier,кавалера,42
13559,vorübergehend,временный,13
5343,quadrat,квадратный,73
1422,transzendental.,трансцендентно,69
11071,explosiv,взрывной,18
12767,dekade,десятилетие,18
12498,glück,удача,24
9342,randschaft,unteers.,49
13068,honduras,гондурас,18
9903,ethanol,этиловый спирт,45
76,bambino.,бамбино,100
2311,stören,беспокоить,21
1156,karabiner,карабин,86
11475,lautsprecher,оратор,27
7970,raj.,радж,59
8532,rubens,рубенс,55
12030,phrase,фраза,22
11900,kristall,кристалл,27
9948,lebhaft,ленты,44
5492,huka,кальян,73
11731,kenia,кения,30
4671,unbequem,неудобный,78
7988,szenario,сценарий,48
7738,nicht verifiziert,неверно,46
8587,altruismus,альтруизм,55
10710,dutzend,дюжина,28
14077,punkt,точка,6
845,glut,обстреливать,96
5688,razorback,извращенность,73
5302,talon,овладенец,71
4702,unverantwortlich,безответственный,76
10145,pharao,фараон,41
6804,lorbeer,лорел,65
6489,peinlich,смущающий,46
11743,renaissance,ренессанс,30
7476,ambrose,амброза,62
14363,robert,роберт,11
6413,lope,лапес,63
2624,fähnrich,прапорщик,88
6296,lebensstil,стиль жизни,63
110,dravidian,дравидиан,100
9479,prototyp,прототип,38
13098,edward,эдвард,14
8466,wahlrecht,избирательное право,55
6579,kippur,кипур,67
5493,sloan,слоана,74
12033,pirat,пиратский,18
13167,los los,гого,17
4602,ala.,ала,62
13310,rat,совет,15
6200,matze,лабиринт,68
6222,plutonium,плутоний,70
14391,september,сентябрь,6
856,udal,удаль,98
1402,tamara,тамара,95
3386,ungläubig,неверие,86
5260,mängel,недостатки,46
5190,gaspedal,дроссель,71
13615,tagalog,тагалог,12
8926,trägheit,лень,52
10702,fass,бочонок,35
5257,haftbar,нести,75
4046,ungerechtigkeit,несправедливость,77
4549,fruktose,фруктоза,80
5109,nicht spezifiziert,неопределенные,76
6785,acetyl,ацетил,64
2393,wishbone,пожелание,89
8528,cadillac.,кадиллак,54
10090,nachgeben,воздерживаться,43
8048,deko,деко,58
7742,chor,хор,60
3878,engländer,англичанин,84
1163,feuerboy,пожар,96
8771,taten,поступки,48
3021,barrakuda,барракуда,86
290,schematisch.,схематический,96
3894,othello.,отелло,84
7291,sumatra,суматра,62
4903,rentier,оленей,78
4528,strawinsky,стравинский,80
10758,rosskastanien,buckeyes.,35
11127,somerset,сомерсет,36
10888,erreichten,пика,14
10990,sonnenschein,солнечный свет,37
3972,vierteljährlich,ежеквартальный,83
5259,unerbittlich,безжалостный,75
10376,pt.,выступ,16
7968,mikrowelle,микроволновая печь,59
13610,wort,слово,9
4625,spore,спорный,70
7468,posse,поз,43
11960,kaiserliche,имперский,24
8238,bel.,бел,57
11836,asche,пепел,24
10195,kirby.,кирби,42
2512,drosophila,дрозофила,90
9647,sambia,замбия,47
13970,tat,делал,5
4263,hertz,герц,82
6880,heimkehr,возвращение на родину,65
8156,erz,руда,56
12948,müll,хлам,19
11312,versteckt,скрытый,34
13390,lebensmittel,еда,14
3705,wahnsinnige,маньяки,47
13630,teilnehmen,участвовать,9
874,cytochrome,цитохром,97
1703,bungee,банджир,94
11275,nominierte,кандидаты,31
13762,nacht,ночь,11
12102,protokoll,протокол,26
3493,funkeln,мерцание,86
12362,packer,пакеры,24
3460,tune,тупица,86
5942,tyrone,тирон,71
4105,sakai,сакай,83
1158,vibration,вибрация,66
5474,hervorstechend,замышленник,74
2369,polyethylen,полиэтилен,91
12567,dil.,дил,23
6898,geister,призраки,30
9070,orang-utan.,орангутан,51
13816,es ist,его,5
3483,baronet,баронет,79
13233,halb,семи,16
9574,wally,уолли,46
13585,geboren,родился,12
5928,bologna,болонья,71
11422,schach,шахматы,33
7691,geometrisch,геометрический,59
10948,warschau,варшава,37
9627,fluch,проклинать,40
1576,foxy.,лисил,94
6212,mikroorganismus,микроорганизм,68
7404,handgelenk,запястье,59
12731,perfekt,идеально,21
14487,november,ноябрь,6
3238,nematode.,нематод,87
7384,kadett,кадет,47
6637,fluor,фтор,66
3279,darin,в нем,87
10704,scheibe,диск,37
2772,mila,мила,89
13224,sonne,солнце,15
9214,klinge,лезвие,42
4129,donny,донни,82
13330,pilz,гриб,15
542,tees.,тройник,67
10123,horn,рог,34
8565,ingwer,имбирь,55
5724,jonglieren,жонглирование,71
8979,sokrates,сократ,51
11133,sechszehn,шестнадцать,36
1023,sade,сади,97
11565,bros.,братан,29
10642,probe,образец,29
5186,koeffizient,коэффициент,71
3213,füllstoff,наполнитель,82
5405,replik,реплика,66
2412,schoner,шлюха,60
850,kaledonisch,каледон,98
4153,gunner,артиллерист,64
10831,beschwerden,жалобы,26
10268,tamilisch,тамил,42
2489,zwitter,гермафродит,89
11470,kursivschrift,курсив,29
9276,spritzen,всплеск,49
11387,leeds,лидс,33
9778,kasino,казино,42
194,autofahrer,автомобилисты,97
1035,shreveport.,шрифт,97
6730,taxonomie,таксономию,65
4513,darby,дарби,80
4008,lulu,люять,83
13221,direkt,напрямую,16
5553,burundi,бурунди,74
2291,strontium,стронций,91
10221,staubsauger,пылесос,42
13099,größten,крупнейший,18
26,leucin,лейцин,100
14499,david,дэйвид,9
9060,kratzen,царапать,38
5279,pendel,маятник,74
4895,hereford,губд,78
5152,erbrochen,пренебрежительно,76
10460,romantik,романтика,39
11325,sigma,сигма,34
2410,tauranga,тауранга,91
8591,shan.,шан,55
9090,schockiert,потрясенный,24
14134,änderungen,изменения,5
12000,rosa,розовый,28
3996,inferno,инферно,82
10610,op,опрашиваться,35
12365,perle,жемчужина,25
8833,nervosa,нервоза,53
12441,franklin,франклин,24
11750,ägyptisch,египетский,28
10182,navigation,навигация,27
9782,steht aus,в ожидании,45
8308,nazis,нацисты,24
8314,heidekraut,вереск,56
13352,ausschuss,комитет,14
5713,dihydrogen,дигидроген,73
12284,wissenschaftlich,научный,25
14132,zusatz,добавление,6
7533,wolle,шерсть,62
7687,makao,макао,61
