ID,DEUTSCH,PORTUGAIS,INTERVAL
13037,säure,ácido,21
2598,meisterstück,obra-prima,84
4407,embryonal,embrionário,83
5222,depots,depósitos.,45
4526,nachnamen,apelidos,42
11415,mazedonien,macedônia.,38
11758,erwärmen,aquecimento,27
13395,farbe,cor,15
13498,kämpfer,lutador,15
6843,reisepass,passaporte,63
9230,backstein,tijolo,50
535,fell,pelt.,82
1083,zügel,rédeas,76
4312,mehl,farinha de trigo,84
13804,war,era,5
10181,hunger,fome,47
13114,treiber,condutor,15
3570,neidisch,com ciumes,87
1959,geschrumpft,encolhido,94
9162,erpicht,ansioso,55
3050,distel,cardo,84
4978,wolfram,tungstênio,80
2611,chiffre,cifra,89
9245,darunter,por baixo,54
5146,lagune,lagoa,79
8747,die heimat,pátria,57
12702,umschreiben,reescrever,21
5906,zyklop,ciclope,75
12093,ukraine,ucrânia,32
1708,begehrt,cobiçado,93
12775,kind,criança,19
13645,wettbewerb,concorrência,12
8198,überwiegend,predominantemente,62
14236,getötet,morto,12
12664,außerhalb,além,26
14139,verglichen,comparado,13
2132,aufenthaltsort,paradeiro,94
7025,erschöpfung,depleção,54
13589,zustimmen,concordar,13
13128,einführung,introduzindo,12
7517,zentren,centros,19
2559,hydrochlor,clorídrico,92
1516,rennstrecke,racetrack,95
2081,bitterlich,amargamente,94
11203,stolz,orgulhoso,39
12174,kubus,cubs.,30
9618,stechpalme,azevinho,50
11975,gatter,portões,24
8126,autogramm,autógrafo,55
3856,zubehör,acessórios,71
2464,freiberuflich,freelance,86
4121,gepflastert,pavimentou,64
8909,babylon,babilônia,57
11745,baumwolle,algodão,35
22,lippenstift,batom,100
6225,kesselmacher.,boilermakers.,72
13081,zeitschrift,revista,20
9632,umfaßt,compreende.,28
9310,hauptsitz,sediado,20
3,amorph,amorfo,100
9184,analog,analógico,43
14147,kürzlich,recentemente,5
6824,warnt nicht,não era,69
9097,jodid,iodeto,55
6386,harfe,harpa,70
275,iberer,ibérico,99
11188,leer,vazio,38
12026,rettung,resgate,29
12863,herausforderung,desafio,15
81,steinbruch,pedreira,96
13075,kritisch,crítico,13
2115,luftdatum,airdate.,91
13712,überprüfbar,verificável,9
4600,kilometerzähler,odômetro,82
12148,wusste,sabia,31
6432,fluoreszierend,fluorescente,68
7863,würstchen,salsicha,60
1628,pinloch,pinhole,95
2761,haslose,indeeless,91
2647,theologe,teólogo,88
7316,hover.,stover,66
3283,klauseln,cláusulas,48
14145,anruf,chamar,9
562,ausläufer,foothills.,77
8977,scharfschütze,atirador de elite,52
11122,freibeuter,buccaneers.,38
14264,erforderlich,necessário,6
1096,albträume,pesadelos,62
13944,york,iorque,10
993,eklektisch,eclético,98
1005,synoptisch,sinóptico,98
10680,urteil,decisão,9
1799,schmiermittel,lubrificante,83
2079,hämorrhoiden,hemorróida,93
9643,beurteilung,julgamento,48
7015,verehrung,adoração,62
3055,weiterleiten,não interferir,89
5676,thermodynamik,termodinâmica,73
13994,tage,dias,7
5617,sonnenblume,girassol,77
12308,konvektion,convecção,29
10706,deck,área coberta,42
10853,zehnkampf,decatlo,42
12547,austausch,intercâmbio,25
1660,karpfen,carpa,85
10511,flüssigkeit,líquido,40
3719,laub,decíduo,87
1433,ärgerlich,egregioso,96
14512,zeitung,jornal,18
2051,befestigung,fortificação,69
1299,kommentiert,anotado,85
8038,phosphor,fósforo,62
9937,herren,cavalheiros,49
11471,verkaufen,vender,25
5797,halbleiter,semicondutor,73
5369,gegenoffensive,contra-ofensiva,69
6113,katastrophal,catastrófico,60
6809,hebel,alavanca,67
2522,perücke,peruca,83
12891,pleite,quebrou,24
8172,darstellen,retratando,27
2867,über bord,ao mar,90
11473,erpel,drake,37
8577,unsichtbar,invisível,56
11833,konstellation,constelação,34
9830,krähe,corvo,46
7645,auferstehung,ressurreição,56
12405,ahorn,bordo,29
12733,eilig,correndo.,15
8899,unterrichtet,ensinou,57
4482,in der lage sind?,tait.,83
8875,sphinx,esfinge,57
6182,spinat,espinafre,74
8800,sender,locutor de rádio,16
3257,mumps,caxumba,89
10949,unruhe,agitação,41
1679,bergauf,uphill.,95
9104,blast,explosões.,31
4203,schrott,sucatear,57
2123,panzerabwehr,anti-tanque,94
3741,eingeschrieben,inscrito,86
10304,abzeichen,distintivo,42
11659,vorläufig,provisório,35
3006,mohn,papoula,88
10571,zunehmend,cada vez mais,44
14384,führen,liderar,8
7259,ergänzen,complemento,62
5516,erdnüsse,amendoim,44
5615,zitrik,cítrico,77
2544,uneben,desigual,92
3714,grammophon,fonógrafo,84
1082,fortan,daqui em diante,97
14344,bestehende,existir,9
1238,hypothesen,hipóteses,83
8502,gewahrsam,custódia,59
12537,kopien,cópias,12
10832,überblick,visão geral,41
7206,viertelfinale,estímilos,67
6685,redux,restaurado,70
9293,zy,cy.,54
3339,herberge,hostel,84
11664,zyrus,ciro,35
2189,fester,mais apertado,93
9644,symbol,ícone,40
14322,gespräche,conversas,5
12119,verkehr,circulação,28
10653,fänger,apanhador,39
2126,umbruch,upheaval.,90
7526,tauchen,mergulhar,42
12645,untersuchung,investigação,19
5821,vorbereiten,preparação,73
10596,rennpferd,cavalo de corrida,33
4498,hypertonie,hipertensão,83
4499,bewerter,avaliadores,81
9470,isoliert,isolado,44
13952,teil,papel,9
4917,aufstieg,subida,81
2389,nachruf,obituário,85
3837,klappern,cagrão,87
13047,philippinen,filipinas,17
8784,raumfahrzeug,nave espacial.,57
12801,tief,profundo,25
11168,ausrede,com licença,38
11414,überfallen,ataque,29
13377,verboten,banido,12
3232,riskner,riscor.,89
37,vergewaltigt,estupramento,37
11721,rivalität,rivalidade,34
9694,maskottchen,mascote,46
10681,dreckig,sujo,43
14035,öl,óleo,19
12134,die opfer,vítimas.,26
14403,bald,breve,11
2418,nachgeschaltet,rio abaixo,93
12761,lange haare,cabelo longo,25
10979,notation,notação,38
11050,kapitel,capítulo,35
10390,schöne grüße,saudações,38
5029,sporn,esporão,38
3790,radfahrer,ciclista,62
13873,beliebig,qualquer,5
13625,klar,claro,13
3033,abschlussprüfer,auditor,88
14164,macht,faz,5
12527,kredit,crédito,21
10472,judentum,judaísmo,45
5754,lähmung,paralisia,76
9954,verkaufsstand,cabine,48
12090,führung,liderança,32
2347,palle,parceiros,59
1470,pep,pentear,93
13926,sogar,até,8
12966,unerklärt,inexplicável,23
13011,arm,pobre,22
7210,wörtlich,literal,39
3273,zersetzung,decomposição,88
2638,bogenschützen,arqueiros,61
11706,fair,fg.,35
14377,straße,rua,12
1487,zähnung,perfuração,76
5984,kaiman,caimão,73
8708,klettern,escalando,32
13525,sichtbar,visível,16
4605,halskette,colar,80
10238,kammerherr,camareiro,46
1317,korsar,corsário,95
8057,ratifiziert,ratificado,58
13265,sinn,senso,19
11687,scorecard,tabela de desempenho,35
3255,zirkonium,zircônio,89
62,bagger,escavador,91
14043,ausgabe,emitir,9
8992,angetrieben,impulsionado,43
10004,kult,culto,47
3367,puff,sopro,75
3831,dung,estrume,86
7640,widersprüchlich,contraditório,64
10368,tako,taco.,45
3789,festzelt,marquee.,87
8798,zeugnis,testemunho,52
5138,gewichtheben,levantamento de peso,79
10123,horn,chifre,38
1688,flusskrebs,lagostim,95
7187,geschwommen,rumores de rumores,36
12081,bombardierung,bombardeamento,31
11126,hinterhältig,sorrateira,39
7459,ahoi,ahoy.,65
14405,oktober,outubro,6
14173,erhöht,aumentou,15
3877,gleiten,deslizando,75
3836,köstrufe,antitruste.,87
10413,scharf,afiado,45
11828,äußere,exterior,34
12264,kohlenstoff,carbono,29
2596,kleid,robe.,83
65,rückschläge,contratempos,76
14017,betriebs,operativo,7
13115,ägypten,egito,21
6821,abgeschirmt,rastreados,22
10624,konsolidiert,consolidado,37
12251,heilig,sagrado,29
13798,ist,é,5
9001,darlehen,empréstimo,46
1641,whamzen,whammies.,91
8097,virsianisch,viridian,62
6862,luftspiel,airplay,69
8208,käfer,besouro,60
14399,weiß,branco,12
14000,benutzer,do utilizador,5
9879,krim,crimean.,49
4960,erheblich,vastamente,80
2826,dreimal,três vezes,90
8325,tonnen,toneladas,57
3928,isthmus,istmo,86
4641,ökonomen,economistas.,59
7944,staubig,poeirento,62
8219,katholizismus,catolicismo,61
7708,stachelschwein,porco-espinho,64
11723,wal,baleia,31
6411,dito.,idem,73
1732,lizenzgebühren,royalties.,69
6567,verleihen,emprestar,49
5623,mittelmäßig,medíocre,75
9327,dämmbt,apelidado,45
14332,erreicht,alcançado,11
11686,ny.,nova iorque,35
12585,rauben,roubar,26
7390,guter mann,bom homem,66
8926,trägheit,bicho-preguiça,56
13919,verkäufe,vendas,25
9120,stift,alfinete,44
9125,hölzern,de madeira,55
8635,kröte,sapo,58
13991,handel,negociação,15
8805,symphonie,sinfonia,56
5957,instabil,instável,74
355,wiedergeboren,renascido,100
12145,beeinflussen,influência,25
5088,runen,runas.,44
7250,muss,tenho que,67
1945,feliver,fermi.,94
4480,ausgeglichen,equalizado,76
6482,offline,desligada,72
6054,picken,peck.,73
13112,hauptstadt,capital,15
5224,sattel,selim,74
10002,bildern,imagens,48
9587,hose,calça,51
10733,nachbarschaft,vizinhança,37
2800,libysisch,líbio,90
2241,tripper,gonorréia,93
13490,idee,ideia,15
14306,freigegeben,lançado,10
5472,erläuternd,explicativo,78
13393,trifft,encontra-se,12
14201,bildschirm,tela,22
14311,schule,escola,7
957,plättchen,plaquetária,93
13980,gemeldet,relatado,5
6128,gift,veneno,71
837,übergewicht,excesso de peso,99
11245,toast,brinde,38
5631,lesbarkeit,legibilidade,58
13694,verteidigung,defesa,12
3977,umschrieben,reescreva,85
13347,ausdehnt.,desambiguação,18
4861,sudanesisch,sudanês,81
14098,links,esquerda,9
5265,treibend,cher.,79
13227,produktion,produção,9
7953,kondom,preservativo,61
4732,empfindlichkeit,sensibilidade,43
7014,innovation,inovação,48
10864,ausgang,saída,41
6614,jederzeit,a qualquer momento,71
3984,akropolis,acrópole,85
5169,erkennbar,reconhecível,78
523,giebel,gables,78
5157,lippen,lábios,61
6344,lehrling,aprendiz,72
6998,lutscher,pirulito,67
9548,mei,meu.,52
1157,klee,trefoil.,97
2882,riskant,arriscado,90
14323,qualität,qualidade,10
10080,cliff,penhasco,45
13061,erzählt,contou,22
14050,zustände,estados,7
14404,rezension,análise,8
11930,tal,dale,33
975,aufstacheln,incitar,66
7034,lösungsmittel,solvente,62
11037,überflüssig,redundante,38
8688,pfeffer,peppers.,36
4035,einzelhändler,revendedores,43
14013,ergebnisse,resultados,8
8111,brief,epístola,61
10145,pharao,faraó,46
389,gallium,gálio,100
13658,erscheinen,parecer,10
10842,evakuierung,evacuação,28
7726,musege,mus,49
3412,sperrholz,madeira compensada,88
5259,unerbittlich,implacável,78
7566,empfiehlt,recomenda,14
5042,piep,bip,78
6753,beryll,berilo,69
640,voltung,volução,95
12506,dean,reitor,28
5924,am heißesten,mais quente,75
9839,einneigend,noivando,17
8364,kern,núcleo,60
1664,vorsitzende,presidentes,95
6498,hasel,avelã,72
7619,magisch,mágico,26
9342,randschaft,manifestantes,53
5494,motherfucker,filho da puta,78
4187,amsel,passaro preto,84
2030,erlass,promulgação,32
6160,traktion,tração,74
13434,gebracht,trouxeram,17
8545,synchronisieren,sincronizar,58
14366,sieben,sete,12
9575,gleichzeitig,simultaneamente,46
8521,versandt,despachou,50
371,trapezförmig,trapézio,98
4445,vordergrund,primeiro plano,83
1004,schwertfisch,peixe-espada,98
5492,huka,cachimbo de água,77
13902,beamte,funcionários,11
12125,schloss,castelo,31
10530,koordinaten,coordenadas,25
11296,fünfzehn,quinze,38
13291,nation,nação,8
6497,archipel,arquipélago,72
2117,katalytisch,catalisador,93
5245,mausefalle,ratoeira,79
7429,stereln,ster.,66
4096,anämie,anemia,85
6060,rissfolge,repressão,74
1286,zentristisch,centrista,95
13167,los los,gogo,20
3459,saftig,suculento,88
7084,sachsen,saxônia,68
819,bisher,até agora,99
10037,wahrgenommen,percebido,44
7612,gräber,grover,64
1548,kurzwelle,quarwave,96
11633,eg,ce.,36
7751,magen,estômago,62
9403,desc.,descrição,53
13966,brauchen,precisar,6
1171,trab,trote,90
7969,unheimlich,apavorante,62
4335,kreide-,cretáceo,84
11672,wasserstoff,hidrogênio,35
5678,spielplatz,parque infantil,76
11433,ungeschlagen,invicto,38
13887,zwischen,entre,9
12077,dreißig,trinta,32
2760,lätzchen,babador,89
12267,hassen,odiar,27
2133,geisha.,gueixa,93
11316,schulter,ombro,35
6375,unorganisiert,desorganizado,72
13729,verletzung,violação,13
13870,am meisten,maioria,9
14483,grund,razão,6
1204,zuckerrohr,cana de açúcar,97
14447,beginnen,começar,13
3218,überschall-,supersônico,61
3102,schrumpfen,psiquiatra,74
5225,vermisst,missy.,79
248,kalvarienberg,calvário,100
5190,gaspedal,acelerador,75
6063,verzerrung,distorção,48
10220,sünde,pecado,40
10183,unsicher,inseguro,47
2336,südwärts,para o sul,62
9991,folglich,consequentemente,27
9621,stadtrat,conselheiro,49
11406,falke,falcão,22
10410,krea,crea.,45
4456,kartesisch,cartesiano,83
9493,molekül,molécula,48
12322,geräusche,sons,14
7176,praktisch,conveniente,48
11322,julius,júlio.,38
13052,glaube,fé,21
6532,pavian,babuíno,70
13062,mädchen,garotas,16
2752,blumen-,floral,91
12575,heiligenschein,aréola,27
14192,vereinbart,acordado,13
187,nebenfluss,afluente,91
13977,wollen,querer,6
7164,wieder aufbauen,reconstruir,52
1812,grundstein,pilar,91
10445,nacken,pescoço,42
8786,gebühr,taxa,49
11749,richtigkeit,precisão,35
4959,unbesonnen,não tripulado,80
14517,western,ocidental,12
5423,ware,mercadoria,65
9362,friedhof,cemitério,53
7881,qualifikationen,qualificações.,25
13064,hölle,inferno,21
12866,zapfen,ca.,24
8239,schneemann,boneco de neve,61
13440,wie auch immer,qualquer que seja,17
13148,fehlen,ausência de,13
13958,monate,meses,12
11076,musiker,músicos,26
6093,eintagsfliege,mayfly.,74
3457,fischadler,osprey.,81
11748,prägnant,conciso,34
9249,blumen,flores,37
8173,bescheiden,modesto,62
14354,frauen,mulheres,12
4310,behinderung,handicap.,68
8385,schießpulver,pólvora,60
3777,spärlich,escasso,72
1287,unentschieden,indeciso,95
1763,untertrieben,intertidal,95
11767,schaden,ferir,14
8373,bernstein,âmbar,60
9507,dämmig,duvidoso,52
10290,bürgerlich,cívico,45
899,schwarzer mann,homem negro,98
8538,vetter,primo,49
9387,schlinge,crewner.,53
10129,erkannte,percebi,27
13390,lebensmittel,comida,17
7451,kollegen,colegas,57
14057,ändern,mudar,6
5398,nonne,freira,69
6921,hetzen,cão,63
11341,champion,campeão,35
11909,kumpel,bubba.,33
12323,futter,mandril,29
2575,milizsoldaten,miliciamen.,92
11031,schießerei,tiroteio.,40
4564,rippen,costelas.,65
5720,modi,modos,38
1836,maidenhead,virgindade,95
6757,verleumdung,calúnia,57
9597,stehlen,rouba,35
10356,überlebende,sobreviventes,37
10321,schuster,sapateiro,46
3590,antrieb,propulsão,87
14309,persönlich,pessoal,6
3288,bergung,salvamento,68
12289,palast,palácio,30
3153,bombenschütze,bombardeiro,88
1256,gebeugt,curvado,40
2138,gesetzlos,sem lei,87
10657,blind,cego,36
3248,erdenmensch,earthman,89
12933,oase,refúgio,23
13648,notwendig,necessariamente,15
3095,drehmoment,torque,89
5625,schlaff,mown,62
10199,gesprochen,falou,46
3149,küster,sacristão,89
10677,hirsch,cervo,43
8622,ohren,ouvidos,39
5425,großes horn,bighorn.,78
2120,kittchen,chitty.,94
4356,seidelbast,daphne.,83
7389,leisten,proporcionar,56
4792,oxidationsmittel,oxidante,43
2531,sherry,xerez,92
4279,scheinwerfer,holofote,82
12227,geburt,aniversário,16
8398,zufall,coincidência,43
3280,glykol,glicol.,86
2264,höhlenmensch,homem das cavernas,93
2739,bekloppt,doft.,91
5279,pendel,pêndulo,78
7033,pfannenstiel,panhandle.,68
13294,montieren,montar,17
2992,gedränge,scrum.,89
9254,krankenwagen,ambulância,50
6493,bauch,barriga,53
5693,süßwasser,água doce,77
10592,schinken,presunto,43
2180,picknick,piquenique,93
14307,deutsch,alemão,12
10815,teilweise,parcial,33
11850,das passiert,acontece,12
2121,entweihung,profanação,89
3736,snack,lanche,78
7212,wiegen,pesar,49
9225,anzeigen,exibe.,16
1404,dankbarkeit,gratidão,96
2462,rhetorisch,retórico,62
13825,sein,dele,6
10978,süss,doce,39
14232,mann,homem,10
2952,impressum,imprimir,72
10792,geliebte,amado,42
11371,angemeldet,alistado,33
5019,lockig,encaracolado,80
2620,stereoskopisch.,estereoscópico,91
13099,größten,maior,21
10672,aufrechterhaltung,mantendo,17
13714,champions,campeões,11
13385,russisch,russo,17
10562,felsblock,pedregulho,43
2329,unterricht,taxa escolar,93
8314,heidekraut,mescla,60
1061,whatnot,em que não,97
8460,millennia.,milênios,60
2880,lagerlich,acampado,77
460,süchtig machend,viciante,27
14294,auto,carro,11
5124,pflaume,ameixa,79
10154,monatlich,por mês,47
9851,bezirk,bairro,48
9748,käfig,cela,48
10103,gewinde,fio,41
1682,befragte,entrevistados,88
14038,herr,senhor,12
3440,großmeister,grandmaster.,88
5503,amassen,acumulado,67
11602,wörterbuch,dicionário,35
9899,rover,andarilho,37
9810,ozeanien,oceânia,50
8846,kyoto,quioto,57
12038,becken,bacia,31
9599,boom,estrondo,48
5758,wandschrank,armário de roupa,73
6254,dienstmädchen,empregada,70
6545,antwerpen,antuérpia,72
7363,außenfeld,outfield,19
11904,zwölftel,décimo segundo,33
12996,nutzlos,sem utilidade,22
8569,drift,deriva,38
4982,beschneidung,circuncisão,78
10088,feuerfalle,armadilha de fogo,48
9365,gefahr,perigo,53
4829,gesandte,enviado,78
3063,saphir,safira,89
3480,eingreifen,intervir,50
6429,untergebracht,alojado,12
2892,gepeitscht,açoitado,59
2321,trunkenheit,embriaguez,75
5053,baskisch,basque.,77
3032,piccolo.,flautim,90
12386,angebot,oferta,18
5838,nach oben,para cima,64
1780,kraftvoll,vigorosamente,69
6589,überholt,overtook.,71
11924,sexuell,sexualmente,21
8025,herzogin,duquesa,62
11010,antenne,aéreo,40
2456,gekocht,cozinhou,28
2734,narkotika,narcóticos,77
13169,verleumderisch,difamatório,20
11197,taktik,táticas,22
6367,syphilis,sífilis,73
8127,sänger,cantores,23
13261,enzyklopädie,enciclopédia,19
11682,tanne,abeto,35
7189,yachthafen,marina,67
4743,wiedereindringen,refraseça,63
5376,ladendiebstahl,furto,75
10955,deaktiviert,desativado,38
12526,geantwortet,respondeu,13
9246,umlaufbahnen,órbitas,17
8399,sonnenuntergang,pôr do sol,59
12383,wartung,manutenção,29
9146,termin,data limite,54
7104,ausgerichtet,alinhado,36
10208,ruhig,quieto,46
13692,laufen,correndo,8
12596,iv.,4,27
8845,maler,pintor,55
10381,patrone,cartucho,40
8910,infrarot,infravermelho,57
10804,aufgeben,render,32
12705,niemand,ninguém,26
816,sonnenstrahl,raio de sol,99
9671,erfüllt,realizada,40
5125,regentschaft,regência,80
11311,rückgängig machen,desfazer,26
12219,audio-,áudio.,31
13832,hatte,tive,7
1828,prägung,cunhagem,95
5936,unaufrichtig,não-alto-circuito,75
12578,libanesisch,libanês,27
1311,dackel,dachshund.,97
13424,truppen,tropas,16
5237,flugzeugbesatzung,aircrew.,56
1013,dominant,mandão,98
8141,recon.,recondição,62
8332,plagiat,plágio,57
10312,ignorieren,ign,46
7221,probezeit,provação,65
13154,studenten,alunos,16
10431,ukrainisch,ucraniano,43
2269,klettverschluss,velcro,93
13747,blau,azul,12
14200,aktion,ação,10
13454,scherzen,piada,15
7861,antiquität,antiguidade,54
13214,irisch,irlandês,20
3307,kordon,cordão,78
7428,taufe,batismo,64
12896,mond,lua,23
7719,unterschwellig,subjacente,61
11535,thailändisch,tailandês,37
11377,zugelassen,admitido,28
1526,fäkalien,fecal.,96
9030,kostbar,precioso,56
147,verarmt,empobrecido,99
11653,eigentum,propriedade,35
1408,schläfer,dorminhoco,93
5149,schlesien,silésia.,79
12509,zehntel,décimo,27
7974,pfeilspitze,arrowhead,62
5784,gezeiten,marés,37
8633,walross,morsa,58
10113,ascidian,ascídio,48
4962,hilfs-,auxiliar,80
13474,endlich,finalmente,8
1809,ausbreitung,sprawl.,88
2367,gedeihen,prosperar,58
8168,erhitzt,aquecido,23
12049,kkk,ck.,32
13974,vereinigt,unido,7
3172,ablenkend,distrair,55
10070,müde,cansado,29
10052,gummi,borracha,47
9302,eindeutig,desfigurar,54
12451,datenbank,base de dados,28
2552,unbesiegbar,invencível,89
6258,loyalität,lealdade,71
13295,katholisch,católico,19
2453,retter,salvador,90
1591,verstrichen,decorrido,94
4218,machbar,factível,73
6669,gerangel,passeio,54
9029,sibirisch,siberiano,55
12057,enthalten.,contido,8
12766,karten,cartões,16
578,boner,tesão,97
10526,im wesentlichen,substancialmente,23
4169,schnurrbart,bigode,82
8864,vorort,subúrbio,40
4800,beleidigung.,expondo,38
10173,mittelmeer,mediterrâneo,47
3162,verknüpfung,linkage.,84
4389,unwiderruflich.,irrevogavelmente,82
12852,wald,floresta,23
8145,entzündungslos,inflamatório,62
5882,komprimiert,comprimido,48
9686,vati,papai,51
1821,beuteltier,marsupial,95
375,siliciumdioxid,sílica,100
10693,rechtfertigung,justificação,41
4334,startprogramm,lançador,66
8152,geduld,paciência,62
10229,kot,fezes,47
13880,viele,muitos,6
12105,rorie,rory.,32
8214,krampfanfall,convulsão,59
9115,missverständnis,mal entendido,48
14427,antwort,resposta,12
4055,vorwand,pretexto,83
7360,flok,flak.,66
3321,antizyklon,anticiclone,83
12631,grau,cinza,26
219,säufer,boozer,100
6986,inhaftiert,preso,50
11821,reihenfolge,seqüência,31
4417,umverteilung.,redistritamento,83
12696,muster,padronizar,24
574,eintauchen,imersão,89
13105,genau,exato,19
3399,demontiert,desmantelado,73
9271,helm,capacete,47
10897,schäfer,pastor,41
309,kähne,barcaças,80
10520,kino,cinema,42
14196,länder,países,10
4443,wasser-,aquático,51
9849,würzen,especiaria,49
503,getauft,batizado,92
4102,schneefall,queda de neve,85
9035,preußen,prússia,56
7752,laut,ruidosamente,64
2174,anbindung,pega,73
1486,mark,medula,96
3535,einbaum,dugout.,87
14072,befehl,ordem,10
1937,pompejus,pompey.,94
8511,abhilfe,remédio,53
3833,peking,pequim,81
7710,ablauf,termo,64
4048,nussschale,casca de noz,85
14357,einfach,fácil,13
13260,bank,banco,17
14115,schließen,fechar,12
4434,abschaum,escumalha,83
10320,grenzwert,limites,10
10893,armenien,armênia,41
8627,twist,torção,45
12327,waffe,arma,17
12413,mars,marte,14
8382,tragisch,trágico,55
6523,ansteckend,infeccioso,72
14096,steuer,imposto,28
11540,fördern,fomentar,36
5462,torah,torá,77
5682,nippel,mamilo,71
3111,ratsche,chave catraca,89
3131,gähnen,bocejar,87
4760,wasserkocher,chaleira,80
3197,gesundheitswesen,assistência médica,89
8648,vertrauenswürdige,confiável,28
14079,werden,tornar-se,9
3604,raupe,lagarta,85
9612,kompliziert,complicado,44
8771,taten,feitos,52
5843,schmirgel,esmeril,76
3548,amöbe,ameba,88
2327,bergmann,mineiro,40
12095,koalition,aliança,31
12299,gelände,terrenos,14
4004,phobie,fobia,85
1845,geboten,brown.,94
4012,straffung,estragando,76
13920,wo,onde,8
8589,dosierung,doser.,59
469,gesteckt,esgueirado,56
8337,vorort-,suburbano,60
8419,rübe,nabo,60
10237,schlüssel,chaves,13
12686,aufgeräumt,limpo,26
7593,keller,porão,64
14259,verwaltung,administração,7
14104,gehaltenen,mantido,9
12890,etikette,rótulo,18
9111,nützlichkeit,utilitário,36
9728,arbeiter,trabalhador,24
13564,basketball,basquetebol,16
10380,hilame,hilary.,41
10105,substanz,substância,42
7159,ermüdung,fadiga,64
4738,beil,machadinha,81
7995,jumper,saltador,60
13384,schneiden,cortar,16
11080,phantom,fantasma,37
3767,kreuzfahrt,cruising.,39
7588,rotes shirt,camiseta vermelha,62
11789,darstellerin,atriz,34
3621,grundwasser,lençóis freáticos,87
14467,besprochen,discutido,7
10663,rache,vingança,43
7265,konkurs,falência,66
10805,gegnerisch,oposição,20
5004,splits.,divide,21
13200,königin,rainha,18
14421,ding,coisa,9
12962,lage,localização,11
13879,jetzt,agora,8
9994,dünn,afinar,47
10741,versammelten,coletado,28
4530,temperiert,temperado,47
6947,treue,fidelidade,67
6544,kurier,correio,70
7064,schmelzen,derretendo,55
3119,steckdose,soquete,80
5889,priester,sacerdotes,47
7029,holzwärts,woodward,68
13494,anfragen,consultas,15
13530,busch,arbusto,16
11150,verstecken,ocultar,30
9098,coupe,cupê.,22
6041,thunfisch,atum,74
13927,woche,semana,10
12510,artikel,item,22
8341,segeltuch,tela de pintura,61
12087,ersichtlich,aparente,19
10358,gedichte,poemas,38
515,gehweg,pavimento,93
1965,ameisenbär,suater,93
3256,dornbusch,brier.,87
14320,quelle,fonte,7
9385,mais,milho,50
5500,einstreichend,interdição,74
7554,gemüse,vegetal,53
5073,einschränkungen,restrições,75
6639,strategien,estratégias,35
3734,straßenbahn,bonde,81
3059,vehement,veementemente,86
12607,station,enfermaria,27
1887,still stehen,paralisado,94
13509,playoffs,jogos decisivos,12
11067,am stärksten,mais forte,40
6418,kohlenstoffhaltig,carbonaceous.,73
13264,maria,mary,17
6447,borneo,bornéu,72
4963,annexion,anexação,57
9496,alphabetisch,alfabética,31
14047,mitglieder,membros,10
1329,wasserspeier,gárgula,94
8055,griff,relha,62
11674,besorgt,com medo,35
8293,begeisterung,entusiasmo,61
1638,ruder,leme,94
1651,lordy,senhor.,95
6018,menschwerdung,encarnação,52
7440,teuer,dispendioso,66
10929,liegeplatz,atracar,38
11655,fallend,queda,14
6069,plädoyer,declarar,61
13263,keiner,nenhum,19
8993,slipknot,nó corredio,56
2208,titration,titulação,91
5944,leiche,cadáver,64
1992,böig,gusty.,94
10095,die ermäßigung,redução,45
14202,krieg,guerra,8
7007,stachelrochen,stingray,65
5109,nicht spezifiziert,não especificado,80
657,mammutbaum,sequóia,97
9002,fettleibigkeit,obesidade,55
4658,zwangsläufig,inevitavelmente,55
11320,schritte,degraus,19
7090,impfung,vacina,58
12845,kraftstoff,combustível,23
12333,widerstand,resistência,25
7391,ruhe in frieden,rasgar,48
8060,passierer,pacers.,58
5985,nördlich.,northbound,75
12687,eisen,ferro,23
8915,klingeln,ping.,56
13598,vorgestellt,destaque,11
12816,gefangen,capturado,17
13367,6.,6º,18
13818,nicht,não,5
12556,reis,arroz,27
14025,mein,meu,6
881,sternenstaub,poeira estelar,98
990,woll-,woolf.,98
4681,bankett,banquete,79
12539,summe,soma,25
722,made,larva,96
9816,thriller,filme de ação,49
11303,wettbewerber,concorrentes,34
12558,nicht notwendig,desnecessário,27
5893,entlüftung,ventilação,65
8892,eintracht,concórdia,56
9427,gewachsen,crescido,53
11852,saugen,chupar,26
11793,benachrichtigen,notificar,30
4447,schleichen,rastejar,71
13995,groß,grande,7
4444,vermietung.,aluguel,77
9363,architekt,arquiteto,47
13972,datei,arquivo,6
1964,beiname,epíteto,90
7489,betont,enfatizado,50
2871,nieren-,renal,90
12418,klassifiziert,classificado,26
11623,araber,árabes.,15
7922,notwendigkeit,necessidade,62
8415,vorurteil,prejuízo,57
12807,gekoppelt,acoplado,15
3950,nackenrolle,bolster,68
921,beschaffung,compras,81
14461,nimmt,leva,5
9119,verstärkt,reforçado,37
14413,arbeiten,funciona,5
9692,fünfzehnten,décimo quinto,51
13414,kampf,brigando,7
108,feuerwehrmann,bombeiro,100
13523,sommer,verão,16
1343,satin-,cetim,94
12411,bach,riacho,29
449,linienrichter,linesman.,100
364,adlige,nobres,100
5654,zigeuner,cigano,71
12832,wirtschaftlich.,econômico,21
11408,beratend,consultivo,31
11901,zoll,polegada,24
9336,trümmer,destroços,53
2414,zahnbürste,escova de dente,93
