ID,DEUTSCH,SPAIN,INTERVAL
8997,schüren,cebar,47
589,skeet,tiro al plato,97
12680,kessel,estafa,21
13662,verlust,pérdida,12
14247,gewalt,fuerza,9
2490,erbilder,biliar,92
709,halsohle,derrotar a,87
12503,held,héroe,22
8942,zerstörerisch,devastador,41
6742,kinematographie,cinematografía,69
5745,wiedereröffnet,reabrido,63
10877,symbole,símbolos,22
8208,käfer,escarabajo,58
6411,dito.,ídem,71
269,aufrecht,erguido,50
3873,fußgänger,peatonal,78
12653,kosten,costo,22
8383,melissa,toronjil,59
4206,rutsche,diapositivas,44
9613,nj,nueva jersey,50
3276,umarmt,abrazado,64
13676,entwurf,sequía,13
7726,musege,mus,48
5318,prüfung.,examinador,32
11341,champion,morder,34
4813,umziehen,trasladarse,36
8281,sears,sensa,57
2657,schwankend,vacilado,79
9708,abstieg,descendencia,49
5864,anleger,inversores,65
8324,leitung,conducto,59
8648,vertrauenswürdige,confiado,28
8834,grizzly,oso pardo,49
12917,nicht referenziert,no referenciado,23
12267,hassen,odio,26
12733,eilig,apresurarse,15
8295,saxophon,saxofón,59
5620,kondor,cóndor,74
13235,verwendungszweck,uso,19
5845,mv.,mechón,74
9362,friedhof,cementerio,52
3152,ärmzig,más pobre,88
5225,vermisst,señorita,78
1462,stimmungsvoll,tremendamente,56
13949,amerikanisch,americano,9
3338,royalist,monárquico,82
14195,eher,bastante,7
10039,stickstoff-,nitrógeno,46
2208,titration,valoración,91
10034,tränen,lágrimas,37
4363,geehrt,honrado,17
8998,unzuverlässig,no fidedigno,54
12799,uhr,reloj,23
12176,hervorragend,sobresaliente,30
9020,linse,lente,55
11092,illustriert.,ilustra,15
11869,bäcker,panadero,33
2824,wollig,lanoso,90
12711,bus,autobús,23
12487,die gerechtigkeit,justicia,26
3486,angereichert,enriquecido,71
4693,karikaturist,dibujante,70
452,durr.,zurrar,100
3501,einkerbung,muesca,58
5695,zyklamen,ciclamen,75
7305,nacktheit,desnudez,65
9756,menschheit,humanidad,49
12489,der mittwoch,miércoles,27
1416,pillen,píldoras,60
4000,supermacht,superpotencia,75
11786,minderwertig,inferior,33
11406,falke,halcón,21
1341,philemon,filón,97
7658,seiler,remitente,63
2224,kaif.,encanto,93
9941,blies,sopló,47
11219,bred,br,38
9284,erfolglos,fracasado,47
1669,sardinien,cerdeña,95
3528,avocado,palta,85
13995,groß,grande,7
10387,flugzeuge,pilotos,44
14354,frauen,mujer,12
6587,ruhig,en silencio,70
7411,lettisch,letón,63
5429,dionysus,dionisio,77
3230,kleider,vestidos,64
10939,strang,madeja,36
9869,eule,búho,39
4569,inmitten,en medio de,82
8431,schaufel.,scuder,59
5698,verschiedene,miscelánea,75
7804,säugetier,mamífero,56
4303,unersetzlich,insustituible,81
13161,bestimmt,ciertamente,20
4144,breitend,más ancho,84
9781,dreieckig,triangular,49
4208,losone,chiflados,83
7015,verehrung,adoración,62
457,qtr.,pedacito,100
8626,nb.,nótese bien,57
13868,menschen,gente,7
8351,auf der seite.,en el lado,59
6621,buschfeuer,fogata,57
8180,unangemessen,indebido,61
240,spucken.,escupir,30
8730,ppl.,cpl,57
3878,engländer,inglés,85
2882,riskant,arriesgado,90
10067,journalisten,periodistas,32
13127,giftig,va,20
4600,kilometerzähler,cuentakilómetros,81
1527,pygmäe,pigmeo,90
13678,etabliert,establecido,12
1302,sonnenbrand,bronceado,95
13639,unglücklicherweise,desafortunadamente,14
3380,wissentlich,sabiendas,88
10812,riff,arrecife,40
6569,vernachlässigt,descuidado,58
711,bärendienst,deservicio,99
8534,graphit,plombagina,58
4162,strafbar.,punitivo,83
14521,kredite,préstamos,45
8631,lamm,cordero,54
4681,bankett,banquete,78
13789,prost,salud,12
14230,noch,todavía,9
13258,preis-,premio,18
9772,bullpen,toril,48
6883,odysseus,odiseo,68
6803,pollard,árbol desmochado,68
11178,ersatz,sucedáneo,38
7865,metapher,metáfora,57
12139,geist,espíritu,29
12452,verbreitung,untado,25
14249,mittel,fondos,25
9884,achtzehn,dieciocho,48
194,autofahrer,automovilistas,98
4146,päpstlich,papal,84
8887,koli.,coli,55
3399,demontiert,desmantelado,72
4774,zitruszitrus,agrios,81
6998,lutscher,chupete,66
312,gympothek.,gympie,100
13952,teil,parte,9
6396,prämisse,premisa,53
4588,ekliptisch,eclíptica,81
12476,seriös,acreditado,23
2461,zu einem,toa,92
13523,sommer,el verano,15
13512,krone,corona,15
9911,nicht förderfähig,inelegible,47
2811,beiwagen,sidecar,89
9907,verklagt,demandado,26
13610,wort,palabra,10
6305,sprühen,rociar,62
3470,motorhaube,capó,78
3879,draufgänger,temerario,82
273,rem,movimiento rápido del ojo,99
7532,luchs,lince,64
11633,eg,ce,35
13743,hinter,detrás,13
9241,keine männer,no hombre,53
13000,cairns.,mojador,22
9304,lachs,salmón,52
2045,kreisel,rotonda,93
9444,schwefel,azufre,48
12515,komplex,complejo,25
9040,array,formación,53
14057,ändern,cambiar,6
8093,die röcke,faldas,49
1281,lebendig,vívido,95
14254,betriebssystem,sistema operativo,31
2499,unterkühlung,hipotermia,92
11250,fesseln,cautiverio,23
11460,vierzig,cuarenta,35
9952,danke,gracias,47
3815,kriegsschiffe,buques de guerra,68
8218,außergewöhnlich,excepcional,16
3398,hinterhof,patio interior,88
7278,empfänger,recipiente,51
10948,warschau,varsovia,40
10063,qualifikation,calificatorio,10
14393,gesicht,rostro,13
12067,säulen,pilares,30
5716,enkel,nieto,73
11854,laufend,en curso,33
11247,speere,lanzas,34
6665,einfall,incursión,62
8901,zahn,diente,53
9357,klärung,aclaración,50
816,sonnenstrahl,rayo de sol,99
3222,sizilianisch,siciliano,85
11169,gemeinde,municipio,28
2122,lanzette,lanceta,93
13305,absatz,párrafo,17
2985,wohltätig,caritativo,88
6570,urheberschaft,paternidad literaria,70
708,dun,pardo,81
5868,ekstase,éxtasis,74
10931,materiel,material bélico,40
9482,einflussreich,influyente,51
2685,schöpflöffel,cazo,90
7835,verärgert,molesto,33
11895,ausbruch,brote,31
1909,eifrig,con entusiasmo,94
10509,singen,cantando,31
13434,gebracht,trajo,17
14087,gesamt,total,7
6437,handwerker,artesano,71
8489,arroyo.,cauce seco de un río,57
8257,tierwelt,fauna silvestre,60
8689,leider,tristemente,57
7856,nanking,nacer,62
8144,weiter,más lejos,61
2380,kryptographie,criptografía,92
9186,suppe,sopa,53
2389,nachruf,obituario,84
11102,gestern,ayer,38
5091,tropen,zona tropical,10
7786,meuterei,motín,60
13351,see,lago,17
10321,schuster,zapatero,44
9751,anklage,acusación,43
809,unvergleichlich,sin par,99
6324,hellenisch,helénico,42
9214,klinge,espada,45
7891,amoklauf,alboroto,60
947,kumulus,cúmulo,98
2175,nicht definiert,indefinido,92
3017,hohlraum,cavidad,88
13464,henry,enrique,16
902,bac.,bacalazo,98
1692,dehydratation.,deshidración,90
3674,panne,falla,79
10200,graffiti,pintada,46
12215,anon,luego,30
14420,genannt,llamado,7
11338,gefahren,impulsado,37
10827,siedlung,asentamiento,36
9692,fünfzehnten,decimoquinto,49
14429,preis,carillo,21
8581,wrack,naufragio,48
4646,verweisung,remisión,77
14121,herstellung,haciendo,5
3735,bucephalus,bucéfalo,86
9703,schrei,grito,40
14510,wirksam,eficaz,12
10958,reste,remanentes,34
680,archäologe,arqueólogo,90
5414,auftrieb,flotabilidad,77
2040,zug-,tractivo,93
11726,syrien,siria,34
278,messegelände,recinto ferial,99
13257,sorgfältig,con cuidado,8
837,übergewicht,exceso de peso,99
12284,wissenschaftlich,científico,28
10145,pharao,faraón,44
10906,in der mitte,a mitad de camino,40
13151,vorauszahlung,avance,13
5972,waschbecken,hundir,54
4655,revisit,volver a visitar,66
3952,np.,notario público,85
9578,lotterie,lotería,50
4850,krapfen,rosquilla,77
13638,legt an,especifica,8
14003,tut,hace,8
7938,integrieren.,incorporación,24
6159,riss,grieta,71
13407,bestanden,aprobado,10
5965,prügeln,movimiento de piernas,61
5096,unehrlich,deshonesto,79
10614,staatenbund,confederación,26
14358,ausgaben,gasto,31
2700,kerle,dudes,27
9008,erweiterung,extensión,21
7837,shake,agitar,51
6315,diözese,diócesis,71
4666,gezündet,encendido,58
8348,unbegründet,sin fundamento,59
1610,varianz,diferencia,95
13721,mitwirkende,contribuyentes,12
13816,es ist,es,5
4930,brille,gafas de protección,76
2728,sauerkirsche,morello,90
8807,wahrnehmung,percepción,50
6726,beschworen,convocado,56
7918,stute,yegua,62
11411,langsamer,más lento,37
13080,berühmt,famoso,21
3698,nach unten,hacia abajo,48
5621,kleinwuchs,dwarfismo,76
3038,thymian,tomillo,89
9432,gälisch,gaélico,51
10097,begleiten,escolta,38
9407,spalte,esplino,52
8448,kryptisch,críptico,58
13632,forum,foro,14
8527,kreaturen,criaturas,49
14310,etwas,algo,9
11918,dolch,puñal,32
13322,hey,oye,18
1395,coulee,corriente de lava,95
12961,gelb,amarillo,22
2476,landauer,landó,92
1590,kondensieren,condensar,53
1071,ordentlich,mort,96
7358,samt,terciopelo,64
6913,mast,mástil,65
8321,zystiker,cístico,60
14041,bereits,ya,9
1467,stratosphäre,estratosfera,93
11852,saugen,chupar,25
14141,fällig,pendiente,7
3359,border,arrebatador,88
9517,vic.,víctima,51
13324,nicht zustimmen,discrepar,17
2330,lithographie,litografía,85
8548,schurken,villanos,50
4686,hört,escuchado,81
14050,zustände,estados,6
10206,dipsel,diptura,45
9399,unbenannte,sin nombre,52
2755,lust,lujuria,86
12747,freundin,amigo,16
9765,lynchen,linchar,45
6832,abriss,demolición,66
14064,pfund,libras,35
6444,hausmeister,vigilante,70
6451,arisch,ario,67
7080,zentrisch,céntrico,66
8691,tageszeit,tiempo de día,57
4191,spinner,hilanderos,57
726,rasseln,sonido metálico seco,99
10161,batman,hombre murciélago,46
14399,weiß,blanco,12
2060,espe,álamo temblón,93
1354,heftig,hept,97
3348,webstuhl,telar,67
7760,ziegelei,fábrica de ladrillos,62
1434,erwachen,despierto,93
4947,konforme,obediente,79
6646,spielerisch,viable,70
3224,entmilitarisiert,desmilitarizado,85
2511,donnernig,inmundo,92
9797,jude.,juano,48
3956,uptown,zona residencial,85
12690,einschlag,impacto,24
11770,fidschi,fiji,34
6054,picken,picotear,72
3657,wiederaufnahme,reanudación,86
7724,versöhnung,reconciliación,62
5950,donau,danubio,74
13566,heute,hoy dia,15
11987,autobahn,carretera,28
13371,berg,montaña,14
3846,lizenzgeber,licenciantil,86
13498,kämpfer,combatiente,14
8106,premiere,estreno,21
2185,untergetaucht,sumergido,89
4752,unverfrorenheit,audacia,81
13796,in,en,5
5375,geopfert,sacrificado,71
5466,wärmer,más cálido,74
13686,themen,cuestiones,9
10990,sonnenschein,brillo solar,39
250,programmierer,programadores,33
3292,moniker,monitoreador,87
4526,nachnamen,apellidos,41
13470,flagge,bandera,14
613,geprüft,escudriñado,95
6388,waschen,lavar,46
9234,weizen,trigo,53
2386,gegenkultur.,contracultura,92
5042,piep,bip,77
13902,beamte,funcionarios,10
14205,inbegriffen,incluido,7
2067,cay.,isla pequeña,93
2019,aufwacht,desvanecido,93
32,niete,principilidades,88
7325,schwerter,espadas,37
14192,vereinbart,acordado,12
3730,züge,rasgos,74
14088,hier,aquí,5
12801,tief,profundo,24
7504,hypothek,hipoteca,62
3064,schornstein,chimenea,80
1513,untauglich,impropio,90
11691,ernannt,fijado,28
1742,unansehnlich,no modificado,94
13114,treiber,conductor,14
7187,geschwommen,rumorado,35
9980,wiederaufbau,reconstrucción,42
3932,aussprechen,pronunciar,42
14304,fallen,caer,13
13208,strahl,rayo,18
3792,turnieren.,turing,86
6986,inhaftiert,encarcelado,49
9429,mayo.,mayonesa,51
2367,gedeihen,prosperar,57
7103,ausgestorben,extinto,46
5382,bezeichnen,denotar,32
1140,köder,cebo,74
1377,parkland,paisaje modelado,90
7267,limerick,quintilla cómica,65
12093,ukraine,ucrania,31
10561,klavier,piano,43
3750,petticoat,enaguas,79
14292,fälle,casos,6
13124,erbärmlich,pinchar,20
5184,futterform,fabuloso,78
3990,konfisziert,confiscado,74
5112,serin,persona,79
8167,teilnehmer,participantes,54
8219,katholizismus,catolicismo,60
5161,piergrine,halcón peregrino,78
12470,punt,batea,24
5731,opossum,zarigüeya,74
57,verhungern,muriendo de hambre,86
8291,messer,cuchillo,59
6263,kanarienvogel,canario,71
12818,nordost-,noreste,24
292,unbestreitbar,innegablemente,80
8555,quincy.,cincha,58
4949,anarchismus,anarquismo,77
12451,datenbank,base de datos,27
9033,lieut,liebre,55
12379,gewicht,peso,27
3318,einbehalten.,retenido,88
12889,herz,corazón,18
12103,wandlung,conversión,20
6152,grillen,asar,72
1723,empfehlen,elogiar,58
14039,jedoch,sin embargo,6
8837,erbittert,intenso,53
10343,verlierer,perdedor,36
8473,klarheit,claridad,58
7129,zyan,cian,66
4760,wasserkocher,pava,79
3149,küster,sacristán,88
13951,muss,debe,8
6206,überschütten,eclipsado,68
3656,tukan,tucán,87
2827,würgend,asfixia,71
13421,absichtlich,deliberadamente,8
13704,fahrt,conducir,12
7153,scheiden lassen,divorcio,61
11241,wütend,enfadado,38
491,erneuerung,renovación,36
13260,bank,banco,16
7191,nutte,puta,65
7924,schrotflinte,escopeta,59
12409,berechtigt,intitulado,28
3939,biosphäre,biosfera,85
9713,gotisch,gótico,49
14281,profitieren,ganancia,32
8838,tapfer,valiente,26
1430,unentgeltlich,gratuito,48
5680,im kopf,capita,75
13029,einzigartig,único,21
8666,plateau,meseta,56
6148,genua,génova,73
10450,unhöflich,maleducado,41
7419,errungenschaften,logros,34
5916,vergeblich,vano,74
12629,nominell,nominalmente,12
11659,vorläufig,provisional,34
1137,polaris,estrella polar,97
11245,toast,tostada,37
10036,ungewagert,sin etiqueta,47
5819,konservieren.,conservación,31
2709,flared,atormentado,59
2962,geschwister,hermanos,73
3633,schütze,sagitario,87
13396,karosserie,cuerpo,16
5944,leiche,cadáver,62
11257,zerstören,destruir,16
12046,gegenwart,presencia,31
8336,lektion,lección,49
3402,egge,grada,85
13836,eins,uno,5
11919,ast.,astucia,32
3212,hintergrund,fondo de pantalla,85
5651,osmose,ósmosis,75
10489,dach,techo,40
6429,untergebracht,alojado,12
3707,sonnenbrille,gafas de sol,86
3177,husten,tos,82
8485,steinwand,pared de piedra,57
5084,diebe,ladrones,78
12964,auslassungen,omisiones,22
10153,kiefer,pino,43
6130,neffe,sobrino,69
371,trapezförmig,trapezoide,98
5580,weste,chaleco,59
5840,kauderwelsch,algarabía,74
4444,vermietung.,alquiler,76
7636,kicker,pateadores,22
13419,frühere,previo,17
1835,topographie,topografía,95
10710,dutzend,docena,31
13443,schön,agradable,16
13546,küste,costa,15
4570,sanft,suavemente,82
5682,nippel,pezón,70
6127,überholung,revisión,62
6018,menschwerdung,encarnación,51
10609,nordosten,del nordeste,42
7944,staubig,polvoriento,62
6815,laute,laúd,68
2401,verletzungen,infracciones,79
11129,schneller,más rápido,38
9497,breitband,banda ancha,51
13440,wie auch immer,lo que,16
7509,hexerei,brujería,64
12652,sekretär,secretario,25
2892,gepeitscht,azotado,58
8619,küche,cocina,44
9600,schimpfen,despotricar,43
11621,fernseher,tele,35
4632,pfannkuchen,tortita,75
13158,kolumbien,colombia,20
386,trias,triásico,100
12988,checkliste,lista de verificación,22
9189,voller,batán,53
13761,erde,tierra,13
7802,zyklonikum,de ciclón,12
8386,fac,fachada,59
5397,ado.,alharaca,77
10032,ursprünglich,por defecto,43
8558,bedeutungslos,sin sentido,58
10817,frequenz,frecuencia,38
2592,überarbeitet,reelaborado,65
11761,sportlich,atlético,15
8884,effizienz,eficiencia,37
12729,fahrer,jinete,19
11009,drehung,rotación,30
4164,krautsalat,ensalada de col,84
733,flankierer,flanqueo,97
9500,barmherzig,misericordia,48
9271,helm,casco,46
3694,ridley.,ridiar,86
4861,sudanesisch,sudanés,80
5544,eisig,escarchado,76
2861,canes.,caña,59
3961,moronen,idiotas,51
12764,am schlimmsten,peor,24
10186,milzbrand,ántrax,46
5703,stoßen,protuberancia,57
9793,funke,chispa - chispear,34
8403,sikh,sij,50
10935,eiche,roble,36
11606,sauerstoff,oxígeno,34
3776,enden,exitoso,19
4043,einfachheit,sencillez,83
9940,wesentlich,vital,47
13505,schiedsverfahren,arbitraje,16
11475,lautsprecher,altavoz,31
5678,spielplatz,patio de recreo,75
246,beratung,asesoramiento,62
6627,kaukasus,cáucaso,70
13751,angeben,indicar,11
7439,forelle,trucha,64
9994,dünn,delgado,46
5249,hander,mandar,78
8273,ureinwohner,aborigen,48
3986,werwolf,hombre-lobo,85
884,godspeed.,buena suerte,98
5311,luftkissenfahrzeug,aerodeslizador,78
13942,satz,colocar,11
1480,zweipartisaner,de dos partidos políticos,96
6237,respektvoll,respetuosamente,13
14264,erforderlich,necesario,6
4442,der neid,envidia,81
12950,freitag,viernes,22
10779,achse,eje,41
4881,nachtclub,club nocturno,74
13266,griechisch,griego,17
11271,quartier,cuarteles,10
9269,lampe,lámpara,51
7791,lohnend,vale la pena,62
7152,luftwellen,ondas,66
4445,vordergrund,primer plano,82
5063,geber,dotante,78
10831,beschwerden,quejas,30
66,pinpoint,determinar con precisión,95
9246,umlaufbahnen,órbitas,17
13005,arzneimittel,droga,19
10653,fänger,receptor,38
5866,tubman,tubero,74
5155,slant,inclinación,65
8984,rekrutieren,recluta,26
4262,leiste,ingle,83
523,giebel,gapas,77
12631,grau,gris,25
1773,kleiner finger,rosado,90
13648,notwendig,necesariamente,14
10738,gemietet,contratado,32
11040,walisisch,galés,39
13728,zitat,citación,12
90,emphysem,enfisema,100
4843,groll,resentimiento,76
8849,funklig,chispero,56
13892,vor,antes,7
11935,physik,física,7
2434,bieter,licitador,88
9285,geradeheraus,francamente,53
13378,zu geben,donación,9
6223,algerisch,argelino,70
12739,hören,escuchar,20
9814,fang,colmillo,48
1446,abbrunde,abbr,96
10275,otto,otón,45
11333,knochen,hueso,32
6947,treue,lealtad,66
4689,free,freído,81
12264,kohlenstoff,carbón,28
8422,unerwartet,inesperado,59
10579,fohlen,potro,24
11762,kapuze,capucha,32
11221,gründer,fundador,35
12140,bier,cerveza,30
8811,leber,hígado,56
3473,bobfahre,bobsleigh,88
11548,verhältnis,proporción,34
10981,konzentration,concentración,28
6527,akademiker,académica,22
6531,beten,rezar,58
991,bend.,benn,92
9396,zaun,valla,41
1441,aramäisch,arameo,96
4098,rückblick,reversión,81
12541,wochenende,fin de semana,25
10220,sünde,pecado,38
9670,synthese,síntesis,50
2448,aufgerufen,invocado,72
2622,schlachtschiffe,buque de guerra,61
14183,party,fiesta,11
7846,zweijährlich,bienal,62
7779,blähung,flatulencia,62
3267,unbewiesen,no probado,88
11941,waten,vadear,32
13641,acht,ocho,14
8191,punker,mazo,58
2741,vereinfacht,simplista,88
4202,eibe,tejo,83
1432,naviglust,navegante,96
2809,drainage,drenaje,90
13994,tage,días,7
391,jenseits,vida futura,100
916,galgen,horca,97
4877,firefly.,luciérnaga,79
8779,scharlachrot,escarlata,55
14305,luft,aire,9
6881,water,zarzo,67
12688,dinkel,espelta,15
4068,bazooka,bazuca,84
12718,govern,gorro,25
4249,minensuchboot,dragaminas,79
8353,fäkalien,excrementos,59
5288,makkaroni,macarrones,78
11088,entsprechend,respectivamente,39
7798,einatz,apostar,50
12592,handlung,hechos,11
4193,anstriche,tachar,43
10913,frosch,rana,36
3492,gerade noch,cebada,87
12847,bestätigen sie,confirmar,15
11558,hülse,cascarón,29
6355,pivotal,esencial,63
2756,unterdrückung,opresión,69
1878,verstopft,derribado,79
9624,ethik,ética,40
2961,vorfahr,antepasado,70
4124,genuss,indulgencia,69
10312,ignorieren,ign,45
2487,körperlich,corporal,92
7146,seicht,poco profundo,65
13037,säure,ácido,21
2126,umbruch,convulsión,89
6845,decke,manta,61
7704,waschbär,mapache,62
14278,rechnung,factura,12
14514,geschrieben,escrito,10
14037,bereich,área,11
2570,lagerfeuer,hoguera,88
7198,rückstoß,retroceso,65
10466,strecken,tramo,33
4387,jasmin,jazmín,81
10187,angestellter,empleado,30
12999,unbekannt,desconocido,21
12073,spion,espiar,29
5805,abgelenkt,desviado,62
525,elektrifizierung,electrificación,99
6852,demobilisierung,desmovilización,56
2786,kush,cushing,88
9653,geblasen,estropeado,50
9978,highlights,destacar,24
12497,läufer,corredor,21
10339,einnahmen,ingresos,41
14023,anders,diferente,10
9294,überwachung,supervisión,19
9922,frau,señora,12
4026,flugbahn,trayectoria,75
863,sättigung,saturación,63
3228,fahrlässigkeit,negligencia,69
13441,karte,mapa,14
12685,in der luft,aerotransportado,25
320,tracer,trazador,98
14081,nachricht,noticias,12
30,greetten,rodilleras,100
739,senkrecht,ortogonal,95
1650,beschwingt,vibrante,95
7394,hummer,langosta,64
307,scherz,cherie,100
8316,gefroren,congelado,60
13367,6.,6º,17
13794,und,y,5
3114,milz,bazo,88
12145,beeinflussen,influencia,24
11965,bündel,racimo,31
14432,versicherung,seguro,16
2547,grüner salat,lechuga,92
9335,auf halber strecke,medio camino,52
664,zweifelhaft,iffe,99
13573,häufig,con frecuencia,15
9164,fersen,tacones,47
10631,bergab,cuesta abajo,41
8758,magnet,imán,38
7771,leuchtturm,faro,62
7183,gänseblümchen,margarita,65
6710,schwanger,embarazada,69
9995,purpurrot,carmesí,47
3362,stängel,tallos,41
6864,sich bemühen,esforzarse,58
11240,mühlen,fábrica,29
6257,gepäck,equipaje,72
9859,vergessene,olvidado,48
6813,hungrig,hambriento,68
5024,esser,comensal,68
3365,unterbrechung,interrupción,45
2508,vierzehn tage,quincena,89
14465,verband,asociación,12
6600,brüderlichkeit,fraternidad,54
3094,beginnend,que comienza,38
9986,narr,bufón,46
14441,liefern,suministrar,21
10874,stellvertreter,diputado,36
3227,egoistisch,egoísta,85
14177,entworfen,diseñado,11
12262,raiders,asaltantes,28
8471,glücksspieler,jugador,49
8211,kopernicus.,copérnico,60
10023,ehemann,esposo,46
13970,tat,hizo,5
2750,latte,listón,89
2667,oligarchie,oligarquía,90
6251,zyanid,cianuro,72
3727,stillwater.,agua sin gas,86
3217,connaught.,connagua,88
11154,danach,después de eso,38
6296,lebensstil,estilo de vida,66
12299,gelände,jardines,13
12949,geeignet,apropiado,15
14274,ging,fue,12
4456,kartesisch,cartesiano,82
9082,gebraten,frito,40
13310,rat,consejo,18
4929,grenzrandierer,fronteras,41
2515,kosaken,cosaco,83
2285,turnschuhe,zapatillas deportivas,90
3089,kasper,casero,88
11326,verbrennung,incendio,22
712,ungeschrieben,no escrito,99
10953,abdeckung,cubierta,9
2016,besetzt,personal asignado,86
10744,nase,nariz,38
2759,festzug,pompa,87
552,nicht aufgeteilt,desvinculado,95
978,weiterführende schule,escuela secundaria,98
4809,smokey.,ahumado,80
7795,ethyl,etilo,62
4158,burley.,burlón,84
935,hartholz,madera dura,97
8090,midland,del interior,46
820,karzinogen,carcinógeno,88
10671,blutig,sangriento,42
9319,studieren,endosar,34
12181,krank,enfermo,26
644,kelte,celta,87
11777,lizenzierung,licencia,12
3412,sperrholz,madera contrachapada,88
8506,sparsam,agudo,57
12766,karten,tarjetas,15
2732,troposphärikum,troposférico,78
7693,teich,estanque,62
4238,beau,galán,83
3767,kreuzfahrt,crucero,38
2418,nachgeschaltet,río abajo,92
3176,eskalation,escalado,42
1913,klappern.,antorchado,36
7618,ersticken,sofocar,57
11758,erwärmen,calentamiento,26
11728,mailand,milán,34
8668,gesinnt,dispuesto,12
7974,pfeilspitze,punta de flecha,62
5365,algen,algas,77
13069,grammatikalisch,gramático,20
7545,wassermann,acuario,64
5624,bälde,baht,76
7594,großvater,abuelo,62
12323,futter,arrojar,29
9966,fortsetzen,reanudar,32
11145,meerjungfrau,sirena,38
10789,werkzeuge,herramientas,22
5238,fangspole,atacar,78
10188,benachrichtigung,notificación,45
3000,merklich,marcadamente,89
1871,fließend,fluido,94
13220,entwickelt,desarrollado,12
2992,gedränge,melé,88
7634,posaune,trombón,62
12872,verlieren,perder,14
7999,savanne,sabana,62
8805,symphonie,sinfonía,55
861,repariert,redactado,94
3482,vergrößert,engrandecido,54
8134,kanzler,canciller,60
12157,lücke,brecha,29
9712,zirkus,circo,49
2021,fluorid,fluoruro,82
3339,herberge,albergue,84
631,ungeschnitten,sin cortar,99
2012,alltäglich,vulgar,93
11684,beine,piernas,21
949,geologen,geólogos,78
10801,hayes,hueco,34
10543,verstanden,entendido,43
2939,beschissen,de mierda,86
14443,erstellt,creado,6
761,syriac.,siríaco,99
10439,bösartig,vicioso,44
1502,bessemer,proceso bessemer,96
2471,interlanguage.,intervilización,92
1041,geschworen.,juré,98
5043,maltesisch,maltés,79
7393,porträtieren,retratar,38
7588,rotes shirt,camisa roja,61
10547,kaserne,cuartel,42
7104,ausgerichtet,alineado,35
221,gallien,galia,99
10255,dichte,densidad,45
13555,doppelt,doble,13
14343,momentan,actualmente,8
11523,tunesien,túnez,36
10512,gesperrt,bloqueado,30
7465,dock,muelle,50
10081,höhle,cueva,41
3060,eckig,angular,88
2064,koptisch,copto,93
11947,oper,ópera,26
14296,beendet,terminado,8
8463,opium,opio,59
5725,beachten,atención,68
2431,heelers,tacos,92
12034,talkie,película sonora,31
11347,spitzname,apodo,30
4764,haarschnitt,corte de pelo,78
13365,orange,naranja,17
154,nexus,nexo,100
9419,fee,hada,50
12643,eingeladen,invitado,6
3384,unvereinbar,incompatible,82
10920,erwachsene,adulto,36
11506,durchmesser,diámetro,35
3135,chirurgisch,quirúrgico,87
5206,paddy,arrozal,76
13397,katze,gato,16
6764,flosse,aleta,62
5719,dummy.,ficticio,72
10892,zerschlagen,aplastar,32
3321,antizyklon,anticiclón,82
10570,regelmäßig,regularmente,43
10196,eckback.,esquinero,46
6343,meerenge,estrecheces,45
12632,oberfläche,superficie,24
9775,zertifiziert,certificado,46
4034,lehrplan,plan de estudios,84
5215,postkarte,tarjeta postal,73
969,kassenbon,recibo,76
14430,bindung,vínculo,23
11,gelübde,voto,65
7141,patty,empanada,65
14398,datum,fecha,6
12018,halbinsel,península,31
13876,regierung,gobierno,10
3407,redwood,secoya,85
975,aufstacheln,incitar,65
1810,langjährig,de larga data,95
898,unempfindlich,insensible,92
1724,schließungen,cierre,50
11316,schulter,hombro,34
3182,verwischen,difuminar,77
14228,maschine,máquina,11
5570,whitey.,persona blanca,76
12879,irakisch,iraquí,22
656,sporadisch,esporádicamente,68
13948,ihn,a él,10
12987,jean,vaquero,21
2716,bestechung,chantaje,85
2764,flaute,zona de las calmas ecuatoriales,90
4286,heidentum,paganismo,67
7867,löhne,salarios,33
1304,holzbearbeitung,carpintería,88
7029,holzwärts,leña,67
13076,die gesellschaft,sociedad,20
4705,speerkopf,encabezado,63
4400,freier port,puerto libre,83
8714,überraschenderweise,asombrosamente,57
3012,bezirk,alrededores,70
13867,wenn,si,5
7109,charmant,encantador,46
7060,pipeline,tubería,64
5675,haftung,responsabilidad,73
9013,zurücktreten,renunciar,28
8176,komma,coma,52
11079,südosten,del sudeste,39
3145,drucken,druso,88
11835,bräunen,broncearse,32
4335,kreide-,cretáceo,83
5207,stalking,acosado,47
515,gehweg,pavimento,93
12531,malo.,macho,27
5180,prem,premontado,78
10805,gegnerisch,opuesto,19
8052,telegraph,telégrafo,58
14173,erhöht,aumentó,14
13740,gemeinsam,común,12
4887,deluxe,de lujo,80
5743,bergahorn,sicomoro,74
1449,wiederverwendet,reutilizado,62
8622,ohren,orejas,38
8850,geneigt,inclinado,44
12253,noah,noé,29
4520,dich,el e,82
10559,wähler,votantes,37
8904,elisabethanisch,isabelino,55
7761,skelett-,esquelético,62
1301,westbound.,en dirección oeste,97
1309,durchsatz,rendimiento,97
8673,estnisch,estonio,54
4294,schere,tijeras,72
5401,kurbel,manivela,72
8564,unvermeidlich,inevitable,57
14367,bild,imagen,6
6337,kartoffeln,patatas,42
