ID,DEUTSCH,ENGLISH,INTERVAL
278,messegelände,fairgrounds,99
2126,umbruch,upheaval,90
8796,hinterhalt,ambush,51
8190,nilpferd,hippopotamus,62
1235,bzw.,bm,97
10955,deaktiviert,deactivated,38
9898,ladung,cargo,49
13095,freiheit,freedom,21
13926,sogar,even,8
13637,gericht,court,15
12929,verdreifachen,triple,23
726,rasseln,clank,99
13840,ich,i,5
5805,abgelenkt,diverted,63
45,schrift,scripture,83
14389,tun,doing,5
7533,wolle,wool,66
10166,gesponsert.,sponsored,34
2579,lakai,lackey,91
8251,horizont,skyline,61
4388,schaum,foam,80
2754,brauerei,brewery,85
8351,auf der seite.,onside,61
13387,kavallerie,cavalry,18
3953,baskenmütze,beret,76
13043,verdient,earned,17
12431,dabei,serves,14
8734,übertragung,transferring,14
9941,blies,blew,49
14317,beteiligt,involved,11
375,siliciumdioxid,silica,100
9057,langweilig,boring,38
2608,übersteigt,exceeds,92
5940,anrichten,wreak,69
6121,das mitleid,pity,68
7554,gemüse,vegetable,54
11567,beiseite,aside,37
10384,zurückziehen,withdraw,31
8487,gletscher,glacier,56
3200,einlustig,inflicting,57
5743,bergahorn,sycamore,76
13372,ich selbst,myself,18
8674,mönch,monk,44
4959,unbesonnen,unmanned,80
13476,gerade,straight,17
11166,eingereicht,submitted,27
13199,unannehmlichkeit,inconvenience,20
13821,das,this,5
12845,kraftstoff,fuel,24
6679,abkürzungen,abbreviations,46
13651,bewachen,guard,13
12250,belaubt,leafy,31
9035,preußen,prussia,57
1168,professionell,prower,98
9164,fersen,heels,48
605,heruntergewirtschaftet,rundown,99
13802,mit,with,5
7152,luftwellen,airwaves,68
3206,spannung,suspense,35
11360,irgendwie,somehow,38
3874,abkürzung,shortcut,80
1419,akkreditierung,accreditation,68
7666,fälschlicherweise,mistakenly,65
8975,schmetterling,butterfly,55
10515,erholung,resort,39
13350,geschwindigkeit,speed,18
1727,schriftlich,penned,44
13204,9.,9th,20
6845,decke,blanket,62
14446,lassen,let,11
2096,ausruf,exclamation,92
7292,schillern,chil,67
10265,beobachtungen,observations,14
12176,hervorragend,outstanding,32
2931,am weitesten,farthest,90
8164,tümmler,porpoise,62
2616,glücklicher,happier,92
14227,zurückkehren,return,12
9675,schlank,slim,51
2413,sehne,tendon,90
9030,kostbar,precious,57
13112,hauptstadt,capital,15
13531,hügel,hill,14
8182,friedenssicherung,peacekeeping,53
14106,ebene,level,13
308,kirchhof,churchyard,100
7055,haarnadel,hairpin,68
3252,ansässig,sizeable,89
2943,herrin,mistress,89
13123,wetteifern,compete,16
10701,glänzend,shiny,43
600,nachthemd,nightshirt,99
13329,bereiche,areas,11
7099,verrat,treason,66
5884,keil,wedge,72
664,zweifelhaft,iffy,99
11019,bewerten,assess,24
6175,welk,wheely,72
8377,gefühl,sentiment,50
7585,nashorn,rhinoceros,65
1351,fanatismus,bigotry,97
238,nickerchen,nap,83
9793,funke,spark,36
12680,kessel,con,22
8154,gestell,rack,47
10132,sofortig,instant,47
3907,überaus,exceedingly,86
13334,hacke,ho,19
13335,sechste,sixth,19
3267,unbewiesen,unproven,89
14250,verloren,lost,12
5857,geldbeutel,purse,68
3799,masern,measles,87
12878,arten,types,8
8946,geduldig,patient,43
12492,seele,soul,27
7259,ergänzen,complement,62
9026,haltung,stance,56
11594,reise,trip,33
13859,zeit,time,6
5096,unehrlich,dishonest,80
5138,gewichtheben,weightlifting,79
2205,wiedereinsetzen,reread,90
9994,dünn,thin,48
6633,neuausrichtung,realignment,60
13448,sich,themselves,17
6069,plädoyer,plea,62
7592,offensichtlich,evidently,13
4199,kleinbuchstaben,lowercase,84
14114,mich,me,6
10544,schleife,loop,38
10395,u-boot,submarine,44
14138,spitze,top,9
3109,mündung,estuary,88
8110,halbmond,crescent,62
10932,dreieck,triangle,39
12495,schiff,ship,21
9080,gebet,prayer,50
13644,saal,hall,15
245,verwalten,administer,56
1339,unerhört,unheard,97
5492,huka,hookah,77
9442,umstritten,contentious,53
13226,nach vorne,forward,11
10088,feuerfalle,firetrap,48
9627,fluch,curse,45
8073,an land,ashore,62
2465,bräutigam,groom,79
6428,verarbeitung,treating,25
6087,bereitschaft,willingness,75
8056,mäuse,mice,62
3248,erdenmensch,earthman,89
7442,rennbahn,racecourse,66
8344,staatlich.,statewide,61
8641,profis,professionals,20
12231,romane,novels,17
8696,tratsch,gossip,58
14305,luft,air,10
11030,vorläufige,preliminary,41
13976,ohne,without,6
14264,erforderlich,needed,6
12928,blut,blood,23
1741,schirmherrschaft,patronage,95
7693,teich,pond,63
1796,wiederversorgung.,resupply,91
5835,seestern,starfish,76
13220,entwickelt,developed,12
7658,seiler,mailer,65
2444,posten,sentry,89
13720,vorgehen,proceed,13
5488,schweiß,sweat,72
14118,gegeben,given,12
14346,kommerziell,commercial,11
12856,agentur,agency,20
6718,sonstiges,miscellaneous,71
13617,tisch,table,14
5820,töricht,foolish,73
6582,trichter,hopper,68
11831,grundsätzlich gilt,basically,19
9153,verweigerung,denial,54
11930,tal,dale,33
6102,muschel,clam,74
11691,ernannt,appointed,30
12950,freitag,friday,23
3150,herunterfahren,shutdown,88
11642,tempo,pace,34
10814,verdammt,damn,38
7390,guter mann,goodman,66
4532,erinnern.,commemorating,34
7902,verkräfte,vert,62
8860,abtei,abbey,58
4641,ökonomen,economists,60
2880,lagerlich,encamped,77
11155,abenteuer,adventures,31
7575,ikel,ich,65
11258,schwein,pig,34
14495,französisch,french,13
7720,zuzüglich,til,64
13826,gewesen,been,5
7704,waschbär,raccoon,64
846,überführung,overpass,94
8868,unparteilich,unbiased,57
6549,oka,oca,72
12368,gewinnen,gain,17
3867,neulinge,freshmen,86
8328,kubik,cubic,61
10791,vierzehn,fourteen,43
3644,gemeinnützig,nonprofit,88
4635,verrenken,crick,83
8488,erdrutsch,landslide,47
2218,worauf,whereupon,94
14385,vermögenswerte,assets,43
5245,mausefalle,mousetrap,79
7357,bremsen,brakes,42
7218,faust,fist,58
8876,untersetzer,coaster,56
12046,gegenwart,presence,33
6369,gerichtsgebäude,courthouse,73
2526,hassisch,hasidic,90
4842,ca.,approx,82
2432,koffer,suitcase,89
12996,nutzlos,useless,23
3565,verwirrt,puzzled,48
12890,etikette,label,18
10661,älteste,oldest,44
11931,älter,ages,15
13036,geworfen,threw,22
3259,übermäßig,excessively,38
4031,kekse,cookies,28
6490,pfau,peacock,71
13159,krise,crisis,21
13853,wann,when,6
5623,mittelmäßig,mediocre,75
14160,arbeitskräfte,workers,25
11633,eg,ec,36
7722,hakenkreuz,swastika,63
2839,pontieren,pont,90
8231,falls,mal,62
3135,chirurgisch,surgical,88
12955,jüdisch,jewish,23
13933,dasselbe,same,10
7283,karambolage,carom,66
3781,tiefen,deepest,87
9525,obdachlos,homeless,46
4732,empfindlichkeit,sensitivity,44
8506,sparsam,acute,59
10784,berichten zufolge,reportedly,43
916,galgen,gallows,98
10592,schinken,ham,43
10928,verhandlungen,negotiations,30
12697,aufgabe,task,18
2939,beschissen,crappy,87
14474,ausbildung,training,12
2467,pilgerfahrt,pilgrimage,92
13061,erzählt,told,22
53,in der höhe,hath,100
2909,schrank,cupboard,90
6330,unordnung,clutter,56
12893,schwierig,difficult,24
9437,tor,gateway,53
6479,kodierung,coding,16
10679,lawine,avalanche,43
12676,gerichtsverhandlung,trial,24
12858,soll,shall,25
11616,rassismus,racism,37
7958,zutiefst,profoundly,63
13327,bewegung,movement,18
11347,spitzname,nickname,31
9295,beseitigen,eliminate,19
1204,zuckerrohr,sugarcane,98
13597,schuss,shot,15
12067,säulen,pillars,32
4118,schwäne,swans,46
10508,zutreffen,dealt,45
731,praktiker,practitioners,81
3533,schmalz,lard,88
9871,aufständische,insurgents,38
420,keilschrift,cuneiform,100
11987,autobahn,highway,29
7358,samt,velvet,66
12938,geschlossen,closed,12
12829,speck,bacon,25
11172,reiten,riding,27
7254,schichten,layers,40
13771,schon fast,almost,14
12191,komödie,comedy,31
2295,übergespielt,outplayed,92
13206,bestimmen,determine,11
7182,witwe,widow,63
12910,kriterium,criterion,24
8883,staatlich,governmental,57
2538,anlieb,lieu,92
9377,zeder,cedar,51
4684,palisade,stockade,78
1523,flachland,lowland,79
4837,kühlschrank,refrigerator,68
12489,der mittwoch,wednesday,28
3535,einbaum,dugout,87
8135,vertreibung,expulsion,57
7424,weisheit,wisdom,66
6991,ansturm,stampede,66
7760,ziegelei,brickyard,64
11008,botschaft,embassy,38
4304,wiese,meadow,62
7914,auf wiedersehen,goodbye,62
52,herzschlag,heartbeat,99
155,schubkarre,wheelbarrow,100
6025,einseitig,unilateral,59
14407,erwarten,expect,13
1124,düngen,manure,98
6713,unzufrieden,unhappy,69
2658,volksabstimmung,plebiscite,91
12233,nachmittag,afternoon,31
469,gesteckt,sneaked,56
11938,käse,cheese,33
7216,pelzig,furry,67
5076,piste,chunk,58
8534,graphit,plumbago,60
1799,schmiermittel,lubricant,84
551,herumtreiber,drifter,99
7335,alten,elderly,67
2892,gepeitscht,whipped,60
5417,bambus,bamboo,77
85,traumzeit,dreamtime,100
530,stör,sturgeon,99
7874,milliardäre,billionaires,62
5911,seeufer,lakeside,76
11169,gemeinde,municipality,30
13439,soldaten,soldiers,16
14398,datum,date,7
10199,gesprochen,spoke,47
14154,kunden,customers,30
11551,anstoß,kickoff,36
2746,abschiebung,deportation,67
3684,mäster,med,87
11990,abfall,waste,26
2485,feucht,humid,73
2351,ulme,elm,86
669,anschwellen,swell,71
5699,garantiert,warranted,36
10399,elch,moose,46
9901,schwangerschaft,pregnancy,49
11611,gegenteil,contrary,37
13016,erkrankung,disease,22
6644,unvernünftig,unreasonable,70
9288,stetig,steady,53
13257,sorgfältig,carefully,9
14168,politik,policy,7
322,türsteher,bouncer,98
9577,landesweit.,nationwide,52
14320,quelle,source,7
9841,südwesten.,southwestern,50
604,kordieren,chordate,99
8318,underhüte,underwood,61
10940,kamm,crest,39
12948,müll,junk,24
7614,interessant,interestingly,65
661,anrufer,callers,68
10468,annahme,assumption,39
5125,regentschaft,regency,80
12889,herz,heart,19
10596,rennpferd,racehorse,34
8718,hüte,hats,31
9418,unterhose,slip,39
2140,getränkt,soaked,86
7660,taille,waist,59
6533,befürworter,advocacy,72
10871,schrecklich,terrible,38
10090,nachgeben,desist,48
9672,lösen,solve,35
13461,kürzer,shorter,17
9073,umbenennen,rename,26
4229,abfangen,intercept,19
13496,kapitän,captain,16
9736,leichtigkeit,ease,45
7165,üblich,customary,68
2447,versehentlich,accidently,25
6759,fruchtfleisch,pulp,70
5694,geschwenkt,swung,77
3152,ärmzig,poorest,90
561,spargel,asparagus,99
9867,wegweiser,signpost,49
1107,hüter,keepers,47
11786,minderwertig,inferior,35
11910,aufstand,riot,19
11589,unwillkommen,unwelcome,37
5841,zigarre,cigar,75
1769,umklassifiziert,reclassified,89
2598,meisterstück,masterpiece,85
7779,blähung,flatulence,63
11840,anschlagtafel,billboard,34
8510,muskulös,muscular,60
719,verdünner,thinner,99
10506,heute abend,tonight,45
2803,sitzer,seater,90
12908,narbe,scar,24
1599,härten,harden,77
7072,neu laden,reload,58
2875,apfelwein,cider,91
5450,besucher,visitor,12
10842,evakuierung,evacuation,28
4361,kritisieren,criticise,50
4441,flugblätter,leaflets,74
1300,jugendlicher,adolescent,66
11191,gewaltig,electoral,36
555,freier halt,freehold,99
13390,lebensmittel,food,17
2016,besetzt,staffed,87
64,betrübt,saddened,95
1138,habe,hav,98
5678,spielplatz,playground,76
8084,freimaurer,freemasonry,62
6862,luftspiel,airplay,70
6658,schnitzer,carver,71
7145,standpunkte,viewpoints,45
6056,gewehrfeuer,gunfire,75
5846,fiskalisch,fiscal,76
13299,getroffen,met,16
12040,anregung,suggestion,12
4373,methodik,methodology,76
13668,trat ein,entered,12
10587,mühe,bother,36
3641,notizbuch,notebook,83
12490,vergrößern,larger,29
10146,botschafter,ambassador,45
9200,vergnügen,pleasure,54
6068,bestehen,insists,31
14245,zusätzlich,additional,7
14434,erfordert,requires,7
12027,dampf,steam,32
8413,lässig,casual,57
9142,hiermit,hereby,56
11251,zwerg,dwarf,38
14365,männer,men,11
13311,möglicherweise,possibly,8
6280,jaspis,jasper,72
11922,stücke,pieces,21
8321,zystiker,cystic,61
14067,haus,house,12
1443,mitten,cest,96
12239,echt,genuine,28
9362,friedhof,cemetery,53
3270,anvertraut,entrusted,86
9345,hausaufgaben,homework,54
4302,isolierung,insulation,70
2936,genosse,comrade,67
1415,heldin,heroine,50
10560,rektor,principal,37
4598,ersetzt.,superseded,76
3846,lizenzgeber,licensor,87
4805,verurteilen,condemn,38
10346,gewächshaus,greenhouse,46
2189,fester,tighter,94
2144,nicht zugänglich,inaccessible,94
12059,markierungen,marks,8
4481,gut aussehend,handsome,82
11670,dreizehnte,thirteenth,36
11897,behandlung,treatment,33
12350,stehen,standing,14
9372,zuerst,firstly,54
6079,nicht zugelassen,disallowed,69
14060,sechs,six,12
12558,nicht notwendig,unnecessary,28
8433,unangebracht,unranked,61
6073,birke,birch,75
905,kultiviert,cultivated,69
9349,sizilien,sicily,54
9192,pfirsich,peach,53
14077,punkt,point,7
10452,abfahrt,departure,43
7718,widerspruch,contradiction,38
8629,maulwurf,mole,58
8455,ethnische zugehörigkeit,ethnicity,29
6506,wodurch,whereby,72
11761,sportlich,athletic,16
7969,unheimlich,scary,63
2954,geschnürt,laced,63
12028,rabatt,disc,31
13540,insbesondere,particularly,16
11011,schildkröte,turtle,37
6589,überholt,overtook,72
13683,vielleicht,perhaps,15
4867,verteidiger,defenseman,82
13555,doppelt,double,14
14243,erledigt,done,11
7389,leisten,afford,57
13787,tod,death,12
8356,beanspruchung,strain,51
3000,merklich,markedly,90
13643,dorf,village,14
81,steinbruch,quarry,96
14056,ob,whether,13
13910,seit,since,8
8522,urteilen.,judging,24
9766,erlauben,permit,27
3760,prüfungen,exams,68
8237,akelei,columbine,61
6962,nussbaum,walnut,68
11861,tiefe,depth,33
12658,spaß,fun,27
13711,inseln,islands,11
3914,faper,fait,85
9425,siebzehn,seventeen,53
12139,geist,spirit,30
10498,umgeschrieben,rewritten,45
6302,schnecke,snail,68
5370,flüchtig,volatile,71
11854,laufend,ongoing,34
1619,dachboden,attic,95
14497,lesen,read,6
9532,wieder aufgebaut,rebuilt,53
6415,lachen,laughter,73
13570,schwer,heavy,16
14417,begrenzt,limited,11
1414,verpflichten,cater,73
8134,kanzler,chancellor,62
13970,tat,did,5
13937,sehr,very,10
10038,abstammung,lineage,48
14392,teile,parts,9
10419,fußnote,footnote,35
9434,hündchen,puppy,50
2674,schilddrüse,thyroid,91
2329,unterricht,tuition,93
13404,zusammen,together,18
12990,tanzen,dance,19
4429,dorn,thorn,80
14393,gesicht,face,14
5683,kontrollpunkt,checkpoint,66
4974,hauptplatine,motherboard,81
12800,schauspieler,actor,21
8427,vulkanisch,volcanic,59
12936,hafen,port,22
4326,daraufhin,thereupon,84
13079,baum,tree,20
13902,beamte,officials,11
8691,tageszeit,daytime,59
5213,billiger,cheaper,79
7859,zutreffend,forthcoming,63
190,überwachung.,overseeing,75
14416,bekommen,getting,8
9265,gerichtlich.,judicial,53
5635,blindenschrift,braille,77
12258,männlich,male,29
1683,schein,sham,80
10091,got,gotten,48
1628,pinloch,pinhole,96
6090,fußabdruck,footprint,71
14404,rezension,review,9
11111,bildbeschriftung,caption,36
11088,entsprechend,accordingly,40
2022,platzhalter,placeholder,94
11225,elternteil,parent,30
6429,untergebracht,housed,12
1763,untertrieben,intertidal,95
3606,klemer,clem,88
6220,fausthandschuh,mitt,72
6948,orakel,oracle,69
5780,libelle,dragonfly,76
10034,tränen,tears,38
8548,schurken,villains,52
10555,preußisch,prussian,44
10153,kiefer,pine,45
14462,produzieren,produce,8
2167,umlagerung,rearrangement,62
14315,rechte,rights,9
4457,fingerabdruck,fingerprint,67
6714,schließung,shutting,30
12087,ersichtlich,apparent,20
12254,innen,internal,11
1846,schafferechte,exchequer,95
11666,diebstahl,theft,36
13378,zu geben,giving,9
12272,papst,pope,30
14230,noch,yet,10
4941,wäscherei,laundry,80
5726,unwirklich,unreal,76
711,bärendienst,disservice,99
11799,dazwischenliegend,intermediate,35
5017,schlepper,tug,75
3607,bh,bra,81
13418,halter,holder,17
682,geknickt,bogged,74
4893,einfachste,easiest,81
11602,wörterbuch,dictionary,36
1033,trotzig,defiant,98
8730,ppl.,cpl,59
8476,schmiede,forge,49
7798,einatz,stake,52
3908,feuerkraft,firepower,86
3681,schwindel,vertigo,87
5706,seufzen,sigh,74
8991,überschrift,headline,44
10800,feste,firm,39
6417,pfandrecht,lien,72
9292,qualifiziert,pct,55
13873,beliebig,any,5
11742,kaiser,emperor,34
13285,siebte,seventh,20
8935,qualle,jellyfish,57
8459,schatzkammer,treasury,60
7475,azurblau,azure,66
6723,gnädige frau,madam,59
2519,belebt,busiest,92
9210,vermächtnis,legacy,55
2619,abnehmer,takers,65
10539,lehre,doctrine,43
6263,kanarienvogel,canary,72
2780,grundierung,primer,88
5022,beigefügt,enclosed,75
11248,unendlichkeit,infinity,38
8025,herzogin,duchess,62
617,erfrieren,froze,99
13861,er,he,8
4379,beschleunigen,accelerate,39
10385,zauberer,magician,45
1041,geschworen.,swore,98
11051,das vieh,cattle,41
12728,fuhrmann,carter,26
4686,hört,hearst,82
461,versöhnen,reconcile,87
6866,lange zeit,longtime,70
12803,eisenbahn,railway,23
2710,ausverkaufen,sellout,88
2032,beileid,condolences,89
6599,züchten,breed,49
3362,stängel,stems,43
10812,riff,reef,42
12008,lager,bearing,14
3072,mandel,almond,88
4360,schnappend,snapping,38
230,untergruppe,subgroup,93
3213,füllstoff,filler,84
7676,zahllos,countless,65
6570,urheberschaft,authorship,72
5311,luftkissenfahrzeug,hovercraft,79
1356,glenholz,glenwood,97
4915,postkrieg,postwar,81
14220,ähnlich,similar,12
9282,versicherte,assured,32
12879,irakisch,iraqi,23
8147,gabel,fork,45
1840,zurückgehalten,rescinded,89
11040,walisisch,welsh,41
10918,nachwirkungen,aftermath,42
6902,absturz,crashing,20
13823,dürfen,can,5
9870,knospe,bud,47
14027,pläne,plans,13
10825,zwecklos,pointless,42
14045,innerhalb,within,12
14244,bedeutet,means,10
11436,schilf,reed,38
7723,unfähigkeit,inability,64
1250,lauter,louder,97
5572,huldigung,homage,77
5392,gerüche,smells,56
10014,scheinbar,seemingly,49
7011,schwelle,threshold,68
13661,mitte,middle,15
644,kelte,celt,88
9785,begraben,buried,41
6843,reisepass,passport,64
3337,westfalen,westphalia,89
10274,kapelle,chapel,47
1944,gicht,gout,95
4377,stromlinienförmig,streamlined,75
7206,viertelfinale,quarterfinal,68
12077,dreißig,thirty,32
12818,nordost-,northeast,25
1116,sonnenuhr,sundial,94
11317,geklopft,knocked,28
9859,vergessene,forgotten,50
2033,gewohnt,accustomed,92
2687,kulinarisch,culinary,92
13138,trete,kick,16
5544,eisig,frosty,78
8235,säbel,sabre,34
9258,sonde,probe,49
428,tunesische,tunisian,98
13115,ägypten,egypt,21
11501,zypern,cyprus,37
13143,kämpften,fought,21
2830,versuchungen,temptations,68
5684,verankerung,anchoress,77
12869,flotte,fl,25
11798,wachsend,growing,27
4211,packen,grabs,44
2319,schwanken,sway,83
5703,stoßen,bump,59
2145,nordwestlich.,northwesterly,94
12671,geselle,fellow,26
280,drehgestell,bogie,94
9281,beziehungen,relationships,31
4922,heben,hove,81
7166,stecken,tuck,64
2946,ziegen,goats,50
6556,versenkt,sunk,72
2464,freiberuflich,freelance,86
309,kähne,barges,80
1921,schleim,mucus,95
10641,wieder aufnehmen,rematch,44
12551,weihnachten,christmas,28
8540,dachs,badger,48
10174,rettungsschwimmer,lifeguard,47
9230,backstein,brick,50
9788,frühstück,breakfast,49
11435,aufgaben,duties,22
4359,gern,fond,71
1842,nächtlich,nightly,95
5864,anleger,investors,67
13130,achte,eighth,21
13128,einführung,introducing,12
2659,handlich,handily,92
5962,wieder einsetzen,reinstate,47
4067,schnurlos,cordless,85
5998,gleichmäßig,evenly,75
12849,wrem,wr,25
8418,kritzeln,scribble,57
7590,isländisch,icelandic,34
8468,unbeantwortet,unanswered,60
5008,elend,misery,80
8701,aufreißer,ripper,59
1473,nutzbar machen,harness,89
11656,erfolgreich,successfully,13
12839,frühling,spring,22
690,nachsicht,hindsight,99
11408,beratend,advisory,31
3570,neidisch,jealous,88
6419,höhepunkt,climax,70
11162,kokain,cocaine,40
12279,bereit,prepared,20
7164,wieder aufbauen,rebuild,53
9839,einneigend,engaging,18
13868,menschen,people,8
9530,genf,geneva,53
7640,widersprüchlich,contradictory,65
5914,überschuss,surplus,76
14513,anmerkungen,notes,7
13268,7.,7th,20
6896,freilich,admittedly,69
13898,firmen,companies,11
977,schlick,silt,97
8398,zufall,coincidence,44
9671,erfüllt,fulfilled,41
12975,im ruhestand,retired,18
2716,bestechung,blackmail,86
4164,krautsalat,coleslaw,85
4811,falsche darstellung,misrepresentation,79
1337,gerechtigkeit,righteousness,95
13750,gelegenheit,opportunity,14
4945,uneingeschränkt,unrestricted,81
14145,anruf,call,10
9419,fee,fairy,52
7349,zuweisung,allocation,32
12465,jugend,youth,27
11070,bewährt,proven,40
9703,schrei,scream,42
8992,angetrieben,propelled,44
11658,rest,remainder,36
4835,steinbock,capricorn,82
4716,waage,libra,78
10294,verheiratet,married,41
4764,haarschnitt,haircut,80
14485,art,kind,17
14061,setzen,put,10
4150,renoviert,renovated,62
12919,kombiniert,combined,18
9541,tat nicht,doesnt,52
6290,schlampig,sloppy,73
6433,reiniger,cleaner,69
875,vorwort,preface,94
2437,klumpig,lumpy,93
2214,bratz,britt,94
14331,deutschland,germany,12
10445,nacken,neck,43
9262,ringer,wrestler,48
13800,an,on,5
7775,antastisch,antony,64
13053,bauen,build,12
7759,teig,batter,44
12513,notfall,emergency,20
9373,insekt,bug,39
6157,blutbad,carnage,74
13434,gebracht,brought,18
7035,abtropfen,abt,69
12877,oberer  höher,upper,25
12439,weiblich,female,28
8146,unterwegs,underway,62
734,ungenügend,unsatisfactory,99
10396,früheste,earliest,46
10598,kamerun,cameroon,44
11235,schüttelnd,shutout,26
2560,spielhaus,playhouse,92
13070,erreichen,reach,12
6437,handwerker,craftsman,73
8557,kappe,conn,60
2118,verzweifeln,despair,90
2657,schwankend,faltered,80
11314,wer auch immer,whoever,38
9536,schlägerei,brawl,52
13875,ihnen,them,6
1898,ei.,ey,95
10152,tasche,pocket,43
2013,heftzwecke,tack,73
5665,mama,mum,46
14380,sicht,view,7
975,aufstacheln,incite,67
9470,isoliert,isolated,45
6055,karren,barrow,74
13520,zahlreiche,numerous,15
639,manschette,cuff,86
8597,schurke,rogue,59
2285,turnschuhe,sneakers,91
12768,niederländisch,dutch,25
1809,ausbreitung,sprawl,88
8185,aschenputtel,cinderella,62
9746,verzweifelt,desperate,42
5792,tagundnachtgleiche,equinox,73
14108,investition,investment,33
11826,tschüss,bye,33
2734,narkotika,narcotics,78
14506,autos,cars,11
4665,zitonie,lemony,82
3884,geflügel,fowl,86
958,zöliakie,coeliac,98
6371,sperrstunde,curfew,69
6882,windpocken,chickenpox,70
10526,im wesentlichen,substantially,23
12168,jagen,chase,27
5624,bälde,baht,77
6418,kohlenstoffhaltig,carbonaceous,73
391,jenseits,afterlife,100
7320,diffamieren,defame,35
12337,einstellung,setting,11
5391,miniatur,cameo,77
13560,wissenschaft,science,15
10232,seife,soap,46
518,verschluckt,swallowed,65
2278,kuckuck,cuckoo,92
12708,gießen,cast,23
12553,inzwischen,meanwhile,28
8336,lektion,lesson,51
1112,ausbilder,instructors,69
11842,am leben,alive,35
11965,bündel,bunch,33
5973,materieren,mater,75
1259,montieren.,assembling,23
638,nummern,numbat,99
11865,irgendjemand,anybody,34
10795,kommissar,commissioner,41
6152,grillen,broil,74
5621,kleinwuchs,dwarfism,77
13965,wesentlich,major,10
5550,gravierlich,laver,78
11180,breite,width,39
13408,letztlich,eventually,17
1064,verehrt,revered,57
6267,bauer,peasant,58
11904,zwölftel,twelfth,34
13947,nehmen,take,5
1400,hellste,brightest,96
1965,ameisenbär,anteater,93
14378,einheiten,units,8
5669,lepra,leprosy,77
5339,haufen,heap,72
2452,begabtes,gifted,47
779,unversehrt,unscathed,99
11956,loch,hole,28
14052,besser,better,12
3400,muskeln,muscles,40
9986,narr,jester,47
4130,vielzahl,multitude,84
12119,verkehr,circulation,28
10173,mittelmeer,mediterranean,48
3218,überschall-,supersonic,61
9501,bande,gangs,27
2378,armband,bracelet,88
13142,dunkel,dark,19
12758,riese,giant,16
10762,ausrichten,lineup,41
3478,begleiter,companions,58
6997,schwächer,weaker,69
12807,gekoppelt,coupled,16
10046,mumpitz,balderdash,48
13342,zögern,hesitate,18
3237,ungesetzlich,unlawful,84
13096,hütte,hut,21
1019,flugstreifen,airstrip,94
10562,felsblock,boulder,44
10211,krabbe,crab,47
667,hörbar,audible,96
431,verkürzt,curtailed,87
949,geologen,geologists,79
10066,haken,hook,35
4850,krapfen,doughnut,78
12812,berühren,touch,21
10627,verraten,reveal,25
11188,leer,empty,38
8850,geneigt,inclined,45
1180,handfeuerwaffen,handguns,69
11716,gleis,gl,36
8556,justiz,judiciary,60
1420,brumbum,brumbies,85
3663,drogenfahndung,dea,86
10831,beschwerden,complaints,31
0,inzwale,intents,8
4813,umziehen,relocate,37
180,untalte,untold,100
1521,zurückgreifen,recourse,96
7894,reibung,friction,62
11853,wikinger,vikings,28
7654,gegraben,dug,65
390,wirbeltier,vertebrate,93
10990,sonnenschein,sunshine,41
12964,auslassungen,omissions,23
5781,folge leisten,obey,67
14286,menge,amount,8
8452,wärter,yarder,60
8173,bescheiden,modest,62
11793,benachrichtigen,notify,31
8165,getreide,cereal,60
10867,plötzlich,suddenly,42
5093,drohend,impending,80
9270,karotte,carrot,53
14070,welt,world,8
4346,maifeiertag,mayday,84
1804,daube,stave,78
11706,fair,fg,36
4630,irisieren,iridescence,81
4548,verheddert,tangled,75
5517,unsterblich,immortal,62
4819,kolben,piston,39
14490,gedreht,turned,11
10045,sprecher,spokesman,48
2203,gemahlin,consort,91
13927,woche,week,11
6328,kongressabgeordnete,congressman,73
3649,schauspiel,spectacle,82
5414,auftrieb,buoyancy,78
4962,hilfs-,auxiliary,80
11145,meerjungfrau,mermaid,40
623,sternenklar,starry,99
632,gekünstelt,contrived,97
702,leckerbissen,tidbit,90
9733,mond-,lunar,51
12284,wissenschaftlich,scientific,30
10855,glatt,smooth,41
14008,bis,until,11
13982,entwicklung,development,12
4646,verweisung,referral,79
2835,gliedmaßen,limbs,75
5042,piep,beep,78
12266,somit,hence,31
13107,theater,drama,21
6824,warnt nicht,wasnt,70
13463,z.,z,17
1453,trost,solace,96
259,scherzhaft,jokingly,100
11909,kumpel,bubba,34
13913,beide,both,10
6364,sich auflösen,dissolve,44
9025,beissen,bite,41
2928,zivilfrei,civilly,90
11359,tabak,tobacco,38
6063,verzerrung,distortion,48
10097,begleiten,escort,40
11022,abwesenheit,absence,41
13813,haben,have,5
3882,murmeltier,groundhog,86
5675,haftung,liability,75
11371,angemeldet,enlisted,34
1127,ausscheidung,excretion,95
7140,erschrocken,scared,40
9993,überall  überallhin  allerorts,everywhere,49
6046,zar,tsar,75
4134,unfruchtbar,unfree,85
8269,mieten,rent,51
14459,konto,account,6
6231,greenholz,greenwood,74
9685,schwierigkeiten,struggling,26
1169,untertyp,subtype,95
12497,läufer,runner,22
10402,floh,fled,46
7549,hochsommer-,midsummer,65
10559,wähler,voters,38
2448,aufgerufen,invoked,73
6826,begnadigung,pardon,66
11438,trocken,dry,35
3511,ballsaal,ballroom,87
14355,gewinne,profits,34
5714,lebenslauf,cv,77
13385,russisch,russian,17
9154,taktstock,baton,52
9618,stechpalme,holly,51
549,wunder-,miraculous,86
13525,sichtbar,visible,16
