ID,DEUTSCH,ARABE,INTERVAL
1082,fortan,من الآن فصاعدا,96
9344,rasen,حاوية,48
7926,sperma,الحيوانات المنوية,60
11694,träger,الناقل,28
3912,bildnis,emigy.,80
2668,regulatorisch,تنظيمي,90
919,buffs,محوف,73
10733,nachbarschaft,حي,33
12440,bruce.,بروس,24
2869,aquifer,طبقة المياه الجوفية,87
11476,ah,آه,32
5927,kopfschmerzen,صداع الراس,67
11853,wikinger,الفايكنج,23
2474,tori,توري,57
8223,suffix,لاحقة,53
1044,ungesund,غير صحي,96
5173,freizeit,فراغ,74
5434,wehr,weir.,75
10088,feuerfalle,فخ النار,43
13456,unerwünscht,غير مرغوب فيه,14
857,methadon,الميثادون,97
12897,jimmy,جيمي,20
3898,assam,أسام,84
11294,genetisch,وراثي,26
10535,tragbar,المحمولة,39
3361,methylphenidat.,ميثيلفينيد,86
10257,palme,كف، نخلة,39
10695,leonardo.,ليوناردو,39
10414,reitway,برودواي,41
6599,züchten,تربية,44
8573,hubble,هابل,55
6255,schüttelte,اهتز,70
11506,durchmesser,قطر الدائرة,32
12573,einfacher,أسهل,23
12186,quecksilber,الزئبق,26
4590,fehlgeleitet.,مضلل.,78
9786,terminologie,المصطلح,46
4172,radford,رادفورد,82
7886,übertroffen,تجاوزت,38
9778,kasino,كازينو,42
3212,hintergrund,ورق الجدران,84
2142,vakuole,فجوة عصارية,92
2675,lausig,رديء,90
945,karamell,الكراميل,95
8549,finn,الفنلندي,53
11152,volleyball,الكرة الطائرة,36
415,maxi,ماكسي,89
11640,abbilden,أبو,31
10586,wann immer,كلما كان,39
3401,nous,نوس,86
5513,intuitiv,حدسي,59
1650,beschwingt,نابض بالحياة,94
13082,administrator,مشرف,18
5106,nicht zu glauben,لا يصدق,70
4548,verheddert,متشابكة,71
1391,bando.,باندو,96
1843,maratha.,ماراثا,93
3102,schrumpfen,إنكمش,71
9992,stipendium,منحة دراسية,42
3792,turnieren.,تورينج,84
12891,pleite,حطم,20
3470,motorhaube,غطاء محرك السيارة,76
759,deodorant,مزيل عرق,95
52,herzschlag,نبض القلب,99
9801,toi.,توي,46
317,mit connex.,كونيكس,100
7531,ballistisch,البالستيسي,52
8516,intensivierung,تكثيف,55
2140,getränkt,غارق,84
10071,ellen,إلين,44
10563,verstopfung,انسداد,38
8645,schutz,مأوى,44
10956,indities,جزر الهند,24
7622,missbräuchlich,غير مناسب,62
11662,zimbabwe,زيمبابوي,31
1775,gila,جيلا,93
11826,tschüss,وداعا,28
11471,verkaufen,باع,21
8502,gewahrsam,عهدة,55
8225,rumpeln,قعقعة,54
2435,acidurie,الحموضية,91
11443,nikolaus,نيكولاس.,33
150,thew.,itw.,98
3098,rodeo,روديو,88
3635,deklassiviert,reclassified,85
5392,gerüche,رائحة كريهة,51
14299,ii,الثاني,6
133,sansibar,زنجبار,100
11070,bewährt,ثبت,36
9014,zündete,أشعل,50
8932,katherine,كاثرين,52
968,magdalene.,مجدلين,90
3034,zitierbar,clatable.,88
9728,arbeiter,عامل,21
12934,fred.,فريد,19
5193,halluzinogen.,الهلوسة,68
11039,kolonie,مستعمرة,21
13796,in,في,5
1751,aufdringlich,حصيف,91
5558,steine,عتيقة,74
2609,lis,ليز,32
9822,uranus,أورانوس,45
10189,gesetzgebung,تشريع,24
7328,zufriedenheit,إشباع,63
3519,claudius,كلاوديوس,86
13022,telefon,هاتف,17
13794,und,و,5
1997,nazarene.,نزارين,93
405,kipper,قلاب,100
10097,begleiten,مرافقة,36
9563,lzern,إل جي,48
2601,grad,غراد,86
13813,haben,يملك,5
12912,konzern,مؤسسة,16
8269,mieten,تأجير,46
11167,fotografie,التصوير,36
8350,ideologie,أيديولوجية,43
10467,nad,ناد,40
7781,blühen,إزهار,59
8090,midland,ميدلاند,43
4721,mittelsaison.,منتصف الموسم,79
13698,hinweise,تلميحات,12
6856,datumsgrenze,خط التاريخ,66
3865,melodisch,حلي,83
7360,flok,باهتة,62
14401,spezifisch,محدد,7
8866,klan.,كلان,53
7082,yi.,يي.,64
5577,keto.,كيتو,74
2882,riskant,محفوف بالمخاطر,88
11557,shakespeare.,شكسبير,32
3683,blindlings,عمياء,85
6843,reisepass,جواز سفر,61
12348,flyer,المسافرين,24
9156,aberdeen,أبردين,51
4996,dewitt,ديويت,77
10699,absolut,مطلق,23
6686,genügen,كفى,63
13656,atlantisch,المحيط الأطلسي,12
210,maronite.,المارونية,100
12893,schwierig,صعبة,20
14307,deutsch,ألمانية,10
13516,relevant,ذو صلة,12
12933,oase,ملاذ,19
6724,einzelgänger,مافريك,48
109,zurückzahlen,سداد,90
14051,später,لاحقاً,8
7259,ergänzen,إطراء,58
12049,kkk,ck.,28
11586,rio.,ريو,32
7099,verrat,خيانة,62
11096,memphis,ممفيس,36
8956,sacramento.,سكرامنتو,52
8133,pegasus,حصان مجنح,58
12092,inaktiviert,تعطيل,26
4571,einstweilige verfügung,أمر قضائي,76
13291,nation,الأمة,7
28,beugung,الانحراف,100
6208,entropie,غير قادر علي,70
8674,mönch,راهب,39
1828,prägung,سك العملة,93
4804,unbemerkt,غير ملاحظ,72
5444,quasi,شبه,74
7087,sherlock,شيرلوك,64
1598,denker,المفكرين,86
5462,torah,التوراة,74
12444,robinson,روبنسون,24
13085,kontroverse,الجدل,8
14293,kalifornien,كاليفورنيا,9
1312,unprofessionell,غير مهني,94
11195,saturn,كوكب زحل,35
5412,ankara.,أنقرة,75
13773,domain,نطاق,11
7257,hajj.,الحج,63
12327,waffe,سلاح,14
12220,niedergeschlagen,تسوية,22
10763,madonna,مادونا,38
12077,dreißig,ثلاثون,27
14074,weit,بعيد,8
14075,zugang,وصول,8
7826,christine,كريستين,60
13064,hölle,الجحيم,18
11396,überspringen,يتخطى,28
1783,laus,قملة,93
8974,demokrat,الديموقراطي,15
4314,malayalam,المالايالام,81
8981,ludwig.,لودفيغ,52
4275,spanier,الإسباني,68
7341,reverend.,القس,62
6563,proktor,بروكتور,68
4399,namenlos,غير المسمى,81
9426,sachverstand,خبرة,49
3126,salomon,سالومون,88
8670,ist nicht,ليس,54
5673,modem,مودم,70
339,antimon,الأنتيمون,100
2247,wertigkeit,التكافؤ,91
7488,einsendungen,التقديمات,44
5468,barnard.,بارنارد,74
6435,afrikaner,الأفارقة,13
8800,sender,المذيع,13
11127,somerset,سومرست,36
2298,hydrochlorid,هيدروكلوريد,91
7256,countdown,العد التنازلي,62
6935,philosophisch,الفلسفية,38
4092,tutu.,توتو,83
10001,abstrakt,نبذة مختصرة,41
4673,harmlos,غير ضار,79
2230,entomologie,علم الحشرات,91
9552,hq.,مقرفة,48
3506,radix,راديكس,86
12796,stewart,ستيوارت,21
12202,danach,عقب ذلك مباشرة,24
8873,demo,التجريبي,45
14223,erstellen,يخلق,5
11293,kolossum,كوليزيوم,35
11982,fummeln,تلمس,21
4137,klassenzimmer,قاعة الدراسة,74
2625,krönung,تتويج,62
9595,salle,سال,47
6342,snoop,تجسس,67
4022,register,السجلات,6
12493,geplant,المخطط لها,11
375,siliciumdioxid,السيليكا,100
7100,wenigsten,أقل عدد ممكن,64
9765,lynchen,لينش,42
10636,theodor,ثيودور,39
2861,canes.,عصب,57
13190,population,عدد السكان,15
4283,skorpions,العقارب,45
9428,rhythmus,على نفس المنوال,46
10835,mb.,ميغابايت,38
6761,promo,الترويجي,66
9923,rubin,روبي,44
14174,manager,مدير,9
10721,sessel,كرسي,33
5553,burundi,بوروندي,74
10154,monatlich,شهريا,43
11059,wöchentlich,أسبوعي,37
6102,muschel,هادئة,70
10789,werkzeuge,أدوات,19
9261,degradierung,انحلال,43
87,bleichen,تبييض,38
6225,kesselmacher.,نحل,68
3960,gerecht,الصالح,83
6017,miriam,مريم,71
1151,bonjour,بونجور,96
12783,studio,استوديو,17
2838,hoffnungslos,ميئوس منه,87
8422,unerwartet,غير متوقع,56
6330,unordnung,ضوضاء,51
12318,walter,فالتر,25
3945,gehe zu,اذهب إلى,83
10094,demiurge,خالق الكون المادي,43
12553,inzwischen,وفى الوقت نفسه,23
5986,monde,موندي,71
12250,belaubt,مورقة,26
2368,anil,أنيل,91
4545,eisberg,جبل جليد,80
4785,speditiv,سبيد,79
5066,leyland,ليلاند,77
9844,torwart,حارس مرمى,43
749,botulismus,التسمم الوشيقي,98
4087,mieter,المستأجرين,61
10092,solomon,سليمان,43
7597,spaten,بأسمائها,56
10037,wahrgenommen,محسوس - ملموس,40
4829,gesandte,مبعوث,74
14172,code,شفرة,12
12034,talkie,يخطوي,28
11706,fair,fg.,31
8707,variation,الاختلاف,39
12907,arthur,آرثر,20
8103,integral-,متكامل,23
12728,fuhrmann,كارتر,21
13093,argentinien,الأرجنتين,18
10054,spaghetti,معكرونة,44
7892,verbündete,حليف,18
11908,ungewöhnlich,غير عادي,26
10858,pornographie,الإباحية,38
9222,straususs,شتراوس,50
8028,kippe,فاج,52
6713,unzufrieden,تعيس,65
11321,trek,رحلة,34
11511,sahne,كريم,32
13340,skala,مقياس,14
609,aristokratisch,الأرستقراطية,85
4420,spitzer.,سبيتزر,80
14380,sicht,منظر,6
6357,farley.,فارلي,69
10500,rodriguez.,رودريغيز,40
13139,morgen,صباح,17
830,corral.,زرب، جمع، رتب، طوق,95
3200,einlustig,إلحاق,52
11944,alison,أليسون,28
13603,japanisch,اليابانية,12
4965,median,الوسيط,77
3884,geflügel,الطيور,83
10802,pizza,بيتزا,38
11318,margaret,مارغريت,34
6376,evert,ايفت,69
11641,rebellion,تمرد,30
5171,untergang,سقوط,75
3479,neu veröffentlicht,إعادة إصدارها,67
470,abt,abbot.,97
8065,segmente,شرائح,33
8781,baas,باسات,45
8342,magna,ماجنا,57
2653,malathion,الملاثيون,90
11020,glauben,اعتقاد,28
5571,stadien,بدقة,74
13974,vereinigt,متحد,6
621,tennyson,تينيسون,99
11683,bevorzugen,تفضل,9
6552,chihuahua.,تشيهواهوا,68
9565,betty.,بيتي,48
13272,dr,الدكتور,16
9311,bonnie,بوني,47
5704,electro.,الكهربائية,73
6913,mast,سارية,62
7912,sankder,ليندر,60
8690,hicks.,هيكس,50
5428,nox.,أقرم,75
11934,jamaika,جامايكا,29
9008,erweiterung,تمتد,18
12601,gleichwertig,ما يعادل,22
9869,eule,بومة,37
14288,universität,جامعة,7
12714,basis,أساس,22
11844,blake,بليك,29
8365,verfall,تسوس,52
2444,posten,خفير,87
11570,manitoba,مانيتوبا,32
8483,block,كتلة,55
8784,raumfahrzeug,مركبة فضائية,53
9356,mythos,خرافة,43
1984,mange,مانج,91
11050,kapitel,الفصل,31
10963,briefmarke,ختم,31
14044,preise,معدلات,7
11456,bagdad,بغداد,33
3473,bobfahre,bobsleigh.,86
8821,saloon,صالون,51
8293,begeisterung,حماس,57
11356,echter mann,رجل حقيقي,34
13998,service,خدمة,7
9349,sizilien,صقلية,49
10935,eiche,أوك,33
14428,unterstützung,يدعم,8
13717,kongress,الكونغرس,12
5476,ike,ايك,74
2502,pelham,بيلهام,90
7495,balboa,بلبوا,62
2630,homebrew.,البيرة,90
1720,vg.,أوسا,93
9128,bytes,بايت,44
14442,entschieden,مقرر,7
4446,neu hinzufügen,أعد اضافة,80
5957,instabil,غير مستقر,71
13161,bestimmt,من المؤكد,17
11128,verteilt,وزعت,20
372,vergünstigungen,بدلات,96
12472,ann.,آن.,18
224,stepney,ستيبني,100
907,metallurgie,تعدين,97
10104,treffer,ct.,41
12442,fangen,قبض على,19
4791,nicht ertragen,من غير المكتسب,79
7683,patel.,باتيل,61
13634,nicht registriert,غير مسجل,12
11882,stanford,ستانفورد,29
6782,autonomie,الحكم الذاتي,66
7274,malaria,ملاريا,63
7501,realismus,الواقعية,62
5054,protestantismus,البروتستانتية,77
1234,vermittelt,ينقل,17
21,herzensbrecher,منفطر القلب,75
8778,koks,فحم الكوك,53
3448,mops,سكل,81
13709,ton,نغمة، رنه,12
4758,taschenbuch,غلاف عادي,73
6652,kreide,الطباشير,65
5791,verdrahtet,سلكي,31
13746,prozess,معالجة,10
2078,literös,النيتروز,92
6104,nicht autorisiert,غير مصرح,71
8775,vagina,المهبل,53
12216,toyota,تويوتا,26
4246,schüttler,الهزازات,72
9463,kocher,كوم,48
376,pseudowissenschaften,pseudoscience.,100
11675,nordwesten.,شمال غرب,31
12125,schloss,قلعة,27
13188,kinder,الأطفال,16
6600,brüderlichkeit,الأخطاء,51
4255,nachhut,تسليح,82
11388,truman,ترومان,34
5018,lebensraum,الموائل,76
618,lukrativ,مربح,99
10248,feindlich,الصراعات,31
816,sonnenstrahl,أشعة الشمس,98
12974,bälle,كرات,10
3242,schnupftabak,شم,87
10101,angezogen,يرتدي,26
2662,dominus,المهنة,90
225,backstretch,تمتد الظهر,100
9028,nicht veröffentlicht,غير منشورة,52
10520,kino,سينما,38
1684,sonnenfleck,sunspot.,91
2822,pest,آفة,86
8929,nazismus,النازية,52
12758,riese,عملاق,13
7144,int,إتجاه,64
8011,mathematiker,رياضياتي,44
242,reagieren,رد الفعل,35
9114,ungebraucht,غير مستعمل,47
10939,strang,هانك,33
789,haggis,هاجيس,98
8905,emmy.,إيمي,52
13298,gary,غاري,16
11031,schießerei,تبادل لاطلاق النار,36
3656,tukan,طقان,85
4780,reuben,روبين,79
2335,förderlich,تؤدي,91
4702,unverantwortlich,غير مسؤول,76
3691,scouter,ساخن,85
10436,substituiert,استبدال,21
6928,kaiser,كايزر,66
6966,ungünstig,غير ملائمة,64
2509,armbrust,كوسف,90
8711,verpflichtend,اجباري,54
7413,spangled,لماع,62
10391,springen,القفز,8
5237,flugzeugbesatzung,الطاقم الجوي,52
10254,halifax,هاليفاكس,42
2369,polyethylen,بولي ايثيلين,91
8274,untos,ميت حي,57
1407,zu ändern,تعديل,18
3994,wasserscheide,مستجمعات المياه,82
9003,bravo,أحسنت,52
9777,unterzog,خضع,46
6093,eintagsfliege,mayfly.,71
12338,elektronisch,الإلكترونية,20
2473,klebstoff,لاصق,74
12024,bla.,بلاه,28
8721,spirituell,روحانية,46
9042,sandra.,ساندرا,52
11355,edgar,إدغار,34
9355,wong,وونغ,49
13685,beanspruchen,مطالبة,9
8353,fäkalien,الفضلات,57
12410,wright,رايت,25
10342,dänisch,دانماركي,41
4170,stulpe,جونتleلت,81
6567,verleihen,أعار,45
4335,kreide-,الطباشيري,81
7066,bethlehem,بيت لحم,64
14010,gehen,يذهب,7
2039,banker,مصرفي,83
7707,petersen,بيترسن,61
3381,miniaturen,المنمنمات,61
3298,yay,ياي,87
5975,poetisch,شعرية,69
10708,zepter,صولجان,38
13230,flug,رحلة طيران,15
5025,katalanisch,الكاتالونية,77
12409,berechtigt,مستحق,24
10569,münchen,ميونيخ,40
4850,krapfen,الدونات,74
6010,diakon,الشماس,42
11984,zucker,السكر,28
13756,felsen,صخر,11
11854,laufend,جاري التنفيذ,29
10431,ukrainisch,الأوكرانية,39
5073,einschränkungen,القيود,71
8637,vergbis,جنكيز,54
14152,paket,طَرد,20
2135,rosenkranz,مسبحة,92
3250,flipper,الكرة والدبابيس,86
11780,luxemburg,لوكسمبورغ,30
12450,ente,بطة,20
203,fußarbeit,العمل القدم,100
12281,langsam,ببطء,26
10762,ausrichten,اصطفوا,37
5679,senf,خردل,73
13641,acht,ثمانية,12
9199,sternchen,النجمة,48
13650,gesetzlich,قانوني,8
2652,star,زرزور,90
10595,pil,بيل,39
8330,sonnenaufgang,شروق الشمس,57
6249,nachteilig,معضن,61
13933,dasselbe,نفس,8
804,kerosin,الكيروسين,98
13606,richard,ريتشارد,12
8050,gelee,هلام,58
860,analysiert,تم تحليلها,48
7665,in acht nehmen,حذار,61
8283,fibrose.,تليف,57
14489,zahlen,أعداد,7
12406,fett,سمين,24
6213,legierung,سبائك,63
5245,mausefalle,مصيدة فئران,76
14084,bewegen,يتحرك,8
7738,nicht verifiziert,لم يتم التحقق منه,46
2069,trigonometrisch,حساب المثاثات,92
11133,sechszehn,السادس عشر,36
13397,katze,قطة,13
11051,das vieh,ماشية,37
4946,wiederholt.,كرر,57
10560,rektor,المالك,32
8719,klage,دعوى قضائية,48
1046,mieder,صد,86
1118,ozeanographie,علم المحيطات,96
14056,ob,سواء,11
4451,mangrove,مانغروف,80
8294,rousseau,روسو,57
12031,allianz,تحالف,27
408,tortur,محنة,100
10294,verheiratet,متزوج \ متزوجة,37
8818,schlagzeuger,الطبال,51
4630,irisieren,التقزح اللوني,78
12397,aufklärung,استطلاع,25
1089,chimäre,chimera.,96
9327,dämmbt,مدبلجة,41
4692,toaster,محمصة,76
10434,unterdown,تحت أسفل,41
1156,karabiner,كاربين,86
3574,gees,جيس,61
11298,tolle,رائعة حقا,32
13460,alk,ألك,14
6753,beryll,البريل,66
993,eklektisch,انتقائي,97
6419,höhepunkt,ذروة,66
4139,nordwärts,شمالا,33
12178,brett,بريت,27
8258,tai,تاي,57
201,kaplan,قسيس,92
7163,alchimist,الخيميائي,63
11467,damit,وبذلك,33
9621,stadtrat,عضو مجلس,45
10368,tako,تاكو,41
11161,volk,الشعبية,28
14304,fallen,يسقط,12
13334,hacke,ه,15
12634,illegal,غير شرعي,21
13637,gericht,ملعب تنس,12
2925,goldwasser,مياه جولد,88
6368,prise,شمول,69
4661,patches,بقع,30
10870,bengalen,بنغال,26
1218,mako.,ماكو,96
2081,bitterlich,بمرارة,92
10686,lotus,لوتس,39
4498,hypertonie,ارتفاع ضغط الدم,80
2257,plaid,منقذ,91
9637,kräftig,كنس,28
6066,büffelbüffel,الجاموس,18
13821,das,هذا,5
8807,wahrnehmung,المعرفة,47
8469,cholera,كوليرا,56
6075,grausam,قاسية,71
3155,vorsichtsmaßnahmen,احتياطات,71
6868,vanille,فانيلا,66
6466,ofen,فرن,63
6095,kruste,قشرة,70
12586,malaysia,ماليزيا,23
14390,kräfte,القوات,8
11966,ministerium,الوزارة,27
13342,zögern,يتردد,15
12267,hassen,يكره,23
8941,gabun,غابون,52
9113,starr,النجم,51
11337,scheisse,القرف,34
10988,frucht,فاكهة,33
13883,systeme,الأنظمة,8
11914,birmingham,برمنغهام,29
11475,lautsprecher,مكبر الصوت,27
10063,qualifikation,التصفيات,8
14364,reagan,ريغان,34
12627,francis,فرانسيس,23
6318,gesäß,ردفان,68
6920,grauer,جرانج,65
3685,gefangene,الأسرى,53
2718,mondlicht,ضوء القمر,87
7918,stute,فرس,59
9850,herkules,هرقل,45
6113,katastrophal,كارثي,55
11303,wettbewerber,المنافسين,29
2294,betrieben,زود بالوقود,88
6788,fender,درابزين,63
10017,johannes,يوهانس,44
10877,symbole,حرف او رمز,19
547,ketzerei,بدعة - هرطقة,97
12148,wusste,عرف,27
7884,isabella,إيزابيلا,60
5062,vesuv,فيسوفيوس,77
4878,wah,واه,78
8758,magnet,مغناطيس,35
3310,summarisch,محاكمة,87
13523,sommer,الصيف,13
7323,baracke,تسلط,55
9978,highlights,يسلط الضوء,21
10240,franco.,فرانكو,42
10209,wette,رهان,36
3053,merv,ميرف,88
13588,johnson,جونسون,12
6618,saigon,سايجون,68
2820,horizonte,آفاق,53
9351,bali,بالي,49
11710,klassisch,كلاسيكي,17
2332,billion,تريليون,89
3147,kulver,كولفر,88
14495,französisch,فرنسي,11
5552,sistinisch,سيستين,74
10648,optisch,بصري,35
7607,galilei,جاليلي,62
9717,lohan,لوهان,46
1834,schmierfink,muckraker.,90
13347,ausdehnt.,الغموض,15
12487,die gerechtigkeit,عدالة,23
6072,erobert,غزت,44
12902,vergessen,ننسى,19
14379,seite,جانب,10
6911,pussycat.,قطة صغيرة,65
10146,botschafter,سفير,40
4358,soja,الصويا,81
7651,roc.,رتراك,61
7072,neu laden,إعادة تحميل,53
6829,jockey,فارس السباق,62
2574,lohn-und gehaltsabrechnung,كشف رواتب,88
11517,moe.,مو,32
8203,grönland,الأرض الخضراء,58
1532,kiowa,كيوا,95
5850,ja,اي,72
7939,mischen,خلط,19
4622,kannibalismus,أكل لحوم البشر.,63
5888,meteor,نيزك,68
12364,murray.,موراي,25
1668,fuddle,أربك,94
2166,verkohlen,شار,82
12369,apfel,تفاحة,24
9582,martha,مارثا,47
2295,übergespielt,outplayed.,90
14479,team,فريق,7
817,melasse,دبس السكر,98
12936,hafen,ميناء,18
5992,seepferdchen,فرس البحر,71
12917,nicht referenziert,غير مجهول,20
4669,heller,هيلر,79
5322,blond,شقراء,62
6946,enthüllt,كشف النقاب عنه,59
6898,geister,أشباح,30
14510,wirksam,فعال,10
10292,benutzerbild,الصورة الرمزية,41
6950,somit,سوس,64
4991,corona,كورونا,76
10283,mosaik-,فسيفساء,41
3920,korrosion,تآكل,80
4205,retro,رجعية,82
8835,stirling,ستيرلينغ,53
6431,aufsätze,مقالات,36
2032,beileid,تعازي,87
9178,segelt,أبحر,29
11094,ostern,عيد الفصح,36
2052,fraktal,كسورية,87
2044,antennen,الهوائيات,60
13839,a,أ,5
2859,belüftung,تنفس,84
13002,franchise,الامتياز التجاري,18
648,yali.,يالي,99
4684,palisade,حظيرة,74
10823,fokussiert,ركز,29
13619,erhältlich,متوفرة,12
13515,kerl,شاب,12
13842,jahr,سنة,6
6847,guerre,جورري,66
1521,zurückgreifen,لجوء، ملاذ,94
3885,akne,حب الشباب,84
4043,einfachheit,بساطة,82
13887,zwischen,بين,8
12761,lange haare,شعر طويل,21
76,bambino.,بامبينو,100
7753,witzig,وايت,61
6445,reiher,مالون,69
9838,norfolk,نورفولك,45
6712,mengen,كميات,44
770,vorsorglich,الاحترازية,98
5295,sion.,سيون,76
6081,lex.,ليكس,71
9080,gebet,دعاء,45
12770,freudig,مبهج,21
14250,verloren,ضائع,10
14164,macht,يصنع,5
5935,hoc.,مخصص,72
13686,themen,مسائل,8
12229,ungerechtfertigt,غير مبرر,26
10255,dichte,كثافة,41
2958,sororität,نادي نادي,64
13882,programm,برنامج,11
9385,mais,حبوب ذرة,46
6263,kanarienvogel,الكناري,68
6897,ensemble,فرقة,62
13912,information,معلومة,5
4941,wäscherei,غسيل ملابس,77
8584,pasadena,باسادينا,55
12782,in der reihe,في النسق,21
10271,wiesel,ابن عرس,41
1713,delistiert,عرقلة,90
5640,het,هيت,73
3726,champaign,شامبين,85
14129,niemals,أبداً,10
11960,kaiserliche,الإمبراطوري,24
7948,inf.,إف,59
6577,brüder,إخوة,68
5420,sonett,سونيت,68
11186,schweizerisch,السويسري,35
11588,unbestritten,غير مؤكد,32
1421,zottelig,أشعث,95
12687,eisen,حديد,19
3929,parasangs,المظلات,82
758,burbank,بوربانك,98
7968,mikrowelle,الميكروويف,59
3510,abschleppen,يسحب,53
13420,marine,البحرية,12
3719,laub,المتساقطة,85
7145,standpunkte,وجهات النظر,40
562,ausläufer,سفوح,74
11940,diskographie,الكشفية,28
3000,merklich,بشكل ملحوظ,88
167,tigon,تيجون,100
6932,virgil,فيرجيل,66
2921,babu.,بابو,88
11713,jake.,جيك,31
7210,wörtlich,حرفي,36
12030,phrase,العبارة,23
13828,um,عن,5
3660,normalisierung,تطبيع,14
10259,tektonik,تكتونية,39
14341,zentral,وسط,10
2181,knappe,سكوير,79
14259,verwaltung,إدارة,6
8968,schlafen,نائم,16
1357,alkalisch,القلوية,93
9196,sioux,سيوكس,50
2139,notlage,مأزق,92
13857,nach,بعد,5
4360,schnappend,قيم,34
13182,römisch,رومان,16
711,bärendienst,عيب,98
13496,kapitän,قائد المنتخب,13
6209,stadtrand,ضواحي المدينة,70
6432,fluoreszierend,فلوري,64
563,roulette,الروليت,98
9676,britannica.,بريتانيا,47
8928,kimchi,كيمتشي,52
460,süchtig machend,الادمان,23
2097,wiz.,ويز,92
5876,verdacht,الشكوك,47
7593,keller,قبو,61
8796,hinterhalt,كمين,46
388,wachtel,طائر السمان,98
12357,institutionen,المؤسسات,6
12972,feind,العدو,17
9962,toilette,مرحاض,44
1878,verstopft,أطاح,77
8661,fracht,شحن,54
5579,nv.,ند,74
14232,mann,رجل,9
11563,metropolitan-,محافظه,32
11874,beraten,ينصح,20
4513,darby,داربي,80
7010,vox,فوكس,65
11320,schritte,خطوات,16
5597,booby,بغيض,66
1036,hessian,هسديان,93
14001,wenige,عدد قليل,6
9805,garage,كراج,44
631,ungeschnitten,غير مختصر,99
10815,teilweise,جزئي,29
72,prahlerei,تتباهى,56
6529,übernehmen,ادعت,35
5615,zitrik,ستريك,74
1444,diakritiker,التشكيل,88
11916,belegt,احتل,25
7761,skelett-,الهيكل العظمي,61
12217,watson,واتسون,26
8797,simplex,البسيط,53
6320,gloucester,غلوستر,70
578,boner,بونر,96
13730,spanisch,الأسبانية,12
12591,die übung,ممارسه الرياضه,20
10045,sprecher,المتحدث باسم,44
5427,skater,متزلج,35
5690,vieh,الثروة الحيوانية,73
6163,rehabilitation,إعادة تأهيل,62
9504,eruption,ثوران,36
14295,folgen,التالي,5
7528,glossar,قائمة المصطلحات,61
1501,aktuar,الاكتوثير,88
8852,affen,القرود,23
13416,beliebt,جمع,13
2780,grundierung,التمهيدي,85
3905,ratifizierung,تصديق,84
1953,kohl.,الكحل,93
13057,inc.,وشركة,18
9710,wiederherstellung,استعادة,9
12854,belgien,بلجيكا,20
6420,hodge,هودج,69
11804,fabrik,مصنع,27
12541,wochenende,عطلة نهاية الاسبوع,22
13232,dodo.,دودو,16
13275,damit verbundenen,مرتبطة,10
10608,gandhi.,غاندي,39
4939,kanonisch,العنوان الأساسي,37
9482,einflussreich,مؤثر,48
4800,beleidigung.,الكشف,35
6028,fastenzeit,أقرض,71
5724,jonglieren,شعوذة,71
5269,kassandra,كاساندرا,75
9286,interaktiv,تفاعلي,28
383,brunel,برونيل,100
12539,summe,مجموع,21
8827,peugeot,بيجو,53
7153,scheiden lassen,طلاق,59
11542,marokko,المغرب,32
813,tabby,العتابي,98
7167,karioca,كاريوكا,64
5887,trauma,صدمة,72
13818,nicht,لا,5
5262,routinemäßig,بشكل روتيني,47
5281,minuteman,مينات,76
9601,überschneidung,تداخل,42
13971,rate,معدل,7
8530,titan,التيتانيوم,55
5988,verfault,الفاسد,71
9555,rezeptor,مستقبلات,41
8148,bitten,إفترض جدلا,47
9596,aluminium,الألومنيوم,47
11494,shalom,شالوم,33
9459,bach,بروك,29
3142,psychoaktiv,نفسيا,88
1400,hellste,ألمع,95
6853,tudor,تيودور,66
10228,gemütlich,مريح,29
13042,cc,نسخة,18
5130,erstaunlich,مثير للدهشة,77
6680,fudge,حلوى,67
12040,anregung,اقتراح,9
1484,jumpsuit,بذلة,95
6999,chesterfield.,الحقل المصدر,65
7548,hannover,هانوفر,62
59,brillanz,تألق,99
14447,beginnen,يبدأ,11
13784,klein,صغير,11
5178,nonstop.,بدون توقف,76
9648,mittagessen,غداء,47
10847,angola,أنغولا,38
444,barometrisch,بارومتري,100
7851,bestraft,يعاقب,49
14135,dos,دوس,5
8662,byzantinisch,البيزنطية,54
6016,stöcke,العصي,22
9902,peloton,بيلوتون,45
13388,nick,نيك,14
11839,propaganda,دعاية,30
5223,gabby,غابي,76
13391,fort,حصن,14
624,seimas,سيماس,99
551,herumtreiber,الاضطرار,98
3982,wolkig,غائم,72
7648,dundee,دندي,62
14375,fähigkeit,قدرة,22
1619,dachboden,علبه,93
11364,jakob,جاكوب,34
11663,ghana,غانا,31
10158,restaurant,مطعم,37
4556,prima,بريما,80
11903,em,مليا,27
3930,costligste,كوسليتي,84
12538,verbraucht,أنفق,23
14290,norden,شمال,8
2157,lumen,لومين,90
3836,köstrufe,مكافحة الاحتكار,84
9505,ausfall,سالي,48
1262,abweichungen,تشعب,61
13173,sekundär,ثانوي,17
8709,sonny,سوني,54
13285,siebte,سابعا,16
8253,kiew,كييف,57
6678,kalkstein,حجر الكلس,67
7888,bam.,بام.,60
635,fitz,فيتز,99
7386,acetat,خلات,54
8411,porto,بورتو,56
1402,tamara,تمارا,95
8066,folgte,تلا ذلك,30
