ID,PORTUGAIS,POLONAIS,INTERVAL
10881,grosso,gruby,39
3027,topázio,topaz,90
12777,partir,substancja,24
12723,segunda-feira,poniedziałek,25
10985,rodar,kręcić się,34
7468,posador,posprzedaż,47
8565,ruivo,imbir,58
11721,rivalidade,rywalizacja,33
2644,protetor solar,krem do opalania,92
5628,nit.,gnida,76
14181,terceiro,trzeci,9
8432,lítio,lit,60
8628,slogan,hasło reklamowe,48
10207,jaquetas,kurtki,38
7510,pomba,gołąb,62
2358,dessalinização,odsolenie,92
8519,explodindo,eksplodować,36
11955,caçar,polowanie,27
11258,porco,świnia,33
4721,meia temporada,środek sezonu,82
12415,alvorecer,świt,28
13883,sistemas,systemy,9
9192,pêssego,brzoskwinia,52
7715,dinâmica,dynamika,28
9210,legado,spuścizna,54
7489,enfatizado,podkreślony,49
14173,aumentou,zwiększony,15
14050,estados,państwa,7
3854,matiz,odcień,85
6764,barbatana,płetwa,63
4446,re-adicionar,readd.,83
11276,cobra,wąż,35
13187,tênis,tenis ziemny,20
6634,sem ganho,bezwinny,71
6516,hidrelétrico,hydromasaczni,72
6009,bom ano,dobry rok,75
3222,siciliano,sycylijski,86
3299,cirílico,cyryliczny,89
9936,mais largo,szerszy,48
13782,japão,japonia,13
1735,retificar,prostować,70
8116,patético,żałosne,61
13023,fronteira,granica,19
8899,ensinou,nauczony,56
10389,flagstaff.,maszt,45
8143,circular,okólnik,61
3607,sutiã,biustonosz,81
7719,subjacente,zasadniczy,61
7319,franja,grzywka,64
7867,remunerações,wynagrodzenie,34
10390,saudações,pozdrowienia,38
969,recibo,paragon fiskalny,77
10485,dimensional,wymiarowy,44
11408,consultivo,doradczy,30
6023,toalha,ręcznik,70
13001,massacre,masakra,21
4928,hornish,rogaty,81
12509,décimo,dziesiąty,26
1453,consolo,pocieszenie,96
4046,injustiça,niesprawiedliwość,81
5394,ilógico,nielogiczny,77
8616,frontal,czołowy,58
11271,trimestres,mieszkanie,10
4616,latembro,lat,82
13366,identificação,identyfikacja,18
8867,chileno,chilijski,56
13392,responder,odpowiadać,14
9415,imaginário,wyimaginowany,52
1510,maneira de andar,chód,96
8861,tiffany.,muślin,56
12932,gnu,gnu antylopa,23
3520,chevron.,szewron,88
386,triássico,trias,100
11924,sexualmente,seksualnie,20
3623,bure,buknąć,88
12591,exercício,ćwiczenie,23
1588,predominante,dominujący,79
3776,saindo,wybieg,19
12767,década,dekada,21
4879,mercenário,najemnik,63
4736,aromático,aromatyczny,80
13217,nem,ani,19
13255,escrivaninha,biurko,19
5872,caótico,chaotyczny,75
14160,trabalhadores,pracownicy,24
10869,den.,legowisko,40
4181,iônico,joński,85
6011,croft,zagroda,75
3322,spick.,spinka,86
8276,pique,szczupak,55
4538,basílica,bazylika,82
11321,trek.,wędrówka,38
3910,na estrada,boczna droga,86
2863,fodão,skurczybyk,90
11264,semifinais,półfinały,32
6716,pera,gruszka,70
2174,pega,kołek,73
5638,saguão,salonik,74
9787,cf.,por,49
12578,libanês,libański,27
3769,aresta,kant,85
11287,fita,taśma,31
9074,espalhado,rozsiany,49
7708,porco-espinho,jeżozwierz,63
9103,potássio,potas,55
10046,balderdash.,brednie,47
10523,chassis,podwozie,44
5857,bolsa,portmonetka,67
9584,demorada,przydługi,51
10456,relva,trawka,44
10434,underdown.,podsumowanie,44
14461,leva,trwa,5
12758,gigante,ogromny,15
12322,sons,dźwięki,13
9728,trabalhador,pracownik,24
982,restabelecido,przywrócony,86
7390,bom homem,dobry człowiek,66
7725,forma de pagamento,zapłata,53
6872,demise,zgon,69
10876,distinto,odrębny,27
3081,subtrair,odejmować,64
12806,dinamarca,dania,24
4499,avaliadores,raters.,81
8102,vizinho,sąsiedni,39
13430,rosa,róża,16
7272,choro,płacz,36
2228,cerceta,cyraneczka,93
8739,psicológico,psychologiczny,36
13260,banco,bank,16
14184,ausente,z dala,12
9597,rouba,kradnie,35
10922,terra nova,nowa fundlandia,41
1660,carpa,karp,86
10443,prejudicando,upośledzać,41
9493,molécula,cząsteczka,47
13324,discordo,nie zgadzać się,17
9454,resfriador,chłodnica,52
6111,nêmesis,nemezys,74
13364,desculpar-se,przepraszać,6
8099,uísque,whisky,62
13063,polônia,polska,21
283,fechar-se,zbliżenie,99
7977,nó,węzeł,32
9702,sapato,but,38
12257,suspeito,podejrzany,19
4425,invariante,niezmienny,67
10270,tonelada,tona,34
4342,autópsia,sekcja zwłok,82
2666,cornetim,dąbrówka,90
12050,bode,bryknięcie,29
6410,discurso,rozprawiać,72
9871,insurgentes,powstańcy,37
6696,sem suporte,nieobsługiwany,69
14180,julho,lipiec,7
1119,eletrólise,elektroliza,97
9942,ela mesma,się,48
1867,hidrostático,hydrostatyczny,95
7636,jogadores,kickers.,23
4012,estragando,strapienie,76
4897,confúcio.,konfucjusza,81
12715,pés,stopy,25
9308,equatorial,równikowy,53
1120,choco,mątwa,97
2198,arrecadação,zbieranie funduszy,93
5993,otimização,optymalizacja,55
14137,avançar,dalej,6
2252,inestimável,nieoceniony,93
3738,pescadores,rybaków,88
5696,groundout,opasnik,77
4917,subida,wzniesienie się,81
5249,maniper,wręcznik,80
13338,milímetros,mm.,18
6020,questionário,kartkówka,75
7773,cockpit.,kabina pilota,62
5019,encaracolado,kręcone,81
5663,terminus,stacja końcowa,77
1659,fumante,palący,83
13655,geralmente,ogólnie,9
11002,golpe,cios,33
2464,freelance,wolny zawód,86
7442,racecário,tor wyścigowy,65
10837,espectro,widmo,41
9924,árabe,arabski,48
7862,antipatia,nie lubić,56
12374,elétrico,elektryczny,20
9282,assured,zapewniony,31
12046,presença,obecność,31
13637,tribunal,sąd,14
5500,interdição,eksplocie,74
14151,sul,południe,9
12400,limpar,czysty,22
6043,taoísmo,taoizm,75
5836,finch,zięba,72
14313,anterior,poprzedni,12
10366,lésbica,lesbijka,43
2008,advérbio,przysłówek,92
47,spitz.,szpic,100
11777,licenciamento,koncesjonowanie,12
6739,manatee.,krowa morska,70
14289,máquinas,maszyny,11
4294,tesoura,nożyce,73
13594,presente,obecny,12
2303,deflexão,ugięcie,63
11694,operadora,nośnik,32
5225,missy.,panienka,80
1965,suater,mrówkojad,93
14521,empréstimos,pożyczki,45
9966,retomar,wznawianie,33
9080,oração,modlitwa,49
12360,neve,śnieg,29
9965,felizmente,na szczęście,34
12661,touro,byk,20
6466,forno,piekarnik,66
715,chique,chih.,99
40,aborrecimentos,kłopoty.,79
12010,geléia,dżem,29
11547,alterado,zmieniony,9
13155,célula,komórka,19
158,limbo,otchłań,100
11412,abandonado,opuszczony,32
6259,jurado,przysięgły,74
13575,prumo,pion,15
9802,surpreendente,zaskakujący,24
6010,diácono,diakon,45
11260,argila,glina,38
3621,lençóis freáticos,woda gruntowa,88
13032,exatamente,dokładnie,21
12923,além disso,ponadto,23
13747,azul,niebieski,12
5828,convincente,zniewalający,57
13538,conformidade,zgodność,16
8059,pepino,ogórek,61
13038,trabalho,stanowisko,19
9743,leopardo,lampart,50
1381,linfático,limfatyczny,97
8455,etnia,etniczność,28
10717,manteiga,masło,42
1272,tweaked.,taseed.,69
4215,arqueológico,archeologiczny,35
7142,saia,breakout.,67
11070,comprovado,udowodniony,39
6333,quociente,iloraz,72
13212,obviamente,oczywiście,19
4723,esférico,kulisty,81
2927,pirinéus.,pireneje,91
6149,ressuscitado,wzrosła,74
1841,presos,więźniowie.,91
8988,artistas.,wykonawcy,12
3937,descer,schodzić,41
11381,zagueiro,linebacker.,33
9165,espigão,kolec,50
2716,chantagem,szantaż,86
10082,golfinho,delfin,29
13731,espaço,przestrzeń,13
10265,observações.,obserwacje,13
12192,escriba,skryba,30
7388,cidade natal,miasto rodzinne,65
14047,membros,członkowie,10
6169,não sei,dunno.,74
1810,de longa data,długotrwały,95
9627,xingamento,przekleństwo,44
1131,oculto,okultystyczny,75
11377,admitido,przyznał,27
14300,operação,operacja,7
12955,judaico,żydowski,22
1674,expiação,pokuta,84
7418,gêmeos,bliźnięta,65
7769,juramento,przysięga,60
14044,cotações,stawki,8
3587,bilíngüe.,dwujęzyczny,88
3865,melódico,melodyczny,86
6192,apagando,kasowanie,34
6275,haitiano,haitański,70
952,squall.,szkwał,92
8413,casual,zwykły,55
13627,apropriado,właściwy,15
13498,lutador,wojownik,15
8259,fossilizado,skostniały,61
11630,cole,kapusta,34
1679,uphill.,pod górę,96
8055,relha,redlica,62
6229,heróico,heroiczny,62
3803,periferia,obrzeże,86
14031,cedo,wczesny,11
7971,sheikh.,szejk,62
13601,divisões,dywizje,8
13464,henry.,henz,16
6077,atrecer,att.,75
4377,simplificado,usprawniony.,75
1860,músher,guzek,77
13490,ideia,pomysł,14
2733,encanamento,instalacja wodociągowa,86
10122,ocorre,występuje,13
13161,certamente,na pewno,20
13389,waggers.,zakładki,17
248,calvário,kalwaria,100
9482,influente,wpływowy,52
7771,farol,latarnia morska,62
9284,mal sucedido,nieudany,47
4473,snider.,ściągom,83
10515,recorrer,ośrodek wczasowy,38
13913,ambos,zarówno,9
10761,bicho de estimação,zwierzak domowy,38
12872,perder,stracić,14
12875,odor,zapach,23
2902,toranja,grejpfrut,91
661,chamadores,dzwoniący,68
1503,cornish.,kornwalijski,96
2418,rio abaixo,w dół rzeki,93
7663,radioativo,radioaktywny,63
9653,soprado,nadęty,51
9418,escorregar,poślizg,38
12960,golfo,zatoka,22
5530,blurb.,nota wydawnicza,75
7581,abate,ubój,58
9174,parabéns,gratulacje,46
13721,colaboradores,składnicy.,12
6886,amianto,azbest,69
3131,bocejar,ziewać,87
12502,urbano,miejski,27
665,owes.,zawdzięczni.,52
5856,lea,polanka,75
1422,transcendental,nadzmysłowy,73
4857,esquife,skiff,78
12818,nordeste,północny wschód,24
1906,brincadeiras,pranks.,63
10671,sangrento,krwawy,42
6533,advocacia,rzecznictwo,72
12721,gás,gaz,16
2323,simbiose,symbioza,93
5934,plausível,wiarygodny,71
5557,taurina,byczy,78
5694,balançado,obustronny,77
2346,contorno,kontur,89
8410,cera,wosk,55
6003,salgueiro,wierzba,71
6614,a qualquer momento,w każdej chwili,71
3414,cardiovascular,sercowo-naczyniowy,88
9224,volta completa,stoper,48
2514,iota,odrobina,92
7690,torrencial,ulewny,64
12778,violando,naruszenie,7
9641,técnica,technika,37
7916,eddy,wir,62
10165,cessou,przerwany,26
4124,indulgência,wyrozumiałość,70
11424,cacto,kaktus,37
8968,adormecido,spanie,19
11684,pernas,nogi,21
14506,carros,samochody,11
730,carpal.,nadgarstkowy,99
2269,velcro,rzep,93
4022,registros,rejestry.,7
319,bey.,bej,98
5889,sacerdotes,kapłani.,46
7570,papá.,papa,63
7705,colonos,osadnicy,60
12249,capa,peleryna,30
5917,emissão,emisja,60
10743,linguista,językoznawca,35
13676,esboço  projeto,wersja robocza,13
7293,infrangível,niełamliwy,66
7753,wight.,strzyga,63
13803,ser,być,5
461,conciliar,pogodzić,87
6242,balde,wiaderko,69
2547,alface,sałata,92
8518,meias,skarpety,25
5231,irresponsável,nieostrożny,79
5918,sem título,nieuprawny,75
10748,sem fio,bezprzewodowy,42
10721,cadeira,krzesło,37
2208,titulação,miareczkowanie,92
9912,residencial,osiedle mieszkaniowe,48
1995,tétano,tężec,95
12663,oleiro,garncarz,26
13553,negrito,pogrubiony,15
3975,técnicos,technicy.,60
632,contrado,wymyślony,97
11620,ruth,litość,35
12428,evangelho,ewangelia,28
12027,vapor,parowy,31
6013,colunista,felietonista,70
13630,participar,brać udział,11
6083,refeição,posiłek,62
12363,corretamente,prawidłowo,29
8045,benção,rozkosz,62
12852,floresta,las,22
11850,acontece,dzieje się,12
691,bandwagon.,wóz dla orkiestry,98
13870,maioria,bardzo,9
12227,aniversário,narodziny,15
11888,yahoo.,wieśniak,33
1464,clamor,wrzask,96
3953,boina,beret,76
10665,desenho animado,kreskówka,35
5433,collie,kollia,75
12523,pelotão,drużyna,22
11157,renda,dochód,36
2953,fatiado,pokrojony,59
10392,chama,płomień,22
7687,macau,makao,64
3655,execuções,renuns.,80
4223,sombreado,zacieniony,49
2965,galgo,chart,73
11318,margaret.,małgorzata,38
1900,corcunda,garb,89
4509,lax.,niedbały,79
11133,dezesseis,szesnaście,39
11558,concha,muszla,29
5906,ciclope,cyklop,76
10504,celebração,uroczystość,22
6536,trocadilho,gra słów,67
6944,abolido,zniesiony,62
13152,chance,szansa,17
12486,de alguma forma,nieco,28
7192,decência,przyzwoitość,67
11841,show,koncert,30
6389,gel,żel,70
5971,até a próxima,pożegnanie,74
11480,cabeças,heads.,11
5718,whig.,godzina,66
1511,perpendicular,prostopadły,96
10095,redução,zmniejszenie,45
6604,orvalho,rosa,71
12753,janelas,windows.,13
1889,cascading.,kaskadowy,66
9101,flanco,skrzydło,48
5349,esguicho,tryskać,77
3206,suspense,niepewność,34
8331,rapaz,chłopak,56
9294,monitoramento,monitorowanie,19
6798,pneumonia,zapalenie płuc,70
4481,jeitoso,przystojny,82
8692,molly.,pedał,57
9158,equador,równik,32
12760,brad.,ćwiek,25
375,sílica,krzemionka,100
313,carismático,charyzmatyczny,100
12827,coreano,koreański,23
1064,reverenciado,czczony,55
4096,anemia,niedokrwistość,86
13958,meses,miesiące,12
8971,solidão,samotność,56
8366,manobra,manewr,46
13381,missão,misja,14
7247,rugindo,ryk,53
3070,conotações.,konotacje,66
10346,estufa,szklarnia,45
12568,ciclo,cykl,20
13869,tal,taki,5
9256,curt.,lakoniczny,54
11250,títulos,więzy,23
9129,i a,ia.,55
3513,assimilação,asymilacja,78
7013,pudim,pudding,64
11652,equivocado,błędny,35
7723,incapacidade,niemożność,63
13970,fez,zrobił,5
5364,gules.,czerwony,78
100,jubarte,garbus,100
12467,mínimo,minimum,28
13801,disse,powiedział,10
2048,subposição,podtytuł,73
3362,hastes.,łodygi,42
7619,mágico,magiczny,26
9217,pré-histórico,prehistoryczny,54
2602,torto,krzywy,66
5567,frágil,kruchy,76
12953,sobrepor,nadpisanie,22
13333,razoavelmente,rozsądnie,6
8255,bem-estar,zasiłek,61
5784,marés,płyty,37
11683,preferir,woleć,11
1361,nee.,z domu,97
10989,carregado,obciążony,40
7676,inúmeros,niezliczony,64
11154,depois disso,odtąd,39
1212,poxa,gosh.,97
6493,barriga,brzuszek,53
7661,ling.,molwa,64
11709,proximidade,bliskość,34
11043,traduzir,tłumaczyć,21
5218,travail,bóle porodowe,79
6437,artesão,rzemieślnik,72
12754,percentagem,odsetek,24
4317,clubhouse,klubowy,83
5575,absorção,wchłanianie,76
5869,manjericão,bazylia,76
14438,iniciado,rozpoczęty,8
11188,vazio,pusty,37
11565,bros.,bracia,34
13138,chute,kopnięcie,15
9952,obrigada,dziękuję ci,48
5710,abduzido,uprowadzony,54
13181,pertence,należy,13
12464,poster,plakat,26
5103,rue.,żałować,80
3664,pupilas.,uczniowie,76
5877,desacreditar,zdyskredytować,59
12794,ted.,przetrząsać,24
734,insatisfatório,niedostateczny,99
5025,catalão,kataloński,81
8962,reboque,zwiastun filmu,50
9575,simultaneamente,równocześnie,45
12035,impossível,niemożliwy,31
13299,conheceu,spotkał,15
12680,vigarista,kon,21
11082,balas,kule,28
10526,substancialmente,w zasadzie,22
4407,embrionário,embrionalny,83
7157,cortina,kurtyna,63
7779,flatulência,bębnica,63
10653,apanhador,łapacz,39
10341,telecomunicações.,telekomunikacja,34
12902,esqueço,zapominać,22
2459,cigarros,papierosy.,53
10409,dual,podwójny,44
6299,habitado,zamieszkany,40
9253,pista,pas startowy,51
9097,iodeto,jodek,55
6911,gatinho,kicia,68
9643,julgamento,osąd,48
12193,sem considerar,bez względu,30
8975,borboleta,motyl,54
9587,calça,spodnie,51
5259,implacável,nieustępliwy,79
4808,acre,akr,51
6601,tunes.,melodie.,41
69,clérigos,kleisty,72
4044,calcutá,kalkuta,86
7258,canela,piszczel,65
4930,óculos,okulary ochronne,78
2453,salvador,zbawiciel,91
13487,igreja,kościół,16
12702,reescrever,przepisać,20
1259,montagem,złożenie,22
8963,despeito,uraza,55
2764,rodagem,chandra,91
339,antimônio,antymon,100
1904,fazendo um filme,tworzenie filmu,76
5786,viril,męski,76
12493,planejado,zaplanowany,12
3578,teórico,teoretyk,61
5451,teoricamente,teoretycznie,57
453,engramo,gatunek,100
2828,desproteger,niechlujny,55
8915,ping.,świst,55
5873,moderadamente,miernie,30
8517,íris,irys,59
2559,clorídrico,hydrochlorowy,92
11564,crucial,kluczowy,35
1953,kohl.,proszek antymonowy,95
9002,obesidade,otyłość,54
10262,provisório,okres przejściowy,46
9286,interativo,interaktywny,32
4081,lingueta,zapadka,86
795,saboroso,smaczny,97
9138,prioridade,priorytet,51
694,traiçoeiro,zdradziecki,97
8274,morto-vivo,nieumarły,61
13112,capital,stolica,14
10744,nariz,nos,39
10023,marido,mąż,47
13459,forte,mocny,17
14039,no entanto,jednakże,6
2827,sufocando,choking.,72
12838,aproximação,zbliżać się,18
11368,estojo,siłownik,38
5882,comprimido,sprężony,48
12511,direção,kierunek,13
5805,desviado,skierowany,62
12470,punt.,barka płaskodenna,24
6824,não era,nie był,69
6990,argamassas,moździerze,42
11218,ao lado de.,wzdłuż,38
7772,nitrato,azotan,61
12077,trinta,trzydzieści,31
3384,incompatível,niekompatybilny,83
8061,comi,jedli,61
10521,pobreza,ubóstwo,44
6471,armamento,uzbrojenie,68
6345,mercer,bławatnik,73
5559,existencialismo,egzystencjalizm,73
7760,brickyard.,cegły,63
6269,carboidrato,węglowodan,72
3055,não interferir,rękojeść,89
13281,primário,podstawowa,18
6035,garganta,gardło,65
10140,duo,duet,46
540,certiorari,certyfikat.,99
14366,sete,siedem,12
2542,waller.,murarz dołowy,92
13880,muitos,wiele,6
825,condomínios,kondominia,87
10072,lendário,legendarny,47
5665,mamãe.,milczący,45
1983,rutter.,obróć,95
6929,variadamente,różnorodnie,69
6248,clique,klika,70
11682,abeto,jodła,35
12922,prova,dowód,21
9173,exposição,narażenie,52
10914,galáxia,galaktyka,38
9714,cerimônias,ceremonie.,25
3543,ruff.,batalion,85
658,existente,pozostały,99
8700,merragem,merrimack.,58
1608,horizontalmente,poziomo,60
155,carrinho de mão,taczka,100
14421,coisa,rzecz,9
3703,inexistente,nieistniejący,85
1823,expressionismo,ekspresjonizm,95
5472,explicativo,wyjaśniający,78
3727,ainda água,nie zmącona woda,88
13080,famoso,słynny,21
4139,northwards.,na północ,37
11139,inaceitável,gorszący,38
4394,mongóis,mongołowie,58
11770,fiji.,fidżi,34
1689,falta de vontade,niechęć,96
8592,venezuelano,wenezuelski,58
6300,herdeiro,dziedzic,65
7020,amã,amman,68
11899,metros,mierniki,28
13041,tally.,zestawienie,21
13908,dela,jej,11
14130,fornece,zapewnia,6
60,payload.,płatność,98
12120,trilha,szlak,21
9628,digno de nota,godny uwagi,50
3466,emissor,emitent,88
12546,pagar,płacić,24
2732,troposférico,troposferyjny.,80
782,garanhão,ogier,93
12157,gap = vão,luka,29
10246,dia das bruxas,halloween.,46
9225,exibe.,wyświetlacz,16
7353,paisagem,krajobraz,61
13899,muito,dużo,10
8280,bloqueio,blokada,57
13233,semi,pół,19
4931,alegremente,szczęśliwie,81
760,panoptical.,panoptyczny,99
10194,subdivisão,poddział,44
2426,homem baixo,niski człowiek,93
4263,hertz.,herc,85
1912,snead,przenikać,95
820,carcinógeno,czynnik rakotwórczy,89
12023,raça,raceway.,32
13602,quinto,piąty,15
6147,reparações,remont,69
10612,procedimento,procedura,33
2147,beldam.,starucha,94
4274,oxidase.,oksydaza.,84
14053,oeste,zachód,10
4806,recheado,nadziewany,72
12098,conservador,konserwatywny,25
7099,traição,zdrada,66
12188,cume,grzbiet,30
10188,notificação,powiadomienie,45
12815,republicano,republikański,22
5944,cadáver,zwłoki,63
13342,hesitar,wahać się,18
858,construções,konstrukcje,5
3276,abraçado,objęcie,65
3172,distrair,rozpraszający,55
13234,caro,drogi,19
494,período noturno,nocna pora,99
7851,penalizado,ukarany,53
8685,surgiram,powstały,58
391,vida após a morte,życie pozagrobowe,100
5795,woo.,zabiegać,74
7586,framboesa,malina,64
1127,excreção,wydalanie,95
4168,vinagre,ocet,85
13709,tom,ton,13
2598,obra-prima,arcydzieło,85
8531,sultão,sułtan,56
8933,companheiros de equipe.,koledzy z drużyny,33
14250,perdido,zaginiony,12
1552,aneto,koperek,95
13329,áreas,obszary,10
4739,incompetente,niekompetentny,68
1519,violinista,skrzypek,96
6930,mush.,papka,67
14374,dezembro,grudzień,6
10101,vestido,ubierający,29
12845,combustível,paliwo,23
41,palavreado,wielomówność,100
9611,reproduzido,reprodukowany,42
7551,crueldade,okrucieństwo,64
10860,virgem,dziewica,38
12340,maomé,muhammad.,29
13786,por outro lado,inaczej,12
11933,companhias aéreas.,linie lotnicze.,28
2562,byelorussian,białoruski,92
2730,esmerilhamento,szlifowanie,70
555,freehold,grunt posiadany na własność,99
3972,trimestral,kwartalny,86
11938,queijo,ser,32
10648,óptico,optyczny,38
14362,vídeo,wideo,12
9353,cão do mar,wilk morski,53
1312,não profissional,amatorski,96
583,giroscópio,żyroskop,97
6865,relutante,niechętny,63
5903,aviária,ptasia,75
8705,virtude,cnota,54
5716,neto,wnuk,75
13395,cor,kolor,14
1254,desavergonhado,bezwstydny,97
2533,heroísmo,bohaterstwo,92
10386,freeman,obywatel,45
12551,natal,boże narodzenie,27
12900,economia,gospodarka,22
12506,reitor,dziekan,27
9650,trivial,trywialny,49
2063,nautilus,łodzik,94
11512,hardy.,wytrzymały,35
10440,transmissão,przenoszenie,42
6464,leilão,aukcja,62
1772,assexual,bezpłciowy,88
3440,grandmaster.,arcymistrz,88
14274,foi,wszedł ,12
14239,base,baza,10
10080,penhasco,klif,44
7494,apresentar,wigwam,55
13360,tigres,tygrysy,14
10579,potro,źrebię,24
3657,retomada,wznowienie,87
6065,ultraje,skandal,56
9685,me esforçando,zmagający się,25
14305,ar,powietrze,9
9949,cercado,otoczony,28
14449,mais longo,dłużej,12
7086,olá,howdy,67
9545,fantástico,fantastyczny,50
2259,fibra de vidro,włókno szklane,93
3155,precauções,środki ostrożności,75
12717,mandar,wysłać,19
13319,tufão,tajfun,18
8227,rev.,obrót silnika,60
4368,honestidade,uczciwość,84
8075,esponja,gąbka,61
3380,conscientemente,świadomie,88
4519,invadir,najechać,75
11692,terremotos,trzęsienia ziemi,14
9869,coruja,sowa,40
5841,charuto,cygaro,75
355,renascido,odrodzony,100
13016,doença,choroba,21
10118,hã,huh.,47
11743,renascimento,renesans,34
10393,namorados,cicha sympatia,44
5662,sensação,uczucie,62
3961,idiotas,morons.,52
10598,camarões,kamerun,43
6627,cáucaso,kaukaz,71
5820,tolice,niemądry,73
10803,gosto,smak,38
13686,questões,zagadnienia,9
8376,confiante,pewni,37
1836,virgindade,dziewictwo,95
4417,redistritamento,redystryktowany,83
9893,escultura,rzeźba,47
11708,médio,średni,34
10525,minúsculo,malutki,44
1088,feminino,kobiecy,96
686,signatários,sygnatariusze.,90
4398,assessores.,doradcy,62
1738,esotérico,ezoteryczny,95
6429,alojado,mieści się,12
13933,mesmo,to samo,9
10600,caído,upadły,43
5737,glover,rękawicznik,77
182,flap,klapka,90
10258,espectadores,widzowie,42
9333,duradouro,cierpliwy,34
9429,maionese,mayo.,52
13521,prêmio,nagroda,10
10619,empreendimento,przedsiębiorstwo,38
2058,canos,emocjonować,94
12433,turco,turecki,28
10873,herança,dziedzictwo,41
10567,desnecessariamente,niepotrzebnie,43
1242,mancha,plama,66
14281,lucro,zysk,33
7777,açores,azory,63
12484,estatisticas,statystyka,24
13838,novo,nowy,7
4591,acessório,przywiązanie,18
2536,quilo,kilogram,89
4854,galiléia,galilejczyk,82
4211,agarra,grabs.,43
10777,impressionante,świetny,41
6161,maia,majski,69
14074,distante,daleko,9
2638,arqueiros,łucznicy.,61
11277,harper,harfiarka,37
1060,colheres,łyżki,55
14078,político,polityczny,12
810,açafrão,szafran,99
2476,landau.,lando,92
1916,manifolds.,kolektory,68
3135,cirúrgico,chirurgiczny,88
4036,lentes,soczewki,85
7337,luxo,luksus,49
1561,eremitério,pustelnia,96
6108,draper.,sukiennik,75
13987,caso,sprawa,6
6497,arquipélago,archipelag,72
1437,staunch,zagorzały,96
3671,diagonal,przekątna,81
3410,água fresca,słodkowodny,88
9430,excitante,ekscytujący,38
4777,sindicalista,unionista,72
2844,puffin,maskonur,91
11561,dominicana,dominikański,36
10505,lasca,żeton,33
6802,multinacional,wielonarodowy,69
11126,sorrateira,podstępny,39
12068,fluxo,pływ,28
5241,dissipação,rozpusta,20
7882,potente,silny,62
4963,anexação,aneksja,57
9068,handebol,gra w piłkę ręczną,53
8170,injeção,zastrzyk,32
10718,galhardete,proporzec,41
14120,lugar,miejsce,6
7198,recuo,odrzut,66
10663,vingança,zemsta,42
13750,oportunidade,możliwość,13
10109,não identificado,niezidentyfikowany,46
7015,adoração,cześć,62
9199,asterisco,gwiazdka,52
10015,diretores,dyrektorzy,21
4997,extrasolar,pozaserwowy,81
13658,parecer,wydać się,10
5959,glamour,glam.,75
1322,congregação,kongregacja,79
1938,cognizant.,kompetentny,93
11795,interesses.,zainteresowania,9
310,polímata,erudyta w wielu dziedzinach,99
8534,plumbago,grafit,59
816,raio de sol,sunray.,99
11420,torta,ciasto,36
7913,cordas,smyczki,34
2712,ávido,zachłanny,91
9017,unha,gwóźdź,33
3416,lambreta,skuter,86
13101,principe,książę,20
1423,tirosina,tyrozyna,96
7608,ecossistema,ekosystem.,64
8141,recondição,zwiad,61
5503,acumulado,zgromadzony,67
8980,oitenta,osiemdziesiąt,53
1151,bom dia,bonjour,97
10247,medido,wymierzony,21
1767,pensões,pensjonaty,65
8110,crescente,półksiężyc,62
13858,primeiro,pierwszy,7
6506,através do qual,w wyniku czego,72
12642,entretenimento,rozrywka,22
8590,bubônico,morowy,58
4937,tempestade,nawałnica,79
13077,inning,sprzęt zboża,14
4627,espongiforme,gąbczasty.,83
11433,invicto,nie pobity,37
6804,louro,laur,69
3109,estuário,ujście,88
3944,desgraça,hańba,75
13815,ou,lub,5
3480,intervir,interweniowanie,50
13610,palavra,słowo,10
13771,quase,prawie,13
14104,mantido,trzymany,9
8965,sensato,rozsądny,52
4903,rena,renifer,81
4365,jagger.,radełko,83
776,enestado,oznaczał.,99
14451,perdas,straty,12
326,enéias,aeneasza,100
13461,mais curta,krótszy.,16
2276,coxa,udo,90
1929,bile.,żółć,95
14346,comercial,handlowy,10
8702,derrubar,obalenie,56
13877,poderia,móc,5
538,tributável,podlegający opodatkowaniu,99
10401,brinquedo,zabawka,39
11454,bônus,premia,37
3270,confiada,powierzony,86
10673,suporte,nawias,29
9047,planador,szybowiec,49
2203,consorte,małżonek,91
12832,econômico,gospodarczy,20
13889,através,poprzez,10
5925,chuvoso,deszczowy,75
17,fanáticos,fanatycy,68
4297,sânscrito,sanskryt,84
5588,faseado,fazowany,29
2660,richest.,najbogatszy,92
13337,deus,bóg,17
9581,evade,uchylać się,44
13095,liberdade,wolność,20
10090,desistir,odstąpić,47
1917,quark,twaróg,92
5967,argônio,argon,75
2465,noivo,pan młody,80
7920,viewer.,widz,38
594,monossódio.,monosodium,99
11729,entregue,dostarczony,28
3791,abalado,przygotowany w shakerze,87
6479,codificação,kodowanie,15
422,longarina,podłużnica,98
2890,fruição,urzeczywistnienie,91
130,eletrostático,elektrostatyczny,91
1447,banheiros,wc,45
5953,furão,fretka,75
4926,pungente,ostry ból,81
4943,travessura,psota,80
1452,cariageway.,jezdnia,96
6809,alavanca,dźwignia,67
13901,usuários,użytkownicy,5
12708,fundida,rzucać,22
9334,dat.,dratek,53
10864,saída,wyjście,40
1085,aniquilação,unicestwienie,74
13837,você,ty,5
8357,décimo sexto,szesnasty,60
10003,completamente,wprost,48
10075,indonésio,indonezyjski,46
3230,peças de vestuário,odzież,64
11052,escravo,niewolnik,34
