ID,PORTUGAIS,RUSSIAN,INTERVAL
3848,jurisdições,юрисдикции,50
11700,mickey.,микки,31
4314,malayalam.,малаялам,81
11717,harvey.,харви,30
14035,óleo,масло,16
14464,arquivado,подано,6
4457,impressão digital,отпечаток руки,62
9638,bronx,бронкс,46
3108,impala.,импала,87
11046,historiadores,историки,26
8420,magnum,магнум,55
3905,ratificação,ратификация,84
240,cuspindo,плевать,26
12003,bulldogs.,бульдоги,26
1439,curar,лечить,57
13514,milhas,мили,12
4370,autenticidade,подлинность,51
14303,facto,факт,6
12525,lawrence.,лоуренс,23
13819,eram,были,6
11036,bahamas.,багамские острова,36
2983,kensington,кенсингтон,88
1716,rougeau,ругос,94
9840,plural,множественное число,41
2694,bule,заварочный чайник,89
11560,vestir,носить,22
5809,medalhista,медалист,56
7855,reno,рено,59
9083,arranha-céu,небоскреб,47
2219,imprevisível,непредсказуемо,88
14471,negócios,предприятия,13
2221,smegma.,смегма,91
11970,trazendo,приносят,6
8326,tóxico,токсично,45
614,verifica,чек об оплате,93
7514,exibir,выставка,26
544,dioxin.,диоксин,99
9940,vital,жизненно важный,43
12363,corretamente,правильно,25
854,soler.,солель,98
3227,egoísta,эгоистичный,83
9447,dei.,деси,48
13519,ben.,бен,13
2350,escovando,чистка,46
11247,lanças,копья,30
2038,ananda.,ананда,92
3264,peptídeo,пептид,85
10817,frequência,частота,35
10206,imprudente,диплом,42
11687,tabela de desempenho,система показателей,31
11676,jacarta,джакарта,31
348,desvalor,деваль,96
8504,talbot.,талбот,55
9466,niágara,ниагара,48
13032,exatamente,точно,18
2662,dominus.,домина,89
7306,cafetão,суперизм,61
8861,tiffany.,тиффани,52
5757,aparafusar,прикручивать,38
3069,fundamentos,основы,32
4863,jock.,джок,76
11883,ka.,ка,29
7642,prelúdio,прелюдия,58
4510,formidável,грознуемый,80
4772,erasmus.,эразм,79
2645,autocracia,самодержавие,89
13029,exclusivo,уникальный,18
755,kike.,кайк,98
35,jeannette,джиннетт,100
3011,elisha.,элиша,88
11317,batido,постучал,23
8881,pulitzer,палитер,52
9788,café da manhã,завтрак,44
9683,mussolini,муссолини,46
1645,pahlavi.,пахлави,94
6899,neptunian.,нептуненс,65
12754,percentagem,процент,20
8857,careca,лысый,47
13039,aproximadamente,примерно,17
13347,desambiguação,неожиданность,15
7305,nudez,наготавливаться,62
12872,perder,терять,12
1511,perpendicular,перпендикуляр,95
12688,soletrado,прописан,12
14181,terceiro,третий,8
13970,fez,делал,5
4404,rhb.,рб,81
9136,paradoxo,парадокс,46
7535,letal,летал,59
13711,ilhas.,острова,9
12791,larry.,ларри,21
6334,doppler.,допплер,69
13645,concorrência,конкуренция,11
7985,impor,навязывать,33
13793,para,к,5
4806,recheado,фаршированный,68
10887,frederick.,фредерик,38
5269,cassandra,кассандра,75
2020,gaivotas.,чайки,84
5974,queimador,горелка,70
3584,serafim,серафим,85
13384,cortar,резать,13
1600,dínamos,динамонс,53
13959,fim,конец,7
13620,afrikaans,африкаанс,12
4481,jeitoso,красивый,79
7051,propenso,склонный,64
5324,nana,нана,74
6013,colunista,обозреватель,66
5091,trópicos,тропики,8
6895,luvas,перчатки,43
9373,erro,ошибка,35
3446,bora,бора,81
8781,baas.,баас,44
1855,dorian.,дориан,93
14083,importante,важный,8
13661,meio,середина,12
602,raucoso,радужный,99
6637,flúor,фтор,66
9362,cemitério,кладбище,48
5813,gâmbia,гамбия,72
11235,shutout,локаут,22
11142,lib.,либ,35
6715,melhor.,самый лучший,66
12492,alma,душа,22
6898,fantasmas.,призраки,30
2467,peregrinação,паломничество,89
12881,solar,солнечный,20
3399,desmantelado,демонтировать,69
12373,atualizar,обновить,7
874,citocromo,цитохром,97
10085,barton.,бартон,43
8220,alma.,алма,55
5840,gibbilar,гибберти,72
6320,gloucester.,глостер,69
12972,inimigo,враг,17
12645,investigação,изучение,16
12322,sons,звуки,12
12136,bangladesh,бангладеш,27
12812,tocar,трогать,17
1876,quilogramas.,килограммы,72
12955,judaico,еврейский,19
3438,orquídea,орхидея,86
10986,híbrido,гибридный,36
7419,conquistas,достижение,31
8480,implicações,подразумеваемое,40
10988,fruta,фрукты,33
5917,emissão,выброс,56
13664,local,местный,12
7476,ambrose.,амброза,62
7813,sancho,санчо,60
7626,manifestação,проявление,40
9567,me dê,дамить,47
6993,gs.,гс,64
11462,cúpula,купол,32
8257,animais selvagens,дикая природа,56
10360,vampiro,вагон,38
12462,canto,угол,22
9493,molécula,молекула,43
11412,abandonado,заброшенный,28
14376,gerentes,менеджеры,9
6076,meditação,медитация,62
10348,mesquinho,мелкий,41
3984,acrópole,акрополь,83
13003,manteve,сдержанный,19
10344,dieta,рацион питания,39
9734,benny.,бенни,45
7116,fracasso,бюст,49
3501,entalhe,выемка,54
2031,zoroastrianismo.,зороастризм,88
16,maníaco,маниал,99
12774,sudeste,юго-восток,21
7964,alarme,тревога,47
14452,principal,ведущий,7
9729,dezenove,девятнадцать,46
8860,mosteiro,аббатство,52
1806,depeche.,депи,93
5610,menonita,меннонит,73
1870,momentaneamente,на мгновение,93
3012,recintos,участки,68
9629,proibido,запрещенный,47
5845,mv.,м.в.,72
13547,fórmula,формула,13
5805,desviado,отвлеченный,59
3118,rigs.,бурки,53
9487,beck.,беск,47
1442,tridente,трезубец,91
2130,entrelaçado,взаимодействовать,78
7097,minissérie,минисеры,64
1014,ônix,оникс,97
14002,incluir,включать,6
12636,kim.,потрясающий,22
14055,vir,приходить,7
12023,raça,гоночная дорога,28
3838,shocker.,шок,82
10845,tucker.,укрытие,38
13821,esse,этот,5
6418,carbonaceous.,углеродистый,69
3816,aves,домашняя птица,84
9976,ortodoxo,православный,44
1250,mais alto,громкий,96
4693,cartunista,карикатурист,67
4784,cartão,картон,79
12741,articulação,соединение,21
3895,acetona,ацетон,84
5099,em desvantagem,превзойти,71
8388,newsprint,новость,55
7261,genoma,генома,61
4166,jousting.,жопинг,82
13772,verde,зеленый,11
9669,diablo.,диабло,46
5230,vórtice,вихрь,76
5755,hidra,гидра,72
9999,monção,муссон,43
14344,existir,существующий,8
12996,sem utilidade,бесполезный,19
11777,licenciamento,лицензирование,10
365,macaque,макака,99
10038,linhagem,родословная,43
353,bilhar,бильярд,92
8816,galileo,галилео,52
11169,município,муниципалитет,25
6721,inerentemente,насущный,53
9561,curry,карри,43
12870,rookie.,новобранец,18
10702,barril,бочонок,35
11522,riley.,райли,32
10906,no meio do caminho,на полпути,37
12359,chade,чад,25
1236,especificações.,спецификация,62
12917,unreferenciado,безрезультатно,19
7298,cênica,живописный,62
13812,um,анонца,5
8688,peppers.,перцы,31
14077,apontar,точка,6
14080,características,функции,9
9713,gótico,готика,46
5647,vil,вил,73
9318,cerca de,цирка,49
10979,notação,нотация,34
2019,acordou,просвечивать,92
810,açafrão,шафран,98
9995,carmesim,малиновый цвет,44
12562,finlândia,финляндия,23
11212,anatomia,анатомия,35
6889,romero.,ромеро,65
6377,tryptamine.,триптамина,69
7611,desencadeado.,развязан,57
3386,descrença,неверие,86
13946,preços,цены,18
4427,recontagem,пересчитать,62
10618,tibetano,тибетский,36
9197,bumblebee.,шмель,50
10279,praça,плава,41
7786,motim,мятеж,56
3737,mexilhão,миссий,82
3059,veementemente,яростно,84
8871,centavo,пенни,51
13701,dados,данные,12
3448,pug,мопс,81
12039,criminoso,уголовное,25
13931,estado,состояние,6
12422,engraçado,веселая,24
3714,fonógrafo,фонограф,82
4503,meteorito,метеорит,68
1501,atuário,актуальный,88
9648,almoço,обед,46
3002,caixa de ferramentas,ящик для инструментов,88
7639,colateral,залог,60
12385,hitler.,гитлер,25
9038,manto,мантия,50
7930,rígido,старина,59
4833,parramatta.,парраматта,78
10493,crosby.,кросби,40
5304,sikhism,сикхизм,75
7792,residir,противодействовать,31
11873,winnipeg.,виннипег,29
14152,pacote,упаковка,20
5150,dm.,дм,76
4356,daphne.,дафна,81
9755,karen.,каренс,45
13782,japão,япония,11
10784,supostamente,отчетливо,38
8136,punhal,кинжал,55
11186,suíço,швейцарский,35
7038,céus,небесный,27
7696,luto,траур,55
9741,carlo,карло,46
10940,crista,гребень,35
2646,trilobite,трилобит,89
1449,reutilizado,повторно используется,59
6834,irracional,иррационально,64
12220,assentou,поселился,21
14120,lugar,место,6
4049,provence,прованс,82
12683,teclados,клавиатура,20
545,reacionário,реакционер,94
1675,solon.,солон,92
10562,pedregulho,валун,38
8776,mamãe,мумия,52
10321,sapateiro,shoemaker.,41
914,merton.,мертон,97
6782,autonomia,автономия,66
1134,miologia,миология,96
2159,hífen,дефис,62
1552,aneto,укроп,93
4768,camaron,камарон,79
10213,poderoso,могущественный,42
2181,escudeiro,сквир,79
14474,treinamento,обучение,10
14429,preço,по цене,18
1299,anotado,аннотирован,83
9472,magalhães,magellan,48
5620,condor,кондорация,71
5839,tempo esgotado,время ожидания,58
9099,colocação,размещение,49
12854,bélgica,бельгия,20
6198,flagship.,флагман,70
13680,mordeu,кусочек,12
5455,o portador,носитель,62
12000,cor de rosa,розовый,28
10280,filipino.,филиппинс,40
12433,turco,турецкий,24
14378,unidades,единицы,6
1692,desidratação,дегидратация,89
7172,soprar,задуть,62
10675,brent,довериться,38
4753,homofóbico,гомофоб,79
8742,demolido,снесенный,49
13174,às vezes,иногда,15
5745,reaberto,возобновить,61
11850,acontece,случается,11
13571,vários,различный,13
12355,aviação,авиация,24
5679,mostarda,горчица,72
3200,infligindo.,наносят,52
14172,código,код,12
14410,olhando,смотрящий,5
4290,hominem.,гомина,81
10481,pp.,поп,39
6224,barata,таракан,70
2685,dipper,ковш,89
9364,pernoite,с ночевкой,49
4513,darby.,дарби,80
13259,índice,показатель,16
651,efedrina,эфедрин,98
12321,iugoslávia.,югославия,25
13251,sino,колокольчик,15
5403,incêndios,лесной пожар,62
8884,eficiência,эффективность,34
13138,chute,пинать,12
2553,polinésia,полинезия,90
1329,gárgula,горгулья,92
6072,conquistado,завоевано,43
10645,perfurar,пирс,33
13707,boston,бостон,12
13264,mary,мэри,14
4131,brega,сырный,82
10681,sujo,грязный,38
7270,praças,квадраты,15
8821,saloon,салон,50
7249,cidadão,бургесс,60
12582,du.,дурак,23
1492,urbana.,урбана,95
12859,josh.,джош,20
1860,músher,мушественность,73
5778,danadinho,непослушный,72
6183,cartel,картель,65
3427,tressel.,трески,86
6118,novato,новичок,68
10408,herr,трюк,40
887,déficits,дефицит,31
1834,muckraker.,макушка,90
1791,anulação,nullification,93
11403,especialista,эксперт,24
12133,quinta-feira,четверг,27
10278,ratazana,крыса,37
9397,ryder.,растрат,48
7534,rambutan.,рамбутан,62
3740,aterro,свалки,84
8869,notório,пресловутый,49
11296,quinze,15,34
9588,da mesma forma,так же,47
12315,mexicano,мексиканский,25
3817,paridade,паритет,84
11813,mini,мини,29
12768,holandês,нидерландский язык,21
12677,mississippi.,миссисипи,22
3016,coronado,коронадо,88
5742,cid,укрывать,73
7221,provação,промежуток времени,62
3398,quintal,задний двор,86
909,lontras,оттес,42
5678,parque infantil,игровая площадка,72
1285,induzir,индуцировать,51
3667,sanção,санкция,15
1265,anos noventa,девяностые,52
11339,brevidade,краткость,34
10894,timothy.,тимоти,37
13368,troféu,трофей,14
6318,nádegas,ягодицы,67
12850,allen.,аллен,20
3917,cupido,амур,84
12395,pó,пыль,24
1907,comunicado,коммюнике,92
9248,invenção,изобретение,29
252,parlamentos,парламенты,17
4593,paranoico.,параноида,79
14463,tentar,пытаться,6
8527,criaturas,существа,45
5268,vendedor,продавец,58
6127,revisão,капитальный ремонт,60
4973,creatina,креатин,77
13715,smith.,смит,12
5624,baht.,бат,74
6309,archimedean,архимедный,69
8434,eterno,вечный,48
7148,gestapo.,гестапо,63
3038,tomilho,тимьян,88
5246,picard.,пикард,76
8674,monge,монах,38
13898,empresas,компании,9
10917,entrega,доставка,33
7403,tolet,виолетта,61
2282,cambaleando,ошеломляющий,76
5836,finch,финч,68
1127,excreção,экскреция,93
9010,reiniciar,начать сначала,41
9430,excitante,захватывающе,34
3598,sobrescrito,суперскриптор,83
8927,marinheiro,моряк,38
7033,panhandle.,панхандл,64
12560,onda,полоса,22
11199,desviar,уклоняться,34
5540,droit,дробил,69
3615,tarântula,тарантула,85
3975,técnicos,техники,56
14245,adicional,дополнительный,6
2291,estrôncio,стронций,91
12099,conde,граф,27
12898,utah.,юта,20
11859,vegas,вегас,28
5272,reunido,воссоединиться,65
13033,pd.,портить,18
9490,por pouco,узко,48
11493,vênus,венера,18
3593,samaritano,самаритан,84
11686,nova iorque,нью-йорк,31
13873,qualquer,любой,5
6023,toalha,полотенце,66
4237,tae.,тэя,82
9758,organizacional,организационный,45
1441,aramaico,арамейский,95
11941,wade.,уэйд,28
3633,sagitário,стрелец,85
2913,pampas,пампас,85
238,sesta,ворсин,80
3249,flapper,заслонка,87
41,palavreado,изготавливание,100
12090,liderança,лидерство,27
7015,adoração,поклонение,58
5873,moderadamente,умеренно,26
13768,em si,сам,12
2925,goldwater,золотая вода,88
13633,importam,иметь значение,12
5467,nikon.,никон,74
2378,pulseira,браслет,85
13451,filme,фильм,12
607,roteirista,сценарист,99
8349,langley.,лэнгли.,56
1403,manipulações,манипуляциями,38
2938,compreender,постигать,85
9644,ícone,значок,36
10696,muller.,мюллер,38
4341,esopo,эзоп,81
462,contrastado,контрастировать,33
3245,agonista.,агонист,79
8707,variação,вариация,39
8308,nazis.,нацисты,24
9686,papai,папочка,46
8672,rom,пзу,52
13412,frank.,откровенный,14
4252,sanguessuga,пиял,81
11973,nancy,нэнси,28
7355,cerebral,церебрал,62
12481,vidro,стакан,22
8544,weller.,великолепный,54
6698,sapatona,дамс,62
12034,talkie.,разговор,27
2217,assimétrico,асимметричный,86
9147,lyon.,лион,50
11641,rebelião,восстание,30
8865,berkshire,беркшир,52
12519,hadal.,хандал,23
4931,alegremente,радостно,77
10093,rita,рита,43
14104,mantido,держал,8
9597,rouba,воровать,31
2056,prudencial,пруденциальный,92
2583,gentileza,доброта,13
11937,longhorns.,лонгхорн,26
8732,ioga,йога,53
5891,dinossauros.,динозавры,50
10059,tocos,пень,37
8880,oslo,осло,52
858,construções,конструкции,5
11997,ressaca,подчеркивать,28
2912,o jantar,закусочный,86
13536,kansas.,канзас,13
9682,fs.,фшс,46
3629,ashanti.,ашанти,85
8969,compatível,совместимый,47
12293,saudita,саудовство,25
8185,cinderela,здравоохранение,57
9721,fuji.,фудзи.,46
9355,wong.,вон,49
4786,triptofano,триптофан,79
8468,sem resposta,без ответа,55
8718,chapéus,шляпы,26
2211,vending.,ванды,90
7574,carmel.,кармель,61
5434,açude,воен,75
10814,droga,проклятие,34
3359,grounder,грунтовый,86
14264,necessário,нужный,6
4942,de bom grado,с радостью,77
6215,skittle.,добиваться,58
1026,beterraba,свекла,93
11649,merece,заслуживает,23
12137,unificado,унифицированный,27
6325,realizado,предпринятый,69
10167,bolo,торт,40
610,mantra.,мантра,97
1690,glaucoma,глаукома,94
3430,yarmouth,ярмут,86
13973,chamado,называется,8
10633,minneapolis.,миннеаполис,39
14456,x,икс,8
3944,desgraça,позор,71
14372,regra,правило,7
10632,richter.,богатер,39
13781,vitória,победа,11
1529,reto,прямая кишка,95
4827,lister.,листерес,77
12856,agência,агентство,16
9681,veneza,венеция,46
3773,versátil,универсальный,76
1204,cana de açúcar,сладкая палочка,96
14466,desejado,в розыске,5
6911,gatinho,киска,64
10985,rodar,вращаться,29
13887,entre,между,8
11155,aventuras,приключения,26
9513,bartlett.,бартлетт,47
4328,patsy.,патенси,80
4118,cisnes,лебеди,41
1143,bonsai.,бонсай,96
11021,harold.,гарольд,37
7491,firewall.,межсетевой экран,62
2780,primer.,грунтовка,85
11287,fita,лента,27
1977,separatistas,сепаратисты,65
14113,encontrar,находить,7
10519,fera,зверь,37
9872,homossexualidade,гомосексуальность,36
8947,estudioso,ученый,35
10973,madagáscar,мадагаскар,37
3039,alvenaria,кирпичная кладка,88
31,desatento,не обращающий,99
10563,entupimento,засорение,38
10449,georgiano,грузин,38
1662,cavalheirismo,рыцарство,94
6561,nairobi.,найроби,68
9879,crimean.,крымс,44
11566,bombers,бомбардировщик,23
11764,próximo,рядом  поблизости,30
2633,booster.,бустер,77
7727,nápoles,неаполь,60
3570,com ciumes,ревнивый,85
14415,r,р,9
10624,consolidado,консолидированный,32
5265,cher.,шер,75
4417,redistritamento,перераспределение,80
3488,calypso.,калипсо,86
8513,lâmpada,луковица,53
13995,grande,большой,7
10160,felix,феликс,42
13052,fé,вера,17
3666,romulus.,ромул,85
7580,abel.,авель,61
1108,tilly.,тилли,96
12606,acusado,обвиняемый,15
7467,transparência,прозрачность,45
12232,panamá,панама,26
5700,gaspacho,гаспачо,73
3444,nuke.,надувательство,79
9579,tango,танго,47
7106,ferradura,подкова,62
4661,patches.,патчи,30
10678,promessa,обещать,24
4781,sibéria,сибирь,79
7450,detenção,содержание под стражей,61
6544,correio,курьер,66
13218,oceano,океан,16
1759,autista,аутистический,93
5846,fiscal,фискальный,72
583,giroscópio,гироскоп,96
3807,queimar,ожог,84
13220,desenvolvido,развитый,10
12445,dinastia,династия,24
6612,trator,трактор,62
14501,autoridades,власти,9
4952,eslavo,славян,77
4038,ária,ария,68
11106,dificilmente,едва,36
1750,retângulo,прямоугольник,91
4292,facada,утомлять,60
5464,reator.,реактор,69
5662,sensação,ощущение,58
2094,glicerol.,глицерин,92
11473,drake,драка,32
11416,parada,парад,31
6779,textura,текстура,58
7522,sírius,сириус,62
6435,africanos.,африканцы,13
7457,rollback,откат,61
1431,observadores,наблюдатели,87
4823,hidromel,меда,72
5695,cyclamen.,цикламен,73
9242,armistício,перемирие,49
149,urgência,острая необходимость,100
6563,proctor.,проктор,68
3259,excessivamente,чрезмерно,33
6979,urgente,срочный,58
1201,litas,лита,96
5378,curinga,подстановочный знак,75
7074,mórmons.,мормоны,31
1830,thylacine,тилацина,93
10361,windsor.,виндзор,41
8198,predominantemente,преимущественно,57
1814,galen.,галень,93
7841,hurley.,гульца,59
8824,comerciante,торговец,47
12755,sudoeste,юго-запад,21
7935,winger,винер,45
14326,policial,офицер,10
5799,conservadorismo.,консерватизм,72
9220,detido,задержан,45
10601,convencido,убежденный,27
7650,quartermaster.,четвертьмастер,61
8703,descobrir,обнаружить,9
11920,manhattan,манхэттен,29
14379,lado,сторона,10
3949,escrita,приписать,79
4032,reagente,реагент,79
11685,collins.,коллинз,30
7872,infinitamente,бесконечно,26
4992,xenon.,ксенон,77
4907,feminista,феминист,72
5609,gies.,гиз,70
11128,distribuído,распределен,19
14306,lançado,выпущенный,8
9185,deusa,богиня,49
2929,dopamina,дофамин,88
14328,liderado,вел,10
5363,hidróxido,гидроксид,75
3510,rebocar,буксир,52
5148,hardtop.,хардтоп,77
9930,balsa,перевозить,36
9093,graduado,выпускной,35
8526,no exterior,за рубежом,54
5025,catalão,каталон,77
2651,hemoglobina,гемоглобин,89
7961,cathy,катистота,58
10153,pinho,сосна,40
9228,sírio,сирийский,47
14468,quer,хочет,5
6655,sutter.,саттер,67
12939,verdade,правда,18
12154,er.,эр,26
9411,esteira,мат,37
1965,suater,муравьед,91
1377,parkland,парковая земля,89
7293,infrangível,неразрешимый,62
13476,direto,прямой,14
14402,exigir,требовать,6
13128,introduzindo,представлять собой,10
4323,absinto,абсент,81
12152,estratégico,стратегический,26
7909,tnt.,тнт,59
9706,moisés,моисей,46
2928,civilmente,гражданский,88
10868,newport.,ньюпорт,38
5004,divide,расщепляться,18
1932,midi.,миди,92
11743,renascimento,ренессанс,30
12610,del.,дель,22
12630,instalação,средство,18
8676,contingente,контингент,39
11960,imperial,имперский,24
5195,trêmula,шаткий,76
2855,descuidado,беспечный,84
7071,sério,искренний,63
2319,balançar,качаться,80
1264,sonhadores,мечтательно,96
4312,farinha de trigo,мука,81
8380,proclamado,провозглашен,45
10122,ocorre,имеет место,11
5729,aerodinâmica,аэродинамика,59
9474,somali.,сомалийский,48
10968,delaware.,делавэр,37
11244,cardeal,кардинал,15
9302,desfigurar,неразрешитель,49
520,desacontável,unaccounted,94
4034,currículo,учебный план,82
4012,estragando,охватывание,72
10830,fabricantes,производители,20
9780,popa,кормовой,45
7189,marina,марина,63
6338,rpm.,обороты,69
7455,estéreo,стерео,62
10475,presumivelmente,предположительно,28
13072,aceno,волна,15
4805,condenar,осуждать,33
6409,prossegue,выручка,69
1151,bom dia,бонжур,96
14073,possível,возможный,7
910,toru.,тору,93
14142,período,период,8
1354,home,hep.,96
14182,bancos,банки,14
5100,articulado,сочлененный,64
3099,seqüestrado,угнал,49
8899,ensinou,учил,52
1188,vigilante,линчеватель,82
2763,estatutos,устав,61
11478,alfred,альфред,33
2474,tori.,торы,56
1654,escroto,мошонка,93
11718,maya.,майя,30
9075,inativo,неактивный,47
13148,ausência de,отсутствующий,11
13581,indiano,индийский,12
11355,edgar.,эдгар,34
11337,merda,дерьмо,33
7242,melamina,меламин,63
7530,benéfico,выгодный,61
11484,varrido,охваченный,32
11238,prender prisão,арест,17
2647,teólogo,богослов,86
8002,riga,рига,58
12597,hospital,больница,20
6887,fã-clube,фандом,65
14231,texto,текст,7
1183,margarina,маргарин,96
14234,privado,частный,10
12273,terça,вторник,25
10875,nepal,непал,38
5722,gopher.,гофрировать,38
13517,impresso,напечатано,11
1287,indeciso,нерешительно,93
4975,diagnóstico,диагностика,77
12188,cume,хребет,26
2544,desigual,неровный,90
11301,fo,избавиться,34
5190,acelerador,дроссель,71
590,goalies.,вратари,47
11421,circunstâncias,обстоятельства,31
8631,cordeiro,ягненок,50
8803,pong.,понг,52
9476,hamburger,гамбургер,37
7923,yom.,йом,59
14109,john,джон,8
14343,atualmente,в настоящее время,7
3333,turnpike.,тонально,83
7679,cromossoma,хромосома,56
14371,significativo,значительный,10
4930,óculos,очки защитные,74
2536,quilo,килограмм,87
7537,bourne,борн,61
12756,móvel,мобильный,15
13867,se,если,5
14195,em vez de,скорее,6
257,coeso,сплоченный,56
5220,simulação,симуляция,38
4926,pungente,панс,77
7986,atordoado,ошеломленный,42
8756,trompete,труба,50
13520,numerosos,многочисленный,12
11351,difundido,широко распространен,34
8208,besouro,жук,55
3589,motocicletas,мотоциклы,25
2072,cálice,кубок,91
7894,atrito,трение,58
12773,kentucky.,кентукки,21
3260,afinidade,аффинность,79
4711,insônia,бессонница,79
13058,vem,поставляется,7
2483,loco.,локона,81
11161,folk,фольклор,28
7775,antony,антоний,60
1334,albino,альбинора,95
2198,arrecadação,сбор средств,91
5352,ourchin,урхин,75
5161,peregrino,переживание,76
3050,cardo,чертополох,81
1780,vigorosamente,энергично,65
3843,oliva,олива,84
519,simeon.,симеон,99
8456,bonitinho,милый,50
10150,skate,скейтбординг,29
1242,mancha,пятно,62
5406,digerir,переварить,52
6569,negligenciada,пренебрегать,55
14144,mercados,рынки,12
12828,bebê,детка,20
7723,incapacidade,неспособность,60
11556,sal,поваренная соль,30
11179,banyan.,банян,35
9117,sexy.,сексуальный,50
7026,inventário,инвентарь,62
9497,banda larga,широкополосный,47
5070,miskin.,мискин,77
4747,espremer,сжимать,63
3198,verbos.,глаголы,50
3742,mongol,монгольский язык,83
9174,parabéns,поздравляю,42
13534,opinião,мнение,11
6959,libré,ливрея,63
2902,toranja,грейпфрут,88
7968,microondas,микроволновая печь,58
14184,ausente,прочь,11
13414,brigando,боевые действия,7
2616,mais feliz,счастливее,89
5341,paranormal,паранормальное явление,75
11465,representação,представление,30
8359,mansão,особняк,53
5723,caixa,кассир,70
13920,onde,где,7
4955,axel.,осесть,77
1021,boicotar,бойкот,62
7812,smithers.,смитерс,59
1055,descobridores,первоклассники,71
5370,volátil,волатильный,67
14398,data,дата,6
13089,robô,робот,17
1648,perdue.,пердеть,91
5151,desportista,спортсмен,76
8442,imaturo,незрелый,53
12020,salvador.,сальвадор,28
7171,carney.,карни,63
7057,lancer.,уважение,44
8143,circular,циркулярный,57
2598,obra-prima,шедевр,82
12022,negado,отклонен,21
5781,obedecer,подчиняться,62
9375,polvo,осьминог,48
2836,espécimes,образцы,61
8176,vírgula,запятая,48
11871,malicioso,злонамеренный,24
3228,negligência,халатность,66
3803,periferia,периферия,83
8708,escalando,альпинизм,28
1601,torno,уточнение,94
7603,embargo,эмбарго,59
8162,bombaim,бомбей,57
11534,helen,хелена,32
13876,governo,правительство,9
6256,yin.,йин,70
10377,parceiro,партнер,32
4782,repolho,капуста,79
4914,cav.,кавер,78
8261,liger.,лигерный,56
13567,scott.,соревнование,13
9761,canterbury,кентербери,45
7702,castillo,кастильо,60
1807,dunne.,унылый,93
9438,frasco,банка,45
7576,cafeteria,кафе,59
5473,desigualdade,неравенство,68
12826,carl.,карл,20
5193,alucinógeno,галлюциногенный,68
6755,favorável,благоприятный,29
8156,minério,руда,56
247,lisina,лизин,100
760,panoptical.,паноптика,98
12255,continental,континентальный,26
1787,apóstrofos,апострофы,67
9866,whitman.,уитмен,44
5325,torpedo,торпед,69
14223,criar,создавать,5
8449,sismologia,сейсмология,53
2293,enclave,анклав,86
2262,longe,вдальше,91
4723,esférico,сферический,78
1767,pensões,пенсии,62
11430,trindade,троица,33
7216,peludo,пушистый,63
4096,anemia,анемия,83
14050,estados,состояния,6
11766,afortunado,везучий,30
10445,pescoço,шея,38
7359,ocioso,праздный,60
7397,tara,тара,62
2977,metrópole,метрополис,88
7502,salisbury,солсбери,62
11892,convenções,конвенции,13
8258,tai.,тай,56
11996,foca,тюлень,20
11798,crescendo,растущий,22
13925,enquanto,пока,6
11662,zimbábue,зимбабве,31
12948,lixo,хлам,19
10802,pizza,пицца,38
9145,abertamente,открыто,50
6699,granger.,грейт,66
6270,guinness,гиннес,70
286,gillies.,джиллис,88
4305,supérfluo,лишнее,80
8722,vaqueiro,ковбой,22
9636,whitney.,уитни,46
7243,quiropraxia,хиропрактика,63
3729,índio,индий,85
9997,piffle.,пишец,44
5939,sete vezes,семикратно,71
7335,idoso,пожилые люди,62
3590,propulsão,движущая сила,85
2550,cânhamo,конопля,90
3965,à moda,стильный,83
622,apt.,доп,97
13141,pausa,перерыв,13
10639,transações,транзакции,36
1495,antidisestabantismo,антидизестабизм,95
1320,legis.,легис,96
13526,serviços,сервисы,7
3898,assam.,ассам,84
802,matador,матадор,96
1436,inquéritos,запрашивать,64
5487,metamórfico,метаморфический,73
2604,boleano,логический,88
6701,templário,шалфрар,66
12553,enquanto isso,тем временем,23
7598,cg,счетный,60
12587,guru,гуру,23
13943,desligado,выключенный,8
5863,reestruturação,реструктуризация,60
2561,stockman.,сток,90
11823,homo,гомо,29
4008,lulu.,люять,83
4614,calorosamente.,горячо,79
2063,nautilus,наутилус,92
10691,anglo.,англо,38
8840,pontuação,пунктуация,48
9150,valencia.,валенсия,50
8668,mente,урегулированный,10
10457,amsterdã.,амстердам,40
5359,pasta de dentes,зубная паста,75
3836,antitruste.,антимонопольный,84
10697,lw.,промежуток,38
9933,referendo,референдум,38
14353,descrito,описанный,9
5669,lepra,лепроси,73
7157,cortina,занавес,60
13453,artista,художник,12
13950,usando,с использованием,5
4022,registros,реестры,6
13915,seu,твой,5
6109,alastrador,аластор,71
5433,collie,колли,71
11398,tremoço,люпин,33
4927,millibars.,миллибары,74
10097,escolta,эскорт,36
12886,efeitos,эффекты,10
9594,nerd.,зануда,43
9312,conquista,завоевать,46
9499,cocô,какать,45
13993,cinco,пять,9
4422,incapaz,неспособный,79
9637,varrendo,подметание,28
6770,falta,нехватка,52
100,jubarte,горбана,100
7398,apóstolo,апостол,49
5588,faseado,фаз,25
13710,portanto,следовательно,12
13046,simpson.,симпсон,18
4665,lemony.,лимония,79
6626,sushi,суши,67
1004,peixe-espada,рыба-меч,97
6323,rebarba,заусенец,69
9817,bruxo,волшебник,31
2982,gid.,ток,88
13745,borda,доска,11
4228,chilre,чистота,78
