ID,PORTUGAIS,SPAIN,INTERVAL
8891,speller.,deletreador,53
41,palavreado,verbosidad,100
12236,meia hora,medio tiempo,28
14386,cartão,tarjeta,14
7738,não verificado,inconfirmado,46
4756,haute.,altar,73
13768,em si,sí mismo,12
9920,hoary.,canoso,45
11850,acontece,sucede,12
8539,petição,petición,41
6375,desorganizado,desestructurado,68
9677,rhodes.,rodas,47
10643,girou,hilado,40
3389,óleos.,aceites,18
3868,não resolvido,irresoluto,84
10340,dedão,pulgar,40
8389,fra.,fraigarse,56
13357,ont.,oner,17
4500,charão,carón,80
7219,lanes,carriles,28
3727,ainda água,agua sin gas,85
8205,indução,inducción,46
266,leniente,indulgente,96
9633,seio,pecho,42
4152,posto avançado,avanzada,68
9258,sonda,investigacion,45
12166,deturpando,tergiversación,24
1515,chemise,camisa de señora,90
10052,borracha,caucho,44
4587,espinha dorsal,columna vertebral,79
6353,milestones,hitos,49
8570,sável,sábalo,55
5768,subseções,subsecciones,47
8304,sw.,sudoeste,57
7773,cockpit.,cabina,59
3059,veementemente,con vehemencia,84
12197,bastão,murciélago,10
1041,jurada,juré,97
8395,caf.,coste y flete,56
2085,pára-quedista,paracaidista,50
688,onipresente,ubicuo,98
8718,chapéus,sombreros,28
6913,mastro,mástil,62
13377,banido,prohibido,11
2550,cânhamo,cáñamo,90
10761,bicho de estimação,mascota,36
13650,jurídico,legal,9
12946,selecionando,selección,12
14274,foi,fue,11
14077,apontar,punto,7
13541,soviete,soviético,14
81,pedreira,cantera,95
12208,catgut.,cuerda de tripa,29
3470,gorro,capó,76
12924,jay.,arrendajo,18
1585,boogie.,mover el esqueleto,94
11655,queda,descendente,12
8399,pôr do sol,puesta de sol,55
3684,med.,medicina,85
1411,voltado,orientado,29
8800,locutor de rádio,locutor,14
6714,desligamento,encerrar,27
11987,rodovia,carretera,26
6709,meio-campo,centro del campo,53
1683,farsa  falso,impostor,77
2925,goldwater,agua de oro,88
13643,vila,pueblo,12
3257,caxumba,paperas,88
13138,chute,patear,13
9098,cupê.,cupé,20
8876,coaster.,portavasos,51
12090,liderança,liderazgo,29
4191,spinners.,hilanderos,54
13559,temporário,temporal,14
13542,greve,huelga,12
11216,lindo,hermosa,29
5525,recuando,retirada,34
4202,teixo,tejo,81
12859,josh.,josmos,22
5962,restabelecer,reintegrar,42
8758,magnético,imán,36
1909,ansiosamente,con entusiasmo,93
13407,passado,aprobado,9
13461,mais curta,más corto,15
14213,união,unión,11
4433,saudado,aclamado,17
13685,alegar,afirmar,10
5966,percussão,percusión,69
10563,entupimento,atasco,38
8508,maré,de marea,55
11309,pinguim,pingüino,26
6986,preso,encarcelado,46
12126,bilhão,billón,29
2309,elogios,complementos,57
6660,assis,asís,67
8755,sequela,continuación,49
11991,manchando,desfloración,26
6234,gunmen.,hombres armados,70
4281,testemunhar,testificar,59
12781,sessão,sesión,20
4592,machuca,duele,35
13791,o,el,5
8966,dedicado,devoto,42
3533,banha,manteca de cerdo,86
11139,inaceitável,inaceptable,36
11867,medicina,medicamento,30
12,normalmente,ordinariamente,100
8585,senador,sen,55
14164,faz,marcas,5
9668,tornozelo,tobillo,46
7903,confira,verificar,58
10445,pescoço,cuello,39
877,enganoso,elusivo,96
8069,pomar,huerta,58
6272,gafanhoto,saltamontes,67
1961,askari,postari,93
2718,luar,luz de la luna,87
3306,hexagonal,maleficio,85
1354,home,hept,96
3594,sobreposição,superposición,56
14422,recursos,capacidades,25
4444,aluguel,alquiler,75
1244,enlouquecimento,maldito,30
14465,associação,asociación,12
10186,antraz,ántrax,43
14163,pesquisar,investigación,11
8617,à paisana,muftí,54
4696,bravura,valentía,79
79,nighthawk.,chotacabras,94
2342,macarrão,fideos,64
4262,virilha,ingle,81
14322,conversas,negociaciones,5
6255,shook.,estremecerse,70
2235,squamish,escuadro,91
6248,clique,camarilla,66
7463,clê.,clive,62
11009,rotação,rotación,28
4136,mandatada,bajo mandato,40
3184,noções,nociones,46
8047,facções,facciones,44
7869,dixie.,marmita,59
4666,inflamado,encendido,55
3121,jujuba,pastilla,88
13268,7.,7,18
2583,gentileza,amabilidad,14
11182,steeplechase.,carrera de obstáculos,36
7139,agostinho,agustín,60
614,verifica,controlar,93
12558,desnecessário,innecesario,25
926,britten,brotado,97
5019,encaracolado,rizado,78
12310,ascender,aumento,22
12529,havaí,hawai,25
13598,destaque,destacados,10
1389,interditivo,prohibitivo,96
14074,distante,lejos,9
2301,duvidou,dudado,20
11725,sc.,carolina del sur,32
8417,desprezo,indiferencia,49
1913,tocha,antorchado,34
6027,bolsas,pantalón,37
4928,hornish,cacharro,78
7776,soberbo,magnífico,60
8978,cortiça,corcho,51
5853,graal,grifería,73
10103,fio,hilo,38
9527,separação,separación,14
11808,asp,áspid,32
45,escritura,sagrada escritura,80
13372,eu mesmo,yo mismo,16
6915,dow,dote,65
4877,vaga-lume,luciérnaga,78
10845,tucker.,fatigar,38
7918,égua,yegua,59
3386,descrença,incredulidad,87
9408,no mar,costa afuera,49
12301,varredura,escanear,20
6533,advocacia,abogacía,68
208,levante,goma de goma,100
11007,burma,birmania,38
13977,querer,desear,6
1798,sedução,seducción,89
6630,melancia,sandía,66
6895,luvas,guantes,44
2973,goldeneye.,ojo dorado,88
1343,cetim,satín,92
8001,parley,parlamentar,58
1257,mais espesso,más grueso,96
10660,lilás,lila,39
1905,ourives,orfebre,86
859,bowers.,botelladores,75
5203,em que,donde,76
12980,landfall.,recalada,21
2914,causeway.,calzada elevada,88
13662,perda,pérdida,11
6537,coolidge.,cool,68
5919,divindade,deidad,62
13748,baseball,béisbol,12
2730,esmerilhamento,molienda,67
9600,rant,despotricar,40
6371,regredir,toque de queda,65
12857,definição,definición,15
9783,dobrar,pliegue,34
7442,racecário,hipódromo,62
13116,lewis.,luis,19
13315,pré,pre,17
1324,peeps.,pío,81
4798,corte,cizallado,29
3694,ridley.,ridiar,85
6752,leveff.,llevar fuera,67
14152,pacote,paquete,22
5280,parte de cima,alza,76
3339,hostel,albergue,82
952,squall.,chubasco,90
5613,sedição,sedición,74
6135,coquetel,cóctel,64
3100,kosher.,comestible según la ley judía,88
5156,disfarçado,clandestino,77
661,chamadores,llamador,64
12196,husa,est,29
11797,subterrâneo,bajo tierra,32
7486,abençoar,bendecir,45
44,flashbacks.,recuerdos,83
3801,munch,mascar,79
9325,chiclete,goma,48
2149,goalless.,saludo,92
8807,percepção,percepción,47
11941,wade.,vadear,30
11600,regulamentos,regulaciones,25
9523,reenter,volver a entrar en,47
14280,ditado,dicho,9
11065,plutão,plutón,38
8565,ruivo,jengibre,55
3266,cutucar,dar un toque,71
7828,tripé,trípode,59
2315,sacada,balcón,83
4680,não divulgado,no revelado,79
215,mortalha,féretro,100
8743,macio,tierno,48
11226,fixação,fijación,10
11735,ta.,ejército de reserva,32
4642,azarado,desafortunado,80
13410,atormentar,harry,14
11606,oxigênio,oxígeno,32
10458,objeção,objeción,12
1301,westbound,en dirección oeste,96
13893,deve,debería,5
5384,bd.,bizcocho,73
7283,carambola,billar,62
10201,previsão,pronóstico,31
446,sem caracteristicamente,poco característico,88
10348,mesquinho,insignificante,42
7852,berço,cuna,59
1147,duro de matar,intransigente,96
357,rascunhos,borradores,95
4626,newt.,tritón,79
7844,piper.,gaitero,57
11454,bônus,prima,34
4509,lax.,flojo,76
13249,speedway.,pista de carreras,18
12702,reescrever,volver a escribir,19
1043,darter.,ave de serpiente,94
10171,lugar algum,en ningún lugar,43
14347,esforço,esfuerzo,7
7871,limar,limo,60
8172,retratando,que representa,25
5708,sitcom.,comedia de enredo,67
1140,isca,cebo,72
1872,belay.,amarrar,88
13271,retransmissão,relé,17
6091,lesma,babosa,53
8687,sinistro,severo,54
6604,orvalho,rocío,68
10039,azoto,nitrógeno,43
2429,anc.,congreso nacional africano,91
419,firecracker.,petardo,94
9022,litoral,línea costera,51
7278,destinatário,recipiente,48
7588,camiseta vermelha,camisa roja,58
570,farmland,tierras de cultivo,96
4228,chilre,chirridos,78
715,chique,chih,98
6565,risonho,smiley,68
9241,nomen.,no hombre,50
4611,desqualificação,descalificación,76
3867,calouros,estudiantes de primer año,84
7080,centrado,céntrico,64
3513,assimilação,asimilación,75
12226,evolução,evolución,28
14029,em volta,alrededor,9
1168,levantamento,acaricia,96
3756,boi,buey,84
8098,escolher,recoger,57
10264,lojas.,historias,25
7766,assédio moral,intimidación,45
3493,cintilação,centelleo,86
12643,convidamos,invitado,7
13555,duplo,doble,12
12010,geléia,mermelada,27
3450,rodapé,pie de página,83
4692,torradeira,tostadora,77
14044,cotações,tarifa,7
9918,satanás,satán,38
12472,ann.,ana,20
11830,intitulado.,noble,9
1302,queimadura de sol,bronceado,94
11204,apelo,apelación,28
6804,louro,laurel,65
9932,heath.,brezo,45
5903,aviária,aviar,72
5971,até a próxima,despedida,71
2329,taxa escolar,matrícula,91
5598,forçosamente,a la fuerza,67
2562,byelorussian,bielorruso,90
13444,começo,comenzando,12
9357,esclarecimento,aclaración,47
6346,búfalo,bisonte,62
13847,empresa,compañía,10
10230,romena,rumano,43
8663,vagão,vagón,48
11061,munição,munición,38
1556,frenchmen.,franceses,95
2789,axolotl.,ajolote,89
9646,fogos de artifício,fuegos artificiales,46
8941,gabão,gabón,52
10842,evacuação,evacuación,26
11280,calouro,estudiante de primer año,36
8137,abraçar,hurgonar,58
8136,punhal,daga,56
602,raucoso,estridente,99
9336,destroços,escombros,50
9644,ícone,icono,37
5590,mimado,consentido,51
13124,prod.,pinchar,19
9324,objecto,transmisión exterior,48
10271,doninha,comadreja,42
102,impressão de impressão,grabadora,100
4740,mather,matatoria,79
11468,haste,vara,33
9039,correção,reembolso,48
12950,sexta-feira,viernes,21
303,scion,vástago,96
2808,aer.,aor,89
6095,crosta,corteza,71
6150,trenó,trineo,69
6746,mobiliário,mueble,67
11042,marlin.,aguja,31
14496,inflação,inflación,45
10206,imprudente,diptura,43
333,soluço,hipo,97
13340,régua,escala,16
12874,luta livre,lucha,22
4338,iceman.,repartidor de hielo,81
2589,esquisito,bicho raro,88
3863,água limpa,agua clara,84
2166,caracteres,carbonizarse,82
14128,marchar,marzo,6
3072,amêndoa,almendra,86
9984,reeleição,reelección,43
12625,seg,lun,24
13771,quase,casi,12
12664,além,más allá de,24
10935,carvalho,roble,34
4896,empreiteiros,contratistas,62
10954,delineado,esbozado,32
8356,tensão,tensión,46
7881,qualificações.,calificaciones,23
8456,bonitinho,lindo,51
1856,mão armada,punzón,94
6147,reparações,indemnización,66
3065,cabalá.,kábala,88
11271,trimestres,cuarteles,10
1804,stave.,duela,75
12308,convecção,convección,26
14410,olhando,mirando,5
13636,tagged.,etiquetado,7
2756,opressão,opresión,67
6124,amônia,amoníaco,71
3789,marquee.,marquesina,84
10279,praça,plaza,42
10167,bolo,pastel,41
11595,ussr.,urss,33
10406,panela,maceta,39
7946,atacado,venta al por mayor,59
6955,ladrao,ladrón,65
2153,descontrolado,sin control,81
458,meação,sharecropropping,100
10979,notação,notación,36
5072,chinatown.,barrio chino,77
3407,redwood,secoya,83
13314,invasão,invasión,17
4061,balões,globos,41
1136,centopéia,ciempiés,96
692,infiéis,infiebles,79
1477,diretor.,director de escuela,93
13855,durar,último,6
11141,sentado,se sentó,37
7389,proporcionar,poder pagar,52
7288,tailback.,escape,61
2719,cursório,superficial,89
9245,por baixo,debajo,50
4721,meia temporada,temporada media,79
12038,bacia,cuenca,29
744,upstate.,septentrional,98
12880,na verdade,por supuesto,22
9192,pêssego,durazno,48
10588,sanders.,lijadoras,38
817,melaço,melaza,98
13105,exato,preciso,17
902,bac.,bacalazo,97
8488,landslide,deslizamiento de tierra,43
12164,lift,elevar,18
13920,onde,dónde,8
4711,insônia,insomnio,79
9105,urso de pelúcia,osito de peluche,51
12039,criminoso,delincuente,27
11351,difundido,extendido,35
5103,rue.,ruda,77
10151,recessão,recesión,39
14011,fornecer,proporcionar,6
9979,hydroxy.,hidroxi,45
6440,babble,balbucear,68
1503,cornish.,de cornualles,95
8176,vírgula,coma,49
11312,escondido,oculto,36
811,ibid,ibídem,98
3735,bucephalus.,bucéfalo,85
4356,daphne.,dafne,81
2434,licitante,licitador,87
11737,ft.,pie,32
12223,mais perto,más cerca,28
4081,lingueta,trinquete,83
6883,odysseus,odiseo,66
8227,rev.,rvdo,56
8448,enigmático,críptico,55
1026,beterraba,remolacha,94
4406,marginalia.,nota marginal,81
6392,em conjunto,conjuntamente,69
6784,deslizou,deslizarse,66
9057,tedioso,aburrido,34
11133,dezesseis,dieciséis,37
13227,produção,producción,9
3557,layup.,layo,86
6447,bornéu,borgo,69
449,linesman.,juez de línea,100
5332,eixos.,ejes,47
9943,wheeler.,rodador,44
3448,pug,doguillo,81
8724,deb.,lenguado,53
10456,relva,hierba,41
8090,midland.,del interior,43
2240,sane.,cuerdo,91
8322,chow.,perro chino,56
2844,puffin,frailecillo,88
8161,aquisição,adquisición,51
13476,direto,derecho,15
11123,trilha sonora,banda sonora,35
8344,statewide,en todo el estado,56
13691,imenso,enorme,13
4072,blackjack.,veintiuna,82
9000,queda de energia,apagón,50
3810,barco a vapor,buque de vapor,83
1732,royalties.,regalías,66
12975,aposentado,retirado,16
6764,barbatana,aleta,60
12613,aff.,afd,25
2000,dilatação,dilatación,85
678,thingy.,cosita,98
904,modo,modus,97
10067,jornalistas,periodistas,30
10450,grosseiro,maleducado,39
2437,grumoso,aterronado,91
4179,carretel,bobinas,51
2322,pix.,pímetro,91
12918,alvo,objetivo,15
10229,fezes,heces,43
3956,uptown.,zona residencial,83
4024,clivar.,adherirse,75
13284,8º,8,18
14438,iniciado,comenzó,8
5660,caixão,ataúd,70
9489,footy.,cariño,48
6621,queimada,fogata,54
8548,vilões,villanos,47
2596,robe.,túnica,81
3501,entalhe,muesca,55
7617,gordinho,graso,61
14145,chamar,llamar,9
13151,avançar,avance,12
13754,envio,subir,8
13264,mary,maría,15
12213,ladrões,steelers,28
14433,comissão,comisión,21
12902,esqueço,olvidar,21
11256,truque,truco,30
10263,nocaute,knockear,42
11758,aquecimento,calentamiento,25
2907,scrabble,escarbar,88
11749,precisão,exactitud,32
3127,véu,velo,71
3475,reagindo,reaccionar,46
11829,íon,ion,31
2431,heelers.,tacos,91
7704,guaxinim,mapache,60
4715,hamstring,tendón de la corva,79
5569,secessão,secesión,74
514,wasps.,avispera,59
9529,banho,bañera,41
8281,sears.,sensa,54
1850,aliteração,aliteración,94
13828,sobre,acerca de,5
8661,frete.,transporte,54
6093,mayfly.,efímera,71
10832,visão geral,visión de conjunto,38
7000,knuckles.,nudillos,61
12641,clarear,aligerar,24
13052,fé,fe,19
11198,velório,funeral,36
873,bv.,bov,97
1230,jobe.,jobo,96
10775,afiliação,afiliación,10
8896,holt.,bosquecillo,52
6727,funileiro,gitano,64
3287,independentemente,desconsiderado,87
1817,sandpit.,mina de arena,93
9403,descrição,desacuerdo,49
2997,yum.,ñame,88
11328,roxa,púrpura,35
10607,reno.,rin,40
9628,digno de nota,notable,47
6997,mais fraco,más débiles,65
3528,abacate,palta,83
14271,realmente,en realidad,10
7538,whisp.,ñab,62
10861,cox.,timonel,38
3225,crunk,estropearse,88
5180,prem.,premontado,77
2846,pateta,mentecato,88
14035,óleo,aceite,18
316,enlatamento,envase,100
9656,iso.,yo asi,47
1371,wacky.,chiflado,95
11343,reabastecer,volver a publicar,35
2659,handily,a mano,90
13337,deus,dios,16
2080,alho,ajo,92
6038,salmonete,mójol,67
10303,folha,hoja,24
11034,guilda,gremio,37
13338,milímetros,mm,17
8904,elizabethan,isabelino,52
13978,dia,día,7
1939,slough,mudar,93
5504,touradas,toreo,74
13350,rapidez,velocidad,16
271,skyway.,ruta aérea,99
6758,sem dúvida,indudablemente,66
6493,barriga,vientre,50
13170,orientar,guía,16
6009,bom ano,buen año,72
12790,derrota,fracaso,11
1009,impraticável,poco práctico,96
4826,descontroladamente,salvajemente,79
10836,afegão,afgano,38
13500,segurança,seguridad,12
11356,homem verdadeiro,hombre de verdad,35
11687,tabela de desempenho,tanteador,32
2390,sportscoster.,comentarista deportivo,87
4663,inacabado,inconcluso,79
13164,função,papel,17
12506,reitor,decano,26
12036,cooperação,cooperación,13
8686,ceifador,segador,53
6224,barata,cucaracha,70
11345,reabastecimento,repostaje,33
8766,crusaders.,cruzados,29
9083,arranha-céu,rascacielos,48
2088,debussy.,debusto,92
9864,sig.,siguño,46
13507,vestígio,rastro,14
13492,furgão,camioneta,15
13715,smith.,herrero,12
14091,n,norte,9
5544,gelado,escarchado,75
8972,armadilha,trampa,35
2027,prejudica,socava,51
7328,satisfação,satisfacción,62
5308,lipídico,lápido,75
486,subindo,altísimo,70
2867,ao mar,al agua,88
664,iffy.,iffe,98
9197,bumblebee.,abejorro,51
9008,estendendo-se,extensión,19
4112,menor.,más leve,82
8010,embutido,incorporado,56
11148,download,descargar,29
2167,rearranjo,reordenamiento,57
13957,diversos,varios,8
4698,mete.,asignar,74
11023,ênfase,énfasis,38
7348,aperto,sujetar,57
10389,flagstaff.,asta de bandera,41
9867,letreiro,señalizar,45
8716,aviso legal,descargo de responsabilidad,21
10683,ouriço,erizo,39
13659,resolução,resolución,12
4029,milt.,lecha,83
9748,cela,jaula,45
1741,patrocínio,mecenazgo,94
9869,coruja,búho,38
10237,chaves,teclas,12
299,empacotado,agrupado,76
5662,sensação,sensación,58
3375,saltando,rebote,44
11826,tchau,adiós,30
14397,fogo,fuego,11
10503,radiação,radiación,38
13688,milhão,millón,12
3736,lanche,bocadillo,75
5909,berg.,iceberg,72
12273,terça,martes,27
9227,mesa.,colina baja,50
3526,marshmallow.,malvavisco,86
10512,trancado,bloqueado,28
13342,hesitar,dudar,16
13737,joe.,josé,12
8615,mullen.,mullido,54
4535,mais esperto,más inteligente,80
10390,saudações,saludos,35
6170,sweatshop.,fábrica con explotación exagerada,70
8351,ao lado,en el lado,56
12476,respeitável,acreditado,22
6401,curdistão,kurdistán,69
5879,mostruário,escaparate,56
4887,deluxe.,de lujo,78
11303,concorrentes,competidores,31
11728,milão,milán,32
1485,bantam.,gallito,88
5546,paxá,bajá,74
14373,agendado,programado,14
7126,fugindo,huyendo,45
10659,premiership,cargo de primer ministro,39
12169,ma.,mamá,27
12326,classificação,clasificación,8
4457,impressão digital,huella dactilar,62
14200,ação,acción,10
13451,filme,película,14
7415,scrimmage.,pelea,61
9163,presley.,pretendiente,51
2110,patten,zueco,88
5065,cafajeste,canalla,78
13896,sob,bajo,7
3435,skinhead,cabeza rapada,80
10631,downhill,cuesta abajo,38
12114,hortelã,menta,28
2666,cornetim,bugle,88
9214,lâmina,espada,43
8045,benção,felicidad,58
810,açafrão,azafrán,98
11199,desviar,esquivar,35
13398,morta,muerto,16
4114,forma abreviada,taquigrafía,70
8958,sunder.,romper,52
6176,xarope,jarabe,70
5618,fife,pífano,74
14335,ótimo,excelente,9
11347,apelido,apodo,28
742,febe,phoebe,98
11377,admitido,aceptado,26
14247,força,fuerza,8
6826,perdão,perdón,62
6865,relutante,reacio,60
13584,tamanho,talla,13
8771,feitos,andanzas,49
5753,dispensado,eximido,68
9342,manifestantes,roters,49
8611,furar,taladro,42
11622,pintura,cuadro,23
2625,coroação,coronación,61
10246,dia das bruxas,víspera de todos los santos,43
13388,usuario,mella,16
13944,iorque,york,9
10285,eu no,carne,41
9587,calça,pantalones,47
8120,softball.,sofbol,58
4144,mais ampla,más ancho,82
8099,uísque,whisky,58
6761,promoção,promoción,66
12504,cd,discos compactos,26
4310,handicap.,desventaja,64
7763,tb,tuberculosis,55
2574,folha de pagamento,nómina de sueldos,88
4542,blitzkrieg.,guerra relámpago,80
5424,emory.,emorio,75
6658,carver,tallista,67
13509,jogos decisivos,playoffs,12
7120,catapulta,trebuchet,64
7939,mistura,mezcla,21
9368,nós mesmos,nosotros mismos,49
7533,lã,lana,62
8208,besouro,escarabajo,55
5649,honk.,bocinazo,72
2466,sayers.,dichos,83
6577,irmãos,hermanos de religion,68
9603,nutrição,nutrición,45
1137,polaris.,estrella polar,96
10123,chifre,bocina,35
4272,inanição,inanición,82
6952,dissolução,disolución,64
5785,ânus,ano,73
7441,aux.,auxiliar,62
14428,apoia,soporte,9
7316,stover,esternón,62
11527,pedágio,peaje,33
1246,uncanny.,misterioso,96
8702,derrubar,derrocamiento,52
4717,opala,ópalo,79
9310,sediado,con sede,18
6821,rastreados,examinado,21
12271,dissolver,disuelto,27
12809,rick.,almiar,23
2156,vazando,fugas,40
12227,aniversário,nacimiento,14
4837,frigorífico,refrigerador,64
910,toru.,torú,93
13452,acreditava,creído,6
10419,nota de rodapé,nota,32
1561,eremitério,ermita,95
8520,posado,planteado,38
2536,quilo,kilo,87
1954,defeituoso,funcionamiento defectuoso,75
13925,enquanto,mientras,7
11333,osso,hueso,30
14066,adicionado,agregado,6
7710,termo,expiración,61
9994,afinar,delgado,44
7798,estaca,apostar,47
3425,cessação,cesación,87
1758,emocionados,fascinado,51
8636,wolverine,glotón,34
15,jaguatirica,ocelote,100
14505,endereço,dirección,6
13932,ainda,aún,8
2198,arrecadação,recaudación de fondos,91
690,retrospectiva,comprensión retrospectiva,98
9444,enxofre,azufre,46
12561,es.,esencia,25
9952,obrigada,gracias,45
7270,praças,cuadrícula,16
6249,desfavoraveis,adverso,60
5810,samambaia,helecho,72
8359,mansão,mansión,54
8276,pique,lucio,51
3082,lisp.,ceceo,88
7718,contradição,contradicción,35
1773,mindinho,rosado,88
1865,slicer.,rebanador,94
13434,trouxeram,trajo,16
6697,a si mesmos,ustedes mismos,67
1596,assar,hornear,62
4774,citrino,agrios,79
6925,fungo,hongo,65
3531,wetland.,humedal,80
11671,avaliação,evaluación,29
10172,papagaio,loro,42
7043,próspero,adinerado,64
14179,ganhos,ganancias,15
5085,conhaque,brandy,77
11056,chá,té,38
13782,japão,japón,12
7745,masmorra,calabozo,43
14486,recurso,característica,10
11448,voltado para,frente a,12
5172,avó,abuela,76
1868,colidir.,chocho,44
10645,perfurar,atravesar,35
971,tinir,tintineo,90
5593,mutação,mutación,64
5841,charuto,cigarro,71
8335,dominação,dominación,18
8106,pré estreia,estreno,20
8558,sem significado,sin sentido,55
13874,lá,allá,6
1311,dachshund.,perro tejonero,96
7820,lembrete,recordatorio,18
12148,sabia,supo,29
10680,decisão,decisión,8
8882,caixa de velocidade,caja de cambios,52
10202,ação de graças,acción de gracias,43
3346,pauzinhos,palillos,87
11168,com licença,excusa,35
4387,jasmim,jazmín,79
6768,krypton.,criptón,66
4522,ralo,drenar,62
5987,marca d água,filigrana,64
128,conversa,charla,97
1813,leer.,mirada lasciva,93
1203,entorse,esguince,71
4131,brega,caseoso,82
2307,whoops.,filo,81
13640,fracassado,ha fallado,12
14460,p,pag,10
13670,termos.,condiciones,9
5893,ventilação,respiradero,62
7658,mailer.,remitente,61
4367,redesenvolvimento,reurbanización,62
11237,general,generoso,36
3204,remodelado,reformado,77
808,putsch,golpe de estado,98
10605,alegadamente,presuntamente,40
7975,overcame.,vencer,59
14153,teste,prueba,5
1627,linho,linaza,94
5836,finch,pinzón,68
4269,maw,fauces,81
11368,estojo,grueso,35
13729,violação,infracción,12
8977,atirador de elite,francotirador,49
9942,ela mesma,sí misma,45
11381,zagueiro,apoyador,30
3230,peças de vestuário,vestidos,61
8621,flutuando,flotante,44
2960,concessão,concesión,64
13566,hoje,hoy dia,14
8247,noz,tuerca,44
11840,painel publicitário,cartelera,31
2958,sorority.,hermandad de mujeres,63
10091,pego,conseguido,44
11518,boletim de notícias,boletin informativo,33
5712,sujar,sucio,36
1970,hardcover,de tapa dura,93
4170,manopla,guantelete,81
9205,dolly,muñequita,50
7286,convicção,convicción,33
13225,caiu,cayó,18
1791,anulação,anulación,94
12708,fundida,emitir,21
72,gabando-se,jactancia,56
4985,vagabundo,obrero temporal,76
8148,implorar,mendigar,47
5276,olhe,estar atento,76
9916,disposições,provisiones,38
13597,tomada,disparo,13
6907,gosma,cosa muy pegajosa,65
12620,docembro,doc,24
11702,impreciso,incorrecto,32
12532,esclarecer,aclarar,23
7234,subdólido,subdoloinoso,63
8653,adaptação,adaptación,33
2547,alface,lechuga,90
13827,seria,haría,5
11013,piquete.,juego de los cientos,38
6609,ancestralidade,ascendencia,67
527,pré -brista,precámbrico,99
12369,maçã,manzana,26
5571,stadia.,estadios,75
8574,mais leve,encendedor,53
6845,cobertor,manta,58
3979,torchwood,torcedilla,83
8092,montaram,montó,58
6192,apagando,borracho,32
1992,gusty.,borrascoso,92
10980,atualização,actualización,23
4520,te,el e,80
4317,clubhouse,casa club,80
2475,lattice.,enrejado,87
1692,desidratação,deshidración,89
10674,poupar,repuesto,37
10428,acidente vascular encefálico,carrera,37
2053,espirrar,estornudar,85
13982,desenvolvimento,desarrollo,12
531,carriça,reyezuelo,96
5992,cavalo-marinho,caballo de mar,72
5516,amendoim,miseria,40
13177,enquete,encuesta,15
2843,bce.,ecribios,88
2613,ambição,ambición,73
5871,waugh.,augurio,73
13888,o que,qué,7
12398,com justiça,equitativamente,27
6930,mush.,gachas,63
2890,fruição,fruición,88
5486,isaías,isaiah,75
1163,fireboy.,bombero,96
14095,média,promedio,12
6315,diocese,diócesis,69
1842,noites,nocturno,94
9997,piffle.,disparate,45
11475,palestrante,altavoz,29
6868,baunilha,vainilla,66
892,abbasid.,abasí,97
4823,hidromel,aguamiel,73
8988,artistas.,intérprete,11
8437,atreva-se,atrevimiento,48
3378,falido,arruinado,84
3654,rucker.,rundro,85
3451,trevo,trébol,66
3387,inscrições.,inscripciones,67
8067,watts.,vatios,41
12919,combinado,conjunto,16
3307,cordão,cordón,75
9740,derramar,verter,39
11258,porco,cerdo,31
10781,linemen.,linaje,39
14119,pegou,tomó,9
9534,pneu,neumático,35
5403,incêndios,fuego fatuo,62
10278,ratazana,rata,38
13774,atrasado,tarde,12
13632,fórum,foro,13
9028,não publicado,inédito,52
14220,semelhante,similar,12
11650,carregando,que lleva,12
13433,matt.,mate,15
11491,entrada,aporte,33
10311,insalvazemente,inseguro,42
2350,escovando,cepillado,47
12723,segunda-feira,lunes,23
13926,até,incluso,8
214,caramba,yikes,100
5119,seine.,jábega,77
9524,voodoo,vudú,48
12840,auburn,castaño,22
7969,apavorante,aterrador,59
11402,sem gols,sin anhelo,35
4043,simplicidade,sencillez,82
12495,barco,embarcacion,18
5910,spud.,patata,72
4094,wiener.,salchicha,80
474,prevalência,predominio,64
2412,escuna,goleta,60
9277,gênese,génesis,50
12953,sobrepor,anular,21
13364,desculpar-se,pedir disculpas,6
14307,alemão,alemán,12
9708,descida,descendencia,47
5856,lea,pasto,71
9821,saltine,salar,46
8700,merragem,merrimack,54
13036,jogou,lanzar,20
4935,miserável,miserable,66
12810,suíça,suiza,23
641,bitmap.,mapa de bits,99
11229,barragem,presa,34
3963,brat,palo de golf,79
10572,raiva,enojo,38
13142,sombrio,oscuro,17
9705,parado,estancado,38
10044,rouge,colorete,39
5580,colete,chaleco,56
5099,em desvantagem,superado en número,72
6937,livro didático,libro de texto,52
5418,fissão,fisión,75
14340,recusou,rechazado,15
11956,orifício,agujero,25
21,destruidor de corações,rompecabezas,75
14317,envolvido,involucrado,10
1142,watchdog.,perro guardián,95
7436,xerife,alguacil,61
4551,daí,de allí,80
2133,gueixa,geisha,91
4394,mongóis,mongoles,54
6417,penhor,derecho de retención,68
10804,render,rendición,30
5731,gambá,zarigüeya,72
8720,centro oeste,del medio oeste,54
14222,aproximar,cerca,11
13794,e,y,5
2898,intercolegial,entre varios colegios,88
9099,colocação,colocación,50
5397,alvoroço,alharaca,75
9954,cabine,puesto,44
13484,abl.,ab,15
8692,molly.,muchacha,53
10087,gale.,vendaval,41
1537,preparação,preparación,95
13551,significou,quiso decir,14
7874,bilionários,multimillonarios,57
5331,impasse,punto muerto,67
2816,splanchnology.,splanquia,89
