ID,PORTUGAIS,CHINESE,INTERVAL
5657,satisfatório,满意的,74
270,proponente,支持者,73
8366,manobra,演习,42
10613,maxwell.,麦克斯韦尔,39
7936,cascalho,碎石,60
10519,fera,兽,38
10275,otto.,奥托,42
6630,melancia,西瓜,66
1385,tricloroetano,三氯乙烷,96
13289,incidente,事件,14
12461,uniforme,制服,20
6657,malaio,马来语,60
14387,curto,短的,9
9274,rotterdam.,鹿特丹,50
4737,farina,法利纳,78
13061,contou,告诉,18
4061,balões,气球,41
9011,kane.,凯恩,52
7679,cromossoma,染色体,57
4902,parachoque,保险杠,75
14092,operações,运营,6
3934,bertha.,伯莎,84
12343,dirigiu,开车,25
5534,olympus.,奥林巴斯,75
13148,ausência de,失踪,11
13306,sox.,袜子,15
7478,commandos.,突击队,34
5758,armário de roupa,壁橱,71
11143,laser,激光,35
4512,frenesi,狂热,77
12183,suicídio,自杀,25
8221,estragos,蹂躏,57
7890,hoy.,霍伊,60
2826,três vezes,三次,89
6622,pedofilia,恋童癖,68
3673,bergman,伯格曼,85
1414,cater.,迎合,70
4264,bromo,溴,79
11969,excelente,优秀,24
11278,príncipe,pr.,35
9869,coruja,猫头鹰,37
1412,traços.,破擦,47
5653,gibbons.,吉堡,63
1217,biogás,沼气,97
10653,apanhador,捕手,36
1870,momentaneamente,暂时,93
11851,crimes.,犯罪,15
10976,pele,皮肤,33
2951,hydrolase.,水解酶,88
7318,cesar.,塞萨尔,60
6356,vela,蜡烛,62
14252,servidor,服务器,6
9954,cabine,摊,43
5129,fantoche,傀儡,77
7929,incas.,印刷,40
9680,quiddity,本质,47
11487,defender,保卫,14
13874,lá,那里,5
12081,bombardeamento,轰击,27
13664,local,当地的,12
7099,traição,叛国,63
11937,longhorns.,长角莲,26
13659,resolução,解决,12
1774,paralaxe,视差,92
11258,porco,猪,29
939,trupe.,剧团,94
12054,fantoches.,木偶,23
1501,atuário,精算师,88
4895,hereford,借助书,79
2262,longe,远处,92
7974,arrowhead,箭头,59
12171,rede,网格,27
817,melaço,糖蜜,98
6625,coiote,土狼,52
181,naloxone.,纳洛酮,100
5106,inacreditável,逆天,71
7813,sancho,桑托,61
14071,certo,正确的,7
179,repatriamento,遣返,83
6786,lords.,阁下,15
12324,columbus,哥伦布,25
6432,fluorescente,荧光,65
4681,banquete,宴会,77
399,bicarbonato,碳酸氢盐,100
13888,o que,什么,6
1171,trote,小跑,89
12569,jatos,喷气机,19
6472,hermes,爱马仕,65
692,infiéis,异教徒,79
7064,derretendo,融化,51
6985,pika.,佩卡,66
11137,villa.,别墅,36
1137,polaris.,北极星,97
2440,farmacológico,药理,79
6001,dunkirk.,邓鲁克,72
4099,corinto,哥林斯,83
8417,desprezo,漠视,48
8582,pousada,旅店,46
5406,digerir,消化,53
749,botulismo,肉类主义,98
10589,geada,霜,38
6593,favela,贫民窟,66
7767,viagem,航程,42
12347,trilho,轨,23
9677,rhodes.,罗德,47
9900,jihad,圣德,45
1154,morfina,morphin.,62
6058,andar de cima,楼上,72
9374,turcos,土耳其人,40
3627,magenta,品红,86
5031,harmônico,谐波,72
5617,girassol,向日葵,75
9904,contatados,联系,5
951,tuareg.,图尔,97
2140,encharcado,浸泡,84
6518,puritano,清教徒,63
2634,pata,爪子,85
10176,lahore.,拉合尔,43
14363,robert,罗伯特,11
1394,se destacarem,脱颖而出,93
3198,verbos.,动词,51
13665,colo,l,10
1430,gratuito,无偿,45
5146,lagoa,泻湖,76
7261,genoma,基因组,62
10417,susan.,苏珊,41
12707,pedra,石头,19
10672,mantendo,维持,13
6371,regredir,宵禁,66
9576,fortuna,财富,48
11894,vincent.,文森特,29
12449,craig.,克雷格,24
8965,sensato,懂事,48
1643,sholom.,牧,94
6030,kant.,康德,72
7574,carmel.,卡梅尔,62
5888,meteoro,流星,69
12666,mitologia,神话,21
42,estatura,身材,100
13442,indefinidamente,无限期,13
11911,nuvem,云,26
13166,comboio,火车,10
8079,cantão,广州,54
358,enfurecido,烦恼,91
7554,vegetal,蔬菜,49
1150,fenol,苯酚,91
10135,versalhes.,凡尔赛尔,43
13989,programas,程式,11
6844,hasan.,哈桑,67
2277,justiniano,贾斯坦人,92
9234,trigo,小麦,50
10061,hinduísmo.,印度教,44
5442,início,发病,75
3740,aterro,垃圾填埋场,84
9240,latitude,纬度,48
10771,molhado,湿的,38
484,paternidade,父母身份,99
3048,caldeirão,釜,88
7063,loyalist.,忠诚的人,56
13002,franquia,特许经营,18
226,interleague.,交织,100
12570,lakers.,湖人队,22
910,toru.,托鲁,93
1293,alhambra.,阿尔罕布拉宫,96
1196,damme,达梅尔,97
7301,blitz.,闪亮,59
12360,neve,雪,25
3318,retido,扣留,87
4197,isômero,异构,69
14297,líderes,领导者,12
9197,bumblebee.,熊蜂,50
12980,landfall.,登陆,19
119,camara,卡马拉,100
1576,foxy.,狐狸,94
687,físicos,物理学家,57
356,almirantado,海军部,99
5314,dickey.,迪基,76
13064,inferno,地狱,18
9391,severo,残酷的,49
7978,magnésio,镁,59
1009,impraticável,不切实际的,96
11522,riley.,莱利,33
8315,hindi,印地语,57
6491,pod.,荚,63
5718,whig.,哈格,63
6742,cinematografia,电影摄影,67
12861,phil,菲尔,20
8455,etnia,种族,24
9107,suplemento,补充,38
13432,chapa de ebulição,样板,14
1886,pedal,踏板,84
12011,newcastle.,新城堡,28
7505,beckett.,贝克特,62
9001,empréstimo,贷款,42
499,katakana.,卡塔卡纳,99
13214,irlandês,爱尔兰人,16
13439,soldados,士兵,12
8055,relha,coulter.,59
5741,judas,犹大,74
10858,pornografia,色情,38
8192,flâmulas,飘带,49
1305,oscilador,振荡器,63
10995,desidrogenase.,脱氢酶,37
12406,gordo,胖的,24
7973,suffolk.,萨福克,59
7166,tuck.,塞克,61
9112,cone,锥体,49
12197,bastão,蝙蝠,9
3845,sala de imprensa,新闻发布室,85
6933,leipzig.,莱比锡,66
4998,sharif.,谢语,78
12540,governador,省长,21
4187,passaro preto,黑鸟,82
9599,estrondo,繁荣,44
13056,graham,格雷厄姆,18
4289,implícito,隐含,82
8462,platão,柏拉图,56
2432,mala de viagem,手提箱,87
8952,dana,达娜,52
11221,fundador,创始人,32
12068,fluxo,流动,25
8944,muito pesado,压倒,37
11101,puro,纯的,29
1108,tilly.,蒂利,97
8679,volume de negócios,周转,35
8023,paramount.,倾向,59
1523,planície,低地,76
5891,dinossauros.,恐龙,50
8888,diabetes,糖尿病,50
1085,aniquilação,湮灭,71
3259,excessivamente,过度,33
8399,pôr do sol,日落,55
5000,polígono,多边形,69
11298,incrível,惊人的,32
2593,detestável,讨厌,88
11721,rivalidade,对抗,29
7453,ângulos,角度,34
1633,remand.,归还,76
4923,remarcado,重新安排,74
762,newsroom,编辑部,97
11149,perigoso,危险的,20
9155,burro,jack,50
12073,espião,间谍,26
11216,lindo,美丽的,27
4764,corte de cabelo,理发,77
3803,periferia,周边,83
13182,romano,罗马,16
5041,temperamento,气质,71
12678,buchanan,布坎南,22
6390,blockbuster.,磅塞,67
1402,tamara.,塔玛拉,95
214,caramba,yikes.,100
4387,jasmim,茉莉花,79
5319,abelhas,蜜蜂,35
11679,uruguai,乌拉圭,31
5587,vômito,呕吐,69
8908,fanny.,舳,53
1782,ganga,甘娜,94
7757,romantismo,浪漫主义,61
3033,auditor,审计员,87
7652,flamengo,佛兰芒,62
7521,zumbis,僵尸,25
13927,semana,星期,8
2694,bule,茶壶,90
11171,angus.,安格斯,36
14480,jogar,玩,7
8708,escalando,攀登,28
7947,elevação,海拔,33
4993,carruagem,战车,70
2794,churrasco,烧烤,88
8843,dardo,镖,35
3612,onomatopéia,拟声,86
8948,dod.,托,52
13695,antigo,前任的,12
11446,décimo oitavo,第十八,33
11844,blake,布莱克,30
11038,pântano,沼泽,36
13608,alevado,h,12
10186,antraz,炭疽病,43
8871,centavo,一分钱,52
922,labuta,喧嚣,88
11640,abu.,阿布,31
2526,hasidic.,哈西奇,88
14409,membro,成员,9
39,depurar,调试,90
13239,brasil,巴西,16
1789,cervical,颈椎网,94
11703,coluna,柱子,27
11738,gregoriano,格雷戈里安,31
14213,união,联盟,9
1541,stalwart.,斯巴尔罕,86
5060,berna,伯尔尼,78
9764,shoreman,岸上,46
4116,dui.,杜伊,83
7445,manifesto,宣言,62
6905,dialeto,方言,49
11666,roubo,盗窃,31
12959,valor,价值,16
10972,reforço,强化,18
2902,toranja,西柚,89
4515,volt,伏特,74
3644,sem fins lucrativos.,非营利组织,86
8109,armário,储物柜,58
14391,setembro,九月,6
12852,floresta,森林,19
11265,ártico,北极,35
11443,nicholas.,尼古拉斯,33
11849,cornell.,康奈尔,30
4455,bárbaro,野蛮人,58
10172,papagaio,鹦鹉,42
5882,comprimido,压缩,44
3056,bartholomew.,巴塞洛缪斯,88
8355,improdutivo,不生产,57
7397,tara,塔拉,63
5516,amendoim,花生,40
10242,rural,乡村的,42
5098,diplomata,外交官,34
5169,reconhecível,可识别的,75
5140,video cassete,录像带,65
5933,facial,面部的,73
12188,cume,岭,26
5771,miçangas,珠子,64
6898,fantasmas.,鬼,30
14432,seguro,保险,14
13180,columbia,哥伦比亚,17
4053,pictórico,画报,82
5721,stratus.,层云,74
6683,distinguir,区分,41
11608,casaco,外套,27
9853,yale.,耶鲁斯,45
2441,antígio,antigone.,91
5945,modena,摩德纳,73
14095,média,平均的,10
9250,crânio,颅骨,48
4228,chilre,叽叽喳喳,79
5873,moderadamente,适度的,26
4389,irrevogavelmente,不可撤下,80
10892,quebra,粉碎,29
5767,baliza,灯架,71
7711,suavizante,舒缓,61
11247,lanças,矛,31
13458,pode ser,可能是,14
13049,luna,卢娜,18
8110,crescente,新月,58
4068,bazuca,bazooka.,83
11902,montgomery,蒙哥马利,29
4019,esfumaçado,烟,83
8814,serrador,索耶,53
10702,barril,桶,36
12815,republicano,共和党人,18
12261,richmond.,里士满,26
3985,gein.,地雷,84
2465,noivo,马夫,77
2239,matadouro,屠宰场,91
11596,rex.,雷克斯,32
12002,pierre.,皮埃尔,28
11583,monroe.,门罗,32
1416,comprimidos.,丸,57
13511,toronto.,多伦多,13
7377,metanfetamina,甲基苯丙胺,63
6469,opep.,欧佩克,69
5105,especialidade,专业,69
7692,erva daninha,杂草,57
8931,infância,童年,52
4709,homeostasis,稳态,80
4543,tarifas,关税,58
1007,hamline.,哈米琳,97
12594,jose,何塞,23
816,raio de sol,太阳光,98
11540,fomentar,促进,31
3471,mauricio.,毛里西奥,87
7210,literal,文字,36
2671,eurásia,欧亚大陆,90
10328,arranjos,安排,20
8326,tóxico,有毒的,46
13030,juntou,加入,11
3962,handel,亨德尔,84
2531,xerez,雪莉酒,91
10871,terrível,糟糕的,33
3384,incompatível,不相容,81
9872,homossexualidade,同性恋,36
6813,com fome,饥饿的,67
13604,esportes,运动的,10
1407,que altera,修改,18
6666,retomar,退回,68
6488,deformado,翘,58
7194,presbiteriano,长老会,62
6871,clone,克隆,38
7083,dominó,骨牌,60
6661,hemofilia,血友病,68
13310,conselho,议理,15
7298,cênica,景区,63
8755,sequela,续集,49
8618,augusta.,奥古斯塔,55
3423,palíndromo.,回文,74
5366,extrovertido,out,76
9100,judo,柔道,51
9166,discriminação,歧视,46
7648,dundee.,邓迪,62
11343,reabastecer,重新发布,34
13564,basquetebol,篮球,13
12710,donald.,唐纳德,22
9077,negro,黑人,46
8461,schneider.,施耐德,56
11215,baseman,垒手,36
10950,gregório,格雷戈里,38
7246,o mais novo,最新,64
14311,escola,学校,6
10422,mentindo,撒谎,20
11503,tibete.,西藏,33
5123,albus.,阿尔巴斯,77
975,incitar,煽动,63
3858,podridão,腐烂,78
4701,bosh.,波什,80
7181,sulfato,硫酸盐,64
1057,hestia,赫斯蒂亚,97
5087,jacqueline.,杰奎琳,77
8047,facções,派系,44
8685,surgiram,arose.,54
7038,céus,天空,27
11208,hollywood,好莱坞,36
3708,fuselagem,机身,85
2219,imprevisível,不可预测的,88
5450,visitante,游客,9
9570,agricultores,农民,38
288,microscopia,显微镜,100
9099,colocação,放置,50
13388,usuario,缺口,14
1505,basset.,巴塞特,95
1233,diol.,二醇,94
12459,andador,沃克,24
9158,equador,赤道,28
5598,forçosamente,强制,68
13542,greve,罢工,11
2651,hemoglobina,血红蛋白,90
10027,refugiado,难民,27
9388,honolulu.,檀香山,49
10329,squeaky toy,浏览,37
9081,tanzânia,坦桑尼亚,51
7374,centeio,黑麦,63
1753,zênite,天丝,93
10974,serra,塞勒,37
4144,mais ampla,最广,83
14077,apontar,观点,6
13998,serviço,服务,7
7879,crocker.,克罗克,60
10790,desatualizado,过时,38
1889,cascading.,级联,63
4879,mercenário,雇佣兵,61
10162,dificuldades,困难,31
631,sem cortes,未切割,99
14514,escrito,书面,8
1639,menstrual,月经,94
13936,nosso,我们的,5
9291,istambul,伊斯坦布尔,50
13371,montanha,山,12
11715,passagem,通道,28
9438,frasco,罐,46
4409,betel,伯特利,82
3933,prematuramente,过早,52
4126,receita,食谱,73
4434,escumalha,浮渣,81
12196,husa,美东时间,27
11187,paraguai,巴拉圭,36
4991,corona,电晕,77
8752,cherokee.,切诺基,53
12822,velozes,快速地,20
12012,broncos.,野马科,27
5090,verbal,口头,66
12692,samuel,塞缪尔,22
13619,acessível,可用的,12
9311,bonnie,邦妮,47
4111,encurtando,缩短,37
398,spacetime.,时空,100
2473,adesivo,粘合剂,75
12956,anual,年度的,18
7146,raso,浅的,63
9008,estendendo-se,延伸,18
3758,perseu,佩戴斯,85
8530,titânio,钛,55
8635,sapo,蟾蜍,54
5696,groundout,地貌,74
11244,cardeal,红衣主教,15
6621,queimada,森林大火,55
7896,estilhaçado,破碎,53
12138,cristo,基督,27
517,precário,岌岌可危,94
8478,lápis,铅笔,54
5113,goddard.,戈达德,77
11856,glen.,格伦,29
5720,modos,模式,34
13430,rosa,玫瑰,13
7129,ciano,青色,65
10286,helicópteros,直升机,25
9214,lâmina,刀刃,42
13135,moderno,现代的,16
12452,propagação,传播,22
10830,fabricantes,制造商,20
12924,jay.,杰,16
6290,desleixado,邋..,70
10707,canyon.,峡谷,38
4192,habeas,卫生间,83
5664,encruzilhadas,十字路口,73
7881,qualificações.,资格,22
5023,sentido horário,顺时针,78
12882,alfa,α,20
7251,no topo.,在顶上,63
4369,incivilidade,非礼,67
2899,desarmado,解除武装,58
8453,envenenamento,中毒,37
5253,hera.,赫拉,76
9663,feminismo,女权主义,47
13673,jersey.,球衣,12
10216,credibilidade,可信度,25
7778,focinho,枪口,60
4199,minúscula,小写,82
8563,nielsen.,尼尔森,55
12926,rico,富有的,19
1628,pinhole,针孔,94
9521,subordinar,下属,41
2187,chai.,柴,92
13591,escritório,办公室,9
4161,myall.,我的全部,83
7161,rudd.,鲁德,64
10158,restaurante,餐厅,38
10310,mistério,神秘,34
1251,arginina,精氨酸,96
3767,cruising.,巡航,35
7309,bebida,饮料,60
14344,existir,现存的,8
12151,doméstico,国内的,26
9618,azevinho,冬青,46
14164,faz,制作,5
1216,bizet.,生来的,97
10170,junta,杰伦塔,43
9352,thorpe.,索普,49
6739,manatee.,海牛,67
2987,convincentemente,令人信服地,88
3796,goblin.,妖精,82
8372,macbeth.,麦克白,57
14045,dentro de,之内,10
12504,cd,光盘,24
10076,artemis.,阿尔忒弥斯,44
6073,bétula,桦木,72
4545,iceberg.,冰山,80
13493,on-line,在线的,13
12407,contábil,续,24
2472,lateralmente,侧身,90
9066,sinopse,概要,52
5764,nixie.,尼克西,73
1574,voicing.,发声,20
713,salpiche,涌,98
8662,bizantino,拜占庭,54
3121,jujuba,枣,88
1504,caiaque,皮艇,92
2196,rochelle.,罗谢尔,92
13299,conheceu,遇见,12
13964,quatro,四个,6
2772,mila.,米拉,89
2206,intrincado.,错综复杂,88
11931,idades,岁,12
5539,haia,海牙,75
11441,rotas,路线,16
5039,poliomielite,脊髓灰质炎,78
13081,revista,杂志,17
14395,reduzir,减少,17
1291,contraproducente,适得其反,94
2275,aquila.,阿奎拉,92
2317,infrequentemente,不经常,77
9230,tijolo,砖,46
10515,recorrer,采取,35
9146,data limite,最后期限,50
5705,narrador,叙述者,54
3646,polia,滑轮,85
9706,moisés,摩西,47
11223,somália,索马里,35
5049,tufos,簇绒,75
594,monossódio.,单钠,99
3149,sacristão,塞克斯顿,88
11289,lutero,路德,35
9899,andarilho,流浪者,33
3298,yay,耶,87
9547,liechtenstein.,列支敦士登,48
13970,fez,做过,5
10404,ruído,噪音,40
7332,veredito,判决,62
8819,escavação,挖,44
5656,huron.,休伦,74
14057,mudar,改变,5
8975,borboleta,蝴蝶,50
7262,stella.,斯特拉,64
2252,inestimável,无价,92
13067,irmão,兄弟,12
13531,colina,爬坡道,12
6353,milestones,里程碑,49
5894,odessa.,敖德萨,73
5147,cervantes,塞万提斯,77
5684,ancora,锚,74
11346,albânia,阿尔巴尼亚,34
4969,gonzo.,冈佐,78
2822,pragas,害虫,86
4774,citrino,柑橘,79
8370,celular,蜂窝,57
12308,convecção,对流,24
10556,restrito,受限制的,17
1744,kalam.,卡拉姆,94
10805,oposição,对立,16
4952,eslavo,斯拉夫,78
6477,patê,挂钩,69
6578,asperger,阿斯伯格,69
11451,gêmeo,双胞胎,21
665,owes.,欠,49
330,dawe.,戴维,86
12133,quinta-feira,周四,27
10633,minneapolis.,明尼阿波利斯,39
11436,reed.,芦苇,33
1210,pentagrama,五角星,97
13889,através,通过,8
8308,nazis.,纳粹,24
1390,paraguaio,巴拉圭人,91
13573,muitas vezes,经常,12
10167,bolo,蛋糕,40
10978,doce,甜的,36
7944,poeirento,尘土飞扬,60
12120,trilha,踪迹,18
9879,crimean.,克里米亚尔,45
2384,liszt.,丽思人,91
12125,castelo,城堡,27
212,mistral,墨时,100
2825,esplêndido,灿烂,89
2313,comido,吃过,91
10644,cereja,樱桃,39
12003,bulldogs.,斗牛犬,26
13696,individual,个人,11
10870,bengal,孟加拉,26
13547,fórmula,公式,13
1399,potência,效力,95
1858,midas,迈纳斯,94
11553,mais difícil,更难,32
9478,fascismo,法西斯主义,48
7822,revelação,启示,48
3264,peptídeo,肽,85
7661,ling.,凌,62
3752,rambler.,漫步者,82
935,hardwood,硬木,97
12655,eu estou,我是,22
12084,composto,组成,22
12279,preparado,准备好,16
4517,nitro.,硝基,81
10107,tribos.,部落,30
7473,placar,记分牌,62
13885,fazer,做,5
10511,líquido,液体,37
11432,elite,精英,32
10963,carimbo,邮票,31
4526,apelidos,姓,38
5556,crocante,酥脆,70
4651,servicemen,军人,80
13612,internet,网,12
9219,gangster,流氓,48
2677,agrário,agr,87
7927,lan.,兰,60
4584,jerez,赫雷斯,81
3886,diploma,文凭,82
5135,caesura.,凯瑟拉,77
3327,lashkar.,拉什卡尔,87
1107,guardiões,守护者,42
14394,pergunta,问题,5
7511,promotor,检察官,50
8437,atreva-se,敢,48
12638,intensidade,强度,17
13190,população,人口,15
7074,mórmons.,摩门教徒,32
13487,igreja,教会,13
10105,substância,物质,38
12483,graça,优雅,23
3019,detergente,洗涤剂,88
8468,sem resposta,未解答,56
11774,leo.,狮子座,30
6342,snoop,窥探,68
2553,polinésia,波利尼西亚,91
7742,coro,合唱,61
8978,cortiça,软木,51
2956,liberdade condicional,言语,82
1836,virgindade,迈德赫,94
6519,esclerose,硬化,69
4568,leonid.,莱昂尼德,81
1825,spiro,螺,94
1997,nazarene,纳扎琳,93
13516,relevante,相关的,12
1814,galen.,盖伦,94
8214,convulsão,发作,55
6740,abacaxi,菠萝,67
769,goshen.,戈什,98
3147,culver,克拉弗,88
8435,assassinos,凶手,34
7912,leander.,莱斯,60
13550,5 ª,5,13
8119,gladiators.,角斗士,46
10863,raiz,根,29
6744,lansing.,兰辛,67
7984,hyde.,海德,59
2556,diatomácea,硅藻,87
9976,ortodoxo,正统,44
3754,kern.,肯尼斯,84
8996,sussurrar,耳语,32
10585,compactar,袖珍的,37
9260,lafayette.,拉斐特,50
9015,patim,滑冰,20
1547,orgia,orgy.,93
2628,fenda,裂口,89
1020,forjado,锻,97
4339,cowan.,小康,82
9371,reich,re,49
9128,bytes.,字节,45
7154,iminente,迫在眉睫,63
5790,chapado,斯托纳,71
11645,chevrolet.,雪佛兰,31
5342,perene,多年生,74
7092,toro,托罗,61
1986,não explodido,未爆炸,93
6263,canário,金丝雀,69
10667,vetor,向量,38
3511,salão de baile,舞厅,85
13555,duplo,双倍的,12
12703,favorito,最喜欢的,20
9005,olimpíada.,奥林匹克人,51
7672,pág,pg.,62
4470,albinismo,白蛋白,78
8474,visando,瞄准,21
1618,basalto,玄武岩,92
736,pijamas,睡衣,94
2407,germinação,发芽,89
13168,bombear,炸弹,10
6698,sapatona,堤防,63
8076,tarifa,票价,46
12751,fm,调频,21
6159,renda.,裂痕,69
11678,bermudas,百慕大,31
4851,holstein.,荷斯坦,79
12778,violando,违规,6
3777,escasso,疏,69
12770,feliz,欢乐,21
13757,sulista,南部,11
9280,xiv.,婆婆妈妈,50
12918,alvo,目标,13
2080,alho,大蒜,92
2059,eastbound,东行,92
11319,alice,爱丽丝,35
3988,citoplasma,细胞质,82
2113,striptease,脱衣舞,92
7066,bethlehem.,伯利恒,65
13747,azul,蓝色,10
12997,hamilton,汉密尔顿,19
10100,oral,口服,40
6386,harpa,竖琴,67
2755,luxúria,情欲,85
13043,ganhou,赢,14
1938,cognizant.,认识,92
11682,abeto,冷杉,31
12204,bin,箱,26
8693,queimado,烧伤,54
4015,charlottesville.,夏洛茨维尔,84
1872,belay.,布依,89
8009,nua,裸,35
4915,pós-guerra,战后,79
2282,cambaleando,蹒跚,77
5596,spitfires.,烟头,62
6327,flytrap,visttrap.,70
7619,mágico,神奇,22
10389,flagstaff.,弗拉格斯塔夫,41
5841,charuto,雪茄,72
10927,plástico,塑料,36
14081,notícias,消息,11
12033,pirata,海盗,18
6729,singular,单数,62
1133,ism.,主义,88
13285,sétimo,第七,16
10283,mosaico,马赛克,41
6489,embaraçoso,尴尬,46
6646,viável,可行的,68
7162,veer.,v,58
13892,antes,前,6
10968,delaware.,特拉华州,38
543,harman,哈曼,99
13295,católico,天主教,15
4612,bananas,香蕉,38
9595,salle.,sal,47
6506,através do qual,在那里,69
5431,kilt.,k,74
12469,madison,麦迪逊,24
1383,inorgânico,无机,96
9203,jamboree.,贾姆布雷,50
6883,odysseus,奥德修斯,66
368,swahili.,斯瓦希里语,100
10680,decisão,裁决,7
12217,watson.,沃森,26
10962,estático,静止的,37
7491,firewall.,防火墙,62
1742,não editado,未经编辑的,93
889,ternário,三元,97
13243,domingo,星期日,16
712,não escrito,不成文,98
9662,eiffel,埃菲尔,47
10303,folha,叶子,22
6728,corinthians.,哥林多亚,62
2039,banqueiro,银行家,83
6818,telecast,电视圈,59
500,feist.,费人,99
12223,mais perto,更近,26
4072,blackjack.,黑人杰克,83
9050,lisboa,里斯本,52
1991,oriente médio,中东,93
13475,persa,波斯语,13
13048,cincinnati.,辛辛那提,18
14182,bancos,银行,13
4781,sibéria,西伯利亚,79
13522,stub.,存根,13
1428,ilustre,杰出,95
1756,colegas de classe,同学,84
6167,brigue,布里格,71
2914,causeway.,堤道,89
13670,termos.,条款,8
13762,noite,夜晚,11
12547,intercâmbio,交换,21
9865,princípios,原则,27
2235,squamish,鳞,92
7424,sabedoria,智慧,62
10368,taco.,炸玉米饼,41
13682,carolina,卡罗莱纳州,12
707,soldado,slone.,98
2418,rio abaixo,下游,91
4283,escorpiões,蝎子,46
3520,chevron.,雪佛龙,85
5685,magnata,巨头,73
6082,inútil,毫无价值,71
353,bilhar,台球,92
5219,tucky.,撒布,77
3432,infarte,梗塞,86
1733,hyped.,炒作,58
7149,missionário,传教士,56
13173,secundário,中学,17
8254,violino,小提琴,57
8245,avanço,突破,55
1354,home,hep.,96
7296,balcãs,巴尔干,54
804,querosene,煤油,98
13366,identificação,鉴别,15
7372,sintomas,症状,60
12215,anon.,匿名,26
13264,mary,玛丽,14
52,batimento cardiaco,心跳,99
6984,interferir,干扰,38
10453,zack.,扎克,41
4724,lamber,舔,67
7051,propenso,易于,65
9573,lula,乌贼,39
14062,exemplo,例子,10
3790,ciclista,骑车人,58
6767,testemunha ocular,目击者,58
4491,histeria,歇斯底里,81
1219,hakim.,哈基姆,97
17,fanáticos,狂热学,65
12230,quadril,时髦的,26
14104,mantido,握住,8
2770,subvenção,补贴,77
218,nitrofenol.,硝基苯酚,100
8016,intervalo,间隔,44
3974,fragata,fr,79
5915,downfield,下菲尔德,73
12018,península,半岛,28
8309,catálogo,目录,54
4171,parma.,帕尔马,83
2917,chiba.,千叶,89
4092,tutu.,芭蕾舞短裙,83
1757,quando é,韦克里,93
12431,serve,供应,11
6178,suazilândia.,斯威士兰,71
12074,roteiro,脚本,25
4449,litros,升,49
8577,invisível,无形的,52
12477,checo,捷克语,24
11337,merda,拉屎,34
6320,gloucester.,格洛斯特,70
9370,hp.,生命值,49
5605,popularmente,俗气,75
12176,fora do comum,杰出的,27
3562,romper,分手,83
13464,henry.,亨利,14
13318,mais baixo,降低,15
6108,draper.,丁锅,72
9101,flanco,侧翼,44
8186,esmeralda,翠,56
6628,descartes.,笛卡尔,68
2486,coney.,康尼,91
7327,educaçao fisica,pe.,62
611,proeza,司,99
7014,inovação,革新,44
4259,cowman,牧童,82
11351,difundido,广泛,34
10444,geologia,地质学,34
9668,tornozelo,踝,45
9069,borg.,博格,52
6447,bornéu,婆罗洲,69
5683,checkpoint,检查站,62
3303,prescrição,处方,82
14326,policial,官,9
10347,inteiros,整数,33
3031,flo.,弗洛,88
8060,pacers.,步行者,55
13772,verde,绿色,11
1717,piridone.,吡啶酮,94
2950,pirrolina,吡咯啉,88
9602,sessenta,六十,42
11127,somerset.,萨默塞特,36
14159,trabalhando,在职的,5
3459,suculento,多汁,87
12626,fantasia,幻想,22
10969,tradição,传统,17
2485,úmido,湿,69
12115,cultural,文化,12
13204,9º,9.,16
6209,arredores,郊外,71
12752,último,后者,21
12317,medalhas,奖牌,14
3103,shawnee.,肖伊,88
3010,indiscriminadamente,不分青红皂白地,45
9172,tulsa.,塔尔萨,51
10363,binário,二进制,41
2557,hecht.,赫赫特,91
11707,paralelo,平行线,28
1484,macacão,连身裤,95
14511,deixar,离开,7
1668,fudzo,灌醉,94
11513,socialista,社会主义者,30
962,narciso,水仙,97
12575,aréola,光环,23
13191,frase,句子,12
5729,aerodinâmica,空气动力学,60
11489,parecido,一样,33
6789,safári,苹果浏览器,67
10146,embaixador,大使,40
12771,animal,动物,12
13908,dela,她,9
1114,magistrado,裁判诉讼,82
4432,glutamato.,谷氨酸,79
3472,backfield,背菲尔德,87
12473,simon.,西蒙,24
13267,ontário,安大略省,16
539,antipolo.,反气子,99
12008,consequência,轴承,12
14129,nunca,绝不,10
5976,tédio,无聊,72
12291,extremo,极端,17
6054,peck.,啄,70
8255,bem-estar,福利,57
13251,sino,钟,15
12887,louisiana,路易斯安那州,20
2065,erg.,尔格,91
10776,imagine,想象,31
11876,reinserir,重新终止,8
11602,dicionário,字典,31
12507,brunswick.,不伦瑞克,24
12105,rory.,罗里,27
8477,delicioso,美味的,55
10439,vicioso,恶毒,41
394,latham,莱瑟姆,100
10173,mediterrâneo,地中海,43
4152,posto avançado,前哨,69
5840,gibbilar,胡言乱语,73
1132,banda.,班达,97
14085,diretor,导演,18
608,pedicure,修脚,99
1410,cícero,西塞罗,95
11728,milão,米兰,31
1426,bóia,浮标,83
12356,ref.,裁判,23
3513,assimilação,同化,75
6224,barata,蟑螂,71
12545,satélite,卫星,22
228,dene.,菩萨,100
10472,judaísmo,犹太教,40
12645,investigação,调查,16
6936,inconsistência,不一致,39
11486,sheffield,谢菲尔德,33
704,nacho,纳霍,98
2780,primer.,底漆,86
4177,lucille.,卢利尔,83
9462,greenwich,格林威治,48
13319,tufão,台风,15
11676,jacarta,雅加达,31
