ID,PORTUGAIS,ARABE,INTERVAL
9222,strauss.,شتراوس,50
12120,trilha,ممر المشاة,18
3844,crises,الأزمات,84
8582,pousada,خمارة,45
4943,travessura,الأذى,77
14469,documento,وثيقة,12
7229,cinético,الحركية,59
3932,pronunciar,نطق,39
11535,tailandês,التايلاندية,32
1252,skit.,مسرحية هزلية,86
12679,enviesado,انحيازا,21
5586,ingênuo,ساذج,70
1524,snoopy,متطفل,95
8335,dominação,هيمنة,17
8477,delicioso,لذيذ,55
9192,pêssego,خوخ,48
1576,foxy.,ماكر,94
3474,indolor,غير مؤلم,87
7253,traidor,الغش,47
381,vice-rei,النائب,97
9704,capitólio,الكابيتول,46
5906,ciclope,سيكلوبس,72
9365,perigo,خطر,49
7513,beleza,bz.,62
12447,nelson.,نيلسون,24
12854,bélgica,بلجيكا,20
13912,informação,معلومة,5
295,crux,كروس,100
10048,pão,رغيف الخبز,43
7147,esquimó,إسكيمو,44
5490,avestruz,نعامة,73
1218,mako.,ماكو,96
11316,ombro,كتف,30
5789,judith.,جوديث,73
12725,voou,طار,22
6875,caldeira,سخان مياه,62
9729,dezenove,تسعة عشر,46
11454,bônus,علاوة,33
9483,lobos,ذئاب,48
13958,meses,شهور,10
9100,judo,جودو,51
8239,boneco de neve,الرجل الثلجي,57
857,metadona,الميثادون,97
1993,inquérito,التحقيق,91
11261,cal,كال,35
2788,rembrandt.,رامبرانت,89
5780,libélula,اليعسوب,72
7107,perf,فاق,64
1682,entrevistados,أجريت معهم المقابلات,86
12426,leite,حليب,24
10607,reno.,الراين,39
11986,danny.,داني,28
9334,dat.,رات,49
12606,acusado,المتهم,15
12238,mais longo,أطول,26
11057,barba,لحية,34
12848,síndrome,متلازمة,20
12904,solteirona,العانس,20
4817,portman.,بورتمان,79
13444,começo,بداية,11
5558,stine.,عتيقة,74
14015,correr,يجري,7
881,poeira estelar,stardust.,97
9800,vitamina,فيتامين,44
11450,beta,بيتا,33
3552,espaçoso,فسيحة,86
8879,seneca.,سينيكا,53
10326,mais próximo,الأقرب,41
6909,ballard.,بالادارد,66
12316,caçador,هنتر,24
9399,sem nome,لم يذكر ذلك,49
10795,comissário,مفوض,37
3480,intervir,التدخل,46
13772,verde,لون أخضر,11
10896,libelo,تشهيري,19
11239,prosa,نثر,35
11071,explosivo,مادة متفجرة,18
4426,burocracia,البيروقراطية,80
8786,taxa,مصاريف,45
10857,desabou,انهارت,24
12000,cor de rosa,زهري,28
8867,chileno,تشيلين,52
1318,piquetes,اعتصامات,55
10180,albanês,الألبانية,34
9128,bytes.,بايت,44
6973,taiti.,تاهيتي,65
2663,platônico,أفلاطوني,88
5220,simulação,محاكاة,38
6860,reside,يقيم,18
1533,pontius.,بونتيوس,95
9802,surpreendente,مفاجأة,21
474,prevalência,انتشار,64
13248,pró,طليعة,14
11701,barão,البارون,30
4981,incesto,سفاح,78
10644,cereja,كرز,39
9978,destaques,يسلط الضوء,21
1857,vestuário,ثياب,93
2451,sorriu,ضحك,38
1717,piridone.,البيريدون,94
14398,data,تاريخ,6
10463,realocado,إعادة تخصيص,40
13953,voltar,خلف,7
8749,pasteur.,باستور,51
8556,judiciário,القضاء,55
726,clanco,صليل,98
466,piso,منبسط,91
11077,explorador,مستكشف,23
10870,bengal,بنغال,26
5376,furto,shoplifting.,72
12033,pirata,القرصان,18
5465,celsius,درجة مئوية,75
3581,dias úteis,أيام الأسبوع,65
12645,investigação,تحقيق,16
4109,éster,إستر,74
144,aik.,وايك,100
13529,ampla,واسع,12
2204,convergente,مؤخر,47
4815,guarda roupa,خزانة الثياب,77
12837,seattle.,سياتل,21
12639,máximo,أقصى,22
12372,estúpido,غبي,23
4764,corte de cabelo,حلاقة شعر,76
9662,eiffel,إيفيل,47
11321,trek.,رحلة,34
14273,cabeça,رأس,9
764,manx.,مانكس,98
8132,uni,أيد,58
7795,etilo,الإيثيل,60
11624,mf.,مهد,31
13224,sol,الشمس,15
2870,pubic.,العانة,88
7892,aliado,حليف,18
2118,desespero,اليأس,88
13479,virar,منعطف _ دور,9
2167,rearranjo,إعادة ترتيب,57
4724,lamber,يلعق,67
8079,cantão,كانت,54
12950,sexta-feira,يوم الجمعة,19
7272,choro,بكاء,32
6699,granger.,جرانجر,67
9810,oceânia,أوقيانوسيا,45
7278,destinatário,متلقي,48
7801,patricia.,باتريشيا,60
11645,chevrolet.,شيفروليه,31
7973,suffolk.,سوفولك,59
11070,comprovado,ثبت,36
11217,convencional,التيار,35
8334,hershey.,هيرشي,56
4251,saxifrage.,كاسر الحجر,82
6492,cais,رصيف بحري,61
10781,linemen.,البناء,38
10044,rouge,روج,38
6351,fiança,إنفاذ,61
10772,asteca,ازتيك,37
12869,fl.,فلور,20
6673,numerologia,علم الأعداد,65
12839,mola,الخريف,18
9925,leicester.,ليستر,44
6676,mula,بغل,60
12131,candidato,مرشح,19
14127,pontos,نقاط,6
10005,fiesta.,فييستا,44
10917,entrega,توصيل,33
6665,incursão,التوغل,59
10333,dar.,دار,41
8877,esgoto,مياه المجاري,53
7276,intercurso.,الجماع,63
213,proletariado,البروليتاريا,100
13774,atrasado,متأخر,11
10991,hart.,هارت,37
2081,amargamente,بمرارة,92
605,atropelar,انقلب,99
13531,colina,تل,12
13596,tendência,نزعة,12
9103,potássio,البوتاسيوم,51
12604,ne.,ني,23
2575,miliciamen.,رجال الميليشيات,90
4468,mee.,مي.,81
6425,nigeriano,النيجيري,67
13030,juntou,انضم,11
4958,fachada,مظهر زائف,76
14227,retornar,يعود,9
4008,lulu.,لولو,83
5445,galáctico,المجرة,75
3011,elisha.,إليشا,88
13228,amarrado,ربط,10
9239,cartier.,كارتير,50
10684,christie.,كريستي,36
657,sequóia,سيكويا,96
11106,dificilmente,بالكاد,36
14087,total,المجموع,7
8173,modesto,محتشم,58
5409,mais seguro,أكثر أمانا,75
8394,analistas.,محللون,46
10290,cívico,المدنية,41
7626,manifestação,مظاهر,40
11344,bunda,الحمار,33
10314,injusto,غير منصف,41
5400,rami.,رامي,74
6791,rítmico,إيقاعي,66
11618,yorkshire.,يوركشاير,31
11116,subtropical,الاستوائية,36
2351,olmo,إلمام,84
6060,repressão,حملة القمع,70
13360,tigres,النمور,12
13408,eventualmente,في النهاية,13
7136,produziu,أسفرت,38
9335,a meio caminho,في منتصف الطريق,49
13469,permitir,السماح,9
6578,asperger,أسبرجر,68
11305,vulcão,بركان,32
12677,mississippi.,ميسيسيبي,22
12917,unreferenciado,غير مجهول,20
5572,homenagem,إجلال أو بيعة أو احترام,73
12619,khan.,خان,23
5642,amônio,الأمونيوم,74
6956,sandman,ساندمان,65
8498,inspiração,وحي - الهام,28
10472,judaísmo,اليهودية,40
1743,persuasão,إقناع,76
8792,zeus,زيوس,53
6817,boon.,نعمة,66
8160,pitagórico,فيثاغوري,58
7192,decência,أدب,64
5548,lisérgico,lysergic.,74
14121,fazendo,تحضير,5
9497,banda larga,موجة عريضة,48
6003,salgueiro,ويلو,68
13834,acima,أعلى,6
7708,porco-espinho,النيص,61
2798,xisto,الصخري,89
7208,afeta,يؤثر,9
12011,newcastle.,نيوكاسل,28
12323,mandril,تشاك,25
12507,brunswick.,برونزويك,24
9299,abd.,عبد,49
11693,décimo quarto,الرابع عشر,31
12602,maratona,الماراثون,23
11567,a parte  de lado,جانبا,32
7249,cidadão,بقي,61
9778,cassino.,كازينو,42
8900,mel,عسل,52
1334,albino,ألبينو,95
11269,malta,مالطا,35
13229,filho,ابن,15
1714,speight.,انتقم,94
12342,guiné,غينيا,24
10082,golfinho,دولفين,25
13631,portal,منفذ,12
12573,mais fácil,أسهل,23
3553,colima,كوليما,86
2911,inductees.,مثاد,85
8781,baas.,باسات,45
3520,chevron.,شيفرون,85
8188,manso,ميك,58
8243,perdoar,اغفر,50
13657,notabilidade,الوجيه,8
5109,não especificado,غير محدد,77
13862,anos,سنين,6
9363,arquiteto,مهندس معماري,42
3754,kern.,كيرن,84
1295,salinidade,الملوحة,81
1945,fermi.,فيرمي,93
14333,vendendo,يبيع,21
8266,ee.,هيا,57
3985,gein.,جينم,83
7867,remunerações,أجور,30
4424,centauro,سنتور,76
6512,salmonella.,السالمونيلا,69
13512,coroa,تاج,13
12113,senhora,سيدة,21
3970,prodígio,معجزة,71
2854,discernir,تميز - تدرك,76
14189,chave,مفتاح,11
1325,clorofila,الكلوروفيل,96
9505,sally.,سالي,47
573,nítrico,نيتريك,99
4069,totem,الطوطم,82
82,peabody,بيبودي,100
8117,anorexia,فقدان الشهية,58
250,programadores.,مبرمجون,29
7533,lã,صوف,62
11290,jacksonville.,جاكسونفيل,34
1376,trina,ترينا,96
14118,dado,منح,10
9162,ansioso,حريصة,50
7439,truta,سمك السلمون المرقط,62
9941,estraguei,ينفخ,44
11700,mickey.,سخرية,31
3463,ovação,ovation.,83
10647,bacquet.,البسكويت,39
150,o w,itw.,98
12239,genuíno,حقيقي. صادق. صميم,24
10434,underdown.,تحت أسفل,41
7535,letal,قاتلة,60
3589,motocicletas,دراجات نارية,26
4847,símile,التشبيه,79
174,esmalte,المينا,97
8653,adaptação,التكيف,32
14089,começou,بدأ,10
13505,arbitragem,تحكم,13
1719,txt,رسالة قصيرة,93
11556,sal,ملح,30
1308,swami.,السوامة,93
11905,júpiter,كوكب المشتري,29
10038,linhagem,نسب,43
14492,futuros,العقود الآجلة,8
3765,durian,دوريان,84
10483,intel.,شركة انتل,40
8089,lars.,لارس,46
795,saboroso,طيب المذاق,96
294,infrutífero,غير مثمر,100
6831,sustentar,الحفاظ,23
2659,handily,يديلين,90
3576,telha,بلاط,63
11935,física,الفيزياء,7
3151,despesa,المصروفات,75
12755,sudoeste,جنوب غرب,21
5528,feijões,فاصوليا,34
13022,telefone,هاتف,17
1828,cunhagem,سك العملة,93
10751,fraser.,فريزر,38
1610,variância.,فرق,93
109,reembolsar,سداد,90
2009,agradável,أجمل,92
11296,quinze,خمسة عشر,34
3934,bertha.,بيرثا,83
1723,elogiar,ثني,55
5553,burundi,بوروندي,74
11838,che,تشي,30
12886,efeitos,تأثيرات,10
5630,notavelmente,لافت للنظر,24
11979,dólares.,دولار,20
9562,salário,راتب,43
4062,érica,إيريكا,83
7150,ptolomeu,بطليموس,64
996,zak.,زك,97
5250,carboxilato,كربوكسيل,60
6717,aclamado,نال,54
4814,invasores,الغزاة,31
12209,honda.,هوندا,26
6391,namorado,حبيب,68
4451,mangue,مانغروف,80
13336,oklahoma.,أوكلاهوما,15
11430,trindade,الثالوث,33
9745,manga,تكميم,36
12230,quadril,ورك او نتوء,25
13493,on-line,عبر الانترنت,14
1404,gratidão,يشكر,95
10101,vestido,يرتدي,26
8545,sincronizar,مزامنة,54
7727,nápoles,نابولي,61
10571,cada vez mais,على نحو متزايد,39
8071,baxter.,باكستر,58
6727,funileiro,تينكر,64
3263,possui,يمتلك,19
10461,soum.,سمامة,40
12767,década,عقد، عشر سنوات,18
12484,estatisticas,الإحصاء,20
9899,andarilho,روفر,32
6205,dole,إعانة,69
2981,torrente,سيل,85
9864,sig.,سيج,45
10718,galhardete,بانانت,38
12518,ajuste,لائق بدنيا,17
8264,brit,بريت.,51
7701,reg.,ريج,61
988,stillman,لا يزال الرجل,97
6662,smyth.,سميث,67
4012,estragando,ستراينج,73
12099,conde,الايرل لقب انكليزي,27
12578,libanês,لبناني,23
6672,supremacia,التفوق,67
475,omite,إذن,45
9503,iémen,اليمن,48
368,swahili.,السواحيلية,100
11038,pântano,اهوار,36
3355,auspícios.,رعاية,87
12459,andador,ووكر,24
11208,hollywood,هوليوود,35
1932,midi.,ميدي,92
10239,pulmão,رئة,39
3007,botão,مقبض الباب,80
8464,cadeira de rodas,كرسي متحرك,55
11142,lib.,ليب,35
5963,ajustar,اضبط,38
6113,catastrófico,كارثي,55
107,figaro.,فيجارو,100
166,beltway.,بلواي,100
9393,infame,سيء السمعة,47
11999,casado,زواج,27
1424,cantos,الهتافات,50
13278,pat.,تربيتة,14
8834,grizzly.,أشيب,46
2055,baguio.,باجيو,92
411,cianúrico.,السيانوريكي,99
7926,esperma,الحيوانات المنوية,59
130,eletrostático,كهرباء,89
4939,canônico,العنوان الأساسي,37
13771,quase,تقريبيا,12
11731,quênia,كينيا,30
8944,muito pesado,غامر,37
4140,beduíno,بدوية,77
13718,rio,نهر,11
1527,pigmeu,بيغمي,89
10273,sucessor,خليفة,40
416,pugh.,بنغر,100
6634,sem ganho,باهظة,68
593,cromatina,الكروماتينية,99
8851,flagrantemente,بلطف,53
6447,bornéu,بورنيو,69
5590,mimado,مدلل,50
11748,conciso,مختصرا,30
1056,serina,سيرين,91
14025,meu,لي,5
11789,atriz,ممثلة,29
10020,caxemira.,كشمير,44
2010,misspelling.,أخطاء إملائية,61
12311,escocês,اسكتلندي,25
9361,iaque,ياك,49
4577,napa.,نابا,80
117,fluke.,حظ lucky strike,98
31,desatento,غافل,99
11658,restante,بقية,31
6509,vago,شاغر,66
3175,gritando,صراخ,46
13942,definir,تعيين,9
7635,filha,فلس,58
5635,braille.,برايل,74
11830,intitulado.,بعنوان,8
4641,economistas.,الاقتصاديين,55
6796,sim.,سيم,34
13883,sistemas,الأنظمة,8
12941,distância,مسافه: بعد,17
5420,soneto,سونيت,68
154,nexo,نيكزس,100
4476,pinyin.,بينين,81
9874,entender,تدرك,36
3640,interrupção,انقطاع,66
13478,jackson.,جاكسون,14
12599,golfe,جولف,23
12070,solução,المحلول,24
11314,quem quer,كل من,34
10379,seca,جفاف,40
1875,dimetil,ثنائي ميثيل,93
9333,duradouro,مستمر,30
7155,logístico,لوجستية,36
12116,ch,ش.,27
11085,castro.,كاسترو,36
7469,expo.,اكسب,43
11869,padeiro,خباز,29
620,warplanes.,حرب الطائرات,99
8024,hepatite,التهاب الكبد,58
9713,gótico,القوطية,46
5339,heap,كومة,68
11123,trilha sonora,تسجيل صوتي,34
9428,ritmo,على نفس المنوال,46
93,microprocessadores,المعالجات الدقيقة,75
8828,tau.,تاو,53
7917,worcester.,ووستر,59
12272,papa,بابا الفاتيكان,25
9527,separação,انفصال,13
10518,norueguês,النرويجية,39
10951,joelho,ركبة,35
773,rhein.,راين,98
13128,introduzindo,مقدمة,10
6844,hasan.,حسن,66
1564,lanceiro,الرامح,95
7998,butch.,بوتش,59
6346,búfalo,الثور,62
5883,constituinte,الدائرة الانتخابية,49
11008,embaixada,السفارة,34
4545,iceberg.,جبل جليد,80
13776,tour,جولة,10
1359,dália,الضحلة,96
14246,tentando,محاولة,6
10942,delicatessen,أطعمة لذيذة,37
2410,tauranga.,تاورانجا,91
83,manchar,سلي,99
3833,pequim,بكين,78
9576,fortuna,ثروة,47
13636,tagged.,معلم,7
12475,míssil,صاروخ,20
14410,olhando,يبحث,5
7163,alquimista,الخيميائي,63
941,quantitativo,كمي,93
12291,extremo,أقصى الحدود,17
3000,marcadamente,بشكل ملحوظ,88
9364,pernoite,بين عشية وضحاها,49
4895,hereford,هيرفورد,78
14278,conta,فاتورة,10
7123,yuan,يوان,64
5644,valsa,الفالتز,68
11581,roosevelt.,روزفلت,32
12506,reitor,عميد,24
12547,intercâmbio,تبادل,21
2732,troposférico,التروبوسفير,76
6604,orvalho,ندى,68
8067,watts.,واتس,40
9969,deslocado,تحول,17
11829,íon,أيون,29
3236,dearborn.,ديربورن,88
14044,cotações,معدلات,7
10698,reavaliado,إعادة تقييم,38
11745,algodão,القطن,30
12909,violência,عنف,20
9512,ulisses,أوليسيس,48
5276,olhe,انتبه احذر خذ بالك,76
10280,filipino.,الفلبينية,40
10221,aspirador,هوفر,42
5604,tucson.,توكسون,74
3690,assustador,شاقة,84
3927,rolando.,رولاندو,84
7126,fugindo,الفرار,45
108,bombeiro,رجل الاطفاء,100
10010,odyssey.,ملحمة,44
2821,dang,دانغ,88
599,eca,قرف,99
9510,tubo,يضخ,38
11620,ruth,روث,31
9212,hat,ht.,33
12808,harrison,هاريسون,21
13818,não,لا,5
7574,carmel.,الكرمل,62
5576,inesperadamente,بشكل غير متوقع,74
13607,navegador,متصفح,12
6690,essência,جوهر,67
10910,cientologia,السيانتولوجيا,38
11073,flecha,سهم,32
1956,pechincha,مساومة,58
11518,boletim de notícias,النشرة الإخبارية,32
1635,embrião,engryo.,89
11587,vii.,السابع,32
14385,ativos,أصول,38
2588,familiarizado,تعرف على,67
244,comestível,صالح للأكل,97
2555,altar,مذبح,90
4886,semitismo,السامية,50
11959,tatu,أرماديلو,28
7683,patel,باتيل,61
13712,verificável,يمكن التحقق منه,8
12107,controlada,خاضع للسيطرة,11
3208,energético,حيوية,83
1729,sociológico,الاجتماعية,42
12851,baltimore,بالتيمور.,20
6639,estratégias,الاستراتيجيات,30
716,inbound.,ويد,84
1692,desidratação,تجفيف,89
684,referência,مجردة,22
4183,pâncreas.,البنكرياس,82
11606,oxigênio,الأكسجين,31
11174,facilitar,يسهل,32
9865,princípios,مبادئ,27
12441,franklin,فرانكلين,24
6255,shook.,اهتز,70
4875,quem quer que,من أجل,78
10831,reclamações,شكاوي,26
8185,cinderela,سندريلا,58
883,sutilmente,برفض,97
13322,ei,يا,15
6215,skittle.,بوت,58
9797,jude,جود,46
8467,tien.,تيان,55
5631,legibilidade,مقروئية,53
10979,notação,الرموز,34
13208,raio,شعاع,15
3559,otimista,متفائل,80
6728,corinthians.,كورنثوس,62
12898,utah.,يوتا,20
12018,península,شبه جزيرة,28
7883,comercialmente,تجاريا,9
6785,acetil,أسيتيل,65
3584,serafim,سيرافيم,85
1445,majestoso,مهيب,93
1510,maneira de andar,مشية,94
945,caramelo,الكراميل,95
5503,acumulado,amassed.,63
5710,abduzido,اختطف,50
2464,freelance,حسابهم الخاص,84
9181,estocolmo,ستوكهولم,50
11006,ídolo,محبوب الجماهير,36
8171,bactérias,بكتيريا,58
4301,brócolis,بروكلي,82
8058,granada,غرينادا,59
8108,contextual,السياقي,56
7967,consciência,الوعي,56
12474,tratado,معاهدة,18
6627,cáucaso,القوقاز,68
5065,cafajeste,نذل - وغد,77
5302,talon.,تالون,72
3725,hg.,زئبق,85
9751,acusação,لائحة الاتهام,40
5165,asher.,آشر,76
392,shriver,شرايفر,100
13909,bem,حسنًا,7
11411,mais devagar,أبطأ,33
7238,bismarck.,بسمارك,63
10922,terra nova,نيوفاوندلاند,38
8155,soldagem,لحام,53
8487,geleira,glacier.,51
9948,lefty.,اليساري,44
14505,endereço,عنوان,5
4348,bason.,باسون,82
4716,libra,الميزان,75
3086,desprovido,خالية,88
3661,parkinson.,شلل الرعاش,85
3611,meltdown.,الانهيار,84
1648,perdue.,بيردو,91
14033,pensar,يفكر,7
4262,virilha,فورت,82
1793,celulose,السليلوز,88
10031,incorretamente,بشكل غير صحيح,44
12163,newton.,نيوتن,27
10632,richter.,ريختر,39
11943,permanente,دائم,22
11325,sigma.,سيجما,34
6142,cate.,كيت,63
4019,esfumaçado,الدخان,83
10529,bar,حانة,38
11146,indígena,السكان الأصليين,36
5887,trauma,صدمة,72
10378,bruxa,ساحرة,38
12076,câncer,سرطان,27
13344,dan.,دان,15
12072,ja.,جا,28
8726,ag.,اي جي,54
12223,mais perto,أقرب,26
10022,tributo,تحية,42
12501,homer,هوميروس,21
232,desafiada,يتحدى,74
10638,mais jovem,اصغر سنا,39
12112,kuwait,الكويت,27
12446,conduzido,أدى إلى,16
11715,passagem,العبور,28
7260,testículo,الخصية,61
10300,fed.,تغذيها,41
10190,completamente,كليا,42
11503,tibete.,التبت,32
7618,sufocar,خنق,54
8248,markup,وضع علامة على,57
14303,facto,حقيقة,6
2983,kensington,كينسينغتون,88
13379,arma de fogo,بندقية,12
9788,café da manhã,وجبة افطار,44
9759,diálogo,حوار,44
4223,sombreado,مظلل,46
5888,meteoro,نيزك,68
12709,aren,أرين,22
1661,aviônica,إلكترونيات الطيران,88
10941,lima.,ليما,37
11328,roxa,ليلكي,34
2104,sinfônico,سيمفوني,92
12421,austin.,أوستين,25
8315,hindi,اللغة الهندية,57
9785,enterrado,مدفون,37
12014,conforme,تتوافق,14
1689,falta de vontade,غير مروع,94
13338,milímetros,مم,15
9020,lente,عدسة,52
24,ensaio,بروفة,74
1883,alanina,ألانين,93
11068,ovo,بيضة,33
259,brincando,مازح,100
3604,lagarta,يرقة,83
9366,volta.,فولتا.,49
13365,laranja,البرتقالي,15
4714,hanukkah.,هانوكا,79
9433,arca,فلك,48
9733,lunar,القمري,46
3566,palestra,محاضرة,60
10200,graffiti.,الكتابة على الجدران,42
12363,corretamente,بشكل صحيح,25
10066,gancho,صنارة صيد,30
8037,sagacidade,خفة,23
402,mana.,مانا,97
12960,golfo,خليج,19
2085,pára-quedista,مظلي,50
10945,macaco,قرد,36
10491,pódio,المنصة,39
13263,nenhum,لا أحد,16
6991,debandada,فرار جماعي,62
9235,aurora,اورورا,50
9916,disposições,أحكام,38
4293,zoologia,علم الحيوان,76
13991,negociação,تجارة,12
14170,recebido,تلقى,6
5223,gabby.,غابي,76
2038,ananda.,أناندا,92
1684,mancha solar,sunspot.,91
13696,individual,فرد,11
1500,espetacularmente,بصورة مذهلة,95
7390,bom homem,رجل صالح,62
7447,derry,دخر,62
2057,pináculo,سباير,88
12065,spencer.,سبنسر,28
906,papiro,ورق بردي,97
13056,graham,غراهام,18
14128,marchar,يمشي,5
11169,município,البلدية,25
9500,misericórdia,رحمة,45
13615,tagalog.,التاغالوغية,12
9002,obesidade,بدانة,50
6947,fidelidade,الولاء,64
4773,sardar.,سردار,79
9912,residencial,سكني,45
5743,sicômoro,شجر جميز,72
8538,primo,ولد عم,45
3407,redwood,الخشب الأحمر,83
8809,polca,البولكا,53
5344,gato selvagem,wildcat.,33
13008,senha,كلمه السر,18
8361,imediatamente,فورا,56
3924,thunderbird,ثندربيرد.,84
6898,fantasmas.,أشباح,30
11744,frota,سريع,30
3630,crapper,كرابر,85
8021,rep.,اعادة \ عد,55
459,tomografia,الأشعة المقطعية,99
14254,os,نظام التشغيل,27
4785,sped.,سبيد,79
4401,x-burger,تشيز برجر,81
8527,criaturas,مخلوقات,46
2315,sacada,شرفة,83
13448,eles mesmos,أنفسهم,14
11751,volume,الصوت,27
7964,alarme,إنذار,48
3046,fila.,فايت,88
3539,tifóide,typhoid.,86
11604,unicamente,بمفرده,24
11779,tu.,تو,30
2965,galgo,السلوقي كلب الصيد,69
12327,arma,سلاح,14
4823,hidromel,ميد.,73
13749,acompanhar,مسار,10
1636,snell.,سنيل,94
8779,escarlate,اللون القرمزي,52
8158,lixiviar,ليتش,57
1299,anotado,مشروح,83
6475,empreendedor,ريادي,62
6803,pollard.,بولارد,66
2827,sufocando,الاختناق,69
7887,aero.,ايرو,60
8870,inconsciente,غير مدرك,51
14433,comissão,عمولة,19
2469,capitalizado,رسملة,69
8714,surpreendentemente,من المستغرب,54
12424,meia-noite,منتصف الليل,25
2714,gigs.,العربات,63
5579,nv.,ند,74
5457,esteja vivo,اعتقد,75
9873,discutivelmente,يمكن القول,43
13837,você,أنت,5
11904,décimo segundo,الثاني عشر,29
9404,trunfo,ورقة رابحة,46
2180,piquenique,النزهة,91
1423,tirosina,تيروزين,95
2008,advérbio,ظرف,90
8522,julgando,الحكم,19
6902,crashing.,تحطمها,16
5813,gâmbia,غامبيا,73
14084,mover,يتحرك,8
11936,cérebro,مخ,27
10904,armazenar,تخزين,38
11364,jacob.,جاكوب,34
13497,mph,ميل بالساعة,13
8551,plasma,بلازما,55
8398,coincidência,صدفة,39
4075,burrito,بوريتو,82
10729,narrativa,سرد,38
5184,fabiforme,فابيشي,76
7233,capitalista,الرأسمالي,61
13017,noroeste,الشمال الغربي,18
10501,maravilhas,عجائب,15
9782,pendente,ريثما,45
8420,magnum,ماغنوم,55
7353,paisagem,المناظر الطبيعيه,57
12698,acho,خمن,20
11928,extraordinário,استثنائي,29
13162,consecutivo,على التوالي,17
6687,gaius,جايوس,67
1599,endurecer,هاردن,73
4806,recheado,محشو,68
12067,pilares.,أعمدة,27
7011,limite,عتبة,64
6202,germain,جيرمان,70
9037,exigente,طالب,20
7949,rand,راند.,59
14379,lado,جانب,10
6605,lai,لاي,68
12215,anon.,حالا,26
11991,manchando,تشويه,24
8773,viva,تحيا,53
13468,ministro,وزيرة,13
4432,glutamato.,الغلوتامات,79
6102,clamo,هادئة,70
3296,caravana,المنزل المتنقل,83
13032,exatamente,بالضبط,18
69,clérigos,رجال الدين,69
5874,proteínas,البروتينات,29
8207,éden,عدن,58
7783,raphael,رافائيل,61
13339,kong.,كونغ,15
9762,knox.,نوكس,46
6308,camarão,جمبري,70
10966,gettysburg.,جيتيسبيرغ,37
10677,cervo,الغزال,39
12061,qualquer lugar,في أى مكان,28
6169,não sei,لا أدري,70
7918,égua,فرس,59
8267,chee.,تشي.,57
11100,censura,الرقابة,36
1313,xamã,شامان,82
8154,prateleira,رف,42
311,sari,ساري,97
14160,trabalhadores,عمال,21
14196,países,بلدان,8
4607,bridgewater,بريدج,80
12060,quadrinho,رسوم متحركة,15
4902,parachoque,بوم,74
2258,cassiopeia.,كاسيوبيا,91
4440,intocado,دون,64
10957,argolas,خواتم,17
5089,tyne.,تاين,57
10268,tâmil,التاميل,42
12688,soletrado,مكتوبة,12
3076,lúcido,لوكيد,87
6618,saigon.,سايجون,68
7263,rua de trás,backstreet.,63
3289,alcorão,القرآن,87
11356,homem verdadeiro,رجل حقيقي,34
4852,desempregados,عاطلين عن العمل,50
5107,abruptamente,بشكل مفاجئ,77
10460,romance,رومانسي,40
9132,erosão,التعرية,51
811,ibid,المرجع نفسه,98
12965,cometa,مذنب,19
1863,rudge,جائع,93
11464,centro da cidade,وسط البلد,33
6293,scarborough.,سكاربورو,70
4926,pungente,بانج,77
1144,wankel.,وانكيل,96
12496,xd.,وجه ضاحك,24
4931,alegremente,بسعادة,78
2202,lindy.,ليندي,91
5386,turvar,muddy.,72
9567,me dê,اعطا,48
7655,zen,زن,62
13573,muitas vezes,غالبا,13
2954,atado,ذو أربطة,60
6886,amianto,الأسبستوس,66
7985,impor,فرض,33
11416,parada,موكب,32
12696,padronizar,نمط,20
1730,refeito,redone.,93
1948,khu.,خوف,93
7234,subdólido,subdolous.,63
4760,chaleira,غلاية,77
1673,familiarizar,تعرف,89
4662,overdose,جرعة مفرطة,75
2447,acidentalmente,عن طريق الخطأ,21
2973,goldeneye.,العين الذهبية,88
14155,britânico,بريطاني,9
12458,pedro,بيدرو,24
11749,precisão,صحة,30
733,flanker.,فورنر,96
7194,presbiteriano,المشيخي,62
13760,prix.,بريكس,12
2474,tori.,توري,57
10782,hindu,الهندوسية,33
3624,charette,شاريت,85
3330,cascavel,أفعى الجلجلة,87
6238,recreação,الترفيهية,31
4603,eufrates,الفرات,80
10524,cubo,مكعب,38
9572,lucy.,لوسي,48
2007,fosfórico,فوسفوري,87
6961,hepburn.,هيبورن,65
7587,vaia,باو,50
11320,degraus,خطوات,16
6671,paleolítico,حجري,67
3684,med.,ميد,85
10876,distinto,خامد,23
64,entristecido,حزنا,93
13441,mapa,خريطة,12
6830,polímero,البوليمر,63
9793,fagulha,شرارة,31
13502,etapa,المسرح,12
1727,penned,مقرونة,39
9021,laguna,لاجونا,52
4990,mandíbulas,فكي,59
7135,se assemelha,يشبه,38
13681,enviei,أرسلت,12
5060,berna,برن,77
6211,folga,رد فعل عنيف,70
14061,colocar,يضع,8
178,bethesda.,بيثيسدا,100
9646,fogos de artifício,العاب ناريه,45
5342,perene,الدائمة,73
10301,carnaval,الكرنفال,41
470,abade,abbot.,97
3839,incolor,عديم اللون,84
2782,reunificação,إعادة توحيد,89
7129,ciano,ازرق سماوي,64
11485,haiti,هايتي,33
2923,agudos,treble.,88
11870,jeremy.,جيريمي,29
6580,ramon,رامون,68
7302,golpear,خفض,47
8705,virtude,فضيلة,50
13092,pena,ضربة جزاء,15
11887,vírus,فايروس,29
