ID,PORTUGAIS,JAPAN,INTERVAL
3287,independentemente,無関心に,87
9767,plantas.,植物,15
14097,reunião,ミーティング,9
7655,zen,禅,61
2937,prejudicial,有害な,77
3215,alergia,アレルギー,86
5436,andrômeda,アンドロメダ,75
10541,carroll.,キャロル,39
13592,kuru.,k,12
9808,dívida,借金,41
8281,sears.,s s,54
11527,pedágio,通行料金,31
9718,tonga,tong tong,45
9392,aeroespacial,航空宇宙,48
1571,indocumentado,文書化されていない,94
3868,não resolvido,未解決の,84
9907,processado,めくる,22
7881,qualificações.,資格,21
13236,davis.,デイビス,14
413,politeísmo,ポリエスズム,100
11608,casaco,コート,27
14108,investimento,投資,27
2070,barangay.,バランガイ,92
6706,partenon.,パルテノン,66
4203,sucatear,スクラップ,51
4673,inofensivo,harm harm,79
10018,buenos.,ブエノス,40
1248,nos bastidores,舞い上げ,96
14050,estados,状態,6
11232,violento,暴力的な,33
10422,mentindo,嘘をつく,20
10601,convencido,確信している,27
12666,mitologia,神話,21
5887,trauma,トラウマ,72
4986,cacau,ココア,77
6416,contenda,闘争,68
1599,endurecer,硬くする,73
10457,amsterdã.,アムステルダム,40
1906,brincadeiras,いたずら,60
7090,vacina,ワクチン,52
4284,stiller.,still still,81
9117,sexy.,セクシー,50
993,eclético,折衷,97
10736,annie,アニー,38
13892,antes,前に,6
11917,jane.,ジェーン,28
11437,racista,人種差別主義者,32
12887,louisiana,ルイジアナ,20
7803,bombeiros,消防士,44
8907,trenton.,トレントン,51
2314,alegrar,喜ぶの,86
9750,zeta.,ゼータ,45
5823,retardar,遅れる,38
3953,boina,ベレー,72
2483,loco.,遺子,81
6949,ult.,坊ん,65
8462,platão,プラトー,54
752,letargia,無気力,98
10831,reclamações,不満,26
6874,cilindros,シリンダー,40
14398,data,日付,6
14317,envolvido,関与した,9
6344,aprendiz,見習い,67
1901,jain,ジーン,93
13714,campeões,champ champ,9
13491,potencialmente,潜在的に,11
947,cumulus.,雲水,97
12618,cabo,ケーブル,21
6498,avelã,ヘーゼル,68
952,squall.,スコール,90
9987,marca comercial,商標,41
4281,testemunhar,熟考する,58
12606,acusado,被告した,15
2382,rangoon.,ランゲン,91
10332,florença,フィレンツェ,41
545,reacionário,反動的,94
7571,carne,肉,54
5912,terrestre,陸上,70
11649,merece,に値する,23
1423,tirosina,チロシン,95
7996,camden,カムデン,58
10325,atitude,態度,38
5641,concebido,挙った,64
360,regenerativa,回生,100
14293,califórnia,カリフォルニア,9
9046,futurama,フキサラマ,50
211,valão,willoon,100
229,dispersão,分散,45
2761,indeeless,嫌いな,89
14420,nomeado,名前が付けられました,6
3260,afinidade,親和性,79
11247,lanças,槍,30
5936,não-alto-circuito,解析された,71
9650,trivial,些些たる,44
8465,crônica,慢性,54
9025,morder,一口,36
13543,deu,g,13
4013,camuflar,迷彩,77
3746,drago.,ドラゴの,85
12406,gordo,肥満,23
14301,preocupação,懸念,9
9999,monção,モンスーン,42
2109,ampliar,wid,59
5046,hiper.,ハイパー,77
10513,rumores,噂,34
13051,melbourne.,メルボルン,18
7743,esboço,スケッチ,52
2174,pega,ペグ,69
5764,nixie.,ナキシー,72
2686,iglu,イグルー,90
10775,afiliação,加盟店,9
6272,gafanhoto,バッタ,67
12511,direção,方向,11
11741,amazonas,アマゾン,30
5802,saskatoon,サスカトゥーン,72
1698,algas marinhas,海藻,94
11988,especulação,投機,21
430,dayan.,デイタン,100
7922,necessidade,必要性,57
6690,essência,エッセンス,66
202,estanho.,ピューター,100
7599,forro,ライナー,57
13763,fortemente,強く,11
11256,truque,騙す,28
5598,forçosamente,強制的に,67
13323,grã-bretanha,英国,15
8508,maré,潮汐,54
13244,acordo,対処,12
1870,momentaneamente,瞬間的に,93
3252,considerável,かなりの,88
228,dene.,デネ,100
5309,sprinter.,スプリンター,59
9535,adiado,遅らせた,41
12931,sala,部屋,18
366,tetrahydrocannabinol.,テトラヒドロカンナビノール,100
5385,cauteloso,注意深い,75
14182,bancos,銀行,13
10188,notificação,通知,41
11965,monte,束,28
10064,alexandria,アレクサンドリア,43
12440,bruce.,ブルース,24
13309,gerenciou,管理されて,9
5555,samsara.,サムサラ,74
10150,skate,スケートボード,29
10596,cavalo de corrida,競走馬,28
9625,geometria,ジオメトリ,46
13833,que,よりも,6
3149,sacristão,西部,88
12481,vidro,ガラス,22
9445,seqüestro,誘拐,33
9482,influente,influ influ,47
14357,fácil,簡単,11
1497,minutemen.,minut,95
6749,meuse.,me me,66
12748,sri.,スリの,21
6008,mandarim,北京語,70
13299,conheceu,met,12
10760,sumo,ジュース,38
11635,não é claro,不明,31
13122,estrelas,出演者,9
432,amani.,アマニ,100
7715,dinâmica,ダイナミクス,24
11361,andre.,アンドレ,33
4314,malayalam.,マラヤラム,81
12515,complexo,繁雑,21
4626,newt.,ニュージャージー,79
12186,mercúrio,水星,26
12249,capa,ケープ,25
14380,visualizar,ビュー,6
6751,sauger.,ソターター,66
119,camara,カマラ,100
3435,skinhead,スキンヘッド,79
7258,canela,すね,61
9795,sargento,軍曹,44
1121,com moderação,控えめに,96
2655,pathan.,path path,90
11876,reinserir,再挿入,8
12632,superfície,水面,21
2916,northerly,北に,88
13322,ei,おい,15
8879,seneca.,セネカ,51
10870,bengal,ベンガル,26
567,jacobite.,ジャコビト,96
6243,nomenclatura,命名法,69
10539,doutrina,教義,38
13983,ajuda,ヘルプ,6
6263,canário,カナリア,68
12755,sudoeste,南西,21
2130,entrelaçado,インターレース,78
7706,alpes,アルプス,55
10943,graus,度,23
2595,iluminar,啓発,46
8087,colarinho,えり,48
6326,cadinho,坩堝,69
12428,evangelho,福音,24
8910,infravermelho,赤外線,51
13336,oklahoma.,オクラホマ,15
1416,comprimidos.,丸薬,56
11535,tailandês,th,32
10554,flores.,フローレス,39
12211,randy.,ランディー,26
5451,teoricamente,理論的に,53
13184,levemente,軽く,16
2268,aga.,アガ,91
2307,whoops.,who who,81
11377,admitido,入院しました,23
11685,collins.,コリンズ,30
568,travestismos,vest trans,99
4614,calorosamente.,暑く,79
5100,articulado,多言に,63
5915,downfield,ダウンフィールド,72
8452,yarter.,ヤーダー,55
14219,leste,東,9
12884,zero,ゼロ,19
11005,damon.,デモン,37
3740,aterro,埋め立て,84
10032,predefinição,ディフォルト,40
10090,desistir,区別された,42
7945,lin.,林,58
7849,feudalismo,fe fe,51
8764,fresno,frn,52
2185,submerso,沈下して,88
1,piperidina,ピペリジン,100
9298,cliente,クライアント,39
12842,roger.,ロジャー,15
10857,desabou,崩壊,24
357,rascunhos,草案,95
3817,paridade,パリティ,84
2334,homônimo,同名,89
4479,sportsmanship,スポーツマンシップ,80
11453,wyoming.,ワイオミング,33
3251,pico.,ピコ,88
1519,violinista,フィドラー,94
9577,em todo o país,全国的に,47
9074,espalhado,散らばっている,44
8478,lápis,鉛筆,52
14449,mais longo,より長いです,10
6617,placa,プラーク,62
741,danton.,ダントン,98
6774,colombo.,コロンボ,66
4450,portage,ポプテージ,80
10922,terra nova,ニューファンドランド,37
5661,tiro com arco,アーチェリー,73
11285,regime,政権,32
11904,décimo segundo,第12回,29
6966,desfavorável,不利,63
11252,atribuído,帰属,14
14384,liderar,鉛,7
4044,calcutá,カルカッタ,83
803,bola curva,カーブボール,98
10803,gosto,味,35
4732,sensibilidade,感度,38
8977,atirador de elite,狙撃兵,47
13210,eleições,選挙,9
6513,impressionismo,印象主義,68
7824,utopia,ユートピア,59
3281,benzoato.,安息香エート,87
4317,clubhouse,クラブハウス,80
3552,espaçoso,広々とした,86
8808,macedônio,マケドニアの,46
10204,manuseio,取り扱い,22
8175,erva,ハーブ,54
4598,suplantada,置き換えられた,72
5227,fetichismo.,フェティシズム,64
5157,lábios,唇,56
1032,valentemente,勇者に,97
8665,cleópatra.,クレオパトラ,53
5525,recuando,退却,32
14128,marchar,行進,5
3124,habsburg.,ハプスバーグ,88
840,marjorie,マーホリエ,98
1080,configurações.,config config,46
5683,checkpoint,チェックポイント,62
10016,mortal,致命的な,34
2114,adriático,アドリアティック,92
3717,napalm.,ナパーム,85
4764,corte de cabelo,散髪,76
6396,premissa,前提,49
3706,ade.,ad,85
323,monoteísmo,一神教,100
1581,adereços,小道具,61
12636,kim.,キムリー,22
10301,carnaval,カーニバル,41
10302,glória,栄光,41
13218,oceano,海洋,15
138,furtivo,furt furt,96
10472,judaísmo,ジュダリズム,40
12547,intercâmbio,両替,21
3209,mudo,ミュート,78
5307,filippo.,フィリポー,75
5073,restrições,制約,71
6793,nacionalistas.,民族主義者,38
10529,bar,パブ,38
579,guanaco.,グアナコ,99
1935,antioxidante,抗酸化剤,91
5872,caótico,混沌としました,71
2881,júba.,ジュバピー,88
14245,adicional,追加,6
8937,mamute,マンモス,50
6353,milestones,マイルストーン,48
2451,sorriu,笑い,38
12856,agência,エージェンシー,16
10787,medieval,中世の,38
6648,borderline,境界線,66
2615,caricatura,似非者,83
14007,aumentar,増加,12
448,bote salva vidas,救命ボート,96
11403,especialista,エキスパート,24
10119,super homen,スーパーマン,42
2396,drone,ドローン,84
3924,thunderbird,サンダーバード,84
1305,oscilador,発振器,62
9765,lynch.,リンチ,41
4414,novella.,ノヴェッラ,78
14191,projeto,プロジェクト,7
10080,penhasco,崖,40
12775,criança,子供,15
9346,proclamação,宣言,47
3976,elegante,エレガント,71
10960,manila,マニラ,37
9095,djibuti.,ジブチ,50
11811,granadeiro,手榴弾,28
10365,nobre,ノーブル,38
10388,interestadual,州間,40
2647,teólogo,神学者,86
11083,consideração,考慮,20
12165,madri,マドリード,27
3295,punindo,罰,21
9857,highland,高原,31
2228,cerceta,ティール,91
14397,fogo,火,9
932,satchel.,サッチェル,97
11002,golpe,吹く,29
3087,fogosa,燃える,88
1728,retrospecto,レトロスペペ,63
5904,levitação,浮揚,70
3581,dias úteis,平日,64
10280,filipino.,フィリピン人,39
2630,homebrew.,home home,90
7570,papá.,パパ,60
9205,dolly,ドリー,49
1580,nômade,遊牧民,78
8298,advento,adv,56
7691,geométrico,幾何学的な,58
11540,fomentar,里親,31
6742,cinematografia,映画学,66
10380,hilary.,h h,37
2010,misspelling.,missp,60
8048,deco,デコの,58
12472,ann.,庵,18
11394,câmara,室内,26
9922,sra,夫人,10
880,halogeneto,ハロゲン化,95
5320,topper,トッパー,63
11323,calha,トラフ,33
10902,boicote,ボイコット,35
3123,anion.,アニオン,87
7327,educaçao fisica,pe,62
13494,consultas,qu qu,12
8009,nua,裸,34
10950,gregório,グレゴリー,37
4047,hola,ホワー,83
13388,usuario,ニック,14
9503,iémen,イエメン,47
11558,concha,シェル,25
7000,knuckles.,ナックル,61
10027,refugiado,難民,27
11269,malta,マルタ,34
4511,pseudônimo,仮名,73
13146,wisconsin,ウィスコンシン,17
9003,bravo,ブラボー,51
403,smoot.,スムート,100
9930,balsa,フェリー,36
13793,para,に,5
9770,vietnamita,ベトナム人,45
14444,contínuo,続き,5
8614,samurai,武士,53
4316,desajeitado,不器用,79
13054,espera,所有,11
566,barkeep,バーキープ,99
12854,bélgica,ベルギー,20
10037,percebido,知覚された,39
11559,clare.,クラーク,14
4371,desvantagem,不利益,65
6465,caracas.,カラカス,68
14175,manter,保つ,8
7338,tay.,tう,62
3689,deixa pra lá,気にしない,85
776,enestado,mean mean,98
5357,arcadia.,アルカディア,75
1348,vivre.,v.,96
318,nuancemente,nu nu,85
1227,asfalto,アスファルト,95
9652,antecipado,antic antic,38
14436,múltiplo,複数,6
9963,havaiano,ハワイアン,42
2612,legenda,字幕,71
13900,trabalhar,仕事,5
12450,pato,アヒル,19
13229,filho,息子,15
8999,guindaste,クレーン,49
8922,jeová,エホバ,51
5885,suspender,つるす,22
9409,derrick.,デリック,48
11042,marlin.,マーリン,29
7883,comercialmente,商業的に,8
8697,besteira,ブルシット,53
6823,donna,ドナピー,64
10732,wellington.,ウェリントン,38
9378,purgatório,煉獄,48
11312,escondido,隠れた,34
465,detratores,捨て店,97
9562,salário,給料,42
10438,hum,ええ,40
7776,soberbo,見事,60
6126,festão,花輪,69
8766,crusaders.,十字軍,27
3526,marshmallow.,マシュマロ,86
13397,gato,猫,13
6698,sapatona,堤防,62
8073,em terra,陸上に,57
6892,fijiano,フィジーチャン,65
610,mantra.,マントラ,97
9194,intacto,めったいに,49
11916,ocupado,占領,24
3365,interrupção,中断,41
10533,interface,インターフェース,38
6624,kal.,カルリー,67
4369,incivilidade,不行儀,66
1170,blazing,燃えるように,48
9638,bronx,ブロンクス,46
6633,realinhamento,再調整,54
7716,isentar,免除する,50
8829,thor.,ソー,52
5173,lazer,余暇,74
13168,bombear,爆弾,10
5342,perene,多年生の,73
8773,viva,ビバピー,52
6955,ladrao,泥棒,65
5691,testosterona.,テストステロン,73
13259,índice,索引,15
8534,plumbago,プランバゴ,54
12474,tratado,条約,18
14189,chave,鍵,11
5816,evita,避けてください,6
9752,cantado,歌った,45
376,pseudociência.,擬似サイエンス,100
5541,ardósia,スレート,54
8838,corajoso,勇敢,22
2775,antics.,アンティス,87
7547,iate,ヨット,51
11581,roosevelt.,ルーズベルト,31
7247,rugindo,とどろいている,49
7555,granito,花崗岩,61
14088,aqui,ここ,5
3751,basso.,バッソ,85
11157,renda,所得,31
13541,soviete,ソビエト,12
9979,hydroxy.,ヒドロキシ,43
1277,polska.,ポルスカ,96
10830,fabricantes,製造業者,20
407,enganado,誤解した,100
13952,papel,一部,8
9266,martinez.,マルチネス,49
8288,epicentro,ep ep,55
10537,em segundo lugar,第二に,39
9663,feminismo,フェミニズム,46
4817,portman.,ポートマン,78
4806,recheado,つめた,67
3605,painel de controle,ダッシュボード,84
10222,comércio,商業,41
5148,hardtop.,ハードトップ,76
12352,brisbane.,ブリスベン,25
5731,gambá,poss,72
12541,fim de semana,週末,22
7670,reggae.,レゲエ,60
4855,gatsby.,ガツビー,78
12700,panzer.,パンツァー,21
11687,tabela de desempenho,スコークカード,31
12783,estúdio,スタジオ,17
12624,tornado,竜巻,20
14161,estudar,勉強,16
13029,exclusivo,個性的,18
13537,illinois.,イリノイ,13
2354,melba,メルバ,91
10272,xangai,上海,41
7312,napier.,ナピアー,62
12640,contador,カウンター,21
7471,firmemente,しっかりと,62
488,ipso.,イプソ,99
2167,rearranjo,並べ替え,56
12685,airborne.,空中,22
4676,oriole.,オリオレ,30
5575,absorção,吸収,72
654,roble.,ローブル,85
7875,limpeza,クレンジング,54
5534,olympus.,オリンパス,74
2387,gully,ガリ,88
6219,marcello.,マルセロ,70
10816,hemisfério,半球,37
8344,statewide,州全体の,55
1420,brumbies,ブルーム,83
11276,cobra,ヘビ,31
4571,injunção,差止命令,76
5542,bioquímica,生化学,74
11221,fundador,創立,31
3707,oculos de sol,サングラス,84
5484,supermercados,スーパーマーケット,59
9054,mongólia,モンゴリア,50
14288,universidade,大学,7
8792,zeus,ゼウス,52
5070,miskin.,ミスキン,77
10519,fera,獣,37
6056,gunfire,砲火,71
12539,soma,和,21
6173,tekken.,テッケン,70
9906,didnt.,いただきました,44
2467,peregrinação,巡礼,90
8000,peacetime.,平時,58
10444,geologia,地質,33
11342,injustificada,unwed,34
10863,raiz,根,28
11152,voleibol,バレーボール,35
4012,estragando,ストラフィー,72
7254,camadas,レイヤー,36
60,payload.,ペイロード,97
10765,neo.,ネオピー,38
5797,semicondutor,半導体,68
3685,cativos,捕虜,52
1388,argentino.,アルゼンチーノ,96
9261,degradação,分解,42
3760,exames,試験,64
12605,tailândia,タイ,22
10547,quartel,兵舎,38
14009,desempenho,パフォーマンス,10
11166,submetido,投稿された,22
13254,asiático,アジア人,15
8163,cloro,塩素,53
12136,bangladesh,バングラデシュ,27
9504,erupção,噴火,36
5507,manzanillo,マンサニヨ,74
9775,certificado,認証済み,42
5140,video cassete,ビデオテープ,64
6191,heh.,he,70
7418,gêmeos,ジェミニ,61
13013,moda,ファッション,16
4628,rho.,rh,79
4886,semitismo,学位,49
10847,angola,アンゴラ,38
6355,pivotal,ピボタル,60
8706,motivação,モチベーション,28
8450,autobiografia,自伝,53
3539,tifóide,腸チフス,86
2486,coney.,コニー,90
7450,detenção,拘置所,61
4101,adega,ワインハウス,83
12767,década,十年,18
7329,confinado,閉じ込めた,48
929,aproveitar,てこの作用,87
7243,quiropraxia,カイロプラクティック,63
7836,falhas,失敗,21
1380,chucky.,チャッキー,91
12231,romances.,小説,13
4642,azarado,不運,79
9813,pentágono,五角形,42
2842,risada,含み笑い,65
14273,cabeça,頭,9
675,curiosamente,不思議に,93
13421,deliberadamente,故意に,7
3003,maha.,マハ,88
13655,geralmente,一般的,7
2776,gulliver,ガリバー,89
10737,dor,痛み,30
14351,condições,条件,8
833,humilde,low,98
2166,caracteres,char,81
9396,cerca,フェンス,38
7120,catapulta,トレッキ,63
4413,airmobile.,エアモービル,81
12468,morris.,モリス,24
4009,panteão,パンテオン,83
10342,dinamarquês,デンマーク人,41
5896,beira-mar,ウォーターフロント,72
13294,montar,マウント,13
14170,recebido,受け取った,6
1953,kohl.,コール,93
1403,manipulações,操作,38
6186,campeche,カンパチ,70
14231,texto,文章,6
14214,precisa,ニーズ,6
9643,julgamento,判定,43
2076,evangelista,エバンジェリスト,88
7758,sith.,希代の,60
117,fluke.,フルーク,98
2572,gamelan.,ガムラン,90
9959,garfield,ガーフィールド,43
10505,lasca,チップ,29
7416,dispensar,解散,27
9554,biológico,生物学的,25
6232,hon,本店,70
11406,falcão,鷹,18
6796,sim.,シムの,34
12522,errôneo,誤解を招くように,22
3088,liquidificador,ブレンダー,88
8722,vaqueiro,カウボーイ,22
9500,misericórdia,慈悲,44
10828,coca,コカピー,38
11242,deitar,横たわっている,31
10464,aggies.,ag ag,37
8831,joyce.,欣然,52
13364,desculpar-se,謝罪,6
7966,pardal,スズメ,56
3923,orto,オルソ,84
14058,saber,知る,7
8249,impostos,税金,24
5702,biz.,ビズ,73
7963,aparar,トリム,41
8300,zebra,シマウマ,51
4923,remarcado,再スケジュール,73
13095,liberdade,自由,17
4260,minot.,ミノット,81
13031,fundação,財団,17
3748,escorregadio,滑りやすい,84
10895,milícia,民兵,35
8458,tuberculose,結核,54
3258,spurrier.,スルーラ,88
11475,palestrante,スピーカー,27
6842,vegetarianismo,菜食主義,58
7484,eris.,エリス,34
12470,punt.,パント,21
10406,panela,ポット,38
7897,encalhado,str,48
14213,união,連合,9
7914,adeus,さようなら,58
6119,electra.,エレクトラ,70
9620,espiga,トング,46
11991,manchando,やさしい,24
1807,dunne.,ダン,93
2128,bongo,ボングー,81
12137,unificado,統一された,27
11324,edith.,エディス,34
1660,carpa,鯉,83
644,celt.,ゼュレート,86
3683,cegamente,盲目的に,85
5695,cyclamen.,シクラメン,73
10701,brilhante,光沢のあるもの,38
2251,radiocarbono,放射線カーボン,91
2229,smog.,スモッグ,91
1780,vigorosamente,積極的に,65
2555,altar,祭壇,90
12054,fantoches.,pup pup,22
14125,metade,半分,10
3603,sopranos,ソプラノ,63
889,ternário,三成分,97
14186,levado,取った,8
13445,montreal,モントリオール,14
10476,comutado,切り替え,23
4605,colar,ネックレス,77
2413,tendão,腱,88
13053,construir,建てる,10
13018,sábado,土曜日,18
13118,un,国連,17
10068,catherine.,カタリン,43
4620,detidos,拘留者,69
5907,encefalon.,脳頭,72
6760,periférico,周辺,59
6253,metionina,メチオニン,69
11469,bilhete,チケット,26
8336,lição,レッスン,46
1125,chola,コラー,96
13376,miami.,マイアミ,14
9097,iodeto,ヨウダイド,50
9571,bunker.,陣地壕,43
5625,mown,lim lim,58
14024,trimestre,四半期,8
245,administrador,投与する,49
6711,messier.,メシア,66
1313,xamã,シャーマン,82
4825,miragem,ミラージュ,78
11864,gíria,スラング,29
4285,cynthia,シンシア,81
1036,hessian,ヘッセン,93
13870,maioria,ほとんど,7
10962,estático,静的,36
11077,explorador,冒険者,23
8733,arqueiro,バウマン,53
14035,óleo,油,15
815,decote,ネックライン,87
4652,bogey.,ボギー,67
3029,pronome,代名詞,77
3804,aspirina,アスピリン,84
9805,garagem,ガレージ,43
3480,intervir,介在,45
4709,homeostasis,恒常性,79
2682,francofone.,フランコフォン,90
13587,martin.,マーティン,12
9656,iso.,伊達,46
1742,não editado,未編集,93
13330,cogumelo,キノコ,15
13477,filadélfia,フィラデルフィア,13
4770,hoosiers.,ホーザー,73
13512,coroa,クラウン,12
2078,nitroso,亜硝酸,92
4904,camino,カミノ,78
760,panoptical.,パノプトカリー,98
3448,pug,パグ,81
419,firecracker.,爆竹,93
6808,abby.,アビービー,65
89,wallaby.,ワラビー,76
13099,maior,最大,17
14518,colheita,収率,37
7873,perpetradores,加害者,44
2069,trigonométrico,三角の,92
11516,largo,広範な,32
7770,arrependimento,後悔,21
6299,habitado,居住した,37
522,cottonwood,コットンウッド,99
13470,bandeira,国旗,12
3648,nettles.,net,80
2765,smyrna,スマーナ,89
6301,tonto,めまい,65
5431,kilt.,キルト,73
5634,reminiscente,彷彿,66
5565,abertura,序曲,70
8251,horizonte,スカイライン,56
1825,spiro,スピロ,93
4760,chaleira,ケトル,77
1565,missourians.,ミズーリア人,88
7607,galilei.,ガリレイ,61
12491,de agosto,aug,23
347,carteiro,郵便配達,100
5365,algas,藻類,75
3206,suspense,サスペンス,30
13238,stanley.,スターリー,16
10624,consolidado,連結,32
891,depositado,寄託された,54
8956,sacramento.,サクラメント,51
13468,ministro,大臣,13
4304,prado,牧草地,56
10717,manteiga,バター,38
12702,reescrever,リライト,17
3246,índigo,インジゴ,88
6553,dak,薄暗い,67
759,desodorante,デオドラント,95
6020,questionário,クイズ,71
11855,ufer,uう,29
460,viciante,中毒性,23
12950,sexta-feira,金曜日,19
12902,esqueço,忘れる,19
11207,joan,じょうち,35
6043,taoísmo,道教,71
8749,pasteur.,past past,50
9461,nobel.,ノーベル,47
3849,camilla,カミラ,84
7470,disposição,廃棄,45
2932,para fora,外側に,84
10979,notação,表記,34
1374,burguês,ブルジョワ,96
13852,alguns,いくつかの,6
3049,aura,オーラ,88
11944,alison,アリソン,28
736,pijamas,パジャマ,94
11327,jimbo.,ジンボー,34
3506,radix,基数,86
7796,ironia,アイロニー,59
8392,cumberland,カンバンランド,55
1932,midi.,ミディ,92
5358,perseguidor,ストーカー,70
4492,errático,不定の,67
5352,ourchin,ウルチン,75
13012,desfeito,元に戻す,18
6392,em conjunto,共同で,68
4459,piranha,ピラニア,77
7261,genoma,ゲノム,60
8457,fritz.,フッツ,54
8716,aviso legal,免責事項,19
949,geólogos,地質学者,76
5875,probabilidade,可能性,72
12885,saúde,健康,20
13161,certamente,もちろんです,17
5547,aph.,ああ,74
7241,dunk.,薄暗く,58
906,papiro,パピルス,97
6497,arquipélago,諸島,67
8717,acionar,引き金,37
9152,allah.,アッラー,49
12865,afirmar,主張する,14
10266,patente,特許,37
14062,exemplo,例,10
8558,sem significado,無意味に,54
6389,gel,ゲル,65
6717,aclamado,絶対に,53
3920,corrosão,腐食,80
12399,jazz,ジャズ,24
286,gillies.,ジル,88
2649,borgonha,ブルゴーニュ,90
779,incólume,無傷の,98
14260,funções,機能,20
8565,ruivo,ショウガ,54
6558,disciplinar,懲戒物,67
5792,equinócio,equ equ,68
11879,rs.,民衆,29
12703,favorito,お気に入り,20
8106,pré estreia,初めて,18
3775,vernáculo,バーナシュラー,84
14151,sul,南,8
12634,ilegal,違法,21
4545,iceberg.,氷山,79
277,sedans,セダン,48
11777,licenciamento,ライセンス,10
189,awa.,阿る,100
11202,painel,パネル,32
9976,ortodoxo,正統派,43
3729,índio,インジウム,85
2501,overdrive,オーバードライブ,90
9426,perícia,専門知識,48
7641,geo.,ジオ,61
8350,ideologia,イデオロギー,42
1787,apóstrofos,アポストロフィ,67
6473,redneck,朱鞘,65
3361,metilfenidato,メチルフェニデート,86
11502,trinidad.,トリニダード,32
11021,harold.,ハロルド,36
11275,nomeados,称賛,30
8857,careca,禿上がる,47
12897,jimmy.,ジミー,19
1442,tridente,トライデント,91
11447,capaz,有能,23
901,mulligan.,マリガン,97
12994,magnitude,大小,18
10144,wagner.,ワーグナー,42
7506,jesuíta,イエスイト,59
4185,hefestus.,ヘファエスタス,82
11582,tyler.,タイラー,31
3497,linha principal,メインライン,83
1925,donne.,don don,93
9127,tomate,トマト,46
12305,maria.,マリア,25
3139,íntimo,int,75
2291,estrôncio,ストロンチウム,91
13521,prêmio,賞,9
10804,render,降伏,27
7891,rampage,散伏,56
5918,sem título,無題,71
7515,balada,バラード,55
8033,funcional,機能的に,20
8168,aquecido,加熱された,18
2352,aiatolá,アヤトラ,89
514,wasps.,ハッピー,58
14155,britânico,イギリス人,9
12279,preparado,準備,16
12911,museu,美術館,19
9761,canterbury,カンタベリー,45
8002,riga,リガの,58
4106,dropsonde.,ドロップソンデ,83
13688,milhão,100万,11
6073,bétula,バーチ,70
9683,mussolini,ムスソリーニ,46
4762,companheirismo,フェローシップ,78
6096,projétil,発射詞,56
14339,considerado,考慮された,5
4967,terrapins.,テラピン,74
1805,carrefour,カーレーフ,93
12018,península,半島,28
8860,mosteiro,修道院,52
6124,amônia,アンモニア,70
6850,mofo,型,55
511,allegro.,アレグロ,99
4329,persistente,tenacious,77
7275,cassete,カセット,60
9716,nevasca,猛吹雪,44
6148,génova,ジェノア,70
10523,chassis,シャーシ,39
9425,dezessete,sev sev,48
4311,ferreiro,鍛冶屋,80
1401,margarita,マルガリータ,95
2716,chantagem,black black,84
6758,sem dúvida,間違いなく,66
5748,cubismo,キュービズム,73
12438,barry,バリーリー,24
9774,verificação,検証,45
9479,protótipo,プロトタイプ,38
9348,dante.,ダンテ,48
7459,ahoy.,アホイ,62
8962,reboque,トレーラー,46
8708,escalando,クライミング,27
10971,jackie.,ジャッキー,34
12971,planeta,星,16
13712,verificável,検証可能,8
10459,épico,大作,39
5974,queimador,バーナー,70
12669,atividade,アクティビティ,10
6875,caldeira,ボイラー,61
6318,nádegas,臀部,67
12144,sérvia,セルビア,27
14207,especial,特別,10
12331,pete.,ピート,25
11170,elefante,象,33
2784,temporizadores,タイマー,64
11882,stanford,スタンフォード,29
6987,beth.,ベス,64
8424,horace,hor hor,55
7128,valentiniano,バレンチニア語,63
9042,sandra.,砂漠,50
10983,jogado,投げた,37
9440,mao.,雅夫,47
270,proponente,推薦者,72
14277,marketing,マーケティング,12
5589,fermentação,醸造,41
5763,deslocamento,変位量,40
11237,general,gen,34
4834,bindi.,バインディ,78
14090,washington,ワシントン,9
8737,depreciativo,軽蔑,52
265,sanidade,正気,100
7705,colonos,入植者,55
11790,inter.,徹する,30
5729,aerodinâmica,空気力学,58
6704,dingo.,ディングー,66
12961,amarelo,黄,19
2324,schwarz.,シュワルツ,91
6084,cerquilha,ハッシュ,64
13216,não foi,味わえた,16
4074,crimeia,crim crim,83
8443,névoa,霧,54
380,alkane,アルカン,96
3423,palíndromo.,パリンドローム,73
5950,danúbio,danube.,71
4528,stravinsky,ストラビンスキー,80
10239,pulmão,肺,39
5812,dique,lev lev,62
3063,safira,サファイア,88
8925,ir.,イッの,47
536,abstinência,禁欲,98
5673,modem,モデム,69
1854,capybara.,カピバラ,91
13201,emprestado,借りた,16
4852,desempregados,失業者,49
7326,redefinir,リセットする,59
10111,atlas,アトラス,42
8364,núcleo,核,55
6035,garganta,喉,62
3186,eloquência,雄弁,78
10054,espaguete,スパゲッティ,43
612,mendelssohn,メンデルソーン,99
9363,arquiteto,建築家,42
12421,austin.,オースティン,24
5215,cartão postal,はがき,70
281,canisters.,キャニスター,84
10849,dependendo do,に応じて,23
12698,acho,推測してみて,20
12178,brett.,ブレット,26
10480,características,特性,34
12176,fora do comum,並外れた,27
184,gullah.,ガッラー,100
559,catskill.,キャッチキル,99
5142,jeremias,エレミヤ,76
7204,eastman.,イーストマン,63
5287,veganismo,ビガニズム,49
6339,inédito,未報に,69
722,larva,マッグゴット,95
8754,casca,皮,49
2543,achatado,平らに,85
