ID,ARABE,ENGLISH,INTERVAL
2271,فولسوم,folsom,92
14386,بطاقة,card,13
3196,إسلام,isl,34
4008,لولو,lulu,83
11731,كينيا,kenya,30
3142,نفسيا,psychoactive,88
5455,حامل,bearer,62
7747,ذروتها,culminating,40
12372,غبي,stupid,23
7790,لعبة,doll,42
8663,عربة,wagon,48
14287,أخير,final,7
14486,ميزة,feature,9
13203,سيدي المحترم,sir,16
11167,التصوير,photography,36
9588,بطريقة مماثلة,likewise,47
12747,صديق,friend,13
1567,عدد الأميال,mileage,95
3924,ثندربيرد.,thunderbird,84
8269,تأجير,rent,46
10267,الخطوط الجوية العظمى,airways,40
13045,ديسكو,disco,18
6285,المانع,inhibitor,63
10111,أطلس,atlas,43
14221,أوروبا,europe,5
13825,له,his,6
9369,الحرارية,thermal,49
8411,بورتو,porto,56
8763,عدسة الكاميرا,viewfinder,53
25,النمل,ants,38
1564,الرامح,spearman,95
4529,بوروس,burroughs,80
7158,سابقة بمعنى البيئة,eco,64
11733,حاصف,hasn,30
6384,على نحو إستبدادي,arbitrarily,69
12786,فانكوفر,vancouver,21
11174,يسهل,facilitate,32
5012,سيكلو,cyclo,77
10931,العتاد,materiel,37
12041,طازج,fresh,27
11355,إدغار,edgar,34
314,مقياس شدة الريح,anemometer,100
5198,مساعد الانزيم,coenzyme,75
11076,الموسيقيين,musicians,21
12141,خواطر,thoughts,11
3056,بارثولوميو,bartholomew,88
373,سعفة,ringworm,100
2929,الدوبامين,dopamine,88
2942,الهندباء,dandelion,87
1983,روتر,rutter,93
13811,لديه,has,5
5445,المجرة,galactic,75
13484,واهن,ab,13
11650,حمل,carrying,11
12750,ديك.,dick,21
12578,لبناني,lebanese,23
7652,فلمنيش,flemish,61
11563,محافظه,metropolitan,32
9377,ارز,cedar,46
6467,أرجنت,argent,69
11965,حزمة,bunch,28
4156,كائن,quay,79
10459,الملحم,epic,40
5946,دافئ,duffy,72
14450,يضرب,hit,8
10415,جولي,juliet,41
9933,استفتاء,referendum,39
2341,حذر,wary,90
11713,جيك,jake,30
4146,بابلي,papal,82
13865,نحن,we,5
7075,شرعية,legitimacy,64
12421,أوستين,austin,24
12234,بطيء,slow,22
6491,جراب,pod,63
4900,البنسلين,penicillin,78
11774,ليو,leo,30
1660,كارب,carp,83
6026,كريشنا,krishna,71
7535,قاتلة,lethal,60
12374,كهربائي,electric,17
12232,بنما,panama,26
1308,السوامة,swami,94
9332,بولي,polly,49
5114,طبلية تاج,abacus,77
12161,مخاطرة,risk,25
1036,هسديان,hessian,94
10399,غزال أمريكي ضخم,moose,41
815,خط العنق,neckline,87
13777,إسبانيا,spain,11
13381,مهمة,mission,12
8744,كلوز,claus,53
5113,جودارد,goddard,77
1406,متأخرا,belated,95
8774,فرويد,freud,53
11000,فم,mouth,34
10017,يوهانس,johannes,44
4160,ذو علاقة بالحمية,dietary,82
5234,فودكا,vodka,75
915,اندفاع,pease,97
13783,ارتباك,confusion,9
2342,المعكرونة,noodles,64
10847,أنغولا,angola,38
5378,البدل,wildcard,75
5788,صادر,sadr,73
10358,قصائد,poems,34
2927,بيرينيه,pyrenees,89
11054,نيل,neal,37
3092,الصمامات,valves,46
10127,عوض,awm,43
10576,ينبغي,ought,39
13885,يفعل,do,5
4979,بوفين,bovine,78
10251,نيلوم,nm,42
788,بوجو,pogo,98
3173,جاهل,clueless,88
191,المفاوضة,ostentation,100
13108,زعيم,leader,12
6213,سبائك,alloy,63
7579,بنت,bent,62
9261,انحلال,degradation,43
4154,التحوطات,hedges,59
12896,القمر,moon,19
8491,ذو الروح العالية,mahatma,55
12178,بريت,brett,27
5480,وزغة,gecko,75
11213,نجمي,astral,35
4259,بند,cowman,82
10544,حلقه,loop,34
5516,الفول السوداني,peanuts,40
1403,التلاعب,manipulations,38
3063,الياقوت,sapphire,88
7399,أرهق,exhausted,41
8618,أوغستا,augusta,54
2047,الرئيس,presidente,92
5921,دوريس,doris,70
9034,ميلون,mellon,51
13591,مكتب. مقر. مركز,office,10
11635,غير واضح,unclear,31
8970,قافلة,convoy,46
1111,مدة,mol,96
9483,ذئاب,wolves,48
10440,انتقال,transmission,38
14472,جوامع,james,9
10219,اشتباك,clash,30
13236,ديفيس,davis,15
12989,سمع,heard,19
2044,الهوائيات,antennas,60
12541,عطلة نهاية الاسبوع,weekend,22
12143,عصفور,bird,24
10790,عفا عليها الزمن,outdated,38
12990,رقص,dance,15
266,متساهل,lenient,96
8092,ركب,rode,58
8239,الرجل الثلجي,snowman,57
7916,كادي,eddy,59
5978,خصلة شعر,wisp,72
7933,قزمة,midget,58
12898,يوتا,utah,20
8553,الدموية,circulatory,55
6151,محمي,protective,10
9834,صداقة,friendship,44
992,لمعان,gloss,87
3060,الزاوي,angular,88
11461,امتداد,span,28
9809,اصبع اليد,finger,32
11176,المؤلفون,authors,9
146,ويجا,ouija,100
14229,ساعات,hours,9
7174,موت,moot,62
14341,وسط,central,10
3567,إفشاء,disclosure,85
6503,شخ,piss,47
5024,الآكل,eater,66
9175,مكن,sk,50
11496,ناشفيل,nashville,32
12387,إبريق,ep,25
14170,تلقى,received,6
5941,الرسوبية,sedimentary,72
2652,زرزور,starling,90
4196,الخلايا العصبية,neuron,70
9455,رمي,throws,19
2294,زود بالوقود,fuelled,88
12669,نشاط,activity,10
1264,حالمة,dreamy,96
2418,المصطب,downstream,91
3607,حمالة صدر,bra,78
11542,المغرب,morocco,32
13564,كرة سلة,basketball,13
7876,العوالق,plankton,60
14035,زيت,oil,16
8751,أقرن,acor,53
12781,جلسة,session,18
9859,نسي,forgotten,45
14130,يوفر,provides,6
10437,امن,peaceful,14
8535,عفو,amnesty,54
5100,مفصلية,articulated,64
5998,بالتساوي,evenly,72
10926,نصب,monument,34
6244,نايت,nae,70
3224,من السلاح,demilitarized,84
10392,لهب,flame,19
10842,الإخلاء,evacuation,24
8690,هيكس,hicks,49
11254,مظلة,parachute,33
6210,ecrna.,echidna,70
6421,ايروس,eros,69
13259,فهرس,index,15
8510,عضلي,muscular,55
4450,البارجة,portage,81
12061,في أى مكان,anywhere,27
4678,حرم,forbid,62
13133,النقاش,debate,14
11821,تسلسل,sequence,26
6650,صالحة للاستعمال,usable,64
679,ايون.,eon,95
13031,المؤسسة,foundation,18
3626,لينو,leno,86
5733,تشيا,chia,73
10396,باكرا جدا,earliest,41
3255,الزركونيوم,zirconium,88
12629,اسميا,nominally,10
10604,التسوق,shopping,24
5142,إرميا,jeremiah,77
9714,الاحتفالات,ceremonies,21
14316,ماكنتوش,macintosh,42
6251,سيانيد,cyanide,70
14306,مطلق سراحه,released,8
8025,دوقة,duchess,59
7712,كورفيت,corvette,60
4048,باختصار,nutshell,83
11219,برا,br,35
6434,الطليعة,vanguard,69
6616,شروزبري,shrewsbury,68
9690,هارتفورد,hartford,47
7015,يعبد,worship,59
6291,كبح,suppress,39
7337,فخم. ترف,luxury,45
8407,فاجوت,faggot,52
5651,التنافذ,osmosis,73
5057,أوزوريس,osiris,77
3957,عازف البيانو,pianist,80
2683,هيكل السيارة,bodywork,89
10642,عينة,sample,29
7632,الآفاق,outlook,59
11009,دوران,rotation,26
2611,الشفرة,cipher,88
3592,وسادة,pillow,79
13339,كونغ,kong,15
10011,ماني,manny,43
7663,مشع,radioactive,60
3976,أنيق,elegant,72
14107,عام,general,7
9625,هندسة,geometry,47
231,الكلدان,chaldean,100
9535,مؤجل,postponed,42
8298,القدوم,advent,57
13605,ماء,water,12
10266,براءة الإختراع,patent,37
5508,الظواهر,phenomena,74
10387,الطيارين,airmen,41
13062,الفتيات,girls,13
12342,غينيا,guinea,24
3510,يسحب,tow,53
5603,كروزر,cruiser,69
1517,شطف,sunt,95
5414,الطفو,buoyancy,75
12961,الأصفر,yellow,19
12137,موحد,unified,27
10564,داف,duff,40
2531,مدري,sherry,90
13791,ال,the,5
7375,غير فعال,ineffective,60
179,العودة إلى الوطن,repatriation,82
4598,حلت محلها,superseded,72
7032,رودسيا,rhodesia,65
5122,فائدة,fey,77
8408,وينشستر,winchester,56
6937,الكتب المدرسية,textbook,52
12878,أنواع,types,7
7636,كيكرز,kickers,19
11792,البالية,worn,30
6569,المهملة,neglected,55
5687,برانديوين,brandywine,73
5143,هوموفوبيا,homophobia,77
10414,برودواي,broadway,41
995,ووج,wog,97
13478,جاكسون,jackson,14
11451,التوأم,twin,21
8361,فورا,instantly,56
5712,عطل,fouled,35
7298,خلابة,scenic,63
12733,التسرع,rushing,12
8672,ذاكرة للقراءة فقط,rom,53
7602,جمع شمل,reunion,60
13907,أولئك,those,6
9928,القادمة,upcoming,44
5582,في يوم ما,someday,73
7380,ميدان,sq,62
11588,غير مؤكد,uncited,31
6382,أستاذ,prof,68
564,متوسطة,sequitur,99
8880,أوسلو,oslo,53
4721,منتصف الموسم,midseason,79
8859,أوساكا,osaka,53
9365,خطر,jeopardy,49
12046,حضور,presence,28
5999,الناخر,grunt,70
7998,بوتش,butch,59
4759,الدلدورف,waldorf,79
5251,لبن,lr,76
8001,بانلي,parley,58
14198,على امتداد,along,10
3954,الساخرة,satirical,54
5690,الثروة الحيوانية,livestock,73
9783,يطوى,fold,33
6988,مواء,meow,65
13294,تتعدد,mount,13
9018,بتكليف,commissioned,19
10338,إيمرسون,emerson,41
10666,ستالين,stalin,38
4105,ساكاي,sakai,83
4483,بان,mane,76
3339,نزل,hostel,82
13508,جيف,jeff,13
6702,الانتقام,vengeance,67
8436,قدرات,abilities,22
4024,اندلاع,cleave,74
9794,توتر,tense,45
725,المنسوجات,textiles,63
9169,مرارة - مر,bitter,49
14439,عبر,via,9
1750,مستطيل,rectangle,91
8978,كورك,cork,51
1407,تعديل,amending,18
13770,كافية,enough,11
3475,رد فعل,reacting,45
7437,سلوفاكي,slovak,60
10209,رهان,bet,36
2407,إنبات,germination,89
9199,النجمة,asterisk,48
7122,شريحة لحملة,sirloin,64
3505,روهان,rohan,86
13500,الأمان,security,12
7831,خلد الماء,platypus,60
157,كابسة ورق,stapler,100
12668,تيري,terry,22
11195,كوكب زحل,saturn,35
2276,فخذ,thigh,88
9491,بلغراد,belgrade,48
4735,خرقة,rag,65
9532,إعادة بناء,rebuilt,48
4714,هانوكا,hanukkah,79
4950,علم أصول الكلمات,etymology,66
1588,غالب,predominant,75
8030,بلان,blanc,59
6364,تذوب,dissolve,39
689,المنصوص عليها,prescribed,89
7677,كليمنت,clement,51
880,هاليد,halide,95
8216,الأحمق,asshole,54
5710,اختطف,abducted,50
14453,أغسطس,august,6
5342,الدائمة,perennial,73
8133,حصان مجنح,pegasus,58
12973,إيران,iran,19
8063,مانور,manor,58
6227,خميرة,yeast,70
3299,السيريلية,cyrillic,87
8871,بنس,penny,52
4027,السيقة,dike,69
399,بيكربونات,bicarbonate,100
13676,مسودة,draft,11
11082,الرصاص,bullets,24
4843,ضغينة,grudge,74
9381,ممثل هزلي,comedian,46
6411,ديتو,ditto,69
9799,براغ,prague,45
8773,تحيا,viva,53
12408,ردع,deter,24
4426,البيروقراطية,bureaucracy,80
6622,روفيليا,pedophilia,68
5727,كوكوس,cocos,52
9731,جهات مانحة,donor,41
9304,سمك السالمون,salmon,49
5504,مصارعة الثيران,bullfighting,74
6583,عرض النطاق,bandwidth,66
9311,بوني,bonnie,47
1003,أمراء الحرب,warlords,82
7422,غير مألوف,unfamiliar,62
1410,شيشرون,cicero,95
5240,اتصال تليفوني,dialup,76
8412,الجاذبية,gravitation,47
4822,ألدرمان,alderman,78
9129,i ل,ia,51
8017,غضب شديد,fury,59
842,حديدية,ferrous,98
12048,ذئب,wolf,28
10653,الماسك,catcher,35
5425,قرن كبير,bighorn,75
11597,غلاسجو,glasgow,32
7774,بروكي,brookie,60
9917,أليف,aleph,45
8793,دايتون,dayton,53
3191,اين,een,88
12499,الإرهاب,terrorism,18
11983,المواطنين,citizens,24
4414,نوفيلا,novella,79
6237,باحترام,respectfully,11
8539,التماس,petition,40
12525,لورنس,lawrence,23
14120,مكان,place,6
8878,بونو,bono,53
9132,التعرية,erosion,51
12908,ندب,scar,19
7489,وأكد,emphasized,45
12424,منتصف الليل,midnight,24
6193,هافنت,havent,70
5937,جورج,gorge,53
9966,سيرة ذاتية,resume,29
13066,المصاب,injured,17
3508,زيوريخ,zurich,86
4265,كاب,kapp,82
942,نشوة الطرب,rapture,92
1436,استفسارات,enquiries,64
2536,كيلو,kilo,87
4886,السامية,semitism,50
7704,الراكون,raccoon,60
2555,مذبح,altar,90
9570,المزارعين,farmers,38
6571,المسيح,messiah,67
11101,نقي,pure,29
12838,نهج,approach,15
3214,الفلسبار,feldspar,88
13685,مطالبة,claim,9
1506,ايجيس,aegis,95
13297,ذهبي,golden,15
6495,الحكام,rulers,50
10247,تقاس,measured,18
7612,غروفر,grover,62
13858,أولاً,first,6
3933,قبل الأوان,prematurely,51
7224,شا,sha,63
7450,احتجاز,detention,62
2043,مداهر,wird,92
11509,احصائيات,stats,31
6274,واك,wac,70
6183,كارتل,cartel,66
6474,ارتداد,aftershocks,55
5106,لا يصدق,unbelievable,70
1568,ييبي,yippie,88
6834,غير منطقي,irrational,65
14339,يعتبر,considered,5
5809,ميدالي,medalist,57
9109,مذهل,spectacular,51
8094,قبل المباراة,pregame,58
10535,المحمولة,portable,39
6360,وانكر,wanker,69
1247,مائي,waterman,96
7272,بكاء,crying,32
1609,التباين,disparity,28
10875,نيبال,nepal,38
6962,جوز,walnut,64
5538,سماوي,celestial,74
4709,بيتسوستاسي,homeostasis,79
1134,علم النفس,myology,96
10395,غواصة,submarine,39
2878,بوغان,bogan,88
10815,جزئي,partial,29
1209,أحلك,darkest,96
728,جرام,dugong,97
7296,البلقان,balkans,53
1205,شيوع,quan,96
8338,نقط,raster,56
4693,كاريكاتير,cartoonist,68
4809,مدخن,smokey,79
9235,اورورا,aurora,50
22,أحمر الشفاه,lipstick,100
2255,المهاجرين,migrants,70
4092,توتو,tutu,83
14078,سياسي,political,10
3397,مجلة فوج,vogue,87
10745,الكونجرس,congressional,38
3035,جاكوبي,jacoby,88
1044,غير صحي,unhealthy,96
7387,برازيل,brasil,62
5307,فيليبو,filippo,76
1233,ديول.,diol,94
3441,غير تقليدي,unconventional,86
4840,متوازن,poised,72
10400,سبرينغفيلد,springfield,41
12467,الحد الأدنى,minimum,24
6086,ويتشيتا,wichita,71
4599,ذكرى,remembrance,79
7716,معفى,exempt,51
8230,يوكون,yukon,57
12000,زهري,pink,28
2703,مرق,gravy,89
6736,بوبو,bobo,67
10176,لاهور,lahore,43
190,إشراف,overseeing,72
10128,سيمونز,simmons,43
1891,المتسللين,hackers,41
13728,الاقتباس,citation,10
7797,هاوف,thereof,60
8762,التمساح,alligator,53
11768,إبراهيم,abraham,30
6626,سوشي,sushi,68
11258,شخص شره,pig,29
2167,إعادة ترتيب,rearrangement,57
4653,وجهة نظر,standpoint,79
13477,فيلادلفيا,philadelphia,14
9681,مدينة البندقية,venice,47
9456,مفيدة,instrumental,26
11689,سيارات,automobile,29
6808,أبي.,abby,66
12701,مسرور,glad,22
1727,مقرونة,penned,39
4318,الطب النفسي,psychiatric,82
8257,الحيوانات البرية,wildlife,57
353,البلياردو,billiards,92
5888,نيزك,meteor,68
11641,تمرد,rebellion,30
5170,يستفز,provoke,50
8464,كرسي متحرك,wheelchair,55
4664,ميلو,milo,73
7367,الماركسي,marxist,59
7761,الهيكل العظمي,skeletal,60
5111,نام,nam,77
11572,حربة,lance,31
8184,كيرو,kero,58
55,أوفا,ova,100
1563,أوقيانوسيان,oceanian,95
11325,سيجما,sigma,34
12873,ورق,paper,18
2621,باثفايندر,pathfinder,85
14320,مصدر,source,6
3780,تدهورت,deteriorated,62
6343,مضيق,straits,42
12319,جرة,pitcher,20
11453,وايومنغ,wyoming,33
5704,الكهربائية,electro,73
14409,عضو,member,9
13482,جري,jr,13
2716,ابتزاز,blackmail,84
4490,الراديوم,radium,81
9741,كارلو,carlo,46
14009,أداء,performance,10
8099,ويسكي,whiskey,58
14398,تاريخ,date,6
11474,يشرب,drink,25
14405,اكتوبر,october,5
8346,فولتير,voltaire,56
7145,وجهات النظر,viewpoints,40
14425,أبدًا,ever,11
9237,قطران,tar,49
4255,تسليح,rearguard,82
6127,إصلاح,overhaul,61
1380,تشاكي,chucky,91
7977,عقدة,knot,28
1141,فيجو,figo,96
5368,قوقازي,caucasian,74
2048,العنوان الفرعي,subheading,70
12240,منقسم,divided,21
4480,تعادل,equalised,73
12119,الدوران,circulation,23
11865,اي شخص,anybody,29
14169,سِجِلّ,record,7
8670,ليس,isnt,54
10272,شنغهاي,shanghai,42
913,المسكن,dorm,86
11801,وان,ind,30
11277,هاربر,harper,33
10321,صانع الأحذية,shoemaker,41
11843,المجر,hungarian,28
13561,جونز,jones,13
462,على النقيض,contrasted,33
4173,طبيب الفدرالية,federalist,81
2370,عمار,amar,91
7519,سيلفستر,sylvester,62
1851,ماتلي,motley,93
1318,اعتصامات,pickets,55
12020,السلفادور,salvador,28
4069,الطوطم,totem,82
8509,ناغازاكي,nagasaki,55
2400,المنفذ,executor,88
13826,كان,been,5
8424,هوراس,horace,56
12870,غير مخضرم,rookie,18
7243,بتقويم العمود الفقري,chiropractic,63
5791,سلكي,wired,31
10865,هانسا,hansa,38
14428,يدعم,supports,8
9156,أبردين,aberdeen,51
8653,التكيف,adaptation,32
1853,antiace,antiaircraft,94
1718,روز,ros,36
12976,أندرسون,anderson,19
10785,الفطرة السليمة,commonsense,38
4780,روبين,reuben,79
1977,الانفصاليين,separatists,66
6242,دلو,bucket,66
8688,الفلفل,peppers,31
13801,قال,said,8
3989,يوكوهاما,yokohama,83
8456,جذاب,cute,50
13906,كل,each,8
1886,دواسة,pedal,84
9417,يحيد,reaves,49
14182,البنوك,banks,13
13399,الحار,hot,14
4439,رجل الدولة,statesman,81
2632,العصبي,neural,90
7330,طليع,garde,62
3599,ترسخ,entrenched,78
9562,راتب,salary,43
4440,دون,untouched,64
1873,زاهية,phony,92
9056,موزمبيق,mozambique,51
7014,التعاون,innovation,44
2129,خط أزرق,blueline,92
4020,روزكو,roscoe,83
12035,غير ممكن,impossible,27
14014,الأقل,least,5
9412,الفاتيكان,vatican,49
10804,يستسلم,surrender,28
6301,دائخ,dizzy,65
1893,خطبة,sermon,86
4326,عندها,thereupon,82
3984,الأكروبوليس,acropolis,83
13552,ينطبق,applies,10
2155,الكيمياء,chem,92
5960,كيلومتر,kilometre,72
5800,النمو,developmental,72
6655,سوتر,sutter,67
8500,مقرف,nasty,55
12488,غير مرتبطه,unrelated,24
4990,فكي,jaws,59
13832,ملك,had,6
10042,التأقلم,cope,42
6326,بوتقة,crucible,70
10493,كروسبي,crosby,40
3326,خلاصات,syndication,54
12231,الروايات,novels,13
5883,الدائرة الانتخابية,constituency,49
12806,الدنمارك,denmark,21
1896,الجنسية,sexism,93
3395,كيمبو,kimbo,87
12441,فرانكلين,franklin,24
11569,لوم,blame,24
252,البرلمانات,parliaments,17
12099,الايرل لقب انكليزي,earl,27
13169,التشهير,defamatory,17
9693,الفهد,cheetah,45
9462,غرينتش,greenwich,48
10803,المذاق,taste,35
786,ده,doh,98
12263,معبد,temple,25
5310,جامايكية,jamaican,74
6102,هادئة,clam,70
13846,لكن,but,5
11116,الاستوائية,subtropical,35
6933,لايبزيغ,leipzig,66
1952,آشور,assyria,93
1772,عديم الجنس,asexual,87
4142,أغمق,darker,82
12952,الوقت الحاضر,moment,17
941,كمي,quantitative,93
10915,جي,gi,36
4927,ميلبارس,millibars,74
4639,وخز,prickle,80
13555,مزدوج,double,12
13015,إدراك,highly,18
1532,كيوا,kiowa,95
1999,علم السموم,toxicology,90
5775,المقسورات,divisors,68
3175,صراخ,yelling,46
14257,الشبكات,networks,8
475,إذن,omits,45
8281,سيرز,sears,55
3546,بادئة,blatter,86
267,الظل,tangent,96
8317,إكسون,exxon,57
1113,الببغاء,macaw,95
130,كهرباء,electrostatic,89
9600,تبجح,rant,39
2284,منجنيق,ballista,92
4717,أوبال,opal,79
11339,الإيجاز,brevity,34
8741,ريميكس,remix,42
169,دهس,diss,100
3464,الويلات,woes,83
7028,شايان,cheyenne,64
2656,وسط المدينة,midtown,90
6374,الركود,slump,57
7187,أشاع,rumored,31
13183,نشر,deployed,13
3603,سوبرانوس,sopranos,64
4668,نبل,nobility,79
10571,على نحو متزايد,increasingly,39
10795,مفوض,commissioner,37
11547,تغيير,altered,8
12993,طاقم عمل,staff,19
7618,خنق,stifle,54
5228,التهاب المفاصل,arthritis,76
3593,السامرية,samaritan,84
5412,أنقرة,ankara,75
12501,هوميروس,homer,21
1180,المسدسات,handguns,65
3718,جناية,felony,81
6823,دونا,donna,65
10651,والخيارات,options,7
10010,ملحمة,odyssey,44
9266,مارتينيز,martinez,50
9990,الكم.,quantum,44
13546,ساحل,coast,13
6272,الجراد,grasshopper,67
3792,تورينج,turing,85
14195,بدلاً,rather,6
9151,قنبلة يدوية,grenade,42
7053,مستنقع,swamp,57
5904,استرفاع,levitation,70
14400,جهود,efforts,6
8703,يكتشف,discover,9
14483,سبب,reason,6
9179,بنزين,petrol,50
3312,الطيران للملاحة,aeronautics,71
6182,سبانخ,spinach,70
10552,في الداخل,inland,40
7801,باتريشيا,patricia,60
2946,الماعز,goats,45
10894,تيموثي,timothy,38
14135,دوس,dos,5
9569,نهب,stole,48
4454,تبخر,evaporation,64
7533,صوف,wool,62
1026,الشمندر,beet,94
5326,خلاصة,recap,61
9988,بيضاوي,oval,44
1215,بريشت,brecht,96
8953,ويفر,weaver,51
3761,بعجلة,hastily,85
7868,بوتسوانا,botswana,60
7306,عرسة,pimp,62
11102,في الامس,yesterday,36
393,تامارين,tamarin,100
5443,محايد,impartial,67
427,ديكتاتورية,dictatorial,99
5133,الزولو,zulu,76
288,المجهر المجهري,microscopy,100
6579,كيبور,kippur,68
13232,دودو,dodo,16
10271,ابن عرس,weasel,41
238,قيلولة,nap,81
12604,ني,ne,23
8120,الكرة اللينة,softball,58
555,التملك الحر,freehold,99
11207,جوان,joan,35
3850,رادير,crosser,82
3336,المدفعية,gunnery,87
423,الكاتب المسرحي,playwright,96
6028,أقرض,lent,71
9303,لينين,lenin,48
10782,الهندوسية,hindu,33
13166,قطار,train,10
3518,زهرة البرسيم,clover,86
6278,أورري,horry,70
971,نغمة,jingle,90
13103,السيرة الذاتية,biographical,17
8969,متوافق,compatible,48
5674,شينوك,chinook,72
6136,العذراء,virgo,71
6921,كلب,hound,60
11092,يوضح,illustrates,13
740,العالم بالجبر,algebraist,98
359,محمل,loader,95
14515,شيكاغو,chicago,11
859,باورز,bowers,74
6372,الكارثة,armageddon,69
9272,ألبيون,albion,50
11470,مائل,italics,29
2828,إلغاء حماية,unprotect,51
5817,هيدروكسيليز,hydroxylase,72
5893,تنفيس,vent,62
6356,شمعة,candle,62
14072,طلب,order,9
12618,كابل,cable,21
13755,جنيه,le,11
4951,الجوامع,mosques,37
4267,طوابق,storey,72
13931,ولاية,state,6
12886,تأثيرات,effects,10
12527,الإئتمان,credit,17
10391,القفز,jumping,8
14506,السيارات,cars,9
2624,حامل الراية,ensign,88
3156,كهنوت,priesthood,88
952,وسيط,squall,90
11073,سهم,arrow,32
14336,المعايير,standards,11
10082,دولفين,dolphin,25
9595,سال,salle,47
14284,بالرغم من,although,5
6509,شاغر,vacant,66
9211,تنفسي,respiratory,50
9113,النجم,starr,51
2165,الكهربائي,electrophoresis,92
13581,هندي,indian,12
13887,بين,between,8
9861,الدبال,humus,45
11230,تبرع,budget,33
4520,اليك,thee,80
5526,دفن,burial,72
6081,ليكس,lex,71
221,غال,gaul,98
13072,لوح,wave,15
1935,مضادات الأكسدة,antioxidant,91
7223,موصل,connector,60
7329,حبيس,confined,49
8022,صبغ,dye,53
12365,لؤلؤة,pearl,25
3013,غون,grun,88
10638,اصغر سنا,younger,39
3836,مكافحة الاحتكار,antitrust,85
7687,ماكاو,macao,61
10259,تكتونية,tectonics,39
10852,البنية الاساسية,infrastructure,38
5068,اسحب للأسفل,pulldown,77
7688,زو,zo,61
2696,كورتينا,cortina,90
10175,هداف,scorer,32
10234,صراحة,explicitly,42
9906,لم.,didnt,45
10279,بلازا,plaza,42
4565,قضاء,quarl,79
7919,سبعون,seventy,48
3550,الإدارة,managerial,86
5660,نعش,coffin,70
6745,ثوب,gown,55
7485,أعمق,deeper,62
9645,كيس,sack,24
11831,في الأساس,basically,15
4933,شواية,grill,62
11624,مهد,mf,31
13697,ستيفن,stephen,12
13559,مؤقت,temporary,13
1429,أيس,yer,95
6821,عرضة,screened,19
6163,إعادة تأهيل,rehabilitation,62
7989,باولو,paolo,59
11777,الترخيص,licensing,10
4041,غوس,gauss,83
1459,ريجاتا,regatta,93
12447,نيلسون,nelson,24
2670,المنغنيز,manganese,90
4073,ليترمان,letterman,83
3115,إيجة,aegean,88
14193,رغم ذلك,though,9
9202,نشوة,trance,50
2534,تيلمان,tillman,90
13330,فطر,mushroom,15
6940,فاكس,fax,64
1547,طقوس العربدة,orgy,93
4323,الأفسنتين,absinthe,81
11250,سندات,bonds,20
5185,التعطيل,inertia,76
14218,حاسوب,computer,6
10924,ايمي,amy,34
4508,التيلة,staple,55
11307,الملف الشخصي,profile,30
6508,روان,rowan,68
4474,نعسان,sleepy,81
6072,غزت,conquered,44
8590,دبلي,bubonic,55
10365,النبيل,noble,39
5040,كوربي,corby,77
7841,هيرلي,hurley,60
2011,خيبة أمل,disappoint,31
825,الوحدات السكنية,condominiums,85
4555,فلاف,flav,80
2969,مطرقة,mallet,87
8102,الجوار,neighbouring,36
7498,اندس,indus,62
403,صاح,smoot,100
708,كميت,dun,80
3891,كور,cor,84
2066,اللواط,sodomy,92
6570,تأليف,authorship,68
8888,داء السكري,diabetes,50
9092,عاشق,lover,43
3744,المشترين,buyers,77
9241,لا رجال,nomen,50
5097,انت,thou,77
8574,ولاعة,lighter,53
9592,متشدد,militant,29
7058,ين,yen,65
4592,يؤلم,hurts,34
8677,الخوض,autism,54
12948,نفاية,junk,19
7397,تارا,tara,62
4706,غير مسلح,unarmed,79
11971,شاحنة,truck,25
7757,الرومانسية,romanticism,60
5259,بلا هوادة,relentless,75
316,تعليب,canning,100
2825,رائعة,splendid,89
11553,أصعب,harder,32
2627,مادة صمغية,resin,79
11857,جهاز,device,24
8103,متكامل,integral,23
10632,ريختر,richter,39
10889,العد,counts,11
1083,مقيدات,reins,73
4018,كاليه,calais,83
10473,وانغ,wang,40
10048,رغيف الخبز,bread,43
6605,لاي,lai,68
635,فيتز,fitz,99
2891,غمرت,inundated,77
9789,إيثرنت,ethernet,46
10934,البيتلز,beatles,37
9934,رياضة بدنية,gymnastics,42
11022,غياب,absence,36
8893,بوتوماتاك,potomac,52
11556,ملح,salt,30
11351,واسع الانتشار,widespread,34
6184,أنجولان,angolan,67
12171,جريد,grid,26
9427,نابعة,grown,49
12552,الأب,fr,23
8324,قناة أو أنبوب أو ترعة,conduit,56
5811,ميزان الحرارة,thermometer,72
2553,بولينيزيا,polynesia,90
9534,إطار العجلة,tyre,34
12021,بالمر,palmer,28
1846,الخزائن,exchequer,94
13329,المناطق,areas,9
937,الشيخوف,chekhov,97
4630,التقزح اللوني,iridescence,78
12113,سيدة,lady,20
8655,حلف,pact,54
10370,الإعلانات,advertisement,7
14097,مقابلة,meeting,10
8232,سيرينا,serena,57
6164,شلال,waterfall,67
13890,لكل,per,11
5042,زمارة,beep,75
10008,خط الطول,meridian,44
7275,كاسيت,cassette,61
8947,مختص بمجال علمي,scholar,36
9885,غناء,vocals,35
13333,معقول,reasonably,6
11045,جادل,argued,20
3221,زي,zee,88
13325,ضمان,insure,14
1423,تيروزين,tyrosine,95
13247,اليونان,greece,16
668,ضعيف,tenuous,98
11890,شعار,emblem,27
12294,حلف شمال الاطلسي,nato,26
