ID,ARABE,DANOIS,INTERVAL
11060,نات,nat.,36
3315,توليب,tulipan,86
10963,ختم,frimærke,30
12357,المؤسسات,institutioner.,6
14080,سمات,funktioner,9
10377,شريك,partner,32
9087,يتوافق,svarer til,25
14304,يسقط,efterår,12
9537,وجبة عشاء,aftensmad,47
5029,حافز,spur.,33
5729,الديناميكا الهوائية,aerodynamics.,59
5618,فايف,fife.,74
8000,زمن السلم,peacetime.,59
830,زرب، جمع، رتب، طوق,corral.,95
13645,منافسة,konkurrence,11
2301,شك,været i tvivl,18
11882,ستانفورد,stanford.,29
12496,وجه ضاحك,xd.,23
10265,الملاحظات,observationer.,12
7794,سكران,beruset,60
9849,التوابل,krydderi,44
9183,السيروتونين,serotonin.,50
13494,الاستعلامات,forespørgsler.,12
4049,بروفانس,provence.,82
9294,يراقب,overvågning,16
5220,محاكاة,simulering,38
4292,طعنة,dolke,61
13227,إنتاج,produktion,8
10707,كانيون,canyon.,38
957,صفيحة دموية,blodplade,91
2085,مظلي,faldskærmssoldat,50
8876,كوستر,coaster.,51
10909,روتشستر,rochester.,37
7765,يصيح، يصرخ، صيحة,råbe,38
12937,كاف,tilstrækkelig,15
3526,مرشملوو,skumfidus,86
6747,شجبت,fordømt,55
7810,روبيكون,rubicon.,60
1008,الإبراق,telegrafy.,97
9605,عربه قطار,vogn,44
7229,الحركية,kinetisk.,59
2925,مياه جولد,goldwater.,88
9331,تستهلك,forbruges,29
12484,الإحصاء,statistikker,20
8172,تصور,skildrer.,23
8394,محللون,analytikere.,46
6844,حسن,hasan.,66
7254,طبقات,lag.,36
7733,فورة,spree.,60
2157,لومين,lumen.,90
13546,ساحل,kyst,12
9885,غناء,vokal,34
5521,ذنب,skyld,74
9117,جنسي,sexet.,51
7648,دندي,dundee.,61
551,الاضطرار,drifter.,98
3184,مفاهيم,forestillinger.,45
8509,ناغازاكي,nagasaki.,55
1293,الحمراء,alhambra,96
922,يسرع,hustle.,88
2392,اللاأدرية,agnosticisme.,91
7210,حرفي,bogstavelig,36
12989,سمع,hørt.,19
10951,ركبة,knæ,35
13324,تعارض,være uenig,14
2263,غرفة الحمام,vaskerum,91
7336,فوضى سياسية,anarki,62
10046,البلديراش,balderdash.,43
5052,بيجوري,pejorative.,75
8801,النيكل,nikkel,51
5000,مضلع,polygon.,68
5930,سيرج,serge.,71
10852,البنية الاساسية,infrastruktur.,37
10203,ذرة,atom,25
9598,فكاهة,humor,39
11501,قبرص,cypern,32
4249,كاسحة ألغام,minesweeper.,77
7087,شيرلوك,sherlock.,64
5539,لاهاي,haag.,74
8337,من الضواحى,suburban.,56
14474,تمرين,uddannelse,10
14398,تاريخ,dato,6
1768,شرقا,østpå,50
10888,بلغت ذروتها,peaked.,14
584,العاصفة الأرضية,landstorm,99
13667,لا شيئ,ikke noget,12
7012,حشوة,polstring.,42
843,لذيذ,dey.,98
7992,استهلاك,forbrug,59
14160,عمال,arbejdere,20
11514,ملاحظة,ps.,32
12845,الوقود,brændstof,19
11401,أوسكار,oscar.,32
10849,اعتمادا,afhængig af,23
13268,7,7.,16
11308,جوي,joey.,34
13161,من المؤكد,sikkert,17
8100,كارت,kart.,57
8488,انهيار أرضي,jordskred,42
2043,مداهر,wird.,92
13276,الجو,vejr,15
848,أجريكول,agricole.,98
13596,نزعة,tendens,12
12988,قائمة تدقيق,checkliste,18
11656,بنجاح,succesfuldt,11
14329,تكلفة,oplade,14
3695,في سبات عميق,slumrende,85
3097,الرفض,misbilligelse,74
11822,ساعود,være tilbage,29
10592,لحم خنزير,skinke,38
2371,ريبوك,reebok.,91
4346,يوما ما,maj dag,81
3209,كتم الصوت,stum,78
11712,إميلي,emily.,30
6600,الأخطاء,broderskab,51
12534,تعتبر,betragtes,5
8600,الماريست,marist.,54
10732,ولينغتون,wellington.,38
11980,أثينا,athens.,28
2341,حذر,wary.,90
3416,سكوتر,scooter.,83
10751,فريزر,fraser.,38
157,كابسة ورق,hæftemaskine,100
14409,عضو,medlem,9
4284,سيلر,stiller.,81
7897,تقطعت,strandet,49
9131,الأرشيميد,archimedes.,51
6291,كبح,undertrykke,38
3621,مياه جوفية,grundvand,85
13550,5th.,5.,13
4823,ميد.,mead.,73
387,رينوار,renoir.,100
6358,المجال الجوي,luftrum.,69
3580,في تحقيق,opnåelse.,40
13450,مع ذلك,alligevel,14
2095,الايسوسوم,lysosom,92
4927,ميلبارس,millibars.,74
7911,موسوعي,encyclopaedic.,59
12839,الخريف,forår,17
10286,طائرات الهليكوبتر,helikoptere,25
404,تدمر,palmyra.,100
5792,الاعتدال,equinox.,69
2342,المعكرونة,nudler.,64
12539,مجموع,sum,21
8293,حماس,entusiasme,57
10515,ملجأ,udvej,34
5924,سخونة,hottest.,72
5957,غير مستقر,ustabil,71
13385,الروسية,russisk,14
1559,ميلنر,milner.,95
13581,هندي,indianer,12
5629,شيعي,shiite.,74
10538,الشفق,tusmørke,39
14320,مصدر,kilde,6
8984,تجنيد,rekruttere,23
13447,مضخة,pumpe,14
7459,أهوي,ahoy.,62
11729,تم التوصيل,leveret,24
7314,مالكين,malkin.,63
1510,مشية,gait.,94
8413,عارض,casual.,52
13799,الذي - التي,at,5
7299,مونتيفيديو,montevideo.,63
11872,المتطوعين,frivillige.,16
7848,الذرة,majs.,60
341,مارتل,martel.,100
14308,ي,j,8
11032,بشكل صارم,strengt.,37
14285,يكتب,type,7
9552,مقرفة,hq.,48
2529,تزحزح,budge.,89
13470,علم,flag,12
7047,لاتيني,latino.,62
4492,خاطئ,erratic.,68
9998,مادن,madden.,44
579,غواناكو,guanaco.,99
3708,جسم الطائرة,fuselage.,84
4142,أغمق,mørkere,82
9886,جريسو,greco.,45
13257,بحرص,forsigtigt,7
12837,سياتل,seattle.,20
10605,يزعم,angiveligt.,39
14458,معتقد,tanke,11
12283,بيرو,peru.,25
13456,غير مرغوب فيه,uønsket,14
13608,هانت,hant.,12
12136,بنغلاديش,bangladesh.,27
14178,أوروبي,europæisk,10
3035,جاكوبي,jacoby.,88
4024,اندلاع,cleave.,74
7789,الصفة,adjektiv,55
4897,كونفوشيوس,confucius.,78
8694,فليتشر,fletcher.,54
9372,أولا,for det første,49
12147,naval.,flåde-,27
4115,الطاغية,juggernaut.,82
8206,ستونهنج,stonehenge.,57
1132,باندا,banda.,96
5191,تايغا,taiga.,76
2499,انخفاض حرارة الجسم,hypotermi.,90
12245,أميرة,prinsesse,26
489,شوف,puffe,76
2367,برز,trives,54
3096,بونتا,punta.,88
800,درويد,druid.,88
1658,ندى,nada.,94
1478,ماء مالح,saltvand,95
5088,رونس,runer.,39
10491,المنصة,podium.,39
8012,كتاب الأغاني,songwriter.,48
4356,دافني,daphne.,81
7704,الراكون,vaskebjørn,60
9424,رسام,picasso.,49
9926,جبال الألب,alpine.,44
176,كلوستريديوم,clostridium.,100
319,باير,bey.,97
6837,تكيلا,tequila.,66
3843,أوليفا,oliva.,84
9594,فظة إهانة,nørd,43
8639,العقرب,stik,53
13286,نفسه,ham selv,16
14336,المعايير,standarder,11
13397,قطة,kat,13
1704,فرح,gladden.,94
655,الروك,rockers.,72
5115,إنسانويد,humanoid.,74
2584,حضن,kram,62
4101,winehouse,vinhus,83
2068,شهيد,martyr,62
10051,تحدث,talt,43
6936,عدم التناقض,inkonsekvens,38
8943,ولو,omend.,52
8245,اختراق,bryde igennem,54
8036,تبا,heck.,59
740,العالم بالجبر,algebraist.,98
2473,لاصق,klæbemiddel,74
13410,هاري,harry.,12
7161,أرد سمك نهري,rudd.,64
1360,بيليه,pele.,96
2699,بلوري,krystallinsk,89
2334,الاسم الرئيسي,navneake.,89
14203,يعالج,forarbejdning,10
4747,يعصر,presse,64
8645,مأوى,ly,44
4582,لوتو,lotto.,80
4303,لا يمكن الاستغناء عنه,uerstattelig,80
10666,ستالين,stalin.,38
1476,الترامبولين,trampolin.,90
81,مقلع,stenbrud,95
6935,الفلسفية,filosofisk.,38
3212,ورق الجدران,tapet,84
3277,هيد,hed.,87
8151,بوذا,buddha.,58
11171,انجوس,angus.,35
8774,فرويد,freud.,53
1851,ماتلي,motley.,93
386,الترياسي,triassic.,100
3213,حشو,fyldstof,82
219,بوزير,boozer.,100
1155,الغرغرينا,gangrene.,96
14209,قديم,gammel,10
6029,أوبوس,opus,71
9189,إملاء,fyldigere.,50
12629,اسميا,nominalt.,10
5901,غير مقصود,uforsætlig,64
9567,اعطا,gimme.,47
1029,سكود,scud.,91
9292,معاهدة التعاون بشأن البراءات,pct.,50
2958,نادي نادي,sorority.,63
13208,شعاع,ray.,15
309,بريس,pramme,77
13788,التحليلات,analyse,11
8177,أسرة,husstand,49
4759,الدلدورف,waldorf.,79
13030,انضم,tilsluttet,11
3833,بكين,peking.,78
11414,غارة,raid,25
2013,إتجه,tack.,70
9872,الشذوذ الجنسي,homoseksualitet,36
10700,اقتصاص,beskåret,25
5332,المحاور,axles.,46
4289,ضمنية,implicit.,81
12915,الهبوط,touchdowns.,9
5484,محلات السوبر ماركت,supermarkeder.,60
5736,الصلصا,salsa.,73
14076,تصميم,design,9
6527,الأكاديميون,akademikere.,19
10174,يا حارس الشاطئ,livredder,42
10739,ريتشاردسون,richardson.,38
13101,أمير,prins,17
10182,التنقل,navigation,27
11161,الشعبية,folk,28
7830,أخيل,achilles.,60
14461,يأخذ,tager,5
4738,الأحقاد,hatchet.,78
9095,جيبوتي,djibouti.,51
2484,سيام,siam.,90
2020,طيور النورس,seagulls.,84
8503,المواطنة,borgerskab,55
9418,ينزلق,glide,35
11272,هربرت,herbert.,34
3761,بعجلة,hastigt,84
5573,طوبولوجيا,topologi.,64
4894,غواص,dykker,64
7439,سمك السلمون المرقط,ørred,62
8970,قافلة,konvoj,46
4402,بوسبي,busby.,81
990,وولف,woolf.,97
9338,طاه,kok,48
4211,حظا,tager fat,39
9910,باجا,baja.,44
1312,غير مهني,uprofessional.,94
3980,المجاور,tilstødende,82
10041,الفلك,astronomi,43
10728,وتوقع,forudsagt,23
357,فجوات,udkast,95
135,كاسترد,custard.,100
4312,طحين,mel,81
13313,فتاه,gal.,15
3503,الرحلات الفضائية,rumfart,62
8674,راهب,munk,38
9499,يتبرز,poop.,45
8585,السناتور,sen.,55
11770,فيجي,fiji.,30
14113,يجد,find,7
4467,وايلدي,dooley.,81
13000,كيرنز,cairns.,18
13391,حصن,fort.,14
5679,خردل,sennep,73
13515,شاب,guy.,12
2161,منشط,dope.,54
4283,العقارب,scorpions.,45
3558,بوساطة,formidlet,26
11027,عضوية,medlemskab,36
672,إيناج,overtoner.,94
2256,موسيل,moselle.,91
6996,القطب الجنوبي,antarktis,65
11603,افتراضية,virtual.,24
12166,تحريف,misrepresenting.,22
6924,ألبان,dairy.,65
14466,مطلوب,ønskede,5
11475,مكبر الصوت,højttaler,27
2352,آية الله,ayatollah.,89
8866,كلان,klan.,52
9376,طائرة ورقية,glente,48
10360,مصاص دماء,vampire.,38
2493,الباتروس,albatross.,90
3060,الزاوي,vinkel.,88
13576,أمر,kommando,10
10879,التعافي,genopretning,37
12948,نفاية,junk.,19
4555,فلاف,flav,80
7859,قادم، صريح، يظهر,til kommende,60
11651,المنفعة,fordel,7
567,يعقوبيت,jacobite.,96
1453,العزاء,solace.,95
8126,توقيعه,autograf,51
7204,إيستمان,eastman.,63
13917,رئيس,formand,10
11078,دراماتيكي,dramatisk.,29
1991,الشرق الأوسط,mideast.,93
8021,اعادة \ عد,rep.,55
8079,كانت,canton.,54
7258,قصبة,skinneben,62
9670,نتيجة الجمع بين الطريحة والنقيضة,syntese.,46
126,مزدوج الوجه,janus.,100
3220,تموجي,wavy.,86
8819,حفر,grave,44
5634,تذكرنا,minder om,66
6023,منشفة,håndklæde,67
9124,يتذكر,tilbagekaldt,28
74,eclipsing.,formørkelse.,38
4589,معكوسة,inverteret,67
2317,نادر,sjældent.,76
12189,باركر,parker.,26
8985,توضيح,uddybe,44
8555,كوينسي,quincy.,55
5149,سيليزيا,silesia.,76
1213,غير متوفر,uprovoked,96
7684,منديل,mendel.,61
14364,ريغان,reagan,34
4397,بوفورت,beaufort.,81
6594,سخام,sod,68
2778,ألباكا,alpaca.,89
12587,جرو,guru.,23
12002,بيير. بيير,pierre.,28
5154,غير متوازن,ubalanceret,76
5336,لوما,loma.,75
4948,الحبال,rebs.,53
6828,راقصات,dansere,54
7936,حصى,grus,59
179,العودة إلى الوطن,repatriering,82
12247,كوستا,costa.,26
8697,هراء,bullshit.,54
12337,ضبط,indstilling,9
5200,قطه صغيرة,killing.,71
6983,مشروب غازي,soda,65
4260,مينوت,minot.,82
7388,مسقط رأس,hjemby,62
6174,كيوي,kiwi.,65
12304,بروكلين,brooklyn.,25
9333,مستمر,vedvarende,29
13040,أول,senior-,17
5773,تحصيل الضرائب,beskatning,73
13606,ريتشارد,richard.,12
2959,هوايات,hobbyer.,57
7010,فوكس,vox.,65
12105,روري,rory.,27
14108,استثمار,investering,27
2566,ببراعة,brillant,90
8582,خمارة,kro,45
4438,آلة توبا,tuba.,80
10095,اختزال,reduktion,41
259,مازح,jokingly.,100
6013,كاتب العمود,kolonneist.,66
5417,الخيزران,bambus,74
7449,ريس,rees.,57
11300,عقلي,mental,30
8055,كولتر,coulter.,58
10121,أسطوانة,roller.,42
13715,حداد,smith.,12
2184,راد,rad.,90
9412,الفاتيكان,vatikanet.,49
8421,بلاد فارس,persia.,56
7331,راوتر,router,61
6223,جزائري,algerisk.,67
11255,كيمياء,kemi,35
2087,كليو,clio.,92
12255,كونتيننتال,kontinental.,26
3201,هين,hine,88
8015,الحاخام,rabbiner,57
9339,أوغندا,uganda.,49
13378,إعطاء,give.,8
2692,مجاور للكلية,adrenal.,90
7387,برازيل,brasil,62
1285,إستنتج,induce.,51
6192,محو,sletning,29
10633,مينيابوليس,minneapolis.,39
4313,هوكر,hawker.,81
2980,المدفأة,ildsted,87
14518,أَثْمَر,udbytte,38
7312,نابير,napier.,63
7190,اللاعب,gamer.,63
1203,إلتواء,forstuvning,70
741,دانتون,danton.,98
1233,ديول.,diol.,93
4310,عائق,handikap,64
10118,هاه,huh.,43
12091,صوت عميق,bass.,27
6153,أوراق اعتماد,legitimationsoplysninger,68
5038,توجيه,styre,45
5876,الشكوك,mistanker,47
2732,التروبوسفير,troposfærisk,76
13394,ثورة,revolution,14
3470,غطاء محرك السيارة,motorhjelm,76
14219,شرق,øst,9
12374,كهربائي,elektrisk,17
10101,يرتدي,klædt på,25
1678,باتوتا,battuta.,94
8480,آثار,implikationer,40
1118,علم المحيطات,oceanografi.,96
10510,خطي,lineær,39
381,النائب,viceroy.,97
14005,يخطط,plan,11
1989,داه,dah,93
12545,الأقمار الصناعية,satellit,22
12659,صناعة,industri,14
9300,الجنيه الاسترليني,sterling.,49
227,التجميل,kosmetik,100
12775,طفل,barn,15
11225,الأبوين,forælder,25
9510,يضخ,rør,38
12698,خمن,gætte,20
11750,مصرية,egyptisk.,28
4667,الأردني,jordanian.,72
3976,أنيق,elegant,71
13523,الصيف,sommer,13
3991,تعظيم,relata.,83
8064,الأساتذه,fakultet,57
5058,مصادرة,fortabelse.,60
12026,إنقاذ,redde,24
1071,مونت,mort.,95
13090,إعادة تعيينها,omfordelte,17
13132,كل شيء,alt,17
5749,قشتالة,castill.,73
12824,أورليانز,orleans.,20
1418,الندرة,rariteter.,79
5619,التحليل الطيفي,spektroskopi.,74
7988,سيناريو,scenarie,48
4980,صاحظ,sahib.,78
8428,كيير,queer.,55
10044,روج,rouge.,38
12323,تشاك,chuck.,25
11465,التمثيل,repræsentation,29
6239,حث,opfordrer,22
979,إكسبور,excalibur.,97
7589,أحمق,dump.,43
8220,ألما,alma,56
6806,ميك أب,makeup,65
6160,شعبية,trækkraft,70
8951,أجش,husky.,32
10742,الإجهاض,abort,35
1913,trched.,lommeltet,32
1696,نابلس,nablus.,94
11275,المرشحين,nominerede,30
5374,حولا,hula.,75
7032,رودسيا,rhodesia.,65
5791,سلكي,wired.,30
10729,سرد,fortælling,38
13753,أوهايو,ohio.,12
2128,بونغو,bongo.,81
297,الأسهم,eksponent,89
10582,نابليون,napoleon.,36
1302,ضربة شمس,sunburn.,93
393,تامارين,tamarin.,100
13914,كون,at være,5
4701,كلام فارغ,bosh.,79
1470,بيب,pep.,91
3707,نظارة شمسيه,solbriller,84
8273,منظم,aboriginal.,45
3939,المحيط الحيوي,biosfære,83
10480,مميزات,egenskaber,34
9186,حساء,suppe,50
8312,ساد,stade.,56
6967,ساكن الأرض,terrestrial.,64
1725,للعرض,sotable.,93
2162,سوء تفسير,fejlfortolket,72
5932,ساحة,piazza.,72
10461,سمامة,soum.,40
643,جيرغا,jirga.,99
13083,ألفت,tegne,14
12780,كوبا,cuba.,21
10760,عصير,juice,38
14025,لي,min,5
9786,المصطلح,terminologi,45
7976,أنانية,ego.,57
8077,ألاميدا,alameda.,58
6373,كلو,chloe.,69
12849,أور,wr.,20
9177,الفراولة,jordbær,49
4531,فولهام,fulham.,80
1557,متعاطي المخدرات,beamer.,95
8049,حشد,muster.,24
10249,إبسيلون,epsilon.,42
14512,جريدة,avis,14
12267,يكره,had,23
9238,ليونيل,lionel.,50
8546,صحيح,sund og rask,55
5703,صدم,bump,54
4430,سونج,cheung.,81
1938,إدراكه,cognizant.,91
11880,برغر,berger.,29
6681,الحمقى,fjols,35
11787,تنظيف,ryd op,30
10361,وندسور,windsor.,41
13295,كاثوليكي,katolsk,15
8721,روحانية,åndelig,46
14235,يسمح,tillader,9
12881,شمسي,solar.,20
6101,الارتكاز,brændvidde,71
14439,عبر,via,9
3554,اومني,omni.,86
10019,كابوت,cabot.,44
10201,تنبؤ بالمناخ,vejrudsigt,29
7826,كريستين,christine.,60
11942,مجمع تجاري,mall.,28
9861,الدبال,humus.,45
13016,مرض,sygdom,17
6051,قوان,guan.,71
4339,كانيا,cowan.,81
11302,من بين,blandt andet,34
4041,غوس,gauss.,83
2862,النكهات,smagsstoffer.,47
4063,كيلين,killeen.,83
3521,كانادا,kannada.,86
13534,رأي,mening,11
9164,الكعب,hæle,43
12954,فضة,sølv,19
14250,ضائع,faret vild,10
3512,التخمير,fermentering.,81
3508,زيوريخ,zürich.,86
9324,أوضك,ob.,48
12847,تؤكد,bekræfte,12
757,كوين,gawain.,98
658,مقصود,extant.,98
7469,اكسب,expo.,42
4986,كاكاو,kakao,78
9475,خفضت,nedgraderet,46
1629,دوبلكس,duplex,92
7208,يؤثر,påvirker,9
1906,مزحة,pranks.,60
10936,لاتفيا,letland.,37
2182,فناء,gårdsplads,91
7644,شبكه عالميه,wan.,61
14082,سان,san,10
12575,هالة,glorie,23
5654,غجر,sigøjner,68
8205,استقراء,induktion,45
11803,السابق,eks,29
6515,دسار,dildo.,66
214,ييكيس,yikes.,100
13703,بسرعة,speedily.,12
1473,ظفيرة,seletøj,88
6825,العشرينات,tyverne,13
9482,مؤثر,indflydelsesrig,48
7956,بوخارست,bukarest.,59
781,انثي خنزير,swine.,98
4912,يتخلص من,grøft,71
5537,غرفة نوم,soveværelse,71
11095,ما وراء البحار,oversøisk,36
11760,الداخلية,interiør,30
7311,تلا,dt.,62
11778,غير ملائم,uegnet,29
3852,متفرعة,forgrenet,25
2773,هزيمة,trickle.,84
12732,بركة سباحة,pool,20
8662,البيزنطية,byzantinsk,54
12606,المتهم,anklagede,15
9332,بولي,polly.,49
2555,مذبح,alter,90
11504,التاسع عشر,nittende,32
12747,صديق,ven.,13
3456,استنزاف,attition.,85
2093,دينار,dinar.,83
13844,اثنين,to,7
21,منفطر القلب,heartbreaker.,75
13935,رقم,nummer,7
6587,بهدوء,lige så stille,68
12348,المسافرين,flyers.,24
6485,الى الوراء,baglæns,50
1959,تقلص,krympet,93
9959,غارفيلد,garfield.,44
13254,الآسيوية,asiatisk,16
5543,لاعب خط الوسط,halvback.,70
9532,إعادة بناء,genopbygget,48
6495,الحكام,herskere.,50
12140,بيرة,øl,26
9247,جيني,jenny.,48
7697,مستر,mister.,61
7861,العتيقة,antik,50
14492,العقود الآجلة,futures,8
2993,تيفين,tiffin.,88
14224,استمارة,form,8
7242,الميلامين,melamin.,63
11419,يشترى,købe,29
12238,أطول,længste,26
10266,براءة الإختراع,patent,37
10178,ميكان,mick.,42
6956,ساندمان,sandman.,65
7081,أبسط,enklere,64
1303,ني.,nei.,96
11005,دامون,damon.,37
7531,البالستيسي,ballistic.,52
3373,إلغاء,ophæve,73
13231,أنطونيو,antonio.,16
12602,الماراثون,marathon.,23
1802,لاذع,tart.,71
13655,عموما,generelt,7
8935,قناديل البحر,vandmand,52
3191,اين,een.,88
11674,خائف,bange,31
92,التفكك,desintegration.,76
9070,انسان الغابة,orangutan.,51
6937,الكتب المدرسية,lærebog,52
10781,البناء,linemen.,38
12258,الذكر,han-,24
295,كروس,crux.,100
3911,إيلين,elaine.,84
7741,قاعة محاضرات,auditorium,60
4456,الديكارتية,cartesian.,81
5720,أساليب,modes.,34
3925,قواد,gu.,84
9497,موجة عريضة,bredbånd,48
12154,إيه,er.,26
4721,منتصف الموسم,midseason.,79
12162,مونتانا,montana.,27
10713,نفق,tunnel,35
534,هيرو,hiro.,99
2485,رطب,fugtig,69
7410,انذار,ultimatum.,62
12632,سطح - المظهر الخارجي,overflade,21
11931,الأعمار,ages.,12
6227,خميرة,gær,70
13894,هؤلاء,disse,6
10676,وصي,guardian.,37
7399,أرهق,udmattet,41
8945,المتصيدون,troll.,27
7544,سوى,quo.,62
9663,النسوية,feminisme.,46
491,تجديد,fornyelse.,33
3998,ضبابي,tåget,83
9557,التعلق,hængt.,48
9327,مدبلجة,døbt,40
10202,عيد الشكر,thanksgiving.,42
13351,بحيرة,sø,14
5888,نيزك,meteor.,68
9656,ايزو,iso.,47
3276,احتضنت,omfavnet,62
14488,ديمقراطية,demokratisk,14
4233,أخطأ,errr.,81
13479,منعطف _ دور,tur,9
10186,الجمرة الخوضة,antrax.,42
6664,الجهاز الهضمي,gastrointestinal.,67
8163,الكلور,chlor.,54
11780,لوكسمبورغ,luxembourg.,30
12241,بابلو,pablo.,26
3896,النسيج,weaving.,75
2670,المنغنيز,mangan,90
1192,روحي,rhema.,96
12089,مرونة,kompromis,19
3835,جيمما,gemma.,84
1545,مسلة,obelisk.,95
11601,قارب,båd,26
4332,طبيب بيطري,dyrlæge,75
1359,الضحلة,dahlia.,96
14503,توزيع,fordeling,19
9912,سكني,beboelse,44
10698,إعادة تقييم,revurderet,38
11169,البلدية,kommune.,25
9314,بيركلي,berkeley.,49
269,منتصب,opføre,48
9678,المزيد,stabilitet,32
4774,الحمضيات,citrus.,79
6953,كرمة,vine.,59
9619,توجو,at gå,47
9455,رمي,throws.,19
6066,الجاموس,buffaloes.,17
2219,لا يمكن التنبؤ به,uforudsigelige,88
11123,تسجيل صوتي,soundtrack.,34
14051,لاحقاً,senere,8
9115,سوء فهم,misforståelse,43
11916,احتل,optaget,24
11555,حكمة - قول مأثور,maxim.,30
13599,عاد,vendt tilbage,9
13007,تفاعل,reaktion,17
10441,جبريل,gabriel.,40
11693,الرابع عشر,fjortende,30
8435,القتلة,mordere.,33
2837,الرسولية,apostolic.,88
7212,وزن,veje,45
12088,واي واي,wi.,27
6631,مستود,mastodon.,67
3899,جشع,grådighed,84
9928,القادمة,kommende.,44
1549,مولدر,mulder.,95
1841,السجناء,indsatte,89
6656,مايجب في الوضع الراهن,incumbent.,59
953,بتلات,kronblade,90
7997,ساطع,glødelampe.,59
3802,هشاشة العظام,osteoporose.,84
12968,بديهي,indlysende,19
144,وايك,aik.,100
5744,عديمي الخبرة,uerfaren,73
7358,المخمل,fløjl,62
3146,الأنسولين,insulin,88
11592,البرتغالية,portugisisk.,31
13845,س,s,5
8528,كاديلاك,cadillac.,54
256,الديوان,dewan.,100
3374,مؤطر,indrammet,23
3605,لوحة القيادة,dashboard.,84
14094,أفضل,bedst,8
7007,ستينغراي,stingray.,62
11684,الساقين,ben,18
10314,غير منصف,urimelig,41
6590,تحت الأنقاض,rubble.,67
14169,سِجِلّ,optage,7
11353,بلجيكي,belgisk,33
6329,مهب الريح,windward.,63
12055,جيفرسون,jefferson.,27
3553,كوليما,colima.,86
1908,متوهجة,glødende.,72
9979,هيدروكسي,hydroxy.,44
812,سيكيم,sikkim.,98
8846,كيوتو,kyoto.,53
2669,اختلاع,tlingit.,90
452,حاصر,durr,100
12671,زميل,kollega.,21
12138,السيد المسيح,kristus,27
10100,شفوي,mundtlig,40
8944,غامر,overvældende,36
7506,اليسوعي,jesuit.,60
1313,شامان,shaman.,82
4482,تايت,tait.,81
4140,بدوية,bedouin.,77
13133,النقاش,debat,14
3089,كاسبر,casper.,88
10606,مزاح,banter.,39
5223,غابي,gabby.,76
13787,الموت,død,9
8705,فضيلة,dyd,50
11500,نورمان,norman.,32
14288,جامعة,universitet,7
4565,قضاء,quarl.,79
7040,الجماهير,publikum.,28
1397,بيرير,berrier.,96
11551,انطلاق,kickoff.,31
7986,فاجأ,stunned.,42
8987,مطبعي,tastefejl,31
2048,العنوان الفرعي,underposition,70
14332,وصل,nåede,9
3850,رادير,crosser.,81
6686,كفى,tilstrækkeligt,63
7138,هيبة,prestige,64
7057,لانسر,lancer.,44
4859,الغولتين,gluten.,78
6968,زورو,zorro.,65
13099,أكبر,største.,17
292,بلا شك,undeniably.,78
4748,خلاب,gorgeous.,79
6635,صادف,zonal.,67
1904,أفلام,filmskabelse.,73
3124,حبسبورغ,habsburg.,88
9075,غير نشط,inaktiv.,47
14084,يتحرك,bevæge sig,8
12711,أوتوبيس,bus,20
9163,بريسلي,presley.,50
3045,حلول الظلام,nightfall.,88
14450,يضرب,hit,8
7356,misgenerated.,degenereret.,54
10630,بيتون,peyton.,39
13372,نفسي,mig selv,15
9226,عاطفي,følelsesmæssig,30
10339,إيرادات,indtægter,38
11103,إسقاط,droping.,12
684,مجردة,refereed.,22
7873,الجناة,gerningsmænd,45
13405,كرة القدم الامريكية,rugby,14
5230,دوامة,vortex,76
14092,عمليات,operationer,6
2686,المبني القبني,igloo.,90
8860,دير,abbey.,53
3828,نطاط,bouncy.,84
2586,زيروكس,xerox.,90
2882,محفوف بالمخاطر,risikabel,88
11167,التصوير,fotografering,35
3644,غير ربحية,nonprofit.,85
13577,صغيرة,ung,12
8318,وضح,underwood.,57
188,روكس,rox.,100
11557,شكسبير,shakespeare.,32
10097,مرافقة,eskortere,36
4704,سبع,septa.,79
1247,مائي,waterman.,96
920,ألوان مائية,akvarel,97
13869,هذه,sådan,5
12832,اقتصادي,økonomisk,17
4116,دوي,dui.,82
4433,أشاد,hyldet,15
10432,الملكية,monarki.,40
7244,أودين,odin.,63
9791,إه,eh.,45
8382,مأساوي,tragisk,51
9058,الزنك,zink,51
574,غمر,nedsænkning,88
8176,فاصلة,komma,49
3197,الرعاىة الصحية,healthcare.,88
4248,ديفي,devi.,82
6709,خط الوسط,midtfelt,53
7442,مضمار السباق,racecourse.,62
8686,حصادة,reaper.,53
13390,غذاء,mad,14
8926,كسل,dovendyr,52
3498,إجادة,færdighed,73
13815,أو,eller,5
3881,المفاهيمي,konceptuelle,74
14427,إجابة,respons,11
14222,قريب,nær ved,10
13440,ما من أي وقت مضى,uanset hvad,14
3433,كليبرز,clippers.,76
122,سلام.,salaam.,100
4268,تقويم,almanac.,81
4813,انتقل,flytte,32
8169,آداب,etikette,57
2435,الحموضية,aururia.,91
6904,هيريا,leary.,65
4444,تأجير,udlejning,74
9893,النحت,skulptur,43
2387,اخدود,gully.,88
7912,ليندر,leander.,60
10396,باكرا جدا,tidligste.,41
10563,انسداد,tilstopning,38
9180,هارييت,harriet.,50
3492,شعير,byg,85
5322,شقراء,blond,62
11437,عنصري,racist,32
10165,توقف,ophørt,22
8545,مزامنة,synkronisere,54
10643,نسج,spundet,39
1773,الخنزير,pinky.,88
