ID,ARABE,FRENCH,INTERVAL
2375,كاب كيك,cupcake,88
11178,خدمة النقل,Navette,23
4728,جفن العين,couvercle,70
13641,باءت بالفشل,échoué,6
1269,كذلك,ainsi que,95
4081,بائع,vendeur,75
2287,الدوار,rotor,89
3105,الشباب,jeunesse,82
3434,كليبرز,tondeuse,80
947,بلينهايم,Blenheim,97
9067,ملخص,synopsis,39
6248,نوم,nôme,59
8734,بانمان,archer,41
4315,المالايالام,malayalam,74
2460,السجائر,cigarettes,87
5174,فراغ,loisirs,67
8370,كايلي,kylie,44
2022,فلوريد,fluorure,90
79,المتسولين,mendiants,100
1195,فان,fanfare,96
663,عيد ميلاد المسيح,Noël,98
9666,استعادة,se remettre,34
10099,شرجي,anal,31
9938,السادة الأفاضل,Messieurs,32
2339,ثعبان,serpent,88
7745,مقتطفات,anthologie,48
5998,شتاين,stein,61
10316,رمل,sable,30
914,المسكن,dortoir,97
10421,دوايت,Dwight,29
7143,انطلق,éclater,53
3861,النسل,progéniture,77
3273,واجب,obligatoire,81
4913,يتخلص من,fossé,69
3314,نوع من القطارات,tram,81
6834,حافة,bord,55
1116,جوي,joie,96
203,بيوتر,étain,100
3886,حب الشباب,acné,77
13082,مجلة,magazine,10
12741,فينيكس,phénix,12
8499,وحي   الهام,inspiration,43
10940,هانك,hank,25
10576,أقسم,jurer,28
5348,شهواني,érotique,66
851,كاليدونيان,calédonien,98
12871,غير مخضرم,débutant,11
5426,قرن كبير,Grosse corne,65
10158,إلفيس,elvis,31
10431,فرانز,franz,29
4615,سخونة,vivement,71
11710,قرب,proximité,20
7632,كوف,crique,49
10579,درع,armure,28
11127,متستر,sournois,24
8856,صوفيا,Sofia,40
5346,مثلج,neigeux,66
11579,الكحول,de l alcool,21
4660,رغم ذلك,il y a,71
7737,صدى,résonance,48
7309,لحم خنزير,porc,52
4955,الملحق,appendice,69
6572,المسيح,Messie,57
13362,نموذج,maquette,8
12002,دفع,payé,17
13343,يتردد,hésiter,8
12613,ستيفن,steven,13
1744,إقناع,persuasion,92
8182,رودهام,Rodham,45
1540,ماغنون,magnon,94
6729,كورنثوس,Corinthiens,56
5787,رجولي,viril,63
9978,سويفت,rapide,32
12455,جوناثان,jonathan,14
10443,جحر,terrier,29
4768,كانغ,kang,70
3630,أشانتي,Ashanti,79
10358,الأرمن,arménien,29
12470,ماديسون,Madison,14
10959,بقايا,vestiges,25
2631,البيرة,homebrew,86
9544,متخصص,spécialiste,35
960,جالور,valeur,97
13183,رومان,romain,9
7685,منديل,mendel,49
13539,امتثال,conformité,6
4313,طحين,farine,74
11315,كل من,quiconque,22
12498,عداء,coureur,14
8448,شارع عريض تكتنفه الاشجار,boulevard,43
12137,بنغلاديش,bangladesh,17
2752,عتبة,seuil,85
3291,باري,bari,81
5806,تحويل,détourné,63
1147,ايكيدو,aukido,96
3511,يسحب,remorquer,79
9908,دعوى,poursuivi,33
2154,غير منضبط,incontrôlé,89
8149,إفترض جدلا,mendier,45
5725,شعوذة,jonglerie,63
10436,فينشي,Vinci,29
1828,ضد الرصاص,blindé,92
493,إمساك,constipation,99
4528,مكتوبة,orthographié,72
1810,انطلق,s étendre,92
10292,فلمنج,Flamand,30
10204,ذرة,atome,31
1839,مائل,italique,92
7648,السبتية,adventiste,49
8,كربونيت,carbonite,100
4124,يختفي,disparaître,75
2194,ماكسيما,maxima,89
5444,محايد,impartial,65
10050,ظاهرة,phénomène,32
3618,غفوة,luge,79
8639,شيلي,bousculade,42
4807,محشو,farci,70
3200,سيليست,céleste,82
11327,احتراق,brûlant,22
6749,جيني,génie,56
8999,غير موثوق به,non fiable,39
3585,سيرافيم,séraphine,79
10072,إلين,ellen,31
8338,من الضواحى,de banlieue,44
10089,فخ النار,Piège de feu,31
7065,ذيل,fusion,53
7829,حامل ثلاثي القوائم,trépied,48
11283,بقسوة,à peu près,23
3317,لام,lambeau,81
10046,المتحدث باسم,porte parole,32
3096,عزم الدوران,couple,82
1841,انعقاد,annulée,92
4923,هوف,houle,69
5816,الضنك,dengue,63
8364,ولش,se saluer,44
10323,بورك,burke,30
7989,سيناريو,scénario,47
7070,إهمال,obsolète,53
1337,كامنة,latent,95
2973,طيار,aviateur,83
2394,عظم الترقوة,wishbone,88
4996,بدل,sphenique,69
3760,تونغ,tung,77
1094,ثعابين,anguille,96
6228,خميرة,Levure,60
7580,بنت,courbé,50
7488,بصلة,oignon,50
1773,عديم الجنس,asexué,92
3951,عزز,traversin,76
1452,علم العظام,ostéologie,94
7219,قبضة,poing,52
2942,زهر,fleur,83
12841,أوبورن,auburn,11
2220,لا يمكن التنبؤ به,imprévisible,89
6156,متصفح,surfeur,60
4359,الصويا,soja,73
10828,مستوطنة,règlement,26
6739,الممتازة,prime,56
1796,وراثي,héréditaire,92
13177,منتصف,milieu,9
1585,مشتعل,en feu,93
10243,قروي,rural,30
6927,تشارلي,charlé,55
8344,أسد امريكي,puma,44
10542,كارول,carroll,28
6551,ميج,mégot,57
8602,دان,Danois,42
4462,قاطع متناوب,hachoir,72
3882,المفاهيمي,conceptuel,77
13025,القوات البحرية,marine,10
5856,الماوري,Maori,62
7878,جير,chaux,48
4718,أوبال,opale,71
6932,الفصل,ségrégation,55
11956,مطاردة,chasser,18
2954,مقطع إلى شرائح,tranché,83
4220,خارجي,étranger,74
4254,عيوب,ongle,74
5223,مستودع,dépôts,67
4910,سريرا,Serra,69
1086,إبادة,annihilation,96
8212,كوبرنيكوس,copernic,45
9010,صوفيا,Sophia,39
313,جيمبي,gymie,100
12512,اتجاه,direction,14
9255,سياره اسعاف,ambulance,37
13240,البرازيل,Brésil,8
10060,جذوع,souche,32
2787,كوشينغ,cuson,85
9416,وهمي,imaginaire,36
13659,يبدو,sembler,5
10750,دعم,rive,27
10555,فلوريس,flores,28
5247,بيكارد,picard,67
10679,يعد,promettre,27
2197,روشيل,rochelle,89
11018,غراب أسود,corbeau,25
8831,دون تغيير,inchangé,41
2229,بط نهري صغير,sarcelle,89
4212,حظا,attrape,74
10455,لين,lynn,29
12108,خاضع للسيطرة,contrôlé,17
10823,مارلين,marilyn,26
11373,عكس,versa,22
3137,روبر,roper,82
10193,غاما,gamma,31
8450,علم الزلازل,sismologie,43
13047,سيمبسون,simpson,10
44,طلب,composition,100
1202,ليتاس,litas,96
5796,واو,courtiser,63
2037,مرحبا,Bonjour,90
11197,ثلاثة عشر,treize,23
7383,محبط,frustrant,51
10352,خدعة,canular,29
4741,ام,mouton,70
9796,شاويش,sergent,33
11918,جين,Jeanne,18
5018,القاطرة,remorqueur,68
10108,القبائل,tribus,31
4844,ضغينة,rancune,70
8399,صدفة,coïncidence,44
13473,أعلى,plus haute,7
1714,عرقلة,délisté,93
150,الاستعجال,urgence,100
3877,المقاوم,résistance,77
1604,حظيرة,hangar,93
665,غير محدد,Douteux,98
9459,خطير,la tombe,36
4331,غرايمز,grilais,74
2013,شائعة,banal,90
12123,التلقائي,automatique,17
250,نيوزويك,Newsweek,100
9025,ثاني أكسيد,dioxyde,39
10393,لهب,flamme,29
10025,معتقدات,tock,32
6813,الصمام الثنائي,diode,55
5500,بومونت,beaumont,65
6026,من جانب واحد,unilatéral,61
1688,غير مستعد,non préparé,93
8269,مير,miroir,45
3605,يرقة,chenille,79
7944,لسان,langue,47
63,حفار,excavateur,100
7469,نقاط البيع,point de vue,50
12815,مقدر,estimé,12
4871,انخفاض,diminution,69
6877,التندرا,toundra,55
4056,ذريعة,prétexte,75
7934,قزمة,nain,47
8005,مرسى,ancrage,47
4594,المذعور,paranoïaque,71
13630,جاك,jack,6
766,رغيف,pain,98
10511,خطي,linéaire,28
7261,الخصية,testicule,52
11497,ناشفيل,Nashville,21
1298,فتحة,ouverture,95
551,سومطرة,sumatran,99
11062,ذخيرة,munition,24
11965,القنب,cannabis,18
11995,موسع,étendu,18
8952,أجش,rauque,40
4140,شمالا,nord,75
13344,على وجه صحيح,correctement,8
11764,لوقا,Luke,19
6984,مشروب غازي,un soda,54
606,انقلب,fatigué,99
6209,غير قادر علي,entropie,60
4264,هيرتز,hertz,74
661,يحضر,assister à,98
3555,اومني,omni,79
8007,تدفق,sortie,47
7187,نقش,gravure,52
13068,شقيق,frère,10
9260,متشرد,clochard,37
192,المفاوضة,ostentation,100
5053,بيجوري,péjoratif,68
5423,بصلي الشكل,bulbeux,65
9572,مخبأ,bunker,35
13660,الدقة,résolution,5
4158,فولغا,volga,75
6675,رادمان,rodom,56
2491,بيلدر,bilder,87
8893,كونكورد,concorde,40
3189,معالج,gestionnaire,82
11773,البرازيلية,brésilien,19
13593,كورو,kuru,6
490,شوف,pousser,99
579,بونر,gaffe,99
8760,لاعب مهاجم,le buteur,41
9326,صمغ,gencive,37
12154,رضا,satisfaire,16
598,المستعمرون,colonistes,99
13580,كوريا,Corée,6
8783,مرضي,clinique,41
649,يالي,Yali,99
10036,طفيف,léger,32
1207,الجرب,gale,96
11962,حذاء طويل,démarrage,18
13445,بداية,début,7
10556,البروسي,prussien,28
3184,حيلة,ruse,82
11435,الميثيل,méthyle,22
6958,الشبح,furtif,54
7445,متشرد,clochard,51
11125,انطباع,impression,24
6906,لهجة,dialecte,55
12255,داخلي,interne,16
11998,تعهد,reflux,18
4774,سردار,sardaire,70
3783,كانتور,chantre,77
6992,فرار جماعي,débandade,54
10705,قرص,disque,27
10834,الإمارات,émirates,26
1410,غريب,bizarre,94
5604,كروزر,croiseur,64
7784,رافائيل,raphael,48
622,تينيسون,tennyson,99
11418,أوكلاند,Auckland,22
6999,مصاصة,sucette,54
1983,الفوز بالجائزة الكبرى,cagnotte,91
6218,الفروسية,équestre,60
4705,سبع,septa,71
5917,جهد,vaine,62
5763,التظاهر,prétendre,63
7990,باولو,paolo,47
2067,اللواط,sodomie,90
10561,المالك,principal,28
3507,راديكس,base,79
8846,دهان,peintre,40
7221,جيل,jill,52
3897,النسيج,tissage,77
8879,بونو,bono,40
13281,سياق الكلام,le contexte,8
5366,الطحالب,algues,66
13589,جونسون,Johnson,6
6262,الشهيرة,communément,59
5411,بروستر ,brasserie,65
4224,مظلل,ombragé,74
12691,تأثير,impacter,12
2671,المنغنيز,manganèse,86
12449,أطلقت,lancé,14
7142,فطيرة,petit pâté,53
7942,شامل,approfondi,47
536,قذف,peau,99
4702,كلام فارغ,étalages,71
2275,قلة الخبرة,inexpérience,89
12870,فلور,floc,11
8932,مرحلة الطفولة,enfance,40
12477,سمعة طيبة,honorable,14
530,كودا,koda,99
8706,فضيلة,vertu,41
3423,أسلحة,arsenal,80
11619,يوركشاير,Yorkshire,20
4711,المنظمة,faune,71
6103,هادئة,palourde,61
5919,بدون عنوان,sans titre,62
13123,النجوم,étoiles,9
5635,تذكرنا,rappelant,64
12747,وصل,arrivée,12
3546,عزيزي,bébé,79
4964,الضم,annexion,69
12324,تشاك,mandrin,15
11305,أخيرا,enfin,23
6137,العذراء,Vierge,60
7712,مهدئ,apaisant,49
12692,ودود,amical,12
12343,غينيا,Guinée,15
6161,شعبية,traction,60
2416,شلل,paralysie,88
988,أسلحة,arsenal,97
8164,الكلور,chlore,45
6709,فرانكشتاين,Frankenstein,56
12490,الأربعاء,Mercredi,14
10082,كهف,la grotte,31
9952,نايك,nike,32
4948,متوافق,conforme,69
3834,بكين,panking,77
376,السيليكا,silice,100
11542,سينغ,singh,21
10639,اصغر سنا,plus jeune,27
10100,بطرسبرغ,pétersbourg,31
2629,شق,fendu,86
9995,نحيف,mince,32
4563,لوبوس,lupus,72
2173,الأرانب,lapins,89
4053,هوف,souffler,75
10841,ستيرويد,stéroïde,26
9070,برج,borg,39
12960,القيمة,évaluer,11
3638,هيلمان,hillman,79
6971,إعادة تشكيلها,reconstitué,54
5459,معقل,bastion,65
427,حاوية,clocher,100
5838,كبسولة,capsule,62
4934,شواية,gril,69
3678,مثير للضحك,ridicule,78
8258,الحيوانات البرية,faune,45
1581,البدوي,nomade,93
11040,مستعمرة,colonie,24
3642,دفتر,carnet,79
13019,يوم السبت,samedi,10
9808,متألق,brillant,33
58,متضور جوعا,affamé,100
8437,قدرات,capacités,43
8442,دوروثي,dorothy,43
39,فرسي,équin,100
9754,مقبول,décent,34
7952,قبل الأخير,pénultième,47
2362,ضريح,mausolée,88
9511,يضخ,tuyau,36
12001,زهري,rose,17
3492,أكاديميا,université,79
5505,مصارعة الثيران,cornichon,65
8049,شئ,déco,46
3635,كولين,colle,79
7607,ناموس,moustique,49
244,غروس,grosse,100
11527,قضية,affaire,21
4131,العديد من,multitude,75
8340,اضطهاد,persécution,44
8764,عدسة الكاميرا,viseur,41
6077,تأمل,méditation,61
13603,خامسا,cinquième,6
11882,السيولة النقدية,en espèces,18
4647,إحالة,référence,71
6961,طريق سريع,autoroute,54
9671,نتيجة الجمع بين الطريحة والنقيضة,synthèse,34
12386,هتلر,Hitler,15
12523,مضللة,trompeur,14
8158,فال,valourdine,45
10300,بناء الجملة,syntaxe,30
11506,تطبيق,application,21
10851,عدة,trousse,26
8048,الفصائل,factions,46
10781,نظرية,théorème,26
1840,انخفض,raideur,92
13456,الفيدرالية,fédéral,7
11395,غرفة,chambre,22
3446,معيار,référence,80
9391,البروتستانت,protestant,36
2945,قطيع,troupeau,83
12554,وفى الوقت نفسه,entre temps,13
2109,ميتزفه,mitzvah,90
3575,جيس,gees,79
6940,ايون,temps infini,54
4106,ساكاي,Sakai,75
6039,البوري,mulet,61
5961,كيلومتر,kilomètre,61
452,كوروزير,crosse,100
8117,مثير للشفقة,pathétique,46
4836,الجدي,Capricorne,70
6097,قذيفة,projectile,61
7754,وايت,right,48
13198,باتريوت,patriote,9
7315,مالكين,malkin,52
9038,طالب,exigeant,39
13457,غير مرغوب فيه,indésirable,7
7202,إيليا,Elijah,52
6726,الوريد,veine,56
326,هاريكان,Harrycane,100
9751,زيتا,zéta,34
9892,العطلات,vacances,33
12144,عصفور,oiseau,16
7706,المستوطنون,colons,49
8419,خربشة,griffonner,43
731,الرسغ,carpien,98
3940,المحيط الحيوي,biosphère,76
10831,الشركات المصنعة,fabricant,26
11867,احتلال,Occupation,18
5576,استيعاب,absorption,64
4316,العصارة,sève,74
1291,بلا عيب,sans défaut,95
2893,جلد,fouetté,84
6717,كمثرى,poire,56
11492,إدخال,contribution,21
5021,الأكبر,aîné,68
2740,المعتوه,idiot,85
5312,الحوامات,aéroglisseur,66
4839,وا,wallla,70
11447,الثامن عشر,dix huitième,22
7177,مناسب,pratique,52
11126,أقل,moindre,24
4907,جري,gere,69
12932,مجال,salle,11
1906,جولدسميث,orfèvre,91
2369,أنيل,animent,88
4047,ظلم,injustice,75
13503,المسرح,étape,7
1709,مبتغى,convoité,93
8755,قشر,peler,41
10116,بارا,para,31
9850,التوابل,pimenter,33
9927,جبال الألب,alpin,33
5241,اتصال تليفوني,dialogue,67
5717,حفيد,petit fils,63
4878,يراعة,luciole,69
13632,منفذ,portail,6
12306,ماريا,maria,15
13606,ماء,l eau,6
6610,أسلاف,ascendance,57
5726,حذرهم,conscient,63
1756,سريالية,surréaliste,92
7033,رودسيا,rhodésie,54
10614,ماكسويل,maxwell,28
4278,محيط ب,ambiant,74
11652,المنفعة,avantage,20
8294,حماس,enthousiasme,44
4618,دراكو,draco,71
11275,فيشر,pêcheur,23
987,الرباط,jarretière,97
13397,الجسم,corps,7
1,النوايا,intention de,100
6340,غير معروف,inédérit,59
4562,مؤتمر,convenir,72
2189,مجلد,dossier,89
12383,نبذة,bref,15
2842,دلل,cocker,84
12907,طفل,enfant,11
3993,جنك,ginkgo,76
77,بامبينو,bambino,100
3358,رجال المطافئ,pompiers,81
7094,السنوكر,billard,53
12405,روس,rossage,15
9607,سيث ,seth,35
13289,هونغ,hong,8
3959,لا شعوري,subliminal,76
6522,أستراليا,australasien,58
4842,بيرو,pyro,70
8134,حصان مجنح,Pégase,46
5456,حامل,porteur,65
5957,الرباعية,quatuor,61
12296,قائمة,liste,15
6974,تاهيتي,tahiti,54
1171,انحراف,brûlant,96
7836,متضايق,agacé,48
10165,أوماها,omaha,31
9419,ينزلق,glisser,36
11754,طروادة,troy,19
8674,إستونيا,estonien,42
13419,مالك,titulaire,7
8351,أيديولوجية,idéologie,44
8330,بالإهانة,offensé,44
3296,معاقبة,punir,81
13701,لندن,Londres,5
8148,شوكة,fourchette,45
1010,غير عملي,pas pratique,97
9520,شارون,sharon,35
10240,رئة,poumon,30
284,يغلق,fermer,100
728,الليتورجري,liturgique,98
9022,لاجونا,laguna,39
1822,جرابي,marsupial,92
9630,محرم,interdit,35
9732,جهات مانحة,donneur,34
2360,أطرف,plus drôle,88
13451,مع ذلك,néanmoins,7
13667,مملكة,Royaume,5
8899,أزرار,boutons,40
2438,محفر,grumeleux,88
10646,اخترق,transpercer,27
8612,تدريبات,percer,42
9634,صدر,Sein,35
6825,لم ,n a pas été,55
6414,لوبيس,lopes,58
11144,الليزر,laser,24
12230,غير مبرر,injustifié,16
6889,سرطان الدم,leucémie,55
7168,كاريوكا,carioca,53
3412,البوليستر,polyester,80
10501,رودريغيز,rodriguez,28
7319,سيزار,Cesar,52
12460,ووكر,marcheur,14
1219,ماكو,mako,96
9560,كريس,kris,35
12685,الشيوعي,communiste,13
497,الجبهة,univer,99
5809,بلو,flèche,63
12650,فلسطيني,palestinien,13
138,مسامية,poreux,100
2509,خمسة عشر يوما,quinze jours,87
8620,مطبخ,cuisine,42
5168,سانت,sant,67
9376,أخطبوط,poulpe,37
10857,حلويات,Des bonbons,26
1265,حالمة,rêveur,95
2485,سيام,Siam,87
4505,سكاكين,des couteaux,72
9258,متسابق,coureur,37
10138,جيرالد,gerald,31
1375,بورجوازية,bourgeois,95
4685,حظيرة,palissade,71
7232,بصوت عال,à haute voix,52
5779,شقي,vilain,63
3162,السيارة السياحية,touriste,82
1878,استيقظ,veille,91
2336,تؤدي,propice,88
5179,بدون توقف,sans arrêt,67
7259,قصبة,tibia,52
8066,شرائح,segments,46
705,ناتشو,nacho,98
7255,طبقات,couches,52
9913,سكني,Résidentiel,33
12958,أوتاوا,Ottawa,11
11195,محيط,espèce,23
10757,محارب,guerrier,27
13400,الحار,chaud,7
10392,القفز,saut,29
13118,دييغو,Diego,9
7885,إيزابيلا,isabella,47
5360,معجون الأسنان,dentifrice,66
5659,تين,figure,64
4947,كرر,réitéré,69
8744,مناقصة,tendre,41
7862,العتيقة,antique,48
1769,شرقا,vers l est,92
759,بوربانك,burbank,98
2999,ابطال خارقين,super héros,83
8715,من المستغرب,étonnamment,41
8480,سلطة,salade,43
9350,صقلية,Sicile,37
13052,ملبورن,melbourne,10
3855,مسحة,teinte,77
1150,طاولة الزهر,jacquet,96
12864,تحد,défi,11
11307,أرجون,arjoué,23
12677,التجربة,essai,13
5185,فابيشي,fabiforme,67
11381,عمودي,verticale,22
12826,قيمة,valeur,11
8880,سينيكا,Seneca,40
10856,ناعم,lisse,26
9642,تقنية,technique,35
6489,مشوه,voilé,58
1271,النموذج الأصلي,archétype,95
2222,سمي,Smegma,89
13174,ثانوي,secondaire,9
3932,كيبوتس,kibboutz,77
8751,توربيني,turbo,41
5447,تناقض,divergence,65
13278,تعبر,traverser,8
5226,ميسي,missy,67
11471,مائل,italique,21
213,ميسترال,mistral,100
2080,البواسير,hémorroïde,90
7323,النباتية,flore,51
7710,هيدروليكي,hydraulique,49
3294,رجال القبائل,tribus,81
10320,لين,linn,30
7850,الإقطاعية,féodalisme,48
13687,مسائل,questions,5
2823,آفة,peste,84
8766,حادس,Enfers,41
13361,النمور,tigres,8
7392,إرقد بسلام,déchirure,51
6253,دواء,guérir,59
3309,مهدئ,abattre,81
7406,الكلارينيت,clarinette,51
1857,جونز,punition,92
8840,متعود,habitude,40
6175,كيوي,kiwi,60
10531,إحداثيات,coordonnées,28
7332,راوتر,routeur,51
13715,ابطال,champion,5
6805,لوريل,laurier,55
7533,حيوان الوشق,Lynx,50
11402,أوسكار,oscar,22
8270,تأجير,louer,45
4860,الغولتين,gluten,70
5097,غير شريفة,malhonnête,68
11041,تهرب من دفع الرهان,gallois,24
9305,سمك السالمون,Saumon,37
9172,مجهري,micro,38
5543,الكيمياء الحيوية,biochimie,65
6448,بورنيو,Bornéo,58
11730,تم التوصيل,livré,19
13758,الجنوبي,du sud,5
13585,بحجم,Taille,6
13100,أكبر,plus grand,10
11457,بغداد,Bagdad,21
5212,بضائع,marchandise,67
11448,قادر,capable,21
9105,الانفجارات,coups,38
643,مشلول,paralysé,99
9758,على متن سفينة,une planche,34
13626,صافي,dégager,6
13559,محبط,découragé,6
2892,غمرت,inondé,84
11196,كوكب زحل,Saturne,23
11442,طرق,routes,22
9284,التغلب على,surmonter,37
10493,شاه,shah,28
12388,إبريق,texte,15
6865,السعي,aspirer,55
11715,أنهايم,anaheim,20
5283,كلمات,vocabulaire,66
9603,وستون,soixante,35
4257,هورست,Horst,74
2325,شوارز,schwarz,88
5101,مفصلية,articulé,68
13678,مكرر,dupliquer,5
13497,قائد المنتخب,capitaine,7
10403,هرب,fuite,29
146,الباربولا,parabole,100
1387,بصحة جيدة,anamorphique,95
6231,برأت,acquitté,60
10301,تغذيها,nourris,30
4788,وودبيري,woodbury,70
202,قسيس,aumônier,100
11608,اللاما,lama,20
4739,الأحقاد,hachette,70
10146,فرعون,pharaon,31
7457,تنوع,la diversité,50
7585,ايرباص,Airbus,50
4843,تقريبا,environ,70
5973,مكتب المدير,évier,61
6457,البنغالية,bengali,58
937,مخبأ,repaire,97
11484,المدة الزمنية,durée,21
11059,هيو,hugh,24
11714,جيك,jake,20
5893,جاري,méritoire,62
28,تعيق,inhiber,100
11871,جيريمي,jeremy,18
10094,ريتا,rita,31
11888,فايروس,virus,18
9406,لتر,loup,36
11709,متوسط,moyen,20
8420,لفت نبات,navet,43
4799,مقص,cisaillé,70
9778,خضع,subir,34
8365,نواة,noyau,44
7415,غير مباشر,indirect,51
9967,سيرة ذاتية,continuer,32
11933,عادة,communément,18
12937,ميناء,Port,11
3508,بيونج يانج,pyongyang,79
10524,الشاسيه,châssis,28
10120,سوبرمان,Superman,31
9877,بطاريات,piles,33
10642,مباراة العودة,remonter,27
9421,تمييز عنصري,aparté,36
20,جهنم,infernal,100
10131,ذكي,intelligent,31
3351,نحيف,maigre,81
1506,الباسط,basset,94
3307,عرافة,hexal,81
3858,اندلع,tremper,77
6365,تذوب,dissoudre,59
13154,باكستان,Pakistan,9
7837,الفشل,les échecs,48
6814,جوعان,faim,55
2379,إسورة,bracelet,88
4280,الأضواء,projecteur,74
1724,ثني,saluer,92
10080,الزراعة,agricole,31
11379,علب,de guerre,22
8970,متوافق,compatible,40
10713,كارنيجي,carnegie,27
11565,مهم,crucial,21
10460,الملحم,épique,29
10563,بولدر,rocher,28
4595,غزير الإنتاج,prolifique,71
4727,تراكم,arriéré,70
8321,الجزائر العاصمة,algiers,44
9838,واترلو ,waterloo,33
1531,الرعاية الطبية,Medicare,94
1399,فينيل,phényle,94
5287,تروي,trois,66
1998,نزارين,nazaréen,91
5415,الطفو,flottabilité,65
462,التصالح,réconcilier,99
12224,أقرب,plus proche,16
7479,القوات الخاصة,commandos,50
12707,يسوع,Jésus,12
7401,ارشي,archie,51
9574,حبار,calmar,35
6623,روفيليا,pédophilie,57
12414,كوكب المريخ,Mars,14
4029,وفرة,abondance,75
433,أماني,amani,100
4259,صدم,avant,74
8323,شاو,bouffe,44
3395,الاختصارات,acronymes,80
899,غير حساس,insensible,97
12409,ردع,dissuader,15
13439,المؤلفات,Littérature,7
4986,المتشرد,clochard,69
255,التباديل,permutations,100
519,ابتلع,avalé,99
13417,جمع,populaire,7
8176,عشب,herbe,45
12609,صحراء,désert,13
5439,تونكين,tonkin,65
11220,برا,branlette,23
1357,غلينوود,glenwood,95
12134,يوم الخميس,jeudi,17
12836,مانشستر,Manchester,11
5334,جلادستون,Gladstone,66
7736,السلف,précurseur,48
4292,جوهرة,gemme,74
5731,درج,escalier,63
8653,مو,meuglement,42
12912,متحف,musée,11
224,كييلر,keeler,100
7162,أرد سمك نهري,rudd,53
11301,عقلي,mental,23
3514,الاستيعاب,assimilation,79
5040,شلل الأطفال,poliomyélite,68
9613,معقد,compliqué,35
2473,جانبية,de côté,87
7797,سخرية,ironie,48
5343,الدائمة,vivace,66
9275,روتردام ,rotterdam,37
4266,كاب,kapple,74
10617,سيلفا ,silveau,28
9076,غير نشط,inactif,39
7267,رونوك,roanoke,52
8886,الضاربون,frappeur,40
305,زونا,zona,100
4463,بطئ,décalage,72
10862,كوكس,barreur,26
7006,الصوتية,acoustique,54
8628,تحريف,tourner,42
6804,بولارد,têtard,55
12260,أرشيف,les archives,16
2967,السندهي,Sindhi,83
12718,إرسال,envoyer,12
6703,الانتقام,vengeance,56
6636,صادف,zonal,57
3750,أورال,urinal,78
8923,يهوه,Jéhovah,40
4849,بوردو,Bordeaux,70
12618,يساعد,aide,13
7274,فهرس,catalogue,52
1866,تقطيع اللحم,trancheur,92
8775,فرويد,frontière,41
632,غير مختصر,non coupé,99
5082,على الرغم من ذلك,malgré,68
1873,ثبت,assurer,91
4607,مين,mein,71
4013,ستراينج,entrée,76
8803,إعادة النظر,reconsidérer,41
6520,التصلب,sclérose,58
9762,كانتربيري,canterbury,34
3396,كيمبو,kimbo,80
354,البلياردو,billard,100
10915,جالاكسي,galaxie,25
6920,رابتور,rapace,55
1577,ماكر,rusé,93
11133,وقف,se tenant,24
4118,إخفاء,caché,75
12309,الحمل الحراري,convection,15
5911,بطاطا,patate,62
12359,طبيب,médecin,15
7998,ساطع,incandescent,47
5248,الشبكة الداخلية,intranet,67
3952,وقفة,pause,76
5464,الكثيب,dune,65
401,هندوراس,hondurien,100
13147,ويسكونسن,Wisconsin,9
9187,حساء,soupe,38
13319,أدنى,plus bas,8
8606,جزء,fraction,42
8735,نقل,transfert,41
7020,عهد,engagement,54
13569,مينيسوتا,Minnesota,6
89,فرن,four,100
4167,جوزة,jouette,75
11008,بورما,Birmanie,25
3036,جاكوبي,jacoby,83
11960,أرماديلو,tatou,18
12999,بخير,amende,10
13686,مطالبة,réclamer,5
5258,مسئولة,responsable,66
7140,أوغسطين,Augustine,53
12239,أطول,le plus long,16
11855,جاري التنفيذ,en cours,19
1243,وصمة,tache,95
8613,مارسيل,marcel,42
7141,مفزوع,effrayé,53
13179,الطول,longueur,9
12533,يوضح,clarifier,14
4582,بارومتر,baromètre,72
10685,كريستي,Christie,27
9636,سجن,geôle,35
2715,العربات,gigs,85
8724,القاتل,slayer,41
9828,روابط,Connexions,33
3684,عمياء,aveuglement,78
5495,موظر,connard,65
5709,مسلسل كوميدي,sitcom,63
10582,بوبيت,bobet,28
9631,مورس,morse,35
1602,مخرطة,tour,93
2486,رطب,humide,87
2457,مطبوخ,cuit,87
3070,أساسيات,fondamentaux,82
2771,دعم مالي,subvention,85
3211,عملاق,gigantesque,82
3674,برجمان,Bergman,78
3255,غلينت,grenat,82
11174,هانز,hans,23
7908,جريجور,grégor,47
8594,أوليفيا,olivia,42
474,وسيلة للتحايل,truc,99
11093,يوضح,illustre,24
5323,شقراء,blond,66
6908,لزج,aller,55
8638,جنكيز,Genghis,42
12839,نهج,approcher,11
3519,زهرة البرسيم,trèfle,79
8959,سام,séparer,40
8490,أرويو,arroyo,43
5099,دبلوماسي,diplomate,68
9887,جريسو,greco,33
12559,غير ضروري,inutile,13
7917,كادي,tourbillon,47
7802,باتريشيا,patricia,48
2058,سباير,flèche,90
3201,إلحاق,infligeant,82
3673,أبسط,simple,78
7763,هيلينا,hélice,48
342,مارتل,martel,100
3943,استغلالها,exploité,76
13299,غاري,garie,8
7555,الخضروات,légume,50
11803,الاهلية,capacité,19
3975,فرقة,frégate,76
9747,متحرق إلى,désespéré,34
12257,طومسون,thompson,16
7788,ميلارد,meuble,48
10340,إيرادات,revenu,30
