ID,ARABE,POLONAIS,INTERVAL
8267,تشي.,chee.,57
2056,prudential.,ostrożność,92
747,فاسار,vassar.,98
14060,ستة,sześć,10
10501,عجائب,cuda,15
955,التدريبات,kwadratura,97
14164,يصنع,robi,5
10406,وعاء,garnek,38
9593,الترددات اللاسلكية,rf.,42
13496,قائد المنتخب,kapitan,13
7658,مراسل رقمي,mailer.,61
13861,هو,on,6
12844,ماريلاند,maryland.,20
13523,الصيف,lato,13
6848,باتو,pino.,66
11547,تغيير,zmieniony,8
5167,سانت,sant.,76
12685,جوا,samolotowy,22
10857,انهارت,upadł,24
12745,تصوير,fotografia,12
7967,الوعي,świadomość,56
829,تمكن,mistrzostwo,98
34,موظفين,personelnicy.,88
5663,terminus.,stacja końcowa,73
2840,قاس,bezwzględny,85
10736,آني,annie.,38
3325,بيبوب,bebop.,87
11519,فلاش,lampa błyskowa,29
2852,أذى,jelito,62
9920,hoary,oszroniony,45
6131,فدية,okup,69
176,كلوستريديوم,clostridium.,100
13439,الجنود,żołnierski,12
431,تقليص,skrócony,84
1404,يشكر,wdzięczność,95
942,نشوة الطرب,zachwyt,92
5216,بروتوس,brut,76
12441,فرانكلين,franklin.,24
11957,برونزي,brązowy,28
14395,يقلل,zmniejszyć,17
11361,اندريه,andre.,34
8927,بحار,marynarz,39
12514,ليفربول,liverpool,24
2597,القراء,czytelnictwo,90
8572,بلك,blk.,55
2944,قطيع,trzoda,75
3178,ديكور,dekoracyjny,38
933,سدوم,sodomy.,97
8539,التماس,petycja,40
4786,التربتوفان,tryptofan.,79
6219,مارسيلو,marcello.,70
12857,تعريف,definicja,14
745,ريبا,ripa.,98
11980,أثينا,ateny,28
6178,سوازيلاند,suaziland.,70
3355,رعاية,auspicje,87
14072,طلب,zamówienie,9
4982,ختان,obrzezanie,75
13627,لائق,właściwy,12
5576,بشكل غير متوقع,niespodziewanie,74
3925,قواد,gu,84
9563,إل جي,lg.,48
7907,جريجور,gregor.,60
4745,أه,av.,79
10018,بوينوس,buenos.,41
4866,الفرسان,jeździectwo,78
7950,الكونغ,kung.,59
4377,streamlined.,usprawniony.,71
9238,ليونيل,lionel.,50
1210,نجمة خماسية,pentagram,96
8720,الغرب الأوسط,środkowy zachód,54
11075,ايداهو,idaho.,37
9621,عضو مجلس,radny,45
2569,المحلفين,jurorzy,74
3970,معجزة,cud,71
868,أمين المظالم,ombudsman.,97
10339,إيرادات,przychód,38
1804,هراوة,klepka,74
13528,آدم,adam,12
2394,فيلموجرافيا.,filmografia,88
7480,كيل,kell.,62
14401,محدد,konkretny,8
10739,ريتشاردسون,richardson.,38
4448,جوزفين,josephine.,81
2963,العمل بروح الفريق الواحد,praca zespołowa,88
8478,قلم,ołówek,53
9591,غنم,gnom,46
13348,اختصار الثاني,nd.,15
12735,تماما,całkowicie,8
7517,مراكز,centra,16
5125,ريجنسي,regencja,77
3202,البكتيريا,bakteryjny,88
7744,مقتطفات,antologia,58
1561,hermitage.,pustelnia,95
1477,ناظر المدرسة,dyrektor szkoły,93
13069,نحوية,gramatyczny,18
11554,الرصيد,balansować,25
8239,الرجل الثلجي,bałwan,57
10130,ذكي,inteligentny,17
5040,كوربي,corby.,77
14149,أعزب,pojedynczy,9
2807,تطبيق,aplikacja,89
3172,انتباه,rozpraszający,51
10282,ديربيشاير,derbyshire.,42
7928,سديم,mgławica,58
10554,فلوريس,flores.,40
4907,نسوية,feminista,72
10423,الاصطدام,kolizja,39
4343,اينوك,enoch.,82
13593,ديف,dave.,12
3129,كافكا,kafka.,88
1318,اعتصامات,pikiety,55
793,حرر,harr.,96
10131,يلوي,schylać się,39
3381,المنمنمات,miniatury.,61
12883,مائة,sto,15
13522,كعب,końcówka,13
8921,غرقت,zatonęła,52
8349,لانجلي,langley.,57
6755,ملائم,korzystny,29
13628,عمود,polak,12
5385,الحذر,ostrożny,75
11666,سرقة,kradzież,31
2726,خصب,płodny,54
666,reprise.,potrącenie od dochodu,65
10289,أفضل التحايا,amir.,42
2844,البفن,maskonur,88
8973,بيثون,pyton,52
13145,أريزونا,arizona.,17
8326,سامة,toksyczny,46
11002,نفخ,cios,29
8464,كرسي متحرك,wózek inwalidzki,55
10005,فييستا,fiesta.,44
5205,ميدلي,składanka,73
13787,الموت,śmierć,9
6587,بهدوء,cicho,68
11472,بيت المقدس,jerozolima,33
10403,رجس,brud,41
5898,الماركسية,marksizm,72
3960,الصالح,sprawiedliwy,83
2078,النيتروز,azotawy,92
11098,علم الإنزيم,enzymologia,36
6093,mayfly.,jętka,71
13094,دا,da.,16
13088,حائط,ściana,16
13392,الرد,odpowiadać,12
3481,أشرف,jaśniejszy,86
647,دالس,dallles.,98
2625,تتويج,koronacja,62
361,خطى,ślady,99
13462,لينكولن,lincoln.,14
3329,عضلة القلب,miokardialny,87
61,مضاد للأفراد,antisubmarine.,100
14320,مصدر,źródło,6
6359,جناح الاحتياط,rezerobusy,66
13369,البرمجيات,oprogramowanie,15
13030,انضم,dołączył,11
4346,يوما ما,mayday.,82
4437,صباغ,barwiarz,79
9239,كارتير,cartier.,50
4895,هيرفورد,hereford.,78
12344,أسرع,najszybszy,25
10873,إرث,dziedzictwo,38
10935,أوك,dąb,33
14081,أخبار,aktualności,11
7839,كذاب,kłamca,56
5718,whig.,godzina,63
5393,جار,sąsiad,42
13530,دفع,krzak,13
3511,قاعة رقص,sala balowa,85
10535,المحمولة,przenośny,39
10718,بانانت,proporzec,38
2286,الدوار,wirnik,90
3480,التدخل,interweniowanie,46
10958,بقايا,remnants.,31
863,التشبع,nasycenie,62
814,جازي,zgrzytliwy,98
14263,ر,t,5
12353,رفيق,kumpel,24
2735,ميرون,myron.,89
1343,صقيل,satyna,92
10909,روتشستر,rochester.,38
10294,متزوج \ متزوجة,żonaty,37
6182,سبانخ,szpinak,70
9770,الفيتنامية,wietnamski,46
11954,عبودية,niewolnictwo,28
9642,يانغ,yang.,47
7690,غزيرة,ulewny,61
13724,توماس,tomasz,12
478,triphoshosphfes.,trifosforan,99
11876,إعادة إدخال,reinsert.,8
11718,مايا,maya.,31
1169,النوع الفرعي,podtyp,93
10829,إنساني,humanitarny,38
7555,الجرانيت,granit,62
6763,خلاص,zbawienie,66
13244,صفقة,rozdać,12
2483,لوكو,loco,82
7687,ماكاو,makao,61
2154,epinephrine.,epinefryna,91
13265,إحساس,sens,15
4697,شولتز,schultz.,78
11370,دلهي,delhi,34
7479,الجنين,płód,62
7307,مخترع,wynalazca,53
13882,برنامج,program,11
4436,جالون,galon,62
3475,رد فعل,reagowanie,45
14035,زيت,olej,16
7525,قاطع,przerywacz,49
7494,النزل,wigwam,51
3565,حيرة,zdziwiony,43
10760,عصير,sok,38
9200,بكل سرور,przyjemność,49
12226,تطور,ewolucja,26
5124,وظيفة محترمة,śliwka,76
9055,عاصفة رعدية,burza z piorunami,41
2342,المعكرونة,makaron,64
10702,برميل,beczka,35
11552,شعارات,logo.,11
14438,بدأت,rozpoczęty,7
13070,تصل,zasięg,9
1653,بلا رحمة,niemiłosiernie,94
4758,غلاف عادي,książka w broszurowej oprawie,73
13691,تسربت,olbrzymi,12
11071,مادة متفجرة,materiał wybuchowy,18
3917,كيوبيد,amorek,84
5412,أنقرة,ankara,75
11050,الفصل,rozdział,31
10108,وحيد,samotny,37
6663,بيئة العمل,ergonomia,67
12376,فارس,rycerz,20
9412,الفاتيكان,watykan,49
1427,قصيدة,oda,90
5467,نيكون,nikon.,75
7951,قبل الأخير,przedostatni,59
13179,جريمة,wykroczenie,10
1435,الوهمي,placebo,95
10208,هادئ,spokojny,42
11043,يترجم,tłumaczyć,18
5906,سيكلوبس,cyklop,72
9917,أليف,aleph.,45
4470,المهق,bielactwo,78
12810,سويسرا,szwajcaria,21
5333,جلادستون,goguś,75
8822,ثلاثية,trylogia,53
2351,إلمام,wiąz,84
1137,بولاريس,polaris.,96
9151,قنبلة يدوية,granat,42
439,التحول,metamorfoza,100
11832,منغو,mongo.,30
6593,سلام,slums,65
341,مارتل,martel.,100
4872,ليتو,leto.,78
6204,يان,yan.,70
4589,معكوسة,odwrotny,68
8408,وينشستر,winchester.,56
14418,أظهر,pokazane,7
3954,الساخرة,satyryczny,54
11487,الدفاع,bronić,14
7701,ريج,reg.,61
2139,مأزق,sytuacja,92
11804,مصنع,fabryka,27
7874,المليارديرات,mldariusze.,57
7685,viscount.,wicehrabia,61
7450,احتجاز,pozbawienie wolności,62
4946,كرر,powtórzony,57
13975,ثانية,drugi,7
10659,رئاسة الوثيقة,premiership.,39
14219,شرق,wschód,9
5018,الموائل,siedlisko,76
10836,الأفغان,afgański,37
6489,إحراج,żenujący,46
13259,فهرس,indeks,15
8881,بوليتزر,pulitzer,53
5474,بارز، ملحوظ,istotny,74
1090,ظرفية,przypadkowy,96
13927,أسبوع,tydzień,9
11379,شو,shaw.,34
11253,سيئ,si,34
8935,قناديل البحر,meduza,52
6455,المكورات العنقودية,staphylococcus.,69
8556,القضاء,sądownictwo,55
11984,السكر,cukier,28
10064,الإسكندرية,alexandria.,44
7439,سمك السلمون المرقط,pstrąg,62
9744,monsieur.,lord,46
11943,دائم,stały,22
7084,ساكسونيا,saksonia.,64
12750,ديك.,kutas,21
8952,دانا,dana.,52
13964,أربعة,cztery,6
2901,حفاظه,pielucha,85
10316,مخبأ,pamięć podręczna,38
731,الممارسين,praktykujący,78
334,عدم الأمانة,nieuczciwość,99
13820,أيّ,który,6
7315,رجل اعمال,biznesmen,63
5317,ماترا.,matra.,76
12034,يخطوي,talkie,28
10015,المديرين,dyrektorzy,18
4521,غير مألوف,osobliwy,75
10473,وانغ,wang.,40
7085,بندر,giętarka,63
6863,من الناحية المثالية,idealnie,35
9969,تحول,przesunięty,17
624,سيماس,seimas.,99
7580,إفيل,abel,62
10715,طارد، تعقب، متابعة,realizować,32
7239,الكونفوشيوسية,konfucjanizm,63
3984,الأكروبوليس,akropol,83
3347,جيليان,gillian,87
13011,مسكين,słaby,19
943,ماندالا,mandala.,96
11045,جادل,argumentował,20
7358,المخمل,aksamit,62
10619,مشروع - مغامرة,przedsiębiorstwo,35
12310,ترتفع,wzrastać,20
1935,مضادات الأكسدة,antyoksydant,91
9908,خندق,rów,39
11226,اصلاح,ustalenie,9
5848,فريدمان,friedman.,72
14474,تمرين,szkolenie,10
4627,spongiform.,gąbczasty.,80
13790,التلفاز,telewizja,11
8392,كمبرلاند,cumberland.,56
10788,بانكوك,bangkok,38
13619,متوفرة,do dyspozycji,12
683,الأعلاف,pasza,98
9337,جاكوار,jaguar,34
662,عيد ميلاد المسيح,święta bożego narodzenia,98
11115,برشلونة,barcelona,36
5702,بيز,biz.,73
8907,ترينتون,trenton.,52
6358,المجال الجوي,kubatura,69
9433,فلك,arka,49
6517,نضح,natrysk,69
2865,أنجليكا,dzięgiel,88
3078,الرتق,cerować,85
12171,جريد,krata,26
7241,دون عناح,maczać,59
9710,استعادة,przywrócenie,9
11953,ألبرتا,alberta.,28
4354,ماخ,machin,81
4211,حظا,grabs.,39
5016,عدو للمسيح,antychryst,76
3620,توابل,gola,85
1062,البيئة,ekologicznie,33
14014,الأقل,najmniej,5
3327,لاشكار,lashkar.,87
10745,الكونجرس,kongresowy,38
13810,هو - هي,to,5
2740,طاعة,posłuszeństwo,85
2336,جنوبا,na południe,58
13650,قانوني,prawny,8
8612,مارسيل,marcel,54
9150,فالنسيا,walencja,51
5032,singleton.,singel,76
10671,دموي,krwawy,39
8293,حماس,entuzjazm,57
7931,جوزة الهند,orzech kokosowy,59
8430,بولوك,pollock.,56
262,ضئيلة,skąpy,100
10436,استبدال,podstawiony,21
7723,عجز,niemożność,60
12424,منتصف الليل,środek nocy,24
3688,سند,sind.,85
4668,نبل,szlachta,79
12349,تاريخي,historyczny,13
10463,إعادة تخصيص,realokowany,40
7630,خارج الأرض,pozaziemski,60
7005,الصوتية,akustyczny,60
6857,مرض النسيان,alzheimer.,66
10266,براءة الإختراع,patent,37
3084,إكليل,wieniec,77
6655,سوتر,sutter.,67
6906,الجلوكوز,glukoza,66
1608,أفقيا,poziomo,56
5409,أكثر أمانا,bezpieczniejszy,75
4794,هيرشيل,herschel.,78
12756,التليفون المحمول,mobilny,15
11308,جوي,joey.,35
1693,غثيان,mdłości,94
10884,تربة,gleba,37
6426,غير معروف,nieskrępowany,69
10184,نيون,neon,43
6129,صرير,pisk,68
6336,معلمة,seminarium duchowne,67
8125,ناضجة,dojrzały,45
9877,وحدة التحكم,konsola,34
48,ماتي,matti.,100
5841,سيجار,cygaro,71
12872,تخسر,stracić,12
10049,ظاهرة,zjawisko,43
14221,أوروبا,europa,5
3036,بريتوريا,pretoria,88
10235,كيلومترات,kilometry,38
417,شهادة البكالوريا,bakalaureat,100
13085,الجدل,spór,8
12425,ارييل,ariel.,25
11974,بشكل كبير,znacznie,28
7913,سلاسل,smyczki,30
2200,خضروات,sklep spożywczy,88
10265,الملاحظات,obserwacje,12
5339,كومة,sterta,68
2033,معتاد,przyzwyczajony,90
155,عربة يدوية,taczka,100
4024,اندلاع,rozszczepiać,74
9813,خماسي الاضلاع,pięciokąt,43
1270,النموذج الأصلي,archetyp,88
12540,محافظ حاكم,gubernator,21
3913,يوم القيامة,dzień sądu ostatecznego,84
14156,دولي,międzynarodowy,9
8335,هيمنة,dominacja,17
3629,أشانتي,ashanti.,85
11176,المؤلفون,autorski,9
628,غبار,poddasze,99
980,اغا,agha.,97
11704,كره ارضيه,glob,30
11645,شيفروليه,chevrolet.,31
5822,تزوج,poślubić,38
162,كانا,kana.,99
6991,فرار جماعي,popłoch,62
5747,باوتشر,boucher.,73
7108,يساء فهمها,niezrozumiany,64
3725,زئبق,hg.,85
1495,مكافحة مانعة,antidisestablainizm.,95
3157,مانشوريا,manchuria.,88
13883,الأنظمة,systemy,8
10577,لقطات,materiał filmowy,39
13119,الآلاف,tysiące,14
1391,باندو,bando.,96
11227,على سبيل المثال,np,35
2409,العلاج بالإبر,akupunktura,91
414,السونار,sonar.,100
8903,توليدو,toledo.,52
234,ابتسامة,szeroki uśmiech,91
12117,الرسومات,grafika,15
9640,التايمز,tamiza,47
9208,سنت,centów.,25
7031,لير,lir.,65
5736,الصلصا,salsa,73
5773,تحصيل الضرائب,opodatkowanie,73
10164,أوماها,omaha.,43
1248,وراء الكواليس,za kulisami,96
11430,الثالوث,trójca,33
7880,محض,dwar,60
4861,السودانيين,sudańczyk,78
13156,الرئاسة,prezydencki,17
6313,بولين,paulina,68
7921,غارفي,garvey.,60
13871,يستخدم,używać,5
3969,كنيس أو مجمع يهودي,synagoga,75
9082,المقلية,smażony,38
10012,عاجلا,prędzej,28
12669,نشاط,czynność,10
5370,متطايره,lotny,68
6540,في السر,potajemnie,68
8323,وريغلي,wrigley.,57
9678,المزيد,stabilność,32
1544,الفورمالديهايد.,formaldehyd,95
4449,لتر,litry,49
4586,roscover.,walkower,79
14480,يلعب,grać,7
1620,كارينا,carina.,93
13783,ارتباك,dezorientacja,9
2957,مكبر,crowder.,88
12006,انا,il.,28
8099,ويسكي,whisky,58
2802,ناس,nosowy,88
9895,هاو,howe,45
11047,ليبيا,libia,37
5424,إيموري,emory,75
4100,وايتهال,whitehall.,83
643,جيرغا,jirga.,99
8782,مرضي,kliniczny,44
13299,التقى,spotkał,13
9426,خبرة,ekspertyza,49
4932,دقة,dk.,78
11067,أقوى,najsilniejszy,37
9474,الصومالي,somalijski,48
502,tantamount,równoznaczny,99
13575,بوب.,pion,13
14290,شمال,północ,8
10488,جزئيا,częściowo,40
10978,حلو,słodkie,36
1150,فينول,fenol,91
427,ديكتاتورية,dyktatorski,99
14167,عائلة,rodzina,12
9088,الفينيل,płyta winylowa,51
1829,غير عملي,nieporęczny,93
675,بفضول,ciekawie,93
14084,يتحرك,przenosić,8
4194,الخرطوم,khartoum.,82
12682,تم البيع,sprzedany,22
5033,معرفة القراءة والكتابة,alfabetyzacja,77
8575,الديكتاتورية,dyktatura,51
4790,دروري,drury,79
10871,كريه,straszny,33
1084,منصوص عليه,określony,78
12966,غير مفسر,niewyjaśniony,19
11459,أموس,amos.,33
7445,بيان البيان,manifest,62
1437,ستيكان,zagorzały,94
12224,العرفية,wojenny,26
13367,6th.,6.,15
8249,الضرائب,podatki,24
3199,سيليست,celeste.,88
9181,ستوكهولم,sztokholm,51
4748,خلاب,przepiękny,79
7594,جد,dziadek,61
3581,أيام الأسبوع,w dni powszednie,65
10628,تعليم,nauczanie,29
8072,منهجية,metodysta,58
3989,يوكوهاما,yokohama.,83
3259,بإفراط,nadmiernie,33
8219,الكاثوليكية,katolicyzm,57
8170,حقنة,zastrzyk,28
6041,تونة,tuńczyk,70
6432,فلوري,fluorescencyjny,64
12292,موسكو,moskwa,26
7813,سانشو,sancho.,60
1621,البوليسترين,polistyren,94
889,ternary.,potrójny,97
13717,الكونغرس,kongres,12
11005,دامون,damon.,37
1274,ري,rea.,96
4568,ليونيد,leonid.,80
6654,أفرو,afro,67
11007,بورما,birma.,37
1988,السامراء,samarra.,93
9706,موسى,mojżesz.,46
129,كابيلا,capella.,100
6672,التفوق,zwierzchnictwo,67
5120,مجاناة,anaxial.,77
9033,مهدئ,lieut.,52
10864,انتاج,wyjście,37
4059,صعد على متنها,na pokładzie,83
13334,ه,ho.,15
1921,مخاط,śluz,93
8157,فال,val.,58
13363,لبنان,liban,15
10120,عيار,kaliber,41
6922,وي,maleńki,65
4369,قلة أدب,nieuprzejmość,67
1191,استنشاق,inhalacja,73
7787,ميلارد,millard.,61
2525,الرباط,wiązadło,79
2453,المنقذ,zbawiciel,88
882,تيرا.,tera,96
8303,تيت.,tate.,56
8197,غائب,nieobecny,57
13608,هانت,hant.,12
10716,الحالات,instancje,21
14515,شيكاغو,chicago,11
1029,سكود,pomknąć,91
4565,قضاء,kwarty,79
13379,بندقية,pistolet,12
12319,جرة,dzban,20
13284,8th,8.,16
11463,ارسنال,arsenał,30
9538,جينيرو,janeiro.,48
12683,لوحات المفاتيح,klawiatury,20
12512,مشاهدة,oglądanie,12
3067,بشكل ضمني,niejawnie,88
5805,تحويل,skierowany,60
3994,مستجمعات المياه,dział wodny,82
912,التشخيص,diagnostyczny,93
14053,الغرب,zachód,8
492,إمساك,zaparcie,96
13660,الطائرات,samolot,12
8192,غاضب,streamery,49
4504,سكاكين,noże,80
8434,أبدي,wieczny,49
13272,الدكتور,dr,16
10945,قرد,małpa,36
5373,الهند الصينية,indochina.,75
1461,صمغ,klej,95
8507,المهددة بالخطر,zagrożony,52
13430,الوردة,róża,13
7289,كيمب,kemp.,62
3060,الزاوي,kątowy,88
13195,الجماعية,masa,15
2047,الرئيس,presidente.,91
7816,إعادة فحص,sprawdź,60
5389,ساخرة,cyniczny,57
8276,رمح,szczupak,51
6671,حجري,paleolityczny,67
4485,الصرع,padaczka,81
3566,محاضرة,wykład,60
9287,كاي,kay.,49
7872,بلا حدود,nieskończenie,27
14466,مطلوب,poszukiwany,5
3109,مصب,ujście,87
7896,تحطمت,roztrzaskany,53
9187,كلارنس,clarence.,50
14296,انتهى,zakończyło się,7
5421,انشقاق,schizma,74
6802,متعدد الجنسيات,wielonarodowy,66
9192,خوخ,brzoskwinia,48
13327,حركة,ruch,14
2622,حربية,pancerniki,58
656,بشكل متقطع,sporadycznie,66
7373,خصوصية,wtajemniczony,62
12706,يسوع,jezus,22
8439,إلمير,elmer.,56
13161,من المؤكد,na pewno,17
453,نشرة,gatunek,100
7944,مغبر,zakurzony,59
7670,الريغي,reggae.,61
7213,بنات,córki,32
5768,القسم الفرعي,podsekcje,47
2814,decarboxylase.,dekarboksylaza.,89
13909,حسنًا,dobrze,7
14262,شركة كبرى,zbiorowy,16
13625,صافي,jasny,12
1366,كريسبين,crispin.,96
14354,نحيف,kobiety,11
9436,كوبنهاغن,kopenhaga,49
6536,تور,gra słów,64
8754,قشر,obierać,51
11750,مصرية,egipcjanin,28
1619,علبه,strych,93
8178,يصدر,eksport,38
1909,بلهفة,z zapałem,93
13314,غزو,inwazja,15
9868,فتره حكم,królować,35
12606,المتهم,oskarżony,15
11887,فايروس,wirus,29
5193,الهلوسة,halucynogenny,69
14389,عمل,czyn,5
2568,إيفا,iva.,90
3344,تسريحه شعر,fryzura,73
10672,المحافظة,utrzymywanie,13
12475,صاروخ,pocisk,20
2223,انتقامي,mściwy,90
13199,غير مريح,niedogodność,16
10669,الافتتاحية,redakcyjny,35
2396,طائرة بدون طيار,warkot,84
9215,بو,puchatek,50
4878,واه,wah.,78
12689,توسع,ekspansja,21
1965,آكل النمل,mrówkojad,91
10816,نصف الكرة الأرضية,półkula,38
9463,كوم,coe,48
7238,بسمارك,bismarck.,63
14189,مفتاح,klucz,11
13005,المخدرات,lek,16
5312,الحلويات,cukiernia,76
6019,تسود,panować,40
12043,مترو الانفاق,metro,27
3718,جناية,przestępstwo,81
10013,متقلبة المزاج,kapryśny,44
5438,تونكين,tonkin.,75
8339,اضطهاد,prześladowanie,51
10801,هايز,hayes.,31
11174,يسهل,ułatwiać,32
3372,نقائص,niedociągnięcia,84
6873,غان,gan.,66
7058,ين,jen,65
4310,عائق,upośledzenie,65
6297,tabloid.,tabletka,64
1328,اللامبالاة,apatia,96
12067,أعمدة,filary,27
2489,خنثى,hermafrodyta,90
9876,بطاريات,baterie,20
6678,حجر الكلس,wapień,67
695,عراد,arrad.,98
9667,نافورة,fontanna,46
5713,ديهيدروجين,dihydrogen.,73
11268,عبور,tranzyt,22
2141,جاتلينج,gatling.,92
7644,شبكه عالميه,blady,61
12910,معيار,kryterium,20
498,أجيليتي,zwinność,82
10777,مدهش,świetny,38
4613,مكمل,uzupełniający,80
2155,الكيمياء,chem.,91
5390,شحم,smar,73
3764,فينيك,fennec.,84
444,بارومتري,barometryczny,100
7565,بنين,benin,62
13455,الفيدرالية,federalny,12
1627,الكتان,len,94
12726,جاهز,gotowy,20
9819,هيروشيما,hiroszima.,45
7196,رئيس الأساقفة,arcybiskup,62
4012,ستراينج,strapienie,73
3016,كورونادو,coronado.,88
13632,منتدى,forum,12
5484,محلات السوبر ماركت,supermarkety.,60
9158,خط الاستواء,równik,28
10730,غوام,guam,38
6887,فندوم,fandom.,66
12324,كولومبوس,columbus.,25
9759,حوار,dialog,44
11366,ميثاق,czarter,31
4564,ضلوع,żebra,62
6875,سخان مياه,bojler,62
11258,شخص شره,świnia,29
11081,ازم,nawiedzany,34
6079,غير مسموح به,niedozwolony,65
2372,صندوق بريد,skrzynka pocztowa,88
6689,تمويه,przebranie,46
7025,نضوب,wyczerpanie,49
4035,تجار التجزئة,detaliści.,39
5350,هيمالايا,himalaje,75
14304,يسقط,jesień,12
4365,جاغر,radełko,81
6898,أشباح,duchy,30
1296,ريتز,ritz.,96
9245,تحته,pod spodem,50
9340,يتبول,robić siku,48
8368,الأقداس,hallows.,55
227,التجميل,kosmetyka,100
5028,امتلاكي,prawnie zastrzeżony,77
11401,أوسكار,oscar.,32
10684,كريستي,christie.,36
12352,بريسبان,brisbane.,25
3522,حوان,hwan.,86
9061,القمصان,koszule,36
12213,ستيلرز,steelers.,26
5578,بوهيميا,cyganeria,74
14331,ألمانيا,niemcy,11
10590,الأنتيل,antilles.,39
5694,تأرجح,obustronny,73
12105,روري,rory.,27
6230,برأت,uniewinniony,69
8736,أحال,przekazywane,43
8337,من الضواحى,podmiejski,56
10415,جولي,julia,41
4863,جوك,dżokiej,76
3685,الأسرى,jeńcy,53
13009,الساحة,arena,18
9582,مارثا,martha.,47
11108,كشاف,zwiadowca,24
4475,سكارفين,człowiek z blizną,81
6208,غير قادر علي,entropia,70
8885,الضاربون,hitters.,33
10123,بوق,klakson,34
12244,affix.,afiks,26
11563,محافظه,metropolita,32
11509,احصائيات,statystyki,31
9331,تستهلك,strawiony,29
12613,عفوا,afd.,23
3438,زهرة الأوركيد,orchidea,86
1127,إفراز,wydalanie,93
6410,الحوار,rozprawiać,69
4865,شبه الجزيرة,półwyspliwy,78
12455,مهندس,inżynier,7
13493,عبر الانترنت,online,13
4334,منصة الإطلاق,wyrzutnia,63
10943,درجات,stopni,23
13433,غير لامع,matt.,14
13664,محلي,lokalny,12
8424,هوراس,horace,56
9847,بيت شعر,werset,38
8934,راندال,randall.,52
2523,الردف,lanie,82
5732,dumbledore.,chrabąszcz,73
8341,اللوحة القماشية,płótno,57
3069,أساسيات,fundamentals.,32
7313,بانزاي,banzai.,63
476,المستقلب,metabolit.,93
10830,الشركات المصنعة,producenci,20
12764,أسوأ,najgorszy,21
4336,فن رمزي,alegoria,80
1444,التشكيل,diacritics.,88
6940,فاكس,faks,64
3995,كاسينو,cassino.,83
10118,هاه,huh.,43
1668,أربك,popijawa,94
6533,المناصرة,rzecznictwo,68
4275,الإسباني,hiszpan,68
13940,مشتمل,w tym,6
7463,كليف,clive.,62
5258,متحمس,entuzjastyczny,40
1026,الشمندر,buraczany,93
10881,سميك,gruby,36
7488,التقديمات,zgłoszenia,45
1403,التلاعب,manipulacje,39
1393,باتني,penney.,96
7985,فرض,narzucać,33
10088,فخ النار,ognista pułapka,43
12808,هاريسون,harrison.,21
8201,علم النبات,botanika,58
9358,غير صحيح,nieprawdziwy,49
10495,الغلاف الجوي,atmosfera,31
6151,محمي,ochronny,10
8297,باني,budowniczy,50
11407,ضرب,bity,34
3076,لوكيد,przejrzysty,87
3226,ليلي,lilly.,88
8461,شنايدر,schneider.,56
12027,بخار,parowy,27
1611,وفرة أو فرط,nadmiar,94
6761,الترويجي,promocja,67
13668,دخل,weszła,10
6594,سخام,sadza,68
12124,مناسبات,okazje,23
13557,عير,w poprzek,13
7599,بطانة,liniowiec,58
3411,البوليستر,poliester,84
2410,تاورانجا,tauranga.,91
11137,فيلا,willa,36
13600,نفذ,piotr,12
3541,تطريز,haft,86
10483,شركة انتل,intel,40
2417,chink.,szpara,88
4775,أونيدا,onyda.,79
5356,شيفا,siedmiodniowa żałoba,75
5366,منفتح,towarzyski,75
6592,كرافن,tchórz,68
6058,الطابق العلوي,na górę,71
12558,غير ضروري,niepotrzebny,23
8194,سويس.,suisse.,58
6574,ووت,wot.,67
10810,تضحية,poświęcać się,37
5396,أوم,om,73
122,سلام.,salaam,100
3320,الشحنات,przesyłki,66
69,رجال الدين,kleisty,69
857,الميثادون,metadon.,97
12397,استطلاع,rozpoznawczy,25
13662,خسارة,strata,10
5290,الأردية,urdu.,76
6419,ذروة,punkt kulminacyjny,66
9213,انضباط,dyscyplina,34
9046,فوتثراما,futurama.,52
13918,يشارك,udział,6
6103,تروس,kratownica,71
9127,طماطم,pomidor,47
1161,الماديرا,madera,96
13561,جونز,jones.,13
7032,رودسيا,rhodesia.,65
13769,فهم,zrozumienie,9
11460,أربعين,czterdzieści,32
4460,quakers.,kwakry,64
1054,تنغ,teng.,96
2052,كسورية,fraktal,88
5133,الزولو,zulus,76
9219,رجل عصابة,gangster,48
10022,تحية,hołd,43
7629,أميش,amisz,62
4734,مجموعات فرعية,podzbiorów,59
3884,الطيور,ptactwo,83
8441,دوروثي,dorota,56
13128,مقدمة,wprowadzenie,10
10094,خالق الكون المادي,demiurg,43
5321,كثرة الوحيدات,mononukleoza,75
4198,الفوسفاتاسي,fosfataza.,82
11470,مائل,kursywa,29
2978,سيينا,siena.,88
11183,الفيكتوري,wiktoriański,35
6215,بوت,smiltle.,58
5644,الفالتز,walc,68
6233,البورمية,birmańczyk,70
4813,انتقل,przenieść się,33
8920,الأنفلونزا,grypa,52
6348,الكوبالت,kobalt,69
5993,الاقوي,optymalizacja,52
243,غروس,grosse.,34
11536,استفزازي,prowokacyjny,30
2198,جمع التبرعات,zbieranie funduszy,91
6973,تاهيتي,tahiti,65
1743,إقناع,perswazja,76
3715,غسالة أطباق,zmywarka,81
922,يسرع,gwar,88
13346,وحده,sam,15
9943,ويلر,kołodziej,44
