ID,ARABE,JAPAN,INTERVAL
4197,isomer.,異性体,69
486,الارتفاع,ぴかぴか,70
10713,نفق,トンネル,35
1608,أفقيا,水平に,56
8409,obolitionist.,廃絶,54
4931,بسعادة,幸せに,78
11456,بغداد,バグダッド,33
1976,legionnaires.,レジオネレア,89
5781,الانصياع,従う,63
5149,سيليزيا,シレジア,76
12479,شجرة القرفة,senna.,24
1808,اجتاح,オーバーライン,94
2501,overdrive.,オーバードライブ,91
14450,يضرب,打つ,8
2441,antigone.,抗原,91
1641,الحنث,ワンミー,90
5085,براندي,ブランデー,77
9161,كيب,キップ,50
8181,رودهام,ロダム,58
3037,سمك البحر,サンフィッシュ,88
13229,ابن,息子,15
7309,المشروبات,飲料,60
12750,ديك.,ディック,21
13035,شؤون الموظفين,人員,18
4359,مغرور,恋しい,68
12873,ورق,紙,18
11939,الطريق,way way,29
7819,لوسيا,lucia.,60
5383,albedo.,アルベド,74
754,فصل,解離,86
5027,نبوءة,預言,69
5998,بالتساوي,均等に,72
820,السرطان,カーチノゲン,87
11215,baseman.,bas bas,35
1214,جعة,ラガー,95
12882,ألفا,アルファ,20
13747,أزرق,青い,10
6449,شريرة,邪悪,60
218,النتروفينول,ニトロフェノール,100
11398,الترمس,ルピナシ,34
1377,باركلاند,パークランド,89
635,فيتز,fit fit,99
9745,تكميم,スリーブ,37
10180,الألبانية,アルバニア語,35
13283,سيدني,シドニー,16
9081,تنزانيا,タンザニア,51
12934,فريد,フレッド,19
11715,العبور,通路,28
8572,بلك,ブルク,55
13087,فلز,金属,17
2010,أخطاء إملائية,missp,61
4820,سلف,前任者,45
7304,parsons.,パーソンズ,62
13356,مستقل,独立,12
12743,الأعلى,max,21
359,محمل,ローダ,95
9796,ماليزية,マレーシア人,45
10708,صولجان,笏,39
1765,bonaventure.,怪我人,94
5496,nye.,陰陽,75
11134,يحفز,触媒,35
9610,فسر,解釈されました,18
11751,الصوت,音量,27
3076,لوكيد,ルシッド,87
8435,القتلة,キラー,34
9221,كارمن,カルメン,50
12032,كورنيكس,corn corn,28
4207,يكافئ,補償,42
7313,بانزاي,ban ban,63
6562,اتول,環礁,67
10961,التنين,りゅう,17
1427,قصيدة,オデオ,91
9180,هارييت,ハーリエット,51
4925,wombat.,wom wom,75
10616,سيلفا.,シルバ,39
13324,تعارض,ぼんやりする,14
8870,غير مدرك,気が隔離されて,52
10175,هداف,スコライラー,32
4941,غسيل ملابس,ランドリー,77
10840,ستيرويد,ステロイド,36
3439,تافهة,軽薄,83
7198,نكص,反動,62
449,مساعد الحكم,行方,100
4285,cynthia.,シンシア,81
4776,وقحة,痴漢,72
10150,التزلج,スケートボード,30
5173,فراغ,余暇,74
1683,الشام,似非,77
25,النمل,蟻巻,38
12845,الوقود,燃料,19
9453,كونترا,コントラの,49
7941,شامل,徹底した,58
7698,جمرة,癰,61
2345,في مكان ما,いくつかの場所,91
4303,لا يمكن الاستغناء عنه,かけがえのない,80
4213,tesla.,テスラ,82
7586,توت العليق,ラズベリー,62
6937,الكتب المدرسية,教科書,52
6359,جناح الاحتياط,保護区,66
142,ملاك الأراضي,地主,94
13601,الانقسامات,区分,7
7516,الباروك,バロック,62
8240,allo.,王に,57
11471,باع,売る,21
2119,بيكرسفيلد,ベーカーズフィールド,92
10665,كارتون,アニメーション,31
1073,بايو,バヨー,96
10505,رقاقة,チップ,29
14433,عمولة,手数料,19
3324,بولر,ボーラー,87
12375,بالدرجة الأولى,主に,25
2482,لافندر,ラベンダー,91
990,وولف,ウーフ,97
7718,تناقض,矛盾,34
11728,ميلانو,ミラノ,31
5227,الوثن,フェティシズム,65
3707,نظارة شمسيه,サングラス,85
2126,uphiengal.,激動,88
10788,بانكوك,バンコク,38
10664,عشيرة - قبيلة,ちゃんちゃん,36
6265,ازياء خاصة,衣装,40
11268,عبور,渡りする,22
1712,المتحدثة,スポークスウーマン,94
11561,الدومينيكان,ドミニカ,32
6517,نضح,納期,69
11405,روميو,ロミオ,34
7611,العنان,unl unl,58
8956,سكرامنتو,サクラメント,52
1403,التلاعب,操作,39
13301,الضغط,プレッシャー,15
13174,بعض الأحيان,時折,15
1308,السوامة,スワミ,94
10766,الخرسانة,コンクリート,38
13879,الآن,今,7
8939,davenport.,デイヴェンポート,52
7080,مراكز,中心に,64
7555,الجرانيت,花崗岩,62
6978,دارسي,ダルシー,65
1459,ريجاتا,レガッタ,93
6013,كاتب العمود,コラムニスト,66
1936,الإكليل,コロネット,89
12730,طائرة,飛行機,19
7183,ديزي,デイジー,63
4118,البجع,スワンズ,42
10825,بلا هدف,無意味な,38
11425,كانبيرا,キャンベラ,33
12109,ملتزم,関与する,20
12237,جغرافية,地理,26
13972,ملف,ファイル,6
12771,حيوان,動物,12
13953,خلف,戻る,7
13737,جو,ジョー,12
420,المسماري,楔形文字,100
13099,أكبر,最大,17
11179,بانيان,ban,36
240,بسب البصق,吐き気,26
2331,المغفل,狂う,91
5690,الثروة الحيوانية,家畜,74
6859,توظف,雇う,21
12501,هوميروس,ホーマー,21
11518,النشرة الإخبارية,ニュースレター,32
5186,معامل في الرياضيات او درجة,係数,72
13945,كيف,どうやって,7
4784,ورق مقوى,段ボール,79
12977,مرصد,展望台,19
1541,قوي البنية,停戦,86
3105,المكونات,材料,70
7018,قرصنة,ハッキング,37
9318,قوارب,circ,49
13852,بعض,いくつかの,6
6137,auteur,オートジュール,71
2502,بيلهام,ペルハム,91
12862,بري,野生,20
11615,سجل تجاري,cr,31
11887,فايروس,ウイルス,29
1847,منحرف,斜め,94
2159,الواصلة,ハイフン,63
11208,هوليوود,ハリウッド,35
3559,متفائل,楽観的,80
14303,حقيقة,事実,6
13925,بينما,その間,6
10431,الأوكرانية,ウクライナの,39
12810,سويسرا,スイス,21
8200,قليل الدسم,ライトを,56
13887,بين,間,8
12820,ميزة,メリット,19
13604,رياضات,スポーツ,10
12469,ماديسون,マディソン,24
7815,فولكنر,フォークナー,60
11658,بقية,残りの,31
3387,النقوش,碑文,67
13760,بريكس,pr,11
13672,كامل,全体,12
114,الكشميري,カシミリ,100
10174,يا حارس الشاطئ,ライフガード,42
12541,عطلة نهاية الاسبوع,週末,22
4528,stravinsky.,ストラビンスキー,80
9067,دالتون,ダルトン,51
10337,إيتا,江田,41
5750,حنا,hanna,73
4302,عازلة,絶縁,66
4076,dowd.,ドワード,83
9730,انتفاخ,膨らませる,46
158,ليمبو,リンボ,100
9878,ميتش,ミッチ,45
9706,موسى,モーセ,47
2738,تلميذ,男子生徒,86
14425,أبدًا,これまで,11
9637,كنس,掃除,28
2075,برند,ブラント,92
10917,توصيل,配達,33
5919,الإله,神,62
11260,طين,粘土,35
4594,غزير الإنتاج,pr然,79
11636,قارن,比較,11
5537,غرفة نوم,ベッドルーム,71
4163,لوغاريتم,対数,75
3235,التهاب السحايا,髄膜炎,86
5267,choreography.,振り付けます,76
12078,الهواة,アマチュア,26
12137,موحد,統一された,27
11922,قطع,pieces,17
4738,الأحقاد,ハチェット,79
591,septuagint.,セプタグアン,99
4963,الضم,併合,53
13666,مملكة,王国,12
238,قيلولة,昼寝,81
5429,ديونيسوس,ディオニュソス,75
6540,في السر,密接に,68
4104,enac,en,83
11347,اسم الشهرة,ニックネーム,26
10293,مصلحة,酒,41
12884,صفر,ゼロ,19
9778,كازينو,カジノ,42
11161,الشعبية,フォーク,28
77,macclesfield.,マッコレンド,100
9948,اليساري,末長,44
2350,فرشاة,ブラッシング,47
13557,عير,横切って,13
7640,متناقض,矛盾する,61
2455,جماليات,美学,49
2204,مؤخر,conver conver,47
975,يحرض,incう,63
14155,بريطاني,イギリス人,9
14319,عرض,画面,13
5841,سيجار,葉巻,71
1313,شامان,シャーマン,82
4230,الرئوية,肺の,82
11567,جانبا,脇に,32
12782,في النسق,列をなして,21
14085,مخرج,監督,17
1091,شبعات,恥ずかしがり屋,96
12944,تساعد,お手伝い,6
3462,الهباء الجوي,エアロゾル,81
5433,كولي,コリー,72
3532,hammerhead.,ハンマーヘッド,85
13673,جيرسي,ジャージー,12
13016,مرض,疾患,17
9773,قمامة,ごみ,46
7260,الخصية,睾丸,61
1182,arn.,庵主,96
943,ماندالا,曼荼羅,96
11350,شراكة,パートナーシップ,32
13309,تمكنت,管理されて,9
488,ipso.,イプソ,99
2967,ملثمين,マスクされた,38
3599,ترسخ,エンテンチ,78
3847,لمس الظهر,タッチバック,85
5920,يراجع,改訂,15
1594,تتطور,発展,36
12819,افترض,推定,14
14106,مستوى,レベル,11
9783,يطوى,折り畳み,33
6227,خميرة,酵母,70
1649,cheddar.,チェダー,94
6354,بشكل غير مباشر,間接的に,69
10184,نيون,ネオン,43
12481,زجاج,ガラス,22
12300,المنشقين,diss diss,25
14043,مشكلة,問題,8
13915,لك,あなたの,5
14142,فترة,期間,8
5462,التوراة,torah.,74
13132,كل شيء,すべての,17
1393,باتني,ペンニー,96
10611,ديزل,ディーゼル,38
13498,مقاتل,戦士,12
5824,ليندن,リンデン,72
8793,دايتون,デイトン,53
9654,رسول,メッセンジャー,45
6606,باهظ,はで,61
11656,بنجاح,正常に,11
9546,مجاعة,飢饉,47
11446,الثامن عشر,第1/18,33
122,سلام.,サラーム,100
12200,نسبيا,比較的,19
12291,أقصى الحدود,過激,16
13395,اللون,色,12
6862,airplay.,エアプレイ,66
2850,ازدحام، اكتظاظ، احتقان,渋滞,83
10850,عدة,キット,37
11007,بورما,ビルマ,37
1692,تجفيف,脱水,89
2523,الردف,スパンキング,82
3432,جلطه,梗塞,86
415,ماكسي,マキシ,89
444,بارومتري,気圧,100
2394,فيلموجرافيا.,フィルモグラフィー,88
3470,غطاء محرك السيارة,ボンネット,76
12997,هاميلتون,ハミルトン,19
12497,عداء,ランナー,18
361,خطى,足音,99
395,بدين,ぽちゃぽちゃ,100
7500,يلوستون,イエローストーン,62
10432,الملكية,君主制,40
12816,القبض على,捕獲された,14
10182,التنقل,ナビゲーション,27
8176,فاصلة,コンマ,49
13789,في صحتك,乾杯,11
4483,بان,manう,76
8612,مارسيل,mar,54
129,كابيلا,カペラ,100
178,بيثيسدا,ベテスダ,100
3906,الصحراوي,サハラ語,84
2811,sidecar.,サイドカー,88
1164,التحفيز,刺激,96
12034,يخطوي,トーキー,28
9058,الزنك,亜鉛,51
8503,المواطنة,市民権,55
5263,اتصال,連絡先,74
3072,لوز,アーモンド,86
2746,إبعاد,国外追放,63
9271,خوذة,ヘルメット,43
8275,طاحونة,風車,56
9107,ملحق,補足,38
11551,انطلاق,キックオフ,31
8514,charlemagne.,チャールマン,55
10395,غواصة,潜水艦,39
542,تيز,ティーズー,67
5338,مكاني,空間的な,74
2438,datsun.,データン,88
9102,الحرارة الأرضية,地熱,51
13757,الجنوبي,南方の,11
4840,متوازن,poised,72
2457,أحضر,フェッチ,75
7834,سيلفيا,シルビア,60
11097,صخري,岩のように,29
10974,سلسلة جبلية,シエラ,37
9316,ازالة,除外する,33
10626,ليمون,レモン,38
2253,تشيكوسلوفاك,チェコスロバック,88
10805,معارضة,反対に,16
5935,مخصص,ホック,72
1050,torii.,鳥居,97
3841,boomerang.,ブーメラン,84
3046,فايت,フィラピー,88
11702,غير دقيق,不正確,30
1961,العسكري,ask ask,93
8524,زمني,年表,39
7346,الهيليوم,ヘリウム,63
11499,بانر,バナー,30
7472,wilderness.,荒野,48
5830,المؤخرة,ブリーチ,57
3223,فالون,fal fal,88
11294,وراثي,遺伝的,26
13988,اهتمام,興味,8
10568,اعادته,再生する,33
13168,قنبلة,爆弾,10
3101,السداسي عشري,16進数,88
6486,أديسون,アドゾン,69
626,اللافقاريات,無脊椎動物,98
1043,دارو,dar然,94
1600,ديناموس,ダイナモ,53
14232,رجل,男,8
7181,كبريتات,硫酸塩,63
12026,إنقاذ,救援,25
8586,تمزقها,引き裂かれた,55
1385,thichloroethane.,トリクロロエタン,96
6447,بورنيو,ボルネオ,69
375,السيليكا,シリカ,100
10519,وحش,獣,38
8447,شارع عريض تكتنفه الاشجار,大通り,55
9286,تفاعلي,相互の作用,28
9332,بولي,ポリー,49
11238,يقبض على,逮捕,17
12144,صربيا,セルビア,27
1441,الآرامية,ar ar,95
7282,الحشرات,虫,58
6919,رابتور,猛烈な,47
10978,حلو,甘い,36
13378,إعطاء,与える,8
2369,بولي ايثيلين,ポリエチレン,91
11528,فاي.,潮,32
7099,خيانة,反逆,62
11127,سومرست,サマセット,36
10752,مايلوت,マイヨルツ,38
13800,على,の上,5
57,متضور جوعا,飢えて,85
340,الجد والجدة,祖父母,80
7628,الزعرور,ホーソーン,43
9690,هارتفورد,ハートフォード,47
12763,فون,フォン,21
4884,قدمها,歩く,18
1812,حجر الأساس,礎石の,89
9242,الهدنة,休戦,50
10566,تايبيه,台北,40
10606,مزاح,b b,39
7129,ازرق سماوي,シアン,64
3558,بوساطة,仲直の,26
5646,الأصولية,原理主義者,66
3455,ليزا,リザ,87
9472,ماجلان,マゼラン,48
4958,مظهر زائف,ファサード,76
9732,إدنبرة,エジンバラ,46
9535,مؤجل,遅らせた,42
11870,جيريمي,ジェレミー,29
1679,شاقة,上り坂,94
14329,تكلفة,充電,14
2953,مقطع إلى شرائح,スライスされた,55
3436,الدول الاسكندنافية,スカンジナビア,87
3044,bridgeman,ブリッジマン,88
8293,حماس,熱意,57
3668,الشك,懐疑論,55
6222,بلوتونيوم,プルトニウム,70
1003,أمراء الحرب,arlords.,82
11880,برغر,バーガー,29
11532,لاكروس,ラクロス,32
6801,مضغ,咀嚼,39
9816,القصة المثيرة,スリラー,45
5663,terminus.,末尾,74
5082,خادم,サーバント,57
11946,أعربت,表現された,14
11320,خطوات,階段,16
9381,ممثل هزلي,コメディアン,46
1002,شجيرة,低木,94
1547,طقوس العربدة,乱交,93
9784,الغرور,虚らかい,45
13298,غاري,ゲイリー,15
2085,مظلي,パラトロピー機,50
391,الآخرة,来世,100
10334,تيتانيك,タイタニック,24
1303,ني.,ニー,96
13142,داكن,暗い,15
6723,سيدتي,マダム,55
14436,عديد,複数,6
853,كيلكيني,キルケニー,98
12780,كوبا,キューバ,21
5188,دائم الخضرة,常緑樹,76
2498,بالوما,パロマ,91
5633,بومونا,ポモナ,74
4777,unionist.,労働組合医,69
3806,فيرير,フェラー,85
8321,الكيسي,嚢胞,57
1583,فينيلالانين,フェニルアラニン,94
840,مارجوري,マーホリエ,98
4073,ليترمان,レターン,83
13241,نعم,わかった,16
7540,صرب,セルブ,62
2694,ابريق الشاي,ティーポット,90
14364,ريغان,レーガン,34
5822,تزوج,結婚した,38
3904,سيفاكا,シファマ,84
10143,أرسطو,アリストテレス,43
10878,ألباني,アルバニー,38
13130,ثامن,第8,17
7741,قاعة محاضرات,講堂,60
12579,خيال,フィクション,18
1078,كالوم,call call,96
11980,أثينا,アテネ,28
7748,توم,tum tum,61
2039,مصرفي,バンカー,83
9530,جنيف,ジュネーブ,48
9978,يسلط الضوء,ハイライト,21
10584,الاتحاد الأوروبي,eu,40
297,الأسهم,指数,89
487,مبالغة,過言,61
1111,مدة,mol,96
5617,دوار الشمس,ひまわり,74
13445,مونتريال,モントリオール,14
10101,يرتدي,服を着た,26
2185,المغمورة,沈下して,88
6288,حب الاستطلاع,好奇心,69
1643,شولوم,sh sh,94
7732,ديم,ダイエム,61
1486,نخاع,骨髄,95
8001,بانلي,パーリー,58
2650,crypto.,暗号,90
3742,المنغولية,モンゴル語,83
5683,نقطة تفتيش,チェックポイント,62
8,geeks.,オタク,29
4555,فلاف,フラボ,80
666,reprise.,朗読する,65
7046,بلاد العجائب,ワンダーランド,65
11515,جراد,gr,32
7758,sith.,希代の,61
7998,بوتش,but,59
6208,غير قادر علي,エントロピ,70
10908,بستان,茂み,36
7241,دون عناح,薄暗く,59
10493,كروسبي,クローバイ,40
1725,للعرض,閲覧可能,94
9196,سيوكس,スー,50
6734,دمشق,ダマスカス,67
6367,مرض الزهري,梅毒,69
12213,ستيلرز,貝類,26
8578,هاسيندا,ハシエンダ,55
1779,شيراتون,シェラトン,94
4952,سلافية,スラビ,78
2889,مورا,モラの,88
9317,سيريس,セレエレス,49
2430,الأكورديون,アコーディオン,91
540,certiorari.,シリサリ,99
6539,توحيد,統一,67
13080,مشهور,有名,18
10739,ريتشاردسون,リチャードソン,38
7787,ميلارد,ミッラード,61
9059,الاختيار,選ぶ,7
2664,laissez.,la la,90
3033,مدقق حسابات,監査人,87
8614,الساموراي,武士,54
14273,رأس,頭,9
14009,أداء,パフォーマンス,10
13173,ثانوي,二次,17
7371,بوير,ボイヤー,62
2325,باريتون,バリトン,91
12901,بقعة,スポット,15
13784,صغير,小さい,11
9024,ثاني أكسيد,二酸化,52
5140,شريط فيديو,ビデオテープ,65
11495,بلا رأس,ヘッドレス,33
8988,فناني الأداء,演奏者,10
5939,سباعي,七倍,72
7100,أقل عدد ممكن,最少,64
1875,ثنائي ميثيل,ジメチル,93
12402,اطلاق الرصاص,撮影,19
7704,الراكون,ラクーン,61
6763,خلاص,救い,66
13040,أول,シニア,17
1701,بلانكا,ブランカ,94
9236,عار,恥,46
4457,بصمة,指紋,63
12214,تصحيحات,修正,8
8828,تاو,タウ,53
7742,جوقة,コーラス,61
12989,سمع,聞いた,19
1841,السجناء,in in,89
9521,المرؤوس,下位,41
3683,عمياء,盲目的に,85
8026,الكهرباء الكيميائية,水力発電性,54
11601,قارب,ボート,26
2536,كيلو,キロ,87
4031,بسكويت,クッキー,23
8903,توليدو,toledo,52
13813,يملك,持っている,5
11913,مزرعة,農場,24
4454,تبخر,蒸発,64
1491,بصدق,真実性,95
8788,أورويل,オルウェル,53
12908,ندب,傷跡,19
3865,حلي,メロディック,83
5232,من تلقاء نفسها,自発,69
7664,أشاد ومدح,賞品,40
463,الباطل,虚偽の,82
3930,كوسليتي,息切れ,84
12836,آلان,アラン,20
6513,انطباعية,印象主義,69
4889,مخول,認定された,66
6043,الطاوية,道教,71
5712,عطل,汚染された,35
8603,الشمال,ノルディック,55
5041,طبع,気質,71
4398,المستشارين,アドバイザー,60
7405,الكلارينيت,クラリネット,62
1154,مورفين,モーフィン,62
10240,فرانكو,フランコ,42
11459,أموس,アモス,33
4317,النادي,クラブハウス,81
8571,اليوغوسلافية,ユーゴスラビアの,53
1118,علم المحيطات,海洋学,96
7235,كورتيز,コルテス,63
12787,كينت,ケント,21
13060,البرد,寒い,18
11094,عيد الفصح,イースター,36
7812,سميثرز,スミザー,60
13009,الساحة,アリーナ,18
971,نغمة,ジングレ,90
12797,طيار,パイロット,16
3544,هوكينج,ホッキング,77
8454,مستهدف,希望の,27
2332,تريليون,千万,89
11111,شرح,キャプション,31
12366,أمثلة,併せた,10
10561,بيانو,ピアノ,40
7408,معاداة السامية,抗妊娠,58
8913,كليب,クリップ,38
7473,لوحة الدرجات,スコアボード,62
5576,بشكل غير متوقع,unexpectedly,74
4449,لتر,リターズ,49
13070,تصل,到着,9
12335,بارع,エース,22
12759,دين,宗教,20
9233,ثنائي الجنس,バイセクシュアル,43
4101,winehouse,ワインハウス,83
6103,تروس,トラス,71
10877,حرف او رمز,シンボル,19
10185,جوشوا,ヨシュア,43
5444,شبه,疑似,75
6876,التندرا,tundr,66
4675,ويب,ib.,79
337,راتاتويل,ラタトゥイユ,100
3942,استغلالها,悪用された,41
9255,فيثاغوراس,ピタゴラス,50
892,العصر العباسي,アバシード,97
8289,علامة,マーカー,50
4800,الكشف,露出する,35
13955,عالي,高い,7
2704,تنبيه,警戒している,27
12666,علم الأساطير,神話,21
9178,أبحر,航海,30
8323,وريغلي,荊,57
3384,غير متوافق,非互換,81
9966,سيرة ذاتية,履歴書,29
9590,ب,mdの,48
6521,أستراليا,オーストラリアの,69
11337,القرف,たわごと,34
9190,الغاشم,ブリュート,50
7850,الفظائع,アクロコース,55
10140,ثنائي,デュオ,43
7881,مؤهلات,資格,21
7594,جد,おじいさん,61
8286,قفل,ロックアウト,57
12848,متلازمة,症候群,20
5630,لافت للنظر,著しく,24
7297,ملاذة,マラヤ,63
11990,يضيع,無駄,22
11597,غلاسجو,グラスゴー,32
11665,ماسون,石工,29
8712,الهامستر,ハムスター,53
5975,شعرية,詩形,69
13081,مجلة,雑誌,17
8575,الديكتاتورية,独裁,51
13478,جاكسون,ジャクソン,13
2992,سكروم,スクラム,88
425,supermarine.,スーパーマリン,100
7321,إخراج,排出された,53
3272,واجب,義務的な,87
13391,حصن,砦,14
8236,شرب حتى الثمالة,バズ,55
10360,مصاص دماء,吸血鬼,38
6403,ماتيلدا,マチルダ,69
9984,إعادة انتخابه,再選,42
3496,بأثر رجعي,遡及的に,75
5251,لبن,lr.,76
7138,هيبة,尊敬,64
9596,الألومنيوم,アルミニウム,47
1298,ليديا,リジア,96
7275,كاسيت,カセット,61
8588,فهرنهايت.,華氏,55
12317,ميداليات,メダル,14
11479,السلطة التشريعية,議会,29
3990,مصادرة,没収した,72
1579,غاضر,怒った,89
12846,معدات,装置,15
13536,كانساس,カンザス,13
1399,فاعلية,効力,95
3416,سكوتر,スクーター,83
11360,بطريقة ما,どうにか,34
3922,بايس,pais,84
1788,سورا,sor,94
13480,ديترويت,デトロイト,13
7623,وزن خفيف,軽量,61
10207,جاكيتز,ジャケット,35
2267,تآكلت,侵食された,82
4956,قوة حصان,馬力,77
4442,حسد,妬み,80
6410,الحوار,談見する,69
8343,أسد امريكي,クーガー,33
12209,هوندا,ホンダ,26
5761,المستشعر,センサー,61
5039,شلل الأطفال,急性灰白髄炎,77
3246,النيلي,インジゴ,88
12198,كيرك,カーク,27
1321,نجح,dispう,96
11839,دعاية,宣伝,30
2586,زيروكس,ゼロックス,90
10436,استبدال,代わりに,21
9612,معقد,複雑,39
11950,ذكرى سنوية,記念日,28
1846,الخزائن,交換する,94
14505,عنوان,住所,5
7989,باولو,パロオ,59
5297,beecher,be be,76
3296,المنزل المتنقل,キャラバン,83
4829,مبعوث,エンコイ,75
10216,مصداقية,信頼性,25
9433,فلك,箱の,49
11178,ersatz.,剣,36
11771,معروف,認識された,6
2483,لوكو,遺子,81
4282,ماصخ,ブランド,81
4087,المستأجرين,テナント,61
7853,اسكواش,varsity,60
5675,مسؤولية,責任,71
14382,مكتمل,完了,8
5956,الرباعية,四重奏,70
10751,فريزر,フレイザー,38
9297,الاعمال الخيرية,慈愛,46
6879,موريتانيا,モーリタニア,66
3326,خلاصات,シンジ化,54
13084,سنغافورة,シンガポール,18
6042,موتوكروس,モトクロス,71
12878,أنواع,タイプ,7
643,جيرغا,ジルガー,99
1335,بيلبو,ビルボー,96
9013,استقالة,辞任,25
13983,يساعد,ヘルプ,6
225,تمتد الظهر,バックストレッチ,100
12384,الفرعية,サブ,24
5772,مقتطف,エキス,37
8063,مانور,雑記,58
14490,تحولت,回った,9
7480,كيل,童貞,62
608,باديكير,ペディキュア,99
10979,الرموز,表記,35
3448,سكل,パグ,81
8225,قعقعة,鳴く,54
12770,مبهج,喜び,21
13450,مع ذلك,それにもかかわらず,14
7115,ردهة,ロビー,49
9075,غير نشط,非活性,48
8893,بوتوماتاك,ポトマス,52
9277,منشأ,創世記,50
3389,زيوت,油脂,16
7968,الميكروويف,電子レンジ,59
3301,شخص,ペルソナ,79
3162,الرابط,リンケージ,82
6518,puritan.,ピューリタン,62
6191,هه,he,70
8416,أوريون,オリオン,56
13047,فيلبيني,フィリピン,13
9832,سيارة أجرة,タクシー,44
9005,الأولمبياد,オリンピア,51
8570,شاد,陰気,55
10024,معتقدات,tk,44
727,الليتورجري,典礼,96
13417,المذكورة,言及された,10
5400,رامي,ラミ,74
3929,المظلات,パラサージ,82
6358,المجال الجوي,空域,69
2146,undraft.,drdr,92
7017,نورس,nor,65
3945,اذهب إلى,たくさん,83
9602,وستون,六十の,43
1997,نزارين,ナザレン,93
612,mendelssohn.,メンデルソーン,99
6356,شمعة,キャンドル,62
8282,بوسيدون,ポセイドン,57
3338,الملكية الملكية,ロイヤリスト,80
2504,رباعية,fourome,75
2929,الدوبامين,ドーパミン,88
8531,سلطان,スルタン,52
4005,نية حسنة,のれん,83
1045,شوكتاو,チョクタウ,97
6663,بيئة العمل,人間工学,67
2879,ناهض,復旧,72
6795,وحدات,基本単位,64
7367,الماركسي,マルクシスト,59
9895,هاو,ハウで,45
13166,قطار,訓練,10
5262,بشكل روتيني,日常的に,47
2899,نزع سلاحه,武装した,57
8961,همنغواي,ヘミングウェイ,52
14271,حقًا,本当に,9
5792,الاعتدال,equ equ,69
12103,التحويل,変換,17
3995,كاسينو,カシノ,83
2311,إزعاج,乱す,21
3984,الأكروبوليس,アクロポリス,83
5571,بدقة,スタジア,74
8186,زمرد,エメラルド,56
14168,سياسة,ポリシー,6
13299,التقى,met,12
11843,المجر,ハンガリー語,28
12207,برجلز,pr pr,27
13796,في,で,5
11833,كوكبة,星座,29
10437,امن,平和的,14
2259,الألياف الزجاجية,ガラス繊維,92
7364,الأسحق,エピスコパール,62
5130,مثير للدهشة,驚くほど,77
13917,رئيس,社長,10
12318,فالتر,ウォルター,25
2799,stentor,ステント,89
5143,هوموفوبيا,ホモフィア,77
9782,ريثما,保留中,46
72,تتباهى,誇り高い,56
9174,تهانينا,おめでとう,43
4340,yangtze.,ヤンツェ,81
7042,شهادة,認証,41
12073,الجاسوس,スパイ,26
11285,النظام الحاكم,政権,33
9158,خط الاستواء,赤道,28
7999,سافانا,サバンナ,59
6943,سيناترا,シナトラの,65
5577,كيتو,keto,74
8102,الجوار,隣接,36
12268,مسلم,イスラム教徒,20
9423,سائح,観光客,38
7137,يتولى,買収,63
3511,قاعة رقص,球車,85
3430,yarmouth.,ヤーマス,87
10945,قرد,猿,36
874,cytochrome.,シトクローム,97
12383,اعمال صيانة,メンテナンス,25
7546,القسطنطينية,コンスタンシノール,62
13748,البيسبول,野球,12
13913,كلاهما,両方,8
12596,رابعا,静か,23
4160,ذو علاقة بالحمية,栄華,82
10228,مريح,快適,29
7495,بلبوا,バルボア,62
5320,توبر,トッパー,63
5038,توجيه,縫い,45
4474,نعسان,眠いです,81
11844,بليك,ブレイク,30
6250,الغرق,溺死,49
5217,تريستان,トリスタン,76
7360,باهتة,薄れる,62
8184,كيرو,ケロ,58
13976,بدون,それなし,5
10070,متعبه,疲れた,25
11052,شريحة,奴隷,30
2951,هيدرولياس,ヒドロラーゼ,88
13618,دردشة,チャット,12
5559,الوجودية,実験主義,69
6580,رامون,ラモン,68
8784,مركبة فضائية,宇宙船,53
1589,حرف متحرك,母音,74
13112,رأس المال,資本,12
11253,سيئ,si,34
11063,الكولا,コーラ,37
9340,يتبول,おしっこ,48
10716,الحالات,インスタンス,21
7381,مفيد,ハンディ,62
13728,الاقتباس,引用,10
12015,متعرش,ram ram,27
13645,منافسة,競争,11
9644,أيقونة,アイコン,36
13365,البرتقالي,オレンジ,14
12993,طاقم عمل,スタッフ,19
8899,يعلم,教えた,52
4008,لولو,ルルー,83
2305,carboxylase.,カルボキシラーゼ,91
4966,lakeshore.,レイクショア,78
1575,مسليا,面白い,15
12731,في احسن الاحوال,完全,21
9226,عاطفي,感情の,31
3343,الانقسام المتساوي,有糸分裂,87
10738,استأجرت,互いに,29
1974,maulana.,マウラナ,93
11732,مجمع,compound,26
13575,بوب.,ボブ,12
1309,الإنتاجية,スループット,96
7839,كذاب,うそつき,55
3825,الأسطول,フロティラ,83
8872,نجم النجوم,スーパースターの,53
14218,حاسوب,コンピューター,6
12132,حافة,縁,22
6687,جايوس,ガイウス,67
11664,سايروس,シロス,31
9680,quiddity.,和解,47
12053,موجز,brief,28
13979,وجد,見つかった,6
8923,الفشار,ポップコーン,52
7693,بركة ماء,池,59
13117,دييغو,ジエゴ,17
8116,مثير للشفقة,哀れな,57
2133,جيشا,芸者,92
800,درويد,ドルイド,88
1671,اليوسفي,タンジェリン,75
10227,الأرنب,バニー,41
10054,معكرونة,スパゲッティ,44
