ID,ARABE,TURC,INTERVAL
4108,بيا,pia,83
5894,أوديسا,odessa,72
12827,الكورية,koreli,20
11207,جوان,joan,36
1126,بانيستر,kandırmak,96
642,مشلول,felçli,93
12259,أرشيف,arşivler,12
3926,الحجر الزراعي,karantina,77
12747,صديق,arkadaş,13
11593,النصرانية,hristiyanlık,13
2284,منجنيق,balista,92
4664,ميلو,milo,73
8509,ناغازاكي,nagasaki,56
8061,أكل,yemek yedi,58
8183,تسمانيا,tazmanyacı,58
9640,التايمز,thames,48
14326,ضابط,subay,10
3766,ludicrous.,çamurlu,83
8519,انفجار,patlayan,33
11196,ثلاثة عشر,on üç,36
12204,سلة مهملات,çöp kutusu,26
4119,افا,ava,83
13277,تعبر,geçmek,12
11494,شالوم,shalom,33
8089,لارس,lars,46
8266,هيا,ee,57
3985,جينم,gein,83
486,الارتفاع,yükseliş,70
7896,تحطمت,paramparça,54
11901,بوصة,inç,20
5990,إسبرسو,espresso,72
5755,العدار,hydra,73
4593,المذعور,paranoyak,79
11190,من القرصنة,korsanlık,36
12241,بابلو,pablo,27
13591,مكتب. مقر. مركز,ofis,10
10142,تمرد,isyan etmek,40
2826,ثلاث مرات,thrice,89
5576,بشكل غير متوقع,beklenmedik bir şekilde,74
10787,في العصور الوسطى,ortaçağa ait,38
12935,دوق,duke,19
3399,تفكيكها,sökülmüş,70
7998,بوتش,butch,59
6287,الاعتماد,güvenen,31
8440,أنفلونزا,nezle,56
8714,من المستغرب,şaşırtıcı derecede,54
14128,يمشي,mart,5
4282,ماصخ,mülayim,81
1248,وراء الكواليس,kulis,96
2476,لانداو,landau,90
10338,إيمرسون,emerson,42
1840,انعقاد,yeniden şekillendirilmiş,87
8896,هولت,holt,53
5551,بيزو,peso,59
4416,onslaught,saldırı,81
3569,تجسيد,kişileştirme,86
7960,بيكر,becker,60
9276,دفقة,sıçrama,50
1729,الاجتماعية,sosyolojik,42
6868,فانيلا,vanilya,66
2669,اختلاع,tlingit,90
3973,سوناتا,sonata,82
2727,أستور,astor,89
3369,ريف,riff,82
5055,الاستبدادي,otoriter,73
6490,الطاووس,tavuskuşu,67
2815,yn.,ye,89
9503,اليمن,yemen,49
3130,مستنقع,quagmire,87
11576,موناكو,monako,32
3109,مصب,haliç,87
7835,متضايق,sinirli,30
1707,كرة نارية,ateş topu,92
12167,دلتا,delta,27
10306,كتم,kt,42
1589,حرف متحرك,sesli harf,75
2413,وتر,tendon,88
8339,اضطهاد,zulüm,52
9779,ديفونشاير,devonshire,46
12668,تيري,terry,22
11997,تعهد,altta bırakmak,28
4737,فرين,farina,78
8872,نجم النجوم,superstar,53
3681,دوار,vertigo,85
1141,فيجو,figo,96
7150,بطليموس,ptolemy,64
376,pseudoscience.,psödbistance,100
9483,ذئاب,kurtlar,49
3278,كوان,kuan,87
5120,مجاناة,anafsal,77
13543,أعطى,verilmiş,13
6631,مستود,mastodon,68
12501,هوميروس,homer,21
11481,ساسكس,sussex,33
8532,روبنز,rubens,56
6039,فليندرز,flinders,71
7271,ماج,mag,62
12348,المسافرين,el ilanı,24
7258,قصبة,incik,62
11712,إميلي,emily,31
6773,اللوني,kromatografi,67
5190,خنق,gaz kelebeği,71
7610,ويكا,wicca,62
2507,مستحلب,emülsiyon,90
5413,التجاوز,aşkın,69
4815,خزانة الثياب,giysi dolabı,77
1004,سمك أبو سيف,kılıçbalığı,97
1945,فيرمي,fermi,93
12095,الائتلاف,koalisyon,27
3416,سكوتر,mobilet,83
3778,الكهرومغناطيسية,elektromanyetizm,46
10906,منتصف الطريق,ortaçağ,38
2244,طرسوس,tarsus,92
659,تلاشى,yok olmak,62
8153,استعاد,yeniden kazanmak,35
2668,تنظيمي,düzenleyici,90
4661,بقع,yamalar,30
7023,سجاد,halı,63
10248,الصراعات,hasım,32
7996,كامدن,camden,59
14271,حقًا,gerçekten,9
11046,المؤرخين,tarihçiler,27
6356,شمعة,mum,62
12289,قصر,saray,26
2861,عصب,tüfek,57
1118,علم المحيطات,oşinografi,96
4264,البروم,brom,79
7526,يغوص,dalmak,38
12641,تفتيح,hafifletmek,23
13102,داكوتا,dakota,18
2409,العلاج بالإبر,akupunktur,91
9882,إطار العمل,çerçeve,45
4582,لوتو,loto,80
8042,تانر,tanıştırma,59
5456,دوبسون,dobson,75
10134,بابوا,papua,43
13205,تينيسي,tennessee,17
2797,نفسية,psişik,88
10510,خطي,doğrusal,40
8899,يعلم,öğretilen,53
7223,موصل,konektör,61
7071,جدي,ciddiyet,64
11497,نورماندي,normandiya,33
1530,الرعاية الطبية,medicare,95
2257,منقذ,ekose,91
14197,نبات,bitki,15
210,المارونية,maronit,100
10509,الغناء,şarkı söyleme,28
7471,قطعا,sıkıca,62
12661,ثور,boğa,17
4206,منزلقات,slaytlar,42
12830,عجلة,teker,16
3787,whitehead.,beyaz kimse,85
752,الخمول,letarji,98
14212,رسوم,suçlama,15
1500,بصورة مذهلة,muhteşem olarak,95
7346,الهيليوم,helyum,63
7701,ريج,reg,62
13201,اقترضت، استعارت,ödünç alınan,16
146,ويجا,ouija,100
10752,مايلوت,maillot,38
5059,فيني.,vinnik,77
5195,شتى,titrek,76
11426,حصان طروادة,trojan,23
13796,في,içinde,5
10437,امن,huzurlu,15
10708,صولجان,asa,39
12988,قائمة تدقيق,kontrol listesi,19
2998,ابطال خارقين,süper kahramanlar,60
3849,كاميلا,camilla,84
12005,غريب,garip,25
12020,السلفادور,salvador,28
1531,بورجوازية,burjuvazi,95
1545,مسلة,dikenek,95
267,الظل,teğet,96
11677,كلمات الاغنية,şarkı sözleri,29
11064,شون,shawn,37
7510,حمامة,güvercin,60
1527,بيغمي,pigme,89
4476,بينين,pinyin,81
2649,بورجوندي,bordo,90
6623,قرع,kabak,65
3362,السيقان,saplamak,38
4281,شهد,tanıklık etmek,59
14282,مسلسل,seri,7
10951,ركبة,diz,35
2231,جنية سمراء صغيرة,brownie,88
5709,مغالطة,yanlışlık,63
10872,ضيق,dar,33
662,عيد ميلاد المسيح,yule,98
13768,بحد ذاتها,kendisi,12
4196,الخلايا العصبية,nöron,70
2073,تضليل,dezenfekte etme,92
5447,هيبو,hippo,63
1538,أورفيوس,orpheus,95
6888,سرطان الدم,lösemi,66
10403,رجس,pislik,41
7606,ناموس,sivrisinek,59
10816,نصف الكرة الأرضية,yarımküre,38
6692,الديدان,solucanlar,47
6579,كيبور,kippur,68
8073,الى الشاطئ,karaya,59
3223,فالون,falun,88
4255,تسليح,artçı,82
10678,يعد,söz vermek,24
6537,بروديدج,coolidge,69
8722,رعاة البقر,kovboy,23
4093,الهولندي,hollandalı,83
11768,إبراهيم,i̇brahim,31
9941,ينفخ,blew,45
12651,كين,ken,23
5321,كثرة الوحيدات,mono,76
11117,مكتب,büro,36
8961,همنغواي,hemingway,53
6697,أنفسكم,kendin,67
8029,جيرم,jerm,59
9676,بريتانيا,britannica,47
12758,عملاق,devasa,13
13640,باءت بالفشل,arızalı,11
4698,ميس,mete,74
6391,حبيب,erkek arkadaş,68
7557,تصبح على خير,iyi geceler,62
8603,الشمال,nordic,55
9713,القوطية,gotik,47
947,cumulus.,kümülüs,97
5423,سلعة,emtia,62
8744,كلوز,claus,54
2770,دعم مالي,sübvansiyon,76
4634,قمع,quell,70
11899,متر,metre,25
11968,ديزني,disney,29
6900,حساب,hesap,5
7183,ديزي,papatya,63
14424,خصوصاً,özellikle,11
101,هندوستان,hindustan,100
8005,أحرق,samanlıklar,31
1204,قصب السكر,şeker kamışı,96
2304,noll.,nafaka,91
7611,العنان,başıbozuk,58
7139,أوغسطين,augustine,60
12392,اللعنة,kahretsin,21
3301,شخص,şahsiyet,79
9734,بيني.,benny,46
2457,أحضر,gidip getirmek,75
793,حرر,harr,96
5993,الاقوي,optimizasyon,52
12408,ردع,engellemek,25
9788,وجبة افطار,sabah kahvaltısı,45
14165,مدينة,şehir,8
1418,الندرة,nadirlik,79
1995,كزاز,tetanos,93
3066,هورنر,horner,88
10467,ناد,nad,41
1861,زونتا,zonta,93
14061,يضع,koymak,8
3667,عقوبة,yaptırım,15
8487,glacier.,buzul,51
9944,رولاند,roland,45
11522,رايلي,riley,33
14434,يتطلب,gereklilikler,6
3895,الأسيتون,aseton,84
7590,الأيسلاندية,i̇zlandaca,29
14217,مرة أخرى,tekrar,5
7710,انقضاء,sona ermek,62
12971,كوكب,gezegen,17
9910,باجا,baja,45
8869,سيئة السمعة,meşhur,50
2414,فرشاة الأسنان,diş fırçası,91
10386,رجل حر,özgür adam,42
4050,ستررا,vecize,81
2965,السلوقي كلب الصيد,tazı,69
9909,إهانة,engerek,45
7544,سوى,quo,62
382,هيلكريست,hillcrest,100
82,بيبودي,peabody,100
10603,سوف أفعل,gol yapmak,40
858,اعمال البناء,inşaatlar,5
10232,صابون,sabun,42
9659,حمال,porter,46
11446,الثامن عشر,onsekizinci,33
6405,كرومويل,cromwell,69
10011,ماني,manny,44
13365,البرتقالي,portakal,15
7815,فولكنر,faulkner,61
14116,يونيو,haziran,6
5323,قافية,kafiye,62
269,منتصب,dik,48
8549,الفنلندي,finn,53
13179,جريمة,suç,10
8082,أونا,una,59
13144,الإسكندر,i̇skender,17
461,التصالح,uzlaşmak,85
10723,برهنة,gösteri,19
10576,ينبغي,zorunluluk,40
7644,شبكه عالميه,bitik,62
11795,الإهتمامات,ilgi alanları,8
12007,العقيد,col,28
8842,سكير,rain,53
8507,المهددة بالخطر,nesli tükenmekte olan,52
7083,الدومينو,domino,60
8237,كولومبين,columbin,57
8316,المجمدة,dondurulmuş,57
3572,الإعصار,twister,81
2093,دينار,dinar,83
7664,أشاد ومدح,övünen,40
2902,جريب فروت,greyfurt,89
11228,جلس,oturma,25
3088,الخلاط,blender,88
3555,مسقط,muscat,86
10605,يزعم,iddiaya göre,40
3196,إسلام,isl,34
12625,مون,monoton,22
11187,باراجواي,paraguay,36
14077,نقطة,nokta,6
10768,بذور,tohumlar,13
11517,مو,moe,33
3643,نيكاراجوان,nikaraguan,84
1325,الكلوروفيل,klorofil,96
13232,دودو,dodo,16
7678,هاتشباك,hatchback,56
5025,الكاتالونية,katalanca,77
9016,أوركسترا,orkestra,51
13295,كاثوليكي,katolik,15
11281,إنطباع,perspektif,33
11389,تسجيل الدخول,giriş yapmak,34
5347,شهواني,erotik,75
2637,woolwich.,yıpranmak,90
14297,القادة,liderler,12
11472,بيت المقدس,kudüs,33
8420,ماغنوم,magnum,56
3742,المنغولية,moğolca,83
876,جراثيم,mikrop,78
13381,مهمة,misyon,12
13421,عن عمد,kasten,7
8753,غيظ,cp,53
13574,الأولمبية,olimpiyat,10
6305,رذاذ,sprey,59
335,طرزان,tarzan,100
4277,محيط ب,ortam,82
474,انتشار,prevalans,65
12437,مخطط,şema,24
5974,حارق,brülör,71
1453,العزاء,teselli,95
12738,تجمع,ralli,18
14010,يذهب,gitmek,7
2078,النيتروز,azotlu,92
10983,ألقيت,atılmış,38
11568,أي أكثر من ذلك,artık değil,32
6876,التندرا,tundra,66
10700,اقتصاص,kırpılmış,26
4566,خطوة,adım,75
3142,نفسيا,psikoaktif,88
4083,زحافة جليد,kar arabası,80
3528,أفوكادو,avokado,83
1507,الطابق السفلي,alt kat,95
10310,أحجية,gizem,34
2267,تآكلت,aşınmış,82
2181,سكوير,karmakarışık,79
3903,بسلاسة,pürüzsüzce,84
6017,مريم,miriam,71
9952,شكرا,teşekkür ederim,45
6662,سميث,smyth,68
10046,البلديراش,balderdash,44
7745,زنزانة,zindan,43
7243,بتقويم العمود الفقري,kayropraktik,64
11662,زيمبابوي,zimbabwe,32
3495,الحديث,hadis,86
13377,محظور,yasaklanmış,10
11588,غير مؤكد,kararsız,32
11488,ea.,e,33
11469,تذكرة,bilet,27
10548,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,veri deposu,23
4323,الأفسنتين,absinthe,81
7810,روبيكون,rubicon,61
6898,أشباح,hayaletler,31
2953,مقطع إلى شرائح,dilimlenmiş,56
56,حادة,kuluçka,100
12469,ماديسون,madison,24
11832,منغو,mongo,30
6655,سوتر,sutter,68
12300,المنشقين,muhalif,25
10012,عاجلا,er,28
10421,مصفوفة,matris,41
12031,تحالف,ittifak,27
7226,الرافل,raflalar,63
10492,شاه,shah,41
4028,وفرة,bolluk,66
13773,نطاق,ihtisas,11
5840,رطانة,gibberish,73
10442,جحر,terrier,40
131,بشكل موحد,düzgün biçimde,100
7046,بلاد العجائب,harikalar diyarı,65
5994,كحولي,likör,69
13836,واحد,bir,5
4752,الجرأة,audacity,79
3725,زئبق,hg,85
2386,الثقافة المضادة,karşı kültür,91
8720,الغرب الأوسط,ortabanı,54
14056,سواء,ikisinden biri,11
13979,وجد,kurmak,6
12606,المتهم,sanık,15
13126,الإيطالية,i̇talyan,17
10089,يخرق,çiğneme,13
10643,نسج,çavuş,39
12689,توسع,genişleme,22
10682,الاسم المستعار,taksi,35
3647,جينغ,jing,86
4902,بوم,tampon,75
4563,جزازة,biçme makinesi,75
6502,تكاليف غير مباشرة,havai,69
11543,قوس المطر,gökkuşağı,32
11085,كاسترو,castro,37
5308,دهون,lipit,75
9025,يعض,lokma,37
8666,هضبة,plato,54
12242,مفهوم,kavram,23
4644,المستصلحة,geri kazanılmış,62
11225,الأبوين,ebeveyn,25
13534,رأي,fikir,11
13750,فرصة,fırsat,12
1094,بوتانول,butanol,96
13969,يتحكم,kontrol,11
14026,حسب,binaen,10
13699,دانيال,daniel,12
11410,خطأ,arıza,30
14491,شراء,satın almak,26
8905,إيمي,emme,53
1228,wettest.,ısrarlı,96
9221,كارمن,carmen,51
6417,حجز,haciz etmek,69
14488,ديمقراطية,demokratik,15
13679,الهند,hindistan,12
6706,البارثينون,parthenon,67
13747,أزرق,mavi,11
6884,حيلة,dublör,59
14226,حر,özgür,5
9271,خوذة,kask,43
12569,طائرات,jets,19
3586,غير طبيعى,anormal,70
1151,بونجور,bonjour,96
13674,كثيرا,çok güzelsin,12
7072,إعادة تحميل,tekrar yükle,54
3435,حجر الرؤوس,skin kafa,80
13555,مزدوج,çift,12
7499,سطح المكتب,masaüstü,62
13252,مطر,yağmur,14
11468,عصا,kamış,32
11723,حوت,balina,27
1191,استنشاق,inatçılık,73
6117,كولوسوس,colossus,71
10537,ثانيا,ikinci olarak,40
11776,رونالد.,ronald,31
8152,الصبر,sabır,58
12094,كيو,que,28
1539,ماغنون,magnon,95
220,أطاح,devrilmek,100
6678,حجر الكلس,kireç taşı,68
12040,اقتراح,telkin,9
1641,الحنث,whrammies,90
13430,الوردة,gül,13
10833,الإمارات,emirlikler,37
9733,القمري,ay yildizi,47
8331,الفتى,delikanlı,53
4666,اشتعلت,tutuşmuş,55
2397,غير الرياضية,sportmenlik dışı,91
13870,معظم,en,8
6055,رابية,barrow,71
2063,نوتيلوس,nautilus,92
4928,قرون,boynuzsuz,78
12634,غير شرعي,yasadışı,21
7954,بانوراما,panorama,60
11030,أولية,ön hazırlık,37
1061,whatnot,ıvır zıvır,96
8264,بريت.,brit,52
4676,الصفارية,oriol,31
5374,حولا,hula,76
7011,عتبة,eşik,64
11277,هاربر,harper,34
14393,وجه,yüz,12
11987,الطريق السريع,karayolu,25
813,العتابي,tekir,98
8151,بوذا,buda,58
2805,أشد,tugher,89
1360,بيليه,pele,96
12487,عدالة,adalet,23
12856,وكالة,ajans,16
12153,رضا,tatmin etmek,15
2987,بشكل مقنع,inandırıcı bir şekilde,88
3172,انتباه,dikkat dağıtıcı,52
13132,كل شيء,her şey,18
10324,بوينج,boeing,41
6373,كلو,chloe,70
4152,موقع,karakol,69
1324,اللمحات,peeps,81
213,البروليتاريا,proletarya,100
4048,باختصار,nutshell,83
9777,خضع,geçirmek,46
5139,الهاوي,likble,77
2135,مسبحة,tespih,92
14506,السيارات,arabalar,9
5359,معجون الأسنان,diş macunu,75
11500,نورمان,norman,32
11002,نفخ,üflemek,30
13213,ماساتشوستس,massachusetts,17
9628,جديرة بالثقة,dikkate değer,47
11695,ظل,gölge,29
8832,حرب العصابات,gerilla,45
968,مجدلين,magdalen,90
4883,أونو,ono,78
12682,تم البيع,satıldı,22
10136,الحرير,ipek,42
10290,المدنية,sivil,41
9902,بيلوتون,peloton,45
8987,مطبعي,yazım hatası,32
2354,ميلبا,melba,91
4102,تساقط الثلوج,kar yağışı,83
8222,هون,hun,52
12326,تصنيف,sıralama,7
7801,باتريشيا,patricia,61
7818,ريبة,belirsizlik,58
10271,ابن عرس,veasel,42
17,المتعصبين,fanatik,65
10636,ثيودور,theodore,40
6791,إيقاعي,ritmik,66
6241,هائل,engin,62
10546,سرير,yatak,38
444,بارومتري,barometrik,100
7103,ينقرض,yok olmuş,44
2247,التكافؤ,değerlik,92
338,منا,yon,100
2618,فوس,yaygara,86
9125,خشبي,ahşap,51
8502,عهدة,velayet,55
12849,أور,şık,21
6969,بيزلي,paisley,66
12406,سمين,şişman,24
5137,المتنورين,illuminati,77
5373,الهند الصينية,indochina,76
2371,ريبوك,reebok,91
2627,مادة صمغية,reçine,79
6389,جل,jel,67
11668,فيرنون,vernon,31
13501,اساسي,standart,11
10742,الإجهاض,kürtaj,35
2118,اليأس,çaresizlik,88
5603,كروزر,kruvazör,70
6181,بيس,besim,71
4328,باتسي,patsy,81
3972,ربعي,üç aylık,83
8667,عاج,fildişi,55
7092,تورو,toro,61
6664,الجهاز الهضمي,gastrointestinal,68
11679,أوروجواي,uruguay,31
9075,غير نشط,aktif olmayan,48
12494,ديج,dj,24
6863,من الناحية المثالية,ideal olarak,36
1832,كاديس,cady,93
2132,مكان وجود,nerede,92
2339,سايبورغ,yarı robot,88
6359,جناح الاحتياط,rezervler,66
12653,كلفة,maliyet,20
6141,دينغ,ding,69
9331,تستهلك,tüketilen,30
10178,ميكان,might,43
2679,روزاليند,rosalind,90
307,شيري,cherie,100
8197,غائب,mevcut olmayan,57
13824,أكثر,daha,5
11142,ليب,lib,36
13823,يستطيع,olabilmek,5
13740,مشترك,yaygın,10
7970,راج,raj,60
9427,نابعة,yetiştirilen,49
370,سينجلي,tüylü,100
11324,إديث,edith,35
1402,تمارا,tamara,95
4339,كانيا,countan,82
12558,غير ضروري,gereksiz,24
993,انتقائي,eklektik,97
2838,ميئوس منه,umutsuz,88
14195,بدلاً,yerine,6
1717,البيريدون,piridon,94
13449,عنجد,ciddi anlamda,14
4920,الإيثيلين,etilen,78
12829,لحم مقدد,domuz pastırması,21
14341,وسط,merkezi,11
6056,إطلاق نار,tüfek ateşi,71
9953,بايرون,byron,45
8348,غير مدعوم,takdir edilmemiş,57
6960,طريق سريع,otoban,61
6020,اختبار,quiz,71
13189,المواد الكيميائية,kimyasal,16
10611,ديزل,dizel,39
10806,مقيد,ciltli,29
7132,الدار البيضاء,casablanca,65
624,سيماس,seimas,99
2444,خفير,nöbetçi,87
9598,فكاهة,mizah,40
5733,تشيا,chia,73
7772,نترات,nitrat,57
3337,وستفاليا,vestfalya,87
13638,يحدد,belirtir,7
8644,جغرافي,coğrafi,34
8761,سيليكون,silikon,52
5932,ساحة,piazza,72
12400,ينظف,temiz,19
7626,مظاهر,tezahür,41
8799,محسوب,hesaplanmış,29
1343,صقيل,saten,92
8094,قبل المباراة,pregame,59
12960,خليج,körfezi,19
919,محوف,buffs,73
13015,إدراك,büyük ölçüde,19
10445,رقبة,boyun,38
2456,مطبوخ,pişmiş,24
2482,لافندر,lavanta,90
9529,حمام,banyo,41
2942,الهندباء,karahindiba,87
416,بنغر,pugh,100
6522,بيوس,pius,67
13708,على الرغم من,aksine,12
7542,ليرة لبنانية,lbw,62
9658,لانكستر,lancaster,47
3267,غير مثبت,kanıtlanmamış,87
9595,سال,salle,48
5727,كوكوس,cocos,53
4326,عندها,bunun üzerine,82
1719,رسالة قصيرة,txt,93
13106,النصيب,küçük kapı,14
10113,الصعودية,ascidian,44
2466,sayers.,sözler,83
10838,طرفية,terminal,25
5199,بواب,kapıcı,76
7161,أرد سمك نهري,kızılkanat,64
14492,العقود الآجلة,futures,8
3329,عضلة القلب,miyokard,87
2663,أفلاطوني,platonik,89
11238,يقبض على,tutuklamak,18
13578,ماضي,geçmiş,12
9452,السيادية,egemen,48
10007,هوجان,hogan,45
11387,ليدز,leeds,34
14335,عظيم,harika,8
11176,المؤلفون,yazarlar,9
9951,نايك,nike,45
12823,خلاق,yaratıcı,20
4969,جونزو,gonzo,78
6099,كمال الاجسام,vücut geliştirme,65
994,سلاف,slavlar,89
11465,التمثيل,temsil,30
2039,مصرفي,bankacı,83
4110,ملحد,ateist,65
447,uninjured.,yaralanmamış,100
2534,تيلمان,till,90
12495,سفينة,gemi,17
10746,ركائز,substratlar,35
13858,أولاً,birinci,6
10384,ينسحب,çekil,26
3657,استئناف,yeniden başlama,85
4503,النيزك,göktaşı,69
6503,شخ,işemek,48
6480,عضلات قلبية,kardiyak,69
190,إشراف,denetlemek,72
10463,إعادة تخصيص,yeniden düzenlenmiş,41
12141,خواطر,düşünceler,11
896,نمرود.,nemrut,96
13326,انتشر,hr,13
10163,نقل,iletişim,8
12229,غير مبرر,haksız,26
6323,لدغ,burr,70
12840,أوبورن,kumral,21
2146,undraft.,soyunmamış,92
304,زونا,zona,100
13376,ميامي,miami,15
4455,بربري,barbar,58
12015,متعرش,başıboş,28
7386,خلات,asetat,54
2766,serfdom.,serfilik,89
7918,فرس,kısrak,60
7204,إيستمان,eastman,64
3714,الفونوغراف,fonograf,82
10802,بيتزا,pizza,38
13840,أنا,ben,5
4020,روزكو,roscoe,83
6430,جدد,gimp,68
10730,غوام,guam,39
12046,حضور,mevcudiyet,28
21,منفطر القلب,kalp kırıcı,75
6802,متعدد الجنسيات,çok uluslu,66
12218,ساره,sarah,27
13755,جنيه,leğen,11
7098,ديكس,dix,65
7812,سميثرز,smithers,60
11374,ناش,nash,34
9063,reductase.,redüksiyon,52
3021,باراكودا,barracuda,87
10084,فرضية,hipotez,44
11276,ثعبان,yılan,32
12754,النسبة المئوية,yüzde,21
3251,بيكو,pico,88
3813,منة,ment,85
8318,وضح,underwood,57
6909,بالادارد,ballard,66
5914,فائض,fazlalık,72
11004,برنارد,bernard,38
7239,الكونفوشيوسية,konfüçyüsçülük,63
1232,البروميد,bromür,95
770,الاحترازية,ihtiyati,98
5432,رومانو,romano,75
8579,ديم.,dem,55
10200,الكتابة على الجدران,duvar yazısı,43
10141,نشطاء,aktivistler,36
11830,بعنوان,başlıklı,8
1529,المستقيم,rektum,95
1062,البيئة,çevrecilik,33
5472,توضيحي,açıklayıcı,75
1358,heenus.,thimusus,96
7797,هاوف,bunların,61
12554,كينيدي,kennedy,24
10410,كريا,crea,41
2189,إظهار,daha sıkı,92
13040,أول,kıdemli,17
7549,منتصف الصيف,yaz ortası,62
926,بريتين,bıkkın,97
10092,سليمان,solomon,44
6143,آشوريان,asur,66
7042,شهادة,belgelendirme,41
13497,ميل بالساعة,mph,14
11975,غيتس,kapılar,21
892,العصر العباسي,abbasid,97
7244,أودين,odin,64
13459,قوي,kuvvetli,14
5690,الثروة الحيوانية,hayvancılık,74
3374,مؤطر,çerçeveli,24
8561,مخلص,sadık,55
792,بالكهرباء,elektrolit,95
13666,مملكة,krallık,12
1823,التعبيرية,dişavurumculuk,93
4837,ثلاجة,buzdolabı,64
11415,مقدونيا,makedonya,34
11584,تشرشل,churchill,32
13255,طاولة مكتب,çalışma masası,16
4289,ضمنية,örtük,82
12614,كالجاري,calgary,23
8192,غاضب,flamalar,49
3181,ماجو,mojo,88
13498,مقاتل,savaşçı,12
11349,الزبون,konuk,29
12355,طيران,havacılık,25
6779,الملمس,doku,60
13169,التشهير,hakaret,17
11139,غير مقبول,kabul edilemez,36
10211,سلطعون,yengeç,42
14478,المحلل,analist,47
14070,عالم,dünya,7
8794,ساراتوجا,saratoga,54
977,طمي,silt,96
3095,عزم الدوران,tork,88
12846,معدات,teçhizat,16
12662,blacklist.,kara liste,12
4623,فلوتو,flauto,80
13406,الوادي,vadi,14
4552,صعود,yükselme,80
11078,دراماتيكي,dramatik,30
12611,طوكيو,tokyo,23
8840,علامات ترقيم,noktalama,49
7219,الممرات,lanes,26
11327,جيمو,jimbo,35
4454,تبخر,buharlaşma,65
10048,رغيف الخبز,ekmek,44
11913,مزرعة,çiftlik,24
3327,لاشكار,lashkar,87
2332,تريليون,trilyon,89
10535,المحمولة,taşınabilir,40
5735,على نطاق واسع,viral,73
9093,متخرج,mezun olmak,36
14131,مرات,zamanlar,5
9459,بروك,brook,29
12750,ديك.,dick,21
4263,هيرتز,hertz,82
13700,لندن,londra,12
13597,اطلاق النار,atış,12
10714,جيل,gail,39
8445,أنزاك,anzac,56
6063,تشوه,çarpıtma,44
4235,يمزج,harman,63
12305,ماريا,maria,26
10508,تعامل,idare etmek,41
13125,العمل الفني,sanat eseri,18
14041,بالفعل,çoktan,8
4072,بلاك جاك,blackjack,83
13514,اميال,mil,12
7162,وير,veer,58
7440,مكلفة,pahalı,63
14381,ضمانات,menkul kıymetler,12
8177,أسرة,ev halkı,50
6325,باشر,üstlenmek,70
7291,سومطرة,sumatra,63
13584,بحجم,boyut,12
4182,براهم,brahms,78
14186,مأخوذ,alınmış,8
10149,بودابست,budapeşte,43
12311,اسكتلندي,i̇skoçyalı,26
5588,مراحل,aşamalı,25
8066,تلا ذلك,ortaya çıkan,30
13881,مستخدم,kullanılmış,5
11456,بغداد,baghdad,33
11748,مختصرا,özlü,30
12582,داء,duba,23
5793,القيمة المالية,eşitlik,72
14453,أغسطس,ağustos,6
13226,إلى الأمام,ileri,9
4292,طعنة,bıçaklamak,61
798,خزف,porselen,98
10446,ساحة المعركة,savaş alanı,40
8636,ولفيرين,wolverine,33
4432,الغلوتامات,glutamat,79
3405,تسلل,süzmek,87
3333,حاجر,tournpike,83
9601,تداخل,kesişme,42
3881,المفاهيمي,kavramsal,75
6262,لوكي,loki,70
11741,أمازون,amazon,30
1709,تانين,tanen,94
2382,رانجون,rangoon,91
983,تكسان,teksaslı,38
3123,أنيون,anyon,87
3715,غسالة أطباق,bulaşık makinesi,81
7982,شكوى,şikayetçi,29
5839,نفذ الوقت,zaman aşımı,59
9182,غيانا,guyana,51
10243,بلفاست,belfast,43
13634,غير مسجل,kayıtsız,12
10391,القفز,atlama,8
2671,أوراسيا,avrasya,90
7368,ووس,osi,63
1776,بونك,bonk,92
10396,باكرا جدا,en erken,41
8871,بنس,kuruş,53
141,ريد,reis,80
2733,السباكة,su tesisatı,83
12717,إرسال,göndermek,16
7187,أشاع,söylenti,32
6850,قالب,kalıba dökmek,56
9621,عضو مجلس,meclis,46
3788,كاتالينا,catalina,85
9335,في منتصف الطريق,yarı yolda,50
13180,كولومبيا,columbia,17
12118,دودجرز,dodgers,25
727,الليتورجري,aydın,96
13571,متنوع,çeşitli,13
2978,سيينا,siena,88
10343,الخاسر,beceriksiz,34
11567,جانبا,bir kenara,32
8354,وحيد القرن,tek boynuzlu kimse,55
6740,أناناس,ananas,67
13832,ملك,vardı,7
7552,غشاء,zar,61
11536,استفزازي,kışkırtıcı,30
9662,إيفيل,eyfel,47
11018,سلتيك,kelt,37
8424,هوراس,horace,56
13159,مصيبة,kriz,17
7324,تنشأ,ortaya çıkmak,48
7822,وحي,vahiy,49
13432,غنيمة,basmakalıp,14
118,ريادة الأعمال,girişimcilik,100
11443,نيكولاس.,nicholas,34
776,مذكرت,aracı,98
12155,تيرنر,turner,27
494,وقت الليل,gece vakti,99
2697,عديمي الجنسية,vatansız,83
14403,قريباً,yakında,9
6374,الركود,çökmek,57
13360,النمور,tigers,12
13493,عبر الانترنت,internet üzerinden,14
14442,مقرر,karar verilmiş,7
2095,الايسوسوم,lizosome,92
3513,الاستيعاب,asimilasyon,75
10726,شي,shi,35
13354,عتيق,antik,15
5504,مصارعة الثيران,boğa güreşi,74
