ID,ARABE,SPAIN,INTERVAL
3011,إليشا,elíseo,88
14399,أبيض,blanco,10
7180,إيقاع,tempo,64
5711,إترب,entrometido,72
14320,مصدر,fuente,6
8945,المتصيدون,trolls,28
249,نيوزويك,newsweek,100
9323,قاتلة - مهلك,fatal,25
12292,موسكو,moscú,26
9144,لوحات,platos,20
12730,طائرة,plano,19
882,تيرا.,tera,96
14470,أقل,abajo,8
8827,بيجو,peugeot,54
12961,الأصفر,amarillo,19
9796,ماليزية,malasio,45
12134,ضحايا,víctimas,23
10389,سارية العلم,asta de bandera,42
5405,نسخة مطابقة للأصل,réplica,67
11467,وبذلك,de este modo,33
14051,لاحقاً,más tarde,9
5738,هلك,perecido,64
6223,جزائري,argelino,68
7510,حمامة,paloma,60
13272,الدكتور,dr,16
14394,سؤال,pregunta,5
11263,قبعة,gorra,23
6153,أوراق اعتماد,cartas credenciales,68
14148,مقترح,propuesto,10
11063,الكولا,reajuste salarial,37
4361,ينتقد,criticar,46
7207,lepage.,lepágina,64
12963,جوني,johnny,19
14214,الاحتياجات,necesidades,6
9057,ممل,aburrido,33
7509,السحر,brujería,62
13344,دان,dan,15
4369,قلة أدب,incivilidad,67
5981,الأناركي,anarquista,63
6722,تشنغ,cheng,67
2644,كريم واقي من الشمس,protector solar,90
12756,التليفون المحمول,móvil,15
3785,midshipmen.,australineros,84
11577,مسطحة,prominente,28
6066,الجاموس,búfalos,18
7897,تقطعت,varado,49
4023,التصنيف,categorización,27
10063,التصفيات,calificatorio,8
12051,أرضية,piso,24
301,شيكاري,shikari,100
3544,هوكينج,hocking,77
12689,توسع,expansión,22
9326,اللتوانية,lituano,49
12428,الإنجيل,evangelio,25
9953,بايرون,byron,45
394,latham.,latería,100
12030,العبارة,frase,23
9227,ميسا,colina baja,50
3147,كولفر,paloma silvestre,88
4286,الباجية,paganismo,66
318,الدقة في درجات االإختلاف,matizado,85
4578,بيجي,peggy,80
7040,الجماهير,audiencias,29
10249,إبسيلون,epsilón,43
7095,غالواي,galloway,65
5184,فابيشي,fabuloso,77
2509,كوسف,ballesta,90
7043,الأثرياء,adinerado,65
8882,ناقل الحركة,caja de cambios,52
1327,أمي,analfabeto,93
555,التملك الحر,propiedad vitalicia,99
1793,السليلوز,celulosa,88
5547,أهل,aph,75
7870,بي جي,bg,60
3170,استبداد,tiranía,82
1503,كورنيش,de cornualles,95
8942,وخيم,devastador,39
4012,ستراينج,ametrallamiento,73
13270,اجتماعي,social,15
4826,بعنف,salvajemente,79
9778,كازينو,casino,43
1076,التآمر,conspirador,54
2859,تنفس,ventilación,84
1144,وانكيل,wankel,96
3335,سكرتارية,secretaría,87
6461,غير حكي,no constructivo,69
4229,تقاطع,interceptar,15
11876,إعادة إدخال,reinsertar,8
9197,نحلة طنانة,abejorro,51
250,مبرمجون,programadores,30
2082,كاث,kath,92
7951,قبل الأخير,penúltimo,60
887,العجز,déficit,32
6086,ويتشيتا,wichita,71
337,راتاتويل,ratatouille,100
6967,ساكن الأرض,terrestre,65
11096,ممفيس,memphis,37
3932,نطق,pronunciar,39
1519,العابث,violinista,94
11100,الرقابة,censura,37
14397,نار,fuego,10
5472,توضيحي,explicativo,75
8726,اي جي,ag,54
4281,شهد,testificar,59
6646,قابل للحياة,viable,68
1668,أربك,emborracharse,94
7101,الارسال,transmisor,59
13321,إسرائيلي,israelí,15
11906,sprint.,pique,28
8596,منبر,tribuna,45
12834,خاصة,principalmente,21
8087,طوق,collar,49
2022,العنصر النائب,marcador de posición,92
14452,قيادة,principal,7
3483,بارونيت.,baronet,79
10812,الشعاب المرجانية,arrecife,38
5182,التطور,evolutivo,77
8662,البيزنطية,bizantino,55
9433,فلك,arca,49
396,السيلينيوم,selenio,100
13896,تحت,bajo,7
10585,المدمج,compacto,37
12754,النسبة المئوية,porcentaje,21
4640,طهارة,purificación,80
10483,شركة انتل,intel,41
5464,مفاعل,reactor,70
9136,المفارقة,paradoja,47
7618,خنق,sofocar,55
14042,أعلن,anunciado,12
11725,sc.,carolina del sur,31
4637,ضمور,distrofia,80
7001,شابلن,chaplin,65
10491,المنصة,podio,40
10667,المتجه,vector,38
11175,تجمهر,multitud,33
8375,ميالى,sci,57
13673,جيرسي,jersey,12
4851,هولشتاين,holstein,79
6948,وحي,oráculo,65
720,هيكر,objetante,96
12870,غير مخضرم,novato,18
13935,رقم,número,7
6511,ميركات,meerkat,69
10287,تشيستر,chester,42
13104,في داخل,en el interior,17
9061,القمصان,camisetas,36
12102,بروتوكول,protocolo,26
8997,بضاعة,cebar,45
9673,من المفترض,según cabe suponer,47
11945,الحاديه عشر,undécimo,29
7211,يسافر,viajes,17
8939,davenport.,escritorio pequeño,53
11316,كتف,hombro,31
2810,الترشيح,candidatura,88
971,نغمة,tintineo,90
8202,حبيبي,querida,57
10726,شي,shi,35
11726,سوريا,siria,31
10317,جاوة,java,42
10922,نيوفاوندلاند,terranova,38
3080,خلل,defecto,51
2241,السيلان,gonorrea,91
6008,الماندرين,mandarín,71
3100,كوشير,comestible según la ley judía,88
13091,بحث وتطوير,rd,18
6818,telecast.,teledifusión,59
12619,خان,kan,23
7844,بايبر,gaitero,57
4335,الطباشيري,cretáceo,82
13530,دفع,arbusto,13
11134,يحفز,catalizes,36
6697,أنفسكم,ustedes mismos,67
12530,سر,secreto,22
9574,والي,criajo,47
3212,ورق الجدران,fondo de pantalla,84
841,عربات التي تجرها الدواب,calesa,97
5493,سلونة,sloan,75
13687,سيئة,malo,12
4916,غير محتمل,improbable,76
6174,كيوي,kiwi,65
4890,لوب,lub,78
6303,يونس,jonah,70
6755,ملائم,favorable,29
3411,البوليستر,poliéster,84
5990,إسبرسو,café exprés,72
4260,مينوت,minot,82
2330,الطباعة الحجرية,litografía,83
9478,الفاشية,fascismo,49
3181,ماجو,mojo,88
7259,إطراء,complemento,58
375,السيليكا,sílice,100
2575,رجال الميليشيات,miliciamen,90
5145,دومينيكا,dominica,77
5827,يختتم,concluye,24
5601,ريتر,ritter,74
11856,غلين,cañada,30
6573,دريسدن,dresde,68
913,المسكن,residencia universitaria,85
14436,عديد,múltiple,6
7340,mig.,muñeco,62
5915,داونفيلد,campo de campo,72
8831,جويس,joya,54
2929,الدوبامين,dopamina,88
5505,حصة نسبية,cuota,68
11235,اصمت,cierre patronal,22
13305,فقرة,párrafo,14
12912,مؤسسة,corporación,16
7903,الدفع,verificar,59
2180,النزهة,picnic,91
5539,لاهاي,la haya,75
12208,catgut,cuerda de tripa,27
14062,مثال,ejemplo,10
13214,الأيرلندية,irlandesa,17
8149,شرعت,embarcado,48
6360,وانكر,gilipollas,70
3015,هنتلي,huntley,88
14511,يترك,dejar,7
9093,متخرج,graduado,36
9311,بوني,bonnie,47
14360,يناير,enero,5
9056,موزمبيق,mozambique,52
11640,أبو,abu,32
12827,الكورية,coreano,20
11106,بالكاد,difícilmente,37
14438,بدأت,comenzó,7
11543,قوس المطر,arcoíris,32
6568,طبعة جديدة,rehacer,64
12423,دير,der,25
11913,مزرعة,granja,24
11343,إعادة نشر,volver a publicar,35
11866,احتلال,ocupación,26
5971,توديع - فراق,despedida,71
9414,تحرش,acoso,26
6373,كلو,chloe,70
3690,شاقة,desalentador,84
2659,يديلين,a mano,90
8337,من الضواحى,suburbano,56
1258,foreshawing.,presagio,85
6010,الشماس,diácono,42
14469,وثيقة,documento,12
13216,لم يكن,wasn,17
1090,ظرفية,circunstancial,96
10776,يتصور,imagina,31
8805,سمفونية,sinfonía,52
4006,الشعبوي,populista,74
13146,ويسكونسن,wisconsin,17
10756,محارب,guerrero,24
1798,الإغاثة,seducción,89
3633,برج القوس,sagitario,85
3894,عطيل,othello,84
8483,كتلة,bloque político,55
11818,بجانب,además,27
11078,دراماتيكي,dramático,30
4630,التقزح اللوني,iridiscencia,78
5269,كاساندرا,casandra,76
10,نجمة الشمس,estrella de sol,100
4403,ريجنت,regente,35
1283,مومس,monótono,95
14023,مختلف,diferente,9
13638,يحدد,especifica,7
10069,لاما,lama,43
1917,كوارك,cuarc,90
11176,المؤلفون,autores,9
8442,غير ناضج,inmaduro,54
13097,التصنيفات,categorías,6
5029,حافز,estimular,34
8436,قدرات,habilidades,22
2842,ضحكة مكتومة,risita,67
5508,الظواهر,fenómenos,75
5267,choreography.,coreografía,76
8103,متكامل,integral,24
6829,فارس السباق,jockey,62
1877,استيقظ,despertador,28
11390,السويدية,sueco,34
13749,مسار,pista,10
6922,وي,pequeñito,65
9171,مجهري,micro,51
13144,الإسكندر,alejandro,17
10056,مالي,mali,44
8294,روسو,rousseau,57
9421,تمساح,cocodrilo,46
7647,السبتية,adventista,58
13884,ثلاثة,tres,7
7099,خيانة,traición,63
7159,إعياء,fatiga,62
2583,العطف,amabilidad,13
1579,غاضر,enfurecido,88
1505,الباسط,afloramiento,95
6224,صرصور,cucaracha,70
13694,دفاع,defensa,10
4901,الحاسوب العظمى,supercomputadora,77
10261,الحزبية,partidista,37
13288,هونغ,hong,16
7453,الزوايا,anglos,34
10955,إلغاء تنشيطه,desactivado,35
4669,هيلر,heller,79
9113,النجم,starr,51
6342,تجسس,fisgonear,68
12473,سيمون,simón,24
14189,مفتاح,llave,11
11903,مليا,em,27
2390,sportscaster.,comentarista deportivo,87
12883,مائة,centenar,15
461,التصالح,conciliar,84
4193,سترايت,tachar,40
1633,الاحتياطي,preventivo,75
3695,في سبات عميق,latente,85
7680,الاستمناء,masturbación,57
13740,مشترك,común,10
7498,اندس,indus,62
3493,وميض,centelleo,86
8033,وظيفي,funcional,21
2382,رانجون,rangún,91
13333,معقول,razonablemente,6
8372,ماكبث,macbeth,57
8644,جغرافي,geográfico,34
8455,عرق,etnicidad,24
13400,حياة مهنية,carrera profesional,14
13164,وظيفة,papel,16
6793,القوميين,nacionalistas,38
5744,عديمي الخبرة,inexperto,73
12268,مسلم,musulmán,21
8999,رافعه,grua,51
13401,10th,décimo,15
14036,بيت,hogar,7
338,منا,aquél,100
9053,ضباب,calina,49
1285,إستنتج,inducir,52
11924,جنسيا,sexualmente,18
7629,أميش,amish,62
3329,عضلة القلب,miocardio,87
14091,ن,norte,8
12663,بوتر,alfarero,22
7612,غروفر,grover,62
6254,خادمة,criada,67
10723,برهنة,demostración,19
6479,ترميز,codificación,12
1972,عدم الرضا,insatisfacción,92
6533,المناصرة,abogacía,69
7155,لوجستية,logístico,37
9174,تهانينا,felicidades,43
1569,فارونا,varuna,94
12691,ودود,amistoso,22
13107,دراما,drama,18
8439,إلمير,oler,56
4163,لوغاريتم,logaritmo,76
4084,fastball.,bola rápida,82
5271,المستضعفون,perdedores,56
6569,المهملة,descuidado,56
2079,البواسير,hemorroides,91
13484,واهن,ab,13
2073,تضليل,desinformación,92
12897,جيمي,palanqueta,20
11636,قارن,comparar,11
12119,الدوران,circulación,24
11164,الإبادة الجماعية,genocidio,34
5466,دفئا,más cálido,73
2812,مشادة,altercado,87
8796,كمين,emboscada,46
980,اغا,agha,97
6940,فاكس,fax,64
7312,نابير,napier,63
6016,العصي,palo,22
10080,جرف,acantilado,41
1348,فيف,vive,96
14261,يطلق,liberar,8
6706,البارثينون,partenón,67
3600,قلق,ansioso,85
5805,تحويل,desviado,60
10369,الجبر,álgebra,39
1036,هسديان,arpillera,93
5696,الأرض خارج,martura,74
11392,دكتور جامعى,profesor,32
1448,تينغ,ting,84
4969,جونزو,gonzo,78
9431,شيرلي,shirley,49
4576,تهريب,contrabando,73
3718,جناية,delito,81
5886,يميز,distingue,28
1697,فن الخط,caligrafía,94
13210,انتخابات,elecciones,10
380,كلكان,alcano,96
6205,إعانة,limosna,69
2894,attrocious.,atroz,88
5532,شجرة السرو,ciprés,75
9163,بريسلي,pretendiente,51
14485,عطوف,amable,13
13969,يتحكم,control,11
10783,السعي,buscando,24
11560,البس، ارتداء,tener puesto,22
3240,boldface.,negrita,80
256,الديوان,dewan,100
2653,الملاثيون,malatión,90
14385,أصول,activos,38
5242,مونوليث,monolito,69
7747,ذروتها,culminante,41
13313,فتاه,galón,16
2228,بط نهري صغير,trullo,91
13681,أرسلت,enviado,12
893,عسكريا,militarmente,97
13218,محيط,oceano,16
8281,سيرز,sensa,55
8243,اغفر,perdonar,50
6713,تعيس,infeliz,65
10225,حفرية,fósil,28
8227,قس,rvdo,57
11503,التبت,tíbet,33
8276,رمح,lucio,51
11544,مقعد,asiento,20
10275,أوتو,otón,42
829,تمكن,maestría,98
1844,trotter.,trotón,91
14047,أعضاء,miembros,9
9364,بين عشية وضحاها,durante la noche,50
490,civ.,civil,99
5230,دوامة,vórtice,76
10437,امن,tranquilo,15
2893,شتلاند,shetland,88
5871,ووه,augurio,73
9102,الحرارة الأرضية,geotérmico,52
6208,غير قادر علي,entropía,71
12956,سنوي,anual,18
4760,غلاية,pava,77
1331,جيبس,jibbs,96
13311,ربما,posiblemente,7
12886,تأثيرات,efectos,10
8347,أورويلي,orwelliano,57
12067,أعمدة,pilares,27
4120,كاس,cass,82
12131,مرشح,candidato,20
7632,الآفاق,panorama,60
4064,الشغب,gamberrismo,63
7084,ساكسونيا,sajonia,65
8188,ميك,manso,58
10513,شائعات,rumores,35
4354,ماخ,mach,81
1082,من الآن فصاعدا,de ahora en adelante,96
11064,شون,shawn,37
4793,تناظر,simetría,77
2196,روشيل,rochelle,91
11420,فطيرة,tarta,32
10339,إيرادات,ingresos,38
7525,قاطع,interruptor automático,50
3398,الفناء الخلفي,patio interior,87
731,الممارسين,practicantes,78
1465,بالتتابع,secuencialmente,66
2949,الفوسفو,fosfo,88
2078,النيتروز,nitroso,92
3055,تسليم,manos libres,88
804,الكيروسين,queroseno,98
3288,استخلاص,salvar,65
2442,wily.,astuto,90
629,النرجسية,narcisismo,99
391,الآخرة,vida futura,100
7857,فضفاضة,flojamente,30
5014,تدليك,masaje,76
6692,الديدان,gusanos,47
11305,بركان,volcán,33
4877,يراعة,luciérnaga,77
9564,جرح,herida,18
5299,سوء السلوك,mala conducta,76
8386,فاج,fachada,57
5125,ريجنسي,regencia,77
9704,الكابيتول,capitolio,46
2984,نتوء,cong,88
11854,جاري التنفيذ,en curso,30
7500,يلوستون,yellowstone,62
9237,قطران,alquitrán,50
8124,قنب هندي,marijuana,58
1351,bigotry.,fanatismo,96
12812,لمس. اتصال. صلة,tocar,18
12723,الإثنين,lunes,22
7253,الغش,infiel,48
450,أساء,preguntador,100
10264,المتاجر,historias,23
7042,شهادة,certificación,41
9553,بروكسل,bruselas,48
2041,المركزية,marco principal,91
3234,تظاهر,despertar,78
4690,الدماغ,encefalopatía,79
9350,الصحراء,sáhara,50
1999,علم السموم,toxicología,90
11517,مو,moe,33
6234,مسلحين,hombres armados,71
5448,زائف,espurio,75
3984,الأكروبوليس,acrópolis,83
4791,من غير المكتسب,no ganado,79
2907,الخربشة,escarbar,88
7192,أدب,decencia,64
4530,مزاج,templado,43
9026,موقف,postura,51
7783,رافائيل,rafael,61
12461,زى موحد,uniforme,21
4301,بروكلي,brócoli,82
12300,المنشقين,disidente,25
11861,عمق,profundidad,29
6025,من جانب واحد,unilateral,55
6667,تام,tam,66
11547,تغيير,alterado,8
7535,قاتلة,letal,61
1699,بوغارت,bogaro,94
10568,اعادته,repetición,34
5573,طوبولوجيا,topología,64
12736,الضغط على,prensado,12
9306,رجال الشرطة,policías,50
8948,دود,endurecido,53
6930,عصيدة,gachas,64
11534,هيلين,helen,33
11880,برغر,berger,30
10855,ناعم,suave,37
6889,روميرو,romero,66
10017,يوهانس,johannes,45
8522,الحكم,juzgar,20
6540,في السر,secretamente,69
9823,بترول,petróleo,46
5339,كومة,montón,69
13319,إعصار,tifón,15
14201,شاشة,pantalla,19
14348,مع الأخذ,tomando,5
11959,أرماديلو,armadillo,29
11694,الناقل,transportador,29
13820,أيّ,cual,6
4964,أفالون,aval,78
4904,كامينو,camino,78
2471,interlanguage.,intervilización,90
8961,همنغواي,hemingway,53
8142,متنوع,variado,21
6563,بروكتور,procurador,69
5586,ساذج,ingenuo,71
9630,مورس,morse,48
7429,ستر,ester,63
8385,البارود,pólvora,57
437,أميجا,amiga,98
9187,كلارنس,clarencia,51
3743,برج الحوت,piscis,85
3115,إيجة,egeo,88
7174,موت,discutible,62
2482,لافندر,lavanda,90
5685,tycon.,magnate,73
10910,السيانتولوجيا,cienciología,38
6367,مرض الزهري,sífilis,70
3550,الإدارة,gerencial,86
8066,تلا ذلك,se produjo,30
750,اختلال وظيفي,disfunción,88
13626,الانسان,humano,12
4805,ادانة,condenar,34
10469,القنوات,canales,15
677,بونا,bona,98
13603,اليابانية,japonés,12
4450,البارجة,porteo,81
11151,كونغو,congo,36
5740,طبيب بيطري - بيطري,veterinario,73
10130,ذكي,inteligente,18
7512,برومو,bromo,62
9772,حظيرة الثيران,toril,46
13555,مزدوج,doble,12
6825,العشرينات,veinte,13
4956,قوة حصان,caballo de fuerza,77
4739,غير كفء,incompetente,65
436,غونثر,guntero,100
6376,ايفت,evert,69
8274,ميت حي,no muerto,57
6900,حساب,contabilizado,5
13290,أنتوني,antonio,16
8432,ليثيوم,litio,56
7116,الكساد,busto,50
11696,رائع,guau,31
5304,السيخية,sikhism,76
3389,زيوت,aceites,16
13894,هؤلاء,estos,7
1861,زونتا,zonta,93
13902,المسؤولون,funcionarios,9
7353,المناظر الطبيعيه,paisaje,58
12094,كيو,what,28
6778,الفلوت,flauta,65
6804,لوريل,laurel,66
5089,تاين,tyne,58
11825,postseason,postemporada,30
7971,الشيخ,jeque,59
3998,ضبابي,brumoso,83
14486,ميزة,característica,10
10607,الراين,rin,40
5974,حارق,quemador,71
6013,كاتب العمود,columnista,67
13815,أو,o,5
7582,أكيناس,aquino,62
11054,نيل,neal,37
2219,لا يمكن التنبؤ به,impredecible,88
9557,التعلق,colgado,48
5593,طفره,mutación,64
9729,تسعة عشر,diecinueve,47
13867,لو,si,5
7789,الصفة,adjetivo,55
3142,نفسيا,psicoactivo,88
1378,بيلوجا,beluga,96
5675,مسؤولية,responsabilidad,72
14041,بالفعل,ya,8
12537,نسخ,copias,11
407,ضلل,engañado,100
7868,بوتسوانا,botsuana,60
10370,الإعلانات,anuncio publicitario,7
8564,لا مفر منه,inevitable,55
3782,كانتور,cantor,84
9507,متردد,dudoso,49
10436,استبدال,sustituido,21
8053,مبني للمجهول,pasivo,57
3177,سعال,tos,80
11259,إقليم,territorios,12
10411,أخلاقي,moral,31
11793,إخطار,notificar,26
7638,eromedical.,aeromédico,62
1746,باكا,baka,93
7761,الهيكل العظمي,esquelético,61
13712,يمكن التحقق منه,verifiable,8
644,سيلت,celta,86
5745,أعيد فتحه,reabrido,62
13570,ثقيل,pesado,13
422,سترينجر,larguero,97
13115,مصر,egipto,18
1830,thylacine.,tilacina,93
11163,الحضارة,civilización,11
9348,دانتي,dante,50
536,الامتناع عن ممارسة الجنس,abstinencia,98
9577,في جميع أنحاء البلاد,a escala nacional,48
2846,أبله,mentecato,88
2316,البديهية,axiomas,74
10561,بيانو,piano,40
7044,تقرح,doloroso,60
10766,الخرسانة,hormigón,38
10313,المشي,caminando,14
7301,بليتز,bombardeo aéreo,59
14218,حاسوب,computadora,7
12341,ذاكرة,memoria,13
1863,جائع,rudge,93
1539,ماغنون,magnontal,95
14097,مقابلة,reunión,10
2660,أغنى,más rico,90
6256,يين,yin,70
4302,عازلة,aislamiento,66
7503,زنبق,lirio,61
5325,نسف,torpedo,70
9137,كذا,sic,51
12197,مضرب,murciélago,9
6017,مريم,miriam,72
6362,بيغل,beagle,69
13299,التقى,reunió,13
7238,بسمارك,bismarck,64
8433,غير متقدمة,incondicional,56
12492,روح,alma,23
6882,جدري,varicela,66
5933,الوجه,facial,72
11208,هوليوود,hollywood,36
1305,مذبذب,oscilador,63
2074,سنتوريون,centurión,85
7025,نضوب,agotamiento,50
13462,لينكولن,lincoln,14
1080,التكوينات,configuraciones,48
6061,فترة طويلة,prolongado,64
14232,رجل,hombre,9
4682,الشهم,galante,79
13928,مجموعة,grupo,8
9758,التنظيمية,organizativo,46
7459,أهوي,ahoy,62
13846,لكن,pero,5
8339,اضطهاد,persecucion,52
3885,حب الشباب,acné,84
8502,عهدة,custodia,55
6100,شرب,cenador,71
143,شرسة,feroz,99
14333,يبيع,venta,21
7917,ووستر,worcester,60
1762,على فترات متقطعة,intermitente,83
2490,بيلدر,biliar,90
12158,شيطان,demonio,19
13356,مستقل,independiente,12
930,هاوية,abismo,85
144,وايك,aik,100
12070,المحلول,solución,24
199,جيرترود,gertrude,100
10161,الرجل الوطواط,hombre murciélago,43
515,رصف,pavimento,91
6459,صدأ,oxido,65
6703,نيمو,nemo,67
5235,شيه,shih,76
476,المستقلب,metabolito,93
3529,الزراعة المائية,hidroponia,83
7232,في وقت واحد,concurrentemente,52
6068,يصر على,insistir,27
13813,يملك,tener,5
1462,بتقدير,tremendamente,54
7294,دفوراك,dvorak,63
745,ريبا,ripa,98
6364,تذوب,disolver,40
933,سدوم,sodoma,97
6308,جمبري,camarón,70
10604,التسوق,compras,24
10702,برميل,barril,36
12640,عداد,encimera,21
797,philharmonic.,filarmónico,98
8517,قزحية,iris,56
7784,فردون,verdun,61
8075,إسفنج,esponja,58
12277,جاغا,jaga,26
3095,عزم الدوران,esfuerzo de torsión,88
7107,فاق,perforación,65
12274,الإشارة,señal,21
9342,مثيري الشغب,roters,49
3108,إتصال,impala,88
13454,نكتة,broma,12
4635,كريك,tortícolis,80
2264,رجل الكهف,cavernícola,91
11361,اندريه,andre,34
4262,فورت,ingle,82
8051,اكرون,akron,59
8313,فالك,falda,57
2901,حفاظه,pañal,85
1799,المزلق,lubricante,81
13660,الطائرات,aeronave,12
8892,كونكورد,concordia,52
6600,الأخطاء,fraternidad,51
3344,تسريحه شعر,peinado,74
8283,تليف,fibrosis,57
12481,زجاج,vidrio,22
6129,صرير,chirrido,69
13099,أكبر,más grande,18
14215,تأثير,efecto,10
3050,ثيسل,cardo,82
14226,حر,gratis,5
883,برفض,sutilmente,97
10316,مخبأ,cache,38
7615,الابتسامات,sonrisas,29
1755,سريالية,surrealista,65
14168,سياسة,política,6
4699,مطرقة 🔨,hummer,79
5043,المالطية,maltés,77
5331,deadlock.,punto muerto,68
9647,زامبيا,zambia,47
10739,ريتشاردسون,richardson,39
9181,ستوكهولم,estocolmo,51
13674,كثيرا,lote,12
13918,يشارك,compartir,6
5553,بوروندي,burundi,75
8929,النازية,nazismo,53
10292,الصورة الرمزية,avatar,42
5387,البنزين,benceno,75
9552,مقرفة,hq,48
5679,خردل,mostaza,73
12614,كالجاري,calgary,23
1997,نزارين,nazareno,93
10811,ليونارد,leonard,38
8459,خزينة,tesorería,55
7536,معالج,procesador,55
2446,ريموس,remus,90
12346,تعبث,lío,20
3554,اومني,omni,86
10661,أقدم,más antiguo,39
969,الإيصال,recibo,74
13506,بريد,correo,13
13646,تشارلز,charles,12
6075,قاسية,cruel,71
13025,كولونيل,coronel,18
13875,هم,a ellos,6
4705,speareded.,encabezado,62
10057,هاكني,máquina de alquiler,44
6351,إنفاذ,fianza,61
651,إيفيدرين,efedrina,98
10904,تخزين,almacenamiento,38
10043,مونيكا,monica,44
1599,هاردن,endurecer,73
1744,كلام.,kalam,93
10676,وصي,guardián,38
8440,أنفلونزا,gripe,56
12048,ذئب,lobo,28
1590,تكثف,condensar,51
4095,فداء,redención,81
14343,حالياً,actualmente,7
12022,رفض,denegado,22
10859,كلي,colegial,38
3306,عرافة,maleficio,85
6890,إشبيلية,sevilla,66
12980,landfall.,recalada,19
11712,إميلي,emily,31
6455,المكورات العنقودية,estafilococo,69
8015,الحاخام,rabino,57
7678,هاتشباك,hatchback,57
13023,الحدود,frontera,16
13696,فرد,individual,11
5960,كيلومتر,kilómetro,72
14467,مناقشة,discutido,6
11363,النهائيين,finalistas,30
4784,ورق مقوى,cartulina,79
7854,riverfront.,river,60
1398,فينيل,fenilo,95
4684,حظيرة,estacada,75
1627,الكتان,linaza,94
1815,الطبية الحيوية,biomédico,93
12391,مورغان,morgan,25
9051,القتل الرحيم,eutanasia,52
1557,متعاطي المخدرات,breamer,95
12902,ننسى,olvidar,19
10219,اشتباك,choque,31
8593,أوليفيا,olivia,55
2865,أنجليكا,angélica,88
12525,لورنس,lawrence,24
14424,خصوصاً,especialmente,11
1003,أمراء الحرب,señuelos de la guerra,82
5143,هوموفوبيا,homofobia,77
3131,تثبيث,bostezo,84
4767,كانغ,kang,79
3069,أساسيات,fundamentos,33
6605,لاي,lai,68
6334,دوبلر,doppler,70
6126,جارلاند,guirnalda,70
2094,glycer.,glicerol,92
7736,صدى,resonancia,57
7545,الدلو,acuario,62
12054,الدمى,títeres,23
6210,ecrna.,ecidna,70
10422,يكذب أو ملقاه,mintiendo,20
11908,غير عادي,raro,26
5852,تول,tol,73
3979,torchwood.,torcedilla,83
4094,wiener.,salchicha,81
3310,محاكمة,sumamente,87
9573,حبار,calamar,40
9378,المطهر,purgatorio,49
8750,توربيني,turbo,53
7187,أشاع,rumorado,32
8453,تسمم,envenenamiento,37
5976,ملل,aburrimiento,71
5684,زاهدة,anacoreta,74
6966,غير ملائمة,desfavorable,65
7306,عرسة,chulo,62
10628,تعليم,enseñando,30
3399,تفكيكها,desmantelado,70
609,الأرستقراطية,aristocrático,85
8492,outscored.,superválido,49
7252,ملابس,atuendo,55
4324,ديب,debutante,69
492,إمساك,estreñimiento,96
12731,في احسن الاحوال,perfecto,21
4105,ساكاي,sakai,83
6562,اتول,atolón,67
13592,كورو,kuru,13
11918,ديرك,puñal,29
11679,أوروجواي,uruguay,31
4148,نقار الخشب,carretera de circunvalación,75
2718,ضوء القمر,luz de la luna,87
8071,باكستر,baxter,59
5178,بدون توقف,sin escalas,77
9499,يتبرز,caca,46
5972,مكتب المدير,hundir,52
13436,المشار إليها,referenciado,13
13371,جبل,montaña,12
10029,سكينر,desollador,44
13693,الحب,amor,12
11634,بقلم,bardo,32
4608,سيوداد,cidad,80
12609,ميل,mil,23
9485,طفولي,infantil,48
5451,نظريا,teóricamente,54
7843,إيماء,vc,60
11324,إديث,edith,35
4922,هوف,hove,78
523,الجملونات,gapas,75
9716,عاصفة ثلجية,tormenta de nieve,46
5893,تنفيس,respiradero,62
6612,جرار زراعى,tractor,64
6674,رادمان,roduce,68
4245,ايفر,ever,82
10165,توقف,cesado,23
1004,سمك أبو سيف,pez espada,97
8491,ذو الروح العالية,mahatma,56
6680,حلوى,dulce de azúcar,67
12711,أوتوبيس,autobús,20
10338,إيمرسون,emerson,42
13913,كلاهما,ambos,8
13713,لحر,mar,12
6147,تعويضات,indemnización,66
4702,غير مسؤول,irresponsable,77
5840,رطانة,algarabía,73
12205,اختار,escoger,27
1952,آشور,asiria,93
1161,الماديرا,madeira,96
7371,بوير,boyer,63
5977,نايشت,nicho,70
9642,يانغ,yang,47
6103,تروس,braguero,71
2462,بلاغي,retórico,60
6375,disormanized.,desestructurado,69
13929,طريق,forma,7
12057,يتضمن,contenido,7
10507,هلع,pánico,40
10408,هير,herr,41
10175,هداف,goleador,32
11120,كاري,carey,37
13294,تتعدد,montar,14
7819,لوسيا,lucía,61
14067,منزل,casa,10
9297,الاعمال الخيرية,caridad,46
9475,خفضت,degradado,47
3246,النيلي,índigo,88
541,السنهالية,cingalés,99
4654,بيرسيفون,perséfone,79
11627,انتظار,esperando,15
10028,الاقتراع,votación,37
4211,حظا,agarra,40
12642,وسائل الترفيه,entretenimiento,19
5215,بطاقة بريدية,tarjeta postal,71
11157,الإيرادات,ingreso,32
13511,تورونتو,toronto,13
5987,علامة مائية,filigrana,65
1995,كزاز,tétanos,93
14084,يتحرك,mover,8
6604,ندى,rocío,68
3795,airdrop.,entrega por paracaídas,74
13810,هو - هي,él,5
4078,بيلفو,belleva,83
213,البروليتاريا,proletariado,100
1769,إعادة تصنيفها,reclasificado,88
