ID,JAPAN,FRENCH,INTERVAL
8482,秘密,testament,43
8141,アルバカーキ,albuquerque,46
2285,バリスタ,baliste,89
3412,ポリエステル,polyester,80
10364,バイナリ,binaire,29
1779,盛ん,bricolage,92
6545,宅配便,courrier,57
4956,アクセル,axel,69
7796,エチル,éthyle,48
5129,公国,duché,68
8592,山の,shan,42
6998,弱りに,plus faible,54
7154,離婚,divorce,53
12484,恵み,la grâce,14
10790,ツール,outils,26
239,昼寝,sieste,100
12481,ネガティブ,négatif,14
11108,帝王,César,24
426,スーパーマリン,supermarine,100
13553,適用されます,s applique,6
11265,準決勝,demi finales,23
13295,マウント,monter,8
586,発行,émission,99
7590,投げ捨てる,décharger,49
8764,ファインダー,viseur,41
8690,残念ながら,tristement,42
13415,ファインティング,combat,7
12181,大規模,massif,16
13662,真ん中,milieu,5
8292,ナイフ,couteau,44
2086,パラトロピー機,parachutiste,90
1938,ポンペシー,pompe,91
4492,ヒステリー,hystérie,72
557,跳ね返る,rebondir,99
4947,繰り返した,réitéré,69
13704,早く,rapidement,5
2045,アンテナ,antennes,90
2094,ディナール,dinar,90
5046,修道,modi,68
7757,死別,mortel,48
10827,コーラル,corail,26
4077,ドワード,down,75
2227,軸,axial,89
11248,槍,lance,23
12029,ディスク,disque,17
13286,第七に,septième,8
4281,チップマンクス,chipmunks,74
323,警備員,videur,100
11431,三位一体,trinité,22
219,ニトロフェノール,nitrophénol,100
12512,方向,direction,14
12062,どこでも,partout,17
5997,アスター,aster,61
4827,乱暴に,sauvagement,70
468,お問い合わせ,renseigner,99
9691,ハートフォード,Hartford,34
8067,もし,s ensuivir,46
10133,インスタント,instant,31
5220,甘味,taillé,67
2313,ドキドキ,martèlement,88
10919,余波,conséquences,25
7899,交換,échange,47
12599,伝説,Légende,13
7293,凛々しい,chil,52
4373,コイル,bobine,73
1010,非難,pas pratique,97
3784,無線,cantonais,77
4971,アセクティビ,asclepius,69
11816,マクドナルド,McDonald,19
1185,散らす,tour,96
13074,単純,Facile,10
11287,傾向,tendre,23
10076,インドネシア語,indonésien,31
11690,自動車,voiture,20
7984,シリング,schilling,47
338,ラタトゥイユ,Ratatouille,100
12489,無関係,sans rapport,14
7462,休暇,vacances,50
9820,広島,hiroshima,33
5412,ローダーデール,lauderdale,65
8952,ハスキー,rauque,40
10772,濡れた,mouiller,26
2016,未知の,invisible,90
12988,ジーンズ,jean,10
11543,モロッコ,Maroc,21
8043,タナー,tanneur,46
5710,妄想,erreur,63
4005,恐怖症,phobie,76
5144,ホモフィア,homophobie,68
12966,彗星,comète,10
8994,スリップノート,nœud coulant,39
2015,魅力的な,tentant,90
7085,ザクセン,Saxe,53
13629,ポール,pôle,6
10167,スポンサード,sponsorisé,31
10568,不必要に,inutilement,28
253,議員,parlements,100
8413,重力,gravitation,43
6838,テキーラ,Tequila,55
5032,激しい,harmonique,68
7597,不安,anxiété,49
6987,獄舎,détenu,54
634,アトカ,Atocha,99
7531,有益,bénéfique,50
8281,閉塞,blocus,45
12546,衛生,Satellite,14
6724,マダム,Madame,56
689,偏見,omniprésent,98
12255,内部,interne,16
2504,最先端,premier plan,87
5558,タウリン,taurine,65
3151,シャットダウン,fermer,82
7168,カリオカ,carioca,53
8537,恒久,stellaire,43
7104,絶滅,disparu,53
13451,それにもかかわらず,néanmoins,7
7775,ブルーキー,brookie,48
13017,疾患,maladie,10
6692,退院しました,doté,56
7250,バーベス,bourgeois,52
1456,頂点,sommet,94
4788,ウッドベリー,woodbury,70
11569,もう,plus,21
11827,さよなら,au revoir,19
5978,ニッチ,nichement,61
13121,実際,réel,9
7202,エリヤ,Elijah,52
380,窯,fourneau,100
713,めくらする,non écrit,98
12974,イランの,l Iran,10
5374,インドシナ,Indochine,66
3142,うるさい,bruyant,82
8538,鯨,baleinière,43
7737,共振,résonance,48
5728,ココス,cocos,63
13174,二次,secondaire,9
6898,アンサンブル,ensemble,55
7879,シミター,cimeterre,48
5331,紀要,mémoires,66
10760,大聖堂,cathédrale,27
11871,ジェレミー,jeremy,18
13099,エドワード,edward,10
9863,悲劇,la tragédie,33
9071,オランウータン,orangutan,39
12949,ジャンク,Camelote,11
13041,シニア,Sénior,10
7310,飲料,boisson,52
7512,検察官,procureur,50
8836,スターリング,stire,41
6767,巡礼者,pèlerins,56
10330,ブラウズ,Feuilleter,30
1221,かわいい,crumpler,96
3385,非互換,incompatible,80
2878,お守り,spirituel,84
8062,食べた,a mangé,46
6133,マギー,magrifier,60
11367,チャーター,charte,22
3389,カリフォー,khalifa,80
3352,ぼんやりする,goutte,81
10512,液体,liquide,28
5133,バンドリー,bombardier,68
4174,連邦主義者,fédéraliste,75
2572,シーメンス,Siemens,87
13769,自体,lui même,5
10185,ネオン,néon,31
7983,文句を言う,se plaindre,47
13185,軽く,légèrement,9
7658,モンマス,Monmouth,49
21,スラブ,dalle,100
2648,神学者,théologien,86
9850,スパイス,pimenter,33
2894,シェトランド,shetland,84
10848,アンゴラ,Angola,26
11924,アンドロイド,Android,18
6401,ヴェンデエ,Vendetta,58
3036,ヤコビー,jacoby,83
2766,スマーナ,smyrna,85
2364,エレンド,élandir,88
12140,精神,esprit,16
5948,ミクロネシア,micronésie,62
7601,試合,combat,49
2930,ドーパミン,dopamine,83
2734,配管,plomberie,85
2646,専制,autocratie,86
9809,借金,dette,33
3088,燃える,ardent,82
10026,ハーレム,Harlem,32
9240,カルティエ,cartier,38
10569,再生する,rejouer,28
6478,パテ,crâne,58
97,ポリネシアン,polynésien,100
9913,居住の,Résidentiel,33
11500,バナー,bannière,21
11881,バーガー,berger,18
13407,谷,vallée,7
5449,偽の,faux,65
4541,ボブキャット,lynx,72
3895,オセロ,Othello,77
9815,牙,croc,33
8711,勇気,courage,41
11459,最小限の,minimal,21
5366,藻類,algues,66
344,テルマイト,thermite,100
9933,ヒース,bruyère,33
12521,ドット,point,14
3504,宇宙飛行,vol spatial,79
13246,ジェイソン,jason,8
8777,ミイラ,Momie,41
7648,冒険主義者,adventiste,49
13458,テック,technologie,7
8799,証言,témoignage,41
6623,小児性,pédophilie,57
3054,メーバー,mières,83
3377,カッター,coupeur,80
9803,驚くべきこと,surprenant,33
13084,描く,dessiner,10
7744,スケッチ,esquisser,48
11638,本当に,vraiment,20
3376,跳ね返る,rebondissant,80
12263,侵略者,raiders,16
5041,コルビー,Corby,68
1488,穴あけ,perforation,94
2869,デヤー,daler,84
7262,ゲノム,génome,52
8912,提督,amiral,40
969,マグダレン,magdalène,97
10660,末期,précieuse,27
5875,タンパク質,protéines,62
7671,レゲエ,reggae,49
5244,セラー,cave,67
3832,糞,bête,77
3138,近くに,plus proche,82
11264,キャップ,casquette,23
7380,セクター,secteurs,51
5218,トリスタン,tristan,67
10708,峡谷,canyon,27
13365,謝罪,s excuser,8
2605,ブレアー,booléen,86
1001,オブボン,audubon,97
5484,チンチラ,chinchilla,65
4705,セプタ,septa,71
2954,スライスされた,tranché,83
5009,悲惨な,misère,68
1400,効力,puissance,94
11582,ルーズベルト,Roosevelt,21
3374,廃止,abrogation,80
10147,大使,ambassadeur,31
12104,変換,conversion,17
5714,二塩素,dihydrogène,63
8628,ねじれ,tourner,42
9248,ジェニー,jenny,37
13167,訓練,former,9
8383,悲劇的な,tragique,44
7706,入植者,colons,49
6494,腹,ventre,58
10443,テリア,terrier,29
7001,ナックル,jointures,54
3897,織物,tissage,77
7759,希代の,sith,48
4973,失正,dyslexie,69
7397,ディンの,vacarme,51
8134,ペガサス,Pégase,46
1485,ジャンプスーツ,combinaison,94
9227,感情の,émotif,38
13101,グアテマラ,Guatemala,10
12386,ヒトラー,Hitler,15
3189,ハンドラ,gestionnaire,82
11960,アルマジロ,tatou,18
8162,取得,acquisition,45
6648,認知,cognitif,56
8382,一生,durée de vie,44
11514,社会主義者,socialiste,21
13170,夢幻,diffamatoire,9
9386,コーン,maïs,36
9926,レスター,Leicester,33
6120,エレクトラ,Electra,60
6044,道教,taoïsme,61
7306,ヌード,nudité,52
8782,バーズ,baas,41
5332,デッドロック,impasse,66
4127,レシピ,Recette,75
7015,革新,innovation,54
686,ロボ,lobo,98
141,再生,relecture,100
4162,ミャール,mon tout,75
514,百党,partitizan,99
107,バリウム,baryum,100
1474,ハーネス,harnais,94
12215,修正,correction,16
3227,ゆがみ,lilly,82
9397,フェンス,clôture,36
9938,紳士,Messieurs,32
9160,めちゃくちゃ,vera,38
6351,アロハ,aloha,59
10505,お祝い,fête,28
8595,侯爵,marquis,42
2591,ポルノ,porno,86
10359,詩の詩,poèmes,29
7441,費用がかかる,cher,51
11702,男爵,baron,20
13674,ジャージー,Jersey,5
13703,勝者,gagnant,5
13419,保有者,titulaire,7
2969,攪拌,agitation,83
6009,北京語,mandarin,61
1416,ヒロイン,héroïne,94
11237,不当に,injustement,23
6765,フィン,ailette,56
11498,ノルマンディー,la Normandie,21
5346,雪の,neigeux,66
11562,ドミニカ,dominicain,21
10680,雪崩,avalanche,27
9490,魚介,foot,36
1832,鉄道,hake,92
8379,恒久,tôle,44
8363,ストライプ,rayures,44
12640,最大,maximum,13
1877,キログラム,kilogrammes,91
2971,ウェスティングハウス,westinghouse,83
3435,官能,sensoriel,80
1015,オニキス,onyx,97
4589,黄道,écliptique,71
13551,5日,5ème,6
8477,フォージ,la forge,43
5174,余暇,loisirs,67
5719,泣き身,gémir,63
11862,深さ,profondeur,18
8019,ノックスビル,Knoxville,46
9883,フレームワーク,cadre,33
3323,スピック,piquer,81
3611,フラックス,flux,79
12293,モスクワ,Moscou,15
7383,イライラする,frustrant,51
6121,魅力的な,fascinant,60
12378,キャンベル,campbell,15
4433,グルタミート,glutamate,72
7399,使徒,apôtre,51
2642,明示的に,expressément,86
7031,安息日,sabbat,54
5476,番号が付けられた,renuméroté,65
7302,ブリッツ,blitz,52
1451,階段,escalier,94
11922,ネバダ,Nevada,18
4893,口径,calibre,69
1581,遊牧民,nomade,93
12587,マレーシア,Malaisie,13
11577,モナコ,monaco,21
2431,アコーディオン,accordéon,88
10144,アリストテレス,aristote,31
8834,神経糖,nerveux,41
12533,明らかにする,clarifier,14
533,円形劇場,amphithéâtre,99
8132,楽しい,agréable,46
12284,ペルー,Pérou,15
8511,筋肉,musclé,43
12518,焚き付けされた,licencié,14
4908,フェミニスト,féministe,69
11674,フレスコ,fresque,20
5527,埋葬,enterrement,65
10553,内陸,intérieur,28
400,重炭酸塩,bicarbonate,100
12754,ウィンドウズ,les fenêtres,12
13296,カトリック,catholique,8
13603,5番,cinquième,6
12668,クルー,équipage,13
4704,敵対者,adversaires,71
7299,景観,scénique,52
4364,尊敬された,honoré,73
2689,ベーカリー,boulangerie,86
58,飢えて,affamé,100
12549,殺し,meurtre,14
10209,静かな,silencieux,31
3210,ミュート,muet,82
12159,悪魔,diable,16
2968,マスクされた,masqué,83
5786,肛門,anus,63
7916,メリー,joyeux,47
8724,スラレ,slayer,41
12114,レディ,Dame,17
6266,衣装,costumes,59
10228,バニー,lapin,30
6267,ヒスパニオーラ,hispaniola,59
12408,続けて,suite,15
4804,幸運にも,Heureusement,70
2093,デザート,le dessert,90
9632,チャップマン,chapman,35
6781,フォアマン,contremaître,56
5563,中西部の,Midwest,65
6450,邪悪,méchant,58
4805,気付かれた,inaperçu,70
4582,バロメーター,baromètre,72
750,ボツリヌス,botulisme,98
5176,レイシー,Lacé,67
3370,リフズ,riff,80
6790,サファリ,safari,55
12520,ハドラル,hadal,14
6412,同上,idem,58
10065,アレクサンドリア,Alexandrie,32
6349,コバルト,cobalt,59
11,サンスター,Sunstar,100
10049,パン,pain,32
13713,検証可能,vérifiable,5
13389,ニック,pseudo,7
6638,フッ素,fluor,56
3080,クリスマス,Noël,82
11527,事件、出来事,affaire,21
5137,ノルマ,Norma,68
6223,プルトニウム,plutonium,60
5125,梅,prune,68
10251,団結,unité,30
435,アンズクラウス,anschluss,100
8118,拒食症,anorexie,46
3981,隣接する,attenant,76
9178,いちご,fraise,38
7348,ハイニー,heinie,51
461,中毒性,addictif,99
8252,スカイライン,skyline,45
2715,ギグス,gigs,85
12574,より簡単に,Plus facile,13
29,回折,diffraction,100
12363,パッカーズ,emballeurs,15
10495,割合,proportion,28
11767,幸運な,chanceux,19
6681,ファッジ,truquer,56
6809,アビービー,abby,55
5352,伊リーダ,iliade,66
11595,旅行,voyage,20
10457,草,gazon,29
8779,コークス,du Coca,41
8846,画家,peintre,40
488,過言,exagération,99
12437,安心,soulagement,14
3854,ジヒドロキシ,dihydroxy,77
7492,ファイアウォール,pare feu,50
10009,メリディアン,méridien,32
560,キャッチキル,catskill,99
13178,世論調査,sondage,9
884,微妙に,subtilement,97
275,ミカド,mikado,100
1260,組み立て,assemblage,95
6270,炭水化物,glucides,59
11376,タックル,s attaquer à,22
12723,母親,mère,12
11470,チケット,billet,21
5989,腐った,pourri,61
3518,アーガイル,argramme,79
3110,河口,estuaire,82
6262,有名な,communément,59
10888,フレデリック,frederick,26
8260,化石化,fossilisé,45
123,サラーム,salaam,100
3489,カリプソ,Calypso,79
8428,火山,volcanique,43
6116,劇的に,radicalement,60
3433,梗塞,infarctus,80
6388,世俗的に,séculier,58
4429,メロビンディアン,merovingien,72
8618,ムチーリ,mufti,42
12731,飛行機,avion,12
4994,シャリオット,char,69
5023,囲まれた,enfermé,68
10319,マッサリー,massa,30
8570,漂う,dérive,42
1535,悟り,Épiphanie,94
13169,爆弾,bombe,9
3850,カミラ,camilla,77
3516,ディンガー,droguer,79
1247,未熟者,étonnant,95
12636,女性,femme,13
13206,テネシー,Tennessee,9
7320,フリンジ,la frange,52
5994,最適化,optimisation,61
9911,バジャ,baja,33
7681,オナニー,masturbation,49
2386,香ばしい,flagrant,88
9292,イスタンブール,istanbul,37
11354,ベルギーの,Belge,22
13405,一緒,ensemble,7
10940,ハンク,hank,25
5360,歯磨き粉,dentifrice,66
3128,ベール,voile,82
12186,ホップ,sauter,16
10329,段取り,arrangements,30
6571,著者,paternité,57
10033,ディフォルト,défaut,32
10978,粗い,rugueux,25
12777,カバレッジ,couverture,12
103,刷り立て,imprimé,100
10131,知的,intelligent,31
11484,間隔,durée,21
13462,短くする,plus court,7
9245,カロライン,caroline,37
11898,処理,traitement,18
10884,人種,racial,26
12476,ミサイル,missile,14
2991,インセンティブ,incitation,83
9983,マイナス,moins,32
4383,キン,proche,73
301,再定義,redéfinition,100
13079,空港,aéroport,10
562,アスパラガス,asperges,99
10442,ガブリエル,gabriel,29
5568,壊れやすい,fragile,65
5972,お別れ,adieu,61
11520,閃光,éclat,21
340,アンチモン,antimoine,100
1670,サルデーニャ,Sardaigne,93
4774,サルダール,sardaire,70
1110,ロシックルシアン,Rosicrucian,96
13665,ローカル,local,5
4140,北へ,nord,75
2211,眠った,dormi,89
12352,クモ,araignée,15
13096,自由,liberté,10
12763,鷲,Aigle,12
10696,レオナルド,Léonardo,27
5526,退却,retraite,65
1850,育成,présidium,92
3534,ラード,saindoux,79
9655,メッセンジャー,Messager,35
4750,フィリス,phyllis,70
7650,仏教徒,bouddhiste,49
11283,だいたい,à peu près,23
2461,小屋,cabane,87
7765,バイパス,contourne,48
12721,うま,cheval,12
2951,ピロリン,pyrroline,83
6246,アラスカン,Alaska,59
10661,ライラック,lilas,27
10230,糞便,fèces,30
4660,或いは,il y a,71
10216,華々しい,vigoureux,30
4166,ジグラット,Ziggurat,75
13636,決断,décision,6
1841,復活させる,annulée,92
8632,子羊,agneau,42
8154,回復する,reconquérir,45
148,貧しい,appauvri,100
6434,クリーナー,nettoyeur,58
6062,延びの,prolongé,61
11553,ロゴ,logos,21
4060,機内で,à bord,75
9396,アンドカーズ,anders,36
6662,血友病,hémophilie,56
7180,混雑,désordonnée,52
12266,マーシャル,marshall,16
11175,促進する,faciliter,23
4871,減少する,diminution,69
10470,チャンネル,canaux,29
10519,ノルウェー語,norvégien,28
4939,小道,sentier,69
11636,不明,pas clair,20
8907,ヘクトル,Hector,40
13643,記録,record,6
8552,プラズマ,plasma,43
10483,マクコイ,McCoy,29
4065,フーリガニズム,vandalisme,75
6975,ニコチン,nicotine,54
8058,批判的,ratifié,46
136,カスタード,Crème,100
7644,オアシス,oasis,49
5311,ジャマイカ,jamaïquain,66
3221,波状,ondulé,82
9326,ガム,gencive,37
11481,頭,têtes,21
985,ボロ,bolo,97
5230,カスピアン,Caspienne,67
8217,下衆野郎,Connard,45
8734,バウマン,archer,41
1666,行きます,goas,93
1177,貴重な,valeureux,96
9723,監視,surveillance,34
5920,神,déité,62
8774,ビバピー,viva,41
6966,射精,éjaculation,54
14,違反,violation,100
9085,発見,woodrow,39
1511,歩行,démarche,94
10923,ニューファンドランド,Terre Neuve,25
8929,キムチ,Kimchi,40
2012,がっかりする,décevoir,90
1989,サマラ,samarra,91
6678,充実した,remplir,56
830,習熟,la maîtrise,98
6347,バイソン,bison,59
5881,炭化水素,hydrocarbure,62
6342,妻に,épouses,59
527,希代の,requis,99
12127,十億,milliard,17
8374,アンバー,ambre,44
5445,疑似,quasi,65
13391,食物,aliments,7
11368,チョコレート,Chocolat,22
10243,田舎,rural,30
11873,ボランティア,bénévoles,18
12617,通貨,devise,13
9753,歌った,chanté,34
3108,石英,quartz,82
11694,第十八,quatorzième,20
2410,鍼,acupuncture,88
9800,プラハ,prague,33
10473,ジュダリズム,judaïsme,29
7883,効能ある,puissant,47
13028,クリストファー,Christopher,10
5130,人形,marionnette,68
5767,スコッティリー,Scottie,63
2698,ステートレス,apatride,86
4370,不行儀,incivilité,73
8575,ライター,briquet,42
6473,庵,Hermès,58
2069,殉教者,martyr,90
10129,シモンズ,simulons,31
7259,すね,tibia,52
61,ペイロード,charge utile,100
5333,車軸,essieux,66
9959,スコットランド,écossais,32
12018,ソロ,solo,17
10594,ラジカル,radical,28
1946,フェルミ,fermi,91
2690,メトラ,métra,86
3363,茎,tiges,80
10951,グレゴリー,grégoire,25
11956,ハント,chasser,18
11684,好む,préférer,20
4669,貴族,la noblesse,71
11270,マルタ,Malte,23
12753,後者,dernier,12
10344,敗者,perdant,30
11711,古典的な,classique,20
453,デュラン,durr,100
7542,ザイール,Zaïre,50
7515,示す,exposition,50
11944,永続,permanent,18
5065,宗派,sectaire,68
983,再確立されました,rétabli,97
9457,楽器,instrumental,36
4292,宝石,gemme,74
9607,セスピー,seth,35
774,ライン,rhée,98
10860,大学,collégial,26
2860,換気,ventilation,84
10584,ソウル,seoul,28
4874,ラッパーズ,rappel,69
13302,プレッシャー,pression,8
9229,シリアン,syrien,38
7420,為替,réalisations,51
13699,ヒント,astuces,5
7080,ミルザ,mirza,53
12296,ロスター,liste,15
7363,天井,plafond,51
7308,発明者,inventeur,52
3103,縮む,rétrécir,82
9801,ビタミン,vitamine,33
1855,カピバラ,Capybara,92
1009,電信,télégraphie,97
6780,テクスチャ,texture,56
10970,伝統,tradition,25
8892,スペル,orthographe,40
4647,照会,référence,71
13755,アップロード,télécharger,5
11681,セーラム,salée,20
13124,競争,rivaliser,9
12645,問題,inquiéter,13
8633,ベートーベン,beethoven,42
8284,線維症,fibrose,45
11535,ヘレン,helen,21
13052,メルボルン,melbourne,10
3562,ペネロペ,Pénélope,79
2750,鼻水,raineur,85
6531,促す,rapide,57
3929,伊万身,isthme,77
8002,パーリー,parlementer,47
7752,お腹,estomac,48
10518,文学,littéraire,28
6238,尊敬する,avec respect,59
7089,ファラデー,faraday,53
3668,制裁,sanction,78
12585,父親,père,13
9079,行き先,destination,39
9209,セント,centimes,38
8209,甲虫,scarabée,45
8249,マークアップ,balise,45
11704,桁,colonne,20
11204,誇り,fier,23
13423,ジョセフ,joseph,7
11155,その後,après,24
7396,サーフィン,surfant,51
1391,パラグアヤン,paraguayen,95
7868,賃金,salaires,48
4186,ヘファエスタス,Hephaestus,75
5668,カリル,cahill,64
2984,ケンジントン,kensington,83
421,楔形文字,cunéiforme,100
9237,恥,la honte,38
11662,忘れて,oublié,20
3269,拮抗薬,antagoniste,81
2245,タースス,tarse,89
3436,スキンヘッド,skinhead,80
8923,エホバ,Jéhovah,40
10373,ハードウェア,Matériel,29
4259,前,avant,74
9818,魔法使い,sorcier,33
10582,ボーベット,bobet,28
9929,今後,A venir,33
11544,虹,arc en ciel,21
7061,パイプライン,pipeline,53
4104,草食,côte,75
6658,マレーリー,malais,56
1526,潤い,lubrifiant,94
11639,マーフィー,maudit,20
8611,ブドウ,les raisins,42
2257,モセル,moselle,89
8388,フランドル,flamand,44
1077,ぴちぴち,conspirant,96
4886,蒸留,distillation,69
6594,スラムスラム,taudis,57
6749,精霊,génie,56
11202,エージェント,agents,23
12238,地理,géographie,16
13774,ドメイン,domaine,5
8561,不十分,insuffisant,42
8274,アボリジニー,Aborigène,45
1668,帝国主義者,impérialiste,93
9053,心配,athéisme,39
955,アンタエス,antaeus,97
8926,イッの,ivre,40
6499,ヘーゼル,noisette,58
13633,フォーラム,forum,6
6256,見切り,secouer,59
6776,シーフリフライ,Siegfried,56
13152,前進,avance,9
13148,かわいい,jolie,9
2977,ウルサ,ursa,83
6303,カタツムリ,escargot,59
5436,悔や,regretter,65
9739,沈黙,silence,34
3872,恐ろしく,horriblement,77
6184,カルテル,cartel,60
8550,フィンランド,Finlandais,43
1367,クリッピン,crispin,95
11819,その上,outre,19
1566,ミズーリア人,Missouriens,94
733,クマラ,kumara,98
7952,最後から,pénultième,47
5683,乳首,mamelon,64
12661,チャーリー,charlie,13
7400,疲れ果てた,épuisé,51
4050,プロヴァンス,Provence,75
3949,皮肉な,sarcastique,76
264,驚くべき,amateur,100
4577,密輸,contrebande,72
8371,携帯の,cellulaire,44
1948,議生,record,91
9454,コントラの,contra,36
4313,小麦粉,farine,74
3848,タッチバック,retombeur,77
10454,ザック,zack,29
1457,無力,sans espoir,94
343,インクブロット,inkblot,100
3027,漂白剤,gradins,83
5961,キロメートル,kilomètre,61
10229,快適,à l aise,30
2352,エルム,orme,88
6320,極力主義者,extrémiste,59
6775,コロンボ,colombo,56
8675,モンク,moine,42
35,スタッファー,employés,100
12347,混乱,désordre,15
12539,消耗,dépensé,14
8246,突破口,percée,45
13482,いいね,frais,7
1025,パリの,parr,97
5111,障害,obstacle,68
4791,ゆがんで,drury,70
7773,硝酸塩,nitrate,48
1839,イタリック体,italique,92
8871,気が隔離されて,ignorant,40
11324,トラフ,creux,22
3248,グロッソ,grossier,82
10413,復活,la relance,29
7024,カーペット,tapis,54
11663,ジンバブエ,Zimbabwe,20
10341,親指,pouce,30
12034,海賊,pirate,17
3364,独裁者,dictors,80
13515,マイル,miles,7
1632,ヴルバ,vulve,93
2554,ポリネシア,Polynésie,87
12740,聞く,écouter,12
4147,パパール,papal,75
7646,復活,résurrection,49
3045,ブリッジマン,bridgeman,83
11136,セール,vendre,24
3493,オオムギ,orge,79
11917,占領,occupé,18
2312,乱す,déranger,88
11805,工場,usine,19
13420,前,avant,7
9234,バイセクシュアル,bisexuel,38
10930,バース,couchette,25
5097,不正直,malhonnête,68
2231,昆虫学,entomologie,89
252,転がり,culbutage,100
13097,小屋,cabane,10
5971,無法者,hors la loi,61
1900,セントロ,centro,91
954,花びら,pétales,97
2212,販売会,vente,89
9196,血管,navires,38
13149,ない,disparu,9
397,セレン,sélénium,100
1905,映画制作,réalisation,91
9673,解決する,résoudre,34
9324,致命的,fatal,37
3310,生物学者,biologiste,81
5318,マトラ,matra,66
13418,言及された,mentionné,7
1155,モーフィン,morphine,96
4402,チーズバーガー,cheeseburger,73
10063,失格,disqualifié,32
3165,退手,se retrouver,82
5485,スーパーマーケット,supermarchés,65
13705,ドライブ,conduire,5
8526,チェシャー,cheshire,43
7192,フッカー,talonneur,52
2864,バッサス,dur à cuire,84
4987,ココア,cacao,69
2545,不均等,inégal,87
356,生まれ変わる,renaître,100
7774,コックピット,cockpit,48
8885,効率,Efficacité,40
9695,マスコット,mascotte,34
10506,チップ,ébrécher,28
13467,全体,globalement,7
6306,噴射,vaporisateur,59
11313,隠れた,caché,22
9430,マヨ,mayo,36
13466,手,main,7
4974,クレアチン,créatine,69
7311,芝,gazon,52
1807,デスケート,dépeche,92
13062,言った,Raconté,10
4851,ドーナツ,Donut,70
133,ガーナの,ghanéen,100
12707,イエス,Jésus,12
2509,毎晩,quinze jours,87
8659,泥,saleté,42
10192,緊張,nerveux,31
6518,納期,douche,58
12792,ラリーリー,larry,12
9168,草原,prairie,38
3519,クローバー,trèfle,79
4339,アイスマーネ,idiot,74
12943,フィリップ,Philippe,11
11603,辞書,dictionnaire,20
4482,ハンサム,Beau,72
11053,奴隷,trimer,24
4783,キャベツ,choux,70
4017,マグマ,magma,76
5255,平衡,équilibre,66
20,不名誉な,infernal,100
6242,巨大,immense,59
5880,ショーケース,vitrine,62
10898,羊飼い,berger,25
807,アルゴンキン,algonquin,98
11499,新聞,journaux,21
5963,復活する,rétablir,61
4938,嵐,tempête,69
11928,没収,saphper,18
13695,防衛,la défense,5
4163,懲罰,punitif,75
1887,ペダル,pédale,91
8573,ブルク,blember,42
12794,より大きな,plus grand,12
4378,合理化された,rationalisé,73
8261,ジープ,jeep,45
12131,トラフィック,circulation,17
5115,アバサ,abaque,68
6746,ガウン,robe,56
9855,カイロ,Caire,33
4781,再登録,râpé,70
1929,ヒト,treillis,91
3817,家禽,la volaille,77
811,サフラン,Safran,98
12879,タイプ,les types,11
13118,ジエゴ,Diego,9
12577,感じた,feutre,13
5866,ユニタリアン,unitaire,62
3681,軽蔑,mépris,78
7006,音響,acoustique,54
5812,温度計,thermomètre,63
8401,スタークラフト,étoile,44
8093,走る,roder,46
10260,テクトニクス,tectonique,30
11412,もっとゆっくり,Ralentissez,22
3746,ガス,des gaz,78
7494,シャワー,douche,50
13666,ラップ,genoux,5
3967,カボチャー,citrouches,76
7717,免除する,exempter,49
9616,要約する,résumer,35
7772,灯台,phare,48
3630,阿修砲,Ashanti,79
6325,ヘレニック,hellénique,59
980,エクスカリバー,excalibur,97
3170,トランスフェラーゼ,transférase,82
3654,整然とした,ordonné,79
3058,カードストック,cartonné,83
6115,トークン,jeton,60
3540,腸チフス,typhoïde,79
7979,マグネシウム,magnésium,47
2274,ウィスラー,whistler,89
3119,リグリップ,plate forme,82
3070,基本,fondamentaux,82
12163,モンタナ,Montana,16
675,ハガール,hagar,98
3512,球車,salle de bal,79
13310,管理されて,géré,8
12070,ハンマー,marteau,17
10788,中世の,médiéval,26
8509,潮汐,marée,43
297,退ける,lier,100
6067,バッファローズ,buffles,61
5724,納期,caissier,63
5248,イントラネット,intranet,67
5410,より安全に,plus sûr,65
13342,詩人,poète,8
4649,違法です,illégitime,71
13522,賞,décerner,6
13632,ポータル,portail,6
12615,カルガリー,calgaire,13
8723,カウボーイ,cow boy,41
8163,ボンベイ,bombay,45
370,ハドロン,hadron,100
2302,疑う,doué,88
13147,ウィスコンシン,Wisconsin,9
3024,スレイン,tuer,83
12380,重さ,poids,15
1086,消滅,annihilation,96
4564,山の,tondeuse,72
7454,角度,angles,50
10305,バッジ,badge,30
1455,クライマー,grimpeur,94
3373,欠点,lacunes,80
10182,飢え,faim,31
2304,偏向,déviation,88
1559,較子,septième,94
1847,交換する,échiquier,92
2757,抑圧,oppression,85
12796,めざしさ,dame,12
10143,反乱,révolte,31
3539,剥がした,démonté,79
282,キャニスター,coiffiers,100
3447,ボラ,bora,80
9847,自転車,Bicyclette,33
11288,テープ,ruban,23
6761,周辺,périphérique,56
2753,花,floral,85
5490,急上昇,bondir,65
1042,誓う,aborer,97
12409,抑止する,dissuader,15
8937,インスペクタ,inspecteur,40
1915,無敵の,sans réserve,91
3163,リンケージ,lien,82
4137,必須の,mandaté,75
11657,正常に,avec succès,20
718,ピキシスト,pacifiste,98
7471,廃棄,disposition,50
10621,ベイリー,bailey,27
5135,ケチャップ,ketchup,68
12795,テッド,tiède,12
8149,乞う,mendier,45
