ID,HINDI,SPAIN,INTERVAL
7705,बसने,colonos,55
12498,भाग्य,suerte,23
8802,पुनर्विचार करना,reconsiderar,49
4335,क्रीटेशस,cretáceo,81
3975,तकनीशियनों,técnicos,55
14385,संपत्ति,activos,38
5957,अस्थिर,inestable,70
3675,दोहन,tocando,47
970,कैलोरी,caloría,87
10255,घनत्व,densidad,40
4403,राज-प्रतिनिधि,regente,34
10152,जेब,bolsillo,38
2689,मेट्रा,metra,89
4247,टोट,agravio,78
9458,गंभीर,tumba,37
70,व्याप्त,abundante,100
7450,कैद,detención,61
488,आईपीएसओ,ipso,99
4101,शराब घर,casa de vino,82
8826,पश्चिम बंगाल,wb,52
6882,छोटी माता,varicela,65
6918,तृतीयक,terciario,64
4089,चिपचिपा,pegajoso,82
11278,जनसंपर्क,relaciones públicas,34
6527,शैक्षणिक,académica,18
14069,कानून,ley,8
9379,दुविधा में पड़ा हुआ,poco concluyente,47
5791,वायर्ड,por cable,30
9889,एनएस,ns,44
12907,आर्थर,arturo,19
9052,नास्तिकता,ateísmo,50
12861,फिल,phil,20
4434,मैल,escoria,79
3874,छोटा रास्ता,atajo,75
12503,नायक,héroe,19
9314,बर्कले,berkeley,48
5305,आधुनिकतावादी,modernista,74
11837,मुर्गा,pollo,28
5414,उछाल,flotabilidad,74
10473,वैंग,wang,39
5493,स्लोअन,sloan,74
3187,सातत्य,continuo,87
3520,शहतीर,cheurón,84
5406,संग्रह,digerir,51
5350,हिमालय,himalaya,74
13897,बनाया,hecho,5
13619,उपलब्ध,disponible,12
5121,डाइथिलामाइड,dietilamida,76
3499,विची,vichy,85
2111,लिंफोमा,linfoma,91
13385,रूसी,ruso,14
493,माइग्रेन,migraña,95
1695,धीमी,el más lento,94
7820,अनुस्मारक,recordatorio,16
11366,चार्टर,carta,30
9164,हील,tacones,43
226,इंटरलीग्यू,entrelazar,100
10650,एस्टियन,asterio,38
11591,दिग्गजों,veteranos,22
2896,साफ़ तौर पर,distintivamente,88
6795,मॉड्यूलर,modular,62
12191,कॉमेडी,comedia,26
6340,नवीनता,novedad,65
2525,बंधन,ligamento,78
7095,गैलोवे,galloway,63
3510,रस्सा,remolcar,52
12363,सही ढंग से,correctamente,24
9440,माओ,mao,47
14088,यहाँ,aquí,5
594,मोनोसोडियम,monosodio,99
10546,बिस्तर,cama,37
6488,विकृत,deformado,57
5192,अल्डोलेज,aldolase,75
2441,एंटीगोन,antígona,90
4584,जेरेज़,jerez,79
10716,उदाहरणों,instancias,20
12862,जंगली,salvaje,20
7123,युआन,yuan,63
2342,नूडल्स,fideos,62
7088,फैराडे,farada,63
3621,भूजल,aguas subterráneas,85
8083,जूनो,juno,57
640,ज़ुल्फ़,voluctividad,93
13755,ले,le,10
2210,सो गए,durmió,91
9041,दुर्गंध,canguelo,50
11821,अनुक्रम,secuencia,26
13051,मेलबोर्न,melbourne,18
11786,अवर,inferior,29
7352,संघ,consorcio,61
10008,मध्याह्न,meridiano,43
3239,पलसर,púlsar,86
4591,अनुरक्ति,adjunto archivo,15
1231,टॉर्चबायर्स,corcha,83
782,बिना बधिया किया घोड़ा,semental,90
7243,काइरोप्रैक्टिक,quiropráctica,62
3149,क़ब्र खोदनेवाला,sacristán,87
14510,असरदार,eficaz,10
5742,सीआइडी,cítrico,72
3694,रिडले,ridiar,84
2537,सुख से,sólidamente,90
4246,शेकर्स,agitadores,71
13368,ट्रॉफी,trofeo,14
12467,न्यूनतम,mínimo,23
10496,भवदीय,atentamente,35
12621,मूल निवासी,nativo,21
11376,मिनट,minuto,31
7907,ग्रेगर,gregor,58
5520,ट्रिशा,trisha,73
788,पोगो,pogo,98
10871,भयानक,terrible,32
4941,धोबीघर,lavandería,76
7924,मशीनगन,escopeta,55
5351,इलियड,ilíado,74
14500,रणनीति,estrategia,30
3465,डब्ल्यूएम,wm,86
14515,शिकागो,chicago,11
1485,बैंटम,gallito,88
1717,पाइरीडोन,piridona,94
8610,अंगूर,uvas,42
9482,प्रभावशाली,influyente,47
9095,जिबूती,djibouti,50
10018,ब्यूनस,buenos,40
9603,पोषण,nutrición,43
8161,अधिग्रहण,adquisición,50
5774,गढ़ा,acuñado,15
6206,भारी पड़,eclipsado,64
341,मार्टेल,martel,100
3865,मधुर,melódico,83
10378,डायन,bruja,38
12811,नासा,nasa,20
5915,डाउनफील्ड,campo de campo,71
6988,मियांउ,maullar,64
6871,क्लोन,clon,37
612,मेंडेलसोन,mendelssohn,99
12940,किसको,quién,19
4276,अधोलोक,inframundo,81
5747,बाउचर,boucher,72
8710,साहस,coraje,48
628,छत का कमरा,desván,99
8718,सलाम,sombreros,26
6414,सेंगर,sanger,68
10019,कैबोट,cabot,43
10318,मस्सा,massa,40
6311,मलबे,destrucción,68
3186,वाग्मिता,elocuencia,78
9480,टीएम,tm,47
11195,शनि ग्रह,saturno,35
11176,लेखकों,autores,9
3956,अपटाउन,zona residencial,83
246,काउंसिलिंग,asesoramiento,58
8690,हिक्स,hicks,48
3216,नेपाली,nepalés,87
2646,पेलेयोजोईक,trilobita,89
515,फुटपाथ,pavimento,91
10235,किलोमीटर की दूरी पर,kilómetros,38
8393,अचल,estacionario,55
7419,उपलब्धियों,logros,30
8637,चंगेज,genghis,53
2681,कीटोन,cetona,79
1310,वंचित,privar,65
13831,वे,ellos,6
13626,मानव,humano,12
2615,कारटूनवाला,caricatura,82
4254,इयूक्लिडियन,euclidiano,81
6075,निर्दयी,cruel,70
8381,जीवनभर,toda la vida,54
12640,काउंटर,encimera,21
4883,ओनो,ono,77
7337,भोग विलास,lujo,44
3278,कुआन,kuan,86
24,रिहर्सल,ensayo,73
8021,निरसित,reps,54
10213,ताकतवर,poderoso,41
12047,परिचय,intro,27
2169,शायद ही,apenas,70
4537,पीएफसी,pfc,79
9976,रूढ़िवादी,ortodoxo,43
13080,प्रसिद्ध,famoso,18
12754,प्रतिशत,porcentaje,20
3010,अंधाधुंध,indiscriminadamente,44
742,चांद,phoebe,98
3592,तकिया,almohada,78
14083,महत्वपूर्ण,importante,8
3050,थीस्ल,cardo,81
9954,बूथ,puesto,42
4370,सत्यता,autenticidad,51
6146,स्टेशन,sta,69
12535,हमला करना,asalto,21
12925,पुलिसमैन,poli,19
3923,ऑर्थो,orto,83
9132,कटाव,erosión,49
10246,हेलोवीन,víspera de todos los santos,41
12801,गहरा,profundo,20
14181,तीसरा,tercero,8
9145,खुले तौर पर,abiertamente,49
8525,चेशायर,cheshire,54
1844,ट्रोटर,trotón,91
8337,उपनगरीय,suburbano,55
3986,वेयरवोल्फ,hombre-lobo,83
11324,एडिथ,edith,34
10334,टाइटैनिक,titánico,23
9935,आपसी,mutuo,39
3394,परिवर्णी शब्द,acrónimos,59
1546,पड्रे,capellán,42
475,को छोड़ देता है,omite,44
1385,ट्राइक्लोरोथेन,tricloroetano,95
601,सिना,sina,99
10251,एनएम,nuevo méjico,41
9934,कसरत,gimnasia,41
11162,कोकीन,cocaína,35
8204,सेसिल,cecilio,56
12078,शौक़ीन व्यक्ति,aficionado,26
10394,डीडी,dd,40
9158,भूमध्य रेखा,ecuador,28
1498,क्रिल्ल,krill,95
9547,लिकटेंस्टाइन,liechtenstein,46
5941,गाद का,sedimentario,71
7856,नानकिंग,nacer,59
6320,ग्लॉस्टर,gloucester,68
7616,कर्मा,karma,60
9900,जिहाद,yihad,44
3924,थंडरबर्ड,thunderbird,83
4158,बेली,burlón,82
13215,प्रकरण,episodio,12
8343,कौगर,puma,32
12869,फ्लोरिडा,florida,20
12851,बाल्टीमोर,baltimore,20
13966,ज़रूरत,necesidad,6
3238,निमेटोड,nematodo,87
9618,होल्ली,acebo,45
9741,कार्लो,carlo,45
74,ग्रहण लगा,eclipsing,38
3539,आंत्र ज्वर,tifoidea,85
508,उत्परिवर्ती,mutantes,54
4200,पर्क,parc,81
5586,अनाड़ी,ingenuo,69
13359,उद्धृत,citado,7
13228,बंधे,atado,10
14229,घंटे,horas,8
9798,रेंजर,guardabosque,17
13675,रोशनी,luz,11
1060,चम्मच,cucharas,50
9194,बरकरार,intacto,49
9984,फिर से चुनाव,reelección,41
4394,मंगोलों,mongoles,53
10833,अमीरात,emiratos,35
11729,पहुंचा दिया,entregado,23
12942,फिलिप,philip,19
12976,एंडरसन,anderson,19
3340,केरप्लंक,kerplunk,86
14266,टिप्पणी,comentario,6
5618,मुरली,pífano,73
9842,आस - पास,vecindad,44
14036,घर,hogar,7
5185,जड़ता,inercia,75
1444,विशेषक,diacríticos,88
10801,हेस,hueco,30
12565,साबित करना,probar,14
5881,विचित्र रूप से,extrañamente,71
7574,कार्मेल,carmel,61
10027,शरणार्थी,refugiado,26
929,लाभ लें,aprovechar,86
2429,एएनसी,congreso nacional africano,90
8516,उत्कटता,intensificación,54
8411,पोर्टो,oporto,55
3962,हैंडल,handel,83
7379,सेक्टरों,sectores,31
11814,अध्ययन करते हैं,estudios,16
12759,धर्म,religión,19
418,शेर,sher,100
8072,एक क्रिस्तानी पंथ,metodista,57
10926,स्मारक,monumento,33
6829,जॉकी,jockey,60
4243,ताल,tal,81
893,फ़ौजी की मदद से,militarmente,97
14286,मात्रा,cantidad,7
7300,थीसिस,tesis,62
8432,लिथियम,litio,54
6514,गढ़,ciudadela,66
1640,पुनर्मुद्रण,reimprimir,63
14108,निवेश,inversión,27
1617,मार्टेंस,martones,88
13077,इनिंग,inning,12
12818,ईशान कोण,noreste,20
9687,रिवाल्वर,pregonero,45
2952,छाप,imprimir,67
1923,लैटिमर,latimer,92
3511,बॉलरूम,salón de baile,84
9339,युगांडा,uganda,48
6906,शर्करा,glucosa,64
11958,से,marchito,28
2614,बाल विहार,jardín de infancia,88
1884,ल्यूप,lupe,92
7430,पुलमैन,pullman,62
13754,डालना,subir,8
12875,खुशबू,olor,20
6642,बेदर्द,pedregoso,66
13112,राजधानी,capital,12
2650,क्रिप्टो,cripto,89
10375,एयरफील्ड,aeródromo,32
8899,सिखाया हुआ,enseñado,51
5025,कातालान,catalán,76
2519,सबसे व्यस्त,más ocupado,90
13273,पेरिस,parís,16
12432,वां,th,24
5246,पिकार्ड,picardía,75
11313,एडॉल्फ,adolf,34
1932,मिडी,midi,92
1488,हिस्टोरिओग्राफ़ी,historiografía,94
11946,व्यक्त,expresado,14
5035,धार्मिक संस्कार,ritual,63
9097,योडिद,yoduro,50
2712,उत्सुक,ávido,88
857,मेथाडोन,metadona,97
3795,एयरड्रॉप,entrega por paracaídas,73
6760,परिधीय,periférico,59
3159,बिजनेस मेन,empresarios,87
14086,सैन्य,militar,10
2437,लम्पी,aterronado,90
8137,गले लगाना,hurgonar,57
8780,नेल्ली,nelly,52
7294,ड्वोरक,dvorak,62
2114,एड्रियाटिक,adriático,92
2065,एर्ग,ergio,90
6863,आदर्श,idealmente,35
12048,भेड़िया,lobo,27
4460,क्वेकर,cuáqueros,63
5711,एंट्रे,entrometido,71
8344,राज्यव्यापी,en todo el estado,55
8414,अविश्वसनीय रूप से,increíblemente,38
10348,क्षुद्र,insignificante,40
12224,सामरिक,marcial,25
5056,लिगैंड,ligando,62
11558,सीप,cascarón,25
2915,पीसीआई,pci,88
1669,सार्डीनिया,cerdeña,94
7967,चेतना,conciencia,54
5217,ट्रिस्टन,tristan,75
8748,कुई,qui,51
7804,सस्तन प्राणी,mamífero,51
6515,डिल्डो,consolador,65
5695,सिक्लेमेन,ciclamen,72
9884,अठारह,dieciocho,44
723,कोर्सो,corso,98
7083,मास्क,dominó,58
416,प्यूघ,pugh,100
12712,लोरेन,loren,21
357,ड्राफ्ट,borradores,95
5509,विलक्षण व्यक्ति,excéntrico,48
11927,सेम्पर,semper,28
5324,नाना,nana,73
6466,ओवन,horno,62
8367,टोबी,tobo,55
8772,लूटेराण,luterano,48
11286,प्रवृत्त होना,tender,26
4796,युगल,dueto,71
1449,पुन: उपयोग,reutilizado,58
7729,ठग,matones,51
1492,अर्बाना,urbana,95
8425,खलिहान है,granero,53
6911,बिल्ली का बच्चा,minino,63
7161,रुड,rudd,62
8141,टोह,reconocer,56
692,काफिरों,infiebles,78
3667,प्रतिबंध,sanción,14
9113,स्टार,starr,50
4745,ए वी,av,78
10937,रेतीले,arenoso,36
8646,अटलांटिस,atlantis,53
3414,हृदय,cardiovascular,86
14273,सिर,cabeza,9
7790,गुड़िया,muñeca,41
10218,संबंधित,perteneciente,37
4481,रूपवान,guapo,78
12612,स्टीवन,steven,22
14414,नही सकता,no puedo,10
7257,हज,hajj,62
13697,स्टीफन,stephen,12
8372,मैकबेथ,macbeth,55
13775,आयरलैंड,irlanda,11
14494,लॉस,loss,37
13269,सिद्धांत,teoría,13
5826,डोमिनिक,dominique,71
6291,दबाने,reprimir,38
6077,एट,att,70
8822,त्रयी,trilogía,51
6435,अफ्रीकियों,africanos,13
2997,यम,ñame,88
10779,एक्सिस,eje,38
9270,गाजर,zanahoria,47
10971,जैकी,jackie,34
14058,जानना,saber,7
2843,ईसीबी,ecribios,88
9732,एडिनबरा,edimburgo,45
3335,सचिवालय,secretaría,86
7388,गृहनगर,pueblo natal,61
14299,द्वितीय,ii,6
8227,फिरना,rvdo,55
2625,राज तिलक करना,coronación,60
14336,मानकों,estándares,11
1674,प्रायश्चित करना,expiación,81
6893,रैकर,tracks,65
2038,आनंदा,ananda,92
13079,पेड़,árbol,16
5110,बाधा,obstáculo,61
2477,रनऑफ,escapada,90
9738,शांति,silencio,40
11074,सहमति,consentimiento,35
8063,जागीर,señorío,57
634,मिटा देना,wert,99
10145,फिरौन,faraón,40
12127,डर,miedo,21
2119,बेकर्सफील्ड,takersfield,92
13496,कप्तान,capitán,13
5224,सैडल,sillín,70
7047,लातीनी,latino,60
6588,ख्रुश्चेव,khrushchev,67
13933,वही,mismo,8
13813,पास होना,tener,5
11694,वाहक,transportador,27
10191,बेचैन,nervioso,41
9715,एलेक,alec,45
13877,मई,puede,5
8955,क्लिंट,clinta,51
8465,दीर्घकालिक,crónico,53
13400,आजीविका,carrera profesional,14
152,अंगरखा,sayo,78
6448,खमेर,khmer,67
7757,प्राकृतवाद,romanticismo,59
11204,निवेदन,apelación,25
5099,अधिक संख्या,superado en número,71
8558,व्यर्थ,sin sentido,53
11651,फायदा,beneficio,7
10665,कार्टून,dibujos animados,30
6073,सन्टी,abedul,70
13826,गया,estado,5
10303,पत्ता,hoja,22
1518,कान में की हड्डी,maleo,95
8770,प्लग,enchufar,47
1864,पीडीएल,pdl,93
4742,शर्मिंदा,avergonzado,77
7609,एकपुल्को,acapulco,60
792,इलेक्ट्रोलाइट,electrólito,95
5880,हाइड्रोकार्बन,hidrocarburo,66
1415,नायिका,heroína,44
8253,कीव,kiev,56
12554,कैनेडी,kennedy,23
7491,फ़ायरवॉल,firewall,61
1728,बीती बातों की जांच,retrospección,62
5885,निलंबित,suspender,22
10637,निकारागुआ,nicaragua,38
11326,जलता हुआ,incendio,19
9083,गगनचुंबी इमारत,rascacielos,46
5249,हाथ के बल्लेबाज,mandar,75
7005,ध्वनिक,acústico,58
4909,सेरा,serra,77
5619,स्पेक्ट्रोस्कोपी,espectroscopia,73
11244,कार्डिनल,cardenal,14
12991,डलास,dallas,18
10797,एफबीआई,fbi,38
57,निराहार,muriendo de hambre,84
12362,पैकर,empacadores,23
5823,काम करना,retardar,37
10974,पहाड़ों का सिलसिला,sierra,36
11758,गर्मी देने,calentamiento,22
14214,आवश्यकताओं,necesidades,6
1572,खड्ड,cráteres,45
9848,एमआईटी,mit,44
1637,डियानेटिक्स,dianética,94
14246,कोशिश कर रहे हैं,intentando,6
4753,समलैंगिकों के प्रति भय,homofóbico,78
2982,गिड,gig,88
7575,आईसीएच,ich,61
10909,रोचेस्टर,rochester,37
8486,लपेटा हुआ,envuelto,38
13205,टेनेसी,tennesse,16
3893,eukaryote,eucariota,83
7010,स्वर,vox,63
11666,चोरी होना,hurto,30
14329,शुल्क,cargar,14
12213,स्टीलर्स,steelers,25
9764,शोरमैन,shoreman,45
9175,एसके,sk,49
10913,मेढक,rana,32
5222,डिपो,depósitos,39
12350,खड़ा है,de pie,11
8834,ख़ाकी,oso pardo,45
11051,पशु,vacas,36
11356,सच्चा आदमी,hombre de verdad,33
3907,निहायत,extremadamente,83
6530,तत्पर,inmediato,35
7834,सिल्विया,sylvia,59
10175,गणक,goleador,31
2619,खरीदार,tomadores,61
3424,निषेध,tabú,84
7469,प्रदर्शनी,expo,42
10354,पूर्व छात्रों,alumni,40
8102,पड़ोसी,vecino,35
136,ईपीए,epa,100
4594,उर्वर,prolífico,78
1943,शांति काल,calma,89
6681,मूर्ख लोग,tontos,35
2289,कमांडर,cdr,91
3115,aegean,egeo,87
55,अंडाणु,óvulo,100
9497,ब्रॉडबैंड,banda ancha,47
14395,कम करना,reducir,16
8872,सुपर स्टार,superestrella,51
11505,आवेदन,solicitud,20
6650,प्रयोग करने योग्य,usable,63
9053,धुंध,calina,48
8454,इच्छित,deseado,27
8524,कालक्रम,cronología,38
6392,संयुक्त रूप से,conjuntamente,68
8403,सिख,sij,46
7165,प्रथागत,acostumbrado,62
7923,योम,yom,58
3609,समनर,sumner,85
1893,उपदेश,sermón,85
8653,अनुकूलन,adaptación,31
5838,ऊपर की ओर,hacia arriba,60
7938,निगमन,incorporación,21
11025,पूंछ,cola,28
4544,बदनाम करना,desfigurar,51
14075,पहुँच,acceso,8
10478,आईबीएम,ibm,39
11734,जंजीर,cadena,27
12337,स्थापना,ajuste,9
5927,सरदर्द,dolor de cabeza,66
7597,कुदाल,pala,54
12934,फ्रेड,fred,19
10393,प्रेमी,enamorado,39
4385,एफई,ef,79
11359,तंबाकू,tabaco,33
9106,एलवी,lv,50
5348,संस्कार,rito,66
8225,रंबल,retumbar,53
10060,एएए,aaa,42
6768,क्रीप्टोण,criptón,65
11750,मिस्र के,egipcio,27
7072,पुनः लोड करें,recargar,52
13089,रोबोट,robot,16
2455,सौंदर्यशास्र,estética,47
13083,खींचना,dibujar,14
3328,भूतपूर्व छात्र,antiguo alumno,86
10004,पंथ,culto,41
4655,पुनरावृत्ति,volver a visitar,62
2271,फोल्सम,folsom,91
6419,उत्कर्ष,clímax,65
14190,दोनों में से एक,cualquiera,7
3886,डिप्लोमा,diploma,81
2825,उत्कृष्ट,espléndido,88
10381,कारतूस,cartucho,36
12693,चूहा,ratón,21
10883,जातीय,racial,24
2517,दक्षिण देश,southland,90
3757,मज़बूत,robusto,81
5179,त्रिकोणमिति,trigonometría,75
728,डगोंग,dugong,97
11490,छठी,vi,30
10214,फिनिश,finlandés,41
3630,क्रैपर,craptor,85
12522,गुमराह करने वाले,engañoso,22
7628,वन-संजली,espino,41
3898,असम,asno,83
7052,पीसा,pisa,63
6670,बांस,cabeza de puente,64
4044,कलकत्ता,calcutta,82
14182,बैंकों,bancos,13
11065,प्लूटो,plutón,36
1206,खुजली,sarna,96
8088,गिरवी,prometido,42
9544,सैमी,sammy,46
12964,चूक,omisiones,18
8892,सामंजस्य,concordia,50
36,अजनतंत्रवादी,no democrático,100
13881,इस्तेमाल किया गया,usado,5
9573,स्क्वीड,calamar,38
8912,एमके,mk,48
7317,मेडेलीन,madeleine,62
6987,बेथ,beth,63
11492,ठेठ,típico,23
13814,इच्छा,voluntad,5
12819,मान लीजिए,asumir,13
5640,हेट,hetero,72
9484,अवंत,avantón,47
6912,क्वा,qu,64
10513,अफवाहें,rumores,34
504,आर्किटेक्चर,arquitecturas,15
10693,औचित्य,justificación,36
7397,तारा,tara,62
5339,ढेर,montón,67
14113,खोजो,encontrar,7
4476,पिनयिन,pinyin,80
12314,रोज,a diario,25
8939,डैवेन्तपोर्ट,escritorio pequeño,51
1980,बुफोटेनिन,bufotenina,92
11923,एंड्रॉयड,androide,28
4354,मच,mach,80
1359,मेक्सिको का रंगीन फूलों का बड़ा पौधा,dalia,95
5614,दैत्य,jumbo,71
8992,चलनेवाला,propulsado,38
2512,ड्रोसोफिला,drosophila,90
11484,बह,barrido,32
11713,जेक,jake,30
12250,पत्तेदार,frondoso,25
4334,लांचर,lanzacohetes,62
13913,दोनों,ambos,8
8805,स्वर की समता,sinfonía,50
2146,undrafted,sin provecho,92
1927,मेथनॉल,metanol,92
12181,बीमार,enfermo,22
12536,पर्टो,puertón,23
6038,पंचकोना तारा,mójol,66
10179,मलिक,malika,41
9181,स्टॉकहोम,estocolmo,49
13085,विवाद,controversia,8
10536,भेड़,oveja,39
3287,निरपेक्ष,desconsiderado,86
6802,बहुराष्ट्रीय,multinacional,65
10245,ज्योतिष,astrología,38
10710,दर्जन,docena,27
1181,संगीन,bayonetas,75
13932,फिर भी,aún,7
5219,टकी,tucky,75
12609,हज़ार,mil,22
13865,हम,nosotros,5
5753,माफ कर दी,eximido,66
1126,बैनिस्टर,bannister,96
8134,कुलाधिपति,canciller,56
12616,मुद्रा,divisa,22
10616,सिल्वा,silva,38
12143,चिड़िया,pájaro,23
6874,सिलेंडर,cilindros,40
12788,फा,fa,20
11537,यौगिक,derivado,19
0,उद्देश्य,intento,7
13996,समस्या,problemas,9
8602,शताब्दी,centenario,51
4390,पाली,escuela politécnica,78
7345,एकजुटता,solidaridad,62
8944,ज़बर्दस्त,agobiante,36
756,वैश्विक महामारी,pandemia,97
12936,बंदरगाह,puerto,18
4272,भुखमरी,inanición,81
8335,प्रभुत्व,dominación,16
8882,gearbox,caja de cambios,51
13974,यूनाइटेड,unido,6
6410,प्रवचन,discurso,67
8255,कल्याण,bienestar,56
12325,अत्तिरिक्त,extratropical,25
13211,yankees,yanquis,13
9730,उभाड़ना,bulto,45
250,प्रोग्रामर,programadores,29
1996,बाउन,baun,92
12493,की योजना बनाई,planificado,11
9704,कैपिटील,capitolio,45
699,बड़ा तमंचा,trozo de cuero,95
5953,भगाना,hurón,70
10780,प्रमेय,teorema,37
4945,अप्रतिबंधित,irrestricto,77
12795,बेगम,dama,20
12673,षड़यंत्र,conspiración,21
11411,और धीमा,más lento,33
11118,यार्ड,yarda,34
8560,नाकाफी,insuficiente,52
8849,स्पार्की,chispero,51
1945,फर्मी,fermi,92
7225,थेटा,theta,62
13356,स्वतंत्र,independiente,12
7977,गांठ,nudo,27
8571,युगोस्लाव,yugoslavo,52
7411,लात्वीयावासी,letón,60
9554,जैविक,biológico,24
11173,हंस,hans,21
3029,सवर्नाम,pronombre,76
7405,शहनाई,clarinete,62
6155,सर्फर,tablista,59
673,पुख्ता,cementado,59
5538,स्वर्गीय,celestial,73
8633,वालरस,morsa,53
2661,आउटरीच,superar a,89
1363,काटकर चिकना करना,nig,95
11538,व्यवस्थित,sistemático,27
4012,ढीला,ametrallamiento,72
2073,दुष्प्रचार,desinformación,92
5843,कस्र्न पत्थर,esmeril,71
10066,अंकुड़ा,gancho,29
6336,पाठशाला,seminario,65
6943,सिनात्रा,sinatra,64
9163,प्रेस्ली,pretendiente,49
11346,अल्बानिया,albania,33
14402,ज़रूरत होना,requerir,6
1075,मुन्ना,nene,78
1445,आलीशान,majestuoso,92
6011,क्र ाफ्ट,granja pequeña,70
6174,कीवी,kiwi,64
1405,सरस्वती,minerva,95
8487,हिमनद,glaciar,49
7559,वार्मर,wormer,61
14394,सवाल,pregunta,5
5258,उत्साही,entusiasta,38
7270,वर्गों,cuadrícula,14
2826,तीन बार,tres veces,88
12642,मनोरंजन,entretenimiento,19
284,लेई,lei,100
9814,खांग,colmillo,44
4494,सबसे मुश्किल,más duro,80
3534,यंगटाउन,youngstown,85
1347,सीसीएम,ccm,95
7320,बदनाम,difamar,29
5526,दफ़न,entierro,70
6404,रेन,ren,68
8127,गायकों,cantantes,19
9849,चाट मसाला,especia,43
3231,उन्नीसवीं,xix,87
1953,अंजन,kohl,92
14375,क्षमता,capacidad,21
9621,सभासद,concejal,44
914,मेर्टन,merton,97
12175,बीवी,esposa,26
1261,उपहास,ridículo,32
9869,उल्लू,búho,36
8696,गपशप,chisme,52
889,त्रिगुट,ternario,97
12066,एहसान,favor,20
9818,साई,psi,44
12402,शूटिंग,tiroteo,19
11649,हकदार,merece,23
9013,त्यागपत्र देना,renunciar,24
11772,ब्राजील,brasileño,29
11049,औचित्य साबित,justificar,24
1599,कठोर बनाना,endurecer,72
11993,अमान्य,inválido,27
7366,स्रीकल,ecles,62
5238,कैचपोल,atacar,75
174,तामचीनी,esmalte,97
4808,एकड़,acre,46
4606,मीन,mein,79
5751,बकी,bucky,72
9961,शायद ही कभी,casi nunca,26
9690,हार्टफोर्ड,hartford,45
13239,ब्राज़िल,brasil,16
5790,स्टोनर,estoneral,69
3361,मिथाइलफेनाडेट,metilfenidato,86
7448,डायने,diane,53
2007,फॉस्फोरिक,fosfórico,86
13716,कम,menos,12
2104,सिंफ़नी,sinfónico,92
3607,ब्रा,sostén,77
12183,आत्मघाती,suicidio,25
11780,लक्ज़मबर्ग,luxemburgo,29
13452,माना जाता है कि,creído,5
1856,बंदूक की नोक,punzón,93
4018,कलैस,calais,83
11412,छोड़ा हुआ,abandonado,28
803,वक्र गेंद,curva,98
3257,कण्ठमाला का रोग,paperas,87
8271,डैली,dali,56
3805,वश में,domar,68
1520,अनैतिक,poco ético,94
6129,चीख़,chirrido,67
6662,स्मिथ,smyth,66
10180,अल्बानियन,albanés,34
14131,टाइम्स,veces,5
11008,दूतावास,embajada,34
4157,वोल्गा,volga,82
7103,दुर्लभ,extinto,42
7427,बर्बाद,ruina,35
6024,पाइरूवेट,piruvado,69
11846,फ़ैक्टर,factor,22
10078,रेजिना,regina,42
12272,पोप,papa,25
13944,न्यूयार्क,york,8
13522,ठूंठ,talón,12
13537,इलिनोइस,illinois,13
14054,दिखाओ,espectáculo,7
1578,एलसीडी,lcd,94
3419,खरबूज,melón,85
5663,अंतिम स्टेशन,término,72
10972,को सुदृढ़,fortalecimiento,18
4124,आसक्ति,indulgencia,66
13349,एस एस,ss,15
13409,दिसम्बर,dic,14
13763,दृढ़ता से,fuertemente,11
14460,पी,pag,9
1227,डामर,asfalto,95
14382,पूरा,completo,8
11487,रक्षा करना,defender,13
9661,स्पा,spa,45
3152,सबसे गरीब,más pobre,87
2208,टाइट्रेट करना,valoración,89
10803,स्वाद,gusto,34
7441,ऑक्स,auxiliar,62
6168,मैक्रो,macro,68
10987,स्नैक्स,arrancadores,23
5634,याद ताजा,recordativo,65
7457,रोलबैक,retroceder,61
2233,गोल्फरों,golfistas,69
14474,प्रशिक्षण,capacitación,10
9706,मूसा,moisés,45
112,ट्रोन,tron,100
5604,टक्सन,tucson,73
12517,निकाल दिया,despedido,10
334,बेईमानी,deshonestidad,99
8012,गीतकार,compositor de canciones,47
11094,ईस्टर,pascua de resurrección,35
9681,वेनिस,venecia,45
6388,धुलाई,lavar,42
3947,ईश,ish,83
6939,कल्प,eón,62
13506,मेल,correo,13
534,हीरो,hiro,99
4508,प्रधान,grapa,53
13648,अनिवार्य रूप से,necesariamente,12
13630,भाग लेना,participar,9
8622,कान,orejas,35
3108,इम्पाला,impala,87
8099,व्हिस्की,whisky,57
8752,चेरोकी,cherokee,51
642,झोले के मारे,paralizado,92
8794,साराटोगा,saratoga,52
620,लड़ाकू विमानों,avelandas,99
12116,चौधरी,ch,26
14120,जगह,lugar,6
6110,कोप्पा,coppa,70
13553,साहसिक,audaz,12
9197,भंवरा,abejorro,49
3436,स्कैंडेनेविया,escandinavia,86
6267,किसान,campesino,51
7138,प्रतिष्ठा,prestigio,62
8265,उतरने,aterrizaje,11
6701,टमप्लर,templario,65
5848,फ्राइडमैन,friedman,71
2827,घुट,asfixia,67
1547,नंगा नाच,orgía,92
4205,रेट्रो,retro,81
3786,आयताकार,rectangular,84
12367,पागलपन,locura,19
7147,एस्किमो,esquimal,42
303,वंशज,vástago,96
1214,बीर,lager,95
3752,विचरनेवाला,excursionista,81
4627,स्पाँजिफार्म,espongiforme,79
8764,फ्रेस्नो,fresno,52
