ID,HINDI,DEUTSCH,INTERVAL
3729,ईण्डीयुम,in indium.,84
7644,ज़र्द,wan,59
5027,भविष्यवाणी,prophezeiung,67
3832,ईसीयू,ecu,83
7994,स्वेज,suez,57
3530,बछड़ा,kalb,85
8122,अभिगम,zugegriffen,8
5404,के। वी,kv.,73
13173,माध्यमिक,sekundär,16
2813,नास्रेदमस,nostradamus.,88
14366,सात,sieben,10
3733,किनारे,reitlinien,47
10435,विंची,vinci.,39
8615,मुलेन,mullen,52
9906,फ्लॉप,hat nicht,43
13688,दस लाख,million,11
2354,मेल्बा,melba,90
9204,दिव्य,göttlich,45
3725,एचजी,hgg,84
11579,ध्वनि का,schall-,29
9623,फिगुरा,figura,45
280,बोगी,drehgestell,91
5265,चर,treibend,74
3528,एवोकाडो,avocado,82
4597,छापेमार,guerilla.,66
1275,के.एन.,kn,95
8667,हाथी दांत,elfenbein,52
12723,सोमवार,montag,21
5398,मठवासिनी,nonne,63
4501,डब्ल्यूटी,wt,79
119,कमारा,camara,100
14316,लबादा,macintosh,40
6637,एक अधातु तत्त्व,fluor,65
5887,सदमा,trauma,71
2714,गिग्स,gigs,62
14104,आयोजित,gehaltenen,8
3124,हैब्सबर्ग,habsburg,87
2973,स्वर्णीय नेत्र,goldenes auge,88
5180,प्रेम,prem,75
6505,चक्रीय,zyklisch,65
808,क्रान्ति,putsch,98
11975,गेट्स,gatter,20
10830,निर्माताओं,hersteller,20
9162,उत्सुक,erpicht,48
13204,9,9.,16
13280,संदर्भ,kontext,15
4301,ब्रोकोली,brokkoli,80
13979,मिला,gefunden,6
12781,सत्र,sitzung,17
12432,वां,th,23
14480,खेल,spielen,7
9295,हटाना,beseitigen,15
4797,न्यूक्लियोटाइड,nukleotide,69
2199,कांजी,kanji,91
10304,बैज,abzeichen,37
3848,न्यायालय,jurisdiktionen,48
5773,कर लगाना,besteuerung,71
9774,सत्यापन,überprüfung,44
7420,क्रूर,brutal,46
3456,संघर्षण,attrition,84
2089,असंबद्ध,unbeteiligt,92
8230,युकोन,yukon.,55
6290,मैला,schlampig,67
9951,नाइके,nike.,43
9880,दिशा निर्देश,orientierungshilfe,43
1970,हार्डकवर,hardcover,92
11311,पूर्ववत,rückgängig machen,21
7703,रीसाइक्लिंग,recycling,51
6412,ज्ञापन,memorandum,66
11709,निकटता,räumliche nähe,29
1105,विवादात्मक,polemik,78
5656,हूरों,huron,72
2697,राज्यविहीन,staatenlos,82
12651,केन,ken,21
7708,पोर्क्यूपिन,stachelschwein,59
9195,जहाजों,schiffe,38
1676,महिला संघ,schwesternschaft,94
13824,अधिक,mehr,5
11627,प्रतीक्षा करना,warten,14
5833,क्यूरी,curie,66
7182,विधवा,witwe,57
2591,वृत्तचित्र,dokumentarfilme,31
6333,लब्धि,quotient,67
11392,प्रोफ़ेसर,professor,30
4690,मस्तिष्क विकृति,enzephalopathie.,78
12818,ईशान कोण,nordost-,20
11050,अध्याय,kapitel,29
4905,संधारित्र,kondensator,74
13125,कलाकृति,kunstwerk,17
12800,अभिनेता,schauspieler,16
12337,स्थापना,einstellung,9
14502,उम्मीद,erwartet,10
14273,सिर,kopf,9
11350,साझेदारी,partnerschaft,31
2267,घिस,erodiert,81
6704,कुत्ते का एक प्राकर,dingo,65
1188,सजग,vigilante,81
10597,फील्डर,fielder,38
1871,धाराप्रवाह,fließend,92
8674,साधु,mönch,38
5683,जांच की चौकी,kontrollpunkt,61
55,अंडाणु,eizellen,100
9575,साथ - साथ,gleichzeitig,40
1899,सेंट्रो,zentro,92
8559,टीआईएस,tis.,40
920,आबरंग,aquarell,97
11372,विपरीत,versea.,33
8669,सस्ता,billig,52
1203,मोच,verstauchung,69
3661,पार्किंसंस,parkinson,84
10728,भविष्यवाणी की,vorhergesagt,22
9482,प्रभावशाली,einflussreich,46
1132,बाँदा,banda,96
5996,एस्टर,aster,70
10573,जनसांख्यिकी,demographie,35
2375,क्विंटन,quinton,90
10469,चैनलों,kanäle,14
2088,डेबुसे,debussy.,92
2501,ओवरड्राइव,overdrive,90
1651,लॉर्डी,lordy,94
7738,असत्यापित,nicht verifiziert,44
4871,किलोवाट,kw.,77
94,डाइमेड,diomedes.,100
1473,साज़,nutzbar machen,87
8447,बुलेवार,boulevard,53
9402,डाक का,post-,47
9595,सल्ले,salle,46
12293,सऊदी,saudi,24
14465,संगठन,verband,10
6582,हूपर,trichter,62
1893,उपदेश,predigt,85
9959,गारफील्ड,garfield,43
12462,कोने,ecke,21
13730,स्पेनिश,spanisch,12
1790,सीर्ल,einkräftig,93
1505,बासेट,basset,94
13244,सौदा,handeln,12
5352,नटखट लड़का,urchin.,74
14499,डेविड,david,9
3883,अंतरात्मा की आवाज,gewissen,83
1299,एनोटेट,kommentiert,82
7880,डीपीटी,dpt.,58
347,डाकिया,postbote,100
14259,प्रशासन,verwaltung,6
6608,अचूक,unschule,66
12568,चक्र,kreislauf,17
7696,शोक,trauer,54
2399,सिंक्रनाइज़,synchronisiert,66
7998,बुच,butch,57
7730,इंटरसेप्टर,vermittler,53
9419,परी,fee,46
9690,हार्टफोर्ड,hartford,45
9742,चिकित्सा,therapie,43
10908,कुंज,hain,35
12563,तंग,fest,22
11874,सलाह देना,beraten,19
11523,ट्यूनीशिया,tunesien,31
12898,यूटा,utah,19
11378,वारक्राफ्ट,warcraft,33
9723,ऊदबिलाव,biber,38
755,किइक,kike.,98
8696,गपशप,tratsch,51
3446,बोरा,bora,80
2687,पाक,kulinarisch,89
6341,पत्नियों,ehefrauen,68
6033,लूट,raub,66
11282,मोटे तौर पर,grob,33
5798,जिस,whomp.,71
12390,नया तारा,nova,24
707,स्लोन,slone,98
11908,असामान्य,ungewöhnlich,25
2763,विधियों,satzung,60
8088,गिरवी,verpfändet,41
6366,नेस्टर,nestor.,68
6689,स्वांग,verkleidung,44
1548,शॉर्टवेव,kurzwelle,94
8443,कोहरा,nebel,53
5519,क्लर्कों,angestellte,55
6739,मानाती,seekuh,65
6317,प्रकाश संश्लेषण,photosynthese,68
13382,डाटाबेस,db.,14
462,विषम,kontrastiert,32
14419,दिखाता है,zeigt an,7
6893,रैकर,racker,64
3434,ग्रहणशील,sensorisch.,85
6838,बोंग,bong,64
10870,बंगाल,bengalen,25
3111,शाफ़्ट,ratsche,87
11071,विस्फोटक,explosiv,17
14496,मुद्रा स्फ़ीति,inflation,42
8832,गुरिल्ला,guerilla,42
10607,राइन,rhein,38
12217,वाटसन,watson,25
4126,विधि,rezept,70
13625,स्पष्ट,klar,11
12951,केली,kelly.,18
4016,मेग्मा,magma,82
8341,कैनवास,segeltuch,55
6787,दूर से,remote,37
1484,जम्पसुट,jumpsuit,94
3956,अपटाउन,uptown,82
7289,केम्प,kemp,60
802,मटाडोर,matador,95
11170,हाथी,elefant,32
4331,सेंटीमीटर,zentimeter,67
8412,आकर्षण-शक्ति,gravitation,45
11161,लोक,volk,27
6649,कोनी,connie,58
7062,हज़ेन,hazen,63
4176,लैनियर,lanier,81
12182,आरोपों,vorwürfe,16
4539,मर जाता है,diesen,79
12417,छड़,bar,20
8595,प्रतिभावान,genius,53
6843,पासपोर्ट,reisepass,59
4930,चश्मे,brille,73
13327,गति,bewegung,14
8845,चित्रकार,maler,48
7534,रामबुटन,rambutan,60
10510,रैखिक,linear,38
10328,व्यवस्था,arrangements,19
9002,मोटापा,fettleibigkeit,48
10566,ताइपेई,taipeh.,38
12277,जगा,jaga,25
522,कॉटनवुड,wollholz,99
4943,शरारत,unfug,75
10032,चूक जाना,ursprünglich,39
4897,कन्फ्यूशियस,konfuzius,77
9211,श्वसन,atemwege,48
5325,टारपीडो,torpedo,68
2363,अलंड,eland,90
868,लोकपाल,ombudsmann,97
12396,चार्ट,charts,13
12900,अर्थव्यवस्था,wirtschaft,18
6162,कोलमबियन,kolumbianer,69
9754,कार्यशाला,werkstatt,41
10547,बैरकों,kaserne,38
5527,ब्रेस्ट,brest,73
8498,प्रेरणा,inspiration,27
5512,खींचतान,zieh,17
1884,ल्यूप,lupe,92
4686,हर्स्ट,hört,78
7828,तिपाई,stativ,57
445,पेबल्स,peebles,100
6388,धुलाई,waschen,41
9328,लिंडा,linda,47
7321,अलग हो,ausgeworfen,51
4266,सब से बड़ा,primus,81
4105,सकाई,sakai,82
3901,टॉक,tock,83
5320,टोपर,topper,62
8166,सीओडी,kabeljau,56
6633,पुनर्निर्माण करना,neuausrichtung,54
12450,बत्तख,ente,19
13127,जाता है,giftig,17
430,दयान,dayan,100
5752,टिकी,tiki,71
3039,चिनाई,mauerwerk,88
5225,मिस्सी,vermisst,75
667,सुनाई देने योग्य,hörbar,94
13328,तोपें,artillerie,15
3814,ट्रान्साटलांटिक,transatlantisch,83
10739,रिचर्डसन,richardson,38
14300,संचालन,betrieb,6
1699,बोगार्ट,bogart,94
13016,रोग,erkrankung,17
13319,आंधी,taifun,14
56,ईन्कुबुस,inkubus,100
7167,कैरिओका,karioca,62
8485,पत्थर की दीवार,steinwand,53
1938,जानकार,kenntnis,91
8186,पन्ना,smaragd,54
10423,टक्कर,kollision,38
5883,चुनाव क्षेत्र,wahlkreis,48
8345,साला,sala,55
10630,पेटन,peyton,38
529,कोड़ा,koda,99
14501,अधिकारियों,behörden,9
12272,पोप,papst,24
10300,सिंचित,gefüttert,40
3541,कढ़ाई,stickerei,85
2554,परिश्रावक,stethoskop,90
14436,एकाधिक,mehrere,6
14164,बनाता है,macht,5
13529,चौड़ा,breit,12
10552,इनलैंड,inland,38
6985,पिका,pika,63
3987,गूगोल,googol,82
12784,तत्वों,elemente,15
813,बद गप्पी,tabby,98
14201,स्क्रीन,bildschirm,18
9540,शॉर्टस्टॉप,shortstop,45
11171,एंगस,angus,34
7047,लातीनी,latino,60
9451,दुकानदार,chandler,46
10302,वैभव,herrlichkeit,40
5721,फैला हुआ बादल,stratus,72
2379,जारी रखें,mach weiter,83
7309,पेय पदार्थ,getränk,58
12281,धीरे से,langsam,25
6791,तालबद्ध,rhythmisch,64
10426,बेर,beere,38
14441,आपूर्ति,liefern,17
1660,काप,karpfen,82
6821,स्क्रीन किया,abgeschirmt,18
4904,कैमिनो,camino,77
1041,कसम खाई,geschworen.,97
5571,स्टेडियम,stadien,73
8243,क्षमा करना,verzeihen,48
4378,सक्सोंस,sächse,51
7320,बदनाम,diffamieren,29
7529,गेटे,goethe,60
118,उद्यमिता,unternehmerschaft,100
9121,अज़,az.,49
7295,स्पोकेन,spokane,62
10542,रॉडने,rodney,38
11265,आर्कटिक,arktis,34
12863,चुनौती,herausforderung,12
534,हीरो,hiro.,99
10296,वेबस्टर,webster,40
8298,आगमन,advent,55
2592,पर फिर से काम,überarbeitet,61
5471,मुक्तिवादी,libertarisch,61
8394,विश्लेषकों,analysten,44
11364,याकूब,jakob,33
6404,रेन,ren,67
7740,कराटे,karate,56
5649,हार्न,hupen,71
3333,शुल्क मार्ग,schlagbaum,82
9789,ईथरनेट,ethernet.,44
2692,अधिवृक्क,adrenal,89
9030,कीमती,kostbar,50
11741,वीरांगना,amazonas,29
4794,हर्शेल,herschel,77
3352,पर्म,dauerwelle,86
5400,रामी,rami.,72
7022,कंडक्टर,dirigent,61
2305,कार्बोज़ाइलेस,carboxylase,90
14410,देखना,aussehen,5
3877,सरकना,gleiten,70
13441,नक्शा,karte,12
2232,कड़ी कर दी गई,festgezogen,73
2409,एक्यूपंक्चर,akupunktur,90
10005,पर्व,fiesta,42
8039,धूप,sonnig,39
13713,समुद्र,meer,12
8041,जाली,bogus,56
6862,प्रसारण,luftspiel,64
9273,वनों की कटाई,entwaldung,47
12523,दस्ता,kader,18
8117,एनोरेक्सिया,anorexie,56
12622,ओडीए,oda,22
11431,लुइसविल,louisville,32
1583,फेनिलैलेनिन,phenylalanin,94
12883,सौ,hundert,15
7513,बज़,bz.,61
11899,मीटर की दूरी पर,meter,24
4961,हॉरनेट,hornisse,52
5384,बीडी,bd.,72
6032,अभिव्यंजना,bezeichnet,42
1668,नशा,fuddle,94
4528,स्ट्राविंस्की,strawinsky,79
3989,योकोहामा,yokohama.,82
13640,अनुत्तीर्ण होना,gescheitert,10
14187,जारी रखना,weitermachen,5
4327,गर,gar.,78
13598,विशेष रुप से प्रदर्शित,vorgestellt,9
2049,क्वान,kwan.,92
8199,तमिलनाडु,tn,56
7054,राजी,überzeugt.,48
10283,मौज़ेक,mosaik-,39
12761,लंबे बाल,lange haare,20
9587,पैंट,hose,45
937,चेखोव,chekhov,97
4514,रजिस्ट्री,registrierung,79
12897,सर्व-कुंची,jimmy,19
5469,आकृति परिवर्तन,gegründet,64
11891,रेडस्किन्स,redskins.,28
10311,असफल,unsalvage,40
627,भूकम्पमापी,seismometer,94
6793,राष्ट्रवादी,nationalisten,37
14090,वाशिंगटन,washington,9
7698,बड़ा फोड़ा,karbunkel,59
7493,बौछार,dusche,45
11491,इनपुट,eingang,30
2648,माइटोकांड्रिया,mitochondrion.,89
11062,सर्बियाई,serbisch,35
1394,अलग दिखना,auffallen,92
2390,स्पोर्ट्सकस्टर,sportlerin.,86
6580,रामन,ramon,66
11383,खूब,eine menge,32
3736,नाश्ता,snack,73
3508,ज़्यूरिख,zürich,85
11344,नितंब,arsch,32
8934,रान्डेल,randall.,50
1854,कैबिबारा,capybara.,91
10818,मेटा,meta,37
9939,वकील,anwalt,35
14183,दल,party,9
6200,भूल भुलैया,matze,67
3705,पागलों,wahnsinnige,45
11230,बजट,budget,32
10038,वंशावली,abstammung,42
13691,विशाल,enorm,12
1950,बिंगो,bingo,92
5456,डॉब्सन,dobson,73
10293,खातिर,sake,39
3845,प्रेस कक्ष,presseraum,83
11456,बगदाद,bagdad,32
6124,अमोनिया,ammoniak,69
12823,रचनात्मक,kreativ,19
9746,बेकरार,verzweifelt,36
11454,बक्शीश,bonus,32
2992,जमघट,gedränge,87
4134,अनफ्री,unfruchtbar,81
7496,यूसी,uc,61
5181,प्रत्यारोपण,implantieren,68
1890,कालातीत,verfallen,69
3200,पहुंचाई,einlustig,50
7802,साइक्लोनिक,zyklonikum,10
9559,क्रिस,kris,46
13282,व्याकरण,grammatik,15
4046,अन्याय,ungerechtigkeit,76
5732,डंबलडोर,dumbledore.,72
5590,बिगड़ा हुआ,verwöhnt,49
11859,वेगास,vegas,27
646,षाट्रेज़,chartreuse,99
9816,थ्रिलर,thriller,43
706,बचाए,flosig,98
14005,योजना,planen,11
12302,ची,chi,24
8744,क्लॉज,claus,52
1460,असमान,ungleich,92
12088,वाई के,wi.,26
10565,अमेरिका देश का जंगली घोड़ा,mustang,35
5682,चूची,nippel,66
11494,एसएचएलओएम,shalom,31
8273,आदिवासी,ureinwohner,44
12346,गड़बड़,durcheinander,18
11657,डरहम,durham.,30
645,टोर्रेंस,torrens.,99
12495,समुंद्री जहाज,schiff,16
1411,गियर,ausgereibt,26
5416,कैसी,cassie.,73
7312,नेपियर,napier.,62
537,फेज,fez.,99
5669,कुष्ठ रोग,lepra,72
9230,ईंट,backstein,44
14156,अंतरराष्ट्रीय,international,9
4170,लोहे का दस्ताना,stulpe,80
9668,टखने,knöchel,43
12888,त्यौहार,festival,17
1398,फिनाइल,phenyl,94
7660,कमर,taille,53
11806,सिंह,löwe,16
9831,विजयोल्लास,triumph,40
4064,उपद्रव,rowdytum,61
8622,कान,ohren,35
11205,मंगा,manga,34
1942,लाजास्र्स,lazarus,92
2023,प्रोपोगा,propoganda.,92
5158,असफलता,fiasko,74
7765,चिल्लाहट,schreien,38
9560,चिड़चिड़ा व्यक्ति,hotspur,46
6172,डोल्से,dolce.,69
8775,प्रजनन नलिका,vagina,51
6049,उट्रेच,utrecht.,70
10413,तीखा,scharf,38
1441,इब्रानी,aramäisch,94
7573,बड़बड़ाना,rave,50
8346,वॉल्टेयर,voltaire,55
7867,वेतन,löhne,28
13487,चर्च,kirche,13
10831,शिकायतों,beschwerden,25
3391,अमित,amit,86
2637,वूलविच,wollwich,89
3339,छात्रावास,herberge,81
4340,यांग्त्ज़ी,yangtze,80
6293,स्कारबोरो,sarborough.,68
3295,दंडित,bestrafen,20
12585,लूटना,rauben,21
4360,तड़क,schnappend,33
4178,डीजेड,dz.,81
8822,त्रयी,trilogie,51
5136,नोर्मा,norma,75
9555,रिसेप्टर,rezeptor,39
5564,छायादार,schattig,73
12020,साल्वाडोर,salvador,27
1692,निर्जलीकरण,dehydratation.,88
6632,मारसैल,marseille,58
13478,जैक्सन,jackson,13
3628,वेरिटस,veritas,84
6281,दस्त,durchfall,68
4009,सब देवताओं का मंदिर,pantheon,82
4950,शब्द-साधन,etymologie,64
1549,मुलडर,mulder.,94
4073,लेटरमैन,letterman,82
6847,गुर्रे,guerre,64
9171,माइक्रो,mikro,49
2177,मुर्गी,henne,78
2303,नीचे को झुकाव,ablenkung,59
7693,तालाब,teich,58
1118,औशेयनोग्रफ़ी,ozeanographie,96
8146,प्रक्रिया में,unterwegs,56
12351,मकड़ी,spinne,23
1953,अंजन,kohl.,92
12223,करीब,näher,25
6145,वैगा,wagga,69
6291,दबाने,unterdrücken,38
8078,झगड़ा,fehde,52
14481,प्रेस,drücken sie,12
7161,रुड,rudd,62
9506,गुरुत्वाकर्षण,schwere,46
9811,कहानियों,erzählungen,29
9358,बेईमान,unwahr,47
5446,विसंगति,diskrepanz,57
9250,खोपड़ी,schädel,46
7653,आईईईई,ieee.,60
606,मेथिलीन,methylen,99
13116,लेविस,lewis,17
1853,विमानभेदी,antiaircraft,93
486,सोरिंग,steigend,68
10337,ईटा,eta,40
6885,बॉयलर,bubyer,64
9650,मामूली,trivial,43
854,सोलेर,einlöcher,98
13100,ग्वाटेमाला,guatemala,17
8232,सेरेना,serena,55
9389,सटीक,präzise,30
7919,सत्तर,siebzig,46
8967,मनोदशा,stimmung,50
11639,स्लैलम,slalom,28
12322,आवाज़,geräusche,12
2837,देवदूत-संबंधी,apostolisch,88
13143,लड़ा,kämpften,17
2292,सीपीएम,cpm,91
11044,प्रतिपादन किया,gerendert,17
10913,मेढक,frosch,32
1982,जैकपोट,jackpot,92
7876,प्लवक,plankton,58
10651,विकल्प,optionen,7
12388,ख़ाका,layout,23
10384,निकालना,zurückziehen,25
2784,टाइमर,timer,63
5620,कंडर,kondor,70
13267,ओन्टारियो,ontario.,15
782,बिना बधिया किया घोड़ा,hengst,90
3667,प्रतिबंध,sanktion,14
5376,दुकानों से सामान चोरी,ladendiebstahl,70
10,सूर्य तारा,sonnenstern,100
10054,स्पघेटी,spaghetti,42
12052,हो जाता है,wird,7
633,अतोचा,atocha,99
9666,निरर्थक,absurd,43
2917,चिबा,chiba,88
8858,घंटा,gong,51
9944,रॉलेंड,roland.,43
2586,ज़ीरक्सा,xerox,89
8985,विस्तार से कहना,durchdacht,42
11807,स्टुअर्ट,stuart,29
13823,कर सकना,dürfen,5
5094,अदन,aden,75
9564,घाव,wunde,17
2652,मैना,star,89
13289,घटना,vorfall,13
7606,मच्छर,moskito,56
5462,टोरा,torah,72
8656,टूट - फूट,nervenzusammenbruch,51
478,ट्राईफॉस्फेट,triphosphat,99
4401,पनीरबर्गर,cheeseburger,79
7261,जीनोम,genom,59
11468,छड़ी,stange,30
12098,अपरिवर्तनवादी,konservativ,20
6361,बंदर,lemur,67
9307,शुरू हुआ,debütiert,18
2278,कोयल,kuckuck,90
762,न्यूज रूम,newsroom,96
8817,ओग,übertrieben,51
12768,डच,niederländisch,20
5100,जोड़ा हुआ,artikuliert,62
10995,डिहाइड्रोजनेज,dehydrogenase,36
10999,पहलू,aspekte,25
8007,ऑस्ट्रेलियाई,aussie.,50
5600,ऐसा न हो कि,damit nicht,58
12345,हिस्से,portion,10
8632,बीथोवेन,beethoven,53
14146,नाम,name,6
3884,पक्षी,geflügel,82
8377,भाव,gefühl,43
14096,कर,steuer,23
90,व्यंग्य,emphysem,100
6047,उई,oui.,70
8583,न्यायिक जांच,inquisition,52
4954,अनुबंध,blinddarm,76
8962,ट्रेलर,anhänger,45
1761,जिनी,ginny,93
11957,पीतल,bronze-,27
6969,पैज़ले,paisley,63
11057,दाढ़ी,bart,33
12942,फिलिप,philip,19
12406,मोटा,fett,23
7451,सहयोगी,kollegen,51
3211,रेनियर,rainier,87
10122,होता है,tritt ein,11
7001,चैपलिन,chaplin,63
3935,जीवी,gv,82
13971,दर,rate,7
5999,असंतोष का शब्द,grunzen,68
230,उपसमूह,untergruppe,90
9644,आइकन,symbol,35
7057,लांसर,lancer,43
14425,कभी,immer,10
4171,पर्मा,parma,81
13840,मैं,ich,5
2607,रैंडल,randle,89
11540,पोषक,fördern,30
740,बीजगण्यवादी,algebraist,98
12915,टचडाउन,touchdowns.,9
4947,शिकायत,konforme,76
13736,गणतंत्र,republik,11
13240,मिसौरी,missouri,16
5947,माइक्रोनेशिया,mikronesien.,70
10949,अशांति,unruhe,36
6549,ओसीए,oka,66
13284,8,8.,15
14078,राजनीतिक,politisch,10
3432,रोधगलन,infarkt,84
6456,बंगाली,bengali,67
7038,आसमान,skies,26
7070,सफाया,abgewischt,49
3487,गिरगिट,chamäleon,85
4470,रंगहीनता,albinismus,76
1383,अकार्बनिक,anorganisch,95
14075,पहुँच,zugang,8
13530,बुश,busch,13
8363,वेल्च,welch,54
14385,संपत्ति,vermögenswerte,37
654,रोगल,krümel,84
8379,डाइमन्डबैक्स,diamondbacks.,52
236,अभागी,glücklos,100
10176,लाहौर,lahore,41
3897,बेबिलोनिया,babylonien,83
4089,चिपचिपा,klebrig,82
10161,बैटमैन,batman,41
1403,जोड़ - तोड़,manipulationen,38
13683,शायद,vielleicht,12
13368,ट्रॉफी,trophäe,14
7342,मिट्टी के बर्तनों,keramik,60
2069,त्रिकोणमितीय,trigonometrisch,92
5893,बाहर निकलने देना,entlüftung,60
5440,विभाज्य,aliquot,73
10185,यहोशू,josua,41
11858,ऊंचाइयों,höhe,21
10140,जोड़ी,duo,41
8680,फ़ासिस्ट,faschistisch,45
2983,केंसिंगटन,kensington.,88
6536,यमक,wortspiel,62
3060,कोणीय,eckig,87
12610,डेल,del,22
14150,योग्य,fähig,6
10689,मुख्य भूमि,festland,37
4348,बेसन,bason,80
7958,गंभीरतापूर्वक,zutiefst,57
2235,स्क्वैमिश,pethamisch,91
2630,होमब्रू,homebrew.,89
7772,नाइट्रेट,nitrat,55
2484,सियाम,siam,90
11786,अवर,minderwertig,28
12771,जानवर,tier,12
11977,अधूरा,unvollständig,26
11624,म्यूचुअल फंड,mf.,30
11019,आकलन,bewerten,19
2953,कटा हुआ,geschnitten,54
3222,सिसिली का,sizilianisch,83
10389,फ्लैगस्टाफ,flagstaff.,39
9074,छितरा हुआ,verstreut,43
11974,काफी,bedeutend,27
2424,हर्बी,herby,90
2535,खत्री,khatri.,90
5839,समय समाप्त,auszeit,57
9115,गलतफ़हमी,missverständnis,42
1454,पर्वतारोही,bergsteiger,66
12294,नाटो,nato.,25
10417,सुसान,susan,39
10477,आईआरए,ira.,39
2093,दीनार,dinar,82
2248,बापू,dada,91
2382,रंगून,rangoon,90
3257,कण्ठमाला का रोग,mumps,87
4342,शव परीक्षण,autopsie,77
13456,अवांछित,unerwünscht,13
11207,जोन,joan,34
8374,समस्यात्मक,problematisch,54
12379,वजन,gewicht,22
7782,किनबोट,kinbote,59
4298,सबसे ठंडा,kälteste,80
7597,कुदाल,spaten,54
12142,पलायन,flucht,21
889,त्रिगुट,ternär,97
3089,कैस्पर,kasper,87
12377,कैम्पबेल,campbell,24
5767,प्रकाश,leuchtfeuer,68
7421,वेस्टा,vesta,61
4707,संचयी,kumulativ,74
8203,ग्रीनलैंड,grönland,56
439,कायापलट,metamorphose,100
692,काफिरों,unglück,77
5345,हिमाच्छन्न,schneebedeckt,74
2332,खरब,billion,88
12525,लॉरेंस,lawrence,22
3271,स्कीइस चलनेवाला,skifahrer,75
12919,संयुक्त,kombiniert,14
7719,आधारभूत,unterschwellig,55
10939,अटेरना,strang,32
6253,मेथियोनीन,methionin,68
1744,कलाम,kalam.,93
340,दादा दादी,großeltern,78
8423,मिथ्या,pseudo-,54
12133,गुरूवार,donnerstag,26
14360,जनवरी,januar,5
13486,एंटी,anti,13
10706,डेक,deck,37
1011,कट जाना,abgeschnitten,96
4230,फेफड़े,pulmonal,81
14363,रॉबर्ट,robert,11
7405,शहनाई,klarinette,61
9949,घिरे,umgeben,23
1971,बंतू,bantu,92
4459,पिरान्हा,piranha,76
6808,एबी,abby,64
9710,मरम्मत,wiederherstellung,9
9420,रंगभेद,apartheid,47
1675,सोलन,solon,92
6809,उत्तोलक,hebel,62
8756,तुरही,trompete,49
10893,आर्मीनिया,armenien,36
12051,मंज़िल,boden,23
497,रिवेरा,riviera,99
7467,पारदर्शिता,transparenz,44
8062,मापदंडों,parameter,42
11720,खोज,entdeckung,25
6866,लंबे समय तक,lange zeit,64
12852,वन,wald,18
5934,प्रशंसनीय,plausibel,66
13954,अच्छा,gut,6
2298,हाइड्रोक्लोराइड,hydrochlorid,90
642,झोले के मारे,gelähmt,92
10324,बोइंग,boeing,38
6622,बाल यौन शोषण,pädophilie,66
2490,बिल्डर,erbilder,90
7786,गदर,meuterei,55
9068,हेन्डबोल,handball,48
10505,टुकड़ा,chip,28
10173,आभ्यंतरिक,mittelmeer,41
4055,बहाना,vorwand,79
13577,युवा,jung,12
14440,किताब,buch,9
12677,मिसीसिपी,mississippi,21
7806,अलफोंसो,alfonso.,58
5054,प्रोटेस्टेंट,protestantismus,76
10815,आंशिक,teilweise,27
527,प्रिकैम्ब्रियन,precambrian.,99
6409,प्राप्ति,erlös,67
5306,क्विटो,quito.,74
6613,सेबल,zobel,65
13580,औपचारिक,formell,12
350,एक प्रकार की पक्षी,klopfer,98
4121,पक्का,gepflastert,59
1321,डिस्प्ले,diskutieren,95
9098,कूप,coupe,18
2,एक प्रकार की रोटी,brezel,92
13609,इस प्रकार,daher,12
14219,पूर्व,ost,9
8828,ताउ,tau.,51
13330,मशरूम,pilz,14
924,मोड़ना,wieder aufgenommen,51
9869,उल्लू,eule,36
3855,पावलोव,pavlov,83
4649,पुनर्जनन,regeneration,61
5330,संस्मरण,erinnerungen,65
14390,ताकतों,kräfte,7
3205,पड़ना,hap,86
11913,खेत,bauernhof,23
1640,पुनर्मुद्रण,abdruck,62
3991,रिलेटा,relata,82
5019,घुंघराले,lockig,76
12063,लेखक,schriftsteller,18
8577,अदृश्य,unsichtbar,50
8631,मेमना,lamm,49
12101,एबीसी,abc,26
8296,लंगड़ा,lahm,54
9379,दुविधा में पड़ा हुआ,nicht schlüssig.,47
2287,बीज बोना,sau,83
14044,दरें,preise,7
14486,विशेषता,besonderheit,9
5542,जीव रसायन,biochemie,73
5886,अलग है,unterscheidet,26
11482,क्रांतिकारी,revolutionär,30
6828,नर्तकियों,tänzer,52
7755,यूरेका,eureka,59
5477,अंगविक्षेप,mime,72
6589,पीछे छोड़ दिया,überholt,66
7473,स्कोर बोर्ड,anzeigetafel,60
12518,फिट,fit,17
5813,गाम्बिया,gambia,71
7966,गौरैया,spatz,55
7083,मास्क,domino,58
5743,गूलर,bergahorn,70
5056,लिगैंड,ligand,62
3125,ऊंचा नीचा,ereignislos,82
6096,प्रक्षेप्य,projektil,55
4481,रूपवान,gut aussehend,78
4560,नूट,knut,79
10414,ब्रॉडवे,reitway,39
13889,के माध्यम से,durch,8
8824,सोदागर,händler,46
1750,आयत,rechteck,90
13565,भरना,füllen,11
7809,बीआईएम,bime,58
14138,शीर्ष,spitze,7
7699,ज़र्द मछली,goldfisch,59
12774,दक्षिण-पूर्व,süd-ost,20
3003,महा,maha,88
763,तुरई,zucchini,98
10720,गिल्बर्ट,gilbert,38
9589,पीएच,phain,46
2140,भिगो,getränkt,83
13685,दावा,beanspruchen,9
11133,सोलह,sechszehn,35
9093,स्नातक,absolvent,34
13188,बच्चे,kinder,16
11836,एश,asche,23
