ID,ENGLISH,OCCURENCES,ENGLISH_stem,JAPAN,PORTUGAIS,KOREAN,RUSSIAN,DANOIS,POLONAIS,FRENCH,SPAIN,DEUTSCH,CHINESE,TURC,ARABE,HINDI
5831,breech,81,breech,ブリーチ,culatra,볼기,казенная часть,Breech.,ubierać w spodenki,culasse,recámara,Verschluss,臀位,makat,المؤخرة,पीछे का भाग
5832,auf,81,auf,auf.,auf.,아프리,авафта,Auf.,auf.,auf,auf,aufbohrt,Auf.,auf,auf.,एयूएफ
5833,largo,81,largo,lar,largo,라르고,Ларго,largo.,largo,largo,largo,Largo,拉戈,largo,لارجو,लार्गो
5834,curie,81,curi,キュリー,curie.,법정,кюри,Curie.,curie,curie,curie,Curie,居里,curie,كوري,क्यूरी
5835,gorman,81,gorman,g g,Gorman.,고무,горан,Gorman.,gorman,gorman,Gorman,Gorman,戈尔曼,Gorman,غمانون,गोर्मन
5836,starfish,81,starfish,ヒトデ,estrela do Mar,불가사리,морская звезда,søstjerne,rozgwiazda,étoile de mer,estrella de mar,Seestern,海星,denizyıldızı,نجم البحر,एक प्रकार की मछली जिस को पाँच - सात बाहु के सदृश अंग होते है
5837,finch,81,finch,フィンチ,Finch,핀치,финч,Finch.,zięba,bouvreuil,pinzón,Fink,芬奇,ispinoz,خفق,चिड़िया
5838,capsule,81,capsul,カプセル,cápsula,캡슐,капсула,kapsel.,kapsuła,capsule,cápsula,Kapsel,胶囊,kapsül,كبسولة,कैप्सूल
5839,upwards,81,upward,上向きに,para cima,위로 향하여,вверх,opad,w górę,vers le haut,hacia arriba,nach oben,向上,yukarı,صعودا,ऊपर की ओर
5840,timeout,81,timeout,タイムアウト,tempo esgotado,시간 초과,время ожидания,tiden er gået,koniec czasu,temps libre,se acabó el tiempo,Auszeit,暂停,zaman aşımı,نفذ الوقت,समय समाप्त
5841,gibberish,81,gibberish,ジブベリシッシュ,Gibbilar,헛소리,гибберти,sludder,szwargot,charabia,algarabía,Kauderwelsch,胡言乱语,gibberish,رطانة,अस्पष्ट उच्चारण
5842,cigar,81,cigar,葉巻,charuto,시가,сигар,cigar,cygaro,cigare,cigarro,Zigarre,雪茄,puro,سيجار,सिगार
5843,groove,81,groov,溝,sulco,홈,канавка,rille,rowek,rainure,ranura,Rille,槽,oluk,أخدود,नाली
5844,emery,81,emeri,エメリー,esmeril,금강사,Эмери,emery.,szmergiel,émeri,esmeril,Schmirgel,砂肌,zımpara,قيم,कस्र्न पत्थर
5845,piet,81,piet,ピエトリー,piet.,윤활유의,Пит,Piet.,piet.,piet,piet,Piet,p,piet,بيت,पीट
5846,mv,81,mv,m,mv.,MV.,м.В.,mv.,mv.,mv,mechón,MV.,m,mv,مهد,एमवी
5847,fiscal,81,fiscal,財政,fiscal,회계사,фискальный,Fiscal.,fiskalny,fiscal,fiscal,fiskalisch,财,mali,ميالى,राजकोषीय
5848,internationale,81,international,国際的な,Internacional,국제화,внутренняя часть,internationale.,międzynarodowy,Internationale,internacional,international.,Internationale.,internationale,Internationale.,इंटरनेशनल
5849,friedman,81,friedman,フリードマン,Friedman.,프리드먼,Фридман,Friedman.,Friedman.,friedman,Friedman,Friedman,弗里德曼,friedman,فريدمان,फ्राइडमैन
5850,mezzanine,81,mezzanin,メザニン,mezanino,중 이층,мезонина,mezzanin,półpiętro,mezzanine,entresuelo,Zwischenstock,夹层,mezzen,مشرف,परछत्ती
5851,aye,81,aye,a,Sim,찬성,ай,aye.,zawsze,toujours,sí,Ja,Aye.,aye,اي,सवैदा
5852,telugu,81,telugu,テルグー,Telugu,텔루구 어,телугу,telugu.,Telugu.,Telugu,telugu,Telugu,Telugu.,Telugu,التيلجو,तेलुगू
5853,tol,81,tol,tol,para mim,tol.,толь,tol.,tol.,tol,tol,Tol,托,tol,تول,सहने
5854,grail,81,grail,獄舎,graal,큰 쟁반,Грааль,gral,Graal,graal,grifería,Griff,格林,kızartmak,جراد,कंघी बनानेवाले की रेती
5855,icarus,81,icaru,イカルース,Icaro,이카루스,icarus.,icarus.,icarus.,icarus,Icarus,Ikarus,伊卡鲁斯,icarus,icarus.,इकरस
5856,maori,81,maori,麻布,maori,마오리족,маори,maori.,Maori.,Maori,maorí,Maori,毛利人,Maori,الماوري,माओरी
5857,lea,81,lea,葉,Lea,넓은 땅,лишать,Lea,polanka,lea,pasto,Löffel,lea,bitmek,لربيا,घास का मैदान
5858,purse,81,purs,財布,Bolsa,지갑,кошелек,pung,portmonetka,Bourse,bolso,Geldbeutel,钱包,el çantası,كيس نقود,पर्स
5859,smee,81,smee,笑う,smee.,스미르,Сми,Smee.,Smee.,crevé,smee,kriechend,sm,koku,smee.,निपुण
5860,allegheny,81,allegheni,アレゲニー,Allegheny.,allegheny.,аллегей,allegheny.,Allegheny.,allége,Alleghenía,Allegheny,阿勒格尼,allegheny,Allegheny,एलेघेनी
5861,roach,81,roach,ro,barata,바퀴벌레,плотва,roach.,płoć,gardon,cucaracha,Plötze,蟑螂,roach,صرصور,एक प्रकार की मछली
5862,hyperactivity,81,hyperact,hyper hyper,hiperatividade,과다 활동,гиперактивность,hyperaktivitet,nadpobudliwość,hyperactivité,hiperactividad,Hyperaktivität,多动,hiperaktivite,فرط النشاط,सक्रियता
5863,politburo,81,politburo,輿入れ,Politburo.,정치원,Politburo,Politburo.,Politburo.,politburo,politburón,Polituro.,政治局,politburo,المكتب السياسي,पोलितबुरो
5864,restructuring,81,restructur,再構築,Reestruturação,구조 조정,реструктуризация,omstrukturering,restrukturyzacja,restructuration,reestructuración,Umstrukturierung,重组,yeniden yapılandırma,إعادة الهيكلة,पुनर्गठन
5865,investors,81,investor,投資家,investidores,투자자,инвесторы,investorer.,inwestorzy.,investisseurs,inversores,Anleger,投资者,yatırımcılar,المستثمرين,निवेशकों
5866,unitarian,81,unitarian,ユニタリアン,Unitarista,단위의,унитарен,unitarar.,unitarian,unitaire,unitario,unitarisch,联络,ünite,التوحيد,एकजुट
5867,tubman,81,tubman,チューブマン,tubman,튜브맨,Tubman.,Tubman.,tubman.,tubman,tubero,Tubman,Tubman.,tütür,Tubman,बगुले
5868,transcontinental,81,transcontinent,トランスコンチネンタル,transcontinental,트랜스 곤타 사이드,трансконтинентальный,Transcontinental.,transkontynentalny,transcontinental,transcontinental,transcontinental.,横冲线道,transkoninal,transcontinental.,ट्रान्सकांटिनेंटल
5869,ecstasy,81,ecstasi,エクスタシー,êxtase,엑스터시,экстаз,ecstasy.,ekstaza,extase,éxtasis,Ekstase,狂喜,ecstasy,نشوة,परमानंद
5870,basil,81,basil,バジル,manjericão,바질,Бэзил,Basil.,bazylia,basilic,albahaca,Basilikum,罗勒,Reyhan,ريحان,तुलसी
5871,silverback,81,silverback,シルバーバック,Silverback,실버 백,серебристый,Silverback.,Silverback.,argent argenté,silverback,Silberrücken,silverback.,silverback,silverback,सिल्वरबैक
5872,waugh,81,waugh,w,waugh.,와우 그리다,вон,Waugh.,Waugh.,vaincre,augurio,Wägh,沃,yaralamak,ووه,वॉ
5873,chaotic,82,chaotic,混沌としました,caótico,혼란 스럽다,хаотичный,kaotisk,chaotyczny,chaotique,caótico,chaotisch,混乱的,kaotik,الفوضوي,अराजक
5874,moderately,82,moder,穏やかに,moderadamente,적당히,умеренно,moderat,miernie,modérément,moderadamente,in Maßen,适度的,ılımlı olarak,معتدلة,मध्यम
5875,proteins,82,protein,タンパク質,proteínas,단백질,белки,proteiner.,białka,protéines,proteínas,Proteine,蛋白质,proteinler,البروتينات,प्रोटीन
5876,likelihood,82,likelihood,可能性,probabilidade,있을 수 있는 일,вероятность,sandsynlighed.,prawdopodobieństwo,probabilité,probabilidad,Wahrscheinlichkeit,可能性,olasılık,احتمالية,संभावना
5877,suspicions,82,suspicion,疑念,suspeitas,의혹,подозрения,mistanker,podejrzenia,suspicion,sospechas,Verdacht,怀疑,şüphe,الشكوك,शक
5878,discredit,82,discredit,信用,desacreditar,불신,дискредитировать,diskreditere,zdyskredytować,discrédit,descrédito,diskreditieren,诋毁,itibarsızlık,تشويه,बदनाम
5879,ripe,82,ripe,熟した,maduro,익은,спелый,moden,dojrzały,mûr,maduro,reif,成熟,olgun,ناضج,परिपक्व
5880,showcase,82,showcas,ショーケース,mostruário,유리 진열장,витрина,udstillingsvindue,gablota,vitrine,escaparate,Vitrine,展示,vitrin,عرض,प्रदर्शन
5881,hydrocarbon,82,hydrocarbon,炭化水素,Hidrocarbonetos,탄화수소,углеводород,kulbrinte,węglowodór,hydrocarbure,hidrocarburo,Kohlenwasserstoff,烃,hidrokarbon,هيدروكربون,हाइड्रोकार्बन
5882,oddly,82,oddli,奇態な,estranhamente,이상하게,странно,mærkeligt,dziwnie,bizarrement,extrañamente,seltsam,奇怪,garip olarak,الغريب,विचित्र रूप से
5883,compressed,82,compress,圧縮された,comprimido,압축 된 것,сжатый,komprimeret,sprężony,comprimé,comprimido,komprimiert,压缩,sıkıştırılmış,مضغوط,दबा हुआ
5884,constituency,82,constitu,const const,Constituinte,후원자,избирательный округ,valgkredse.,okręg wyborczy,circonscription électorale,distrito electoral,Wahlkreis,选项,seçmenlik,الدائرة الانتخابية,चुनाव क्षेत्र
5885,wedge,82,wedg,楔,cunha,쐐기,клин,wedge.,klin,coin,cuña,Keil,楔,kama,وتد,कील
5886,suspend,82,suspend,つるす,suspender,유예하다,приостановить,suspendere,zawieszać,suspendre,suspender,aussetzen,暂停,askıya almak,تعليق,निलंबित
5887,distinguishes,82,distinguish,区別する,distingue,구별,различать,skelner,rozróżniać,distingue,distingue,unterscheidet,辨别,ayırt eder,يميز,अलग है
5888,trauma,82,trauma,トラウマ,trauma,외상,травма,trauma,uraz,traumatisme,trauma,Trauma,创伤,travma,صدمة,सदमा
5889,meteor,82,meteor,流星,meteoro,유성,метеор,meteor.,meteor,météore,meteorito,Meteor,流星,meteor,نيزك,उल्का
5890,priests,82,priest,僧侶,sacerdotes,제사장들,священники,præster.,kapłani.,prêtres,sacerdotes,Priester,祭司,rahipler,الكهنة,पुजारियों
5891,hickory,82,hickori,ヒッコリー,Hickory,히코리 재목,гикори,hickory.,amerykański orzech biały,hickory,nuez dura,Hickory,山核桃,hicary,جوز,हिकॉरी
5892,dinosaurs,82,dinosaur,恐竜,dinossauros.,공룡,динозавры,dinosaurer.,dinozaurów.,dinosaures,dinosaurios,Dinosaurier,恐龙,dinozorlar,الديناصورات,डायनासोर
5893,meritorious,82,meritori,mer,meritório,가치 있는,заслуженный,meritorious.,zasłużony,méritoire,meritorio,verdienstvoll,勋,merhametli,جاري,सराहनीय
5894,vent,82,vent,排出する,ventilação,벤트,вентиляция,aftræk,kratka wentylacyjna,se déplacer,respiradero,Entlüftung,发泄,havalandırmak,تنفيس,बाहर निकलने देना
5895,odessa,82,odessa,オデッサ,Odessa.,오데사,Одесса,Odessa.,Odessa,Odessa,ODESSA,Odessa,敖德萨,odessa,أوديسا,ओडेसा
5896,prosecuted,82,prosecut,発症した,processado,기소하다,преследуемый,retsforfulgt,ścigany,poursuivi,procesado,verfolgt,被起诉,savunucu,محاكمته,मुकदमा चलाया
5897,waterfront,82,waterfront,ウォーターフロント,beira-mar,워터 프론트,набережная,Waterfront.,nabrzeże,front de mer,frente al mar,Waterfront,滨水,deniz kıyısı,الواجهة البحرية,तट
5898,veto,82,veto,拒否,veto,거부권,вето,veto,weto,veto,veto,Einspruch,否决,veto,حق النقض,वीटो
5899,marxism,82,marxism,マルクスズム,marxismo,마르크스주의,марксизм,marxisme.,marksizm,marxisme,marxismo,Marxismus,马克思主义,Marksizm,الماركسية,मार्क्सवाद
5900,antelope,82,antelop,アンテロープ,antílope,영양,антилопа,antilope,antylopa,antilope,antílope,Antilope,羚羊,antilop,antelope.,एंटीलोप
5901,tele,82,tele,遠隔,tele.,텔레,телегариатор,Tele.,Tele.,télé,tele,telef.,Tele.,telaş,عن بعد,टेलि
5902,unintentional,82,unintent,意図的に,não intencional,의도하지 않은,непреднамеренный,uforsætlig,nieumyślny,involontaire,involuntario,unbeabsichtigt,无意,istemeden,غير مقصود,अनैच्छिक
5903,ged,82,ged,g g,ged.,고초,сороки,ged.,Ged.,ged,ged,Ged,g,ged,جرد,गेड
5904,avian,82,avian,鳥の,aviária,조류,птичник,fugle,ptasia,aviaire,aviar,Avian,禽,Avian,متعلقه بالطيور,एवियन
5905,levitation,82,levit,浮揚,levitação,부양,левитация,Levitation.,lewitacja,lévitation,levitación,Levitation,悬浮,kaldırma,استرفاع,उत्तोलन
5906,cartman,82,cartman,カートマン,Cartman.,카트 만,картман,Cartman.,cartman.,cartman,cárter,Kartbo,Cartman.,cartman,خبير,कार्टमैन
5907,cyclops,82,cyclop,サイクロプス,Ciclope,물벼룩,циклоп,cyclops.,cyklop,cyclope,Cíclope,Zyklop,Cyclops.,cyclops,سيكلوبس,साइक्लोप
5908,encephalon,82,encephalon,脳頭,encefalon.,encephalon.,encephalon,encephalon.,mózg,encéphalon,encefalón,Enzephalon,脑,encefalon,مخ,मस्तिष्क
5909,dentistry,82,dentistri,歯科,odontologia,치과,стоматология,tandpleje,stomatologia,dentisterie,odontología,Zahnheilkunde,牙科,diş hekimliği,طب الأسنان,दंत चिकित्सा
5910,berg,82,berg,バーグリー,Berg.,산,борз,berg.,berg.,berg,iceberg,Berg,伯格,berg,BERG.,हिम-शिला
5911,spud,82,spud,スパード,spud.,감자,шпион,spud.,rydel,patate,patata,spud,sp,yırtmak,بطاطا,खुरपा
5912,lakeside,82,lakesid,湖畔,lago,호숫가,озеро,Lakeside.,jezior,bord du lac,lago,Seeufer,湖边,göl kenarı,ليكسايد,झील के किनारे
5913,overland,82,overland,陸上,terrestre,지난,сумасшедший,Overland.,lądem,par la route,por tierra,überland,陆上,karayolu,برا,थलचर
5914,spokesperson,82,spokesperson,スポークスマン,porta-voz.,대변인,Пресс-секретарь,talsmand,Rzecznik.,porte-parole,portavoz,Sprecher,发言人,sözcik,المتحدث الرسمي,प्रवक्ता
5915,surplus,82,surplu,余剰,excedente,여분,избыток,overskud,nadwyżka,surplus,superávit,Überschuss,剩余,fazlalık,فائض,आधिक्य
5916,downfield,82,downfield,ダウンフィールド,Downfield,하류 밭,Downfield.,Downfield.,downfield.,cliché,campo de campo,Downfield.,下菲尔德,downfield,داونفيلد,डाउनफील्ड
5917,vain,83,vain,うぬぼれが強い,vão,헛된,тщеславный,forgæves,próżny,vaine,vano,vergeblich,徒劳的,boşuna,جهد,व्यर्थ
5918,emission,83,emiss,em em,emissão,방사,выброс,udledning,emisja,émission,emisión,Emission,排放,emisyon,انبعاث,उत्सर्जन
5919,untitled,83,untitl,無題,sem título,제목 없어,без названия,Untitled,nieuprawny,sans titre,intitulado,ohne Titel,无标题,başsız,بدون عنوان,शीर्षकहीन
5920,deity,83,deiti,神,divindade,신,божество,guddom,bóstwo,déité,deidad,Gottheit,神,Tanrı,الإله,देवता
5921,revise,83,revis,改訂,rever,개정하다,исправлять,revidere,poprawiać,réviser,revisar,überarbeiten,修订,tekrar düzeltme yapmak,يراجع,संशोधन
5922,doris,83,dori,ドリス,doris,Doris.,Дорис,Doris.,Doris.,doris,doris,doris.,多丽丝,Doris,دوريس,डोरिस
5923,fut,83,fut,fut,FUT.,풋내기,поспешный,FUT.,fut,fut,fut,Fut,FUT.,fut,توت,फट
5924,ama,83,ama,アマ,ama.,아마,ama.,ama.,ama.,ama,ama,Ama,ama.,AMA,اما,ए एम ए
5925,hottest,83,hottest,暑さ,mais quente,가장 섹시한,жаркий,Hottest.,najgorętszy,le plus chaud,más caliente,am heißesten,最热门,hottest,سخونة,गर्मागर्म
5926,rainy,83,raini,雨の,chuvoso,비오리,дождливый,regnfuld,deszczowy,pluvieux,lluvioso,regnerisch,雨雨,yağmurlu,ماطر,बरसाती
5927,voluntarily,83,voluntarili,自発的に,voluntariamente,자발적으로,добровольно,frivilligt.,dobrowolnie,volontairement,voluntariamente,freiwillig,自愿,gönüllü olarak,طوعا، بمحض ارادتك,स्वेच्छा से
5928,headache,83,headach,頭痛,dor de cabeça,두통,Головная боль,hovedpine,bół głowy,mal de tête,dolor de cabeza,Kopfschmerzen,头痛,baş ağrısı,صداع الراس,सरदर्द
5929,bologna,83,bologna,ボローニャ,Bolonha,볼로냐,Болонья,Bologna.,Bolonia,bologne,bologna,Bologna,博洛尼亚,bologna,بولونيا,बोलोग्ना
5930,ae,83,ae,a,ae.,AE.,ae.,AE.,Ae.,ae,ae,ae.,AE.,ae,أخر,ऐ
5931,serge,83,serg,サージ,sarja,서지,Сержа,Serge.,Serge.,serge,sarga,Serge,哔叽,sergi,سيرج,एक प्रकार का कपड़ा
5932,sai,83,sai,s,sai.,사이의,сай,sai.,sai.,Sai,sai,Sai.,赛,sai,ساي,साई
5933,piazza,83,piazza,広がり,praça,광장,Piazza,piazza.,plac,piazza,plaza,Piazza,广场,piazza,ساحة,बाज़ार का मैदान
5934,facial,83,facial,フェイシャル,facial,얼굴 마사지,лицевой,ansigtsbehandling,twarzowy,facial,facial,Gesichts-,面部的,yüz,الوجه,चेहरे
5935,plausible,83,plausibl,もっともらしい,plausível,그럴듯한,правдоподобный,plausible.,wiarygodny,plausible,plausible,plausibel,合理的,Mantıklı,معقول,प्रशंसनीय
5936,hoc,83,hoc,ホック,hoc.,혹시,HOC,hoc.,hoc.,hoc,hoc,Hoc.,Hoc.,hoc,مخصص,हॉक
5937,uncopyrighted,83,uncopyright,解析された,não-alto-circuito,unlightrighted,беспрепятственно,uncopyrighted.,Uncoopyrighted.,non déclaré,incopiaco,unaufrichtig,无用的,açılmamış,Uncopyriger.,अनौपचारिक
5938,gorge,83,gorg,g,desfiladeiro,협곡,ущелье,kløft,wąwóz,gorge,garganta,Schlucht,峡谷,gorge,جورج,जॉर्ज
5939,veronicas,83,veronica,ヴェロニュ,Veronicas,veronicas.,вероника,veronicas.,Veronicas.,veronique,veronicas,Veronicas,veronicas.,veronik,veronicas.,वेरोनिकास
5940,sevenfold,83,sevenfold,七倍,sete vezes,칠판,семикратно,Sevenfolded.,siedmiokrotnie,septuple,siete veces,siebenfach,七倍,yedi kat,سباعي,बहुत शक्तिशाली
5941,wreak,83,wreak,wr,causar,가하다,делать,fremstille,pomścić,assouvir,infligir,anrichten,wr,kırmak,عزل,बरपा
5942,sedimentary,83,sedimentari,堆積物,sedimentar,퇴적물,осадочный,sedimentary.,osadowy,sédimentaire,sedimentario,sedimentär,沉积,tortul,الرسوبية,गाद का
5943,tyrone,83,tyron,ティロン,Tyrone.,티로 론,тирон,tyrone.,Tyrone.,Tyrone,Tyrone,Tyrone,泰隆,tirron,tyrone.,टाइरोन
5944,punjabi,83,punjabi,パンジャビー,punjabi.,펀 자비,пенджаби,Punjabi.,Punjabi.,punjabi,punjabi,Punjabi,旁遮普,Punjabi,بونجابي,पंजाबी
5945,corpse,83,corps,死体,cadáver,시체,труп,lig,zwłoki,corps,cadáver,Leiche,尸体,ceset,جثة,लाश
5946,modena,83,modena,モデナ,modena,모데나,модена,Modena.,modyna,modène,modena,Modena,摩德纳,modan,مودينا,मोडीना
5947,duffy,83,duffi,uff d,Duffy.,더피,добиться,Duffy.,duffy.,durable,duffy,Duffy.,达菲,duffy,دافئ,डफी
5948,micronesia,83,micronesia,ミクロネシア,Micronésia.,미크로네시아,Микронезия,micronesia.,Mikronezja,micronésie,Micronesia,Mikronesien.,密克罗尼西亚,mikronezya,ميكرونيزيا,माइक्रोनेशिया
5949,hanoi,83,hanoi,ハノイ,Hanói,하노이,Ханой,Hanoi.,Hanoi,Hanoi,Hanoi,Hanoi.,河内,hanoi,هانوي,हनोई
5950,locust,83,locust,loc,gafanhoto,메뚜기,сапуль,johannesbrød,szarańcza,criquet,langosta,Heuschrecke,刺槐,akasya,الجراد,टिड्डी
5951,danube,83,danub,Danube.,Danúbio,다뉴브 강,Дунай,Donau.,Dunaj,Danube,Danubio,Donau,多瑙河,Tuna,الدانوب,डेन्यूब
5952,kph,83,kph,kph.,kph,kph.,kph.,kph.,kph.,kp,kph,KPH.,克尔夫,KPH,KPH.,किलोमीटर प्रति घंटा
5953,wainwright,83,wainwright,無駄になる,wainwright,멀리있는 것,Wainwright.,wainwright.,Wainwright.,wainwright,wainwright,Wainwrigge,威妥怀疑,Wainwright,wainwright.,वेनराइट
5954,ferret,83,ferret,フェレット,furão,가는 리본,ферма,ferret.,fretka,furet,hurón,Ferrit,雪貂,ferah,النمس,भगाना
5955,ebbets,83,ebbet,eBbets.,ebbets.,ebbets.,abbets.,ebbets.,ebbets.,ébouriffer,Ebbets,ebbets.,eBBETS.,ebebiler,ebbets.,एबबेट्स
5956,feely,83,feeli,fe fe,feely.,정말로,камин,FEELY.,usprawiedliwiony,feely,feo,fehle,费,zekice,فيلي,सौभाग्य
5957,quartet,84,quartet,四重奏,quarteto,사중주,квартет,Quartet.,kwartet,quatuor,cuarteto,Quartett,四重奏,quartet,الرباعية,चौरागा
5958,unstable,84,unstabl,不安定に,instável,불안정한,нестабильный,ustabil,nietrwały,instable,inestable,instabil,不稳定,dengesiz,غير مستقر,अस्थिर
5959,thru,84,thru,thr,através de,죽,повернуть,gennem,przez,à travers,a través de,durch,通过,thru,من خلال,के माध्यम से
5960,glam,84,glam,グラム,glamour,글래밍,гламур,GLAM.,glam.,glamon,glam,Glamour,华丽,ışıltı,جلام,ग्लैमर
5961,kilometre,84,kilometr,キロメートル,quilômetro,킬로미터,километр,kilometer,kilometr,kilomètre,kilómetro,Kilometer,公里,kilometre,كيلومتر,किलोमीटर
5962,striver,84,striver,派遣,Stiver,스트라이퍼,очарование,Striver.,drużyna,lutteur,estresante,streißig,str,köle gibi çalışan,جثم,आघात
5963,reinstate,84,reinstat,復活する,restabelecer,복직하다,восстанавливать,genindføre,przywracać na stanowisko,rétablir,reintegrar,wieder einsetzen,恢复,Eski durumuna getir,reenstate.,पुनः स्थापित करना
5964,adjust,84,adjust,調整,ajustar,조정하다,регулировать,justere,dostosować,régler,ajustar,anpassen,调整,ayarlamak,اضبط,समायोजित करना
5965,ks,84,ks,k,ks.,KS.,кс,Ks.,Ks.,ks,Kansas,Ks,ks.,ks,KS.,केएस
5966,thrash,84,thrash,スラッシュ,lixo,뒹굴다,трэш,thrash.,prać,débattre,movimiento de piernas,Prügeln,捶打,thrash,اندلع,पीटना
5967,percussion,84,percuss,パーカッション,percussão,충격,перкуссия,percussion.,perkusja,percussion,percusión,Schlagzeug,打击乐器,vurma,قرع,टक्कर
5968,argon,84,argon,アルゴン,argônio,아르곤,аргон,argon.,argon,argon,argón,Argon,arg,argon,الأرجون,आर्गन
5969,nude,84,nude,ヌード,nu,나체상,ню,nøgen,nagi,nu,desnudo,nackt,裸体,çıplak,ناقص,नंगा
5970,lizzie,84,lizzi,リジー,lizzie.,여자 이름,Лиззи,lizzie.,Lizzie.,lizzie,genoveva,Lizzie,Lizzie.,lizzyon,lizzie.,लीसी
5971,outlaw,84,outlaw,無法者,bandido,무법자,преступность,outlaw,banita,hors la loi,proscrito,verbieten,取缔,haydut,الخارج عن القانون,डाकू
5972,farewell,84,farewel,お別れ,até a próxima,작별,прощание,farvel,pożegnanie,adieu,despedida,Lebewohl,告别,veda,توديع - فراق,बिदाई
5973,sink,84,sink,シンク,afundar,싱크대,раковина,håndvask,tonąć,évier,hundir,Waschbecken,下沉,atmak,مكتب المدير,हौज
5974,mater,84,mater,企画,mater,정돈,матер,mater.,Mater.,mater,Mater,materieren,母娘,mater,مات,मेटर
5975,burner,84,burner,バーナー,queimador,연소기,горелка,Brænder,palnik,brûleur,quemador,Brenner,刻录机,brülör,حارق,बर्नर
5976,poetic,84,poetic,詩形,poético,시적,поэтический,poetisk.,poetycki,poétique,poético,poetisch,诗意,şiirsel,شعرية,पुरजोश
5977,boredom,84,boredom,退屈,tédio,지루함,скука,kedsomhed,nuda,ennui,aburrimiento,Langeweile,无聊,Can sıkıntısı,ملل,उदासी
5978,nicht,84,nicht,ニッチ,nicht.,틈새 시장,ничт,nicht.,Nicht.,nichement,nicho,Nichtung,Nicht.,nict,نايشت,nicht
5979,wisp,84,wisp,wis,wisp.,도깨비불,зрелище,WISP.,wiecheć,brin,jirón,Wispe,wis,nöbet,خصلة شعر,पीला
5980,ambitious,84,ambiti,野心的,ambicioso,거창한,честолюбивый,ambitiøs,ambitny,ambitieux,ambicioso,ehrgeizig,抱负,hırslı,طموح,महत्वाकांक्षी
5981,vila,84,vila,ヴィラ,vila.,빌라,Вила,Vila.,Vila.,vila,Vila,Vila,vila.,Vila,فيلا,विला
5982,anarchist,84,anarchist,アナキスト,anarquista,무정부주의자,анархист,anarkistisk.,anarchista,anarchiste,anarquista,Anarchist,无政府主义者,anarşist,الأناركي,अराजकतावादी
5983,govt,84,govt,g,govt.,정부,готовый,govt.,grovt.,govt,govt,Govert,政府,govt,جوف,सरकारी
5984,appomattox,84,appomattox,Appomattox.,appomattox.,Appomattox.,Appomattox.,Appomattox.,appomattox,appomattox,appomattox,Appomattox.,Appomattox.,appomattox,appomattox.,एपोमैटॉक्स
5985,cayman,84,cayman,ケイマン,caimão,카이만,кайман,Cayman.,kajman,caïman,caimán,Kaiman,鳄鱼,Cayman,كايمان,कैमन
5986,northbound,84,northbound,北陸,Northbound,노스 바운드,северный,Northbound.,kierujący się na północ,en direction du nord,dirección norte,nördlich.,北行,northbound,شمالا,उत्तर की ओर
5987,monde,84,mond,モンド,Monde.,몬드,монду,monde.,Monde.,Monde,monde,monde,蒙德,Monde,موندي,मोंडे
5988,watermark,84,watermark,透かし,marca d'água,양수표,водяной знак,vandmærke.,znak wodny,filigrane,filigrana,Wasserzeichen,水印,filigran,علامة مائية,वाटर-मार्क
5989,rotten,84,rotten,腐った,podre,썩은,сгнивший,rådne,zgniły,pourri,podrido,verfault,烂,çürük,الفاسد,साडी गली
5990,barr,84,barr,barr,barra,바론,барьер,Barr.,baran,Barr,Barr,Barrel,巴尔,bar,حاجز,बर्र
5991,espresso,84,espresso,エスプレッソ,Espresso,에스프레소,эспрессо,espresso.,Espresso,Expresso,Café exprés,Espresso,浓咖啡,espresso,إسبرسو,एस्प्रेसो
5992,etna,84,etna,エタナ,Etna,eTna.,Этна,Etna.,Etna.,Etna,Etna,Ätna,etna.,etna,إتنا,एटना
5993,seahorse,84,seahors,シーホース,cavalo-marinho,해마,морское море,Seahorse.,konik morski,hippocampe,caballo de mar,Seepferdchen,海马,Denizatı,فرس البحر,समुद्री घोड़े
5994,optimization,84,optim,最適化,otimização,최적화,оптимизация,optimering,optymalizacja,optimisation,mejoramiento,Optimierung,优化,optimizasyon,الاقوي,अनुकूलन
5995,liquor,84,liquor,酒,licor,분비액,ликер,spiritus,trunek,alcool,espíritu,Alkohol,酒,likör,كحولي,शराब
5996,pistachio,84,pistachio,ピスタチオ,pistache,피스타치오,фисташка,Pistacien,pistacja,pistache,pistacho,Pistazie,开心果,fıstık,الفستق,पिस्ता
5997,aster,84,aster,アスター,áster,과,астер,aster.,aster,aster,aster,Aster,艾斯特,Yıldız çiçeği,Aster.,एस्टर
5998,stein,84,stein,シュタイン,stein.,stein.,студентка,Stein.,Stein.,stein,stein,Stein,斯坦因,stein,شتاين,बीर पीने के लिये मिट्टी का प्याला
5999,evenly,84,evenli,均等に,uniformemente,고르게,равномерно,jævnt,równomiernie,uniformément,igualmente,gleichmäßig,均匀,eşit olarak,بالتساوي,के बराबर
6000,grunt,84,grunt,gr,grunhido,꿀꿀 거리는 소리,ворчание,grynte,chrząknięcie,grognement,gruñido,grunzen,咕噜咕噜,homurtu,الناخر,असंतोष का शब्द
6001,marquess,84,marquess,mar,marquês,후작,марка,Marquess.,markiz,marquis,marqués,Marquis,侯爵,marka,ماركيس,इंग्लैंड के अमीरों की एक पदवी
