ID,RUSSIAN,HINDI,INTERVAL
9234,пшеница,गेहूं,49
9723,бобра,ऊदबिलाव,38
4472,тренировка,ट्रियर,80
1310,лишать,वंचित,66
7046,волшебная страна,वंडरलैंड,64
13108,лидер,नेता,12
3188,обработчик,हैंडलर,81
3325,поднятие,बिहॉप,87
4063,киллин,किलीन,82
2260,гринго,ग़ैरमुल्की,90
7907,грегор,ग्रेगर,59
6507,шпионаж,जासूसी,68
8166,треск,सीओडी,57
1194,фанфон,फैनफेयर,96
12852,лес,वन,19
3872,эпоним,नामस्रोत,83
2625,коронация,राज तिलक करना,61
2397,неспортивно,स्वास्थ्य के लिए ठीक नहीं,90
539,антиполо,एंटिपोलो,99
920,акварель,आबरंग,97
3486,обогащенный,समृद्ध,68
10179,малик,मलिक,42
4480,выровнять,बराबरी,72
14480,играть,खेल,7
968,магдалина,मगदलीनी,89
6499,аттила,अट्टिला,68
9629,запрещенный,निषिद्ध,46
3114,селезенка,तिल्ली,87
12760,преступник,चपटी कील,21
11678,бермудские острова,बरमूडा,30
13794,и,और,5
9289,za.,ज़ा,49
4275,испанец,स्पेनी,67
9397,растрат,राइडर,48
12326,рейтинг,श्रेणी,7
3810,пароход,स्टीमर,82
10020,кашмир,कश्मीर,43
6874,цилиндры,सिलेंडर,40
10867,вдруг  внезапно,अचानक से,37
9823,нефть,पेट्रोलियम,45
336,mestizo,मेस्तिजो,96
2769,addi.,अदीस,88
14,гавань,बंदरगाहों,27
3344,прическа,बाल शैली,73
11766,везучий,भाग्यशाली,30
5609,гиз,गाली देना,70
7460,стрелок,शूटर,53
7311,дт,डीटी,61
5234,водка,वोडका,75
5764,никше.,मत्स्यस्री,72
6826,помилование,क्षमा करें,61
8124,марихуана,मारिजुआना,57
9845,сантос,सैंटोस,44
11952,акула,शार्क,22
6186,капеч,कैम्पेचे,70
9332,полли,पोली,49
8723,слабый,बध करनेवाला,52
201,капеллан,चैपलैन,92
9750,zeta,जीटा,45
9079,любимая девушка,प्रेमिका,49
10228,комфортный,आरामदायक,29
562,предгорья,तलहटी,73
10364,оскорблять,अपमान,22
13574,олимпийский,ओलिंपिक,10
7586,малина,रसभरी,61
1484,комбинезон,जम्पसुट,95
14133,жизнь,ज़िंदगी,10
13113,пляж,सागरतट,16
8569,дрейф,अभिप्राय,34
9417,реагировать,रुकना,48
10455,пепси,पेप्सी,40
12311,шотландский,स्कॉटिश,25
5353,батаан,बेटान,75
13229,сын,बेटा,15
11900,кристалл,क्रिस्टल,27
12842,роджер,आरे,15
11933,авиакомпания,विमान सेवाओं,24
2301,сомневался,शक,18
4788,халас,हलास,74
5087,жаклин,जैकलिन,76
4878,вау,वाह,77
11926,библия,बाइबिल,28
7173,бис,बीस,40
2555,алтарь,वेदी,89
13897,сделал,बनाया,5
13276,погода,मौसम,15
312,гимпи,जिम्पी,100
8121,делегирование,प्रतिनिधि,25
4341,эзоп,ईसप,81
6007,договориться,लोंगशोर,71
2648,митохондрион,माइटोकांड्रिया,89
13065,со временем,अधिक समय तक,18
1636,unell,स्नेल,94
4555,флава,फ्लेव,80
184,гулла,गुल्ला,100
2076,евангелист,इंजीलवादी,87
9949,окруженный,घिरे,23
10569,мюнхен,म्यूनिख,39
13771,почти,लगभग,11
9481,корпус,कॉर्प,13
7499,настольный,डेस्कटॉप,62
10972,укрепление,को सुदृढ़,18
4894,дайвер,ग़ोताख़ोर,63
7374,рожь,राई,62
11061,боеприпасы,गोलाबारूद,36
1135,боливар,बोलिवार,96
13887,между,बीच में,8
9917,алеф,aleph,44
4401,чизбургер,पनीरबर्गर,80
10746,подложки,substrates,34
13582,история,कहानी,11
13165,башня,मीनार,15
13391,форт,किला,14
12495,корабль,समुंद्री जहाज,16
1454,альпинист,पर्वतारोही,67
7308,свинина,सुअर का मांस,62
5786,мужественно,मैनली,72
10726,ширин,शि,34
2231,пирожный,ब्राउनी,88
11164,геноцид,नरसंहार,33
207,row.,रूओ,100
11127,сомерсет,उलट-फेर,35
14432,страхование,बीमा,13
11640,абуатор,अबू,31
1293,альгамбра,alhambra,95
4990,челюсть,जबड़े,58
5732,дамблдор,डंबलडोर,72
3173,невежественный,कोई खबर नहीं,87
8730,cpl,कारपोरल,53
10244,жиро,गिरो,41
4342,вскрытие,शव परीक्षण,78
134,ломбард,लोम्बारड,100
10309,в сопровождении,के साथ,18
4072,блэк джек,डांडा,82
6832,снос,विध्वंस,63
3942,эксплуатируется,शोषित,41
13749,отслеживать,संकरा रास्ता,9
5425,большой рог,बड़े सींग,74
1141,фиги,फिगो,96
7315,бизнесмен,व्यवसायी,62
7358,бархат,मख़मली,61
10058,вычет,कटौती,35
366,тетрагидроканнабинол,tetrahydrocannabinol,100
8590,пузырька,टाऊन,54
13142,темный,अंधेरा,15
5015,эндокрин,अंत: स्रावी,77
1540,аквакультура,मत्स्य पालन,95
5750,ханна,हैना,72
725,текстиль,कपड़ा,62
4346,первое мая,मई दिवस,81
3280,гликоль,ग्लाइकोल,83
11651,выгода,फायदा,7
1976,легионеры,legionnaires,88
13468,министр,मंत्री,13
11682,ель,देवदार,30
11240,мельницы,मिल्स,25
11282,грубо,मोटे तौर पर,34
3733,боковые линии,किनारे,48
14377,улица,गली,10
10988,фрукты,फल,32
414,сонар,सोनार,100
11560,носить,घिसाव,22
3431,hawkeye,हॉकआई,86
3599,укоренившийся,आरोपित,77
627,сейсмометр,भूकम्पमापी,94
3765,дуриан,डुरियन,84
14478,аналитик,विश्लेषक,45
6581,andiron.,एंडिरॉन,67
4644,решается,पुन: दावा,60
13670,термины,मामले,8
4150,ремонт,पुनर्निर्मित,57
5596,spitfires.,स्पिटफायर,61
11916,заниматься,कब्ज़ा होना,24
7051,склонный,प्रवृत्त,63
1744,калама,कलाम,93
7219,полосы,गलियों,26
5477,мимизм,अंगविक्षेप,73
451,крозик,क्रोजियर,100
3153,бомбардиера,बम गिरानेवाला,86
13894,эти,इन,6
10128,симмонс,सीमन्स,42
12422,веселая,मजेदार,24
4483,мани,अयाल,75
12795,дама,बेगम,20
12191,комедия,कॉमेडी,26
6976,склон,ढाल,52
10654,рэп,खटखटाना,33
4693,карикатурист,कार्टूनिस्ट,67
1658,нада,नादा,94
11749,точность,शुद्धता,30
4880,обреченный,अपराधी,42
9924,арабский,अरबी,44
4428,merovingian.,मेरोविंगियन,80
2535,хатри,खत्री,90
12149,галерея,गेलरी,25
1287,нерешительно,कच्चा पक्का,93
13673,джерси,जर्सी,12
14059,единица,इकाई,6
5741,иуда,यहूदा,72
1289,православие,ओथडोक्सी,95
14224,форма,रूप,8
5331,тупик,गतिरोध,66
10381,картридж,कारतूस,36
14027,планы,की योजना,11
12729,всадник,सवार,16
896,нимрод,निमरॉड,96
460,привыкание,नशे की लत,22
13560,наука,विज्ञान,12
2807,приложение,अनुप्रयोग,88
11528,фиг,फ़ाई,31
12908,шрам,चोट का निसान,19
5048,виват,विनाट,77
11316,плечо,कंधा,30
7611,развязан,फैलाया,57
1037,сбежать,भागने वाले,95
6040,йети,हिममानव,70
6764,плавник,पंख,60
11527,потери,टोल,31
14197,растение,पौधा,15
7555,гранит,ग्रेनाइट,61
7728,промывка,फ्लशिंग,50
1754,мнемонический,स्मृति सहायक,89
11039,колония,कालोनी,21
13500,безопасность,सुरक्षा,12
6358,воздушное пространство,हवाई क्षेत्र,68
5436,андромеда,एंड्रोमेडा,74
595,сиди,सिदी,99
1034,ронин,रोनिन,97
11693,четырнадцатый,चौदहवां,30
11436,тростник,रीड,32
7689,ирокез,इरोक्वाइप्स,60
14225,основной,मुख्य,7
3930,костюма,सबसे महंगे,83
4140,бедуин,कंजर,76
379,печь,भट्ठी,93
12048,волк,भेड़िया,27
2159,дефис,हैफ़ेन,62
8263,мадрас,मद्रास,56
11946,выраженный,व्यक्त,14
11699,безопасно,सुरक्षित,27
11149,опасный,खतरनाक,20
8215,тапир,टपीर,57
13552,применяется,इसपर लागू होता है,10
1463,выговор,फटकार भी लगाई,79
13223,самый высокий,उच्चतम,16
9900,джихад,जिहाद,44
4017,солнцестояние,अयनांत,80
4545,айсберг,हिमशैल,79
1745,лян,लिआंग,93
14174,менеджер,प्रबंधक,9
2144,недоступный,पर पहुंच-योग्य,92
11861,глубина,गहराई,28
3187,континуум,सातत्य,87
6414,сангранс,सेंगर,68
8015,раввин,रबी,56
10522,парламент,संसदीय,39
13164,роль,भूमिका,15
11551,подать мяч,शुरू करना,31
9496,алфавитный,वर्णमाला,27
2635,аномии,एनीमी,89
12605,таиланд,थाईलैंड,22
11724,кобра,कोबरा,30
12563,в обтяжку,तंग,23
11272,герберт,हर्बर्ट,34
11601,лодка,नाव,26
2716,шантажировать,भयादोहन,83
2255,мигранты,प्रवासियों,69
4559,кокер,कोकर,80
6250,утопление,डूबता हुआ,48
4079,огре,आदमख़ोर,81
3748,скользкий,फिसलाऊ,83
3802,остеопороз,ऑस्टियोपोरोसिस,84
4714,ханука,हनुका,79
4896,подрядчики,ठेकेदारों,62
6576,эму,एमु,64
13080,известный,प्रसिद्ध,18
5512,вытягивает,खींचतान,18
9105,тедди,टेडी,50
1016,кивать головой,सिर हिलाकर सहमति देना,89
1298,лидия,लिडिया,95
792,электролит,इलेक्ट्रोलाइट,95
6963,афродита,aphrodite,64
7745,подземелье,तहखाने,42
12757,джерри,जैरी,21
5906,циклоп,साइक्लोप,71
8782,клинический,क्लीनिकल,43
2430,аккордеон,अकॉर्डियन,90
9661,спа,स्पा,46
6024,пируват,पाइरूवेट,70
6650,пригодность,प्रयोग करने योग्य,63
2423,reqssworthy.,समाचार योग्य,90
5118,конечный,कोनर,75
30,наши,ग्रीव्स,100
6278,горрина,होरी,69
3905,ратификация,अनुसमर्थन,83
3571,вивиан,विवियन,85
6435,африканцы,अफ्रीकियों,13
13177,опрос,मतदान,13
8395,каф,कैफ,55
1051,бордный,बोल्डिन,97
4170,главный человек,लोहे का दस्ताना,81
4720,амтрак,एमट्रैक,79
13725,обычный,नियमित,12
1608,горизонтально,क्षैतिज,55
10500,родригес,rodriguez,39
9742,терапия,चिकित्सा,44
8220,алма,अल्मा,55
6171,армада,बेड़े,68
593,хроматин,क्रोमेटिन,99
5260,недостатки,कमियां,46
12560,полоса,धारी,22
7408,антисемитизм,सेमेटिक विरोधी विचारधारा,57
12589,армстронг,आर्मस्ट्रांग,23
5165,ашер,आशेर,76
12893,трудный,कठिन,20
9537,ужин,रात का खाना,47
5902,сороки,गेड,71
10772,ацтец,एज़्टेक,36
3115,эгейский,aegean,88
1640,перепечатать,पुनर्मुद्रण,63
11005,демон,डैमन,37
6573,дрезден,ड्रेसडेन,67
3734,трамвай,ट्राम,78
3026,лечебники,ब्लीचर्स,85
7457,откат,रोलबैक,61
12073,шпион,जासूस,25
7290,бастилия,bastille,62
4042,спокойно,शांति से,82
2420,планировать,योजनाकारों,81
5145,доминика,डोमिनिका,76
1621,полистирол,polystyrene,94
10311,неловко,असफल,41
10272,шанхай,शंघाई,41
7254,слои,परतों,36
12428,евангелие,इंजील,24
6654,афро,अफ्रीकी,66
5460,пам,पाम,74
499,катакана,काटाकना,99
1386,анаморфы,एनामॉर्फिक,95
3767,круиз,मंडरा,35
4068,базука,bazooka,82
3435,скинхед,स्किनहेड,79
3462,аэрозоль,एयरोसोल,81
5289,aureus.,ऑरियस,75
7926,сперма,शुक्राणु,59
10331,пантера,तेंदुआ,24
11744,флот,बेड़ा,29
13536,канзас,केंसास,13
7214,космический,ब्रह्मांडीय,62
2584,обнимать,झप्पी,61
8910,инфракрасный,अवरक्त,51
410,козявка,बूगर,98
6694,мерлин,एक प्रकार का बाज़,66
11612,блеск,ब्लेयर,31
13900,работа,काम,5
12293,саудовство,सऊदी,25
3279,в нем,यहां,87
12812,трогать,स्पर्श,17
9646,фейерверк,आतिशबाजी,44
4605,ожерелье,हार,77
7569,пожертвование,दान,31
13114,водитель,चालक,12
12575,гало,प्रभामंडल,23
10094,демиурге,डेमिर्गे,43
2700,парни,दोस्तों,23
759,дезодорант,डिओडोरेंट,95
9878,микча,मिच,44
9113,старство,स्टार,50
10117,внезапный,अचानक,42
6737,мордекай,मोर्दकै,66
340,бабушка и дедушка,दादा दादी,79
9985,бред,प्रलाप,43
9384,насыпь,माउंड,45
93,микропроцессоры,माइक्रोप्रोसेसरों,74
4607,морозона,ब्रिजवाटर,79
10112,уолш,वाल्श,42
628,приманка,छत का कमरा,99
12344,быстрое,सबसे तेजी से,25
1761,джинни,जिनी,93
1771,стегозавр,stegosaurus,93
6122,кавалера,घुड़सवार,42
7305,наготавливаться,नग्नता,62
10715,преследовать,पाने की कोशिश करना,31
2247,валентность,संयोजक,91
11533,любопытный,जिज्ञासु,32
10880,смягчать,क,37
5362,сельская местность,ग्रामीण इलाकों,75
11492,типичный,ठेठ,23
5660,гроб,ताबूत,69
6160,тяга,संकर्षण,70
13170,гид,मार्गदर्शक,14
1120,каракатица,कटलफ़िश,96
8621,плавающий,चल,43
4594,плодовитый,उर्वर,79
7033,панхандл,भीख मांगने का कार्य,63
9119,усиленный,प्रबलित,32
12991,даллас,डलास,19
14189,ключ,चाबी,11
11841,концерт,कंसर्ट,26
47,шпиц,एक प्रकार का कुत्ता,100
10737,боль,दर्द,30
4893,проще всего,सबसे आसान,77
745,рипа,रिपा,98
12553,тем временем,इस दौरान,23
12170,эй,यो,26
8899,учил,सिखाया हुआ,52
11904,двенадцатый,बारहवें,28
9798,ренгер,रेंजर,17
10630,peyton,पेटन,38
6025,односторонний,एक तरफा,53
1365,terre.,टेरे,95
4443,водный,जलीय,46
6434,авангард,हरावल,68
10080,утес,क्लिफ,40
9130,бесконечно малый,बहुत छोता,44
394,литам,लैथम,100
5693,сладкая вода,मीठा पानी,73
9491,белград,बेलग्रेड,48
3946,ублюдки,कमीनों,54
13105,точный,शुद्ध,15
6231,гринвуд,ग्रीनवुड,69
8924,икра,छोटी हिरन,50
5781,подчиняться,आज्ञा का पालन,62
5657,удовлетворительно,संतोषजनक,73
6883,одиссей,ओडिसियस,65
5996,астер,एस्टर,70
213,пролетариат,सर्वहारा,100
12619,хан,khan,22
14004,идущий,जा रहा है,7
9490,узко,बाल बाल,48
13201,заимствовал,उधार,16
3923,орто,ऑर्थो,83
7774,бруки,ब्रूकी,60
10407,хардкор,कट्टर,40
11619,болгария,बुल्गारिया,31
14254,операционные системы,ओएस,27
7594,дед,दादा,60
11656,успешно,सफलतापूर्वक,11
3941,заглядывать,तिरछी,80
2735,мирон,मायॉन,88
5709,захоронение,हेत्वाभास,62
5368,кавказский,कोकेशियान,74
3440,гроссмейстер,ग्रांडमास्टर,86
4484,грасиас,ग्रेसियस,80
13658,казаться,लगना,9
5864,инвесторы,निवेशकों,62
12407,разлагаться,शेष भाग,24
13298,барас,गैरी,15
342,чернильница,इंकब्लोट,100
7208,влияние,को प्रभावित करता है,9
656,спорадически,बीच - बीच में,65
8713,тайваньцы,ताइवानी,53
7306,суперизм,दलाल,61
10981,концентрация,एकाग्रता,25
5366,исходящий,निवर्तमान,75
5110,препятствие,बाधा,61
12736,прессование,दबाना,12
1701,blanca,ब्लैंका,94
11711,оливер,ओलिवर,26
13518,нижний,तल,13
9921,освежать,ताज़ा करना,40
7152,airwaves,वायु तरंगों,63
717,pacifist,शांतिवादी,95
14177,спроектирован,डिजाइन,9
5620,кондорация,कंडर,71
12294,нато,नाटो,25
9171,микро,माइक्रो,50
3822,вышитый,कशीदाकारी,81
2730,шлифование,पिसाई,66
11507,мг,मिलीग्राम,32
9926,альпийский,अल्पाइन,44
4908,незапланировано,अनचाहे,77
14346,коммерческий,व्यावसायिक,9
4321,хоббита,hobbit,81
5267,хореография,नृत्यकला,75
7613,почетное,माननीय,61
10165,прекращено,रह गए हैं,22
6067,ветреный,तूफानी,70
13449,серьезно,गंभीरता से,14
7799,эльф,योगिनी,59
1886,педаль,पेडल,83
13420,морской,समुद्री,12
2572,гамелан,gamelan,90
13384,резать,कट गया,13
4586,легкая победа,सरल विजय,78
1031,пена,झाग,93
14242,маки,मैक,29
13347,неожиданность,बहुविकल्पी,15
7255,прикрытие,प्रच्छन्न,62
3861,неправильное представление,ग़लतफ़हमी,63
2112,alco.,एल्को,92
9557,повесили,त्रिशंकु,47
9476,гамбургер,हैमबर्गर,37
6432,флуоресцентный,फ्लोरोसेंट,63
8638,шелли,शेली,54
376,псевдонабие,छद्म,100
7958,глубоко,गंभीरतापूर्वक,58
12740,феникс,अचंभा,21
11692,землетрясения,भूकंप,12
5045,моди,मोदी,76
13596,тенденция,प्रवृत्ति,12
14183,вечеринка,दल,9
4797,нуклеотид,न्यूक्लियोटाइड,70
1813,леров,छली,93
12295,реестр,रोस्टर,23
6663,эргономика,श्रमदक्षता शास्त्र,66
3572,твистер,भांजनेवाला,81
3458,батта,बावला,86
6114,токен,टोकन,64
4758,мягкая обложка,किताबचा,72
14235,разрешает,अनुमति देता है,9
4507,ошибочный,भटकनेवाला,80
7663,радиоактивность,रेडियोधर्मी,59
4599,воспоминание,स्मरण,79
8742,снесенный,ध्वस्त,49
6337,картофель,आलू,38
13979,найденный,मिला,6
12395,пыль,धूल,24
5740,ветеринарный,पशुचिकित्सा,72
253,abner.,अब्नेर,100
8421,персилия,फारस,55
11832,mongo,मोंगो,29
5791,проводной,वायर्ड,30
9470,изолированный,पृथक,39
5121,диэтиламид,डाइथिलामाइड,76
7639,залог,संपार्श्विक,60
8978,пробка,कॉर्क,50
14357,легкий,आसान,11
2035,питомник,नर्सरी,92
13703,быстро,जल्दी से,12
2798,сланца,एक प्रकार की शीस्ट,88
8960,мишеланджело,माइकल एंजेलो,51
7336,анархия,अराजकता,62
4267,этаж,स्टोरी,71
3931,кибуц,कीबुत्स,83
10184,неон,नीयन,42
6442,алхимия,रस-विधा,68
6105,приостановка,फिर से लेना,64
9758,организационный,संगठनात्मक,45
10595,пил,जनहित याचिका,39
804,керосин,मिटटी तेल,98
9428,ритм,ताल,45
9874,понимать,एहसास,35
10625,норм,एन.आर.,38
13336,оклахома,ओक्लाहोमा,15
8291,нож,चाकू,55
12016,снабжать,भण्डार,24
7086,привидеть,कैसे हो,63
515,тротуар,फुटपाथ,91
10949,волнение,अशांति,37
6556,затупка,डूब,67
9642,янг,यांग,46
6300,наследник,वारिस,61
11348,полоска,पट्टी,27
13818,нет,नहीं,5
3473,бобслей,bobsleigh,86
14439,с помощью,के जरिए,9
5696,завод,मैदानकेबाहर,73
6972,герни,गर्ने,64
3154,незатронутый,अप्रभावित,88
10540,окинава,ओकिनावा,39
12613,аф,एएफडी,22
10085,бартон,रियासत,43
4719,fei.,फी,78
3327,лашкар,लश्कर,87
1057,hestia.,हेस्टिया,96
9421,крокодил,मगरमच्छ,45
9899,ровер,घुमंतू,32
5566,кой,विनीत,74
8009,голый,नंगा,34
12544,письмо,पत्र,18
7493,душ,बौछार,46
11058,хью,ह्यूग,36
12480,отрицательный,नकारात्मक,22
9771,волокно,रेशा,44
2118,отчаяние,निराशा,88
8698,tenebrae.,टेनब्रे,53
469,краснул,चोरी,51
10999,аспекты,पहलू,26
11155,приключения,एडवेंचर्स,26
8811,печень,यकृत,52
3034,свидетельствующий,सजीव,88
3328,выпускник,भूतपूर्व छात्र,87
33,мулату,काँसे के रंग का,100
5655,стеган,स्टीफ़न,73
14276,вероятно,शायद,7
13451,фильм,चलचित्र,12
12792,вспомогательный,एल.पी.,21
8670,isnt,नहीं है,53
4008,люять,लुलु,83
9925,лестер,लीसेस्टर,44
4971,булимия,बुलीमिया,77
5400,рами,रामी,73
3177,кашель,खांसी,80
6975,js.,जे एस,64
4257,дилемма,दुविधा,79
1416,таблетки,गोलियाँ,56
392,штраф,श्राइवर,100
5662,ощущение,सनसनी,57
3398,задний двор,पिछवाड़े,86
778,утих,थम,77
4704,септа,सिपा,79
12959,стоимость,मूल्य,16
7645,воскрешение,जी उठने,51
12928,кровь,रक्त,19
5287,веганство,शाकाहारी,49
8376,уверенная в себе,विश्वास है,32
3294,булочка,बन,54
3302,утратательно,वियोग,84
10796,буддизм,बुद्ध धर्म,38
4415,картрайт,गाड़ी बनानेवाला,81
10301,карнавал,carnival,41
2570,костер,होलिका,87
14448,стал,बन गया,10
6692,черви,कीड़े,46
12763,варенье,वॉन,21
11761,спортивное,पुष्ट,13
2753,orc.,ओआरसी,80
11420,пирог,पाई,31
13521,награда,पुरस्कार,9
13047,филиппины,फिलीपींस,13
2364,четырехместный,चौगुनी,86
10092,соломон,सोलोमन,43
1161,мадейра,मादेइरा,96
14405,октябрь,अक्टूबर,6
12071,кормус,कोर्वस,27
13472,выше,उच्चतर,13
5364,гулс,लाल रंग,74
6180,свободные места,रिक्त पद,62
9270,морковь,गाजर,48
1582,домена,डॉकलैंड्स,93
12716,техническое средство,तकनीकी,15
429,спереди,पूर्वकाल का,100
5507,манзанильо,manzanillo,74
3146,инсулин,इंसुलिन,88
5013,подписка,अंशदान,63
8774,фрейд,फ्रायड,52
9551,далай,दलाई,47
8652,моал,राँभना,53
11985,ki.,की गई,28
11917,джейн,जेन,28
13564,баскетбол,बास्केटबाल,13
10890,эйнштейн,आइंस्टाइन,37
9050,лиссабон,लिस्बन,51
6839,джеймсон,जेमिसन,65
10920,взрослый,वयस्क,33
6110,коппа,कोप्पा,70
7227,фабиан,अवसर की प्रतीक्षा करनेवाला,62
13747,синий,नीला,11
4300,каноэ,डोंगी,70
11885,кенни,केनी,29
3711,самсон,सैमसन,84
6530,быстрый,तत्पर,36
5325,торпед,टारपीडो,69
1854,водосвинка,कैबिबारा,91
12447,нельсон,नेल्सन,24
9029,сибирский,साइबेरियाई,50
10893,армения,आर्मीनिया,37
12828,детка,शिशु,20
5525,отступление,पीछे हटते,32
5928,болонья,बोलोग्ना,71
1549,малдер,मुलडर,95
6726,вызванный,बुलायी गयी,52
2293,анклав,एन्क्लेव,86
13752,радио,रेडियो,11
10611,дизель,डीज़ल,38
12234,медленный,धीरे,22
11471,продавать,बेचना,20
14091,не,एन,8
2628,расщелина,फांक,88
11187,парагвай,परागुआ,35
11459,амос,अमोस,32
3476,дифосфат,डाइफॉस्फेट,86
10507,паника,घबराहट,39
5494,ублюдок,कमीने,74
13107,драма,नाटक,17
4694,вандалистический,व्यंग्यात्मक,79
9521,подчиненный,अधीनस्थ,40
12621,родной,मूल निवासी,21
6283,montpelier.,मॉन्टपीलियर,69
14323,качество,गुणवत्ता,8
7229,кинетика,काइनेटिक,58
7496,uc.,यूसी,62
5107,внезапно,एकाएक,76
9699,вьющийся,कर्लिंग,40
646,chartreuse.,षाट्रेज़,99
12109,преданный идее,प्रतिबद्ध,19
13527,технология,प्रौद्योगिकी,12
1532,кива,कीओवा,95
6183,картель,कार्टेल,65
3825,флотилия,छोटी नावों का बेड़ा,82
11212,анатомия,शरीर रचना,35
7838,привычка,आदत,45
1254,бесстыдный,बेशर्म,95
2137,моторизованный,मोटरयुक्त,92
9864,сиг,सिग,44
13786,иначе,अन्यथा,11
13522,окуривать,ठूंठ,13
7175,род,जाति,62
12441,франклин,फ्रेंकलिन,24
1918,монтаж,असेंबल,92
635,фитц,फिट्ज़,99
2750,батант,तख़्ता,88
10791,четырнадцать,चौदह,38
9102,геотермал,भू-तापीय,50
9276,всплеск,छप छप,48
10251,нм,एनएम,41
9424,пикассо,पिकासो,48
12310,рост,वृद्धि,20
13225,упал,गिर गया,16
9357,разъяснение,स्पष्टीकरण,46
5658,рисунок,अंजीर,70
12657,индианаполис,इंडियानापोलिस,22
2930,связывать,सीआईटी,88
11850,случается,ह ाेती है,10
3727,стоячая вода,ठहरा हुआ पानी,84
7342,гончарность,मिट्टी के बर्तनों,61
11132,стоял,खड़ा होना,35
557,anaerobic,अवायवीय,99
3270,доверившийся,सौंपा,83
9934,гимнастика,कसरत,41
13701,данные,आंकड़े,12
8248,разметки,मार्कअप,56
6111,немезис,नेमसिस,70
10164,омаха,ओमाहा,42
11121,эстония,एस्तोनिया,36
10849,в зависимости от,निर्भर करता है,23
11895,вспышка,प्रकोप,28
14333,продажа,बिक्री,20
9887,marx.,मार्क्स,44
5203,в которой,जिसमें,75
13251,колокольчик,घंटी,15
13695,бывший,भूतपूर्व,12
1749,фаланс,व्यूह,93
1992,поручиться,वातमय,92
14028,длинный,लंबा,8
2413,сухожилие,पट्टा,88
14195,скорее,की अपेक्षा,6
2390,sportscaster.,स्पोर्ट्सकस्टर,86
1939,сражаться,केंचुली,93
12095,коалиция,गठबंधन,27
10598,камерун,कैमरून,39
3745,газы,गैसों,84
7588,красная рубашка,लाल कमीज,58
9702,обувь,जूता,33
7657,монмут,मॉनमाउथ,60
2204,конвергент,संमिलित,46
710,на лошадях,घोड़े की पीठ,98
9907,подавать в суд,पर मुकदमा दायर,22
5849,мезонина,परछत्ती,70
11079,юго-восточный,दक्षिण-पूर्वी,36
10888,пика,नुकीला,14
6479,кодирование,कोडन,12
13186,иностранный,विदेश,16
6401,курдистан,कुर्दिस्तान,68
12388,макет,ख़ाका,24
8688,перцы,काली मिर्च,31
8387,фландрии,फ्लैंडर्स,55
2180,пикник,पिकनिक,90
9068,гандбол,हेन्डबोल,49
631,неразрезанный,काटा हुआ नहीं,99
8784,космический корабль,अंतरिक्ष यान,52
6859,нанимает,रोजगार,21
19,инвентарь,राक्षसी,100
8802,пересмотреть,पुनर्विचार करना,49
10645,пирс,प्रवेश करना,33
10245,астрология,ज्योतिष,39
7908,сионизм,सीयनीज़्म,59
10860,девственник,कुंआरी,34
13706,ожидал,अपेक्षित,11
5401,кривошипать,सनकी,69
4715,сухожилия,पंख काटना,79
14078,политический,राजनीतिक,10
13259,показатель,अनुक्रमणिका,15
2334,тезка,हमनाम,88
4610,научился,सीखा,79
7469,экспо,प्रदर्शनी,42
7265,банкротство,दिवालियापन,62
867,непристойный,कपटी,95
7292,чил,चिल,62
1867,гидростатический,हीड्रास्टाटिक,93
4294,ножницы,कैंची,68
3370,аденозин,एडेनोसाइन,86
6008,мандарин,अकर्मण्य,70
8253,киев,कीव,56
7121,winslow.,विंसलो,63
10965,joel,योएल,37
5032,синглтон,एकाकी वस्तु,75
2795,ежевика,ब्लैकबेरी,88
3002,ящик для инструментов,उपकरण बॉक्स,88
11830,под названием,शीर्षक,8
1728,ретроспект,बीती बातों की जांच,63
3827,гимн,भजन,76
5509,эксцентричный,विलक्षण व्यक्ति,49
3585,лоб,माथा,84
6192,стирание,मिटाने का काम,29
6377,триптамина,ट्रापेटामाइन,68
9738,тишина,शांति,40
10755,честный,ईमानदार,38
3097,неодобрение,अस्वीकृति,73
10932,треугольник,त्रिकोण,35
257,сплоченный,जोड़नेवाला,55
2895,некрофилия,नेक्रोफ़ीलिया,88
12335,туз,ऐस,22
13745,доска,मंडल,11
957,тромбоцит,प्लेटलेट,91
4996,девитт,डेविट,77
7063,лоялист,वफादार,55
9873,пожалуй,यकीनन,42
12622,ода,ओडीए,22
5789,джудит,जूडिथ,72
2213,нуго,नोव्यू,91
4231,enfield.,एनफील्ड,81
476,метаболит,मेटाबोलाइट,93
12641,освещать,हल्का,22
3065,каббала,दासता,88
13397,кот,बिल्ली,13
13190,население,आबादी,15
13308,колорадо,कोलोराडो,15
13767,умерла,मर गई,10
4932,дк.,डीके,77
7101,передатчик,ट्रांसमीटर,58
12953,переопределять,अवहेलना,19
2288,уст,उस्त,91
6366,ненези,नेस्टर,68
11139,неприемлемый,गवारा नहीं,35
7939,смешивание,मिश्रण,19
1192,рема,रेमा,96
13319,тайфун,आंधी,15
14279,линии,पंक्तियां,8
7368,osi,ओएसआई,62
11409,сокол,फाल्कन,22
6534,диван,सोफ़ा,64
13999,линия,रेखा,8
2718,свет луны,चांदनी,87
14251,один раз,एक बार,9
2665,водоворот,व्हर्लपूल,88
9351,балийство,बाली,48
13373,шотландия,स्कॉटलैंड,15
