ID,RUSSIAN,FRENCH,INTERVAL
12252,узлы,nœuds,23
1760,овраги,ravin,91
5105,специальность,spécialité,67
11265,арктический,arctique,35
0,напряженность,intention de,7
8715,играть в азартные игры,jeux d argent,40
1678,баттута,batauta,94
1907,коммюнике,communiqué,92
3473,бобслей,bobsleigh,87
437,амига,amiga,98
5927,головная боль,mal de tête,67
797,филармония,philharmonique,98
10445,шея,cou,38
5457,верьсь,croquer,74
12670,пиксели,pixels,21
11313,адольф,adolf,35
1739,звездный свет,lumière des étoiles,91
5083,чизкейк,cheesecake,76
12263,храм,temple,25
13184,слегка,légèrement,17
2574,начисление заработной платы,paie,88
8167,абитуриенты,participants,51
12415,рассвет,aube,24
5876,подозрения,suspicion,47
4986,какао,cacao,78
6350,алоха,aloha,69
1403,манипуляциями,manipulations,39
3436,скандинавия,scandinavie,87
7716,освобождать,exempter,51
7969,страшный,effrayant,59
1294,младенца,nourrisson,53
16,маниал,maniaque,99
221,галл,gaule,98
12990,танцевать,danse,16
1686,стоять рядом с,etre prêt,94
6167,бриг,brick,70
8870,не знать,ignorant,51
7916,эдди,tourbillon,59
12177,толкать,pousser,17
7027,мольты,milté,64
13871,использовать,utiliser,5
4901,суперкомпьютер,supercalculateur,77
11704,глобус,globe,31
8078,врач,querelle,53
6787,удаленно,à distance,38
7704,енот,raton laveur,60
6700,шланги,suggers,56
12620,док,doc,22
13458,может быть,peut être,14
552,неразбавленный,dissimulé,94
9436,копенгаген,copenhague,48
982,восстановить,rétabli,83
12532,прояснить,clarifier,22
10836,афган,afghan,37
7646,од,od,60
6117,колосса,colosse,70
8296,хромой,boiteux,56
495,щекотать,chatouiller,85
3312,аэронавтика,aéronautiques,70
3593,самаритан,samaritain,84
14462,производить,produire,7
12919,комбинированный,combiné,15
5784,приливы,les marées,33
2792,турбокомпрессор,turbocompresseur,88
5566,кой,timide,74
3904,сифака,sifaka,84
5722,гофрировать,gopherque,38
9127,помидор,tomate,46
8779,алый,écarlate,52
942,восхищение,ravissement,92
1749,фаланс,phalange,93
13976,без,sans,5
7135,напоминает,ressemble,39
9454,кулер,glacière,48
10456,трава,gazon,40
9063,редуктазировать,réductase,51
10270,тонна,tonne,30
1143,бонсай,bonsaï,96
6853,тудор,tudor,66
13673,джерси,jersey,12
2744,лишний,lst,89
1145,микробиология,microbiologie,94
14305,воздух,air,8
6729,единственное число,singulier,62
13666,царство,royaume,12
9905,агрессивный,agressif,34
10235,километры,kilomètres,38
11254,парашют,parachute,34
6032,означаемый,signifié,44
2851,резной,sculpté,71
9976,православный,orthodoxe,44
6129,скримить,grincer,68
13744,депрессия,dépression,11
4677,канакс,canuck,79
6169,не знаю,dunno,70
14052,лучше,mieux,10
7678,хэтчбек,hayonnerie,56
13096,хижина,cabane,18
11531,коэн,cohen,32
3726,шампанс,charcuter,85
12326,рейтинг,classement,7
2989,uninformed,non informé,80
4088,акадея,acadie,83
2529,сдвинуть,bouger,89
14366,семь,sept,10
3948,саркастический,sarcastique,79
3848,юрисдикции,juridictions,50
1607,хищник,hirst,94
9640,темза,tamise,47
14186,взятый,pris,8
13363,ливан,liban,15
13561,джонс,jones,13
9580,вышеупомянутый,susmentionné,47
13366,удостоверение личности,identification,15
2561,сток,stockeur,90
4694,вандалистический,vandalistique,79
11168,извинение,excuse,34
4717,опал,opale,79
13627,правильный,correct,12
5122,февраль,fey,77
12963,джонни,johnny,19
8473,ясность,clarté,55
114,кашмири,kashmiri,100
10123,рог,klaxon,34
7818,неопределенность,incertitude,57
7599,вкладыша,doublure,58
9470,изолированный,isolé,40
12516,мирное население,civils,17
11462,купол,dôme,32
2780,грунтовка,apprêt,85
4934,эрго,ergo,78
13236,дэвис,davis,15
8164,перьера,marsouin,58
8012,автор песен,auteur compositeur,48
1531,буржуазия,bourgeoisie,95
2584,обнимать,câlin,61
12926,богатый,riche,19
6153,реквизиты для входа,identifiants,67
3710,супра,supra,85
5464,реактор,réacteur,69
4695,wacker.,rouceuse,79
12008,несущий,palier,12
12857,определение,définition,14
2176,обдумывать,apparence,89
2889,мора,mora,88
6476,резко,nettement,68
2990,стимул,incitation,73
8965,разумный,sensible,48
6177,большая ступня,bigfoot,70
11581,руозвельт,roosevelt,32
11115,барселона,barcelone,36
6627,кавказ,caucase,67
9535,перенесенный,reporté,42
10927,пластик,plastique,36
4772,эразм,erasmus,79
10354,выпускники,anciens élèves,41
11682,ель,sapin,31
4392,аквариум,aquarium,80
5885,приостановить,suspendre,22
10629,как дела,souper,39
10568,воспроизводитель,rejouer,33
13867,если,si,5
3462,аэрозоль,aérosol,81
267,тангенс,tangente,96
2484,сиам,siam,90
5480,гектон,gecko,74
3917,амур,cupidon,84
5192,альдолаза,aldolase,76
8259,окаменелый,fossilisé,57
11288,сиракуз,syracuse,35
13111,q.,q,18
13761,земной шар,la terre,12
11558,оболочка,coquille,26
5493,слоана,sloan,74
4483,мани,crinière,76
9615,суммировать,résumer,37
9503,йемен,yémen,48
12486,в некотором роде,quelque peu,24
2679,розалинда,rosalind,90
3851,сорван,contrarié,71
1646,монтесори,montessori,94
9866,уитмен,whitman,45
731,практикующие,praticiens,78
10874,депутат,adjoint,33
10636,теодор,theodore,39
2611,шифр,chiffrer,88
504,архитектура,architectures,15
6195,пудель,caniche,68
3041,квадрант,quadrant,77
10320,пределы,limites,9
12239,подлинный,véritable,24
7365,помпеи,pompéi,62
700,чао,ciao,98
13451,фильм,film,13
13762,ночь,nuit,11
4397,борфорт,beaufort,81
6493,живот,ventre,49
3155,меры предосторожности,précautions,71
1140,приманка,baiting,71
2037,саума,sau,92
11899,метры,mètres,25
12832,экономический,économique,18
6232,утонченность,honorer,70
10683,еж,hérisson,39
10090,воздерживаться,cesser,43
8420,магнум,magnum,55
851,виккетщик,gardien de guichet,98
9627,проклинать,malédiction,41
13231,антонио,antonio,16
11261,кал,cal,35
8807,восприятие,la perception,47
9305,смутный,le plus mort,49
12055,джефферсон,jefferson,28
13748,бейсбол,base-ball,12
8709,сынок,fiston,54
2850,скопление,congestion,83
13187,теннис,tennis,17
4140,бедуин,bédouin,77
8050,желе,gelée,58
252,парламенты,parlements,17
10062,дисквалифицирован,disqualifié,42
10834,туризм,tourisme,38
1278,укладки,empilement,51
3457,скопа,balbuzard,78
14057,изменять,changement,5
6176,сироп,sirop,70
4878,вау,wah,78
8535,амнистия,amnistie,54
9101,фланга,flanc,44
12284,научный,scientifique,25
10904,место хранения,espace de rangement,38
11434,метил,méthyle,32
11015,барьер,barrière,34
2065,эрг,erg,90
2109,расширяться,élargir,59
10422,врущий,mensonge,20
1051,бордный,boldin,97
13226,вперед,effronté,9
1578,жжет,lcd,94
14424,особенно,en particulier,11
872,пилат,pilate,97
11963,противники,adversaires,22
5467,никон,nikon,74
2048,подзаголовок,sous-titre,69
10614,конфедерация,confédération,23
1597,синяк,meurtri,71
1822,стабильство,stillé,91
4843,недовольство,rancune,74
4595,повыситься,boosté,46
6043,даосизм,taoïsme,71
10249,эпсилон,epsilon,42
12673,заговор,conspiration,22
12659,промышленность,industrie,14
2294,заправленный,alimenté,88
212,мистур,mistral,100
10642,образец,goûter,29
11236,несправедливо,injustement,35
3123,анион,anion,87
7921,окраина,garvey,59
911,приспешники,harengmen,97
8117,анорексия,anorexie,58
5401,кривошипать,manivelle,70
9186,суп,soupe,50
6686,хватит,suffire,63
5678,игровая площадка,terrain de jeux,72
331,типика,tipi,100
324,джосс,jossé,100
11460,сорок,quarante,32
6826,помилование,pardon,62
9795,сержант,sergent,45
6633,перестройка,réalignement,55
7421,веста,vesta,62
6896,по общему признанию,certes,65
14109,джон,john,8
8301,реалистично,réaliste,50
11912,вилли,willie,26
9652,ожидается,anticipé,38
11086,подразумевать,impliquer,23
4643,константин,konstantin,80
5502,лучан,lucan,74
8648,доверие,de confiance,24
14400,усилия,efforts,7
3512,ферментация,fermentation,81
8373,янтарь,ambre,56
2079,геморрой,hémorroïde,91
4610,научился,appris,80
12698,догадка,deviner,20
11489,одинаково,ressemblent,33
7634,тромбон,trombone,60
2370,амар,amar,91
11918,дирков,poignard,29
11211,вермонт,vermont,35
3847,затрагивание,retombeur,84
4504,ножи,des couteaux,80
5681,биполярный,bipolaire,73
8057,ратифицированный,ratifié,54
5274,евангелион,évangélisation,75
3015,хенлина,huntley,88
8134,канцлер,chancelier,57
8903,толедо,tolédo,52
11215,позывный человек,petit essentiel,35
2092,десерт,le dessert,91
6804,лорел,laurier,65
3908,огневая мощь,puissance de feu,84
12830,рулевое колесо,roue,16
5613,осадок,sédition,74
3804,аспирин,aspirine,84
1324,заглядывать,peeps,81
10392,пламя,flamme,19
10281,шестерня,comté,42
13083,рисовать,dessiner,14
2291,стронций,strontium,91
4587,марионетка,colonne vertébrale,78
10958,остатки,vestiges,31
12770,радостный,joyeux,21
349,ангора,angora,100
4958,фасад,façade,75
10424,угрожая,menaçant,24
5066,лейланд,lyland,77
9568,аркада,arcade,47
1036,гессиан,toile de jute,94
1755,сюрреалистики,surréaliste,64
6490,павлин,paon,67
7261,генома,génome,61
1950,бинго,bingo,93
8917,доу,doo,52
13120,действительный,réel,10
1659,курильщик,fumeur,80
14272,кампания,campagne,13
14028,длинный,long,8
10182,навигация,la navigation,27
6337,картофель,pommes de terre,39
1275,кн.,kn,96
12604,неразборчивый,ne,23
11542,марокко,maroc,32
12028,дисковый,disque,26
5484,супермаркеты,supermarchés,60
6963,афродита,aphrodite,65
2785,новый рынок,nouveau marché,89
11501,кипр,chypre,33
593,хроматин,chromatine,99
5750,ханна,hanna,73
1447,туалеты,toilettes,42
3818,этоон,eton,84
11872,добровольцы,bénévoles,17
13728,цитирование,citation,10
12777,подсчетность,install,21
9937,джентльмены,messieurs,44
5507,манзанильо,manzanillo,74
7864,изопропил,isopropyle,59
11269,мальта,malte,35
6450,зарядное устройство,chargeur,30
30,наши,jambières,100
12274,сигнал,signal,20
14521,кредиты,prêts,41
5051,болван,bol,77
11505,заявление,application,21
10859,соотечность,collégial,38
10640,предсезонный,préasé,39
1571,недокументированный,sans papiers,94
7071,искренний,sérieux,64
11769,раздел,seconde,30
10074,мохаммед,mohammed,44
607,сценарист,scénariste,99
7215,тиранозавр,tyrannosaurus,63
5873,умеренно,modérément,26
7725,оплата,paiement,49
7046,волшебная страна,pays des merveilles,64
2689,метра,métra,90
5191,тайга,taïga,76
4171,парма,parme,82
6201,саботаж,sabotage,61
2651,гемоглобин,hémoglobine,90
11881,денежные средства,en espèces,29
2520,банкомат,au m,90
957,тромбоцит,plaquette,91
6145,вагга,wagga,70
5186,коэффициент,coefficient,71
14507,центр,centre,10
14442,решенный,décidé,7
9410,непреднамеренно,par inadvertance,47
883,тонко,subtilement,97
10813,вена,vienna,38
14062,пример,exemple,10
10499,холден,tenue,40
13013,мода,mode,17
3159,предприниматели,les hommes d affaires,88
11137,вилла,villa,36
1976,легионеры,légionnaire,89
8158,выщелачиваться,lixivier,57
9323,фатальный,fatal,25
807,ланселот,lancelot,98
12650,тампа,tampa,22
198,воисты,voyageurs,97
7327,пропитывать,pe,62
8974,демократ,démocrate,15
7274,малярия,paludisme,63
5317,матра,matra,75
12704,сенаторы,sénateurs,14
2635,аномии,anomie,90
7971,шейх,cheik,59
12573,полегче,plus facile,23
5646,фундаменталист,fondamentaliste,66
1457,табор,tambourin,94
13196,клевев,cleveland,17
9773,мусор,des ordures,46
1669,сардиния,sardaigne,94
6928,кайзер,kaiser,65
4234,твид,tweed,81
13949,американец,américain,8
12791,ларри,larry,21
13091,находка,rd,18
3531,водно-болотное угодье,terres humides,81
12226,эволюция,évolution,26
10150,скейтбординг,faire de la planche à roulettes,30
3120,затвора,obturateur,77
3927,роландо,rolando,84
12551,рождество,noël,23
3420,конестога,conestoga,87
4805,осуждать,condamner,34
11631,пронзительный,pl,32
10913,лягушка,grenouille,33
9575,одновременно,simultanément,41
5506,нестабильность,instabilité,74
4992,ксенон,xénon,78
9368,сами,nous-mêmes,49
10053,халк,ponton,43
11378,военное ремесло,de guerre,34
9521,подчиненный,subalterne,40
11037,избыточный,redondant,34
497,ривьера,riviera,99
12868,норвегия,norvège,20
9451,чендлер,cordonneur,48
1732,роялти,redevance,65
9384,насыпь,monticule,46
10622,бертон,burton,39
8806,спойлер,divulgacher,41
12335,туз,as,22
6429,размещать,hébergé,10
7537,борн,bourne,62
11428,поло,polo,33
2137,моторизованный,motorisé,92
13745,доска,planche,11
11192,лунный,chanteur de lune,36
3345,лицемерие,hypocrisie,87
4497,гватемаль,guatémaltèque,78
9477,клинч,clandestin,23
579,гуанако,guanaco,99
11244,кардинал,cardinal,15
4017,солнцестояние,solstice,80
5233,руководитель,registre,76
12424,полночь,minuit,25
10588,шлифы,poncé,38
3513,ассимиляция,assimilation,74
8,гики,geeks,29
11760,интерьер,intérieur,30
4662,передозировка,overdose,75
7683,патель,patel,61
790,неразрешеный,disraeli,98
11085,кастро,castro,37
5364,гулс,gibier,74
13955,высокий,haut,7
5796,домохозяйки,femmes au foyer,72
1449,повторно используется,réutilisé,59
13277,пересекать,traverser,12
13005,препарат  средство  медикамент,drogue,17
962,нарцисс,narcisse,97
1674,искупление,expiation,81
12783,студия,studio,18
14377,улица,rue,10
2486,кони,cone,90
4218,достижимый,réalisable,69
9098,купе,coupé,18
13529,широкий,large,12
588,орда,horde,87
9874,понимать,prendre conscience de,36
5409,безопаснее,plus sûr,75
12045,локомотив,locomotive,19
9513,бартлетт,barlet,48
13982,разработка,développement,10
8215,тапир,tapir,57
5460,пам,pam,74
12405,клен,érable,25
6512,сальмонелла,salmonella,68
1204,сладкая палочка,canne à sucre,96
8115,антропология,anthropologie,57
7206,заключительная четверть,quart de finale,63
777,расстроенный,éperdu,98
8837,яростный,féroce,50
12051,пол,sol,24
1886,педаль,pédale,84
4300,каноэ,canoë,71
1677,ректор,recteur,94
3837,канг,cag,84
5247,интранет,intranet,76
4557,парировать,parer,77
10361,виндзор,windsor,41
11188,пустой,vide,34
11483,продолжительность,durée,32
7194,пресвитериан,presbytérien,61
7554,овощ,légume,49
1172,келоуна,kelowna,96
10184,неон,néon,43
14064,фунтов стерлингов,livres sterling,32
2184,рад,radin,90
10751,фразер,frisson,38
13029,уникальный,unique,18
2178,неутера,non controversé,90
6003,ива,saule,67
13501,стандартный,la norme,11
6093,майфлы,éphémère,71
8107,пистолеты,pistolets,40
13152,шанс,chance,15
8475,преобразован,transformé,27
14333,продажа,vente,21
4894,дайвер,plongeur,64
6859,нанимает,emploie,21
6487,набрасываться,gonflé,46
3085,раскрывать,divulguer,60
8575,диктатура,dictature,51
13654,сэм,sam,12
6099,бодибилдинг,la musculation,64
1426,буй,bouée,83
8948,дод,dodu,52
8923,попкорн,popcorn,52
5723,кассир,caissier,70
2194,кодекс,manuscrit,91
3762,нарезать,hacher,62
12429,осиротел,orphelin,23
3930,костюма,la plus coûteux,84
10275,отто,otto,42
11316,плечо,épaule,30
10188,уведомление,notification,42
2956,досрочное освобождение,parole,82
12484,статистика,statistiques,20
9533,межконтинентальный,intercontinental,48
10300,кормили,nourris,41
896,нимрод,nimrod,96
2778,альпака,alpaga,89
14140,вероятный,probable,5
1631,вульва,vulve,94
8600,марипс,mariste,54
6699,грейт,granger,66
11046,историки,historiens,27
12508,дннис,dennis,24
6285,ингибитор,inhibiteur,63
8038,фосфор,phosphore,58
11515,гер,gras,32
5865,унитарен,unitaire,60
8474,прицел,visée,21
4426,бюрократия,bureaucratie,80
12643,приглашенный,invité,6
11130,степень,le degré,36
12765,португалия,le portugal,21
1786,далматин,dalmatien,73
4261,мимо,homicide,72
7852,колыбель,berceau,59
13994,дни,jours,6
4673,безвреден,sans danger,79
8095,заяц,lièvre,56
11806,лев,lion,17
2620,стереоскопический,stéréoscopique,89
7663,радиоактивность,radioactif,60
14022,полиция,police,10
10516,ничего не подозревающее,sans méfiance,40
12338,электронный,électronique,20
4726,отставать,arriéré,75
9796,малазийский,malaisien,45
5536,взломанный,fissuré,34
1814,галень,galen,94
12459,ходок,marcheur,24
14004,идущий,en allant,7
13233,семи,semi,16
9983,заложник,otage,36
13253,обеспокоенность,préoccupations,9
13422,джозеф,joseph,14
5140,видеозапись,cassette vidéo,64
14192,согласованный,convenu,11
11299,виновный,coupable,35
11324,эдит,edith,34
9271,шлем,casque,43
11105,библиоман,bibliomane,36
10788,бангкок,bangkok,38
1808,превышать,envahir,94
12497,бегун,coureur,19
8792,зевс,zeus,53
5031,гармоника,harmonique,71
4321,хоббита,hobbit,81
7924,дробовик,fusil à pompe,56
10232,мыло,savon,41
6191,эх,il h,70
10303,лист,feuille,22
11547,изменено,altéré,8
9978,основные моменты,points forts,21
14123,результат,résultat,7
2719,курсор,superficiel,89
741,дантон,danton,98
13442,неопределенно,indéfiniment,13
11059,недельно,hebdomadaire,37
11053,полдень,midi,37
3731,кроаль,cro,85
789,хаггис,haggis,98
3806,феррес,ferrer,84
7337,роскошь,luxe,45
10052,резинка,caoutchouc,43
2368,анил,animent,91
10523,шасси,châssis,40
12488,не связан,sans rapport,24
371,трапециеобразный,trapézoïde,97
14035,масло,huile,16
67,лазиер,lazier,100
9145,открыто,ouvertement,51
649,полуфиналист,demi-finaliste,99
2836,образцы,spécimens,61
12168,гнаться,chasser,22
597,колонисты,colonistes,90
2267,eroded,érodé,82
3878,англичанин,anglais,84
6369,суда,tribunal,69
13563,построенный,construit,13
6717,признанный,acclamé,54
9974,сенегал,sénégal,44
511,аллегро,allegro,99
8692,молли,molly,53
10048,хлеб,pain,43
10153,сосна,pin,40
13464,генри,henri,14
4801,пандора,pandora,77
12748,шри,sri,21
680,археолог,archéologiste,88
9833,аламо,alamo,43
10638,моложе,plus jeune,39
4575,биатлон,biathlon,80
12975,на пенсии,retraité,14
2327,минерал,mineur,37
2445,прокрутка,défilement,41
9498,аин,ain,48
7445,манифест,manifeste,62
13369,программное обеспечение,logiciel,15
8092,ехал,roder,58
9571,бункер,bunker,44
12435,округ колумбия,dc,24
10977,грубый,rugueux,35
7868,ботсвана,botswana,59
13696,индивидуальный,individuel,11
2586,ксерокс,photocopier,90
13859,время,temps,5
11518,новостная рассылка,bulletin,32
6899,нептуненс,neptunien,65
1363,ниг,nig,96
7478,коммандос,commandos,34
10008,меридиан,méridien,44
12119,циркуляция,circulation,23
12221,не могло,ne pouvait que,26
12224,боевой,martial,26
3090,менш,mensch,88
1311,такса,teckel,96
9003,браво,bravo,52
3301,персона,personnage,78
3934,берта,berthe,83
5344,дикая кошка,chat sauvage,33
12178,бретт,brett,27
12444,робинсон,robinson,24
11816,подделка,contrefaçon,27
1030,ярборо,yarborough,97
10377,партнер,partenaire,32
11525,вернись,revenir,31
7348,понять,saisir,57
2508,затяжка,quinze jours,88
10097,эскорт,escorte,36
14267,здание,bâtiment,10
3298,ура,yay,87
9435,ранчо,ranch,47
1547,оргия,orgie,93
11279,элементарный,élémentaire,35
300,переопределение,redéfinition,96
5565,увертюра,ouverture,70
9532,перестроить,reconstruire,48
13128,представлять собой,introduction,10
13180,колумбия,columbia,17
12004,уровни,niveaux,11
5045,моди,modi,77
1156,карабин,carabine,87
2927,пиренеи,pyrénées,88
7546,константинополь,constantinople,62
2067,кай.,banc de sable,91
518,проглотил,avalé,61
10835,мб,mb,38
3890,сена,sénia,84
14122,включает,comprend,6
9437,шлюз,passerelle,48
2208,титрование,titrage,90
5652,восхитительный,igné,73
3953,берет,béret,72
12136,бангладеш,bangladesh,27
11051,крупный рогатый скот,bovins,37
11828,наружный,extérieur,30
5477,мимизм,mime,73
11496,нэшвилл,nashville,33
3742,монгольский язык,mongol,83
9429,майонез,mayo,48
3381,миниатюры,miniatures,61
4155,гадюка,vipère,67
7899,облегчить,soulager,27
8662,византийский,byzantin,54
3797,колибри,colibri,83
9152,аллах,allah,50
4087,арендаторы,locataires,61
11580,виктор,victor,30
431,свернутые,raclé,84
9950,пионер,pionnier,36
2644,солнцезащитный крем,crème solaire,90
8405,ульстер,ulster,56
9606,сет,seth,47
271,skyway,route aérienne,99
3843,олива,oliva,84
4818,саул,saul,78
14083,важный,important,8
12976,андерсон,anderson,19
11715,проход,passage,28
4516,неудача,inverse,79
9373,ошибка,bogue,35
5037,неприятный,désagréable,74
10978,милая,sucré,36
6970,восстановленные,reconstitué,60
1325,хлорофилл,chlorophylle,96
14275,локальный,lan,59
4912,канава,fossé,71
10228,комфортный,à l aise,29
14258,полагать,croire,5
12575,гало,halo,23
8970,совокупность,convoi,46
13342,стесняться,hésiter,15
14088,здесь,ici,5
5707,псих,psycho,72
1080,конфигурации,configurations,47
13809,от,depuis,5
10329,просматривать,feuilleter,37
10502,мос,mos,21
13281,начальный,primaire,15
14185,доллар,dollar,20
5199,дворник,concierge,75
14381,ценные бумаги,titres,12
4124,снисходительность,indulgence,67
284,лей,lei,100
7081,проще,plus simple,64
8721,духовный,spirituel,46
3920,коррозия,corrosion,80
3468,шропшир,shropshire,87
5699,оправдано,garanti,32
2902,грейпфрут,pamplemousse,88
1602,англиканизм,anglicanisme,41
2380,криптография,cryptographie,91
1135,боливар,bolivar,96
10999,аспекты,aspects,26
6113,катастрофический,catastrophique,55
3328,выпускник,ancien élève,87
13066,пострадавший,blessé,17
13257,осторожно,soigneusement,7
9246,орбиты,orbite,14
2879,возрождаться,renaissant,72
6133,эстер,esther,70
11874,советовать,conseiller,20
6876,тундра,toundra,65
13496,капитан,capitaine,13
8637,чингис,genghis,54
11697,снял,se retirer,31
2762,аристократия,aristocratie,87
6215,добиваться,quille,58
4664,мило,milo,73
14349,предоставил,fourni,6
10928,переговоры,négociations,26
4761,спираль,hélix,79
2811,сидячий,side-car,88
3139,интимный,intime,75
4813,переезд,déménager,33
1960,лилит,lilith,93
3741,вписанный,inscrit,84
12855,медицинский,médical,20
12267,ненавидеть,détester,23
5661,стрельба из лука,tir à l arc,73
6991,паничка,débandade,62
1628,пропаганчик,trou d épingle,94
1775,гила,gila,94
5062,везувиус,vésuvius,77
11072,украденный,volé,37
1359,георгин,dahlia,96
13454,шутить,blague,12
9055,гроза,orage,41
14363,роберт,robert,11
4900,пенициллин,pénicilline,78
9650,тривиальный,banal,45
7092,торо,toro,60
11260,глина,argile,35
10505,чип,ébrécher,29
7659,забвение,oubli,61
9270,морковь,carotte,48
10347,целые числа,entiers,33
8208,жук,scarabée,55
1369,бездарный,non marié,96
10718,вымпел,fanion,38
10720,гилберт,gilet,38
6027,сумки,sacs,36
12065,спенсер,spencer,28
9703,крик,crier,38
10912,иврит,hébreu,37
4036,линзы,lentilles,82
10925,гореть,mt,36
240,плевать,qui crache,26
11336,снятый,retiré,34
13041,вполне,pointage,18
14468,хочет,veut,5
8181,родхэм,rodham,57
12222,старшая,plus âgée,26
13500,безопасность,sécurité,12
5683,пропускной пункт,point de contrôle,62
1481,антивирус,antivirus,95
13794,и,et,5
14421,вещь,chose,8
6444,варетакер,le concierge,67
453,энграмма,engramme,100
9141,блантер,bovinateur,51
6964,мюр,muir,65
3510,буксир,remorquer,53
14470,ниже,ci-dessous,8
2305,карбоксилазу,carboxylase,91
1439,лечить,guérir,57
4439,государственный деятель,homme d état,81
12269,монстр,monstre,24
8161,приобретение,acquisition,51
7894,трение,friction,58
12056,псевдомонас,pseudomonas,28
3556,выходил,débordé,78
11694,перевозчик,transporteur,28
10747,адвокат,avocat,36
9034,мелон,mellon,51
12114,мята,menthe,26
9000,отключение,coupure électrique,49
13028,схема,circuit,18
12725,пролетел,volant,22
9183,серотонин,sérotonine,50
3147,выгодность,culot,88
11750,египетский,égyptien,28
2599,телохранитель,garde du corps,81
4241,крафт,kraft,82
3715,посудомоечная машина,lave-vaisselle,81
7795,этил,éthyle,60
11052,раб,trimer,30
7253,списывание,la triche,47
12016,снабжать,stock,25
14139,в сравнении,par rapport,11
2397,неспортивно,antisportif,91
3029,местоимение,pronom,77
3010,безразлично,indistinctement,45
7619,магический,magique,22
6364,распустить,dissoudre,39
10129,осуществленный,réalisé,23
4071,мелатонин,mélatonine,83
13597,выстрелил,tirer,12
10775,аффилированность,affiliation,9
11692,землетрясения,tremblements de terre,12
10705,высокая температура,fièvre,38
10312,воспринимать,ignoble,41
424,погромы,pogroms,79
5283,пембрук,pembroke,75
8101,tiefrefer.,cravate,58
2512,дрозофила,drosophile,90
9097,йодид,iodure,51
7649,буддийский,bouddhiste,59
10782,индусский,hindou,34
4716,весы,balance,75
6909,баллард,ballard,65
2159,дефис,trait d union,62
7226,лотерей,raffle,63
3872,эпоним,éponyme,83
3928,перешеек,isthme,84
1046,лиф,corsage,87
360,регенеративный,régénérateur,100
7624,указ,décret,52
9401,тренировка,twain,49
8351,на стороне,sur le côté,56
2728,морелло,morello,89
2251,радиоуглерод,radiocarbone,91
4035,розничные продавцы,détaillants,39
12729,всадник,cavalier,16
4747,сжимать,presser,64
7404,запястье,poignet,59
4671,неудобный,inconfortable,78
11648,ур,ur,31
8868,беспристрастный,impartial,52
14235,разрешает,permet,9
12412,коннектикут,connecticut,25
9536,драки,bagarre,47
1591,истекший,écoulé,92
6101,очаговый,focal,71
1205,каникула,quan,96
13007,реакция,réaction,17
7580,авель,abel,61
7140,испуганный,effrayé,36
3861,неправильное представление,idée fausse,63
13170,гид,guider,15
1144,ванкель,blancheur,96
8099,виски,whisky,58
2525,связка,ligament,79
13313,гал,fille,16
12233,после полудня,après midi,26
3251,пико,pico,88
11798,растущий,croissance,22
2373,возмездие,châtiment,89
12734,содружество,commonwealth,22
9342,unteers.,émeutiers,49
1265,девяностые,ninetières,52
3862,jolly,gai,83
11639,слалом,slalom,29
3490,аминотрансферазы,aminotransférase,86
2917,чиба,chiba,88
13599,вернулся,revenu,9
233,кото,koto,99
4039,безупречный,immaculé,82
11488,советник,ea,33
11339,краткость,brièveté,34
7117,военизированный,paramilitaire,64
11031,перестрелка,fusillade,36
5658,рисунок,figure,70
8704,элеонора,eleanor,54
660,посещать,assister à,15
13834,вверх,en haut,6
10503,радиация,radiation,38
7439,форель,truite,62
4490,радий,radium,81
12773,кентукки,kentucky,21
9596,алюминий,aluminium,47
14241,список,liste,6
2721,судебные разбирательства,litige,85
1456,беспомощный,sans espoir,91
13541,советский,soviétique,12
4246,шейкеры,shakers,72
6816,глендейл,glendale,66
2319,качаться,se balancer,81
13428,предел,gué,14
7487,лук,oignon,57
14432,страхование,assurance,14
1127,экскреция,excrétion,94
5332,оси,essieux,47
13101,принц,prince,17
4787,вудбери,woodbury,79
4108,пиара,pia,82
4778,аннаполис,annapolis,79
8863,древесный,boisé,51
9088,винил,vinyle,51
12983,билли,gamelle,17
8860,аббатство,une abbaye,53
903,вдвойне,doublement,97
3802,остеопороз,ostéoporose,84
4374,слабые,le plus faible,81
13754,загрузить,télécharger,8
7493,душ,douche,47
2958,соронить,sororité,63
11045,утверждал,argumenté,20
348,деваль,dévaler,96
13130,восьмой,huitième,17
6874,цилиндры,cylindres,41
13070,достигать,atteindre,9
14325,коммуникации,communications,8
5888,метеор,météore,67
9732,эдинбург,edinbourg,46
3250,пинбол,flipper,87
8780,нелли,nelly,53
5495,фаро,pharos,74
12450,утка,canard,20
6866,много времени,longue durée,65
12452,распространение,propagé,22
12297,био,bio,25
11761,спортивное,athlétique,13
13963,собственный,propre,7
13239,бразилия,brésil,16
9430,захватывающе,passionnant,34
11988,спекуляция,spéculation,21
7267,лимерик,limerick,62
4445,передний план,premier plan,81
12524,джулиан,julien,24
12316,охотник,chasseur,24
4928,родовой,en faille,78
10086,кенгуру,kangourou,41
13382,дб,db,15
3240,жирным шрифтом,caractères gras,80
219,бузер,poivrot,100
933,содома,sodome,97
7585,носорог,rhinocéros,62
6295,суи,sui,69
5065,кадра,goujat,77
2234,автомагистраль,auto stoppeuse,84
1488,историография,historiographie,94
9692,пятнадцатый,quinzième,46
7552,мембрана,membrane,60
