ID,RUSSIAN,CHINESE,INTERVAL
13257,осторожно,小心,7
4859,глютен,麸质,79
5850,ай,aye.,72
5151,спортсмен,运动员,76
4754,трещины,裂缝,52
10723,демонстрация,示范,18
4404,рб,rhb.,81
12344,быстрое,最快的,25
9849,специя,香料,44
9901,беременность,怀孕,45
3621,подземные воды,地下水,86
3889,акрил,丙烯酸纤维,82
5482,arson,纵火,74
8102,соседний,邻接,36
4320,пильмонт,皮埃蒙特,82
2129,синяя линия,布卢宁,92
6788,навес,挡泥板,63
372,перки,津贴,96
1284,мала,马拉,96
1921,слизь,粘液,93
2650,крипто,加密,90
14027,планы,计划,11
11684,ноги,腿,18
3439,роскошный,轻浮,83
8083,юнона,朱诺,58
1166,транссексуал,经塞思思主义,88
9718,тонга,汤加,46
6450,зарядное устройство,充电器,30
12750,дик,迪克,21
12917,безрезультатно,未被评罪,19
10754,hugo.,雨果,38
9809,палец,手指,32
4600,одометр,里程表,80
2551,фламенко,弗拉门戈,90
13199,неудобство,不便,16
6051,гуань,关,71
9293,цитан,cy.,49
9855,окиследуктировать,oxidoiderasease.,45
12650,тампа,坦帕,22
10888,пика,达到顶峰,14
8343,пустяк,美洲狮,33
10495,атмосфера,气氛,31
10449,грузин,格鲁吉亚,38
11175,моб,暴民,33
2820,горизонты,视野,53
13977,хотеть,想,5
13281,начальный,基本的,15
7210,литерал,文字,36
2740,послушание,服从,86
3102,сокращать,收缩,71
3484,ледяной,冰冷,86
2586,ксерокс,复印,90
2317,не часто,不经常,76
8211,коперник,哥白尼,57
3918,гедеон,吉迪,84
7615,улыбается,笑,28
7574,кармель,卡梅尔,62
1187,рефракция,折射,83
10540,окинава,冲绳,40
541,сингальский,sinhalese.,99
3990,конфискованный,没收,72
2969,маллет,槌,87
3653,упорядоченный,有顺序地,85
6124,аммиак,氨,71
11963,противники,对手,22
2492,предатель,叛徒,76
4003,woodrauff.,伍德拉夫,83
5454,подросток,青少年,33
2953,нарезанный,切片,55
5715,конструктор,构造函数,42
5144,индикатор,孵化器,76
12854,бельгия,比利时,20
854,солель,劳工,98
11257,разрушать,破坏,13
11800,молния,闪电,30
9685,столкнувшийся с трудностями,挣扎,21
947,кумулюс,积云,97
11300,ментальный,精神的,30
5623,посредственный,平庸,72
5708,sitcom.,情景人,67
7947,высота,海拔,33
5366,исходящий,out,75
1158,вибрация,振动,66
6127,капитальный ремонт,过修,61
4807,порождать,产卵,43
13562,месяц,月,10
13004,ответственный,负责任的,11
2799,стентор,一站式,89
12534,считается,被认为是,6
106,барий,钡,100
1867,гидростатический,静水压,93
14116,июнь,六月,6
14409,член,成员,9
5825,стадо,放牧,67
10747,адвокат,律师,36
275,иберий,伊比利亚语,99
14498,промышленное,工业的,14
2856,удивительный,惊人,71
10019,кабота,卡博特,44
7594,дед,祖父,61
2870,лобковый,耻骨,88
284,лей,林雷,100
4496,ходью,锄头,81
2068,мученик,烈士,62
4894,дайвер,潜水员,64
13408,в конце концов,最终,13
3212,обои на стену,墙纸,84
1769,реклассифицированный,重新分类,88
4168,уксус,尖酸刻薄,82
14200,действие,行动,9
3418,лесное хозяйство,林业,87
11339,краткость,简洁,34
13375,фермент,酶,14
13086,рынок,市场,12
7047,латиноаналь,拉丁裔,61
1054,тэн,滕,96
8540,барсучий,獾,43
12900,экономика,经济,19
14336,стандарты,标准,11
13855,последний,最后的,6
1979,дари,达利,93
1264,мечтательно,梦幻般的,96
6957,стелс,隐身,65
6414,сангранс,桑格,69
6331,амор,am,68
4905,конденсатор,电容器,76
10288,сидни,sidney.,42
2393,пожелание,汉语,89
5258,энтузиазма,热情的,40
14254,операционные системы,操作系统,27
7495,бальбоа,balboa.,62
5178,без остановки,马不停蹄,76
4571,судебный запрет,禁令,76
5721,стратус,层云,73
9363,архитектор,建筑师,43
9072,одежда,科隆,51
8329,обиженный,冒犯了,25
12314,ежедневно,日常的,25
8759,нападающий,前锋,41
10581,бобс,忌,40
11641,восстание,叛乱,31
13999,линия,线,8
10525,крошечный,微小的,40
13173,вторичный,中学,16
7251,атоп,在顶上,63
4099,коренф,哥林斯,83
9128,байты,字节,44
857,метадон,美沙酮,97
1,пиперидин,哌啶,100
14305,воздух,空气,8
4400,свободный порт,自由港,81
13149,главный,首席,13
6771,фонарь,灯笼,63
13157,дар,gif,17
10977,грубый,粗糙的,35
2397,неспортивно,违反体育道德,91
9801,той,toi.,46
7033,панхандл,panhandle.,64
7010,воос,vox.,65
10708,скипетр,scepter.,39
6728,коринфянам,哥林多亚,62
14263,т,t,5
10179,малик,马利克,43
1776,бонкт,轰响,92
2889,мора,猜拳,88
8011,математик,数学家,44
2699,кристаллический,结晶,89
12150,неверный,忠诚,27
7730,перехватчик,拦截器,55
11841,концерт,音乐会,26
8880,осло,奥斯陆,53
6455,стафилококк,葡萄球菌,69
4469,ювелирные изделия,珠宝,81
12868,норвегия,挪威,20
13369,программное обеспечение,软件,15
13405,регби,橄榄球,14
6941,abba,阿巴,39
6754,кратчайший,最短,66
4595,повыситься,提升,46
4931,радостно,愉快地,78
6389,гель,凝胶,66
4526,фамилия,姓,38
6767,очевидность,目击者,57
7592,очевидно,显然,10
5463,одумывать,沙丘,65
2072,кубок,高脚杯,91
8254,скрипка,小提琴,56
9892,платина,铂,45
158,лимбо,limbo.,100
12850,аллен,艾伦,20
4049,прованс,普罗旺斯,82
6982,мягче,柔软,65
12950,пятница,星期五,19
8221,хаос,蹂躏,57
2368,анил,anil.,91
9186,суп,汤,50
6218,клитор,阴蒂,70
6171,армада,armada,69
7337,роскошь,奢华,45
13591,офис,办公室,9
9305,смутный,最致命的,49
2620,стереоскопический,立体,89
7919,семьдесят,七十,48
11072,украденный,偷,37
10189,законодательство,立法,24
506,newscast,新闻通用,85
9134,джанет,珍妮特,51
6834,иррационально,非理性,65
6894,аналог,类似物,61
9162,увлеченный,敏锐的,50
1078,каллум,callum,96
3383,ползти,爬行,66
12075,реальность,现实,27
2621,путь,探路者,85
11968,дисней,迪士尼,28
14224,форма,形式,8
10350,дизайнер,设计师,9
10921,пирамида,金字塔,32
4219,посторонний,外来,82
2063,наутилус,鹦鹉螺,92
12081,бомбардировка,轰击,27
9915,дувр,多佛,45
8661,груз,货运,54
2633,бустер,助推器,77
9544,сэмми,萨米,48
11561,доминикан,多米尼加,32
1709,танин,单宁,94
5544,морозный,寒冷,74
7024,экстерьер,外部的,65
12928,кровь,血,19
10623,терра,terr,39
12129,усыновленный,采用,20
5070,мискин,伯克金,77
5833,кюри,居里,68
5403,лесной пожар,野火,63
10586,в любое время,每当,39
1963,топографический,地质,90
7353,пейзаж,景观,57
1015,андиан,安第盟,97
3359,грунтовый,滚球,87
9274,роттердам,鹿特丹,50
12577,диоксида,迪,22
11830,под названием,标题为,8
12805,летать,飞,12
12963,джонни,约翰尼,19
13704,водить машину,驾驶,10
11078,драматический,戏剧性,30
8539,петиция,请愿,40
9891,каникулы,假期,26
14256,вызовы,呼叫,8
11201,агенты,代理人,21
13089,робот,机器人,16
6264,оптимальный,最佳,70
1299,аннотирован,注释,83
4455,варвар,野蛮人,58
11759,епископ,主教,29
4702,безответственный,不负责任,76
7503,лили,百合,61
10205,г,gm.,42
7137,перенимать,接管,63
2813,нострадамус,nostradamus.,89
9648,обед,午餐,47
7372,симптомы,症状,59
12754,процент,百分比,20
13120,действительный,实际的,9
12800,актер,演员,17
11869,пекарь,贝克,29
13429,9,九,14
116,капа,卡帕,100
493,мигрень,偏头痛,96
12747,друг,friend,13
8736,передаваемые,传输,43
7001,чаплина,杰普林,65
10331,пантера,豹,25
607,сценарист,编剧,99
3939,биосфера,生物圈,83
9949,окруженный,包围,24
7709,гидравлический,液压,54
10840,стероидный препарат,类固醇,36
14161,изучать,学习,16
2781,аплодисменты,掌声,89
4700,моллюска,贝类,79
7687,макао,澳门,61
7549,середина лета,盛夏,62
11242,класть,lay,31
405,самосвал,泼妇,100
9669,диабло,暗黑破坏子,47
13726,израиль,以色列,12
8455,этническая принадлежность,种族,24
12380,ап,ap.,25
4108,пиара,pia.,82
13035,персонал,人员,18
8582,гостиница,旅店,45
732,кумара,kumara.,98
11573,эдисон,爱迪生,32
11813,мини,小型的,29
14481,нажимать,按,12
7531,баллистический,弹道,52
1663,несчастье,不幸,90
6150,сани,雪橇,69
342,чернильница,墨迹,100
12335,туз,高手,22
6599,порода,品种,44
12882,альфа,α,20
8133,пегас,pegasus.,58
13687,плохой,坏的,12
12495,корабль,船,16
773,реёс,莱茵,98
3120,затвора,快门,77
14486,особенность,特征,9
5558,стыка,stine.,74
1602,англиканизм,英勇,41
1558,сентиментальный,塞塞米尔,95
1926,графиня,伯爵夫人,93
6748,джина,精灵,67
6405,крема,克伦威尔,69
306,деа,da,100
12615,порок,副,22
7296,балканы,巴尔干,53
10865,hansa,汉萨,38
13543,дал,给了,13
896,нимрод,尼像,96
12937,достаточный,充足的,15
12631,серый,灰色的,22
13162,последовательный,连续的,16
4908,незапланировано,未划分的,78
13101,принц,王子,17
13478,джексон,杰克逊,13
7993,освобожден,释,59
6175,самостоятельно,无所话地,68
7182,вдова,寡妇,59
7759,тесто,面糊,39
7381,подружиться,便利,62
13914,существование,存在,5
13781,победа,胜利,10
8675,гент,绅士,54
6531,молиться,祈祷,55
11887,вирус,病毒,29
10073,унция,oz.,44
13164,роль,角色,15
7200,аюданте,aydante.,63
5815,денге,登革热,73
11677,текст песни,歌词,28
1089,химера,嵌合体,96
1825,спиро,螺,93
13556,королевский,皇室,12
546,просроченный,逾期,99
13691,огромный,巨大的,12
14385,ресурсы,资产,38
3615,тарантула,狼蛛,86
11085,кастро,卡斯特罗,37
8726,аг,ag,54
12894,провинция,省,17
11128,распределен,分散式,19
13994,дни,天,6
266,лениент,宽容,96
6545,antwerp.,安特卫普,68
1787,апострофы,撇号,67
14393,лицо,脸,11
9675,стройный,苗条的,46
3391,амит,amit.,87
13699,даниэль,丹尼尔,12
5690,скот,家畜,74
10804,сдаваться,投降,28
12570,лейкерс,湖人队,22
10454,линн,林恩,40
6058,вверх по лестнице,楼上,71
4650,ита,伊塔,80
11644,алмаз,钻石,29
13269,теория,理论,13
11934,ямайка,牙买加,29
9406,бр,bp.,48
9700,пародия,模仿,39
10659,премьерфорство,英超,39
10032,по умолчанию,默认,40
13707,бостон,波士顿,12
2412,шлюха,大篷车,61
6790,горох,豌豆,45
11617,см,厘米,32
28,дифракция,衍射,100
2892,взбиты,鞭打,55
9495,астроном,天文学家,30
11966,менструация,部,27
5442,наступление,发病,74
2544,неровный,不均匀的,90
14058,знать,知道,7
1133,изм,主义,88
8109,шкафчик,储物柜,57
13195,масса,大量的,15
4706,безоружным,徒手,79
10271,ласка,黄鼠狼,41
2770,субсидия,补贴,76
12887,луизиана,路易斯安那州,20
12316,охотник,猎人,23
2627,смола,树脂,79
11860,усердие,沃伦,29
4845,бриджпорт,桥播,79
6493,живот,腹部,49
8433,распущен,不打击,56
13307,писал,写道,15
8281,сажена,西尔斯,55
12802,нерешительный,别,20
7546,константинополь,君士坦丁堡,62
7613,почетное,名誉,61
6485,обратно,落后,50
4851,гольштейн,荷斯坦,79
11836,пепел,灰,24
8918,обязательный,强制的,52
9551,далай,达赖斯,48
2634,лапа,爪子,85
10974,сьерра,塞勒,37
5611,таргерман,tarkeman.,74
8653,приспособление,适应,32
13530,куст,衬套,13
14423,представлено,呈现,10
6001,дюнкерк,邓鲁克,72
4368,честность,诚实,81
3222,сицилийский,西西里人,84
1275,кн.,kn.,96
1629,дуплекс,双工,92
5353,батаан,bataan.,75
9070,орангутан,猩猩,51
9463,коре,合唱团,48
11247,копья,矛,31
4172,радфорд,radford.,82
126,янус,janus.,100
9853,йель,耶鲁斯,45
13833,чем,比,6
4848,бордо,波尔多,79
11667,петух,公鸡,30
11971,грузовик,卡车,25
2865,анжелика,当归,88
7208,влияние,影响,9
14378,единицы,单位,6
6780,мастер,领班,66
12454,джонатан,乔纳森,24
5276,берегись,当心,75
8838,храбрый,勇敢的,22
11063,кола,可乐,37
11505,заявление,应用,20
12739,слышать,听到,17
7499,настольный,桌面,62
5831,авафта,auf.,73
3963,братан,小子,79
7218,кулак,拳头,53
3036,претория,比勒陀利亚,88
13395,цвет,颜色,12
13689,мичиган,密歇根州,12
4470,альбинизм,白蛋白,78
5129,кукольный,傀儡,77
983,техасский,德州,38
13442,неопределенно,无限期,13
4084,фастбол,最快弹球,82
6759,пульпа,纸浆,66
2993,tiffin.,蒂芙,88
4124,снисходительность,放纵,67
9239,cartier.,地毯,50
241,подниматься,乐观,100
9148,остановка,停,37
7783,raaphael.,拉斐尔,60
891,депонированный,沉积,55
5369,контрнаступление,反惯性,66
4419,изотоп,同位素,69
13167,гого,gogo.,17
3947,иш,ish.,83
12375,в первую очередь,主要是,25
1642,простил,宽恕,94
14277,маркетинг,营销,12
9364,с ночевкой,过夜,49
9465,ультра,极端主义者,46
5653,гиббонс,吉堡,63
1260,хаммерсмит,哈默史密斯,96
12459,ходок,沃克,24
802,матадор,浪子,96
911,приспешники,henchmen,97
14059,единица,单元,6
14491,покупка,购买,25
12679,пристрастный,偏见,21
11481,сассекс,苏塞克斯,33
8126,автограф,签名,51
6774,коломбо,科伦坡,66
2107,crossfire.,交火,92
8740,трио,三重奏,52
8243,простить,原谅,50
12334,гибсон,吉布森,25
3010,безразлично,不分青红皂白地,45
5841,сигар,雪茄,71
1799,смазка,润滑剂,81
2710,распродавать,售完,87
11696,вот это да,哇,31
1083,поводья,缰绳,73
2960,уступка,让步,65
13107,драма,戏剧,17
11121,эстония,爱沙尼亚,36
11842,живой,活,30
6695,преамбулы,前言,67
7367,марксист,马克思主义者,59
6113,катастрофический,灾难性,55
11735,та,ta.,30
7935,винер,w,45
7842,кодак,柯达,60
11251,гнома,矮人,33
8794,саратога,萨拉托加,53
6216,беатрис,beatrice.,70
10772,ацтец,阿兹特克,37
817,патока,糖蜜,98
435,франционный,钫,100
5181,имплантат,注入,70
6462,гранада,格拉纳达,69
13771,почти,几乎,11
109,погашать,偿还,90
7865,метафора,隐喻,54
2041,мэйнфрейм,大型机,91
13835,воз,who,6
1424,песнопение,颂,50
6048,француз,法国人,71
1329,горгулья,gargoyle.,92
5930,сержа,哔叽,71
2008,наречие,副词,90
10644,вишня,樱桃,39
14429,по цене,定价,18
4442,завидовать,嫉妒,80
13713,море,海,12
13239,бразилия,巴西,16
8836,джеймстаун,詹姆斯敦,53
11929,цитаты,引号,13
2642,гомеопатия,顺势疗法,90
8288,эпицентр,震中,56
8980,восемьдесят,八十,49
12622,ода,奥达,22
7394,омар,龙虾,62
9088,винил,乙烯基塑料,51
4645,отсек,舱室,73
702,тидбит,坦,88
159,кенозой,新生代,100
419,firecracker,鞭炮,93
8515,гаубиц,howitzers.,32
3608,камбала,比目鱼,82
13748,бейсбол,棒球,11
5810,папоротник,蕨类,72
7009,раджа,raja.,64
4075,буррито,卷饼,82
4563,косилка,割草机,75
11138,евгений,尤金,34
10539,доктрина,教义,38
10151,рецессия,经济衰退,39
5763,смещение,移位,41
2456,приготовленный,熟,24
7650,четвертьмастер,军需,61
8096,периметр,周长,58
4197,изомер,异构,69
7967,сознание,意识,56
1970,твердый переплет,精装,93
7612,моровер,格罗弗,62
7475,лазурный,azure.,62
1909,с нетерпением,急切地说,93
5197,дискретный,离散的,58
12587,гуру,格鲁,23
893,воинственно,军用,97
13121,ветер,风,12
4001,позолоченный,镀金,83
10150,скейтбординг,滑板运动,30
6491,подпирать,荚,63
1742,недействительный,未经编辑的,93
10265,наблюдения,观察,12
4532,компенсация,纪念,29
13388,ник,缺口,14
14244,означает,方法,8
2179,шахи,沙海,91
6556,затупка,沉没,68
2991,inint.,int,88
3555,мускат,马斯喀特,86
5624,бат,铢,74
1772,асексуал,无性,87
5837,капсула,胶囊,61
10645,пирс,刺穿,34
6801,жевать,咀嚼,39
14414,не могу,不能,10
3707,темные очки,太阳镜,85
6049,утрехт,乌得勒支,71
6962,грецкий орех,核桃,64
6896,по общему признанию,不可否认,66
14424,особенно,尤其,10
10445,шея,脖子,38
10706,палуба,甲板,38
13507,след,痕迹,12
2004,шрифты,字体,36
2557,hecht.,赫赫特,90
11403,эксперт,专家,24
11786,ухоженный,下,30
10092,соломон,所罗门,43
14476,приводы,驱动器,10
934,распятие,钉十字架,97
8171,бактерии,细菌,58
3635,расписано,解密,85
8507,находящихся под угрозой исчезновения,濒临灭绝,52
13757,южный,南部,11
1004,рыба-меч,旗鱼,97
12573,полегче,更轻松,23
4575,биатлон,毕思,80
7614,интересно,有趣的是,62
3772,heartand,心兰,83
9194,нетронутый,完好无损的,50
4072,блэк джек,黑人杰克,82
6102,моллюск,蛤,70
8680,фашист,法西斯,47
4656,покровитель,赞助人,61
7521,зомби,僵尸,24
7163,алхимик,炼金术师,63
9802,удивительно,奇怪,21
12327,оружие,武器,14
6900,составлял,占,5
6477,паштет,挂钩,68
11844,блейк,布莱克,30
7014,инновации,革新,44
11829,ион,离子,29
7294,дворак,德沃克,63
5495,фаро,ph,75
9454,кулер,冷却器,48
12909,насилие,暴力,19
8924,икра,鱼子,51
11234,бригадир,准将,35
6916,бур,布尔,63
3245,агонист,激动运动员,79
7657,монмут,蒙茅斯,61
7302,слеш,削减,47
13599,вернулся,回来,9
13645,конкуренция,竞赛,10
2244,тарсус,睑板,91
3306,шестигранный,十六进制,85
12419,томми,汤米,24
501,гнарлс,gnarls.,99
1320,легис,合法,96
10140,дуэт,二重奏,43
3163,химик,化学家,70
459,томография,断层扫描,99
795,вкусно,可口,96
8152,терпение,耐心,58
11743,ренессанс,再生,30
9667,фонтан,喷泉,46
13522,окуривать,存根,12
5077,вт,vt.,77
4155,гадюка,毒蛇,67
8989,яснее,更清晰,52
1771,стегозавр,斯特克雷斯,93
7991,транзистор,晶体管,56
11992,брайн,布莱恩,28
11462,купол,圆顶,32
4369,кассивация,非礼,66
8392,cumbumbumland,坎伯兰,56
10033,горилла,大猩猩,43
8299,павильон,亭,54
3132,монтегю,蒙塔格,88
6353,вехи,里程碑,49
13313,гал,加尔,15
7642,прелюдия,序幕,59
11188,пустой,空的,34
13232,додо,渡渡鸟,16
9566,грэмми,格拉米,48
379,печь,炉,93
2872,эластичность,弹性,74
5688,извращенность,razorback.,74
7684,мендель,孟德尔,61
14209,старый,老的,10
10302,слава,荣耀,41
11603,виртуальный,虚拟的,24
5236,додд,dodd.,76
2012,обычное дело,平凡,92
1512,пенанг,槟城,95
8956,сакраменто,萨克拉门托,52
7749,наоми,娜奥米,61
3917,амур,丘比特,84
11385,пенис,阴茎,34
1069,кн,kon.,96
3782,кантор,cant,85
9422,йоханнесбург,约翰内斯堡,49
1093,угрей,鳗鱼,63
7922,необходимость,必要性,58
8960,мишеланджело,米开朗基罗,52
7299,монтевидео,蒙得维的亚,63
3324,больчик,瓶,87
6104,несанкционированный,未经授权,71
14171,апрель,四月,5
7974,arrowhead,箭头,59
13925,пока,尽管,6
13435,предстоящий,先,14
12293,саудовство,沙特,25
5274,евангелион,福音里奥,76
8344,пособие,全州,56
9216,сф,sf.,50
8659,кстати,顺便,52
13799,что,那,5
6210,ехидна,echidna.,70
1240,тг,tg.,96
10890,эйнштейн,爱因斯坦,38
9912,жилой,住宅,45
5548,лизергический,裂解剂,74
5606,tallahassee,塔拉哈西,74
8309,каталог,目录,53
4877,светлячок,萤火虫,77
14271,действительно,真的,9
12208,кетгут,catgut.,26
4394,монгольс,蒙古人,54
9980,реконструкция,重建,39
3049,аура,aura.,88
8203,гренландия,格陵兰,57
11741,амазонка,亚马逊,30
2687,кулинарный,烹饪,90
12068,поток,流动,24
9023,новее,new,52
10669,редакция,社论,35
12209,honda,本田,26
3496,ретроактивно,追溯,75
13309,удалось,管理,9
9920,приятный,苍老,45
13295,католический,天主教,15
2664,лайссес,莱斯斯斯,90
5039,полиомиелит,脊髓灰质炎,77
1118,океанография,海洋学,96
8448,загадочный,隐秘,55
13783,путаница,困惑,9
13378,давать,给予,7
14186,взятый,拍摄,8
10773,донован,唐诺万,38
13782,япония,日本,11
4933,гриль,炙烤,62
9319,apporse,挚,30
2788,рембрандт,伦勃朗,89
11185,леон,莱昂,28
11745,хлопок,棉,30
11432,элиты,精英,32
10759,собор,大教堂,38
4266,примус,primus.,82
12311,шотландский,苏格兰人,25
9189,полномочий,富勒,50
4196,нейрон,神经元,70
9724,кремня,燧石,46
10755,честный,诚实的,38
8711,принудительный,强制性的,54
11228,заседание,坐着,24
11975,ворота,盖茨,20
7555,гранит,花岗岩,62
4078,bellevue.,贝尔维尤,83
5748,кубизм,立体主义,73
6821,скринированный,筛选,18
11325,сигма,西格玛,34
9410,непреднамеренно,无意中,47
2897,холестерин,胆固醇,88
11437,расист,种族主义的,32
3590,движущая сила,推进,86
8946,пациент,病人,38
4767,канд,炕,79
756,пандемия,大流行病,97
951,туарег,图尔,97
11878,портленд,波特兰,29
14083,важный,重要的,8
7790,кукла,玩具娃娃,42
11709,близость,接近,30
14322,разговоры,会谈,5
2159,дефис,hy,63
3227,эгоистичный,自私,83
4393,логин,ld.,81
14247,сила,力量,7
9722,наблюдение,监视,46
6347,дир,谜语,69
1995,столбняк,破伤风,93
13571,различный,各种各样的,12
7952,croydon,克罗伊登,59
327,кимоно,和服,98
5973,матер,母娘,72
11474,напиток,喝,25
11132,стоял,st,36
931,центриоль,厘索,97
7604,jin.,斤,62
10109,неопознанный,身份定地,43
2466,сажеры,叫声,83
11708,средняя,中等的,30
11316,плечо,肩膀,30
10096,телескоп,望远镜,40
12925,бобби,鲍比,19
7103,вымерший,灭绝,43
3998,туманный,蒙蒙,83
10123,рог,喇叭,34
52,стук сердца,心跳,99
9581,уклоняться от,逃避,40
7638,аэромерие,航空医学,61
645,torrens.,托伦斯,99
7358,бархат,天鹅绒,62
13063,польша,波兰,18
8460,тысячелетия,千禧年,56
5135,caesura,凯瑟拉,77
6575,дао,涛,63
3993,копейки,十分钱,77
3781,самый глубокий,最深处,85
1910,вв,vv.,93
1805,carrefour,家乐福,93
107,фигаро,偶极,100
14451,убытки,损失,10
10168,метеорологический,气象,33
7312,неисполнительно,纳米尔,63
9173,контакт,接触,48
7986,ошеломленный,目瞪口呆,43
10853,декатлон,迪卡侬,38
693,шираз,shiraz.,98
10004,культ,邪,42
9171,микро,微,51
5486,исаия,isaiah.,75
7432,уинн,wynne.,54
1597,синяк,瘀伤,72
7194,пресвитериан,长老会,61
3020,лоя,loy,88
429,спереди,前一个,100
1185,ниацин,烟酸,96
737,папарацци,狗仔队,98
3155,меры предосторожности,防范措施,71
6381,пу,pu.,66
4964,авалон,阿瓦隆,78
3299,кириллица,西里尔,87
4925,вомбат,袋熊,75
977,ил,淤泥,96
3760,экзамены,考试,64
4008,люять,lulu.,83
6882,ветряная оспа,水痘,66
1234,передавать,传达,17
12885,здоровье,健康,20
9762,нокс,诺克斯,46
7886,превышен,超出,38
9517,вика,vic.,48
4698,мети,met,74
1511,перпендикуляр,垂直,95
3605,панель приборов,仪表板,84
12951,kelly.,凯莉,19
6616,шрусбери,什鲁斯伯里,68
14396,претензии,主张,9
14206,спросил,问,5
9009,софия,索菲亚,52
12328,евро,欧元,24
2488,воронка,漏斗,86
13521,награда,奖,9
2099,корри,corr,92
8554,уотергейт,水门,55
13188,дети,孩子们,16
6681,дураки,傻瓜,36
9337,jaguar,捷豹,34
6867,презрение,蔑视,63
11964,каннабис,大麻,28
2743,догма,教条,88
10383,неофициальный,非官方,38
2535,хатри,哈特里,90
591,септуагинт,septuagint.,99
13787,смерть,死亡,9
6300,наследник,继承人,62
5787,ключевой камень,基石,72
10088,огненная ловушка,火焰陷阱,44
11053,полдень,中午,37
6410,дискурс,话语,68
728,дугонг,儒家,97
3041,квадрант,象限,77
11646,радар,雷达,30
12071,кормус,corvus.,27
12775,дитя,孩子,15
10589,мороз,霜,38
13022,телефон,电话,17
1640,перепечатать,重印,64
11089,дядя,叔叔,36
7854,речной,河滨,60
8136,кинжал,匕首,56
13243,воскресенье,星期日,16
8985,разрабатывать,精心制作的,44
12848,синдром,综合征,20
11186,швейцарский,瑞士人,36
7035,ат,abt.,65
3667,санкция,制裁,14
13021,зло,邪恶,18
1279,прокол,刺破,66
12051,пол,地面,24
4262,пах,腹股沟,82
7532,рысь,lynx.,62
7501,реализм,现实主义,62
11258,свинья,猪,29
9605,перевозка,运输,44
12025,проста,普罗斯特,28
1696,наблас,纳布卢斯,94
3177,кашель,咳嗽,80
13696,индивидуальный,个人,11
13214,ирландский,爱尔兰人,16
6061,продлен,延长,63
10201,прогноз,预报,30
14180,июль,七月,6
12727,отказ,fc.,21
10999,аспекты,方面,26
3536,карабиниер,carabinieri.,86
5502,лучан,卢坎,75
41,изготавливание,啰嗦,100
11772,бразильский,巴西人,29
10416,принстон,普林斯顿,41
6238,рекреационный,休闲,31
8593,оливия,奥利维亚,55
1188,линчеватель,vigilante.,82
4012,охватывание,散步,73
7359,праздный,闲置的,61
1936,морозена,冠,89
9386,болгарский,保加利亚语,46
7079,мирза,米尔扎,64
7840,монооксид,一氧化物,60
198,воисты,voyageurs.,97
11961,ботинок,靴子,25
7236,список используемой литературы,参考书目,62
11899,метры,米,24
498,ловкость,敏捷,82
11911,облако,云,25
4328,патенси,patsy.,81
4198,фосфатаза,磷酸酶,82
10114,наземный,landwehr.,43
2407,прорастание,发芽,89
10090,воздерживаться,des,43
14085,директор,导演,17
14095,средний,平均的,10
311,сари,纱丽,97
7905,джин,杜松子酒,59
4949,анархизм,无政府主义,75
2614,детский сад,幼儿园,88
10185,джошуа,约书亚,43
9432,гаельский,盖尔奇,49
12229,необоснованный,不合理,26
3461,ослабление,胶凝花纹,87
9631,капман,查普曼,47
7343,черлидинг,啦啦队,58
5675,обязанность,责任,71
10395,подводная лодка,潜艇,39
217,баллас,鲍拉斯,100
10990,солнечный свет,阳光,37
5888,метеор,流星,68
463,ложь,虚假性,82
4819,поршень,活塞,35
1327,неграмотный,文盲,93
10651,опции,选项,7
7282,насекомое,昆虫,58
10719,зрение,视觉,31
11540,взращивать,促进,31
2232,затянутый,收紧,75
474,распространенность,普遍存在,64
7966,воробей,麻雀,57
13853,когда,什么时候,6
3110,надир,nadir.,88
7257,хадж,哈吉克,63
12247,коста,哥斯达,26
12845,топливо,燃料,19
6233,бирманский,缅甸人,70
14,гавань,哈尔堡,27
4174,шрапнель,弹片,82
13551,имел в виду,意思,13
2503,forefront.,最前沿,90
12149,галерея,画廊,25
3896,ткачество,织造,75
12880,конечно,确实,20
7892,союзник,盟友,18
4171,парма,帕尔马,82
10081,пещера,洞穴,38
5445,галактик,银河系,75
11301,избавиться,佛,35
6515,фаллоимитатор,假阳具,66
14273,голова,头,9
14151,юг,南,8
2654,эйр,艾尔,88
11557,шекспир,莎士比亚,32
12870,новобранец,新秀,18
1378,белуга,贝斯瓦省,96
9707,гармония,和谐,44
2792,турбокомпрессор,涡轮增压器,88
523,фронты,gables.,75
12812,трогать,触碰,17
11206,завтра,明天,35
7785,саламандр,蝾,60
12479,сенна,塞纳,24
11388,truman,杜鲁门,34
9286,интерактивный,交互的,28
7769,клятва,誓言,57
9005,олимпиада,奥林匹克人,51
5315,холдинга,hoi.,76
10734,нисходящий,尼克松,38
1662,рыцарство,侠义,94
3216,непальский,尼泊尔人,88
12141,мысли,思想,11
11537,производная,衍生物,19
7989,пало,paolo.,59
9484,аванс,前卫,48
270,пропорент,支持者,73
936,логово,巢穴,97
7822,открытие,启示,48
6367,сифилис,梅毒,69
7806,альфонсо,alfonso.,60
9501,банда,帮派,22
9900,джихад,圣德,45
9390,протестант,新教,13
13225,упал,fell,16
5949,сапуль,刺槐,68
11953,альберта,艾伯塔,28
123,якима,亚基玛,100
13998,услуга,服务,7
3467,шейла,希拉,87
2912,закусочный,饭店,87
