ID,RUSSIAN,DEUTSCH,INTERVAL
7221,промежуток времени,probezeit,62
9382,ударные,schlagzeug,28
9914,мозга,brock,45
1739,звездный свет,sternenlicht,91
2303,отклонение,ablenkung,61
10921,пирамида,pyramide,32
11892,конвенции,konventionen,13
8411,порту,porto,56
14323,качество,qualität,8
10920,взрослый,erwachsene,33
4262,пах,leiste,81
7882,мощный,potent,59
8216,мудак,arschloch,54
11359,табак,tabak,34
8669,дешевый,billig,54
7805,примитивный,primitive,57
5273,теологический,theological.,53
4110,атеист,atheist,64
7627,принтер,drucker,55
142,землевладельцы,landbesitzer,94
7764,обход,bypass,50
1923,латим,latimer,93
11114,устрица,auster,36
13967,власть,leistung,9
7916,эдди,eddy.,58
3927,роландо,rolando,84
5574,пристань,kai,72
14441,поставлять,liefern,18
5041,темперамент,temperament,70
11037,избыточный,überflüssig,34
8162,бомбей,bombay,58
13968,управление,management,9
14100,нас,uns,7
926,бриттен,britten,97
1070,скайс,skye,96
13721,вкладчик,mitwirkende,10
7986,ошеломленный,betäubt,42
12176,выдающийся,hervorragend,27
7964,тревога,alarm,48
11451,близнец,zwilling,21
3650,повернись,dreh dich um,82
9429,майонез,mayo.,48
5022,прилагается,beigefügt,71
11354,судан,sudan,34
12349,исторический,historisch,13
1295,соленость,salzgehalt,81
7877,лайм,limette,59
9424,пикассо,picasso,49
11522,райли,riley,32
13236,дэвис,davis,15
11597,глазго,glasgow,32
5000,полигон,polygon,68
9754,мастерская,werkstatt,42
8413,повседневная,lässig,52
1358,steus.,thesusus.,96
303,соискание,spross,96
14250,потерянный,verloren,10
399,бикарбонат,bikarbonat,100
1187,рефракция,brechung,83
3224,демилитаризован,entmilitarisiert,84
2811,сидячий,beiwagen,88
14324,сенат,senat,13
4323,абсент,absinth,81
5589,пивоварение,brühe,41
12560,полоса,strähne,22
13556,королевский,königlich,12
3065,каббала,kabbala,88
1778,шэн,sheng.,94
7418,близнецы,zwillinge,62
6851,йог,yogi,65
3296,караван,wohnwagen,83
10658,повестка дня,agenda,38
3087,огненный,feurig,87
8293,энтузиазм,begeisterung,56
9177,клубника,erdbeere,49
7083,домино,domino,59
11282,грубо,grob,35
1516,ипподрома,rennstrecke,94
9522,дал,dal,48
10085,бартон,barton,43
6351,залог,kaution,60
8988,исполнители,künstler,10
353,бильярд,billard,92
11723,кит,wal,26
8980,восемьдесят,achtzig,49
10211,краб,krabbe,42
11529,вольт,walt,32
1840,открыл,zurückgehalten,87
6301,испытывающий головокружение,schwindlig,65
7812,смитерс,smithers,60
5434,воен,wehr,75
12616,валюта,währung,22
601,сина,sina,99
7247,рев,brüllend,49
3605,панель приборов,armaturenbrett,84
4127,октан,oktan,82
11926,библия,bibel,28
13229,сын,sohn,15
5423,товар,ware,62
8261,лигерный,liger,57
12801,глубокий,tief,21
3239,пульсар,pulsar,87
10444,геология,geologie,33
7004,балчан,baseballstadion,55
10219,столкновение,zusammenstoß,31
7628,боярышник,hawthorn,42
9097,йодид,jodid,51
8349,лэнгли.,langley.,56
1242,пятно,fleck,62
3694,реси,ridley.,85
3734,трамвай,straßenbahn,78
3326,синдикация,syndikation,54
11260,глина,lehm,35
12930,оставаться,bleiben übrig,10
8867,чилийский,chilenisch,52
4071,мелатонин,melatonin,83
9874,понимать,realisieren,36
12791,ларри,larry.,21
1478,соленая вода,salzwasser,95
9861,хомус,humus,45
9309,вбивать в голову,einreiben,49
3880,амаль,amal,84
4387,жасмин,jasmin,79
12854,бельгия,belgien,20
11929,цитаты,zitate,14
3739,ят,yat.,85
4951,мечети,moscheen,37
11155,приключения,abenteuer,26
2230,энтомология,entomologie,91
530,осцилон,stör,98
9951,ногоск,nike.,44
8834,гризли,grizzly,46
11931,века,älter,12
5552,систина,sistinisch,74
300,переопределение,neudefinition,96
11460,сорок,vierzig,32
11472,иерусалим,jerusalem,33
3123,анион,anion,87
1979,дари,darri,93
6488,деформироваться,verzogen,58
3133,ренегат,abtrünnig,57
9945,зоопарк,zoo,43
4519,переполнять,überlauf,71
12344,быстрое,am schnellsten,25
4792,окислитель,oxidationsmittel,39
7119,господство,noir,62
10270,тонна,tonne,30
5920,исправлять,überarbeiten,15
9782,в ожидании,steht aus,45
1686,стоять рядом с,bereithalten,94
5981,анархист,anarchist,62
8689,грустно,leider,54
4784,картон,karton,79
2389,некролог,nachruf,83
2099,корри,korrie.,92
13131,гей,fröhlich,17
5285,shinto.,schintoismus,75
10683,еж,igel,38
10063,квалификатор,qualifikation,8
4221,адъютант,adjutant,80
10543,понял,verstanden,40
9099,размещение,platzierung,49
8821,салон,saloon,50
8119,гладиаторы,gladiatoren,45
3873,пешеходный,fußgänger,76
5558,стыка,steine,74
117,флюк,fluke,98
9182,гайана,guyana,50
11168,извинение,ausrede,33
14487,ноябрь,november,6
4118,лебеди,schwäne,41
9752,пенс,gesungen,46
5176,спальдинг,spalding.,76
312,гимпи,gympothek.,100
2294,заправленный,betrieben,88
10032,по умолчанию,ursprünglich,40
3149,sexton,küster,88
1796,повторно,wiederversorgung.,88
8737,унижающий,abweichen,53
14137,дальше,weiter,6
8591,шан,shan.,55
12440,брюс,bruce.,24
4002,маховица,fahndung,82
610,мантра,mantra,97
5775,дивизоры,divisors.,67
3953,берет,baskenmütze,72
13218,океан,ozean,16
289,заинтригованный,fasziniert,46
1648,пердеть,perdue.,91
7486,благословить,segnen,44
6013,обозреватель,kolumnist,66
11070,доказано,bewährt,36
11343,репост,erneut veröffentlichen,34
8082,уна,uneinheit,58
10269,уродливый,hässlich,38
2682,франкоистовый,frankophone,89
3127,вуаль,schleier,71
12253,ной,noah,26
4491,истерия,hysterie,80
2393,пожелание,wishbone,89
8745,библейский,biblisch,53
11363,финалисты,finalisten,29
9949,окруженный,umgeben,24
6046,цар,zar,71
3102,сокращать,schrumpfen,71
14380,вид,sicht,6
6860,проживает,sich befinden,18
267,тангенс,tangente,96
13036,бросил,geworfen,18
12739,слышать,hören,17
10897,пасти,schäfer,37
13730,испанский язык,spanisch,12
5034,экскретор,excretory.,77
9630,морс,morse,47
3578,теоретик,theoretiker,57
14465,ассоциация,verband,10
6225,боевики,kesselmacher.,68
6104,несанкционированный,nicht autorisiert,71
9300,стерлинг,sterling,49
5633,помона,pomona,73
12428,евангелие,evangelium,24
14443,созданный,erstellt,5
2749,рантер,rainer,89
5029,побуждавать,sporn,34
6754,кратчайший,kürzeste,66
10950,грегори,gregor,37
13873,любой,beliebig,5
10690,ужастик,grusel,38
5896,набережная,waterfront,72
8447,бульвар,boulevard,55
8749,пастер,pasteur,51
4174,шрапнель,schrapnell,82
4710,фауна,fauna,79
11890,герб,emblem,27
4437,деформация,färber,79
12098,консервативный,konservativ,21
13008,пароль,passwort,19
12450,утка,ente,19
9280,сми,xiv,50
4576,контрабанда,schmuggel,72
11089,дядя,onkel,36
2962,братья и сестры,geschwister,71
3475,реагирование,reagieren.,45
14364,рейган,reagan,34
6250,утопление,ertrinken,49
3403,с учетом,maßgeschneidert,68
2734,наркотика,narkotika,74
3469,воб,fob.,85
2927,пиренеи,pyrenäen,88
2632,нейральство,nervös.,89
700,чао,ciao.,98
9605,перевозка,wagen,44
5857,кошелек,geldbeutel,63
11510,эрнест,ernest,32
10083,солома,stroh,43
4122,бутлег,bootleg.,69
13168,бомбить,bombe,11
4945,неограниченный,uneingeschränkt,77
765,буханка,laib,96
14416,получающий,bekommen,7
4641,экономисты,ökonomen,55
12574,моор,moore.,22
9004,политехнический,polytechnikum,51
1226,кабаре,kabarett,96
1769,реклассифицированный,umklassifiziert,87
14267,здание,gebäude,10
8080,борсть,hurst,58
10788,бангкок,bangkok,38
5450,посетитель,besucher,9
12551,рождество,weihnachten,23
9549,автобусов,busse,46
10616,сильва,silva,39
13160,глобальный,global,16
11547,изменено,geändert,8
9313,боксер,boxer,47
5463,одумывать,düne,65
2117,каталитики,katalytisch,91
2670,марганец,mangan,89
1384,воспламеняющийся,brennbar,91
14452,ведущий,führend,7
8436,способности,fähigkeiten,22
5319,пчелы,bienen,34
1385,трихлорэтан,trichlorethan.,96
123,якима,yakima,100
3593,самаритан,samariter,84
12134,жертвы,die opfer,22
8896,холт,holt,52
1855,дориан,dorianisch,94
11036,багамские острова,bahamas,37
14393,лицо,gesicht,12
11941,уэйд,waten,28
12065,спенсер,spencer,27
4471,ола,ola,80
10994,дерби,derby,37
5507,манзанильо,manzanillo.,74
8056,мышей,mäuse,58
491,обновление,erneuerung,33
11478,альфред,alfred,33
3974,фрегат,fregatte,78
2115,дата выхода в эфир,luftdatum,89
7849,феодализм,feudalismus,52
13778,уэльс,wales,11
5615,лимонный,zitrik,73
48,матти,matti,100
7055,заколка для волос,haarnadel,64
13317,индиана,indiana,15
6876,тундра,tundra.,65
1699,богарт,bogart,94
3085,раскрывать,offenlegen,61
6675,босч,bosch,67
3687,укулеле,ukulele,85
10079,сельскохозяйственное хозяйство,landwirtschaftlich,29
4459,пиранха,piranha,77
5516,арахис,erdnüsse,40
2006,плотники,tischler,46
14442,решенный,entschieden,7
2020,чайки,möwen,84
6512,сальмонелла,salmonellen,68
14431,модели,modelle,13
12679,пристрастный,voreingenommen,21
3860,потомство,nachwuchs,84
13800,на,an,5
13014,фактический,tätig,17
5085,бренди,brandy,76
9824,марооны,maronen,39
11323,впадина,trog,34
3358,мочеиспускание,urin-,87
13135,современный,modern,16
2464,внештатный,freiberuflich,84
209,литосфера,lithosphäre,100
3017,полость,hohlraum,88
5836,финч,fink,68
6828,танцоры,tänzer,54
11531,коэн,kohlen,32
4622,каннибализм,kannibalismus,63
11329,семнадцатый,siebzehnten,34
11061,боеприпасы,munition,37
8425,сарай,scheune,54
14042,объявлено,angekündigt,12
594,моносудий,monosodium,99
9474,сомалийский,somali,48
3352,перми,dauerwelle,86
9356,миф,mythos,43
8992,пропустить,angetrieben,39
3345,лицемерие,heuchelei,87
9953,байрон,byron,44
5860,плотва,plötze,71
9511,эрин,erin.,48
2523,проповедь,spanking,82
11816,подделка,fälschung,27
9072,одежда,köln,51
11952,акула,hai,22
3715,посудомоечная машина,geschirrspüler,81
3364,полагаться,glargen,76
9123,драгун,dragone,40
1420,парец,brumbum,83
11701,барон,baron,29
2764,doldrums.,flaute,89
5465,цельсия,celsius,74
9987,товарный знак,warenzeichen,41
10958,остатки,reste,31
4154,хеджир,hedges,58
8493,дыхание,atmung,39
8325,тонны,tonnen,53
11717,харви,harvey,31
12286,самый последний,neueste,26
6299,обитаемый,bewohnt,37
4310,индикал,behinderung,64
14428,поддержка,unterstützung,8
153,анестезия,anästhesie,100
2674,щитовидная железа,schilddrüse,88
4161,мое все,mein alles,82
481,унисон,einklang,99
14195,скорее,eher,6
4582,лото,lotto,80
11665,мейсон,mason,29
5864,инвесторы,anleger,62
125,кали,kali.,99
10792,возлюбленный,geliebte,38
13169,деферация,verleumderisch,17
2680,угандин,ugandanisch,88
2864,эстроген,östrogen,87
9060,царапать,kratzen,38
12526,ответил,geantwortet,11
9500,милосердие,barmherzig,45
13709,тон,ton,12
12863,испытание,herausforderung,12
4578,пегги,peggy,80
5241,рассеивание,ablösend,17
754,диссоциативность,dissoziativ,85
7552,мембрана,membran,61
767,обиспо,obispo.,98
10190,вообще,insgesamt,42
12088,вал,wi.,27
1117,шлак,schlacke,92
7706,альпы,alpen,56
11967,т.е.,dh,28
3621,подземные воды,grundwasser,85
10581,бобс,bobet,39
13710,следовательно,deshalb,12
11039,колония,kolonie,21
5389,циничный,zynisch,57
8978,пробка,kork,50
14273,голова,kopf,9
3434,сенсорный,sensorisch.,86
10195,кирби,kirby.,42
7003,гигабит,gigabit,65
3216,непальский,nepalese,87
8429,корзина,korb,53
7202,коллер,kollier,63
13757,южный,süd-,12
6726,вызванный,beschworen,53
8686,jeaper.,sensenmann,53
2022,заполнитель,platzhalter,92
11629,саскачеван,saskatchewan.,31
11808,аспект,asp.,30
7123,юань,yuan,64
13869,такой,solch,5
6100,arbor.,laube,70
13640,не удалось,gescheitert,10
10720,гилберт,gilbert,38
13682,каролина,carolina,12
7837,встряхнуть,shake,48
3671,диагональ,diagonale,77
4046,несправедливость,ungerechtigkeit,77
6465,каракас,caracas,68
1755,сюрреалистики,surreal,64
14014,наименее,am wenigsten,5
12667,экипаж,besatzung,19
6764,плавник,flosse,60
9397,растрат,ryder.,49
3817,паритет,parität,84
8989,яснее,klarer,52
10332,флоренция,florenz,41
248,голгори,kalvarienberg,100
8803,понг,pong.,53
10498,переписан,umgeschrieben,40
5779,обгонять,überholen,52
4693,карикатурист,karikaturist,67
13806,как,als,5
1694,смениться,slary.,94
1610,дисперсия,varianz,94
7830,ахиллес,achilles,60
1423,тирозин,tyrosin,95
542,тройник,tees.,67
307,cherie,scherz,100
4823,меда,met,72
12965,комета,komet,19
5461,пробитый,gestanzt,38
8498,вдохновение,inspiration,28
6134,sie.,auftürrisch,70
11398,люпин,lupine,33
11125,меньший,kleiner,36
8274,нежить,untos,57
14161,изучать,studie,16
8534,графит,graphit,55
10302,слава,herrlichkeit,41
7183,ромашка,gänseblümchen,62
10173,средиземное море,mittelmeer,42
750,дисфункция,funktionsstörung,88
8021,реп,reprise,55
7669,сочувствие,sympathie,56
6809,рычаг,hebel,63
12187,саммит,gipfel,26
13291,нация,nation,7
5015,эндокрин,endokrin,77
11945,одиннадцатый,elfte,28
3446,бора,bora,81
13701,данные,daten,12
1401,маргарита,margarita,95
10074,мохаммед,mohammed,43
13604,спортивный,sport,10
9832,такси,taxi,44
12296,подача,tonhöhe,15
2170,консул,konsul,62
8151,будда,buddha,58
13192,уилсон,wilson,17
7148,гестапо,gestapo.,63
11208,голливудский,hollywood,35
6135,коктейль,cocktail,64
8091,пасо,paso,58
8178,экспорт,export,38
9186,суп,suppe,50
9799,прага,prag,45
12553,тем временем,inzwischen,23
7293,неразрешимый,verletzbar,62
3719,лиственный,laub,85
9901,беременность,schwangerschaft,44
13325,застраховать,versichern,14
3391,амит,amit,86
8712,хомяка,hamster,53
11957,бронза,bronze-,28
5076,кусок,piste,53
8285,семенолы,seminole,48
13889,через,durch,8
13432,котельная,kesselkesselplate,14
12532,прояснить,klären,21
2692,надпочечник,adrenal,89
1545,обелиск,obelisk,95
12857,определение,definition,14
1004,рыба-меч,schwertfisch,97
5355,фанат,phane,75
2719,курсор,flusswürdig,89
836,raphoto.,rapido.,98
1823,экспрессионизм,expressionismus,94
299,в комплекте,gebündelt,75
3727,стоячая вода,stillwater.,85
2144,недоступный,nicht zugänglich,92
9464,военное время,kriegszeit,48
10972,укрепление,stärkung,18
6263,канарейка,kanarienvogel,68
11947,опера,oper,23
1533,понтий,pontius,95
11375,взяться,angehen,24
14175,держать,halten,8
3757,крепкий,robust,81
10097,эскорт,begleiten,36
4800,разоблачение,beleidigung.,35
9730,выпуклость,ausbuchtung,46
11378,военное ремесло,warcraft,34
5467,никон,nikon,74
14457,развивать,entwickeln,10
12883,сотни,hundert,15
8776,мумия,mumie,53
12852,лес,wald,19
1074,прилагаемый,angehängt,70
4612,бананы,bananen,38
2478,дятел,specht,90
11724,кобра,kobra,30
7838,привычка,gewohnheit,46
12995,проспект,allee,18
8277,стоматологический,dental,57
13786,иначе,andernfalls,11
6649,конни,connie,59
13076,общество,die gesellschaft,17
11213,астрал,astral,35
12587,гуру,guru,23
6071,монтерей,monterey.,71
9883,крепость,festung,42
10308,овладеть,chit,41
14060,шесть,sechs,10
4818,саул,saul,77
9502,колумбийский,kolumbianisch,47
8565,имбирь,ingwer,55
5867,трансконтинентальный,transcontinental.,72
14210,предложения,bietet an,14
116,капа,kapa.,100
2697,бездействие,staatenlos,83
10773,донован,donovan,38
7065,синтетический,synthetik,63
2461,тонар,zu einem,90
3507,пхеньян,pjöngjang,86
11132,стоял,stand,36
4714,ханука,hanukka,79
11981,скота,scotia.,28
7080,ориентирован,zentrisch,64
12644,беда,ärger,20
9544,сэмми,sammy,48
6865,вынужденный,widerwillig,60
10082,дельфин,delfin,25
1678,баттута,battuta,94
9000,отключение,blackout,49
7442,ипподром,rennbahn,62
11233,дуэль,duell,34
9834,дружба,freundschaft,44
12668,терри,terry,22
12523,отряд,kader,19
7723,неспособность,unfähigkeit,60
13671,северный,nördlich,12
14334,америка,amerika,5
12986,альтернатива,alternative,8
1424,песнопение,gesänge,50
4704,септа,septa,79
2897,холестерин,cholesterin,88
12019,оксфорд,oxford,28
13695,бывший,ehemalige,12
12800,актер,schauspieler,17
14219,восток,ost,9
13100,гватемала,guatemala,18
9130,бесконечно малый,infinitesimal.,45
6293,скарборо,sarborough.,69
10648,оптически,optisch,35
2366,крики,krips,73
4983,этель,ethel,77
13915,твой,dein,5
9537,ужин,abendessen,47
5917,выброс,emission,56
8588,по фаренгейту.,fahrenheit,55
11402,оздоровительно,torlos,34
9299,абд,abd.,49
1262,расхождение,abweichungen,60
13474,наконец,endlich,7
4054,растрачивать,rampe,74
1881,апокалиптик,apokalyptisch,81
5627,метокси,methoxy.,73
6405,крема,cromwell,69
5401,кривошипать,kurbel,70
12229,необоснованный,ungerechtfertigt,26
931,центриоль,zentriole.,97
8205,индукция,induktion,45
14165,город,stadt,8
5091,тропики,tropen,8
12387,эп,ep,25
3607,бюстгальтер,bh,77
2125,бенши,banshee,86
2922,бериллия,beryllium,88
1761,джинни,ginny,94
9047,планер,segelflugzeug,46
14366,семь,sieben,10
4312,мука,mehl,81
11286,иметь тенденцию,neigen,27
1560,пасмурная погода,bedeckt,95
8357,шестнадцатый,sechzehntel,56
4379,ускорить,beschleunigen,35
9658,ланкастер,lancaster,47
10387,летчики,flugzeuge,41
10826,коралловый,koralle,38
11997,подчеркивать,sog,28
13890,перемещение,pro,11
13018,суббота,samstag,18
8638,шелли,shelley.,54
14336,стандарты,standards,11
3692,транскрипция,transkription,53
4446,readd.,neu hinzufügen,80
14053,западный,west,8
4199,нижний регистр,kleinbuchstaben,82
7358,бархат,samt,62
6740,ананас,ananas,66
8427,вулканический,vulkanisch,55
14271,действительно,wirklich,9
12813,action,ac.,21
12662,черный список,schwarze liste,12
4738,топоризм,beil,78
7305,наготавливаться,nacktheit,62
6387,светящийся,weltlich,61
13167,гого,los los,17
5578,богемия,böhmen,73
6077,атаку,att.,71
10831,жалобы,beschwerden,26
4573,рибосом,ribosom,70
13352,комитет,ausschuss,14
4555,флава,flav.,80
3335,секретариат,sekretariat,87
5500,запрета,einstreichend,70
1613,цейлон,ceylon,94
13450,тем не менее,nichtsdestotrotz,14
11838,черта,che.,29
3729,индий,in indium.,85
4565,катер,quarl,79
4038,ария,arie,68
11093,пушка,kanone,33
2643,вязкость,viskosität,88
11543,радуга,regenbogen,31
8713,тайваньцы,taiwanese,54
10095,снижение,die ermäßigung,41
7969,страшный,unheimlich,59
12213,стилерс,steeler,26
7164,реконструировать,wieder aufbauen,48
2050,боеголовка,sprengkopf,76
686,подписи,unterzeichner,88
2309,комплименты,komplimente,57
11787,очистка,aufräumen,30
9933,референдум,referendum,39
2482,лаванда,lavendel,90
1827,пуленепробиваемый,kugelsichere,94
6532,павиан,pavian,66
10827,поселок,siedlung,33
2451,рассмеялся,gelacht,38
2805,более жесткий,härter,89
6713,несчастный,unzufrieden,64
2721,судебные разбирательства,rechtsstreitigkeit,85
5607,реквид,requiem,73
7218,кулак,faust,53
13831,они,sie,6
2693,межстропический,intertropisch,89
14367,изображение,bild,6
8897,произвольный,willkürlich,52
10372,аппаратное обеспечение,hardware-,41
4409,ветль,bethel,81
9819,хиросима,hiroshima.,45
12136,бангладеш,bangladesch,27
8225,грохота,rumpeln,54
4224,эллинистический,hellenistisch,81
5484,супермаркеты,supermärkte,60
5678,игровая площадка,spielplatz,72
1023,сади,sade,97
4187,черная птица,amsel,81
8084,масонство,freimaurer,58
8257,дикая природа,tierwelt,57
12945,сортировка,einstufung,15
3744,покупатели,käufer,77
7906,ратиоцитация,ratiocinat.,59
5222,депо,depots,40
3255,цирконий,zirkonium,87
10912,иврит,hebräisch,37
11482,революционный,revolutionär,31
10799,характеристики,eigenschaften,19
826,арендодатель,vermieter,91
6857,альцгеймер,alzheimer,65
4545,айсберг,eisberg,79
6594,сажа,ruß,67
7266,рана,roanoke.,63
3632,непропорционально,überproportional.,78
9308,экваториальный,äquatorial,49
4735,тряпка,lappen,65
5629,шиит,shiite.,73
3070,коннотация,konnotationen,62
14474,обучение,ausbildung,10
2430,аккордеон,akkordeon,90
3167,ариадна,ariadne,87
13028,схема,schaltkreis,17
2653,малатион,malathion,89
9741,карло,carlo,46
12288,поспешный,sp.,25
12034,разговор,talkie,28
30,наши,greetten,100
14114,мне,mich,5
415,макси,maxi,89
14481,нажимать,drücken sie,12
10613,максвелла,maxwell,39
6969,пейсли,paisley,65
6360,ванкер,wichser,69
1850,аллитерация,alliteration,94
7539,тафт,taft,62
8300,зебра,zebra,52
6780,мастер,vorarbeiter,66
12755,юго-запад,südwesten,21
10739,ричардсон,richardson,38
12842,роджер,roger,16
13419,прежний,frühere,14
13802,с,mit,5
7253,списывание,schummeln,47
13716,меньше,weniger,12
9428,ритм,rhythmus,46
11053,полдень,mittag,37
10024,тк.,tk,44
10159,тренер,trainer,37
3275,кавендиш,kavendel,87
1341,филимон,philemon,96
10286,вертолеты,hubschrauber,25
774,фв,fov,98
7352,консорциум,konsortium,62
3271,лыжник,skifahrer,76
597,колонисты,kolonisten,90
12168,гнаться,jagen,22
12627,фрэнсис,francis,22
13052,вера,glaube,17
12348,листовка,flyer,24
6859,нанимает,beschäftigt,21
2833,гобелен,tapisserie,88
9623,фигура,figura,47
11866,занятие,besetzung,26
13550,5.,total,13
12567,дил,dil.,23
10344,рацион питания,diät,40
13625,чисто,klar,12
5520,триша,trisha.,74
2495,дебби,debbone,62
7057,уважение,lancer,44
6820,раз в полмесяца,halb-monatlich,66
9691,герман,ihr mann,46
5256,empress.,kaiserin,75
1425,синтезатор,synthesizer,42
3493,мерцание,funkeln,86
14448,стал,wurde,10
6686,хватит,genügen,63
13249,speedway.,schnellstraße,16
5259,безжалостный,unerbittlich,75
6572,заранее,vorweg,67
11973,нэнси,nancy.,28
11620,рут,ruth,31
12514,ливерпуль,liverpool,23
1742,недействительный,unansehnlich,93
9716,метель,schneesturm,45
7152,airwaves,luftwellen,63
7710,срок действия,ablauf,61
9401,тренировка,twain,49
4249,тральщик,minensuchboot,76
3804,аспирин,aspirin,84
11608,пальто,mantel,27
3288,спасение,bergung,64
8134,канцлер,kanzler,57
3638,рабочая сила,belegschaft,85
5456,добсон,dobson,74
618,прибыльный,lukrativ,99
6738,премиум,prämie,64
12774,юго-восток,süd-ost,21
7826,кристин,christine,60
2565,каноpic.,canopisch,90
10810,жертва,opfern,37
13183,развернутый,eingesetzt,13
8857,лысый,kahl,47
10992,носил,trug,37
9355,вон,wong,49
1577,межличностный,zwischenmenschlich,94
8161,приобретение,erwerb,51
13549,формат,format,10
9744,месье,monsieur,45
429,спереди,anterior.,100
12928,кровь,blut,19
13518,нижний,unterseite,13
5179,тригонометрия,trigonometrie,76
832,кантюс,kantus,98
3344,прическа,frisur,73
11729,доставлен,geliefert,24
10755,честный,ehrlich,38
2909,буфет,schrank,88
13739,супер,super,12
10778,провинциальный,provinziell,38
7685,виконт,viscount,61
6826,помилование,begnadigung,62
5865,унитарен,unitarisch,60
9436,копенгаген,kopenhagen,48
11705,исаак,isaac.,31
10504,празднование,feier,19
12328,евро,euro,24
3856,аксессуары,zubehör,67
2174,привязывать,anbindung,69
11540,взращивать,fördern,31
11436,тростник,schilf,33
9166,дискриминация,diskriminierung,45
7828,штатив,stativ,59
14286,количество,menge,7
6854,осник,pocken,65
5722,гофрировать,gopher,38
12143,птица,vogel,24
6099,бодибилдинг,bodybuilding.,64
5164,венчик,blumenkrone,76
10375,аэродром,flugplatz,33
9521,подчиненный,untergeordnet,40
6316,хэйдн,haydn.,69
9447,деси,dei,48
12427,выбранный,gewählt,24
9596,алюминий,aluminium,47
7506,иезуит,jesuit,60
13607,браузер,browser,12
6613,собел,zobel,66
13714,чемпионы,champions,9
4025,таблетка,tablette,67
8176,запятая,komma,49
13378,давать,zu geben,8
2791,воспроизводимый,spielbar,89
13524,эхо,echo,13
10252,старейшина,ältere,39
2716,шантажировать,bestechung,84
10448,хельсинки,helsinki,40
9256,закраска,schmerzhaft,50
10823,сосредоточены,fokussiert,29
14117,диапазон,reichweite,10
8708,альпинизм,klettern,28
9192,персик,pfirsich,48
1685,фаллос,phallus,94
14051,позже,später,8
3590,движущая сила,antrieb,85
1354,hep.,heftig,96
6432,флуоресцентный,fluoreszierend,64
5594,силуэт,silhouette,70
10506,сегодня вечером,heute abend,40
5063,даритель,geber,76
7461,отпуск,ferien,47
4944,сионисты,zionisten,41
10446,поле битвы,schlachtfeld,40
4326,вследствие этого,daraufhin,81
12371,аарон,aaron,25
1502,беспемер,bessemer,95
12602,марафон,marathon-,23
69,клерики,kleriker,68
14128,маршировать,marsch,5
37,изнасилование,vergewaltigt,33
6599,порода,züchten,44
10841,вино,wein,37
8568,фаулер,fowler,55
9041,фанк,funk,51
13501,стандартный,standard,11
14392,части,teile,8
8735,кай,kai.,53
1541,стелларт,stalwart,86
11278,овладение,pr.,34
10419,сноска,fußnote,30
6280,джаспер,jaspis,68
10019,кабота,kabot,44
2122,ланцет,lanzette,92
1520,неэтично,unethisch,94
10625,норм,nr,39
6246,бор,bor,70
13770,достаточно,genügend,12
6815,люте,laute,65
528,хайн,hayne,99
11827,арнольд,arnold,30
12472,анна,ann.,18
6777,белье,leinen-,66
5887,травма,trauma,72
186,могул,mogul,95
12231,романы,romane,13
8730,cpl,ppl.,54
7798,доли,einatz,47
11085,кастро,castro,36
7515,баллада,ballade,56
11064,шон,shawn,37
7781,цвести,blühen,59
10293,сакэ,sake,41
4399,безымянный,namenlos,81
5661,стрельба из лука,bogenschießen,73
8557,конспект,kappe,55
6417,лиен,pfandrecht,68
504,архитектура,architekturen,15
10524,кубик,würfel,38
5656,гумон,huron,73
12581,террорист,terrorist,19
9476,гамбургер,hamburger,38
11056,чай,tee,37
7841,гульца,hurley.,60
8278,мара,mara,56
6759,пульпа,fruchtfleisch,66
5361,импичмент,amtsenthebungsverfahren,62
10283,мозаика,mosaik-,41
9213,дисциплина,disziplin,34
6989,позвоночник,spinal,64
11459,амос,amos,33
7500,йеллоустон,gelbsteuer,62
3630,карабпер,krapper,85
13084,сингапур,singapur,18
2610,джен,jen,89
11098,энзимология,enzymologie.,36
7414,косвенный,indirekt,62
5852,толь,tol,72
12728,картер,fuhrmann,21
2656,мидтаун,midtown,89
12273,вторник,dienstag,25
12688,прописан,dinkel,12
5334,пропан,propan,75
13760,приоритет,prix,12
393,тамарин,tamarin,100
6534,диван,couch,64
6825,двадцатые годы,zwanziger jahre,13
8062,параметры,parameter,43
13246,атланта,atlanta,16
10966,геттисберг,gettysburg,37
4191,спиннеры,spinner,54
12032,координат,cornix.,28
12582,дурак,duf,23
4498,гипертония,hypertonie,80
12792,вспомогательный,lp.,21
10412,возрождение,wiederbelebung,32
12721,газа,gas,14
9334,дратом,drat,49
10517,литературный,literarisch,40
2786,подувана,kush,87
9058,цинка,zink,51
8824,торговец,händler,47
326,эней,äneas,100
10106,whatsowever,was auch immer,43
9980,реконструкция,wiederaufbau,38
6245,аляски,alaskan,69
5620,кондорация,kondor,71
12579,вымысел,fiktion,18
11159,равна,russ,36
6026,кришна,krishna,71
3879,смельчак,draufgänger,80
10676,опекун,wächter,38
7033,панхандл,pfannenstiel,64
13348,поведение,nd.,15
8003,балл,bal.,59
5995,фисташка,pistazie,71
3795,воздушный воздух,airdrop,73
13032,точно,exakt,18
8649,габаритные размеры,maße,40
1388,аргентино,argentino,96
7507,трусливый,feige,62
6,спотыкаться,stolpern,57
11735,та,ta.,30
10770,дирижабль,zeppelin,38
11595,ссср,ussr.,32
