ID,RUSSIAN,POLONAIS,INTERVAL
10177,границы,granice,30
7065,синтетический,syntetyczny,63
5131,фолиевый,foliowy,77
10230,румынский,rumuński,42
1250,громкий,głośniejszy,96
10933,курить,palić,25
6084,хэш,haszysz,65
9153,отрицание,odmowa,49
10547,казармы,baraki,39
13000,кернс,cairns.,19
8496,часовой механизм,clockwork.,55
7355,церебрал,mózgowy,62
12267,ненавидеть,nienawidzić,23
2780,грунтовка,elementarz,85
11329,семнадцатый,siedemnasty,34
757,говор,gawain.,98
576,наряд,outfitters.,97
5168,рентабельность,rg.,76
5467,никон,nikon.,75
1325,хлорофилл,chlorofil,96
2969,маллет,drewniany młotek,87
11035,пятьдесят,pięćdziesiąt,35
9178,отплыл,popłynął,30
3559,оптимистичный,optymistyczny,80
11034,гильдия,gildia,36
10024,тк.,tk.,44
13643,деревня,wioska,12
4079,огре,ogr,82
484,родительство,rodzicielstwo,99
3132,монтегю,montague.,88
13068,гондурас,honduras.,18
3916,желудь,żołądź,81
2405,поморский,pomorski,90
12351,паук,pająk,25
2246,минни,minnie.,91
7554,овощ,warzywo,49
9553,брюссель,bruksela,47
2875,сидр,cydr,88
7531,баллистический,balistyczny,52
9636,уитни,whitney.,47
14511,оставлять,zostawić,7
11427,сестра,siostra,28
1814,галень,galen.,94
2754,пивоварня,browar,82
3403,с учетом,przydatny,68
13737,джо,joe.,12
11236,несправедливо,nieczysto,35
7966,воробей,wróbel,57
10856,конфеты,cukierek,38
5330,мемуары,pamiętniki,66
5893,вентиляция,kratka wentylacyjna,62
10638,моложе,młodszy,39
14381,ценные бумаги,papiery wartościowe,12
3091,нортумбрийский,northumbrian.,88
9147,лион,lyon.,51
9096,тянуть,ciągnąć,41
481,унисон,unisono,99
10479,эфиопский,etiopczyk,39
4126,рецепт блюда,przepis,72
1784,канализация,kanał ściekowy,84
7920,просмотрщик,widz,35
5302,овладенец,talon,72
588,орда,horda,86
6753,берил,beryl,66
7132,касабланка,casablanka,64
7733,веселье,hulanka,60
4567,виолончель,wiolonczela,80
2414,зубная щетка,szczoteczka do zębów,91
12761,длинные волосы,długie włosy,21
9740,залить,wlać,38
11264,полуфинали,półfinały,28
1518,молоточек,młoteczek,95
2942,одуванчик,mniszek lekarski,87
289,заинтригованный,intrygowany,46
13387,кавалерия,kawaleria,15
13873,любой,każdy,5
6988,мяу,miauczeć,65
7052,пиза,piza.,64
2766,serfddom.,poddaństwo,89
11892,конвенции,konwencje,13
6442,алхимия,alchemia,69
13278,патент,poklepać,14
2232,затянутый,zaostrzone,75
3876,резистор,rezystor,81
10320,пределы,limity,9
981,баш,bah.,97
4023,категоризация,kategoryzacja,27
13877,может,móc,5
6663,эргономика,ergonomia,67
8477,вкусный,pyszny,55
4376,битте,bitte.,81
7715,динамика,dynamika,24
11665,мейсон,mason,29
7181,сульфат,siarczan,63
12658,весело,zabawa,22
6152,заморозка,burda,70
10890,эйнштейн,einstein.,38
1276,готы,goth,55
5405,реплика,replika,66
4118,лебеди,łabędzie,41
6526,рой,rój,62
13688,миллион,milion,11
209,литосфера,litosferze.,100
2319,качаться,kołysać,81
13992,основанный на,na podstawie,8
8199,тн,tn.,57
14346,коммерческий,handlowy,9
13835,воз,kto,6
3739,ят,yat.,85
4616,лат,lat,79
12161,риск,ryzyko,25
8196,финансируется,sfinansowany,22
14028,длинный,długi,8
8642,стаффорд,stafford.,54
10151,рецессия,recesja,39
12004,уровни,poziomy,11
2542,кобель,murarz dołowy,90
3339,общежитие,schronisko,82
12193,несмотря ни на что,bez względu,27
2359,забитый,najzabawniejszy,91
12950,пятница,piątek,19
3634,коллин,colleen.,85
12666,мифология,mitologia,21
13728,цитирование,cytat,10
13041,вполне,zestawienie,18
4691,квазар,quasar.,77
67,лазиер,lazier.,100
2634,лапа,łapa,85
6531,молиться,modlić się,55
9597,воровать,kradnie,31
7156,никки,nicky,64
130,электростатический,elektrostatyczny,89
11295,запасы,kieszonkowe dzieci,18
14062,пример,przykład,10
14475,вылета,oddział,9
10281,шестерня,hrabstwo,42
6253,метионин,metionina,70
11997,подчеркивать,cofająca się fala morska,28
5732,дамблдор,chrabąszcz,73
6917,вин,vin.,65
9396,изгородь,ogrodzenie,38
4097,лакеланд,lakeland.,83
6446,обращение,ufny,69
10431,украинец,ukraiński,39
10511,жидкость,płyn,37
12611,токио,tokio,23
1741,патронаж,patronat,94
12200,относительно,stosunkowo,19
5950,дунай,dunaj,72
12380,ап,ap.,25
12033,пиратский,pirat,18
12020,сальвадор,salvador,28
10619,предприятие,przedsiębiorstwo,35
1248,за кулисами,za kulisami,96
3363,диктаторы,dyktatorzy,42
13150,в любом случае,tak czy inaczej,16
13634,незаметно,niezarejestrowany,12
9758,организационный,organizacyjny,46
11923,андроид,android,29
8577,невидимый,niewidzialny,52
9752,пенс,zaśpiewany,46
13608,ума,hant.,12
10845,укрытие,wielkie żarcie,38
12642,развлечение,rozrywka,19
6348,кобальт,kobalt,69
6918,третичный,trzeciorzędowy,65
11750,египетский,egipcjanin,28
14001,немного,kilka,6
264,хом,hom.,100
6876,тундра,tundra,65
12058,мероприятия,drobnostki,28
6885,боуэр,bić,66
4266,примус,prymus,82
4933,гриль,grill,62
667,слышно,słyszalny,94
1332,jouster.,joider.,95
12226,эволюция,ewolucja,26
7618,задушить,zdusić,54
7744,антология,antologia,57
13831,они,oni,6
6201,саботаж,sabotaż,62
298,сумматор,sumator,100
2611,шифр,szyfr,87
11115,барселона,barcelona,36
3980,примыкающий,przylegający,82
5257,нести,podatny,76
11143,лазер,laser,35
478,triphosphate,trifosforan,99
9706,моисей,mojżesz.,46
7671,экология,ekologia,51
7504,ипотека,hipoteka,60
2322,пикс,szkatułka,91
12979,сортировать,sortować,15
5338,пространственный,przestrzenny,74
10313,гулять пешком,pieszy,14
2019,просвечивать,obudził,92
1833,варварский,barbarzyński,84
23,аминь,amen,81
7468,поз,posprzedaż,43
12420,кто-нибудь,ktoś,25
6786,лорды,lords.,15
11116,субтропический,subtropikalny,36
10562,валун,otoczak,39
8210,граф.,graf.,57
8407,педик,pęk,52
10424,угрожая,groźny,23
7830,ахиллес,achilles,60
5768,подразделы,podsekcje,47
13329,область,obszary,9
11108,разведчик,zwiadowca,24
12645,изучение,dochodzenie,16
2685,ковш,zgłębnik,89
2484,сиам,syjam,90
7515,баллада,ballada,56
9592,боевик,wojowniczy,29
4661,патчи,łaty,30
567,якобит,jacobite.,96
7894,трение,tarcie,58
12119,циркуляция,krążenie,23
8771,поступки,czyny,48
3418,лесное хозяйство,leśnictwo,86
5707,псих,psycho.,73
4384,навязчивый,snapper.,65
8248,разметки,narzut,57
9132,эрозия,erozja,51
7926,сперма,sperma,59
3407,редвуд,sekwoja,83
2426,низкий человек,niski człowiek,91
9261,деградация,degradacja,43
617,застыл,froza.,99
286,джиллис,gillies.,88
3318,удержанный,wstrzymany,87
13180,колумбия,columbia.,17
12252,узлы,węzły,23
5694,окунуться,obustronny,73
5565,увертюра,uwertura,70
475,пропустить,pomija,45
7060,трубопровод,rurociąg,62
3446,бора,bora,81
10312,воспринимать,ign,41
2266,соотечественник,rodak,86
6272,кузнечик,konik polny,67
4207,компенсировать,kompensować,42
12126,миллиард,miliard,27
12437,схема,schemat,23
7835,раздраженный,poirytowany,30
11249,дублин,dublin,35
9611,воспроизведенный,reprodukowany,38
9667,фонтан,fontanna,46
1875,диметил,etan,93
14075,доступ,dostęp,8
13935,число,numer,7
5276,берегись,uważaj,75
5826,домика,dominique.,72
3672,простейший,najprostszy,85
6320,глостер,gloucester.,70
11481,сассекс,sussex.,33
11244,кардинал,kardynał,15
12328,евро,euro,25
11947,опера,opera,23
7018,взломать,hakerstwo,37
8367,тоби,toby.,56
12046,присутствие,obecność,28
8454,желанный,pożądany,27
5812,левил,grobla,63
8369,кабинет,kylie.,56
10326,ближайший,najbliższy,41
387,ренуар,renoir.,100
4999,разрыв,pęknięcie,64
7935,винер,skrzydłowy,45
11110,резервный,utworzyć kopię zapasową,35
6617,бляшка,plakieta,63
11315,начальство,znakomity,30
13449,серьезно,na serio,14
2449,бедфордшир,bedfordshire.,90
11500,норман,norman.,32
3324,больчик,boler.,87
4839,хе,hee.,78
6461,неразрушающий,niekonstrukcyjny,69
1961,аскари.,askari.,93
9991,как следствие,w konsekwencji,23
9745,рукав,rękaw,37
2067,кай.,rafa koralowa,91
5311,на воздушной подушке,poduszkowiec,76
1749,фаланс,falanga,93
13718,река,rzeka,11
4346,первое мая,mayday.,81
7,карбонит,carbonit.,100
4089,липкий,lepki,83
11793,уведомлять,notyfikować,26
12827,корейский язык,koreański,19
6017,мириам,miriam.,71
10379,засуха,susza,40
207,row.,maleństwo,100
3570,ревнивый,zazdrosny,85
4319,демтер,demeter,81
12957,оттава,ottawa,19
6735,сом,kocia ryba,66
12887,луизиана,luizjana,20
7992,потребление,konsumpcja,59
5500,запрета,eksplocie,70
5766,шотланд,scottie.,69
218,нитрофенол,nitrofenol.,100
1662,рыцарство,rycerskość,94
5206,пэдди,paddy,74
9780,кормовой,rufa,45
8406,лак,lak.,56
1602,англиканизм,anglikanizm,41
13344,дэн,dan.,15
500,фаск,heist.,99
7643,оазис,oaza,61
5106,невероятный,nie do wiary,70
9177,клубника,truskawka,49
10132,мгновенное,natychmiastowy,42
13886,внедорожник,inc,18
12354,арфакт,ar.,25
12297,био,bio.,25
425,супермарин,supermaryna,100
12710,дональд,donald.,22
774,фв,fv.,98
1137,полярис,polaris.,96
3933,преждевременно,przedwcześnie,51
4818,саул,saul.,78
14275,локальный,lan,59
10006,осел,osioł,44
11930,дол,dołek,29
5823,замедлить,opóźniać,38
3733,боковые линии,sidelines.,48
5898,марксизм,marksizm,72
7865,метафора,metafora,54
12445,династия,dynastia,24
2215,кодек,kodek,85
1061,othnnot.,etażerka,96
9175,скитание,sk.,50
14047,члены,członkowie,9
627,сейсмометр,sejmometr.,94
2058,в порядке,emocjonować,92
5726,нереальный,nierealny,72
6573,дрезден,drezno,68
3482,увеличить,powiększony,51
9683,муссолини,mussolini.,47
4206,слайды,slajdy,41
4665,лимония,lemonia.,79
5101,полиномиал,wielomian,71
11180,ширина,szerokość,35
12721,газа,gaz,14
13163,ядерный,jądrowy,17
11106,едва,prawie wcale,36
6041,тунец,tuńczyk,70
12338,электронный,elektroniczny,20
2702,биномиальный,dwumianowy,89
6325,предпринятый,podejmowane,70
759,дезодорант,dezodorant,95
145,парабола,parabola,100
4196,нейрон,neuron.,70
3274,сплетник,drzazga,80
9822,уран,uranus.,45
10051,произнесенный,mówiony,44
5091,тропики,kraje tropikalne,9
10767,без ума,szalony,32
13741,эль,el,12
10987,закуски,przystawki,23
1904,кинопроизводство,tworzenie filmu,73
11305,вулкан,wulkan,33
7148,гестапо,gestapo.,64
3765,дуриан,durian.,84
2386,контркультура,kontrkultura,91
5859,аллегей,allegheny.,72
11569,обвинять,winić,24
10322,берут,burke.,38
10397,пр,zdrowaśka,41
11558,оболочка,muszla,25
1067,ниггеры,czarnuchy,47
8808,македонский,macedoński,47
7872,бесконечно,nieskończenie,26
5548,лизергический,lysergiczny,74
8963,незриваться,uraza,51
3147,выгодность,kultura,88
13536,канзас,kansas.,13
1005,синоптик,synoptyczny,97
2014,заманчиво,kuszący,65
6981,эмиссионный,ew.,65
12419,томми,tommy.,24
13342,стесняться,wahać się,15
5877,дискредитировать,zdyskredytować,55
11789,актриса,aktorka,29
272,баллер,baler,90
5996,астер,aster,71
753,апостановие,odstępstwo,98
13288,холма,hong.,16
7533,шерсть,wełna,62
4568,леонид,leonid.,80
4704,септа,septa.,79
10981,концентрация,stężenie,25
3026,лечебники,wybielacze,85
5662,ощущение,uczucie,58
7611,развязан,uwolniony,58
12174,кубики,cubs.,26
7407,склад,hala magazynowa,57
126,янус,janus.,100
3998,туманный,mglisty,83
5672,эдип,edyp,73
12356,реф,ref.,23
12829,бекон,boczek,21
11245,тост,toast,34
1768,на восток,na wschód.,50
1746,бака,baka.,94
11290,джексонвилл,jacksonville.,35
14267,здание,budynek,10
2892,взбиты,bitowany,55
6397,беглец,zbieg,56
3985,гейн,gein.,83
7880,девочка,dwar,60
8764,фресно,fresno.,53
10961,драконы,smoki,17
5593,мутация,mutacja,64
12995,проспект,aleja,19
7088,фарадей,faraday.,64
4705,возглавлять,bzdura,61
13553,жирный,pogrubiony,13
9644,значок,ikona,36
1381,лимфатический,limfatyczny,96
5439,смятение,zamieszanie,73
2376,выяснить,ustalać,79
7218,кулак,pięść,53
12636,потрясающий,kim.,22
3603,сопрано,sopranos.,64
14416,получающий,dostawanie,7
9594,зануда,nerd.,43
7124,мол,piorun,58
8065,сегменты,segmenty,33
12502,городской,miejski,23
14151,юг,południe,8
13394,революция,rewolucja,14
7679,хромосома,chromosom,56
1402,тамара,tamara.,95
6204,ян,yan.,70
5070,мискин,miskin.,77
13392,ответить,odpowiadać,12
11909,бубба,bubba.,29
6627,кавказ,kaukaz,67
7339,компас,kompas,57
7990,шампанское,szampan,59
968,магдалина,magdalene,90
13194,ой,oh,17
8809,полька,polka,53
5216,брут,brut,76
5050,ревизионист,rewizjonistyczny,70
10804,сдаваться,poddanie się,28
9773,мусор,śmieci,46
11776,рональд,ronald.,30
9180,гарриет,harriet.,50
1068,опьянение,odurzony,75
7519,сильвестр,sylvester.,62
11511,крем,krem,32
5594,силуэт,sylwetka,70
10412,возрождение,odrodzenie,33
10001,аннотация,abstrakcyjny,41
356,амиралтейство,admiralicja,99
13206,определять,określić,9
5283,пембрук,pembroke.,76
13456,нежелательный,niepożądany,14
6687,гай,gaius.,67
6689,маскировка,przebranie,46
6364,распустить,rozpuścić,39
14133,жизнь,życie,10
2423,reqssworthy.,warty opublikowania,90
8747,родина,ojczyzna,53
5840,гибберти,szwargot,72
3959,каштан,kasztan,81
12872,терять,stracić,12
6956,дрема,piaskowy człowiek,65
10862,вратарь,goalder.,29
961,берберский,berber.,91
10523,шасси,podwozie,40
6650,пригодность,nadający się do użytku,64
14513,примечания,notatki,6
8810,положитель,pol,53
11065,плутон,pluton,37
6407,жалюзи,żaluzja,69
7476,амброза,ambrose.,62
10432,монархия,monarchia,40
2279,креоль,kreolski,91
13383,воплощать в жизнь,wprowadzić w życie,13
9221,кармен,carmen.,50
14038,мистер,pan,11
632,надуманный,wymyślony,96
12880,конечно,rzeczywiście,20
9559,крис,kris.,48
13521,награда,nagroda,9
13770,достаточно,dość,12
13859,время,czas,5
1576,лисил,lisi,94
10362,увеличивается,wzrasta,12
8295,саксофон,saksofon,56
12078,любитель,amator,26
14053,западный,zachód,9
10802,пицца,pizza,38
9308,экваториальный,równikowy,49
4742,стыдящийся,zawstydzony,78
4473,слаин,ściągom,81
9033,леетие,lieut.,52
14512,газета,gazeta,15
13650,юридический,prawny,8
7079,мирза,mirza.,64
13629,разъем,jacek,12
5195,шаткий,chwiejny,76
6271,уязвимый,wrażliwy,62
12067,столбы,filary,27
8108,контекстуальный,kontekstowy,56
4065,пероксид,nadtlenek,81
4451,мангровая,mangrowe,80
4570,нежно,łagodnie,80
12233,после полудня,popołudnie,26
4646,направления,skierowanie,75
3798,махди,mahdi.,84
11192,лунный,moonraker.,36
2184,рад,rad.,90
10837,спектр,widmo,38
612,мендельсон,mendelssohn.,99
11737,фунт,ft.,31
11360,как-то,jakoś,34
11719,тема,temat,26
11139,неприемлемый,gorszący,35
7070,вытереть,wymazany,51
4539,умирает,dieses.,80
12928,кровь,krew,19
8099,виски,whisky,58
9536,драки,bijatyka,47
6444,варетакер,dozorca,67
4784,картон,karton,79
12390,новая звезда,nova.,25
13352,комитет,komisja,15
5421,раскол,schizma,74
11046,историки,historycy,27
9199,звездочка,gwiazdka,48
1836,девица,dziewictwo,94
12180,массивный,masywny,25
10203,атом,atom,26
8879,сенека,seneca.,52
7795,этил,etyl,60
9837,водопровод,waterloo.,45
1282,триады,triady,65
4508,степл,zszywka,55
2078,азота,azotawy,92
13195,масса,masa,16
8281,сажена,sears.,54
10591,гатор,gator.,39
7193,барлоу,scyzoryk,63
14251,один раз,raz,9
2004,шрифты,czcionki,35
13434,принес,przyniósł,14
12519,хандал,hadal,24
9459,брук,potok,29
10978,милая,słodkie,36
14488,демократический,demokratyczny,15
4958,фасад,fasada,76
5025,каталон,kataloński,77
13506,почта,poczta,13
10835,мб,mb.,38
10514,купленный,zakupione,26
10030,барбадос,barbados,44
10042,справиться,radzić sobie,42
8423,псевдо,rzekomy,56
3487,хамелеон,kameleon,86
5552,систина,sistine.,74
13331,как правило,zwykle,14
6466,духовой шкаф,piekarnik,62
6587,тихо,cicho,68
283,крупный план,zbliżenie,98
8599,мультимедиа,multimedia.,54
12429,осиротел,osierocony,23
6890,севилья,sewilla,66
9455,бросать,rzuty,19
2105,пропасть,zwis,84
5770,боевый,boa,72
13900,работа,praca,5
6794,муса,musa.,66
7249,бургесс,burgess.,61
9414,домогательство,molestowanie,26
6830,полимер,polimer,63
5822,мы б,poślubić,38
3269,свалил,ułożone,49
5064,сектант,sekciarski,75
5218,трахать,bóle porodowe,75
6816,глендейл,glendale.,66
13778,уэльс,walia,11
6561,найроби,nairobi,68
9422,йоханнесбург,johannesburg,49
11393,дуга,łuk,32
4029,малт,śledziona,83
7669,сочувствие,współczucie,57
9626,проституция,prostytucja,43
5295,сесть,sion.,76
10433,натрий,sód,41
10595,пил,pil.,39
8427,вулканический,wulkaniczny,55
4825,мираж,miraż,78
11688,парин,rocznie,27
6734,дамаск,damaszek,66
7645,воскрешение,zmartwychwstanie,52
11376,мин,min.,32
4826,дико,wściekle,78
9602,шестьдесят,sześćdziesiąt,42
1669,сардиния,sardynia.,94
13478,джексон,jackson.,14
14333,продажа,sprzedawanie,21
10020,кашмир,kaszmir,44
11627,ожидающий,czekanie,14
13618,чат,czat,12
13009,арена,arena,18
9225,дисплей,wyświetlacz,13
2297,дауд,daud.,91
12939,правда,prawda,19
665,обязан,zawdzięczni.,48
2674,щитовидная железа,tarczyca,88
10898,лицензия,licencja,33
5471,либертариан,libertarianin.,62
10720,гилберт,gilbert.,38
4765,ром,rum,79
8170,инъекция,zastrzyk,28
2851,резной,rzeźbiony,71
553,недорого,niedrogi,97
7542,жгут,lbw.,62
1927,метанол,metanol.,93
5612,созревание,dojrzewanie,74
6633,перестройка,przeregulowanie,55
6737,мордекай,mordecai.,66
2315,балкон,balkon,83
5459,анима,anima.,72
4523,маратхи,marathi.,80
11259,территории,terytoria,12
10067,журналисты,dziennikarzy,28
3056,варфоломей,bartłomiej,88
10054,спагетти,spaghetti,44
13078,аэропорт,lotnisko,17
2652,скворец,szpak,90
5366,исходящий,towarzyski,75
3621,подземные воды,woda gruntowa,85
7384,кадет,kadet,47
10086,кенгуру,kangur,41
13816,его,jego,5
10577,отснятый материал,materiał filmowy,39
9771,волокно,włókno,45
10789,инструменты,narzędzia,19
9081,танзания,tanzania,51
6138,почтовая оплата,opłata pocztowa,70
1867,гидростатический,hydrostatyczny,93
12743,максимум,max.,21
11903,эм,em.,27
11787,очистка,sprzątać,30
3865,мелодичный,melodyczny,83
10214,финский,fiński,42
7217,рез,reese.,63
13813,иметь,posiadać,5
9433,ковчег,arka,49
13789,ваше здоровье,dzięki,11
7436,шериф,szeryf,61
7360,волай,artyleria przeciwlotnicza,62
6760,периферический,peryferyjny,60
7419,достижение,osiągnięcia,31
6868,ваниль,wanilia,66
11459,амос,amos.,33
10963,печать,znaczek,31
8014,спортзал,siłownia,58
3948,саркастический,sarkastyczny,79
3110,надир,nadir.,87
8059,огурец,ogórek,58
9786,терминология,terminologia,46
12867,турция,indyk,20
5407,джай,jat.,75
8811,печень,wątroba,53
4092,пачка,tutu.,83
2933,диду,dido.,88
460,привыкание,wciągający,23
4951,мечети,meczety,37
3087,огненный,ognisty,87
9746,отчаянный,zdesperowany,38
9408,оффшор,offshore.,49
11836,пепел,popiół,24
8584,пасадена,pasadena.,55
6435,африканцы,afrykanie.,14
12099,граф,hrabia,27
10440,коробка передач,przenoszenie,38
6474,афтершоки,wstrząsy wtórne,55
4421,сноги,sn.,81
10004,культ,kult,42
10776,представлять себе,wyobrażać sobie,30
7392,мясник,rzeźnik,58
12810,швейцария,szwajcaria,21
12773,кентукки,kentucky.,21
12539,сумма,suma,21
3432,инфаркт,zawał,85
5001,камикадзе,kamikaze.,78
7358,бархат,aksamit,62
4643,константин,konstantin.,80
6976,склон,nachylenie,53
5824,липа,lipa,72
619,трекер,naganiacz zwierza,90
1390,парагуаян,paraguayan.,90
381,вицевый,wicekról,97
450,азернер,asker.,100
769,госу,goshen,98
7311,дт,dt.,62
10988,фрукты,owoc,33
8465,хронический,chroniczny,55
10011,манни,manny.,43
11025,хвостик,ogon,29
8938,люк,właz,50
9100,дзюдо,dżudo,51
12452,распространение,rozprzestrzeniać się,22
11293,колизей,coliseum.,35
117,флюк,fuks,98
1418,рария,rzadziej,79
7453,углы,kąty,34
4235,смешивать,mieszanka,63
5391,камея,kamea,74
10662,постоянно,stale,39
12659,промышленность,przemysł,14
7854,речной,riverfront.,60
5719,дурачок,manekin,70
5367,геймекока,gamecocks.,72
3425,прекращение,zaprzestanie,86
11010,антенна,antenowy,37
10589,мороз,mróz,38
13541,советский,radziecki,13
0,напряженность,intencje,7
13876,правительство,rząd,9
7314,малкин,malkin.,62
2643,вязкость,lepkość,88
11752,бристоль,bristol.,30
12966,необъяснимый,niewyjaśniony,19
90,эмфизема,rozedma,100
14478,аналитик,analityk,46
14482,почему,dlaczego,7
6175,самостоятельно,wheely.,68
13376,майами,miami,15
10992,носил,nosił się,37
7909,тнт,tnt.,59
12899,футбольный,piłka nożna,20
7192,порядочность,przyzwoitość,63
10673,скобка,nawias,25
3198,глаголы,czasowniki,51
2681,кетон,keton.,80
3786,прямоугольный,prostokątny,84
13735,альф.,alf.,12
14293,калифорния,kalifornia,10
7887,аэро,aero.,59
6700,шланги,slurs.,56
3913,конец света,dzień sądu ostatecznego,84
4904,камино,camino.,78
1806,депи,depeche.,94
12755,юго-запад,południowy zachód,21
13913,оба,zarówno,8
13539,довольно,całkiem,12
7074,мормоны,mormoni,31
7811,рояль,wędrować,59
746,маоист,maoista,93
6358,воздушное пространство,kubatura,69
13242,са,sa.,16
13336,оклахома,oklahoma,15
8030,блан,blanc.,59
13365,апельсин,pomarańczowy,15
14302,функция,funkcjonować,21
10047,вкладывать деньги,inwestować,28
9028,неопубликовано,niepublikowany,51
8135,высылка,wydalenie,52
10799,характеристики,nieruchomości,19
6081,лекс,lex.,71
9047,планер,szybowiec,46
10227,кролик,królik,41
1773,мизина,mały palec,88
9808,долг,dług,42
12056,псевдомонас,pseudomonas.,28
13082,админ,admin,18
12492,душа,dusza,23
10736,энни,annie.,38
12570,лейкерс,lakers.,22
6558,дисциплинарный,dyscyplinarny,68
7527,репозиторий,magazyn,61
7950,кунгл,kung.,59
716,входящий,przywilej,84
6842,вегетарианство,wegetarianizm,58
8694,флетчер,fletcher.,54
7029,вурать,woodward.,65
1199,тушить,gulasz,88
11680,салем,salem.,31
1187,рефракция,refrakcja,83
4209,синтетаза,syntetaza.,82
483,поливинил,poliwinyl.,99
4046,несправедливость,niesprawiedliwość,78
3235,менингит,zapalenie opon mózgowych,86
2007,фосфорический,fosforowy,87
5629,шиит,shiite.,74
6231,гринвуд,greenwood.,70
8334,герши,hershey.,56
7428,крещение,chrzest,61
11692,землетрясения,trzęsienia ziemi,12
8765,аид,hades,51
9631,капман,domokrążca,47
2759,пагентность,korowód,86
5598,принудительно,siłą,67
965,повсегда,sejp,97
4898,решающее значение,bren.,78
5174,вагинал,pochwowy,74
8760,анаболизм,anaboliczny,53
12115,культурность,kulturalny,12
887,дефицит,deficyty,32
1044,нездоровый,niezdrowy,96
6831,поддерживать,podtrzymywać,23
2962,братья и сестры,rodzeństwo,71
6218,клитор,łechtaczka,70
7781,цвести,kwiat,59
3762,нарезать,siekać,62
7013,пудинг,pudding,61
13071,выбирать,wybierać,12
11749,точность,precyzja,30
10064,александрия,alexandria.,44
9762,нокс,knox.,46
7215,тиранозавр,tyrannosaurus.,63
7711,успокаивающий,kojący,60
10729,повествование,narracja,38
5721,стратус,stratus,73
14091,не,n,8
13692,бег,działanie,7
13083,рисовать,remis,14
5364,гулс,czerwony,75
6249,неблагоприятный,niekorzystny,60
3949,приписать,pozew,79
3853,дигидрокси,dihydroksy.,84
2536,килограмм,kilogram,87
12956,ежегодный,coroczny,18
10113,аспидиан,asdidian,43
13874,там,tam,5
410,козявка,booger,98
12394,в то время как,mając na uwadze  że,25
13920,где,gdzie,7
8742,снесенный,zburzony,50
2524,тиран,tyran,84
11483,продолжительность,trwanie,32
12283,перу,peru,26
7406,тик,tik,62
8525,чеширский,cheshire.,55
11254,парашют,spadochron,33
12771,животное,zwierzę,12
3170,тирания,tyrania,82
5241,рассеивание,rozpusta,17
11154,после этого,odtąd,36
12762,орел,orzeł,14
6429,размещать,mieści się,10
2741,упрощенный,uproszczony,87
9042,сандра,sandra.,51
8956,сакраменто,sacramento.,52
10120,калибр,kaliber,41
12609,мил,tysiąc,23
8819,копать,kopać,44
6341,жены,żony,69
6040,йети,yeti,71
4683,бонусы,bonusy.,79
11382,избавлять,elimonować,34
13549,формат,format,10
9393,печальный,niesławny,48
9303,ленин,lenin.,48
11258,свинья,świnia,29
10153,сосна,sosna,40
6673,нумерология,symbolika liczb,65
13966,нуждаться,potrzebować,6
2221,смегма,smegma.,91
6005,ванная комната,łazienka,69
5313,трансвааль,transvaal.,76
9120,приколоть,szpilka,40
3396,перекладка,poprzeczka,85
4598,заменил,zastąpiony,72
7974,arrowhead,grot,59
11552,логотипы,logo.,11
10152,карман,kieszeń,38
4626,тритон,traszka,79
1938,познан,kompetentny,91
13139,утро,rano,17
6723,госпожа,szanowna pani,54
1098,сирены,syreny,71
8925,ир,ir,48
4939,канонический,kanoniczny,37
6153,реквизиты для входа,referencje,68
10794,сантьяго,santiago,38
4961,шершень,szerszeń,54
9158,экватор,równik,28
10526,по существу,w zasadzie,19
8516,интенсификация,intensyfikacja,55
5546,паша,basza,74
13046,симпсон,simpson.,18
11196,тринадцать,trzynaście,35
12558,ненужный,niepotrzebny,23
4054,растрачивать,rampa,74
14057,изменять,zmiana,5
1572,кратеры,kraterowanie,46
1335,бильбо,bilbo.,96
2174,привязывать,kołek,70
673,цементированный,cementowany,60
2205,перечитать,ponieść,88
11601,лодка,łódź,26
9197,шмель,trzmiel,50
11927,семепер,semper.,29
12753,окна,windows.,12
12844,мэриленд,maryland.,20
3940,повышенный,podwyższony,76
6062,репетиция,powtórzenie,52
11954,рабство,niewolnictwo,28
11416,парад,parada,32
6664,желудочно-кишечно,żołądkowo-jelintowy.,67
2336,на юг,na południe,57
157,степлер,zszywacz,100
3938,диметокси,dimetoksy,83
4321,хоббита,hobbit.,81
143,свирепый,srogi,99
12954,серебряный,srebro,19
4927,миллибары,millibary,74
14428,поддержка,wsparcie,8
13032,точно,dokładnie,18
7377,метамфетамин,metamfetamina.,62
4928,родовой,rogaty,78
9302,неразрешитель,undentyfikować,49
8853,театральный,teatralny,51
10553,рутенфорд,rutherford.,40
519,симеон,symeon.,99
14392,части,części,8
12815,республиканец,republikański,19
6704,динго,dingo,67
2554,стетоскоп,stetoskop,90
10421,матрица,matryca,40
10753,чан,chan.,38
1675,солон,solon.,92
1608,горизонтально,poziomo,56
8433,распущен,unanked.,56
2535,хатри,khatri.,90
6452,скунс,skunks,69
8005,шлемы,slams.,31
3260,аффинность,podobieństwo,79
1639,менструальный,menstruacyjny,94
10840,стероидный препарат,steryd,36
11830,под названием,pod tytulem,8
3100,кошерство,koszerny,88
4392,аквариум,akwarium,80
9266,мартинес,martinez,50
35,джиннетт,jeannette.,100
12173,11,jedenaście,27
7286,убеждение,przekonanie,32
12663,поттер,garncarz,22
