ID,RUSSIAN,ARABE,INTERVAL
9363,архитектор,مهندس معماري,42
12929,тройной,ثلاثي,19
5560,офсайт,التسلل,74
10731,печальный,حزين,29
13102,дакота,داكوتا,17
5881,странно,الغريب,72
4969,гонзо,جونزو,77
10864,выход,انتاج,37
14143,открыть,يفتح,8
3410,пресноводный,مياه عذبة,86
4611,дисквалификация,تنحية,75
13500,безопасность,الأمان,12
6918,третичный,بعد الثانوي,65
5507,манзанильо,مانزانيلو,74
13304,поклонники,المشجعين,11
9812,suzuki,سوزوكي,45
11618,йоркшир,يوركشاير,31
8125,зрелый,ناضجة,45
5904,левитация,استرفاع,70
3719,лиственный,المتساقطة,85
5245,музена,مصيدة فئران,75
1821,marsupial,جرابي,93
3367,пышность,نفخة,71
4951,мечети,الجوامع,37
3626,лено,لينو,85
9555,рецептор,مستقبلات,41
13437,театр,تي,14
6467,argent,أرجنت,68
5534,олимп,أوليمبوس,74
8732,йога,اليوغا,53
7421,веста,فيستا,62
14326,офицер,ضابط,10
9988,овальный,بيضاوي,44
6639,стратегии,الاستراتيجيات,30
6479,кодирование,ترميز,12
1435,плацбор,الوهمي,95
6625,койот,ذئب امريكى - كايوتى,52
309,баржи,بريس,77
9551,далай,الدالاي,48
10756,воин,محارب,23
7275,кассета,كاسيت,61
6951,побуждать,بويك,64
5375,пожертвовал,ضحى,68
4773,сардар,سردار,78
10536,овца,خروف,40
11213,астрал,نجمي,35
5842,канавка,أخدود,64
12023,гоночная дорога,سباق الجري,28
3495,хадит,الحديث,86
388,перепевать,طائر السمان,98
10926,памятник,نصب,34
8721,духовный,روحانية,46
3485,хлопать,صفعة,62
9213,дисциплина,انضباط,34
10548,озу,الرامات  الذاكرة العشوائية في الهواتف والحواسيب,22
1326,миноана,مينوان,95
12952,момент,الوقت الحاضر,17
13040,старший,أول,17
4320,пильмонт,بيدمونت,81
3152,бедный,أفقر,88
13815,или,أو,5
331,типика,تيبي,100
13629,разъем,جاك,12
4967,террапины,terrapins.,74
10209,держать пари,رهان,36
2457,принести,أحضر,74
14071,верно,يمين,7
7844,пайпер,بايبر,56
9472,magellan,ماجلان,48
11663,гана,غانا,31
6911,киска,قطة صغيرة,64
11359,табак,التبغ,34
11864,сленг,عامية,29
359,погрузчик,محمل,95
3570,ревнивый,غيور,85
1415,героиня,بطلة,46
8861,тиффани,تيفاني,53
3898,ассам,أسام,84
342,чернильница,inkblot.,100
4169,усы,شوارب,79
12450,утка,بطة,20
1976,легионеры,legionnaires.,89
2378,браслет,إسورة,85
9848,мит,ميت,45
1573,неологизмы,nogisms.,76
6459,ржавчина,صدأ,64
10066,крюк,صنارة صيد,30
217,баллас,ballas.,100
7289,kemp.,كيمب,62
1441,арамейский,الآرامية,95
5986,монду,موندي,71
3716,удержание,احتفاظ,80
5271,недомогание,المستضعفون,55
8776,мумия,مومياء,53
9629,запрещенный,محرم,47
3846,лицензиум,المرخص,84
3938,диметокси,dimethoxy.,83
13248,проводить,طليعة,14
13876,правительство,حكومة,9
178,bethesda,بيثيسدا,100
8590,пузырька,دبلي,54
9429,майонез,مايو,48
4913,софокл,سوفوكليس,78
10240,франко,فرانكو,42
8670,isnt,ليس,54
10957,кольца,خواتم,17
7467,прозрачность,الشفافية,45
4246,шейкеры,الهزازات,72
10642,образец,عينة,29
10928,переговоры,مفاوضات,25
5941,осадочный,الرسوبية,71
11797,под землей,تحت الأرض,30
10696,мюллер,مولر,38
1072,сокровища,الكنوز,47
7437,словацкий,سلوفاكي,60
9512,ulysses.,أوليسيس,48
8781,баас,باسات,44
13246,атланта,أتلانتا,16
14481,нажимать,يضعط,12
618,прибыльный,مربح,99
1900,горб,حدبة,87
6843,заграничный пасспорт,جواز سفر,60
12661,бык,ثور,17
8517,радужная оболочка,قزحية,55
13418,владелец,مالك,14
4950,этимология,علم أصول الكلمات,66
1529,прямая кишка,المستقيم,95
14450,ударять,يضرب,8
10220,греха,سين,36
5230,вихрь,دوامة,76
8655,пакт,حلف,53
7919,семьдесят,سبعون,48
2492,предатель,خائن,75
12168,гнаться,مطاردة,22
1098,сирены,صفارات الإنذار,71
920,акварель,ألوان مائية,97
7597,лопата,بأسمائها,55
7770,сожалеть,ندم,22
13781,победа,فوز,11
2851,резной,منحوتة,71
740,алгебраист,العالم بالجبر,98
3671,диагональ,قطري,77
12440,брюс,بروس,24
3004,бурбон,بوربون,86
8429,корзина,سلة,53
1349,рабочая станция,محطة العمل,87
3872,эпоним,مسمى,83
9575,одновременно,الوقت ذاته,41
5553,бурунди,بوروندي,74
13993,пять,خمسة,9
7621,сумо,سومو,61
2662,домина,المهنة,89
60,полезная нагрузка,الحمولة,97
14461,принимает,يأخذ,5
9907,подавать в суд,دعوى,22
2260,гринго,جرينغو,91
5660,гроб,نعش,70
13709,тон,نغمة، رنه,12
13662,потеря,خسارة,10
9223,appalachian.,أبالاشيان,49
11547,изменено,تغيير,8
3720,солдачи,submachine.,85
2531,шерри,مدري,90
4746,дх,dx.,79
7504,ипотека,الرهن العقاري,59
7574,кармель,الكرمل,62
3294,булочка,كعكة,54
9436,копенгаген,كوبنهاغن,48
13772,зеленый,لون أخضر,11
4176,лэньер,لانيه,82
9426,экспертиза,خبرة,48
3443,фантазия,فانتازيا,86
6077,атаку,att.,71
2963,работа в команде,العمل بروح الفريق الواحد,88
4454,испарение,تبخر,64
13793,к,ل,5
1284,мала,مالا,95
8340,олимпия,أولمبيا,56
3074,повторно,recaptured.,68
11959,армадильо,أرماديلو,28
5039,полиомиелит,شلل الأطفال,77
4855,гэтсби,غاتسبي,78
13398,мертвых,متوفى,14
13614,китайский язык,صينى,12
7049,соус,صلصة,63
8811,печень,الكبد,53
5586,наивный,ساذج,70
10484,шикарно,شيا,40
1419,аккредитация,الاعتماد الاكاديمي,64
6780,мастер,مراقب عمال,66
1037,сбежать,الهاربين,95
6114,токен,المميز,64
13003,сдержанный,أبقى,19
12337,параметр,ضبط,9
14047,члены,أعضاء,9
4250,сиамский,سيامي,82
11674,испуганный,خائف,31
6048,француз,الفرنسي,71
12245,принцесса,أميرة,26
11920,манхэттен,مانهاتن,29
6861,раза,راس,27
9583,рай,جنة,47
6242,ведро,دلو,66
12779,авто,تلقاءي,21
5264,джентльмен,انسان محترم,75
7403,виолетта,البنفسجي,61
710,на лошадях,خيول,98
1254,бесстыдный,وقح,95
9462,гринвич,غرينتش,48
6398,чаттануга,chattanooga.,69
3863,чистая вода,ماء نقي,84
301,shikari,شيكاري,100
2414,зубная щетка,فرشاة الأسنان,91
11541,сингл,سينغ,32
5012,цикло,سيكلو,77
6464,аукцион,مزاد علني,59
6679,аббревиатура,الاختصارات,41
12306,палестина,فلسطين,25
9318,цирка,قوارب,49
7522,сириус,سيريوس,62
14180,июль,يوليو,6
7086,привидеть,هوي,63
3250,пинбол,الكرة والدبابيس,86
6791,ритмичный,إيقاعي,65
3998,туманный,ضبابي,83
8043,мариан,ماريان,58
12902,забывать,ننسى,19
13360,тигры,النمور,12
4038,ария,آريا,68
10426,ягода,باتر,40
11919,аст,ast.,29
1354,hep.,هيكروفون,95
11710,классический,كلاسيكي,17
3777,редкий,متناثر,68
13317,индиана,إنديانا,15
1624,бронхит,التهاب شعبي,94
11881,денежные средства,السيولة النقدية,29
9038,мантия,عباءة,50
7517,центры,مراكز,16
1505,бассет,الباسط,95
5412,анкара,أنقرة,75
6997,слабее,أضعف,65
11040,валлийский,تهرب من دفع الرهان,37
951,туарег,طوارق,97
9564,ранить,جرح,17
11339,краткость,الإيجاز,34
10433,натрий,صوديوم,41
10667,вектор,المتجه,38
730,карпал,الرسغ,98
11858,высота,المرتفعات,22
8285,семенолы,seminoles.,48
3573,щек,خد,73
14337,имея,نأخذ,5
1036,гессиан,هسديان,93
8998,ненадежный,غير موثوق به,51
6814,лер,لتلر,66
10051,произнесенный,تحدث,43
7705,поселенцы,المستوطنون,56
9222,штраус,شتراوس,50
2720,зажигатель,حارقة,86
1084,предусматривается,منصوص عليه,78
14175,держать,يحفظ,8
9334,дратом,رات,49
2081,горько,بمرارة,92
11963,противники,المعارضين,22
1185,ниацин,النياسين,96
5567,хрупкий,قابل للكسر,72
12582,дурак,داء,23
7201,илия,إيليا,63
9492,двусмысленный,غامض,39
4809,дым,مدخن,78
11930,дол,دالي,28
4723,сферический,كروية,78
11567,в стороне,جانبا,32
12067,столбы,أعمدة,27
5948,ханой,هانوي,71
9710,реставрация,استعادة,9
4562,лап,لوبوس,80
7285,абигал,abigail,63
3427,трески,تريسيل,86
6623,давить,قرع,64
10551,импульс,قوة الدفع,40
8406,лак,لاج,56
1989,dah,داه,93
13397,кот,قطة,13
1277,польская,polska.,95
4310,индикал,عائق,64
11514,ps.,ملاحظة,32
7499,настольный,سطح المكتب,62
11197,тактика,التكتيكات,18
11869,пекарь,خباز,29
8219,католицизм,الكاثوليكية,57
10684,кристи,كريستي,36
10553,рутенфорд,rutherford.,40
11151,конго,كونغو,36
686,подписи,الموقعين,88
13014,фактический,واقعي,17
9001,заем,يقرض,41
9581,уклоняться от,تهرب,40
887,дефицит,العجز,32
9342,unteers.,مثيري الشغب,49
8880,осло,أوسلو,52
5335,доблестный,الشجاع,75
5645,незнакомцы,الغرباء,53
8766,крестоносцы,الصليبيين,27
11362,ланкашир,lancashire.,34
5493,слоана,سلونة,74
2912,закусочный,العشاء,86
3473,бобслей,bobsleigh.,86
4471,ола,علا,80
7123,юань,يوان,64
3054,ключевой,keynote.,88
2250,пленарность,جلسة عامة,91
14505,адрес,عنوان,5
4877,светлячок,يراعة,77
9686,папочка,أبي,46
612,мендельсон,mendelssohn.,99
2311,беспокоить,إزعاج,21
3060,угловой,الزاوي,88
7099,измена,خيانة,62
5617,подсолнух,دوار الشمس,73
10778,провинциальный,ريفي,38
8057,ратифицированный,صدقت,54
4138,всеобъемлющий,عز وجل,82
12053,кратко,موجز,27
8959,снафу,snafu,52
7370,ловко,إيقن,62
8594,маркиз,ماركيز,54
13605,вода,ماء,12
11300,ментальный,عقلي,30
13821,этот,هذا,5
9942,саму себя,نفسها,44
7528,глоссарий,قائمة المصطلحات,61
12214,исправления,تصحيحات,8
11826,до свидания,وداعا,28
3737,миссий,بلح البحر,82
8889,коала,كوال,52
576,наряд,outfitters.,97
2129,синяя линия,خط أزرق,92
11120,осторожность,كاري,36
8729,девон,ديفون,53
2372,почтовый ящик,صندوق بريد,88
3202,бактериальный,البكتيريا,87
1993,прочность,التحقيق,91
12844,мэриленд,ماريلاند,20
5026,доля,هلا,77
8,гики,geeks.,28
5040,критик,كوربي,77
6795,модульный,وحدات,63
8487,ледник,glacier.,51
12253,ной,نوح,26
10830,производители,الشركات المصنعة,20
3533,сало,شحم الخنزير,86
5234,водка,فودكا,75
13577,молодой,صغيرة,12
4887,deluxe,ديلوكس,78
11424,кактус,صبار,33
5322,блондинка,شقراء,62
2128,бонго,بونغو,81
2063,наутилус,نوتيلوس,92
12835,манчестер,مانشستر,20
8156,руда,خام,56
4469,ювелирные изделия,مجوهرات,80
3216,непальский,nepalese.,87
5309,спринтер,العداء,59
218,нитрофенол,النتروفينول,100
11825,сообщение,postseason,30
12316,охотник,هنتر,23
10399,лось,غزال أمريكي ضخم,41
8084,масонство,الماسونية,58
10030,барбадос,بربادوس,44
10064,александрия,الإسكندرية,43
4663,незаконченный,لم تنته,79
14447,начинать,يبدأ,11
7612,моровер,غروفر,61
13462,линкольн,لينكولن,14
13643,деревня,قرية,12
2347,подобные,بلاد,55
13074,лаборатория,مختبر,18
13790,телевидение,التلفاز,11
3302,утратательно,الثكل,84
3624,шарет,شاريت,85
2622,линкоры,حربية,57
11457,прибалтика,بليغ,33
8222,пехотинец,هون,51
12588,альберт,ألبرت,23
9453,контра,كونترا,48
4711,бессонница,الأرق,79
11496,нэшвилл,ناشفيل,32
3984,акрополь,الأكروبوليس,83
13216,разве,لم يكن,16
4007,разоренный,مخرف,77
11238,арест,يقبض على,17
11925,взимается,متهم,14
14290,север,شمال,8
1764,блокировщик,مانع,84
13731,пространство,الفضاء,12
5726,нереальный,غير حقيقي,71
13245,джейсон,جيسون,16
629,нарциссизм,النرجسية,99
551,дрифтер,الاضطرار,98
2048,подзаголовок,العنوان الفرعي,69
5787,ключевой камень,keystone.,71
14401,специфический,محدد,8
1850,аллитерация,الجناس,93
2778,альпака,ألباكا,89
7828,штатив,حامل ثلاثي القوائم,59
6205,долей,إعانة,68
6904,лиризм,هيريا,65
659,исчезнуть,تلاشى,62
4836,микропенис,micropenis.,78
2702,биномиальный,binomial,89
8648,доверие,موثوق به,24
12878,типы,أنواع,7
5572,увольнение,إجلال أو بيعة أو احترام,73
11831,в принципе,في الأساس,15
11177,трансмировать,خدمة النقل,35
11117,бюро,مكتب,35
6992,подветренность,المواجه للريح,60
9761,кентербери,كانتربيري,46
849,ирландец,إيرلندي,98
12637,программирование,برمجة,11
3591,богомол,السرعوف,85
10726,ширин,شي,34
5702,biz.,بيز,73
11386,саторизм,satori.,34
10249,эпсилон,إبسيلون,42
12519,хандал,هادعل,23
14282,ряд,مسلسل,7
10524,кубик,مكعب,38
4061,надувные шары,بالونات,40
9475,понижен,خفضت,47
637,бирджер,شماس الكنيسة,99
2597,читательство,القراء,89
4701,бош,كلام فارغ,79
3154,незатронутый,لا تتأثر,88
4529,буруши,بوروس,80
2060,осина,aspen,92
7274,малярия,ملاريا,63
6260,неисправен,متعطل,69
4849,диаспора,الشتات,78
3894,отелло,عطيل,84
8754,чистить,قشر,50
8223,суффикс,لاحقة,53
8984,принять на работу,تجنيد,23
11445,навсегда,مدى الحياة,32
11119,фигурировать,فاي,36
909,оттес,أوتر,43
13281,начальный,خبرات,15
3057,картсток,كاردستوك,88
2447,счастливый,عن طريق الخطأ,20
5646,фундаменталист,الأصولية,66
8749,пастер,باستور,51
11528,фиг,فاي.,32
14062,пример,مثال,10
4356,дафна,دافني,81
13256,виктория,فيكتوريا,16
8182,миротворчество,حفظ السلام,48
6369,суда,محكمة,69
13917,президент,رئيس,10
8919,эверест,قمة افرست,52
12212,блинчик,كولين,26
9269,лампа,مصباح,48
12527,кредит,الإئتمان,17
13162,последовательный,على التوالي,17
10408,трюк,هير,41
2745,камбрийский,كامبريان,89
3053,мер,ميرف,88
2406,антисоциальный,المعاد الاجتماعي,91
13339,уклон,كونغ,15
1650,вибрантность,نابض بالحياة,94
14046,маленький,قليل,10
3083,язва,قرحة,85
10293,сакэ,مصلحة,41
7023,ковер,سجاد,62
8390,дон,دونغ,56
11059,недельно,أسبوعي,37
7622,неправомерный,غير مناسب,61
13868,люди,الناس,7
4829,посланник,مبعوث,74
9180,гарриет,هارييت,50
9219,гангстер,رجل عصابة,48
4925,вомбат,wombat.,74
3541,вышивка,تطريز,86
4902,бампер,بوم,74
7087,шерлок,شيرلوك,64
6127,капитальный ремонт,إصلاح,60
4154,хеджир,التحوطات,58
13483,календарь,التقويم,13
924,возместить,recurve.,53
3387,надписи,النقوش,67
13460,аллес,ألك,14
13954,хороший,جيد,6
354,страно,stratojet.,100
11370,дели,دلهي,34
9524,вуду,فودو,48
6797,цепляние,شينغ,66
14082,сан -,سان,10
5926,добровольно,طوعا، بمحض ارادتك,71
12761,длинные волосы,شعر طويل,21
4263,герц,هيرتز,82
1962,богато,اكثر ثراء,93
7812,смитерс,سميثرز,60
8330,восход,شروق الشمس,56
12477,чешский,جمهورية التشيك,23
6186,капеч,campeche.,70
9432,гаельский,الغيلية,48
13221,напрямую,مباشرة,16
9093,выпускной,متخرج,35
14387,короткий,قصير,9
11470,курсив,مائل,29
265,здравомыслие,الصحة العقلية,100
8438,экспозиция,معرض,54
5444,quasi.,شبه,74
12153,удовлетворять,رضا,15
4004,фобия,رهاب,83
7684,мендель,منديل,61
4911,маркони,ماركوني,78
2598,шедевр,تحفة,82
7352,консорциум,التحالف,62
2090,франкфорт,فرانكفورت,92
10567,ненужно,بلا داعى,40
9358,не соответствует действительности,غير صحيح,49
12984,австрия,النمسا,19
13553,жирный,بالخط العريض,12
10473,ванна,وانغ,40
13813,иметь,يملك,5
6559,солдат,جندي,55
4560,крючок,عادل,80
2897,холестерин,الكوليسترول,88
13625,чисто,صافي,12
4731,библиотекарь,أمين المكتبة,73
7051,склонный,ميال,64
596,стецсон,stetson.,94
5812,левил,ليفي,63
2667,олигархия,حكم الاقلية,89
1589,гласная буква,حرف متحرك,74
109,погашать,سداد,90
4031,печенье,بسكويت,23
13386,брайан,براين,14
5929,ae.,أخر,60
2788,рембрандт,رامبرانت,89
6539,объединение,توحيد,67
4297,санскрит,السنسكريت,81
798,фарфор,خزف,98
11019,оценивать,تقييم,19
12758,гигант,عملاق,13
10166,спонсируется,برعاية,29
13384,резать,يقطع,13
5050,ревизионист,المراجعة,70
8757,моцарт,موزارت,53
319,бей,باير,97
13344,дэн,دان,15
6236,уршер,روشير,64
10245,астрология,علم التنجيم,39
12318,уолтер,فالتر,25
6527,академики,الأكاديميون,19
13862,годы,سنين,6
11913,ферма,مزرعة,24
7852,колыбель,مهد الحضارة,59
8839,несомненно,متعود,53
10109,неопознанный,مجهولة الهوية,43
6485,обратно,الى الوراء,50
6670,плацдарм,الجسر,65
5886,различать,يميز,27
4944,сионисты,صهيوني,41
8472,тифинаг,tifinaagh.,55
5547,aph,أهل,74
1351,фанатизм,bigotry.,95
4173,федералист,طبيب الفدرالية,80
12405,клен,خشب القيقب,25
3643,никарагуань,نيكاراجوان,84
5438,тонкин,تونكين,75
7917,вустер,ووستر,59
12966,необъяснимый,غير مفسر,19
4393,логин,ودع,81
3235,менингит,التهاب السحايا,86
10938,гей,قه,37
12063,писатель,كاتب,19
6988,мяу,مواء,65
2616,счастливее,أسعد,89
10437,мирный,امن,14
11388,truman,ترومان,34
7006,ацил,acyl.,64
2255,мигранты,المهاجرين,69
12259,архивы,أرشيف,12
4802,гитаристы,عازف الجيتار,29
13687,плохой,سيئة,12
2750,батант,سمن,88
9114,неиспользованный,غير مستعمل,47
10397,пр,افي,41
8232,серена,سيرينا,57
7029,вурать,وودوارد,64
10971,джеки,جاكي,35
1768,на восток,شرقا,50
12937,достаточный,كاف,15
8977,снаряжение,قناص,48
1382,ослабление,waning.,81
14195,скорее,بدلاً,6
4220,криминал,التحاليل الجنائية,45
4788,халас,هالات,74
1721,характеризуется,تتميز,79
9081,танзания,تنزانيا,51
10705,высокая температура,حمة,38
11427,сестра,أخت,28
1443,застенчивый,cest.,95
5105,специальность,تخصص,67
12568,цикл,دورة,17
5724,жонглирование,شعوذة,71
6729,единственное число,صيغة المفرد,62
8159,реди,ريدي,57
544,диоксин,ديوكسين,99
13264,мэри,ماري,14
11422,шахматы,شطرنج,33
12325,экстратропно,السخرية,25
14015,бегать,يجري,7
9328,линда,ليندا,49
14408,фигуры,الأرقام,12
13771,почти,تقريبيا,11
10165,прекращено,توقف,22
7952,croydon,كرويدون,59
3859,выживает,بنى,22
1605,лина,لينا,94
7628,боярышник,الزعرور,42
9624,этика,أخلاق,37
6699,грейт,جرانجر,66
8588,по фаренгейту.,فهرنهايت.,54
1639,менструальный,الحيض,94
9655,боуз,باوي,47
1798,седоуправление,الإغاثة,89
3987,гуоголь,جوجول,83
9902,пелотон,بيلوتون,45
6588,хрущев,khrushchev.,67
7606,москит,ناموس,58
1965,муравьед,آكل النمل,91
14244,означает,وسائل,8
1657,гала,غلا,93
12087,очевидный,واضح,16
10344,рацион питания,حمية,40
14012,мощь,قد,6
12851,балтимор,بالتيمور.,20
10359,вестминстер,westminster.,41
7956,бухарест,بوخارست,59
11733,несущественно,حاصف,30
14287,финал,أخير,7
8314,вереск,هيذر,56
7981,преуспеть,ينجح,33
12998,отлично,بخير,17
9366,вольта,فولتا.,49
10951,колено,ركبة,35
807,ланселот,لانسلوت,98
13911,она,هي,10
4365,джаггер,جاغر,80
6170,потогонный,sweatshop.,70
8152,терпение,الصبر,57
181,налокон,نالوكسون,100
5113,годный,جودارد,77
12554,кеннеди,كينيدي,23
8906,гектор,هيكتور,52
3456,потертость,استنزاف,85
4490,радий,الراديوم,80
12304,бруклин,بروكلين,25
3099,угнал,اختطفت,50
8149,приступил к,شرعت,47
6757,размышлять,القذف,53
277,седаны,سيارات السيدان,49
10092,соломон,سليمان,43
425,супермарин,supermarine.,100
7429,стерит,ستر,62
6586,рабочая сила,القوى العاملة,67
9051,эвтаназия,القتل الرحيم,51
14076,дизайн,تصميم,10
9313,боксер,ملاكم,48
1620,карина,كارينا,93
9601,пересечение,تداخل,42
10761,домашний питомец,حيوان أليف,35
12602,марафон,الماراثون,23
14420,названный,اسم الشيئ,6
13234,дорогая,عزيزي,16
8000,мирного времени,زمن السلم,59
5664,перекресток,تقاطع طرق,72
10190,вообще,كليا,42
3992,гинкго,جنك,83
5154,неуравновешенный,غير متوازن,76
4355,логически,منطقيا,25
3172,отвлекать,انتباه,51
12627,фрэнсис,فرانسيس,22
4050,сутра,ستررا,80
5016,антихрист,عدو للمسيح,76
6983,сода,مشروب غازي,65
11428,поло,البولو,33
4697,щульц,شولتز,78
8127,певцы,المطربين,19
774,фв,fv.,98
12909,насилие,عنف,20
2064,coptic,القبطون,92
3860,потомство,النسل,84
209,литосфера,lithosphere.,100
1931,хейлсторм,هايلس,88
3951,пауза,وقفة,72
11056,чай,شاي,37
2096,восклицание,تعجب,90
4113,тенденциозный,متضاع,82
11965,связка,حزمة,28
10146,посол,سفير,40
13120,действительный,فعلي,10
8204,сесил,سيسيل,57
12410,оручитель,رايت,24
5576,неожиданно,بشكل غير متوقع,73
11838,черта,تشي,29
4787,вудбери,وودبيري,79
11829,ион,أيون,29
1110,перегруппирован,regrouped.,79
4733,прохладный,أروع,79
7872,бесконечно,بلا حدود,26
12034,разговор,يخطوي,28
9869,сова,بومة,37
9050,лиссабон,لشبونة,51
11608,пальто,معطف,27
2386,контркультура,الثقافة المضادة,91
563,рулетка,الروليت,98
7649,буддийский,بوذي,58
5786,мужественно,رجولي,72
10713,туннель,نفق,35
7299,монтевидео,مونتيفيديو,63
8427,вулканический,البركانية,54
14043,проблема,مشكلة,8
6700,шланги,انطلق,56
5169,узнаваемый,يمكن التعرف عليها,74
1919,роспись,جدارية,87
12744,катастрофа,كارثة,17
14219,восток,شرق,9
9503,йемен,اليمن,48
2882,рискованный,محفوف بالمخاطر,88
7075,легитимность,شرعية,64
8370,сотовая связь,الخلوية,56
9311,бонни,بوني,47
3789,шатер,سرادق,84
2760,нагрудник,مريلة,88
7874,миллиардеры,المليارديرات,57
6555,сотрясение,ارتجاج في المخ,65
13465,рука,يسلم,11
9838,норфолк,نورفولك,45
9800,витамин,فيتامين,44
13885,делать,يفعل,5
14263,т,ر,5
9473,эйзенхауэр,eisenhower.,48
1407,поправка,تعديل,18
8726,аг,اي جي,53
8500,противный,مقرف,54
7618,задушить,خنق,54
13280,контекст,سياق الكلام,15
12357,учреждения,المؤسسات,6
9594,зануда,فظة إهانة,43
5974,горелка,حارق,70
12873,бумага,ورق,18
2202,линди,ليندي,91
10813,вена,فيينا,38
6101,очаговый,الارتكاز,71
7248,право собственности,جدارة - أهلية,31
6981,эмиссионный,عو,65
7468,поз,نقاط البيع,43
5220,симуляция,محاكاة,38
3494,одолевать,معرفة,78
14209,старый,قديم,10
11053,полдень,وقت الظهيرة,37
5774,придуманный,صاغ,15
14313,предыдущий,سابق,11
9720,скелет,هيكل عظمي,45
12191,комедия,كوميديا,26
3558,опосредованный,بوساطة,26
11767,вред,ضرر وتلف,12
2564,сальма,سلمى,90
2253,чехословак,تشيكوسلوفاك,87
9637,подметание,كنس,28
2373,возмездие,القصاص,89
6889,ромеро,روميرو,65
3531,водно-болотное угодье,الأراضي الرطبة,80
11800,молния,برق,29
10669,редакция,الافتتاحية,35
9351,балийство,بالي,49
3140,керамика,سيراميك,79
497,ривьера,ريفييرا,99
9591,гном,غنم,46
9166,дискриминация,التمييز,45
3745,газы,غازات,85
3986,оборотник,بالذئب,83
13676,черновик,مسودة,11
8676,контингент,مشروط,39
8205,индукция,استقراء,45
10679,лавина,انهيار ثلجي,38
5736,сальса,الصلصا,73
2837,апостольский,الرسولية,88
9834,дружба,صداقة,44
3328,выпускник,خريج الجامعه,87
13810,это,هو - هي,5
11753,трой,طروادة,30
10373,свадьба,قوات التدخل السريع,41
5269,кассандра,كاساندرا,75
12492,душа,روح,23
13944,йорк,يورك,8
10446,поле битвы,ساحة المعركة,40
4037,приступ,موضة عابرة,67
14165,город,مدينة,8
6007,договориться,longshore.,71
6747,осуждение,شجبت,55
6115,коренным образом,بشكل جذري,53
347,почтальон,ساعي البريد,100
7270,квадраты,مربعات,15
2130,взаимодействовать,interlaced.,78
12375,в первую очередь,بالدرجة الأولى,25
1601,уточнение,مخرطة,94
6947,верность,الولاء,63
10118,хм,هاه,43
10946,гордость,فخر,37
1380,чарки,تشاكي,91
11859,вегас,فيغاس,28
10708,скипетр,صولجان,38
10811,леонард,ليونارد,38
381,вицевый,النائب,97
5461,пробитый,اللكم,38
1255,маэстро,فنان قائد فرقة موسيقية,95
14151,юг,جنوب,8
6775,зигфрид,siegfried.,66
5823,замедлить,تأخر,38
13638,указывает,يحدد,7
5110,препятствие,عقبة,62
11068,яйцо,بيضة,33
12399,джаз,موسيقى الجاز,25
1867,гидростатический,هيدروستاتيكي,93
5004,расщепляться,الانشقاقات,18
13656,атлантик,المحيط الأطلسي,12
14334,америка,أمريكا,5
8439,elmer.,إلمير,55
5608,преподаватели,النتيجة,71
11986,дэнни,داني,28
12647,угроза,التهديدات,13
7553,биомасса,الكتلة الحيوية,62
356,амиралтейство,الأميرالية,99
14254,операционные системы,نظام التشغيل,27
6551,эпидемия,وباء,64
5373,индокитай,الهند الصينية,75
3090,менш,مينش,88
3316,ламп,لام,87
1271,жадный,طماع,95
9134,джанет,جينيت,51
13806,как,مثل,5
1559,milner,ميلنر,95
1804,выдерживать,هراوة,74
9186,суп,حساء,50
5295,сесть,سيون,75
14349,предоставил,متاح,6
10401,игрушка,عروسه لعبه,36
13259,показатель,فهرس,15
10372,аппаратное обеспечение,المعدات,41
1228,самоуверенность,wettest.,96
84,коклюш,pertussis.,100
7410,ультиматум,انذار,62
10902,бойкотировать,مقاطعة,35
10379,засуха,جفاف,40
450,азернер,أساء,100
4752,мужество,الجرأة,79
10597,fielder,فيلدر,38
9588,так же,بطريقة مماثلة,47
3501,выемка,منحة,55
4618,уэймут,ويموث,79
2831,люкс,لوكس,77
679,эон,ايون.,95
11430,троица,الثالوث,33
9449,домос,دوم,48
743,дорожно,غاليا,98
9917,алеф,أليف,44
8999,кран,رافعه,50
1265,девяностые,التسعينات,52
1582,домена,docklands.,93
7880,девочка,محض,59
6571,мессия,المسيح,67
7542,жгут,ليرة لبنانية,62
1402,тамара,تمارا,95
5605,популярно,شعبيا,73
1436,запрашивать,استفسارات,64
6800,мэй,ماي,65
2487,телесный,جسدي,90
1667,империал,الإمبريالية,80
7683,патель,باتيل,61
3038,тимьян,زعتر,88
7858,ml.,مل,59
1606,смятение,الفزع,84
10347,целые числа,أعداد صحيحة,33
958,целиак,الاضطرابات الهضمية,97
10392,пламя,لهب,19
7941,тщательный,شامل,58
12944,помогает,تساعد,6
2683,кусочек,هيكل السيارة,89
11662,зимбабве,زيمبابوي,31
4405,секретность,السرية,81
4424,посадка,سنتور,75
11533,любопытный,فضولي,32
2230,энтомология,علم الحشرات,91
3332,плоскость,الدودة المسطحة,87
12291,экстремальный,أقصى الحدود,17
2737,юнеско,اليونسكو,89
8710,храбрость,شجاعة,50
10462,монте,مونتي,36
12293,саудовство,سعودي,25
2652,скворец,زرزور,89
648,yali.,يالي,99
850,каледон,كاليدونيان,98
2748,буниан,بونيان,89
8028,фаг,فاج,51
5915,downfield.,داونفيلد,72
9694,талисман,تعويذة,42
7235,cortez.,كورتيز,63
