ID,RUSSIAN,SPAIN,INTERVAL
2322,пикс,pímetro,91
8321,цистик,cístico,57
9029,сибирский,siberiano,51
706,на плаву,a flote,98
5637,свидетельствует,evidenciado,73
13869,такой,semejante,5
13777,испания,españa,12
11130,степень,grado,36
8579,дем,dem,55
4519,переполнять,invadir,71
6585,aardvark.,cerdo hormiguero,67
13574,олимпийский,olímpico,10
5644,вальс,vals,68
12230,бедро,cadera,26
10151,рецессия,recesión,39
8179,баш,llevar una vida de soltero,57
1744,калама,kalam,93
12133,четверг,jueves,27
12250,листья,frondoso,26
8500,противный,desagradable,55
6295,суи,sui,70
1036,гессиан,arpillera,93
9519,шарон,sharon,48
9543,специалист,especialista,42
153,анестезия,anestesia,100
857,метадон,metadona,97
14252,сервер,servidor,6
12838,подход,acercarse,15
11047,ливия,libia,37
13065,со временем,tiempo extraordinario,18
5229,каспийский,caspio,76
10697,промежуток,lw,39
8242,превзошел,superado,46
6570,авторство,paternidad literaria,68
9015,кататься на коньках,patinar,20
3594,перекрытие,superposición,56
8164,перьера,marsopa,58
13879,сейчас,ahora,7
13592,куру,kuru,13
4876,совпадающе,casualmente,69
10719,зрение,visión,31
4760,чайник,pava,77
4668,дворянство,nobleza,79
6317,фотосинтез,fotosíntesis,70
1527,пигмы,pigmeo,89
11049,оправдывать,justificar,24
10419,сноска,nota,30
12302,ки.,chi,26
8794,саратога,saratoga,53
13897,сделал,hecho,5
1739,звездный свет,luz de las estrellas,91
8931,детство,infancia,52
11537,производная,derivado,20
3931,кибуц,kibutz,84
4712,бандар,bandar,79
13653,ирак,irak,12
8624,герпес,herpes,54
2806,бездействующий,deslucido,88
9165,шип,pico,46
13506,почта,correo,13
13547,формула,fórmula,13
7307,изобретатель,inventor,53
11381,линейный,apoyador,29
6774,коломбо,colombo,66
13308,колорадо,colorado,16
4931,радостно,felizmente,78
3625,сальвия,salvia,85
13537,иллинойс,illinois,13
4296,гиацинт,jacinto,81
13436,ссылается,referenciado,13
12726,готов,listo,20
10109,неопознанный,no identificado,43
4960,значительно,vastamente,78
9725,планетарность,planetario,46
9203,jamboree,francachela,50
12904,спинент,solterona,20
4788,халас,halas,75
3533,сало,manteca de cerdo,86
159,кенозой,cenozoico,100
4458,оригами,origami,81
5405,реплика,réplica,67
324,джосс,joss,100
5970,преступность,proscrito,52
7099,измена,traición,62
9041,фанк,canguelo,51
14274,шел,fue,10
10736,энни,annie,38
10734,нисходящий,nixon,38
5464,реактор,reactor,70
4761,спираль,hélice,79
11061,боеприпасы,munición,37
3155,меры предосторожности,precauciones,71
3268,антагонист,antagonista,65
10762,расстановка,póngase en fila,38
5863,реструктуризация,reestructuración,61
5309,спринтер,velocista,60
2087,клиос,clio,92
8053,пассивный,pasivo,56
2255,мигранты,migrantes,70
941,количественный,cuantitativo,93
5562,средний запас,del mediooeste,74
5976,скука,aburrimiento,71
10698,переоценка,reevaluado,38
6099,бодибилдинг,culturismo,65
4944,сионисты,sionistas,41
5841,сигар,cigarro,71
14003,делает,hace,7
13507,след,rastro,13
4158,забрызгивать,burlón,82
5513,интуитивно понятный,intuitivo,59
14417,ограниченное,limitado,9
5025,каталон,catalán,77
2266,соотечественник,compatriota,86
10666,сталин,stalin,38
6553,дак,dak,67
7619,магический,mágico,22
7545,водолей,acuario,62
3288,спасение,salvar,64
9241,без мужчин,no hombre,50
4432,глютамат,glutamato,78
8409,аболиционный,abolicionista,54
763,цуккини,calabacín,98
3200,наносят,infligir,52
9581,уклоняться от,evadir,40
254,перестановки,permutaciones,83
3785,мидшам,australineros,84
12880,конечно,por supuesto,20
14200,действие,acción,9
11698,отменил,cancelado,23
1084,предусматривается,estipulado,78
14033,думать,pensar,7
2359,забитый,más divertido,91
61,антисубмарин,antisubmarino,100
11810,нигерия,nigeria,30
321,кохлеар,coclear,100
7892,союзник,aliado,18
7801,патриция,patricia,60
13078,аэропорт,aeropuerto,17
7574,кармель,carmel,62
8185,здравоохранение,cenicienta,58
3470,капон,capó,76
5894,одесса,odessa,72
8695,махал,mahal,54
8707,вариация,variación,40
7196,архиепископ,arzobispo,61
5435,regt.,regimiento,75
12713,равный,igual,14
12794,тед,ted,21
3741,вписанный,inscrito,84
1939,сражаться,mudar,93
11028,землетрясение,terremoto,36
12916,ударил,golpeado,20
9442,богослужение,contencioso,48
12363,правильно,correctamente,25
333,hiccup.,hipo,97
2401,нарушения,infracciones,78
9562,зарплата,salario,43
11879,воспитывать,rs,30
4617,драко,draco,80
4880,обреченный,condenado,43
9484,аванс,avantón,48
7742,хор,coro,61
12737,миллер,molinero,22
2046,олимпийцы,olímpicos,76
9438,банка,frasco,46
8942,разрушительный,devastador,38
12288,поспешный,sp,26
10746,подложки,sustratos,35
11988,спекуляция,especulación,21
2865,анжелика,angélica,88
14489,числа,números,7
2486,кони,conejo,90
13633,иметь значение,importar,12
9884,18,dieciocho,45
2550,конопля,cáñamo,90
6080,тетя,tía,69
13982,разработка,desarrollo,10
8427,вулканический,volcánico,55
11081,преследовать,obsesionado,34
3056,варфоломей,bartolomé,88
5072,китайский квартал,barrio chino,77
6145,вагга,wagga,71
13124,продлицо,pinchar,17
12213,стилерс,steelers,26
8237,columbine,aguileña,57
1339,неслыханный,inaudito,96
6476,резко,bruscamente,69
6309,архимедный,arquímete,70
12616,валюта,divisa,22
2922,бериллия,berilio,88
8469,холера,cólera,56
2576,подкуп,soborno,90
13449,серьезно,seriamente,14
11780,люксембург,luxemburgo,30
6174,киви,kiwi,65
2790,пигман,porquero,89
4273,бикини,bikini,80
2269,липучка,velcro,91
10058,вычет,deducción,36
13440,что бы ни,lo que,14
2090,франкфорт,frankfort,92
7751,желудок,estómago,59
2977,метрополис,metrópoli,88
6217,конный,ecuestre,66
1010,трезвый,sobrio,86
1169,подтип,subtipo,93
10878,олбани,albanía,38
9746,отчаянный,desesperado,38
11352,десятичная дробь,decimal,31
5992,морское море,caballo de mar,71
5386,грязный,lodoso,72
2929,дофамин,dopamina,88
10090,воздерживаться,abstenerse,43
13996,проблемы,problemas,9
6225,боевики,calderakers,68
4786,триптофан,triptófano,79
9233,бисексуал,bisexual,43
1107,хранитель,guardabarros,42
9166,дискриминация,discriminación,46
13641,восемь,ocho,12
12576,чувствовала,sintió,23
11324,эдит,edith,35
8616,фронтальный,frontal,54
9876,батареи,baterías,20
3485,хлопать,tortazo,62
335,тарзан,tarzán,100
11062,сербский,serbio,36
9169,горький,amargo,49
12793,больше,mayor que,21
12114,мята,menta,26
6596,прото,proto,67
12605,таиланд,tailandia,23
4146,папский,papal,82
4240,возьми,lue,82
6778,флейта,flauta,64
13662,потеря,pérdida,10
3539,тиффоид,tifoidea,86
13333,разумно,razonablemente,6
4468,мера,mee,81
12755,юго-запад,sur oeste,21
400,гондуран,hondureño,98
4831,отмена,abolición,78
6348,кобальт,cobalto,69
3401,unous,chirumen,86
7906,ратиоцитация,raciocinar,60
2839,понция,pont,88
12366,примеры,ejemplos,10
10242,деревенский,rural,42
8230,юкон,yukon,57
12887,луизиана,luisiana,20
8483,блок,bloque político,55
7650,четвертьмастер,oficial de intendencia,61
3238,нематод,nematodo,87
2548,кодеин,codeína,90
4023,категоризация,categorización,27
11427,сестра,hermana,28
8061,съел,comió,58
7681,геральдика,heráldica,61
1935,антиоксидант,antioxidante,91
6138,почтовая оплата,gastos de envío,71
11145,русалка,sirena,36
7689,ирокез,iroquis,61
3938,диметокси,dimetoxi,83
6128,яд,veneno,68
8281,сажена,sensa,55
215,палл,féretro,100
12011,ньюкасл,newcastle,28
5352,урхин,pilluelo,75
9641,техника,técnica,33
4473,слаин,snider,81
9067,далтон,dalton,51
10638,моложе,más joven,39
693,шираз,shiraz,98
802,матадор,matador,96
3477,сотрудники,colaboradores,19
1793,целлюлоза,celulosa,88
3661,паркинсон,parkinson,85
10237,ключи,teclas,11
1922,моряки,marineros,93
10625,норм,nr,39
3041,квадрант,cuadrante,77
10611,дизель,diesel,38
9455,бросать,tiros,19
7811,рояль,recorrer,59
5103,звание,ruda,76
3522,хван,hwan,86
4368,честность,honestidad,81
4571,судебный запрет,mandato,76
7439,форель,trucha,62
8412,гравитация,gravitación,47
4902,бампер,parachoque,74
9565,бетти,betty,48
1867,гидростатический,hidrostático,93
10914,галактика,galaxia,35
2129,синяя линия,línea azul,92
8534,графит,plombagina,55
12663,поттер,alfarero,22
11738,григориан,gregoriano,31
947,кумулюс,cúmulo,97
4061,надувные шары,globos,41
93,микропроцессоры,microprocesadores,75
10456,трава,hierba,40
13968,управление,gestión,9
3083,язва,úlcera,85
13906,каждый,cada,8
8659,кстати,de paso,52
11091,карсон,carson,37
11959,армадильо,armadillo,29
9975,механизм,mecanismo,20
1943,затишье,calma,89
5247,интранет,intranet,76
6327,мухоловка,flytrap,70
13626,человек,humano,12
12777,подсчетность,subida,21
5578,богемия,bohemia,74
3877,скользить,deslizamiento,72
8566,сейсмический,sísmico,53
51,гаечный ключ,llave inglesa,91
10430,франц,franjas,41
2423,reqssworthy.,de interés periodístico,90
12668,терри,terry,22
4752,мужество,audacia,79
5546,паша,bajá,74
7002,хогг,hogg,65
12224,боевой,marcial,26
459,томография,tomografía,99
11476,ах,ah,32
6632,марсель,marsella,60
10592,ветчина,jamón,38
11010,антенна,aéreo,37
3608,камбала,platija,82
16,маниал,maníaco,99
14065,жесткий,duro,8
12131,кандидат,candidato,19
3724,арендовать,arender,84
7645,воскрешение,resurrección,52
11303,конкуренты,competidores,30
5792,эквинос,equinoccio,69
3870,неприятность,molestia,84
1434,бодрствующий,despierto,92
10982,признал,admitido,28
7594,дед,abuelo,61
4218,достижимый,factible,70
11005,демон,damon,37
7894,трение,fricción,59
2218,после чего,después de lo cual,91
10033,горилла,gorila,43
11250,облигации,cautiverio,20
11720,открытие,descubrimiento,27
4792,окислитель,oxidante,39
615,мота,mota,99
11858,высота,alturas,22
27,ингибировать,inhibir,62
8436,способности,habilidades,22
3486,обогащенный,enriquecido,68
5440,аликвот,alícuota,75
9132,эрозия,erosión,51
10512,заблокирован,bloqueado,27
7337,роскошь,lujo,45
13936,наш,nuestro,5
12727,отказ,fc,21
8151,будда,buda,58
534,хиро,hiro,99
9266,мартинес,martínez,50
3980,примыкающий,contiguo,82
13724,томас,thomas,12
14018,текущий,actual,7
6791,ритмичный,rítmico,66
9643,суждение,juicio,44
14304,падать,caer,12
4077,беринг,barro,80
13599,вернулся,devuelto,9
2089,бесспонден,no involucrado,92
13017,северо-запад,noroeste,19
6254,служанка,criada,67
6721,насущный,inherentemente,54
1686,стоять рядом с,apoyar,93
5258,энтузиазма,entusiasta,40
10594,арлингтон,arlington,39
4068,базука,bazuca,82
6276,вузываться,debidamente,70
2659,усердно,a mano,89
1648,пердеть,perdurar,91
9085,эспа,esp,51
10019,кабота,cabot,44
3241,сиденья,sykes,83
2440,фармакологический,farmacológico,78
12028,дисковый,dto,26
4066,полигамия,poligamia,83
12428,евангелие,evangelio,24
10731,печальный,triste,30
9682,фшс,fs,47
2958,соронить,hermandad de mujeres,63
10858,порнография,pornografía,38
8557,конспект,conectar,55
14261,выпускать,liberar,8
12567,дил,dil,23
3774,легионы,legiones,38
7784,верден,verdun,60
4120,касс,cass,82
3133,ренегат,renegado,58
11666,кража,hurto,31
289,заинтригованный,intrigado,46
6222,плутоний,plutonio,70
9315,копа,copa,49
10775,аффилированность,afiliación,9
10369,алгебра,álgebra,39
2399,синхронизирован,sincronizado,67
12725,пролетел,voló,22
2580,афельон,afelio,89
10188,уведомление,notificación,42
11266,вмешательство,intervención,34
7477,бульон,parkway,62
13915,твой,su,5
5934,правдоподобный,plausible,68
11462,купол,hazme,32
4280,бурундуки,chipmunks,61
1317,корсар,corsario,94
6842,вегетарианство,vegetarianismo,59
6215,добиваться,bolo,58
4649,регенерация,regeneración,62
9020,линз,lente,52
6973,таити,tahiti,65
704,начо,nacho,98
6081,лекс,lex,71
2572,гамелан,gamelan,90
741,дантон,danton,98
4199,нижний регистр,minúsculas,82
5869,бэзил,albahaca,72
3029,местоимение,pronombre,77
3896,ткачество,costura,75
3337,вестфалия,westfalia,87
11640,абуатор,abu,32
240,плевать,escupir,26
10317,джава,java,42
9112,конус,cono,49
12402,стрельба,tiroteo,20
7201,илия,elijah,63
7757,романтизм,romanticismo,60
368,суахили,swahili,100
9923,рубин,rubí,44
7463,клич,clive,62
8206,стоунхендж,stonehenge,58
771,орден,ord,98
13634,незаметно,no registrado,12
4248,деви,devi,82
12475,ракета,misil,20
2685,ковш,cazo,89
8632,бетховен,beethoven,54
1109,розовый,rosacruciano,96
11542,марокко,marruecos,32
5712,выпуклый,sucio,35
6334,допплер,doppler,69
12561,эс,esencia,23
814,джазжи,llamativo,98
4121,мощеный,pavimentado,61
8239,снеговик,monigote de nieve,57
8747,родина,patria,53
8606,глубоко,profundamente,54
11757,реформа,reforma,21
12585,ограбить,robar,22
4132,прибавлять,tad,82
4290,гомина,hominem,81
9822,уран,urano,46
11232,жестокий,violento,33
11015,барьер,barrera,34
13595,содействие,asistencia,10
7023,ковер,alfombra,62
14229,часы,horas,9
5898,марксизм,marxismo,72
3315,тюльпан,tulipán,86
14301,беспокойство,inquietud,9
4303,незаменим,insustituible,80
6414,сангранс,sanger,69
4324,деб,debutante,69
12005,странный,impar,25
8043,мариан,mariano,59
8590,пузырька,bubónico,55
856,удаль,udal,98
10979,нотация,notación,35
1080,конфигурации,configuraciones,47
395,круглолицый,regordete,100
10439,беспощадный,vicioso,41
8334,герши,hershey,57
8979,сократ,sócrates,51
6820,раз в полмесяца,semi mensual,66
8732,йога,yoga,54
2017,каракули,garabatear,90
306,деа,dae,100
7517,центры,centros,16
9371,растительность,reich,49
12335,туз,as,23
14373,запланированное,programado,13
6288,любопытство,curiosidad,68
6281,диарея,diarrea,70
11443,николас,nicholas,33
1756,одноклассники,compañeros de clase,84
10143,аристотель,aristóteles,43
4909,серра,serra,78
6713,несчастный,infeliz,65
11518,новостная рассылка,boletin informativo,32
9184,аналог,cosa análoga,39
8902,автономный,autónomo,51
14500,стратегия,estrategia,31
14316,макинтош,macintosh,42
10063,квалификатор,calificatorio,8
11461,охватывать,lapso,28
8418,каприз,escribiendo,52
12599,гольф,golf,23
13240,миссури,misuri,16
10424,угрожая,amenazante,24
14154,клиенты,clientes,25
14043,проблема,asunto,8
7649,буддийский,budista,59
5096,нечестный,deshonesto,77
9133,балет,ballet,51
4081,палс,trinquete,83
10699,абсолютно,absoluto,23
9872,гомосексуальность,homosexualidad,36
2899,разоружен,desarmado,58
2203,консорт,consorte,88
10489,крыша,techo,38
13679,индия,india,12
10619,предприятие,empresa,35
4117,спрятанный,escondido,82
3732,обгнать,adelantado,85
10813,вена,viena,38
10664,клан,clan,36
134,ломбард,lombardo,100
8010,встроенный,incorporado,57
10593,радикал,radical,34
12717,отправить,enviar,16
5539,гаага,la haya,74
10030,барбадос,barbados,44
5895,преследуемый,procesado,41
2905,византий,bizancio,88
8716,отказ от ответственности,descargo de responsabilidad,19
10830,производители,fabricantes,21
6764,плавник,aleta,61
11707,параллельно,paralela,28
1747,торс,torso,92
12043,метро,subterraneo,28
6367,сифилис,sífilis,69
5210,семестр,semestre,75
9497,широкополосный,banda ancha,48
6696,не поддерживается,no compatible,65
1641,котенок,bichos,89
10102,романтик,romántico,42
12155,толкание,tornero,27
2732,тропосфер,troposférico,76
11382,избавлять,deshacerse,34
14117,диапазон,rango,10
6704,динго,dingo,67
8863,древесный,leñoso,51
5835,морская звезда,estrella de mar,72
14205,включен,incluido,6
13637,корт,corte,12
6637,фтор,flúor,66
4435,медсестры,enfermeras,38
1530,medicare,seguro médico del estado,95
5896,набережная,frente al mar,72
8766,крестоносцы,cruzados,28
11045,утверждал,argumentó,20
904,модус,modus,97
14035,масло,aceite,16
9972,тс,ts,44
8636,росомаха,glotón,33
13830,также,también,6
14216,использование,usos,5
107,фигаро,figaro,100
8558,бессмысленно,sin sentido,55
8079,кантон,cantón,54
13969,контроль,control,11
6918,третичный,terciario,65
13090,переназначен,reasignado,18
12446,проведенный,realizado,17
2890,плода,fruición,88
13165,башня,torre,15
3412,фанера,madera contrachapada,86
12999,неизвестный,desconocido,19
14132,добавление,suma,6
1003,военнослужащие,señuelos de la guerra,82
605,наезжать,atropellar,99
6864,стремиться,esforzarse,55
6668,верди,verdi,67
8009,голый,desnudo,35
13728,цитирование,citación,10
13664,местный,local,12
1194,фанфон,trompeteo,96
6008,мандарин,mandarín,71
5150,дм,dm,76
125,кали,kali,99
12974,яйца,pelotas,10
13280,контекст,contexto,16
12764,худший,peor,21
5217,тристан,tristan,76
6957,стелс,sigilo,65
8837,яростный,intenso,50
7212,весить,pesar,45
13671,северный,del norte,12
11256,обманывать,truco,29
11515,гер,gramo,33
4598,заменил,reemplazado,72
3289,коран,quran,87
7259,дополнение,complemento,58
1116,солнечные часы,reloj de sol,92
1834,макушка,escarbador de vidas ajenas,90
11401,оскар,oscar,33
13521,награда,otorgar,9
3036,претория,pretoria,88
11246,по сути,esencialmente,26
8161,приобретение,adquisición,51
6051,гуань,guan,71
11960,имперский,imperial,25
365,макака,macaco,99
1304,деревообрабатывание,carpintería,86
12281,медленно,lentamente,26
4234,твид,tweed,81
3255,цирконий,circonio,87
13110,эрик,eric,18
6507,шпионаж,espionaje,68
1407,поправка,que modifica,19
2044,антенны,antenas,60
6400,вендутта,vendetta,69
2822,вредный,parásito,86
10769,пассажирский,pasajero,28
4083,снегоход,motonieve,80
9433,ковчег,arca,49
8128,недоступен,indisponible,57
5843,эмери,esmeril,72
5756,вп,vicepresidente,73
2006,плотники,carpinteros,47
2466,сажеры,dichos,83
1334,альбинора,albino,95
13147,симпатичный,bonito,17
9275,тр,tr,45
10936,латвия,letonia,38
354,страно,estratojo,100
2397,неспортивно,antideportivo,91
10200,граффити,pintada,43
2348,не нужно,no debería,91
2110,патт,zueco,88
2043,распутывать,con antaño,92
1092,quill.,pluma,94
9569,украл,estola,48
11697,снял,se retiró,31
13789,ваше здоровье,salud,11
9098,купе,cupé,19
11449,гарин,gareth,33
1835,топография,topografía,93
1676,сестричество,hermandad,94
2274,неопытность,inexperiencia,91
911,приспешники,henchmen,97
9618,падуб,acebo,46
13984,цент,centavo,26
10655,кампании,campañas,13
3039,кирпичная кладка,albañilería,88
14429,по цене,carillo,18
7489,подчеркнул,enfatizado,46
1420,парец,brumbismo,83
2055,багажник,baguio,92
10095,снижение,reducción,41
9631,капман,chapman,47
14367,изображение,imagen,6
14318,всегда,siempre,9
12319,кувшин,lanzador,20
9469,нефрита,jade,47
37,изнасилование,violador,33
13745,доска,tablero,11
6179,цпу,upc,67
11108,разведчик,explorar,24
4559,кокер,coger,80
14519,приносить,traer,6
5586,наивный,ingenuo,70
2608,превышает,excede,89
10904,место хранения,almacenamiento,38
5494,ублюдок,hijo de puta,75
5259,безжалостный,implacable.despiadado,75
2068,мученик,mártir,62
12365,жемчужина,perla,25
7075,легитимность,legitimidad,64
10402,бежал,huido,41
14498,промышленное,industrial,14
10148,шимпанзе,chimpance,42
6418,углеродистый,de carbono,69
11274,рыбак,pescador,35
8801,никель,níquel,51
8187,малави,malawi,58
957,тромбоцит,plaqueta,91
6472,гермес,hermes,65
11469,проездной билет,billete,27
7611,развязан,soltado,58
12163,ньютон,newton,27
11414,рейде,redada,25
13160,глобальный,global,16
13185,патрик,patricio,17
4084,фастбол,bola rápida,82
2838,безнадежный,sin esperanza,87
8196,финансируется,fundado,22
1669,сардиния,cerdeña,94
5857,кошелек,bolso,63
6192,стирание,borracho,30
12931,номер,habitación,18
242,реактивный,reactivo,35
5885,приостановить,suspender,22
414,сонар,sonar,100
11425,канберра,canberra,34
8234,склонность,propensión,44
12836,алан,alan,21
13883,система,sistemas,8
5143,гомофобия,homofobia,77
9642,янг,yang,47
757,говор,gawain,98
8214,захват,embargo,54
9564,ранить,herida,18
2154,эпинефрин,epinefrina,91
6200,лабиринт,laberinto,69
2339,киборг,cyborg,88
6384,произвольно,arbitrariamente,69
12675,отдельно,aparte,20
6660,ассиз,asís,67
2462,риторический,retórico,59
11488,советник,ea,33
11068,яйцо,huevo,33
596,стецсон,stetson,94
7052,пиза,pisa,64
11811,гренадер,granadero,29
10466,протяжение,tramo,30
4382,кинь,familiares,81
5138,гиревой спорт,levantamiento de pesas,76
7525,прерыватель,interruptor automático,49
1382,ослабление,menguante,81
11693,четырнадцатый,decimocuarto,31
4526,фамилия,apellidos,38
6810,варфон,jabalí,66
2718,свет луны,luz de la luna,87
9436,копенгаген,copenhague,49
14171,апрель,abril,5
1602,англиканизм,anglicanismo,41
6882,ветряная оспа,varicela,66
8602,столетие,centenario,52
3147,выгодность,paloma silvestre,88
1191,вдыхание,inhalación,73
5041,темперамент,temperamento,71
8555,повседневный,cincha,55
10883,расовый,racial,25
3462,аэрозоль,aerosol,81
10761,домашний питомец,mascota,35
9676,британника,britannica,47
3836,антимонопольный,antimonopolista,84
4988,салина,salina,65
11160,слушать,escucha,25
2778,альпака,alpaca,89
7961,катистота,cathy,59
1066,сошнуть,soho,96
4470,альбинизм,albinismo,78
14485,добрый,amable,13
9186,суп,sopa,50
7500,йеллоустон,yellowstone,62
10934,битлз,beatles,38
6931,сегрегация,segregación,60
7546,константинополь,constantinopla,62
6609,предков,ascendencia,67
13598,представлен,destacados,10
9199,звездочка,asterisco,48
7888,барабан,bam,60
14390,силы,efectivo,8
7696,траур,luto,56
13716,меньше,menos,12
14134,изменения,cambios,5
9478,фашизм,fascismo,48
3146,инсулин,insulina,88
1816,йогурт,yogur,93
2857,нерешеный,no resuelto,88
451,крозик,crozier,100
8002,рига,riga,59
10574,нептун,neptuno,40
12758,гигант,gigante,13
169,дисс,disfrazarse,100
5114,счеты,ábaco,77
8439,elmer.,oler,56
1253,полированный,pulido,21
7149,миссионер,misionero,56
6937,учебник,libro de texto,52
10695,леонардо,leonardo,39
6866,много времени,largo tiempo,66
3087,огненный,ardiente,87
4397,борфорт,beaufort,81
3063,сапфир,zafiro,88
10996,полярность,polar,33
8924,икра,hueva,51
1419,аккредитация,acreditación,64
3904,сифака,sifaka,84
5761,датчик,sensor,61
2363,элада,elando,91
12144,сербия,serbia,27
2534,типман,tillman,90
1089,химера,quimera,96
14356,источники,fuentes,6
14289,машины,máquinas,9
4079,огре,ogro,82
9916,положения,provisiones,38
7884,изабелла,isabela,60
13588,джонсон,johnson,13
1326,миноана,mino,96
6661,гемофилия,hemofilia,67
8532,рубенс,rubens,55
10598,камерун,camerún,39
13628,столб,polo,12
2730,шлифование,molienda,67
6294,главный герой,protagonista,62
1613,цейлон,ceilán,94
158,лимбо,limbo,100
14142,период,período,8
10354,выпускники,alumni,41
8317,экзон,exxon,57
12227,рождение,nacimiento,13
11839,пропаганда,propaganda,30
14381,ценные бумаги,valores,12
6054,клевать,picotear,70
10696,мюллер,muller,39
2323,симбиоз,simbiosis,91
13490,идея,idea,12
1176,доблестный,valoroso,66
8773,вива,viva,53
357,черновики,borradores,95
2547,латук,lechuga,90
11496,нэшвилл,nashville,33
3951,пауза,pausa,72
13350,скорость,velocidad,14
10771,влажный,mojado,38
1778,шэн,sheng,93
13512,корона,corona,13
5817,гидроксилаза,hidroxilasa,72
13938,акции,comparte,6
10672,поддержание,mantenimiento,14
1264,мечтательно,soñador,96
9730,выпуклость,bulto,46
14462,производить,producir,7
1379,нахуатл,nahuatl,96
3321,антициклон,anticiclón,80
8646,атлантис,atlantis,54
13630,участвовать,participar,9
8862,лаос,laos,49
92,дезинтеграция,desintegración,76
10565,мустанг,mustango,36
6787,удаленно,de forma remota,38
435,франционный,francio,100
6737,мордекай,mordecai,67
13265,смысл,sentido,16
9570,фермеры,agricultores,38
1828,чемонство,moneda,93
281,канистры,barcos,84
10797,фбр,fbi,38
2930,связывать,cit,88
13267,онтарио,ntario,16
6477,паштет,coronilla,68
11526,роман,amorío,21
14120,место,lugar,6
1668,обрезать,emborracharse,94
8019,парусник,paz,59
422,стрингера,larguero,97
5004,расщепляться,franqueo,18
961,берберский,beréber,91
11980,афины,atenas,28
3206,преодоленность,suspenso,31
6229,героический,heroico,59
10495,атмосфера,atmósfera,32
13379,пистолет,pistola,12
4071,мелатонин,melatonina,83
10633,миннеаполис,minneapolis,39
1891,хакеры,hackers,41
7090,вакцина,vacuna,54
2821,черта,ceder,88
5348,обряд,rito,67
1910,вв,vv,93
10596,routehorse.,caballo de carreras,29
10665,мультфильм,dibujos animados,31
8999,кран,grua,50
5693,сладкая вода,agua dulce,73
5944,труп,cadáver,61
7854,речной,river,60
11588,неожиданный,sin título,32
9342,unteers.,roters,49
10667,вектор,vector,38
9835,расследование,consulta,42
8986,аба,aba,50
3474,безболезненно,sin dolor,86
5658,рисунок,higo,70
9105,тедди,osito de peluche,51
14011,предоставлять,proporcionar,6
2219,непредсказуемо,impredecible,88
13625,чисто,claro,12
5663,термин,término,73
5126,пвт,pbt,77
12621,родной,nativo,21
13037,кислота,ácido,18
11459,амос,amos,33
7786,мятеж,motín,57
8652,моал,mugir,54
4996,девитт,dewitt,78
12830,рулевое колесо,rueda,16
7909,тнт,tnt,60
1797,амнезия,amnesia,93
11029,несущественный,difunto,37
12595,твердый,sólido,23
2518,эвфемизм,eufemismo,87
2667,олигархия,oligarquía,89
3154,незатронутый,inafectado,88
8573,хаббл,hubble,55
11474,напиток,bebida,25
12788,фальсификация,fa,21
3121,мармелад,pastilla,88
6826,помилование,perdón,62
6766,паломники,peregrinos,59
1154,морфин,morphin,62
7789,имя прилагательное,adjetivo,55
5433,колли,collie,72
9602,шестьдесят,sesenta,42
1025,нар,nar,97
4663,незаконченный,inconcluso,79
11622,картина,cuadro,21
2188,папка,carpeta,87
13471,на,sobre,14
2700,парни,dudes,24
13247,греция,grecia,16
1924,агрегатор,agregador,26
3299,кириллица,cirílico,87
8381,продолжительность жизни,toda la vida,56
8653,приспособление,adaptación,32
11925,взимается,cargado,15
9237,смолы,alquitrán,49
13709,тон,tono,12
13644,зал,salón,12
7875,очищение,limpieza,56
6742,кинематография,cinematografía,67
10503,радиация,radiación,38
13496,капитан,capitán,13
1344,сетка,malla,91
13876,правительство,gobierno,9
3246,индиго,índigo,87
7412,фабрика,fitch,62
13558,разоблачаться,desanimado,12
1449,повторно используется,reutilizado,60
10862,вратарь,portero,29
1932,миди,midi,92
10682,псевдоним,alias,35
2853,фурье,de fourier,88
5786,мужественно,varonil,72
14495,французский,francés,11
1779,шератон,sheraton,93
5529,дулут,duluth,74
2817,эйфория,euforia,88
13837,ты,tú,5
14403,скоро,pronto,9
14310,что-нибудь,algo,8
9359,преобразует,conversos,17
11194,разновидность,especies,36
7803,пожарные,bomberos,45
11090,катар,katar,37
9890,священный,sagrado,45
7715,динамика,dinámica,24
12235,тюрьма,prisión,17
12826,карл,carl,20
2976,урса,ursa,64
14408,фигуры,cifras,12
4390,поли,escuela politécnica,79
316,консервирование,envase,100
13010,пойманный,atrapó,19
12142,побег,escapar,22
10867,вдруг  внезапно,de repente,38
2443,назначать,asigna,13
3550,управленческий,gerencial,86
14084,двигаться,mover,8
4735,тряпка,trapo,65
9707,гармония,armonía,44
4999,разрыв,ruptura,64
13529,широкий,amplio,12
8152,терпение,paciencia,58
10203,атом,átomo,26
2584,обнимать,abrazo,62
3612,ономатопея,onomatopeya,85
12618,кабель,cable,22
11866,занятие,ocupación,26
12610,дель,delegado,23
12300,диссидент,disidente,25
5048,виват,vivat,77
8488,оползня,deslizamiento de tierra,42
12674,отель,hotel,21
12823,творческий,creativo,20
4420,шпитцер,spitzer,81
2099,корри,corrie,92
9220,задержан,detenido,46
8633,валрус,morsa,54
4936,переира,pereira,78
8072,методист,metodista,58
8692,молли,muchacha,53
819,до сих пор,hasta ahora,98
7628,боярышник,espino,43
8082,уна,una,58
7773,кабина,cabina,59
