ID,CHINESE,POLONAIS,INTERVAL
14414,不能,nie mogę,10
553,廉价,niedrogi,97
5998,均匀,równomiernie,72
10845,塔克,wielkie żarcie,38
9202,发呆,trans,51
11320,脚步,kroki,16
7326,重置,resetowanie,61
2814,脱羧酶,dekarboksylaza.,89
561,芦笋,szparag,99
10006,驴,osioł,44
3826,拉纳,rana.,85
8345,萨拉,sala.,57
9857,高地,średniogórze,32
3439,轻浮,frywolny,83
13766,加,plus,11
8494,指针,wskaźniki,43
2628,裂口,rozszczep,89
9221,卡门,carmen.,51
984,博洛,bolo,97
13192,威尔逊,wilson.,17
12163,牛顿,niuton,27
1185,烟酸,niacyna,97
8535,大赦,amnestia,55
2973,黄金眼,złote oko,88
7351,闪亮的,świecący,50
3040,任性,kaprys,84
5175,蕾丝,lacey.,77
11582,泰勒,tyler.,32
6508,罗文,jarzębina,69
5472,解释性,wyjaśniający,75
10203,原子,atom,26
4861,苏丹人,sudańczyk,79
6661,血友病,hemofilia,68
3153,庞巴迪,bombardier,87
8413,随意的,zwykły,52
7138,声望,prestiż,64
5694,摆,obustronny,74
2102,布拉约,brabant,92
936,巢穴,leże,97
5945,摩德纳,modyna,72
9907,起诉,pozywany,23
6989,脊,rdzeniowy,65
7155,后勤,logistyczny,37
10702,桶,beczka,36
8479,沙拉,sałatka,56
2272,鲍尔,bowser.,92
14057,改变,zmiana,5
1642,宽恕,wybaczony,94
1754,助药版,mnemoniczny,90
10613,麦克斯韦尔,maxwell.,40
11986,丹尼,danny.,28
3672,最简单的,najprostszy,85
9374,土耳其人,turks.,41
10340,拇指,kciuk,40
8970,护航,konwój,47
10270,吨,tona,30
4333,解开,niezdecydowany,81
13730,西班牙语,hiszpański,12
5712,犯规,zanieczyszczony,36
10864,输出,wyjście,38
8541,界,kółka,27
7707,彼得森,petersen.,62
5014,按摩,masaż,77
5446,差异,rozbieżność,60
6970,重构,odtworzony,61
3532,锤头,hammerhead.,85
1181,刺刀,bymyonetki,76
13806,作为,jak,5
13320,肯定,niektórzy,15
8955,克林特,clint.,52
8720,中西部,środkowy zachód,54
12238,最长,najdłuższy,26
5901,无意,nieumyślny,64
3123,阴离子,anion,87
3122,紧身胸衣,gorset,73
1761,金妮,ginny.,94
8800,广播公司,nadawca,13
1742,未经编辑的,niedyted,93
161,芽孢杆菌,bakcyl,100
5217,特里斯坦,tristan.,77
5600,免得,aby nie,60
12724,受伤,obrażenia,16
13815,或者,lub,5
10662,不断地,stale,39
10220,罪,grzech,37
9992,奖学金,stypendium,43
3725,赫格,hg.,85
3885,粉刺,trądzik,84
14362,视频,wideo,10
6472,爱马仕,hermes.,65
1913,tor,płakowany,33
5320,顶点,cylinder,64
8426,纽瓦克,newark.,56
5653,吉堡,gibbons.,63
13277,叉,krzyż,12
9660,钙,wapń,47
1094,丁醇,butanol.,97
498,敏捷,zwinność,83
12950,星期五,piątek,19
11500,诺曼,norman.,32
6984,干扰,kolidować,38
13126,意大利人,włoski,17
13449,严重地,na serio,14
12066,有利,przychylność,20
7666,错误的,błędnie,62
9840,复数,mnogi,41
586,未经审查,nieocenzurowany,99
2556,硅藻,okrzemka,87
8394,分析师,analitycy.,47
6626,寿司,sushi,68
12297,生物学,bio.,25
13070,抵达,zasięg,9
5058,丧失,utracić,61
2670,锰,mangan,90
13092,惩罚,kara,15
965,soir.,sejp,97
14486,特征,funkcja,9
2394,影片摄影,filmografia,88
1233,二醇,diol.,94
10189,立法,ustawodawstwo,24
1696,纳布卢斯,nablus.,94
5804,出生地,miejsce urodzenia,73
4950,词源,etymologia,66
14173,增加,zwiększony,12
2206,错综复杂,zawiły,88
6238,休闲,rekreacyjny,31
10920,成人,dorosły,33
7955,败钱,deux.,60
10097,护送,eskorta,36
412,贝特塔,beretta.,100
3851,挫败,udaremniony,72
1779,喜来登,sheraton.,94
1142,看门狗,pies podwórzowy,95
3754,肯尼斯,kern.,84
11931,岁,wieczność,12
11782,马克,marc.,30
11121,爱沙尼亚,estonia,37
1521,追索,uciekanie się,94
4024,劈开,rozszczepiać,75
9501,帮派,gangs.,22
13970,做过,zrobił,5
8905,艾美,emmy.,53
13201,借来的,pożyczony,16
54,阿尔戈,argo.,80
5631,可读性,czytelność,54
6678,石灰石,wapień,68
10028,选票,balotować,37
4137,课堂,klasa,75
10795,专员,komisarz,37
165,采取行动,działać na,100
11025,尾巴,ogon,29
9458,坟,grób,38
13627,恰当的,właściwy,12
11440,厄瓜多尔,ekwador,34
11227,例如,np,35
7154,迫在眉睫,nadciągający,63
7182,寡妇,wdowa,60
152,衣帽,tunika,79
2570,篝火,ognisko,88
5660,棺材,trumna,71
10489,屋顶,dach,38
12050,buck,bryknięcie,25
13762,夜晚,noc,11
3606,克莱姆,clem.,86
3872,同名,ekliminacja,84
1220,压扣,krumpler.,97
7332,判决,werdykt,62
3493,闪烁,migotanie,86
5525,撤退,wycofanie się,33
10748,无线的,bezprzewodowy,39
12243,罗素,russell.,26
8567,贫民区,getto,52
298,加法器,sumator,100
9063,还原酶,reduktaza,52
6565,笑脸,smiley.,68
9417,夺走,reat,49
10638,更年轻,młodszy,39
11403,专家,ekspert,24
158,limbo.,otchłań,100
240,吐痰,plucie,27
8114,混合物,mieszanina,55
9519,沙龙,sharon.,48
4236,徘徊,wędrowny,34
9491,贝尔格莱德,belgrad,49
14312,位置,pozycja,6
1687,毫无准备,nieprzygotowany,94
8801,镍,nikiel,52
6485,落后,do tyłu,50
13588,约翰逊,johnson.,12
13251,钟,dzwonek,15
12144,塞尔维亚,serbia,27
4358,酱油,soja,81
6852,复员,demobilizacja,53
12393,金融的,budżetowy,24
13516,相关的,istotnych,12
12468,莫里斯,morris.,24
11544,座位,siedziba,20
1291,适得其反,montażowy,94
9077,黑人,murzyn,47
13380,清楚地,wyraźnie,15
10002,意像,obrazowość,44
7403,紫色,fioletowy,62
74,黯然失色,eclipsing.,39
5231,鲁莽,nieostrożny,76
1282,三合一,triady,66
14171,四月,kwiecień,5
5882,压缩,sprężony,45
13601,划分,dywizje,7
9223,阿巴拉契亚人,appalachian,49
4487,锁匠,lockyer.,81
7215,暴龙,tyrannosaurus.,64
3681,眩晕,zawrót głowy,85
4722,古老,archaiczny,79
11338,驱动,napędzany,35
12951,凯莉,kelly.,19
4071,褪黑激素,melatonina,83
8188,温顺,cichy,58
7066,伯利恒,betlejem,65
13103,传记,biograficzny,17
13419,事先的,wcześniejszy,14
3279,在其中,w nim,87
353,台球,bilard,92
10208,安静的,spokojny,42
4557,帕里,parować,78
5974,刻录机,palnik,71
9345,在家工作,praca domowa,49
1392,征收,nakładanie,96
11728,米兰,mediolan,31
11382,摆脱,elimonować,34
3621,地下水,woda gruntowa,86
8776,木乃伊,mumia,53
6089,扩散,dyfuzja,60
7558,签证,wiza,57
13122,星星,gwiazdy,9
12334,吉布森,gibson.,25
13248,pro,zawodowiec,14
5418,裂缝,rozszczepienie,75
8929,纳粹主义,nazizm,53
12658,乐趣,zabawa,22
11000,嘴,usta,35
7704,狸,szop pracz,61
6878,生物技术,biotechnologia,66
10249,埃斯利昂,epsilon.,42
4530,回火,hartowany,43
12355,航空,lotnictwo,25
13769,理解,zrozumienie,9
12612,史蒂文,steven.,23
13545,陈述,oświadczenie,10
2616,更幸福,szczęśliwszy,90
8550,避难所,schronienie,54
10242,乡村的,wiejski,42
5857,钱包,portmonetka,64
4528,stravinsky.,strawiński,81
14235,允许,pozwala,9
4092,芭蕾舞短裙,tutu.,83
2054,加里波第,garibaldi.,92
13239,巴西,brazylia,16
3918,吉迪,gideon.,84
5754,麻痹,porażenie,73
13425,容易地,z łatwością,14
4087,租户,najemcy,62
5087,杰奎琳,jacqueline.,77
9561,咖喱,curry,44
5368,白种人,kaukaski,75
8928,泡菜,kimchi,53
8580,主管,superintendent,53
10921,金字塔,piramida,32
12136,孟加拉国,bangladesz,27
6672,霸权,zwierzchnictwo,68
4146,pap,papieski,83
4301,西兰花,brokuły,82
7308,猪肉,mięso wieprzowe,63
753,叛教,odstępstwo,98
14336,标准,standardy,11
13732,低的,niska,11
207,roo.,maleństwo,100
14104,握住,trzymany,8
6240,全球定位系统,gps.,14
1614,汽车旅馆,motel,88
7778,枪口,pysk,61
5952,威妥怀疑,wainwright.,72
1920,乡下人,hillbilly.,86
12865,断言,zapewniać,15
4157,伏尔加河,wołga.,83
18,面条,aspekt,55
5790,斯托纳,narkoman,71
5994,酒,trunek,69
5746,遗址,loa.,74
13305,段落,ustęp,14
7550,唤起,sugestatywny,62
8279,蟒蛇,anakonda,57
10444,地质学,geologia,34
10922,纽芬兰,nowa fundlandia,38
10393,情人节,cicha sympatia,41
5691,睾酮,testosteron.,74
13063,波兰,polska,18
5707,心理学,psycho.,73
11528,披,phi.,32
3787,白头,whitehead.,85
326,埃涅阿斯,aeneasza,100
4303,不可替代,niezastąpiony,80
2897,胆固醇,cholesterol,89
13128,介绍,wprowadzenie,10
1010,清醒,trzeźwy,87
7877,酸橙,limonka,60
1946,rid,rażący,72
2599,保镖,ochroniarz,81
13453,艺术家,artysta,12
9506,重力,powaga,48
12963,约翰尼,jasio,19
6466,烤箱,piekarnik,63
13183,部署,rozmieszczony,13
9061,衬衫,koszule,36
9420,种族隔离,apartheid,49
4109,酯,ester,75
3301,persona.,osoba,79
9668,踝,kostka,45
3850,讲话,crosser.,82
12323,ch,gdakanie,25
7040,观众,publiczność,29
1590,凝结,skraplać,51
7682,班卓琴,banjo,62
9101,侧翼,skrzydło,44
3078,凡,cerować,85
2074,百长子,centurion.,85
12294,北约,nato.,26
7081,更简单,prostrowiec,65
9363,建筑师,architekt,43
5273,神学,teologiczny,54
476,代谢物,metabolit.,94
3163,化学家,chemik,71
13803,是,być,5
6143,亚述,asyryjski,66
11695,阴影,cień,29
10341,电信,telekomunikacja,30
8478,铅笔,ołówek,54
5667,卡希尔,cahill.,74
11503,西藏,tybet.,33
5309,短跑运动员,sprinter,60
14449,更长,dłużej,10
9785,埋葬,pochowany,37
13782,日本,japonia,11
3213,填料,podsadzkarz,82
3892,威尔特郡,wiltshire.,84
11623,阿拉伯人,arabowie.,12
4063,基林,killeen.,83
4478,he,heer.,81
7584,空中客车,airbus.,62
7847,巴巴,baba.,61
2071,黑色瘤,czerniak,92
8547,狂怒,wściekły,55
11613,苔藓,mech,32
1056,丝氨酸,serine.,92
13834,向上,w górę,6
3958,潜意识,podświadomy,83
12777,subst.,substancja,21
13843,全部,wszystko,6
1546,牧师,padre,43
7263,后街,cicha uliczka,63
13655,一般来说,ogólnie,7
5576,不料,niespodziewanie,74
3152,穷,najbiedniejszy,88
8851,bl,rażąco,53
39,调试,odpluskwić,90
5224,鞍,siodło,72
6167,布里格,bryg,70
5565,序曲,uwertura,71
6362,小猎犬,pies gończy,69
5950,多瑙河,dunaj,72
11537,衍生物,pochodna,20
8502,保管,opieka,55
14081,消息,aktualności,11
9165,长钉,kolec,47
11994,扩展,rozszerzony,16
4821,斯堪的纳维亚语,skandynawski,74
11065,冥王星,pluton,37
390,脊椎动物,kręgowiec,91
14222,靠近,w pobliżu,9
270,支持者,zwolennik,73
9824,mar,maroons.,40
8708,攀登,wspinaczka,28
11091,卡森,carson.,37
8176,逗号,przecinek,49
10228,自在,wygodna,29
13366,鉴别,identyfikacja,15
12089,妥协,kompromis,19
3330,响尾蛇,grzechotnik,87
7487,洋葱,cebula,58
10957,戒指,rings.,17
65,挫折,komplikacje,74
5517,不朽,nieśmiertelny,59
12274,信号,sygnał,20
4540,山猫,ryś amerykański,65
4815,衣柜,szafa na ubrania,78
4244,工作场所,miejsce pracy,82
5434,堰,jaz,76
52,心跳,bicie serca,99
10626,柠檬,cytrynowy,39
9482,有影响,wpływowy,49
10629,sup,łyk,39
12405,枫,klon,25
6618,西贡,sajgon.,68
12367,疯狂,niepoczytalność,20
11673,壁画,fresk,31
9169,苦的,gorzki,49
4734,子集,podzbiorów,59
3045,黄昏,zmrok,88
386,三叠纪,trias,100
6513,印象主义,impresjonizm,69
2460,窝棚,buda,88
13897,制成,zrobiony,5
7638,航空医学,aeromedical.,62
10413,锋利的,ostry,40
7290,巴士尔,bastille.,63
6064,帕拉斯,pallas.,72
6779,质地,tekstura,60
212,墨时,mistral,100
10426,浆果,jagoda,40
10079,农业,rolniczy,29
5586,幼稚的,naiwny,71
10729,叙述,narracja,38
7499,桌面,pulpit,62
9734,本尼,benny,46
12162,蒙大拿,montana.,27
7234,索索,subdolny,64
13524,回声,echo,13
9838,诺福克,norfolk.,46
2898,互殖,międzyuczelniany,89
11442,完全相同的,identyczny,21
9598,幽默,humor,40
8944,压倒,przytłaczający,37
9771,纤维,włókno,45
6537,coolidge.,chilot,69
1843,马拉莎,maratha.,94
13678,已确立的,przyjęty,10
1960,莱特,lilith.,93
9058,锌,cynk,52
3444,核武器,nuke.,79
12231,小说,powieści,13
12155,车工,tokarz,27
8009,裸,odsłonić,35
10397,大道,zdrowaśka,41
8898,纽扣,guziki,6
8838,勇敢的,odważny,23
1400,最亮的,najjaśniejszy,95
11138,尤金,eugene.,34
11882,斯坦福,stanford.,30
8349,兰利,langley.,57
4532,纪念,upamiętniający,29
8,怪人,geeks.,29
4702,不负责任,nieodpowiedzialny,77
3132,蒙塔格,montague.,88
13774,晚了,późno,11
6193,还没.,havent.,71
8373,琥珀色,bursztyn,57
3939,生物圈,biosfera,84
26,亮氨酸,leucine.,100
3858,腐烂,gnić,78
3985,地雷,gein.,84
7049,酱,sos,64
13869,这样的,taki,5
6498,榛,leszczyna,69
12194,品牌,branding.,17
12590,伊斯兰教,islam,15
7764,旁路,objazd,51
8922,耶和华,jehowa,53
4298,最寒冷的,zimniej,82
11469,票,bilet,27
7680,手淫,masturbacja,57
3405,悄悄三,obrad,87
13868,人们,ludzie,7
8630,cr,criss.,55
12352,布里斯班,brisbane.,25
4913,sophlles.,sofokles.,78
11150,隐藏,ukryć,26
9055,雷雨,burza z piorunami,41
7679,染色体,chromosom,57
8888,糖尿病,cukrzyca,50
267,切线,tangens,97
9858,三明治,kanapka,43
6320,格洛斯特,gloucester.,70
13836,一,jeden,5
6645,overs,przeoczenie,66
7636,踢球者,kickers.,19
7840,一氧化物,tlenek,61
871,芋头,taro.,97
789,哈吉斯,haggis.,98
11364,雅各,jakub,34
9181,斯德哥尔摩,sztokholm,51
7072,重新加载,przeładować,54
2035,苗圃,żłobek,92
675,奇怪地,ciekawie,94
4951,清真寺,meczety,38
12431,供应,służy,11
14292,案例,sprawy,6
13280,语境,kontekst,16
12462,角落,kąt,22
3779,凯西斯,keats.,83
12471,轻微地,nieznacznie,24
14506,汽车,samochody,9
370,凯氏,ckularny,100
11288,锡拉丘兹,syracuse.,35
12311,苏格兰人,scottish.,26
6300,继承人,dziedzic,62
7971,谢赫,szejk,59
2137,机动,zmotoryzowany,92
11173,汉斯,hans.,22
7891,横冲直撞,szał,57
7924,霰弹枪,strzelba,57
3765,榴莲,durian.,85
9330,制作者,producent,41
10381,墨盒,nabój,37
4957,云杉,świerk,77
7926,精子,sperma,60
4150,翻新,odnowiony,58
9154,指挥棒,pałeczka,48
10728,预料到的,przewidywany,23
2057,尖塔,iglica,88
11011,龟,żółw,33
9328,琳达,linda.,50
13182,罗马,rzymski,16
130,静电,elektrostatyczny,89
11152,排球,siatkówka,36
9300,英镑,szterling,50
13291,国家,naród,7
7444,流浪汉,tramp,61
1692,脱水,odwodnienie,89
10884,土壤,gleba,38
13608,h,hant.,12
12964,遗漏,pominięcia,19
14497,读,czytać,5
94,划点,diomedes.,100
6082,毫无价值,bezwartościowy,71
6230,无罪,uniewinniony,70
157,订书机,zszywacz,100
6906,葡萄糖,glukoza,66
3402,耙,brona,84
11343,重新发布,repost.,35
7802,循环,cykloniczny,11
7333,狡猾,zdradliwy,63
13391,堡,fort,14
12580,演讲,przemówienie,22
6367,梅毒,syfilis,70
11846,因素,czynnik,23
4965,中位数,mediana,78
11676,雅加达,djakarta,31
11326,燃烧,palenie,19
8638,雪莱,shelley.,55
7275,盒式磁带,kaseta,62
6689,伪装,przebranie,47
14364,里根,reagan,35
6704,丁戈,dingo,67
10867,突然,nagle,38
6200,迷宫,labirynt,69
12573,更轻松,łatwiej,23
4786,色氨酸,tryptofan.,79
12768,荷兰人,holenderski,21
13081,杂志,czasopismo,17
13079,树,drzewo,16
3724,ar,arend.,85
7730,拦截器,interceptor.,56
775,蚂,forobade.,98
10173,地中海,śródziemnomorski,43
10644,樱桃,wiśnia,39
4941,洗衣店,pranie,78
12829,熏肉,boczek,21
5349,喷出,tryskać,74
13409,12月,grudnia,14
1308,斯瓦姆,swami.,94
3299,西里尔,cyryliczny,87
7794,醉,pijany,60
922,喧嚣,gwar,88
2539,中生代,mezozoiczny,90
7841,赫利,hurley.,61
14133,生活,życie,10
2918,铃,torebka,82
7538,威士忌,szeptem.,62
9148,停,postój,37
8845,画家,malarz,51
3569,拟人,uosobienie,86
10876,清楚的,odrębny,23
11975,盖茨,bramy,21
1665,果阿,goa.,94
1476,蹦床,trampolina,90
10850,成套工具,zestaw,37
13319,台风,tajfun,15
2872,弹性,elastyczność,74
11944,艾莉森,alison.,29
13672,所有的,cały,12
10207,夹克,kurtki,35
8259,僵化,skostniały,58
12839,春天,wiosna,18
2614,幼儿园,przedszkole,89
1410,西塞罗,cicero,95
9658,兰开斯特,lancaster.,47
9956,温,wen.,45
7816,重新检查,sprawdź,60
8265,着陆,lądowania,11
6523,传染性,zakaźny,69
4161,我的全部,moje wszystkie,83
9069,博格,borg.,52
8340,奥林匹亚,olympia.,57
7639,抵押品,zabezpieczenie,61
10998,广阔的,rozległy,38
13286,他自己,samego siebie,16
8275,风车,wiatrak,56
6862,播放,airplay.,66
3567,披露,ujawnienie,85
10821,规范,norma,37
4638,体外,vitro.,80
4288,硕士,mistrz umysłu,72
3095,扭矩,moment obrotowy,88
1967,保姆,niania,93
2001,晕倒,półomdlały,68
887,赤字,deficyty,32
13664,当地的,lokalny,12
9113,斯塔尔,starr.,51
1479,卡加坦,cagayan.,95
12466,凯尔,kyle.,24
11564,至关重要的,kluczowy,32
12346,混乱,bałagan,19
12073,间谍,szpieg,26
7360,弗拉克,artyleria przeciwlotnicza,63
7044,疮,obolały,60
6331,am,amor,68
8896,霍尔特,holt.,53
12178,布雷特,brett.,27
7828,三脚架,statyw,60
71,参考资料,referencyjny.,99
9233,双性恋,biseksualny,43
13326,人力资源,hr.,13
10903,扑克,poker,38
8285,塞米索,seminole.,48
4213,特斯拉,tesla.,82
4030,睡着了,we śnie,83
12340,穆罕默德,muhammad.,25
10660,紫丁香,liliowy,39
2653,马拉士,malathion.,90
13920,在哪里,gdzie,7
1707,火球,kula ognia,92
1668,灌醉,popijawa,94
11830,标题为,pod tytulem,8
11072,偷,skradziony,37
11195,土星,saturn,36
920,水彩,akwarela,97
4853,前列腺,prostata,77
4598,取代,zastąpiony,73
7267,利默里克,limeryk,63
6630,西瓜,arbuz,66
7788,我有,ive.,61
7749,娜奥米,naomi.,61
2495,唐比,debba.,63
12909,暴力,przemoc,20
13713,海,morze,12
7380,sq.,kwadrat,63
12312,全世界,na calym swiecie,26
9151,手榴弹,granat,43
6339,未发布,niewydany,70
13519,恩,ben.,13
11974,显着地,znacznie,29
7873,肇事者,sprawcy,45
11915,校园,kampus,29
13087,金属,metal,17
9676,不列颠哥伦比奈里,britannica.,47
11035,五十,pięćdziesiąt,35
14384,带领,ołów,7
2352,阿亚图拉,ayatollah.,89
8994,鹅,gęś,52
6208,熵,entropia,71
751,塔罗牌,tarot.,98
14029,大约,wokół,8
14055,来,przychodzić,7
2264,穴居人,jaskiniowiec,92
11849,康奈尔,cornell.,30
14066,添加,dodany,5
9271,头盔,kask,43
13029,独特,unikalny,18
9472,麦哲伦,magellan.,49
11772,巴西人,brazylijski,30
5427,溜冰者,łyżwiarz,35
11972,小路,ścieżka,27
1126,栏干,bannister.,97
12769,汉普郡,hampshire.,21
9553,布鲁塞尔,bruksela,47
13383,实施,wprowadzić w życie,13
2731,雷霆球,thunderball.,89
13115,埃及,egipt,17
13859,时间,czas,5
10695,莱昂纳多,leonardo.,39
5121,二乙胺,dietyloamid,77
12637,编程,programowanie,11
7075,合法性,prawowitość,65
7798,赌注,stawka,48
5406,消化,strawić,53
1826,雷尼克,grinch.,94
4368,诚实,uczciwość,81
393,罗霖,długouszka,100
2983,肯辛顿,kensington.,88
2203,配偶,małżonek,89
14233,必需的,wymagany,6
10925,公吨,mt.,37
9805,车库,garaż,44
2881,朱巴,juba.,89
7261,基因组,genom,62
6760,外围,peryferyjny,61
9712,马戏团,cyrk,47
13273,巴黎,paryż,16
7593,地下室,piwnica,61
12974,球,kulki,10
10558,人造的,sztuczny,39
12743,最大限度,max.,22
6056,炮火,obstrzał,72
8517,鸢尾花,irys,56
10099,彼得斯堡,petersburg.,44
14065,难的,twardy,8
3109,河口,ujście,87
4973,肌酸,kreatyna,78
10432,君主制,monarchia,40
2464,自由职业者,wolny zawód,84
9670,合成,synteza,47
1701,布兰卡,blanca.,94
8131,令人愉快的,przyjemny,58
1480,bipartisan.,obupartyjny,95
9309,鲁宾,wcierać,50
8157,瓦,val.,58
10533,界面,berło,38
368,斯瓦希里语,suahili.,100
3264,肽,peptyd,85
7058,日元,jen,65
13903,喜欢,tak jak,5
10892,粉碎,rozbić,29
976,族长,patriarchowie.,82
7785,蝾,salamandra,61
3699,松弛,luźny,83
13236,戴维斯,davis.,15
2404,次大陆,subkontynent,91
12213,钢司机,steelers.,26
6194,经历,przejść,48
14008,直到,dopóki,9
8692,莫莉,pedał,54
12701,高兴的,zadowolony,22
8115,人类学,antropologia,58
2605,云母,mika,90
12383,维护,konserwacja,25
2492,叛徒,zdrajca,76
11107,凯撒,cezar,37
7656,恰尔多,chico.,62
7123,元,yuan,65
13873,任何,każdy,5
2245,典当,pionek,77
13382,d b,db.,15
7549,盛夏,połowa lata,62
12229,不合理,nie usprawiedliwiony,26
2324,施瓦茨,schwarz.,91
3654,rucker.,rurnik.,86
14277,营销,marketing,12
3525,戈兰,goran.,86
11996,海豹,foka,21
3305,拉贾,rajah.,87
11809,克里,kerry.,30
6326,坩,tygiel,70
3597,灵长类动物,prymas,77
9981,9月,września,45
1795,遗传,dziedziczny,94
4819,活塞,tłok,36
6405,克伦威尔,cromwell.,70
6885,bowyer.,bić,66
6962,核桃,orzech włoski,65
9713,哥特,gotyk,47
13699,丹尼尔,daniel.,12
4452,电影迹手,kinematografowie.,65
5089,泰恩,tyne.,58
5463,沙丘,wydma,66
2512,果蝇,drosophila.,90
9410,无意中,nieumyślnie,48
8048,迪科,deco.,59
7050,切萨皮克,chesapeake.,65
2955,克拉,karat,87
10686,莲花,lotos,39
5387,苯,benzen,75
9900,圣德,święta wojna,45
699,达格,dag,96
1137,北极星,polaris.,97
12860,吉他,gitara,20
7201,以利亚,elijah.,64
8407,柴草,pęk,52
10145,法老,faraon,42
14284,虽然,chociaż,5
10498,重写,przepisany,40
6186,坎佩切,campeche.,71
1682,受访者,rozmówcy.,86
6408,机械,maszyneria,70
9555,受体,chwytnik,41
2400,执行者,wykonawca,88
9053,阴霾,mgła,49
10152,口袋,kieszeń,38
1942,拉撒路,lazarus.,93
13120,实际的,rzeczywisty,10
12738,集会,rajd,18
14125,一半,połowa,10
12775,孩子,dziecko,15
6389,凝胶,żel,67
6444,看护人,dozorca,68
1800,黑脚,blackfoot.,94
3759,桐,tung.,85
2886,索,somery,89
6063,失真,zniekształcenie,44
14287,最终的,finał,7
13268,7,7.,16
12591,锻炼,ćwiczenie,20
4094,维纳,parówka,81
2426,低手,niski człowiek,91
10141,活动家,aktywistów,36
7540,塞,serb,62
4247,侵权,tort,80
11908,异常,niezwykły,26
1484,连身裤,kombinezon.,95
11654,安娜,ania,32
3383,爬行,czołgać się,67
2413,肌腱,ścięgno,88
222,泛光灯,sztuczne oświetlenie,97
12474,条约,traktat,18
9990,量子,kwant,44
9848,麻省理工学院,mit.,46
5105,专业,specjalność,68
11460,四十,czterdzieści,32
2946,山羊,kozy.,45
1769,重新分类,przeklasyfikowany,88
8333,集电极,kolektor,50
11650,携带,niosąc,11
6972,盖恩,gurney.,65
6441,下面,podwodny,69
7651,鹏,roc.,62
11649,值得,zasługuje,23
10537,其次,po drugie,40
3477,合作者,współpracownicy,18
4648,非法,nieślubny,79
5749,卡斯蒂利,kastylia.,74
3056,巴塞洛缪斯,bartłomiej,88
13226,向前,naprzód,9
5499,博蒙特,beaumont.,75
1448,婷,ting.,85
13269,理论,teoria,13
2554,听诊器,stetoskop,90
12601,相等的,równowartość,22
4069,图腾,totem,82
11438,干燥,suchy,30
11268,过境,tranzyt,22
2920,盎格劳,angliński,86
11318,玛格丽特,małgorzata,35
11366,宪章,czarter,32
3883,良心,sumienie,84
11402,粗略,bez racji,34
3289,古兰经,koran.,87
9376,风筝,latawiec,49
13343,适当地,odpowiednio,15
3795,空投,airdrop.,74
7732,迪姆,diem,61
4921,最温暖的,najcieplejszy,78
6728,哥林多亚,koryntian,62
13793,到,do,5
1757,韦克里,skop,93
12118,躲避者,dodgers.,24
3408,底格里斯,tygrys,87
9503,也门,jemen,48
6836,钞票,banknoty,36
13012,撤消,nie zrobiony,19
6666,退回,resią,68
14024,四分之一,kwartał,9
4779,反物质反物质,antymateria,79
8575,专政,dyktatura,52
7762,海伦娜,helena.,61
2488,漏斗,lejek,86
5919,神,bóstwo,62
9103,钾,potas,51
13048,辛辛那提,cincinnati.,18
8379,钟声,diamondbacks.,55
6682,陡,stromy,65
5869,罗勒,bazylia,73
14059,单元,jednostka,6
10109,身份定地,niezidentyfikowany,43
2086,zippy.,pełen werwy,92
986,袜带,podwiązka,94
12125,城堡,zamek,27
8468,未解答,bez odpowiedzi,56
12059,分数,znaki,7
14058,知道,wiedzieć,7
8714,出奇,zaskakująco,54
13580,正式的,formalny,12
13617,桌子,stół,12
13987,案件,sprawa,6
116,卡帕,kapa.,100
6933,莱比锡,lipsk,66
6722,郑,cheng.,67
11683,更喜欢,woleć,9
3081,减去,odejmować,62
12072,贾,ja.,28
6561,内罗毕,nairobi,69
5196,粒子,cząstki,48
7347,海因,heinie.,63
7620,一致,jednomyślny,47
5486,isaiah.,izajasza,75
14192,同意,zgoda,11
8403,锡克教笑,sikh.,48
2650,加密,crypto.,90
2325,男中音,baryton,91
7230,内外回车,outback.,64
3959,板栗,kasztan,82
1846,国库,skarb państwa,94
10178,米克,mick.,43
5955,费,usprawiedliwiony,72
11877,当代的,współczesny,29
8204,塞西尔,cecil.,58
952,squ,szkwał,90
10901,伪造的,podróbka,35
5132,邦迪,bundy.,77
4800,露出,wystawienie,35
6761,促销,promocja,67
13670,条款,warunki,8
825,公寓,kondominia,85
14440,书,książka,9
6345,merc,bławatnik,70
10070,疲劳的,zmęczony,25
625,立法者,lawmakers.,94
5701,comm..,apr,61
3620,一般,gola,86
3874,捷径,skrót,77
2660,最富裕的,najbogatszy,90
8174,哈瓦那,hawana,58
6080,姨妈,ciotka,70
11677,歌词,tekst piosenki,28
4191,旋转器,błonicy,55
6336,神学院,seminarium duchowne,67
682,陷入,bogactwo.,71
2562,拜罗士斯,białoruski,90
9096,拖,ciągnąć,42
3836,反垄断,antymonopolowy,85
6108,丁锅,sukiennik,72
6058,楼上,na górę,72
12667,全体人员,załoga,19
1481,防病毒,antywirus,95
5260,瑕疵,wady,47
2090,法兰克福,frankfort.,92
1624,支气管炎,zapalenie oskrzeli,94
13775,爱尔兰,irlandia,11
3014,帕特里斯,patrice.,88
6013,专栏作家,felietonista,67
12903,奥克兰,oakland.,20
8643,前景,perspektywa,41
12760,布拉德,ćwiek,21
14164,制作,robi,5
13659,解决,rezolucja,12
2182,庭院,dziedziniec,91
5633,波莫纳,pomona,74
5918,无标题,nieuprawny,72
13621,等等,itp,12
