ID,CHINESE,HINDI,INTERVAL
10558,人造的,कृत्रिम,38
6966,不利,प्रतिकूल,63
8567,贫民区,यहूदी बस्ती,50
8680,法西斯,फ़ासिस्ट,46
6304,bec,बीईसी,68
13527,技术,प्रौद्योगिकी,12
6551,流行性,महामारी,63
4450,portage.,भारवाहन,80
11223,索马里,सोमालिया,34
12598,传奇,दंतकथा,20
13223,最高,उच्चतम,16
12613,誓库,एएफडी,22
4176,lanier.,लैनियर,81
448,救生艇,जीवन नौका,95
11947,歌剧,ओपेरा,22
10929,泊位,बर्थ,33
2524,暴君,तानाशाह,84
5411,劳代理,lauderdale,74
8861,蒂芙尼,टिफ़नी,51
7434,口音,लहज़ा,52
4860,断头台,गिलोटिन,77
14226,自由的,मुक्त,5
9637,扫,झाड़ू मारना,27
2713,伯威克,बेरविक,88
6951,别克,ब्यूक,63
12450,鸭,बत्तख,19
9144,盘子,प्लेटें,19
4419,同位素,आइसोटोप,68
3734,电车,ट्राम,77
13308,科罗拉多州,कोलोराडो,15
12739,听到,सुनो,17
7845,欧拉,यूलर,58
13122,星星,सितारे,9
857,美沙酮,मेथाडोन,97
5229,里士斯,कैस्पियन,75
3224,恶意化,ग़ैरफ़ौजीकरण,83
12340,穆罕默德,मुहम्मद,24
7876,浮游生物,प्लवक,58
12818,东北,ईशान कोण,20
2141,格子,गेटलिंग,92
7230,内外回车,आउटबैक,62
3872,同名,नामस्रोत,82
3196,isl.,आइएसएल,33
4083,雪地摩托车,स्नोमोबाइल,79
178,贝塞斯达,बेथेस्डा,100
4379,加速,में तेजी लाने के,34
2553,波利尼西亚,पोलिनेशिया,90
3991,relata.,रिलेटा,82
770,预防措施,निवारक,98
5340,小册子,पुस्तिका,63
6075,残忍的,निर्दयी,70
9771,纤维,रेशा,43
7997,白炽灯,गरमागरम,57
13914,存在,प्राणी,5
4987,箍,घेरा,65
13088,墙,दीवार,16
5590,宠坏了,बिगड़ा हुआ,49
2414,牙刷,टूथब्रश,90
12662,黑名单,काला सूची में डालना,12
8216,混蛋,गधे,52
6889,罗梅罗,रोमेरो,64
3035,雅各布,जैकोबी,88
14312,位置,पद,6
8565,生姜,अदरक,53
6809,杠杆,उत्तोलक,62
12622,奥达,ओडीए,22
1960,莱特,लिलिथ,92
5675,责任,देयता,70
13768,本身,अपने आप,11
6494,凛,रिन,67
12777,subst.,सुस्त,20
5545,铲果,स्कूपर,73
13454,玩笑,मज़ाक,12
7953,避孕套,कंडोम,55
34,员工,कर्मचारियों,87
14037,区域,क्षेत्र,9
5624,铢,बाट,73
6006,neanderthal.,निएंडरथल,70
4249,minesweeper.,सुरंग हटानेवाला ट्रालर-जहाज़,76
7261,基因组,जीनोम,60
7779,筋,पेट फूलना,59
3332,扁虫,फ्लैटवर्म,86
7847,巴巴,बाबा,58
8788,奥韦尔,ऑरवेल,52
6099,健美,शरीर सौष्ठव,63
11627,等待,प्रतीक्षा करना,14
6613,黑貂,सेबल,66
8102,邻接,पड़ोसी,35
13114,司机,चालक,12
6611,舒伯特,श्यूबर्ट,66
1271,贪婪的,लालची,95
13634,未注册,अपंजीकृत,12
4902,保险杠,बम्पर,73
614,查看,जाँच,92
13639,很遗憾,दुर्भाग्य से,12
8027,伊莎贝尔,इसाबेल,57
13653,伊拉克,इराक,12
9712,马戏团,सर्कस,45
7016,reeves.,रीव्स,54
11037,多余的,अनावश्यक,33
946,blenheim,ब्लेंहिएम,97
13437,te.,ते,14
8774,弗洛伊德,फ्रायड,52
2050,弹头,वारहेड,75
12737,磨坊主,चक्कीवाला,21
3705,疯子,पागलों,46
6401,库尔德斯坦,कुर्दिस्तान,68
8229,权威性,आधिकारिक,54
9209,蒙娜,मोना,49
8896,霍尔特,उपवन,51
13062,女孩们,लड़कियाँ,12
7219,车道,गलियों,25
4500,夏,कैरन,79
4944,犹太岛,जियोनिस्ट,40
2557,赫赫特,hecht,90
5066,莱蓝,लीलैंड,76
641,位图,बिटमैप,99
9281,关系,रिश्तों,25
1692,脱水,निर्जलीकरण,88
3902,逃离,दूर हो जाओ,81
5712,犯规,फाउल,34
12696,图案,प्रतिरूप,19
7706,阿尔卑斯山,आल्पस,55
9280,婆婆妈妈,xiv,48
13963,自己的,अपना,7
10580,viii.,आठवीं,38
3394,首字母缩略词,परिवर्णी शब्द,58
9466,尼亚加拉,नियगारा,47
7568,无论何处,जहां कहीं भी,60
1412,破擦,डैश,45
3706,ade.,एडीई,84
11926,圣经,बाइबिल,27
8278,玛拉,मारा,54
3119,插座,सॉकेट,76
5772,提炼,निचोड़,36
14442,决定,फैसला किया,7
10157,埃尔维斯,एल्विस,42
9585,feat,करतब,44
8624,疱疹,हरपीज,53
389,镓,गैलियम,100
9639,cfm.,सीएफएम,46
1153,inane.,बेहूदा,94
13198,可接受的,स्वीकार्य,6
14178,欧洲的,यूरोपीय,10
537,菲斯,फेज,99
2931,最远,सब से अधिक दूर,88
8676,队伍,आकस्मिक,38
12987,jean.,जीन,18
2816,spranchnology,स्प्लाननोलॉजी,88
732,kumara.,कुमार,98
2015,看不见,अगोचर,92
13699,丹尼尔,डैनियल,12
1060,勺子,चम्मच,50
28,衍射,विवर्तन,100
10581,忌,बोबेट,38
4567,大提琴,वायलनचेलो,79
10604,购物,खरीदारी,23
2361,陵,मकबरा,90
13399,热的,गरम,14
8469,霍乱,हैज़ा,54
8464,轮椅,व्हीलचेयर,53
14323,质量,गुणवत्ता,8
14429,定价,कीमत,17
8457,弗里茨,फ़्रिट्ज़,54
9029,西伯利亚人,साइबेरियाई,50
4669,hell,हेल्लर,78
584,陆地风格,लैंडस्टॉर्म,99
11674,害怕的,डरा हुआ,30
3102,收缩,सिकोड़ना,70
10521,贫困,गरीबी,39
11004,伯纳德,बर्नार्ड,36
1917,夸夸,क्वार्क,89
2809,引流,जलनिकास,88
8007,澳大利亚,ऑस्ट्रेलियाई,50
487,夸张,अतिशयोक्ति,59
11945,第十一,ग्यारहवें,28
10758,七叶树,बकआईज़,34
4988,萨利纳,सलीना,64
1867,静水压,हीड्रास्टाटिक,92
4749,phyllis.,फिलिस,78
12252,节点,नोड्स,22
10562,博尔德,बोल्डर,38
11778,不合适,अनुपयुक्त,29
2969,槌,लकड़ी का हथौड़ा,86
6347,谜语,डिर,68
13992,基于,आधारित,8
12775,孩子,बच्चा,15
10863,根,जड़,28
4877,萤火虫,जुगनू,76
13066,受伤,चोट खाया हुआ,16
12502,城市的,शहरी,22
7157,窗帘,परदा,59
7410,终极原则,अंतिम चेतावनी,62
184,戈拉,गुल्ला,100
5570,白衣,व्हाइटी,73
3264,肽,पेप्टाइड,84
1105,差动,विवादात्मक,79
10406,锅,मटका,38
13363,黎巴嫩,लेबनान,14
9115,误解,गलतफ़हमी,42
11137,别墅,विला,35
2222,肉桂,दालचीनी,91
12024,布拉,बकवास,27
1259,组装,कोडांतरण,18
11258,猪,सूअर,28
2584,拥抱,झप्पी,60
6934,巴库,बाकू,64
7318,塞萨尔,सेसर,58
6658,雕琢,खोदनेवाला,66
4321,霍比特人,hobbit,80
7609,阿卡普尔科,एकपुल्को,60
283,特写,क्लोज़ अप,98
10101,穿着,सजे,25
1913,tor,आग लगा दी,31
1562,玛塔,मत्ता,95
12710,唐纳德,डोनाल्ड,21
7508,scaife.,स्काईफ,61
5505,配额,कोटा,66
2828,不保护,असुरक्षित,50
5165,asher.,आशेर,75
1656,阿比林,एबिलीन,94
12027,蒸汽,भाप,27
7498,梧桐,सिंधु,61
11910,暴动,दंगा,15
14075,使用权,पहुँच,8
10684,克里斯蒂,क्रिस्टी,35
2438,datsun.,डैटसन,87
12044,密尔沃基,मिलवौकी,27
4384,捕捉器,स्नैपर,64
8232,塞丽娜,सेरेना,56
1467,平流层,समताप मंडल,92
13251,钟,घंटी,15
42,身材,डील-डौल,100
9510,管道,पाइप,38
6329,迎风,विंडवार्ड,62
4449,升,लीटर,47
4879,雇佣兵,किराये का,59
7236,参考书目,ग्रन्थसूची,61
9970,嬉皮士,हिप्पी,40
13389,摇头,वागर्स,14
2871,ren,गुर्दे,88
1135,玻利瓦尔,बोलिवार,96
14257,网络,नेटवर्क,8
5789,朱迪思,जूडिथ,71
1402,塔玛拉,तमारा,95
10199,辐,स्पोक,40
1103,sortie.,धावा,53
14173,增加,बढ़ा हुआ,12
1926,伯爵夫人,काउंटेस,92
10021,成分,अवयव,27
1929,胆汁,पित्त,92
10445,脖子,गर्दन,37
3496,追溯,पूर्वव्यापी प्रभाव से,74
8433,不打击,अनरैंक,54
4361,批评,आलोचना,44
4356,芫,daphne,80
7724,和解,सुलह,59
11056,茶,चाय,36
2227,解释器,पार्सर,89
12172,千年,मिलेनियम,26
5099,寡不对待,अधिक संख्या,71
9772,牛棚,बुलपेन,44
7906,ratiocinate.,रतन,58
8367,托比,टोबी,55
1746,巴卡,बाका,93
10346,温室,ग्रीन हाउस,40
621,丁尼森,टेनिसन,99
14169,记录,अभिलेख,7
269,直立,खड़ा करना,46
14507,中心,केंद्र,9
8,怪人,गीक,28
2231,果仁巧克力,ब्राउनी,88
2904,因弗内斯,इन्वरनेस,88
7235,柯特兹,कोरटेज,62
9705,停滞不前,ठप,36
2979,更高的,लम्बे,88
8626,nb.,नायब,53
13995,大的,बड़ा,6
8482,粮食,अनाज,48
13991,贸易,व्यापार,12
2400,执行者,निष्पादक,88
8651,笔记本电脑,लैपटॉप,53
5426,出发,सेट करें,74
627,地震表,भूकम्पमापी,94
11374,纳什,नैश,33
8420,magn,मैग्नम,54
707,slone.,स्लोन,98
5465,摄氏度,सेल्सियस,73
8620,墨水,स्याही,48
9270,胡萝卜,गाजर,47
5771,珠子,मनका,62
9813,五角大楼,पंचकोण,42
5670,格拉斯,ग्रास,72
2859,通风,हवादार,83
3122,紧身胸衣,चोली,71
13656,大西洋,अटलांटिक,12
9051,安乐死,इच्छामृत्यु,50
1861,zonta.,ज़ोंटा,93
9921,刷新,ताज़ा करना,40
3805,驯服,वश में,68
9939,律师,वकील,35
5634,让人想起,याद ताजा,65
4293,动物学,जीव विज्ञानं,75
5351,伊利亚,इलियड,74
10176,拉合尔,लाहौर,41
10332,佛罗伦萨,फ़्लोरेंस,40
2058,手动,दम,92
5512,拉扯,खींचतान,17
5888,流星,उल्का,66
10651,选项,विकल्प,6
6367,梅毒,उपदंश,68
1179,乱堆,भीड़-भाड़,89
4224,希腊主义,हेलनास्टिक,80
5122,fe,मरता हुआ,76
4458,折纸,ओरिगेमी,80
12801,深的,गहरा,20
9395,安德斯,ऐन्डर्स,47
4207,补偿,कमी पूर्ति,41
13257,小心,सावधानी से,7
6746,家具,फर्नीचर,65
14256,呼叫,कॉल,8
9279,冰球,शरारती बच्चा,48
4280,花栗鼠,चिपमंक्स,59
1600,发电机,डायनेमो,52
10819,马可,मार्को,37
6962,核桃,अखरोट,63
1725,可爱,देखने योग्य,93
10869,den,मांद,36
6823,唐娜,डोना,63
5972,下沉,हौज,50
7819,露西亚,लुसिया,59
344,羟,हाइड्रॉकसिल,83
11867,药物,दवा,28
12045,机车,लोकोमोटिव,18
6444,看护人,देख भाल करने वाला,66
9037,苛刻,की मांग,19
8089,拉,लार्स,45
3299,西里尔,सिरिलिक,86
9071,克罗地亚语,क्रोएशियाई,50
11369,投入的,समर्पित,29
5243,地窖,तहख़ाना,72
10632,里希特,रिक्टर,38
597,殖民者,उपनिवेशों,90
12828,婴儿,शिशु,19
3924,雷鸟,थंडरबर्ड,83
6012,胫骨,टिबिअ,70
7149,传教士,मिशनरी,54
6735,鲶鱼,कैटफ़िश,65
5740,兽医,पशुचिकित्सा,72
3142,精神活性,साइकोएक्टिव,87
9623,figura.,फिगुरा,46
3153,庞巴迪,बम गिरानेवाला,86
1627,亚麻,फ्लेक्स,94
4606,mein,मीन,79
1052,葡萄糖酸盐,ग्लुकोनेट,97
2769,亚的斯,अदीस,88
4882,罗宾斯,रॉबिंस,75
11954,奴隶制,गुलामी,28
1166,经塞思思主义,ट्रांससेक्सुअल,88
11287,磁带,फीता,26
5992,海马,समुद्री घोड़े,70
6352,lambda.,लैम्ब्डा,68
4799,二次,द्विघात,77
11316,肩膀,कंधा,29
14410,看着,देखना,5
4074,克里米亚,क्राइमा,82
13172,11月,नवम्बर,16
5764,尼克西,मत्स्यस्री,71
7266,罗阿诺克,roanoke,62
7103,灭绝,दुर्लभ,42
7629,amish.,अमिश,60
1942,拉撒路,लाजास्र्स,92
11002,吹,फुंक मारा,28
879,梁梁,बीम,53
8239,雪人,हिम मानव,56
227,美容,सौंदर्य प्रसाधन,100
10915,gi.,गी,36
13071,挑选,चुनना,12
7578,阿梅利亚,अमेलिया,60
986,袜带,गेटिस,93
3699,松弛,निर्बल,82
4154,对冲,हेजेज,57
13883,系统,प्रणाली,8
12357,机构,संस्थानों,6
6110,coppa.,कोप्पा,70
10270,吨,टन,29
11036,巴哈马,बहामा,36
12709,aren.,नहीं कर रहे,21
5862,政治局,पोलितबुरो,71
13179,罪行,अपराध,10
3962,亨德尔,हैंडल,82
6798,肺炎,निमोनिया,65
1775,吉拉,गिला,93
3549,节肢动物,सन्धिपाद,84
7730,拦截器,इंटरसेप्टर,54
5400,拉米,रामी,73
210,马隆蒂,ईसाई,100
11416,游行,परेड,31
3581,平日,काम करने के दिन,63
8673,爱沙尼亚人,एस्तोनियावासी,50
7616,karma.,कर्मा,60
1719,文本文件,टेक्स्ट,93
6071,蒙特里,मोंटेरी,70
8338,栅格,रास्टर,55
14164,制作,बनाता है,5
7024,外部的,बाहरी,63
6475,企业家,उद्यमी,62
4174,弹片,गंजगोला,81
9932,荒地,हीथ,43
285,臭,सुगंधित,99
9145,公然,खुले तौर पर,49
6580,拉蒙,रामन,66
10055,庞蒂亚克,पोन्टिएक,42
6968,佐罗,ज़ोरो,64
1732,特许权使用费,रॉयल्टी,64
7121,winslow.,विंसलो,63
13218,海洋,सागर,15
7006,acyl.,एसाइल,63
219,boozer.,शराबी,100
3711,samson.,सैमसन,84
13054,抓住,पकड़,11
1695,最慢,धीमी,94
7698,痈,बड़ा फोड़ा,59
152,衣帽,अंगरखा,77
8523,bon,बॉन,53
3387,铭文,शिलालेख,66
7565,贝宁,बेनिन,61
1232,溴化物,ब्रोमाइड,95
4201,太平洋标准时间,pst,81
5684,锚,संन्यासिनी,72
13072,海浪,लहर,15
10387,亚军,एयरमैन,40
5987,水印,वाटर-मार्क,63
14083,重要的,महत्वपूर्ण,7
7131,霉菌,मेस्केलिन,63
5685,巨头,टाइकून,71
14255,很重要,चर्चाएं,100
9436,哥本哈根,कोपेनहेगन,47
10164,奥马哈,ओमाहा,41
2429,anc,एएनसी,90
3048,釜,हंडा,87
13522,存根,ठूंठ,12
6791,节奏,तालबद्ध,64
10809,买,खरीद लिया,37
12589,阿姆斯特朗,आर्मस्ट्रांग,22
1931,雹暴,मूसलधार बारिश,88
11075,爱达荷州,इडाहो,35
5602,文件名,फ़ाइल का नाम,71
11616,种族主义,जातिवाद,31
9321,康沃尔郡,कॉर्नवाल,42
1222,托斯曼斯斯特,टोस्टमास्टर,94
3717,纳巴马,नापलम,84
4697,舒尔茨,शुल्ज़,77
10052,橡皮,रबर,42
10212,米尔顿,मिल्टन,41
8959,snafu.,घपला,50
11169,市,नगर पालिका,24
10275,奥托,ओटो,41
10986,杂交种,हाइब्रिड,35
9419,仙女,परी,46
7828,三脚架,तिपाई,58
2692,肾上腺,अधिवृक्क,89
6322,精神分裂症,एक प्रकार का मानसिक विकार,68
2305,羧基化酶,कार्बोज़ाइलेस,90
1756,同学,सहपाठियों,83
4079,食人魔,आदमख़ोर,81
557,厌氧,अवायवीय,99
10669,社论,संपादकीय,34
12650,坦帕,टैम्पा,22
905,栽培,खेती,63
710,马背,घोड़े की पीठ,98
13714,冠军,चैंपियंस,9
8858,锣,घंटा,51
5688,razorback.,रेजारबैक,72
675,奇怪地,दिलचस्प,93
7067,不规律的,अनियमित,43
9207,霍金斯,हॉकिन्स,49
9226,情绪化,भावुक,30
7423,安吉丽娜,एंजेलीना,62
10307,po,पो,40
9722,监视,निगरानी करना,45
13453,艺术家,कलाकार,12
6189,如今,आजकल,69
8277,牙科,दंत चिकित्सा,55
7122,牛腩,sirloin,63
9439,安道尔,एंडोरा,47
10306,kt.,के.टी.,40
230,亚组,उपसमूह,90
7415,争论,धक्का मुक्की,60
9295,排除,हटाना,15
575,海滨,समुंदर के किनारे का,99
9943,惠勒,व्हीलर,43
11744,舰队,बेड़ा,29
14318,总是,हमेशा,9
11738,格雷戈里安,ग्रेगोरियन,30
14403,很快,जल्द ही,9
14383,提议,प्रस्ताव,9
6068,坚持,इस बात पर जोर,26
12127,恐惧,डर,21
7275,盒式磁带,कैसेट,60
3775,白话,मातृभाषा,84
4259,牧童,गोबर,81
67,lazier.,आलसी,100
6482,离线,ऑफ़लाइन,67
5062,vesuvius.,विसुवियस,76
11776,罗纳德,रोनाल्ड,29
7872,无限地,असीम,26
4715,腿筋,पंख काटना,78
4560,kut.,नूट,79
4721,赛季中期,बीच मौसम,78
8168,加热,तप्त,18
13571,各种各样的,विभिन्न,12
7912,莱斯,लिएंडर,58
867,不消化,कपटी,95
6955,贼,चुरा लेनेवाला,64
14006,c,सी,6
6749,梅苏,मीयूज,65
7653,ieee.,आईईईई,60
6311,残骸,मलबे,68
9472,麦哲伦,मैगलन,47
11735,ta.,टा,29
6533,倡导,वकालत,67
11063,可乐,कोला,36
708,逼债,धुंधला काले रंग,79
7429,斯特斯特,धारा,62
12175,妻子,बीवी,26
11573,爱迪生,एडीसन,31
12352,布里斯班,ब्रिस्बेन,24
10404,噪音,शोर,39
12081,轰击,बमबारी,26
12004,水平,स्तरों,10
768,镉,कैडमियम,98
13210,选举,चुनाव,9
6013,专栏作家,स्तंभकार,65
3715,洗碗机,बर्तन साफ़ करने वाला,80
560,处女膜,हैमेन,99
1950,答对了,बिंगो,92
1776,轰响,बौंक,92
7277,骰子,पासा,60
3340,kerplunk.,केरप्लंक,86
13868,人们,लोग,6
2110,彭定滕,खड़ाऊँ,88
11650,携带,ले जाने,11
12008,轴承,सहन करना,11
11698,取消,रद्द,22
7409,波希米亚,बोहेनिया का,58
6900,占,जिम्मेदार,5
1718,ros.,रोस,35
3060,棱角,कोणीय,87
6608,非学童,अचूक,66
4728,脚趾,पैर की उंगलियों,47
3263,拥有,के पास,19
1938,认识,जानकार,91
12292,莫斯科,मास्को,25
6118,新手,नौसिखिए,67
2461,托阿,टोआ,90
6057,克里特岛,क्रेते,70
8503,国籍,सिटिज़नशिप,54
6981,ew.,ईडब्ल्यू,64
618,利可拉德,लाभप्रद,99
14406,走向,की ओर,12
2811,旁观式,एक प्रकार का मादक द्रव्य,88
12066,有利,एहसान,20
7806,alfonso.,अलफोंसो,59
14072,命令,आदेश,8
14325,通讯,संचार,8
14050,状态,राज्य अमेरिका,6
116,卡帕,कपा,100
2967,蒙面,छिपा हुआ,37
6198,旗舰,फ्लैगशिप,69
6103,桁架,पुलिंदा,70
2748,布尼安,बुन्यान,88
13032,确切地,बिल्कुल सही,18
2649,勃艮第,बरगंडी,89
13293,必要的,ज़रूरी,15
4444,租赁,किराये पर लेना,73
9897,管子,ट्यूब,39
4196,神经元,न्यूरॉन,68
12379,重量,वजन,22
5299,不当行为,दुराचार,75
7919,七十,सत्तर,46
4588,蒙皮奇,क्रांतिवृत्त,79
2465,马夫,दूल्हा,75
2853,傅里叶,फूरियर,88
10068,凯瑟琳,कैथरीन,42
8599,多媒体,मल्टीमीडिया,53
6132,劣质煤,मैगी,69
5788,sadr.,सदर,71
12790,打败,परास्त करना,9
3953,贝雷克,बेरेत,71
10170,杰伦塔,जून्टा,41
9272,albion.,अल्बियन,48
9765,林奇,वध करना,41
2328,不休,अंतहीन,90
1547,orgy.,नंगा नाच,92
12834,大多,ज्यादा टार,20
11196,十三,तेरह,34
13347,歧义,बहुविकल्पी,14
1701,布兰卡,ब्लैंका,94
13381,使命,मिशन,12
11370,德里,दिल्ली,33
13278,拍,थपथपाना,14
13719,阿卡,उर्फ,12
8266,ee.,ईई,55
3169,转移酶,ट्रांसफेरेज़,87
13666,王国,साम्राज्य,12
5048,vivat,विनाट,76
9118,欧米茄,ओमेगा,49
9741,嘉洛,कार्लो,45
11281,看法,परिप्रेक्ष्य,32
13081,杂志,पत्रिका,16
12126,十亿,एक अरब,26
10062,取消资格,अयोग्य घोषित कर दिया,41
3372,缺点,कमियों,83
10690,恐怖,डरावनी,37
5366,out,निवर्तमान,74
7034,溶剂,विलायक,56
6992,背风,हवा का,59
1986,未爆炸,बिना फटे,92
11296,十五,पंद्रह,33
8968,睡眠,सो रहा,16
4033,差价合约,सीएफडी,82
8630,cr,आड़ी,53
6340,新奇,नवीनता,65
5847,internationale.,इंटरनेशनल,71
12018,半岛,प्रायद्वीप,27
12711,公共汽车,बस,19
4366,parton.,पार्टन,80
5737,格洛弗,दस्ताने करनेवाला,72
8105,有意识的,सचेत,56
5339,堆,ढेर,67
12229,不合理,अन्यायपूर्ण,25
1585,布吉,बूगी,94
10286,直升机,हेलीकाप्टरों,24
753,叛教,स्वधर्मत्याग,98
12230,时髦的,कूल्हा,25
7306,拉皮条,दलाल,60
4937,暴风雨,तूफ़ान,75
8628,口号,नारा,43
13410,哈利,सताना,12
10970,杂项,विविध,36
2306,扫帚,झाड़ू,88
14445,测试,परीक्षण,5
4380,berkowitz.,बर्कोविट्ज़,80
10099,彼得斯堡,पीटर्सबर्ग,42
10505,芯片,टुकड़ा,28
3422,军械库,शस्रशाला,82
1613,锡兰,लंका,94
3047,烙,क्राफ्टर,88
1784,下水道,गंदा नाला,83
1723,表彰,सराहना,54
12706,耶稣,यीशु,21
13583,意大利,इटली,12
910,托鲁,टोरू,92
4554,普罗米修斯,प्रोमेथियस,79
1159,rorschach.,रॉर्सचाक्,96
9266,马丁内斯,मार्टिनेज,48
3942,泛滥,शोषित,40
5919,神,देवता,61
14392,部分,पार्ट्स,8
6296,生活方式,बॉलीवुड,62
140,回放,प्लेबैक,100
12904,蜘蛛,कातनेवाली,19
6131,赎金,फिरौती,68
2211,自动售货,वेंडिंग,90
12135,af.,ए एफ,26
5575,吸收,अवशोषण,71
5580,背心,बनियान,55
11730,埃塞俄比亚,इथियोपिया,30
2459,香烟,सिगरेट,48
1148,露天,नुडिब्रांच,96
9173,接触,अनावरण,47
2248,达达,बापू,91
2196,罗谢尔,रोशेल,91
3223,法轮,फालुन,87
10037,感知,महसूस किया,38
13333,合理的,यथोचित,6
12232,巴拿马,पनामा,25
3550,管理人,प्रबंधकीय,85
13202,越南,वियतनाम,16
9174,祝贺,बधाई हो,41
6468,险恶,भयावह,67
3312,航空学,एयरोनॉटिक्स,69
728,儒家,डगोंग,97
1928,shr.,एसएचआर,92
9679,盔甲,हाथ - या,20
9604,moi.,मोई,46
6844,哈桑,हसन,65
4999,破裂,टूटना,63
3446,博拉,बोरा,80
8619,厨房,रसोईघर,40
3719,落叶,झड़नेवाला,84
10806,边界,बाध्य,28
13476,直的,सीधा,13
5723,出纳员,टेलर,69
10988,水果,फल,32
4907,女权主义者,नारीवादी,71
3050,蓟,थीस्ल,80
7520,不礼貌,असभ्य,60
6418,碳质,कारबोनकेयस,68
12923,而且,इसके अलावा,19
7419,成就,उपलब्धियों,30
10895,民兵,मिलिशिया,34
13034,荷兰,नीदरलैंड,18
1698,海藻,समुद्री सिवार,94
3186,口才,वाग्मिता,77
7317,玛德琳,मेडेलीन,62
9730,凸,उभाड़ना,44
9093,毕业,स्नातक,34
7335,老年,बुज़ुर्ग,62
11914,伯明翰,बर्मिंघम,28
93,微处理器,माइक्रोप्रोसेसरों,73
9529,洗澡,स्नान,40
2768,戈尔亚日,goliath,88
10335,击球手,बल्लेबाजों,40
14382,完全的,पूरा,8
12753,视窗,खिड़कियाँ,11
11533,好奇的,जिज्ञासु,31
5833,居里,क्यूरी,66
368,斯瓦希里语,swahili,100
2635,anomie.,एनीमी,89
8550,避难所,शरण,52
110,dravidian,द्रविड़,100
12043,地铁,भूमिगत मार्ग,27
6622,恋童癖,बाल यौन शोषण,66
13201,借来的,उधार,15
12810,瑞士,स्विट्ज़रलैंड,20
581,icbm.,आईसीबीएम,99
1827,防弹,बुलेटप्रूफ,93
1401,玛格丽塔,मार्गरीटा,95
1054,滕,टेंग,96
9320,喜悦,हर्ष,46
11683,更喜欢,पसंद करना,9
9140,克莱斯勒,क्रिसलर,49
3885,粉刺,मुंहासा,83
7018,黑客攻击,हैकिंग,36
3069,基础知识,बुनियादी बातों,31
14335,伟大的,महान,8
10359,威斯敏斯特,वेस्टमिनिस्टर,40
11256,诡计,छल,28
5259,狠,दयाहीन,74
3365,中断,व्यवधान,41
12118,躲避者,डाजर्स,23
6495,统治者,शासकों,49
6601,曲调,धुनों,37
5646,原教旨主义者,कट्टरपंथी,65
744,屋,अपस्टेट,98
3938,二甲氧基,dimethoxy,82
8909,巴比伦,बेबीलोन,51
14494,洛斯,लॉस,37
5353,bataan.,बेटान,74
3881,概念性,वैचारिक,73
14271,真的,वास्तव में,9
1174,甘蔗,कार्ने,93
12105,罗里,रोरी,26
12248,某处,कहीं,25
3707,太阳镜,धूप का चश्मा,84
9251,锡,टिन,48
12564,剧院,थियेटर,22
10811,伦纳德,लियोनार्ड,37
2215,编解码器,कोडेक,85
10927,塑料,प्लास्टिक,35
2934,报复,प्रतिकार करना,43
12830,车轮,पहिया,15
12116,ch.,चौधरी,26
494,夜间,रात्रि की बेला,99
9547,列支敦士登,लिकटेंस्टाइन,46
2640,麦芽,माल्ट,87
4124,放纵,आसक्ति,66
11832,蒙古,मोंगो,29
5337,针,सुई,68
10430,弗兰兹,फ्रांज,39
9798,游侠,रेंजर,16
2048,副标题,उपशीर्षक,68
119,卡马拉,कमारा,100
2648,线粒体,माइटोकांड्रिया,89
12776,覆盖范围,कवरेज,20
2925,goldwater.,गोल्डवाटर,88
139,assamese.,असमिया,100
4189,弗里拉,fleury,81
4151,贝恩,बैन,81
3568,步枪手,राइफल करनेवाला,85
7032,罗得岛,रोड्सिया,63
3635,解密,अवर्गीकृत,84
13167,gogo.,गोगो,16
7878,scimitar.,कृपाण,58
8256,加尔干,बाग़,56
7534,红毛丹,रामबुटन,61
12858,将,करेगा,19
10732,惠灵顿,वेलिंग्टन,38
333,打嗝,हिचकी,97
2950,吡咯啉,पाइरोलिन,88
11438,干燥,सूखा,29
10240,弗朗科,फ्रेंको,41
12207,pringle.,प्रिंगल,26
6236,rusher.,रशर,63
14009,表现,प्रदर्शन,10
8666,高原,पठार,52
14300,手术,संचालन,6
6442,炼金术,रस-विधा,67
982,重新建立,पुनः स्थापित,82
8425,谷仓,खलिहान है,53
12677,密西西比人,मिसीसिपी,21
9020,镜片,लेंस,50
6160,牵引,संकर्षण,69
7263,后街,बैकस्ट्रीट,62
8003,bal,बाल,57
7740,空手道,कराटे,57
9274,鹿特丹,रॉटरडैम,48
10247,测量,मापा,17
9019,詹娜,जेना,50
6605,赖,लाइ,66
5346,铬,क्रोमियम,74
9698,mnem.,एमएनईएम,45
13207,多数,बहुमत,8
1705,ute.,उटे,94
5053,巴斯克,बस्क,73
437,amiga.,अमिगा,98
6168,宏,मैक्रो,68
6020,测验,प्रश्नोत्तरी,70
7417,更快,तेज,62
11327,jimbo.,जिम्बो,33
12282,疯狂的,पागल,25
14182,银行,बैंकों,13
11922,件,टुकड़े टुकड़े,16
3432,梗塞,रोधगलन,85
12083,严格的,कठोर,27
3083,溃疡,व्रण,85
6819,围场,मंडूक,65
11065,冥王星,प्लूटो,36
7985,强加,थोपना,32
14240,组,समूह,7
190,监督,देखरेख,70
9460,菲特,फिदेल,42
11593,基督教,ईसाई धर्म,12
13021,邪恶,बुराई,18
5196,粒子,कणों,46
6853,铎,टुडोर,65
7270,广场,वर्गों,14
