ID,CHINESE,RUSSIAN,INTERVAL
1693,恶心,тошнота,94
33,混血儿,мулату,100
14141,到期的,должный,6
2065,尔格,эрг,90
10953,覆盖,покрытие,8
5381,塔巴斯科,табаско,75
2768,戈尔亚日,голиат,89
9840,复数,множественное число,41
2653,马拉士,малатион,90
14305,空气,воздух,8
7130,加内特,гарнетт,64
4273,比基尼,бикини,80
4862,法定,статус,78
14128,行进,маршировать,5
8481,遗嘱,завещание,54
13753,俄亥俄州,огайо,11
5069,节间,междоусловие,77
12253,诺亚,ной,26
11086,意味着,подразумевать,23
12240,分为,разделенный,21
3876,电阻器,резистор,82
4736,芳香,ароматический,76
10078,里贾纳,реджина,43
951,图尔,туарег,97
6411,同上,дитто,69
12575,光环,гало,23
7838,习惯,привычка,46
2041,大型机,мэйнфрейм,91
7250,必须,надоедорос,63
11679,乌拉圭,уругвай,31
13202,越南,вьетнам,16
6687,盖斯,гай,67
8920,流感,грипп,52
1808,overran.,превышать,93
6005,浴室,ванная комната,69
9435,牧场,ранчо,47
9948,左撇子,ленты,44
9712,马戏团,цирк,46
3877,滑翔,скользить,72
1433,e,воскресный,95
12848,综合征,синдром,20
3585,前额,лоб,85
1136,蜈,сороконожка,96
5224,鞍,седло,71
12383,维护,обслуживание,25
6031,小屋,коттедж,67
11502,特立尼达,тринидад,33
11385,阴茎,пенис,34
13163,核,ядерный,17
11045,争辩,утверждал,19
12984,奥地利,австрия,19
1612,婴儿床,кроватка,88
14061,放,помещать,8
6552,奇瓦瓦,чихуахуа,68
11625,阿波罗,аполлон,31
8888,糖尿病,диабет,50
6728,哥林多亚,коринфянам,62
6446,依赖,обращение,69
12113,淑女,леди,20
2453,救主,спаситель,88
14093,未来,будущее,7
13523,夏天,лето,13
5057,奥西里斯,осирис,77
8828,tau,тау,53
10921,金字塔,пирамида,32
9559,克里斯,крис,48
14198,沿着,вдоль,10
2326,car,карол,43
3208,精力充沛,энергичный,83
8488,滑坡,оползня,42
2514,iota.,йота,90
5147,塞万提斯,серванс,77
11043,翻译,переводить,17
11019,评估,оценивать,19
13123,竞争,конкурировать,12
6294,主角,главный герой,62
3663,数据包络分析,дэа,84
5356,湿婆,шива,75
5612,青春期,созревание,74
11049,证明合法,оправдывать,24
642,瘫痪,парализованный,93
4738,斧头,топоризм,78
13049,卢娜,луна,18
6017,miriam.,мириам,71
9232,爆裂,лопаться,46
8773,viva.,вива,53
10549,吃,принимать пищу,15
8694,弗莱彻,флетчер,54
13187,网球,теннис,16
9537,晚餐,ужин,47
8776,木乃伊,мумия,53
7555,花岗岩,гранит,62
3779,凯西斯,keats.,83
3507,平壤,пхеньян,86
8133,pegasus.,пегас,58
12614,卡尔加里,калгари,22
12630,设施,средство,18
3659,鼻孔,ностри,85
2908,新生儿,неонатал,88
8677,自闭症,аутизм,54
5333,格兰德斯通,гладстон,75
7928,星云,туманность,58
10650,星空,asterion,39
3762,劈,нарезать,62
6089,扩散,диффузия,59
13128,介绍,представлять собой,10
9143,waf.,вариант,51
4221,副官,адъютант,80
3422,军械库,оружитель,83
11347,昵称,прозвище,26
5948,河内,ханой,72
2998,超级英雄,супергерои,60
7429,斯特斯特,стерит,62
12054,木偶,куклы,22
5897,否决,вето,61
3990,没收,конфискованный,72
13099,最大,крупнейший,17
13160,全球的,глобальный,15
8372,麦克白,macbeth.,56
3289,古兰经,коран,87
11441,路线,маршруты,15
5074,供应商,поставщик,62
6866,很久,много времени,66
11591,退伍军人,ветераны,23
12975,退休,на пенсии,14
11369,投入的,преданный,30
2026,嘲弄,издевательство,91
5589,酿造,пивоварение,42
9664,马尔萨斯人,мальтузианский,47
8573,哈勃,хаббл,55
13754,上传,загрузить,8
4621,笨蛋,подонок,80
3238,奈达特,нематод,88
2861,披肩,тросточки,56
11481,苏塞克斯,сассекс,33
598,分层,иерархический,91
749,肉类主义,ботулизм,98
12814,估计的,оцененный,16
6071,蒙特里,монтерей,71
13566,今天,сегодня,12
9518,查尔斯顿,чарльстон,48
291,省略,эллипсис,100
14347,努力,усилие,6
10537,其次,во-вторых,40
2173,脱水酶,дегидратаза,91
12900,经济,экономика,19
6023,毛巾,полотенце,67
8016,间隔,интервал,44
12177,推,толкать,17
389,镓,галлия,100
2625,加冕,коронация,61
10601,说服,убежденный,28
10223,吉尔斯,гильс,42
6682,陡,отвесный,65
12658,乐趣,весело,22
4694,破坏者,вандалистический,79
11717,哈维,харви,31
8507,濒临灭绝,находящихся под угрозой исчезновения,52
275,伊比利亚语,иберий,99
12800,演员,актер,17
12395,灰尘,пыль,24
14360,一月,январь,5
9911,不合格,неотъемлемое,45
6481,巴菲,башни,68
13032,确切地,точно,18
4378,撒克逊人,саксос,53
11126,偷偷摸摸,подлый,36
2285,运动鞋,кроссовки,88
6132,劣质煤,мэгги,71
11655,落下,падение,12
12590,伊斯兰教,ислам,15
12,按说,обычно,100
7265,破产,банкротство,62
710,马背,на лошадях,98
2250,全体会议,пленарность,91
6804,月桂树,лорел,65
6130,侄子,племянник,67
11030,初步的,предварительный,37
11882,斯坦福,стэнфорд,29
6771,灯笼,фонарь,63
9007,tx.,тесна,52
11286,趋向,иметь тенденцию,27
13995,大的,большой,6
550,sumatran.,суматран,99
7487,洋葱,лук,57
3041,象限,квадрант,77
5266,洗牌,разврат,62
4571,禁令,судебный запрет,76
9534,胎,шина,34
2769,亚的斯,addi.,89
8923,爆米花,попкорн,52
10213,强大,могущественный,42
4286,异教,язычество,65
2430,手风琴,аккордеон,90
8588,华氏度,по фаренгейту.,55
14364,里根,рейган,34
9478,法西斯主义,фашизм,48
10083,稻草,солома,43
2522,假发,крыло,81
12243,罗素,рассел,25
5426,出发,установлен на,75
520,不明意,unaccounted,94
1806,depeche.,депи,93
12546,支付,платить,20
5957,不稳定,нестабильный,71
9812,铃木,suzuki,46
9885,爱人,вокал,35
3140,陶瓷制品,керамика,79
8347,奥威尔,orwellian,56
12722,母亲,мама,20
10573,人口统计学,демография,37
6271,易受伤害的,уязвимый,62
4436,加仑,галлон,62
6867,蔑视,презрение,63
984,博洛,болос,96
92,解体,дезинтеграция,76
6465,加拉加斯,каракас,69
13309,管理,удалось,9
4209,合成酶,синтетаза,82
11080,幻影,фантом,33
10168,气象,метеорологический,33
5791,有线,проводной,31
8701,开膛手,погибший,54
12507,不伦瑞克,brunswick.,23
9325,胶,жвачка,47
4150,翻新,ремонт,58
8504,talbot.,талбот,55
5206,稻田,пэдди,74
7569,捐款,пожертвование,32
12129,采用,усыновленный,20
817,糖蜜,патока,98
9473,艾森豪威尔,эйзенхауэр,48
4302,绝缘,изоляция,66
5187,克里姆林宫,кремль,76
9436,哥本哈根,копенгаген,49
13751,表明,указывать,9
9610,解释,интерпретировать,18
3004,波旁酒,бурбон,86
13340,规模,шкала,14
2828,不保护,незащитник,51
13938,分享,акции,6
8238,贝,бел,57
210,马隆蒂,маронит,100
1815,生物医学,биомедицинский,93
4564,肋骨,ребра,62
7203,罗萨里奥,розарио,63
13345,实践,упражняться,12
2214,布里特,бритт,91
943,曼陀罗,мандала,96
11701,男爵,барон,30
2200,杂货店,бакалея,88
6533,倡导,адвокация,68
9989,东北向上,северо-восток,44
13297,金的,золотистый,15
12056,假单胞菌,псевдомонас,28
13671,北方,северный,12
5997,斯坦因,студентка,71
8011,数学家,математик,44
10912,希伯来书,иврит,37
896,尼像,нимрод,96
13088,墙,стена,16
3485,咂,хлопать,62
448,救生艇,спасательная шлюпка,96
13979,成立,найденный,6
5758,壁橱,шкаф,70
13336,俄克拉荷马州,оклахома,15
11641,叛乱,восстание,31
1096,梦魇,кошмары,58
14391,九月,сентябрь,6
13375,酶,фермент,14
8871,一分钱,пенни,52
1150,苯酚,фенол,91
10446,战场,поле битвы,40
3733,边线,боковые линии,48
8938,孵化,люк,50
10989,拉登,ладен,37
7086,你好,привидеть,63
4353,明治,meiji.,81
10332,佛罗伦萨,флоренция,41
11608,外套,пальто,27
9038,披风,мантия,51
2468,命运,отдаленный,38
13661,中间,середина,12
12786,温哥华,ванкувер,21
10936,拉脱维亚,латвия,38
3765,榴莲,дуриан,85
8557,骗子,конспект,55
9572,露西,люси,48
13567,斯科特,соревнование,12
10417,苏珊,сьюзен,41
12048,狼,волк,28
11176,作者,авторы,9
2546,核仁,нуклеол,90
7770,后悔,сожалеть,21
9582,玛莎,марта,47
4019,烟,дымчатый,83
12977,天文台,обсерватория,19
6616,什鲁斯伯里,шрусбери,67
8050,果冻,желе,58
6820,半月刊,раз в полмесяца,66
8104,图片,фото,36
6889,罗梅罗,ромеро,66
11503,西藏,тибет,33
9454,冷却器,кулер,48
9023,new,новее,52
3438,兰花,орхидея,86
5072,唐人街,китайский квартал,77
10082,海豚,дельфин,25
6339,未发布,неразрешенные,69
2128,邦戈,бонго,81
5049,簇绒,туфцы,75
5855,毛利人,маори,68
5235,shih.,шиик,76
9056,莫桑比克,мозамбик,51
14273,头,голова,9
3177,咳嗽,кашель,80
6342,窥探,схватить,67
11979,美元,доллары,20
14403,很快,скоро,9
9801,toi.,той,46
12741,联合的,соединение,21
14090,华盛顿,вашингтон,9
6344,学徒,ученик,68
1775,吉拉,гила,93
12075,现实,реальность,27
3056,巴塞洛缪斯,варфоломей,88
8765,哈迪斯,аид,51
23,阿门,аминь,81
6802,跨国,многонациональный,66
2464,自由职业者,внештатный,84
4435,护士,медсестры,38
4778,annapolis.,аннаполис,79
12241,pablo.,пабло,26
10592,火腿,ветчина,38
12719,再次发生的,повторение,21
13116,刘易斯,льюис,17
7689,iroquois.,ирокез,61
6375,混乱的,дезорганизовано,68
2104,交响曲,симфонический,92
13964,四个,четыре,6
9682,fs.,фшс,47
339,锑,сурьма,100
13012,撤消,отказаться от,18
11169,市,муниципалитет,25
11051,牛,крупный рогатый скот,37
1069,kon.,кн,96
8420,magn,магнум,55
1891,黑客,хакеры,41
1322,会众,собрание,76
7365,庞贝,помпеи,62
13135,现代的,современный,16
10540,冲绳,окинава,40
5893,发泄,вентиляция,62
10174,救生员,спасатель,42
10593,激进的,радикал,34
6511,meerkat.,меркат,68
11442,完全相同的,идентичный,20
4638,体外,vitro,80
1061,whatnot.,othnnot.,96
5319,蜜蜂,пчелы,34
12434,空运,воздушный поток,23
937,chekhov.,чехов,97
11921,内华达州,невада,29
10723,示范,демонстрация,18
541,sinhalese.,сингальский,99
6759,纸浆,пульпа,66
8215,貘,тапир,57
5780,蜻蜓,стрекоза,72
6721,固有,насущный,53
8517,鸢尾花,радужная оболочка,55
13481,凉爽的,прохладно,13
7702,卡斯蒂略,кастильо,61
9734,本尼,бенни,45
11714,阿纳海姆,анахайм,31
14301,忧虑,беспокойство,9
5070,伯克金,мискин,77
11656,成功地,успешно,11
2746,驱逐出境,депортация,63
3003,玛哈,маха,88
785,moa.,моа,98
370,凯氏,ценообразование,100
693,shiraz.,шираз,98
13673,球衣,джерси,12
11381,linebacker.,линейный,29
13517,打印,напечатано,10
11615,cr.,криво,31
14247,力量,сила,7
3974,fr,фрегат,78
10864,输出,выход,37
5164,花冠,венчик,76
9700,模仿,пародия,39
12909,暴力,насилие,19
11511,奶油,крем,32
1413,注册,зачисление,66
1015,安第盟,андиан,97
13405,橄榄球,регби,14
11106,几乎不,едва,36
2388,重新提交,реиндуцирован,78
9080,祷告,молитва,45
10718,章程,вымпел,38
2207,毛细血管,капиллярный,89
6982,柔软,мягче,65
13621,等等,так далее,12
4772,erasmus.,эразм,79
11307,轮廓,профиль,30
2466,叫声,сажеры,83
4901,超级计算机,суперкомпьютер,77
3850,讲话,кроссранс,82
4299,费尔班克斯,fairbanks,82
7557,晚安,доброй ночи,62
4350,背景,фоны,16
9772,牛棚,кпз,45
12451,数据库,база данных,23
1810,长寿,давний,93
7803,消防员,пожарные,45
7007,黄貂鱼,скат,62
5376,入店行窃,shoplifting.,72
7208,影响,влияние,9
3521,凯纳达,канада,86
1411,齿轮,редуктор,27
13385,俄语,русский,14
6508,罗文,рябина,68
9488,丛林,джунгли,47
5799,保守主义,консерватизм,73
13568,明尼苏达州,миннесота,12
5370,易挥发的,волатильный,67
4031,饼干,печенье,23
6272,蚱蜢,кузнечик,67
2595,开导,просветить,47
6681,傻瓜,дураки,36
7233,资本家,капиталист,60
1621,聚苯乙烯,полистирол,94
13130,第八,восьмой,17
3962,亨德尔,уборка,83
10413,锋利的,острый,40
1094,丁醇,бутанол,96
12935,公爵,герцог,18
11545,平坦的,плоский,30
3005,methicililin.,метициллин,88
9060,刮,царапать,38
14109,约翰,джон,7
9183,血清素,серотонин,50
9124,召回,вспомнил,29
3099,劫持,угнал,50
3788,catalina.,каталина,85
8782,临床,клинический,44
9923,红宝石,рубин,44
2781,掌声,аплодисменты,89
8262,nickelodeon.,никелодеон,57
3774,军团,легионы,38
8680,法西斯,фашист,47
9817,巫师,волшебник,32
2686,伊尔卢,иглу,90
12830,车轮,рулевое колесо,16
9564,伤口,ранить,17
3729,铟,индий,85
9401,吐温,тренировка,49
8520,造成的,поставленный,38
13726,以色列,израиль,12
13251,钟,колокольчик,15
11230,预算,бюджет,34
3863,克利尔沃特,чистая вода,84
9185,女神,богиня,49
894,走道,пешеходная дорога,94
5394,不合逻辑,нечто,74
8567,贫民区,гетто,52
2556,硅藻,диатома,87
12303,宇宙,вселенная,7
3602,建立,построить,85
10272,上海,шанхай,42
1158,振动,вибрация,66
7924,霰弹枪,дробовик,56
12371,亚伦,аарон,25
11949,运河,канал,28
9362,公墓,кладбище,49
5708,情景人,sitcom.,67
12939,真相,правда,18
916,绞刑架,виселица,96
8216,混蛋,мудак,54
12327,武器,оружие,14
868,监察员,омбудсмен,97
5314,迪基,дики,76
12724,受伤,травма  повреждение,16
10905,kappa.,каппа,38
8231,mal,мал,57
3798,马赫迪,махди,85
13406,谷,долина,14
4974,母板,системная плата,78
12868,挪威,норвегия,20
9420,种族隔离,апартеид,49
3155,防范措施,меры предосторожности,71
10062,取消资格,дисквалифицирован,42
2108,mitzvah.,мицва,92
766,ashkenazi.,ашкенази,98
11957,青铜,бронза,28
6309,阿基里米德,архимедный,70
13221,直接地,напрямую,16
8712,仓鼠,хомяка,53
38,equ,уравновешиваться,98
11939,任性的,своенравный,29
7291,苏马特拉,суматра,63
5364,格勒斯,гулс,75
10368,炸玉米饼,тако,41
8122,访问,доступен,8
8491,马哈拉雄,махатма,55
11971,卡车,грузовик,25
11354,苏丹,судан,34
4118,天鹅,лебеди,41
1423,酪氨酸,тирозин,95
3612,拟声,ономатопея,85
487,夸张,преувеличение,60
11108,侦察,разведчик,23
13890,每,перемещение,11
7991,晶体管,транзистор,56
8477,美味的,вкусный,55
2706,不可知论者,agnostic,88
11947,歌剧,опера,23
1750,长方形,прямоугольник,91
11038,沼泽,болота,36
9620,唐,танг,47
9490,狭小,узко,48
686,签名者,подписи,88
10201,预报,прогноз,30
5001,kamikaze.,камикадзе,78
12487,正义,справедливость,23
4452,电影迹手,кинематографисты,64
4645,舱室,отсек,73
12971,行星,планета,16
8496,钟表,часовой механизм,55
8742,拆毁,снесенный,50
4690,脑病,энцефалопатия,79
54,阿尔戈,argo.,79
8541,界,круги,26
13300,提高,поднятый,13
9808,债务,долг,42
1659,吸烟者,курильщик,80
6938,胡同,аллея,64
6593,贫民窟,трущобы,65
14487,十一月,ноябрь,6
13538,遵守,согласие,13
679,eon.,эон,95
13290,安东尼,энтони,15
6376,翻转,вечно,69
3260,亲和力,аффинность,79
9217,史前,доисторический,50
3865,旋律,мелодичный,83
3297,丢弃,отбрасывается,70
12720,马,лошадь,18
10483,英特尔,интуиция,40
559,catskill.,катскилл,99
3816,家禽,домашняя птица,85
1430,无偿,градус,45
4637,营养不良,дистрофия,80
8769,容易,легко,53
1445,雄伟,величественный,93
4202,yew.,тис,82
7855,里诺,рено,60
12213,钢司机,стилерс,26
75,锦,кам.,100
7513,bz.,бз,62
4891,斜盘,сладкий,78
2948,醛,альдегид,83
7050,切萨皮克,chesapeake.,64
14515,芝加哥,чикаго,11
3345,虚伪,лицемерие,87
4358,酱油,соевый,81
2645,专制,самодержавие,90
12626,幻想,фантастика,22
2997,百胜,yum.,88
13478,杰克逊,джексон,13
3261,帮手,хелпер,81
7090,疫苗,вакцина,53
10918,后果,последствия,38
13019,宣称,объявлен,13
618,利可拉德,прибыльный,99
1319,哈,гарпияна,96
7652,佛兰芒,флемят,61
3395,kimbo.,кимбо,87
12162,蒙大拿,монана,27
8115,人类学,антропология,57
10637,尼加拉瓜,никарагуа,39
8318,木头下,underwood,56
6885,bowyer.,боуэр,66
4802,吉他手,гитаристы,29
9832,出租车,такси,44
14480,玩,играть,7
1967,保姆,няни,93
5025,加泰罗尼亚州,каталон,77
7206,四分之一决赛,заключительная четверть,63
2878,博根,беган,88
14313,以前的,предыдущий,10
10870,孟加拉,бенгальский,26
7634,伸缩,тромбон,60
7878,scimitar.,скоматар,59
11335,礼貌,учтивость,34
6768,氪,криптон,66
7428,洗礼,крещение,61
14178,欧洲的,европейский,10
8074,雅阁,абботт,58
12936,港口,порт,18
5728,圆形剧场,амфитеатр,73
1828,co,чемонство,93
2555,坛,алтарь,90
14324,参议院,сенат,13
14311,学校,школа,6
1304,木工,деревообрабатывание,87
2426,低手,низкий человек,91
12873,纸,бумага,17
314,风速计,анемометр,100
13858,第一的,первый,6
12135,af.,аф.,27
562,山麓,предгорья,74
13195,大量的,масса,15
13868,人们,люди,6
6265,服装,костюмы,40
1562,玛塔,матта,95
8965,懂事,разумный,48
5592,小陵,долорес,69
7580,亚伯,авель,61
9165,长钉,шип,46
8483,集团,блок,55
4545,冰山,айсберг,80
5039,脊髓灰质炎,полиомиелит,77
5210,学期,семестр,75
13183,部署,развернутый,13
1922,海员,моряки,93
5132,邦迪,бандитона,77
10688,亲切地,любезно,39
5383,albedo.,альбедо,74
9893,雕塑,скульптура,44
2460,窝棚,урезать,88
8186,翠,изумруд,56
1534,epiphany.,богоявление,94
13574,奥林匹克,олимпийский,10
2344,maharaj.,махарадж,91
11027,会员资格,членство,36
11759,主教,епископ,29
5904,悬浮,левитация,70
2055,碧瑶,багажник,92
4476,拼音,pinyin.,81
10805,对立,противоположность,16
11145,美人鱼,русалка,36
2503,最前沿,forefront.,90
7181,硫酸盐,сульфат,63
2045,迂回,круглосуточный,92
11670,第十三,тринадцатый,31
7680,手淫,мастурбация,56
13371,山,гора,12
6230,无罪,оправданный,69
768,镉,кадмий,98
14396,主张,претензии,9
264,磡,хом,100
7568,无论何处,где бы,62
2092,点心,десерт,91
10703,trans,транс,39
4676,oriole.,иволга,31
12354,ar.,арфакт,24
9120,别针,приколоть,40
13459,强的,сильный,14
10154,每月,ежемесячно,43
11817,acc.,сочность,30
10993,施洗,баптист,36
6659,一百年,столетний,67
14084,移动,двигаться,8
9602,六十,шестьдесят,42
4025,药片,таблетка,67
12618,电缆,кабель,21
9182,圭亚那,гайана,50
11850,发生,случается,10
10754,雨果,hugo.,38
5472,解释性,пояснение,75
10966,葛底斯堡,геттисберг,37
7663,放射性,радиоактивность,60
9495,天文学家,астроном,30
8187,马拉维,малави,57
9804,检查,проверка,37
4245,eaver,ездить,82
1481,防病毒,антивирус,95
9485,幼稚,детский,48
883,巧妙的,тонко,97
9686,爸,папочка,46
10673,括号,скобка,25
9072,科隆,одежда,51
14057,改变,изменять,5
9451,钱德勒,чендлер,48
373,癣,стригущий лишай,100
12481,玻璃,стакан,22
8711,强制性的,принудительный,54
7028,夏安,шайенн,64
8987,错字,опечатка,31
10668,ff.,фф,39
8601,dane.,датчик,50
10226,独家的,эксклюзивный,22
7993,释,освобожден,59
13565,充满,наполнять,11
7439,鳟鱼,форель,62
2946,山羊,козы,45
14060,六,шесть,9
12149,画廊,галерея,25
6984,干扰,вмешиваться,38
568,崩溃主义,трансвестизм,99
9222,施特劳斯,штраус,50
13324,不同意,не соглашаться,14
11709,接近,близость,30
530,鲟,осцилон,98
2463,抨击,отбиение,51
12173,十一,11,27
10007,霍根,хоган,44
6048,法国人,француз,71
3263,拥有,обладает,19
12080,伊朗人,иранский,25
9118,欧米茄,омега,51
1406,迟来的,запоздание,95
837,超重,избыточный вес,98
5658,无花果,рисунок,70
8388,新闻纸,новость,56
7071,认真,искренний,64
3555,马斯喀特,мускат,86
12513,紧急情况,чрезвычайное происшествие,16
6187,皮帕吞,пикарун,70
4807,产卵,порождать,43
2609,lis.,лис,32
5420,十四行诗,сонет,67
10994,德比,дерби,37
13662,失利,потеря,9
14231,文本,текст,6
14445,测试,тесты,5
12695,洪水,наводнение,13
2872,弹性,эластичность,74
4009,万神殿,пантеон,83
4927,毫巴,миллибары,74
7084,萨克森,саксония,64
13214,爱尔兰人,ирландский,16
5113,戈达德,годный,77
8543,sh.,штерива,55
11148,下载,скачать,26
11852,suck,отстой,22
3430,雅格兰,ярмут,87
7646,od,од,61
7288,尾背,резервуар,61
4768,卡马隆,камарон,79
2628,裂口,расщелина,88
11841,音乐会,концерт,26
2029,保障,охрана,86
7261,基因组,генома,61
12200,相对地,относительно,19
4416,猛攻,натиснение,81
11627,等待,ожидающий,14
9691,赫尔曼,герман,47
6151,保护的,защитный,9
9500,怜悯,милосердие,45
3992,银杏,гинкго,83
12556,白饭,рис,23
482,墓志铭,эпитаф,99
6637,氟,фтор,66
10929,泊位,причал,35
3902,逃离,уходи,82
1256,鞠躬,поклониться,36
6956,桑德曼,дрема,65
2770,补贴,субсидия,76
9368,我们自己,сами,49
1577,人际交往,межличностный,94
2291,锶,стронций,91
9609,莱曼,путевой обходчик,47
10812,礁,риф,38
2968,搅动,агитация,68
1674,赎罪,искупление,82
9999,季风,муссон,43
11435,职责,обязанности,18
5500,interdiction.,запрета,70
9279,冰球,преувеличивать,49
7004,球场,балчан,55
1067,扼杀,ниггеры,47
10454,林恩,линн,40
4219,外来,посторонний,82
4689,弗雷,фей,79
13810,它,это,5
2698,柠檬烯,лимонин,89
6057,克里特岛,крит,71
5677,未经证实的,неподтвержденный,74
14328,引领,вел,10
1715,科拉,корена,94
9785,埋葬,похороненный,37
6404,仁,рент,69
7410,终极原则,ультиматум,62
12991,达拉斯,даллас,19
8392,坎伯兰,cumbumbumland,56
3984,雅典卫城,акрополь,83
14127,点,точки,6
10827,沉降,поселок,33
8754,剥,чистить,51
2089,未经讨论,бесспонден,92
11229,坝,плотина,33
11418,镜子,зеркало,30
10277,知识分子,интеллектуал,38
4458,折纸,оригами,81
5216,哈库斯,брут,76
11461,跨度,охватывать,28
13864,超过,над,7
7974,箭头,arrowhead,59
9031,氯化物,хлористый,51
3089,卡斯珀,каспер,88
7160,梯队,эшелон,61
3851,挫败,сорван,71
8077,alameda.,аламеда,58
12292,莫斯科,москва,25
8836,詹姆斯敦,джеймстаун,53
4446,重新添加,readd.,80
11692,地震,землетрясения,12
639,袖口,манжета,83
1373,pethidine.,петидин,96
13271,中继,реле,15
2719,柯萨里,курсор,89
1906,恶作剧,шутки,60
4492,不稳定的,ошибочный,68
8102,邻接,соседний,36
3410,淡水,пресноводный,87
8344,全州,пособие,56
6485,落后,обратно,50
2060,阿斯彭,осина,92
2221,偷窥,смегма,91
13994,天,дни,6
9019,詹娜,дженна,52
1901,耆那日,jain,93
13449,严重地,серьезно,14
12063,作家,писатель,19
8710,勇气,храбрость,50
8359,大厦,особняк,54
6119,电器,электра,71
7622,不当,неправомерный,61
13695,前任的,бывший,12
2400,执行者,исполнитель,88
13308,科罗拉多州,колорадо,15
2799,一站式,стентор,89
12464,海报,плакат,22
11006,偶像,идол,36
2099,corr,корри,92
12709,aren.,арен,21
4517,硝基,нитро,80
5032,单身,синглтон,76
14222,靠近,около,9
5041,气质,темперамент,71
6387,世俗,светящийся,61
5661,射箭,стрельба из лука,74
2198,筹款,сбор средств,91
1931,雹暴,хейлсторм,88
4656,赞助人,покровитель,60
11277,哈珀,призрак,33
11862,标题,заголовок,9
8563,尼尔森,нильсен,55
8294,卢梭,rousseau,57
9095,吉布提,джибути,51
7399,筋疲力尽的,измученный,41
3549,节肢动物,arthropod.,85
4187,黑鸟,черная птица,82
8545,同步,синхронизировать,54
12315,墨西哥人,мексиканский,25
8822,trilogy.,трилогии,52
5191,taiga.,тайга,76
580,古吉拉蒂,гуджарати,99
5089,泰恩,tyne.,57
6716,梨,груша,66
14466,通缉,в розыске,5
9097,碘化物,йодид,51
1128,塔纳,тана,96
5012,cyclo.,цикло,77
7906,ratiocinate.,ратиоцитация,59
9117,性感,сексуальный,51
9319,挚,apporse,30
11098,酶学,энзимология,36
4881,夜店,ночной клуб,72
13323,英国,британия,15
684,ref,решается,22
12584,父亲,отец,21
10114,landwehr.,наземный,43
6067,刮风,ветреный,71
11288,锡拉丘兹,сиракуз,35
12139,精神,дух,25
9274,鹿特丹,роттердам,50
4398,顾问,советники,59
8865,伯克希尔,беркшир,53
1529,直肠,прямая кишка,95
13670,条款,термины,8
8095,野兔,заяц,56
12958,凯文,calvin.,18
10760,果汁,сок,38
14488,民主,демократический,14
2515,哥萨克,казацкий,81
499,卡塔卡纳,катакана,99
10302,荣耀,слава,41
3212,墙纸,обои на стену,84
2366,填,крики,74
874,细胞色素,цитохром,97
11673,壁画,фреска,31
12226,进化,эволюция,26
1218,mako.,мако,96
309,驳船,баржи,77
10984,天堂,небеса,36
10439,恶毒,беспощадный,41
10317,java.,джава,42
1502,贝塞尔,беспемер,95
5857,钱包,кошелек,63
12024,布拉,благ,28
1564,矛曼,спирман,95
11179,榕树,банян,36
7112,umm.,ммм,64
13118,联合国,оон,17
13958,月份,месяцы,10
10686,莲花,лотос,39
8641,专业人士,профессионалы,16
2287,母猪,соу,85
13133,辩论,дебаты,14
9079,女朋友,любимая девушка,50
7739,一会儿,какое-то время,60
10787,中世纪,средневековый,38
5888,流星,метеор,68
1768,向东,на восток,50
2160,谈话者,оговорщик,89
107,偶极,фигаро,100
11180,宽度,ширина,35
7083,骨牌,домино,59
7956,布加勒斯特,бухарест,59
9567,金米,дамить,48
5343,quad.,квадратный,73
11610,立陶宛,литва,32
12846,设备,оборудование,15
9018,委托,введен в эксплуатацию,18
14427,回复,ответ,11
11577,突出,видный,27
7482,裁军,разоружение,62
9107,补充,добавка,38
7376,评估员,оценщики,62
1825,螺,спиро,93
282,kryptonite.,криптонит,100
8927,水手,моряк,39
10328,安排,распоряжения,20
1031,泡沫,пена,93
12322,声音,звуки,12
126,janus.,янус,100
3306,十六进制,шестигранный,85
8002,里加,рига,59
11808,asp.,аспект,30
12448,推出,запущен,17
8317,埃克森,экзон,56
7377,甲基苯丙胺,метамфетамин,62
1849,总体规范,президиум,93
2393,汉语,пожелание,89
721,修正主义,ревизионизм,98
7701,reg,рег,61
6358,空域,воздушное пространство,69
725,纺织品,текстиль,62
14397,火,огонь,9
10793,预备,подготовительный,38
4391,渡槽,акведук,81
14160,工人,работники,20
5484,超级市场,супермаркеты,60
9816,惊悚片,триллер,45
12032,玉米,координат,28
820,致癌物,канцероген,87
4998,谢语,шариль,77
13764,真实的,настоящий,11
5605,俗气,популярно,74
7921,加维,окраина,59
8962,预告片,трейлер,47
3527,坎波,кампо,74
5398,尼姑,монахиня,65
2882,有风险,рискованный,88
4248,德维,деви,82
7506,耶稣会,иезуит,60
7398,使徒,апостол,49
5846,财,фискальный,72
485,马尔萨斯,malthus,99
11194,物种,разновидность,35
10956,印度人,indies.,24
8309,目录,каталог,53
4454,蒸发,испарение,64
12130,交通,трафик,27
11058,休,хью,37
5812,堤坝,левил,63
5763,移位,смещение,41
672,overtones.,обертоны,94
7155,后勤,логистически,37
9978,强调,основные моменты,21
12597,医院,больница,20
6432,荧光,флуоресцентный,64
6318,臀部,ягодицы,67
5711,entre.,предпринять,72
9519,沙龙,шарон,48
10336,最小的,мельчайший,41
9837,滑铁卢,водопровод,45
12802,别,нерешительный,20
196,惠特沃思,whitworth,100
379,炉,печь,93
