ID,TURC,DEUTSCH,INTERVAL
381,viceroy,vizekönig,98
2725,köleler,gentry,91
4666,tutuşmuş,gezündet,60
11397,çıkarım,gefolgert,35
4990,çeneler,backen,62
10281,shire,grafschaft,46
14300,operasyon,betrieb,7
6072,fethetmek,erobert,49
12921,kırık,gebrochen,24
2353,hoşnutsuzluk,unmut,93
12782,çizgide,in der reihe,25
5207,saplama,stalking,49
9107,takviyelemek,ergänzung,42
14178,avrupalı,europäisch,12
1279,delinmiş,punktiert,70
13345,uygulama,üben,15
13877,mayıs,mai,5
8818,davulcu,schlagzeuger,55
5490,devekuşu,strauß,77
13227,üretim,produktion,10
7908,siyonizm,zionismus,63
142,toprak sahipleri,landbesitzer,95
7728,kızarma,spülen,56
8838,cesur,tapfer,27
12502,kentsel,urban,28
5230,vortex,wirbel,79
7265,iflas,konkurs,66
8912,mk,merk,55
14348,alıcı,einnahme,5
12539,toplamak,summe,26
5682,meme başı,nippel,72
7109,alımlı,charmant,48
4007,perişan,verwüstet,80
149,aciliyet,dringlichkeit,100
9305,en ölümcül,tödlichste,54
12497,koşucu,läufer,22
9360,bret,brompel,54
8057,onaylayan,ratifiziert,59
10427,kararlı,stabil,44
942,rapture,entrückung,94
12665,çizilmiş,gezeichnet,27
4277,ortam,umgebungs,84
14010,gitmek,gehen,9
7739,bir süre,längere zeit,64
623,yıldızlı,sternenklar,99
7372,semptomlar,symptome,63
14465,dernek,verband,12
12971,gezegen,planet,21
7918,kısrak,stute,63
3480,aradan,eingreifen,51
6780,ustabaşı,vorarbeiter,71
6263,kanarya,kanarienvogel,72
5566,nazlı,boy.,78
12097,argümanlar,argumente,20
4371,dezavantaj,nachteil,70
8783,çarşaf,blech,47
9161,kip,pennen,55
9329,dweller,bewohner,53
5799,muhafazakârlık,konservatismus,76
6231,greenwood,greenholz,74
976,patavaklar,patriarchen,84
10046,balderdash,mumpitz,48
14436,çoklu,mehrere,7
12671,dost,geselle,26
14024,çeyrek,quartal,11
14467,tartışılmış,besprochen,7
843,doyum,dey.,99
12686,derli toplu,aufgeräumt,26
9096,sürüklemek,ziehen,46
1679,yokuş yukarı,bergauf,96
4890,lub,labe,81
9047,planör,segelflugzeug,50
6672,üstünlük,vorherrschaft,71
959,valor,tapferkeit,98
13964,dört,vier,7
5215,kartpostal,postkarte,75
13794,ve,und,5
9871,isyancılar,aufständische,38
8008,jd,jg,62
4276,yeraltı dünyası,unterwelt,84
8806,bir şeyin önceden reklamı,spoiler,46
8883,devlet memuru,staatlich,57
12745,fotoğraf,foto,14
994,slavlar,slawen,91
13314,istila,invasion,19
8622,kulaklar,ohren,40
1013,bossi,dominant,98
6678,kireç taşı,kalkstein,71
6337,patates,kartoffeln,44
11651,fayda,nutzen,8
14230,henüz,noch,10
1992,güslü,böig,94
6747,kınan,denunziert,60
9002,obezite,fettleibigkeit,55
1010,ayık,nüchtern,88
5545,kepçe,schaufel,78
4947,uysal,konforme,81
13912,bilgi,information,6
13714,şampiyonlar,champions,11
909,su samuru,otter,48
1286,merkezci,zentristisch,95
9382,davul,schlagzeug,33
10699,mutlâk,absolut,27
12972,düşman,feind,21
8987,yazım hatası,tippfehler,36
14370,teklif edilen,angeboten,18
14487,kasım,november,6
12513,acil durum,notfall,20
9418,kaymak,unterhose,39
8887,coli,koli.,57
9421,timsah,krokodil,51
11931,yaşlar,älter,15
5680,kişi,im kopf,77
1853,uçaksavar,antiaircraft,95
11232,şiddetli,gewalttätig,38
1827,kurşun geçirmez,kugelsichere,95
3771,kıyı şeridi,küstenlinie,86
4948,halat,rope,58
8202,sevgilim,schatz,62
6164,şelale,wasserfall,71
8022,boya,farbstoff,58
899,siyah adam,schwarzer mann,98
244,yenilebilir,essbar,98
667,sesli,hörbar,96
12442,yakalamak,fangen,23
9378,artan,fegefeuer,54
8427,volkanik,vulkanisch,59
13472,daha yüksek,höher,17
14254,işletim sistemi,betriebssystem,32
11851,suçlar,verbrechen,19
11569,suçlamak,beschuldigen,29
2445,kaydırma,scrollen,46
6326,pota,tiegel,74
1147,zor ölüm,stirb langsam,98
1478,tuzlu su,salzwasser,96
8643,olasılık,aussicht,45
5976,can sıkıntısı,langeweile,75
11872,gönüllüler,freiwillige,20
13798,dır-dir,ist,5
1844,trotter,traber,93
13865,biz,wir,5
3121,hünnap,jujube,89
5125,regency,regentschaft,80
2121,hürmetsizlik,entweihung,89
3953,bere,baskenmütze,76
13916,ürün,produkt,10
6986,hapsedilmiş,inhaftiert,51
12235,hapishane,gefängnis,21
12358,doktor,arzt,24
7766,zorbalık,tyrannisieren,49
10514,satın alındı,gekauft,30
11000,ağız,mund,38
5237,hava mürettebatı,flugzeugbesatzung,56
3819,meyhane,taverne,84
14286,miktar,menge,8
13864,üzerinde,über,8
14312,konum,position,6
1165,nososfer,noosphäre.,98
9706,musa,moses,51
12221,olamaz,könnte nicht,31
12168,kovalamak,jagen,27
12452,yayılmış,verbreitung,26
2273,ıslık,whistler,93
8235,kılıç,säbel,34
9390,protestan,evangelisch,16
13690,para,geld,14
12858,acak,soll,25
12580,konuşma,rede,26
963,hayal kırıklığı,täuschung,88
14409,üye,mitglied,11
8337,banliyö,vorort-,61
9269,lamba,lampe,53
5018,yetişme ortamı,lebensraum,79
8817,og,übertrieben,58
7316,koyvermek,hover.,67
1158,titreşim,vibration,71
531,çalıkuşu,zaunkönig,97
13043,kazanılmış,verdient,17
3644,kar amacı gütmeyen,gemeinnützig,88
347,postacı,postbote,100
13427,anlaşmazlık,disput,11
10681,kirli,dreckig,44
13787,ölüm,tod,11
5552,sisin,sistinisch,78
4591,ek dosya,anhang,19
5542,biyokimya,biochemie,78
9297,hayır kurumu,wohltätigkeit,51
11623,araplar,araber,15
12540,vali,gouverneur,25
5827,sonuca varmak,schluss,28
3381,minyatürler,miniaturen,65
13925,sırasında,während,7
11119,fi,fische,40
14274,gitmiş,ging,12
3261,yardımcı,helfer,84
1078,callum,anrufen,98
8419,turp,rübe,61
6917,vin,vingelt,70
9263,loc,lok,54
13072,dalga,welle,19
4846,eczacılığa ait,pharmazeutisch,71
10853,dekatlon,zehnkampf,42
6306,imha,vernichtung,65
10944,doğum günü,geburtstag,39
727,aydın,liturgisch,97
13134,palyaço,clown,21
9290,beslemek,füttern,45
11332,ambalaj,pack,31
7248,uygunluk,berechtigung,36
9033,lout,lieut,57
4028,bolluk,fülle,69
4435,hemşireler,krankenschwestern,43
11465,temsil,darstellung,35
14462,üretmek,produzieren,8
6920,grange,grauer,69
1033,meydan okuma,trotzig,98
5678,oyun alanı,spielplatz,76
4610,öğrendi,gelernt,83
7920,izleyici,zuschauer,39
4289,örtük,implizit,84
13938,hisse senetleri,anteile,7
6204,yanmak,yan.,74
14506,arabalar,autos,11
893,askeri olarak,militärisch,98
5634,hatırlatan,erinnern,71
12801,derin,tief,25
8242,aşan,übertreffen,50
5083,çizkek,käsekuchen,80
8520,poz veren,gestellt,42
1394,dikkat çekmek,auffallen,95
7351,parlıyor,leuchtenden,55
2253,çekoslovak,tschechoslowak.,89
13001,katliam,massaker,21
9432,gael,gälisch,53
4734,alt gruplar,teilmengen,63
4520,sana,dich,83
13634,kayıtsız,nicht registriert,15
14344,mevcut,bestehende,9
1545,dikenek,obelisk,96
4798,kesilmiş,scherkt,32
3650,arkanı dön,dreh dich um,85
10651,seçenekler,optionen,8
14501,yetkililer,behörden,11
5709,yanlışlık,irrtum,67
11400,uyarıcı,warner,38
5238,catchpole,fangspole,79
0,niyet,inzwale,8
8318,underwood,underhüte,61
6970,sulandırılmış,rekonstituiert,64
7946,toptan,großhandel,63
6630,karpuz,wassermelone,70
2720,yangın,anbringung,88
14469,belge,dokumentieren,15
4635,kirletmek,verrenken,83
6763,kurtuluş,erlösung,70
4446,yeniden ekle,neu hinzufügen,83
12296,saha,tonhöhe,19
9505,sally,ausfall,52
13474,nihayet,endlich,8
10388,eyaletlerarası,amtieren,45
9111,yarar,nützlichkeit,36
9987,marka,warenzeichen,46
11633,ec,eg,36
10373,swat,klatsche,46
1060,kaşıklar,spoons.,56
9442,çekişmeli,umstritten,53
53,hilekâr,in der höhe,100
8145,inflamatuar,entzündungslos,62
10026,abanoz,weber,49
6918,üçüncülük,tertiär-,70
10107,kabile,stämme,35
10610,işlemek,op,39
10738,kiralık,gemietet,34
5134,ketçap,ketchup,80
2140,batırılmış,getränkt,86
4255,artçı,nachhut,85
1693,mide bulantısı,brechreiz,96
14129,asla,niemals,12
11339,kısalık,kürze,38
3617,luge,rodel,88
8621,yüzer,floating.,48
2175,tanımsız,nicht definiert,93
13915,senin,dein,5
1203,burkulma,verstauchung,74
9567,gam,gib mir,52
6057,girin,kreta,75
9124,hatırlatılan,zurückgerufen,34
13601,bölünme,abteilungen,8
12598,efsane,legende,25
1786,dalmaçyalı,dalmatiner,77
5860,roach,plötze,75
9230,tuğla,backstein,50
2034,katot,kathode,92
1127,boşaltım,ausscheidung,95
13026,yanlışlıklar,ungenauigkeiten,22
5538,göksel,himmlisch,78
9648,öğle yemeği,mittagessen,51
6828,dansçılar,tänzer,59
13036,attı,geworfen,22
5214,bol miktarda,reichlich,79
11778,uygun olmayan,ungeeignet,35
7724,mutabakat,versöhnung,64
7406,tik,tic.,66
3612,onomatopoeia,lautmalerei,88
13405,ragbi,rugby,18
1830,tiyakin,thylazin,95
9458,mezar,grab,42
6228,tesisatçı,roller,74
14251,bir kere,einmal,11
13167,git git,los los,21
10559,seçmenler,wähler,38
180,anlatılmamış,untalte,100
4711,uykusuzluk hastalığı,schlaflosigkeit,82
14179,kazanç,verdienste,17
13439,askerler,soldaten,16
11681,ilçe,township.,35
12708,döküm,gießen,23
221,gaul,gallien,99
11835,bronzlaşmak,bräunen,34
9273,orgestasyon,entwaldung,54
2439,dürtmek,impuls,83
3648,ısırgan otu,nessel,83
10758,buckeyes,rosskastanien,39
5824,ıhlamur,linde,76
11599,akran,peer,34
2985,yardımsever,wohltätig,88
12747,arkadaş,freundin,17
6388,yıkama,waschen,48
7700,dip,dp.,64
512,ive,ile,99
12653,maliyet,kosten,23
3390,düşmanca,unfreundlich,88
12000,pembe,rosa,33
2739,daft,bekloppt,91
13609,böylece,daher,15
9618,çobanpüskülü,stechpalme,51
13599,iade,ist zurückgekommen,11
10913,kurbağa,frosch,38
7042,belgelendirme,zertifizierung,45
8468,cevapsız,unbeantwortet,60
6179,i̇şlemci,zentralprozessor,71
8564,kaçınılmaz,unvermeidlich,59
12254,dahili,innen,11
13643,köy,dorf,14
9225,görüntüler,anzeigen,17
2487,bedensel,körperlich,92
13736,cumhuriyet,republik,14
10784,bildirilen,berichten zufolge,43
11547,değiştirilmiş,geändert,9
10342,danimarkalı,dänisch,46
5513,sezgisel,intuitiv,63
13556,asil,königlich,14
13846,ancak,aber,6
12593,ambalajlama,verpackung,24
3670,niş,nische,86
14398,tarih,datum,7
13857,sonrasında,nach,6
14438,başlayan,gestartet,8
3878,i̇ngiliz,engländer,86
12517,işten çıkarmak,abgefeuert,12
9920,houry,halary,49
6567,ödünç vermek,verleihen,50
9928,yaklaşan,bevorstehende,49
9885,vokal,gesang,39
12864,seçim,auswahl,23
3982,bulutlu,wolkig,76
14134,değişim,änderungen,6
13467,izin,erlaubnis,17
2342,erişte,nudeln,68
372,perks,vergünstigungen,98
7549,yaz ortası,hochsommer-,66
7447,derileştirmek,derry.,66
2414,diş fırçası,zahnbürste,93
14260,işlevler,funktionen,25
13504,co,kugel,17
12716,teknik,technisch,19
1163,fireboy,feuerboy,98
3339,pansiyon,herberge,85
10412,canlanma,wiederbelebung,37
7258,incik,schienbein,66
1683,sham,schein,80
8800,avcı,sender,16
2432,bavul,koffer,88
9246,yörüngeler,umlaufbahnen,17
11789,aktris,darstellerin,34
8284,yeniden konuşlandırılmış,neu eingesetzte,55
7968,mikrodalga,mikrowelle,63
12711,otobüs,bus,24
8158,sızmak,auslaugen,61
1465,sırayla,der reihe nach,70
4111,kısaltmak,verkürzung,41
11053,öğlen,mittag,41
11133,on altı,sechszehn,40
3097,onaylamama,missbilligung,77
14407,beklemek,erwarten,12
2271,folsom,folder,93
7190,oyuncu,gamer,68
2618,yaygara,aufregung,88
6120,büyüleyici,faszinierend,63
9943,tekerlekli kimse,wheeler,49
10682,taksi,alias,38
11371,kayıtlı,angemeldet,34
13627,düzgün,richtig,15
8196,finanse edilen,finanziert,26
9318,dolayısıyla,zirka,54
4762,arkadaşlık,gemeinschaft,81
13350,hız,geschwindigkeit,18
7532,lynx,luchs,66
7659,farkında olmama durumu,vergessenheit,65
13562,ay,monat,12
9637,nefes kesici,kräftig,33
8967,mod,stimmung,56
525,elektrifikasyon,elektrifizierung,99
10395,denizaltı,u-boot,44
11636,karşılaştırmak,vergleichen,13
1252,kırıştırmak,sketch,88
1237,çok iyi,furchtbar,26
5977,nict,nichtung,73
2214,britt,bratz,93
2826,thrice,dreimal,90
6091,sümüklü böcek,slug,57
12337,ayar,einstellung,11
5017,römorkör,schlepper,75
6225,firetörler,kesselmacher.,72
11237,cin,gene,38
12812,dokunma,berühren,21
12849,şık,wrem,25
3247,grosso,grüßen,89
3503,uzay uçuşu,weltraumflug,66
10411,ahlaksız,moral-,36
12079,bahçe,garten,27
3930,enahli,costligste,86
3033,denetçi,abschlussprüfer,88
1834,muckraker,schmierfink,92
4852,işsiz,arbeitslos,55
5224,sele,sattel,75
13559,geçici,vorübergehend,16
8921,battı,versank,57
2444,nöbetçi,posten,88
3482,büyütülmüş,vergrößert,56
3760,sınavlar,prüfungen,69
13243,pazar,sonntag,20
2892,çırpılmış,gepeitscht,60
4024,bölünmek,spalten,78
8246,korkak,funky.,62
7315,işadamı,geschäftsmann,67
13868,insanlar,menschen,8
7873,failler,täter,50
5700,gaspaço,gazpacho,77
1181,süngü,bajonette,79
9980,yeniden yapılanma,wiederaufbau,43
6190,ılık,oy,74
10892,paramparça etmek,zerschlagen,34
8060,pacers,passierer,59
13521,ödül,vergeben,11
1633,remand,erremlig,78
1793,selüloz,zellulose,90
9262,güreşçi,ringer,48
10414,broadway,reitway,46
5882,sıkıştırılmış,komprimiert,49
10378,cadı,hexe,43
6474,artçı şokları,nachbeben,60
5645,yabancı insanlar,fremde,58
10544,döngü,schleife,38
14074,uzak,weit,9
13940,içermek,einschließlich,7
9821,tuzlu,saltine,50
10131,bükülmek,kurve,44
3474,acısız bir şekilde,schmerzlos,88
6353,kilometre taşları,meilensteine,53
6308,karides,garnele,74
6367,frengi,syphilis,73
12701,memnun,froh,26
8147,çatal,gabel,45
6220,mitt,fausthandschuh,72
2041,ana çerçeve,mainframe,93
12284,ilmi,wissenschaftlich,30
8901,diş,zahn,55
7992,tüketim,verbrauch,63
6681,aptallar,narren,40
7104,hizalı,ausgerichtet,37
5784,gelgit,gezeiten,38
5941,tortul,sedimentär,76
5914,fazlalık,überschuss,76
6055,barrow,karren,74
8042,tanıştırma,gerber,62
12499,terörizm,terrorismus,22
5985,northbound,nördlich.,75
12754,yüzde,prozentsatz,25
12263,tapınak şakak .. mabet,tempel,30
14425,durmadan,immer,12
13233,yarı,halb,20
8759,forvet,stürmer,46
2029,korumak,sichern,88
6621,bushfire,buschfeuer,59
7216,kürklü,pelzig,68
9654,haberci,bote,50
7223,konektör,verbinder,64
10161,yarasa adam,batman,48
10872,dar,sich verengen,37
13788,analiz,analyse,13
10089,çiğneme,bruch,16
3153,bombardıman kimse,bombenschütze,88
14203,işleme,wird bearbeitet,12
12129,kabul edilen,angenommen,25
8237,columbin,akelei,61
10166,sponsorlu,gesponsert.,34
13711,adalar,inseln,11
9278,köreltmek,unverblümt,53
10757,ölçmek,messgerät,41
3998,sisli,nebelhaft,86
9391,sert,harsch,53
1552,dereotu,dill,95
2313,yenilmiş,gegessen,93
314,anemometre,windmesser,100
11248,sonsuzluk,unendlichkeit,38
13539,epeyce,ziemlich,15
8542,değişiklikler,änderungen.,44
13710,öyleyse,deshalb,14
1857,giyim,bekleidung,95
11148,indirmek,herunterladen,31
1768,doğuya doğru,ostwärts,55
9615,özetlemek,zusammenfassen,41
229,dağılım,dispersion,51
14397,ateş,feuer,12
4139,kuzeye doğru,nordwärts,38
5759,acele etmek,eile,71
11687,pukâs,scorecard,36
14429,fiyatlı,preis,22
4234,tüvit,tweed,84
13411,köprü,brücke,16
11828,dış,äußere,35
9614,uydurmak,wat.,51
3430,sarmatik,yarmouth.,88
10091,aldatmak,got,48
8652,moo,muhen,59
13285,yedinci,siebte,19
3303,reçete,verschreibung,84
10525,çok küçük,sehr klein,45
11864,argo,slang,34
5116,comp,keim,79
6717,alkışlanmış,renommiert,59
7461,tatil,ferien,52
11604,yalnızca,einzig und allein,29
3434,duyusal,sensorisch.,88
6014,replechage,repechnos,75
11013,piquet,pikett,41
3926,karantina,quarantäne,81
6290,özensiz,schlampig,73
9146,son tarih,termin,55
1118,oşinografi,ozeanographie,98
1139,kaba herif,hoon.,98
4087,kiracılar,mieter,65
11166,gönderilen,eingereicht,27
3163,eczacı,chemiker,74
6746,mobilya,möbel,71
13778,galler,wales,13
12908,yara izi,narbe,24
10049,fenomen,phänomen,48
5710,kaçak,entführt,54
5571,stadya,stadien,78
12758,devasa,riese,16
7507,korkakça,feige,66
3659,nostrum,nasenrum.,87
13702,kazanan,gewinner,12
6513,izlenimcilik,impressionismus,72
6948,oracle,orakel,69
7622,uygunsuz,missbräuchlich,65
13942,ayarlamak,satz,11
11504,on dokuzuncu,neunzehnten,37
10986,hibrit,hybride,40
4545,buzdağı,eisberg,83
13811,sahip olmak,hat,5
11030,ön hazırlık,vorläufige,41
14517,batılı,western,12
12411,dere,bach,29
7353,manzara,landschaft,62
12762,kartal,adler,17
11730,etiyopya,äthiopien,35
14289,makineler,maschinen,11
2505,kıllı,behaart,92
9346,ilan,proklamation,53
11236,haksız yere,unfair,39
9968,acı biber,chili,49
3939,biyosfer,biosphäre,86
12904,sığınak,jungfer,24
8527,yaratıklar,kreaturen,51
11546,gök gürültüsü,donner,36
3805,ehlileştirmek,zähmen,74
472,gaglar,gags,74
6902,çökme,absturz,20
5035,ritüel,ritual,69
6842,vejeteryancılık,vegetarismus,62
1506,aegis,ägide,96
3354,rüşt,rct.,88
10889,sayar,zählt,12
5019,kıvırcık,lockig,81
8295,saksafon,saxophon,61
1944,gut,gicht,95
2172,tavşan,kaninchen,39
13814,irade,wille,5
13834,yukarı,hoch,7
10303,yaprak,blatt,27
8679,devir,umsatz,39
474,prevalans,häufigkeit,69
11320,adımlar,schritte,20
11240,değirmenler,mühlen,30
7127,vizalar,weys,68
5884,kama,keil,72
2836,numuneler,exemplare,65
7501,gerçekçilik,realismus,66
658,kaybolmamış,intant,99
8021,rep,reprise,60
6061,uzun süreli,verlängert,68
3111,cırcır,ratsche,89
9053,pus,dunst,54
8571,yugoslav,jugoslawisch,58
6533,savunuculuk,befürworter,72
13159,kriz,krise,21
11830,başlıklı,betitelt,10
14044,oranlar,preise,8
6935,felsefi,philosophisch,43
4799,ikinci derecede,quadratisch,81
14056,ikisinden biri,ob,12
13052,inanç,glaube,21
13331,genelde,meistens,17
12033,korsan,pirat,22
5090,sözlü,verbal.,70
8534,plumbago,graphit,60
3037,güneş balığı,sonnenfische,90
14205,dahil,inbegriffen,7
9864,sigurmak,seig,50
8397,oyuk,hohl,52
8796,pusu,hinterhalt,51
12535,saldırmak,angriff,25
3083,ülser,geschwür,88
1637,dianetik,diatics.,96
13396,gövde,karosserie,16
5304,sihizm,sikhismus,79
87,ağartma,bleichen,43
7593,bodrum,keller,64
5643,karboksi,carboxy,77
12547,değiş tokuş,austausch,25
11204,temyiz,appellieren,31
5005,küreler,kugeln,38
1904,film çekmek,filmemachen,76
4030,uyuya kalmak,schlafend,86
11495,başsız,kopflos,37
13270,sosyal,sozial,18
12936,liman,hafen,22
11791,çekoslovakya,tschechoslowakei.,35
13923,ağ,netzwerk,10
4003,woodruff,waldbrecher,86
7816,yeniden kontrol etmek,überprüften,63
2523,şaplak,spanking,85
14394,soru,frage,6
10299,sözdizimi,syntax,46
12465,gençlik,jugend,27
11055,vesika,porträt,39
3374,çerçeveli,gerahmt,28
13333,makul bir şekilde,vernünftig,6
2810,adaylık,kandidatur,89
13166,tren,zug,12
905,ekili,kultiviert,69
7831,platypus,schnabeltier,64
10693,meşrulaştırma,rechtfertigung,41
2200,bakkal,lebensmittelgeschäft,89
10133,sahtekar,der betrug,48
11111,altyazı,bildbeschriftung,36
12768,flemenkçe,niederländisch,25
8381,ömür,lebenszeit,61
13093,arjantin,argentinien,22
11521,kırkbeş,fünfundvierzig,37
5870,silverback,silberrücken,76
9333,kalici,dauerhaft.,34
6450,şarj cihazı,ladegerät,35
13206,belirlemek,bestimmen,11
8200,hafif,lite.,61
8943,gerçi,obgleich,57
8134,şansölye,kanzler,62
2872,esneklik,elastizität,77
13425,kolayca,leicht,18
5757,vidalama,verschraubung,42
1812,köşetaşı,grundstein,91
5702,yudum,branche,77
1885,i̇sveçli,schwede,83
9194,bozulmamış,intakt,55
8976,yavru kedi,kätzchen,55
896,nemrut,nimrod,98
2585,kenar çubuğu,seitenleiste,92
4316,sakar,unbeholfen,83
8286,kilitleme,aussperrung,61
13620,afrikaalılar,afrikaans,15
947,kümülüs,kumulus,98
9983,rehin,geisel,39
446,karaktersiz olarak,uncharakteristisch,89
13713,deniz,meer,14
3368,çoğaltma,reproduzieren,66
13992,temelli,basierend,10
5376,hırsızlık,ladendiebstahl,75
6638,manastır,kloster,65
7470,imha etmek,entsorgung,51
10521,yoksulluk,armut,45
7331,yönlendirici,router,65
12099,kont,graf,32
10604,alışveriş,einkaufen,28
10219,çarpışma,zusammenstoß,36
13890,başına,pro,13
9169,acı,bitter,53
8061,yemek yedi,aß,62
584,toprak fırtınası,landstorm.,99
12606,sanık,beschuldigt,19
13756,kaya,felsen,13
11408,danışma,beratend,31
845,gol,glut,98
10273,varis,nachfolger,45
7034,solvent,lösungsmittel,62
8176,virgül,komma,53
4422,aciz,unfähig,83
2243,quoth,quatsch,93
13874,orası,dort,6
11035,elli,fünfzig,38
2942,karahindiba,löwenzahn,88
12339,na,n / a,30
7298,manzaralı,szenisch,67
10173,akdeniz,mittelmeer,48
4262,kasık,leiste,84
3565,şaşkın,verwirrt,48
4484,gracias,grazien,83
3516,okaliptüs,eukalyptus,88
6713,mutsuz,unzufrieden,69
11188,boş,leer,38
13142,karanlık,dunkel,19
4884,ayaklı,footend.,23
14060,altı,sechs,12
6538,kibirli,arrogant,64
4310,handikap,behinderung,69
63,hilekârlık,trickerei,100
3974,firkateyn,fregatte,81
3371,bitkin,höhnisch,88
9868,saltanat,regieren,39
14419,şov,zeigt an,8
10898,lisans,lizenz,38
10505,yonga,chip,34
5814,güven,vertrauen,76
10518,norveççe,norwegisch,44
13010,yakalanmış,erwischt,23
12474,antlaşma,vertrag,22
9102,jeotermal,geothermie,56
13591,ofis,büro,12
11970,getirme,bringend,6
8486,sarılmış,verpackt,43
4921,en sıcak,am wärmsten,81
11257,tahrip etmek,zerstören,17
14283,potansiyel,potenzial,13
3883,vicdan,gewissen,86
3587,iki dilli,zweisprachig,87
6766,hacılar,pilger,63
6866,uzun zaman,lange zeit,70
5781,itaat etmek,folge leisten,67
613,scrutinlied,geprüft,96
10638,daha genç,jünger,44
4804,fark edilmemiş,unbemerkt,76
12038,havza,becken,32
8263,kumaş,madras,62
1641,whrammies,whamzen,92
2614,çocuk yuvası,kindergarten,90
6622,pedofilik,pädophilie,72
2738,okul çocuğu,schüler,88
6158,araları açılmak,ausfallen,74
14399,beyaz,weiß,12
9672,çözmek,lösen,35
13390,yiyecek,lebensmittel,17
9679,zırh,rüstung,25
3463,yumurtlama,ovation,86
12229,haksız,ungerechtfertigt,31
89,kabarcık,wallaby,80
3125,kusursuz,ereignislos,86
8319,adaçayı,salbei,61
8635,karakurbağası,kröte,58
8776,mumya,mumie,58
14131,zamanlar,mal,6
10919,öpücük,kuss,38
2754,bira fabrikası,brauerei,85
7727,napoli,neapel,64
13734,altın,gold,14
12629,nominal olarak,nominell,12
3412,kontrplak,sperrholz,88
1913,torched,klappern.,37
8815,engel,vorderseite,58
10214,fince,finnisch,47
10866,reddetmek,ablehnen,17
4298,en soğuk,kälteste,84
4905,kapasitör,kondensator,79
12181,hasta,krank,27
1648,perdelemek,perdue.,93
3441,sıra dışı,unkonventionell,88
3458,batmış,batty,88
11990,boşa harcamak,abfall,26
7840,monoksit,monoxide,64
13023,sınır,rand,20
6727,tamircilik,basteln,68
3333,tournpike,schlagbaum,86
5469,yeniden boyutlandırılmış,gegründet,70
5330,hatırlar,erinnerungen,71
11168,bahane,ausrede,38
487,abartı,übertreibung,64
9785,gömülü,begraben,41
10326,en yakın,am nächsten,46
9570,çiftçi,landwirte,43
7037,çözme,lösung,24
8046,kin,hass,62
12298,üzgün,verärgern,28
10183,emin değil,unsicher,47
2617,başarılı olmak,gelingt es,92
1295,tuzluluk,salzgehalt,84
1741,himaye,schirmherrschaft,95
7279,prev,pflanzig,67
7040,izleyiciler,publikum,34
9788,sabah kahvaltısı,frühstück,49
5138,ağırlık kaldırma,gewichtheben,79
8156,cevher,erz,61
10042,başa çıkmak,bewältigen,47
3294,topuz,brötchen,59
8714,şaşırtıcı derecede,überraschenderweise,58
166,çevre yolu,umgehungsstraße,100
7025,tüketme,erschöpfung,54
13088,duvar,wand,20
13658,gözükmek,erscheinen,10
11852,emmek,saugen,27
12248,bir yerde,irgendwo,31
10702,varil,fass,39
18,faset,facette,59
4128,balo,abschlussball,84
11352,ondalık,dezimal,35
13217,hiç biri,weder,20
11375,olta takımı,angehen,29
8163,klor,chlor,59
12311,i̇skoçyalı,schottisch,30
11759,piskopos,bischof,34
5369,karşıcı,gegenoffensive,70
8668,fikirli,gesinnt,12
6302,salyangoz,schnecke,68
8538,kuzen,vetter,50
5421,şecbilik,schisma,78
8985,detaylandırmak,durchdacht,49
7770,pişmanlık,reue,26
12052,olur,wird,9
7390,iyi adam,guter mann,66
11954,kölelik,sklaverei,33
13976,olmadan,ohne,6
9192,şeftali,pfirsich,53
8627,bükmek,twist,45
2232,sıkılmış,festgezogen,78
7924,pompalı tüfek,schrotflinte,61
3863,temiz su,klares wasser,86
11770,fiji,fidschi,35
11768,i̇brahim,abraham,35
1206,uyuz,krätze,98
12028,disk,rabatt,31
12226,evrim,evolution,31
118,girişimcilik,unternehmerschaft,100
7872,sonsuz,unendlich,31
5193,halüsinojenik,halluzinogen.,72
9362,mezarlık,friedhof,53
2145,kuzeybüstence,nordwestlich.,94
6940,faks,fax,68
10676,muhafız,wächter,42
8996,fısıltı,flüstern,37
2485,nemli,feucht,73
12122,otomatik,automatisch,6
1556,frenchmen,franzosen,96
7854,nehir kıyısında,riverfront,64
7264,gözleme,waffel,63
9982,eksi,minus-,49
1242,lekelemek,fleck,67
13239,brezilya,brasilien,20
13970,yaptı,tat,5
7568,her nerede,wo auch immer,65
5597,bubi,booby,70
4765,rom,rum,82
8269,kiraya vermek,mieten,51
13494,sorguları,anfragen,16
11008,elçilik,botschaft,38
13337,tanrı,gott,18
14454,alış,kauf,34
9430,heyecan verici,aufregend,38
13645,yarışma,wettbewerb,12
13898,şirket,firmen,10
2660,en zengin,reichste,92
9872,eşcinsellik,homosexualität,40
4198,fosfataz,phosphatase,85
10549,yemek yiyor,essen,19
5906,cyclops,zyklop,76
11399,büyüme,wachstum,38
11107,sezar,caesar,40
8121,temsilci,delegieren,30
1965,yabangısı,ameisenbär,93
5998,eşit olarak,gleichmäßig,75
1912,kestirmek,snead,95
7493,duş,dusche,52
12319,sürahi,krug,25
6937,ders kitabı,lehrbuch,57
8307,şemsiye,regenschirm,60
4819,piston,kolben,39
1721,karakterize,charakterisiert,83
3162,bağlantı,verknüpfung,85
2312,vurma,hämmern,37
