ID,TURC,PORTUGAIS,INTERVAL
9383,pirinç,latão,54
7951,sondan bir önceki,penúltimo,63
1344,örgü,malha,94
10489,çatı,teto,42
6600,kardeşlik,fraternidade,56
12755,güneybatı,sudoeste,26
2956,şartlı tahliye,liberdade condicional,85
10969,gelenek,tradição,21
8134,şansölye,chanceler,62
14177,tasarlanmış,projetado,12
9246,yörüngeler,órbitas,17
6952,çözünme,dissolução,69
12323,ayna,mandril,30
9073,adını değiştirmek,renomear,26
13502,sahne,etapa,13
11337,bok,merda,38
4221,yarışmak,ajudante,84
12633,arsa,enredo,26
10648,optik,óptico,39
8385,barut,pólvora,61
3837,cag,cagrão,87
10413,keskin,afiado,46
3328,mezun,ex-aluno,89
7463,clive,clê.,67
7042,belgelendirme,certificação,46
8008,jd,jg.,63
6114,jeton,símbolo,70
7450,tutukluk,detenção,66
1267,biriktirmek,acumular,50
12597,hastane,hospital,25
6222,plütonyum,plutônio,75
12723,pazartesi günü,segunda-feira,26
12852,orman,floresta,23
3716,tutulma,retenção,84
10605,iddiaya göre,alegadamente,45
10199,konuşur,falou,47
6874,silindirler,cilindros,46
12961,sarı,amarelo,23
6354,dolaylı olarak,indiretamente,74
6104,yetkisiz,não autorizado,76
13692,koşma,correndo,8
4181,iyonik,iônico,86
7850,acımasızlıklar,atrocidades,60
5326,recap,recapitular,65
844,koparmak,arrebatar,78
10530,koordinatlar,coordenadas,26
13356,bağımsız,independente,14
8453,zehirlenme,envenenamento,41
6906,glikoz,glicose,70
6757,iftira,calúnia,59
14400,çabalar,esforços,7
9279,puka,puck.,55
9018,görevli,encomendado,23
11670,on üçüncü,décimo terceiro,37
4815,giysi dolabı,guarda roupa,82
4785,lambalı,sped.,83
6821,taranmış,rastreados,23
14322,görüşmeler,conversas,5
6125,akılsız,sem mente,75
10161,yarasa adam,homem morcego,48
3548,amip,ameba,88
6505,döngüsel,cíclico,71
12431,hizmet vermek,serve,13
14162,diğerleri,outros,5
251,yuvarlanan,caindo,75
4378,saksonlar,saxões.,58
8377,duygusallık,sentimento,50
11059,haftalık,semanalmente,41
2928,sivilce,civilmente,90
11198,cenaze,velório,39
13225,düşmüş,caiu,20
13104,içeri,lado de dentro,21
13884,üç,três,8
2455,estetik,estética,54
13230,uçuş,voo,18
7665,dikkat,cuidado,65
1444,diapritik,diacríticos,91
3315,lale,tulipa,88
4634,quell,resfriar,74
5172,nene,avó,80
6958,maddi olmayan,intangível,70
9052,ateizm,ateísmo,57
3983,toprağa bağlı,earthbound,86
1795,kalıtsal,hereditário,95
518,yutulmuş,engolido,66
10443,bozulma,prejudicando,43
4437,doyer,tintureiro,83
11221,kurucu,fundador,37
11792,yıpranmış,desgastado,36
14481,basmak,imprensa,14
5925,yağmurlu,chuvoso,76
9224,tam geri,volta completa,50
10238,papazlık,camareiro,48
6884,dublör,façanha,62
6991,izdiham,debandada,67
13856,sadece,apenas,7
1989,dah,dã,95
2130,araya girmiş,entrelaçado,82
11798,büyüyen,crescendo,27
672,açık tonlar,overtones,96
10090,vazgeçmek,desistir,48
2843,ecb,bce.,91
13201,ödünç alınan,emprestado,20
10038,soy,linhagem,49
7023,halı,tapete,67
10825,anlamsız,sem sentido,43
7470,imha etmek,disposição,51
688,çabuk,onipresente,99
5872,kaotik,caótico,76
34,personel,funcionários.,89
14365,erkekler,homens,11
7635,file,filha,62
8679,devir,volume de negócios,39
13722,ayrıcalıklar,privilégios,13
14304,düşmek,cair,14
5842,oluk,sulco,69
1285,indüklemek,induzir,56
6755,elverişli,favorável,34
12803,demiryolu,estrada de ferro,23
13657,şöhret,notabilidade,10
8717,tetiklemek,acionar,42
7069,engelli,descontinuada,66
8273,aborjin,aborígene,51
10902,boykot,boicote,40
14462,üretmek,produzir,8
242,reaktif,reactivo,40
3619,yahuda,judá,88
12253,noah,noé,31
12266,buradan,por isso,31
9283,aşmak,superar,51
1410,çiçero,cícero,96
12301,taramak,varredura,22
14506,arabalar,carros,11
1660,sazan,carpa,86
2844,martı,puffin,91
10879,iyileşmek,recuperação,42
5600,lest,para mais,64
7700,dip,dp.,65
10864,çıktı,saída,42
9483,kurtlar,lobos,54
13307,yazmak,escrevi,19
6567,ödünç vermek,emprestar,50
11209,kayak,esqui,32
12872,kaybetmek,perder,15
2716,şantaj,chantagem,87
10490,osmanlı,otomano,44
6189,şu günlerde,nos dias de hoje,75
6630,karpuz,melancia,71
5044,groupthink,retrocesso,82
2465,damat,noivo,80
13552,uygulamak,aplica-se,12
6389,jel,gel,71
7288,geri dönüş,tailback.,66
2079,basur,hemorróida,93
8929,nazilik,nazismo,58
12988,kontrol listesi,lista de controle,23
13474,nihayet,finalmente,8
6683,ayırt etmek,distinguir,47
2361,mozoli,mausoléu,93
12231,romanlar,romances.,17
12240,bölünmüş,dividido,26
8824,tüccar,comerciante,53
8433,rütbesiz,desinantemente,61
10772,aztek,asteca,42
8975,kelebek,borboleta,55
8168,ısıtılmış,aquecido,23
10032,varsayılan,predefinição,46
11508,aileler,famílias,13
7913,teller,cordas,35
10486,ameliyat,cirurgia,45
7588,kırmızı gömlek,camiseta vermelha,62
7883,ticari olarak,comercialmente,10
10366,lezbiyen,lésbica,45
11847,rakip,rival,27
10436,ikame edilmiş,substituído,26
9760,sapık,sapiens.,51
1158,titreşim,vibração,71
6893,raylar,refrugadores,71
12812,dokunma,tocar,21
11102,dün,ontem,41
106,baryum,bário,100
12889,kalp,coração,19
3816,kümes hayvanları,aves,87
13459,kuvvetli,forte,17
6153,kimlik bilgileri,credenciais,73
10498,yeniden yazılmış,reescrito,46
6871,klon,clone,42
8868,tarafsız,imparcial,58
594,monosodyum,monossódio.,99
2419,tarlalar,plantações,73
8950,yuva,slot,51
10206,dipt,imprudente,48
12827,koreli,coreano,24
12919,kombine,combinado,18
1112,eğitmenler,instrutores,70
11695,gölge,sombra,34
12107,kontrollü,controlada,13
1679,yokuş yukarı,uphill.,96
2356,frenç,frazer,93
14122,içerir,inclui,7
13292,ürdün,jordânia,19
10743,dilbilimci,linguista,37
4536,varsayımsal,hipotético,81
6627,kafkasya,cáucaso,72
2560,playhouse,casa de jogos,93
7157,perde,cortina,65
5757,vidalama,aparafusar,43
11479,yasama,legislatura,34
11686,ny,nova iorque,36
7944,tozlu,poeirento,63
12966,açıklanamayan,inexplicável,23
1703,tampon lastiği,bungee.,96
6979,acil,urgente,62
7223,konektör,conector,64
12886,etkileri,efeitos,12
7517,merkezler,centros,19
1707,ateş topu,bola fogo,94
8362,şeritler,listras,49
10315,kum,areia,39
8033,fonksiyonel,funcional,25
7967,bilinç,consciência,61
9433,ark,arca,54
2864,estrojen,estrogênio.,89
3896,dokuma,tecelagem,79
2118,çaresizlik,desespero,90
5363,hidroksit,hidróxido,80
14209,eskimiş,velho,12
14129,asla,nunca,12
13521,ödül,prêmio,11
13596,eğilim,tendência,15
5901,istemeden,não intencional,69
11441,rotalar,rotas,20
7518,karşıdan karşıya geçmek,crossover,63
9644,simge,ícone,41
4591,ek dosya,acessório,19
5139,likble,dabbler.,81
5469,yeniden boyutlandırılmış,redimensionado,71
7628,alıç,hawthorn.,48
10841,şarap,vinho,42
4619,yrap,yr.,76
3760,sınavlar,exames,69
13064,cehennem,inferno,22
8634,çöp,bobagem,60
12936,liman,porta,22
6180,boşluk,vagas,68
3373,yürürlükten kaldırmak,revogação,78
5597,bubi,booby.,70
13431,rusya,rússia,18
11266,araya girmek,intervenção,38
3307,kordon,cordão,79
14093,gelecek,futuro,9
5924,hottest,mais quente,76
7339,pusula,bússola,62
8001,karartmak,parley,62
4065,peroksit,peróxido,84
9425,on yedi,dezessete,54
11694,taşıyıcı,operadora,34
10687,ayaklanma,revolta,42
13016,hastalık,doença,22
8926,tembellik,bicho-preguiça,57
11769,sec,seg.,35
10987,başlayanlar,iniciantes,28
4692,tost makinası,torradeira,81
1943,sükunet,calmaria,92
14511,ayrılmak,deixar,8
7094,pire,pulga,68
8202,sevgilim,querida,62
12188,çıkıntı,cume,31
1541,korkusuz,stalwart.,88
13211,yankiler,yankees.,17
4718,nem,umidade,83
2753,ork,orc.,84
13702,kazanan,vencedora,12
8849,parıldamak,sparky,58
13444,başlangıç,começo,13
1853,uçaksavar,antiaéreo,95
2852,bağırsak,intestino,67
5709,yanlışlık,falácia,67
5812,canlandırmak,dique,68
12759,din,religião,24
13793,ile,para,5
6243,isimlendirme,nomenclatura,74
7597,kürek çekmek,pá,61
9112,koni,cone,55
2549,tasarruf etmek,supervisionou,93
6151,koruyucu,protetor,12
2637,yıpranmak,woolwich,92
10263,nakavt,nocaute,47
10163,iletişim,comunicar,9
6827,çekmek,puxão,56
6802,çok uluslu,multinacional,71
10326,en yakın,mais próximo,47
5125,regency,regência,81
10591,gator,jacaré,45
9510,boru,tubo,44
3436,i̇skandinavya,escandinávia,88
5117,ormanlık,woodland.,68
5506,kararsızlık,instabilidade,78
13901,kullanıcılar,usuários,5
6875,kazan,caldeira,66
10460,romantik,romance,45
1364,ürpertici,repugnante,97
8482,tahıl,grão,55
4481,yakışıklı,jeitoso,83
8226,mekke,meca,62
9120,toplu iğne,alfinete,46
13408,sonuçta,eventualmente,17
14468,istek,quer,6
8548,kötü adamlar,vilões,53
1273,değerli taş,gemstone,91
12758,devasa,gigante,16
9206,nehir kenarı,riverside,56
2963,takım çalışması,trabalho em equipe,90
13576,emretmek,comando,12
13978,gün,dia,7
13852,bazı,alguns,6
8503,vatandaşlık,cidadania,61
11635,belirsiz,não é claro,37
3453,jöle,gelatina,88
3743,balık burcu,peixes,88
13470,bayrak,bandeira,15
14011,sağlamak,fornecer,6
2407,çimlenme,germinação,91
13675,ışık,luz,13
4953,lev,levião,82
5438,tonkin,tonca,79
5617,ayçiçeği,girassol,78
7212,tartmak,pesar,51
12157,açıklık,gap = vão,31
11903,emzik,em.,32
475,ihmal etmek,omite,51
10795,komisyon üyesi,comissário,41
13379,silah,arma de fogo,15
13771,hemen hemen,quase,13
13432,basmakalıp,chapa de ebulição,18
11590,şiir,poesia,37
11230,bütçe,orçamento,38
7699,akvaryum balığı,peixinho dourado,65
13823,olabilmek,pode,5
8808,makedonyalı,macedônio,52
3787,beyaz kimse,whitehead,87
7113,öklid,euclides,69
13442,süresiz olarak,indefinidamente,16
2784,zamanlayıcılar,temporizadores,70
13228,bağlanmış,amarrado,12
8099,viski,uísque,62
11422,satranç,xadrez,38
1037,kaçış,escape,97
93,mikroişlemciler,microprocessadores,79
4026,yörünge,trajetória,78
8976,yavru kedi,gatinha,55
8322,hile yapmak,chow.,61
7117,paramsal,paramilitar,69
5262,rutin olarak,rotineiramente,52
7930,sıyrılmak,rígido,64
11196,on üç,treze,40
1009,pratik olmayan,impraticável,97
78,dilenciler,mendigos,89
13694,savunma,defesa,12
4616,lat,latembro,83
2478,ağaçkakan,pica-pau,93
5343,dörtlü,quad.,78
4104,en baş,eniac.,86
11228,oturma,sentado,29
12269,canavar,monstro,28
9063,redüksiyon,redutase,57
1019,airstrip,pista de pouso,94
11987,karayolu,rodovia,29
1060,kaşıklar,colheres,56
4901,süper bilgisayar,supercomputador,81
9620,tanga,espiga,53
1259,birleştirme,montagem,23
8154,raf,prateleira,48
8710,cesaret,coragem,55
3288,kurtarma,salvamento,70
5840,gibberish,gibbilar,77
3654,rahip,rucker.,88
10598,kamerun,camarões,45
6828,dansçılar,dançarinos,59
813,tekir,malhado,99
11039,koloni,colônia,26
3761,aceleyle,precipitadamente,87
5603,kruvazör,cruzador,74
12375,öncelikli olarak,principalmente,30
6437,zanaatkâr,artesão,73
12191,komedi,comédia,32
6137,oter,auteur.,75
12294,nato,otan.,31
13227,üretim,produção,9
14466,aranan,desejado,6
5370,uçucu,volátil,72
7969,korkutucu,apavorante,63
13287,imparatorluk,império,19
14489,sayılar,números,8
6778,flüt,flauta,69
376,psödbistance,pseudociência.,100
6845,battaniye,cobertor,62
14231,metin,texto,7
9225,görüntüler,exibe.,17
2158,proviso,cláusula,93
5312,şekerleme,confeitaria,80
10118,ha,hã,49
12630,tesis,instalação,22
7516,barok,barroco,66
14346,reklam,comercial,10
14186,alınmış,levado,9
4442,imrenmek,inveja,83
6902,çökme,crashing.,20
10874,milletvekili,deputado,38
13837,sen,você,5
4507,hatalı,errante,84
12206,ingilizce,ing.,32
3144,çapa,enxada,88
4201,pasifik zaman dilimi,pst,85
1574,seslendirme,voicing.,24
14246,deneme,tentando,7
2569,jüri üyeleri,jurados,79
12463,tayvan,taiwan,29
5595,iltica,asilo,76
4250,siyam,siamese.,85
14360,ocak,janeiro,6
4478,hoer,heer.,84
4673,zararsız,inofensivo,83
7249,burgess,cidadão,65
13891,yapmak,fazer,5
2827,boğucu,sufocando,73
837,kilolu,excesso de peso,99
10379,kuraklık,seca,46
13430,gül,rosa,17
4808,dönek,acre,53
6760,çevresel,periférico,64
14303,hakikat,facto,7
13259,dizin,índice,19
4649,yenilenme,regeneração,67
13781,zafer,vitória,12
8469,kolera,cólera,61
5337,iğne,agulha,74
8854,ileride,em diante,52
7102,sesçi,vocalista,64
5774,hazırlanmış,cunhado,19
2508,iki hafta,quinzena,90
11943,kalıcı,permanente,27
12753,pencereler,janelas,13
6583,bant genişliği,largura de banda,71
7364,piskoposluk,episcopal,67
165,harekete geçmek,agir sobre,100
1554,goss,gostar,96
3287,bakmaz,independentemente,89
5955,zekice,feely.,76
5525,geri çekilme,recuando,38
10023,koca,marido,48
10130,zeki,inteligente,21
12733,acele,correndo.,15
11639,slalom,ziguezague,35
8086,jurassist,jurássico,62
3479,yeniden başlamak,reeditada,72
9297,hayır kurumu,caridade,51
2517,güneydara,southland.,93
5657,tatmin edici,satisfatório,78
12598,efsane,lenda,25
2536,kilo,quilo,89
14039,yine de,no entanto,6
6613,samimi,sable.,72
8365,çürümek,decair,57
1349,iş istasyonu,posto de trabalho,89
8275,yel değirmeni,moinho de vento,61
13083,berabere,desenhar,18
1100,hum,zumbir,95
3441,sıra dışı,não convencional,88
12343,sürdü,dirigiu,30
12251,kutsal,sagrado,30
14500,strateji,estratégia,36
8059,salatalık,pepino,62
142,toprak sahipleri,proprietários de terras,95
6955,hırsız,ladrao,70
13975,ikinci,segundo,8
8335,egemenlik,dominação,20
8401,kürt,curdo,61
13666,krallık,reino,14
12397,keşif,reconhecimento,30
14437,ayırmak,separado,16
2487,bedensel,corporal,93
5879,vitrin,mostruário,61
9494,başıboş dolaşmak,vago,48
11666,çalınması,roubo,36
7152,hava dalgaları,ondas de ar,69
6439,pow,pancada,59
2911,indüksiyonlar,inductees.,88
4820,selefler,predecessores,51
8708,tırmanmak,escalando,33
6965,boşalma,ejaculação,67
14027,planlar,planos,12
12400,temiz,limpar,23
12433,türk,turco,29
5036,virüslü,virgínia,75
1879,uzay gemisi,nave espacial,87
11519,flaş,instantâneo,35
13886,anc,inc,22
10517,edebi,literário,46
2000,seyreltme,dilatação,88
12185,atlamak,saltar,31
3407,sekoya,redwood,86
6831,güç vermek,sustentar,28
8363,takılmak,welch.,62
13912,bilgi,informação,6
3109,haliç,estuário,88
3720,belâ,submachine.,88
8720,ortabanı,centro oeste,59
10148,şempanze,chimpanzé,48
5418,fisyon,fissão,79
1117,cüruf,escória,94
9365,jeopary,perigo,54
6239,acemi,insistir,27
4005,iyi niyet,boa vontade,86
7184,yenilmezler,vingadores,46
2339,yarı robot,cyborg.,90
1523,alçak,planície,80
8344,devlet çapında,statewide,62
10279,plaza,praça,47
3399,sökülmüş,desmantelado,74
1463,kınanmış,repreendido,83
1083,reins,rédeas,78
1751,ihtiyatlı,prudente,94
14296,bitti,terminou,8
6526,sarmak,enxame,67
14038,bay,senhor,12
137,gözenekli,poroso,100
2623,entourage,comitiva,92
6441,su altı,embaixo da agua,73
5338,mekânsal,espacial,79
9240,enlem,latitude,53
14088,burada,aqui,5
10638,daha genç,mais jovem,45
1790,cirmak,cirl.,95
3145,dürzi,drruze.,90
5157,dudaklar,lábios,62
7636,kickers,jogadores,24
14491,satın almak,comprar,31
10290,sivil,cívico,46
2274,deneyimsizlik,inexperiência,94
5042,bip sesi çıkarmak,bip,79
6676,katır,mula,64
12446,yürütüldü,conduzido,20
6371,sokağa çıkma yasağı,regredir,70
5877,itibarsızlık,desacreditar,60
14054,göstermek,mostrar,8
9364,bir gecede,pernoite,54
14519,getirmek,trazer,6
3227,bencil,egoísta,86
1609,farklılık,disparidade,34
163,frekans,frequencia,100
2633,yükseltici,booster.,81
2668,düzenleyici,regulatória,92
13309,yönetilen,gerenciou,11
9815,asılı,pendurado,37
11854,devam eden,em progresso,35
8397,oyuk,oco,53
12845,yakıt,combustível,24
10391,atlama,pulando,9
1194,tantana,fanfarra,98
2205,yeniden okumak,reler,90
7208,etkilemek,afeta,11
8361,anında,imediatamente,62
14419,şov,shows,8
2350,fırçalama,escovando,52
3863,temiz su,água limpa,87
3503,uzay uçuşu,voo espacial,67
13410,harry,atormentar,15
1968,faddaklamak,faddle.,95
10742,kürtaj,aborto,40
12373,güncelleme,atualizar,8
7189,yat limanı,marina,68
13373,i̇skoçya,escócia,18
2264,mağara adamı,homem das cavernas,94
7533,yün,lã,66
3114,dalak,baço,89
3087,fiery,fogosa,89
13435,ilerde,à frente,18
4661,yamalar,patches.,35
8111,epistle,epístola,62
11260,kil,argila,39
8348,takdir edilmemiş,insubstanciado,62
2156,sızıntı,vazando,45
3419,kavun,melão,88
5869,reyhan,manjericão,77
11558,kabuk,concha,31
1906,şakalar,brincadeiras,64
12620,doc,docembro,27
11848,onay,aprovação,23
6124,amonyak,amônia,75
3700,kan dökülmesi,derramamento de sangue,88
10388,eyaletlerarası,interestadual,46
2815,ye,yn.,91
5471,özgürlükçü,libertário,67
13676,taslak,esboço  projeto,13
3845,basın odası,sala de imprensa,87
7501,gerçekçilik,realismo,67
3283,maddeleri,cláusulas,50
9867,tabela,letreiro,50
11529,vahşileştirmek,walt.,38
3852,dallanmış,ramificado,31
1810,uzun süredir,de longa data,95
14267,bina,prédio,12
4134,beyinsiz,unfree.,86
11199,atlatmak,desviar,38
4563,biçme makinesi,cortador,79
12513,acil durum,emergência,20
8944,karşı konulmaz bunaltıcı,muito pesado,41
602,kısık,raucoso,99
10954,özetlenen,delineado,35
14504,koşar,corre,8
6135,kokteyl,coquetel,70
2004,yazı tipleri,fontes.,40
13801,söz konusu,disse,10
13216,yabanmersini,não foi,20
13026,yanlışlıklar,imprecisões,22
10370,reklamcılık,propaganda,8
11537,türev,derivado,24
13995,büyük,grande,8
13734,altın,ouro,13
7153,boşanmak,divórcio,62
13324,aynı fikirde olmamak,discordo,18
14376,yöneticiler,gerentes,11
13818,olumsuz,não,5
11287,kaset,fita,33
13749,izlemek,acompanhar,11
4107,slubger,lançador no beisebol,82
4031,kurabiye,biscoitos,28
10050,sonbahar,outono,49
14410,bakan,olhando,5
2757,füme balık,salmão defumado,91
1191,inatçılık,inalação,78
12822,hızlı,velozes,25
6801,çiğneme,mastigação,45
2846,goofy,pateta,91
6921,hound,cão,64
13853,ne zaman,quando,6
14021,ulusal,nacional,8
10871,korkunç,terrível,38
294,meyve vermeyen,infrutífero,100
9432,gael,gaélico,54
4605,kolye,colar,82
8566,sismik,sísmico,59
5882,sıkıştırılmış,comprimido,50
7440,pahalı,dispendioso,67
14514,yazılı,escrito,10
2336,güneye doğru,para o sul,62
9062,şişe,garrafa,46
5194,kofaktör,cofator,77
10698,yeniden değerlendirilmiş,reavaliado,43
4329,inatçı,persistente,82
9444,kükürt,enxofre,51
12311,i̇skoçyalı,escocês,31
2472,yan yan,lateralmente,92
11993,geçersiz,inválido,33
10842,tahliye,evacuação,29
11368,kurye,estojo,38
7718,çelişki,contradição,38
957,trombosit,plaquetária,94
4994,güçlük,casa de força,76
11498,gazeteler,jornais,18
10333,dürüst,dar.,47
11795,ilgi alanları,interesses.,9
11403,uzman,especialista,29
2819,yanlış yapma,irregularidade,91
2313,yenilmiş,comido,93
7467,şeffaflık,transparência,51
10223,gilgiler,giles.,48
12830,teker,roda,20
6540,gizlice,secretamente,73
3871,korkunç bir şekilde,horrivelmente,54
4417,yeniden dağıtmak,redistritamento,84
21,kalp kırıcı,destruidor de corações,79
6763,kurtuluş,salvação,71
1408,uyuyan kimse,dorminhoco,93
7411,letonyalı,letão,66
6476,keskin bir şekilde,nitidamente,73
3303,reçete,prescrição,84
5369,karşıcı,contra-ofensiva,71
11562,en düşük,menor.,38
10202,şükran günü,ação de graças,48
744,şehir dışı,upstate.,99
1926,sayım,condessa,95
7920,izleyici,viewer.,39
5134,ketçap,ketchup,81
5731,possum,gambá,77
10203,atom,átomo,31
3264,peptit,peptídeo,88
6882,suçiçeği,catapora,71
4903,ren geyiği,rena,82
5675,yükümlülük,responsabilidade,76
13926,eşit,até,8
10146,büyükelçi,embaixador,45
11595,sscb,ussr.,37
9791,hür,eh,51
7941,kapsamlı,minucioso,62
3920,aşınma,corrosão,84
4999,rüptük,ruptura,70
11349,konuk,convidado,34
4521,özel eşya,peculiar,79
1462,müthiş,tremendo,59
1545,dikenek,obelisco,96
7418,ikizler burcu,gêmeos,66
6287,güvenen,confiar,36
4981,ensest,incesto,82
10473,dalga geçmek,wang.,46
5654,çingene,cigano,73
5537,yatak odası,quarto,76
12565,ispat et,provar,18
10037,algılanan,percebido,45
5837,kapsül,cápsula,65
11104,gitgide,gradualmente,38
4111,kısaltmak,encurtando,41
7548,hanna,hanôver,66
7585,gergedan,rinoceronte,66
3756,öküz,boi,87
13434,getirilmiş,trouxeram,18
9937,beyler,cavalheiros,50
2770,sübvansiyon,subvenção,80
5377,batıdan,de oeste,68
5703,çarpmak,ressalto,59
9318,dolayısıyla,cerca de,55
12180,cüsseli,maciço,30
2078,azotlu,nitroso,94
2717,sert bir şekilde,duramente,91
1486,ilik,medula,96
5661,okçuluk,tiro com arco,78
3451,yonca,trevo,71
999,çatı katı,telhado,91
12258,erkek,macho,29
10815,kısmi,parcial,34
6729,tekil,singular,66
1294,bebekler,bebês,58
3111,cırcır,chave catraca,90
10066,kanca,gancho,35
9142,bu vesile ile,por este meio,56
14276,muhtemelen,provavelmente,8
9870,tomurcuk,broto,48
14279,çizgiler,linhas,10
7738,doğrulanmamış,não verificado,51
2960,taviz,concessão,70
9608,mükemmeli,perfecto,52
8251,ufuk çizgisi,horizonte,62
13935,sayı,número,8
12140,bira,cerveja,32
5772,ayıkla,extrair,41
14335,harika,ótimo,10
5368,kafkas,caucasiano,79
2252,paha biçilmez,inestimável,94
697,hain,viciado,89
11689,otomobil,automóvel,35
10760,meyve suyu,sumo,43
12074,senaryo,roteiro,30
725,tekstil,têxteis.,68
14283,potansiyel,potencial,13
3874,kısayol,atalho,81
4458,japon kağıt katlama sanatı,origami,84
9621,meclis,conselheiro,51
2106,muhafızlar,guardas,94
13761,toprak,terra,13
9469,yeşim,jade,53
5645,yabancı insanlar,estranhos,58
8973,python,pitão,57
8911,amiral,almirante,41
8540,porsuk,texugo,49
10232,sabun,sabão,47
4635,kirletmek,crick.,83
446,karaktersiz olarak,sem caracteristicamente,90
12016,stok  mevcut,estoque,30
5204,milyoner,milionário,64
14312,konum,posição,6
1394,dikkat çekmek,se destacarem,95
13484,ab,abl.,17
11546,gök gürültüsü,trovão,36
2733,su tesisatı,encanamento,86
9089,sonlu,finito,54
10172,papağan,papagaio,47
12702,yeniden yazmak,reescrever,21
6648,sınır çizgisi,borderline,72
14487,kasım,novembro,6
13395,renk,cor,15
9330,maker,criador,46
68,cesurca,corajosamente,100
10569,münih,munique,45
1044,sağlıksız,pouco saudável,98
13252,yağmur,chuva,17
10671,kanlı,sangrento,44
2397,sportmenlik dışı,anti-desportivo,93
10063,niteleyici,qualificador,10
8094,pregame,pré-jogo,62
2358,tuzdan arındırma,dessalinização,93
2463,dayak,bashing.,57
14404,gözden geçirmek,análise,9
7394,istakoz,lagosta,67
5822,evlenmek,casar,43
10595,pırıltı,pil.,45
8763,vizör,visor,59
2824,yünlü,lanoso,91
15,ocelot,jaguatirica,100
10959,geri bildirim,comentários,42
13597,atış,tomada,14
11979,dolar,dólares.,24
6903,daha ağır,mais pesado,70
13876,devlet,governo,10
14171,nisan,abril,6
14053,batı,oeste,10
10863,kök,raiz,34
8734,aktarma,transferir.,14
10311,dikkatsizce,insalvazemente,47
5465,santigrat,celsius,79
4724,yalamak,lamber,71
13752,radyo,rádio,13
2137,motorlu,motorizado,94
1540,su kültürü,aquicultura,96
13162,ardışık,consecutivo,21
12213,steeler,ladrões,31
12440,branş,bruce.,29
13627,düzgün,apropriado,15
12943,kimin,de quem,24
373,saçkıran,micose,100
1759,otistik,autista,95
3607,sutyen,sutiã,82
11886,bavyeralı,bávaro,35
4408,tepe noktası,vértice,84
6418,karbonlu,carbonaceous.,74
13346,tek başına,sozinho,19
8585,you are,senador,60
8308,naziler,nazis.,29
11984,şeker,açúcar,33
3608,pisi balığı,linguado,86
12941,mesafe,distância,21
2543,düzleşmek,achatado,88
10829,insancıl,humanitária,43
9060,kaşımak,coçar  arranhão,44
12975,emekli,aposentado,18
1937,pompa,pompey.,95
10908,grove,arvoredo,41
4147,viyadük,viaduto,82
13377,yasaklanmış,banido,12
9195,gemiler,embarcações,44
13806,gibi,como,5
13658,gözükmek,parecer,10
2207,kılcal damar,capilar,91
2434,teklif sahibi,licitante,89
12367,delilik,insanidade,24
6351,kefalet,fiança,65
9738,sessizlik,silêncio,46
14212,suçlama,cobranças,18
13626,insan,humano,14
11560,giymek,vestir,27
10091,aldatmak,pego,49
13327,hareket,movimento,17
8798,tanıklık,testemunho,54
1965,yabangısı,suater,93
4039,tertemiz,imaculado,86
1254,utanmaz,desavergonhado,97
13986,ortak,co,16
2611,şifrelemek,cifra,89
3945,goto,vamos para,86
1520,etik dışı,antiético,96
5647,aşağılık,vil,78
2618,yaygara,discutir,88
2223,intikamlı,vingativo,93
11294,genetik,genético,31
5652,ateşli,ígneo,78
11390,i̇sveççe,sueco,38
11416,geçit töreni,parada,37
6854,çiçek hastalığı,varíola,71
10295,isyancı,rebelde,33
3558,aracılık eden,mediada,31
9141,kitapçı,booker.,56
5402,rim,aro,70
1127,boşaltım,excreção,95
12200,nispeten,relativamente,24
12862,vahşi,selvagem,25
4905,kapasitör,capacitor,80
13335,altıncı,sexto,19
3930,enahli,costular,87
8167,katılımcılar,participantes,57
875,önsöz,prefácio,94
8460,bin yıllık,milênios,61
9943,tekerlekli kimse,wheeler.,49
2861,tüfek,bastões,62
9361,yak,iaque,54
9419,peri,fadas,53
3081,çıkarmak,subtrair,65
2782,yeniden birleşme,reunificação,91
3155,önlemler,precauções,76
7146,sığ,raso,67
12017,solo,só,33
5947,mikronezya,micronésia.,76
4865,yarımaya ait,peninsular,82
2766,serfilik,servidão,91
14083,önemli,importante,9
5347,erotik,erótico,79
12380,kâr,ap,30
13767,ölü,faleceu,12
11580,victor,vencedor,36
11100,sansür,censura,41
13345,uygulama,prática,15
9916,hüküm,disposições,42
5035,ritüel,ritual,70
10209,bahis,aposta,41
6712,miktarları,quantidades,49
8229,yetkili,autoritativo,60
13156,başkanlık,presidencial,21
9541,yoksa,não faz,53
8972,tuzak kurmak,armadilha,38
8314,heather,mescla,62
4046,adaletsizlik,injustiça,82
4797,nükleotit,nucleótido,76
6747,kınan,denunciado,61
9454,soğutucu,resfriador,53
4164,lâhana salatası,salada de repolho,86
915,çırpmak,pease.,98
14101,ülke,país,10
3838,şok,shocker.,86
10814,lanet etmek,droga,39
12483,lütuf,graça,28
6126,çelenk,festão,74
262,kısıtlamak,escandente.,100
6934,bakü,baku.,70
1453,teselli,consolo,96
13453,sanatçı,artista,14
9532,yeniden inşa etmek,reconstruído,53
4480,eşitlenmiş,equalizado,78
9908,siper,trincheira,45
11252,atfedilen,atribuído,17
7256,geri sayım,contagem regressiva,67
8627,bükmek,torção,46
