ID,DANOIS,ARABE,INTERVAL
8484,dexter.,دكستر,54
13429,ni,تسع,14
8257,wildlife.,الحيوانات البرية,57
12499,terrorisme,الإرهاب,18
6129,squeak.,صرير,68
5283,pembroke.,بيمبروك,76
1503,cornish.,كورنيش,95
7827,disneyland.,ديزني لاند,60
6795,modulær,وحدات,63
8370,cellular.,الخلوية,56
7636,kickers.,كيكرز,19
11882,stanford.,ستانفورد,29
10577,optagelser.,لقطات,39
9600,rant.,تبجح,39
12438,barry.,باري,24
12925,bobby,بوبي,19
13197,patriot.,باتريوت,12
9659,porter.,حمال,45
1584,i flammer,مشتعل,94
11250,obligationer,سندات,20
7830,achilles.,أخيل,60
4261,drab,القتل,72
2027,underminerer,يقوض,51
2053,nyse,العطس,85
2157,lumen.,لومين,90
10471,forfølgelse,السعي وراء,39
5978,wisp.,خصلة شعر,71
10586,hver gang,كلما كان,39
1748,jiddish.,اليديشية,93
4129,donny.,دونني,82
6829,jockey.,فارس السباق,61
13630,deltage,مشاركة,9
9975,mekanisme,آلية,19
11018,celtic.,سلتيك,37
13779,william.,وليام,9
11224,vision,رؤية,33
14083,vigtig,مهم,8
6024,pyruvat.,البيروفات,70
11042,marlin,مارلين,29
11306,arjun.,أرجون,34
76,bambino.,بامبينو,100
9536,brawl.,شجار,47
12133,torsdag,يوم الخميس,27
10236,ko.,كو,40
4137,klasseværelse.,قاعة الدراسة,75
386,triassic.,الترياسي,100
13448,dem selv,أنفسهم,14
898,ufølsom,غير حساس,90
4506,vente,في انتظار,48
5560,offside.,التسلل,74
9900,jihad.,الجهاد,45
1376,trina,ترينا,96
10561,klaver,بيانو,39
12784,elementer,عناصر,16
8718,hatte.,القبعات,26
3495,hadith.,الحديث,86
4745,av.,أه,79
4379,fremskynde,تسريع,35
9529,bad,حمام,41
13991,handel,تجارة,12
7679,kromosom,كروموسوم,56
6791,rhythmic.,إيقاعي,66
13645,konkurrence,منافسة,11
8326,toksisk.,سامة,45
5245,mousetrap.,مصيدة فئران,76
11536,udfordrende,استفزازي,30
12890,etiket,ضع الكلمة المناسبة,14
14254,os,نظام التشغيل,27
7683,patel.,باتيل,61
5913,talsmand,المتحدث الرسمي,72
8467,tien.,تيان,55
8697,bullshit.,هراء,54
13030,tilsluttet,انضم,11
7259,komplement,إطراء,58
13289,utilsigtet hændelse,حادثة,13
10093,rita.,ريتا,43
12597,hospital,مستشفى,20
1318,pickets.,اعتصامات,54
8828,tau.,تاو,53
7210,bogstavelig,حرفي,36
9133,ballet,الباليه,51
10902,boykot,مقاطعة,35
4992,xenon.,زينون,78
12037,silly.,سخيف,24
8665,cleopatra.,كليوباترا,54
7600,bout.,نوبة,60
8034,cis.,رابطة الدول المستقلة,59
12272,pave,بابا الفاتيكان,25
8863,woody.,ودي,51
12968,indlysende,بديهي,19
5412,ankara.,أنقرة,75
4583,gant.,غانت,80
7935,winger.,الجناح,45
11482,revolutionerende,ثوري,31
6231,greenwood.,غرينوود,70
9087,svarer til,يتوافق,25
12440,bruce.,بروس,24
9039,restatement.,إعادة صياغة,48
12375,primært,بالدرجة الأولى,25
12974,bolde,كرات,10
9062,flaske,زجاجة,40
8076,billetpris,أجرة,45
1890,bortfaldet,انزل,70
3132,montague.,مونتاج,88
10951,knæ,ركبة,35
10063,kvalifikation,التصفيات,8
12507,brunswick.,برونزويك,23
13059,to gange,مرتين,18
474,prævalens.,انتشار,64
8154,rack.,رف,42
6741,trappe,درج,62
3884,fjerkræ,الطيور,83
1003,warlords.,أمراء الحرب,82
12168,jage,مطاردة,22
8602,centennial,المئوية,52
2953,skåret,مقطع إلى شرائح,55
10512,låst,مقفل,26
3419,melon,شمام,85
5171,fald,سقوط,75
13652,eastern.,الشرقية,12
11842,i live,على قيد الحياة,29
12370,jernbane,طريق السكك الحديدية,23
6922,wee.,وي,65
8880,oslo.,أوسلو,52
4984,buster.,مغفل,71
530,sturgeon.,سمك الحفش,98
5136,norma.,نورسا,77
6605,lai.,لاي,67
13134,klovn,مهرج,17
2351,elm.,إلمام,84
6786,lords.,اللوردات,15
521,strung.,مدمن,99
4853,prostata.,البروستات,76
9283,overvinde,التغلب على,45
9419,fe,جنية,47
2882,risikabel,محفوف بالمخاطر,89
8786,betaling,مصاريف,45
7652,flemish.,فلمنيش,61
1642,tilgiven,غفرت,94
626,invertebrate.,اللافقاريات,98
9677,rhodes.,رودس,46
6742,cinematografi.,تصوير سينمائي,67
3477,samarbejdspartnere,المتعاونين,18
6778,fløjte,الفلوت,64
13421,med vilje,عن عمد,7
668,tøvende,ضعيف,98
10489,tag,سقف,37
6762,hydro.,هيدرو,66
8319,sage.,المريمية,56
13252,regn,مطر,14
12511,retning,اتجاه,12
2673,polymerisering,البلمرة,87
459,tomografi.,الأشعة المقطعية,99
13407,bestået,تم الاجتياز بنجاح,8
11409,falk,فالكون,23
3496,retroaktivt,بأثر رجعي,75
256,dewan.,الديوان,100
9781,trekantet,الثلاثي,45
4679,eq.,إقرار,79
8655,pagt,حلف,54
12954,sølv,فضة,19
12872,tabe,تخسر,12
9445,kidnapning,خطف,33
14011,give,يمد,6
2004,skrifttyper.,الخطوط,35
12855,medicinsk,طبي,19
9773,affald,قمامة,46
3142,psykoaktive.,نفسيا,88
13971,sats,معدل,7
12167,delta.,دلتا,27
12576,følte,شعور,23
1759,autistic.,التوحد,93
12045,lokomotiv.,قاطرة,19
4287,tidsplan,الجدول الزمني,75
2553,polynesia.,بولينيزيا,90
8169,etikette,آداب,57
2296,tilden.,تيلدن,91
13191,dømme,جملة,12
11233,duel.,مبارزة,33
5110,hindring,عقبة,62
9002,fedme,بدانة,50
6995,korridor,الرواق,62
14121,oprettelse,تحضير,5
11573,edison.,اديسون,32
1486,marrow.,نخاع,95
1667,imperialist.,الإمبريالية,80
10969,tradition,التقليد,17
9761,canterbury.,كانتربيري,46
13268,7.,7,16
2324,schwarz.,شوارز,91
2244,tarsus.,طرسوس,91
8184,kero.,كيرو,58
2551,flamenco.,فلامنكو,90
11621,telly.,إختصار,31
13926,også selvom,حتى,7
12540,guvernør,محافظ حاكم,21
7299,montevideo.,مونتيفيديو,63
9936,wider.,أوسع,44
3652,atelier.,أيلير,84
3316,lam.,لام,87
4100,whitehall.,وايتهال,83
8538,fætter,ولد عم,45
12475,missil,صاروخ,20
12580,tale,خطاب,22
8200,lite.,قليل الدسم,56
13010,fanget,القبض,18
3850,crosser.,رادير,81
2397,unsportsmanlike.,غير الرياضية,91
4055,påskud.,ذريعة,81
3607,bra.,حمالة صدر,78
8108,kontekstuelle,السياقي,56
13751,angive,يشير,9
5205,medley.,ميدلي,73
12967,wayne.,وين,19
2862,smagsstoffer.,النكهات,47
11234,brigadier.,العميد,35
240,spytter,بسب البصق,26
6582,hopper.,النطاط,64
13246,atlanta.,أتلانتا,16
12404,ross.,روس,24
7658,mailer.,مراسل رقمي,61
907,metallurgi.,تعدين,97
277,sedans.,سيارات السيدان,49
13821,det her,هذا,5
868,ombudsmand,أمين المظالم,97
1308,swami.,السوامة,93
5627,methoxy.,ميثوكسي,74
3764,fennec.,فينيك,84
6852,demobilisering,تسريح,53
10653,catcher.,الماسك,35
12064,warfare.,الحرب,27
10446,slagmark,ساحة المعركة,39
7015,tilbede,يعبد,59
13032,nemlig,بالضبط,18
199,gertrude.,جيرترود,100
13647,direkte,يعيش,8
12066,favor.,محاباة,20
14498,industriel,صناعي,14
7348,forståelse,يمسك,57
9166,forskelsbehandling,التمييز,45
4762,fællesskab,زمالة,78
6457,gage.,غيج,68
12812,røre ved,لمس. اتصال. صلة,17
12686,ryddelig,أنيق - مرتب,21
14125,halvt,نصف,10
11322,julius.,جولييوس,34
11512,hardy.,هاردي,31
8320,algier.,الجزائر العاصمة,57
11483,varighed,المدة الزمنية,32
13204,9.,9,16
13870,mest,معظم,7
11459,amos.,أموس,33
7664,roste.,أشاد ومدح,40
13954,godt,جيد,6
7862,synes ikke godt om,لم يعجبنى,52
9542,mistænksom,مشبوه,46
6887,fandom.,فندوم,66
2162,fejlfortolket,سوء تفسير,72
10827,afregning,مستوطنة,32
3954,satirisk.,الساخرة,54
13564,basketball,كرة سلة,13
4612,bananer.,موز,38
14294,bil,سيارة,9
11338,drevet,تحركها,34
14176,se,ينظر,5
4332,dyrlæge,طبيب بيطري,75
5460,pam.,بام,75
11541,singh.,سينغ,32
11975,porte,غيتس,20
9589,ph.,دكتوراه,47
14005,plan,يخطط,11
2341,wary.,حذر,90
12647,trusler.,التهديدات,13
1196,damme.,دام,96
3159,forretningsmænd,رجال أعمال,88
12061,overalt,في أى مكان,27
9934,gymnastik,رياضة بدنية,42
10857,kollapsede,انهارت,24
8102,nabo,الجوار,35
10510,lineær,خطي,39
9777,gennemgik,خضع,45
12327,våben,سلاح,14
1641,whammies.,الحنث,90
6368,prronger.,شمول,69
6215,skittle.,بوت,58
822,uoverstigelig,لا يمكن التغلب عليها,98
1609,forskel på,التباين,28
1036,hessian.,هسديان,93
736,pyjamas,لباس نوم,94
1034,ronin.,رونين,97
877,undvigende,صعبة المنال,96
12273,tirsdag,يوم الثلاثاء,25
6808,abby.,أبي.,66
13287,imperium,إمبراطورية,15
7883,kommercielt,تجاريا,9
8653,tilpasning,التكيف,32
1033,trodsig,غير هياب جريء,97
14468,har lyst,يريد,5
7721,dommedag,نهاية العالم,61
7162,veer.,وير,58
3077,typografi.,الطباعة,88
12077,tredive,ثلاثون,27
14026,ifølge,حسب,9
5970,outlaw,الخارج عن القانون,52
3873,fodgænger,مشاة,76
7677,clement.,كليمنت,51
1932,midi.,ميدي,92
11959,armadillo.,أرماديلو,28
7930,stærke,stark.,59
11077,explorer.,مستكشف,23
7424,visdom,حكمة,62
10819,marco.,ماركو,38
1734,goof.,الذهاب ل,81
6164,vandfald,شلال,67
5365,alger,الطحالب,75
4480,udlignet,تعادل,73
9592,militant.,متشدد,29
1927,methanol.,الميثانول,93
14416,at få,الحصول,7
583,gyroskop.,جيروسكوب,96
13903,synes godt om,يحب,5
4517,nitro.,نيترو,80
7732,diem.,ديم,61
3573,kind,خد,74
10294,gift,متزوج \ متزوجة,37
606,methylen.,ميثيلين,99
12658,sjovt,هزار,22
3099,hijacked.,اختطفت,50
11763,luke.,لوقا,30
12669,aktivitet,نشاط,10
11834,utilstrækkelig,غير كاف,28
4630,iridescence.,التقزح اللوني,78
10962,statisk.,ثابتة,37
6609,herkomst,أسلاف,67
13514,miles.,اميال,12
503,døbt.,كريست,90
11633,ec.,إيد,31
13530,busk,دفع,13
7890,hoy.,رواية,59
12229,ubegrundet,غير مبرر,26
11146,indfødte.,السكان الأصليين,36
11733,hasn.,حاصف,30
13757,syd-,الجنوبي,12
8966,hengiven,كرس,42
4015,charlottesville.,شارلوتسفيل,83
10468,antagelse,افتراض,35
4721,midseason.,منتصف الموسم,79
6915,dow.,مؤشر,65
13387,kavaleri,سلاح الفرسان,14
5525,trække sig tilbage,تراجع,32
5520,trisha.,تريشا,74
8864,forstad,ضاحية,36
4365,jagger.,جاغر,81
2873,durst.,دور,89
9150,valencia.,فالنسيا,51
9130,infinitesimal.,متناهي الصغر,45
10939,hank.,هانك,33
11563,metropolitan.,محافظه,32
12209,honda.,هوندا,26
2842,chuckle.,ضحكة مكتومة,66
13839,en,أ,5
3384,uforenelig,غير متوافق,81
9474,somali.,الصومالي,48
13783,forvirring,ارتباك,9
1088,feminin,المؤنث,94
6716,pære,كمثرى,66
10459,epic.,الملحم,40
3714,phonograph.,الفونوغراف,82
10442,terrier.,جحر,39
7452,milky.,حليبي,62
7225,theta.,ثيتا,63
6244,nae.,نايت,70
2393,wishbone.,عظم الترقوة,89
428,tunesisk.,التونسي,97
4194,khartoum.,الخرطوم,82
7066,bethlehem.,بيت لحم,64
1995,tetanus.,كزاز,93
13625,klar,صافي,12
6573,dresden,دريسدن,68
9989,nordøstvis,الشمال الشرقي,44
11974,væsentligt,بشكل كبير,28
8018,knoxville.,نوكسفيل,59
10133,svig,النصب والاحتيال,43
9877,konsol,وحدة التحكم,34
12351,edderkop,العنكبوت,24
8716,ansvarsfraskrivelse.,تنصل,19
10469,kanaler,القنوات,15
12419,tommy.,تومي,24
2121,desecration.,تدنيس,88
6250,drukning,الغرق,49
11437,racist,عنصري,32
4315,sap.,العصارة,78
2075,brant.,برند,92
6267,bonde,فكر,53
14321,sprog,لغة,10
6587,lige så stille,بهدوء,68
14362,video,فيديو,10
9254,ambulance,سياره اسعاف,46
12834,for det meste,خاصة,20
8766,crusaders.,الصليبيين,27
8345,sala.,سلالة,56
13755,le.,جنيه,11
11331,insignia.,شارة,34
4953,lev.,ليف,78
9614,wat.,وات,46
8497,rusten,صدئ,55
4202,yew.,uew,81
6917,vin.,فين,65
5228,gigt,التهاب المفاصل,76
8632,beethoven,بيتهوفن,54
4246,shakers.,الهزازات,72
7790,dukke,لعبة,42
5929,ae.,أخر,60
2494,modstå,تصمد,88
12996,ubrugelig,عديم الفائدة,18
13978,dag,يوم,6
6275,haitian.,الهايتي,67
4946,gentaget,كرر,56
4028,overflod,وفرة,65
11914,birmingham.,برمنغهام,29
7970,raj.,راج,59
7494,lodge.,النزل,51
8329,fornærmet,بالإهانة,25
8455,etnicitet.,عرق,24
1478,saltvand,ماء مالح,95
11769,sec.,ثاني,30
11610,litauen,ليتوانيا,31
6550,meg,ميج,68
7290,bastille.,باستيل,63
415,maxi.,ماكسي,89
1745,liang.,ليانغ,93
1621,polystyren,البوليسترين,94
2614,børnehave,روضة أطفال,89
14231,tekst,نص,6
3593,samaritan.,السامرية,84
12428,evangelium,الإنجيل,24
9624,etik,أخلاق,37
8577,usynlig,غير مرئى,52
7339,kompas,بوصلة,57
5516,jordnødder,الفول السوداني,40
12674,hotel,الفندق,21
9033,lieut.,مهدئ,52
11329,syttende,السابع عشر,34
1132,banda.,باندا,96
11072,stjålet,مسروق,36
8545,synkronisere,مزامنة,54
14279,linjer,خطوط,8
23,amen.,آمين,81
11471,sælge,باع,21
8832,guerilla.,حرب العصابات,44
8868,upartisk,غير متحيزة,52
3046,fila.,فايت,88
10631,downhill.,انحدار,38
9640,thames.,التايمز,47
2622,battleships.,حربية,58
9615,sammenfatte,لخص,37
1162,bateman.,باتيمان,96
11804,fabrik,مصنع,26
10075,indonesisk,إندونيسي,42
3957,pianist.,عازف البيانو,80
9023,nyere,أحدث,52
5956,quartet.,الرباعية,70
3013,grun.,غون,88
3558,formidlet,بوساطة,26
6053,deborah.,ديبورا,71
14110,kom,أتى,10
13403,forretning,اعمال,13
10307,poe.,بوي,41
8183,tasmanian.,تسمانيا,58
12093,ukraine.,أوكرانيا,27
10272,shanghai.,شنغهاي,42
12109,engageret,ملتزم,20
9173,eksponering,مكشوف,48
6021,uvillige,غير راغبة,71
5428,nox.,أقرم,75
14435,vandt,فاز,8
7277,terninger,حجر النرد,62
11838,che.,تشي,29
2416,congenital.,خلقي,90
13708,på trods af,على الرغم من,12
10400,springfield.,سبرينغفيلد,41
7038,skyer,سماء,27
14403,snart,قريباً,9
3718,felony.,جناية,81
4873,rappere,مغني الراب,27
204,gazelle.,غزال,99
12012,broncos.,برونكو,27
153,anæstesi,تخدير,100
2775,antikviteter,الجثث,87
3575,himmelske,السماوية,85
9300,sterling.,الجنيه الاسترليني,49
10174,livredder,يا حارس الشاطئ,42
10683,pindsvin,قنفذ,38
11606,ilt,الأكسجين,31
1144,wankel.,وانكيل,96
4398,rådgivere,المستشارين,59
14417,begrænset,محدود,8
3786,rektangulær,مستطيلي,84
4022,registre.,السجلات,6
4430,cheung.,سونج,81
5554,roterende,روتاري,73
2854,discern.,تميز - تدرك,75
10912,hebraisk.,اللغة العبرية,36
1905,guldsmith.,جولدسميث,86
8100,kart.,كارت,57
6028,lent.,أقرض,71
297,eksponent,الأسهم,89
4595,boosted.,عزز,46
3927,rolando.,رولاندو,84
3224,demilitariseret.,من السلاح,84
14141,på grund,حق,6
10891,barbara.,باربرا,38
7198,recoil.,نكص,62
5832,largo.,لارجو,72
12498,held,حظ,23
13722,privilegier,الامتيازات,11
3472,backfield.,باكفيلد,87
292,undeniably.,بلا شك,78
13907,de der,أولئك,6
304,zona.,زونا,100
6598,tammy.,تامي,67
7237,saunders.,سوندرز,63
9622,conjunction.,بالاشتراك,44
3988,cytoplasma,السيتوبلازم,81
13296,nebraska.,نبراسكا,15
4191,spinners.,المغازل,54
5288,macaroni.,معكروني,76
3120,lukker,مصراع,77
5366,outgoing.,منفتح,75
1797,amnesi,فقدان الذاكرة,93
6330,uorden,ضوضاء,51
6905,dialekt,لهجة,49
9350,sahara.,الصحراء,49
12852,skov,غابة,19
9945,zoologisk have,حديقة حيوان,43
2180,picnic.,النزهة,91
4120,cass.,كاس,82
11481,sussex.,ساسكس,32
702,tidbit.,طعام شهي,88
8335,domination,هيمنة,16
14385,aktiver,أصول,38
3681,svimmelhed,دوار,85
12865,hævde,يجزم,15
12589,armstrong.,ارمسترونج,23
6496,glorious.,المجيد,68
10235,kilometer.,كيلومترات,38
2670,mangan,المنغنيز,90
2509,crossbow.,كوسف,90
8362,striber.,شرائط,43
8252,wo.,وو,57
13814,vilje,سوف,5
571,sovesal,مسكن,90
602,raucous.,صاخب,99
4724,slikke,يلعق,67
2627,harpiks,مادة صمغية,79
6192,sletning,محو,30
4878,wah.,واه,78
13416,populær,جمع,13
14461,tager,يأخذ,5
9411,måtte,حصيرة,37
2508,fjorten dage,خمسة عشر يوما,88
2204,konvergerende,مؤخر,47
4702,uansvarlig.,غير مسؤول,76
9818,psi.,بوس,45
13856,kun,فقط,6
491,fornyelse.,تجديد,33
1605,lina.,لينا,94
2220,plagues.,الطيب,37
12734,commonwealth.,برلمان المملكة المتحدة,21
14376,ledere,المديرون,9
6420,hodge.,هودج,69
13174,sommetider,بعض الأحيان,15
1058,zeal.,حماسة,96
13122,stars.,النجوم,9
8348,usubstantiated.,غير مدعوم,56
1022,redningsmænd,رجال الانقاذ,96
8686,reaper.,حصادة,53
2993,tiffin.,تيفين,88
8227,rev.,قس,56
7728,flushing.,تدفق مائى - صرف,51
12463,taiwan.,تايوان,24
152,tunika.,تونك,78
11836,aske,رماد,24
5789,judith.,جوديث,73
12941,afstand,مسافه: بعد,17
5805,afledt,تحويل,59
9081,tanzania.,تنزانيا,51
1949,bandit,بانديت,59
11910,optøjer,شغب,15
8499,medina.,المدينة المنورة,55
11949,kanal,قناة,28
10836,afghan.,الأفغان,36
10786,butler.,بتلر,38
14454,at købe,الشراء,29
1983,rutter.,روتر,93
12130,trafik,حركة المرور,27
8568,fowler.,الصياد,55
12166,misrepresenting.,تحريف,22
12610,del.,ديل,22
9337,jaguar.,جاكوار,33
4860,guillotine.,مقصلة,78
13689,michigan.,ميشيغان,12
8310,mesopotamia.,بلاد ما بين النهرين,57
548,melodrama.,ميلودراما,98
5982,govt.,جوف,71
14108,investering,استثمار,27
11964,cannabis.,القنب,28
5323,rhyme.,قافية,62
2366,crips.,فتات,73
11973,nancy.,نانسي,28
2105,sag.,تبلد,84
3738,fiskere.,الصيادين,85
8690,hicks.,هيكس,49
13644,hal,صالة,12
9827,tilslutninger.,روابط,11
261,freemasons.,الماسونيون,92
11577,fremtrædende,مسطحة,27
5307,filippo.,فيليبو,76
1595,slew.,غطى,93
9221,carmen.,كارمن,50
9733,lunar.,القمري,46
12344,hurtigste.,أسرع,25
12131,kandidat,مرشح,19
5773,beskatning,تحصيل الضرائب,73
7815,faulkner.,فولكنر,60
12296,tonehøjde,يقذف,15
8273,aboriginal.,منظم,45
4782,kål,كرنب,79
8087,krave,طوق,49
12761,langt hår,شعر طويل,21
11557,shakespeare.,شكسبير,32
1256,bowed,انحنى,36
4780,reuben,روبين,79
12889,hjerte,قلب,15
11982,fumle,تلمس,21
4676,oriole.,الصفارية,31
2695,leoncito.,ليونكيتو,90
14343,i øjeblikket,حالياً,7
12757,jerry.,جيري,21
6859,beskæftiger sig.,توظف,21
10378,heks,ساحرة,38
6874,cylindre.,اسطوانات,41
13243,søndag,الأحد,16
7380,sq.,ميدان,62
1303,nei.,ني.,96
12932,gnu.,جنو,19
11102,i går,في الامس,36
6446,relient.,اعتمد,69
8900,honning,عسل,52
5098,diplomat,دبلوماسي,34
10205,gm.,جي امني,42
5188,evergreen.,دائم الخضرة,76
13749,spore,مسار,9
12038,bassin,حوض,27
1418,rariteter.,الندرة,79
4310,handikap,عائق,64
2259,glasfiber,الألياف الزجاجية,91
12365,perle,لؤلؤة,25
3146,insulin,الأنسولين,88
2555,alter,مذبح,90
3276,omfavnet,احتضنت,62
12142,flugt,هرب,21
10392,flamme,لهب,19
9889,ns.,انس,45
11396,springe,يتخطى,28
1823,ekspressionisme.,التعبيرية,93
12927,modtagelse.,يستلم,6
10357,armenian.,الأرمن,38
6222,plutonium.,بلوتونيوم,70
7590,islandic.,الأيسلاندية,28
3605,dashboard.,لوحة القيادة,84
12791,larry.,لاري.,21
8675,gentage,جنت,54
5817,hydroxylase.,هيدروكسيليز,72
11212,anatomi,تشريح,35
4913,sophocles.,سوفوكليس,78
4395,skydevåben,سلاح ناري,48
13275,tilknyttet,مرتبطة,10
10812,rev,الشعاب المرجانية,38
65,tilbageslag,النكسات,73
6226,boca.,بوكا,70
10817,frekvens,تكرر,35
12248,et eller andet sted,مكان ما,26
6515,dildo.,دسار,66
13710,derfor,وبالتالي,12
13490,ide,فكرة,12
11945,ellevte.,الحاديه عشر,28
227,kosmetik,التجميل,100
5974,brænder,حارق,70
11665,mason.,ماسون,29
2576,bestikkelse,الرشوة,90
10754,hugo.,هوجو,38
2203,consort.,مقاهي,89
13098,edward.,إدوارد,14
14021,national,وطني,7
4969,gonzo.,جونزو,78
6643,forsvinde,يختفي,34
10893,armenien.,أرمينيا,38
12640,tæller.,عداد,21
5536,cracked.,متصدع,33
11251,dværg,قزم,33
7352,konsortium,التحالف,62
12701,glad,مسرور,22
12596,iv.,رابعا,23
6212,mikroorganisme,الكائنات الحية الدقيقة,69
6239,opfordrer,حث,22
221,gaul.,غال,98
5346,chrom.,الكروم,75
9927,wanna.,اريد,44
5037,ubehagelig,غير سارة,74
13588,johnson.,جونسون,12
1226,cabaret.,كاباريت,96
5473,ulighed,عدم المساواة,68
12144,serbien.,صربيا,27
12408,afskrække,ردع,24
11533,nysgerrig,فضولي,32
10691,anglo,أنجلو,38
13433,matt.,غير لامع,14
6151,beskyttende,محمي,10
4911,marconi,ماركوني,78
4799,quadratic.,transatic.,78
11547,ændret,تغيير,8
3565,forvirret,حيرة,43
13366,identifikation,هوية,15
7419,præstationer.,الإنجازات,30
8608,shia.,الشيعة,54
4822,alderman.,ألدرمان,78
11093,kanon,مدفع,33
7163,alkymist.,الخيميائي,63
6080,tante,عمة,69
11398,lupin.,الترمس,33
8185,cinderella.,سندريلا,58
4230,pulmonal.,الرئوية,82
13481,fedt nok,بارد,13
14274,gik,ذهب,10
368,swahili.,السواحيلية,100
10239,lunge,رئة,39
4027,dike.,السيقة,69
765,loaf.,رغيف,96
11128,distribueret,وزعت,19
605,kørt ned,انقلب,99
7661,ling.,لينغ,61
7741,auditorium,قاعة محاضرات,60
7823,claire.,كلير,47
6084,hash.,هاش,65
5232,spontan,من تلقاء نفسها,69
3096,punta.,بونتا,88
9845,santos.,سانتوس,45
2632,neurale.,العصبي,90
8198,overvejende,في الغالب,57
8639,stik,العقرب,53
333,hikke,حازوق,97
5564,shady.,ظليلة,74
3300,chien.,شين,87
9122,vedbend,لبلاب,50
8775,vagina,المهبل,53
1552,dill.,شبت,93
13692,kørsel,ادارة,7
3213,fyldstof,حشو,82
9269,lampe,مصباح,48
3542,fodtøj,الأحذية,86
2020,seagulls.,طيور النورس,84
10033,gorilla,غوريلا,43
8465,kronisk,مزمن,55
11480,hoveder.,رؤساء,9
6746,møbel,أثاث المنزل,67
4538,basilika.,البازيليكا,79
13053,build.,يبني,10
5249,hanter.,هيمن,76
11519,blitz,فلاش,29
8230,yukon.,يوكون,57
5057,osiris.,أوزوريس,77
5052,pejorative.,بيجوري,75
11217,mainstream.,التيار,35
13196,cleveland.,كليفلاند,16
3323,pinto.,بينتو,87
6614,når som helst,في أي وقت,67
12207,pringle.,برجلز,26
9965,heldigvis,لحسن الحظ,29
13410,harry.,هاري,12
8226,mekka.,مكة المكرمة,57
1733,hyped,توصف,58
7442,racecourse.,مضمار السباق,62
7974,arrowhead.,رأس السهم,59
3845,pressepromat,غرفة الصحافة,84
1149,backgammon.,طاولة الزهر,96
10022,hyldest,تحية,42
11723,hval,حوت,26
698,yahweh.,الروح,98
12816,fanget.,القبض على,14
1919,murur.,جدارية,88
5793,egenkapital,القيمة المالية,71
8396,prestigefyldte,مرموق,56
12317,medaljer,ميداليات,14
12175,kone,زوجة,26
14503,fordeling,توزيع,19
4795,mw.,ميث,78
7921,garvey.,غارفي,59
10873,heritage.,إرث,38
14162,andre,آحرون,5
7949,rand.,راند.,59
12735,helt,تماما,8
8592,venezuelan.,الفنزويلي,54
12492,sjæl,روح,22
12975,pensioneret,متقاعد,14
4817,portman,بورتمان,78
4152,outpost.,موقع,68
7808,trey.,ترى,60
3615,tarantel,الرتيلاء,85
13908,hende,ها,9
12132,edge.,حافة,22
10428,slag,السكتة الدماغية,35
12770,joyous.,مبهج,21
5898,marxisme.,الماركسية,72
8841,helhed,مجمل,53
14397,brand,نار,10
10069,lama.,لاما,42
2322,pix.,بيكس,91
6903,tyngre,أثقل,65
2802,nasal.,ناس,88
1682,interviewere,أجريت معهم المقابلات,86
6953,vine.,كرمة,59
11764,i nærheden,مجاور,30
6956,sandman.,ساندمان,65
12787,kent.,كينت,21
3093,nødvendiggjort.,استلزم,70
5173,fritid,فراغ,74
1532,kiowa.,كيوا,95
1427,ode.,قصيدة,90
12400,ren,ينظف,19
4204,ostensibly.,ظاهريا,77
7897,strandet,تقطعت,49
11766,heldig,سعيد الحظ,30
7755,eureka.,يوريكا,61
10644,kirsebær,كرز,39
10445,nakke,رقبة,38
6351,kaution,إنفاذ,61
14241,liste,قائمة,6
13071,plukke,قطف او يقطف,12
81,stenbrud,مقلع,95
6011,croft.,حقل صغير مسور,71
12643,inviteret,دعا,6
13198,acceptabel,مقبول,6
3836,antitrust.,مكافحة الاحتكار,84
12502,urban.,الحضاري,23
12116,ch.,ش.,27
1563,oceanian.,أوقيانوسيان,95
162,kana.,كانا,99
9859,glemt.,نسي,45
6088,marg.,مرج,57
13380,klart,بوضوح,14
6647,kognitivt,الإدراكي,62
4471,ola.,علا,81
4245,eaver.,ايفر,82
13023,grænse,الحدود,16
5398,nonne,راهبة,65
2365,horologium.,حوريولوجي,91
7413,spættet,لماع,62
14190,enten,أيضاً,8
10584,eu.,الاتحاد الأوروبي,39
9176,hidtil usete,غير مسبوق,50
11115,barcelona.,برشلونة,36
8888,diabetes,داء السكري,50
3639,rustfrit,غير قابل للصدأ,85
11730,etiopien.,أثيوبيا,30
9748,bur,قفص,44
12593,emballage,التعبئة والتغليف,20
13420,marine.,البحرية,12
3991,relata.,تعظيم,83
2331,gander.,المغفل,91
7643,oasis.,واحه,61
11244,kardinal.,أساسي,14
2001,besvimelse.,إغماء,67
1398,phenyl.,فينيل,95
3925,gu.,قواد,84
28,diffraction.,الانحراف,100
811,ibid.,المرجع نفسه,98
2256,moselle.,موسيل,91
4355,logisk.,منطقيا,25
4663,ufærdige,لم تنته,79
13417,nævnte,المذكورة,10
5406,fordøje,استوعب,52
3904,sifaka.,سيفاكا,84
960,enteent.,إتفاق,97
6866,lang tid,منذ وقت طويل,66
2291,strontium.,السترونتيوم,91
12568,cyklus,دورة,17
6373,chloe.,كلو,69
2487,fysisk,جسدي,90
14510,effektiv,فعال,10
13660,fly,الطائرات,12
10501,vidundere,عجائب,15
7587,boo.,باو,50
11426,trojan.,حصان طروادة,22
