ID,DANOIS,TURC,INTERVAL
8113,melee.,yakın dövüş,62
7251,påop,atop,68
12141,tanker,düşünceler,13
10810,ofre,kurban etmek,42
13465,hånd,el,13
6924,dairy.,mandıra,70
13545,udmelding,ifade,12
2141,gatling.,mitralyöz,94
13454,joke,şaka,15
12564,teater,tiyatro,27
7470,bortskaffelse.,imha etmek,52
13257,forsigtigt,dikkatlice,9
3412,krydsfiner.,kontrplak,89
11984,sukker,şeker,34
4713,chipper.,yontmak,83
14236,dræbt,öldürülmüş,12
10676,guardian.,muhafız,43
11160,hør efter,dinlemek,30
2010,misspelling.,eksiklik,65
11975,porte,kapılar,25
257,sammenhængende,bağlı,62
13061,fortalte,söylenmiş,22
7563,mild,ılıman,66
11564,afgørende,hayati,37
14365,mænd,erkekler,11
4053,billedlig,resimsel,85
8223,suffix,sonek,58
2972,airman.,havacı,90
8315,hindi,hintçe,62
12379,vægt,ağırlık,29
8019,pax.,sulh,63
1265,halvfemser.,doksanlar,58
6326,crucible.,pota,74
14360,januar,ocak,6
22,læbestift,ruj,100
959,tapperhed,valor,98
11474,drikke,i̇çmek,30
2089,uninvolved.,davetsiz,94
10761,kæledyr,evcil hayvan,39
11524,erhvervet,edinilen,28
14380,udsigt,görüş,7
13019,erklæret,beyan,17
918,sketchy.,kabataslak,98
11666,tyveri,çalınması,36
12526,svarede,cevap verdi,13
4782,kål,lahana,83
6590,rubble.,moloz,72
7060,pipeline.,boru hattı,66
8239,snemand,kardan adam,62
699,dag.,dubu,97
11259,territories.,bölgeler,14
10755,ærlig,açık sözlü,44
2331,gander.,gözetlemek,93
7886,overskredet,aşılanmış,43
13891,lave,yapmak,5
8498,inspiration,esin,33
11797,underjordisk,yeraltı,36
891,deponeret,yatırıldı,60
12579,fiction.,kurgu,22
13925,mens,sırasında,7
10034,tears.,göz yaşları,39
12780,cuba.,küba,26
2156,lækker,sızıntı,45
9935,gensidig,karşılıklı,46
13314,invasion,istila,19
6179,cpu.,i̇şlemci,72
5226,specter.,hayalet,80
11475,højttaler,hoparlör,33
13582,historie,öykü,14
5547,aph.,iri,79
2347,venner,palal,61
12073,spion,casus,31
6679,forkortelser.,kısaltmalar,47
6048,frenchman.,fransız,76
13461,kortere,daha kısa,18
10186,antrax.,şarbon,48
11967,ie.,yani,34
1640,reprint.,yeniden basmak,69
2677,agarari,tarım,89
9010,genstart,tekrar başlat,47
14496,inflation,şişirme,50
7939,blanding,karıştırma,23
7302,skråstreg,yırtmaç,53
7395,surfing.,sörf yapmak,52
5535,håndbog,el kitabı,77
10981,koncentration,konsantrasyon,30
10051,talt,konuşulmuş,49
14113,find,bulmak,9
2597,læsere,okuma,92
14422,kapaciteter,yetenekler,29
7419,præstationer.,başarılar,36
13154,studerende,öğrenciler,16
4912,grøft,hendek,76
5712,fouled.,faul yapmak,40
11067,stærkest.,en güçlü,41
21,heartbreaker.,kalp kırıcı,79
12592,acts.,hareket etmek,12
10347,heltal,tamsayılar,38
8055,coulter.,homoseksüel,63
14053,vest,batı,10
6692,orme.,solucanlar,52
893,militært.,askeri olarak,98
11649,fortjener,hak ediyor,28
13842,år,yıl,7
8883,statslige.,devlet memuru,58
1668,fuddle.,şaşırtmak,96
3376,cutter.,kesici,83
3131,gabe,esnemek,88
11071,eksplosiv,patlayıcı,22
14221,europa,avrupa,5
12184,unlicensed.,lisanssız,32
3070,konnotationer,çağrıştırma,68
2614,børnehave,çocuk yuvası,91
3052,standoff.,göze çarpmak,90
9326,litauisk.,litvanyalı,54
1798,forførende,baştan çıkarma,91
8480,implikationer,çıkarımlar,46
8275,vindmølle,yel değirmeni,61
9193,fordele.,avantajlar,23
13702,vinder,kazanan,12
9994,tynd,ince,49
5742,cid.,cimri,78
14102,officiel,resmi,11
7461,ferie,tatil,53
12014,conform.,uymak,18
13887,mellem,arasında,9
5338,rumielt.,mekânsal,79
2990,tilskyndelse,teşvik,78
14166,fik,var,12
14507,centrum,merkez,12
8173,beskeden,mütevazı,62
4479,sportsånd,sportmenlik,84
665,skylder,borçlu,54
10921,pyramide,piramit,38
4894,dykker,dalgıç,69
8252,wo.,vaka,62
11121,estland.,estonya,41
4162,punitive.,cezalandırıcı,85
10569,munich.,münih,45
5504,tyrefægtning,boğa güreşi,78
12839,forår,bahar,22
8815,forcesse.,engel,59
1099,fest.,şenlik,98
12315,mexicansk,meksikalı,30
299,bundled,paketlenmiş,80
14424,især,özellikle,13
2319,sway.,sallanma,84
3861,misforståelse.,yanlış kanı,69
13261,encyclopedic.,ansiklopedik,20
14200,handling,aksiyon,11
11073,pil,ok,37
5791,wired.,kablolu,36
12927,modtagelse.,alma,6
8687,barsk,acımasız,59
3383,kravle,yavaş ilerleme,71
8924,roe.,karaca,57
8770,prop,fiş,54
11848,godkendelse,onay,23
2161,dope.,uyarıcı vermek,60
11783,repræsenterer,temsil etmek,8
4426,bureaukrati,bürokrasi,83
14339,taget i betragtning,dikkate alınan,5
13888,hvad,ne,7
13523,sommer,yaz,17
13025,oberst,albay,22
2911,inductes.,indüksiyonlar,88
2463,bashing.,dayak,57
5757,skrue,vidalama,43
1500,spektakulært,muhteşem olarak,97
13351,sø,göl,18
4870,faldende,azalan,44
4136,mandateret,zorunlu,45
13660,fly,uçak,15
3267,uprøvet,kanıtlanmamış,89
8417,se bort fra det,saymamak,54
3346,spisepinde,yemek çubukları,89
3045,nightfall.,akşama,90
12819,antage,farz etmek,18
9707,harmoni,uyum,50
637,beadle.,boncuk,100
4221,adjutant.,yarışmak,84
14387,kort,kısa,12
2133,geisha.,geyşa,94
388,quail.,bıldırcın,99
8843,dart.,dart oyunu,39
8281,sears.,set,60
13472,højere,daha yüksek,17
1140,baiting.,canını sıkma,76
8295,saxofon,saksafon,62
11800,lyn,yıldırım,35
8758,magnet,mıknatıs,40
3632,disproportionate.,oransız,82
11642,pace.,adımlamak,35
804,petroleum.,gazyağı,99
1340,kontraangreb,karşı saldırı,62
12540,guvernør,vali,26
11465,repræsentation,temsil,35
8245,bryde igennem,atılım,60
14162,andre,diğerleri,5
4475,scarface.,sükramlık,84
887,underskud,eksiklikler,37
11432,elite.,seçkinler,37
1199,stew.,güveç,90
7460,shooter.,atıcı,59
2644,solcreme.,güneş kremi,92
3670,niche.,niş,86
8108,kontekstuelle,bağlamsal,62
13028,kredsløb,devre,22
3781,dybeste.,en derin,88
12365,perle,inci,30
8047,factions.,fraksiyonlar,49
14206,spurgt,diye sordu,6
11063,cola.,kola,41
3950,bolster.,desteklemek,70
14071,højre,sağ,9
9603,ernæring,beslenme,50
7726,musemus,muş,51
10589,frost,don,43
7037,løst,çözme,24
9233,bisexual.,biseksüel,49
9930,færge,feribot,41
3060,vinkel.,açısal,90
4203,skrot,hurda,58
727,liturgisk,aydın,97
12051,etage,zemin,29
10152,lomme,cep,44
14478,analytiker,analist,52
2943,mistress.,metres,89
4896,entreprenører.,müteahhitler,67
8493,vejrtrækning,nefes alma,45
13565,fylde,doldurmak,14
14480,spil,oynamak,8
1300,teenager,ergen,67
6754,korst.,en kısa,71
5628,nit,sirke,77
6714,lukning,kapanma,31
11671,evaluering.,değerlendirme,32
13756,klippe,kaya,13
8771,gerninger.,tapu,54
12299,grunde,arazi,14
11062,serbisk.,sırpça,41
6441,undervands-,su altı,74
13178,længde.,uzunluk,20
9084,woodrow.,ağaçlık,57
9477,clinch.,kaplamak,28
1663,ulykke,talihsizlik,93
7524,ubegrænset,sınırsız,67
4529,burroughs.,buruşmak,84
6230,frikendt,berrak,74
7007,stingray.,vatoz,66
13824,mere,daha,5
10721,stol,sandalye,38
9987,varemærke.,marka,47
12287,bruins.,bruinler,30
13378,give.,vermek,9
5232,spontan,doğal,74
10239,lunge,akciğer,45
5483,chinchilla.,çinçilla,79
12033,pirat,korsan,23
11123,soundtrack.,film müziği,39
10214,finsk,fince,48
6608,unschool.,okumuş,72
8811,lever,karaciğer,59
12440,bruce.,branş,30
8983,acceptor.,akseptör,56
14189,nøgle,anahtar,13
14112,os,bi̇z,8
11250,obligationer,tahvil,24
7781,blomstrende,çiçek açmak,63
13926,også selvom,eşit,8
13476,lige,dümdüz,17
14009,ydeevne,verim,12
10510,lineær,doğrusal,45
9099,placering,yerleştirme,55
2671,eurasia.,avrasya,92
10058,fradrag,indirim,40
5725,heed.,önemsemek,71
12683,tastaturer.,klavye,25
5539,haag.,hoyu,79
1552,dill.,dereotu,95
4732,følsomhed,duyarlılık,44
7190,gamer.,oyuncu,69
9144,plader,tabaklar,25
5075,brochure,kitapçık,78
14222,nær ved,yakın,12
9362,kirkegård,mezarlık,54
5153,menace.,menet,73
6287,stole på,güvenen,36
2197,sollys,güneş ışığı,94
10651,muligheder,seçenekler,8
13881,brugt,kullanılmış,5
8099,whisky.,viski,62
1756,klassekammerater,sınıf arkadaşları,87
13372,mig selv,kendim,19
3881,konceptuelle,kavramsal,79
8830,uændret.,değişmemiş,58
8486,indpakket,sarılmış,43
13599,vendt tilbage,iade,11
14139,sammenlignet,karşılaştırıldığında,13
947,cumulus.,kümülüs,98
8647,crustacean.,kabuklu,59
874,cytochrome.,sitokrom,98
7878,scimitar.,pala,64
11299,skyldig,suçlu,39
4149,rygsæk,sırt çantası,72
5543,halvback.,yarımbaç,75
6036,juvel,mücevher,64
4503,meteorite.,göktaşı,73
8048,deco.,deko,63
953,kronblade,yapraklar,92
14412,regler,tüzük,9
8435,mordere.,katiller,38
3271,skiløber.,kayakçı,80
8818,trommeslager,davulcu,56
2891,oversvømmet,su altında kalmış,81
10652,babe.,bebeğim,44
3961,moroner.,salaklar,54
10300,fed.,besledi,47
11235,lukke ude,girmesini engellemek,27
869,artifact.,eser,64
5198,coenzym.,koenzim,80
9165,spike.,başak,52
52,hjerteslag,kalp atışı,100
10995,dehydrogenase.,dehidrojenaz,42
14021,national,ulusal,8
3913,doomsday,kiyamet gunu,87
6895,handsker.,eldivenler,49
5871,waugh.,yaralamak,77
4253,ock.,up,85
6019,være fremherskende,hakim olmak,46
3848,jurisdiktioner.,yetki alanları,56
1852,atlases.,atlaslar,95
5616,lew.,levha,78
13371,bjerg,dağ,15
11852,suge,emmek,27
5696,groundout.,ekşi,78
12782,inline.,çizgide,26
11758,opvarmning,ısınma,28
10052,gummi,silgi,49
4649,regenerering.,yenilenme,67
3783,kantonesisk,kantonca,88
12875,duft,koku,25
8767,hver dag,her gün,59
1418,rariteter.,nadirlik,83
10242,landdistrikterne,kırsal,48
5768,underafsnit,alt bölümler,52
5427,skater.,patenci,40
14217,en gang til,tekrar,6
12005,ulige,garip,30
13119,tusindvis,binlerce kişi,18
8154,rack.,raf,48
9962,toilet,tuvalet,50
4928,hornish.,boynuzsuz,82
5864,investorer.,yatırımcılar,68
14052,bedre,daha iyi,12
4440,uberørt,el değmemiş,69
2676,overthrown.,devrilmiş,92
13627,passende,düzgün,15
3105,ingrediens,bileşen,74
2913,pampas.,pampalar,88
1540,akvakultur,su kültürü,97
14149,enkelt,bekar,11
5106,utrolig,inanılmaz,75
9977,swift.,süratli,48
2769,addis.,eklemek,91
8877,spildevand,kanalizasyon,58
4076,dowd.,dobd,86
4175,spence.,mola vermek,85
14382,komplet,tamamlamak,10
4179,reels.,makaralar,56
8513,pære,ampul,59
5646,fundamentalistisk.,kökten kimse,71
4196,neuron.,nöron,75
12397,rekognoscering,keşif,30
8834,grizzly.,boz,51
8595,geni,dahi,60
9995,crimson.,koyu kırmızı,50
12688,stavet,yazıldığından,16
10916,kobber,bakır,42
5132,bundy.,bambak,81
14278,regning,fatura,12
1126,bannister.,kandırmak,98
3852,forgrenet,dallanmış,31
10514,købt,satın alındı,31
8023,paramount.,en iyisi,63
2880,encamped.,çevreleyen,78
12268,muslim,müslüman,25
12175,kone,eş,32
1704,gladden.,sevindirmek,96
78,tiggere,dilenciler,89
3638,arbejdsstyrke.,işgücü,88
7930,stærke,sıyrılmak,64
5109,uspecificeret,belirtilmemiş,81
14226,gratis,özgür,6
4350,baggrunde,arka plan,21
11726,syrien,suriye,36
5703,bump,çarpmak,59
9945,zoologisk have,hayvanat bahçesi,49
9989,nordøstvis,kuzeydoğuya doğru,49
4731,bibliotekar,kütüphaneci,78
12807,koblet,birleştirilmiş,16
9195,fartøjer,gemiler,45
2113,striptease.,striptiz,94
11518,nyhedsbrev.,bülten,38
955,kvadratur,dördün,98
4225,tilgang,akmak,85
14434,kræver,gereklilikler,7
7018,hacking.,hacklemek,42
11471,sælge,satmak,26
10512,låst,kilitli,32
322,bouncer.,fedai,98
12516,civile.,siviller,21
3605,dashboard.,gösterge paneli,87
14179,indtjening,kazanç,17
3298,yay.,yaşasın,89
12801,dyb,derin,25
2518,euphemisme.,öççilik,89
11093,kanon,top,38
13633,stof,konu,14
11609,fremtende,ileri sürmek,37
1630,ørkendannelse.,çölleşme,96
13942,sæt,ayarlamak,11
9986,jester.,soytarı,48
10312,ign.,icn,47
13071,plukke,seçmek,15
8690,hicks.,haşlamak,55
8944,overvældende,karşı konulmaz bunaltıcı,41
14178,europæisk,avrupalı,12
7246,nyeste.,en yeni,68
2814,decarboxylase.,dekarboksilaz,91
4591,vedhæftet fil,ek dosya,20
2436,ire.,irin,93
11866,beskæftigelse,meslek,32
8502,forældremyndighed,velayet,60
1841,indsatte,mahkumlar,91
13921,sige,söylemek,10
2259,glasfiber,fiberglas,94
12103,konvertering,dönüştürmek,22
6813,sulten,aç,71
1072,treasures.,hazineler,53
14403,snart,yakında,11
957,blodplade,trombosit,94
9364,natten over,bir gecede,55
713,sprungt.,yaylı,99
7109,charmerende,alımlı,49
9991,følgelig,sonuç olarak,28
13169,ærekrænkende,hakaret,21
9178,sejlet,yelkenli,35
13703,speedily.,hızlıca,14
3348,væv,tezgâh,70
11206,i morgen,yarın,40
14223,skab,yaratmak,6
10867,pludselig,birden,43
9933,folkeafstemning,referandum,45
9802,overraskende,şaşırtıcı,26
11793,underrette,bildirmek,31
8691,dagtid,gündüz,59
3541,broderi.,nakış,88
6783,marques.,markalar,64
426,steeple.,çan kulesi,100
12193,uanset,ne olursa olsun,32
9922,fru,bayan,12
962,narcissus.,nergis,98
13898,virksomheder,şirket,11
7040,publikum.,izleyiciler,34
1067,niggers.,zenciler,53
4750,cambodjanske,kamboçyalı,80
11546,torden,gök gürültüsü,37
13639,desværre,maalesef,15
4642,uheldig,şanssız,83
12534,betragtes,addedilen,6
13424,tropper,birlikler,16
10798,bowler.,melon,34
9824,marroner.,maroons,45
8092,rode,binmek,63
448,redningsbåd,filika,97
3685,captives.,esir,59
7721,dommedag,kıyamet,65
3296,campingvogn,karavan,86
5771,perler,boncuklar,68
6445,heron.,balıkçıl,74
5516,jordnødder,yer fıstığı,46
14486,funktion,özellik,12
7729,thugs.,haydutlar,58
11965,bunch.,demet,34
3599,forankret,tamir edilmiş,82
13832,havde,vardı,7
1940,mayonnaise.,mayonez,95
9840,plural.,çoğul,47
12556,ris,pilav,28
166,beltway.,çevre yolu,100
6852,demobilisering,demobilleşme,59
10655,kampagner.,kampanyalar,17
13138,sparke,tekme atmak,16
5651,osmose,ozmoz,78
10857,kollapsede,çöktü,29
7722,swastika.,yukaphane,64
4101,vinhus,şarap evi,86
7254,lag.,katmanlar,41
12250,leafy.,yapraklı,32
8359,mansion,konak,60
11693,fjortende,on dördüncü,36
1521,recourse.,başvurmak,96
7110,hl.,hilik,69
1203,forstuvning,burkulma,75
7595,rige,diyar,59
10471,forfølgelse,kovalama,45
3232,risker,riskli,90
12367,sindssyge,delilik,24
2842,chuckle.,kıkırdama,71
11831,i bund og grund,temel olarak,19
1059,enforcer.,zorluk,33
11709,nærhed,yakınlık,36
3742,mongolian.,moğolca,87
12446,gennemført,yürütüldü,21
3012,forskelle,kısmet,73
851,wicketkeeper.,avukat keeper,99
6225,boilmakers,firetörler,73
5332,axles.,aksesuarlar,52
13500,sikkerhed,güvenlik,14
12168,jage,kovalamak,28
13069,grammatical.,gramer,22
13493,online.,internet üzerinden,17
1178,marchers.,yürüyüşçü,94
7705,bosættere.,yerleşimciler,62
14330,sort,siyah,12
13535,hele vejen igennem,boyunca,17
7039,modparter.,meslektaşlar,55
3956,uptown.,şehir dışındaki,87
8219,katolicisme.,katoliklik,62
2478,woodpecker.,ağaçkakan,93
7248,berettigelse.,uygunluk,37
12196,est.,avustralya  brezilya ve kuzey amerika ülkelerinin kullandığı saat uygulaması,32
9585,bedrift,feat,51
4454,fordampning,buharlaşma,69
2417,chink.,çiğnemek,90
12886,effekter,etkileri,12
14048,filer,dosyalar,6
6300,arving,mirasçı,67
8242,overgået,aşan,51
10932,trekant,üçgen,40
11057,skæg,sakal,39
1053,opløselighed,çözünürlük,74
10683,pindsvin,kirpi,44
10230,rumænsk.,romence,48
13597,skud,atış,15
11320,trin.,adımlar,20
6907,goo.,yapışkan madde,70
11126,sneaky.,sinsi,41
5804,fødested,doğum yeri,77
12067,søjler.,sütunlar,32
23,amen.,amin,84
5772,uddrag,ayıkla,41
5669,leprosy.,cüzdan,78
3295,straffe,cezalandırma,26
10070,træt,yorgun,31
6468,sinister.,uğursuz,74
14467,diskuteret,tartışılmış,7
390,hvirveldyr,omurgalı,93
6652,kridt,tebeşir,70
2423,newsworthy.,habersilik,93
8585,sen.,you are,60
13918,del,paylaşmak,7
6569,forsømt,ihmal edilmiş,61
5877,diskreditere,itibarsızlık,60
14043,problem,sorun,9
7343,cheerleading.,amigo,62
14328,led,neden olmuş,12
10133,svig,sahtekar,48
4141,ultralyd,ultrason,86
5084,tyve,hırsızlar,80
11378,warcraft.,savaş şirketi,38
1659,ryger.,sigara içen,84
11225,forælder,ebeveyn,30
3135,kirurgisk,cerrahi,88
6767,øjenvidne,görgü tanığı,62
6936,inkonsekvens,tutarsızlık,44
10498,omskrevet,yeniden yazılmış,46
487,overdrivelse,abartı,65
4280,chipmunks.,sincaplar,65
11406,høg,şahin,23
4563,mower.,biçme makinesi,79
6726,indkaldt,çağıran,59
9043,maritime.,denizcilik,55
11414,raid,yağma,31
8871,penny.,kuruş,58
12097,argumenter.,argümanlar,21
6271,sårbar,hassas,68
12295,roster.,kadro,29
2638,bueskytter,okçular,62
13512,krone,taç,16
8093,nederdele.,etek,52
731,praktiserende læger,uygulayıcılar,82
12994,størrelsen,büyüklük,23
8715,gambling.,kumar,46
334,uærlighed.,sahtekârlık,100
13352,udvalget.,kurul,18
9051,aktiv dødshjælp,ötenazi,57
1339,uhørt,duyulmamış,97
0,intents.,niyet,8
5636,værdighed,itibar,77
12981,tidsplan,takvim,16
11742,kejser,imparator,35
1463,reprimanded.,kınanmış,83
13665,skød,kucak,12
12248,et eller andet sted,bir yerde,32
10787,middelalderen,ortaçağa ait,43
5690,husdyr.,hayvancılık,78
11993,invalid.,geçersiz,33
7072,genindlæsning,tekrar yükle,59
11352,decimal,ondalık,36
13435,foran,ilerde,18
4910,adolph.,adil,82
9068,håndbold.,hentbol,55
7477,parkway.,park yeri,67
7606,myg,sivrisinek,63
2494,modstå,dayanmak,90
12010,marmelade,reçel,31
5172,bedstemor,nene,80
3590,fremdrivning,tahrik,88
7644,wan.,bitik,65
11521,femogfyrre,kırkbeş,38
297,eksponent,üs,91
1014,onyx.,oniks,98
6198,flagship.,amiral gemisi,75
5662,sensation,duygu,63
2786,cushing.,coşkun,90
11254,faldskærm,paraşüt,38
5090,verbal-,sözlü,71
4243,tal.,tet,85
8988,kunstnere.,sanatçılar,12
2873,durst.,dırcı,91
2928,civil,sivilce,90
1264,dreamy.,rüya gibi,97
13560,videnskab,bilim,15
14243,færdig,tamamlandı,11
9865,principper.,prensipler,33
10619,enterprise.,girişim,40
12271,opløst,dağılmış,30
8888,diabetes,şeker hastalığı,55
12877,øverst,üst,25
13526,tjenester.,hizmetler,9
2091,swank.,gösteriş,94
11697,trykke tilbage,geri çekildi,36
1322,menighed,cemaat,80
5992,seahorse.,denizatı,76
12569,jetfly,jets,24
9996,støt,istikrarlı bir şekilde,50
7560,gudfar,vaftiz babası,65
12144,serbien.,sırbistan,33
13791,det,.,5
4114,shorthand,kısa gösterim,74
2404,subkontinent.,altlık,93
6097,mau,mavna,76
3766,ludicrous.,çamurlu,87
57,sultende,açlıktan ölme,88
8992,fremdrift,tahrikli,45
1013,kommanderende,bossi,98
10969,tradition,gelenek,21
13860,siger,diyor,10
12741,samling,eklem yeri,26
11634,bard.,çörek,37
8196,finansieret,finanse edilen,26
5525,trække sig tilbage,geri çekilme,38
10496,med venlig hilsen,içtenlikle,40
6412,memorandum.,hatıra,73
4877,firefly.,ateş böceği,82
5323,rhyme.,kafiye,66
5661,bueskydning,okçuluk,78
4065,peroxide.,peroksit,85
12059,marks.,işaretler,8
10999,aspekter,bakış açıları,32
6955,tyv,hırsız,70
12465,ungdom,gençlik,27
10390,vær hilset,selamlar,39
14227,vend tilbage,geri dönmek,11
2226,aksial,eksenel,94
7256,countdown,geri sayım,67
5595,asyl,iltica,76
8927,sømand,denizci,44
11730,etiopien.,etiyopya,36
3229,hyæne,sırtlan,90
9101,flank.,fişek,50
8629,muldvarp,köstebek,59
2660,rigeste,en zengin,92
10587,genere,erkek kardeş,37
9301,pulver,pudra,51
9679,rustning,zırh,26
13207,flertal,çoğunluk,10
14190,enten,herhangi biri,9
8150,fixture.,fikstür,48
2312,pounding.,vurma,37
6686,tilstrækkeligt,yeterli olmak,68
5654,sigøjner,çingene,73
12060,tegneserie,komik,18
9692,femtende,onbeşinci,52
8450,selvbiografi.,otobiyografi,60
2505,behåret,kıllı,93
1563,oceanian.,okyanusyacı,97
9174,tillykke,tebrikler,48
9404,trump.,koz,52
5485,puerile.,puarren,79
12214,korrektioner.,düzeltmeler,10
7358,fløjl,kadife,67
3061,d y,dey,83
6982,blødere.,daha yumuşak,70
9116,oops.,ayy,57
13875,dem,onlara,6
7764,bypass.,kalp ameliyati,56
9966,genoptag,öz geçmiş,35
3398,baggård,arka bahçe,89
2862,smagsstoffer.,lezzet,53
6440,babble.,gevezelik,72
958,cøliac.,çölyak,98
5916,forgæves,boşuna,76
7300,afhandling,tez,68
8170,indsprøjtning,enjeksiyon,34
5206,paddy.,çeltik,78
10628,undervisning,öğretme,35
4361,kritisere,eleştirmek,51
14120,placere,yer,7
6248,clique.,klik,71
9055,tordenvejr,fırtınalı,47
13622,rute,kurs,15
3568,rifleman.,piyade,88
9578,lotteri,piyango,53
6360,wanker.,sarkık,74
1799,smøremiddel,yağlayıcı,85
6867,foragt,küçümsemek,69
3329,myocardial.,miyokard,89
6482,offline.,çevrimdışı,73
6299,beboet,yaşadığı,42
4826,vildt,çılgınca,82
10644,kirsebær,kiraz,45
3879,vovehals,daredevil,84
14026,ifølge,binaen,12
5215,postkort,kartpostal,76
11526,affære.,mesele,26
2400,executor.,yürütücü,90
10961,dragons.,ejderha,21
13730,spansk,i̇spanyol,14
11750,egyptisk.,mısırlı,33
391,afterlife.,öbür,100
9884,atten,onsekiz,51
5559,eksistentialisme.,varoluşçuluk,74
2145,northwesterly.,kuzeybüstence,94
8045,bliss.,mutluluk,62
10729,fortælling,anlatı,43
13538,overholdelse,uyma,17
12702,omskrive,yeniden yazmak,22
492,forstoppelse,kabızlık,97
11170,elefant,fil,38
1590,kondensere,yoğunlaştırmak,56
9968,chili.,acı biber,50
7894,friktion,sürtünme,63
12344,hurtigste.,en hızlı,31
7559,wormer.,solucan,66
3990,konfiskeret,el koydu,76
3806,ferrer.,ferral,88
5096,uærlig,sahtekâr,81
5817,hydroxylase.,hidroksilaz,77
12643,inviteret,davetli,7
561,asparges,kuşkonmaz,100
4995,sphenic.,sfenk,82
14458,tanke,düşünce,13
13899,meget,fazla,10
1839,stivnet,sertleştirilmiş,91
10332,firenze.,floransa,47
11346,albania.,arnavutluk,39
12079,have,bahçe,27
11390,svensk,i̇sveççe,38
12181,syg,hasta,28
10445,nakke,boyun,43
3548,amoeba.,amip,88
13397,kat,kedi,17
12255,kontinental.,kıta,31
6842,vegetarisme.,vejeteryancılık,63
13659,løsning,çözüm,14
2451,latterligt,güldü,44
3550,leddelige.,yönetimsel,88
14140,sandsynligvis,büyük ihtimalle,5
4884,footed.,ayaklı,23
1387,samhørig,içi,97
8333,collector.,kolektör,56
4979,bovine.,sığır,82
8737,nedsættende,aşağılayıcı,59
1959,krympet,çökmüş,95
13771,næsten,hemen hemen,14
9276,plaske,sıçrama,55
3014,patrice.,yüceltmek,90
5536,cracked.,çatlak,38
9737,cam.,kam,45
10825,meningsløs,anlamsız,43
2819,forwuringdoing.,yanlış yapma,91
9220,tilbageholdt,gözaltına alınmış,52
8693,brændt,yakmak,59
2050,warhead.,savaş başlığı,80
3963,møgunge,velet,83
9782,verserende,bekliyor,51
12362,packers.,paketleyiciler,29
7992,forbrug,tüketim,63
6601,melodier,tırtıl,43
10310,mysterium,gizem,38
8214,anfald,nöbet,60
12282,helt vildt,deli,31
13895,ned,aşağı,11
865,phosphodiesterase.,fosfodiesteraz,98
8437,dare.,cesaret etmek,53
13837,du,sen,5
9452,suverænt.,egemen,53
10002,behandlinger.,görüntü,50
4718,fugtighed,nem,83
4857,skiff.,kik,79
6759,pulp,hamur,71
13666,kongerige,krallık,15
14017,drift,işletme,7
5798,whomp,nüfuz etmek,77
11238,anholdelse,tutuklamak,22
11323,trough.,yalak,38
103,coronary.,koroner,100
8080,hurst.,aur,63
72,prale af,övünme,61
14002,omfatte,katmak,7
9393,berygtede,rezil,53
8296,halt,sakatlamak,61
14161,undersøgelse,çalışmak,21
10295,rebel,isyancı,33
12273,tirsdag,salı,31
1669,sardinien.,sardunya,96
12771,dyr,hayvan,15
12057,indeholdt,yerinde,8
1457,tabor.,dümbelek,96
1204,sukkerrør,şeker kamışı,98
11131,dept.,borç vermek,41
6335,dokumentation,belgeleme,15
6351,kaution,kefalet,65
9268,komme ud for,rastlamak,33
12124,lejligheder,olaylar,28
8641,fagfolk,profesyoneller,20
10107,stammer.,kabile,36
10517,litterære.,edebi,46
11858,højder,yükseklik,27
9598,humor,mizah,45
1682,interviewere,röportajlar,88
10635,ut.,utandırmak,45
11035,halvtreds,elli,39
13896,under,altında,8
12244,affix,takmak,31
1474,bilby.,bilner,97
10372,hardware.,donanım,47
13521,pris,ödül,11
12076,kræft,yengeç burcu,33
11240,mills.,değirmenler,31
12593,emballage,ambalajlama,25
12327,våben,silâh,18
5821,forbered,hazırlık yapmak,75
4850,donut.,tatlı çörek,79
9932,heath.,herif,50
4251,saxifrage.,taş kıran çiçeği,85
12701,glad,memnun,27
6306,udryddelse,imha,66
12281,langsomt.,yavaş yavaş,31
7393,skildre,tasvir etmek,41
11341,champ.,şampiyon,36
13108,leder,önder,15
13128,introduktion.,tanıtmak,12
13876,regering,devlet,11
12965,komet,kuyruklu yıldız,23
4508,hæftning,elyaf,60
9335,halvvejs,yarı yolda,55
7724,forsoning,mutabakat,65
11950,jubilæum,yıl dönümü,33
688,ubiquitous.,çabuk,99
2465,brudgom,damat,80
7324,opstå,ortaya çıkmak,53
5279,pendul,sarkaç,79
2357,jak.,jakçı,93
8913,clip.,klips,43
11179,banyan.,hint inciri,40
13672,hel,tüm,15
6063,forvrængning,çarpıtma,49
13252,regn,yağmur,17
10161,batman.,yarasa adam,48
11100,censur,sansür,41
11729,leveret,teslim edilmiş,29
12747,ven.,arkadaş,17
8963,trods,spite,57
3908,firepower.,ateş gücü,87
1117,slagge.,cüruf,94
11545,flad,düz,35
11567,til side,bir kenara,37
13829,deres,onların,7
6678,kalksten,kireç taşı,72
8663,vogn,vagon,53
5634,minder om,hatırlatan,71
1703,bungee.,tampon lastiği,96
13373,scotland.,i̇skoçya,19
12451,database.,veri tabanı,29
7518,crossover.,karşıdan karşıya geçmek,63
10706,dæk,güverte,43
14401,bestemt,özel,9
2989,uinformeret,bilgisiz,83
456,harmine.,kabarmak,100
