ID,DANOIS,CHINESE,INTERVAL
5411,lauderdale.,劳代理,75
684,refereed.,ref,22
9931,tortur,酷刑,39
5669,leprosy.,麻风,74
4250,siamese.,暹罗,82
11083,betragtning,考虑,20
13296,nebraska.,内布拉斯加州,16
11645,chevrolet.,雪佛兰,31
857,methadon.,美沙酮,97
2040,tractive.,托运,92
5679,sennep,芥末,73
12252,nodes.,节点,23
13293,nødvendig,必要的,15
10381,patron,墨盒,37
12331,pete.,皮特,25
2150,muffed.,惨,92
13144,alexander.,亚历山大,17
7493,bruser,淋浴,47
11364,jacob,雅各,34
4189,fleury.,弗里拉,82
9857,highland.,高地,32
1264,dreamy.,梦幻般的,96
2848,piccadilly.,皮卡迪利,89
9935,gensidig,相互的,40
8701,ripper.,开膛手,54
2907,scrabble.,拼字缩写,89
9371,reich.,re,49
11734,lænke,链,28
2898,intercollegiate.,互殖,89
825,condominiums.,公寓,85
4580,beachhead.,滩头,79
7448,diane.,黛安,54
11504,nittende,第十九,32
13774,sent,晚了,11
6883,odysseus.,奥德修斯,66
8547,rasende,狂怒,55
2718,måneskin,月光,87
11545,flad,平坦的,30
5705,fortæller.,叙述者,54
9011,kane.,凯恩,52
3393,slovensk.,斯洛文尼亚语,87
567,jacobite.,雅各波塔,97
3752,rambler.,漫步者,82
7263,backstreet.,后街,63
6404,ren.,仁,69
111,subsistence.,自住,91
13549,format,格式,10
9066,synopsis.,概要,51
14060,seks,六,9
442,tepive.,empt,100
9789,ethernet.,以太网,46
4346,maj dag,劳动节,82
6818,telecast.,电视圈,58
4634,quell.,荡平,70
121,stivelse,淀粉,96
8118,astma,哮喘,58
8294,rousseau.,卢梭,57
11960,kejserlig,imperial,24
9148,halt.,停,37
12543,kontrakt,合同,19
2555,alter,坛,90
11743,renæssance.,再生,30
3829,croat.,克罗地亚,85
3483,baronet.,巴拿尼斯,79
10098,anal.,肛门,43
4513,darby.,达比,80
6097,mau,岳,71
3797,hummingbird.,蜂鸟,83
13396,legeme,身体,13
8024,hepatitis.,肝炎,58
869,artifact.,伪影,60
3206,spænding,悬念,30
6834,irrationel,非理性,65
7618,stifle.,窒息,54
2921,babu.,巴布,89
10926,monument,纪念碑,34
10783,søger,寻求,24
7968,mikrobølgeovn.,微波,59
5706,suk,叹,70
11794,travis.,特拉维斯,30
11415,makedonien,马其顿,33
9793,gnist,火花,31
10763,madonna.,麦当娜,38
1494,mistook,误,95
1265,halvfemser.,九十年代,52
8236,summen,嗡嗡声,55
11813,mini.,小型的,29
3064,skorsten,烟囱,78
122,salaam.,萨拉姆,100
2504,foursome.,四人,75
701,ellipse.,椭圆,93
13103,biografisk.,传记,17
2893,shetland.,邻国,89
3080,defekt,缺点,50
13332,ting og sager,东西,15
3676,tenor.,男高音,80
429,anterior.,前一个,100
13903,synes godt om,喜欢,5
9291,istanbul.,伊斯坦布尔,49
1764,blocker.,拦截,84
8460,millennia.,千禧年,56
7473,resultattavle.,记分牌,62
9404,trump.,王牌,46
13017,nord vest,西北,18
7966,spurv,麻雀,57
4116,dui.,杜伊,82
9723,bæver,海狸,39
7771,fyrtårn,灯塔,59
1461,lim,胶水,95
11030,indledende,初步的,37
9850,hercules.,赫拉克勒斯,45
1490,hao.,郝,95
11398,lupin.,羽扇豆,33
12228,jesse.,杰西,25
7498,indus.,梧桐,62
13328,artilleri,炮兵,15
9151,granat,手榴弹,42
8176,komma,逗号,49
6823,donna.,唐娜,65
5204,millionær,百万富翁,60
2072,pokal,高脚杯,91
9809,finger,手指,32
13963,egen,自己的,7
4575,biathlon.,毕思,80
949,geologer,地质学家,76
13977,vil have,想,5
12889,hjerte,心,15
8383,melissa.,梅丽莎,56
13665,skød,l,10
9224,fuldback.,全保证,44
6054,peck.,啄,70
6711,messier.,朦胧,67
9530,geneva.,日内瓦,48
9785,buried.,埋葬,37
9849,krydderi,香料,44
9126,dynamite.,炸药,50
5865,unitarar.,联络,60
6330,uorden,杂乱,51
10492,shah.,邵,40
7687,macao.,澳门,61
14141,på grund,到期的,6
4655,revision.,重新审视,63
13947,tage,拿,5
1170,flammende,炽烈,49
12632,overflade,表面,21
4048,nøddeskal,坚果壳,83
13092,straf,惩罚,14
9518,charleston.,查尔斯顿,48
11765,ralph.,拉尔夫里,30
4150,renoveret.,翻新,58
9605,vogn,运输,44
3962,handel.,亨德尔,83
14256,opkald,呼叫,8
14261,frigøre,发布,8
7844,piper.,吹笛者,57
6489,pinlig,尴尬,46
12081,bombardement,轰击,27
8790,sesame.,芝麻,53
9669,diablo.,暗黑破坏子,47
9962,toilet,厕所,44
1890,bortfaldet,过去了,71
12866,ca.,加利福尼亚州,20
4728,tæer.,脚趾,49
13512,krone,王冠,12
5337,nål,针,70
6771,lantern.,灯笼,63
9358,usande,不真实,49
13334,ho.,何,15
2752,floral.,花的,89
6610,mentor.,导师,66
12363,korrekt korrekt,正确,25
14518,udbytte,屈服,38
13488,tim.,蒂姆,13
6703,nemo.,尼莫,67
9251,tin,锡,49
8049,muster.,鼓起,24
603,protozoa.,原生动物,99
5654,sigøjner,吉普赛人,68
9133,ballet,芭蕾舞,51
8905,emmy.,艾美,52
12450,and,鸭,19
2343,bilateral.,双边,90
1493,fiksering,固定,92
4403,regent.,摄政,35
13533,juan.,胡安,13
11914,birmingham.,伯明翰,29
7755,eureka.,尤里卡,61
12349,historisk,历史性,13
1643,sholom.,牧,95
14067,hus,房子,10
9387,crewer.,船员,49
6946,afsløret,揭幕,59
6107,jordorm,蚯蚓,71
1540,akvakultur,水产养殖,95
3422,armory.,军械库,83
13750,mulighed,机会,11
4370,ægthed,真实性,52
4774,citrus.,柑橘,79
13633,stof,事情,12
8557,conn.,骗子,55
12590,islam,伊斯兰教,15
404,palmyra.,帕尔梅拉,100
3685,captives.,俘虏,53
13343,korrekt,适当地,15
12770,joyous.,欢乐,21
9254,ambulance,救护车,46
4101,vinhus,酒屋,83
12553,i mellemtiden,同时,23
7054,overtalte.,说服了,49
74,formørkelse.,黯然失色,39
5586,naive.,幼稚的,70
575,seaside.,海滨,99
8164,marsvin,porpoise.,58
9830,krage,乌鸦,41
5581,ukorrekt,不正当,74
7061,lambert.,兰伯特,65
11256,trick,诡计,29
14179,indtjening,收益,14
8025,hertuginess.,公爵夫人,59
5720,modes.,模式,34
13846,men,但,5
9174,tillykke,祝贺,43
11998,dårlig,不良,28
9937,herrer,先生们,44
3779,keats.,凯西斯,83
12314,daglige,日常的,25
11730,etiopien.,埃塞俄比亚,31
7708,porcupine.,豪猪,61
12417,bar,酒吧,21
5891,dinosaurer.,恐龙,50
4771,mongoose.,猫鼬,79
12153,tilfredsstille,满足,15
3910,vejkørsel,路边,84
4520,dig.,the,80
13458,måske,可能是,14
4499,raters.,评估者,78
13574,olympiske,奥林匹克,10
5875,sandsynlighed.,可能性,72
13442,på ubestemt tid,无限期,13
4718,fugtighed,水分,79
11752,bristol.,布里斯托尔,30
14341,central,中央,10
12860,guitar,吉他,19
6829,jockey.,骑师,61
7886,overskredet,超出,38
4336,allegory.,寓言,80
12956,årligt,年度的,17
12129,vedtaget,采用,20
8568,fowler.,福勒,55
3364,glarende.,瞪眼,77
11152,volleyball.,排球,36
12548,dræbe,杀戮,10
13190,befolkning,人口,15
8080,hurst.,赫斯特,58
8775,vagina,阴道,53
13535,hele vejen igennem,始终,13
12369,æble,苹果,24
10473,wang.,王,40
1900,pukkel,驼峰,87
9810,oceanien.,大洋洲,45
9805,garage,车库,44
11576,monaco.,摩纳哥,32
483,polyvinyl.,聚乙烯醇,99
906,papyrus.,纸莎草纸,97
6396,premise.,前提,50
7923,yom.,呀,59
2716,afpresse,勒索,84
5311,hovercraft.,气垫船,76
7155,logistical.,后勤,36
5250,carboxylat.,羧酸盐,60
4684,stockade,寨子,75
12499,terrorisme,恐怖主义,18
5816,undgås.,避免,6
3288,salvage.,打捞,65
10002,behandlinger.,意像,44
13000,cairns.,凯恩斯,18
9636,whitney.,惠特尼,47
1179,huddle.,乱堆,90
8070,endeløs,无穷无尽,58
11095,oversøisk,海外,36
11511,fløde,奶油,32
7336,anarki,无政府状态,62
8408,winchester.,温彻斯特,56
8686,reaper.,收割机,53
11592,portugisisk.,葡萄牙语,32
13698,tips,提示,12
6096,projektil,弹丸,57
2057,spir,尖塔,88
8987,tastefejl,错字,31
8998,upåliteligt,不可靠,51
3925,gu.,顾,84
258,åbenlyst,公然的,100
7759,batters.,面糊,39
11871,ondsindet,恶意,24
11912,willie.,威利,25
2041,mainframe.,大型机,92
13682,carolina.,卡罗莱纳州,12
6666,retook,退回,67
10173,middelhavet.,地中海,43
9215,pooh.,呸,49
14208,mark,场地,8
5360,scurvy.,坏血病,76
7651,roc.,鹏,61
7277,terninger,骰子,62
2446,remus,雷厄斯,91
7130,garnett.,加内特,64
8702,styrte,推翻,52
4645,rum,舱室,73
164,cirque.,cir,100
12489,onsdag,周三,23
2089,uninvolved.,未经讨论,92
13168,bombe,炸弹,10
218,nitrophenol.,硝基苯酚,100
11263,kasket,帽,23
1987,retaliatory.,报复性,93
5996,aster.,艾斯特,72
12636,kim.,金,22
7393,skildre,写真,36
8760,anabolic.,合成代谢,53
13973,hedder,称为,8
12762,ørn,鹰,14
11456,bagdad.,巴格达,33
1906,pranks.,恶作剧,60
11611,modsætning,相反,32
12883,hundrede,百,15
11300,mental,精神的,30
12385,hitler.,希特勒,25
7113,euclid.,欧几里德,64
6896,ganske vist,不可否认,66
3337,westfalen,威斯特法伦州,87
8805,symfoni,交响乐,52
8507,truet,濒临灭绝,52
11738,gregorian.,格雷戈里安,30
9185,gudinde,女神,49
8637,genghis.,成吉脂,54
7425,hårdest.,最难的,62
11851,forbrydelser,犯罪,15
2016,bemandet,人员配备,85
7375,ineffektiv,无效,60
11920,manhattan.,曼哈顿,29
11140,belastning,加载,22
13725,fast,常规的,12
6580,ramon.,拉蒙,68
5957,ustabil,不稳定,71
506,newscast.,新闻通用,85
11472,jerusalem,耶路撒冷,33
2172,kaniner.,兔子,35
9565,betty.,贝蒂,47
9546,hungersnød,饥荒,47
13480,detroit.,底特律,13
8903,toledo.,托莱多,52
5768,underafsnit,小节,46
9223,appalachian.,阿巴拉契亚人,49
8078,fejde,世仇,54
14391,september,九月,6
1393,penney.,帕尼,96
13893,bør,应该,5
5799,konservatisme,保守主义,73
9073,omdøb,改名,21
11705,isaac.,艾萨克,31
227,kosmetik,美容,100
3014,patrice.,帕特里斯,88
14027,planer,计划,11
3955,akkord,弦,72
7881,kvalifikationer.,资格,21
1110,omgrupperet.,重新组合,80
4325,oswego.,奥斯威戈,82
10996,polar.,极性,33
713,sprungt.,涌,98
13558,afskrækket,灰心,12
10691,anglo,盎格鲁,38
6165,overbefolkning,过度疏松,69
561,asparges,芦笋,99
11566,bombers.,轰炸机,23
2501,overdrive,过载,91
7204,eastman.,伊斯曼,64
13192,wilson.,威尔逊,16
14075,adgang,使用权,8
10303,blad,叶子,22
10589,frost,霜,38
11259,territories.,领土,11
3036,pretoria.,比勒陀利亚,88
101,hindustan.,印度斯坦,100
11979,dollars.,美元,20
13653,irak.,伊拉克,12
7013,pudding.,布丁,61
10758,buckeyes.,七叶树,35
9197,humlebi,熊蜂,50
7882,potent,有效,59
9938,cant.,不到,44
12806,danmark,丹麦,20
2063,nautilus.,鹦鹉螺,92
10706,dæk,甲板,38
562,foothills.,山麓,74
1473,seletøj,马具,88
8750,turbo.,涡轮,52
2435,aururia.,赤尿式,91
515,fortov,路面,92
1621,polystyren,聚苯乙烯,95
1292,tolstoy.,托尔斯泰,96
4732,følsomhed,灵敏度,39
2709,flared.,喇叭口,56
8538,fætter,表哥,45
3332,flatworm.,扁虫,87
12149,galleri,画廊,26
14387,kort,短的,9
4736,aromatisk,芳香,77
1341,philemon.,菲尔梅尔,96
3846,licensor.,许可方,85
5399,cum.,暨,75
4951,moskeer.,清真寺,37
11046,historikere.,历史学家,27
6748,genie.,精灵,67
1973,ahunt.,阿姨,93
4540,bobcat.,山猫,65
4174,shrapnel.,弹片,82
8249,skatter,税收,24
13828,om,关于,5
11640,abu.,阿布,31
10270,ton,吨,30
4973,kreatin.,肌酸,78
7876,plankton.,浮游生物,60
12170,yo.,哟,27
9044,profet,预言家,46
5701,komm,comm..,61
10793,forberedende,预备,38
4318,psykiatrisk,精神病学,82
14117,rækkevidde,范围,10
3885,acne,粉刺,84
11476,ah.,啊,32
1575,moret,amused.,15
12676,forsøg,审判,19
14409,medlem,成员,9
2080,hvidløg,大蒜,92
270,proponent.,支持者,73
8397,hollow.,空洞的,47
8931,barndom,童年,52
11995,bag-,后部,28
6336,seminary,神学院,67
12216,toyota.,丰田,26
572,reptilian.,爬行动物,99
13086,marked,市场,12
1690,glaukom,青光眼,95
3466,udsteder.,发行人,86
5246,picard.,皮卡德,76
5741,judas.,犹大,73
865,phosphodiesterase.,磷酸二酯酶,97
3096,punta.,蓬塔,88
1054,teng.,滕,97
9401,twain.,吐温,49
13597,skud,射击,12
10715,forfølge,追求,31
14253,texas,德克萨斯州,9
7154,forestående,迫在眉睫,62
4244,arbejdsplads.,工作场所,82
10956,indies,印度人,24
4075,burrito.,卷饼,82
4697,schultz.,舒尔茨,78
5835,søstjerne,海星,73
9994,tynd,薄的,43
1215,brecht.,布防,97
12263,tempel,寺庙,25
12846,udstyr,设备,15
5642,ammonium,铵,74
8462,plato.,柏拉图,56
11170,elefant,大象,33
14219,øst,东方,9
9022,kystlinje.,海岸线,50
606,methylen.,亚甲基,99
4066,polygami.,聚酰胺,83
4874,fiktive.,虚拟,78
1828,coinage.,co,94
13035,personale,人员,18
12612,steven.,史蒂文,23
8012,songwriter.,歌曲作者,48
854,soler,劳工,98
9059,vælger,选择,7
13753,ohio.,俄亥俄州,11
6599,race,品种,44
1836,maidenhead.,迈德赫,94
5487,metamorphic.,变质,73
10908,lund,树林,36
7986,stunned.,目瞪口呆,43
13517,trykt,打印,11
5966,percussion.,打击乐器,69
6426,useded.,无人机,69
2485,fugtig,湿,69
6376,evert.,翻转,69
8667,elfenben,象牙,54
13536,kansas.,堪萨斯州,13
6692,orme.,蠕虫,46
9238,lionel.,莱昂内尔,50
3370,adenosine.,腺苷,87
10743,lingvist,语言学家,31
5722,gopher.,耕地,38
2992,scrum.,克鲁姆,88
508,mutanter,突变体,55
6278,horry.,霍莉,70
11057,skæg,胡须,34
7699,guldfisk,金鱼,61
6939,aeon.,永世,63
11034,guild.,公会,36
8696,sladre,闲话,53
11937,longhorns.,长角莲,26
10617,bolivia.,玻利维亚,39
10618,tibetan.,藏,36
14074,langt,远的,8
7022,leder,导体,62
3974,fregat,fr,78
12649,palæstinensisk.,巴勒斯坦人,19
7773,cockpit,座舱,59
10901,falsk,伪造的,34
10055,pontiac.,庞蒂亚克,43
6392,fællesskab,共同,69
10622,burton.,伯顿,39
8961,hemingway.,海明威,52
3418,skovbrug,林业,87
3249,flapper.,挡板,87
741,danton.,丹顿,98
10768,frø,种子,13
6990,mortars.,砂浆,39
8575,diktatur,专政,51
11761,athletic.,运动,13
3615,tarantel,狼蛛,86
12025,prost.,普罗斯特,28
3751,basso.,贝索,85
1098,sirens.,警笛,72
10111,atlas,地图集,43
2962,søskende,兄弟姐妹,71
10396,tidligste.,earl,41
10577,optagelser.,镜头,39
12333,modstand,反抗,21
8505,romney.,罗姆尼,55
337,ratatouille.,料理鼠王,100
12318,walter.,沃尔特,25
8613,hearsay.,传闻,54
8208,bille,甲虫,55
8285,seminoles.,塞米索,48
12441,franklin.,富兰克林,24
5122,fey.,fe,77
10845,tucker.,塔克,38
13546,kyst,沿海,12
3527,campo.,坎波,75
9347,eksil,流亡,41
3754,kern.,肯尼斯,84
9162,keen.,敏锐的,50
2351,elm.,榆树,84
10301,karneval,狂欢,41
14443,oprettet,创建,5
9084,woodrow.,伍德罗,51
11684,ben,腿,18
4696,tapperhed,勇敢,79
7536,processor.,处理器,54
3443,fantasia.,幻想曲,86
12852,skov,森林,19
10650,asterion.,星空,39
6103,truss.,桁架,71
8083,juno.,朱诺,58
2679,rosalind.,罗莎琳德,90
725,tekstiler.,纺织品,63
11788,snigmord,暗杀,25
10682,alias,别名,34
1704,gladden.,拉长,95
13154,studerende,学生,12
7194,presbyterian.,长老会,61
7170,bearcat.,熊,54
6272,græshoppe,蚱蜢,67
8802,genoverveje,重新考虑,50
4849,diaspora.,侨民,78
4748,gorgeous.,华丽的,79
13170,guide,指导,14
6072,erobret,征服,44
4457,fingeraftryk,指纹,62
13765,georgia.,乔治亚州,11
7753,wight.,怀特,60
13503,hen imod,向,12
2181,væbner,乡绅,79
13094,da.,达,16
9670,syntese.,合成,47
3486,beriget,enr,69
12708,cast.,投掷,19
9192,fersken,桃子,48
10853,decathlon.,迪卡侬,38
3990,konfiskeret,没收,72
10216,troværdighed,可信度,25
7049,sovs,酱,64
12821,klassifikation,分类,19
3069,fundamentals.,基础知识,32
4859,gluten.,麸质,79
3934,bertha.,伯莎,83
9276,plaske,溅,49
6869,orgasme,高潮,65
9894,registrering,登记,42
9154,baton.,指挥棒,47
3115,aegean.,爱琴海,88
12244,affix,词缀,26
7169,rebounded.,互相反弹,26
8676,kontingent.,队伍,39
9899,rover.,流浪者,32
3070,konnotationer,内涵,62
2650,crypto.,加密,90
9093,bestå,毕业,35
9002,fedme,肥胖,50
6435,afrikanere,非洲人,13
12593,emballage,包装,20
12967,wayne.,韦恩,19
13634,uregistreret,未注册,12
12905,arkansas.,阿肯色州,19
5220,simulering,模拟,38
4788,halas.,哈拉斯,75
6313,pauline.,鲍林,68
5914,overskud,剩余,72
8175,urt,草本植物,55
12399,jazz.,爵士乐,25
5228,gigt,关节炎,76
7412,fitch.,惠誉,62
6085,tungeste,最重的,71
3697,sekt,教派,79
13492,van.,班,13
6988,meow.,喵,65
4693,tegneserieist.,漫画家,68
4577,napa.,纳帕,80
4925,wombat.,袋熊,75
10386,freeman.,弗里曼,41
12641,lyse,减轻,22
6778,fløjte,长笛,64
11385,penis,阴茎,34
6839,jameson.,詹姆森,66
9394,timor.,东帝汶,49
37,rapy.,强奸,33
14183,parti,派对,9
4558,spisning,用餐,73
6342,snoop.,窥探,67
13195,masse,大量的,15
12554,kennedy.,肯尼迪,23
4355,logisk.,逻辑上,25
13344,dan.,担,15
11363,finalists.,决赛选手,29
1667,imperialist.,帝国主义者,80
2484,siam.,暹,91
2953,skåret,切片,55
8207,eden.,伊甸园,57
4000,superpower.,超级大国,73
970,kalorie,卡路里,88
12815,republikan,共和党人,18
5709,fejlagtighed.,谬论,62
9396,hegn,栅栏,38
11295,forsyninger.,补给品,18
11701,baron.,男爵,30
14036,hjem,家,7
13699,daniel.,丹尼尔,12
1692,dehydrering.,脱水,89
7671,økologi,生态,51
6259,svoret,宣扬,70
1929,galde,胆汁,93
4421,sn.,一个人,81
7921,garvey.,加维,59
9491,beograd.,贝尔格莱德,48
6772,hertfordshire.,赫特福德郡,67
11097,stenet,洛基,29
3377,beastie.,野兽,85
9929,ærligt talt,诚实地,44
9235,aurora.,极光,50
13415,matthew.,马修,14
6359,reservister.,储备金,66
13417,nævnte,提及,10
12449,craig.,克雷格,24
10399,elg,驼鹿,41
7017,norse.,诺尔斯,65
2569,jurymedlemmer,陪审员,75
12950,fredag,星期五,19
8716,ansvarsfraskrivelse.,免责声明,19
8656,sammenbrud,分解,53
7190,gamer.,游戏玩家,64
11723,hval,鲸,27
161,bacillus.,芽孢杆菌,100
5874,proteiner.,蛋白质,29
4368,ærlighed,诚实,81
4978,tungsten.,钨,78
2952,aftryk,印迹,68
6756,ultraviolet.,紫外线,67
12796,stewart.,斯图尔特,21
9083,skyskraber.,摩天大楼,48
9234,hvede,小麦,50
10929,kaj.,泊位,34
10660,lilac.,紫丁香,39
520,unaccounted.,不明意,95
9736,ease.,舒适,40
7426,belønning,报酬,45
14139,sammenlignet,比较的,11
7738,unverified.,未经验证,46
12014,conform.,符合,14
13435,foran,先,14
3455,liza.,丽莎,87
3224,demilitariseret.,恶意化,84
6329,windward.,迎风,63
721,revisionisme.,修正主义,98
5446,uoverensstemmelse,差异,59
10575,sværge,发誓,38
11080,fantom,幻影,33
12195,værdig,值得的,26
8705,dyd,美德,50
6237,respektfuldt,尊敬,11
6286,jod,碘,70
11208,hollywood.,好莱坞,35
2107,crossfire.,交火,92
8834,grizzly.,灰熊,46
11086,indebære,意味着,23
4446,tilføj,重新添加,80
8053,passiv,被动的,56
8455,etnicitet.,种族,24
563,roulette.,轮盘赌,98
11665,mason.,石匠,29
2376,fastslå,探明,79
7361,chill.,寒意,60
4673,uskadelig,无害,79
5243,kælder,地窖,73
3687,ukulele.,尤克里里琴,85
13969,styring,控制,11
13855,sidst,最后的,6
4986,kakao,可可,78
4232,diddy.,迪迪,82
13371,bjerg,山,12
11345,tankning,加油,32
8429,kurv,篮子,53
7186,gravering.,雕刻,44
13604,sport.,运动的,10
1773,pinky.,粉红色,89
13487,kirke,教会,13
14378,enheder,单位,6
10063,kvalifikation,限定,8
8026,hydroelektricitet.,水电,54
9328,linda.,琳达,49
7560,gudfar,教父,61
13429,ni,九,14
2550,hamp.,麻,91
7541,zaire.,扎伊尔,62
3421,kovalent.,共价,86
12305,maria.,玛丽亚,25
10934,beatles.,披头士乐队,38
5555,samsara.,萨马拉,75
8628,slogan,口号,44
10674,spare.,空闲的,36
7279,prev.,上一个,63
1770,layne.,莱恩,94
8310,mesopotamia.,美索不达米亚,57
7558,visum,签证,57
10974,sierra.,塞勒,37
5483,chinchilla.,钦奇拉,75
11312,skjult,隐,34
3361,methylphenidat,甲基苯胺,87
2724,shaikh.,谢克,89
4079,ogre.,食人魔,82
13655,generelt,一般来说,7
11407,slået,殴打,33
1815,biomedicin,生物医学,94
4191,spinners.,旋转器,54
9778,kasino,赌场,42
13115,egypten,埃及,17
6792,dudley.,达德利,66
9362,kirkegård,公墓,49
4820,forgængere,前辈们,45
5266,shuffle.,洗牌,63
7213,døtre,女儿,32
6288,nysgerrighed,好奇心,69
2579,lackey.,走狗,89
4798,sheared.,剪,27
14057,lave om,改变,5
5948,hanoi.,河内,72
13878,så,所以,5
8866,klan.,克兰,53
12978,væk,走了,19
6195,poodle.,贵宾犬,69
11392,professor,教授,32
10139,almindelig,普通的,43
7981,lykkes,成功,33
11544,sæde,座位,19
12510,vare,物品,18
3411,polyester.,聚酯纤维,85
802,matador.,浪子,96
1385,trichlorethan.,三氯乙烷,96
2492,forræder,叛徒,76
8752,cherokee.,切诺基,53
9142,hermed,特此,51
12844,maryland.,马里兰州,20
1112,instruktører,教师,65
10152,lomme,口袋,38
2981,torrent.,激流,85
9804,inspektion,检查,37
11787,ryd op,清理,30
6798,lungebetændelse,肺炎,66
852,dicking.,incl,98
4930,beskyttelsesbriller,风镜,75
7435,broderskab.,兄弟情谊,62
8295,saxofon,萨克斯管,56
9896,motto.,座右铭,42
8600,marist.,马里斯特,55
12325,ekstratropisk,upropropical.,25
8299,pavilion.,亭,54
7248,berettigelse.,合格,31
7832,dickens.,狄更斯,60
4626,newt.,纽特,79
10698,revurderet,重新评估,38
11548,forhold,比率,31
10802,pizza.,比萨,38
7486,velsigne,保佑,44
7149,missionær,传教士,56
7501,realisme,现实主义,62
5981,anarkistisk.,无政府主义者,63
7215,tyrannosaurus.,暴龙,63
2503,forefront.,最前沿,91
7150,ptolemy.,托勒密,64
12749,om eftermiddagen,下午,21
4569,midt i,在一个,80
10414,broadway.,百老汇,41
14195,hellere,相当,6
10680,regerende,裁决,7
9953,byron.,拜伦,44
708,dun.,逼债,80
11457,baltic.,波罗的海,33
11896,ressource.,资源,18
8442,umoden,不成熟,53
9852,monark.,君主,37
6302,snegl,蜗牛,64
7998,butch.,屠,59
13638,specificerer,指定,7
4042,roligt.,平静地,83
1917,quark.,夸夸,90
10273,efterfølger,接班人,40
3718,felony.,重罪,81
9578,lotteri,彩票,47
8081,radius,半径,58
7376,assessors.,评估员,62
4261,drab,杀人,73
3528,avocado,鳄梨,83
2999,gelatin.,明胶,88
4933,grill,炙烤,62
12780,cuba.,古巴,21
8680,fascist,法西斯,47
2732,troposfærisk,对流层,76
7861,antik,古董,50
85,drømme tid,梦想时间,100
7842,kodak.,柯达,60
12817,berlin.,柏林,20
12150,trosløs,忠诚,27
12826,carl.,嘉,20
4320,piedmont.,皮埃蒙特,82
14309,personlig,个人的,5
2165,elektroforese,电泳,92
8712,hamster.,仓鼠,53
1114,magistrate.,裁判诉讼,81
7790,dukke,玩具娃娃,41
6825,tyverne,二十多岁,13
9086,forsvarsmænd,防御员,51
4662,overdosis,过量,75
7860,blik,瞥见,55
8502,forældremyndighed,保管,55
11370,delhi.,德里,34
10917,levering,送货,33
12588,albert.,阿尔伯特,23
7398,apostel,使徒,49
4905,kondensator.,电容器,76
4092,tutu.,芭蕾舞短裙,83
8633,hvalros,海象,54
5221,skævt,片面,76
13308,colorado.,科罗拉多州,15
7682,banjo.,班卓琴,61
2788,rembrandt.,伦勃朗,89
14046,lille,小的,10
8232,serena.,塞丽娜,57
205,stegepande,煎锅,100
824,recluse.,隐士,97
13611,cricket,蟋蟀,12
12480,negativ,消极的,22
2088,debussy.,德彪西,92
11904,tolvth.,第十二,29
8564,uundgåelig,不可避免的,55
12433,tyrkisk,土耳其,24
5724,jonglere,戏法,72
11599,peer.,pe,29
331,tipi.,蒂迪,100
4714,hanukkah,光明节,79
9751,anklage,起诉书,40
6912,qu.,曲,66
14169,optage,记录,7
947,cumulus.,积云,97
7020,amman.,安曼,65
1026,roet,甜菜,94
3344,frisure,发型,74
1503,cornish.,康沃尔,95
3769,arris.,棱,82
12955,jødisk,犹太人,19
472,gags.,噱头,70
394,latham.,莱瑟姆,100
3909,crosstown.,克罗斯斯敦,84
12161,risiko,风险,25
1309,gennemstrømning,吞吐量,96
4903,reindeer.,驯鹿,78
530,sturgeon.,鲟,98
898,ufølsom,不敏感,91
13120,faktiske,实际的,10
13902,embedsmænd,官员,9
5289,aureus.,金黄色葡萄球菌,76
14040,blandt,之中,10
5528,bønner.,豆子,34
2524,tyrant.,暴君,85
14288,universitet,大学,7
13908,hende,她,9
2303,afbøjning,偏转,61
6934,baku.,巴库,66
10254,halifax.,哈利法克斯,42
8672,rom,只读存储器,53
5622,ubestridt,无可争议,70
3608,flounder.,比目鱼,82
12107,kontrolleret,受控,11
2747,vestpå,向西,28
9209,mona.,蒙娜,50
14192,aftalt,同意,11
54,argo.,阿尔戈,79
13639,desværre,很遗憾,12
4817,portman,波特曼,79
12660,charlie.,查理,22
9771,fiber,纤维,45
14174,manager,经理,9
4120,cass.,卡斯,82
3235,meningitis.,脑膜炎,86
983,texan.,德州,38
11372,versa.,不相位,34
2944,flock.,群,75
6198,flagship.,旗舰,70
13866,kunne,可以,7
2728,morello.,莫雷罗,89
7253,at snyde,欺诈,47
2481,konsekvenser.,反响,88
3600,ængstelig,焦虑的,86
2241,gonorré,淋病,92
645,torrens.,托伦斯,99
3247,grosso.,格罗索,88
6181,bess.,贝斯,71
9421,krokodille,鳄鱼,46
11225,forælder,父母,25
8491,mahatma.,马哈拉雄,55
10803,smag,品尝,35
5092,whopper.,鲸币,77
10259,tektonics.,构造,39
4897,confucius.,孔子,78
12056,pseudomonas.,假单胞菌,28
13617,bord,桌子,12
10712,carnegie.,卡内基,38
4137,klasseværelse.,课堂,75
8316,frosset,冻结,57
11122,buccaneers.,颊,35
5778,uartig,淘气,73
6962,valnød,核桃,64
10878,albany.,奥尔巴尼,38
4425,invariant.,不变,64
6056,gunfire.,炮火,72
13609,dermed,因此,12
165,acton.,采取行动,100
6550,meg,梅格,68
2595,oplyse,开导,46
11771,anerkendt,认识到,6
11432,elite.,精英,32
13552,gælder for,适用,10
8658,smuds,污垢,54
6086,wichita.,威奇托,71
5110,hindring,障碍,62
4285,cynthia.,辛西娅,82
